v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12
1.402992895e+01,4.439922970e+01,6.805004297e+01,6.753417830e+01,5.481534097e+01,2.007367698e+01,7.870455017e+01,6.408412828e+00,4.418124347e-02,1.332775952e+01,7.932904327e+01,3.000557073e+01
7.112823172e+01,6.799718769e+01,4.343569626e+01,8.529520882e+01,1.889422647e+01,2.418705822e+01,8.989366754e+01,2.329739189e+01,2.080525198e+01,4.000177345e+00,5.399060674e+01,7.214871155e+01
8.480692454e+01,8.396950110e+01,4.609538897e+01,5.347171884e+01,9.944169758e+01,9.745202220e+01,9.361857049e+01,4.743763466e+01,7.483776004e+01,8.745587037e+01,6.666104383e+01,6.895062467e+01
5.119477118e+01,2.813956734e+01,9.192623193e+01,2.320328712e+00,7.997564506e+01,6.911414525e+01,3.157109720e+01,7.491373291e+01,4.396967570e+01,1.668086271e+01,9.424779227e+01,4.619317092e+01
6.528577122e+01,3.943268923e+01,8.522251271e+01,3.342165513e+01,8.728575256e+01,3.595539278e+01,8.706426130e+00,3.433009063e+00,8.219185291e+01,8.596225051e+01,5.699470751e+01,3.432698495e+01
7.016039867e+01,1.030232599e+01,6.253293449e+00,6.022639712e+01,8.376422895e+01,7.272050266e+01,8.327415543e+01,4.628387338e+01,6.304119139e+00,7.454080053e+01,3.730895298e+01,1.191956421e+01
8.661550933e+01,4.519318830e+01,8.680788234e+01,4.865554032e+01,3.090768730e+01,8.373596108e+01,8.485579613e+01,1.230249942e+01,5.897695398e+01,7.570444939e+01,2.427692919e+01,8.052445108e+00
4.246031752e+01,5.999502231e+01,9.729868504e+01,7.317042354e+01,7.497406710e+01,1.346692571e+01,7.363158994e+01,2.164604894e+01,4.761475829e+01,5.552687566e+01,7.010254094e+01,9.609632665e+01
5.649413609e+01,7.885959901e+01,4.277578958e+01,4.118521243e+01,3.703642411e+01,3.990242461e+01,7.482205604e+01,1.172853585e+01,4.322190572e+01,8.801910311e+01,6.898551759e+01,2.110118408e+01
5.150016394e+01,5.490884649e+01,5.502437267e+01,7.336049501e+01,5.274184525e+01,9.013811780e+01,9.804253494e+01,1.011204019e+01,5.664176160e+00,4.691860596e+01,3.227430517e+00,6.471301601e+01
2.225771064e+01,5.348767803e+01,1.445589882e+01,9.608641566e+01,4.542293841e+01,8.939959631e+01,7.842529569e+01,8.754608407e+01,5.238845905e+01,5.544199829e+01,3.018435460e+00,6.651362068e+01
4.649375491e+01,3.398603242e+01,5.984815157e+01,5.324868644e+01,4.346072096e+01,8.914481688e+01,6.950668777e+01,5.084471787e+01,3.833467506e+00,2.559447501e+01,3.879855836e+01,2.315298915e+01
2.847204561e+01,2.233738009e+01,4.181902294e+01,4.184731703e+01,2.380726003e+01,2.071458805e+01,5.564949474e+01,6.591641664e+01,3.842646813e+01,8.710067349e+01,1.116172639e+01,3.516706374e+01
9.682479437e+01,8.372617416e+00,2.129778444e+01,4.771473203e+01,3.582385675e+01,5.190900987e+01,4.777696990e+01,6.916463947e+01,4.172209944e+01,6.921130919e+01,4.864925125e+01,7.288717859e+01
7.197894765e+01,5.797978761e+01,4.661237667e+01,1.680506472e+00,9.210671134e+01,2.177248926e+01,5.373129488e+01,1.191310993e+01,8.080451549e+01,9.906900452e+01,7.993724515e+01,9.382014999e+01
6.870284035e+01,1.384310294e+01,7.624767425e+00,9.806597438e+01,9.986895558e+01,6.172209536e+01,7.075774482e+01,2.058514400e+01,6.633574012e+01,7.846291325e+01,9.417740567e+01,8.023715236e+01
8.707239924e+01,2.580570281e+01,7.414866962e+01,2.784928219e+01,5.816379201e+01,7.902157167e+01,1.745029758e+01,4.136554761e+01,5.072233308e+01,3.705234600e+01,9.570206889e+00,9.904788521e+01
4.058170376e-01,2.328492270e+01,3.908571810e+01,2.097304208e+01,7.030101070e+01,1.928378651e+01,7.799361914e+01,8.626147262e+01,4.771255063e+01,7.189306262e+01,4.285510597e+01,8.667415937e+00
4.333762918e+01,8.413356882e+01,4.780097330e+01,5.746152406e+01,8.127950698e+01,6.484299549e+01,2.215927815e+01,3.584876198e+01,9.290738579e+01,6.287051559e+01,5.407353552e+01,4.577371906e+01
2.182596484e+01,6.011264213e+01,4.814594130e+01,3.360404957e+01,5.454248818e+01,8.627561682e+01,4.756363879e+01,8.617074461e+01,8.656444421e+01,7.794572110e+01,5.323028176e+01,2.860480702e+01
2.300261776e+01,6.451817456e+01,8.268111978e+01,8.214483252e+01,5.545668437e+01,9.755239044e+01,7.180319035e+01,4.294435970e+01,9.888380472e+01,1.805787698e-01,3.847108477e+01,6.926102276e+01
6.993911168e+01,7.934101232e+01,8.159818545e-01,2.718626155e+01,8.505195622e+01,3.902972124e+01,4.470166482e+01,7.582638548e+01,4.586423002e+01,3.116110923e+01,1.496184688e+01,3.723778436e+01
1.987543435e+01,2.924540547e+01,6.865561734e+01,7.867234963e+01,9.097858997e+01,3.134044505e+01,3.273398320e+01,6.363610800e+01,1.518519687e+01,8.568035950e+01,4.604241736e+00,5.561466742e+00
7.908395177e-02,7.408252222e+00,1.752020341e+01,9.229871506e+01,8.451333243e+01,5.718825750e+01,5.030800309e+01,4.370363707e+01,7.730152669e+01,6.779303825e+01,3.778773399e+01,5.136370132e+01
6.032812997e+01,7.551440608e+01,4.949130662e+01,1.722916739e+01,7.509346514e+01,1.996633758e+01,6.322731774e+01,5.312549829e+01,2.475699851e+00,8.417188992e+00,9.623496125e+01,2.600222061e+01
9.838901934e+01,1.167178534e+01,4.284547791e+01,7.784373589e+01,8.600915079e+01,3.331525608e+00,4.942298955e+01,7.212443266e+01,3.599472930e+01,8.116752633e+01,9.110054731e+01,3.269165793e+01
8.913819728e+01,8.438350648e+01,9.556532061e+01,5.152058902e+01,3.351998927e+01,4.837485647e+01,2.097549707e+00,9.928161956e+01,4.985205806e+01,6.534809523e+01,3.576649826e+01,3.047285582e+01
6.971689465e+00,7.224514577e+01,5.709688793e+01,8.582438545e+01,9.659793455e+01,9.868439718e+01,5.858268989e+01,9.458333124e+01,1.150968512e+01,9.108833901e+01,3.696955890e+01,6.526770895e+01
8.078411657e+01,5.405301706e+01,3.701869175e+01,3.558753326e+01,5.802011718e+01,5.516012399e+01,3.589454363e+01,8.855616977e+01,3.673569089e+01,9.485273719e+01,5.972285989e+01,3.381336477e+01
2.981434944e+01,1.523876242e+01,2.849490353e+01,8.452941980e+01,5.697766926e+01,1.422101687e+01,8.010913277e+01,9.190987580e+01,9.510697861e+00,4.107587419e+01,5.303671024e+01,9.224988549e+01
4.825791554e+01,3.309286213e+01,5.450590631e+00,3.679765771e+01,2.614254158e+01,9.667062563e+01,3.147809499e+01,2.271367131e+01,2.784091596e+01,4.519186275e+01,3.894267352e+01,5.932718155e+01
8.210887212e+01,5.186538274e+01,9.971473885e+01,4.318885823e+01,5.799242006e+00,4.443769126e+01,7.852606182e+01,6.743877609e+01,9.064194939e+01,4.484657261e+01,4.673964514e+01,1.407725882e+01
7.460179472e+01,8.587364534e+01,8.663689259e+01,4.267440329e+01,8.915744896e+01,1.649367523e+01,6.172662757e+01,9.054327192e+01,4.494448627e+01,2.706127554e+01,8.330730485e+01,7.420378212e+01
9.372803081e+01,1.397021742e+01,9.171993781e+01,4.058484368e+01,6.208350411e+01,9.597958347e+01,3.720311478e+00,9.761974756e+01,2.465754923e+01,2.044574752e+01,3.328286141e+01,7.887887845e+01
1.894293302e+01,7.081177145e+01,4.306959310e+00,3.049219517e+01,4.303993190e+01,3.884763372e+01,4.731479620e+01,7.246867169e+01,4.542051976e+01,8.863865942e+01,5.160272876e-01,2.159029105e+01
5.107118003e+00,9.507347210e+01,5.746994418e+01,4.219550703e+01,8.658041361e+01,1.275808792e+01,6.306508273e+01,3.687636128e+01,4.159631098e+00,8.506164278e+01,1.010285448e+01,9.874997361e+00
3.849622915e-01,7.997834979e+01,3.350908857e+01,4.327172988e+01,5.259819240e+01,8.294319583e+01,7.942487922e+01,5.228799406e+01,1.696179682e+01,1.849103713e+01,1.569615655e+01,3.904372387e+01
3.169256684e+01,2.704656460e+01,9.672637048e+01,8.997646421e+01,6.415220800e+01,7.683528277e+01,8.310181596e+01,4.209122351e+01,8.398124154e+01,9.673114703e+01,2.015239998e+01,9.698523932e+01
4.743656825e+01,9.493121411e+01,1.420661609e+01,3.458991272e+01,1.841175621e+00,3.988987396e+01,6.774722282e+01,8.945352943e+01,9.107030127e+01,2.112846924e+01,9.012605291e+01,4.365821971e+01
4.812210941e+01,7.541088269e+01,2.091045595e-01,5.083408597e+01,1.860525707e+01,8.340813470e+01,2.056302693e+01,4.976802215e+01,1.176742509e+01,4.606037312e+01,8.947429523e+01,3.396477976e+01
1.068086651e+01,9.439357448e+01,9.568780416e+00,3.815729059e+01,4.956718715e+01,6.894033448e+01,6.131247050e+01,3.058595842e+01,3.210134910e+01,5.488969343e+01,2.284388157e+01,9.419574357e+01
5.569877679e+01,4.414149766e+01,6.708212363e+01,6.296400398e+01,4.660066061e+01,4.891568947e+01,4.247935800e+01,4.407323137e+01,1.574687514e+01,1.741312720e+01,8.473739357e+01,6.844006691e+01
4.106678971e+01,6.446321563e+01,1.665889340e+01,6.628710366e+01,3.656634668e+01,3.767593931e+01,4.981515884e+01,4.812422008e+01,7.895698971e+01,8.750911255e+01,5.192692589e+01,8.926858979e+01
3.332728061e+01,2.574660749e+01,1.366185669e+01,4.378371695e+00,6.169804504e+01,6.416369323e+01,5.685822478e+01,7.933447442e+01,8.150799168e+01,5.881389241e+01,3.562985512e+01,3.858659455e+01
7.477516846e+00,2.996554706e+00,9.649843109e+01,8.601155812e+01,4.023686634e+01,2.587897281e+01,4.294470585e+01,3.912729126e+01,4.428482843e+01,1.131534827e+01,7.705377805e+00,1.007087117e+01
5.546463406e+01,4.676585667e+01,8.163760943e+01,6.656680666e+01,8.246573253e+01,5.684755951e+01,8.999445169e+01,6.777609301e+01,4.354574531e+01,6.571412686e+01,5.434368165e+01,7.588606072e+01
6.897008692e+01,7.394306869e+01,2.620646371e+01,7.250400763e+01,7.144498059e+01,4.064222567e+01,1.538001647e+01,5.051855868e+01,4.404473183e+01,6.088625732e+01,3.422540339e+00,1.631305627e+01
5.359233540e+01,1.824637018e+01,3.070601431e+01,8.332820346e+01,3.215774837e+01,2.470823321e+01,1.180717166e+01,1.579683662e+01,1.015562481e+00,1.688748728e+01,2.524701570e+01,6.618447192e+01
6.966172912e+01,1.219887026e+01,7.606186134e+01,8.810613156e+01,8.331878372e+01,6.353415077e+00,4.856356810e+01,3.745363098e+01,8.191734193e+01,6.436271548e+01,1.918832692e+01,2.610870652e+01
9.820243368e+01,4.760648331e+01,4.638179181e+01,4.738030691e+01,5.794401266e+01,3.537010547e+01,9.192541501e+00,2.178119067e+01,4.655071932e+01,7.244371400e+01,1.622526008e+01,7.817034163e+01
4.155796633e+01,1.687150619e+01,5.308101962e+01,7.474407533e+01,3.866110407e+01,7.587777793e+01,8.206244908e+01,6.444683702e+01,9.730551488e+01,4.689654540e+01,4.402551673e+00,5.050774626e+01
9.137215300e+00,7.263387114e+01,1.498964736e+01,6.454370475e+00,6.133425549e+01,1.129446653e+01,9.311321941e+01,7.323202001e+01,6.804517981e+01,7.631021000e+01,7.203857456e+01,8.544421347e+01
8.386319556e+01,8.103431877e+01,1.609560797e+01,5.572370327e+00,5.405164051e+01,7.357727989e+01,1.366123387e+00,8.687973648e+01,1.377455235e+01,1.703941066e+01,8.210605552e+01,9.663045388e+00
3.966624369e+01,3.462853665e+01,4.867133935e+01,3.821640404e+01,3.172848860e+01,4.514816669e+01,4.801569049e+01,5.887957231e+01,5.882309466e+01,8.459666066e+01,1.073351079e+01,6.751263449e+01
6.979462598e+01,1.321981032e+01,4.402987333e+01,8.131405686e+01,2.570510578e+01,8.593166170e+01,5.787814877e+00,1.918805560e+01,6.098243874e+01,9.328094171e+01,3.852321196e+00,9.626212596e+01
7.503007117e+01,6.328828461e+01,1.403007208e+01,9.575901238e+01,1.415180008e+01,6.661643807e+01,9.891088498e+01,6.279106584e+01,6.625708210e+01,1.767342458e+01,5.922154389e+01,4.387078260e+01
7.706145363e+01,5.321225186e+01,7.938393654e+01,8.598130457e+01,3.622355891e+01,5.771850314e+01,5.983128486e+01,1.157337384e+01,2.479429767e+01,7.062189150e+00,2.887863863e+01,5.366271619e+01
8.737974467e+01,1.670719193e+01,8.572954440e+01,8.493977336e+01,9.807283520e+01,6.021232886e+01,4.483205002e+01,7.266930339e+01,8.532460737e+01,9.729458443e+00,8.862596087e+01,1.702002632e+01
7.133207414e+01,4.814406184e+01,2.359352995e+01,4.519572166e+01,8.268471638e+01,8.001660886e+01,3.598996993e+01,1.611054446e+01,6.548295244e+01,9.590950834e+01,7.909507784e+01,1.685283475e+01
5.288976382e+01,7.925983707e+00,2.517184415e+01,5.284986463e+01,8.035937349e+01,5.414166819e+01,3.871106853e+01,9.554553372e+01,9.650430693e+01,1.162343432e+01,6.499880440e+01,3.182137806e+01
1.360970957e+01,3.144690357e+01,7.401899630e+01,2.462911499e+01,9.345735801e+01,7.325525742e+00,3.434620452e+00,8.477668766e+01,5.333209039e+01,9.963508833e+01,5.144724613e+01,5.356097579e+01
9.722489474e+01,1.425476771e+01,7.349423644e+00,1.921712966e+01,3.106793012e+01,5.991065769e+01,4.889991340e+01,7.050257388e+01,2.679710793e+01,6.274784271e+00,1.888169793e+01,8.931888432e+01
3.086446082e+01,4.951972004e+01,2.409079359e+00,1.955501551e+01,9.003269952e+01,6.789631856e+01,9.172367870e+01,5.450368717e+01,9.939582918e+00,2.574528371e+01,6.623839411e+01,9.595694898e+01
4.291767829e+01,9.784712716e+01,5.105279422e+01,9.868883985e+01,1.678367234e+01,9.026249106e+01,3.643152543e+01,2.446940776e+01,7.673175716e+01,7.393618187e+01,4.118015026e+01,8.245479434e+01
7.496452429e+01,7.926732916e+01,7.313028287e+01,3.122643178e+00,4.783356551e+01,8.723980254e+00,1.889418275e+01,6.638467716e+01,2.308507763e+00,4.170039297e+01,7.476362988e+01,6.916420238e+01
6.953196161e+01,9.579442895e+01,9.773155179e+01,2.667333751e+00,5.003764396e+01,2.114675847e+01,2.206496745e+00,6.792041900e+01,3.091720516e+01,6.914314465e+01,9.258554766e+01,9.040387533e+01
1.953438643e+01,6.787039020e-01,6.373230251e+01,1.864972566e+01,3.836014794e+01,2.954774342e+01,6.140292396e+01,5.060701374e+01,8.059207637e+01,9.016687899e+00,9.736131491e+01,3.051381991e+01
2.466862140e+01,2.206422413e+01,1.644912257e+01,9.280639900e+01,7.892213382e+01,3.782499527e+01,8.799603142e+01,3.635074379e+01,6.298477775e+01,5.049083662e+01,3.116761490e-01,1.557256572e+01
8.416873436e+01,1.704827271e+01,2.066363738e+00,8.102867530e+01,6.292925077e+01,6.341613361e+01,9.932257455e+01,4.752228088e+01,9.124042744e+01,4.936973836e+01,2.450244360e+01,8.970751881e+01
3.846136451e+01,5.677137827e+01,5.130664633e+01,5.714538304e+01,9.758497190e+01,4.207522017e+01,3.390024077e+01,2.376785947e+00,1.509623464e+01,1.188247741e+00,7.751322234e+01,7.789341526e+01
5.873180494e+01,7.318553111e+01,7.528399378e+01,2.083593554e+01,6.333583290e+01,8.653877404e+01,8.827131023e+01,1.796187467e+01,1.283948097e+01,2.732174952e+01,1.987269069e+01,3.151077352e+01
7.893162331e+01,1.667313395e+01,6.646309915e+01,5.218186549e+01,3.983694200e+01,5.210830629e+01,5.539216212e+01,8.483777463e+01,6.812069248e+01,5.955507620e+01,6.442890381e+01,1.950232688e+01
6.555307803e+01,9.140466738e+01,7.124395167e+01,9.652417577e+01,9.013413758e+01,8.561043137e+01,9.194110909e+01,1.600281877e+01,8.579935733e+01,7.224316894e+01,1.345503612e+01,4.024242392e+01
6.424897135e+01,2.064419194e+01,3.274728122e+01,2.852529225e+01,9.712558554e+01,9.149562366e+01,4.645066564e+01,5.375786301e+01,6.983918900e+01,9.435482826e+00,9.074641982e+01,1.128447066e+00
2.157871676e+00,7.560915785e+01,7.091739094e+00,8.404795945e+01,3.348299888e+01,9.913334389e+01,7.029539323e+01,4.489199780e+00,2.880608690e+01,4.290355345e+01,2.232715615e+01,8.757136788e+01
4.881224798e+00,9.693444603e+01,5.963217447e+00,1.291326024e+01,2.488795165e+00,8.447458905e+01,1.659860702e+01,5.527095282e+01,6.600606704e+01,9.771376387e+01,6.157909587e+01,5.490065819e+01
1.458889165e+01,4.669369385e+01,9.815175660e+01,8.112648142e+01,3.535487760e+01,8.429781020e+00,8.021524305e+01,5.361832094e+01,8.617569739e+00,4.318891631e+01,8.081040942e+01,4.295932916e+01
8.971001185e+01,3.738538317e+01,3.828428812e+01,1.854756514e+01,8.058989967e+01,4.261312362e+00,8.305199701e+01,8.542759621e+01,6.967270027e+01,4.866525542e+01,8.612527193e+01,5.747844391e+01
1.398799681e+01,8.331047751e+01,3.510769749e+01,7.189779526e+01,3.890026971e+01,7.050189814e+01,8.699542630e+01,5.685722034e+01,9.586386720e+01,7.746588300e+00,1.840314272e+01,9.280726459e+01
6.410321697e+01,1.080318236e+01,7.215820592e+01,6.877727176e+00,9.303945954e+00,3.400758932e+01,2.361261283e+01,9.956023410e+00,6.008170646e+01,4.342952769e+01,7.113149064e+01,7.688929542e+01
2.910078593e+01,3.150072849e+01,7.055468171e+01,8.097323366e+00,3.040117240e+01,6.735321986e+01,4.419522829e+01,7.314272528e+00,4.730573746e+01,1.786459956e+01,7.342320533e+01,9.764823232e+01
7.995569071e+01,1.480925413e+01,2.676792814e+00,1.746763545e+01,4.222239191e+01,5.793085473e+01,5.910118536e+01,3.957921964e+00,1.949808043e+01,1.223304130e+01,8.400853323e+01,1.467725964e+01
2.699560410e+01,8.051623362e+01,2.722247949e+01,3.238795486e+00,6.288256951e+01,6.629731951e+01,3.248722276e+00,5.810661431e+01,7.711743932e+01,3.805792748e+01,1.673907726e+01,6.880608556e+01
2.894805824e+01,6.114964356e+01,2.610107513e+01,4.480563174e+01,7.573365719e+01,1.508598143e+01,1.752002393e+01,8.496714911e+01,5.500570732e+01,2.582721760e+01,8.534539515e+01,2.280208954e+01
6.585676358e+01,9.323179486e+00,6.343123939e+01,6.717920337e+00,6.748626745e+01,1.653460371e+01,6.391452997e+01,9.936289452e+01,4.578603013e+01,2.293281894e+01,6.070833150e+01,3.220711588e+01
7.210338936e+01,8.185074648e+01,1.769302768e+01,6.142140783e+01,8.097939083e+01,7.285575555e+01,4.052735952e+01,7.355095173e+01,6.321982100e+01,2.231473924e+01,9.165611595e+01,4.123326989e+01
9.645941731e+01,5.847181400e+01,4.444520914e+01,4.539864381e+00,9.973923328e+01,2.399996185e+01,7.081317975e+01,3.478278636e+01,6.972949840e+01,8.139008779e+01,8.076713491e+01,5.700813541e+01
6.111741065e+01,5.360704878e+00,5.967776668e+01,4.353172896e+01,2.559492081e+01,5.419444304e+00,4.390159131e+01,4.067283355e+01,3.927444344e+01,8.698142249e+01,6.833854480e+01,5.475767502e+01
3.927133424e+01,3.853557530e+01,5.009299698e+01,8.384124599e+01,3.786086113e+01,2.755993705e+01,6.453513858e+01,2.157109245e+01,8.760360063e+00,8.834492585e+01,3.182254865e+01,3.233255000e+00
9.141925370e+01,2.154102079e+01,6.207062113e+01,8.156472345e+01,7.228792819e+00,1.392115698e+01,9.343652192e+01,8.438427157e+01,2.839589311e+01,2.012227148e+01,2.481589691e+01,6.372017663e+01
8.911933057e+00,1.099748754e+01,5.422701900e+01,5.889388675e+01,8.412184791e+00,9.440106071e+01,7.971118261e+01,2.402502117e+01,6.249347035e+01,8.373510727e+01,2.348942868e+01,6.428632832e+01
8.505470301e+01,1.026459776e+01,9.038176697e+01,4.926506548e+00,7.844191766e+01,4.738650320e+01,2.390440775e+01,2.727847484e+01,7.535416175e+01,2.453765814e+00,1.233744973e+01,9.339011347e+01
9.237212819e+00,5.027752621e+01,3.426205527e+01,7.828552827e+01,4.654973249e+01,3.918497090e+01,2.739753628e+01,5.968085360e+01,6.112997785e-01,2.241577783e+01,6.879482067e+01,7.410177193e+00
9.749401760e+00,8.005584701e+00,2.652213577e+01,2.012051241e+01,2.655990698e+01,8.688992542e+01,7.581341790e+01,5.265501050e+01,7.860363853e+01,7.731562556e+01,2.354225628e+01,3.377707988e+01
3.262220608e+01,8.548452533e+01,8.795263426e+01,3.227462778e+01,2.777877009e+01,2.938392257e+01,6.570400341e+01,9.270153428e+01,5.721244726e+01,5.092288639e+01,4.777923145e+01,9.864633699e+01
2.159500638e+01,6.716075774e+01,8.731188558e+01,1.427458960e+01,5.593375004e+01,7.388671879e+01,8.199006227e+01,6.942101607e+01,6.259730069e+01,2.665443226e+01,7.908846129e+00,4.683756155e+01
3.125631683e+01,3.538343722e+00,8.328855539e+01,4.431536807e+01,5.755589092e+01,5.605494463e+01,3.505830122e+01,6.523469472e+01,8.823329713e+01,8.151429309e+01,9.247474568e+01,9.300732027e+01
4.575755991e+01,8.664787150e+01,7.349077686e+01,5.559733478e+01,3.225098590e+01,3.424441058e+01,7.968072933e+01,1.069101603e+00,8.692572184e+01,2.987467375e-01,6.812410301e+01,7.222474964e+01
9.384247160e+01,2.366849427e+01,4.472830167e+01,5.856482799e+01,4.186854235e+00,1.827237692e+01,3.431167152e+01,7.848085243e+01,1.627326637e+01,9.953459249e+01,2.036884383e+01,2.403151163e+01
6.196105523e+01,9.543162713e+01,2.562703023e+01,1.503300872e+01,4.878714132e+01,4.540077625e+01,2.792713444e+01,9.912525017e+01,2.944136618e+01,3.932604483e+00,3.677866384e+01,1.613933910e+01
7.820095302e+01,6.044719659e+01,8.625826607e+01,3.783101528e+00,5.695940733e+00,6.153612151e+00,7.491205030e+01,3.018599724e+01,8.987058013e+01,6.386459230e+00,6.038246830e+01,5.385302365e+01
8.624553502e+01,8.235765561e+01,4.705776271e+01,9.490236770e+01,6.929706567e+01,5.466086718e+01,7.191727146e+01,1.995099311e+01,8.319786904e+01,5.010704456e+01,1.066562506e+01,7.349098785e+00
2.926796397e+01,4.363578714e+01,8.280319580e+01,9.211257793e+01,1.714172513e+01,6.083192371e+01,5.042441226e+01,2.521982358e+01,3.430378504e+01,7.942709518e+01,3.657449305e+01,6.023878852e+01
2.022222990e+01,5.095332952e+01,2.318449500e+00,8.321208404e+01,3.509738605e+01,2.468996796e+00,6.186934795e+00,4.802370417e+01,3.418216916e+01,4.642001850e+01,4.573402542e+01,8.791330516e+01
1.496093269e+01,5.078055095e+01,1.091241056e+01,1.779998466e+01,5.952328117e+01,8.204776631e+01,5.869709841e+01,5.622244542e+01,9.376955482e+01,6.563892115e+00,3.637889251e+00,5.486073046e+01
3.199946093e+01,4.521657138e+01,6.715093271e+01,2.432661909e+01,2.174414974e+01,3.079101693e+01,2.535584777e+01,3.177678700e+01,1.753018778e+01,3.020786867e+01,3.141096162e+01,7.139201749e+01
1.728581008e+01,3.704477837e+01,9.579469425e+01,3.931573951e+01,9.935939317e+01,1.486036699e+01,4.346519116e+01,9.142987253e+01,7.191943654e+01,1.899230870e+01,2.514060174e+01,9.684150672e+01
3.118319270e+01,6.661659298e+01,6.893109236e+01,9.935262084e+00,3.135858925e+01,6.690423728e+01,9.042139756e+01,2.465185174e+01,7.101517686e+01,4.215800197e+01,7.410765903e+01,7.576813808e+01
1.219681870e+00,5.971902223e+01,2.141019088e+01,6.774642224e+01,1.095512382e+00,1.098719613e+01,5.791220558e+01,2.539805413e+01,7.074783088e+01,8.067014098e+01,2.004894206e+01,9.183877001e+01
6.024438944e+01,3.725031479e+01,5.602847052e+01,7.304497977e+01,9.549164833e+01,2.428133251e+01,3.116281598e+01,8.188155415e+01,6.553445342e+01,6.517268443e+01,3.165971278e+01,1.669685486e+01
7.881150566e+01,5.126142139e+01,6.831224074e+01,2.492739772e+01,9.361322827e+01,5.484911434e-01,5.888359927e+01,7.547024529e+01,5.567360288e+01,7.483892563e+01,4.006804433e+01,5.669210121e+01
8.518486844e+01,3.343702280e+00,4.719404290e+01,1.784678880e+01,9.389640437e+01,7.994849847e+01,3.913042902e+01,5.582229765e+01,4.714089511e+01,3.044592921e+01,6.857683305e+01,3.734302564e+01
4.916295330e+01,1.002307734e+01,9.912724848e+01,9.547733798e+00,7.029030537e+01,5.586121617e+01,1.139826773e+01,9.099301913e+01,1.111437549e+01,8.708031120e+01,9.156951978e+01,5.944404689e+01
8.346549822e+00,9.718388572e-01,1.389714979e+01,5.452509891e+00,7.737531292e+01,3.863779788e+01,8.122835251e+00,7.670697836e+00,2.363145394e+01,1.932217887e+00,1.877524173e+01,2.123161703e+01
1.487104408e+01,9.462214691e+00,7.209827425e+00,3.118473613e+01,3.000180570e+00,3.929851287e-01,4.179386701e+01,7.118229127e+01,7.717028046e+00,7.467509487e+01,6.259089726e+01,8.857770478e+01
6.603750450e+01,9.827153599e+01,1.832461081e+01,6.368548932e+00,4.401011425e+01,2.106745529e+01,3.407106729e+01,3.116349783e+01,2.595058681e+01,2.753069553e+01,9.311894504e+01,5.920123534e+01
5.416983884e+01,1.373629483e+01,9.695576129e+01,8.940329742e+01,1.608588441e+01,7.041321390e+01,1.581753818e+01,8.229665951e+01,1.422995717e+01,8.488104552e+01,5.476587867e+01,9.032872238e+01
3.743831384e+01,8.658770440e+01,9.371699240e+01,8.925907516e+01,5.131279996e+01,9.962682033e+01,5.356958852e+00,6.972303147e+01,2.646591299e+01,4.991224617e+01,7.355024593e+01,1.280604359e+01
2.513382963e+01,7.465573218e+01,8.464703224e+01,2.599391286e+01,9.939451367e+00,5.049370139e+01,3.463909538e+01,8.131028009e+01,5.594757561e+01,6.930336995e+01,9.977372548e+01,1.737099821e+01
2.689980833e+01,9.351792379e+01,1.997720246e+01,3.545871398e+01,5.039112020e+01,2.885133380e+01,5.343908678e+01,3.729802546e+00,3.148267929e+01,6.005257672e+01,1.549755987e+01,9.560436108e+01
7.135690740e+00,5.734087858e+00,8.650915125e+01,8.666641112e+01,7.134225130e+01,3.123228600e+01,3.776576639e+01,5.633591257e+01,9.331102148e+01,8.893186591e+01,2.666239034e+01,6.402417383e+01
5.893711457e+01,6.564961085e+01,7.109899665e-01,7.516863014e+01,8.682055411e+01,4.144825451e+01,5.305361024e+01,4.177567724e+01,7.364019043e+01,8.631671256e+01,4.297557106e+01,6.305195522e+01
5.756278200e+01,3.512082160e+01,3.214612647e+01,7.721435468e+01,9.762434766e+01,4.287460031e+01,5.779731358e+01,6.505844004e+00,8.366971714e+01,3.819872784e+01,2.207691650e+01,9.321759008e+01
5.575990124e+00,5.754349330e+01,1.734681675e+01,8.724745468e+01,8.991088607e+01,1.596984580e+01,4.574566157e+01,7.575549460e+01,8.386087240e+01,3.346427279e+01,9.473603063e+01,2.690389043e+01
4.312454591e+01,9.700086368e+00,5.625668234e+01,3.836158864e+01,7.937172117e+01,5.368257258e+01,3.215377846e+01,2.094640773e+01,7.317298759e+01,9.513819788e+01,2.314655038e+01,8.359317722e+01
4.593044368e+01,9.934239408e+01,1.113925883e+01,9.551284687e+01,8.411910744e+01,3.251938465e+01,3.613489299e+01,4.611122385e+01,8.280635294e+01,6.680844995e+01,5.565337856e+01,3.534415306e-01
4.407996402e+01,8.744215112e+01,9.185821961e+01,2.655432654e+01,9.390095335e+01,4.978456330e+01,2.821330196e+01,2.701340727e+01,3.201265219e+00,3.596856800e+01,3.254917746e+01,9.105867468e+01
1.965602012e+01,2.905827150e+01,9.091131073e+01,1.256099423e+01,4.793378954e+01,8.454495446e+01,6.821043237e+01,5.853949450e+01,5.400137089e+01,7.877757131e+01,4.347642257e+01,9.504431940e+01
4.007247915e+01,6.165785177e+01,1.233616581e+01,9.272072246e+01,9.403619689e+01,6.967363205e+01,3.606205652e+01,5.014602080e+01,6.267456593e+00,7.885315398e+01,7.163156804e+01,9.637098253e+01
