v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46
2.846373096e+01,8.938941685e+01,4.595058773e+01,3.711323059e+01,7.774623250e+01,2.330693573e+01,9.162421641e+01,2.184715654e+01,3.526754070e+01,5.357696810e+01,1.532251922e+01,2.096481141e+01,6.630882503e+01,3.055718111e+01,2.833150171e+01,1.850475556e+00,2.358461789e+01,8.083025454e+01,2.482007727e+01,8.616788123e+01,1.177628474e+01,3.256166213e+01,9.062138796e+01,9.841069397e+01,8.345058148e+01,8.076220736e+01,8.219421483e+01,2.955833125e+00,8.204625064e+01,5.873359178e+01,5.509207136e+01,5.856329147e+01,1.582178983e+01,7.146817317e+01,3.278943946e+01,5.795790811e+01,2.468413628e+01,6.363269693e+01,3.372988700e+01,5.757003961e+01,9.114738944e+01,3.452282030e+00,6.246210740e+01,1.271142364e+01,5.227691989e+01,2.866334033e+01
9.811773110e+00,2.596045474e+00,8.175946783e+01,3.752884299e+01,1.004738191e+01,1.473930837e+01,3.698598285e+00,5.143430659e+01,9.560315978e+01,2.504406368e+01,5.790743800e+01,3.422809894e+01,8.635458831e+01,7.416431791e+01,6.457393755e+01,4.578732444e+01,8.099224732e+01,6.195452582e+00,2.911258923e+01,8.928369371e+01,2.024375193e+01,4.824519686e+01,2.642873195e+01,9.503768708e+01,2.376261977e+01,2.139420683e+01,5.993101136e+01,4.885904505e+01,7.782598774e+00,4.841545130e+01,2.301592376e+01,9.849155991e+01,4.559326029e+00,1.066523594e+01,4.465338517e+01,6.458417251e+01,4.656061207e+01,8.775411485e+01,1.855075149e+01,5.762957980e+01,2.772121223e+01,1.318091225e+01,7.531048705e+01,7.757564138e+01,6.155420074e+01,4.913418512e-01
7.358379927e+01,6.666110414e+01,6.492676584e+01,4.405392493e+01,5.015358530e+01,5.651737329e+01,2.910327795e+01,4.321667671e+01,7.032750404e+01,9.482509146e+01,5.635461896e+01,1.443537312e+01,2.160036093e+01,5.570449827e+00,6.684241915e+01,9.726737231e+01,6.141686622e+01,7.796543264e+01,1.367362710e+01,9.074117115e+01,7.849944294e+01,1.619713376e+01,9.368819454e+01,7.332402621e+01,7.971391057e+01,4.417153846e+01,2.509731746e+01,2.943461750e+01,7.048629427e+01,8.758875569e+01,3.805782677e+00,6.810521700e+01,4.618663985e+01,6.413907985e+01,9.680119704e+01,8.939107293e+01,3.686265717e+01,9.254400148e+01,2.835821458e+01,6.925907220e+01,7.834930185e+01,5.434032801e+01,7.443806606e+01,4.175956209e+01,5.148101043e+01,2.064870065e-01
6.305070997e+01,9.085537926e+01,2.869992359e+01,8.193387108e+01,4.810559765e+01,1.398218501e+01,4.624305046e+01,9.237736984e+01,6.557700978e+01,3.396595239e+01,2.846273757e+01,5.179008170e+01,1.050658451e+00,2.793887554e+01,2.038517366e+01,2.790645618e+00,1.400719665e+01,7.350013072e+01,9.565076631e+01,9.394857654e+01,1.661049096e+01,4.743335501e+01,2.841323212e+00,4.451576953e+00,7.959637865e+01,5.350611614e+01,1.720019068e+01,7.300461281e+01,6.485926687e+01,4.716184682e+01,9.188778121e+01,8.585275646e+01,7.499857969e+01,5.917484439e+01,4.071778277e+01,8.086563769e+00,2.856918749e+01,4.250317427e+01,4.772360928e+01,6.011557227e+01,9.447718663e+01,5.256854092e+00,4.359576829e+01,5.833099829e+00,1.187082123e+01,2.318688183e+01
7.773089154e+01,6.638116217e+01,4.230422186e+01,6.125135462e+01,1.704006820e+01,8.561646443e+01,1.599816555e+01,2.500446481e+01,4.118790217e+01,2.527914181e+01,9.336112252e+01,3.860533268e+01,9.554157212e+01,2.780565227e+01,6.265680278e+01,1.658546755e+01,1.004029773e+01,4.116770163e+01,4.031291477e+00,2.116931850e+01,9.606087712e+01,1.377138325e+01,4.809824083e+01,2.073920245e+01,2.426522259e+01,5.855174048e+01,5.017220867e+01,6.040429781e+01,7.443461211e+01,9.025751112e+01,1.803232411e+01,8.608997463e+01,1.851346993e+01,6.305329094e+01,5.562531039e+01,2.756629460e+01,5.521769931e+01,9.814383863e+01,3.276014506e+01,5.492543108e+01,6.297440019e+01,1.718842140e+01,5.001921430e+01,5.164952314e+01,6.240246687e+01,3.712179311e+01
8.638366578e+01,5.653548386e+01,9.738810930e+01,4.534068360e+01,3.372180775e+01,4.572054732e+01,3.099286248e-01,8.633969961e+01,3.678646520e+01,2.765801483e+01,3.326098894e+01,2.213671411e+00,6.015184065e+01,9.665384858e+01,9.866033861e+01,4.841371964e+00,7.588124030e+01,2.170017650e+01,1.442193289e+01,5.354926554e+01,4.308974284e+01,3.060729768e+01,2.320735941e+01,2.589882800e+01,9.202199554e+01,2.937403118e+01,5.302453720e+01,2.561244122e+01,8.190470918e+01,4.279520041e+00,2.728133599e+01,9.370006677e+01,9.991588107e+01,5.307742884e+01,9.318178362e+01,4.262466427e+01,1.362189334e+01,4.974524389e+01,2.795978143e+01,7.167863116e+01,6.701612374e+01,1.263948160e+01,4.001121796e+01,8.773321901e+01,2.521376948e+01,4.808182938e+01
2.762234371e+01,9.957137405e+00,6.549860079e+01,3.926572428e+01,1.324413888e+01,2.635232585e+00,2.787445855e+01,8.226756049e+01,2.050553585e+01,1.010132536e+01,4.216684770e+01,5.451723163e+01,3.960892576e+01,2.214757767e+01,5.364868599e+01,9.576139957e+01,1.574329969e+00,6.084642723e-01,8.195519689e+01,4.657246247e+01,4.673564371e+01,4.293734380e+00,8.943675197e+00,2.030361983e+01,2.224455000e+01,6.375765429e+01,1.965158855e+01,8.566860491e+00,2.314993139e+01,2.415906542e+01,5.731627124e+01,1.102630056e+01,1.169786673e+01,3.016069969e+01,6.246983011e+01,5.234637042e+01,9.646963212e+01,9.448663512e+01,4.289366647e+01,1.526283380e+01,9.266371114e+01,3.236520077e+01,9.390788045e+01,1.686880047e+01,2.851603087e+01,2.481451836e+01
9.732803604e+01,6.984218508e+01,7.311321262e+00,9.807462103e+01,8.878206576e+01,8.803010267e+01,3.326736129e+00,4.432420272e+01,7.953459990e+01,4.938811932e+01,8.834686185e+01,6.116094708e+01,3.463584650e+01,6.787070689e+01,6.571285707e+01,2.742353989e+01,6.699093284e+01,7.998667002e+01,1.709104808e+01,8.054320002e+01,8.017775171e+01,3.601576616e+01,1.103499486e+01,4.096854379e+01,9.787714156e+01,2.774033210e+01,9.903511363e+00,9.409626054e+01,4.778603324e+01,1.164116703e+01,1.790881539e+01,4.790655702e+01,4.469666788e+01,6.108364751e+01,2.485751509e+01,5.330539305e+00,6.720984957e+01,5.726260338e+01,3.895488499e+01,7.276645579e+01,8.327787146e+00,2.639589193e+01,3.073991711e+01,3.828212516e+01,8.616148609e+01,8.465296841e+01
8.966177012e+01,5.742874791e+01,5.891004581e+01,2.632947758e+01,1.160270284e+01,2.696357706e+01,5.854977927e+01,3.605537721e+01,5.679446560e+01,6.803618053e+01,8.464322478e+01,3.082828840e+01,3.057922934e+01,9.810042027e+01,1.959741227e+01,5.981764217e+01,9.656616399e+01,7.372280778e+01,8.381677620e+01,8.987310881e+01,6.857137297e+01,7.379539796e+01,4.585200051e+01,3.206482573e+01,9.327263587e+01,1.474831539e+01,5.169246855e+01,8.032932604e+01,1.231952183e+00,4.521888566e+01,8.751432095e+01,6.077721296e+01,4.012209762e+01,8.069049670e+01,3.687089420e+00,8.537411199e+01,4.798722411e+01,8.906857761e+01,5.440020796e+01,9.345277871e+01,7.726438840e+01,7.766528772e+01,6.548909211e+01,5.757981692e+01,2.955955966e+01,4.154209616e+01
4.824712555e+01,6.484802172e+01,5.260752064e+01,7.713287408e+01,4.066557271e+01,1.102720729e+01,8.508005670e+01,1.434608247e+01,6.875762031e+01,3.871134462e+01,6.036092330e+01,6.054613869e+01,7.133108313e+01,5.649550500e+01,3.261706956e+01,1.920079869e-01,3.881172681e+01,9.712000658e+01,6.646731553e+01,4.513153713e+01,9.064073515e+01,6.088426926e+01,2.831886258e+01,3.740727494e+01,5.156832352e+01,6.932798115e+01,5.902313889e+01,6.921664819e+01,8.929673058e+01,7.939594352e+00,1.652813501e+01,9.524569074e+01,3.669366667e+01,7.893049082e+01,2.144244645e+00,7.808898995e+01,3.484573772e+01,5.414593484e+01,9.746187959e+01,8.093878831e+01,1.107508374e+01,5.871548617e+01,6.888060026e+01,1.111432638e+01,8.837242710e+01,2.122679843e+01
6.168742854e+01,2.816020959e+01,4.889076686e+01,5.495829538e+01,1.989502881e+00,8.828684075e+01,5.930551873e+00,4.763418313e+01,2.597641466e+01,4.964986961e+01,2.177888658e+01,5.920253244e+01,7.823791158e+01,1.053829868e+01,7.548818423e+00,5.270837030e+01,1.586740396e+01,2.381256386e+01,7.910338569e+01,5.721941134e+01,7.429796134e+01,8.172455984e+00,8.644214360e+01,3.303440891e+01,4.193819658e+01,7.657332019e+01,4.301845124e+01,4.403784649e+01,6.716297365e+01,9.477236632e+01,3.996106590e+01,9.758989826e+01,3.655015769e+00,6.425797096e+01,2.971734776e+01,9.734317783e+01,4.720550143e+01,9.886526272e+01,2.232947541e+01,7.052311305e+01,1.891014233e+01,9.417976135e+01,8.668844435e+01,9.520259572e+00,1.487344111e+01,4.342455696e+01
5.601560729e+01,7.524122283e+01,2.245102415e+01,8.329378950e+01,4.420105536e+01,4.517246493e+01,3.189965449e+01,1.987147649e+01,5.383855344e+01,2.748149075e+01,1.521773358e+01,6.739613429e+01,3.717570678e+01,6.662158741e+01,2.623139155e+01,3.087650085e+01,8.182390674e+01,7.332682098e+01,8.177171653e+01,6.097822953e+01,6.079101952e+01,6.346381158e+01,8.135452377e-01,6.019903724e+01,2.979628194e+01,7.314294359e+01,3.271580499e+01,3.227617312e+01,5.877437148e+01,8.536871731e+00,3.340030976e+01,3.442488076e+01,2.433403336e+01,2.882387577e+01,6.972447904e+01,5.987332268e+01,8.677260492e+01,6.230246762e+01,8.832674455e+01,3.125734832e+01,4.595276059e+01,9.778102511e+01,2.057631128e+01,1.399646974e+01,3.120262271e+01,3.528059371e+01
2.670865827e+01,3.679354318e+01,6.327979968e+01,5.686889288e+01,3.131397358e+01,9.883563348e+01,7.596963191e+01,9.901801914e+01,6.552354028e+00,8.472215772e+01,1.897380231e+01,6.463641724e+01,5.048305926e+01,3.815598021e+01,9.015601376e+01,8.193862427e+01,6.783675527e+00,8.329221023e+01,2.543655721e+01,9.026233036e+00,8.683435828e+01,9.785736310e+01,5.497944987e+01,4.627949205e+01,2.582706770e+00,9.534577667e+01,4.255951095e+01,1.887587280e+00,9.702028216e+00,5.271442508e+01,3.415603973e+01,3.085022883e+00,8.328439981e+01,4.946143936e+01,4.064834969e+01,2.515780150e+01,2.820471481e+01,3.590810158e+01,2.647439829e+01,5.315882701e+01,8.833635991e+01,5.916436601e+01,9.760777024e+01,1.222334812e+00,4.833296319e+01,1.200537738e+01
4.489499896e+01,5.084958331e+01,9.838419421e+01,8.909512738e+01,6.133279097e+01,4.311592014e+01,6.863948880e+01,3.802344625e+01,7.899372791e+01,5.939497515e+01,2.592672450e+00,3.905391828e+01,8.268705846e+01,6.723797679e+01,4.432237481e+00,8.200424260e+01,7.590641531e+00,4.916246748e+01,1.829243154e+01,8.374373699e+01,2.720500516e+01,2.498490808e+01,4.127134553e+01,5.711401659e+00,1.568191808e+01,4.334309466e+01,5.092582571e+01,2.092244992e+01,8.302405651e+01,2.810206640e+01,1.166677607e+01,2.470676016e+01,3.448845929e+01,9.824579722e+01,6.433340851e+01,2.828640836e+01,3.651165665e+01,6.673496935e+01,4.706967812e+01,6.714816259e+01,5.594385961e+01,2.941420761e+01,7.910300761e+01,5.422545443e+01,8.196578670e+00,7.946615462e+01
4.836737286e+01,6.050865035e+01,8.980656346e+01,5.866020345e+01,8.933906701e+01,2.739826109e+01,7.704533168e+01,8.094660490e+01,7.842318576e+01,5.902954888e+01,3.420706413e+01,1.043735306e+01,2.850066229e+01,9.490754513e+01,2.993082752e+01,6.932991406e+00,6.947967475e+01,6.320807771e+01,3.491917857e+01,5.316478772e+01,4.061681839e+01,6.937554330e+00,8.613700965e+01,2.283775314e+01,4.614703694e+01,4.816045265e+01,4.334910011e+00,1.102931008e+01,3.673300844e+01,5.749725515e+01,8.634790186e+01,2.060115527e+01,2.192799305e+01,1.536488037e+01,7.082943966e+01,3.729493440e+01,7.515868834e+00,3.981627067e+01,2.626603067e+01,4.983299255e+01,5.430532651e+01,6.822932429e+01,6.846083516e+01,3.297399970e+01,1.932525519e+01,4.505497453e+01
7.532502287e+01,4.266806791e+01,9.857940543e+01,7.619792817e+01,1.799810806e+01,7.553174183e+00,2.627502794e+01,4.384087504e+01,6.092698843e-01,1.037680479e+01,1.728301049e+01,2.451023377e+01,3.529408539e+01,1.557369553e+01,6.251062994e+00,5.520133353e+01,4.297434941e+01,7.217037705e+01,9.422518434e+01,7.291837166e+01,6.700125492e+01,7.041750126e+01,7.536951037e+00,9.559036643e+01,9.521900149e+01,6.161130493e+00,1.048166094e+01,1.245525947e+01,1.975963717e+01,1.138199007e+01,7.372256320e+01,2.840807008e+01,9.228875111e+01,9.418467159e+01,4.479317709e+01,4.430329140e+01,3.599904604e+00,5.603198439e+01,9.461923196e+01,9.058132036e+01,1.509944138e+01,8.083857797e+01,9.948027662e+01,8.402138826e+01,6.470589479e+01,6.109094229e+01
3.684580609e+00,3.775931688e+01,7.782803239e+00,3.735920317e+01,4.054550963e+01,9.203768931e+00,5.337821309e+01,3.630811856e+01,1.929417303e+01,2.360758413e+01,4.466208874e+01,7.526771160e+01,7.171124143e+01,9.890659125e+01,6.152379270e+01,5.429231338e+01,1.212607927e+01,4.979648757e+01,5.384608152e+01,2.568103749e+01,9.476157024e+01,4.075398839e+01,3.239877704e+01,6.074835219e+01,8.851559010e+01,3.566292044e+01,9.585560293e+01,6.842965596e+01,9.895500490e+01,9.983923099e+01,2.135749551e+01,3.838731061e+01,6.020092040e+01,8.880111937e+01,8.047856409e+01,1.390217953e+01,7.030895293e+01,6.832336534e+01,2.415500938e+01,6.237032301e+01,2.696360031e+01,2.199302756e+01,8.690161366e+01,8.741273587e+01,3.976255995e+01,8.561016111e+01
7.430469777e+01,8.534521587e+01,6.211838113e+01,9.605053273e+01,5.911189324e+01,1.321911421e+01,5.732984615e+01,5.884088191e+01,9.628173854e+01,3.213908851e+01,7.375826493e+01,8.311122971e+01,9.128793882e+01,6.969181257e+01,3.008423534e+01,5.406974757e+01,5.374699526e+01,3.025799707e+01,5.398043040e+01,2.253260436e+01,5.093339249e+00,6.293546519e+01,4.244222482e+01,7.293532308e+01,6.693410029e+01,1.583728619e+00,8.002817108e+01,7.256382216e+01,1.752771328e+01,9.114788250e+01,1.385915193e+01,8.651962478e+01,3.831865683e+01,8.255014040e+01,4.256714150e+01,4.001262506e+01,6.612693327e+01,3.196213832e+01,7.210763812e+01,3.202954373e+01,8.123522468e+01,7.455156743e+01,2.555532870e+01,2.384663826e+01,1.370618819e+01,4.829983725e+01
5.263032677e+01,6.353277715e+01,7.588626278e+01,1.165178729e+01,9.334595727e+01,1.008943792e+01,2.017068444e+01,4.573861768e+01,5.220331962e+00,6.001646970e+01,6.776518690e+01,1.839840501e+01,1.457685608e+01,8.007805856e+01,2.097432461e+01,3.154767804e+01,5.014849995e+00,5.677200818e+01,7.340951856e+01,5.551448964e+01,8.580067728e+01,4.510735838e+01,2.860877052e+01,8.455893292e+01,5.628890692e+01,2.815950258e+01,7.433201709e+00,8.078368462e+01,7.342996855e+01,9.804830909e+01,2.919043343e+01,5.086315587e+01,9.764169431e+01,2.754742568e+01,2.595445685e+01,3.460603627e+01,6.864530500e+01,9.332299633e+01,1.915797424e+01,1.753677064e+01,2.055444210e+01,1.858411197e+01,9.854949883e+01,1.955008069e+01,8.466472519e+01,9.841822561e-01
2.251529003e+01,3.583050715e+01,9.231272458e+00,3.513478469e+01,9.181763635e+01,9.955915150e+01,7.966877452e+01,4.391861090e+00,6.079310132e+01,9.066229624e+01,6.809983164e+01,4.428511352e+01,8.741942429e+01,9.874765132e+01,8.511829665e+01,6.903136626e+01,3.706404768e+01,9.262914505e+01,8.356793867e+01,3.553582588e+01,3.444656740e+01,4.164232382e+01,8.261155426e+01,3.910021328e+01,5.369750008e+01,4.079209220e+01,6.207719165e+01,8.467891734e+01,1.432191725e+01,1.304862799e+01,6.667898277e+01,2.227055177e+01,6.282024672e+01,9.110437680e+01,1.909819887e+01,1.386042430e+01,1.944437172e+01,1.360886666e+01,6.956905473e+01,7.530604880e+01,9.225671342e+01,3.094979610e+00,1.767889627e+01,2.591912006e+01,8.246778712e+01,8.451390857e+01
2.727470383e+00,9.784793102e+01,3.388706198e+01,7.056793433e+01,9.708946271e+01,4.098217552e+01,8.349152267e+01,2.195572173e+01,5.927237644e+00,8.912009149e+01,6.008018415e+01,5.494607698e+01,4.139318916e+01,3.244181507e+01,3.880371175e+01,4.525561840e+01,2.199566529e+01,9.667903567e+01,7.605144288e+01,9.142827173e+01,3.909567359e+01,7.724527830e+01,9.658567981e+00,4.236655558e+01,9.450288966e+00,9.868918675e+01,3.358824644e+01,4.249306661e+01,7.540510408e+01,8.448000194e+01,2.395001147e+01,2.174443535e+01,4.527349347e+01,9.942808101e+01,1.452777408e+01,4.940163551e+01,3.295254214e+01,3.701651470e+01,7.204847344e+00,1.218027502e+01,4.702101993e+01,6.805994443e+01,9.097452948e+01,9.713125272e+01,5.097772740e+01,3.801665951e+01
3.165649763e+01,9.466628738e+01,4.432430012e+01,1.591606024e+01,5.246778567e+00,6.728531522e-01,7.826317789e+01,4.617565260e+01,8.967615852e+01,5.023076655e+01,7.197516941e+01,8.493937195e+00,6.108224690e+01,8.464627929e+01,1.207832924e+01,2.891301181e+01,9.646602932e+01,4.497984553e+01,3.547755347e+01,3.948068906e+01,3.403151704e+01,3.648917461e+01,7.327691384e+01,6.535962973e+01,5.842442745e+01,7.494532558e+01,3.541476256e+01,1.455452086e+01,3.235752219e+01,3.667193674e+01,2.629346828e+01,8.299258948e+01,1.640358088e+01,6.320603291e+01,7.348372590e+01,5.162834410e+01,7.780817794e+01,5.730800032e+00,9.139182305e+01,2.920817959e+01,2.176868776e+01,9.870647077e+01,8.235337151e+01,8.435553116e+01,8.408156794e+01,9.258232789e+01
4.500236697e+01,5.801222429e+00,4.063453219e+00,3.599496134e+01,9.531855151e+01,9.576800563e+01,7.782907131e+01,9.597920427e+01,7.071460036e+01,8.367060110e+01,3.696112610e+01,1.826192121e+01,9.380286580e+01,9.322506052e-01,6.511958516e+01,2.732899517e+01,3.599810502e+01,1.500572787e+01,7.685689156e+01,2.127704282e+01,6.874218904e+01,8.861503951e+01,9.984538598e+01,7.065281375e+01,9.927201989e-01,8.767494841e+01,3.703521179e+01,9.054242993e+01,5.231422649e+01,4.003445413e+01,7.960101301e+01,1.334808789e+01,2.904157606e+01,9.032540523e+01,9.660081510e+01,5.863990390e+01,7.347611420e+01,1.152305753e+01,4.451574228e+01,1.182021668e+01,4.966690848e+01,9.703060177e+01,5.803068268e+01,9.649338288e+01,5.982032614e+01,9.326113678e+01
5.697358052e+01,8.555854600e+01,6.834409420e+01,4.505594077e+01,5.449910428e+01,9.127277808e+01,7.571635690e+01,2.651535728e+00,7.643614996e+01,2.655566648e+00,7.835681070e+01,6.523624277e+01,5.206762627e+01,4.387468583e+00,4.383205928e+01,8.347940345e+01,2.753077947e+01,2.426828645e+01,5.029056449e+01,6.932356386e+01,9.950726172e+01,9.086145518e+01,9.221207874e+01,8.552451733e+00,8.495311808e+01,1.847882519e+01,5.304462332e-01,6.427762241e+01,5.395680729e+01,9.277035104e+01,4.628451985e+01,6.774877907e+01,1.114790402e+00,8.969156162e+01,2.813743491e+01,5.289723294e+01,6.295523081e+01,6.641490712e+01,8.724646514e+01,9.898737484e+01,9.897552767e+01,1.765875782e+01,3.938733658e+00,2.926373691e+01,3.751429589e+01,5.728570083e+01
8.718459908e+01,1.464394258e+01,6.746558343e+01,4.225542602e+01,7.963949642e-01,8.069098349e+01,8.920620042e+01,4.402253721e+00,5.134587520e+01,6.257646500e+01,9.878331721e+01,1.087887800e+01,3.388909351e+01,8.357525684e+01,6.869060767e+01,3.845980331e+01,1.828954277e+00,7.847920557e+01,3.270738496e+00,7.852344979e+01,7.313609818e+01,2.299579098e+01,4.557600551e+01,6.554584617e+01,6.880663325e+01,4.105138750e+01,9.670803527e+00,2.769742869e+00,6.959468507e+00,2.096020829e+01,9.578167221e+01,7.834489084e+01,5.420961027e+00,3.571369791e+01,7.105820119e+01,6.326791663e+01,8.764626677e+01,5.776554194e+01,5.329141042e+01,4.513144277e+01,1.758354532e+01,4.736168691e+01,3.024548128e+00,3.861899907e+01,2.825557841e+01,4.894038247e+01
3.807474115e+01,3.435187868e+01,2.822734075e+01,5.073437210e+01,5.946923631e+01,2.786058189e+01,3.692523528e+01,6.258229027e+01,3.895086067e+01,9.080956343e+01,1.437029369e+01,8.012484447e+01,4.183435230e+01,1.479649445e+00,4.877844926e+01,4.154250348e+01,7.029356923e+01,8.602768659e+01,2.835725568e+01,3.602116855e+00,3.467055748e+01,2.813540790e+01,5.613982630e+01,9.498973051e+00,3.377642133e+00,3.928300243e+01,3.034723543e+01,2.178120667e+01,8.773909864e+01,9.088334206e+01,4.220972556e+01,3.713086988e+01,1.676275366e+01,4.149130321e+01,1.110315438e+01,6.142547799e+01,2.918093722e+01,3.230047323e+01,7.224279793e-02,5.377316225e+01,8.633079076e+01,7.577316998e+01,6.206170699e+01,5.459171199e+01,8.060116140e+01,7.509890123e+01
8.071925300e+01,1.743129816e+01,6.388977093e+00,5.914008370e+01,6.114389064e+01,2.740774201e+01,2.733522625e+01,6.064859435e+01,7.494750109e+01,7.229223111e+01,5.954461409e+01,8.703350061e+00,7.768796735e+01,4.488159488e+00,3.497789185e+01,7.890331592e+01,5.980780079e+01,8.891594423e+01,7.572031717e+01,3.686235479e+01,4.349871435e+01,6.462500566e+01,8.712241072e+01,2.390715808e+01,4.803418053e+01,3.161145213e+01,7.554388463e+01,6.626289700e+01,1.492059135e+01,6.027838554e+01,2.495205967e+01,7.190202494e+01,9.783749782e+01,7.588336234e+01,1.720469526e+01,6.696471335e+01,8.940456145e+01,3.768509443e+01,3.186193220e+01,6.048554641e+01,4.601089109e+01,3.214875878e+01,3.243138014e+01,6.676470324e+01,5.057046294e+01,1.006784329e+01
3.197816242e+01,8.273445086e+01,4.688792192e+01,1.904202555e+01,5.388647018e+01,1.669958837e+01,2.093653645e+00,3.334387758e+01,7.422116040e+01,7.424367833e+01,4.295039482e+01,4.765557540e+01,4.283866054e+01,1.126781974e+01,1.198683587e+01,3.661363361e+01,3.181423949e+00,6.074779943e+00,8.468874335e+01,6.354166273e+01,6.983716924e+01,8.463082570e+01,1.632671019e+01,6.495196298e+01,3.139324584e+01,7.726254395e+01,1.524766418e+01,6.753283802e+01,4.933196162e+01,4.690965967e+01,8.287257549e+01,3.260500745e+01,7.194050375e+01,6.290600046e+01,5.942326518e+01,6.857366761e+01,9.321512109e+01,4.667032416e+01,5.359691594e+01,7.009846246e+00,1.683252305e+01,3.297039158e+01,1.570637180e+01,2.964083623e+01,4.822007151e-01,5.316465332e+01
7.173851611e+01,4.564665988e+01,2.923508404e+01,6.941299985e+01,6.006632353e+01,8.129414634e+01,8.022819970e+01,5.570795659e+01,7.806609704e+01,5.492828462e+01,4.376122918e+01,8.416075083e+01,9.210637703e+01,7.600762752e+01,3.849832517e+01,7.938236477e+01,6.193604774e+01,2.239291327e+01,1.244096170e+01,7.566051639e+01,5.090400011e+01,1.535543095e+01,3.548284744e+01,1.282874867e+01,1.832282635e+01,8.828439839e+01,2.879220609e+01,5.307425531e+01,9.806470485e+01,9.430905448e+01,1.568934923e+01,8.799002339e+01,9.652851002e+01,1.697686690e+01,5.456249432e+01,9.863639099e+01,1.728280294e+01,8.766493861e+01,2.772677122e+01,1.034107373e+01,9.474191653e+01,9.837070569e+01,6.717792320e+01,7.839364001e+01,5.952425024e+01,4.923700362e+01
2.089609875e+01,3.155786580e+01,5.148454660e+01,6.633210545e+01,4.122074537e+01,1.509029854e+01,3.804517549e+01,3.571015566e+01,3.529205712e+00,1.427511076e+00,5.396661394e+00,7.493981027e+01,8.393119676e+01,3.486531365e+01,1.210195345e+01,3.675142133e+01,4.069371204e+01,1.558146511e+01,5.707123175e+00,4.468185583e+01,6.845165542e+01,4.086346363e+00,6.551276165e+01,4.080995520e+01,7.807477772e+01,9.773868631e+01,3.306812063e+01,8.175375152e+01,3.247406838e+01,7.085408921e+00,3.311390478e+01,7.064604952e+01,7.084818981e+01,7.642994346e+01,3.746139379e+01,5.395899817e+01,2.250305335e+01,7.905340538e+01,2.974008605e+01,9.139432100e+01,4.829472848e+00,3.805724322e+01,3.979470509e+01,6.198157084e+01,7.602357678e+01,2.582508811e+01
7.525397763e+00,9.168624949e+01,3.848236775e+01,8.884170795e+01,7.452749193e+01,7.384448520e+01,2.645503080e+01,5.934298645e+01,3.918762454e+01,5.961512839e+01,2.041188480e+01,8.910312445e+01,5.228864553e+01,3.020950310e+01,5.563013229e+01,2.811191989e+01,1.420930226e+01,7.443921440e+01,4.089566260e+01,9.627299836e+01,8.087834177e+01,7.244106110e+01,9.663549700e+01,4.825980943e+01,9.968440191e+01,9.960445494e+01,8.081090631e+01,8.421369153e+01,3.829230794e+01,1.037588984e+01,6.903440389e+01,6.225867047e+01,2.662090994e+01,4.611292508e+01,3.931648216e+01,8.754160787e+01,4.036748525e+01,3.554056782e+00,2.155032610e+01,6.666762039e+01,3.657953984e+01,6.154611770e+01,4.032643312e+01,4.253734208e+01,4.907115784e+01,5.454302129e+01
6.716349763e+01,4.970361211e-01,8.097308710e+00,7.704969719e+01,6.344301120e+01,6.117453422e+01,9.626045071e+01,3.304697161e+01,2.808143176e+01,5.320392848e+01,2.395483656e+01,7.800156129e+01,1.613602693e+01,5.973647441e+01,1.151550421e+01,6.508957248e+01,1.312732983e+01,2.370977733e+01,2.946083977e+00,9.096005736e+01,2.512922315e+01,5.561991213e+01,4.943666586e+01,2.554813015e+01,1.183281899e+00,9.748188459e+01,9.664237964e+01,3.848670131e+01,5.540664861e+01,5.496652909e+01,9.211562413e+01,2.850732769e+01,7.748584441e+01,2.829080452e+00,6.009605456e+01,8.371655862e+00,9.824029809e+01,8.670802735e+01,2.277834564e+00,6.607854432e+01,4.451861640e+01,7.095811519e+01,2.375719496e+01,2.868388304e+01,6.049039358e+01,8.919130815e+01
8.134365174e+01,8.653874205e+01,4.011484238e+01,1.739866355e+01,6.985804608e+01,3.923799783e+01,2.740168375e+01,1.592405733e+01,7.961611566e+01,4.523062151e+01,4.643948244e+01,2.524078912e+01,8.283105452e+00,8.050838543e+01,2.084911181e+01,6.662789679e+01,1.893932377e+01,8.597740615e+01,7.335967619e+01,4.783116112e+01,7.217100610e+00,4.096239756e+01,5.714352974e+01,1.768893266e+01,5.742426320e+01,5.562686607e+01,8.732696140e+01,1.214701985e+00,2.354839363e+01,5.360626986e+01,1.078427210e+00,8.204631734e+01,1.913919061e+01,2.140725299e+01,5.801071492e+00,9.821062939e+01,2.388690028e+01,5.848146871e+01,1.345641746e+01,5.626115304e+01,6.711108069e+01,1.002867751e+01,1.618937242e+01,1.288952891e+01,3.700100007e+01,9.938257332e+01
