v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40
7.695937282e+01,7.251902468e+01,4.523373760e+01,6.038600663e+01,6.939411798e+01,3.234139317e+01,3.092415292e+01,5.780553639e+01,5.399179770e+01,4.041501862e+01,6.583364974e+01,5.120192614e+01,7.106169896e+01,5.650385057e+01,1.286547633e+01,2.882270252e+01,5.309751351e+01,3.202689962e+00,1.742414677e+01,9.840961751e+01,1.813022737e+01,2.175872286e+00,3.737702480e+01,1.887539181e+01,6.646481648e+01,9.260327123e+01,1.817368155e+01,3.630455836e+01,8.788562698e+01,8.767741759e+01,8.288870373e+01,6.122658707e+01,3.054911813e+00,6.022739399e+01,2.762023835e+01,9.992422785e+01,5.398967783e+01,2.363233160e+01,9.196866556e+01,8.646498127e+01
6.557491395e+01,2.816731560e+01,3.663245325e+01,9.949191630e+01,9.953860897e+01,5.272700715e+01,8.143385113e+01,2.242546286e+01,9.804069673e+01,4.990150229e+01,1.519371253e+01,4.546905443e+01,7.826038813e+01,6.553257504e+01,7.574142906e+01,6.365685606e+01,5.457084330e+01,4.612144684e+01,8.684916840e+01,3.199668774e+01,1.433201289e+01,3.317479536e+01,9.412230681e+01,1.575538434e+01,7.741827672e+01,6.291555663e+01,4.438517443e+01,9.023871254e+01,1.483954177e+01,4.123450775e+01,2.339024723e+01,2.266697348e+01,6.068433048e+01,8.569623590e+01,8.346555541e+01,9.957495550e+01,6.539178849e+00,9.169100784e+01,1.618921504e+01,3.084279974e+01
1.779809380e+01,2.158713647e+01,3.405468024e+01,8.044827272e+01,6.123056537e+01,4.142977985e+01,1.761109899e+01,8.744296035e+01,8.742389553e+01,9.971956363e+01,3.318757069e+00,6.997679245e+01,3.670618554e+01,8.905186052e+01,9.667898013e+00,5.640928686e+01,9.490105497e+00,2.697166247e+01,9.556317636e+01,1.815861431e+01,8.030834194e+01,9.098870984e+01,6.410431170e+01,3.078400086e+01,5.194452653e+01,1.604520791e+00,8.646693516e+01,9.242078547e+01,7.993897191e+01,6.510477127e+01,2.373567820e+01,9.043854913e+01,2.177800224e-02,2.947140177e+01,3.506753756e+01,8.170352290e+00,5.096448708e+01,9.348681095e+01,6.254791792e+00,3.060786744e+01
1.699073707e+01,3.213378493e+01,1.496884247e+00,3.781171735e+01,9.130151648e+01,3.208334217e+01,8.161281227e+01,6.759030152e+01,1.449499480e+01,3.547844115e+01,6.033040973e+01,9.628302956e+01,3.871642769e+01,3.893868067e+01,3.096437869e+00,3.252082011e+01,8.630160340e+00,5.859557696e-01,8.317466826e+01,1.017196491e+01,2.976460301e+00,5.424182278e+01,2.145748890e+01,2.178800344e+01,3.307371117e+01,3.058202556e+01,3.537188593e+01,6.552359906e+01,1.946376626e+01,4.451939336e+01,3.073554991e+01,9.094316234e+01,8.839519317e+01,2.187020309e+01,6.156269933e+00,2.063419764e+00,3.917567140e+01,3.805093104e+01,8.186581053e+01,3.259271039e+01
7.056156249e+01,1.893753169e+01,4.189383851e+00,8.100792989e+01,9.476110719e+01,3.795617000e+01,6.790621965e+01,2.063231347e+01,4.909513355e+01,1.060220889e+01,1.554315083e+01,3.418957515e+01,2.743261003e+01,5.411305139e+01,8.459932906e+01,9.073494875e+01,4.909742094e+00,2.161326087e+00,4.608189206e+01,8.406852227e+01,2.815929342e+01,5.477980361e+01,9.769899508e+01,1.357636511e+01,6.708321966e+00,7.128086526e+00,9.505575569e+01,1.967796874e+00,7.006672902e+01,9.941598145e+01,8.531522052e+00,1.045291489e+01,3.991248985e+01,5.924402074e+01,4.819048025e+01,1.152442545e+01,8.651387248e+01,6.003855617e+01,5.158731588e+01,4.050608929e+01
7.827674222e+01,9.693276594e+01,7.191736997e+01,2.186392943e+01,9.879653523e+01,5.612314356e+01,8.306474875e+01,5.330414011e+01,7.052677523e+01,7.019101103e+01,8.959958671e+01,2.028842750e+01,3.633832418e+01,2.845037126e+01,6.442440062e+01,8.921094880e+01,2.419848613e+01,7.500662161e+01,9.570761849e+01,2.952452359e+01,1.029654259e+00,4.356677702e+01,3.441306642e+01,8.481545995e+01,8.016623166e+00,5.065526005e+01,9.833865238e+01,8.588313799e+01,9.539150484e+01,4.744022173e+01,1.820949008e+01,7.455625953e+01,8.548653901e+00,6.452169782e+01,1.370628351e+01,4.801869057e+01,7.872775719e+01,6.126367993e+01,1.149396653e+01,6.496717748e+01
1.650993876e+00,6.966470515e+01,9.899759549e+01,7.558111984e+01,5.496029009e+01,1.922653465e+01,5.859906636e+01,6.057071257e+01,1.415575603e+01,8.164030778e+00,3.346121932e+01,7.083252711e+01,7.216727318e+01,9.628421788e+01,1.487200854e-01,3.471791686e+01,1.363786059e+01,7.609528149e+01,2.929885743e+01,6.036367184e+01,1.140899660e+01,4.155831042e+01,9.846636424e+01,9.415300982e+01,1.551170879e+01,9.881076299e+00,8.965606863e+01,9.486259749e+00,2.823715689e+01,8.368560373e+01,3.476939729e+01,9.002479182e+01,2.568669921e+01,3.360720062e+01,9.274818434e+01,8.589655461e+01,8.822762733e+01,2.751579970e+01,1.855918218e+01,1.494426417e+00
9.626363519e+01,3.620760279e+01,9.823073663e+01,3.815342757e+01,3.843927434e+00,3.712457981e+01,8.638895622e+01,1.280359521e+01,6.244595709e+01,2.678445857e+01,2.814243964e+01,9.846587103e+01,6.576495970e+01,2.361421496e+01,4.061014239e+01,2.659589413e+00,8.359779983e+01,4.279964449e+01,2.493571797e+01,1.081386977e+01,5.596970257e+00,2.513995864e+01,6.627641769e+01,2.048169908e+01,8.314462790e+01,2.137681069e+01,5.817170743e+01,2.856346389e+01,1.190876121e+01,5.550508295e+01,8.000455644e+01,9.275256429e+01,5.555539021e+01,6.411691298e+01,7.006367564e+01,3.347993071e+01,3.864681729e+01,5.488819226e+01,1.573951511e+01,5.385569097e+01
4.567935176e+01,9.326048684e+01,3.266487398e+01,1.732160121e+01,9.266440390e+00,7.189857749e+01,9.814305189e+01,9.114162012e+00,7.733960412e+01,8.558454554e+01,4.276431068e+01,7.925877102e+01,7.570476275e+01,2.370345326e+01,4.260206583e+01,1.100910387e+01,9.550558113e+01,6.681939462e+01,3.464925622e+01,8.965755255e+01,4.327251810e+01,7.312610999e+01,1.891381798e+01,3.504750896e+01,6.706433428e+01,2.941945482e+01,4.004315483e+01,5.511307973e+01,7.912507334e+01,3.186017328e+01,1.017211539e+00,7.918954805e+01,8.663769988e+01,1.098605680e+01,8.367478168e+01,8.264201093e+01,7.184892091e+01,7.210331261e+01,2.779570939e+01,8.226046746e+01
4.637478860e+01,3.885905127e+00,1.410720461e+01,2.474268926e+01,3.283601795e+01,7.358021086e+01,5.890510908e+01,8.864416027e+01,3.133672433e+01,1.597224731e+01,6.904374353e+01,3.848107010e+01,3.777032664e+01,2.875044954e+01,4.039301064e+01,2.085711637e+01,6.403299913e+01,2.132814605e-01,9.378755845e+01,7.931424134e+01,2.069807332e+01,7.189016782e+01,5.075974402e+01,5.542757239e+01,7.132662172e+01,6.166854197e+01,2.478938481e+01,4.614840742e+01,6.386816495e+01,7.868873922e+01,2.426857078e+01,8.514970088e+01,2.894629237e+01,4.403200301e+01,3.911238351e+01,2.574305341e+01,4.946828126e+01,7.176169081e+01,5.302997053e+01,9.758531581e+01
7.674779484e+01,4.130651005e+01,9.615686676e+00,3.328787975e+01,2.277158295e+01,7.908878900e+01,6.272706027e+01,4.139475667e+01,1.035774121e+01,9.345044009e+01,8.852998282e+01,5.905458026e+01,3.942132556e+01,2.850353551e+01,4.695311077e+00,3.814478766e+01,7.394481327e+01,5.457903712e+01,1.801865140e+01,1.870988982e+01,2.567415671e+01,2.843628934e+01,6.873980764e+01,8.216753285e+01,5.731725858e+01,7.994571960e+01,6.208900964e+01,1.236819805e+01,5.571590887e+01,4.543268710e+01,3.873590678e+01,5.559089933e+01,5.663560232e+00,1.860218378e+01,5.872921864e+01,7.255046884e+01,1.127215645e+01,1.442050803e+01,4.576234992e+01,7.332539898e+00
7.207887899e+01,6.529603655e+01,9.602141427e+01,3.692187133e+01,2.890789417e+01,5.415447898e+01,9.008651075e+01,7.847269943e+01,3.573669982e+01,2.242977787e+01,3.179153403e+01,4.291717790e+01,1.313838734e+01,8.219188462e+01,4.896687268e+01,9.053623303e+01,8.818860285e+01,8.833111303e+01,3.285378137e+01,8.667802074e+01,9.342027244e+01,9.209474334e+01,2.340400060e+01,3.738683853e+01,2.696248518e+01,4.008876556e+01,4.289405585e+01,4.956867449e+01,6.465845286e+01,4.998879102e+01,7.607507595e+01,4.436920278e+01,3.217623077e+01,1.391512292e+01,6.146416804e+01,1.880428720e+00,5.136388862e+01,8.376861975e+00,4.147426998e+01,2.906861845e+01
5.647487816e+00,7.045406845e+01,2.227799708e+01,2.760570469e+01,2.747983501e+00,5.366339912e+01,8.016649966e+01,1.004093725e+01,2.909463696e+01,8.068126165e+01,1.999702310e+01,6.659735238e+01,4.796798562e+01,2.696549751e+01,2.251847701e+01,3.632022906e+01,2.407796385e+01,8.549955342e+01,6.034273161e+01,6.788793595e+01,9.720505775e+01,6.564525662e+01,3.785834663e+01,9.264825757e+01,7.335438994e+01,1.169174138e+01,1.311142963e+01,9.065985915e+01,9.106339054e+01,7.500540753e+01,1.596995491e+01,2.414430374e+01,5.076709929e+01,6.099557457e+01,2.334594367e+01,1.706943046e+01,5.889515958e+01,2.246010519e+01,9.929320894e+01,6.915410721e+01
8.796996710e+01,9.748035294e+01,3.157303590e+01,5.463566394e+00,4.134046152e+01,5.854588870e+01,2.350944304e+01,5.562241580e+01,4.776140375e+01,6.720534312e+01,6.852338572e+01,3.762805555e+01,8.299863534e+01,1.734403866e+01,3.440080817e+01,9.249512072e+01,5.356404001e+01,1.781530430e+01,1.543793085e+01,1.700198790e+01,4.247740489e+01,2.795671511e+01,9.433476189e+01,9.025905754e+01,2.025680892e+01,9.672865638e+01,8.637240010e+01,6.051938892e+01,4.110148207e+01,1.555958951e-02,9.351852021e+01,8.959454484e+01,2.823278230e+01,4.930677611e+01,1.078990568e+01,1.952037086e+01,1.703227394e+01,4.086538235e+01,4.082530638e+01,1.920423583e+01
3.356984286e+01,4.213917604e+01,8.462190583e+00,9.634272567e+01,8.548690132e+01,3.227339615e+01,5.838334730e+01,2.095622607e+01,9.147721369e+01,4.504401871e+01,7.080078701e+01,9.269690713e+01,2.612541324e+01,7.671661341e+01,4.908186758e+01,4.657501690e+01,9.620728671e+00,4.372662383e+01,5.416987368e+01,8.302483253e+01,4.905961245e+01,4.660490747e+00,2.590953470e+01,4.604354827e+01,2.248124122e+01,7.469772853e+01,3.264512102e+01,2.396091047e+01,2.228494535e+01,5.004221610e+01,4.773077989e+01,7.088290156e+01,2.092712875e+01,4.261495662e+01,7.887136197e-01,8.503359577e+01,4.899114225e+01,4.098619021e+01,7.373368057e+01,7.105233899e-01
1.200370088e+01,5.936442614e+01,3.821365022e+01,3.283148314e+01,7.770937294e+01,7.124636553e+01,9.160970440e+01,7.158199002e+01,2.113495248e+01,5.691230247e+01,9.265325743e+01,1.015597153e+01,4.644930877e+01,8.901616026e+00,5.907497065e+01,4.931645774e+01,9.041364586e+01,6.245798168e+01,2.326482752e+01,4.145231066e+01,7.804723189e+01,1.171388602e+01,5.817402799e+01,6.189206938e+01,7.413495320e+01,5.509899719e+01,7.445288394e+01,3.200714322e+01,3.972533349e+01,8.952360343e+01,4.427467838e+01,5.465317807e+01,2.923494292e+01,1.632727756e+01,7.981771038e+01,5.402149913e+01,7.910187082e+00,3.694095131e+00,7.897459598e+01,2.886511293e+00
9.367976349e+01,1.523464818e+00,8.293519469e+01,4.296488292e+01,9.352041215e+01,4.652480716e+01,2.985671520e+01,5.251533426e-01,9.335371858e+01,5.673572750e+00,2.924069723e+01,7.237647933e+01,6.126313014e+01,5.312318702e+01,3.260229388e+01,5.771247644e+01,8.254746367e+01,8.844223579e+01,1.109336108e+00,2.723312586e+01,8.815818720e+01,5.079497525e+01,7.405309666e+01,4.784873410e+01,8.239971210e+01,2.745814005e+01,2.511604730e+01,1.351492191e+01,9.521263953e+01,7.894122591e+01,6.630665208e+01,6.563301389e+01,2.549964184e+01,1.369167206e+01,1.242559891e+01,2.154493787e+01,5.864364196e+01,8.046653451e+01,7.695427396e+00,7.825877978e+01
1.396592494e+00,6.092366365e+01,7.417859120e+01,3.803510938e+01,8.503831776e+01,9.648402832e+01,3.854937592e+01,6.275042165e+01,8.882110683e+00,5.299425657e+01,7.799118894e+01,1.545597575e+01,3.973355568e+01,3.720151348e+01,5.578526169e+01,6.465616795e+01,2.920834590e+00,2.418062387e+01,1.039688586e+01,3.834693866e+00,9.943237998e+01,8.429708367e+01,9.582728578e+01,4.284188667e+01,5.469827095e+00,8.675485576e+01,3.640256102e+01,3.208066630e+00,4.821370453e+01,9.446988170e+01,3.230690569e+01,4.502453550e+01,4.188719640e+01,9.716325257e+01,7.132602642e+01,8.067748191e+01,5.201492025e+01,5.596899752e+01,6.766187788e+01,6.613071251e+01
2.245699578e+01,9.370683031e+01,6.643464841e+01,1.100155559e+01,4.763643504e+01,3.480452449e+00,6.547176752e+01,4.764837974e+01,2.881743377e+01,5.532104132e+01,1.757768555e+01,8.809975984e+01,8.117050288e+01,2.412356280e+01,9.174959768e+01,5.670736294e+01,3.200117716e+01,9.580596513e+01,1.069671309e+01,1.856775394e+01,1.504510389e+01,1.194667206e+01,1.489516275e+01,1.772405064e+01,8.602804409e+01,6.147179085e+01,9.040569097e+00,2.185893707e+01,4.351443610e+00,3.907599197e+01,1.369847344e+01,5.628898902e+00,1.128639540e+01,9.340203775e+01,2.982771930e+01,8.104970406e+01,4.586420507e+01,1.316198865e+01,1.932586756e+01,9.813829333e+01
6.837325669e+01,2.923176084e+01,7.536647320e+01,9.756910976e+01,9.753146672e+01,2.386778961e+01,2.057363309e+00,7.629328344e+01,6.966732696e+01,3.729680681e+01,8.927677993e-01,4.467926699e+01,7.175886587e+01,1.896095891e+01,3.283484957e+00,9.621737247e+01,8.945740781e+01,2.663629256e+01,7.599274504e+01,2.373380916e+01,8.958400288e+01,7.173174286e+01,1.044557583e+01,4.197400041e+01,6.372012476e+01,7.754387143e+01,7.741959953e+01,3.520398713e+01,4.601467050e+01,1.008075621e+01,5.277758163e+01,9.867183957e+01,4.056802232e+01,1.784908150e+01,6.036299393e+00,1.070464062e+01,2.376126890e+00,1.464170131e+01,8.678921217e+01,9.155623331e+01
8.517788209e+01,9.822170338e+01,5.559354967e+01,1.937757219e+01,7.536716282e+01,4.505052904e+00,1.912748429e+01,2.562754483e+01,4.815962927e+01,5.687275676e+01,5.029375952e+01,4.773792139e+01,9.658690239e+01,1.465779037e+01,1.879538727e+00,5.080740708e+01,5.012954661e+01,8.611587561e+01,6.909596415e+01,3.836600188e+01,3.727907875e+00,4.672274655e+01,5.919388689e+01,9.907825735e+00,1.404862172e+01,3.746265027e+01,2.376255519e+01,9.293525579e+01,6.104002308e+01,2.132134404e+01,3.440612709e+01,8.722930809e+01,1.228685314e+01,3.431848730e+00,7.793206217e+01,3.131922073e+00,5.365806518e+01,1.501685622e+01,8.577503768e+01,5.335600307e+01
9.030333566e+01,6.759672111e+01,3.937061012e+01,6.112743538e+01,7.225117136e+01,9.973509778e+01,2.833997054e+01,5.730802133e+01,5.363983956e+01,4.113079468e+01,1.678870373e+01,3.902053270e+01,8.565920737e+00,9.779624383e+01,2.571166254e+01,5.850458115e+01,8.640226588e+01,2.975590573e+01,3.944202158e+01,4.949043583e+01,3.161178008e+01,4.882877679e+01,7.931790906e-02,6.584364301e+01,1.852365848e+01,5.857517371e+01,6.896728913e+01,7.854467461e+01,5.432267966e+01,1.757521014e+01,8.887090600e+01,5.139099237e+01,2.592731531e+01,9.056540320e+01,5.660129185e+01,4.859884432e+01,9.878148462e+01,2.525720856e+01,2.824689903e+01,3.467055949e+01
1.341453445e+01,8.543180561e+00,9.029352533e+01,8.613670818e+01,1.934423895e+01,5.204874285e+01,5.244401711e+00,3.341990325e+01,4.675036597e+01,1.525552417e+00,5.424306018e+01,3.620034879e+01,7.580410519e+01,1.350653023e+01,3.724268437e+01,7.616651644e+01,1.748239430e+01,9.640968989e+00,6.146725092e+01,7.618723801e+01,5.304221466e+01,2.094313218e+01,3.572848427e+01,9.830900249e+01,1.308364173e+00,9.054474674e+01,2.553395549e+01,9.380772100e+01,9.180504060e+01,6.118555028e+01,4.192438058e+01,5.356180083e+01,5.604057958e+01,6.223197022e+01,3.087112280e+01,8.147394945e+01,5.787600925e+01,1.552065357e+01,8.236259021e+01,8.086914862e+01
2.331424793e+01,6.512625910e+01,4.709650216e+01,4.603333101e+01,7.750614618e+01,7.674887115e+00,1.019547098e+00,7.487014313e+01,2.964245720e+01,2.830456263e+01,3.135029857e+01,9.099629042e-01,9.849460078e+01,9.976093265e+01,8.032157419e+01,8.858304090e+01,9.385045985e+01,8.816409952e+01,2.241992436e+00,8.450691972e+01,1.317047410e+01,7.679215655e+01,5.315145943e+01,8.701009533e+01,2.134777935e+01,3.814796899e+00,7.783947388e+00,5.672126031e+01,8.460377736e+00,5.765639288e+01,6.802312765e+01,7.350219093e+01,1.576253186e+01,9.750344573e+01,6.801202013e+01,8.325052700e+01,5.194490618e+01,2.827620320e+01,6.404023122e+01,9.028722367e+00
7.383644212e+01,3.275493354e+01,5.470874615e+01,7.882076178e+01,3.732778296e+01,2.926968413e+01,1.880473355e+00,3.377985613e-01,4.682671858e+01,2.505317295e+00,2.582331011e+01,8.708690403e+01,6.990110738e+01,3.530372254e+01,9.899031184e+01,3.714275972e+01,8.010352633e+01,3.349271768e+00,9.318664744e+01,1.939930058e+01,8.227204295e+01,4.383037993e+01,4.224509377e+01,2.578183519e+01,2.919613357e+00,5.805438815e+01,7.194294146e+01,4.322208705e+01,9.792733968e-02,2.156984301e+00,2.358873174e+01,5.805627573e+01,5.135027554e+01,7.866803354e+01,5.847541779e+01,4.670101913e+01,3.785925252e+01,4.993114160e+01,1.903262626e+01,3.027463089e+01
2.209765171e+01,1.146084078e+01,1.027214800e+01,4.954285732e+01,8.123204802e+01,8.227795585e+01,6.922438010e+01,4.009942469e+00,4.831446415e+01,6.107216955e+01,1.575166971e+01,3.004941377e+01,5.736663653e+01,5.386783844e+01,4.915618159e+01,4.618453434e+01,5.025003708e+01,4.067340235e+00,6.810416832e+01,1.520757961e+01,2.082733699e+01,5.940044713e+01,1.053021006e+01,5.465526939e+01,2.609871070e+01,7.430721979e+01,7.222427877e+01,4.108581302e+01,5.689868069e+01,3.035166279e+00,1.946894038e+01,1.091703651e+00,1.855417133e+01,4.597518512e+01,4.837997367e+01,9.838088972e+01,5.762724306e+01,1.090462292e+01,1.202259960e+01,2.217239542e+01
2.326885360e+01,6.857940515e+01,4.820206231e+01,8.724212165e+01,8.215768645e+01,7.796382693e+01,4.676073057e+01,5.460679516e+01,7.546840241e+01,3.735420374e-01,6.634957884e+01,4.885191511e+01,2.589996884e+01,5.843827981e+01,1.897616295e+01,1.288198005e+01,1.200650762e+01,1.254504753e+01,2.046751852e+01,3.119055655e+01,8.657326862e+01,4.784325641e+01,7.983660283e+01,2.027286431e+00,6.025754307e+01,4.852127255e+01,3.527212855e+00,5.053728548e+01,2.583618196e+01,7.244224478e+01,2.029330413e+00,9.693537421e+01,5.415321096e+01,1.648578089e+00,4.685354293e+01,8.202269284e+01,1.728063639e+01,5.878557326e+01,8.411138310e+01,7.190304654e+01
7.005744963e+01,9.785414747e+00,2.136009227e+01,2.544276490e+01,2.490269962e+01,5.482996853e+01,3.280498360e+01,5.532471593e+01,1.906109901e+01,9.180366579e-01,7.232267880e+01,8.320766370e+01,8.893533541e+00,7.968505607e+01,8.065891997e+01,2.023265960e+01,3.177993016e+00,7.466518511e+01,3.256130145e+00,5.617937138e+01,3.214769061e+00,3.355394785e+01,2.109578704e+01,9.733116943e+01,7.884835581e+00,4.380844000e+01,3.698512390e+01,3.052261609e+01,3.155191437e+01,4.599046712e+01,6.675229957e+01,4.182050693e+01,4.564800078e+01,1.735851030e+01,9.332901408e+01,5.079400024e+01,3.511990931e+01,9.545071858e+01,5.907935051e+00,7.723475639e+01
6.253409581e+01,3.197960099e+01,5.561451585e+01,3.647540967e+01,9.442639956e+01,8.691693831e+01,2.267665913e+01,5.740506000e+01,4.612617847e+01,3.319349683e+01,2.629038177e+01,2.591097010e-01,1.509661513e+01,1.756042595e+00,6.390925352e-01,2.267294285e+01,3.550387537e+01,8.784643641e+00,1.285589482e+01,6.191707982e+01,2.050710653e+01,8.125519339e+01,1.549805377e+01,5.271303477e+01,7.811368495e+01,8.463554596e+01,9.097597673e+01,1.349635518e+01,2.892268965e+01,6.164184605e+01,2.945019304e+01,9.241339025e+01,5.701692365e+01,8.979212943e+01,2.448010241e+01,1.256764921e+01,3.386111647e+01,5.027483153e+01,7.811888533e+01,5.146927790e+01
5.321819039e+01,2.014622153e+01,7.791791329e+01,3.962879442e+01,5.937858596e+01,3.106535626e+01,2.246446438e+01,4.976747628e+01,1.943345939e+01,9.948184242e+01,9.212016169e+01,7.125917619e+01,1.732317985e+01,7.802881452e+01,2.665430407e+01,4.216994538e+01,9.016288364e+01,3.104936517e+01,1.888673098e+01,4.684667829e+01,5.896489802e+01,5.053616594e+01,1.716402675e+01,9.518651691e+01,9.670230915e+01,8.911453984e+01,5.649708164e+01,3.650130790e+01,3.881768832e+01,2.767734913e+01,7.623046130e+00,4.666023833e+01,7.043931444e+01,5.681927752e+01,1.790743242e+01,7.791282038e+01,3.877096092e+01,4.523888583e+01,2.933092954e+01,5.685749031e+01
4.994612012e+01,2.977492236e+01,8.104781448e+01,2.220586930e+00,8.019033612e+01,2.373501855e+01,4.114373876e+01,3.986207978e+01,1.901052609e+00,4.891985114e+01,3.562968202e+01,1.962755520e+01,3.501061850e+01,9.128770872e+01,7.357338527e+01,4.665293624e+00,5.021797112e+00,6.112205276e+01,9.484855321e+00,3.712161049e+01,5.547414738e+01,1.725827161e+01,8.325200242e+01,9.072075470e+01,7.732102248e+01,3.188128665e+01,8.132305865e+01,3.971562064e+01,8.104521707e+01,4.971903412e+01,6.947728926e+01,5.893388255e+01,1.266582783e+01,7.040297186e+01,3.077828927e+01,9.671475490e+01,9.506466071e+01,1.847242858e+01,2.985584044e+01,8.020339973e+01
9.431383845e+01,6.022286481e+01,4.579784785e+01,5.613172687e+01,6.858564187e+01,5.677610058e+01,8.807345162e+01,7.174928577e+01,5.621461535e+01,1.916349682e+01,1.360620417e+01,1.781204616e+01,9.678954186e+01,4.884020844e+01,2.986552133e+01,9.476665204e+01,7.976240894e+01,3.506663358e+01,5.148281089e+01,6.657664529e+01,6.861177259e+00,2.994879732e+01,7.055548579e+00,5.039089717e+00,4.710187966e+01,6.135106096e+01,6.126533614e+01,4.734462467e+01,7.685983841e+01,5.822934186e+01,5.370679264e+01,2.286122754e+01,7.116719270e+01,5.576078843e+01,3.037298254e+01,8.420278568e+01,6.711408825e+01,3.153913119e+00,6.495832990e+01,2.895709452e+01
2.051519003e+01,7.080982637e+01,8.205815245e+00,5.965603486e+01,5.817217302e+01,2.729281444e+01,5.844094063e+01,1.564404745e+01,2.996229896e+01,7.253873708e+01,6.235770198e+01,3.519063250e+01,2.815665945e+01,1.646533947e+01,2.419909786e+01,5.148045745e+01,4.585504449e+01,5.142746263e+01,7.960749674e+01,8.256226051e+01,6.017764244e+01,9.749556853e+01,4.889649778e+01,5.038784819e+01,8.596675717e+01,2.016016295e+00,3.062408648e+01,6.420091586e+01,5.973825103e+01,8.376543475e+01,6.336469782e+01,3.404893374e+01,7.618438855e+01,4.331711027e+01,1.821361751e+01,4.069876275e+01,1.546268512e+01,4.642821495e+01,5.986650774e+01,3.924034167e+01
1.032639246e+01,4.156518477e+00,4.543290702e+01,2.357269288e+01,5.923138041e+01,6.809163255e+01,8.095467943e+01,5.928898480e+01,6.352706182e+01,8.025450997e+01,7.250078772e+00,7.629720866e+01,4.848227594e+01,2.156461902e+01,4.718922606e+00,9.455692285e+01,8.282842151e+01,6.418206256e+01,5.875018975e+01,3.219487998e+01,2.115853815e+01,8.410338371e+01,2.687918454e+01,6.593010491e+01,9.238881547e+01,4.020503617e+01,8.533477523e+01,8.336327332e+01,2.903771022e+01,8.628360720e+01,6.565778196e+01,7.157662851e+01,9.851231588e+01,3.139437330e+01,4.925781043e+01,5.310226035e+01,4.094328074e+01,3.601073136e+01,6.040169542e+01,1.065164257e+01
9.535477000e+01,9.955096110e+01,5.238440766e+01,9.117541461e+01,1.751136105e+01,4.007218373e+01,3.295493569e+01,1.272307554e+01,4.517859710e+01,2.696183586e+00,9.392071684e+01,9.868327162e+01,2.328530616e+01,4.585310087e+01,2.154665320e+01,1.037186696e+01,6.742419410e+01,3.843466758e+00,6.496447189e+01,2.129122756e+01,9.321529011e+01,5.435560043e+01,8.030353577e+00,4.194896336e+00,3.961067599e+01,1.529501038e+01,4.422955573e-01,4.343844785e+01,7.726955578e+01,3.529013025e+01,8.684556323e+01,3.986117090e+01,1.749389055e+01,6.627726078e+01,7.545919993e+01,2.625059636e+01,6.438119691e+01,5.197294029e+01,4.862684930e+01,8.132955826e+01
9.753053734e+01,5.261096882e+01,2.732936402e+00,3.914821359e+01,5.012245610e+01,6.496407804e+00,8.433564099e+00,1.875958735e+00,6.270363640e+01,2.368366568e+01,6.713791201e+01,3.026527631e+01,7.470042157e+01,8.759731909e+01,6.969860854e+01,8.264185120e+01,8.143985381e+01,6.068519954e+01,9.038744121e+01,6.737825484e+01,3.544843835e+01,5.197630211e+01,7.338844013e+01,5.780430027e+01,9.138147320e+01,3.113093190e+01,9.351412161e+01,4.679781712e+01,6.176665023e+01,1.767573154e+01,4.892980644e+01,9.728837037e+01,9.975233293e+01,2.832525045e+00,9.000406249e+01,2.974052918e+01,9.589898149e+01,8.352371177e+01,9.284962762e+00,7.275691048e+01
6.291134590e+01,6.845348735e+01,6.933738020e+01,6.984732388e+01,8.702223226e+01,1.622037780e+01,3.342415262e+01,9.669967313e+01,5.014007269e+01,2.475968759e+01,6.823658292e+01,8.967408417e+01,2.503541579e+01,5.769602680e+01,9.742933309e+01,1.817196847e+01,1.618415554e+01,3.606644514e+01,5.428380538e+01,7.091634126e+01,4.049990248e+01,3.489150625e+01,5.559603212e+01,7.222058143e+01,5.716087076e+01,8.959420070e+01,7.517970220e+01,5.709133086e+01,2.293987760e+01,7.683698554e+01,7.803632220e+01,6.539207840e+01,5.861395097e+00,1.573350786e+00,7.389310125e+00,5.573285863e+01,6.608197026e+01,6.709362159e+01,4.345045523e+01,2.292707356e+01
5.073737326e+01,7.639322478e+01,2.913720664e+00,4.606953997e+00,3.934312033e+01,2.839114379e+01,1.445537808e+01,6.387275516e+01,7.004478532e+00,2.319427221e+01,6.872812701e+01,3.751436383e+01,7.989107392e+01,8.263750654e+01,9.636917614e+01,5.792752359e+01,3.920614890e+01,2.963494651e+00,3.766619647e+01,9.760769836e+00,8.496721060e+01,6.100677357e+01,5.635499327e+01,2.249722546e+01,5.556048521e+01,5.402747162e+01,1.870806594e+01,5.357224358e+01,7.032200423e+00,6.247350195e+01,6.555248291e+01,5.780381522e+01,3.510330363e+01,8.705881973e+01,3.285766086e+01,7.415820476e+01,4.670791434e+01,8.666704047e+01,1.182819532e+01,8.500314588e+01
