v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86
3.397420261e+01,1.740660303e+01,6.997445539e+01,7.512460381e+01,8.751430648e+00,7.123930477e+01,2.467215556e+01,4.976578891e+01,8.307077572e+01,8.957947054e+01,6.361375746e+01,1.089622542e+01,7.424005908e+01,1.372218923e+01,4.234850881e+01,1.522461494e+01,5.909743400e+01,8.579774147e+01,6.118603203e+01,4.803833447e+01,1.932040892e+00,2.165012602e+01,9.202860172e+01,1.294164927e+01,5.576338705e+01,8.117305476e+00,6.093659970e+01,4.169514820e+00,5.148247080e+01,6.018923217e+01,9.210597232e+01,8.074119131e+01,8.935754267e+01,8.972265842e+01,5.196684706e+01,1.106656034e+01,1.408593321e+01,8.886789806e+01,3.390574739e+01,9.115010344e+01,1.587525662e+01,9.680558990e+01,7.352915636e+01,6.422967982e+01,3.535051683e+01,3.954830536e+01,2.950246426e+01,1.233283487e+01,2.666635115e+01,9.558690693e+01,3.213067871e+01,2.236039486e+01,5.843854847e+01,4.871281139e+01,7.226298098e+01,9.300161658e+01,5.580618607e+01,5.667001287e+00,4.383775219e+01,6.760708056e+01,1.315088064e+01,1.890457910e+01,8.207935124e+01,5.653274046e+01,5.598745385e+01,1.533356308e+01,3.511678117e+01,4.375357817e+00,7.806972627e+01,7.731077518e+01,5.310254330e+01,5.039879647e+01,8.279576909e+00,9.261626687e+01,9.251013704e+01,7.087282151e+01,1.874220661e+01,8.675289697e+01,6.256951927e+01,9.821299191e+01,5.969351234e+01,7.616672404e+01,5.696718616e+01,4.244677794e+00,7.147093581e+01,7.924440470e+01
2.372081322e+01,8.894203328e+01,4.166573861e+01,6.602654432e+01,4.784817313e+01,1.968432300e+01,9.228112428e+01,8.791772467e+01,5.950900517e+01,5.763247760e+01,7.242280365e+01,2.597024819e+00,2.616250422e+01,6.408775947e+01,7.924831176e+01,2.899382152e+01,4.962534665e+01,4.507693690e+00,7.418478432e+01,8.948734926e+01,7.989908628e+00,8.983318201e+01,3.556227536e+01,7.148252265e+01,7.931948919e-01,1.939743891e+01,9.464906482e+00,8.807898708e+01,2.714331647e+01,2.109998345e+01,9.224366803e+01,6.112103926e+01,8.499471358e+01,5.083797668e+01,4.505706017e+01,1.626785180e+01,6.152029715e+01,9.651800460e+01,8.079890818e+01,9.656457199e+01,3.488656516e+01,4.079485534e+01,5.485610822e+01,7.766310393e+01,1.508419959e+01,8.078245132e+01,6.835146655e+01,6.231124429e+01,9.233228107e+01,4.559949064e+01,3.941725199e+01,8.659353724e+01,1.627559652e+01,7.140631261e+01,8.213716618e+01,8.461772181e+01,4.867982778e+01,6.021131189e+01,8.314908242e+01,4.769026156e+01,5.895361670e+01,1.256280986e+01,1.026095252e+01,4.430690305e+01,2.017364678e+01,2.803884251e+01,9.527043040e+01,5.260513816e+01,8.777421961e+01,2.949607429e+00,5.739354129e+01,2.366192872e+01,8.190211421e+01,1.911335396e+01,1.661276578e+01,7.328709310e+01,9.352359283e+01,7.191973361e+01,1.689026073e+01,2.372965085e+01,3.547463093e+01,3.541947590e+01,6.620115733e+01,7.032557187e+01,1.239623188e+01,5.462027638e+01
8.277676771e+01,1.513461414e+01,6.619128669e+01,4.182919443e+01,9.454408184e+01,1.378853654e+01,8.722627875e+01,1.075783987e+01,8.586506214e+01,8.019601203e+00,7.633065265e+01,3.577667340e+01,5.826795151e+01,9.481507349e+01,3.371698080e+00,5.429012353e+01,9.389931183e+01,5.386745333e+01,3.340620162e+01,9.758631258e-01,5.627106960e+01,2.937261149e+01,4.588791820e+01,7.117595505e+01,9.902693431e+01,9.632938182e+01,7.525948278e+01,8.115894041e+01,1.049462342e+01,9.501528419e+01,5.796029653e+01,2.243149472e+01,8.089684820e+01,5.044632535e+01,8.607698581e+01,5.840518515e+01,5.672298152e+01,1.460440064e+00,6.805323902e+01,1.860825747e+01,6.322898540e+01,6.778903138e+00,8.260099306e+01,5.269053099e+01,1.966784701e+01,3.423192771e+01,6.688180792e+01,4.909004744e+01,6.595518501e+01,1.431661476e+01,2.393364423e+01,8.909034652e+01,3.580967266e+00,6.218821770e+01,7.889619498e+01,2.153034094e+01,6.613990746e+01,3.831494560e+01,5.008885007e+01,7.308605473e+00,8.736410686e+01,9.194373514e+01,5.707916904e+01,5.808884843e+01,5.417952632e+01,4.062776903e+00,1.971185853e+01,4.209339779e+01,9.031043567e+01,6.976336188e+00,9.995637911e+01,9.333824499e+01,9.446385056e+00,7.902153754e+01,3.525683048e+01,6.601421652e+01,6.956442645e+00,5.100059337e+01,5.315827182e+01,8.052040834e+00,3.103059538e+01,9.051552812e+01,3.948682913e+01,7.943317846e+01,6.276063992e+01,8.937555026e+01
4.546310399e+01,1.708610389e+01,9.838543734e+00,4.127008496e+01,6.077287211e+01,2.566807910e+01,5.323776309e+01,3.899090931e+01,3.460064344e+00,4.042656705e+00,3.740512744e+01,3.553976221e+00,1.207178445e+01,1.685898329e+01,5.257938361e+01,3.737661274e+01,3.619010352e+01,3.495329441e+00,7.109875895e+01,8.186472315e+01,2.981108527e+01,1.524098287e+01,4.062552643e-01,8.254618744e+01,8.063447749e+01,5.380439957e+01,5.839633175e+01,7.312954803e+01,2.496728559e+01,2.484070205e+01,4.379560463e+01,4.639536315e+01,8.104384206e+01,3.540339896e+01,1.688585310e+01,6.711598657e+01,8.871824439e+01,6.245555040e+01,7.215213584e+01,7.614341020e+01,2.027867464e+01,1.518384823e+01,3.435929088e+01,8.166371304e+01,5.244325418e+01,9.163199057e+01,4.011333896e+01,7.620924966e+01,4.140386854e+01,2.235254970e+01,2.680895890e+01,6.001923891e+01,7.309977041e+01,4.313337980e+01,4.512717124e+01,8.439562899e+01,9.686439822e+01,2.387791992e+01,4.697340306e+01,5.891786065e+01,8.595905256e+01,7.459627005e+01,8.944829104e+01,1.788606698e+01,7.658627317e+01,6.192711081e+01,2.972402266e+01,1.735898298e+01,3.123395642e+01,5.705869011e+01,9.336950932e+01,4.680265145e+01,9.857437005e+01,9.815911614e+01,9.205005955e+01,5.794510733e+01,1.725304656e+01,4.331566556e+00,6.042784669e+01,8.423835906e+01,8.659137968e+01,4.417432728e+01,4.161292312e+01,2.031878090e+01,5.880795109e+01,2.722319234e+01
4.993629717e+01,9.332299734e+01,7.154677643e+01,9.796422267e+01,6.655527777e+01,4.757651069e+01,4.098844313e+01,8.421273038e+01,1.648796411e+01,7.710401504e+00,2.399818167e+01,9.810222019e+01,6.743776262e+01,2.057952968e+00,9.971068617e+01,8.000300139e+01,3.084995698e+01,1.285724965e+01,7.352027193e+01,4.658965670e+01,7.584995648e+01,6.589339506e+01,3.277473100e+01,9.655010366e+01,6.115821252e+01,2.110079041e+00,4.920546749e+01,5.062446702e+01,8.920635224e+01,7.420107473e+01,3.825311028e+01,5.906454665e+01,5.696360235e+01,5.842644042e+01,5.053437102e+00,4.413300189e+01,8.719106188e+00,4.370339625e+01,4.688166094e+01,1.431345804e+01,8.953591395e+01,8.713164276e+01,7.847872944e+01,5.420149723e+01,2.329555393e+01,1.939980613e+01,3.284830881e+01,8.790643009e+01,2.393750703e+01,9.501588438e+01,5.690696192e+01,2.441738634e+01,9.014378341e+01,6.399801364e+01,6.586039013e+01,8.412456368e+01,1.664302814e+01,6.973299472e+00,3.801720728e+01,9.562548921e+01,5.266189648e+01,3.292739399e+01,2.638145405e+01,1.960612536e+01,1.733656823e+01,1.543877730e+01,8.005497585e+00,2.306635389e+01,7.437499792e+01,5.651099892e+01,2.030318807e+01,6.226726889e+01,6.373887116e+01,8.547380584e+00,3.268315458e+01,9.606411885e+01,3.856488472e+01,6.539881108e+01,4.046965288e+01,9.969558434e+01,6.551707285e+01,6.406699825e+01,6.287230254e+01,9.135497496e+01,9.493558919e+01,2.944268332e+01
5.470739746e+01,6.132224694e+01,1.386712051e+01,8.059015648e+01,3.196146797e+01,7.212381363e+01,9.466656919e+01,7.316191052e+00,9.120379199e+00,7.531619095e+00,9.440247734e+00,9.087622899e+01,3.372705410e+01,7.588682603e+01,1.603438392e+01,5.817128819e+01,3.410472444e+01,6.316000656e+01,2.404501814e+01,2.436600263e+01,1.626093773e+01,1.671599072e+01,8.244656212e+01,6.112495494e+01,5.498086811e+00,8.019427030e+01,6.373209031e+01,1.917544373e+01,6.299642493e+01,3.608149803e+01,3.173363998e+01,1.460060331e+01,5.793008550e+01,9.721686464e+01,2.014831942e+01,9.876619577e+01,5.295139329e+01,9.033657760e+01,8.338837781e+01,7.638206452e+01,9.394734293e+01,6.609289629e+01,2.978132912e+00,8.903935670e+01,1.226985271e+01,6.384947356e+01,2.857954272e+01,6.211448264e+00,2.329802999e+01,8.396058515e+01,9.116955675e+01,1.493663030e+00,1.521344707e+01,9.115110825e+01,1.992980667e+01,1.957844695e+01,4.358954126e+01,9.864765132e+01,1.637453303e+01,1.199923317e-01,9.696729374e+01,7.108957520e+01,7.913827754e+01,9.818164521e+01,4.984276901e+01,9.334698774e+01,1.066613412e+01,1.651207435e+01,8.237108957e+01,2.848550077e+01,7.120975543e+00,9.168393469e+01,8.287137087e+01,6.984155344e+01,9.393779840e+00,8.529586914e+01,8.903326958e+01,4.706308340e+01,3.710779551e+01,9.676228051e+01,2.013751275e+01,2.556095373e+01,6.430616555e+01,8.736317512e+01,5.312257822e+01,4.257370349e+00
8.823583808e+01,8.530180043e+01,4.217459079e+01,9.328737052e+01,1.080032955e+01,5.848565537e+01,3.561489075e+01,8.431747203e+01,1.737068855e+01,2.199749483e+01,6.415582607e+01,8.475845639e+01,5.785563412e+01,3.435665615e+01,4.412156460e+01,1.798591020e+01,7.460294471e+01,9.327402720e+01,7.487156683e+01,8.009726534e+01,1.322802432e+01,5.673524848e+01,7.670494565e+00,1.146127049e+01,6.243103106e+01,8.408665243e+01,2.744317640e+01,1.946822345e+01,2.132623269e-01,8.797863463e+01,5.252269322e+01,9.585151467e+01,7.193165549e+01,9.896763287e+01,9.771946918e+01,5.650493896e+00,3.792695408e+01,8.647437116e+01,5.966864870e+01,9.995059998e+01,8.102243843e+01,8.926613219e+01,7.202030401e+01,5.512892062e+00,9.590083918e+01,6.560105331e+01,4.575040231e+01,7.565224658e+01,1.411555265e+01,3.484272645e+01,5.139712336e+01,4.067652193e+01,3.368973346e+01,1.004600048e+01,9.442610020e+01,9.149585266e+01,6.534564062e+01,3.736665012e+01,7.599583407e+00,2.755597967e+00,1.343814987e+01,1.559753427e+01,7.753128455e+01,5.349622830e+01,7.493656452e+01,9.951509449e+01,6.786931194e+01,8.339144570e+00,6.335574662e+01,2.530786419e+01,4.394712432e+01,9.089857011e+01,8.387650325e+01,6.611486634e+01,2.290910766e+01,7.400311610e+01,9.796538540e+01,3.984741514e+01,2.742072971e+00,7.249483135e+01,6.234774811e+01,8.914321850e+01,7.564344953e+01,1.982719714e+01,7.926123517e+01,5.122918725e+01
4.327345249e+01,8.595743684e+01,1.622000747e+01,5.214186848e+01,7.175546977e-01,1.513646589e+01,9.903643110e+01,4.254809505e+01,9.752027927e+01,8.373372038e+01,9.992518609e+01,2.875400261e+00,9.729702159e+01,8.104159320e+01,9.685126611e+01,6.590330117e+01,8.736231441e+01,2.032663908e+01,7.008393021e+01,2.463143517e+00,2.594181605e+00,1.179806114e+01,4.203245301e+01,1.913247026e+01,8.276673022e+01,2.288248366e+01,9.701271105e+01,5.647929648e+01,6.723242214e+01,6.923683035e+01,3.078652754e+01,7.340967105e-01,5.773083766e+01,6.027642982e+01,3.339247701e+01,4.107006921e+01,1.602766684e+00,5.453388236e+01,3.980308988e+01,1.229117837e+01,3.873171075e+01,7.623489426e+01,6.239394596e+01,4.384754040e+01,1.382113783e+01,5.257629798e+01,5.706396631e+01,6.786686647e+01,6.746936907e+01,5.723900348e+01,1.434234131e+01,7.711461090e+01,4.373575032e+01,6.700323595e+01,1.598010616e+01,3.236651359e+01,8.319800786e+01,3.131184621e+01,1.856664909e+01,1.515169855e+01,8.560347229e+01,2.708573926e+01,3.262719052e+01,1.908597090e+01,4.595949923e+01,9.137260535e+00,6.578907413e+01,2.346675745e+01,1.549645240e+00,8.657362011e+01,3.755069191e+01,1.823047140e+01,1.848570574e+01,3.676005847e+01,3.861909040e+01,9.905397945e+01,1.272035820e+01,1.076363476e+01,3.747933728e+01,7.568173188e+01,9.898286027e+01,3.487518596e+01,9.929957826e+01,2.467369804e+01,2.143077581e+01,2.044258845e+00
6.481760980e+01,2.914322475e+01,2.024303552e+01,5.179886993e+01,6.782913813e+01,4.989541481e+01,2.703130643e+01,6.642499433e+00,6.568293069e+01,9.458292163e+01,6.224778185e+00,5.716324990e+01,3.247108495e+01,7.297204165e+01,2.188547476e+01,3.027014359e+01,8.974452076e+01,7.027220258e+01,2.197336969e+01,2.244124869e+01,9.667632612e+00,6.644028416e+01,5.986539424e+00,6.361429322e+01,8.888177321e+01,4.911043680e+01,6.011255746e+01,3.663052999e+01,9.555139471e+00,8.123410086e+01,1.411665439e+01,1.995592336e+01,3.645734513e+01,1.702019164e+00,3.789694626e+01,9.199929816e+00,2.146155668e+01,6.909887087e+01,2.089723900e+01,6.337841148e+01,6.731663958e+01,7.094681602e+01,4.328655440e+00,9.119914351e+00,2.369040471e+00,9.045585851e+00,5.815961358e+01,1.636700230e+01,6.578541032e+01,3.089080760e+01,7.629261805e+01,2.342228640e+01,7.680114977e+01,7.318489943e+01,5.975688744e+01,7.482542258e+01,6.908073953e+00,6.441653644e+01,6.363613930e+01,7.557420081e+01,6.112357328e+01,4.008384285e+01,7.927959166e+00,7.692419981e+01,5.980164834e+01,8.090632236e+01,6.757771912e+01,3.547981657e+01,3.890295146e+01,3.283810399e+01,3.771975454e+01,2.319475857e+00,4.089112576e+01,4.267601251e+01,6.394753402e+01,7.158221371e+01,8.482759423e+01,8.608189210e+00,5.573051679e+01,3.310652001e+01,2.315381343e+00,2.534962145e+01,2.050947461e+01,5.354344001e+01,4.463040599e+01,5.377362959e+01
2.716201874e+01,8.614413580e+01,2.936041333e+01,9.669832979e+01,1.609909673e+01,8.022374758e+01,1.604935196e+01,6.589155289e+01,6.749309830e+01,7.766667296e+01,4.219763737e+01,9.194113166e+01,2.950033809e+01,3.892585652e+01,6.945033520e+01,3.986363174e+01,6.338951138e+01,5.632664015e+01,5.304314112e+01,1.931502926e+01,2.156143023e+01,5.429390250e+00,4.736140585e+01,7.806955591e+00,7.095686618e+01,4.136222875e+01,5.640817704e+01,4.711569704e+01,8.588576733e+01,3.424495110e+01,5.439018154e+01,6.974759754e+01,7.920051444e+00,4.806031079e+01,6.174332613e+01,3.756394952e+01,7.391708454e+01,6.471360628e+01,7.475934184e+01,8.833824803e+01,8.494562850e+01,5.613534075e+01,8.539082866e+00,5.160859000e+01,3.908044591e+01,6.872469165e+01,1.304761899e+01,9.722474308e+01,2.265793564e+01,4.225555163e+01,1.333562736e+01,8.837282951e+01,1.493321442e+01,2.949209575e+01,2.495082784e+01,1.267407411e+01,5.954746006e+01,5.215410917e+01,8.013373662e+01,2.496029527e+01,3.737634979e+01,3.525208606e+00,6.084830302e+01,7.929542989e+01,8.664698897e+01,9.298575489e+01,9.649007394e+01,1.616538012e+01,2.743973003e+01,4.760903692e+01,6.288786490e+01,6.099952584e+01,3.338329137e+01,6.477157627e+01,5.986887511e+01,3.275961028e+01,5.918273255e+01,9.832254955e+01,2.250605867e+00,4.741979577e+01,7.073318058e+01,3.316851144e+01,8.975600169e+00,3.730124870e+01,1.278096610e+01,2.916842606e+01
5.794338420e+01,1.326131781e+01,1.477619472e+00,3.174555168e+01,7.982458641e+01,5.333930798e+01,5.675904778e+01,6.961449184e+01,1.170995927e+00,9.910915934e+01,3.193331047e+01,1.737339487e+01,9.755921472e+01,2.841665299e+01,9.827452658e+01,1.046610711e+01,5.084155579e+01,7.546903720e+01,3.389886877e+01,1.982059647e+01,6.178447468e+01,1.135221437e+01,3.679559607e+01,4.413706992e+00,8.002921400e+01,9.408038685e+01,4.542486776e+01,5.492139253e+01,1.064664472e+01,9.549706718e+01,8.831262921e+00,9.669034654e+01,6.880587505e+01,9.119104147e+01,7.096724934e+01,7.968881058e+01,4.153934371e+01,1.175994078e+01,5.183661646e+01,1.754763057e+01,3.471636767e+01,9.750455530e+01,6.771392496e+01,7.250080240e+01,7.915785560e+00,4.123608092e+01,7.228014425e+01,6.918844421e+01,1.443526325e+01,2.915218114e+01,7.902181420e+01,8.047040188e+01,2.463908503e+01,1.460924718e+00,8.066611511e+01,5.175130484e+01,9.048664117e+01,9.220039706e+01,2.304390274e+01,9.197718491e+01,6.552924085e+01,4.687534496e-01,7.489617179e+01,8.413647243e+01,4.424717318e+01,3.399432018e+01,4.825537854e+01,9.128873188e+01,5.421750263e+01,7.156768151e+01,7.233527351e+01,6.124852027e+01,8.111172505e+00,8.601027309e+01,5.851003493e+01,5.192034392e+01,7.202854460e+01,8.236302398e+01,8.178943648e+01,9.777102816e+01,1.844177319e+01,1.950710054e+01,6.180361479e+01,9.083732468e+00,1.891161991e+01,3.889585196e+01
3.257834156e+01,7.226624698e+01,6.606399486e+01,6.480959282e+01,9.562824946e+01,6.889017747e+01,6.846978461e+00,9.927453811e+00,7.964558351e+01,8.785587039e+01,8.563044872e+01,9.931336506e+01,7.648271724e+01,2.248297298e+01,7.412365345e+01,7.391772109e+01,8.172086565e+01,5.891994181e+01,7.549781408e+01,8.018513766e+01,8.125676709e+01,9.548127865e+01,5.753959522e-01,1.378444120e+01,5.982486457e+01,2.027200827e+00,8.290727722e+01,3.105910223e+01,6.669843372e+01,1.459424953e+01,3.778377268e+01,6.651907659e+00,5.375328857e+01,5.828085163e+01,9.755200211e+01,2.630166427e+01,7.784607673e+01,8.959596258e+01,8.044089023e+00,3.183324935e+01,8.548832357e+01,2.750760983e+01,5.475330818e+01,8.259596573e+01,9.952180946e+01,5.774962288e+01,7.743144840e+01,1.093337960e+00,3.887096332e+01,3.645102123e+01,3.469974822e+01,5.834941138e+01,3.668490684e+00,2.582602116e+01,8.233411748e+01,7.106074316e+01,7.445233015e+01,2.046404882e+01,3.261283402e+01,4.398331811e+01,1.796448353e+00,1.064933585e+01,9.603851789e+01,9.550027988e+01,1.342316635e+00,3.133889867e+01,9.561300852e+01,7.921845753e+01,9.428777103e+01,1.937469789e+01,7.296327475e+01,2.808483303e+00,7.376510885e+01,7.473740022e+01,4.335461680e+01,3.041491964e+01,8.109324861e+01,7.293910617e+01,4.547474365e+01,5.630784621e+01,7.804568010e+01,4.141295952e+01,9.474943168e+01,7.808010385e+01,4.264181962e+01,6.063877351e+01
2.362265659e+01,6.847028676e+01,9.701224560e+01,9.999430005e+01,8.324573317e+01,7.941531727e+01,4.357799798e+01,3.495224674e+01,8.594841450e+01,1.670986641e+01,1.962314506e+01,8.490395767e+01,7.087876126e+01,4.735207630e+01,2.381199806e+01,1.814070273e+01,3.579689279e+01,6.751936382e+01,9.053249216e+01,4.369510126e+01,4.600888302e+01,1.349686081e+00,2.295819991e+01,4.371979754e+01,3.876352460e+01,6.583781136e+01,6.106001917e+01,6.126190031e+01,8.738869821e+01,7.390906613e+01,8.846364511e+01,9.902144286e+01,5.556550083e+01,5.264787760e+01,7.593703284e+01,3.619527653e+01,4.468437630e+01,1.650377886e+01,6.495895380e+01,3.119990244e+01,1.168408300e+01,2.945667871e+01,3.137694055e+01,6.892055320e+01,8.175563246e+01,7.017707118e+01,6.321050958e+01,3.555061912e+01,2.159689494e+01,7.554261354e+01,1.295994516e+01,9.138664498e+01,9.903255780e+01,5.132962483e+01,3.800989024e+01,3.674260847e+01,1.797198181e+01,3.266519401e+00,9.142245333e+01,4.731380726e+01,9.663437883e+01,3.467454169e+01,1.298413218e+01,7.459178229e+01,1.526281574e+01,5.413898185e+01,9.704062383e+01,1.790050419e+01,3.098077349e+01,6.568246805e+01,9.747636733e+01,9.527279344e+01,7.912593239e+01,3.113501207e+01,1.890720227e+01,8.943506698e+01,4.617166635e+01,1.266767423e+01,5.637075994e+00,3.325321046e+01,7.123086810e+01,2.872218895e+01,3.882232340e+01,7.209361209e+00,2.079101324e+01,5.754168661e+01
9.943096515e+00,6.530448897e+01,2.236402402e+01,6.993241147e+01,8.807745635e+01,5.978593613e+01,9.287341559e+01,4.119766151e+01,3.915119788e+01,3.540793503e+01,3.350520073e+01,3.517832972e+01,6.488741071e+01,1.559840013e+01,8.426567448e+01,7.013403646e+01,9.769641646e+01,9.422664058e+01,2.624596307e+01,8.632029103e+01,2.525517454e+01,9.812133881e-01,8.879014527e+01,6.012193306e+01,1.246508750e+01,5.014388083e+01,6.684652034e+01,8.916239941e+01,5.718659303e+01,2.664042091e+01,6.776508166e+01,6.486351746e+01,8.527602773e+01,4.432705101e+01,8.036736173e+01,7.552954069e+01,1.381361876e+01,9.464301046e+01,7.531287349e+01,4.293323574e+01,7.488938876e+01,2.439782254e+01,1.614373785e+01,9.151040163e+01,7.942232252e+01,3.697060653e+01,6.989951760e+01,2.857695022e+01,2.419720051e+01,3.794018810e+00,2.814501905e+01,6.564890080e+01,8.311470227e+00,8.521722646e+01,5.894764875e+01,3.452439773e+01,7.032481510e+01,7.661334322e+01,5.915318329e+01,2.508704569e+01,2.765702960e+01,6.963203134e+01,4.286331218e+01,8.267914300e+01,9.432559607e+01,2.225265296e+01,1.143166254e+01,9.748899493e+01,7.411902339e+01,4.692562875e+01,6.337355615e+01,3.048467249e+01,4.933559712e+01,3.098381193e+01,4.207470483e+01,2.101542714e+01,5.405539132e+01,8.217179241e+01,9.776346999e+01,2.291244854e+01,5.848930115e+00,6.431850727e+01,1.446106682e-01,1.822727020e+01,9.682282121e+01,2.176020107e+01
8.723791471e+01,5.249189620e+01,3.876409473e+01,4.882539094e+00,9.125371123e+01,5.567529501e+01,9.528555195e+01,6.096985720e+01,8.158105414e+01,5.673675113e+01,1.492363335e+01,7.477913255e+00,8.410206534e+01,3.010287508e+01,1.372707692e+01,3.041769766e+01,3.425423269e+01,1.734650396e+01,7.374915781e+01,4.097212258e+01,2.866367978e+01,5.276343363e+01,9.780091717e+00,2.357118875e+01,7.413372713e+01,7.709697908e+01,1.357260105e+01,4.975972386e+01,3.166542238e+00,7.983180466e+01,3.424575665e+01,7.771714951e+01,3.560042176e+01,7.673667028e+00,1.617466217e+00,6.891638875e+01,7.747920968e+01,8.586394093e+01,6.526872807e+01,3.943741500e+01,9.917349385e+01,3.557205887e+01,7.511745959e+01,9.439158631e+01,2.250742397e+01,5.061761808e+01,9.232212462e+01,3.721654143e+01,7.864982703e+01,6.827259427e+01,7.193970447e+01,8.513713868e+01,8.908369042e+01,1.645605223e+01,8.868996863e+01,4.699507971e+00,3.345652274e+01,6.827749931e+01,9.317024081e+01,6.160653675e-01,9.098405363e+01,2.419535747e+01,3.692797943e+01,8.378648001e+00,2.488749806e+01,4.468720414e+01,9.307957369e+01,9.755486950e+01,3.021248391e+01,6.516627979e+00,4.068484572e+01,4.588121530e+01,8.205923421e+01,2.444630283e+01,7.339547399e+01,7.432981360e+01,5.317465882e+01,7.825494796e+01,6.658081431e+01,5.918674353e+00,2.287775630e+01,7.763060891e+01,5.532704739e+01,1.590631669e+01,1.163153257e+01,6.348731246e+01
4.852627616e+01,5.571010012e+01,8.664106708e+00,5.989111890e+01,2.025737346e+00,5.907084091e+01,4.610275061e+01,5.677540890e+01,8.602931352e+01,1.190491646e+01,3.667079416e+01,5.305196207e+01,2.565843959e+01,7.419673169e+01,3.959794908e+01,5.151164436e+01,7.537784985e+01,2.365610673e+01,4.936475838e+01,2.053332849e+01,2.313804975e+01,4.407556803e+01,2.923284776e+01,1.011956541e+01,3.422420515e+01,7.178677081e+01,8.499999992e+01,6.714465015e+01,8.851109677e+01,2.682168750e+01,7.645955325e+01,1.064062039e+01,4.754332527e+01,4.585833753e+01,3.409381167e+01,1.289988410e+01,3.965653721e+01,9.230008352e+01,3.014304325e+01,9.321952285e+01,5.368759909e+01,5.581160691e+01,9.661536058e+01,5.242061579e+01,9.712478078e+01,6.895385657e+01,1.945725807e+01,4.604270697e+00,8.000241385e+01,9.828944866e+01,9.595025695e+01,5.397947417e+01,3.775280689e+01,4.024748017e+01,8.308387080e+01,1.185437551e+01,5.473528897e+01,9.501923368e+01,4.142613906e+01,3.636802363e+01,7.122468233e+01,1.619897915e+01,7.064805046e+01,4.584753266e+01,5.735176217e+01,1.686499371e+01,8.088882394e+01,4.421359949e+01,5.515574231e+01,5.312775469e+01,6.216308423e+01,8.210809849e+01,7.405295838e+00,2.888178755e+01,8.134325664e+01,1.851796293e+01,8.987764266e+01,1.275907998e+01,2.514541859e+01,5.707604647e+01,4.994517194e+01,6.566480033e+00,1.941692596e+01,5.927716258e+01,5.125722917e+01,5.338135089e+01
6.120186104e+01,9.473414134e+01,1.080361437e+01,1.108196827e+01,8.307963576e+01,1.599696288e+01,4.386456941e+01,7.914366682e+01,6.671060324e+01,5.780537005e+01,2.145764800e+01,4.430412779e+01,6.278601407e+01,9.909650863e+01,2.038265578e+01,1.657950918e+01,8.755546485e+01,9.488403079e+01,8.047384920e+00,1.477287169e+01,8.912688404e+01,9.752736749e+01,3.327199564e+01,6.943718610e+01,4.312419703e+01,1.402104384e+01,1.922929841e+01,3.064893150e+01,3.703099651e+01,5.621889452e+00,3.086419158e+01,2.465482966e+01,6.186875224e+01,6.713226902e+01,9.947740192e+01,7.095274467e+01,1.860389112e+00,4.593428171e+01,7.133380673e+00,2.157426889e+01,4.391663500e+01,7.887060586e+00,3.226796404e+01,1.423669767e+01,4.690936068e+01,8.016938054e+01,9.566669129e+01,4.444537021e+01,2.964978474e+01,9.262899301e+01,1.529545443e+01,3.970248790e+00,9.912039369e+01,3.689476573e+01,3.123486967e+01,1.388232426e+01,7.079866368e+01,3.425790886e+01,8.144091531e+01,9.933816247e+01,9.496051919e+01,5.081501968e+00,7.331652021e+01,5.022936263e+00,6.207203340e+01,9.966313642e+01,3.620205529e+01,3.173799538e+01,7.344444981e+01,1.711184015e+01,8.264948465e+01,3.247673801e+01,2.947669094e+00,5.337958965e+01,9.452507769e+01,6.330804586e+01,5.866639956e+01,8.565076091e+01,9.157358968e+01,8.600979035e+01,6.573412516e+01,8.938186914e+01,5.429435412e+01,2.579926540e+01,9.760686825e+01,6.097912298e+01
