v1,v2,v3,v4,v5,v6,v7,v8
1.048580264e+01,6.165968830e+01,7.277057157e+01,8.941610941e+01,2.730055665e+01,6.735470810e+01,4.761082494e+00,6.759916002e+01
3.690865765e+01,7.994131835e+01,4.152626791e+01,2.116684425e+01,7.284760194e+01,3.575296937e+01,7.537519358e+01,5.735287659e+01
2.974681164e+00,5.708315730e+00,1.487318835e+01,2.513739688e+01,7.802003541e+01,2.106173387e+01,8.750918146e+01,1.805307069e+01
6.043091224e+01,4.484682608e+01,4.812367786e+01,5.315056340e+01,1.357374761e+01,9.791527159e+01,2.742206765e+01,1.748917685e+01
5.742603470e+01,6.224067704e+01,9.135804025e+01,2.760758614e+01,9.403155186e+00,4.867915639e+01,4.549743910e+01,9.941083529e-01
2.413661979e+01,3.144579026e+01,4.963364826e+01,2.974468782e+01,7.356685392e+01,4.511452269e+01,4.860591731e+01,6.239531622e+01
3.828310113e+00,8.761367095e+01,9.240954224e+01,9.683739487e+01,4.191189977e+01,6.443907027e+01,8.539345811e+01,7.074277785e+00
5.983862980e+01,1.652835243e+01,8.403715956e+00,1.068919409e+01,1.438138886e+01,6.866637664e+01,9.323194867e+01,7.657284849e+00
9.307558418e+01,3.137609403e+01,7.000737939e+01,6.546523326e+00,8.759872186e+01,1.318082359e+01,4.107015628e+01,7.518816511e+00
9.457771407e+01,6.592708052e+01,4.128089894e+01,1.969339747e+01,2.235700339e+01,6.240916922e+01,8.872208645e+01,7.715915068e+01
4.912901970e+01,1.546903884e+00,4.293063518e+01,4.085613193e+01,1.620422448e+01,4.069834647e+01,7.025569473e+01,9.792366770e+01
4.984219269e+01,6.291542768e+01,2.063952195e+00,1.139291440e+01,5.257168369e+01,7.775742370e+01,6.660837335e+01,7.431329183e+01
3.048239968e+01,3.235544582e+00,5.549352212e+01,9.387509627e+01,4.542640993e+01,5.689975691e+01,5.369980829e+01,7.617102947e+01
9.106657191e+01,4.555876870e+01,1.536235007e+01,5.072617631e+01,4.911266989e+01,2.797538599e+01,6.730907694e+01,4.826375632e+01
4.107999088e+01,7.457611200e+01,4.986454262e+01,6.985138205e+01,9.261558301e+01,5.666216562e+01,9.390720721e+01,8.838917992e+01
1.076205892e+01,5.062847436e+00,6.242833913e+01,5.924329510e+01,6.205330582e+01,1.016723905e+01,3.783100234e+01,4.441939069e+01
7.535098973e+01,3.049452976e+01,8.565337549e+01,2.844612522e+01,9.440649791e+01,1.276436952e+01,9.645850880e+01,9.801788888e+01
5.062103819e+01,2.489406740e+01,9.924523746e+01,7.234512935e+01,4.058755185e+01,6.224417541e+01,3.593037652e+01,4.530333543e+01
6.429059183e+01,6.454304058e+01,5.258792036e+01,1.447184187e+01,2.142132744e+01,1.850875177e+01,4.171639399e+00,7.511836112e+01
7.202607748e+01,8.051631034e+01,4.965409494e+00,2.710762747e+01,7.051741234e+01,8.572523188e+01,8.060409761e+01,6.216326575e+01
3.284296575e+01,5.577046479e+01,2.436086084e+01,3.492230535e+01,3.005546183e+01,7.589870913e+01,4.600295852e+01,2.028444123e+01
7.678947090e+01,2.058319478e+01,3.573560027e+01,1.570048329e+00,2.529657670e+01,5.866450936e+01,5.962519958e+01,8.809991980e+01
8.571702744e+00,3.228835624e+01,9.487983756e+01,8.274190891e+00,7.095973396e+01,5.996219269e+01,2.040909065e+01,9.653551230e+01
3.772835993e+01,1.822585910e+01,8.388075088e+01,3.410149676e+01,2.150660737e+01,6.196645260e+01,7.580168409e+01,9.686376681e+01
8.049587703e+01,5.076336780e+01,5.294244620e+01,6.644866291e+01,8.252079654e+01,5.070959342e+01,8.310003110e+01,5.158908058e+01
1.407518202e+01,2.064573645e+01,7.985683980e+01,7.109561978e+01,7.004789088e+01,5.573363833e+01,7.876328027e+00,6.646202419e+01
2.507376347e+01,4.206984255e+01,9.200913686e+01,1.345883787e+01,8.143147390e+00,1.406981439e+01,4.258559249e+01,5.822120851e+01
7.353183709e+01,3.538262303e+01,7.791090623e+01,9.603489562e+01,3.385597714e+01,4.601528765e+01,7.574607375e+01,7.479197439e+01
1.197197497e+01,8.275679379e+01,9.604920132e+01,5.933440347e+01,3.273783022e+01,7.876984749e+01,2.066761003e+01,3.534353790e+01
1.439589086e-01,9.756963727e+01,5.950527034e+01,8.543132217e+01,2.656252121e+01,2.374285294e+01,1.707849734e+01,6.423213363e+01
2.934278932e+01,6.594364183e+00,8.370243567e+00,7.275657215e+01,3.586387566e+01,9.806347022e+01,6.886345412e+00,2.251315220e+01
8.634139109e+01,2.830475609e+01,1.958987901e+01,6.067423586e+01,5.307912846e+01,6.857060971e+01,6.302468252e+01,6.969473196e+01
9.538454501e+00,2.230413200e+01,8.860319712e+01,5.960566449e+01,4.498301660e+01,1.860816850e+01,3.841262284e+01,9.921638171e+01
1.522469510e+01,3.355349695e+01,6.358371920e+01,6.667021047e+01,7.718708984e+01,5.984242777e+01,7.159496003e+01,2.285564046e+00
2.986727014e+01,2.025836895e+01,2.011380472e+01,7.517493262e+01,6.969189704e+01,4.545201720e+01,8.228866115e+01,3.004065849e+01
5.250027339e+01,8.498783084e+01,9.778147883e+01,6.184558529e+01,9.161035974e+01,5.217924151e+01,4.022448287e+01,2.983072423e+01
3.568741198e+01,9.585215782e+00,8.816960358e+01,5.053088543e+01,4.748966688e+01,9.206167940e+01,4.391951530e+00,5.864956992e+01
6.302097717e+01,5.384515796e+01,7.804797802e+01,4.490105396e+01,8.454548368e+01,9.178214073e+01,4.554828799e+01,4.558826567e+01
2.388048746e+01,6.179030563e+01,3.310728883e+01,9.494273096e+01,8.170138419e+01,5.456094644e+01,7.133484039e+01,1.959764079e+01
9.637240155e+01,8.755095565e+01,4.486509062e+01,3.836796020e+00,5.268871845e+01,4.124042133e+01,2.270566365e+01,1.490585696e+01
3.058946503e+01,7.618247182e+01,3.002427213e+01,4.563690642e+01,7.542792053e+01,9.326565235e+01,6.711011448e+01,4.560748420e+01
4.064575809e+01,3.729642590e+01,2.343981328e+01,1.852799663e+01,4.016222097e+01,1.265323675e+01,9.717525113e+01,3.049040544e+01
1.264336683e+01,2.351039032e+01,1.109556004e+01,4.229793509e+01,7.331200481e+00,8.983886385e+01,7.745368046e+01,2.033777872e+01
9.120271744e+01,4.456136624e+01,4.004464276e+01,6.124564846e+01,1.664822982e+01,4.733570062e+00,6.932575279e+01,6.904396431e+01
6.222636262e+01,9.906111191e+00,4.203733749e+00,2.445141591e+01,1.590989584e+01,5.243688716e+01,8.785914459e+01,4.402922415e+01
1.607494637e+00,2.019035908e+01,7.561301277e+01,2.633194923e+01,3.841184619e+01,6.604768394e+01,9.681733715e+01,8.209719745e+01
8.944989151e+01,6.265084954e+01,2.453409026e+01,6.712276960e+01,3.695757067e+01,2.997471523e+01,1.805578711e+01,3.099041727e+01
5.938395560e+01,8.925109931e+01,9.215144870e+01,5.043717020e+01,8.095253036e+01,3.850420819e+01,6.036492970e+01,2.489049514e+01
7.551666562e+01,5.442745093e+01,5.682993772e+01,7.031836930e+01,6.911782414e+01,5.616328087e+01,2.613466100e+01,3.432347863e+01
4.929521306e+01,2.247999799e+01,1.854518934e+01,3.143600976e+00,5.671291813e+00,8.294755934e+01,3.022276855e+01,1.608140482e+01
9.696460037e+01,5.754243163e+01,1.196832966e+00,1.540187720e+01,1.375658990e+01,2.540971521e+01,2.030864327e+01,7.384891503e+01
2.605413642e+01,6.101893097e+01,5.898153161e+01,5.731381648e+01,6.402018947e+01,2.320850065e+01,5.978560306e+01,6.592450536e+01
7.746287723e+01,9.723824318e+01,5.172296290e+00,4.283890030e+01,8.605145830e+01,4.409401578e+01,9.837487840e+01,7.300909351e+01
6.244273630e+01,7.070736579e+01,3.606513448e+01,5.720792743e+00,9.339699410e+01,4.884966378e+01,2.206785526e+00,1.333796285e+01
6.653091166e+01,2.343422611e+01,8.578034526e+01,3.306457050e+01,1.641929675e+01,2.160919786e+01,8.641056448e+01,1.243202316e+01
2.799837910e+01,3.797777389e+01,8.652095610e+01,8.758096035e+00,4.232986001e+01,2.934648287e+01,7.007526013e+01,4.770140823e+01
4.824130040e+01,8.713884433e+01,4.583035516e+01,2.123502283e+01,9.621498529e+01,1.959177515e+01,3.890750507e+00,7.839614509e+01
4.341001727e+01,2.607599619e+01,6.167274171e+00,6.239617665e+01,5.013438510e+01,5.170573613e+01,8.002648568e+01,4.948167808e+01
2.421538080e+01,6.516730753e+01,9.310383073e+01,9.245673270e+01,3.379511900e+01,9.674815027e+00,5.811563712e+00,4.032278527e+01
6.895258125e+01,1.719896218e+01,5.889625982e+01,7.652335726e+01,6.106933646e+01,6.883159193e+01,2.538409419e+01,9.436502080e+01
1.685287788e+01,9.693858386e+01,3.166804082e+01,1.258657132e+01,5.485085470e+01,6.099954065e+00,1.532089912e+01,6.183512175e+01
7.284242778e+01,6.013069529e+01,8.992232716e+01,5.889672975e+01,2.716190327e+00,2.820145060e+01,7.071119185e+01,3.350883289e+01
8.685499428e+01,2.617874301e+01,8.939785058e+01,1.143385031e+01,8.027670428e+01,9.588415068e+01,9.191369145e+01,5.081305058e+01
7.263568972e+01,7.577962295e+00,5.845171904e+01,4.614203294e+00,8.073520208e+01,5.351351051e+01,8.323904943e+00,4.027808953e+01
4.117506615e+01,6.941001758e+01,4.780626156e+01,8.887166895e+01,3.437131133e+01,5.657068877e+01,4.915039063e+01,7.972216495e+01
6.239114210e+01,2.424758028e+01,3.792147000e+00,9.796802341e+01,9.586737345e+01,9.124271731e+00,3.176094612e+01,4.238627306e+01
1.701330934e+01,8.206371261e+01,8.841898668e+01,9.227283577e+01,7.594647034e+01,7.628251954e+01,7.483831065e+01,8.457608219e+00
2.080430919e+01,4.954896576e+01,1.756189594e+01,2.667685566e+01,9.832959851e+01,4.653321105e+01,7.464886355e+01,7.689706065e+01
2.176012762e+01,7.706127305e+01,8.580448147e+01,6.727798613e+01,6.211826795e+01,7.367563781e+01,2.159354584e+01,6.412163807e+01
8.366021237e+01,1.546439107e+01,3.407308718e+01,4.436578694e+01,4.812831529e+01,7.543040988e+01,1.270985122e+01,5.976906307e+01
8.492646547e+01,8.434768401e+01,7.030699409e+01,2.597001867e+01,7.962475095e+00,8.157851022e+01,5.555187452e+01,3.296597727e+01
1.273330060e+01,7.642256649e+01,9.931834669e+01,7.805381658e+01,2.367011448e+01,9.568660950e+01,5.049916249e+01,6.546903511e+01
4.943469078e+01,7.430329116e+00,3.179678160e+01,7.983249567e+01,7.722403877e+01,3.669732047e+01,8.701682123e+01,1.316714088e-01
7.474813871e+01,5.325616215e+01,5.584136383e+00,7.635672777e+01,9.913497036e+01,9.366493056e+01,8.980147222e+01,1.418257174e+01
4.573133048e+01,9.495861776e+01,5.390067560e+01,8.520850069e+01,9.379592007e+01,8.081979965e+01,2.140154889e+01,2.305497410e+01
6.178047630e+01,5.800812090e+01,6.261013363e+01,7.134502720e+01,4.170363329e+01,2.073239229e+01,2.051100225e+01,6.750513921e+00
9.275870516e+01,6.005387088e+01,7.209246991e+01,9.443040007e+01,2.312876414e+01,6.649509380e+01,4.393362271e+01,2.312668028e+01
8.782126003e+01,9.378730335e+00,9.964559170e+01,4.429248359e+01,6.375500146e+01,4.045625377e+01,7.095613369e+01,6.515533593e+01
9.797366516e+01,8.586842964e+01,9.328939109e+01,3.158616470e+01,4.824291564e+01,6.014166806e+01,2.213298650e+01,6.497225976e+01
7.705877165e+01,2.520854965e+01,7.403148737e+01,4.383894372e+01,5.646630067e+01,1.069841936e+01,6.569186098e+01,7.783496940e+01
6.465407457e+01,7.087154515e+01,2.394585798e-01,5.112786572e+01,7.233298191e+01,6.973372313e+01,7.289547881e+01,9.277350682e+01
7.032784567e+01,7.586868543e+01,1.222986242e+01,3.393261345e+00,2.795794993e+01,6.412567727e+01,4.305685359e+01,3.224476224e+01
8.767827584e+01,6.020892624e+01,2.423931551e+01,1.539644904e+01,4.147694346e+01,1.677464289e+01,9.856964363e+01,2.012535415e+00
5.462962887e+01,9.789450340e+01,3.329098549e+00,4.039127185e+01,6.399036596e+01,7.070672566e+01,4.572125064e+01,5.133573622e+01
7.883919356e+01,1.477946480e+01,7.694145671e+01,2.003879486e+01,4.939173691e+01,1.422755042e+01,2.183806505e+01,6.920323531e+01
3.685503147e+01,5.500982419e+01,6.040228392e+01,5.614428292e+01,1.465260403e+01,4.515004571e+00,9.735153852e+01,5.432485560e+01
7.521180336e+00,3.088015386e+01,1.832240633e+01,4.451298099e+01,1.500459403e+00,1.999228996e+01,6.997819989e+01,7.264253136e+01
1.303168983e+01,3.291934060e+01,5.455295068e+01,1.456454809e+00,7.299925283e+00,5.134446725e+01,5.602042433e+01,7.488659755e+01
6.583885026e+01,4.420811302e+01,4.210469014e+01,2.492516448e+01,9.510373247e+01,2.887195431e+01,2.515611195e+00,1.043839029e+01
6.576668518e+01,4.416369983e+01,7.793813004e+00,8.491827935e+01,3.706698236e+01,2.032052115e+01,8.186232944e+01,8.849283100e+00
6.342449507e+01,3.272870657e+01,1.041898395e+01,4.328843659e+01,6.185476564e+01,2.433975523e+01,8.383843893e+01,9.591792947e+01
1.197218103e+00,4.579816035e+01,2.207367985e+01,5.153276910e+01,7.412185167e+01,7.421106827e+01,6.201041419e+01,3.892540473e+01
9.723774221e+01,1.035711045e+01,8.594383834e+01,2.138286209e+01,8.922021714e+01,7.302908626e+01,8.337633353e+01,5.260782651e+00
4.396606134e+01,9.264407477e+01,9.913499896e+01,5.930344497e-01,6.661866875e+01,8.712962543e+01,4.834286695e+01,9.839934712e+01
6.091184513e+01,8.237144708e+01,7.732101442e+01,9.476944672e+01,9.818763887e+01,7.743213294e+01,8.148768056e+01,3.552613121e+01
8.922315068e+01,2.744702910e+01,3.031661586e+01,8.512485741e+01,6.971418002e+01,8.149551259e+01,7.069529718e+00,8.087341861e+01
1.460563028e+01,1.584009238e+01,6.281253901e+01,3.167095858e-01,2.989689235e+01,3.528198397e+01,6.721023318e+01,7.885612169e+01
2.191568523e+01,7.760748406e+01,8.961968509e+01,1.122076500e+01,8.615895145e+01,8.589274463e+01,9.903765219e+01,7.876421925e+01
7.278191538e+01,1.137699037e+01,6.117110245e+01,8.573654920e+01,1.138600114e+01,5.448279387e+01,1.931500336e+01,8.582125293e+01
5.585838683e+01,1.092470989e+01,5.935752623e+01,7.787493745e+01,2.303726323e+01,3.554895808e+01,8.407698295e+01,3.337330091e+00
6.618590348e+00,9.155715477e+01,6.894339051e+01,4.094766026e+01,5.556092688e+01,8.039475404e+01,1.571388621e+01,4.747051298e+01
2.277989154e+01,3.447738050e+01,6.431451901e+01,1.713019018e+01,8.911059713e+01,7.078024007e+00,2.847429432e+01,7.539073127e+01
8.739995945e+01,9.979951960e+01,9.374154581e+01,8.755070202e+01,2.378428241e+01,8.687407576e+01,1.386127156e+01,8.786378649e+01
3.242718401e+01,1.512309792e+01,1.895292749e+01,1.453928675e+01,9.081852032e+01,6.696945299e+01,1.605601025e+01,2.920497484e+01
1.022163926e+01,5.784398086e+01,5.169458835e+01,9.391943509e+00,2.029239138e+01,6.115466742e+01,2.462798063e+01,3.706522240e+01
7.904181177e+01,2.094741715e+01,9.780241502e+01,6.092121028e+01,8.086413041e+01,9.576862626e+01,8.193182129e+01,1.906299787e+01
8.669043492e+01,3.763108142e+01,8.620056234e+01,3.180127135e+01,8.839428869e+01,3.142650682e+00,7.334992105e+00,1.439337184e+01
5.414182074e+01,5.710439870e+01,2.902579588e+01,7.301108571e+01,8.539113034e+00,3.087131501e+01,4.269183569e+01,9.380924653e+01
1.153946439e+01,4.492368024e+01,1.064862090e+01,8.497684402e+00,3.181731537e+01,5.031942589e+01,1.688117303e+01,8.523178329e+01
1.765890550e+01,1.524929404e+01,7.130215767e+01,6.579559494e+01,1.200367914e+01,8.848242572e+00,6.974339673e+01,9.444573175e+01
9.817310280e+01,4.992414160e+01,9.798620456e+01,9.271749072e+01,9.734510841e+01,2.201402423e+01,3.342039130e+01,4.283548434e+01
6.750083350e+01,3.746093021e+01,3.159797601e+01,2.162003496e+01,3.935275878e+01,1.795610841e+01,3.749778935e+01,5.257097774e-01
9.394785814e+01,6.703801136e+01,3.661564478e+01,9.636533120e+01,7.409555260e+01,5.271379023e+01,3.520995451e+01,7.359455284e+01
9.320880486e+01,7.544362766e+01,4.631775271e+00,2.611926044e+01,1.662543014e+00,5.024429633e+01,3.826876712e-01,5.991481310e+01
6.821333176e+01,1.411289029e+01,3.298089092e+01,2.892571426e+01,9.137728701e+01,9.272473520e+00,1.416530330e+01,6.761366368e+01
9.544511310e+01,6.282793695e+01,5.617044623e+01,7.092941554e+01,9.184153433e+01,1.141593341e+01,8.721163942e+01,5.198991350e+01
8.749532056e+01,2.452360171e+01,5.311048336e+01,6.634395093e+01,9.674596075e+01,9.678802497e+01,1.158446573e+01,7.048174206e+01
3.971644675e+01,5.816359996e+01,8.455490569e+01,7.567917349e+01,7.872456310e+01,3.336518081e+01,5.158187668e+01,7.825729200e+01
3.161906780e+01,1.704693390e+01,7.343962535e+01,5.138643138e+01,5.635675932e+01,8.780303998e+01,4.444912600e+00,6.445975844e+00
5.260749510e+01,9.244070845e+01,5.909334821e+01,4.236936743e+01,1.903839099e+01,6.789645213e+01,6.939268124e+00,4.489530754e+01
1.795850132e+01,4.886979475e+01,6.900479728e+00,9.976371284e+01,9.829764961e+01,5.598195665e+01,3.119391962e+01,4.186197785e+01
7.957310792e+01,5.675737267e+01,3.598767740e-01,4.807505441e+01,8.517783834e+01,2.037769733e-01,3.458857079e+01,7.036657040e+01
8.255303601e+01,4.444550528e+01,3.340254665e+01,7.699265727e+01,8.644299631e+01,2.807809573e+01,3.716665464e+01,6.324134776e-01
1.975631062e+01,8.846839627e+01,3.639570724e+01,1.355163656e+01,8.408723408e+01,5.112429061e+01,6.509026270e+01,3.393281398e+01
3.799836515e+01,5.127801805e+01,6.019672531e+01,4.941424756e+01,3.086299851e+01,8.604128690e+01,8.678531841e+01,5.948117102e+01
3.514224114e+01,7.400285014e+01,1.281237723e+01,4.240921909e+01,7.791015848e+01,1.547728606e+01,5.050485560e+01,7.381713098e+00
7.683131364e+01,3.925317124e+01,8.743197769e+01,7.373045352e+01,6.457209323e+01,6.134580441e+01,1.554208820e+01,8.103589369e+01
6.992219376e+01,1.207548788e+01,3.185260742e+01,9.486809949e+01,4.901717649e+01,6.915182373e+01,1.941306233e+01,9.057999913e+01
8.345447951e+01,9.502541995e+01,7.533544701e+01,2.459752136e+01,3.772288224e+00,8.627036929e+00,3.910496958e+01,5.403867799e+01
6.290980756e+01,1.632736286e+01,9.902444990e+01,2.506473474e+01,8.693102001e+01,7.129333064e+01,9.475630159e+01,9.331512815e+01
4.008435536e+01,4.215878233e+01,5.709656107e+01,7.389843439e+01,9.965977123e-01,8.810331757e+01,3.033845160e+01,1.777435307e+00
5.823576582e+01,8.156522625e+01,4.093674737e+01,3.646689809e+01,7.486960914e+01,7.139937573e+01,5.782505502e+01,3.247496121e+01
6.786419764e+01,6.081024654e+01,9.571474434e+01,8.817829874e+00,4.318884250e+01,9.145863852e+01,3.217044449e+00,3.185876710e+01
4.634786633e+01,2.400019341e+01,1.787164089e+01,5.305816603e+01,9.097980108e+01,7.655484961e+01,4.641134799e+01,9.193488348e+01
5.977029029e+01,1.605683129e+01,7.171577451e+01,7.531202971e+01,8.159670100e+01,7.155596373e+01,9.209678209e+01,5.029605327e+01
3.594095204e+01,7.273595939e+01,2.365617139e+01,9.546664789e+01,1.012910381e+01,3.007828093e+01,8.039125466e+01,4.932961402e+01
9.440892198e+01,4.344776249e+01,2.225102332e+01,9.219545746e+00,4.118032782e+01,3.039401927e+01,1.862339835e+01,9.151147815e+01
9.594068575e+01,4.338230902e+01,7.052249326e+01,2.425910013e+01,8.483961610e+01,3.716561073e+01,1.116748840e+01,4.064322127e+01
7.916360719e+01,3.632646334e+01,9.651712634e+01,8.297546868e+01,2.692291546e+01,9.236969886e+01,2.953630287e+01,7.116915295e+01
5.119171607e+01,2.172000912e+00,9.558658778e+01,9.980249902e+01,8.899351694e+01,2.499755372e+01,3.052646233e+00,4.129938754e+01
5.294209759e+00,6.494532693e+01,4.887780124e+01,8.020032536e+01,6.705233765e+01,6.450579211e+01,3.355822681e+01,2.611698593e+00
6.352867300e+01,8.023412201e+01,9.161446486e+01,7.643240193e+01,9.240195401e+01,4.625583036e+01,7.302553517e+01,9.854278233e+00
4.681201634e+01,3.625311126e+01,4.309983838e+01,4.774093391e+01,2.496017998e+01,8.800181383e+01,4.701741780e+01,5.589965547e+01
5.342326650e+01,6.308098380e+01,9.827692524e+00,8.805554331e+01,4.505033472e+01,7.267881535e+01,5.828863151e+01,1.276278438e+01
4.430914347e+01,8.692187569e+01,9.729246153e+01,8.776611874e+01,3.876404198e+01,6.187248311e+00,6.165986409e+01,9.070563800e+01
5.309302224e+01,8.162564465e+01,3.946548217e+01,4.510289488e+01,3.768236602e+01,2.919050107e+00,7.443253015e+01,6.714372737e+01
3.664657597e+01,4.072650826e+01,6.693260870e+00,7.917785766e+01,1.733014423e+01,4.651992374e+00,5.066700385e+01,9.581143291e+01
9.089975901e+01,5.100557790e+01,4.691484315e+01,2.024128684e+01,7.719897798e-02,8.459754930e+01,9.417461389e+01,3.376759385e+01
4.337319715e+01,4.022296225e+01,1.862601798e+01,3.510669443e+01,5.522704155e+01,1.254461351e+01,4.279479751e+01,2.941078263e+01
3.956913714e+01,5.940955307e+00,6.328854046e+01,5.321377348e+01,2.356794656e+01,4.134825430e+01,6.943652791e+01,1.424171509e+01
1.030087373e+01,8.419347011e+01,6.239520263e+01,8.404298486e+01,6.998182965e+01,8.595376484e+00,4.905333527e+01,9.577767585e+01
5.885587632e+01,4.875616591e+01,9.564900574e+01,8.323542176e+01,7.811835457e+01,5.957726653e+01,2.473898479e+01,9.898762330e+01
6.408129883e+01,8.047043730e+01,1.665248243e+01,9.846909401e+01,3.355387732e+00,7.994655389e+01,9.277525347e+01,3.646803133e+01
3.819232942e+01,5.881271883e+01,6.721434423e+01,8.268220890e+01,1.034597531e+00,8.418162695e+01,5.484566522e+01,5.052546445e+01
7.305850003e+01,5.379028134e+01,1.968559856e+00,5.447911573e+01,9.327164407e+00,4.869858221e+00,7.817052164e+01,6.286444414e+01
8.901359939e+01,2.714603964e+01,2.658335837e+01,8.938156625e+01,5.972739253e+01,9.747751790e+01,3.408859604e+01,7.522817014e+01
2.527028938e+01,1.761623100e+01,9.356691838e+01,3.116982831e+01,6.942660415e+01,4.422708005e+01,3.519292369e+01,6.128669744e+01
7.376798890e+00,6.992865650e+00,1.056713463e+01,8.714257760e+01,6.325334536e+01,5.543115062e+01,8.583667922e+01,4.606842009e+01
6.329257835e+01,9.908248927e+01,1.596534524e+01,3.148609304e+01,7.379533758e+01,3.773878840e+01,1.413462611e+00,1.205074275e+01
3.787655833e+01,8.295155487e+01,7.913274738e+00,4.897901190e+01,4.070339509e+01,4.383315372e+01,2.490519159e+01,6.163562541e+01
7.210361658e+01,9.355583349e+01,6.058732233e+00,9.196503379e+01,2.446122452e+01,7.783851494e+01,7.197316121e+01,4.845320387e+01
4.809703922e+01,9.743921406e+01,8.664069255e+00,1.484820443e+01,9.214045402e+01,6.503411458e+01,5.545362765e+01,5.467853989e+01
4.015800333e+01,2.126795725e+01,8.823547699e+01,7.128524431e+01,8.436418668e+01,3.368950152e+01,6.983474923e+01,8.308899624e+01
2.774550933e+01,7.379438333e+01,4.627911498e+01,8.907101295e+01,9.934971831e+01,6.363984395e+01,2.858066733e+01,3.422532199e+01
3.221109289e+01,5.799937737e+01,2.696188033e+01,7.067966453e+01,6.097686584e+01,6.341129355e+00,5.938286512e+01,2.694205975e+01
1.472228343e+01,2.583405321e+01,6.969592591e+01,9.763395290e+01,7.012894520e+01,1.728706936e+01,9.690718883e+01,9.472980673e+01
6.286714450e+01,9.639147155e+01,9.716010491e+01,1.839981662e+01,4.612025577e+01,4.220737593e+01,9.056578386e+01,7.763368021e+01
9.873194703e+01,7.645728149e+00,7.161153487e+01,5.231107430e+01,5.981809491e+01,3.221024355e+00,5.398076965e+01,8.352667382e+01
3.313845633e+01,3.967623471e+01,2.163085866e+01,8.258755479e+01,8.216788930e+01,3.317572240e+01,1.148984324e+01,2.841289050e+01
6.545253053e+01,8.775266125e+01,7.876788288e+01,7.495992703e+01,6.426415318e+00,1.512286280e+01,6.457976179e+01,4.435495262e+01
4.544715442e+01,1.821201790e+00,3.227675972e+01,2.603193153e+01,3.269603661e+01,2.676696352e+01,9.188380586e+01,7.107771609e+01
4.728674762e+01,5.680311286e+00,4.174484338e+01,7.403740204e+01,4.087894359e+01,1.209623278e+01,6.065330947e+01,3.847700839e+01
8.452598105e-01,3.030807947e+01,5.694409527e+01,2.555102771e+01,8.363351264e+01,5.637717115e+01,1.167905197e+00,3.902788727e+01
7.220682365e+01,6.849829391e+01,4.200296984e+01,4.522651482e+01,8.775913233e+01,4.676898947e+01,8.290140422e+01,1.922138056e+01
2.303031158e+01,7.061816019e+00,2.557673205e+01,5.950178452e+00,1.791884763e+01,7.321012820e+01,3.758823293e+01,5.727978227e+01
4.305279257e+01,7.186416771e+01,3.113652168e+01,6.219135872e+01,7.763714881e+01,5.105542962e+01,5.104528168e+01,6.060825328e+01
6.831868346e+01,9.969913754e+01,3.880814385e+01,7.453682988e+01,4.428793586e+01,8.007508472e+01,1.447464904e+01,1.399099758e+01
5.539876100e+01,3.548437744e+01,5.742284193e+01,3.913121490e+01,6.280201071e+01,5.065198529e+01,4.978050549e+01,7.446974088e+01
6.672354319e+01,4.170032403e+01,9.173907432e+01,8.138593507e+01,4.355527017e+01,1.719637153e+01,4.492287139e+01,9.352986819e+01
3.896084720e+01,6.322379844e+01,3.693520124e+01,1.971795568e+01,3.467350299e+01,9.465379737e+01,6.076106335e+00,8.669742207e+01
6.059979789e+01,8.068424929e+01,6.034298731e+01,1.945999315e+01,9.237532173e+01,2.000842787e+01,5.919878705e+01,1.092820305e+01
5.011108645e-01,4.352230716e+01,8.643946383e+01,9.151141639e+01,6.129581532e+01,1.890451596e+00,3.968481846e+01,6.341730252e+00
1.113579226e+01,9.663096165e+01,9.461264425e+00,3.819351365e+01,1.234573862e+01,3.888861739e+01,2.685151096e+01,5.969334441e+01
5.911191650e+01,7.512241559e+01,1.667381498e+00,2.174470168e+01,3.976820816e+01,8.255497797e+01,4.506864955e+01,2.125605658e+01
3.276435567e+01,5.480813285e+00,2.039832404e+01,4.168864189e+00,8.728704227e+01,9.650946984e+01,8.991022400e+01,8.518227344e+01
7.294491099e+01,7.718283917e+00,5.858580937e+01,1.620983677e+01,4.944488188e+01,5.828661036e+01,3.902386023e+01,5.239467796e+01
2.457693563e+01,2.159248777e+01,6.674936402e+01,2.224954361e+01,3.644323959e+01,8.522818352e+01,4.184560122e+01,5.935347301e+00
6.036606153e+01,3.865502405e+00,4.021696929e+01,1.229976161e+01,6.224089871e+01,2.444643424e+01,5.400397146e+00,6.112533363e+01
7.834874718e+01,6.615638921e+01,5.187124057e+01,7.475787105e+00,1.447798455e+01,9.685082879e+01,1.467901914e+01,2.163816751e+00
8.275387644e+01,6.396103116e+01,4.562070982e+01,5.728780009e+01,5.545116693e+01,9.338082297e+00,1.280571749e+01,8.174640735e+01
7.937669262e+01,1.168156081e+00,5.412651829e+01,4.642215634e+01,9.861651093e+01,8.592137621e+01,1.456743247e+01,2.451124227e+01
1.664893720e+01,2.280680105e+01,4.330150355e+01,3.997307494e+01,4.366329738e+01,3.329476882e+01,1.216123614e+01,4.579055607e+01
8.969577611e+00,5.088166244e+01,4.743501558e+01,2.042810292e+01,8.546882634e+01,4.929878962e+00,7.352729975e+01,3.839330771e+00
9.268451200e+01,4.662095359e+01,4.538189607e+01,5.811953336e+01,9.242831521e+00,6.075666567e+01,9.439996245e+01,5.010194399e+00
