v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41
1.398908729e+01,4.491318862e+01,8.590488371e+00,5.688912292e+01,9.183212040e+01,3.502528716e+00,7.196238872e+01,9.572871812e+01,3.475875105e+01,8.632812044e+01,1.742075294e+01,5.253870858e+01,6.246543722e+01,2.115292926e+01,3.125335514e+01,6.682555635e+01,9.032205054e+01,4.371131967e+01,8.040386658e+01,7.940243862e+01,9.035537794e+01,1.189380352e+01,2.457914548e+01,2.292166561e+00,8.291677070e+01,6.639029288e+01,3.389881229e+01,4.941842828e+01,7.843361191e+01,2.667484678e+01,5.413846418e+01,2.071539673e+00,9.023607553e+01,4.730127808e+01,4.306265165e+01,8.101374345e+01,8.076650246e+01,6.301806731e+01,6.205875012e+00,5.115856523e+01,6.378114004e+01
7.023275596e+01,7.548412762e+01,8.434729196e+01,2.116963920e+01,6.774110061e+01,1.357571574e+01,8.302306826e+01,9.270487829e+01,1.157295335e+01,1.420163183e+01,2.935528673e+01,8.864120856e+01,8.325711209e+01,3.712725518e+01,9.692766509e+01,7.139198487e+01,4.608996591e+01,1.208304125e+01,5.654167021e+01,3.270156646e+01,9.494078876e+01,2.603818263e+01,5.722098018e+01,5.829458514e+00,8.709315140e+01,2.637914993e+01,9.598147667e+00,7.138077170e+01,9.337796861e+00,8.842285334e+01,2.788241554e+01,2.149709040e+01,5.057684491e+01,4.112212027e+01,4.382690451e+01,5.961899157e+01,7.360126652e+01,9.993327047e+01,4.569949063e+01,2.909076044e+01,1.202977598e+01
9.599988474e+01,9.797444994e+01,4.936140333e+01,4.612834035e+01,1.934232576e+00,3.982670942e+01,7.773704631e+01,5.700554833e+01,9.987315283e+01,3.655462547e+01,4.583157223e+01,1.781582947e+01,2.235632231e+01,4.818888708e+01,8.963166474e+01,7.922345632e+01,6.769856510e+01,8.049816406e+01,3.311898205e+01,8.886245191e+01,1.583697655e+01,7.261372830e+01,3.500704190e+00,6.669320755e+01,9.823317325e+01,5.334705419e+01,5.655118846e+01,4.616764381e+01,7.117067230e+01,7.723741011e+00,7.237977392e+01,2.028288961e+01,5.913752391e+01,4.032984956e+01,8.415858758e+00,7.139160589e+00,4.385992868e+01,9.007198402e+01,1.417719828e+01,4.585900532e+01,6.349874219e+01
9.884352540e+00,1.304870903e+01,6.107507740e+01,8.082925346e+01,4.796966359e+01,9.709112289e+01,7.410053943e+00,5.054853270e+01,2.948804986e+01,8.434135012e+01,7.823370284e+01,2.556888769e+01,3.849706564e+01,1.143121790e+01,4.203325478e+01,7.527115427e-01,6.989271651e+01,7.850778999e+01,5.941750534e+01,6.281090551e+01,8.715507238e+01,8.106637378e+01,4.120237958e+01,9.773063325e+01,9.675154751e+00,1.286490467e+01,7.739694770e+01,9.042275540e+01,3.485547570e+01,5.571859142e+01,9.861779399e-01,1.722854442e+01,2.535884275e+01,5.536548634e+00,5.164959643e+01,2.192331299e+00,4.194608142e+01,8.818043272e+01,9.275058601e+01,5.187168598e+00,4.525575780e+01
4.556544138e+01,8.732495948e+01,8.000293442e+01,4.283208183e+01,3.019311114e+01,4.598194313e+01,5.053341473e+01,7.064716956e+01,4.687682662e+01,5.178119718e+00,5.079068667e+01,5.664907889e+00,9.946415222e+01,7.772026832e+01,3.806620987e+01,6.293862282e+01,6.635609409e+01,6.638367590e+00,6.950615675e+01,8.660491229e+01,4.847879594e+00,4.835246490e+01,1.222438402e+01,9.177222757e+01,1.165719799e+01,1.174214174e+01,3.963331636e+01,7.818434678e+01,8.365561628e+01,8.272702337e+01,1.281985866e+01,5.490211763e+01,5.456451953e+01,7.008970156e+01,7.718309312e+00,2.364167082e+01,4.533298243e+00,7.276229823e+01,2.967846438e+01,3.562274073e+01,3.810267672e+00
8.787382375e+01,9.712115546e+01,7.713478939e+01,9.135255110e+01,8.453318049e+01,9.633909485e+01,6.484608573e+01,2.364502981e+01,1.748297904e+01,6.179725154e+01,3.022373065e+01,3.308902277e+01,2.164162221e+01,8.478359201e+01,1.086850828e+01,3.777073908e+01,9.808915153e+01,7.735326781e+01,3.520199611e+01,8.450959049e+01,5.671601116e+01,9.020839048e+01,7.732470005e+01,5.133150532e+01,6.654325062e+00,6.073085918e+01,8.140276877e+01,5.907309473e+01,5.159371613e+01,7.648258645e+00,7.063137998e+01,3.085739594e+01,6.754160445e+01,4.866029783e+01,4.688316569e+01,6.748300060e+01,9.282198667e+01,2.358513008e+01,5.787416640e+01,4.321926025e+01,7.556973160e+01
5.686956210e+01,6.960182215e+01,1.364206566e+01,5.156435182e+01,5.607808106e+01,6.744637480e+01,1.849287659e+01,1.116338310e+01,2.428476308e+01,2.646092190e+01,1.043728806e+01,7.741497976e+01,6.346255551e+01,2.325952716e+01,7.524428732e+01,4.505679526e+01,8.611784909e+01,5.892214467e+01,4.175637390e+01,7.881116260e+01,8.835816512e+01,1.004802832e+01,1.097199345e+01,6.395931404e+01,1.737127156e+01,6.752729711e+01,3.706052238e+01,1.191104844e+01,6.923455326e+01,5.553629759e+01,2.099369393e+00,2.714357849e+01,6.828844997e+00,4.967255692e+01,7.056710538e+01,1.649142159e+01,7.188143671e+01,6.622255433e+00,1.586845648e+01,4.700523992e+01,2.310177955e+01
7.142774865e+01,8.187552004e+01,9.514279305e+01,1.627878540e+01,9.125381379e+01,5.560718581e+01,4.034594208e+01,3.330055299e+01,3.546686376e+01,4.750339382e+01,5.910999221e+01,1.762368376e+01,9.395785317e+00,3.798570793e+00,5.854387379e+01,6.954655767e+01,1.780391763e+01,9.178130364e+01,4.951090696e+01,1.916490885e+01,5.563143760e+01,3.501466181e+01,7.343925999e+01,3.743715024e+01,9.500084764e+01,4.442592088e+01,9.659999915e+01,4.165799720e+01,1.144575508e+01,4.806453539e+01,7.446288928e+01,6.676198842e+01,1.765336475e+01,7.297925335e+01,5.684213109e+00,5.386518822e+01,3.765479236e+01,1.252717781e+01,4.883248227e+01,7.050186329e+00,6.067051250e+01
3.021576187e+01,3.007634788e+01,7.094105742e+01,4.169303320e+01,3.632982935e+01,7.065461596e+01,2.923249061e+01,2.968764843e+01,4.837159236e+01,5.122060862e+01,2.880970608e+01,3.668745095e+01,7.886338789e+01,3.024017922e+01,2.446879737e+01,4.495218599e+01,2.652451245e+01,7.666826361e+01,2.551768405e+01,8.100001969e+00,4.724714696e+00,2.697976592e+01,1.817109663e+01,7.793399461e+01,4.973900420e+01,9.119274442e+01,7.614744730e+01,1.243400340e+01,4.750540098e+01,8.074406010e+01,2.418988210e+01,4.853268205e+01,3.354595837e+00,5.761687306e+01,4.759608000e+01,4.738356423e+01,6.410080616e+01,8.844673971e+01,1.745731470e+01,5.923111269e+01,7.195818409e+00
2.741657292e+01,1.972470506e+01,2.424755905e+01,4.809692004e+01,3.842097760e+01,7.948535328e+01,9.439836851e+01,8.402468627e+01,3.391772030e+01,3.134638906e+01,1.077236944e+01,6.856397092e+01,2.026333772e+01,8.844275794e+00,8.675608566e+01,8.429359849e+01,5.533177088e+01,6.512976738e+01,3.076387830e+01,7.110447800e+01,4.707897220e+01,5.249675915e+01,7.880989056e+01,6.286599862e+01,5.081752411e+01,2.060683874e+01,7.456932557e+01,4.471228316e+01,4.965657527e+01,2.358955892e+01,1.486826288e+01,3.861829726e+01,7.123978052e+01,5.047512946e+01,3.517064412e+01,7.582766587e+01,2.134048593e+01,5.973863747e+01,1.055883682e+01,4.163591143e+01,8.185603227e+01
6.292382310e+01,6.996109338e+01,9.331635896e+01,5.604307123e+00,7.085578206e+01,5.641080416e+00,4.543003519e+01,7.972604671e+00,1.855891451e+01,8.526216176e+01,3.830464404e+01,1.561019281e+01,8.704731975e+01,5.836328185e+01,3.166540615e+01,8.737854975e+01,3.988718992e+01,6.358738905e+01,1.606709359e+01,2.108531696e+01,8.236823361e+01,1.354630021e+01,3.015403572e+00,1.757140633e+01,9.521385917e+01,1.743918739e+01,3.808080462e+01,1.835943763e+01,6.201873805e+01,9.998705712e+01,3.168388823e+01,5.796044668e+01,7.003754983e+01,9.166185650e+01,9.804966595e+01,2.822131765e+01,2.195865511e+01,1.801245747e+01,9.058014607e+01,8.395917874e+01,1.434451000e+01
1.245113769e+01,4.182739698e+01,9.966890954e+01,2.904138065e+01,7.275810532e+01,3.342729320e+01,4.513332678e+01,2.725424252e+01,1.660061774e+01,4.413857872e+01,5.862456543e+00,2.645070794e+01,3.565535716e+01,2.839069250e+00,3.893963059e+01,9.062072029e+01,7.675169552e+01,2.209099795e+01,9.182634526e+01,9.249988065e+01,6.973515861e+01,5.262784262e+01,4.595506072e+01,9.124162870e+01,8.868489731e+00,6.243006224e+01,6.968988374e+01,1.147694001e+01,7.949485663e+01,1.338460432e+01,8.184851167e+01,8.921691675e+01,6.361882233e+01,7.119065413e+01,5.901994465e+01,2.529411300e+01,5.662485114e+01,3.001563730e+01,4.440620304e+01,2.788553332e+01,5.234950239e+01
4.449260059e+01,9.959450909e+00,7.384489587e+01,2.428089214e+01,5.139109392e+01,5.241332508e+01,1.384581624e+00,8.062160659e+01,6.621167854e+01,3.518214017e+01,1.080004499e+01,2.900895034e+01,4.462412384e+01,5.130699904e+01,1.506531185e+01,4.248602201e+01,1.547078608e+01,3.391752161e+01,6.078276205e+01,1.997210859e+01,4.784389672e+01,7.563973683e+01,9.199945670e+01,1.803814207e+01,3.587583211e+00,3.352180964e+01,3.431485960e+01,2.521296963e+01,7.278191014e+01,7.876297412e+01,3.871565766e+01,6.048739873e+01,5.573829470e+00,3.361774537e+01,6.361332995e+01,1.408633018e+01,3.640587760e+01,4.051743600e+01,4.301082329e+01,6.795836294e+00,7.964731924e+01
9.485501184e+01,8.922600571e+01,4.061442736e+01,6.028917192e+01,2.367935356e+01,6.671338102e+00,3.252434614e+01,3.950938182e+01,7.745031648e+01,8.090163281e+01,7.370661861e+00,5.931777103e+01,2.479893252e+01,3.166447436e+01,7.838191394e+01,2.592224254e+01,3.122543798e+01,8.498710785e+01,4.523687450e+01,1.663849911e+01,7.287386964e+01,3.526534777e+01,3.103675834e+01,9.542036760e+01,2.448517644e+01,2.989489246e+01,2.988848282e+01,8.727988628e+01,7.652963030e+01,7.738819048e+01,4.355590018e+01,9.732903319e+00,2.310527598e+01,5.577538258e+01,4.062164637e+01,3.739622175e+01,2.973972177e+01,6.045471096e+01,5.798599508e+01,7.512238258e+01,3.703467136e+01
7.152827357e+00,5.018318791e+01,2.145860759e+01,1.729576958e+01,6.239592643e+01,9.253545882e+01,6.253596813e+01,6.851044674e+01,4.915106300e+01,6.842652786e+01,4.601121316e+01,6.953295246e+01,6.597080477e+01,8.746893591e+01,9.946208187e+01,6.939773932e+01,7.761569378e+01,8.739351859e+01,6.584120869e+01,9.324418938e+01,3.804545703e+01,7.114025408e+01,2.074788097e+01,4.677919624e+01,4.419126813e+01,8.913876700e+01,5.528354614e+01,9.935627738e+01,6.797122541e+01,1.663132751e+01,6.256327571e+01,8.736587205e+01,3.049369133e+01,8.522430136e+01,4.330591783e+01,9.913670110e+01,8.299857052e+01,2.142509691e+01,7.799759425e+01,3.345025562e+01,7.573530726e+01
7.300050422e+01,4.664736842e+01,1.596012173e+01,3.210396392e+01,5.663721011e+01,7.548606870e+01,9.254088188e+01,5.544833378e+01,7.218780171e+01,2.335649271e+01,7.697491067e+01,6.656677065e+01,9.419702308e+01,1.312961409e+01,9.599166393e+01,4.764149377e+01,4.371349289e+01,5.451838032e+01,9.172335225e+00,2.710373659e+01,8.325598169e+01,3.376998257e+01,4.453161305e+01,9.930377215e+01,8.019304805e+01,1.707805942e+01,5.406964054e+01,8.832795489e+01,2.051379974e+01,7.709380466e+01,2.284038702e+00,8.897680689e+00,1.902805935e+01,4.281350477e+01,5.650273099e+01,6.837773070e+01,5.184514433e+01,8.761918912e-01,9.020409285e+01,1.215020210e+01,5.902396162e+00
1.718793525e+01,8.506495038e+01,8.764583403e+01,8.151272505e+01,5.800219137e+01,3.787800913e+01,5.585098669e+01,8.839397044e+01,1.778450915e+01,9.142289028e+01,2.448260578e+01,6.772292971e+00,7.783955504e+01,9.867225886e+01,2.908099029e+01,5.485619209e+01,3.853429230e+01,2.063211000e+01,9.557670561e+00,2.855359231e+01,4.858256985e+01,4.337099754e+01,1.771215077e+01,2.457575165e+01,4.857160325e+01,7.824283430e+01,9.037103297e+01,8.144861412e+00,5.177783201e+01,7.186045085e+00,8.312954162e+01,9.521972580e+01,5.035889678e+01,1.812413684e+01,9.703347039e+01,8.534059992e+01,2.687718411e+01,5.297375834e+01,1.402639609e+01,1.348351421e+01,9.660619880e+01
6.684753796e+01,3.961752908e+01,6.522588626e+01,4.498167482e+00,7.302158545e+01,2.713101968e+01,5.607225320e+01,7.476254934e+01,1.478675633e+00,3.329828928e+01,3.865431063e+00,2.577961118e+01,8.108665091e+01,5.020231820e+01,2.075211578e+00,3.140459811e+01,7.854443569e+01,9.514322270e+01,7.122329650e+01,6.787709566e+01,7.303882112e+01,7.398370527e+01,8.948839901e+01,1.724294666e+01,2.519240434e+01,9.352864931e+01,6.192071636e+01,9.169134913e+01,7.691416878e+01,5.053795183e+01,7.862162128e+01,3.775523176e+00,2.047228518e+00,9.958000091e+01,4.663121736e+01,5.727994834e+01,5.874818665e+01,9.151419948e+01,5.994988607e+01,7.931621237e+01,6.199821903e+01
2.170601732e+01,4.328325893e+01,6.237443154e+01,1.251529779e+01,9.650525430e+01,8.136774663e+01,6.824255105e+01,4.392430666e+01,8.949024579e+01,7.204317245e+01,6.013209581e+01,4.854964946e+01,7.112222025e+01,4.450006164e+01,8.290202433e+01,9.450485667e+01,5.341178802e+01,6.700685426e+01,1.670356931e+01,6.824204012e+00,5.824857601e+00,8.187692111e+01,5.468674821e+01,2.446602236e+01,8.462682126e+01,2.362880338e+01,1.290787653e+01,2.689531043e+01,5.600961988e+01,3.276050173e+01,6.512123555e+00,1.897426038e+01,3.016482606e+01,1.006025042e+01,9.380210595e+01,9.122033084e+01,8.671361259e+01,2.840871058e+01,5.480045201e+01,9.649388437e+01,6.077768167e+01
5.424966744e+01,2.723982902e+01,8.970351021e+01,4.968829446e+01,4.297019113e+01,1.948504008e+01,7.668420534e+01,8.412317839e+01,5.961742535e+01,4.037463713e+01,8.161569688e+01,4.589991940e+01,3.205573115e+01,2.171503285e+01,8.289546333e+01,7.718832046e+01,8.940423799e+00,5.966888553e+01,5.237163883e+01,9.361115493e+01,9.247993572e+01,1.277569287e+01,8.056804696e+01,6.232385425e+01,9.166888388e+01,2.149068312e+01,1.046117459e+01,8.930919222e+01,1.809942691e+01,5.145385208e+01,3.842010395e+01,6.826621292e+01,6.596064540e+01,3.662458642e+01,7.885618722e+01,9.932905265e+01,3.335331830e+01,3.855225992e+01,6.431687028e+01,6.993707782e+01,7.474744891e+01
9.366418638e+00,1.760795499e+01,3.622882708e+01,8.493104393e+01,5.445066945e+01,4.051569411e+01,2.848511013e+01,2.517194544e+00,4.544488543e+00,5.051862697e+01,6.543931530e+01,7.098386578e+01,9.657109925e-01,1.948571444e+01,1.693194826e+01,3.280803778e+01,3.933853158e+01,9.240116955e+01,4.734835880e+01,6.399478801e+01,7.161406390e+01,8.784484900e+01,6.309497163e+01,8.437982486e+01,7.540081321e+01,2.611883238e+01,7.702747927e+01,4.869502628e+00,6.118737097e+01,4.975837712e+01,8.936867865e+01,7.749529522e+01,2.874566358e+01,4.341640775e+01,6.613241284e+01,9.591514930e+01,5.988738554e+01,6.866293934e+01,9.037392226e+01,1.392136621e+01,1.267858013e+00
9.055997228e+01,5.500160634e+01,3.362272242e+01,1.822698817e+01,6.789718523e+00,4.116250605e+01,6.018350875e+01,9.130657723e+01,8.071674773e+01,4.006693065e+00,3.518843464e+01,1.645350307e+01,3.185980128e+00,8.713812690e+01,4.299237915e+01,7.186861617e+01,1.523532430e+01,5.540348038e+01,4.295701263e+01,4.944347137e+00,7.508255060e+01,8.524226039e+01,4.255891573e+00,5.861639587e+01,9.449642243e+01,3.559325923e+01,8.606729346e+01,6.110006742e+01,4.388962848e+01,7.202123553e+01,9.551877999e+01,7.016699052e+01,8.969597015e+01,5.751866230e+01,9.673866637e+01,1.209866444e+01,1.948503544e+01,8.677654651e+00,7.818685397e+01,3.835497015e+01,5.622424745e+01
9.728081922e+01,8.964669083e+01,7.709013848e+01,9.846875577e+01,9.356867443e+01,3.827270766e+01,3.859617939e+01,9.886416865e+01,5.812270085e+01,7.339000545e+01,7.091134622e-01,6.597137294e+01,3.346017108e+01,2.065714749e+00,6.986821313e+01,6.588995135e+01,9.002268170e+00,4.148186006e+00,5.645872796e+01,2.434825196e+01,7.486096071e+01,9.286788183e+01,5.023010880e+01,9.082982747e+01,2.134970227e+01,1.681269489e+01,7.672336199e+01,2.221518792e+00,6.315778747e+01,7.571094265e+01,3.318341413e+00,4.357410515e+00,9.038571783e+01,3.041429385e+01,2.899259045e+01,7.846364772e+01,9.107929298e+00,9.580919196e+01,2.855994857e+01,2.851825658e+00,3.386197327e+01
6.498670737e+01,2.783672727e+01,6.060152348e+01,8.792628543e+01,4.310888648e+01,5.590161495e+01,9.156682863e+01,5.490655756e+01,5.898886533e+01,6.425360918e+00,8.812829969e+01,6.422207032e+01,8.538134990e+01,4.215802368e+01,9.381967057e+01,5.613072798e+01,5.085966244e+01,2.778382156e+01,4.536391439e+00,5.293774838e+01,9.148211231e+01,7.403886655e+01,1.058182253e+00,4.902833308e+01,6.523207483e+01,6.042933234e+01,6.648323968e+01,4.673834014e+01,5.086649900e+00,4.090591889e+01,7.490531316e+01,3.617296672e+01,2.549926094e+01,6.181226065e+01,1.242224573e+01,9.380372534e+01,6.494243563e+01,8.455430046e+01,9.761761929e+01,1.058748733e+01,8.678212236e+01
8.660259888e+01,9.549530951e+01,5.820341019e+01,2.580451665e+01,1.587107311e+01,2.415283900e+01,8.777728613e+01,3.173873952e+01,2.643830545e+01,5.811562721e+01,1.404858937e+01,3.163350466e+00,1.360041876e+01,7.269321335e+01,5.458683358e+01,2.694263025e+01,6.572464126e+01,7.514208312e+01,8.377130559e+01,1.765437002e+01,7.982736316e+01,4.859845777e+01,1.008796467e+01,4.005319879e+01,6.736187120e-01,8.503231065e+01,6.336737077e+01,9.312192798e+01,7.907587865e+01,9.406278126e+01,8.085044596e+01,3.714886619e+01,4.665067745e+01,2.817100029e+01,1.524167450e+01,7.942675298e+01,6.899665919e+01,9.597694267e+01,5.912768959e+01,2.685610855e+01,9.627734107e+01
1.038184379e+01,5.161558131e+01,8.215881626e+00,8.915246597e+01,2.843861170e+01,5.030172926e+01,7.808326848e+01,1.656183183e+01,3.872839695e+01,6.559550939e+01,1.456898161e+01,8.707364236e+01,7.361136001e+01,2.580393041e+01,3.878839372e+01,7.766929119e+01,5.226934454e+01,5.476407518e+01,4.368327477e+01,4.806317001e+01,8.117654238e+01,1.203265045e+00,7.355353467e+01,9.321587286e+01,6.370122659e+01,8.106184747e+01,3.090600691e+01,2.180655933e+01,2.429345248e+01,8.782652629e+01,7.263649770e+01,6.156503202e+01,8.199167210e+01,9.613628241e+01,8.698564155e+00,4.444790420e+00,4.531434181e+01,4.699327011e+01,9.097656360e+01,8.765839947e+01,2.989089183e+01
1.920963103e+01,3.472345062e+01,8.095785082e+00,8.267871753e+01,1.893987534e+01,8.842752493e+01,9.987860583e+01,6.247187326e+01,1.594492102e+01,1.439736972e+01,9.443157389e+01,6.289372262e+01,8.897480684e+01,8.466024228e+01,4.730058481e+01,8.001957998e+01,2.832837833e+00,7.823454211e+00,5.551933506e+01,9.170704288e+01,8.841867355e+01,8.438421359e+01,4.944536954e+01,3.519158486e+01,1.393628632e+01,5.846033581e+01,9.616129355e+00,1.218476051e+01,9.549200629e+01,5.782735713e+00,7.473106173e+01,8.053506150e+01,5.781482994e+00,7.214811163e+01,6.780734263e+00,4.684868284e+01,4.509624332e+01,6.191554639e+01,9.803145611e+01,8.588951036e+01,2.282677467e+01
3.420293841e+01,7.105698935e+01,2.696311218e+01,1.046007708e+01,5.482970361e+01,4.351765794e+01,4.832247247e+01,4.437715936e+01,1.915676542e+01,7.525204183e+01,3.460705173e+01,3.965820129e+01,7.324301455e+01,3.011180572e+01,5.195736811e+01,5.452378121e+01,2.168702050e+01,4.168685517e+01,8.596815667e+00,5.120619419e+01,4.208600663e+01,9.110905233e+01,3.690239375e+01,9.961817128e+01,6.637135766e+01,5.028361289e+01,4.993769531e+01,7.619734582e+01,7.006840272e+01,7.354212720e+01,8.194634622e+01,1.154629862e+01,5.379947752e+01,9.396467894e+01,1.542731855e+01,5.401684749e+01,6.518950189e+01,7.787448420e+01,6.099763139e+01,6.513157623e+01,7.785972436e+01
5.659119322e+00,9.324882855e+01,4.951306321e+01,3.324862317e+01,3.693536237e+01,7.113392971e+01,9.556603779e+01,4.671886428e+01,1.120483622e+01,3.924560327e+00,9.913682880e+01,1.459878970e+00,6.225388365e+01,3.513608043e+01,1.547501967e+01,5.854125977e+01,3.579968691e+01,3.566095519e+01,4.015955286e+01,9.548859359e+01,1.369142665e+01,6.899366974e+01,7.895878200e+01,2.566630053e+01,3.353897699e+01,5.764453627e+01,2.302688245e+00,1.363167093e+01,7.522377183e+01,6.845982669e+01,1.978588752e+01,9.733377176e+01,4.183086340e+01,3.798460949e+01,3.255747648e+01,8.957033509e+01,2.688978292e+00,1.790383370e+01,1.008211500e+01,3.980612279e+01,7.801728428e+00
8.254090608e+00,1.454738890e+01,5.663575188e+01,8.176548406e+01,3.312742524e+01,9.942532539e+01,7.241133600e+01,1.980905178e+01,6.040208203e+01,9.479284325e+01,9.011869321e+00,3.449160785e+00,1.154932335e+01,6.369706866e+01,2.513670972e+01,2.460967150e+00,5.540250538e+01,6.877816976e+00,6.766928414e+00,5.360997606e+00,8.100584161e+01,3.429444559e+01,5.006019899e+01,4.835031697e+01,2.697695247e+01,9.108023405e+01,1.557401987e+01,5.826433021e+01,3.145644706e+01,4.938299763e+01,3.823164414e+01,8.038875480e+01,6.949171634e+01,7.248207393e+01,1.319410581e+01,8.668994156e+01,6.731133775e-01,1.664933541e+01,5.026949636e+01,7.742696833e+01,5.435317499e+01
4.505759791e+01,6.925626506e+01,4.550336454e+01,6.978007728e+01,3.723337259e+01,9.781634754e+01,5.983384904e+01,5.248979244e+01,4.721991209e+01,1.912610049e+01,4.421665500e+01,3.014942090e+00,8.415349234e+01,5.825463085e+01,8.789928085e+01,3.011331384e+01,3.736030395e+01,8.536129557e+01,7.959996329e+01,9.437607984e+00,2.666003962e+01,4.181522552e+00,9.866304767e+01,1.531553978e+01,8.152867350e+01,5.907576327e+01,3.562705785e+01,7.424625744e+01,9.837881135e+01,7.493877162e+01,5.711255559e+01,5.763447023e+01,1.437812535e+01,2.566955649e+01,4.480640661e+01,2.904891812e+01,4.572520097e+01,7.703322342e+01,1.208659193e+00,5.171783070e+01,1.559020566e+00
9.849900437e+01,2.895949376e+00,6.840453169e+01,3.586110048e+01,2.312224007e+01,4.202717238e+01,5.217391093e+01,2.586240547e+01,1.272992377e+01,3.041993734e+01,1.173125189e+01,8.875417725e+01,7.814486763e+01,3.557970619e+01,2.394292014e+01,1.066266930e+01,2.130520875e+01,7.528098738e+01,2.747956619e+01,3.264410883e+01,1.197778584e+01,2.278647543e+01,1.384564778e+01,4.148450870e+01,5.143119822e+01,2.515941697e+01,5.055110610e+01,9.697673224e+01,3.783064885e+01,4.826635937e+01,5.644075163e+01,5.225451305e+00,3.553753578e+01,8.586488016e+01,2.685975596e+00,1.810927987e+01,3.327244736e+01,1.593555789e+01,8.088484712e+00,1.890154596e+01,3.884310391e+01
1.389500823e+01,5.638422926e+01,3.645316117e+01,8.108923412e+00,3.416584913e+01,5.416426336e+01,9.535483531e+01,9.084748362e+01,3.855957015e+01,1.563469395e+00,7.863660939e+01,6.186994348e+01,4.549958994e+01,3.999600455e+00,2.262869212e+01,2.766641839e+01,7.172860216e+01,7.894518799e+01,4.682875547e+01,3.607533982e+01,4.061506311e+01,3.743991247e+01,5.716742818e+01,8.201373427e+01,7.622525747e+01,8.867505677e+01,9.141705244e+01,2.354754848e+01,9.072306232e+01,1.123093483e+01,5.064669100e+01,3.582970412e+01,7.094232610e+00,2.416961553e+01,8.931128070e+01,9.264316664e+01,6.186359637e+01,8.453133866e+00,5.231832275e+01,2.554390789e+01,4.122648764e+01
9.885228794e+01,2.964668702e+01,5.537061084e+01,6.607721299e+01,4.810421827e+01,3.138099605e+01,8.994544421e+01,5.821554091e+01,4.415721654e+01,1.019802257e+01,2.386555187e+01,1.673025105e+01,1.067984653e+00,7.624393502e+01,3.220782776e+00,1.215319533e+00,8.153235364e+01,2.091633684e+01,5.569752545e+01,8.985144947e+01,2.129387048e+01,4.086215963e+01,5.594276978e+01,9.058931521e+01,9.059582589e+01,2.014808706e+01,1.129825491e+00,9.557256776e+01,2.340312368e+00,1.290680707e+01,8.727543702e+01,3.183460588e+01,1.578287074e+01,4.804440249e+00,9.171892906e+01,9.528802593e+00,4.870987790e+01,4.736716133e+01,9.972910894e+01,4.144729501e+01,4.208544770e+01
7.079806973e+01,2.755896107e+01,8.091014116e+01,9.548521661e+01,8.621113854e+01,3.073096942e+01,4.287399649e+01,8.613661844e+01,4.883919488e+01,3.289550802e+01,3.637278812e+01,8.001073533e+01,7.445690726e+01,6.088807920e+01,6.598523725e+01,5.716525313e+00,3.548349183e+01,5.139196717e+01,8.727024174e+01,5.848131808e+01,7.444957921e+00,9.649467377e+01,7.828914669e+01,7.572790695e+01,5.716828769e+01,5.240253788e+01,4.113955971e+01,8.707201826e+01,3.932758622e+01,6.065260014e+01,7.617750375e+01,9.576108112e+01,2.866227712e+01,8.802435956e+01,1.660049530e+01,2.014846329e+01,6.406799913e+01,1.553503813e+01,2.984942312e+01,4.788480360e+01,4.057181480e+01
9.750453385e+01,3.444098849e+01,4.488852619e+01,1.556930366e+01,9.964713948e+01,8.630218163e+01,8.271582979e+01,8.555015262e+01,2.094368260e+01,3.570126408e+01,7.122900288e+01,6.897959707e+01,5.761863991e+01,5.109055395e+01,9.897777917e+01,4.820022288e+01,6.440461722e+01,6.878185517e+01,4.853093387e+01,3.212397283e+01,9.201003339e+01,7.342119785e+01,2.861166208e+01,3.413816590e+01,1.677441867e+01,2.398600609e+01,7.418253989e+01,8.824663214e+00,1.953923057e+01,6.150801307e+01,8.594962106e+01,5.374068579e+01,5.441324808e+01,6.462652052e+01,9.538359490e+00,1.180969305e+01,1.814879315e+01,3.173193420e+01,8.923847938e+01,7.290039232e+01,6.435567258e+01
4.594116656e+01,1.256383809e+01,6.447580797e+01,6.115531771e+01,1.785003420e+01,3.463709449e+01,2.481596083e+01,7.998528606e+01,6.710726733e+01,8.598450264e+01,8.982382529e+01,1.880148198e+01,2.521659361e+01,5.545147434e+01,7.775925938e+01,1.999528454e+01,5.803227021e+01,2.042720975e+01,1.039387963e+00,5.028824988e+01,1.738359645e+01,5.130212081e+00,4.505701451e+01,8.730028273e+01,1.217865810e+01,9.675281123e+01,4.693778931e+01,8.334424002e+01,5.755124719e+01,8.458445683e+01,6.652248624e+01,1.450450850e+01,9.240114930e+01,6.011641781e+01,6.026815354e+01,2.472320062e+01,9.245290317e+01,9.633826236e+01,7.545392016e+01,6.494014561e+01,5.012072064e+00
