v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73
8.274352056e+01,2.718210030e+01,2.318126417e+01,4.001825878e+01,5.996361569e+01,4.004186066e+01,4.115796296e+01,8.790794483e+00,5.280231412e+01,3.857626079e+00,5.706241468e+01,8.299566387e+01,7.250664648e+01,4.717895942e+01,7.951359472e+01,6.319505024e+01,9.348343397e+01,6.594555308e+01,7.843231875e+00,3.286849782e+01,1.100665477e+01,2.155378201e+01,5.574559444e+01,8.438078394e+00,7.332088340e+00,8.420860773e+01,4.075949456e+00,6.571461123e+01,6.194384543e+01,1.192301185e-01,9.222127351e+01,4.395453341e+00,9.553098894e+01,2.765303771e+01,5.378780734e+01,3.636232534e+01,9.093566511e+01,5.405794500e+01,4.512703266e+01,4.928867062e+01,6.196336481e+01,9.419508456e+01,6.428446025e+01,9.877645452e+01,9.835175911e+01,1.148374319e+01,5.236920263e+01,2.457951243e+01,1.284641529e+01,4.735664672e+01,7.658792040e+01,2.010857907e+01,5.217486600e+01,1.218302581e+01,1.885769350e+01,4.125967355e+01,9.192405044e+01,7.157096668e+01,4.498680115e+01,4.800857667e+01,3.168957449e+01,3.388135526e+01,9.527870316e+01,3.095644649e+01,6.997982535e+01,5.375232777e+01,9.596104350e+01,3.080385135e+01,4.487837538e+01,6.971438943e+01,1.483770257e+01,4.954152923e+01,3.392333007e+01
2.331487813e+01,3.376788579e+01,5.828732942e+00,9.192257207e+01,3.170100465e+01,9.443154442e+01,2.198521884e+01,9.873323130e+01,3.642416070e+01,6.011134805e+01,3.537974862e+01,6.689742262e+01,7.025392743e+01,3.843333467e+01,7.241930805e+01,2.144269500e+01,6.498496600e+01,4.747145340e+01,2.369700892e+01,2.441761957e+01,2.765724990e+00,1.035365787e+01,6.413417516e+01,2.665354535e+01,7.064930969e+01,7.387462592e+01,6.062401505e+01,9.885633583e+00,1.217041886e+01,6.438999720e+01,4.626611458e+01,7.185052574e+01,4.492887303e+01,1.497714341e+01,9.189992583e+01,8.377887500e+01,7.527521610e+01,7.059989680e+01,7.920212427e+00,1.761789145e+01,1.669024044e+01,7.455309889e+01,2.088149107e+01,3.064827819e+01,1.620803387e+00,8.462372876e+01,2.543972204e+00,7.547510157e+01,9.210583460e+01,6.377242059e-01,4.387074502e+01,1.743115012e+01,4.088520318e+00,8.196854260e-01,9.902852611e+01,8.128298145e+00,2.207835821e+01,4.837982245e+01,4.063332787e+01,9.725680295e+01,3.187115329e+00,4.762385849e+01,9.465488254e+01,1.850155427e+00,9.399618715e+00,1.499058222e+01,6.109627128e+01,7.417640559e+01,5.841741726e+01,3.388156757e+01,1.034885653e+01,6.226181084e+01,9.542554615e+00
2.861545593e+01,1.044996022e+01,8.553452477e+01,5.414335561e+01,3.243527689e+00,2.905437181e+01,3.011866567e+01,3.577610856e+01,1.645349769e+01,5.274852869e+00,1.524932617e+01,4.428281961e+01,5.314103081e+01,2.446829316e+01,2.018825189e+01,7.188939416e+01,1.054024085e+01,2.024273071e+01,2.251598308e+01,3.945382848e+01,2.682313046e+01,5.491460929e+01,3.026666459e+01,2.656879587e+01,6.013296174e+00,4.520189113e+01,3.908236941e+01,1.695735263e+01,9.922193981e+01,7.474820515e+00,1.261698413e+01,3.030371740e+01,5.008031207e+00,7.316517194e+01,9.069034756e+01,9.114122512e+01,9.825868390e+00,6.193586850e+01,1.063972478e+01,4.263806633e+01,1.414947954e+01,8.602178457e+01,3.602133962e+01,6.690170369e+01,5.252994419e+01,5.966795690e+01,7.812451753e+01,7.318216064e+00,4.390194407e+01,2.938164509e+01,9.273409014e+01,5.803141552e+01,9.013873676e+01,1.752966475e+01,4.770717825e+01,8.501027237e+01,3.791935114e+01,6.301913152e+00,2.474306879e+01,3.329385109e+01,6.422365731e+01,7.401273797e+01,9.790636354e+01,9.278494942e+01,3.115979072e+01,6.962599746e+01,4.873598382e+01,2.588031163e+01,8.296958590e+01,2.875144822e+01,5.087618533e+01,4.279486232e+01,6.934755578e+01
5.679594327e+01,1.998084077e+01,1.137006072e+00,4.885398368e+01,4.443092672e+01,9.534063844e+01,9.417061013e+01,9.475332002e+01,3.121294727e+01,3.919177465e+01,3.401559636e+01,6.009391588e+00,6.498429087e+00,7.558775053e+01,5.030197296e+01,5.252155882e+00,7.671732860e+00,3.707942147e+01,3.146757549e+01,2.197753258e+01,8.029446820e+01,4.060061465e+01,3.519612405e+01,8.995282496e+01,4.091990063e+01,4.883220533e+00,2.740177948e+01,3.636339719e+01,2.347263743e+01,7.514483886e+01,8.361022710e+01,9.274662545e+01,9.835356127e+01,7.080138127e+01,5.084590256e+01,8.917214971e+01,1.661639469e+01,8.049460543e+01,8.615748403e+01,4.239846614e+01,3.343206816e+01,9.316325905e+01,8.320043815e+01,3.994620230e+01,8.668235477e+01,5.633771257e+01,6.370044446e+00,6.762157965e+01,7.905009573e+01,5.190890033e+01,5.030096794e+01,7.309369298e+01,6.521610332e+01,4.307106334e+00,9.349412945e+01,9.237440621e+00,6.512165220e+01,8.935757865e+01,2.240285362e+01,5.989288155e+01,7.275326039e+01,3.772410158e+01,4.457488559e+01,1.925903420e+01,4.693716155e+01,4.374990402e+01,1.708384627e+01,1.643231343e+01,5.153095859e+01,6.507761818e+01,7.876008779e+01,2.017814392e+01,1.098192582e+00
4.476960715e+01,6.422636941e+01,4.093393790e+01,8.214703920e+01,8.197484084e+01,2.036980396e+00,1.786831201e+01,2.222211799e+01,2.178120663e+01,4.351680414e+01,3.130664254e+01,1.991943868e+01,5.328807248e+01,1.436663690e+01,7.425048102e+01,6.955181963e+01,9.474356162e+01,6.434264046e+01,3.702908297e+01,8.601009955e+01,5.311943832e+01,1.135463987e+01,2.356192107e+01,6.433926985e+01,7.852165507e+01,4.989595745e+01,4.728911010e+01,5.920008787e+01,3.019258219e+01,2.972648561e+01,4.350164023e+01,4.109162398e+01,5.945281176e+01,6.657153878e+01,7.812397725e+01,5.067083154e+01,3.537668496e+01,5.595921773e+00,9.912076246e+00,6.547040386e+01,3.647677894e+01,3.715439581e+01,9.054720365e+01,6.305480892e+01,4.137854869e+01,5.275610820e+01,4.005253036e+01,4.041171281e+01,5.981818394e+01,8.758366376e+01,1.412199244e+01,6.494981360e+01,4.894017981e+01,5.648352419e+01,3.294862999e+01,1.196526060e+01,8.276024081e+01,2.652323398e+01,3.093999985e+01,4.399481557e+01,9.792050706e+01,1.820997159e+01,4.449939626e+01,6.917770039e+01,6.152785865e+01,4.706183737e+01,2.140934906e+01,7.992611817e+01,2.559636547e+01,8.157401615e+01,8.450590701e+01,9.704197022e+01,5.536957833e+01
8.984222548e+01,6.199869026e+01,5.325151525e+01,9.477963688e+01,4.004013076e+00,2.879935582e+01,8.894354747e+01,8.912210141e+01,9.221564319e+01,9.018479720e+01,7.664493220e+01,7.232793872e+01,3.812301062e+01,8.357060749e+01,3.187744786e+01,5.749228692e+01,1.694144978e+01,3.786065391e+01,9.299049371e+01,3.221636212e+01,3.345707115e+01,8.210318890e+01,1.370341346e+01,3.393892438e+01,9.911969055e+01,9.332999565e+01,5.530728971e+01,1.446850697e+01,5.644461283e+01,8.003825748e+01,6.700089663e+01,4.590347130e+01,3.665835266e+01,2.527324475e+01,3.010362629e+01,3.640411598e+01,1.838193282e+01,8.791094581e+01,7.225512598e+01,3.696451426e+01,7.230882402e+01,7.611529721e+01,8.081733484e+01,2.604972317e+00,4.332690177e+01,8.606785120e+01,4.039524169e+01,1.630153789e+01,1.032801559e+01,3.419245328e+01,1.542538813e+01,6.710290808e+01,1.586221767e+01,2.699111572e+01,3.888544257e+01,4.272694968e+01,4.429295174e+01,5.740977043e+01,6.501639808e+01,6.874374752e+01,3.778364162e+01,7.433001373e+01,6.917469959e+01,4.175709124e+01,6.809883649e+01,7.133080632e+01,7.435615696e+01,9.385500194e+01,7.621005077e+01,7.189028479e+01,5.416663551e+01,6.421781752e+01,6.600060030e+01
9.362763392e+01,2.000583549e+01,9.633994913e+01,4.557605825e+01,2.105205634e+01,3.827350304e+00,8.686905663e+01,5.528052841e+01,4.920553181e+01,7.412783258e+01,2.635384437e+00,1.544727718e+01,8.600956734e+01,3.208259134e+01,1.511806269e+01,3.049099348e+01,6.984045643e+01,7.089082661e+01,1.144038698e+01,3.649457018e+01,3.996363334e+01,2.747504384e+01,1.649932654e+01,4.777302094e+01,8.627164898e+00,2.675623576e+01,2.987227121e+01,2.463140288e+01,2.298550405e+01,1.516277525e+01,5.699697969e+01,5.557197374e+01,8.271594357e+00,8.466961139e+01,9.894539783e+01,7.515748898e+01,9.630289277e+01,8.385267715e+01,6.794323817e+01,5.452308256e+01,7.082689815e+01,2.790484715e+01,9.516244655e+00,5.420391861e+01,9.560544992e+01,5.086668233e+01,9.148880995e+01,9.880238167e+01,9.691265553e+01,6.572977021e+01,3.212051311e-01,6.294385760e+01,3.771036608e+01,3.259208955e+01,7.152508877e+01,6.438324619e+01,8.593382895e+01,9.159384653e+01,4.128442913e+01,1.242624385e+01,4.957418017e+01,4.126446784e+01,3.893962097e+01,9.735436827e+01,6.918938820e+01,2.616286996e+00,3.302268062e+01,9.339757913e+01,7.884789109e+01,1.111490227e+01,9.417958122e+01,4.854605707e+01,2.492763647e+01
5.458313830e+01,6.370373995e+01,2.193859136e+01,5.974461509e+01,4.890005754e+01,2.009909602e+01,3.618466385e+01,1.949595773e+01,3.357402463e+01,6.373436415e+01,9.306797399e+00,5.893808710e+01,8.085403756e+01,4.806804128e+01,6.485352389e+01,7.625778241e+01,8.362224429e+01,2.610078752e+01,8.177826142e+01,5.245940459e+00,1.782818342e+01,2.223051020e+01,5.655304949e+01,1.560887871e+01,4.165472756e+01,1.203402852e+01,4.552044035e+01,6.908375814e+01,9.946921346e+00,5.252144553e+01,3.496742207e+01,5.990510672e-01,5.610067538e+01,7.742078144e+01,2.200861140e+01,8.544627507e+01,3.790780972e+01,6.334815644e+01,3.858614371e+01,4.367758282e+01,4.600536794e+01,9.084339582e+01,1.593064186e+01,4.846713630e+01,9.027214946e+01,1.908664627e+01,8.701606152e+01,3.164922526e+01,1.623468978e+01,4.422831261e+01,5.860612214e+01,3.723679964e+01,5.739439049e+01,6.315554290e+01,7.809825082e+01,4.011063024e+01,2.553767615e+01,7.123118034e+01,3.539044406e+01,5.472329642e+01,9.550721254e+01,9.735212858e+00,6.886400445e+01,7.424082134e+01,9.246017034e+01,9.349588910e+01,4.677405060e+01,4.444454075e+01,4.531142092e+01,4.768264191e+01,1.685682109e+01,5.020387089e+01,8.562068855e+00
8.007088320e+01,3.165236935e+01,8.067759135e+01,1.476958712e+01,8.627945398e+01,9.566977804e+01,1.468106534e+01,3.223226831e+01,6.285342799e+01,5.249796334e+01,4.716597226e+01,3.530928786e+01,9.401087378e+01,2.965057666e+01,8.138677145e+01,3.809613881e+01,4.479041541e+01,3.289964605e+01,9.543572055e+01,1.929263189e+01,2.264881519e+01,2.250611762e+01,3.823541569e+00,9.459183062e+01,5.339419942e+01,5.068031093e+01,5.999854148e+01,3.091393234e+01,6.459635856e+01,3.129204864e+01,9.263430307e+01,1.948784339e+00,6.332565338e+00,2.151702642e+01,7.044558035e+01,9.714654871e+01,5.249371741e+01,1.338326462e+01,3.483157170e+01,8.492547724e+01,7.702932627e+01,3.116968598e+01,1.470537507e+01,2.742063008e+01,4.948117556e+01,3.581337216e+01,3.891824635e+01,1.488497648e+01,4.869611384e+01,8.890946888e+01,2.360137232e+01,9.908971151e+01,7.791911511e+01,7.085629678e+01,3.602570755e+01,1.315809916e+01,1.862898668e+01,4.503471431e+01,9.411454157e+01,8.652621374e+01,1.895439058e+01,7.320972367e+00,6.954867904e+01,9.769719933e+01,5.823604832e+01,5.128055823e+00,3.079834907e+01,7.293536824e+01,4.150330419e+01,6.373817914e+01,6.849624590e+00,5.591075188e+01,1.889941826e+01
9.093353387e+01,9.265856800e+01,6.365340255e+01,7.291626112e+00,6.006898223e+00,8.424290532e+01,9.557036728e+01,8.965319482e+01,8.645792766e+01,3.922075668e+01,7.728647783e+01,7.038664171e+01,3.103580886e+01,9.492676843e+01,4.777290909e+01,5.587304838e+01,4.248452931e+01,6.626327408e+01,2.952547505e+00,6.290414292e+01,9.520587375e+00,9.861981143e+01,3.869268086e+01,2.805869437e+01,4.842043387e+01,6.880960018e+01,3.870162320e+01,4.159577137e+01,9.126365808e+00,3.051567628e+01,3.210668547e+01,4.894394259e+01,3.306610099e+01,3.874504512e+01,3.348321317e+01,6.569475900e+01,8.080992966e+01,2.008747493e+00,4.287269973e+01,6.316085513e+01,6.271198373e+01,7.912452106e+01,9.662768525e+01,7.129507854e+01,7.902914166e+01,8.752280706e+01,7.570293424e+00,9.187443771e+01,5.398126349e+01,6.422078556e+01,8.809800419e+01,9.608176988e+01,4.295116893e+01,9.525077829e+01,3.093138806e+00,5.282299321e+01,7.188640819e+00,6.856775776e+01,1.502814198e+01,9.159284635e+01,6.686529466e+01,9.279304963e+01,7.242890027e+01,8.872124141e+00,1.904421324e+01,9.454651875e+01,1.939327910e+01,2.109072298e+01,7.180639434e+01,3.392167921e+01,5.591069320e+01,7.954223684e+01,8.224225398e+01
7.209997672e+01,6.624197488e+01,4.905477727e+01,2.991231878e+01,7.299227565e+01,5.648489091e+01,8.362007044e+01,7.886904709e+01,5.466016262e+01,1.350868899e+01,5.918121846e+01,2.097129424e+00,9.430912279e+01,4.487073244e+01,6.443730954e+01,9.576101544e+01,9.884836986e+01,4.575670745e+01,9.677728923e+01,9.942716106e+01,7.581469250e+01,9.347547364e+01,3.158872945e+01,4.525026482e+01,1.344629303e+01,6.654611994e+01,5.810394580e+01,7.116898787e+00,8.641166922e+01,8.644398779e+01,1.654486479e+01,8.758626926e+01,4.097451279e+01,4.307727729e+01,5.571642520e+01,1.114021730e+01,7.023113351e+01,6.207063094e+01,8.728617600e+01,8.398190716e+01,4.064439788e+01,2.731301525e+01,9.152880298e+01,3.006686115e+00,6.738084367e+01,3.381460746e+00,4.125925171e+01,5.687295453e+01,9.097689478e+01,9.455204580e+01,5.580420704e+01,2.299621882e+01,3.398832275e+01,8.779477191e+01,4.287815179e+01,4.497280036e+01,4.234577017e+01,3.828867729e+01,7.507583350e+01,1.013314753e+01,1.411585416e+01,3.112643949e+01,6.736220963e+01,3.009760347e+01,3.026407019e+01,7.126177538e+01,9.463704754e+01,9.233693533e+01,5.594628125e+01,5.722174485e+01,6.022944499e+00,7.722089401e+01,4.460126907e+01
5.161203330e+01,1.245338326e+01,7.982416619e+01,4.798652199e+01,2.931327125e+01,5.828402555e+01,2.588150320e+01,3.683894962e+01,1.787852730e+01,1.675859385e+01,5.686704699e+01,2.130832134e+01,3.211457996e+01,4.468529993e+01,6.944753011e+01,1.823917813e+01,6.533549492e+01,5.388852376e+01,6.395611126e+00,9.196866808e+01,2.700392819e+01,1.657424791e+01,6.287408503e+00,9.955821102e+01,2.007966363e+01,2.451184838e+01,7.005847016e+01,9.864568819e+01,4.365046922e+01,9.025187314e+01,8.433079963e+01,9.112594884e+01,6.021371606e+01,3.459394380e+01,2.938725483e+01,5.740581712e+01,6.030537239e+00,7.218599649e+01,3.342707215e-01,8.800626764e+01,7.957533309e+01,5.559189544e+01,7.676405188e+00,3.256940503e+01,2.953146954e+00,9.056702491e+01,1.262741818e+01,1.140988265e+01,4.416430756e+01,8.404863389e+01,4.372603433e+01,2.047050598e+01,3.169388701e+01,5.445820209e+01,8.739019669e+01,1.911624880e+00,8.183776012e+01,4.196382550e+01,1.845427438e+01,7.361571134e+01,7.559055044e+01,4.683943405e+01,2.673913695e+01,7.622208568e+01,5.622197451e+01,7.906161426e+01,3.445058774e+01,1.468453783e+01,6.017303634e+01,9.112140244e+01,6.548118015e+01,8.536706707e+01,2.227896567e+01
7.792357830e+01,3.504071791e+01,4.371508115e+01,8.668196976e+00,9.346609806e+01,6.006769770e+01,3.844070817e+01,4.278147983e+01,6.089142366e+01,3.743153042e+01,7.926693651e+01,9.325096715e+01,4.191155057e+01,2.987905711e+01,9.115058189e+01,9.855425156e+01,8.352167110e+01,5.880536550e+01,8.576706017e+01,1.521843319e+01,5.588541511e+01,6.991614499e+01,7.360359185e+01,9.622906686e+01,4.889284128e+01,8.913379617e+01,1.378392544e+01,3.884571941e+01,4.149325757e+01,2.777283994e+01,9.602536443e+00,1.801806389e+01,1.862976843e+01,6.971701421e+01,9.632484722e+01,7.111556787e+01,2.079050184e+01,8.967450003e+01,9.599604280e+01,7.748523225e+01,8.597230466e+00,8.014248992e+01,3.711650441e+01,9.917900466e+01,7.479226746e+01,5.365548929e+01,6.977648753e+01,4.519059865e+01,9.442471953e+01,1.052151300e+01,7.280712975e+01,5.329881549e+01,4.285378484e+01,7.921329117e+01,5.241073978e+01,6.704083520e+01,2.374388743e+01,7.514845423e+01,1.156397765e+01,3.800012299e+01,2.135055847e+01,4.214068136e+01,9.518483218e+01,9.929965152e+01,1.003641662e+01,7.994057943e+01,2.760370378e+00,9.194700016e+00,5.125444568e+01,9.481969482e+01,5.567914981e+01,4.560511140e+00,5.991059346e+01
7.488802520e+01,8.964015360e+01,6.063285101e+01,3.923022936e+01,7.681783925e+01,1.313198618e+01,8.411330854e+01,8.045277902e+01,4.247315436e+01,5.780734341e+01,8.105944793e+01,6.534344551e+00,6.982250572e+01,9.343772104e+01,4.299454356e+00,7.558867028e+01,3.176705231e+01,2.007326091e+01,8.459245925e+01,5.881704447e+00,2.929182274e+01,4.188558563e+00,3.663007074e+01,9.202416233e+01,4.182478381e+01,9.883024080e+01,3.329349471e+00,6.857060020e+01,6.677331893e+01,7.148385810e+01,8.827269633e+01,1.878308595e+01,9.976842345e+01,3.327311231e+01,3.627127626e+01,2.109194440e+01,3.774641559e+01,8.813914528e+01,1.896615157e+01,3.884229595e+01,8.083218641e+01,1.697948163e+01,5.606144664e+01,6.150046590e+01,9.415277201e+01,1.042814914e+01,8.911006452e+01,1.690109331e+01,5.067569339e+01,1.820901337e+01,9.655674719e+01,3.454542319e+01,6.752200385e+01,6.289784828e+00,2.774450963e+01,2.901302404e+01,1.800000045e+01,9.618775997e+01,9.967950288e+01,6.983471267e+00,4.362621468e+01,7.899481901e+01,6.588797472e+01,8.199002622e+01,4.824315546e+01,8.273117523e+01,7.281145955e+01,3.114142643e+01,6.382433410e+01,4.034324334e+01,8.495534018e+00,1.862857411e+01,8.070254959e+01
4.815961036e+01,3.909717036e+00,7.847166365e+01,1.330975116e+01,7.516202437e+01,5.707621162e+01,1.906089381e+01,5.672427273e+01,4.266145401e+01,9.456021974e+01,8.129808160e-01,3.464745479e+00,1.123221911e+01,5.118519634e+01,3.727590426e+01,8.046309581e+01,8.846981755e+01,7.780738797e+01,1.621169278e+01,6.440767199e+01,9.235925308e+01,7.401043941e+01,3.980858949e+01,3.075122186e+01,5.229068648e+01,4.859924524e+01,5.311463866e+01,9.539731240e+01,6.128581377e+01,2.455762912e+01,3.476406782e+01,5.562968167e+01,1.425555827e+01,6.041912433e+01,1.532914534e+01,1.266607598e+01,7.277807205e+01,5.771519737e+01,8.572613307e+01,1.614319188e+01,3.048607738e+01,4.289362895e+01,3.115331098e+01,7.585570831e+01,6.331837425e+01,7.362554816e+01,4.686538912e+01,6.126470902e+01,6.676113113e+01,2.698101056e+01,4.945816322e+01,3.373487762e+01,2.289285771e+01,8.343282458e+00,5.975009620e+01,3.870949900e+00,1.595025441e+00,5.065573281e+01,8.673265079e+00,6.700194721e+01,8.661508057e+01,5.963982524e+01,5.033511949e+01,5.282754620e+00,5.778559333e+01,8.834614806e+01,8.638814697e+01,8.602372601e+01,9.313881203e+01,4.825595009e+01,3.050944418e+01,9.139170834e+01,2.378486335e+00
3.001360606e+01,7.208879770e+01,7.920478837e+01,6.654370711e+01,9.792315492e+01,4.986223531e+01,9.155321072e+01,5.395954532e+01,2.637120071e-02,2.413794279e+01,5.308612441e+01,2.566681727e+01,5.569605262e+01,2.215478532e+01,5.697009645e+01,3.668047627e+01,1.074276089e+01,5.179794761e+01,8.061864446e+01,9.857161492e+01,6.259077453e+01,1.209145795e+01,2.483695080e+01,8.598872996e+01,4.762850135e+01,4.493567570e+01,9.082730974e+01,1.961149355e+01,7.488224836e+01,7.086710775e+01,6.528066708e+01,4.340911661e+01,2.618461423e+01,8.938415943e+01,7.721470926e+01,4.523254885e+01,7.000770921e+01,5.090406610e+01,7.100267660e+01,9.713668782e+01,4.213540465e+01,3.923983981e+01,2.124863544e+01,5.393922602e+01,4.057369907e+01,1.321671583e+01,2.979361190e+01,4.911624490e+00,9.316943726e+01,3.721867008e+01,3.064200308e+00,1.132404465e+00,5.863790974e+01,1.021786015e+01,5.498497582e+01,3.365283824e+01,5.460626851e+01,2.405475302e+01,7.406898863e+01,5.366795362e+01,5.813100988e+01,9.884106173e+01,1.116980735e+01,4.401581302e+00,4.357844839e+00,9.944267854e+01,1.793029198e+01,7.963864595e+01,8.130279295e+01,1.022041408e+01,8.871718505e+01,1.009433064e+00,1.342074950e+01
6.819125811e+01,7.961826051e+01,6.274287364e+01,4.287417503e+01,7.884021688e+01,1.197415455e+01,2.266666027e+01,1.364425040e+01,8.022162449e+01,5.062591212e+00,2.659339537e+01,5.053265912e+01,3.522934935e+01,5.563439157e+01,9.041585123e+01,9.263455374e+01,5.453473545e+01,7.214814809e+00,3.278768685e-01,5.730156496e+01,1.346699288e+01,8.149589619e+01,6.928734278e+01,9.574043773e+01,7.082948143e+01,3.681952178e+00,2.077183596e+01,6.180062805e+01,6.711577690e+01,3.908845681e+01,8.403605295e+01,2.774078252e+01,5.226889140e+01,3.055756393e+01,3.273379351e+01,9.911724038e+01,4.759096903e+01,4.947279099e+01,2.249813039e+01,5.862942765e+01,5.759682136e+01,8.115312435e+01,5.865408874e+01,3.166842018e+01,6.562113607e+01,4.440614161e+01,9.521823004e+01,2.272410502e+01,9.116282966e+01,7.325866335e+01,1.534576749e+01,8.147329222e+01,1.733783698e-02,6.829924724e+01,7.011676979e+01,7.902887110e+01,5.398115757e+01,8.692544073e+01,8.960203288e+01,9.778408224e+00,1.597015609e+01,2.137491363e+01,3.376793472e+01,3.741838694e+01,2.990609522e+01,2.844496211e+01,5.061985920e+01,5.445114847e+01,4.785803490e+01,7.001460109e+01,5.841171957e+01,4.368411085e+01,5.421030120e+01
4.698728974e+01,7.864154791e+01,8.351872661e+01,5.668548047e+01,1.669417001e+01,2.822171437e+01,6.016725878e+01,5.766943868e+01,3.002768753e+01,3.096081133e+01,1.771123104e+01,3.436561416e+01,8.192479224e+01,4.868685277e+01,8.044332405e+01,1.663704760e+01,4.745320872e+01,9.758942387e+01,4.805921549e+01,7.303667386e+01,8.243772982e+01,9.198824053e+01,8.861010768e+01,1.273282723e+01,1.350670500e+01,2.610383942e+01,2.350098677e+01,9.696781533e+01,2.760736153e+01,8.634479890e+01,2.654230665e+01,9.179017574e+01,4.412278661e+00,9.044890307e+01,5.418832270e+01,5.427750191e+01,8.719332144e+01,9.877437914e+01,4.729931756e+01,2.562819601e+01,2.929231414e+01,6.148131717e+01,9.480372101e+00,2.554122319e+01,9.860028161e+01,6.949472542e+01,4.096691427e+01,8.800623876e+01,7.288272519e+01,6.330880257e+01,9.077846265e+01,8.642182180e+01,2.590302226e+01,1.952308290e-01,5.205404755e+01,2.610045475e+01,6.660458317e+01,6.488097847e+01,8.210866385e+01,8.836391603e+01,5.847742607e+01,8.776795865e+01,5.003299239e+01,3.394176613e+00,1.131991435e+01,7.740618556e+01,6.909178761e+01,1.834513763e+01,5.908940914e+01,9.590522230e+01,2.097288054e+01,4.088925378e+01,7.771204455e+01
1.990708199e+01,3.813498344e+01,8.893543389e+01,5.078269394e+01,2.060346759e+01,9.063161804e+01,8.772609080e+01,1.063042957e+01,7.466961299e+00,2.608536925e+01,9.555041335e+01,8.417088949e+01,9.771235571e+01,5.544875265e+01,2.772829746e+00,5.336849455e+01,2.279699534e+01,1.576637119e+01,9.909404242e+01,9.976791194e+01,8.870626483e+01,5.776223004e+01,5.442710473e+01,3.848093300e+01,2.533754137e+01,1.722488297e+01,1.894637062e+01,6.504621675e+01,5.531997794e+01,6.904228323e+00,9.511772820e+01,6.416859363e+01,6.779527181e+01,2.978451418e+01,6.273367703e+01,1.025607338e+01,6.245139004e+01,9.394797717e+01,5.228186886e+01,2.514265261e+01,5.761375036e+01,8.491140325e+00,2.963145573e+01,7.531860360e+01,8.493926171e+01,7.979298698e+01,2.224130525e+01,3.552146228e+01,8.036051004e+01,4.411939166e+01,9.799989455e+01,4.496750160e+01,7.612166547e+01,4.264768336e+01,6.842229634e+01,1.917030172e+01,9.550173426e+01,5.949620328e+01,8.375197701e+00,4.354208358e+01,5.192687540e+00,2.347278810e+01,3.387715504e+01,5.790243094e+01,2.764677394e+01,3.374493888e+01,4.168799609e+01,2.909833041e+01,8.395951315e+01,7.649411616e+01,1.177022084e+01,4.234450412e+01,6.890976149e+01
3.679958956e+01,2.034031062e+01,2.270921866e+01,4.753354456e+01,1.229185400e+01,6.732391340e+00,4.579057738e-02,7.898742847e+01,7.536291133e+01,5.105393642e+01,5.495728965e+01,7.932629514e+01,5.387188556e+01,3.476689837e+01,8.686493860e+01,4.171423579e+01,5.171832859e+01,7.065191989e+01,5.623975822e+00,8.594754360e+01,4.737982839e+01,9.687055830e+01,8.189393606e+01,8.907199725e+01,7.900008623e+01,8.583050524e+01,2.256325588e+01,5.181054305e+01,6.017674994e+01,4.847545364e+01,4.768327345e+01,6.318269004e+01,3.069056302e+01,9.070804474e+01,9.015976783e+01,8.736329873e+00,1.011015414e+01,3.587566852e+01,1.730846098e+01,1.539813196e+01,5.364680190e+01,9.325667601e+01,8.206091758e+01,6.450864930e+01,4.107068118e+01,2.118543506e+01,1.356801781e+01,7.934821784e+01,2.616732485e+01,1.428649228e+01,6.013486059e+01,8.000234164e+01,9.625704069e+01,4.874005049e+01,2.633373824e+01,1.662279745e+01,6.141464410e+01,7.195210932e+01,4.657690045e+01,2.340590734e+01,8.595163250e+00,3.845036231e+01,9.681613544e+01,5.718486403e+01,2.955186997e+01,6.919814430e+01,1.470541852e+00,9.749156890e+01,6.972940038e+01,5.029237388e+01,2.132589788e+01,8.367790090e+01,5.674562183e-01
