v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56
2.381969484e+00,4.585762437e+01,5.025234388e+01,1.606191231e+01,9.218466642e+01,5.876176585e+01,5.604107135e+01,6.674236176e+01,5.718147247e+01,7.869213416e+01,2.384720069e+01,8.751786366e+01,2.541138363e+01,5.736197068e+00,5.520681461e+01,3.447065074e+01,6.261229210e+01,2.801819047e+01,9.950921328e+01,7.939107620e+01,3.840720699e+01,3.574223328e+01,8.634568725e+01,3.786263694e+01,5.766937120e+01,3.855948785e+00,1.651110740e+01,7.671680027e+01,9.019760338e+01,3.625588141e+01,9.972072610e+01,7.901853604e+01,3.191254635e+01,7.996432478e+01,5.035692102e+01,6.864249803e+01,9.319056795e+01,8.332729312e+01,8.284956332e+01,3.539210650e+00,3.596500598e+01,8.176883194e+01,8.239027592e+01,9.636663890e+01,6.512938945e+01,6.820026462e+01,9.604794223e+01,4.534904869e+01,6.960796015e+01,6.675086161e+01,1.413796173e+01,5.500194951e+00,3.868857067e+01,8.513535546e+01,4.812706349e+01,5.335639193e+01
6.235681943e+01,7.411330475e+00,1.134465471e+00,9.776278148e+01,3.254007287e+01,4.658217127e+00,4.819594794e+01,7.854561774e+01,1.106269114e+01,6.662395541e+00,4.331279959e+01,6.136624610e+01,7.327014614e+01,2.012013304e+01,5.689620372e+01,8.240018933e+00,4.224814092e+01,4.533247087e+01,8.612864543e+01,9.847608625e+01,8.785704932e+01,2.870520242e+01,6.788843737e+01,3.494000362e+00,7.333454719e+01,3.570238454e+01,7.374370276e+01,1.155477225e+00,7.444521823e+01,6.150856097e+01,7.374459636e+01,3.587177358e+00,8.448163542e+01,9.148586055e+01,2.203811933e+01,9.536682451e+01,8.641819242e+01,7.522050905e+01,1.592150434e+01,4.064236574e+00,7.741871535e+01,8.511388593e+01,9.826846599e+01,1.954879562e+01,2.716077310e+01,9.469283806e+00,5.553387132e+01,5.116292264e+01,3.626207883e+01,9.374183735e+01,1.012154485e-02,7.648544621e+01,2.955522620e+01,7.769694586e+01,7.346099021e+01,5.704495089e+01
6.457768630e+01,4.836315920e+01,3.480396018e+01,1.290823645e+01,8.237818594e+01,9.698791605e+01,4.587658847e+01,2.490972179e+01,6.698540439e+01,2.222276577e+01,1.151155179e+01,3.446037959e+01,2.806534654e+01,7.927525137e+01,5.648296142e+01,1.704979782e+01,8.508288045e+01,2.851171927e+01,6.548454475e+01,3.821945889e+01,8.734535728e+01,3.549072203e+01,7.712287879e+01,9.824906913e+01,8.873222249e+01,6.903826417e+01,2.587643963e+00,3.160923285e+01,4.807485199e+01,5.132613343e+01,7.352776217e+01,3.058261998e+01,7.774291292e+00,7.190361949e+01,5.015790334e+01,3.709902021e+01,3.646007086e+01,2.243720187e+00,1.692583157e+01,9.604242561e+01,6.800625060e+01,5.316016563e+01,2.990033705e+01,1.304144023e+01,2.973349288e+01,8.455341125e+01,9.991865627e+01,4.973167613e+01,4.546542024e+01,2.485063854e+01,8.146866381e+01,1.526724763e+01,6.982581483e+01,7.827718658e+01,9.190188592e+01,1.026488378e+01
8.138412589e+01,3.949989766e+01,1.057890487e+01,6.590306941e+01,6.062496469e+01,8.283372369e+01,9.575656746e+01,1.349535772e+01,3.206989074e+01,7.236853356e+00,4.683630332e+01,6.146702171e+01,2.416437172e+01,4.701332240e+01,6.624207856e+01,3.594333113e+01,2.209062487e+01,6.678141819e+01,1.641847189e+00,1.623696181e+01,4.320765017e+01,7.221714804e+01,1.090855017e+00,6.234087814e+01,7.779274235e+01,8.754856882e+01,1.606525118e+01,4.186934948e+01,7.498360563e+01,9.656569914e+01,6.064086119e+01,6.605627889e+01,6.544968893e+01,2.510539287e+01,1.262239095e+01,6.181909776e+01,2.710500933e+01,7.038841057e+01,6.366361679e+01,4.470074904e+01,9.401366075e+01,7.087794532e+01,5.522042511e+01,2.716413826e+01,3.962232698e+01,1.432393415e+01,7.662776101e+01,2.124182814e+01,4.667362219e+01,9.409412638e+01,6.994093714e+01,5.108369484e+01,7.186106885e+01,4.455518442e+01,6.141330342e+01,7.161742595e+01
2.280710654e+01,2.039036624e+01,4.136652133e+01,4.661596518e+00,4.834262707e+01,2.705701767e+01,3.726340162e+01,1.483269860e+01,4.251043353e+01,1.122498765e+01,3.640933301e+01,7.986583512e+01,2.040457177e+00,9.972449215e+01,2.439830951e+01,2.908543906e+01,7.169195805e+01,1.951015917e+01,5.487479338e+01,1.071309725e+01,4.673558896e+01,6.354642304e+01,9.102475170e+01,4.714836176e+01,5.466214493e+01,2.868815992e+01,3.623305618e+01,7.209718494e+01,9.784407708e+01,5.667818551e+01,9.101975148e+01,7.541629901e+01,2.848428004e+00,7.897949065e+01,5.497891847e+01,8.459475174e+01,4.140666616e+01,2.115309346e-01,4.731709210e+01,1.784101378e+01,9.786222111e+01,9.927342380e+01,3.271283987e+01,6.696177086e+01,2.988085274e+01,3.580130905e+00,4.289419762e+00,2.267326520e+01,4.696441073e+01,3.760899906e+00,3.589239509e+00,1.107435794e+01,2.490043603e+01,3.086985678e+01,1.509720807e+01,4.704285849e+01
8.258674366e+01,8.001959435e+01,1.126829409e+01,9.661280847e+01,7.558297322e+01,6.555585922e+01,2.294374991e+01,2.145456585e-01,3.601562384e+01,8.795087402e+01,8.574804347e+01,5.071140965e-01,5.739499992e+01,2.676014126e+01,4.602546258e+01,5.991388827e+01,6.936382279e+01,7.564852932e+01,7.401380283e+01,3.711181171e+01,9.263385929e+01,4.527596897e+01,8.846116563e+01,9.328639405e+01,9.174896004e+01,3.011838951e+01,3.639112447e+01,3.429415718e+01,7.613396246e+01,7.936305889e+01,4.576050281e+01,8.194742371e+01,3.248095839e+01,2.991648893e+01,8.590224327e+00,8.528008607e+00,3.366863658e+01,5.807938475e+01,7.350609397e+01,3.940831489e+01,5.086668784e+01,7.046518693e+01,5.770641257e+01,5.040198242e+01,5.542091949e+00,2.977542115e+01,7.600771382e+01,5.545709926e+01,9.999456506e+01,4.321511494e+01,5.157068614e+00,4.668727798e+00,8.321951043e+01,3.334037658e+01,1.058160355e+00,5.075026232e+01
8.177041995e+01,7.573238551e+01,9.467988330e+01,8.779841079e+01,4.142579960e+01,3.311403922e+00,5.134335962e+01,3.812313795e+00,7.484475033e+01,3.320034071e+00,7.330201527e+01,1.913929441e+01,7.566606464e+01,3.759449285e+01,7.445864232e+00,2.438486342e+00,7.264459199e+01,5.823505061e+01,3.975979958e+01,1.269895187e+01,1.143322575e+01,2.030190635e+01,8.914211894e+01,3.316173560e+01,5.234715473e+01,7.865130418e+00,4.046227784e+01,9.930576194e+01,1.595895165e+01,4.187814500e+01,8.212972136e+01,5.983459696e+01,4.774425237e+01,4.954999287e+01,4.610638782e+01,8.332952273e+01,8.862428230e+00,8.396547260e+01,4.871862859e+01,3.884131610e+01,4.845626675e+01,4.286989821e+01,9.765952849e+01,3.393681598e+01,1.868000325e+01,9.675627124e+01,7.087429104e+01,7.866402113e+01,2.912699354e+01,8.643165760e+01,1.196205211e+01,1.191806468e+01,9.628760866e+01,1.420265796e+01,5.882649138e+01,4.988329923e+01
9.330475366e+01,3.009612497e+01,8.237412771e+01,1.781712328e+01,3.019418962e+01,8.866837533e+01,1.500049191e+01,1.508385750e+01,8.418807149e+01,5.699074683e+01,2.881014017e+01,8.328410765e+01,3.308246413e+01,9.615939343e+01,2.292307294e+01,7.402344964e+01,3.962405946e+01,8.577229186e+01,8.601434480e+00,1.523385887e+01,6.264346787e+01,1.770429168e+01,4.543640725e+01,8.822411984e+01,4.409531678e+01,9.577112689e+01,3.996959545e+01,5.114563539e+01,5.869821709e+01,7.770500127e+01,8.545768578e+01,6.687391968e+01,8.485415861e+01,8.092855164e+01,2.008222450e+01,7.236157302e+01,9.870024047e+01,3.886159739e+01,1.024662812e+01,1.257406661e+01,4.997426688e+01,4.847267377e+01,2.073066314e-01,7.174429136e+00,9.229028308e+01,5.716405840e+01,5.193535476e-01,3.790583800e+00,9.965350403e+01,8.192432529e+00,5.517922713e+01,9.119306370e+01,3.557191498e+01,6.297519586e+01,9.811245299e+01,8.069400098e+00
4.305970104e+01,8.904318678e+01,7.592039923e+01,2.033543159e+01,4.221875661e+00,4.433181457e+01,7.515985002e+01,7.940630814e+01,7.787676503e+01,3.414836380e+01,3.358724324e+01,1.022965670e+01,2.137838326e+00,5.054305382e+01,8.865462378e+01,2.641915284e+01,5.751928382e+01,6.916740081e+01,2.442643329e+01,1.825960343e+01,2.520382271e+01,5.610201720e+01,4.197727824e+01,6.611487935e+00,3.818925956e+01,2.191698697e+01,6.252032772e+01,7.767456217e+01,1.106902851e+01,3.247996206e+01,3.209942030e+01,9.468364692e+01,2.674219720e+01,4.758905734e+01,6.946031210e+01,8.698780515e+01,4.628176036e+00,9.618289005e+01,8.739452608e+01,4.250720018e+01,7.383343494e+01,7.930994967e+01,9.783577967e+01,7.144790938e+01,2.335971524e+01,7.048507256e+01,5.508024688e+01,5.607005002e-01,9.030532324e+01,2.152626668e+01,6.251808024e+01,7.751939550e+01,2.323916105e+01,2.283958380e+01,2.488402891e+01,7.035250104e+01
5.295478606e+01,8.600631171e+01,4.123369620e+01,8.780005097e+01,5.176002874e+01,5.525313318e+01,7.625183849e+01,6.334721927e+01,2.503421839e+01,7.340054527e+01,4.664112984e+01,1.731596225e+01,3.473255051e+01,9.584797498e+01,7.735001585e+01,5.405316270e+01,5.341553698e+01,2.330174974e+00,1.401207152e+01,6.158172958e+01,8.143124847e+01,9.450213370e+01,6.344287045e+01,7.264333605e+00,7.073647620e+01,6.544219636e+01,9.635873375e+01,1.446258887e+01,9.068967354e+01,5.976980084e+01,1.992777072e+01,4.870253145e+01,6.480197952e+01,2.951703225e+01,2.344754134e+01,8.282786804e+01,2.272279547e+01,3.810000568e+01,8.882453180e+01,5.596327450e+01,4.933949714e+01,4.026837330e+01,2.926345430e+00,4.954737142e+01,3.779689189e+01,6.196279152e+01,5.629990586e+01,8.888509316e+01,9.617787163e+01,1.656671435e+01,5.596860908e+01,3.553822986e+00,6.090383795e+01,3.559692604e+01,6.711411106e+01,8.785681483e+01
9.692585192e+01,5.221270924e+01,1.784677246e+01,6.206284337e+01,7.695162299e+01,8.904175279e+01,6.800225221e+01,9.818198490e+01,9.696749467e+01,8.118037941e+01,1.597163146e+01,8.055110644e+01,7.268349996e+01,1.943148040e+01,3.741052689e+01,3.205748693e+01,3.008321402e+01,9.090723404e+01,3.711772771e+01,1.327055799e+01,8.757320485e+01,4.068130935e+01,1.868511693e+01,2.493544811e+01,5.258213541e+01,9.670332278e+01,9.613468812e+01,5.087553268e+00,5.804817185e+01,4.767717905e+01,1.817016260e+00,8.035710098e+01,1.703844717e+00,9.481166565e+01,6.442394482e+01,9.224860860e+01,7.788408423e+01,1.268508123e+01,2.857536928e+01,8.279704528e+01,9.430777840e+01,1.181008577e+01,9.775766273e+01,2.862057165e+01,6.787051479e+01,6.269661051e+01,7.363635319e+01,3.288181887e+01,8.077568355e+01,4.299308348e+01,3.994162046e+01,5.096501940e+01,5.584125998e+01,6.454623832e+01,6.941839367e+01,4.790622416e+01
7.981121467e+01,2.251773221e+00,4.983830149e+01,9.602365706e+01,5.475257782e+01,8.690548562e-02,4.167106273e+01,4.482640056e+01,4.705222549e+01,8.934089058e+01,9.800913635e+01,5.675882664e+01,5.164873209e+01,5.882219531e+01,5.433168979e+01,9.714554373e+01,5.071774839e+01,1.724653120e+00,3.419493440e+01,5.786333211e+01,6.590774487e+01,3.835526748e+01,5.875696997e+01,9.381357610e+01,6.158360915e+01,2.388029762e+01,4.837387936e+01,3.094835722e+01,6.644504429e+01,9.159919722e+01,3.368596054e+00,4.249968228e+01,4.294067278e+01,2.365995178e+01,3.745584930e+01,8.595283538e+01,3.485466076e+01,8.550653653e+01,5.525662841e+01,6.067254232e+01,3.462819526e+00,6.085157216e+01,5.875458184e+01,1.922267354e+01,4.464069382e+01,3.755712841e+01,1.345608329e+00,9.753649677e+01,8.358382621e+01,5.603913110e+01,4.911579670e+01,1.726870249e+01,6.600894489e+01,1.734484011e+01,7.982902996e+01,7.080121254e+01
6.820953116e+01,1.145138275e+01,4.023659678e+01,6.388933508e+01,1.573064637e+01,5.668049229e+01,9.498748990e+01,7.840412944e+01,8.248578425e+01,2.489185297e+01,3.937401217e+01,5.096376785e+01,7.661321398e+01,4.356340897e+00,6.956962193e+01,4.292997431e+01,6.894143088e+01,7.524728769e+01,6.935066093e+01,9.652106415e+01,5.611125562e+01,8.553904493e+01,4.054044420e+01,3.044176563e+01,5.441850104e+01,7.643590418e+00,9.334009072e+01,2.585278413e+01,5.573088588e+01,8.330016323e+01,1.584404111e+01,2.935081436e+01,9.428223511e+00,3.345157316e+01,4.577793384e+01,2.701355469e+01,7.939273120e+01,3.187364125e+01,2.903093177e+01,6.199320995e+01,1.627955447e+01,1.793062938e+01,9.112244310e+01,1.803600125e+01,2.002020102e+01,3.856440208e+01,2.940916675e+01,5.090585701e+00,4.613785845e+01,7.226471878e+01,3.668907391e+01,7.089742652e+01,6.806105772e+01,9.795871972e+01,6.502626144e+01,5.829989181e+00
7.644154009e+01,3.748341242e+01,9.256341124e+01,4.381524199e+01,7.863789827e+01,6.707841652e+01,2.035686763e+01,7.609653476e+01,5.824107844e+01,4.587869603e+01,7.951557732e+01,1.192323036e+01,8.981558598e+01,8.705528829e+01,2.596418110e+01,6.206031778e+01,7.150480496e+01,7.001411711e+01,8.470845110e+01,5.708427612e+01,3.751649174e+01,5.321408801e+01,3.625994343e+01,2.709530032e+01,9.713050092e+01,7.786872029e+01,7.025723113e+01,9.075334193e+01,9.259404303e+01,8.921866313e+01,4.771547867e+00,8.142347389e+01,1.351373017e+01,3.677641255e+01,7.714823259e+01,8.159655528e+01,1.098037962e+01,1.728741921e+00,7.198466844e+01,5.707066347e+01,5.200736502e+01,2.183068991e+01,6.346533919e+01,1.120908678e+01,7.869452253e+01,2.915681226e+01,9.016998167e+01,1.575788688e+01,6.620756957e+01,5.084163938e+01,4.466277185e+01,6.662743060e+01,2.784102760e+01,1.802796824e+01,7.357934719e+01,4.609442783e+01
3.418534155e+01,6.562197620e+01,3.543368487e+01,6.532894829e+01,1.210594866e+01,2.447688512e+01,1.030725646e+01,2.772010006e+01,7.137941161e+01,8.291521847e+01,7.096709628e+01,3.638185171e+01,8.086690442e+01,8.692869313e+01,1.399730199e+01,2.980739281e+01,1.318636087e+01,9.273342655e+01,3.107992289e+00,3.504854293e+01,1.225080137e+01,1.869146719e+01,1.151442019e+00,5.712754613e+01,9.403997088e+01,1.572693414e+01,3.133600727e+01,6.058130917e+01,4.020255940e+01,3.434372764e+01,3.283181359e+01,9.130524283e+01,5.526511358e+00,9.647390717e+01,6.636014375e+01,7.749786354e+00,7.416518422e+01,9.594397677e+01,6.374337848e+01,7.294774235e+01,9.833499368e+01,9.513882685e+01,7.090503759e+01,1.776508891e+01,4.844128302e+01,8.220869196e+01,5.187494069e+01,9.852719839e+01,2.972197256e+01,6.545390084e+01,4.480146257e+01,1.261342470e+01,2.218978246e+01,6.742985808e+01,9.189804336e+01,2.667972369e+01
8.565610975e+01,1.597486539e+01,3.203127168e+01,5.586736808e+01,4.723741432e+01,3.283760644e+01,3.851202155e+01,1.227434500e+00,3.588523605e+01,1.271514545e+01,3.258863684e+01,5.973976127e+01,6.238571479e+01,3.053657312e+01,3.019129066e+01,1.641465245e+01,6.858723377e+01,9.735150192e+01,8.870211620e+01,2.810020440e+01,7.964718486e+01,6.375966981e+01,8.757643808e+01,5.388825602e+01,2.753161614e+01,4.174802012e-01,8.376267906e+01,6.930324841e+00,2.964659000e+01,7.924662752e+01,9.884408257e+01,2.633735710e+01,4.164130772e+01,9.720574782e+01,9.423709550e+01,4.736320712e+01,1.089709790e+01,8.633701203e+01,7.560155261e+01,8.070665853e+01,8.583824972e+01,5.112325691e+01,3.821093054e+01,5.096568080e+01,7.809478930e+01,1.654849337e+01,5.088678647e+01,7.840306466e+01,3.412217773e+01,2.168135855e+01,2.822767812e+01,4.234138240e+01,5.653399612e+01,8.652222194e+01,9.668705998e+00,5.842644668e+01
4.860429032e+01,3.818275417e+00,7.532666292e+01,3.698680210e+01,2.797178172e+01,2.941329713e+01,9.357961019e+01,1.458711706e+01,8.072269848e+01,6.632235029e+01,3.419382313e+01,1.847076622e+01,5.241025789e+01,9.732515858e+01,8.854538804e+01,6.885225654e+01,2.369654209e+01,4.645538157e+01,4.548026668e+01,8.510481245e+00,4.728880287e+01,6.619486737e+01,7.319925921e+01,4.095516460e+01,4.922055214e-01,3.772300805e+01,1.980090376e+01,5.377127376e+00,3.084870720e+01,4.453687198e+00,6.394589740e+01,4.824015187e+01,2.913324510e+01,6.668010069e+01,5.872751902e+01,3.164219669e+00,7.108615423e+01,9.688764972e+01,4.866016175e+01,4.113251772e+01,7.893991801e+01,9.653836292e+01,2.702837819e+01,8.037779890e+01,7.497502508e+01,4.953673404e+01,2.289696247e+01,7.741960285e+01,2.788117484e+01,4.969006674e+00,1.080492501e+00,3.467857820e+01,5.965476404e+01,6.715991733e+01,6.563737170e+01,3.043867025e+01
8.933224002e+01,8.358037640e+01,1.674388995e+01,6.548511165e+01,3.845213451e+01,3.151191576e+01,7.972874372e+01,9.656827780e+01,3.619923288e+01,7.768441764e+01,9.365427400e+01,1.727572504e+01,8.483498109e+01,4.481905446e+01,6.352479825e+01,4.069939462e+01,8.313030542e+00,2.486570253e+01,2.256080744e+01,8.378502417e+01,8.756557058e+00,4.172059263e+01,7.389779592e+01,9.135671514e+01,8.112653289e+01,4.380503033e+01,3.784046083e+01,8.757086455e+01,7.520387515e+01,8.415232141e+01,9.511921042e+01,5.682782558e+01,9.000199628e+01,8.791585452e+01,7.658627053e+00,9.311783333e+01,4.612441040e+01,7.227020145e+01,7.790670003e+00,3.633413189e+01,5.638849605e+01,2.606105735e+01,4.912694932e+00,9.663569265e+01,8.492944124e+01,3.266512467e+00,7.236242070e+00,7.959494826e+01,9.726172314e+01,4.391818203e+01,6.075406684e+01,6.493183621e+01,2.545087231e+01,6.123606060e+01,5.580126297e+01,7.886033102e+01
7.998193047e+01,5.303456132e+01,2.929986073e+01,3.118653380e+01,2.466812897e+01,9.172186563e+01,2.957016185e+01,2.330437117e+01,2.859129292e+01,7.032892345e+01,4.313297616e+01,3.949891241e+01,9.786692431e+01,2.921539588e+00,7.025104279e+01,1.967516270e+01,6.438663269e+01,1.097490022e+01,2.298182913e+01,1.296885607e+01,7.624966240e+01,1.814051012e+00,2.701697023e+01,3.311277509e-02,7.781219246e+01,1.172635729e+01,1.713739477e+01,6.211498072e+01,7.660197334e+01,7.416731382e+01,2.381501488e+01,8.811720953e+01,9.030133041e+01,6.279843981e+00,9.694973083e+01,4.150915774e+01,4.543705175e+01,5.890625360e+01,7.122061477e+01,3.117808241e+00,3.863314690e+01,8.967780880e+01,7.728452057e+01,6.428815872e+00,3.933150010e+01,9.715968575e+01,1.895123488e+01,1.608307073e+01,7.597387426e+01,5.142634820e+01,7.758535020e+01,3.005115646e+01,8.616399058e+00,3.577804473e+01,9.979846303e+01,6.704616823e+01
4.539122965e+01,7.510250604e+01,8.706864606e+01,9.261337472e+01,4.767477968e+01,7.811378780e+01,9.357101965e+00,3.910616620e+00,1.851890308e+01,5.140415470e+01,4.400737166e+01,9.843444811e+01,4.741511987e+01,3.405373417e+01,6.881471281e+01,4.451467459e+00,5.568605658e+01,5.395102361e+01,5.547009515e+00,8.052359423e+01,2.106168790e+00,7.526063588e+01,6.263574556e+01,3.659286735e+01,5.865406174e+01,4.044392751e+01,9.221381892e+01,1.731487238e+01,8.327989441e+01,3.114787313e+00,5.568209559e+01,3.604239886e+01,5.157391722e+00,9.232267643e+01,8.622474714e+01,9.149419996e+01,1.044104496e+01,3.332998269e+00,1.277512086e+01,4.490475516e+01,2.794970521e+01,8.987180261e+01,3.664038015e+01,5.037543688e+01,4.642650151e+01,7.500065468e+01,6.828647236e+01,8.157440562e+01,3.325103436e+01,4.875351620e+01,1.913721952e+01,1.943496632e+01,4.149966630e+01,1.149138623e+01,8.511055210e+01,1.910664074e+01
5.189263145e+00,9.772832211e+01,2.484708095e+01,7.426450468e+01,9.247069847e+01,3.624666353e+01,2.574258831e+01,1.214127489e+01,4.944897762e+01,3.405354639e+01,2.245069117e+00,5.319280182e+01,9.699294674e+01,5.427806754e+01,9.111553624e+01,8.015589737e+01,6.482036357e+01,8.301367250e+01,5.596141387e+01,1.796648294e+01,7.177667515e+01,3.283635255e+01,5.038403637e+00,5.996382241e+01,9.288097129e+01,2.461392966e+01,7.662657852e+01,3.496085641e+00,3.209124555e+01,2.516395723e+01,1.475766998e+01,4.657250132e+01,3.340625900e+01,1.241746811e+01,6.124077637e+01,7.014981374e+01,9.154104495e+01,8.526642263e+01,8.789147480e+01,9.070528329e+01,4.423994652e+00,7.086816972e+00,9.307632783e+01,2.617861450e+01,9.803294139e+01,9.134431062e+01,6.078635408e+01,1.276258465e+01,7.302761321e+01,2.826856515e+01,7.190244548e+01,6.078416707e+00,5.753208102e+01,3.876831162e+01,2.335591881e+01,3.010745771e+01
1.477191839e+01,8.513875554e+01,6.734534244e+01,3.371383573e+01,1.933012334e+01,4.301502882e+01,5.089420533e+01,4.294589877e+01,5.061788157e+01,5.768762497e+01,7.032333644e+00,5.729374982e+01,4.629305431e+01,7.091274137e+01,1.636576346e+01,8.272241197e+01,2.834450556e+01,5.000574651e+01,5.391412985e+01,9.421735000e+00,8.424733170e+00,6.010984536e+01,3.960452512e+01,1.153611748e+01,5.400181379e+01,6.530782381e+01,3.255890304e+01,7.477988897e+01,4.783087604e+01,2.922045649e+01,3.495406197e+01,9.127349676e+01,6.687032348e+01,4.014772215e+01,9.640114197e+01,5.076273667e+01,4.004991393e+01,1.979789667e+01,1.848710276e+01,1.689520720e+01,8.179700568e+01,6.900472826e+01,9.538422495e+01,2.685009019e+01,8.201271131e+01,2.630859886e+01,2.878733452e+01,6.948914876e+01,7.894332155e+01,4.513528812e+01,4.715869785e+01,6.184056345e+01,8.541157255e+01,2.251511007e+01,5.919626947e+00,4.687345935e+01
2.185681412e+00,1.564336735e+01,6.233989181e+01,1.723548439e-01,8.105448169e+01,4.995528721e+01,1.528334047e+01,7.088363425e+01,5.860460023e+01,2.191250255e+01,5.725275440e+01,9.381403449e+01,4.006062179e+01,2.863657372e+01,3.095729914e+01,5.950170576e+01,3.041098666e+01,6.992106281e+01,2.992060867e+01,9.244671053e+00,4.861158432e+00,3.715247673e+01,7.180225016e+01,9.225163783e+01,5.933795374e+01,7.324453820e+01,7.390332616e+01,2.782246825e+01,6.259340721e+01,4.934993346e+01,1.362242353e+01,6.487967194e+01,8.111631977e+00,4.369989319e+01,8.012115568e+01,1.032483307e+01,2.082153330e+01,9.561355108e+01,6.812790963e+01,1.539858170e+01,6.704772030e+00,5.958815585e+01,7.983761357e+01,5.810721231e+01,8.684122801e+00,3.661323697e+01,9.563552987e+00,7.033964820e+01,5.787652240e+01,6.189988314e+01,9.827406758e+01,4.761573590e+01,4.979069824e+01,2.694274814e+01,3.048907428e+01,6.016023989e+01
9.265631737e+00,7.101567992e+01,6.190289504e+01,5.361089339e+01,3.351825990e+01,5.844122052e+01,9.004653255e+01,9.587537879e+01,1.784875307e+01,4.819004242e+01,4.033515790e+01,3.123293105e+01,1.248436353e+00,2.394805826e+01,1.698247478e+01,9.407032553e+01,5.768422618e+01,4.103764395e+01,7.441048570e+01,4.230707551e+01,4.373630632e+01,2.869187284e+01,5.935249493e+01,3.108586443e+01,8.554630765e+01,2.564016291e+01,4.614368437e+01,3.716649420e+01,8.168076401e+01,2.806456880e+01,9.347419462e+01,5.411619990e+01,6.322678709e+01,7.154470629e+01,1.212937043e+01,4.772129752e+01,7.652446157e+01,3.065771771e+00,6.558968516e+01,8.870449814e+01,4.319011325e-01,5.233574810e+01,8.218884320e+01,3.040169335e+01,9.572969202e+01,9.693115486e+00,6.342373154e+01,3.938060598e+01,4.965335097e+01,8.945109262e+01,3.041212620e+00,2.419954087e+00,1.891780639e+01,1.565733360e+01,1.440890952e+01,3.235875347e+01
1.419826459e+01,3.714384444e+01,9.204886605e+01,2.160159513e+01,4.424193956e+01,6.698336613e+01,7.756052240e+01,9.086583455e+01,8.546791644e+01,2.289011308e+01,4.420660902e+01,7.241813308e+01,1.319053731e+01,1.759017141e+01,1.585325068e+01,9.911174216e+01,8.853871478e+01,7.632575028e+01,9.291960136e+01,7.169759681e+01,5.256772214e+00,1.598660697e+01,7.751923025e+01,8.912367218e+01,1.596901680e+00,3.139611052e+01,2.358477955e+01,9.673892312e-01,9.091549657e+01,1.783917792e+01,1.555822926e+01,3.505361278e+01,5.659492798e+01,2.131736516e+01,4.710661498e+01,6.229048441e+01,1.473863913e+01,3.783151043e+01,9.946723278e+01,1.595488448e+01,4.373562954e+01,7.627894634e+01,9.136861256e+01,2.808091121e+01,6.254553238e+01,2.287253880e+01,7.327549204e+01,7.977768127e+01,9.533341049e+00,1.371881990e+01,9.589048326e+01,1.640195049e+01,1.989650056e+01,6.700627386e+01,8.897998020e+01,2.338609690e+01
9.021076153e+01,2.884736756e+00,1.840367894e+01,3.012738584e+01,2.491631171e+01,2.858756534e+00,2.428493177e+01,8.428857754e+01,6.320472593e+01,9.377908356e+01,1.417073506e+01,4.537579557e+01,5.594721715e+01,1.265352550e+01,8.217858116e+01,3.117866088e+01,3.635215127e+01,6.160059351e+01,3.820356376e+01,1.244714275e+01,3.294439780e+01,8.481179876e+01,3.828324235e+01,6.587288888e+01,8.630746385e+01,1.661656960e+01,5.981478269e+01,5.379425681e+01,2.163490126e+01,7.542747060e+01,1.857683701e-02,5.926357308e+01,3.640029595e+01,4.662951107e+01,9.079370052e+01,1.533130519e+01,6.657500863e+01,4.271214690e+01,7.857710184e+01,1.960250113e+01,1.222669694e+00,2.599846245e+01,1.694737066e+01,5.782213255e+01,5.259560326e+01,7.623928377e+01,3.001901470e+01,1.838657534e+01,6.186477462e+01,1.909911843e+01,8.653482816e+01,5.843123905e+01,5.122986749e+01,8.824283386e+01,3.676256388e+01,5.814240130e+01
4.839833449e+01,1.297816804e+01,9.123348186e+00,3.210411873e+01,1.887275776e+01,5.063356165e+01,8.544061933e+01,7.564224477e+01,7.746439516e+01,3.748345841e+01,2.053490862e+01,6.394017915e+01,6.533096558e+01,3.447045751e+01,1.624386155e+01,3.994252358e+01,1.954855298e+01,2.272572675e+01,9.755489825e+01,4.202969323e+01,3.091913798e+01,5.400975034e+01,9.317163633e+01,2.086436358e+01,1.030576854e+01,2.954951780e+01,6.355094305e+01,1.523577900e+01,2.120230321e+01,9.486868298e+01,4.766491593e+01,4.495015428e+01,7.897283157e+01,1.988774203e+01,9.855015166e+01,1.024247367e+01,2.902201749e+01,1.178591598e+01,1.229943411e+01,7.099516977e+01,3.461815710e+01,4.227314011e+01,7.042480009e+01,2.646108039e+01,8.768098581e+01,8.997216606e+01,2.535126281e+01,7.605269093e+01,7.175049790e+01,5.487795654e+01,1.542575601e+01,7.515604424e+01,3.514999957e+01,5.904702220e+01,1.831376037e+01,1.302094559e+01
