v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49
7.001795672e+00,8.730546569e+01,6.269879541e+01,4.308419784e+01,9.347576787e+01,8.671720669e+01,1.960777141e+01,7.743926615e+00,6.799821927e+01,3.529874733e+01,5.645843163e+01,6.494560979e+01,9.747626800e+01,1.442754849e+01,6.034943620e+01,9.574094830e+01,8.769723982e+01,5.502639121e+01,5.677446750e+01,4.365622497e+01,4.866274810e+01,5.905677021e+01,9.387746944e+01,7.458668688e+01,6.036878109e+01,2.739158015e+01,6.875452172e+01,9.312823100e+01,2.473170891e+01,4.401322276e+01,1.116709003e+01,9.738163088e+01,5.569892349e+01,2.132100896e+01,1.781326950e+00,7.554450399e+01,2.878008301e+01,3.195349138e+01,3.722188078e+01,4.321076575e+01,3.256592164e+01,3.919402516e+01,1.018954772e+01,5.177003134e+01,8.761231898e+01,6.549314234e+01,3.116736422e+01,3.565822777e+00,7.899331387e+01
6.455704694e+01,8.936263474e+01,5.559594053e+01,8.957950222e+01,2.944842874e+01,6.217340640e+01,5.414417901e+01,6.470073007e+01,1.012041782e+01,8.769884677e+00,4.661597156e+01,9.715821069e+01,4.725946383e+01,7.661445158e+01,5.667609262e+01,8.793422204e+01,8.563577602e+01,6.136475472e+01,2.337485209e+01,9.217629634e+01,5.431396011e+01,9.912305067e-01,4.627825772e+01,2.810172690e+01,4.950799077e+01,9.663494717e+01,2.428496813e+01,1.297091406e+01,2.511227409e+01,8.673602294e+01,7.127554147e+01,6.672679811e+00,5.622992452e+01,4.672675442e+01,9.969075570e+01,8.768846405e+01,9.927894115e+01,8.138202047e+01,6.740359960e+01,7.253170265e+01,6.696675232e+01,8.050801322e+01,6.429386798e+01,6.506671922e+01,1.049868553e+01,7.387182778e+01,5.973687653e+01,6.794101317e+01,8.962595577e+01
9.846811724e+01,2.183129825e+01,8.571966397e+01,9.937372346e+01,7.878993271e+01,2.862992068e+01,4.621706968e+01,6.658743532e+01,7.868877978e+01,3.083516589e+01,6.945279050e+01,4.694743610e+01,4.869084459e+01,5.402231914e+01,3.041232671e+01,6.125746886e+01,6.184031013e+00,8.954590444e+00,2.875318394e+01,3.177336926e+01,8.375672543e+01,9.667117809e+01,9.804088265e+01,9.017272372e+01,2.227451948e+00,1.188926984e+01,1.709090825e+01,4.146960748e+01,1.661163528e+01,9.836525626e+01,7.998284570e+01,5.257139019e+01,4.385114270e+01,3.135351360e+01,1.287479191e+01,9.739002126e+01,4.492138868e+01,5.190586275e+01,3.826278308e+01,4.449383797e+01,8.073673785e+01,1.669865962e-01,6.405530885e+01,9.594208118e+01,5.502299451e+01,2.518476267e+01,6.587217965e+00,2.771855544e+01,2.119122627e+01
2.080083531e+01,2.023735325e+01,6.941663075e+01,7.310004549e+01,6.792301856e+01,1.742766878e+01,4.253000154e+01,1.775651956e+01,4.301486098e+01,6.049509274e+01,6.172887932e+01,7.971282212e+01,1.123126918e+01,2.787691962e+01,9.909284366e+01,4.786696303e+01,4.317394176e+01,7.496929469e+01,6.751945692e+01,4.228374102e+00,3.468346513e+01,2.190432254e+01,6.456614894e+01,6.283959243e+01,7.170212810e+01,2.805471323e+01,8.231271856e+01,7.153757457e+01,1.104672466e+01,6.921606706e-02,3.016051165e+01,5.705806310e+01,4.964834662e+01,7.625252426e+01,4.099803239e+00,9.670591906e+01,5.397460346e+01,6.004623504e+01,3.565086718e+01,7.387973375e+01,5.157634095e+01,3.263543438e+01,9.077347646e+01,5.262523394e+00,2.680047567e+01,1.244110971e+01,1.431619768e+01,3.982125320e+01,2.937051975e+01
1.714143271e+01,6.202256974e+00,6.247441149e+01,6.238096394e+01,6.698821459e+01,8.245382827e+01,9.295567405e+01,1.761900180e+01,3.175618845e+01,4.275250284e+01,9.876555732e+01,4.515293564e+01,4.131017077e+01,7.814214301e+01,5.780104825e+00,7.082431278e+01,4.399731328e+01,6.081324379e+01,8.291379427e+01,2.076611347e+01,2.793149536e+01,1.323942552e+01,4.656945506e+01,8.734415926e+01,5.951086771e+01,6.066240210e+01,4.717684050e+01,9.543438166e+01,5.837463568e+01,9.936963464e+01,1.972304670e+01,2.162806888e+01,9.204360899e+01,4.385565309e+01,8.167117813e+01,9.146826505e+01,5.746978560e+01,2.295702131e+01,8.483940033e+01,5.972103472e+01,2.863546325e+01,2.945575037e+01,9.298489542e+01,2.640870538e+01,8.256446698e+00,8.723433743e+01,4.312404959e+01,8.855482643e+00,2.974346630e+01
4.197454584e+01,5.372821675e+01,4.165797861e+01,3.505895229e+01,6.770080799e+00,9.635469758e+01,1.789062539e+01,3.258024571e+01,7.591444669e+01,8.184652299e+01,8.554040896e+01,8.510358311e+01,9.891013323e+01,3.090852630e+01,4.681346233e+01,6.180652373e+01,1.701320505e+01,6.816599261e+01,1.009993493e+00,1.553484794e+01,2.987407232e+01,7.231308441e+01,6.255962640e+01,7.797757980e+01,4.408381738e+01,7.267878052e+01,6.656256457e+01,3.149253278e+01,7.459147844e+01,1.323350044e+01,5.667965958e+01,5.544456278e+01,1.590048431e+01,5.670848086e+01,8.188778659e+01,8.037350036e+01,9.287069668e+01,7.196555383e+01,4.381378010e+00,7.410580248e+01,6.492292375e+01,4.387269495e+01,6.373979820e+01,1.902411139e+01,1.610098927e+01,5.968642970e+01,1.202645519e+01,3.111916620e+01,4.579751187e+01
6.879466745e+01,6.451013503e+01,5.057504188e+01,3.665629558e+01,7.947618792e+01,7.729801104e+01,6.986679506e+01,3.219933171e+01,1.392511574e+01,6.733421555e+01,9.723371630e+01,2.909633237e+01,6.873257788e+01,6.888241113e+01,3.658802383e+01,6.848401369e+01,2.550934050e+01,5.099102831e+01,2.472769417e+01,4.154456857e+01,5.547063709e+01,6.950534016e+00,9.447895705e+01,3.479069905e+01,5.100710239e+01,8.315452857e+01,8.293181826e+00,1.813420101e+01,1.691441145e+01,8.687952161e+01,5.265734414e+01,9.050711873e+00,6.556241313e+01,6.465407826e+01,3.479097941e+01,4.725969149e+01,2.928851557e+01,8.353833318e+01,9.736248885e+01,5.005485310e+00,3.267467421e+01,6.233924355e+01,1.118876983e+01,8.063919091e+01,5.974171497e+00,7.187936554e+01,5.743271102e+01,4.328974862e+01,2.076581395e+01
2.306764533e+01,1.201102419e+01,6.707370308e+01,8.560467018e+01,2.021159423e+00,3.959342488e+01,4.584581061e+01,8.026495238e+01,8.973013269e+00,5.919497629e+01,4.085606110e+01,6.597147666e+01,7.205858169e+01,8.799442432e+01,1.802801147e+01,1.138857713e+00,7.351218836e+01,8.916395221e+01,1.803254394e+01,9.871721210e+01,5.368371451e+01,4.538895440e+01,6.473953192e+01,4.955271813e+01,6.570819033e+01,8.961461742e+01,3.592090238e-01,5.958303302e+01,5.422840858e+01,5.599228042e+01,8.966962048e+01,9.712913032e+01,2.932443933e+01,5.875046369e+01,5.684525239e+01,1.111061509e+01,8.716129109e+01,1.543899775e+01,5.788809687e+01,6.816859180e+01,9.210528138e+01,7.279040734e+01,8.304095913e+01,4.260451306e+01,2.679115980e+00,8.826472823e+01,6.140720172e+01,3.067289439e+01,9.416399710e+01
1.547898803e+01,7.942257982e+01,7.801773117e+01,6.028405156e+01,4.077994753e+01,5.107185083e+01,3.143308205e+01,3.303719181e+01,1.970884253e+01,3.940727586e+01,1.357617329e+01,3.975997878e+01,6.135154514e+01,5.414093703e+01,2.208870947e+01,5.030014958e+01,2.788144772e+00,2.535410222e+01,7.284206273e+01,1.362760705e+01,8.200091648e+01,9.369468147e+01,9.130189231e+01,8.442075502e+01,5.287658203e+01,7.023417876e+01,7.310402220e+01,9.497096439e+01,9.461111550e+01,8.936725740e+01,3.942038028e+01,2.981843286e+01,2.264938839e+01,1.085819163e+01,8.349000695e+00,2.202807894e+01,9.359448569e+01,6.673828275e+01,1.355424271e+01,1.541814940e+01,2.114051899e+01,8.832423015e+01,7.693947570e+01,6.916782328e+01,5.692519567e+01,3.694563070e+01,5.962120451e+01,3.239452485e+01,9.292065288e+01
5.568028351e+01,5.678190584e+01,7.382832831e+00,7.437088931e+01,1.888248376e+01,5.870935239e+01,4.438045914e+01,3.263839171e+00,3.185125823e+01,8.137087416e+01,1.933955793e+01,4.769457020e+01,4.841444080e+01,9.306912135e+01,6.871388037e+01,1.375038913e+01,6.389829407e+01,2.199476374e+01,6.923174351e+01,1.071916925e+01,2.436200851e+01,6.052788870e+01,9.407443964e+01,3.156939017e+01,2.445152808e+01,2.377297205e+01,9.241677556e+01,3.341522780e+01,5.537003713e+01,4.049281853e+01,4.718124955e+01,3.029290329e+01,6.605197935e+01,6.480142746e+01,8.705373220e+01,4.578044874e+01,3.240405013e+01,8.166182552e+01,3.900695620e+01,5.779518598e+01,7.763704047e+01,5.414311460e+01,4.396620986e+01,1.551593005e+01,8.694484821e+01,9.258555683e+01,7.153179166e+01,7.869624352e+01,8.274478979e+01
6.967480358e+00,8.248188537e+01,6.826067344e+00,8.621149068e+01,7.794277892e+01,3.207897401e+01,6.666377152e+01,8.735827595e+00,9.431521400e+01,4.149793857e+01,3.940572471e+01,3.259504087e+01,6.637540354e+01,2.794048507e+01,1.954970739e+01,8.507600566e+01,9.508818048e+01,9.118669473e+01,9.390448186e+01,1.962066995e+01,1.214854239e+01,7.398319265e+01,5.581151770e+01,5.341903465e+01,1.255480168e+00,9.050131337e+00,8.977302758e+01,9.130270340e+01,7.530547246e+01,4.504665729e+01,6.154725624e+01,9.068805266e+01,7.207450880e+01,6.731203690e+01,2.005705391e+01,1.884041122e+01,9.805152070e+01,4.669671998e+01,2.718803889e+01,3.983626380e+01,6.334466032e+01,6.506725500e+01,7.520561268e+01,8.983180783e+01,7.878639654e+01,5.752456981e+01,7.102454948e+01,1.327783643e+01,1.932750405e+01
7.275382346e+01,1.671952200e+01,5.446855361e+01,6.450826078e+01,9.170047812e+01,5.968334349e+01,6.328122857e+01,3.132180425e+01,6.811617025e+01,9.166845293e+01,7.634172195e+01,4.104070688e+01,1.887352269e+01,7.364229149e+00,9.046806694e+00,6.228523545e+00,8.214103044e+00,3.908566836e+01,7.441963443e+01,1.782175274e+01,4.562724219e+01,8.143047833e+01,3.355368811e+00,4.616663325e+01,2.523803002e+01,4.180681364e+01,6.081876503e+01,4.119763029e+01,1.729496147e+01,5.504837845e+01,9.025940786e+01,6.233386506e+01,5.654817067e+01,4.952016592e+01,3.832331259e+01,4.745096295e+01,4.203427833e+01,4.067442634e+01,2.148929933e+01,2.224774914e+01,5.091036241e+01,9.586603013e+01,4.944484516e+01,3.976582506e+01,9.571235513e+01,5.908820761e+01,2.488036648e+01,2.050818399e+01,5.512754022e+01
1.721855545e+01,2.052452669e+01,4.960122427e+01,5.145887594e+00,4.854514141e+01,9.966181068e+01,4.414270898e+00,7.884567862e+01,4.934576118e+01,2.992617446e+01,5.632973024e+01,9.991643802e+01,4.779706787e+01,6.547115821e+01,9.401403302e+01,9.649237360e+01,4.670832213e+00,9.059447043e+01,8.969773751e+01,1.205541798e+01,1.719770797e+01,7.843930672e+01,7.048265651e+01,5.648651946e+01,4.749641357e+01,8.641538755e+01,2.440846549e+01,7.394236311e+01,6.884677915e+01,8.262439719e+01,4.127166307e+01,9.990269510e+01,4.264787583e+01,9.701033223e+01,5.398425450e+01,2.615041107e+01,8.345120872e+01,1.996899574e+01,7.698072843e+01,4.000855516e+00,1.553450803e+01,8.092060403e+01,5.690234534e+01,2.746923332e+01,1.710294964e+01,7.145517329e+01,4.548606336e+01,4.505299058e+00,3.174378477e+01
8.896050010e+01,9.776270372e+01,9.311178081e+01,4.350008759e+01,6.126109763e+01,1.621582438e+00,9.609828507e+01,2.060464305e+01,8.779038475e+01,4.680352854e+01,4.992655409e+01,4.451837759e+01,7.829803262e+01,5.199644327e+01,6.259373746e+01,3.033951154e+01,3.471704038e+01,3.890222290e+01,8.689773579e+01,3.364219643e+01,6.863886532e+01,7.437712967e+01,4.754320247e+01,1.227605206e+00,2.486596836e+01,3.573651746e+01,3.943696430e+01,4.997053831e+01,8.835766101e+00,1.957253424e+01,3.442760063e+01,1.844630673e+01,3.072920976e+01,7.126772121e+01,7.766242104e+01,5.684316555e+01,3.731147065e+01,8.129473908e+01,8.128848825e+01,3.978270105e+01,5.011954166e+01,6.210285119e+01,5.663237356e+01,9.439823729e+01,4.110628295e+01,7.249534958e+00,3.004626614e+01,3.526596080e+01,3.031353928e+01
2.078135757e+01,7.044101133e+01,5.757808789e+01,9.820893114e+01,3.893267293e+01,6.484083737e+01,3.622543329e+01,7.142807708e+01,1.942621845e+01,5.308244768e+01,8.539784983e+01,7.339243221e+01,5.447587474e+01,1.404247154e+01,2.472898348e+01,8.077923902e+01,8.510243249e+00,6.474249471e+01,1.910140770e+01,5.507817477e+01,6.244933052e+01,1.962880201e+01,2.264844130e+01,9.522254215e+01,8.682861577e+01,3.355046481e+01,3.739619552e+01,6.299718491e+01,4.298972768e+01,6.221030135e+01,8.753634495e+00,1.798196013e+00,2.801956636e+01,1.937624798e+01,1.211103577e+01,8.643072018e+01,4.437773295e+01,3.063809164e+01,8.426802413e+01,8.202446413e+01,7.353507549e+01,3.899477783e+01,8.707997916e+01,8.073148018e-01,4.861857399e+01,5.652704493e+01,5.865044278e+01,5.994264547e+01,8.481554489e+01
8.984246025e+01,8.433651908e+01,4.307915629e+01,1.319972372e+01,6.935628971e+01,4.844951604e+01,3.398791199e+01,9.991909820e+01,6.244368602e-01,5.477198694e+01,9.822086808e+01,3.665642414e+01,1.041488272e+01,9.034779191e+01,3.539431709e+01,5.346967215e+01,8.524798694e+01,2.610801218e+01,5.787139340e+01,2.716222054e+01,7.320172561e+01,2.555979854e+01,2.547597026e+01,4.912649208e+01,6.479435177e+01,5.728805572e+01,3.808280317e+01,7.564181188e+00,1.338794131e+01,3.207423411e+01,8.672455394e+01,2.706924079e+01,4.851522161e+00,6.834691424e+01,7.536826342e+01,2.761832452e+01,2.015300270e+01,4.338898740e+01,3.281129047e+01,9.235997610e+00,9.019419526e+01,6.995701186e+01,8.865944641e+01,3.690412441e+01,4.520517009e+01,6.896494912e+01,1.026142803e+00,9.410018200e+01,4.622120629e+01
7.787709387e+01,8.458406611e+01,4.970128667e+01,5.064881768e+01,6.148341234e+01,5.728445502e+01,5.344001424e+01,6.271135625e+01,3.702526067e+00,5.443190993e+01,6.133558446e+01,6.675979167e+01,1.904883671e+01,4.254898113e+01,6.397542102e+01,3.027493380e+01,5.567884976e+01,5.805351329e+01,7.394098277e+01,6.092451463e+01,5.082363748e+01,2.775932252e+01,2.165170058e+01,4.357502269e+01,6.464187590e+01,1.686586643e+01,8.117588694e+01,4.624499736e+01,4.254527562e+01,2.099350119e+01,8.491902957e+01,7.309961970e+01,3.674129544e+01,5.665502609e+01,4.121021532e+01,9.526655923e+01,5.568478130e+01,3.357303680e+01,7.629706426e+01,7.620755462e+01,3.913418750e+01,3.326345847e+01,8.019597821e+01,9.859287703e+01,3.961288351e+01,7.576574087e+01,2.123870160e+01,2.658220158e+01,9.105484746e+01
6.056037629e+01,4.105639957e+01,5.497082680e+01,8.681789416e+01,9.401601223e+01,2.331433514e+01,9.725436598e+01,2.456947308e+01,7.277559890e+01,5.257720971e+01,9.446106356e+01,6.334707564e+01,9.221361907e+01,1.101775834e+01,8.636761386e+01,9.623486831e+01,9.938130444e+01,6.968685195e+01,4.206558375e+01,3.078375859e+01,7.201324578e+00,1.392699833e+01,2.731573457e+01,3.587716099e+01,9.377741222e+01,3.147605496e+01,4.353643308e+01,3.661113346e+01,7.676312247e+01,2.256773826e+01,2.056655961e+01,7.914606346e+01,1.522425818e+01,6.329964142e+01,8.097343107e+01,2.413197166e+01,1.811836191e+00,8.479224828e+01,5.115543122e+01,5.658388626e+01,7.105574332e+01,3.370243901e+01,2.733879755e+01,8.496181001e+01,7.189234875e+01,7.934372983e+01,8.740126869e+01,6.082904464e+01,8.743457646e+01
2.607059219e+01,4.087898823e+01,4.570145088e+01,8.521930716e+01,2.813308548e+01,9.147574764e+01,8.069422463e+01,4.428454360e+01,3.179641102e+00,8.106226028e+01,3.908029350e+01,9.663812024e+01,8.970640984e+01,6.093102885e+00,1.980903546e+01,1.479901598e+01,1.337473364e+01,7.159616225e+01,7.060107396e+01,9.725784794e+01,5.871374511e+01,6.118032452e+01,9.422782070e+01,9.293613273e+01,3.345541808e+00,6.840548472e+01,1.960253888e+01,2.138192453e+01,2.140318696e+01,7.039314000e+01,2.209991457e+01,3.198780091e+01,8.773270937e+01,1.238907117e+01,6.982190272e+00,7.165539685e+01,5.146050263e+01,5.660897166e+01,2.756611554e+01,1.120177161e+01,8.773806856e+01,2.797442653e+01,7.305892933e+01,8.168826696e+01,4.334692858e+01,3.349185720e+01,2.515652850e+00,6.747713153e+01,3.080702147e+01
5.701886779e+01,8.198892615e+01,6.588471820e+01,9.955530295e+01,5.624108361e+01,7.940672999e+00,1.551545106e+01,5.748782836e+01,7.381741297e+00,9.192497961e+01,7.627941860e+01,7.314812488e+00,1.343878688e+01,3.698212718e+01,2.187851733e+01,5.452721223e+01,4.709630228e+01,4.497395208e+01,8.757315838e+01,7.353366951e+01,1.539008888e+01,9.401101128e+01,4.468852641e+00,4.734784804e+01,2.401223126e+01,1.177010501e+01,1.361899535e+01,4.606272645e+01,9.812814533e+01,4.645611772e+01,7.344287345e+01,5.875339623e+01,8.341597240e+01,5.880551489e+01,6.256150554e+01,2.859087117e+01,2.781161252e+01,7.854599559e+01,6.304596465e+01,6.060070568e+01,9.493184918e+01,8.651384262e+01,8.913927837e+01,8.569095008e+01,2.712578131e+01,6.575314009e+00,7.419644166e+01,3.268499841e+00,8.893312037e+01
7.823619876e+01,3.014960759e+01,4.190127324e+01,2.718403544e+01,6.658744732e+01,5.254402708e+01,1.960305981e+00,7.078967084e+01,3.130542898e+01,6.242925536e+01,7.599281880e+00,7.679246790e+01,7.197384452e+01,5.739397801e+01,6.734675422e+01,1.641861557e+01,7.986126178e+01,8.074976855e+01,7.597950614e+01,2.195206978e+01,6.510552819e+01,9.086479778e+01,6.246084539e+01,7.683209491e+01,1.800399092e+01,3.999569394e+01,1.572168901e+01,2.212130547e+01,8.728998205e+01,2.328186979e+00,3.111242214e+01,4.728213552e+01,1.497661340e+00,1.492227648e+01,9.792615379e+01,5.877884463e+01,7.327900279e+01,2.646184976e+01,6.352069832e+01,5.123533729e+01,4.370125271e+01,2.597312903e+01,6.671907983e+01,5.856934775e+01,7.136966144e+01,3.656455908e+01,5.467853978e+01,4.671037926e+01,1.098176262e+01
8.067206818e+00,4.809289552e+01,1.724679738e+01,4.191630692e+01,3.584425380e+01,8.762249442e+01,1.165539555e+01,6.832286613e+01,5.637575629e+01,8.636645352e+01,1.950178369e+01,3.414249826e+01,5.273899376e+01,2.890600516e+01,3.440210994e+01,9.301686786e+01,9.847489182e+01,5.424991460e+01,7.238328546e+01,1.579233048e+00,8.671547012e+01,9.213047286e+01,7.964322200e+01,1.646594918e+01,2.666935378e+01,6.441753060e+01,2.517587104e+01,6.654634063e+01,1.765408127e+00,7.821944936e+01,1.859812506e+01,9.927187501e+01,7.190832003e+01,6.582327775e+01,2.619929134e+01,8.310578047e+01,6.688633708e+01,1.211466030e+00,9.863972410e+01,9.536836548e+01,4.393409897e+01,2.873411952e+01,2.084550628e+01,1.174997467e+01,8.889481828e+01,4.568409482e+01,2.757692075e+01,7.620661188e+01,2.065579764e+01
5.298129480e+01,8.181218061e+01,8.434204767e+01,2.057625117e+01,3.880753379e+01,7.101910879e+01,7.901384658e+01,4.498700559e+01,2.803575001e+01,8.354536843e-01,6.852694254e+00,6.162016362e+01,4.801785740e+00,2.914914341e+01,6.629326114e+01,9.362094149e+01,6.643990561e+00,8.299434073e+01,9.859380844e+01,3.272691808e+01,7.709259278e+01,3.772861527e+01,8.820090840e+01,3.512225637e+01,1.819188673e+01,3.604225989e+00,7.685041475e+01,4.264855801e+01,4.271323848e+01,7.999289936e+01,5.557362190e+01,3.511166272e+01,7.837557754e+01,4.567056600e+01,8.025431569e+00,1.125115322e+01,4.503501439e+01,1.513029297e+00,2.007682944e+01,8.157951122e+00,9.978760666e+01,1.066960971e+01,7.976200009e+01,1.254688864e+01,7.219512816e+01,2.771703298e+01,6.493514572e+01,9.491682613e+01,1.649165855e+01
9.751762876e+01,6.601939100e+01,6.253232716e+00,2.750743122e+00,5.733985455e+01,6.631806279e+01,8.130776218e+00,7.930945164e+01,5.700514311e+01,4.440423226e+01,8.510128707e+01,8.528778294e+01,3.476463566e+01,6.689720072e+01,4.418929338e+01,6.339981360e+01,4.217556919e+01,6.319922060e+01,9.608520516e+01,4.040963738e+01,5.396741402e+01,2.287402572e+01,6.605120520e+01,8.109582495e+01,6.689113634e+01,2.226184142e+01,3.726825357e+01,2.012422130e+01,4.008172804e+00,6.808199098e+01,3.908969451e+01,7.372819650e+00,8.708059573e+01,8.613149521e+01,1.182714305e+01,5.049691627e+01,6.366469908e-01,5.413439297e+01,3.989360169e+01,2.289713552e+01,5.102721965e+01,7.863534785e+01,6.665817997e+01,3.721813616e+01,5.075818895e+01,1.225210873e+01,6.670962969e+01,5.856033502e+01,2.001638223e+01
3.256813985e+01,9.842173636e+01,8.040809300e+01,1.184326099e+01,9.904053326e+01,7.730013116e+01,6.560235444e+01,9.393341041e+01,3.332535803e+01,8.386025504e+00,5.773642545e+01,2.065010617e+01,6.510738338e+01,1.065890401e+01,9.201212277e+01,5.949399081e+00,4.483999202e+01,8.588106290e+01,9.088340138e+01,2.256281546e+01,8.515503716e+01,6.827202401e+01,3.301588818e+01,2.991052621e-01,8.945135859e+01,7.772059358e+01,5.937030108e+01,2.200522960e+01,4.231396987e+01,6.001569884e+01,1.057742915e+01,9.169636360e+01,9.322526177e+01,7.292070094e+01,2.125920310e+01,5.859066840e+01,4.853375166e+01,4.449021185e+01,3.390060053e-01,3.521536658e+01,2.193702150e+01,2.001020256e+01,5.913823604e+01,1.997819062e+01,6.899697049e+01,8.694394444e+01,6.445271383e+01,4.030779309e+01,3.305175044e+01
2.533085651e+01,4.358950107e+01,2.074965585e+01,6.497719077e+01,3.006736257e+01,4.235835656e+01,3.494021316e+01,6.221907553e+01,1.055620901e+01,1.030596986e+01,2.739547481e+01,5.955706659e+01,3.361980186e+01,7.435387547e+01,5.701544183e+01,9.200338369e+01,4.883048150e+01,8.217143265e+01,6.393275937e+01,7.301915472e+01,2.476727681e+01,1.296509207e+01,9.015436597e+01,8.894530526e+01,8.418276011e+01,5.459032098e+01,7.031152038e+01,1.332090184e-01,7.745325405e+01,8.184477862e+01,6.369952850e+00,6.500025636e+01,7.161504065e+01,5.501458918e+01,5.312704226e+01,9.950960293e+01,2.035351148e+00,2.618134457e+01,5.996435895e+00,7.486381844e+01,8.951756921e+01,3.922047537e+00,7.770538028e+01,5.198418771e+01,5.067609702e+01,4.632674169e+00,4.864862235e+01,1.702127555e+01,1.143141452e+01
9.452878959e+01,8.165725654e+01,9.910950187e+01,3.409670609e+01,5.690505676e+01,1.263620194e+01,5.764316044e+00,8.311702868e+01,5.102712176e+01,6.384103194e+01,9.571239922e+01,5.159398747e+01,3.089954005e+01,5.947198487e+01,7.082574451e+01,3.617029944e+00,3.744839402e+01,6.281725248e+01,9.377364871e+01,9.998944065e+01,4.486643308e+01,7.283603173e+01,1.394863364e+01,1.449231446e+01,8.603739505e+01,6.422382932e+01,6.258490526e+00,9.152919587e+01,2.952034941e+00,4.471263848e+01,2.305400509e+01,3.055555188e+01,4.928480435e+01,1.575881307e+01,1.949100267e+01,3.160001195e+01,2.632711964e+01,1.609584433e+01,8.529908556e+01,2.113696689e+01,4.545021620e+01,3.003913611e+01,8.773160529e+01,3.355104903e+01,6.080439123e+00,3.330573661e+01,5.341282012e+01,9.277545092e+01,2.658330922e+01
7.009626479e+01,6.323658132e+01,2.690376533e+01,3.418749901e+01,9.266861164e+01,8.047476007e+01,4.478450903e+01,6.330404892e+01,4.385875257e+01,9.810566795e+01,5.543615685e+01,9.093376918e+01,6.911529990e+01,9.799105604e+01,5.740882352e+01,4.370541461e+01,7.504668917e+01,4.655621763e+01,5.335327425e+01,2.826614918e+01,1.707727328e+01,6.851046870e+01,5.859242985e+01,3.535214934e+01,2.082553008e+01,3.313064068e+01,8.165797579e+01,7.454584516e+01,4.580248678e+01,9.266049956e+01,3.678589033e+01,1.584407348e+01,8.233319773e+01,8.655250107e+01,5.405028917e+01,7.342588633e+00,8.791840021e+01,3.973123242e+01,2.761594908e+01,6.951990752e+01,6.516698205e+01,7.696905125e+01,2.785028717e+01,2.189816803e+01,7.245697471e+01,3.322519109e+01,7.905813708e+01,9.221942089e+01,4.241015805e+01
8.676076470e+01,6.865891932e+01,1.410017775e+01,3.640183321e+01,2.293371414e+01,2.088099573e+01,7.956384136e+01,4.639317839e+01,8.003203682e+01,3.000225909e+01,3.038045532e+01,4.504348215e+01,8.233681782e+01,6.324829333e+01,2.153451383e+01,4.642068587e+01,3.848880111e+01,8.663068411e+00,3.918195437e+01,4.524249757e+01,7.457862652e+01,9.339353281e+00,2.283504938e+01,2.539647658e+01,1.918511266e+01,1.518095530e+01,3.038886789e+01,8.326006634e+01,9.286261107e+01,8.860947125e+01,6.221938491e+01,8.053992639e+01,5.582986603e+01,8.757419584e+01,5.828670384e+01,3.696158393e+01,4.909469286e+01,9.823436615e+01,2.657639326e+01,1.910449743e+01,2.848478483e+01,9.076146893e+01,5.523856422e+01,3.239799411e+00,1.207900949e+01,6.771517679e+01,1.823975328e+01,7.905997249e+01,6.763825570e+01
5.999470666e+01,1.180437209e+01,3.853992894e+01,9.293131069e+01,4.357464931e+01,5.393823969e+01,7.390419479e+01,1.489444971e+01,9.058243292e+01,7.498342949e+01,4.583103491e+01,2.974928782e+00,7.405151861e+01,8.075337873e+01,1.459019330e+01,8.674099868e+01,2.404197823e+01,3.147512753e+01,1.993219517e+01,5.421143192e+01,2.067448062e+01,7.760263235e+01,5.168221126e+01,7.347964580e+01,2.392087040e+01,4.372164982e+01,7.111975954e+01,7.663876135e+01,3.882157655e+01,4.469302350e+01,8.032349236e+01,7.192898006e+01,1.853908760e+01,4.749395317e+01,9.553074198e+00,4.888802853e+01,9.531472598e+01,2.168905652e+01,3.188876201e+01,8.785862173e+01,3.576374781e+00,6.496467360e+01,7.583254189e+01,7.389432760e+00,1.505732542e+01,1.357111109e+01,8.870406082e+01,4.429601430e+01,2.723644634e+01
4.635461528e+01,7.000295561e+01,7.823356592e+01,1.677271918e+01,8.660887272e+01,4.907720275e+01,7.308490472e+01,3.490923530e+01,6.700708392e+01,8.233819322e+01,7.687946140e+00,1.580523254e+01,8.301079806e+01,2.336024265e+01,9.602141894e+01,7.254460698e+01,9.571425429e+01,4.685547221e+01,6.201781093e+01,8.526398660e+01,2.428769263e+01,5.640652783e+01,9.033194162e+01,9.408074942e+01,6.679060010e+01,3.520641476e+01,4.531085699e+00,7.068496389e+01,7.812702102e+00,5.749768221e+01,4.847834664e+01,8.985265792e+00,5.934195300e+00,2.516128521e+00,5.670776202e+01,7.546264223e+01,1.993770776e+01,4.368928879e+01,7.897271268e+01,6.865672174e+01,2.723654461e+01,7.716731890e+01,7.598668118e+01,7.052919341e+01,6.064545598e+01,7.621335323e+01,7.255141823e+01,1.289742497e+00,5.472976886e+00
