v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29
1.058149423e+00,1.135153133e+01,7.462018435e+01,4.521903209e+01,8.756993352e+00,1.088635544e+01,8.165210102e+01,9.662156399e+01,6.199300701e+01,1.968448349e+01,1.565845485e+01,6.455834875e+01,9.070555027e+01,6.000274067e+01,7.708404560e+01,3.396815971e+01,8.458979808e+01,6.345675091e+01,3.915974533e+01,9.540588723e+00,6.780315292e+01,8.664858559e+01,6.345052240e+01,7.799053109e+01,9.961579004e+00,6.132898689e+01,5.332570365e+01,9.317012803e+01,3.296203311e+01
2.227921505e+01,6.170446408e+01,1.878010959e+01,1.931776538e+01,9.284692826e+01,8.802911389e+01,4.872751503e+01,9.156724792e+00,4.969179512e+01,3.248170674e+01,8.797589871e+01,9.187494921e+01,4.286234689e+01,2.485845721e+00,5.114843407e+00,8.790264984e+00,7.873065426e+01,8.921516318e+01,2.245176453e+01,5.562507036e+01,7.893293262e+00,1.295898872e+01,6.005916396e+01,7.015782648e+00,6.689054830e+01,2.382347707e+01,8.837163238e+00,7.295177774e+01,4.996843274e+01
8.404601500e+00,2.632164292e+01,6.892366250e+01,4.867525109e+01,6.022558554e+01,8.037657737e+01,3.385033679e+01,9.228389492e+01,8.952664925e+01,9.304535581e+01,1.982824785e+01,3.010257332e+01,7.238942288e+01,7.200880131e+01,8.716383352e+01,8.530364964e+01,8.726750878e+00,7.982852806e+01,4.569081005e+01,1.180460791e+01,6.921301202e+01,8.791811128e+01,7.988191785e+01,5.694639835e+01,8.197090208e+01,4.004730802e+01,3.100831071e+01,5.665689617e+01,2.384288767e+01
4.820853664e+01,5.851886786e+01,3.789128365e+01,7.092991174e+01,7.643070346e+01,9.500574063e+01,3.650709602e+01,9.406625523e+01,8.872193079e+01,3.034653451e+01,7.704484339e+01,6.919324218e+01,6.184075156e+01,6.333726868e+01,3.613062957e+01,2.829178333e+01,2.063935483e+01,8.849987394e+01,4.625743588e+01,3.603711555e+01,8.379350481e+01,5.376203791e+01,5.312500040e+01,8.553647863e+01,7.800496732e+01,2.556242303e+01,4.789361812e+01,5.194357521e+00,1.864336950e+01
4.590520342e+00,9.831538617e+01,5.829199253e+01,6.112814571e+01,7.229156924e+01,4.808269820e+01,4.997864429e+00,2.654512144e+01,8.795412516e+01,3.646567026e+01,6.392702522e+01,7.329295289e+01,1.510009945e+01,4.676138320e+01,2.164484101e+01,6.376366724e+01,1.220826342e+01,3.271551040e+01,8.153719916e+01,1.549046885e+01,4.501567719e+01,1.383091653e+01,6.878034724e+01,5.235718641e+01,5.575381829e+01,1.576666436e-01,2.870418660e+01,8.167762661e+01,2.772927559e+01
5.269633664e+01,8.017501757e+00,1.245248258e+01,4.398565304e+01,8.565068616e+01,4.760354475e+01,2.416389663e+01,5.946679998e+00,1.032165573e+01,6.654855424e+01,3.915677200e+01,6.805103960e+01,6.080732158e+01,3.174641098e+01,1.762895195e+01,8.848256440e+01,8.643511877e+01,1.691000952e+01,8.331479445e+01,3.295632265e+01,8.448665960e+01,7.664239771e+01,5.287359229e+01,1.942943247e+01,2.560856593e+01,1.840590800e+01,6.996682124e+01,4.425237416e+01,9.605680451e+01
9.973481965e+01,9.648443768e+01,7.247026765e+01,3.739814463e+01,9.627040138e+01,4.212849220e+01,2.788198157e+00,6.187664154e+01,4.948809915e+01,2.848219797e+01,1.245409971e-01,6.384037623e+01,1.036611622e+01,4.041484355e+01,5.370397637e+01,6.995291967e+01,1.090157830e+01,6.296373690e+00,4.995751934e+01,7.575754788e+01,3.448710221e+01,8.752816755e+01,1.975023150e+01,4.833689278e+01,9.619929069e+01,2.411382446e+01,6.528053841e+01,7.549653044e+01,3.978529901e+01
4.295901154e+01,7.528573733e+00,6.780622587e+01,4.427899031e+01,8.640908717e+01,2.318218683e+01,3.223542607e+01,8.975958624e+00,2.550834571e+01,7.894997282e+01,3.375691779e+01,3.213140162e+01,5.122545079e+01,8.119702961e+01,6.289602148e+01,7.040900666e+01,5.076544991e+01,2.922294380e+01,4.031050501e+01,8.608264740e+01,7.736128204e+01,1.517474080e+01,9.839896369e+01,9.444473618e+01,8.099373053e+01,3.156726198e+01,8.986979187e+01,6.348910428e+01,5.350394455e+01
7.676412203e+01,4.528433080e+01,5.926259220e+01,6.493672889e+01,3.910835709e+01,2.226144594e+01,4.575981026e+01,9.139368669e+01,8.986439348e+01,5.355325358e+01,4.517749709e+01,3.799886127e+01,3.640021948e+01,7.897190608e+01,4.656526622e+01,1.863403075e+00,1.445191850e+01,2.745294870e+00,2.903681393e+01,6.888985878e+01,3.351915055e+01,7.456579019e+01,2.225392454e+01,5.673462414e+01,3.042938197e+01,2.897539899e+01,2.004107920e+01,3.706763534e+01,8.077105979e+01
1.161286170e+01,3.747028818e+00,1.747345223e+01,4.283751854e+01,9.571649070e+01,4.978936613e+01,4.087331452e+01,7.093714174e+01,1.905732518e+01,5.499457005e+01,9.930198203e+01,7.967344686e+01,7.222461777e+01,7.595220149e+01,1.638628673e+01,2.909039369e+01,1.157280200e+01,5.438666442e+01,4.267548917e+01,5.429877837e+01,6.132343448e+00,3.500910820e+01,5.796478470e+01,8.262147202e+00,2.714449344e+01,5.611501355e+01,6.991860470e+00,3.720991355e+01,2.051910349e+01
5.736938841e+01,9.033514949e+01,4.076892149e+01,2.287298431e+01,2.218293151e+01,2.242568229e+00,5.096405980e+01,7.671676012e+01,2.700738278e+00,6.045384887e+01,3.808277811e+00,7.924192516e+01,2.100072406e+01,9.048996401e+01,2.985745551e+01,6.108695704e+01,3.101742055e+01,4.300300099e+01,8.449493073e+01,1.241950619e+01,5.621860227e+01,4.248686670e+01,1.685859936e+01,9.895624000e+01,3.387099873e+01,2.821424167e+01,9.414253432e+01,7.896018287e+01,9.375464368e+01
5.249728635e+01,7.935506582e+01,9.767540308e-01,7.068953948e+01,1.020824249e+00,5.216096672e+00,6.050137740e+00,8.274250336e+01,7.984114449e+01,2.041434868e+01,6.446463175e+01,8.878060894e+01,4.556603750e+01,4.200299831e+00,2.289813247e+01,9.293247936e+00,3.756884500e+01,5.583168087e+01,7.514564128e+01,6.438433044e+01,2.377650337e+01,5.656161986e+01,2.532786948e+01,1.541434760e+01,8.865729116e+01,6.161682347e+01,7.998876843e+01,8.068031740e+01,9.431256188e+00
7.740006445e+01,5.638204467e+01,5.389112438e+01,3.911502624e+01,3.295838337e+01,9.843252760e+01,6.645670217e+01,3.194175584e+01,2.405661335e+01,8.781465385e+01,8.735689867e+00,1.641776971e+01,1.242253364e+01,9.109088782e+01,9.953636519e+01,2.996311198e+01,7.221064044e+01,5.930317503e+01,9.562780909e+01,2.149606842e-01,1.536447028e+01,1.658320243e+01,9.107450152e+01,1.028480055e+01,3.716033350e+00,8.596403892e+01,6.599224601e+01,8.255910359e+00,2.990195517e+01
9.641102919e+01,7.730316671e+01,8.507595791e+01,6.174613845e+00,2.514729885e+01,3.166567660e+01,1.670284927e+01,7.080491371e+01,9.283432049e+01,2.467731733e+01,6.874124933e+00,7.278674995e+01,3.161637783e+01,3.557179559e+01,8.143611175e+01,8.722523265e+01,1.190586020e+00,8.405344693e+01,6.542297218e+01,2.380545292e+01,5.652802802e+01,6.837851418e+01,6.133877338e+01,9.880342593e+01,3.053160187e+01,1.457814972e+01,7.928466026e+01,8.099586099e+01,2.838757749e+01
5.943223882e+01,5.507896119e+01,1.508787145e+01,5.802084962e+01,7.427847096e+01,6.160215818e+01,3.913161253e+01,9.447148415e+01,6.628413663e+01,3.387112775e+00,9.856713993e+01,5.786754039e+01,7.041053771e+01,5.832363947e+00,6.703499164e+01,1.004871050e+01,6.220669930e+01,7.228796833e+01,4.172733837e+01,8.836590010e+01,3.963556568e+01,1.287204664e+01,9.890675510e+01,7.368050744e+01,3.010863193e+01,5.755900307e+01,7.170585259e+01,1.906736250e+00,7.843489575e+01
7.569315215e+01,8.059306857e+01,1.812892568e+01,5.336930666e+01,4.838601478e+01,8.300474567e+01,4.104193718e+01,4.847897256e+01,1.279702965e+01,2.332925667e+01,8.068259656e+01,2.759322660e+01,5.633756161e+01,6.294247225e+01,4.880221599e+01,8.559301109e+01,6.796718360e+01,6.978822763e+01,6.204703121e+01,5.578517033e+00,6.687292182e+00,9.883404858e+01,6.145390433e+01,8.926487507e+01,5.588459421e+01,6.051823392e+01,3.006536608e+01,7.884589972e+01,5.796348559e+01
1.617062921e+01,1.996513011e+01,2.431739194e+01,3.700292800e+01,8.219797946e+01,8.082152652e+01,3.886611786e+01,1.197927434e+01,8.270947541e+01,6.995785107e+01,1.047225533e+01,3.481012312e+01,2.534984407e+01,4.972790271e+01,3.861200764e+01,2.065165482e+01,4.381173025e+01,1.665545095e+01,4.991967623e+00,3.836371789e+01,4.352265664e+01,1.304951574e+01,5.385593062e+01,9.122404844e+01,9.757008655e+01,7.003391246e+01,9.916049335e+01,3.097222104e+01,1.249109449e+00
2.706589863e+01,2.774798477e+01,9.424738263e+01,7.925961835e+01,1.689804986e+01,8.735274593e+01,7.627026669e+00,6.691293136e+01,2.412287134e+01,8.764928217e+01,3.118950289e+01,7.898855652e+01,9.957859641e+01,6.396594954e+01,3.595924311e+01,9.339204867e+01,8.904956668e+01,7.129702911e+01,2.714311872e+01,1.932768629e+01,5.004870889e+01,5.212330364e+01,4.430425699e+01,1.486758885e+01,8.994365162e+01,5.210963846e+01,7.018903822e+01,9.724315758e+01,7.515823583e+01
4.796589855e+01,6.454518576e+01,5.942362636e+01,9.312404162e+00,8.886922908e+01,9.963198427e+01,5.106433414e+01,6.404616277e+01,5.035396628e+01,8.751239401e+01,6.092966280e+01,9.150783246e+01,8.361174417e+01,6.124434892e+01,9.773160864e+01,3.998208206e+01,8.428901454e+01,5.808930051e+00,7.142433279e+01,5.401123446e+01,4.652295286e+00,5.085468435e+00,7.005346662e+01,2.129281499e+01,8.030549062e+01,6.036130407e+01,8.886013287e+01,7.937905514e+01,2.105737129e+01
4.730038919e+01,8.601780352e+01,3.220598235e+01,4.359954737e+01,5.066080695e-01,2.051627922e+01,6.785133887e+01,7.037773699e+01,8.521912057e+00,9.066618961e+01,6.739819673e+00,4.925558292e+01,8.945216547e+01,1.012861332e+01,7.399987063e+01,9.768602603e+01,4.960607240e+01,2.077768597e+01,2.720942675e+01,2.674161126e+01,5.999830241e+01,2.050584976e+01,6.379166169e+01,6.361007978e+00,6.981924612e+01,6.901009029e+01,9.430045695e+01,5.074107776e+01,3.463914517e+01
7.538541491e+00,5.974939443e+01,4.543637487e+01,8.643236326e+01,8.990269751e+01,2.233738546e+01,3.027492231e+01,4.353883864e+01,6.012808749e+01,6.641357916e+01,5.741750299e+01,2.345731101e+01,8.293258891e+01,7.033305162e+01,8.463632133e+01,1.758252796e+01,2.810571156e+01,4.451968530e+01,2.252249580e+01,2.451271806e+01,2.830485271e+01,5.616293449e+01,7.179646993e+01,1.836853584e+01,9.095365435e+01,8.499666337e+00,2.199494199e+01,6.302792797e+01,1.745624981e+01
5.088684938e+01,3.045615205e+01,3.917441890e+00,3.032636492e+01,1.170571951e+01,1.816972130e+01,8.481299126e+01,7.774246462e+01,5.194237680e+01,9.222113540e+01,9.186820066e+01,2.220988358e+01,9.790679169e+01,1.577896036e+01,8.530616756e+01,9.209950484e+01,1.875377306e+01,1.990624404e+01,6.923057967e+01,5.684606756e+01,2.524473232e+01,8.351680990e+01,4.754404505e+00,7.575445641e+00,7.570342029e+01,4.542845917e+01,2.289942701e+01,5.585710869e+01,5.488483322e+01
3.784582602e+01,2.439257373e+01,9.018940914e+01,8.526841208e+01,6.716489963e+01,5.914446574e+01,9.462973012e+01,8.772917447e+01,5.225785772e+01,7.539302839e+01,7.069923587e+01,8.670702308e+01,8.249079190e+01,6.963689661e+01,9.081380075e+01,4.651107302e+01,4.238364474e+01,4.055360899e+01,3.212254460e+01,3.351848628e+01,3.366967994e+01,2.798661348e+01,3.191707965e+01,2.225197998e-01,7.766073831e+01,3.259847025e+01,6.938203102e+01,7.283834755e+01,5.447372694e+01
9.619701660e+01,8.548707490e+01,9.612531266e+01,1.958534280e+01,9.652164818e+01,2.013466384e+01,5.759475076e+01,5.524662368e+01,6.405358348e+00,9.460667962e+01,8.532636412e+01,9.202335875e+01,7.089210774e+00,5.214599828e+01,2.116180119e+00,8.946144143e+01,1.310589361e+01,3.708354783e+01,5.198388019e+01,1.912721642e+01,4.940513202e+00,5.608465698e+00,6.701144745e+01,2.557372006e+01,3.292105666e+01,3.199292873e+01,4.902937959e+00,4.518951043e+01,2.060344551e+01
2.337298882e+01,6.150201531e+01,8.968736540e+01,2.192912602e+01,2.348370503e-01,1.185607778e+01,2.174845228e+01,5.239329491e+01,8.915415093e+01,6.076023560e+01,7.308556859e+01,7.187630939e+00,2.090799044e+01,6.689550969e+01,4.843342079e+01,1.167628304e+01,7.806455650e+01,1.347196069e+00,7.331078747e+01,3.657367426e+01,1.567794578e+01,8.019317229e+01,9.018380680e+01,7.088118534e+01,7.302457875e+01,9.476487395e+01,9.654629758e+01,4.562250404e-01,2.535320724e+01
4.135129574e+01,6.244821050e+01,7.203797171e+01,6.670874875e+01,3.033826293e+01,2.866390680e+01,4.485746781e+01,6.190559626e+01,8.532058593e+01,3.062916981e+01,2.723884319e+01,4.511647115e+01,2.970695048e+01,3.759679939e+01,8.259892887e+01,8.562868208e+01,4.114452983e+01,4.160352178e+01,8.529262210e+00,7.291446608e+01,6.384506138e+00,1.072834562e+01,2.130707836e+01,5.147912819e+00,5.673091856e+01,1.769832996e+01,6.371238528e+01,9.695504952e+01,8.769982832e+01
5.031248456e+01,8.977449756e+01,1.411815734e+01,4.290206696e+01,9.962928337e+01,7.805147798e+01,8.916115665e+01,3.016893351e+01,8.271139323e+00,5.340329827e+00,6.263926810e+01,3.658207484e+01,9.848194385e+01,1.883692738e+01,5.469088440e+01,2.102163232e+01,5.981318440e+01,8.382940083e+00,8.077266674e+01,2.642264689e+01,5.015145744e+01,9.947665418e+01,7.066060518e+00,7.823443755e+01,1.227971903e+01,8.185638271e+01,7.158009320e+01,6.907036264e+01,3.192877753e+01
7.908941949e+01,9.376450618e+01,3.381215175e+01,9.496720255e+01,4.690423452e+00,9.787035241e+01,2.387007741e+01,6.214405348e+01,9.601148656e+01,3.186478735e+01,2.334311664e+01,7.704720487e+01,1.632001317e+01,9.790799025e+01,1.233492990e+01,3.787249706e+01,3.206033270e+01,1.352865558e+01,5.846485427e+01,4.329775371e+01,2.381006489e+01,6.292820489e+00,7.532942893e+01,1.954314739e+00,9.042696894e+01,3.752649913e+01,5.957059352e+01,7.659109638e+01,8.548984873e+01
9.824087874e+01,6.466752351e+01,6.638522816e+01,4.254412482e+01,5.145164958e+01,1.467015503e+01,3.259906370e+01,5.630091112e+01,2.289528665e+01,4.346562406e+01,3.697081590e+01,9.478437041e+01,7.560374158e+01,3.589164397e+01,2.862439572e+01,2.026116895e+01,6.382373930e+01,1.867887095e+01,4.160716834e+01,4.688119766e+00,6.856930128e-01,2.191814291e+01,4.710075802e+01,9.863446870e+01,1.040276279e+01,2.631417377e+01,5.167249635e+01,7.301815866e+01,1.681490455e+01
5.900554671e+01,3.150872305e+01,2.276885206e+01,9.918667467e+01,9.737778313e+01,6.705623996e-02,8.529586330e+01,1.989763408e+01,7.850521706e+01,9.602081151e+01,6.483874870e+01,4.303070403e+01,2.383623310e+01,5.193252560e+01,2.248187107e+01,7.239453291e+01,4.292133750e+01,7.425722090e+01,1.096820667e+01,6.833514906e+01,1.720417262e+01,6.143249478e+01,5.838967669e+01,3.846690856e+01,1.928923119e+01,2.047662541e+01,5.836457609e+01,7.524105863e+01,5.210760719e+01
8.975524458e+01,4.152672173e+01,3.061552931e+01,9.228753878e+01,6.071674389e+01,2.874557646e+01,4.508129206e+01,8.096278282e+01,5.897099566e+01,1.257250461e+01,8.223025590e+01,3.642259301e+01,3.618280631e+01,5.673974180e+01,9.278413502e+01,3.559108195e+01,9.957378137e+01,1.932064977e+01,7.009018400e+01,9.514759201e+01,4.825509662e+01,7.246952462e+01,1.000429687e+01,5.137682785e+01,6.815372371e+01,5.194683246e+01,4.872733624e+01,7.494862433e+01,5.520226625e-01
1.222928474e+00,1.837499213e+01,4.150979327e+01,5.232787078e+00,5.821564900e+01,2.883971660e+01,3.577681309e+01,5.024280973e+01,5.356693978e+01,6.560425620e+01,5.240698648e+01,9.522414369e+01,4.704186044e+01,6.358732252e+01,8.825812798e+01,1.234036866e+01,6.332522231e+00,3.608757365e+01,1.808562664e+01,4.621257109e+01,4.033399013e+01,4.688791922e+01,7.715104201e+01,4.669625669e+01,3.653184940e+01,3.491451742e+01,4.247527047e+00,5.104358112e+01,2.868958836e+01
3.756699960e+01,6.551932777e+01,4.766871153e+01,7.502067540e+01,9.972376983e+01,6.738266161e+01,1.768824805e+01,8.061953696e+01,3.077189427e+01,9.912045476e+01,9.156885866e+01,9.895891666e+00,6.349087908e+01,2.295714340e+01,6.419291299e+01,5.795749549e+01,4.745665271e+01,6.165011755e+01,3.515452489e+01,5.234396890e+01,4.321430817e+01,7.096825945e+01,5.726543272e+01,1.534568498e+01,6.788238831e+01,1.100412290e+01,4.535531443e+01,2.375978889e+01,1.103398042e+01
7.659509867e+01,2.478721478e+00,4.687357375e+01,3.497193726e+01,2.710428119e+00,3.628474421e+01,4.308622271e+00,8.565846604e+01,1.816043842e+01,6.446338743e+01,7.196073586e+01,5.792201136e+01,3.996016379e+01,4.060790555e+00,5.894055024e+01,9.577955119e+01,1.601623831e+01,6.666602070e+01,7.984184932e+00,7.325141113e+01,6.989027054e+01,3.455856630e+01,4.535448259e+01,3.808640748e+01,9.844352281e+01,7.627291017e+01,4.459128533e+01,5.437597937e+01,9.246990033e+01
7.572345584e+01,5.791484069e+01,7.948921287e+01,5.816852311e+00,2.843266881e+01,8.342773093e+01,2.740679453e+01,1.706812728e+01,9.724671481e+01,1.996063363e+01,1.278372014e+01,9.337526771e+01,8.568383700e+01,7.773879681e+01,4.275514812e+01,3.948722692e+01,9.489083664e+01,4.804671564e+01,2.477880710e+01,6.546494307e+01,2.315947226e-01,7.141004573e+01,6.236464976e+01,5.629358152e+01,8.735661665e+01,3.909953610e+01,4.768635520e+01,6.489622551e+01,1.023237653e+01
9.655445371e+01,2.424786590e+01,8.718460955e+00,6.621143817e+01,3.319764528e+01,8.747790910e+01,7.657764394e+01,7.661125739e+01,1.096739334e+01,8.104044009e+00,4.990700690e+01,2.622740804e+01,8.104603682e+01,7.673291602e+01,7.860744301e+01,2.588362159e+01,6.879387023e+01,8.902055256e+00,2.422976838e+01,8.472029265e+00,4.098778024e+01,9.792087889e+01,7.642832483e+01,3.310013684e+01,3.621937900e+01,4.710563082e+01,3.686140456e+01,8.862895492e+01,6.525477347e+01
6.921627358e+00,7.577982174e+01,6.152082213e+01,9.648430429e+01,6.760417713e+01,5.788899081e+01,7.581362771e+01,2.941017796e+01,8.166871855e+01,7.460745408e+01,5.004300662e+01,7.593871747e+01,7.875068155e+01,1.956295986e+01,6.397391364e+01,2.986496966e+01,3.011429294e+01,7.306881886e+01,3.989145637e+01,3.777677822e+01,6.427872961e+00,2.498178027e+01,4.813115474e+01,5.079061581e+01,3.916345073e+01,8.036858182e+01,6.177945165e+01,8.607347063e+01,1.588753634e+01
8.648750059e+01,2.938909316e+01,1.850215863e+01,3.888672968e+01,4.463091399e+01,5.118310191e+01,4.474164388e+01,7.224881319e+01,3.218541804e+01,3.089083150e+01,9.441073498e+01,2.706248438e+01,4.560445099e+01,3.448325951e+01,8.323074951e+01,5.590147491e+01,9.150703046e+01,9.667958576e+01,2.842451907e+01,6.228784468e+01,1.469856573e+01,9.484961409e+01,5.597880996e+01,9.924364268e+01,8.777018485e+01,1.662275000e+01,1.864749198e+01,9.636806451e+01,6.440611685e+01
5.000518566e+01,4.506345627e+01,4.100826112e+01,7.418622654e+01,3.577888029e+01,4.519676776e+01,4.285775386e+01,7.965945383e+01,9.142836030e+01,9.113625463e+01,9.422570560e+00,5.325875626e+01,9.269380840e+01,5.483437608e+01,8.868373987e+01,4.032176403e+01,8.471061628e+01,8.496209765e+01,9.166741679e+00,6.460715584e+01,6.106197748e+01,4.518380704e+01,6.530244893e+01,4.307656182e+01,9.476685053e+00,9.627205661e+01,7.572055905e+01,2.268440312e+01,5.024455792e+01
5.332263187e+00,9.719215239e+01,8.197178237e+01,8.022595969e+01,9.649396202e+01,9.605582047e+01,7.841898682e+01,1.610744233e+00,2.929977941e+01,8.165015256e+01,7.599174975e+01,5.457427926e+01,6.838340723e+01,6.912524535e+01,6.909817536e+01,1.515374666e+01,8.694443278e+01,1.932361080e-01,1.010515512e+01,2.377382492e+01,6.586317413e+01,8.902504008e+01,7.239270416e+01,1.331205065e+01,7.623803323e+01,4.732468060e+01,6.680034563e+01,4.016016180e+01,1.207531170e+01
4.010910420e+01,7.527844635e+01,9.311054183e+01,9.441724187e+01,4.443421771e+01,3.014814066e+01,7.775923583e+01,2.519019695e+01,2.420667569e+01,3.685965221e+01,8.828115234e+01,7.489473247e+01,4.950377476e+01,6.870867843e+01,9.561871941e+01,4.973187962e+01,7.101282561e+01,6.624479195e+01,4.659484758e+01,7.834599157e+01,3.288419085e+01,4.774953048e+01,1.839402250e+01,9.419430571e-02,7.097291373e+01,2.246103063e+01,9.901934784e+01,4.166291593e+01,9.126010422e+01
5.100472483e+01,1.236842384e+01,4.531835963e+01,9.527599539e+01,7.578984143e+01,8.389796082e+01,7.412311163e+01,6.033612726e+01,6.485729758e+01,2.617654794e+01,2.260730142e+01,7.245001009e+01,3.743961737e+00,4.036049654e+01,7.465484867e+01,8.787907920e+01,7.217528045e+01,3.871361697e+01,2.836373910e+01,9.419064836e+01,2.230618660e+01,8.141459463e+01,8.704294515e+01,8.166360353e+01,6.187488857e+00,8.124115283e+01,7.952956221e+01,2.060606583e+01,5.305617058e+01
2.875041012e+01,5.456976655e+01,2.288783830e+01,7.178024648e+01,8.359935436e+01,3.733557015e+01,4.795505454e+01,7.497290884e+01,7.924732781e+00,2.235138423e+01,4.675170774e+01,3.206237524e+01,7.307634717e+01,7.120221945e+01,4.426620793e+01,2.809692406e+01,6.280223768e+01,1.571020696e+01,1.969282110e+01,7.586936661e+01,2.358762636e+01,7.918111982e+01,3.238776091e+01,5.290130067e+01,3.730292110e+01,1.479112716e+01,2.068887023e+01,6.799554173e+01,7.768821671e+01
9.906669678e+01,7.706374110e+01,2.898541645e+01,5.616563639e+01,9.443198225e+01,1.237678667e+00,9.442285273e+01,8.817712276e+01,1.142639351e+01,1.310523561e+01,1.329918833e+01,7.062466839e+01,3.632123797e+01,9.284631993e+01,5.181291397e+01,5.053934477e+01,5.454631230e+01,8.025865242e+01,4.469742634e+00,8.695299695e+01,8.414970097e+01,4.351020489e+01,5.038163243e+01,2.502362441e+01,9.549209495e+01,7.710536911e+01,9.787643310e+01,9.850300252e+00,4.068344880e+01
8.129041844e+01,7.173544998e+01,6.071086853e+01,3.133207632e+01,9.498946413e+00,5.442128365e+01,8.355226930e+01,7.442888669e+01,3.860825238e+01,9.281633291e+01,4.099251762e+01,1.902285903e+01,9.594382333e+01,9.159048879e+01,3.993605714e+01,1.409453392e+01,3.361983366e+01,6.562860690e+01,7.552945650e+00,9.012260539e+01,9.829006085e+01,9.416331890e+01,5.398976925e+01,7.716031392e+01,5.174620181e+01,6.674563044e+01,3.524652325e+01,9.967714984e+01,7.656100391e+01
3.332908466e-01,4.961113572e+01,7.053352368e+01,3.382659487e+01,6.637924508e+01,9.753467628e+01,6.612733146e+01,8.588691044e+01,3.770088140e+01,2.193012270e+01,5.767112334e+00,5.193761047e+01,9.409345591e+00,3.366871074e+01,4.365085991e+00,6.428962514e+01,8.327279074e+01,4.679701046e+00,3.068494004e+01,4.695461092e+01,8.731548777e+01,7.391562908e+01,2.075051250e+01,9.725206519e+01,7.971524919e+01,1.244972807e+01,2.654747038e+01,6.509151982e+01,1.575328917e+01
8.792720375e+01,5.278304514e+01,8.474613292e+01,4.209402941e+01,4.092606319e+01,8.307202339e+00,2.886137179e+01,2.226205462e+01,9.587849206e+01,7.653309045e+01,8.574674080e+01,6.876333673e+01,5.378051612e+01,9.800293179e+01,8.393609365e+01,2.860581669e+01,6.332598984e+01,2.939561278e+01,5.634782949e+01,6.455073774e+01,1.034803326e+01,9.613461680e+01,4.898331604e+01,6.050286918e+01,6.416022838e+01,1.220418841e+00,9.495266792e+00,3.770614147e+01,8.478745007e+01
2.059763811e+01,9.067945410e+01,4.721540683e+01,8.916382643e+01,1.251982939e+01,8.824810868e+01,7.404889964e+01,6.638166608e+01,2.841083358e+01,6.764419482e+01,9.978302842e+01,7.718908489e+01,1.093625286e+00,8.568253419e+01,5.207993855e+01,6.172544657e+01,4.892625328e+01,3.581631206e+01,9.135292768e+01,1.664480739e+01,5.812666394e+01,6.860524707e+01,5.601063099e+01,8.491623420e+01,8.013483096e+01,9.005814450e+01,2.358335435e+00,1.203578995e+01,7.225050068e+01
3.115021119e+01,1.763152024e+00,7.223075027e+01,9.281288612e+00,3.973142863e+00,8.709312262e+01,4.757302688e+01,4.037279702e+01,2.948823617e+01,3.014493157e+01,5.351552827e+01,1.334918417e+01,5.618892519e+00,5.599085104e+01,3.632358194e+01,3.570163119e+01,8.177728120e+01,5.448227742e+01,7.438697004e+01,7.238712369e+01,4.604861108e+01,3.339176759e+01,3.179596012e+01,4.448269533e+01,7.117258514e+01,9.699537789e+00,2.600569774e+01,9.167183872e+01,9.369564272e+01
5.279695375e+01,8.785618120e+01,2.454017486e+01,2.889742996e+01,1.307412249e+01,8.492089699e+01,9.279498817e+01,1.783760886e+01,7.412459979e+01,4.740615796e+01,3.955919296e+01,5.591061474e+01,6.020955781e+01,5.425507335e+01,4.269209831e+01,5.751788074e+01,6.372020174e+01,1.975050326e+01,9.517377771e+01,7.103411617e+01,3.834313925e+01,3.113082129e+01,9.627440913e+01,1.671519847e+01,5.727713852e+01,1.700495738e+01,5.083723306e+01,6.786225387e+01,8.690209821e+01
1.403065601e+01,6.283710725e+01,8.833024834e-01,6.728056417e+01,9.381536730e+01,1.826591672e+01,6.895246378e+01,5.635409469e+00,2.247999221e+01,7.807748015e+01,6.989135446e+00,7.948659743e+01,6.197661371e+01,8.921381054e+01,8.087505171e+01,9.038017562e+01,9.666650146e+01,3.469342535e+01,6.915210390e+01,2.128825052e+01,4.629800192e+01,5.369696044e+01,7.344234404e+01,6.260052049e+01,9.359499911e+00,5.031976226e+00,6.985839494e+01,8.263414323e+01,5.367488585e+01
1.773851834e+01,2.193422118e+01,3.646010450e+01,1.215533962e+01,8.968688501e+01,2.324803339e+00,5.701984958e+00,5.995992538e+01,5.442183033e+01,3.623794394e+01,3.183226807e+01,2.965908389e+01,8.440769849e+01,7.288136539e+01,3.567735364e+01,9.728400677e+01,6.522016121e+01,9.521563925e+00,8.821646307e+01,7.827321886e+00,4.955261859e+01,5.194264682e+01,7.262362435e+01,3.770168247e+01,1.804916069e+01,9.734080514e+01,1.022314931e+01,3.541207216e+01,6.988932010e+01
4.079949168e+00,9.611860841e+01,3.971932909e+01,9.584468963e+01,2.124316081e+01,2.183550549e+01,1.717387512e+01,4.003798699e+01,6.149866407e+01,6.460706013e+01,9.308248878e+01,3.888854841e+01,7.894430617e+01,2.486379790e+01,9.212347003e+01,2.655900101e+01,1.916065881e+01,5.226095902e+01,5.311996823e+01,3.816170203e+01,6.120402433e+01,6.219452302e+01,5.044734932e+01,5.910712511e+00,5.850621107e+01,2.015838704e+01,3.652692770e+01,1.128708531e+01,5.899276075e+00
