v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79
4.822934051e+01,9.388691410e+01,1.897241835e+01,7.512520831e+01,9.178008757e+01,2.721425368e+01,6.291323743e+01,6.566812421e+01,2.619519907e+01,1.010307335e+00,3.428462491e+01,6.675935774e+01,1.977991660e+00,4.867253369e+01,1.706917214e+01,5.403297825e+01,9.048308649e+00,1.708046005e+01,4.671846360e+01,7.148063610e+01,7.686869946e+01,4.609256330e+01,2.892204001e+01,7.130406454e+01,6.199012763e+01,9.532783003e+01,1.541051469e+01,3.961540531e+01,8.495050290e+01,3.867151229e+01,4.820463037e+01,8.368384875e+01,4.015789109e+01,7.130488065e+01,2.242805846e+01,9.890058846e+01,3.788833694e+01,7.123391992e+01,8.705976627e+01,8.955249892e+01,3.873477663e+00,4.469208225e+01,8.646023161e+01,6.741761148e+01,5.184994730e+01,5.967324216e+01,5.099404247e+01,9.563709267e+01,3.723761218e+00,4.246027224e+01,4.150494334e+01,6.391173665e+00,9.580124768e+01,4.985679238e+01,5.152700162e+01,6.606763879e+01,5.795227442e+01,2.339066620e+01,7.988136271e+01,7.966128332e+01,9.437101765e+01,8.612142153e+01,3.069939644e+01,4.668447340e+01,4.828253260e+01,4.176682780e+01,3.915638960e+01,2.601445900e+01,6.420584987e+01,3.386109351e+01,7.266218447e+01,2.877215640e+01,4.907671861e+01,9.458928005e+01,1.452218409e+01,3.720554147e+01,8.621849036e+01,1.964383837e+01,9.876651274e+01
1.257938606e+01,2.271873151e+01,2.304358271e+01,9.266154899e+01,2.207123960e+01,7.090106848e+01,4.189008133e+01,9.972388097e+01,3.700440580e+01,2.466382515e+01,4.069475484e+01,5.389849983e+01,6.916959764e+01,9.192122326e+01,6.606540632e+00,9.920797440e+01,4.074729695e+01,1.121727152e+01,4.924788254e+00,1.622203662e+01,5.023943135e+00,2.652760167e+01,6.163052544e+01,3.294603826e+01,5.468111170e+01,5.027761240e+01,7.465364638e+01,1.568826198e+01,1.133496135e+01,4.988494684e+01,5.190857935e+01,1.959634568e+01,2.040848718e+00,5.523175565e+01,7.015767536e+01,5.591352380e+01,3.830901659e+01,1.743972643e+01,3.892800496e+01,9.275336939e+01,6.325876327e+00,5.194936439e+01,5.483075651e+01,2.647888580e+01,2.900118196e+00,6.411769339e+01,2.566842769e+01,1.934345736e+01,2.389015183e+01,2.658932843e+01,9.363834939e+00,7.765215247e+01,5.863992412e+01,1.662002006e+01,2.476854621e+01,2.879915695e+01,8.430848617e+01,7.402754697e+01,9.981561246e+01,8.275856570e+01,6.282718218e+01,4.585331716e+00,1.578281378e+01,3.748357534e+01,2.927711169e+01,5.728625998e+01,1.657209627e+01,7.501580826e+01,7.522118851e+01,5.898555864e+00,6.293676639e+01,6.379076962e+01,4.411001410e+01,9.480891088e+01,4.447582689e+01,5.895804916e+01,6.656981219e+01,3.892672945e+01,2.602296371e+01
4.542541530e+01,4.383080917e+01,3.985458091e+01,8.985521435e+01,5.242278384e+01,6.905986352e+01,4.378379389e+01,5.351931434e+01,9.135109002e+01,6.545151638e+01,6.694566072e+00,7.699496724e+01,6.775969075e+01,7.702995598e+01,7.338874943e+01,5.563731741e+01,1.489531707e+01,2.748826409e+01,5.654147264e+00,6.370745165e+01,5.370714553e+01,1.210673091e+01,6.853071245e+01,1.014200268e+01,6.131561293e+01,2.151763226e+00,4.063545402e+01,8.032692990e+01,9.076902112e+01,3.872615045e+01,8.272995958e+01,4.233191628e+01,6.371666207e+01,1.905581952e+01,5.679988569e+01,9.900574928e+01,1.455958604e+01,6.519588763e+01,3.723810032e+01,5.630809219e+01,8.494365396e+01,4.866927498e+01,4.275537733e+01,6.417230632e+01,2.742624198e+00,5.853209707e+01,4.757229852e+01,4.815469098e+01,8.811483155e+01,9.573076387e+00,8.947938313e+01,7.527398424e+01,9.600952723e+01,6.001459632e+01,9.692768333e+01,5.338188091e+01,5.776228601e+01,6.267868090e+01,7.911251250e+01,7.313297090e+01,4.888932519e+01,3.236432665e+01,2.428955895e+01,5.228518374e+01,3.489493247e+01,1.015299197e+01,9.675270034e+01,2.577344876e+01,6.439393460e+00,7.579577411e+01,2.412495953e+01,9.919101027e+01,3.617275602e+01,4.532490982e+01,3.238434445e+01,4.498912281e+01,7.370127106e+01,8.598487894e+01,7.602508174e+01
3.398516488e+01,8.012412657e+01,6.649188076e+01,5.728367168e+01,5.929317530e+01,1.304885271e+01,6.144997450e+01,5.045517033e+00,4.217418787e+01,5.815586652e+01,6.169699017e+01,6.268694922e+01,2.317126436e+01,1.290585912e+01,7.134092985e+00,2.557371020e+01,9.162598472e+01,5.779147369e+01,5.372247384e+01,1.812425012e+01,3.520285361e-01,7.079785925e+01,9.570533708e+01,8.648812994e+01,9.285914791e+01,1.844822672e+01,1.176949894e+01,1.462909758e+01,6.479663908e+01,2.084424756e+01,9.290396132e+01,5.920642950e+00,6.074183777e+01,2.558067399e+01,4.435609057e+01,4.033794453e+01,7.674207096e+01,1.868616196e+01,9.465523266e+01,9.856559328e+01,8.202959887e+00,6.440975426e+01,8.039005577e+01,1.784740265e+01,3.853634420e+01,2.585185013e+01,3.573406690e+00,4.090123487e+01,3.434119119e+00,2.454016567e+01,1.447342773e+01,4.159970155e+01,2.299661946e+01,1.296091939e+01,1.084842442e+01,8.251908165e+01,1.499521979e+01,3.965062356e+01,3.305606702e+01,1.124747114e+00,4.052555749e+01,5.712987974e+01,5.481350618e+01,9.393568153e+01,5.990891515e+01,8.106278328e+00,5.259297601e+01,5.917594710e+01,4.413171859e+01,1.130109890e+01,5.410675400e+00,2.839939629e+01,4.847138694e+01,2.082671641e+01,2.800413779e-01,7.400549248e+01,8.808540010e+00,6.856417426e+01,6.137215395e+01
4.106596963e+01,3.554844332e+01,9.007831462e+01,7.690480950e+01,4.741121158e+01,1.431663828e+00,7.893388594e+01,3.877150063e+01,2.539333240e+01,2.949283935e+01,6.082962403e+01,8.882622936e+01,6.542730163e+01,1.929430076e+01,8.828546610e+01,9.759731519e+00,7.702662895e+00,7.664688768e+01,4.040445057e+01,9.250020262e+01,5.833369566e+01,4.030632749e+01,1.865117971e+01,6.020840745e+01,2.415592245e+01,6.669451496e+01,6.578361503e+01,6.603841426e+01,5.461630186e+01,7.264072179e+01,1.462904111e+01,6.980999595e+01,1.237981077e+01,6.920887852e+01,9.709893380e+01,1.636721944e+01,8.409988517e+01,6.029794105e-01,9.320832832e+01,9.414951333e+00,5.824851623e+01,3.885780828e+01,8.064675870e+01,9.411236607e+01,2.055598260e-01,1.339602434e+01,5.117161575e+00,5.741723306e+01,5.701012822e+01,5.167557506e+01,4.731061220e+01,2.742832265e+01,6.390776178e+01,9.513383588e+01,8.111908145e+00,3.042842516e+01,9.814391610e+01,7.737623011e+01,3.856050603e+00,6.594231240e+01,1.712775571e+01,3.603447580e+01,3.731922850e+01,8.558395466e+01,7.296288788e+01,6.287647886e+01,5.371621129e+01,8.512716287e+01,8.651234081e+01,8.394640968e+01,1.270620950e+01,3.898063478e+01,6.040280564e+01,8.731811804e+01,6.366759735e+01,8.936045744e+01,6.888009044e+01,4.976001592e+00,7.782086480e+01
3.502024562e+01,8.818954253e+01,3.625595611e+01,1.407530141e+01,8.562327803e+01,2.037850098e+01,9.421172511e+01,7.953018274e+01,2.570472482e+01,4.351581990e+01,1.650447899e+00,6.290058806e+01,5.229588293e+00,3.576397502e+01,1.232356683e+01,9.814839944e+01,8.042734811e+01,8.320111378e+01,6.373408106e+01,7.887801821e+01,4.051752558e+01,4.246084637e+01,8.040038842e+01,1.813961760e+01,9.311154114e+01,7.870311954e+01,8.858141383e+00,4.243980412e+01,8.756965868e+01,1.805294790e+01,6.307506813e+01,2.162034176e+01,4.479506654e+01,3.570875650e+01,4.243829764e+01,3.977244802e+01,4.278626739e+01,6.874813561e+01,7.628200051e+00,3.234359878e+00,1.332954406e+01,7.024627784e+01,6.380716284e+01,7.047696124e+01,8.600979273e+01,2.598426898e+01,3.672889077e+01,5.051473624e+01,1.822392675e+01,4.845631056e+01,8.029892505e+01,6.501403140e+01,9.190787218e+01,7.746956260e+01,5.687619318e+01,2.615913991e+01,1.462852243e+01,4.021028321e+01,7.774379572e+01,3.237042968e+01,1.312433083e+01,6.118923978e+01,5.820961829e+01,5.318754130e+01,4.497214438e+01,8.006178538e+01,4.132194327e+00,2.499061845e+01,9.828780148e+01,8.015716089e+01,6.908965985e+01,6.979890110e+01,8.370862529e+01,5.793523787e+00,5.348634547e+01,8.165207188e+01,6.029661709e+01,9.574782625e+01,1.085200049e+01
9.881956973e+01,8.233759036e+01,4.965727060e+01,6.308242489e+01,6.349942296e+01,1.061449345e+01,8.292634922e+01,2.262861283e+01,1.749516516e+01,3.249175604e+01,2.922228065e+01,1.510451536e+01,2.988979728e+01,2.992722986e+01,3.186214116e+00,1.080831532e+01,1.146170607e+01,8.442109692e+01,3.527510411e+01,7.444027241e+01,7.527786321e+00,2.533017669e+01,2.135334314e+01,1.145028041e+01,7.077019118e+01,5.293675159e+01,9.030162214e+01,1.148756176e+01,9.831783380e+01,1.348063591e+01,7.124835994e+01,8.960480753e+01,9.201409187e+01,7.365311889e+00,9.503417696e+01,1.616137426e+01,7.769463796e+01,1.623554989e+01,1.669369777e+01,2.453208101e+01,9.882977356e+00,8.480910184e+01,6.220201723e+01,9.809158801e+01,5.620729288e+00,6.457256656e+01,6.955650261e+01,2.155917847e+01,4.934085350e+01,5.921929857e+01,5.553982967e+01,4.309722747e+00,6.576089601e+01,7.531254074e+01,1.988022386e+01,6.888990193e+01,1.729757646e+01,5.728297819e+01,4.677667810e+01,4.837049423e+01,5.185350611e+01,3.488868579e+01,3.376425227e+01,9.037764201e+01,1.034139313e+01,7.869842751e+01,6.810183319e+00,4.208027439e+01,3.650475540e+01,5.764003209e+01,6.143923110e+00,2.167571570e+01,2.700399081e+01,8.216080865e+01,7.181283351e+01,4.943211894e+01,1.504549902e+01,3.130329059e+01,6.187688622e+01
3.412923649e+00,1.585726494e+01,1.271931988e+01,4.386028957e+01,9.051322822e+00,1.774457820e+01,3.182541000e+01,1.474661212e+01,2.172518058e+01,2.725362289e+01,4.827071286e+01,5.102265821e+01,1.838682062e+01,2.564137831e+01,2.734309939e+00,3.512715583e+01,2.353903036e+01,2.371893420e+01,9.974519055e+01,8.085316950e+01,3.587429522e+01,9.542003712e+00,1.397724889e+01,9.890945122e+01,5.376413104e+01,8.488039286e+01,3.404449403e+01,5.742157828e+01,9.268334163e+01,9.362680426e+01,7.528254349e+01,6.431045955e+01,4.332401502e+01,8.080976047e+01,8.677029470e+01,1.235481752e+01,4.018901052e+01,9.643100283e+01,8.697796353e+01,7.029591237e+01,8.056083760e+01,2.870218585e+01,3.111220555e+01,9.384663175e+00,2.549064568e+01,8.556206365e+01,4.685490166e-01,4.010473975e+01,1.397990206e+01,1.830471639e+01,4.646901869e+01,8.179427434e+01,6.620394187e+00,2.273553128e+01,4.179702981e+01,3.907212596e+01,8.050712162e+01,6.996880783e+01,1.207778242e+01,8.690189092e+01,2.433723416e+01,4.909504211e+01,6.993847696e+01,7.323425840e+01,7.047889366e+01,1.740081885e+00,6.120399278e+01,9.176249850e+01,2.637944834e+01,5.981591019e+01,6.762169844e+01,9.626309252e+01,8.648989258e+01,8.202646749e+01,2.303040005e+01,2.753503694e+00,3.046410952e+01,6.192318359e+01,1.884014408e+01
9.124172468e+00,2.982698530e+00,4.737203183e+01,3.408399817e+01,8.034103835e+01,2.998654168e+01,3.838749344e+01,2.577138091e+01,5.400509473e+01,8.775272796e+01,3.098884650e+01,3.014730100e+01,3.336143681e+01,9.417757855e+01,7.080613056e+01,8.042782236e+00,2.914905590e+01,4.053828992e+01,1.148833124e+01,5.761869134e+01,3.318576639e+01,5.497589329e+00,5.225666639e+01,2.991610907e+00,3.681523779e+01,5.145886323e+00,1.533011639e+01,2.642858797e+01,2.558747408e+01,8.251300080e+01,6.830902117e+01,1.511464766e+00,3.842192640e+01,5.515312299e+01,3.165890770e+00,5.140033726e+01,6.015587998e+01,8.037798209e+01,3.637221287e+00,6.893139932e+01,5.731632758e+01,6.365500313e+01,4.797052923e+01,3.010234810e+01,6.059653874e+01,3.489803175e+01,3.911884153e+01,3.851119693e+01,3.681744523e+00,8.995799414e+01,6.836454014e+01,7.515923184e+01,1.000531262e+01,8.808824272e+01,6.776902479e+01,3.351043213e+01,6.827184823e+01,8.147525938e+01,4.184693544e+01,5.643636472e+01,6.489784524e+01,6.674488819e+01,9.777847117e+01,5.295993955e+01,6.253568567e+01,1.363686089e+01,2.390259236e+01,7.723115329e+01,7.310740559e+01,4.375515255e+01,3.494323710e+01,7.866955417e+01,7.741711666e+00,4.316346565e+01,9.338356645e+01,8.793043711e+01,8.572196120e+01,9.300665213e+01,9.134384881e+01
2.624808041e+01,9.964443332e+01,4.172803077e+01,1.923740755e+01,7.094487474e+01,7.688106476e+01,2.736925227e+01,3.702988018e+01,1.589892719e+01,8.590920348e+01,7.805073763e+01,2.775249428e+01,3.201628171e+01,3.864910797e+01,4.275697985e+01,3.675885145e+01,6.068350463e+00,9.308199196e+00,8.570094844e+01,9.960068620e+01,2.101915164e+01,1.268667552e+01,8.527126470e+01,8.325521163e+01,3.386605939e+01,1.502650299e+01,2.527690147e+01,8.645657686e+01,7.741340116e+01,6.226257158e+01,3.865471233e+01,1.435884612e+01,3.754707923e+00,4.492147893e+01,5.667974356e+01,1.088014252e+01,1.097186252e+01,2.992971751e+01,6.107238318e+01,9.991587967e+01,5.481980208e+01,6.706718887e+01,9.480920952e+01,4.016611497e+01,8.073108709e+01,7.153066588e+01,2.073802658e+01,3.194071439e+01,1.432728573e+01,2.447667772e+01,6.276840759e+01,8.021147787e+01,2.643098763e+00,9.030339681e+01,7.684625252e+01,9.657275499e+01,5.925233229e+01,1.274774051e+01,5.725976266e+01,4.839005720e+00,3.714109824e+01,5.886268611e+01,9.128603720e+01,1.990866888e+01,8.551444349e+01,7.533124572e+01,1.239463199e+01,8.872186973e+01,6.413458253e+01,3.013220682e+00,2.422537589e+01,3.542036630e+01,3.926419627e+00,7.420208954e+01,5.297342152e+00,1.322872553e+01,8.753273709e+00,9.180024869e+01,1.410542425e+01
3.576789143e+01,9.630860202e+00,8.997821231e+01,2.866494752e+00,1.779865021e+01,8.492655971e+01,1.791240660e+01,5.793797347e+01,4.816450065e+01,3.292501976e+01,3.016217901e+01,1.147447939e+01,4.868606863e+01,3.887144093e+01,8.858148392e+01,5.164916821e+01,4.699790723e+01,7.032541831e+01,5.874600020e+01,2.096281569e+01,5.822314546e+01,9.246040019e+01,6.689909673e+01,3.386771909e+01,4.597373865e+01,4.093344338e+01,9.122183835e+01,6.445850663e+00,4.663385746e+01,5.761513125e+01,5.126832232e+01,6.347341181e+01,4.828375922e+01,8.730070951e+01,6.216637989e+01,5.767353094e+01,5.058121809e+01,1.932188294e+01,6.204107679e+01,7.060385520e+01,9.051110904e+01,5.141666910e+01,2.872732034e+01,5.133122073e+01,6.698159772e+01,5.549532240e+00,4.280001413e+01,3.401093123e+01,2.586888219e+01,6.603529829e+00,6.817349035e+01,7.647225190e+01,6.666264275e+01,4.570438901e+01,9.461401047e+01,2.410436517e+01,1.643241819e+01,3.798942615e+01,1.100795770e+01,4.084626529e+01,4.198312455e+01,2.366830842e+01,8.378102300e+01,7.132873969e+01,1.596524022e+01,6.217312444e+01,6.196821468e+01,3.296193474e+00,9.549005331e+01,2.204101866e+01,4.560482974e+01,8.728076316e+00,6.300058980e+01,7.393563110e+01,9.363001543e+01,9.140484069e+01,4.670217920e+01,9.931913314e+01,3.176392984e+01
2.768590087e+01,5.527105587e+01,3.293389465e+01,6.508974698e+01,1.748299233e+01,6.984183253e+01,7.405348488e+01,5.062120882e+01,3.152416306e+01,2.186073786e+01,4.589432461e+01,9.088877815e+01,1.720366417e+01,7.503960401e+01,1.078153466e+01,4.676131798e+00,1.810720385e+01,4.963307667e+01,7.147580198e+01,4.268299761e+01,5.624550616e+00,5.211493031e+01,9.722125130e+01,8.838369157e+01,6.322669099e+01,5.424718471e+01,5.302840928e+01,4.632755298e+01,7.619810940e+01,4.145615279e+01,8.412746765e+01,3.700783581e+01,6.123725418e+01,5.160547021e+01,6.769031975e+01,6.691492894e+01,4.972121946e+01,2.664189410e+01,5.694621628e+01,8.218011374e+01,9.638583804e+01,2.738343056e+01,1.420418500e+01,1.205918193e+01,1.280759038e+01,9.246566809e+01,4.208942573e+01,1.346100218e+01,2.074343621e+01,8.899422669e+01,9.326842096e+01,4.738601539e+00,8.317907985e+01,2.880930347e+01,5.372872147e+01,8.561559700e+01,3.177108464e+01,9.036056906e+01,6.193576032e+01,1.159767397e+01,9.803763467e+01,8.094748771e+01,7.516323022e+01,8.857703816e+00,2.807874551e+01,3.586178593e+00,9.905592418e+01,9.726816471e+00,7.827674066e+01,6.611831589e+01,2.065268289e+01,1.411523425e+01,7.280346350e+01,8.758688151e+01,2.762876154e+01,4.972572339e+01,6.572879477e+01,3.909760163e+01,1.923918680e+01
7.178525665e+01,2.805941145e+01,9.305150625e+00,8.415445400e+01,6.991940759e+01,1.956601071e+00,7.090699259e+01,9.650032352e+01,5.661716101e+01,1.497484041e+01,3.761949773e+01,4.676695514e+01,1.744634414e+01,9.761524930e+01,5.294992873e+01,2.838951624e+01,9.145673302e+01,8.677399632e+01,1.666664250e+01,2.939143195e+01,1.688230387e+01,7.961584229e+01,3.565034834e+01,9.008920544e+01,6.369396701e+01,2.298189396e+01,8.214482967e+01,6.680665195e+01,5.263221112e+01,1.722538639e+01,6.585698875e+01,8.250338572e+00,9.876341796e+01,9.780151499e+01,1.686128559e+01,5.505506635e-01,2.212586952e+01,9.270104977e+01,1.438509323e+01,9.924482419e+01,1.356793777e+01,6.569721654e+01,1.796141507e+01,3.175998577e+01,1.499170605e+01,7.590963030e+01,5.555477124e+01,9.422181960e+01,8.506713173e+01,1.360525010e+01,4.591981697e+01,7.942182090e+01,4.991473273e+01,9.550437372e+01,6.104451865e+01,9.139760062e+01,7.793712315e+01,2.811102056e+01,3.967755992e+01,5.279545417e+01,2.318717333e+01,5.276394655e+01,5.808840542e+01,5.078612134e+01,2.533793048e+01,2.831420366e+01,7.782793445e+01,6.544511346e+01,3.368588965e+01,2.121969511e+01,6.730568201e-01,8.947194055e+01,1.354695540e+01,7.066457109e+01,4.972943223e+01,2.710659019e+01,6.249103810e+00,4.077298140e+01,2.419978591e+01
3.411300818e+01,6.967334701e+01,5.657083431e+01,6.150962709e+00,5.301963742e+01,5.275957494e+00,9.758307991e+01,5.039596300e+01,1.461383407e+01,3.915320342e+01,2.462714041e+01,5.832371688e+01,9.966086145e+01,8.165655840e+01,6.692106722e+01,9.542457509e+01,9.136762613e+01,5.904510880e+01,8.105195912e+01,2.789473921e+01,2.134248388e+01,5.559244240e+01,8.036603266e+01,1.846443821e+01,5.878868559e+01,5.398259853e+01,1.160591410e+01,2.830900567e+01,4.172665782e+01,8.222212864e+01,6.611680431e+01,4.799071485e+01,2.963523803e+00,7.008885126e+01,7.273458776e+00,2.999873618e+01,8.442849331e-01,3.934716406e+01,6.663151470e+01,8.702513635e+01,1.429637708e+01,6.138352693e+01,1.580060288e+01,3.830031629e+01,6.606352302e+01,5.604888527e+01,6.964266230e+01,1.885011304e+01,7.357851321e+01,5.549570729e+01,8.373207866e+01,2.965565900e+01,9.887411019e+00,6.227610123e+01,3.571690716e+01,9.206131262e+01,8.933872236e+01,4.702283513e+01,9.358272879e+01,5.364454733e+01,4.567062551e+01,2.662798625e-01,9.579398011e+01,4.781770949e+00,6.621749573e+01,8.114575316e+01,4.559834808e+01,7.512078451e+01,6.205263873e+01,7.724089714e+01,1.528456095e+01,2.789850200e+01,4.817101093e+01,4.990501824e+01,3.158083093e+00,9.098655122e+01,8.203877858e+01,1.698795901e+01,1.930179463e+00
9.271286050e+01,8.558939672e+01,4.340422268e+01,9.279014240e+01,6.007694918e+01,1.461409320e+01,2.023013300e+01,3.152583571e+01,1.979483388e+01,5.528808585e+01,5.054981904e-01,2.820036932e+01,1.472598642e+00,9.873059028e+01,1.582641554e+01,4.550397538e+01,2.550435975e+01,2.511307052e+01,1.456712231e+01,9.405292649e+01,2.242451913e+01,8.905693448e+01,2.443526563e+01,8.999437832e+01,2.030855351e+01,7.431808406e+01,1.766563884e+01,5.760591004e+01,3.409375336e+01,8.175167988e+01,9.620413488e+01,9.090357128e+01,3.925795445e+01,4.541120293e+01,7.741126492e+01,4.375896083e+01,4.281109532e+01,3.049541233e+01,9.862362146e+01,1.766398835e+01,8.140219588e+00,3.397018567e+01,6.289511728e+01,2.436172474e+01,4.609671029e-01,3.297330169e+01,3.749748816e+01,2.005934528e+00,8.290353619e+01,8.590729212e+01,8.572002450e+01,4.142453942e+01,1.262653796e+01,9.575061508e+01,5.677458860e+01,3.154561934e+01,4.646874785e+01,7.432372451e+01,8.692201191e+01,1.526238568e+01,1.758128667e+01,8.037317786e+01,1.567765759e+00,1.675157189e+01,5.128621339e+01,3.034670395e+01,3.129403672e+01,6.962073158e+01,4.192400598e+01,6.665526106e+00,9.772813162e+01,8.795206800e+01,5.575594370e+01,3.576865598e+01,4.232945419e+01,3.137277695e+01,1.620459744e+01,4.272642051e+01,9.840621978e+01
1.039966615e+01,9.156551581e+01,3.823339215e+01,9.697521779e+01,1.276148709e+01,3.844796836e+01,8.861581218e+01,9.609803914e+01,6.186086968e+01,6.735535784e+01,5.150721690e+01,1.490552055e+01,3.463426119e+01,6.633344970e+01,6.683861638e+01,5.580361021e+01,1.280792626e+01,1.326700210e+01,3.776214073e+01,4.540530263e+01,2.326615294e+01,8.495520066e+00,9.298486814e+01,5.488255114e+01,9.051376540e+01,7.175316299e+01,2.948528138e+01,1.360260571e+01,5.977178545e+01,7.847861497e+01,8.518299182e+00,9.497302713e+01,6.112832528e+01,5.097925433e+01,1.467690824e+01,3.263675555e+01,9.762667664e+01,6.751008931e+01,3.684212097e+01,7.077401886e+01,5.671371764e+01,7.560556150e+01,4.654276228e+01,1.038636261e+01,7.549669893e+01,1.530969619e+01,8.988918451e+01,9.532264570e+01,6.203313514e+01,4.487209721e+00,3.381777990e+01,9.617345711e+01,5.831525239e+00,6.054376017e+01,7.024248378e+01,2.103890493e+01,1.424832252e+01,3.066001734e+01,4.512618183e+01,2.113210595e+01,5.583073675e+01,7.509688911e+01,1.242539429e+01,3.872498645e+01,3.063737186e+01,5.880034298e+01,9.353260526e+01,7.463741166e+01,4.994642455e+01,5.895616759e+01,9.805964446e+01,5.473166666e+01,5.646277877e+00,7.373448991e+01,1.446041938e+01,8.030111024e+01,8.072637158e+01,2.552445502e+01,8.917221039e+01
7.010849944e+01,6.575169582e+01,8.443810479e+01,2.378854273e+01,5.735076847e+01,9.200008834e+01,8.063998145e+01,2.123185958e+01,7.918279451e+01,9.766396233e+00,8.069288488e+01,9.729861890e+01,1.138116002e+00,7.031870495e+01,5.568308383e+01,5.675730908e+01,8.282911421e+00,6.410551507e+01,3.049464117e+00,3.068061912e+01,7.875220208e+01,7.227195687e+01,5.961225487e+01,5.046097928e+00,1.620153181e+01,7.983738298e+01,9.045439270e+00,6.253792955e+01,1.441329930e+01,5.993090743e+01,5.085115871e+01,1.169734565e+01,8.418528824e+01,9.154818997e+01,1.254706860e+01,7.557048909e+00,3.635530234e+01,5.936444170e+01,6.555649694e+01,4.934150166e+01,3.714885661e+01,5.797868441e+00,8.587025535e+01,9.843991302e+01,6.596544325e+01,4.471090187e+01,6.166502229e+01,9.601497057e+01,1.511634942e+01,4.535055750e+01,7.520648676e+01,1.702873285e+01,8.217686868e+01,1.574692237e+01,4.779960805e+01,7.892962873e+01,2.842548726e+01,8.098487967e+01,2.135006654e+01,1.162423303e+01,8.405221122e+01,7.611779996e+01,2.316517523e+01,8.759364356e+01,6.191259283e+01,2.801471032e+01,4.977542722e+01,4.689274270e+01,4.960126266e+01,3.890241683e+01,2.689450163e+01,8.826340674e+01,4.333820286e+01,3.057105405e+01,2.816732610e+01,8.547999999e+01,4.605880598e+01,9.429118556e+01,1.854456484e+01
9.991674182e+01,4.986503072e+01,9.697846581e+00,2.961814310e+01,1.977147345e+01,6.434706301e+01,5.773980786e+01,9.483705010e+01,8.345326212e+01,8.766083630e+01,3.810841536e+01,1.604472215e+01,7.650367474e+01,1.973186315e+00,3.383632270e+01,3.979700302e+01,2.098451268e+01,6.710259981e+01,6.864464304e+01,4.523022213e+01,1.783084798e+01,8.744624471e+01,9.458967693e+01,6.444690898e+01,9.818374896e+01,4.602279932e+01,2.643614503e+01,6.721643148e+01,1.331667297e+00,1.227518303e+01,7.605028056e+01,4.432432816e+01,2.838349989e+01,9.967668667e+01,2.986268513e+01,2.158213397e+01,7.630072870e+01,5.424032302e+01,1.761731931e+01,9.740802976e+01,1.938570671e+01,8.578082035e+01,5.731893071e+01,5.307347349e+01,1.608535446e+01,7.789412208e+01,3.796063811e+01,1.668017368e+01,2.047782199e+01,6.643893843e+01,5.576412949e+01,6.601286301e+01,3.534018152e+00,2.703715968e+01,6.997916858e+01,3.073673178e+01,2.836953807e+01,1.510891294e+00,4.076051115e+01,5.735760162e+01,9.939735995e+01,2.591026005e+00,2.104518844e+01,8.331668753e+01,6.617491131e+01,5.737070738e+01,9.452933012e+01,2.243722010e+01,1.707923064e+01,6.887546866e+01,6.491172405e+01,9.206162468e+01,9.258409911e+01,6.058142802e+01,6.078844805e+00,5.998505723e+00,4.918467973e+01,2.905258849e+01,5.878460018e+00
4.982480332e+01,1.694397105e+01,4.210909740e+00,5.535699866e+01,4.223349865e+01,7.918137066e+01,5.293181820e+01,7.579616401e+01,4.846316388e+01,6.532824844e+01,9.566633127e+01,1.650393748e+01,3.781252378e+01,7.243433778e+01,2.151630818e+01,2.016135916e+01,6.935154850e+01,8.178557450e+01,3.325438973e+01,8.458249297e+01,8.468871039e+01,8.436978226e+01,5.027268433e+01,8.361616883e+01,6.739223704e+01,5.648183412e+01,6.255971325e+01,5.125438849e+01,6.346902732e+00,3.700198677e+01,5.245574913e+00,7.439601953e+01,5.202472366e+01,6.145845915e+01,1.601649699e+01,4.823077414e+01,8.354249840e+01,8.019512280e+01,9.883992174e+01,6.915824292e+01,9.302301048e+01,8.819095099e+01,9.841459956e+01,3.601676563e+01,8.397991678e+01,5.322733754e+01,7.293238901e+01,6.390920518e+00,6.278377220e+01,8.678752229e+01,9.552230833e+00,1.684807296e+01,3.641063106e+00,5.440252300e+01,2.047382818e+01,6.846611609e+01,1.628249279e+01,8.334790096e+01,9.122828773e+01,8.973083816e+01,9.014556319e+01,9.131845952e+00,2.496701852e+01,2.685612593e+01,9.804751625e+01,1.278743155e+01,9.087143861e+01,9.027935878e+01,9.801564642e+01,2.091151826e+01,1.239272307e+01,1.276805447e+01,7.216980197e+01,7.101552740e-01,8.723740068e+01,6.471372154e+01,9.785851614e+01,7.975069323e+01,9.436193159e+00
