v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68
9.109794823e+01,6.295851738e+01,2.998469201e+01,1.806224444e+01,5.410148813e+01,4.567171961e+01,9.790016619e+01,6.945411759e+01,1.490763840e+01,1.841827251e+00,3.766917936e+01,3.227222153e+01,9.537265944e+01,6.894880244e+01,6.791417220e+01,8.697489942e+01,7.725954714e+01,3.713374569e+01,9.458880723e+01,6.416252702e+01,1.012854969e+01,4.011982984e+01,6.296887229e+01,2.583092628e+01,3.020560665e+01,1.498810138e+01,1.117685729e+01,7.440221468e+01,2.253078298e+01,3.068329197e+01,9.246981932e+00,2.397617375e+01,1.057672655e+01,7.935996653e+01,3.750620079e+01,5.455442690e+01,6.976447781e+01,6.126119628e+01,3.977803001e+01,6.061811355e+01,9.835312627e+01,4.913533055e+01,2.363534308e+01,3.065562422e+01,5.776306200e+01,6.542602729e+01,9.350689251e+00,7.153436083e+01,4.034001633e+01,5.169066631e+01,8.883412584e+01,4.371282087e+01,5.657033043e+01,3.482151560e+01,1.885927088e+00,1.888395620e+01,6.837404910e+01,5.429907912e+01,5.821841616e+01,5.790251630e+01,2.864903637e+01,9.247139107e-01,1.237748500e+01,3.533908692e+01,3.713942445e+01,6.307338823e+01,5.332064974e+01,6.448541251e+01
7.138588430e+01,2.642364019e+01,4.212191200e+01,8.627285027e+01,5.756472721e+01,7.668294401e+01,1.337225161e+01,9.004273955e+00,7.250116916e+01,2.287762104e+00,7.851065539e+01,2.606691257e+01,1.001764844e+01,2.936926189e+01,7.193748918e+00,5.380959596e+01,4.086545354e+01,1.907989222e+01,9.728991908e+00,1.471252513e+01,3.443222875e+01,6.341296661e+01,4.218386381e+01,5.899330920e+01,2.374464639e+01,8.512363737e+01,3.366355817e+01,8.928666913e+01,9.254645218e+00,8.672518050e+01,5.019559037e+01,8.119607785e+01,9.969317826e+01,2.314460501e+01,4.164252552e+01,3.180768706e+01,6.656732482e+01,7.621698199e+01,6.658765617e-01,2.650242132e+01,2.461907870e+01,4.409188936e+01,8.999650328e+01,3.613007283e+01,8.468415456e+01,9.763157032e+01,4.977365619e+01,3.578392925e+01,9.041885410e+01,2.375509755e+01,3.756685637e+01,7.707036760e+01,6.480596733e+01,4.083647341e+01,5.759761171e+01,5.513500380e+01,4.570562774e+01,3.904505140e+01,5.889991990e+01,5.905782762e+01,6.713089382e+01,1.968976724e+00,4.570960821e+01,2.817215811e+00,6.238389622e+01,3.430200676e+01,8.014486820e+01,8.443224959e+01
7.825519076e+01,2.749867869e+00,9.574382555e+01,3.631242870e+01,8.081166466e+01,6.466911414e+01,3.491370200e+01,9.794403834e+01,5.872570664e+01,7.725171518e+00,6.165545502e+01,6.732425273e+01,9.573274495e+01,3.800088469e+01,7.859028871e+00,4.009780195e+01,1.678491076e+01,4.153227052e+01,1.564077569e+01,7.156381638e-01,9.100671627e+01,3.057423764e+01,1.926453582e+01,3.058526099e+01,6.771586401e+01,7.917892420e+01,6.907157443e+01,4.472273128e+01,4.431024927e+01,7.581209262e+01,1.985090990e+01,6.805780028e+01,5.256269067e+01,9.840907452e+01,9.847676188e+01,7.853977100e+00,7.538705444e+01,7.559379516e+01,1.109236292e+01,9.668100604e+01,5.027736238e+01,5.993188974e+01,8.576156339e+00,4.342302389e+00,1.434684639e+01,7.835723586e+01,6.160519294e+01,8.551869925e+01,5.885937168e+01,5.010126080e+01,2.888231838e+01,5.512708080e+01,3.381044567e+01,1.188906372e+01,2.732887665e+01,7.088771134e+01,7.330600939e+01,6.586963956e+01,3.596147573e-01,6.755389942e+01,7.223249979e+01,1.053426193e+01,3.869175625e+01,3.386293780e+01,7.575812661e+01,2.664249735e+01,4.290355356e+01,9.506264461e+01
4.289665330e+01,9.112616977e+00,8.147702381e+01,5.712534395e+01,6.238423622e+00,4.297397802e+01,3.260359045e+00,3.557866040e+01,8.239924661e+01,5.998707055e+01,4.784054454e+01,7.443521904e-01,6.180033884e+01,5.522993284e+01,2.082375027e+01,7.327963187e+00,3.983015649e+01,1.125801004e+01,9.565476275e+01,5.518407464e+01,7.730004901e+01,7.688076363e+01,1.432558780e+01,9.149239177e+01,8.451069328e+01,6.344694244e+01,7.121791993e+01,5.379156412e+00,2.162342024e+01,3.476409428e+01,4.910843623e+01,3.442855985e+01,3.696011357e+01,5.654645102e+01,1.081759975e+01,6.962282769e+01,9.503491882e+01,4.821857672e+01,6.662059673e+01,8.754032932e+01,9.514811480e+01,1.536820017e+01,2.593889965e+01,1.771346815e+01,7.245612158e+01,9.950788472e+01,5.352438994e+01,2.810523468e+01,5.898016349e+01,7.859811389e+01,5.409357223e+01,4.191662605e+01,2.215569017e+01,8.381366321e+01,4.115238409e+01,2.373394193e+01,1.586559365e+01,1.909202707e+01,5.961571735e+01,8.028322730e+01,1.156744940e+01,4.399856818e+01,4.172350288e+01,8.561082608e+01,5.978708011e+01,4.236504639e+01,8.145551771e-01,4.506846846e+01
2.844673249e+01,2.970787825e+01,4.819297582e+01,2.358230055e+01,2.435484585e+01,6.564692526e+01,1.570486059e+01,4.888566410e+01,6.450944781e+00,6.570305271e+01,9.994423599e+01,3.475874536e+01,4.323580118e+01,2.867754720e+01,3.871060047e+01,4.378191627e+01,4.358873097e+01,3.850893620e+01,3.975047175e+01,5.959434225e+01,8.437779317e+01,4.846734500e+00,6.660333666e+01,4.328212520e+01,8.558350099e+01,7.867368538e+01,1.552886832e+01,1.601401258e+01,5.682014880e+01,4.648891963e+01,1.914776441e+01,4.963735961e+01,8.985496102e+01,1.308532879e+01,6.817153519e+01,5.191185977e+01,2.363854822e+00,1.993748022e+01,7.877787878e+01,5.647317415e+00,1.320522626e+01,8.900054250e+01,2.730147368e+01,4.884427840e+01,3.032314920e+01,2.707609046e+01,1.000429424e+01,2.747574178e+01,1.589918892e+01,3.387404399e+01,9.716226464e+01,4.483749615e+01,2.255950324e+01,7.095211701e+01,3.392385204e+01,8.707782589e+01,7.522093968e+01,9.372496194e+01,3.181469276e+01,9.171440763e+01,6.353550340e+01,4.796743751e-01,7.294239091e+01,8.135043713e+01,6.956773341e+01,6.055292737e+01,5.156355119e+01,2.722998811e+01
4.063567244e+01,3.558867003e+01,2.178527272e+01,6.748133055e+01,5.992100804e+00,4.265053884e+01,5.849632097e-01,9.014827283e+01,8.897264711e+01,7.249862351e+01,6.910842330e+00,9.077501199e+01,2.774187119e+01,3.569027806e+01,7.407635977e+01,1.471798920e+01,5.503351555e+01,6.657300782e+01,9.511745135e+01,5.700934982e+01,3.832905422e+01,8.815748552e+01,4.281006734e+01,7.011099805e+01,5.572201800e+01,9.085324705e+01,2.249338460e+00,5.620599851e+01,9.914748244e+01,8.624576551e+01,3.641142202e+01,9.595225363e-01,5.444063484e+01,8.060995907e+01,2.385626231e+01,1.345730793e+01,5.709911790e+01,3.541835906e+01,7.219710987e+01,3.075260438e+01,4.536511865e+01,9.750026927e+01,3.710152713e+01,8.593876429e+01,9.545496766e+01,5.410979430e+01,7.313154226e+01,2.036758243e+01,3.724808052e+01,1.341990858e+01,3.021626540e+01,3.608089009e+01,7.672850416e+01,4.173870669e+01,5.660314368e+01,2.204595909e+01,3.279771967e+01,2.442191567e+00,2.415439647e+01,3.578113079e+01,3.256155119e+01,7.303070914e+01,1.363658663e+01,2.921050406e+01,9.099746966e+01,5.508432719e+01,8.134636174e+01,1.784348566e+01
5.103998041e+01,1.710818824e+01,1.016715503e+01,4.445249982e+01,7.272534516e+01,9.668075559e+01,8.089902722e-01,7.626639730e+01,8.088714520e+01,9.245490796e+01,3.593637679e+01,2.442841572e+01,4.912817486e+01,1.466830529e+01,8.025566060e+01,3.458226118e+01,3.744300221e+01,8.113797061e+01,4.635886358e+01,8.956726103e+01,6.047524780e+01,2.232492810e+01,9.675694630e+01,6.277351570e+01,5.241267757e+01,1.913473731e+01,9.092349641e+01,1.081297922e+01,8.232008341e+01,8.252136505e+01,9.164247120e+01,4.803704085e+01,2.319181730e+01,9.883714018e+01,5.615760860e+01,7.693469153e+01,2.857962769e+01,2.998235602e+01,5.563367374e+01,3.220984030e+01,3.712154969e+01,3.258213641e+01,8.015402068e+01,4.733966065e+01,4.702305114e+01,1.280944316e+00,9.700594668e+01,6.036961765e+01,8.039786712e+01,4.003683143e+01,6.637179656e+01,7.497683177e+01,7.632605813e+01,5.458442756e+00,5.387576008e+01,1.277336727e+01,2.943189428e+01,6.036818550e+01,6.835037896e+01,4.928795550e+01,5.241054076e+01,5.289578125e+01,5.454477400e+01,8.215502903e+01,5.208446512e+01,7.214911250e+01,9.141023281e+01,9.985262751e+01
4.864099409e+01,5.231577308e+01,5.009293241e+01,3.451103059e+01,6.097093363e+00,8.605974714e+01,9.933502037e+01,8.400580168e+01,6.624374730e+01,9.731350495e+01,8.850264183e+01,7.829850992e+01,1.236995841e+01,6.539566885e+01,8.957750057e+01,5.585845499e+01,9.144435167e+01,2.629852788e+01,4.820779190e+01,3.937259804e+01,2.757565543e+00,2.141218637e+01,6.470573434e+01,8.568086901e+01,6.889915051e+01,8.796103199e+01,8.645189620e-01,4.480855384e+01,4.615855978e+01,5.038962291e+00,4.441216237e+01,3.160941613e+01,7.335624625e+01,4.751044846e+01,5.280838552e+01,3.053207963e+01,9.847303516e+01,5.720353421e+01,8.697034363e+01,6.995603125e+01,6.592528858e+00,7.255457297e+01,5.168786266e+01,9.226006774e+01,6.895278241e+01,7.100888863e+01,3.818328123e+01,8.544513168e+01,9.527053769e+01,7.148537650e+01,4.031280446e+01,8.020335400e+01,2.137514421e+01,9.131770626e+01,5.132314319e+01,9.466356943e+01,8.184390660e+01,1.318185370e+01,1.270271996e+01,6.013412435e+01,9.074480461e+01,2.850837384e+01,9.929333839e+01,1.489140109e+01,8.677911924e+01,4.320374513e+01,8.326069581e+01,9.408476497e+00
4.832666027e+01,7.055006953e+00,1.789108012e+01,8.232821188e+01,6.452955330e+01,3.451360264e+01,6.863262616e+01,4.153592650e+01,6.416504574e+01,7.091734338e+01,9.306242497e+01,3.389166339e+00,6.550656314e+01,3.264715325e+00,8.402769698e+01,1.994189837e+01,2.476632724e+01,1.690818525e+01,4.176159631e+01,6.317907151e+01,8.895388744e+01,2.981644250e+01,1.827351084e+00,6.816130118e+01,7.698790034e+01,8.623784066e+01,8.998711963e+01,2.793524293e+01,5.345303698e+00,7.106320651e+01,2.670320727e+01,2.358349222e+01,8.027767581e+01,2.432212360e+01,5.099694513e+01,9.981235548e+01,6.064628051e+01,7.453586514e+01,1.263000643e+01,2.337911433e+01,5.542509548e+01,8.598867638e+01,2.869480408e+01,6.165997587e+01,6.967789182e+01,9.021233191e+01,7.095883309e+01,4.085413581e+01,2.844791154e+00,8.876884424e+01,4.172421010e+01,6.101565419e+01,1.319008280e+01,8.835785170e+00,7.928669934e+01,7.192790082e+01,4.884934441e+01,4.338364116e+01,6.551329140e+01,3.110167909e+01,5.065810854e+01,9.968183528e+01,5.696530478e+01,3.062024935e+01,8.447785282e+01,3.588885557e+01,7.305479025e+01,2.003359466e+01
2.488348297e+01,7.179121748e+01,2.978133715e+01,4.749447972e+01,7.508878298e+01,1.400896123e+01,8.127406171e+01,2.767198539e+00,6.128289207e+01,7.845417874e+01,7.092817192e+01,1.226912513e+01,6.756098336e+01,8.418945909e+01,4.134227708e+01,3.292843753e+01,2.034610844e+01,8.501795397e+01,1.556486122e+01,8.312118604e+01,2.077063590e+01,4.150662532e+01,2.367002076e+01,6.415923557e+01,2.749169986e+00,9.475752670e+01,5.091927732e+01,5.031233432e+01,7.212601847e+01,4.569756216e+01,7.850905834e+01,3.157589940e+01,3.430856506e+01,3.021915191e+01,8.635988972e+01,4.610785704e+01,8.843691134e+01,3.523511131e+01,5.383031562e-01,4.596516908e+01,5.627441441e+01,1.185975398e+01,1.079077625e+01,5.522462283e-01,1.214775214e+01,6.906160383e+01,3.062293083e+01,5.866418964e+01,7.150944982e+01,7.880853822e+01,3.231054739e+01,5.461282185e+00,8.486876665e+01,4.663240579e+01,5.199518102e+01,2.444029288e+01,9.741534266e+01,3.327179010e+01,2.785987648e+01,9.370270915e+01,3.658087583e+01,4.965012606e+01,3.415509527e+01,3.702688562e+01,4.305862055e+01,4.354397024e+01,2.596100385e+01,5.590044718e+01
8.619285496e+01,3.158339052e+01,6.446908626e+01,6.013596036e+01,9.253614373e+00,7.793040415e+01,8.541430373e+01,4.256249736e+01,9.833727257e+01,8.430234205e+01,1.088690170e+01,9.675144292e+01,9.799810610e+01,7.737032482e+01,6.562934858e+01,4.655603164e+01,7.688882105e+01,9.124947119e+00,6.148116943e+00,6.442293640e+01,9.869760040e+01,9.497351387e+01,7.730707823e+01,7.507148581e+01,6.828747285e+01,2.552609511e+01,7.118957077e+01,8.043863122e+01,9.682283072e+00,3.324094794e+00,5.687262470e+01,9.086958589e+01,4.616129000e+00,6.783200108e+01,7.382047252e+01,6.002076821e+01,8.930975744e+01,2.360103032e+01,5.120651122e+01,7.588220025e+00,6.195335490e+01,3.785639385e+01,5.184148945e+00,6.824283548e+01,1.768955610e+01,6.312940516e+01,8.480090922e+01,9.326196005e+01,4.501544790e+01,6.029340600e+01,3.498942242e+01,8.233844231e+01,7.912673997e+01,4.813136708e+01,3.153505226e+01,9.138921972e+01,6.239141715e+01,8.972312657e+01,9.627738849e+01,4.719201179e+01,7.356526680e+01,9.650363881e+00,6.612745613e+01,1.960240558e+01,4.614645170e+01,8.448874144e+01,1.814806144e+01,1.459840424e+01
8.722677221e+00,4.810498244e+01,5.325858567e+01,2.981013669e+01,7.875715460e+01,9.476918980e+01,6.059362332e+01,5.282404788e+00,7.384228106e+01,4.204117687e+01,9.420000261e+00,8.892211556e+01,2.953941661e+01,2.191434951e+01,5.254121795e+01,5.553229013e+01,2.290798853e+01,5.050806689e+00,6.025157364e+01,8.809190295e+01,6.539705405e+01,1.632971211e+01,1.097465097e+01,2.005055875e+01,2.569238469e+01,6.240380213e+01,6.974249377e+01,2.191135313e+01,2.297068916e+01,5.835349476e+01,9.475688850e+01,3.845939709e+01,8.594216569e+00,1.619615791e+01,8.959370216e+01,2.325581385e-01,7.867299834e+00,7.512406247e+01,6.059131558e+00,3.481977435e+01,1.616208703e+01,6.627118704e+01,5.338065136e+00,5.976851169e+01,3.728931077e+01,9.175142891e+00,9.411008467e+01,7.695072317e+01,1.234580089e+01,2.300987997e+01,1.809913518e+01,2.939662685e+01,7.340604546e+01,2.213758432e+01,9.457259183e+01,5.741591976e+01,3.121325924e+01,1.080226865e+01,7.909140312e+01,1.181635929e+01,7.674550775e+01,5.107410219e+01,1.855388395e+01,5.756703392e+01,2.750410510e+01,5.061703222e+01,6.371913323e+00,6.661323276e+01
1.954640796e+01,8.644809571e+01,7.772927015e+01,5.556042545e+00,9.241066602e+01,4.395440816e+01,5.140700196e+00,9.978186394e+01,2.664049302e+01,4.814970171e+01,1.469492114e+01,9.025287454e+01,5.662504572e+01,4.638983202e+01,2.550103796e+01,2.702174824e+01,6.687342030e+01,8.847748532e+01,5.997393510e+01,6.580163131e+01,8.427128077e+01,4.091347048e+01,4.852389312e+01,9.606997153e+01,8.018541791e+01,8.846537890e+01,9.568084358e+01,1.004653758e+01,4.692834781e+01,9.208936246e+01,2.732657460e+01,1.237137827e+01,2.456626297e+00,6.736660449e+01,1.069270650e+01,1.008550432e+01,2.115586780e+01,9.012786166e+01,7.653712040e+01,3.590036638e+01,6.313120320e+01,9.400548230e+01,1.435088697e+01,8.640648448e+01,6.828461852e+01,1.924886498e+01,5.779649122e+01,3.569916066e+01,2.422209646e+01,7.357595058e+01,3.127379658e+01,8.461520312e+01,9.065536344e+01,6.298153633e+01,6.283531632e+01,8.766959775e+01,5.633667417e+01,9.431493559e+01,6.144847248e+01,3.277672179e+01,2.141527442e+01,1.253547970e+01,2.258377727e+01,8.498010753e+01,2.749201458e+01,6.127835798e+01,4.662949537e+01,6.211083532e+01
2.380090173e+01,5.380442726e+01,1.856043636e+01,1.322350717e+01,4.508533878e+01,1.643959142e+01,2.967353507e+01,3.836799979e+01,5.570403217e+01,7.966050745e+01,6.417498333e+01,4.770737393e+01,6.277914814e+01,6.939849553e+01,3.399153659e+00,2.945359011e+01,6.011821012e+01,9.586976571e+01,4.742211903e+01,5.472542067e+01,1.856882753e+01,5.001067261e+01,2.609854998e+01,9.760280936e+01,3.455784737e+01,4.864271932e+01,9.919927566e+01,6.042395299e+01,7.229423355e+00,2.251775585e+01,9.715611602e+01,9.776846982e+01,4.466336893e+01,2.824063009e+00,4.591598868e+01,7.931115542e+01,6.007817311e+01,8.874934209e+01,7.097682776e+01,1.710189709e+01,7.984398910e+01,1.413184464e+01,6.698203366e+01,6.788994636e+01,8.627407230e+01,6.396050074e+01,8.171525716e+01,5.436860761e+01,9.511691355e+01,1.712124279e+01,8.607382265e+01,7.430123170e+01,7.273541464e+01,8.958084050e+01,6.695441832e+01,4.495795907e+01,9.266800832e+01,2.079188423e+01,3.832253970e+01,5.134551226e+00,7.238384277e+01,1.348090456e+01,8.018909865e+01,7.185608225e+00,6.325138874e+01,5.724334399e+01,7.036107782e+00,5.613766778e+01
5.443151499e+01,4.508644366e+01,4.624121827e+01,4.863245126e+01,2.766885691e+01,3.858514068e+01,3.729287261e+01,2.663677941e-01,7.841414519e+00,9.433059893e+01,2.631966854e+01,8.256205584e+01,9.047190427e+01,4.472349862e+01,8.484829254e+01,7.518096524e+01,8.137387506e+01,9.203085317e+01,4.900565058e+01,3.018888306e+01,1.168443107e+01,9.048270652e+01,6.427820494e+01,1.131078013e+01,1.168374427e+01,1.199659895e+01,8.242357707e+01,2.072245271e+01,1.870585192e+01,2.296389850e+00,4.388804620e+01,3.688601454e+01,6.029951454e+01,3.760285773e+01,2.611508986e+01,8.745801466e+01,1.784804150e+01,1.089394353e+01,1.398532006e-01,5.333134300e+01,5.210556654e+01,3.605361439e+01,7.687390473e+01,2.250438446e+01,8.759057545e+01,7.491299558e+01,2.386954121e+01,6.358022386e+00,5.859506273e+01,8.071723855e+00,5.837399654e+01,7.144434727e+00,2.228199094e+01,7.126742366e+01,4.626650081e+01,7.840511208e+01,6.085245178e+01,5.807387907e+01,4.434702294e+01,3.682787660e+01,1.925388816e+01,5.086460118e+00,2.558092096e+00,9.440019188e+01,1.839359025e+01,3.487970504e+01,5.086173200e+01,3.969252899e+01
1.081203588e+01,5.910553466e+01,6.513185074e+01,1.974891140e+01,3.785419711e+01,9.604100426e+01,3.290261772e+01,8.318671976e+01,9.808713472e+00,1.777819396e+01,7.301936244e+01,7.934852153e+01,4.219748959e+01,9.995175858e+01,7.116090217e+01,2.547560968e-01,8.036280321e+01,5.966374845e+00,6.275340169e+01,1.288425760e+01,4.426000364e+00,6.418258748e+01,2.578643848e+01,6.213583236e+01,1.582257617e+01,1.221834834e+01,1.007509555e+01,8.301003035e+01,9.593290612e+01,1.889412333e+00,2.549796752e+01,3.826695404e+01,8.030396527e+01,5.119311584e+01,5.246832240e+01,9.848981083e+01,8.967782408e+01,1.341585040e+01,1.912541675e+00,9.671609692e+01,2.862830603e+00,4.407792583e+00,7.793589842e+01,1.552509104e+01,9.667432685e+01,4.474727860e+01,5.711160915e+01,1.888731101e+01,2.492414957e+01,1.670600437e+01,2.848680161e+01,1.793453777e+01,1.150892675e+00,6.401047381e+01,7.436982238e+01,2.836556376e+01,4.497703685e+01,1.340486111e+01,5.615781243e+01,2.986009799e+01,7.427361239e+01,5.568999500e+01,5.974925658e-01,8.389293215e+01,2.889107034e+01,7.400536330e+01,1.597639724e+01,7.579630422e+01
3.081823396e+01,3.367983126e+01,9.101184164e+01,1.687097644e+01,7.722693923e+01,8.360280575e+01,8.817661998e+01,6.953371421e+01,6.176723911e+01,9.967670282e+01,7.151896129e+01,7.092366321e+00,6.568118390e+01,6.420067941e+01,8.942227914e+01,6.970024479e+01,7.389142965e+01,7.938899868e+01,7.688079172e+01,9.644378277e+01,5.337577134e+01,4.172078408e+01,4.774620671e+00,7.159567371e+01,7.350192162e+01,3.853816948e+00,8.104161942e+01,8.489388964e+01,9.640236728e+01,6.170428816e+01,8.615285591e+01,8.896863421e+01,1.732225449e+01,7.423316571e+01,8.053269477e+01,6.994220546e+01,3.370334968e+01,5.434890108e+01,6.869941488e+01,2.666898690e+01,8.770770797e+01,6.345286822e+01,7.848071506e+01,8.460766668e+01,6.333177389e+01,6.223558342e+01,7.345905894e+01,8.121905997e+01,8.491468503e+00,3.506090615e+01,2.451532089e+01,7.619336964e+01,7.768913807e+01,8.096173760e-01,5.044350439e+01,1.566282876e+01,4.173156277e+01,3.894435480e+01,1.166031653e+01,7.964258419e+00,6.734180380e+01,9.942162116e+01,9.820175429e+01,4.844099827e+01,9.383468992e+01,8.140282346e+01,1.357855276e+01,6.589350370e+01
2.718162383e+00,1.161415652e+01,7.102105189e+01,4.575984451e+01,1.892287018e+01,6.744951634e+01,5.466516222e+00,6.669500214e+01,7.014114686e+01,9.319096556e+01,8.269975798e+00,1.183136538e+01,5.908014058e-01,5.045224883e+01,1.381349002e+01,2.800281245e+01,1.507835674e+01,6.446550783e+01,5.348938026e+01,1.292571521e+01,8.902385898e+01,9.096810698e+01,8.598926992e+01,6.646873618e+01,4.945813005e+01,1.938201780e+01,9.971361526e+01,7.131022566e+01,6.863892244e+01,7.528460606e+01,3.650794996e+01,3.063961708e+01,5.830377276e+01,1.395845824e+01,9.541366386e+01,2.786373201e+01,5.239132503e+01,6.198542867e+01,1.162395332e+01,5.712414632e+01,9.995195894e+01,9.120798481e+01,7.400137095e+01,2.549195567e+00,8.884616971e+01,2.267914628e+00,4.705718237e+01,6.676071365e+01,5.557593205e+01,2.913088407e+00,7.667804096e+01,2.415566215e+01,4.774929355e+01,1.969128508e+01,4.412714087e+01,7.770408068e+01,2.754285017e+01,9.490057601e+01,2.446478873e+01,6.906028120e+01,2.331437289e+01,7.489012798e+01,2.808756916e+01,4.723764383e+01,7.445255326e+01,6.628221747e+01,3.480525545e+01,2.115264464e+01
9.658346402e+01,4.929836308e+01,3.327775034e+01,2.956876574e+01,6.437729827e+01,5.264518964e+01,6.145094478e+01,7.779201319e+01,7.559357753e+01,6.318241388e+01,8.586764623e+01,7.621232925e+01,5.886293097e+01,3.783359631e+01,2.933560104e+01,1.899165553e+01,5.826476954e+01,1.558838126e+01,3.881695579e+01,4.422912817e+01,3.535100081e+01,4.190216985e+01,6.159608704e+01,7.382479505e+00,4.649627631e+01,6.000657563e+01,7.364153902e+01,2.338460606e+01,2.030182135e+01,6.738982574e+01,6.190843303e+01,8.558861417e+01,5.195195558e+01,6.065852306e+01,7.249161710e+00,4.921091464e-01,1.557322859e+01,2.983435456e+01,6.298313338e+01,2.991930041e+01,6.968247541e+01,5.748337844e+01,2.844710682e+01,2.242818889e+01,7.191529631e+01,6.953230786e+01,1.830761347e+01,7.814979324e+01,9.787228246e+01,4.042887878e+01,2.657215478e+01,1.048475616e+01,2.197921649e+01,3.754782383e+01,3.031426980e+01,1.634015254e+01,7.925597949e+01,8.035624600e+01,6.345710283e+01,5.768873669e+01,8.513104515e-01,7.896825095e+01,2.143222123e+01,9.728415810e+01,7.860259601e+01,4.175434133e+01,2.750503180e+00,8.210915160e+00
9.264414317e+01,2.794776844e+01,9.565623020e+01,3.256447935e-02,2.634685488e+01,1.809145387e+01,7.563702295e+01,1.265636671e+01,9.770863412e+01,2.555490200e+01,8.999960336e+01,3.720127192e+00,9.990944565e+01,5.022394740e+01,4.479081888e+01,4.369023661e+01,7.806341241e+01,8.783272948e+01,2.870803460e+01,5.106943920e+01,1.883292971e+01,3.567070498e+01,8.389598027e+01,3.743173530e+01,6.953267424e+01,2.769222845e+01,9.705146146e+01,9.188432733e+01,5.016222101e+01,7.645889103e+01,4.128622240e+01,9.623392935e+01,7.719592113e+01,6.963243047e+01,2.661364747e+01,1.217318014e+01,2.623802017e+01,4.131628789e+01,2.375511257e+01,9.763175108e+01,7.188825599e+01,1.744391905e+01,4.437128473e+01,8.602816257e+01,8.781463338e+01,1.836160532e+01,4.070582156e+01,3.270701850e+01,5.102207885e+01,1.290961561e+01,9.444433473e+01,9.328847704e+01,8.478889096e+01,9.841901708e+00,8.130205637e+01,5.218954597e+01,8.498460047e+01,8.062201920e+01,9.435037888e+01,6.112538743e+01,2.561124966e+01,6.186653330e+01,6.824460363e+01,5.639766968e+01,9.181014765e+01,1.200510752e+01,4.980391708e+00,1.954304988e+01
7.281741881e+01,8.676895301e+01,1.663042486e+01,2.300940874e+01,2.798104597e+00,4.109833412e+01,6.933898039e+00,1.875432565e+01,4.742216452e+00,4.618784748e+01,2.094474065e+01,5.928185834e+01,6.937606074e+00,4.878191693e+01,7.128086646e+01,8.441379242e+01,2.477331909e-01,6.665530570e+01,8.654236278e+01,5.119512616e+01,5.376856290e+00,7.760316310e+01,2.961919115e+01,8.409891494e+01,8.610552944e+01,4.244725470e+01,4.660817116e+01,7.326866603e+01,5.798281515e+00,1.337887252e+01,1.745395576e+01,5.500027048e+01,3.637055324e+00,3.541885736e+01,8.741505102e+01,4.351672945e+00,1.436937432e+01,5.500091586e+01,6.457357632e+01,8.687273327e+01,5.857244486e+01,4.474188552e+01,1.133816173e-01,9.159296740e+01,8.245813279e+01,6.980378636e+01,9.842038936e+01,6.421749596e+01,9.311992737e+01,4.340213322e+01,1.383017518e+01,4.473154782e+01,9.108044312e+01,3.886190252e+01,6.992720717e+01,7.333103213e+01,3.377942812e+01,9.528924067e+01,9.334096014e+01,3.604435013e+01,5.811677216e+01,1.972399208e+01,6.763588590e+01,7.142469246e+01,9.169038364e+01,8.614649358e+01,8.679211396e+01,9.607079091e+01
1.785666105e+01,6.529692109e+01,5.610662788e+01,9.842510193e+01,2.349696700e+01,4.898966627e+01,2.646899033e+01,8.131962622e+01,2.529798420e+01,8.771085768e+01,1.912960778e+01,7.253503855e+00,4.954616322e+01,3.842334967e+01,8.999544757e+01,1.228084480e+00,3.420780739e+01,6.877194052e+01,5.827338380e+00,7.828708105e+01,9.541494139e+01,8.502188613e+01,4.748343986e+01,3.301457335e+00,2.647969925e+00,5.871200261e+01,6.741426248e+01,1.182406304e+01,9.098398571e+01,8.880387669e+01,6.393557700e+01,7.134364707e+01,4.524649358e+01,8.526225801e+01,1.255035892e+01,9.231122948e+01,1.070147933e+01,9.946541967e+01,3.277305561e+01,5.073457596e+01,4.467062497e+01,5.919340183e+01,6.025650411e+01,8.714651549e+01,2.356281091e-01,6.185873373e+01,2.479657450e+01,4.193466004e+00,7.358426019e+01,9.536442576e+01,5.827197963e+01,8.495733512e+01,6.648085735e+01,7.743402287e+00,7.351246916e+00,2.434486104e+01,3.592679784e+01,5.431912372e+01,8.291596089e+01,9.716507628e+01,8.672695352e+01,3.980250290e+01,6.751951715e+01,9.765800229e+01,7.889282803e+01,1.029581676e+01,5.831191478e+01,2.259029567e+00
