v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87
1.829683702e+01,4.114381800e+00,2.447658942e+01,6.794187631e+01,2.782281616e+00,1.014562000e+01,5.894490309e+01,2.749480623e+01,8.911242133e+01,1.681344065e+01,4.876411498e+00,8.135729391e+01,7.848899784e+01,5.498628178e-01,9.036168035e+01,1.775613932e+01,6.836931030e+01,7.643394145e+01,6.854475804e+01,1.811692631e+01,9.141922204e+01,5.914358919e+01,5.547926334e+01,6.333595986e+01,5.519103153e+01,5.960941291e+01,8.888350012e+01,1.099777086e+01,4.251710673e+01,6.201685839e+01,8.368794531e+01,5.311822345e+01,4.001015903e+01,2.705413279e+01,3.932053466e+01,1.315698202e+01,9.706019070e+01,3.171860930e+00,4.999940561e+01,6.860430456e+01,1.155794266e+01,6.456084515e+01,7.448062534e+01,8.915935389e+01,1.222578939e+01,6.438927745e+01,5.611626427e+01,2.323241946e+01,4.034351348e+01,6.639279097e+01,2.483002034e+01,3.966519376e+01,9.694764671e+01,7.246072276e+01,3.435883416e+01,7.165455575e+01,1.949765248e+01,8.680197130e+01,3.588142699e+01,9.994839599e+01,3.765557261e+01,5.621885356e+01,4.004908263e+01,1.000417853e+01,6.049643138e+01,6.475767948e+01,4.616735662e+01,2.087854010e+01,8.921056932e+01,4.967789733e+01,7.644362728e+01,3.159629467e+01,3.645301581e+01,5.845026730e+01,6.725770160e+01,7.018849233e+01,6.765149533e+01,6.096939050e+01,5.726886367e+01,5.939031925e+01,1.487197498e+01,9.679941631e+01,8.008482850e+01,5.477742994e+01,5.281225127e+01,3.620864325e+01,4.756349894e+00
7.180940658e+01,6.259380196e+01,8.835637522e+01,6.979490084e+01,9.351959436e+01,8.861719149e+01,4.472514040e+01,7.763841226e+01,3.331058482e+01,9.137717956e+01,2.395874097e+00,5.562681223e+01,5.245904002e+01,8.008523907e+01,9.847484057e+01,3.585844625e+01,7.849838172e+01,7.851688706e+01,3.927984995e+01,1.156561477e+01,4.982853882e+01,9.047521559e+01,5.462109428e+01,4.720228830e+01,7.647760207e+01,6.637053752e+01,2.069427423e+00,9.202996284e+01,1.949133045e+01,5.332239557e+01,8.764088039e+01,6.468055122e+01,1.525328129e+00,9.271016475e+01,3.250855881e+01,7.378166241e+01,2.699988051e+01,5.711994704e+01,3.459420299e+00,6.407884599e+01,3.512149418e+01,3.486012407e+01,4.780186644e+01,4.629323729e+01,9.220157656e+00,2.092842073e+01,9.949024719e+01,7.545545096e+01,9.735218153e+01,4.389791560e+01,9.485828882e+01,4.616059982e+01,1.710977358e+01,7.440400339e+01,5.196118837e+01,5.252807348e+01,8.866349718e+01,5.682762660e+01,5.684651813e+01,2.811277404e+00,4.354203234e+01,7.864479802e+01,7.521791651e+01,5.524037400e+01,3.698894429e+01,8.635805094e+01,1.864455221e+01,1.504139753e+01,2.649069330e+01,1.648018991e+00,4.031624240e+01,7.142725838e+01,5.596891628e+01,1.901303331e+01,5.274592090e+01,6.078334200e+01,3.298946003e+01,1.843593614e+01,6.636558747e+01,6.559496266e+01,9.277618412e+01,8.867956922e+01,3.832312109e+01,8.395472684e+00,2.005906396e+01,4.825922614e+01,3.615323175e+01
5.450466100e+01,9.213918551e+01,8.657886648e+01,8.529955460e+01,2.806187179e+00,8.838171941e+01,1.212677973e+01,6.649560159e+01,6.584703733e+01,3.031906322e+01,9.418467582e+01,5.497722188e+01,5.100983297e+01,7.625697729e+01,4.685343802e+01,5.727618603e+01,5.321949323e+01,9.770953755e+01,8.458822259e+01,9.783134657e+01,5.887118377e+01,4.633611533e+01,9.131530743e+01,9.597085313e+01,3.389385245e+01,1.111529335e+01,2.829828856e+01,6.410114255e+01,8.527042649e+00,3.423154611e+01,7.714464550e+00,1.570596688e+01,9.416956615e+01,8.765886569e+00,4.218483168e+01,6.304182872e+01,3.169586058e+01,9.669702522e+01,5.697519322e+01,6.844248454e+01,5.520708568e+01,3.398832464e+01,1.922742325e+01,3.982146586e+01,2.728587406e+01,5.397300061e+01,5.671859269e+01,6.625456493e+01,8.892773445e+01,4.889361122e+01,3.497200170e+01,8.839557439e+01,6.457792883e+01,3.451600959e+01,8.386255997e+01,1.563811449e+01,1.087183148e+01,6.754859409e+00,8.383968788e+01,5.037983981e+01,8.221920873e+01,3.960643109e+01,1.484822299e+00,1.646286701e+01,9.711959286e+01,6.649946981e+01,4.409933657e+01,4.044727531e+01,2.215267541e+01,1.384294957e+01,2.007947763e+01,5.167867435e+01,1.337756635e+01,4.501732504e+01,6.830193828e+01,4.695779065e+01,7.520255680e+01,7.544591126e+01,3.580934177e+00,5.419881839e+01,9.937538851e+01,6.739872729e+01,5.783190005e+01,3.472809606e+01,5.335480894e+01,3.193256008e+01,8.513864138e+01
8.774891642e+01,3.438684502e+00,2.644247336e+01,8.177888780e+01,4.022592511e+01,3.336991104e+01,1.771009154e+01,7.692943520e+01,9.619843373e+01,6.191176462e+01,6.509350245e-01,3.142701744e+01,6.541196336e+01,5.473093372e+00,3.423757034e+01,4.914651156e+01,6.578178981e+01,2.848589186e+01,2.791814855e+01,5.780969414e+01,8.835965111e+01,4.264898008e+00,6.971698396e+01,1.206777542e+01,6.426467740e+01,5.621285443e+00,9.046203420e+00,5.912234983e+01,4.566952028e+01,3.815543566e+01,1.989252782e+01,9.819544404e+01,7.651387944e+01,8.082291266e+00,7.941438066e+01,5.545958289e+01,2.667991417e+01,7.525570326e+01,6.573188801e+01,1.310841740e+01,5.372978798e+01,5.427991298e+01,1.941854448e+01,2.456579938e+01,6.292917798e+01,1.552289355e+01,5.894455508e+01,2.564466321e+01,7.824227356e+01,9.331182270e+01,9.254031331e+01,9.554435004e+01,4.507660820e+01,1.607622028e+01,3.469514360e+01,2.024571543e+01,1.973286331e+01,4.247918303e+01,1.630121485e+01,6.623227786e+01,1.826287725e+01,2.315412290e+01,9.766393828e+01,6.619928493e+01,5.120221835e+01,2.739653027e+01,5.931928694e+01,4.351410141e+01,6.384974200e+01,8.605061219e+01,5.499853002e+01,8.959341761e+01,7.544914183e+01,4.285747347e+01,6.535574444e+01,4.051040554e+01,8.697261495e+01,2.482665328e+01,2.437099584e+01,8.851561074e+01,4.818336640e+01,3.818311992e+01,4.141238406e+01,6.416682027e+00,2.056030724e+01,1.075052493e+00,4.312162321e+01
3.280366763e+01,8.184593675e+01,7.607143376e+01,6.935780351e+01,4.732545030e+01,8.361460026e+01,6.784794311e+01,8.770209345e+01,2.877801997e+00,6.046441413e+01,7.972275405e+01,6.403856870e+01,4.031006830e+01,3.518850387e+01,3.501241222e+01,6.206338735e+01,6.212814643e+01,1.181978781e+01,8.323265037e+01,4.723046591e+01,3.454028915e+01,6.887736305e+01,9.325414842e+01,7.179267815e+00,3.455099995e+01,3.658923265e+01,2.931001205e+01,2.909416597e+01,1.029325858e+01,3.114417265e+01,5.846842799e+01,6.717316213e+01,8.972767710e+00,4.959126113e+01,4.381495807e+01,3.808430832e+01,1.153912631e+01,7.442363312e+01,8.435771141e+00,5.294011995e+01,8.398669398e+01,8.606830767e+01,7.839504716e+01,5.778519819e+01,8.611481817e+01,1.067544449e+01,6.032867635e+01,3.974877386e+01,7.187052723e+00,4.585278349e+01,4.500911187e+00,2.553264976e+01,8.811217837e+01,7.367564650e+01,4.678614813e+00,4.284478042e+01,9.294874104e+01,9.360184647e+01,8.950004121e+01,8.992926499e+01,9.819710519e+01,5.697828508e+01,1.903325637e+01,1.394760526e+01,4.809892976e+01,5.193266147e+01,8.625686852e+01,7.695286787e+01,6.999519658e+01,1.114547278e+01,1.261488688e+01,3.851473891e+01,8.276979216e+01,5.678233281e+01,9.425401612e+01,7.655566665e+00,5.531002440e+01,3.344009809e+01,9.466682190e+01,9.929804314e+01,9.600190927e+01,3.252746741e+00,1.013350409e+01,2.810049867e+01,3.886678931e+01,3.663173676e+01,5.241923067e+01
1.923697833e+01,9.187419724e+01,3.582206605e+01,4.968780129e+01,6.726751742e+01,4.162720867e+01,4.011826624e+01,7.757785575e+01,2.617132400e-01,2.379785294e+01,2.351331369e+01,7.786367642e+00,1.527193449e+00,3.564800190e+00,4.264260927e+01,9.873480142e+01,2.753176535e+01,5.112748460e+00,4.359016193e+01,3.602848169e+01,1.679477614e+01,8.193554233e+01,3.747583242e+01,7.606581866e+01,6.519280356e+01,9.715983974e+00,1.294598628e+01,5.771816477e+01,5.136481403e+01,9.803510947e+01,6.213594935e+01,5.510721714e+01,6.984583492e+01,1.791779002e+01,6.404009254e+01,3.186678074e+01,6.026907272e+01,3.862826471e+01,9.753384015e+01,4.108590184e+01,7.401109926e+01,7.435415069e+01,5.092342515e+00,8.277830528e+01,7.973370493e+01,2.333043139e+01,4.891388715e+01,4.495930608e+01,8.445847960e+01,6.574320880e+01,7.026539810e+01,9.672086310e+01,5.489801836e+01,9.115973455e+01,6.440396470e+01,1.175784657e+01,6.768188241e+01,6.976956657e+01,3.019538560e+01,9.508124653e+01,9.296745105e+01,5.397109854e+01,5.679008666e+01,4.254892180e+01,7.979237388e+00,1.160231941e+01,2.844018754e+01,2.589846598e+01,8.505194019e+01,2.386258765e+01,3.126996426e+01,8.781957716e+01,6.906593983e+01,6.955570988e+01,6.428441962e+01,6.257824261e+01,2.238818377e+01,5.069448101e+01,7.131862553e+01,8.448069792e+01,1.761791294e+01,8.173938359e+01,4.583901183e+01,5.666000341e+01,7.564461079e+01,4.336246326e+01,8.001515893e+01
5.793196971e+01,4.700495850e+01,6.171454490e+01,3.818697792e+01,5.960465498e+01,4.719717598e+01,5.052802429e+01,4.406314727e+01,9.931467136e+01,5.655330136e+01,4.781605089e+01,3.416622225e+01,4.788209129e+01,1.923212333e+01,7.618060595e+01,7.577531059e+01,1.398404318e+01,8.328858425e+01,6.860010569e+01,7.277691587e+01,4.442979423e+01,6.046933123e+01,6.909881820e+00,7.636969723e+01,4.165295184e+01,5.061823565e+01,5.189447997e+01,9.749013429e+01,8.768591042e+01,3.440635607e+00,7.806081016e+01,2.761503114e+01,7.708721225e+01,9.873859766e+01,5.174289001e+01,8.460616780e+01,8.604346387e+01,1.881282690e+01,6.405100806e-01,7.432087373e+01,3.426257100e+01,4.045919750e+01,2.969017133e+01,6.184188901e+01,4.326865693e+01,1.249659647e+00,8.221285044e+01,4.634500699e+01,1.792068547e+01,4.043590482e+01,6.630176319e+01,4.025435898e+00,3.071819344e+01,4.816495742e+01,7.399828247e+01,2.150331780e+01,1.754436536e+01,9.918168857e+01,5.309960663e+01,7.331822480e+01,5.104032951e+01,4.279555447e+01,2.996754961e+01,4.961650267e+01,9.073217336e+01,2.465422941e+01,8.062574216e+01,1.435407020e+01,3.744784006e+01,3.527755911e+01,8.887857239e+01,1.319205490e+00,4.688285193e+01,6.658453178e+01,6.977392055e+01,9.801717620e+00,3.418218021e+01,4.259274469e+01,2.878228003e+01,5.798979430e+01,6.334851839e+01,4.992292957e+01,3.887001218e+01,2.310520064e+01,1.139624751e+01,4.662806142e+01,4.000866775e+01
3.736014596e+01,3.431438434e+01,5.602602695e+01,6.550147552e+01,3.954008623e+01,7.801458834e+01,3.353249315e+00,8.643507889e+01,1.745142442e+01,8.854563637e+01,9.698152757e+01,7.041373021e+01,7.308347426e+01,7.066322501e+01,6.227043771e+01,6.437195281e+01,4.984327735e+01,1.515033038e+01,2.339636213e+01,6.081302141e+01,6.364828412e+01,1.526191746e+01,7.488555400e+00,6.532593366e+01,5.330163684e+01,4.815899570e+01,4.425860414e+01,2.596954947e+01,2.885101937e+01,6.294323906e-01,1.869762446e+01,2.854627452e+01,4.580336822e+00,5.082662626e+01,8.061672825e+01,8.982869440e+01,5.118249278e+01,3.965220622e+01,5.961377391e+01,7.653755636e+01,1.361368958e+01,5.782825134e+01,8.619903000e+01,3.863900959e+01,4.277494703e+01,9.833971273e+01,2.682961656e+00,5.703405048e+01,8.254653552e+01,9.499428699e+01,4.305775812e+01,7.197427180e+00,3.199691899e+01,3.381942563e+01,9.434395221e+01,1.747776762e+00,1.106739627e+01,2.671950126e+01,9.161415209e+01,8.273884131e+01,5.128562025e+01,3.053404649e+01,8.026330202e+01,3.393351910e+01,7.784613666e+01,9.306683138e+01,6.451338509e+01,6.716565807e+00,1.337687178e+01,1.582223489e+01,8.362159064e+01,1.388117029e+01,2.798549585e+00,3.669956405e+01,5.860797685e+01,6.044621356e+01,7.164328034e+01,9.846654375e+01,8.325346745e+01,2.345466313e+01,2.551401809e+01,2.681304475e+01,6.985219838e+01,7.881657330e+01,2.114804620e+01,8.614613839e+01,7.628938884e+01
1.693624510e+01,2.609082218e+01,7.926159688e+01,5.720665884e+01,3.050731728e+01,8.147363297e+01,3.681378521e+01,1.614470633e+01,5.963808699e+00,7.578065415e+01,8.431057182e+01,1.553243819e+01,5.085191411e+01,7.680180122e+01,9.086880387e+01,8.388263197e+01,1.313706893e+01,7.362786978e+01,6.579678544e+01,5.534556378e+01,6.283392591e+01,8.464140315e+01,2.185259942e+01,9.955682318e+01,8.887594953e+01,7.028667748e+01,3.297306153e+01,5.985161952e+01,7.604486732e+01,8.238975692e+01,8.456158105e+01,9.170698240e+01,6.036719438e+01,1.865973324e+01,3.225310414e+01,1.538855506e+01,6.514821188e+01,8.928309977e+01,8.384284473e+01,8.116630057e+01,5.001353373e+01,4.913858011e+01,6.032394715e+01,7.294657644e+01,5.387552052e+01,4.356133366e+01,9.910865620e+01,4.023908991e+01,9.266895362e+01,3.843283970e+01,9.780783103e+01,3.307892282e+01,2.527794512e+01,2.265046135e+01,6.231738263e+01,5.359896210e+01,9.481857996e+01,1.520251747e+01,2.677207732e+00,3.409006059e+01,7.257406462e+00,7.635101578e+01,1.518050784e+00,3.132042444e+01,5.677411663e+01,8.042291402e+01,5.450538925e+01,7.307204933e+01,8.703967205e-01,9.228342630e+01,3.359501776e+01,5.252711890e+01,3.010179905e+01,9.834330029e+01,1.397972142e+00,3.857597534e+01,2.879249932e+01,1.504433517e+01,9.877268232e+01,6.311890919e+01,2.997178728e+01,6.405241632e+01,7.048941554e+01,2.236479229e+01,1.637420930e+01,4.247909678e+01,9.685036042e+00
6.567884408e+00,3.500788856e+01,9.252594337e+01,1.067570601e+01,8.374957457e+01,9.693509644e+01,9.551624961e+01,7.094160553e+01,3.307078697e+01,6.818798427e+01,3.009298686e+01,4.011351740e+01,1.431283637e+00,6.973889852e+01,4.758847746e+01,3.162206446e+01,7.467399958e+01,5.729319387e+00,6.243509369e+01,7.916538005e+01,4.848517203e+01,6.757425659e+01,6.188475263e+01,4.915326094e+01,3.788915414e+01,7.424809852e+01,1.388537849e+01,8.836697917e+01,9.904171856e+01,6.937571260e+01,9.765597633e+01,3.234242618e+01,1.527562145e+01,9.058085543e+01,8.365572178e+01,8.246168553e+01,7.071293921e+01,7.632914617e+00,6.894458649e+01,7.268962765e+01,6.724148433e+00,4.096035612e+01,6.386535997e+01,5.919719600e+01,8.963873711e+01,6.225661516e+01,1.353826849e+01,9.949528207e+01,5.780419901e+01,7.520975248e+01,3.019287966e+01,6.724070444e+01,8.144138671e+01,2.793811468e+01,1.173747707e+01,6.864552250e+01,4.423881484e+01,9.260948795e+01,9.716216832e+01,8.457800436e+01,8.804300193e+01,1.735475297e+01,4.491120730e+01,7.828148482e+01,4.480653561e+01,1.632747645e+00,8.063144399e+00,1.105146325e+01,4.756832922e+01,6.900454017e+00,9.776450755e+01,8.042678819e+01,8.458847363e+01,1.977343187e+01,6.796148119e+01,5.087728609e+01,3.732914050e+01,9.968479232e+01,3.033823422e+01,7.017078008e+01,8.977095129e+01,1.119070038e+01,5.516933057e+01,8.056132115e+01,8.870286025e-01,5.905887371e+01,2.900287386e+01
9.988604994e+01,8.314095296e+00,9.085506918e+01,5.719683249e+00,9.132328770e+01,2.679650345e+01,1.494397085e+01,3.142279336e+01,8.764623272e+01,4.414853246e+01,3.566611220e+01,9.728167456e+01,4.760700595e+01,4.908785502e+01,4.078094719e+01,2.470386345e+01,8.675547471e+01,5.368881488e+01,5.594765136e+01,3.037908687e+01,9.577754102e+01,1.542296534e+01,4.168716509e+01,4.679381626e+01,1.525439394e+01,1.135614341e+01,6.932580305e+00,1.077216745e+01,6.986971792e+01,3.734121645e+01,7.355712099e+01,3.427312052e+01,9.648461522e+01,2.532608336e+01,2.054743399e+01,6.848349414e+01,7.795680325e+01,6.104444662e+01,6.395318271e+01,4.131163761e+00,5.949533267e+01,8.889128198e+01,2.144955894e+01,6.826574565e+01,2.167308813e+01,8.570262654e+01,8.562368334e+01,4.386634682e+01,3.223508858e+00,8.091301255e+01,8.693825491e+01,9.109457454e+01,2.293686410e+01,6.761238644e+01,9.125051200e+01,3.723984280e+01,5.484525610e+01,2.786328141e+01,9.469159370e+01,4.136188462e+00,5.914504408e+01,9.340757623e+01,7.926249005e+01,7.419435133e+01,4.248845361e+01,7.277348928e+01,7.518020814e+01,2.831635002e+01,9.668929374e+01,1.230661744e+01,3.195298935e+01,3.351442791e+01,7.300207488e+01,1.664339541e+01,4.071057916e+01,1.800872534e+01,1.747387852e+01,7.052535116e+01,5.907396590e+01,2.399227074e+01,9.185412607e+01,3.206720439e+01,3.549974462e+01,2.059231063e+00,1.303470871e+00,8.617538165e+00,2.625397500e+01
5.464081823e+01,4.190014319e+01,4.113656118e+01,4.635865794e+01,7.952229366e+01,3.220333441e+01,9.586125911e+01,4.806736354e+01,1.796885933e+01,2.724363760e+01,8.496252798e+01,7.940839764e+01,1.887769712e+01,9.269683204e+01,2.305141892e+01,3.263403449e+01,5.529250553e+01,5.336163601e+01,2.533360963e+01,4.294237805e+01,8.713177180e+00,2.398590608e+01,6.592350359e+01,7.023486129e+01,4.633020988e+01,5.492219396e+01,3.845059731e+01,7.938292311e+01,6.759568105e+01,2.257882969e+01,1.018763160e+01,1.329892584e+01,9.267665648e+01,6.979944754e+01,8.982121187e+01,8.879088617e+01,9.539842464e+01,3.103694462e+01,6.421702806e+00,9.944341689e+01,6.258683492e+01,2.562416298e+01,8.569927816e+01,9.641814633e+00,7.507027457e+01,2.281287533e+01,3.073449815e+01,8.273604637e+01,1.949115569e+01,3.832043198e+01,7.064599746e+01,7.473049960e+01,9.472311117e+01,1.952138817e+01,3.729553829e+01,6.507294908e+01,5.905013855e+01,9.271797730e+01,6.284144692e+01,6.186990569e+01,5.150715253e+01,6.455610789e+01,3.738704785e+01,8.244011549e+01,6.739581613e+01,4.002168027e+01,3.272279284e+01,2.694274144e+01,8.653194947e+01,4.611377295e+01,7.592695333e+01,9.786274402e+01,8.267433471e+01,5.289722221e+01,6.136094692e+00,8.545867480e+00,6.068027506e+01,1.904859189e+01,6.678568615e+01,2.617495599e+01,6.649319441e+01,1.260321415e+01,1.920966551e+01,9.745016865e+01,7.820077624e+01,1.056537301e+01,3.183007531e+01
6.098843029e+01,7.291143078e+01,1.231171661e+01,1.471818744e+01,9.683794693e+01,8.078954150e+01,2.675064906e+01,3.185000165e+01,1.051738755e+01,5.547892931e+01,3.060850337e+01,9.037354377e+01,4.373801337e+01,5.286962008e+01,7.698332513e+01,1.668197181e+01,5.690626092e+01,2.240971248e+01,5.111532102e+01,2.619158540e+01,4.146042800e+01,7.953020291e+01,7.827292668e+01,4.971746919e+01,3.163390965e+01,2.655566012e+01,6.720295884e+01,5.732689380e+01,8.858112441e+01,2.978043075e+01,6.284646918e+01,6.636517945e+01,6.946450783e+01,5.827524559e+01,1.538324154e+01,3.237676693e+01,8.588178113e+01,4.219853821e+01,9.785645154e+00,7.739588750e+00,7.492742489e+01,8.616430670e+01,3.804119151e+00,1.627465879e+01,7.679745545e+01,7.784447927e+01,8.347169269e+01,7.438290068e+01,4.169611889e+00,9.530780654e+01,6.589056071e+01,4.726154715e+00,7.205957414e+01,7.817656208e+01,6.708489601e+01,1.498225178e+01,8.763191141e+01,1.026695366e+01,9.333977240e+01,1.608281049e+01,3.998833618e+01,5.934756139e+01,2.723018937e+01,8.689545464e+01,2.269423927e+01,7.478292552e+01,9.283760780e+01,9.166382611e+01,5.262289151e+01,9.042239350e+01,9.105603635e+01,4.604162937e+01,3.931903126e+01,4.255972037e+00,7.369989363e+01,5.581551214e+01,5.431617155e+01,4.890372161e+01,4.926089032e+01,4.814511378e+00,2.423981078e+01,8.921837542e-01,8.559932840e+01,5.780934980e+01,5.349715128e+01,6.044251975e+01,8.414391698e+01
6.077906618e+01,5.465191336e+01,2.583332768e+01,5.036836370e+01,3.716931044e+01,4.437001413e+01,5.923280424e+01,7.702002749e+01,1.837693086e+01,2.363192395e+01,6.669649548e+00,6.279864777e+01,4.084070769e+01,7.897434209e+01,2.265665227e+01,3.860330703e+01,7.705838680e+01,2.636294527e+01,7.287183417e+01,3.989258465e+01,5.306558886e-02,5.654539071e+01,6.078337652e+01,4.902286882e+01,8.299952322e+01,2.644139555e+01,1.021754930e+01,7.434042075e+01,5.305905467e+01,9.444020523e+01,5.080646239e+01,1.732598951e+01,2.516710973e+00,3.443364608e+01,6.207338479e+01,7.158987788e+01,2.480418915e+01,4.467303650e+01,9.146333333e+01,3.680001288e+01,5.865292572e+01,2.081066889e+01,8.135082835e+01,2.405091069e+01,2.219190196e+01,9.263421743e+01,1.671916677e+00,6.234576621e+01,4.755415155e+01,3.172795484e+01,1.757456168e+01,3.406400344e+01,2.247902718e+01,4.607658552e+00,1.405527255e+01,9.267562450e+01,2.963127784e+01,1.701573316e+01,6.552290335e+00,3.280555726e+01,6.532030856e+01,4.170381510e+01,6.695643191e-01,2.810398022e+01,5.224522181e+01,6.566796222e+00,3.910637965e+01,5.515935238e+01,6.873853029e+01,4.018697078e+01,2.024398037e+01,9.065680001e-02,6.423576862e+01,1.986117805e+01,2.204442407e+01,3.255665758e+01,6.007903216e+01,6.509513521e+01,8.585666807e+01,4.785427267e+01,9.796934153e+01,6.487988352e+01,3.841957777e+01,1.055756347e+01,3.836718480e+01,3.425897957e+01,9.798200482e+01
6.860600464e+00,6.134446359e+01,1.886340034e+01,2.300445524e+01,3.269079915e+01,5.548830298e+01,1.292405343e+01,1.834255596e+01,7.232686875e+01,7.204261487e+01,4.838121344e+01,3.323903959e+01,2.708157154e+01,9.576635008e+01,4.187225379e+01,8.473179368e+01,3.231027412e+01,4.714877362e+01,5.395978545e+01,9.683755116e+01,2.625595016e+01,1.980866139e+01,1.420662227e+01,7.562661090e+01,8.749777789e+01,5.111596440e+01,8.969767490e+01,2.267656769e+00,7.427035686e+01,3.900462532e+01,3.850422758e+01,9.344308522e+01,1.054750494e+01,1.428360247e+01,5.224806202e+01,1.940882764e+00,8.060570453e+01,6.883182384e+01,6.261471119e+01,4.787589343e+01,3.134829722e+01,5.902077508e+01,6.488400520e+01,7.372799400e+01,5.278656255e+01,7.647595824e+01,9.833571055e+01,9.542003256e+01,3.116608995e+01,6.215932423e+01,8.359925424e+01,1.411056278e+01,2.579485634e+01,9.454532865e+01,2.536274413e+01,3.140461726e+01,2.438767901e+01,3.470872578e+01,7.301172520e+00,5.464205000e+01,1.333975164e+01,9.251730674e+01,4.754048363e+01,7.536421827e+01,6.086923090e+01,5.639210161e+01,7.244092593e+01,2.389186306e+01,4.490295599e+00,8.781059086e+01,3.981404735e+00,6.721807674e+01,8.028005891e+01,6.741386325e+00,5.719175250e+00,5.161498918e+01,9.527305955e+01,6.755110397e+01,6.536084035e+01,3.998797913e+01,9.846952866e+01,4.703553113e+01,2.691171772e+01,1.110522508e+01,1.120491969e+01,6.504691123e+01,9.132377684e+00
6.364034609e+01,8.359592910e+01,1.532631102e+01,1.800622376e+01,4.949360603e+01,2.329980523e+01,4.128217794e+01,3.015556905e+01,7.105332762e+01,2.927956785e+01,9.895012505e+01,3.523968920e+01,3.238964834e+01,8.743161148e+01,2.871092608e+01,8.571377807e+01,2.071830559e+01,9.765463325e+01,3.498343874e+01,8.252235049e+01,6.171545043e+01,1.221648372e+01,5.656784632e+01,7.037062261e+01,7.386261333e+01,7.978773532e+01,3.725344461e+01,7.674665149e+00,7.463140110e+01,7.045777385e+01,2.057884591e+00,9.438089823e+01,9.223540229e+01,7.658493127e+01,7.037458004e+01,4.616525918e+01,8.834993080e+01,9.457491432e+01,6.611147836e+01,8.129773078e+01,7.805703864e+01,5.391128504e+01,1.156365768e+01,9.853927734e+01,3.322877934e+01,2.949754025e+01,2.483569320e+01,2.088967837e+01,2.012840664e+01,3.345806061e+01,2.158295879e+01,8.566948730e+01,2.635369459e-01,6.280505567e+01,1.515557396e+01,4.058210939e+01,1.314730123e+01,3.164066224e+01,3.592064664e+01,5.061595907e+01,7.272772029e+01,9.914652728e+01,5.861491559e+01,7.491571883e+01,5.054513198e+01,8.189756518e+01,2.426148301e+01,6.593193030e+01,2.409606343e+01,9.815845797e+01,8.150651218e+01,9.653842127e+01,6.620672580e+00,6.983726123e+01,1.708024713e+01,2.427754686e-01,3.507774381e+01,4.067477340e+01,1.738091190e+01,3.960245421e+01,6.025972123e+01,6.490116659e+00,1.109007878e+00,1.795456264e+01,2.762336584e+00,7.572027662e+01,1.959877087e-01
3.620804424e+01,8.157210127e+01,6.650773557e+01,1.113210404e+00,1.718555829e+01,2.441340960e+00,1.520374451e+01,6.754868324e+01,1.198880641e+01,6.130834767e+01,9.348708684e+01,9.662480168e+00,5.507707284e+01,4.432120015e+01,6.895894082e+01,1.564185962e+01,9.474922153e+01,4.384136706e+01,3.832653979e+01,3.515747365e+01,9.309619248e+01,2.585097620e+01,5.692567043e+01,8.509545217e+01,3.797306801e+01,4.148610327e+01,7.023327372e+01,9.461019326e+01,6.279657146e+01,3.164113913e+01,6.168622000e+01,7.821847819e+01,7.947799302e+01,1.879014773e+01,2.246229076e+01,8.953993436e+01,1.026737847e+01,3.006225652e+01,8.917707042e+01,6.173583563e+01,4.170985659e+00,7.245467477e+01,2.224569637e+01,8.304556110e+01,3.317532188e+00,2.036185542e+01,4.631474349e+00,4.484693250e+01,2.556069401e+01,6.244827624e+01,9.960719416e+01,6.132806943e+01,2.158875253e+00,9.508327854e+01,2.372244049e+00,7.949115747e+01,5.628788933e+01,9.934323558e+01,7.676821557e+01,9.354621320e+01,2.120762212e+01,3.385891675e+01,9.206988365e+01,5.575681361e+01,2.921249769e+01,2.891429212e+01,9.464094249e+01,5.903715989e+01,8.318906419e+01,3.596197277e+01,6.407451681e+01,2.278281831e+01,5.493791284e+01,6.099365976e+01,4.936583746e+01,4.222909865e+01,1.810109225e+01,2.436590785e+01,7.492791644e+01,5.154694148e+01,3.184400153e+00,3.440479329e+01,3.362777907e+01,9.068175211e+01,3.251480208e+01,5.260978209e+01,4.985059911e+01
