v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59
4.271437983e+01,1.628193134e+01,9.025985323e+01,2.565358010e+01,4.250674368e+01,1.043166371e+01,8.979823151e+01,1.698991536e+01,3.188107296e+01,4.907660597e+01,8.080163043e+01,3.088886805e+01,4.698973624e+01,8.801066082e+01,7.878404578e+01,1.543627969e+01,7.246052992e+01,5.573197758e+01,1.502928881e+01,6.970096626e+01,9.322305474e+01,3.359084887e+01,8.311242728e+01,6.244466407e+01,2.452953256e+00,4.158673101e+01,2.657947949e+01,6.734273747e+01,5.521918106e+01,6.610059494e+01,4.280409325e+01,2.274771949e+01,5.455811550e+01,8.919222311e+01,6.031337594e+01,5.398165832e+01,7.511612631e+01,6.911104489e+01,2.182416164e+00,3.859882066e+01,1.759155203e+01,1.553738141e+01,9.268908091e+01,9.244074979e+01,4.702899241e+01,3.401265216e+01,4.188078099e+01,5.716454877e+01,9.183999894e+01,5.433555244e+01,8.379768482e+01,6.157210432e+00,3.129235862e-01,3.280115079e+01,9.293524267e+01,3.786191972e+01,5.052336966e+01,1.839767532e+01,4.694220842e+00
6.200850503e+01,8.277756305e+01,4.347286468e+00,7.830667041e+01,8.482364376e+01,6.967698490e+01,3.380217816e+01,9.881486476e+01,4.136837161e+01,9.304403760e+01,3.960249286e+00,2.994025309e+01,4.067921777e+00,3.713746584e+01,9.363193920e+01,9.685762031e+01,3.832515092e+01,5.331770301e+01,8.595339495e+01,3.679507973e+01,7.092315308e+00,5.790366851e+00,5.761498044e+01,8.711088301e+01,5.277228283e+01,6.771100549e+01,6.751536652e+01,7.883554923e+01,1.685054811e+01,1.745849562e+01,6.944161137e+01,9.789376890e+01,9.379055590e+01,1.454262304e+01,2.621276642e+01,2.978464512e+01,5.911233743e+01,6.350978288e+01,3.265015303e+00,5.458615717e+01,9.637587097e+01,1.521995193e+01,7.877057851e+01,9.816523506e+01,9.336331775e+00,8.407252580e+01,5.508551657e+01,9.539825873e+01,2.654812777e+01,7.337117660e+01,6.022141235e+01,2.285733545e+01,9.471512805e+01,3.181158852e+01,1.409741647e+00,6.994252411e+01,4.923257338e+01,4.629081665e+01,8.298441191e+01
9.824106752e+01,8.877180156e+01,1.254997566e+01,8.603031787e+01,7.608747430e+01,3.260960165e+01,8.985947472e+01,7.917946176e+01,5.664243760e+01,4.820145658e+01,8.368529495e+01,9.605293846e+01,7.359822012e+01,9.772990269e+01,9.577485626e+01,8.165531255e+01,3.502412773e+01,9.727811304e+01,1.154393393e+01,7.922104587e+01,4.450860974e+01,6.281337156e+01,9.056012678e+01,5.597568211e+01,3.362054531e+01,9.914324827e+01,4.126908009e+01,5.131964385e+01,9.215421214e+01,1.199112772e+01,7.378248996e+01,8.657883425e+01,6.076541014e+01,8.193936644e+01,1.062031746e+00,7.081036070e+01,4.835164286e+01,7.024322652e+01,1.150950367e+01,8.908773312e+01,6.041590323e+01,7.323022665e+01,3.070473067e+00,7.211880149e+01,7.341449814e+01,2.664586771e+01,6.907245922e+01,6.350304307e+01,6.008669991e+01,8.438929257e+01,4.100429543e+01,7.114994836e+01,5.342524370e+01,5.549140431e+01,6.694464762e+01,8.216471112e+01,7.873284308e+01,4.054725381e+01,5.112574954e+01
3.505811215e+01,4.137121838e+01,1.474005765e+00,8.184442958e+01,6.690855983e+01,3.980886465e+01,7.812408320e+01,2.006778848e+00,1.124740055e+01,8.019568369e+01,7.305287096e+01,4.156868043e-01,1.080496968e+01,2.161662573e+01,4.135096017e+01,4.992664357e-01,6.697929430e+01,9.917291086e+01,3.520526748e+01,9.718279513e+01,7.678555747e+01,8.661332080e+01,8.876941048e+01,4.110410073e+01,4.034767850e+01,4.417718795e+01,2.705364759e+01,7.271128174e+01,6.897088470e+01,1.916043836e+01,5.686412831e+01,7.764585326e+01,9.360296313e+01,1.866510233e+00,2.246285864e+01,6.175348354e+01,7.040657797e+01,7.221903316e+01,3.359276689e+01,2.869932720e+00,7.811616850e+01,1.387645936e+01,3.224085038e+01,2.853156217e+01,2.342343935e-01,9.701228710e+01,8.230786532e+01,7.396484601e+01,1.063841023e+00,5.130878848e+01,3.191512830e+01,1.672306591e+01,1.209133725e+01,8.059666758e+01,8.817031750e+01,6.426687683e+01,3.986019278e+01,6.046695810e+01,6.456667447e+01
5.867573461e+01,1.395218871e+01,6.040776200e+01,8.796551596e+01,3.907672781e+01,2.371984996e+01,4.771253806e+01,6.449325756e+01,6.624362095e+00,3.528231305e+01,6.155707098e+01,4.234396277e+00,9.322905822e+01,6.702519081e+00,3.581171104e+01,1.910747612e+01,8.775016285e+01,3.243263416e+01,5.125213671e+01,5.651392133e+01,2.777568567e+01,8.257389491e+01,1.253997336e+01,1.679980083e+00,4.839672703e+01,7.243993267e+01,9.706212891e+01,9.936945014e+01,4.316446055e+01,8.436887431e+01,9.609383786e+01,1.161277745e+01,9.078571927e+01,7.946351066e+00,2.777060940e+01,6.834030277e+01,9.395816097e+01,2.433903635e+00,8.158291620e+01,9.253359311e+01,9.867878166e+01,8.689978181e+01,3.136202469e+01,1.181356625e+01,2.982784933e+01,5.117917857e+01,8.477200647e+01,9.374682269e+01,4.190132742e+01,1.947196546e+01,9.532752335e+01,7.416527100e+01,5.813706282e+01,9.987303038e+01,1.742143555e+01,5.262378482e+00,3.813672968e+01,1.682827640e+01,1.934761505e-01
4.539153050e+01,6.850785312e+01,4.977701887e+01,9.352159345e+01,9.179124994e+01,9.321674552e+01,6.985628306e+01,8.262314341e+01,4.019224992e+01,7.364679737e+01,6.413406022e+01,2.607950774e+01,2.524667979e+01,1.614014618e+01,1.787554199e+01,1.369350467e+01,4.667709710e+01,5.875028950e+01,8.069292103e+01,6.925085627e+01,7.312132203e+01,6.897952974e+00,3.958049615e+01,3.790312620e+01,2.497341328e+01,9.671291985e+01,1.549171214e+01,1.588208812e-01,1.124637223e+01,9.888924913e+01,5.714632923e+01,2.680373720e+01,4.884017262e+01,1.784670864e+01,8.046495373e+01,4.462361248e+01,4.157931774e+01,5.593683110e+01,9.150279258e+01,3.368200528e+01,1.488720437e+00,3.381040552e+01,6.478073172e+01,1.485912702e+01,9.299139825e+01,4.425552183e+01,6.600419689e+01,3.626477206e+00,5.697217841e+01,2.466152854e+01,1.973033886e+01,4.067359505e+01,8.640613304e+01,6.118107325e+01,9.494906502e+01,5.427330823e+01,9.607441143e+01,9.720212831e+01,8.221431427e+01
7.675566069e+01,9.958258366e+01,9.640438565e+01,5.424690608e+01,1.219504145e+01,1.166794866e+01,7.431012682e+01,2.156729664e+01,9.376161144e+01,2.128406059e+01,4.456222532e+01,1.038424927e+01,7.957575174e+01,4.894953691e+01,5.991411847e+01,5.857999989e+01,1.566623041e+01,2.099440180e+01,2.086743910e+01,4.760753129e+01,5.997615173e+01,1.715273844e+01,6.990078279e+01,2.041047746e+01,7.051859699e+01,5.752194083e+01,3.144576759e+01,4.947560732e+01,9.008923231e+01,3.146561849e+01,5.477649336e+01,5.797166592e+01,9.439328729e+01,3.035381472e+00,1.252332155e+01,5.313452756e-01,7.284524272e+01,7.058017163e+01,7.062816093e+01,3.721337826e+00,7.630011277e+01,9.173226920e+01,6.218708278e+01,3.614834297e+01,3.417799225e+01,3.001907630e+01,8.173227471e+01,3.490493577e+01,4.339224568e+01,5.366508550e+00,3.155000822e+01,8.868883994e+01,9.381586457e+01,5.962931056e+01,9.412087975e+01,3.816712997e+01,9.944741821e+01,2.973949994e+01,7.373809635e+00
7.152555547e+01,6.406017037e+01,3.070621840e+01,1.553473599e+01,2.113503465e+01,6.399519550e+01,3.187437984e+01,2.973311191e+01,9.899757971e+01,5.919848287e+00,2.631242655e+01,5.455331695e+01,5.156398489e+01,2.961664843e+01,7.399367887e+01,6.101901797e+01,9.999610411e+01,8.423215454e+01,4.895302115e+01,6.542955583e+01,4.287495099e+01,6.060026342e+01,2.589579153e+01,9.873102832e+01,4.589763242e+01,9.814150355e+01,3.762807966e+01,7.563929512e+01,1.870678529e+01,2.331928332e+00,3.687995989e+01,9.736699753e+01,1.893617701e+01,5.314012829e+00,3.365615384e+01,7.704391225e+01,4.887586262e+01,3.643424126e+01,9.922845043e+00,4.228425490e+01,4.224830923e+01,7.944769409e+01,2.994973015e+01,5.920803938e+01,8.135623811e+01,9.008271917e+01,6.022186961e+00,3.742446332e+01,6.768856037e+01,9.306699138e+01,5.981095475e+00,5.993613894e+01,3.336248570e+01,9.838239757e+01,3.859426522e+01,9.381343670e+01,9.807371603e+01,5.435539752e+01,7.887097248e+01
5.219720896e+01,2.578530184e+01,9.956658305e+01,9.513953383e+01,4.819133995e+01,3.432812868e+01,4.530985582e+01,5.211959842e+01,1.999817415e+01,3.790891632e+00,3.192065720e+01,4.877691343e+01,9.204050093e+01,3.225817080e+01,6.643714721e+01,3.041930692e+01,5.686590011e+00,1.572537936e+01,5.048593617e+01,7.913959397e+01,5.741719049e+01,2.668171390e+01,2.293357546e+01,2.256515962e+01,4.236265303e+00,5.712257019e+01,6.966511390e+01,7.081843871e+01,2.441198047e+00,9.349423560e+01,7.814164878e+01,5.314827224e+01,5.699761555e+01,5.661519278e+01,8.663399783e+01,9.678207557e+01,4.026514932e+01,1.787401788e+01,4.994470961e+01,2.042982264e+01,5.629626339e+01,6.390641692e+00,3.607989301e+01,7.879079479e+01,7.376774587e+01,8.910147250e+01,6.016584762e+01,9.526297969e+00,7.672516957e+01,5.074564982e+01,7.919365561e+01,5.281460184e+01,2.577232429e+01,3.817759850e+01,8.772487594e+01,6.732696931e+01,2.684302464e+01,9.209407416e+01,2.563969074e+01
2.299192667e+01,2.701442925e+01,6.928792405e+00,7.653591960e+00,5.713906655e+01,6.457438531e+01,1.138160715e+01,9.210607585e+01,3.130486999e+01,4.166408607e+01,3.515584750e+01,4.077991283e+01,2.252015910e+01,5.628167989e+01,2.809918471e+01,6.641436463e+01,2.629220688e+01,9.867678818e+01,9.621060327e+01,6.673952080e+01,3.014891955e+01,2.097105002e+01,1.803532480e+01,2.205516400e+01,8.891852501e+01,8.777746006e+01,6.637814915e+01,6.161958917e+01,9.604241909e+01,8.103938511e+01,9.350970975e+01,7.572513781e+01,1.949621666e+01,4.879213435e+00,8.274712743e+01,9.222626630e+01,5.800099873e+01,2.189617735e+01,6.500738545e+01,2.177641387e+01,6.567755224e+01,5.962356038e+01,7.074660193e+01,9.605291071e+01,9.518502401e+01,4.192186409e+01,6.047285670e+01,7.535378126e+01,1.572967613e+01,1.742540924e+01,5.553349888e+01,3.289085694e+01,2.902779711e+01,5.024232457e+01,8.437359895e+01,9.071197307e+01,5.987493639e+01,9.088299182e+01,2.961764614e+01
3.315899629e+01,4.841228008e+01,6.533064171e+01,9.721945759e+01,3.350277081e+01,9.593164898e+01,9.257231459e+01,8.365151461e+00,9.070183290e+01,4.234606206e+01,9.529856248e+00,9.431406135e+01,9.956004312e+01,3.979116717e+01,5.103097108e+01,6.183456572e+01,6.282078205e+01,4.585810435e+01,1.399924567e+01,9.635399043e+01,5.087874745e+01,6.659436537e+01,8.671974021e+01,2.121007702e+01,8.786981881e+01,5.380787642e+01,3.928813537e+01,2.503626507e+01,3.467166704e+01,8.541065723e+01,7.850584356e+01,2.907826822e+01,2.669724947e+01,2.270665030e+01,5.841598337e+00,2.389507453e+01,2.562810083e+01,1.175103850e+01,7.384885708e+01,3.628648544e+01,4.951220472e+01,5.662273501e+01,2.655019972e+01,1.812445078e+01,7.818927840e+01,4.913315937e+01,6.938050341e+01,4.804197867e+01,9.892247896e+01,5.206916941e+00,2.501596556e+01,5.211960864e+01,8.800733058e+01,9.870366446e+01,1.077216110e+01,5.126399243e+01,9.728939459e+01,9.764600868e-01,4.564422539e+01
4.796081931e+01,8.461477373e+01,2.243194160e+01,2.266751232e+01,3.481595379e+01,2.198123393e+01,4.088420642e+01,3.104755356e+01,3.784048625e+01,2.667201944e+01,7.189431943e+01,3.988978020e+01,9.617811313e+01,2.732752008e+00,5.464638867e+01,1.819889693e+01,8.550918221e+01,5.146696417e+01,1.063661718e+01,5.007325605e+01,3.630590594e+01,7.883268392e+01,8.476389069e+01,9.043841585e+01,4.346852012e+01,9.954972727e+01,4.558250469e+01,3.305265332e+01,8.055375828e+01,8.379994402e+01,5.146576332e+01,2.143558395e+01,4.441929026e+01,9.985895727e+01,6.354869565e+01,8.932294239e+01,5.051238609e+01,5.639186063e+01,3.991134181e+01,1.864902517e+01,5.208310275e+01,9.216248396e+01,2.484206813e+01,2.081910334e-01,4.515289068e+00,8.595787923e+01,4.766075422e+01,1.541671123e+01,4.149519892e+01,2.187903253e+01,7.157095944e+01,2.610489196e+00,9.114645119e+00,1.487388910e+01,3.160530436e+01,6.195057387e+01,3.724800511e+01,7.002552501e+01,8.342439244e+01
6.442508284e+01,2.711540086e+01,3.302891038e+00,3.984812531e+01,4.378266466e+01,8.231127855e+01,8.291247287e+01,3.478186009e+00,4.980096690e+01,1.870024522e-01,9.082641137e+01,4.678863536e+01,4.096818777e+01,4.707424988e+01,9.418826447e+01,5.651740396e+01,1.150569167e+01,2.336705909e+01,4.205280902e+01,1.780792335e+01,4.856692641e+01,2.378615838e-01,2.347847990e+01,2.910685067e+01,1.557254635e+01,6.891268329e+00,5.473672284e+01,5.999483636e+01,5.895040360e-01,7.425188640e+01,2.473773450e+01,9.822804504e+00,6.999319747e+01,3.581320929e+01,6.548542372e+01,4.810497046e+01,9.244671677e+01,2.402119201e+01,2.513535606e+01,7.202446356e+01,8.352322790e+01,6.578309997e+01,1.895035228e+01,1.638105892e+01,6.510998064e+00,5.139617106e+01,5.079355781e+01,7.136233696e+01,4.538526094e+01,6.604305839e+01,8.237154849e+00,1.692687526e+01,7.130161469e+01,6.989496866e+01,5.381211420e+01,4.501587514e+01,5.722117911e+01,2.229732270e+01,8.996727095e+00
8.794031596e+01,4.338773549e+00,9.128560402e+01,5.007675382e+01,4.852549126e+01,5.406758680e+01,7.880244730e+01,2.525928410e+00,7.793500262e+01,4.881819827e+01,5.602872965e+00,2.344924257e+01,8.294780250e+01,8.267628434e+01,6.463021103e+01,8.017512217e+01,9.531898889e+01,5.864636765e+01,2.093110291e+01,5.578381222e+01,8.527055497e+01,4.354923191e+01,4.057891504e+01,8.025272794e+01,8.995996709e+01,7.504129605e+01,8.468992145e+01,1.788236714e+01,8.866836124e+01,5.178190297e+01,6.533350546e+01,7.356079696e+01,4.387982974e+01,4.634535776e+01,4.404072671e+01,4.420735827e+01,8.630411479e+01,1.506728383e+01,4.001870418e+01,9.714876624e+00,5.101899083e+01,6.442754282e+00,1.726387545e+01,3.256978829e+00,6.950082391e+01,8.046909937e+01,7.033207727e+01,9.397568840e+01,1.762416602e+01,2.711844567e+01,3.455866665e+00,2.159316203e+01,9.616441531e+01,4.606754847e+00,2.280055676e+01,8.448371493e+01,8.660271832e+00,3.773468243e+01,1.083985362e+01
8.429973931e+01,1.571476434e+01,3.673449616e+01,1.162552429e+01,4.452183385e+01,4.514084456e+01,4.404289348e+01,6.639947156e+01,7.545252726e+01,6.395092792e+01,8.490867768e+01,3.921742025e+01,7.259104319e+01,5.042205052e+01,3.148127029e+01,8.682003854e+01,2.284117545e+01,5.924741601e+01,7.236979368e+01,3.126758979e+01,2.418839310e+01,9.325404337e+01,9.741874149e+01,5.990441682e+01,2.891242630e+01,9.552652457e+01,6.508748902e+01,5.590108730e+00,2.551299601e+01,6.108689446e+01,3.780914920e+01,1.727556513e+01,8.059919230e+01,8.993717057e+01,3.849493648e+01,4.477602517e+01,7.585336443e+01,1.796814350e+01,7.024577663e+01,3.009045910e+01,3.480940543e+01,6.802117853e+01,1.965988553e+01,8.249233022e+01,7.420694187e+01,5.283499093e+01,2.143689235e+01,7.441328445e+01,6.208437108e+01,5.021668512e+01,8.205441932e+01,5.548395907e+01,3.615853080e+01,4.854191357e+01,3.924199667e+01,8.775200800e+00,7.345694552e+01,7.237461495e+01,9.977025079e+01
8.274974075e+01,4.200865638e+01,4.566392242e+01,8.592672523e+01,2.747350031e+01,2.933714216e+01,1.967061563e+01,4.747206481e+01,4.772397089e+01,4.132204653e+01,4.136558486e+01,3.511418276e+01,5.305440801e+01,3.454922768e+01,1.461668137e+01,1.861800342e+01,9.571816164e+01,1.865485137e+01,6.664106353e+01,8.563348066e+01,1.714256749e+01,2.706265030e+01,6.020946461e+00,1.445737388e+01,3.042622512e+01,1.361730273e+01,3.383836929e+01,4.606640568e+01,8.785854038e+01,4.075872969e+01,2.219563755e+01,1.982466112e+01,6.837009807e+01,6.206434836e+01,8.081267020e+01,9.377498203e+01,4.364811839e+01,3.514228221e+01,1.895177358e+01,2.448225811e+01,2.438423420e+01,1.531332844e+01,7.901291370e+01,8.727464239e-01,7.076522400e+01,8.586456298e+01,9.496917040e+01,9.387676980e+01,5.611023772e+01,3.039140577e+01,1.072900447e-01,7.518130456e+01,9.189097968e+01,3.599739512e+01,1.008946937e+01,1.304565884e+01,1.152925498e+00,8.394452476e+01,7.701088662e+01
6.062652655e+00,5.952938583e+01,1.827302565e+01,7.200470276e+01,2.993507842e+01,9.393613874e+01,8.307125621e+01,4.877527458e+01,9.533067573e+01,1.179714981e+01,3.382619714e+01,6.049508297e+01,8.377154113e+01,9.078142302e+01,8.286397666e+01,7.574867712e+01,7.298140588e+01,9.723622843e+00,2.946743495e+01,2.177856577e+01,5.566377901e+01,9.437839736e+01,9.627983745e+01,8.208775761e+01,2.417367517e+01,6.649553475e+01,1.063076747e+01,6.157774487e+01,1.402694131e+00,9.729918657e+01,5.003078779e+01,2.242180625e+01,1.907428751e+01,2.733272349e+01,9.769255800e+01,9.869694869e+01,5.011058012e+01,2.661912606e+01,7.482284652e+01,4.089070059e+01,5.546187139e+01,9.264734254e+01,2.972943251e+01,3.347089227e+01,4.589633607e+01,7.943719126e+01,7.026523084e+01,9.870612918e+01,7.780245124e+01,3.146195552e+01,5.352284056e+01,5.407682927e+01,4.428980548e+01,3.610134682e+01,8.440551346e+01,3.406564209e+01,8.452198253e+01,3.035371138e+01,5.017749647e+01
2.428785418e+01,5.147859088e+01,3.157040676e+01,5.198880192e+01,3.063832587e+01,3.790661299e+01,1.679337234e+01,9.088427330e+01,3.226875364e+01,4.189344894e+01,3.108992012e+01,7.535249723e+01,2.157533238e-01,6.944190305e+00,8.664509389e+01,8.431852715e+00,3.366942194e+01,9.846771253e+01,1.717032848e+01,3.768764349e+01,8.767411372e+01,7.722994408e+01,1.178400088e+01,9.607097797e+01,2.634220177e+01,7.196738879e+01,8.840763419e+00,1.008372556e+01,2.963749541e+01,1.665774294e+01,5.158746977e+01,2.656412925e+01,6.562203483e+01,1.758382446e+01,5.897494789e+01,3.945632580e+00,9.227957371e+01,2.502752444e+01,5.289408064e+01,4.414637859e+01,4.598261051e+01,8.672992438e+00,2.935380945e+01,5.002369898e+01,7.256263165e+01,1.239229141e+01,4.039832213e+01,5.727885248e+01,2.401158228e+01,7.093246766e+01,4.257738022e+00,3.769191234e+01,6.121367040e+01,6.172894383e+01,1.226410470e+01,7.229674174e+01,8.193730228e+01,2.547041967e+01,4.369621527e+01
5.247557710e+01,9.385386148e-01,8.494292422e+01,9.451816214e+01,2.049488738e+01,3.312372251e+01,2.528201885e+01,1.478375340e+01,9.314775423e+01,7.748014157e+00,7.678327416e+01,7.576766448e+01,5.346011794e+01,6.300791946e+01,9.864698049e+01,9.120020615e+00,3.881938440e+01,4.853505370e+01,9.900836837e+00,1.149413230e+01,5.171525068e+01,7.941616687e+01,8.784149974e+01,8.131904168e+01,2.397154336e+01,6.041380186e+01,8.725934372e+01,6.328782152e+01,1.767509066e+01,3.319664872e+01,2.569233215e+01,3.761424509e+01,5.796531574e+01,1.102923736e+01,7.539296783e+01,5.535944917e+01,7.551779131e-01,2.992000286e+01,3.760620416e+01,5.274194983e+01,4.335669063e+01,6.777240931e+01,5.454199256e+01,9.614629164e+01,6.154246716e+01,2.852352336e-01,3.268358001e+01,5.071226913e+01,2.066756596e+01,3.237460241e+01,6.949660853e+01,6.768650170e+01,7.252805302e+01,1.328465911e+01,8.628771388e+00,5.852002873e+01,2.742816029e+01,8.468086252e+01,9.633627615e+01
9.042233411e+01,4.288705036e+01,3.460950742e+01,2.223834702e+01,7.524230760e+01,6.946092638e+01,8.897097371e+01,7.554168753e+01,8.278791862e+01,3.633722590e+01,8.235026792e+01,6.480038578e+01,8.119800573e+01,2.182267757e+01,7.994503768e+01,4.891445747e+01,7.832453485e+01,2.638014337e-01,2.891588230e+01,5.583222968e-01,6.839947113e+01,3.717936880e+01,4.991723181e+01,1.823640665e+01,2.674022789e+01,5.875637760e+01,6.044525319e+00,1.020208351e+01,8.707608184e+01,1.755274273e+01,9.466582721e+01,8.411482346e+01,2.835712764e+01,1.873489797e+01,2.468910660e+01,2.139019175e+01,2.713159060e+01,8.347739198e+01,5.221716596e+01,3.837837608e+01,7.374102651e+01,4.140134297e+01,7.922913504e+01,5.684120692e+01,6.025152527e+01,4.833417488e+01,6.849121959e+01,3.136363682e+01,3.834412348e+01,7.667746773e+01,9.955241031e+01,5.687905883e+01,6.938487266e+01,3.027816639e+01,6.802795772e+01,6.438917737e+01,2.250131332e+01,9.366817795e+01,2.194625652e+01
4.014908220e+01,3.668838176e+01,9.589576446e+01,8.095916295e+01,6.483719550e+01,1.298187213e+01,1.606947797e+01,2.413029938e+01,1.520826476e+01,9.664959982e+01,3.611832662e+01,6.328485343e+01,6.373504613e+01,5.618866905e+01,8.782823310e+01,2.481239318e+00,3.661172221e+00,1.431100268e+01,4.996668462e+01,1.871513092e+01,5.803658071e+01,8.840407400e+01,7.394558430e+01,7.883627605e+01,5.698049467e-01,4.448960095e+01,2.563185286e+01,9.483395994e+01,8.350328537e+01,9.888955055e+00,1.079760055e+01,5.154323795e+01,4.419066127e+01,5.533047058e+01,4.091096991e+01,3.274482243e+01,2.218411406e+01,2.720871373e+01,8.986249836e+01,9.054194893e+01,9.452401458e+01,2.374843993e+01,1.437086884e+01,5.639889228e+01,6.614456494e+01,4.449826095e+01,5.683068958e+01,1.295880853e+01,5.817934796e+01,3.899244004e+01,7.414207618e+01,8.027556632e+01,9.363640305e+01,6.468925913e+01,5.274299906e+01,6.182918832e+01,3.188953851e+01,3.580853058e+01,8.527023638e+01
5.953481592e+01,6.565769338e+01,4.819976457e-01,1.003624045e+01,4.296581399e+01,9.408848206e+01,1.435780642e+01,6.371985905e+01,5.084874959e+01,8.839148584e+01,9.299243477e+01,5.841397234e+01,8.324005438e+01,8.921786370e+01,4.493142352e+01,7.617211193e+01,3.460288886e+01,4.759386625e+01,2.716752307e+01,2.786935144e+01,2.390089568e+01,8.590669634e+01,3.846219059e+01,8.348148921e+01,5.780019959e+01,2.266183039e+01,2.261796001e+01,2.279047966e+01,5.356796237e+01,9.508316243e+01,9.119165789e+01,9.797577546e+00,2.062830800e+01,3.725498185e+00,1.945568185e+01,7.740261857e+01,1.513980947e+01,8.684260461e+01,7.905825667e+01,3.876076450e+01,8.633874408e+01,7.789535605e+01,2.751106471e+01,3.447739096e+01,1.514382833e+00,9.875527762e+01,7.239527339e+01,7.671917700e+01,1.265309205e+01,7.698677734e+01,5.747841205e+01,9.877528263e+01,3.087348196e+01,6.366711121e+01,9.267053911e+01,8.829672866e+01,7.115543031e+01,6.507675748e+01,9.760324753e+01
6.543432484e+01,5.280654928e+01,7.721667711e+01,2.333869135e+01,1.099317011e+01,6.839811928e+01,7.404125575e+01,5.148811194e+01,8.393297018e+01,1.291706548e+01,5.293224467e+01,6.818655435e+01,2.493881123e+01,3.790112866e+01,9.871307922e+01,1.280466262e+01,6.815376652e+01,8.006454049e+01,1.142278008e+01,6.725765329e+01,3.712448718e+01,8.910788342e+00,5.420237226e+01,6.811491245e+01,3.687244312e+01,3.669725475e+00,4.986217099e+01,6.410406505e+00,7.403861314e+01,7.925679046e+01,6.580158907e+01,1.187306661e+01,1.179268243e+01,5.004910595e+01,4.898365329e+01,5.225512346e+00,9.730140976e+01,5.951314831e+01,8.945024933e+01,3.786848433e+01,1.260591648e+01,1.414835389e+01,6.610053653e+01,9.410139353e+01,8.640980749e+01,4.627065008e+01,8.600443287e+01,3.758025086e+01,6.663703945e+01,3.838207085e+00,8.845532236e+00,7.092304532e+00,3.602102424e+01,5.581630452e+01,5.861460485e+01,3.243113311e+01,7.171915874e+01,6.360593424e-01,1.970229405e+01
7.952834347e+01,7.029982257e+01,8.188541011e+01,4.230547843e+01,7.978085250e-01,1.785814044e+01,9.204908216e+01,1.678304789e+01,6.933467411e+01,6.343336733e+01,7.724229187e+01,8.752739082e+01,2.000747186e+00,6.805359344e+01,2.332499517e+01,1.446702165e+01,9.487325810e+01,6.259257505e+01,8.729335746e+01,7.791064214e+01,6.118851889e+01,2.738308969e+01,1.064672699e+01,3.650986006e+01,1.586033595e+01,3.287099650e+01,6.686643390e+01,4.540983888e+01,2.670171860e+01,9.872923865e+01,1.751933269e+01,7.881402274e+01,2.658064116e+01,5.239210244e+01,8.069856909e+01,6.267898445e+01,9.723866406e+01,2.082682349e+01,5.645155851e+01,7.002169263e+01,4.061885874e+01,9.677652837e+01,8.440831454e+01,6.146188170e+01,7.700422774e+01,2.936656211e+01,3.598320869e+01,7.573796755e+01,3.065358155e+01,4.292101274e+01,9.403221500e+01,8.392793208e+01,1.150383807e+01,6.185393136e+01,6.526551555e+01,5.225099172e+01,6.242612141e+01,6.855037054e+01,3.501021370e+01
6.589812739e+01,3.575066591e+01,5.780924646e+01,3.639657982e+01,9.547652161e+01,7.431462538e+01,2.072792308e+01,2.184606405e+00,8.942248963e+01,9.313031847e+01,3.678345038e+01,7.180198463e+01,3.694000386e+01,1.140627311e+01,9.565815501e+01,6.651299671e+01,2.948018776e+01,5.485254715e+01,5.983778762e+01,3.546767632e+01,1.954898075e+01,6.566177603e+01,6.228376493e+01,1.023759640e+01,4.233734659e+01,4.340017283e+01,5.098861108e+01,5.046584848e+01,6.879663566e+01,5.793656947e+00,6.415798928e+01,8.955706183e+01,8.307532342e+01,2.313395085e+01,4.171421729e+01,7.287154099e+01,3.766338610e+00,3.945196708e+01,6.082208719e+01,7.622050014e+01,3.789308952e+01,4.688647282e-01,7.053482129e+01,3.558799078e+01,1.874613612e+01,1.874743832e+01,9.835581370e+01,5.760908527e+01,5.559633054e+01,6.569791545e+01,4.771730326e+01,7.322109346e+00,8.191189676e+01,6.953564384e+00,7.873565539e+01,1.556465485e+01,3.866251162e+01,7.652916811e+01,7.959608768e+01
3.767232777e+01,2.567750116e+01,1.885510464e+01,1.373643404e+01,5.871733938e+00,6.751167295e+01,1.720115172e+01,1.859988923e+01,6.587392244e+01,3.884896479e+01,6.038804358e+01,6.778395408e+01,4.214971699e+01,2.422849744e+01,5.690452195e+01,8.873974442e+01,5.588129960e+01,6.089491100e+01,4.049831328e+01,4.751371148e+01,4.489739265e+01,6.158558004e+01,1.020828563e+01,8.261267521e+01,6.035082218e+01,9.063982542e+01,7.458648736e+01,2.423879873e+01,4.949835212e+01,3.465297094e+01,6.786961816e+01,7.930595360e+01,1.063519917e+00,2.565186069e+01,7.503295447e+01,3.169661072e+01,7.090005101e+01,5.523712459e+01,7.073478044e+01,5.588497500e+01,5.883470328e+01,3.294743756e+01,8.996156713e+01,8.461383274e+01,6.219132927e+01,3.733252143e+01,8.048650693e+01,5.583739197e+01,7.097655904e+01,5.980544194e+01,1.435677818e+01,2.290253163e+01,6.676019522e+01,1.257379026e+00,4.236379065e+00,4.519259630e+01,1.090484784e+01,4.093186730e+01,6.884180516e+01
