v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45
1.874416574e+00,8.273716215e+01,6.070915193e+01,2.204754315e+01,7.800660107e+01,8.253992837e+01,4.109826020e+01,6.374362348e+01,5.645952003e+01,5.529097869e+01,8.628893985e+01,6.540237774e+01,2.637593582e+01,7.144279762e+01,3.006696098e+01,4.618718828e+01,5.987688987e+01,8.267137081e+01,5.372850788e+01,4.923251792e+01,5.424130852e+00,7.236642772e+01,8.399119186e+01,1.555680454e+01,6.324439744e+01,5.895053956e+01,8.420341500e+01,1.534186428e+01,4.518690293e+01,5.127489790e+00,3.369291927e+01,1.602073007e+00,2.587593119e+01,8.044964519e+00,1.494809643e+01,5.618604397e+01,5.143255739e+01,4.586419872e+01,3.439011267e+01,4.222028300e+00,6.271755380e+01,6.599810101e+00,9.013855853e+01,9.672327870e+01,9.844457010e+01
4.124168433e+00,5.993885627e+01,6.638554062e+01,1.526589144e+01,2.822592476e+01,8.870557304e+01,2.845368957e+01,2.250443773e+01,6.463604471e+01,4.198473643e+01,6.663980294e+01,7.793895992e+01,1.455096128e+01,2.348162722e+01,7.680380533e+01,2.920748888e+01,2.424741277e+01,2.539773666e+00,6.416629251e+01,2.517023559e+01,5.965753222e+01,7.538856379e+01,4.178632408e+01,4.434860038e+01,7.952518765e+01,9.032859415e+01,5.392116878e+01,8.902422972e+01,4.084407641e+01,5.432101370e+01,3.849277974e+01,1.430683708e+01,1.497332697e+01,1.775566762e+01,8.248454853e+01,1.466608630e+01,6.783718569e+01,1.983012195e+01,2.945719559e+01,9.115347187e+01,2.770914588e+01,8.449286884e+01,3.744015890e+01,5.763682076e+01,6.223621699e+01
3.049970733e+01,1.197102765e+01,7.126766417e+01,9.568119106e+01,9.680744861e+01,5.727856734e+01,7.308864361e+01,1.070657604e+01,4.246024108e+01,3.606368455e+01,6.225827986e+01,3.560797578e+01,1.830451689e+01,7.251108469e+01,5.439216371e+01,1.198379962e+01,5.959062289e+01,1.663920686e+00,1.538063529e+01,3.112375747e+01,4.329563019e+01,1.615290139e+01,9.617031456e+01,1.818168316e+01,3.871339784e+01,5.439542992e+01,6.014805993e+01,6.596356778e+01,4.871452975e+01,3.381579977e+01,8.829539314e+01,8.843109662e+00,9.615153948e+01,1.926891443e+01,3.613484080e+01,5.074683397e+01,8.666713933e+01,3.388928636e+01,2.492117426e+01,9.002948704e+01,4.489754611e+01,5.982907171e+01,7.509058863e+01,7.692742915e+01,8.151324089e+01
2.964021166e+01,9.392784588e+00,1.137347764e+01,5.692340671e+01,1.886504157e+01,6.084090595e+01,7.687308531e+01,7.897286388e+01,2.354440685e+01,8.075064344e+01,4.058643561e+01,4.153400819e+01,5.581886681e+01,4.237739849e+01,3.215771302e+01,4.422486659e+01,2.867082846e+01,2.423500978e+01,5.609851930e+01,4.240248014e+01,8.437164838e+01,7.525166206e+00,3.390915076e+01,8.662894884e+01,5.975222130e+01,2.312333701e+01,4.453570168e+01,1.445534682e+01,7.989503400e+01,9.766676300e+01,6.729040634e+01,6.474684878e+01,4.915801896e+01,2.740773260e+01,6.385640435e+01,9.503484396e+01,3.773249243e+01,2.188089827e+01,4.057492838e+01,1.998859985e+01,5.831745436e+01,9.150004960e+01,3.971981515e+01,4.191196282e+01,8.006406519e+00
6.777857919e+01,5.126932755e+01,4.772846412e+01,6.017182520e+01,8.125357056e+01,1.451995245e+01,4.237217235e+01,6.314790067e+01,8.489213253e+01,9.977757553e+01,5.494809511e+01,6.297866276e+01,4.874342491e+00,8.752708891e+01,3.290062786e+01,7.141133036e+01,3.635868836e+01,9.174843382e+01,2.257745433e+01,6.960925537e+01,4.618153805e+00,5.996261664e+01,6.869141154e+01,9.653335335e+01,4.633647646e+01,1.799264016e+01,7.011050803e+01,5.939705157e+01,2.098057266e-01,9.002826359e+00,2.352421862e+01,9.583447712e+01,1.086690469e+00,5.385136290e+01,9.593161862e+01,9.455510799e+01,2.325954023e+01,6.148328851e+01,9.666790634e+01,4.106789393e+00,5.429837130e+01,3.811098344e+01,1.695146654e+01,4.745206360e+01,5.674988595e+01
8.299065860e+01,6.384296844e+01,6.601424133e+01,3.410679523e+01,3.086244445e+00,3.521652636e+00,2.747373622e+01,1.933904218e+01,7.407672962e+01,1.437262838e+01,9.182425880e+01,9.946817282e+01,6.645982350e+01,4.724554857e+01,4.414934706e+01,4.919337224e+01,8.976274136e+00,9.794194081e+01,3.458292268e+01,1.007898190e+01,7.066616078e+01,8.069822836e+01,9.927441870e+01,4.611664696e+01,2.925571414e+01,1.314429946e+01,8.159529357e+01,2.895516934e-01,5.513395984e+01,4.924972299e+01,4.362600137e+01,9.975254211e+01,4.454539837e+01,8.572085203e+01,6.120791387e+01,5.317844864e+01,7.892527464e+01,8.704228071e+01,6.891176219e+00,1.640376158e+01,7.171664748e+01,7.616869564e+01,7.548121232e+01,3.937578270e+01,5.756730686e+01
4.744699201e+01,6.505585072e+01,5.665465581e+01,6.962070520e+00,4.495148315e+01,2.683349171e+01,5.651640772e+01,1.500487770e+01,9.628398220e+01,9.247034875e+01,3.516785208e+01,5.825078164e+01,1.098649685e+01,3.581879221e+01,5.218264552e+01,4.414664015e+01,4.045871445e+00,8.007420117e+01,7.837288740e+01,9.401267703e+01,8.617353325e+01,6.643483474e+01,9.481919482e+01,1.279120270e+01,7.812208037e+01,5.044551070e+01,9.365762870e+01,3.348486184e+01,7.942398508e+01,4.306960344e+01,1.748548043e+01,5.305941776e+00,7.993213219e+01,3.733324180e+01,7.333059948e+01,4.553791522e+01,7.660018158e+01,6.041432073e+01,4.960019212e+01,3.444050581e+01,7.976963253e+01,1.867240070e+01,8.654363037e+01,1.876011163e+01,2.180339325e+01
6.037268854e+01,9.093383834e+01,1.117566887e+01,6.061151702e+01,9.059849403e+01,5.600106031e+01,9.393614809e+01,6.449336541e+01,3.990121433e+01,6.664611111e+01,9.002510626e+01,1.373314966e+01,4.536358259e+01,7.094848414e+01,9.478834969e+01,2.313013935e+01,7.026968369e+01,1.301889665e+01,8.011405309e+01,9.777635601e+00,9.519358412e+01,5.492652256e+01,1.460219547e+01,4.296342082e+01,4.078641775e+00,6.155172077e+01,6.891263733e+01,3.129723105e+01,7.778005511e+01,7.823410232e+01,8.098753475e+01,4.983505874e+01,5.042351951e+01,9.393687007e+01,7.181366453e+01,7.445581458e+01,4.667074823e+01,1.425306809e+01,4.718317748e+01,8.212552658e+01,5.904103502e+01,1.192666492e+01,2.787499437e+01,7.331620714e+01,6.872800948e+01
2.990403384e+01,9.141409113e+01,5.516023638e+01,3.970026418e+01,3.727294753e+01,6.236646333e+01,3.827356568e+01,5.626100066e+01,4.984618655e+01,2.573216665e+01,5.981092666e+01,1.929592041e+01,9.935648868e+01,8.887702288e+01,5.234801488e-01,3.428814998e+01,2.932894619e+01,1.542775447e+00,9.975530365e+01,8.190299787e+01,6.976366941e+01,8.956376122e+01,3.357334252e+01,2.255546571e+01,2.467690717e+01,5.681288710e-01,3.246726687e+01,7.195800687e+00,7.199701688e+01,7.585077768e+01,6.387871476e+01,7.400598886e+01,8.334700400e+01,5.004455255e+01,1.452145076e+01,3.381355295e+00,9.118857496e-01,1.414856344e+01,4.244680262e+00,2.286046297e+01,1.064250269e+01,6.027067563e+01,1.445618464e+01,6.670799608e+01,7.912581435e+01
9.811349622e+00,4.031157778e+01,3.029987960e+00,8.366724357e+00,1.946600970e+01,3.988473687e+01,4.138421598e+00,1.803618790e+01,3.317515111e+01,6.677162091e+01,4.681398188e+01,6.923894601e+01,5.773466915e+01,8.921904645e+01,3.460337208e+01,8.030037203e+01,7.466927288e+01,5.115651078e+01,1.052373527e+01,7.706624705e+01,6.531021195e+00,6.987423982e+01,8.681556200e+01,3.034236650e+01,9.712639767e+01,2.068420401e+01,2.688334167e+01,5.115715618e+00,9.997253780e+01,2.824875265e+01,6.705643642e+01,3.231297563e+01,6.360355553e+01,2.431210521e+01,2.339070507e+01,9.656127960e+01,1.037913638e+01,6.900886184e+01,9.487935070e+01,7.157620730e+01,4.510408230e+01,3.142299685e+01,6.043599045e+01,6.077528864e+01,5.330102958e+01
1.482616288e+00,9.254966471e+01,9.190241242e+01,6.977915822e+01,5.647305633e+00,9.367658346e+01,4.916382797e+01,4.081706279e+00,3.735036994e+01,3.627122095e+01,3.925700199e+01,9.212280225e+01,8.610743638e+01,8.828101472e+01,4.249465890e+01,8.610443472e+01,2.212683047e+01,7.075085329e+00,1.141362897e+01,4.370650314e+01,5.384744051e+00,7.130676224e+01,6.797261065e+01,5.934785720e+01,5.026733352e+01,6.798689306e+01,6.786158950e+01,3.955659700e+01,4.818879573e+01,5.609315329e+01,2.439791646e+01,7.852163018e+01,7.950265762e+01,9.395257649e+00,3.346009926e+01,8.205277633e+01,6.081839041e+01,9.457264581e+01,3.175129964e+00,3.193751901e+01,7.291619196e+01,9.428619521e+01,4.938445993e+01,4.565287357e+01,4.423536873e+01
1.147498089e+01,4.638233392e+01,2.269352541e+01,4.894302632e+01,3.714562875e+01,7.000329128e+01,4.645046920e+01,9.005040313e+01,9.324488086e+01,9.731465648e+00,9.366485748e+01,6.270167127e+01,9.876224979e+01,9.567429895e+01,6.344985880e+01,4.193997580e+01,1.374515663e+01,2.848735655e+01,5.496720515e+01,9.129280232e+01,6.403411096e+01,9.064479465e+01,8.109021323e+01,3.492098404e+01,1.989656797e+01,1.780405180e+00,2.676806358e+01,8.650801023e+01,3.656414263e+01,3.801066187e+01,8.475386627e+01,3.596550766e+01,8.255549691e+01,9.682059632e+01,5.433120504e+01,4.661928480e+01,8.825972552e+00,9.105490480e+01,7.993956977e+00,2.841296918e+01,6.876760361e+01,5.802977445e+01,8.934922603e+01,6.860000895e+01,7.100074112e+01
7.373826299e+01,9.866095163e-01,8.033748597e+01,5.331737991e+01,4.050785556e+01,6.176106609e+01,9.967183014e+01,9.238660806e+00,9.475302603e+01,2.408725314e+01,5.975028230e+01,6.502444014e+01,7.055744058e+01,7.030232481e+01,8.916937460e+00,6.272916422e+01,8.601584197e+01,5.508538713e+01,6.794486819e+01,8.941410816e+01,6.828540810e+01,1.532947468e+01,2.192303146e+01,6.254255286e+01,1.813347055e+01,4.008710083e+01,1.866421532e+01,4.240930403e+01,1.112170180e+01,8.385586940e+01,3.949367775e+01,6.683556559e+01,9.111626179e+01,1.200420872e+01,6.757069970e+01,9.560958012e+01,9.783068234e+01,1.890134180e+01,3.014322017e+01,8.373991770e+01,9.348401701e+01,8.893783477e+01,9.895791838e+01,8.667093943e+00,3.310323947e+01
4.001106603e+01,7.036622626e+01,7.630214251e+01,4.137667324e+01,6.549972254e+01,2.268264515e+01,2.321851746e+01,4.454115499e+01,5.205868441e+01,8.246968591e+01,2.344222415e+01,2.112424029e+01,9.278381469e+01,5.562929961e+01,9.759899444e+01,8.396188552e+01,6.383181392e+01,5.002351921e+01,8.555878072e+00,5.962452816e+00,4.153188896e+01,5.454338278e+00,5.626223473e+01,4.176393157e+01,6.058687472e+01,3.100624650e+01,1.660918583e+01,1.570573504e+01,7.260953075e+00,2.404331715e+01,2.851582843e+01,8.206301124e+00,7.288312892e+01,1.190730185e+01,5.029083325e+01,6.786898217e+01,2.971546719e+01,2.570887249e+01,3.251499118e+01,8.655969829e+01,3.755197201e+01,2.807808505e+01,4.128920617e+01,3.678276239e+01,6.759109577e+01
6.138143399e+01,1.584019487e+01,8.370706711e+01,8.925703684e+01,5.960109282e+01,6.749023453e+01,3.812575597e+01,8.052028123e+01,3.655745426e+01,1.816725853e+01,2.526799208e-01,8.885232549e+00,7.395578744e+01,1.820183220e+01,6.497436285e+01,4.942971912e+01,8.341669034e+01,8.760197694e+01,4.248920798e+01,4.645104224e+01,2.202545164e+01,7.985304296e+01,3.476135644e+01,7.229585156e+01,9.861188454e+01,1.116056552e+01,4.548525017e+01,1.775259718e+01,2.423027747e+01,5.893019267e+01,7.382173519e+01,4.279947775e+01,8.670571291e+01,1.733915107e+01,5.376818632e+01,8.076497811e+01,1.967405379e+01,9.079244722e+01,6.163953728e+01,3.841521849e+01,3.324500777e+01,9.698066932e+01,2.592279228e+01,4.347647725e+01,7.355463530e+01
4.870099346e+01,8.708338544e+00,8.382481701e+01,2.050255150e+01,7.038477104e+01,4.220214790e+01,1.397249000e+01,5.097946834e-01,7.889710271e+01,7.019182815e+01,2.487684585e+01,5.395257632e+01,3.676668979e+01,2.836544241e+01,6.323224716e+01,2.218343954e+01,9.334103595e+01,5.094546478e+01,3.769727423e+01,4.617669174e+01,8.551403094e+01,1.120935086e+01,4.835875400e+00,3.446160068e+01,2.316993119e+01,1.984839482e+01,6.283738078e+01,3.892063224e+01,5.882662268e+01,9.911854642e+01,4.969199737e+01,8.507704527e+01,8.776034953e+01,7.121683979e+01,6.296804183e+01,1.966111845e+01,8.371396717e+01,5.860147970e+01,3.960543025e+01,3.126296269e+01,1.549801181e+01,3.920666375e+01,7.706440642e+01,7.509830455e+01,7.023182389e+01
3.138330040e+00,5.136228026e+01,9.859032336e+01,7.145953176e+01,7.443530888e+01,6.564344379e+01,3.411819892e+01,2.220422332e+01,4.402540967e+01,1.931555791e+01,8.783646637e+01,8.356727909e+01,8.847091704e+01,7.829193430e+01,1.764249967e+01,6.114772921e+01,4.656347705e+01,3.396070714e+01,4.027068315e+01,3.528029542e+01,9.814735577e+01,7.267078565e+01,6.630985602e+01,5.608697431e+01,1.355629300e+01,3.754727269e+01,4.803316166e+01,1.022398554e+01,4.072677554e+01,4.879795278e+01,1.389341265e+01,1.526325754e+01,6.188319046e+01,3.195057081e+01,7.865495458e+01,5.352041548e+01,1.297487860e+01,8.926782702e+01,5.804616849e+01,4.430668751e+01,3.502077096e+01,9.028514406e+01,4.899725751e+01,8.052513051e+01,3.430618824e+01
3.480652800e+01,1.887132813e+01,3.353549409e+01,1.018454056e+01,1.529509824e+01,3.564401023e+01,4.726011724e+01,5.819455347e+01,2.900042062e+01,2.123559266e+00,3.973874671e+01,4.294747966e+01,2.746901434e+00,9.689420686e+01,1.213615090e+01,5.285631157e+00,6.437372628e+01,4.534963999e+01,5.823178505e+01,5.111918728e+00,9.202115127e+01,4.247977840e+01,8.588318438e+01,1.349600895e+01,1.372423457e+01,1.653508189e+01,2.116606192e+01,7.713952808e+01,6.638674924e+01,9.459374124e+01,7.302287745e+01,5.078624147e+01,4.382612162e+01,6.015632152e+01,8.385006283e+01,6.142837062e+01,4.893746005e+01,6.084683324e+01,9.707348895e+01,8.429647938e+01,2.436619002e+01,6.876513399e+01,8.374154447e+01,5.566504999e+01,1.655388624e+01
8.113217612e+00,6.979465095e+01,9.393311558e+01,8.277140281e+01,1.352154690e+01,6.150109284e+01,7.915464236e+01,5.306353462e+01,2.406351540e+01,3.946470191e+01,9.396690657e+01,4.236648903e+01,3.632037978e+01,5.465292081e+01,3.516702441e+01,9.543040278e+01,7.814621599e+01,1.035281572e+01,6.203282240e+01,7.439923318e+01,9.023226787e+01,1.324563621e+01,7.678943342e+01,8.787272481e+01,8.077341783e+01,4.583385826e+01,1.099863990e+01,4.931485843e+01,1.922392150e+00,6.159808705e+01,9.400354265e+01,7.228600723e+01,6.661866907e+01,2.139473717e+01,9.916256625e+01,1.447260790e+01,6.795341155e+00,5.556580540e+01,8.832437631e+01,9.129027853e+01,6.681353089e+01,7.215996250e+01,1.999273138e+01,2.459483752e+01,9.496808200e+01
1.963013336e+01,3.202178683e+01,8.881548621e+01,2.562226249e+01,7.761065064e+00,6.197104772e+01,2.420956609e+01,1.155411255e+01,5.326469773e+01,9.939961640e+01,5.687827376e+01,6.587386841e+01,9.415839341e+01,7.754172960e+01,8.003961870e+01,4.828851110e+01,5.010385839e+01,1.154362372e+01,6.813291082e+01,6.370178405e+01,3.296349153e+01,4.620006086e+01,7.264404163e+01,8.627254307e+01,5.306496866e+01,1.299883657e+01,8.993933794e+01,9.818054309e+00,2.294793715e+01,3.120194445e+01,6.160801722e+00,7.040245016e+01,2.678894702e+01,7.505713743e+01,2.954665339e+01,9.774549005e+01,6.440561698e+01,7.005187160e+01,2.692187174e+01,2.606959922e+01,9.469048095e+01,8.874740447e+01,6.101872894e+01,8.215898628e+01,4.345386626e+01
1.041865886e+01,4.820314676e+00,3.309501924e+01,3.853365508e+01,8.179274495e+01,5.643156878e+01,6.126303868e+01,2.288636168e+01,1.934394889e+01,6.736773053e+01,3.406349623e+01,5.845452815e+01,7.337794810e+00,2.235726756e+00,6.896511352e+01,2.363079330e+01,7.322585675e+01,8.209438822e+01,1.710491025e+01,9.959754450e+01,5.583475157e+01,5.680243213e+01,6.009441497e+01,7.616416107e+01,2.648110611e+01,4.976129518e+01,3.777735633e+01,1.381825057e+01,8.034779332e+01,4.459535010e+01,9.486390287e+01,2.990666807e+01,3.671849388e+01,1.896484163e+01,2.901738542e+01,7.964650529e+01,2.743175609e+01,3.956419479e+01,4.442229359e+01,7.502077778e+01,7.992614806e+01,1.755103653e+01,7.396806845e+01,1.910163532e+01,7.638044162e+01
6.987166794e+01,7.723499337e+01,4.723190504e+01,1.099642600e+01,9.003398051e+01,7.636760551e+01,1.133339944e+01,7.769448424e+01,1.971776970e+01,9.102897560e+01,3.723677743e+01,7.356825527e+01,9.662372693e+00,5.828414405e+00,5.109834038e+01,9.326172631e+01,9.731734891e+01,1.987190941e+01,2.239213012e+01,7.144362771e+01,7.875712515e+01,2.159090178e+01,8.208197350e+01,9.877269630e+01,9.575092949e+01,5.372114906e+01,9.200251239e+01,4.529654727e+01,1.026848995e+01,2.564729927e+01,6.653560924e+01,2.420751035e+01,2.340240074e+01,9.035685244e+01,4.490910654e+01,3.951794369e+01,5.042486124e+01,1.189406246e+01,2.755098821e+01,9.936197955e+00,8.669911185e+00,4.415995325e+00,1.563151448e+01,3.209080433e+01,7.793235833e+00
4.560532371e+01,3.447453047e+01,2.488241986e+01,7.373776006e+01,6.911692286e+01,6.358224867e+01,9.791329775e+01,5.608524356e+01,2.866864347e+00,5.362424182e+01,8.589811515e+01,9.337252898e+01,3.049158448e+01,5.440806388e+01,4.064203097e+01,5.609571947e+01,2.967856658e+01,4.274330101e+01,2.724311205e+01,2.547281721e+00,4.261277695e+01,1.917166964e+01,9.553327178e+01,4.932966906e+01,4.223658064e+00,3.412465700e+01,7.137642788e+01,8.325781327e+00,3.538355969e+01,5.443551078e+01,6.586556634e+01,1.427527349e+01,8.659920552e+01,2.422108693e+01,3.535233970e+01,7.795176930e+01,5.876038508e+01,2.868594255e+01,1.830133675e+01,3.249816988e+01,4.438686682e+01,4.254328949e+01,9.421434450e+01,3.643825843e+01,2.003061921e+01
3.235420086e+01,2.046108466e+01,5.838162630e+01,5.470273546e+01,3.470098891e+01,3.997398643e+01,8.973520307e+01,5.380540885e+01,7.801900459e+01,2.147079491e+01,3.167058715e+00,6.859855014e+01,4.708625017e+01,3.802528615e+01,9.070400936e+01,6.265484288e+01,8.788716568e+01,9.611396672e+01,5.176743882e+01,1.488403063e+01,5.660003299e+01,7.972621379e+01,6.833933643e+01,1.565466172e+01,5.809269771e+01,4.350436723e+01,8.668716490e+01,7.172676945e+01,9.664159214e+00,4.007530198e+01,1.209865925e+01,5.022759361e+01,8.835207148e+01,7.723680529e+01,9.204324769e+01,5.736745024e+01,4.316976843e+01,2.411941657e+01,2.847659441e+00,6.662675945e+01,3.266850789e+01,7.504524510e+01,8.621870713e+01,2.863014540e+01,7.289833825e+01
8.559960459e+00,8.260703601e+01,5.319115385e+01,5.736137078e+01,8.635672551e+01,8.796059105e+01,7.406053048e+01,6.857404250e+01,9.814826973e+01,4.624859614e+01,3.483094585e+00,4.631328256e+01,8.747862937e+01,5.115008981e+01,3.691339245e+01,2.940850228e+01,7.566837549e+01,8.542070215e+01,7.820061010e+01,6.534686264e+01,2.256097099e+00,4.018203467e+01,8.853805818e+01,4.387636174e+01,2.085461529e+01,3.683055631e+01,1.814264847e+00,7.104217156e+01,3.543877409e+01,9.393101825e+01,6.934341756e+01,1.139067536e+01,9.096394257e+01,6.453276659e+01,9.572632928e+01,4.191995118e+01,1.666695095e+01,6.462994592e+01,1.499212323e+00,4.179802477e+01,2.952197837e+00,6.315935889e+01,3.862612894e+01,1.073002941e+01,8.808745774e+01
2.975119038e-01,1.150527271e+01,4.079933280e+01,2.968489781e+01,8.076058720e+01,2.865045763e+01,5.335415859e+01,4.558708819e+01,1.389627847e+00,6.347907886e+01,1.246385598e-01,7.936847432e+01,6.127467373e+01,6.561033960e+01,1.779056008e+00,7.028986401e+01,4.330160445e+01,6.808399442e+01,4.059449483e+01,4.656386775e+01,3.406251233e+01,3.304151506e+01,2.097913270e+01,8.523487160e+01,2.134466248e+01,5.266521141e+01,1.651412957e+01,3.101570758e+00,6.714070059e+01,5.817935725e+00,7.492919594e+01,2.841369235e+01,7.426323492e+01,3.596872785e+01,6.895195333e+01,4.029854307e+01,7.914922341e+01,2.995298992e+01,8.230965245e+01,5.813362848e+00,3.276473232e+01,3.316579307e+01,1.828442434e+01,3.492662101e+01,5.832143417e+01
8.422873515e+01,1.296326184e+01,7.289066862e+01,5.002736535e+01,1.751770149e+01,8.640044213e-01,8.759664989e+01,4.749470998e+01,1.107365662e+01,4.127709423e-01,7.750555173e+01,3.111187255e+01,3.552248131e+01,4.085378477e+01,6.042275954e+00,1.629013891e+01,5.597397466e+00,3.869638748e+01,7.795286873e+01,9.841889592e+01,2.970697038e+01,2.022095773e+01,6.575336485e+01,7.916284318e+01,2.557206414e+01,5.902196011e+01,5.448618993e+01,3.742826927e+01,6.891048257e+01,9.586644567e+01,2.389931663e+01,6.736154562e+01,6.574961766e+01,4.811831812e+01,2.302295895e+01,9.609137266e+01,2.532010717e+01,1.920673746e+01,5.335494076e+01,2.904658459e+01,4.475913220e+01,1.699457084e+01,2.854752739e+01,9.948934948e+01,8.064643046e+01
8.584252005e+01,5.107292256e+01,2.840265216e+01,9.344510356e+01,3.160727599e+00,8.385068017e+01,6.510380104e+01,9.731002300e+01,4.952236780e+01,4.293663517e+01,4.886073166e+00,3.986998977e+01,5.337738121e+01,1.863897149e+01,9.285021514e+01,3.064835626e+00,7.354454675e+01,8.491351174e+01,6.705877266e+01,4.151359376e+01,7.391875412e+01,2.961362898e+01,1.492039302e+01,9.926361703e+01,4.226366968e+01,8.986447319e+01,1.304449540e+01,8.249916519e+01,1.738634767e+01,3.669219674e+01,9.136604614e+01,9.815135367e+01,6.128408401e+01,3.125524453e+01,8.618202637e+00,1.774107583e+01,3.448254631e+01,1.519686389e+01,7.183795566e+01,9.182699489e+01,1.676079052e+01,3.861128039e+01,3.270472740e+01,1.556333424e+01,6.007557683e+01
7.983556425e+01,3.293936339e+01,6.507161288e+01,6.465968296e+01,7.142487790e+01,9.065927498e+01,7.172166345e+01,8.598260655e+01,6.720203943e+01,2.903306643e+01,2.371366863e+01,9.700296433e+01,8.947080024e+01,8.307236603e+01,6.182942493e+00,3.348731516e+01,1.589017284e+01,8.010434433e+01,2.795105185e+01,5.054680079e+00,8.504745039e+00,6.810535782e+01,1.003625989e+01,7.433212143e+01,5.832875809e+01,7.899214105e+01,9.763747287e+01,5.002009984e+01,1.753060686e+01,9.793851820e+01,9.726274626e+01,4.702324555e+00,1.014200262e+01,8.214180726e+01,5.389576013e+01,1.917043773e+01,1.809333059e+01,1.437099563e+01,8.004521715e+01,7.872974102e-01,4.910687957e+01,9.371835396e+01,1.121047366e+01,3.095985863e+01,8.209011037e+00
6.728452952e+01,7.911120082e+01,6.752514542e+01,7.600769832e+01,3.212610620e+01,5.741002942e+01,4.713270196e+01,5.333519756e+01,5.518317264e+01,1.778884051e+01,5.138543963e+01,3.442404666e+01,1.427898707e+01,3.644773512e+01,3.995038427e+01,8.279057686e-01,3.432612908e+01,4.553532536e+01,9.825657803e+01,5.075594645e+01,1.759918918e+00,9.859564976e+00,7.755163334e+01,5.817747526e+01,1.333209660e+00,5.594381570e+00,3.283655917e+01,8.896781475e+00,2.343524727e+01,2.616015433e+01,3.454758363e+01,9.555146012e+01,2.768010983e+01,9.952278527e+01,5.879578426e+01,1.557864882e+01,4.543209884e+01,7.494663423e+01,6.779876930e+01,5.384300043e+01,3.232457741e+01,1.524751495e+01,6.738029253e+01,9.787985282e+01,7.254474949e+01
7.214219079e+01,8.120543013e+01,3.545168159e+01,9.734042325e+01,4.132649386e+01,9.007337352e+01,9.448835226e+01,5.674153217e+01,8.757164441e+01,5.089337024e+01,5.867420128e+00,8.733339846e+01,5.025719704e+01,4.792928877e+01,7.710617970e+01,8.815449893e+01,5.806987792e-01,9.898771193e+01,9.327753009e+00,3.104030979e+01,7.435367257e+01,7.716396108e+01,2.703628076e+01,5.343138485e+01,3.273941725e+01,4.028356321e+01,8.806077414e+00,2.997689405e+01,1.156043207e+01,6.473558560e+01,9.834322008e+01,6.256776122e+01,5.835603862e+01,7.033820099e+00,7.208959546e+01,1.011642199e+01,2.750320448e+00,8.179844643e+01,1.584090241e+01,7.098328619e+01,1.312799641e+01,1.348486843e+01,3.904723670e+01,8.247174824e+01,7.753053751e+01
2.411732780e+01,4.727771713e-02,6.090631822e+01,1.794089757e+01,2.726278870e+01,6.764288985e+01,7.114013767e+01,3.025713693e+01,6.205399486e+01,2.926233542e+01,8.427093943e+01,7.856369330e+01,2.160357701e+01,4.057996750e+01,4.892106985e+01,6.972840303e+01,4.109213832e+01,2.384728180e+01,5.453717015e+01,8.735842180e+01,1.943057740e+01,9.539974738e+01,5.172654145e+01,2.576151841e+01,5.688103100e+01,1.427256002e+00,9.385957326e+01,6.766175083e+01,8.557875614e+01,1.748548227e+01,9.812980455e+01,1.587046887e+00,1.054034622e+01,2.188947596e+00,1.355769614e+01,6.760641486e+01,5.089962562e+01,8.738503460e+01,6.783459112e+01,2.533131846e+01,7.940492019e+01,2.639510312e+01,2.030654617e+01,8.674068650e+01,1.324738972e+01
5.249196620e+01,6.106662089e+01,3.451696339e+01,7.453235955e-01,3.522111436e+01,9.656834286e+01,1.441603262e+01,2.812364188e+01,8.062118611e+01,1.032934644e+01,8.859549127e+00,8.218784920e+01,9.951891503e+01,8.373711121e+01,7.592872446e+01,8.820177664e+01,7.176114807e+01,9.984644270e+01,8.979116548e+01,7.565972873e+01,7.389152786e+01,9.628177411e+01,8.063687285e+01,1.493994388e+01,9.048375679e+01,7.807445941e+01,4.016211737e+01,3.620619820e+01,8.604159189e+01,6.295638610e+01,6.410180946e+00,9.579138188e+01,2.788938942e+01,6.366910155e+01,7.104410051e+01,4.893638394e+01,7.317293433e+01,4.721391584e+01,7.533625305e+01,5.987298011e+01,3.533803571e+00,4.018392766e+01,1.034000462e+01,9.945829656e+00,3.528587476e+01
3.609311108e+01,1.682465228e-01,9.438189301e+01,4.215687162e+01,8.534398456e+01,6.224909333e+01,2.036862738e+01,9.448875161e+01,5.747729247e+01,4.945394822e+01,2.764563867e+01,7.587146483e+01,1.027550221e+01,2.194351131e+01,6.350133376e+01,5.211432605e+01,3.661409716e+01,2.737897855e+01,5.485358547e+01,2.160173967e+01,7.348631081e+01,9.175377014e+01,7.378447251e+01,2.776938533e+01,9.147340383e+01,8.389456888e+01,8.709725469e+01,6.581526952e+01,1.326688875e+01,8.469914118e+01,4.644831240e+00,5.839697104e+01,8.129535581e+01,5.860170576e+01,7.951523015e+01,7.534776228e+00,6.957708934e+01,1.319068059e+01,4.490276137e+01,7.725628094e+01,6.690641206e+01,7.114276128e+01,9.306734282e+01,6.218357142e+01,2.801166056e+01
