v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96
1.937877637e+01,7.362366084e+01,4.813855368e+01,5.778423228e+01,4.062827495e+01,6.180243293e+01,1.585379794e+01,5.838285183e+01,8.466192201e+01,6.717353065e+01,3.775707548e+01,2.827583138e+01,8.209699103e+01,6.631211819e+01,4.050889235e+01,5.978086906e+01,2.568056428e+01,1.367165649e+01,9.067535757e+01,5.581492888e+01,5.972171404e+01,2.835927868e+01,1.380290349e+01,7.996156571e+01,3.239901321e+01,5.526584810e+01,4.205695454e+01,5.511947212e+01,9.646653627e+01,2.548627463e+01,1.125206912e+01,9.865388432e+01,8.499562312e+01,3.918924814e+00,3.491214349e+01,4.882950095e+01,7.452321308e+01,4.632533584e+00,3.396881434e+01,9.775009867e+01,5.265041273e+01,7.266691569e+00,5.389957004e+01,7.818687943e+01,5.194094572e+01,6.119717768e+01,9.182922524e+01,1.424904533e+01,2.648723113e+01,1.196943409e+01,9.616402040e+00,8.361903997e+01,7.606779764e+01,6.033732297e+01,3.217172391e+01,3.257565468e+01,3.607532758e+01,9.627648753e+01,6.562376485e+01,3.524140787e+01,6.832664326e+01,4.360231151e+00,1.449806458e+01,5.752520515e+01,8.989606220e+01,4.984894186e+01,4.525831392e+01,2.971628472e+01,4.605043933e+01,7.252446500e+01,8.488858297e+00,7.536814980e+01,6.432884523e+01,8.737270171e+01,9.716395508e+01,8.206582138e+01,8.704331673e+01,3.346000172e+01,5.498045678e+01,3.604925524e+01,5.195296052e+01,6.078440418e+01,8.273647834e+01,3.287656375e+01,5.429879489e+00,8.499813137e+01,8.732228450e+01,4.388096372e+01,4.517554947e+00,6.483821067e+01,4.665139272e+01,8.225079421e+01,6.661175969e+01,6.742795755e+01,9.992042602e+01,5.791302256e+01
4.498156463e+01,9.174616962e+01,2.091953856e+01,1.810732566e+01,7.193871920e+01,2.282151182e+01,4.681598173e+01,3.032902204e+01,9.783271919e+01,3.960227149e+01,6.879644656e+01,7.995042309e+01,7.851403373e+01,6.878089303e+01,1.099904847e+01,5.944929094e+01,3.094939174e+01,6.280785832e+01,2.919662668e+01,9.190281782e+00,4.632995939e+01,3.889552055e+01,1.586290343e+01,5.929634149e+01,9.966603570e+00,4.680759458e+01,3.752419251e+01,5.899233517e+01,7.176339179e+01,9.160500006e+01,7.581449974e+01,3.863900183e+01,9.152744227e+01,9.809767743e+01,1.407174394e+01,2.505484101e+01,6.657925094e+01,8.166824108e+00,1.164930027e+01,3.725605445e+00,7.635446956e+01,9.425984680e+00,1.258036768e+01,9.022862772e+01,7.737619279e+01,2.200980454e+01,8.701204470e+01,4.311959613e+01,7.074012700e+01,2.783980423e+01,7.273964027e+01,4.068639131e+01,1.231484967e+01,3.893844915e+01,1.811901172e+01,4.046216773e+01,8.316665229e+01,1.905231535e+01,4.608985430e+01,7.074931002e+01,8.528271497e+01,1.480916461e+01,2.004567475e+01,8.999129319e+01,1.060820424e-01,5.290313155e+01,1.233228119e+01,6.240039119e+00,7.860814216e+01,7.399215040e+01,5.816284875e+01,4.008401446e+01,9.523747190e+01,6.001663748e+01,3.976706752e+01,6.191105978e+00,6.772639962e+01,7.038700197e+01,4.956900899e+01,4.280229152e+00,4.816616638e+01,8.273969125e+01,7.896339637e+01,8.357701763e+00,2.183087758e+01,2.290945475e+01,2.811914201e+01,1.669128621e+01,1.938684260e+01,6.535914501e+01,1.332872637e+01,1.396230903e+01,5.618829479e+00,9.927913230e+01,9.807664098e+01,5.363604531e+01
2.172548534e+01,7.130745911e+01,9.618149812e+01,2.368735362e+01,7.271050067e+01,5.198155547e+01,1.623121692e+01,5.147205513e+01,7.596482144e+01,3.150597268e+01,9.410818261e+01,3.065844271e+01,6.606912143e+01,2.475715075e+01,8.669590045e+01,5.863796518e+01,8.728714697e+01,4.114521677e+01,3.599713227e+01,6.912657517e+01,4.411949163e+01,8.327264244e+01,1.705597372e+01,4.265677206e+01,9.939215999e+01,3.661810659e+01,3.811015014e+01,3.957790531e+01,3.496346363e+01,6.017127464e+01,9.489161181e+01,9.039583108e+00,6.901523668e+01,7.570094022e+00,4.362953311e+01,8.470431533e+00,1.944258888e+01,2.466005040e+01,1.073555507e+01,5.991963054e+01,9.763833731e+01,5.462169523e+01,4.728184523e+01,6.535526142e+01,4.050944338e+01,4.437424844e+01,1.242068190e+01,8.453833006e+01,5.471229832e+01,9.888688571e+01,5.365540826e+01,9.320529947e+01,1.284214418e+01,8.132957872e+01,2.709869285e+01,6.456156375e+01,2.783859517e+01,2.200742723e+01,3.502621784e+01,8.021507910e+01,1.507477308e+01,6.890739027e+01,2.189624150e+01,5.846500782e+01,6.349812304e+01,4.543043004e+01,2.336346593e+01,7.465279163e+01,2.283648592e+01,9.582196268e+01,5.845104626e+01,2.354859700e+01,8.662532266e+01,2.245736048e+01,3.816097851e+01,1.201701316e+01,4.153299276e+00,7.245294283e+01,5.189275788e+00,3.152189936e+01,6.258607831e+01,1.259832087e+01,8.883046219e+00,4.618294993e+01,8.183898661e+01,2.006250719e+01,4.643508549e+01,2.934890428e+01,1.338903018e+01,8.893460966e+01,1.947819263e+01,4.461918531e+01,2.646246492e+01,3.854403450e+01,9.087881440e+01,4.057113792e+01
8.157093461e+01,3.967257226e+01,6.567207248e+01,9.816469207e+01,3.121092858e+01,1.401179219e+01,6.786813771e+01,5.309885368e+01,3.119745149e+01,6.592283673e+01,7.177521681e+01,5.676208894e-01,1.518878574e+01,9.707798071e+01,6.704641764e+01,2.815539580e+01,2.291069465e+01,2.317854580e+01,1.755209720e+00,3.693790546e+01,5.356048766e+01,1.475722533e+00,7.675223156e+01,2.167885777e+01,1.185836134e+01,8.755308045e+00,3.276454309e+01,8.464160604e+00,7.475017297e+01,7.593017036e+00,6.045004264e+01,4.722172336e+01,6.939510511e+01,6.535141179e+01,6.927258552e+00,5.384152232e+00,1.429075120e+01,3.276572431e+01,1.392833820e+01,4.525706862e+01,8.914485137e+01,8.327307390e+01,6.377267727e+01,9.781568418e+01,7.169340300e+01,1.001405532e+01,9.473395527e+01,3.346317537e+01,2.805779976e+01,7.118169881e+00,8.615207482e+01,6.346012210e+01,7.452293592e+01,3.145307097e+01,4.870895802e+01,9.281338028e+01,7.372848614e+00,8.504271180e+01,3.492564783e+00,3.315562652e+01,2.429330539e+01,5.670419567e+01,9.010920259e+01,7.581015621e+01,4.199139760e+01,3.488454568e+01,2.283267870e+01,7.657850015e+01,6.014926647e+01,6.160914920e+00,4.639843255e+01,2.674591715e+01,6.526315427e+01,5.044557715e+01,5.782011462e+01,6.575859123e+01,4.446421740e+01,5.065039021e+01,8.646122754e+01,1.033498640e+01,2.746619598e-02,7.969345874e+00,4.594137141e+01,2.509890920e+00,2.829724951e+01,2.531319533e+01,4.853839177e+01,7.530191619e+01,8.077718432e+00,9.731315413e+01,5.123743863e+01,6.615449320e+01,3.167757557e+01,6.663431861e+01,3.668407104e+01,8.097614994e+01
3.745606959e+01,9.840565527e+01,2.910471564e+01,7.775150490e+01,1.970179896e+01,5.975734417e+01,7.894756316e+01,7.592980800e+01,5.407526581e+01,6.724866543e+01,3.743990981e+01,9.622626258e+01,2.316795807e+01,1.486828603e+00,2.889279302e+01,2.956163342e+01,7.855997106e+01,8.115932197e+01,6.648200941e+01,4.771736321e+00,5.677475230e+01,9.960849345e+01,6.245771563e+01,8.885387646e+01,6.729508871e+01,7.256557845e+01,4.760904705e+01,9.441884950e+01,4.915725241e+01,6.453418814e+01,2.370754714e+01,8.745568950e+01,7.251084751e+00,6.226635920e+01,1.718248955e+00,8.254473944e+01,8.497508900e+01,2.182742198e+01,5.723342685e+01,9.755924182e-01,8.336083529e+00,8.731301849e+01,8.850631126e+01,2.793245561e+01,3.395135906e+01,3.735246222e+01,7.787019673e+01,3.921915578e+00,2.250864478e+01,5.666084063e+01,3.205948046e+01,6.251754151e+01,6.596418955e+01,1.929419368e+01,1.534905114e+01,1.168379344e+00,1.260238166e+01,1.980124898e+01,3.074292137e+01,2.458361181e+01,1.247897483e+01,5.657621379e+01,7.217367104e+01,2.326667455e+01,5.905769980e+01,1.928886709e+01,5.001760562e+01,2.460595271e+01,2.547139117e+01,5.469435412e+01,5.605595580e+01,2.065306230e+01,7.578543248e+01,3.823715363e+01,7.042162380e+01,9.609019263e+01,5.298685406e+01,7.283706720e+01,7.749710325e+01,7.909463062e+01,1.457746456e+01,3.229779788e+01,1.336797230e+00,7.928353123e+01,3.158758197e+01,4.744961790e+01,8.677201858e+00,8.074057214e+01,6.247415059e+00,7.185858946e+01,1.830489298e+01,7.038787723e+01,3.368116942e+00,2.655052444e+01,8.142209271e+01,7.295754461e+01
5.855053245e+00,6.727368201e+01,4.883230383e+01,4.790443218e+01,8.104357778e+01,3.541100354e+01,9.380686594e+01,4.509704678e+01,1.312776192e+01,6.471307126e+01,8.184565719e+01,2.953254306e+01,4.464293810e+01,1.870467930e+01,3.419277692e+01,9.346455175e+01,8.857265766e+01,1.585650298e+01,2.248519169e+01,5.864960729e+01,1.603235856e+01,5.665894049e+01,4.991470202e+01,9.533853626e+01,3.447898451e+01,1.340394027e+01,2.913760466e+01,2.688130359e+01,7.212510928e+01,9.415562384e+01,3.753566467e+00,4.969778136e+01,4.975572327e+01,6.105711762e+01,7.934967820e+01,1.269202054e+01,7.559612158e+01,2.564800099e+01,4.933670862e+01,5.472342565e+01,8.302293410e+01,2.223834645e+01,8.312129382e+01,2.001090596e+01,8.629624942e+01,3.360509995e+00,3.016320347e+01,5.791785990e+01,4.001838270e+00,4.992727675e+01,9.066509207e+01,8.813265472e+01,3.439314927e+01,7.971310998e+01,1.839991599e+01,8.966907118e+01,6.177637335e+01,2.556860976e+01,4.250754716e+00,1.986618828e+01,1.130549717e+01,6.945601733e+01,4.080249687e-01,1.402722900e+01,4.780649150e+01,9.875730258e+01,1.203957293e+01,1.766649724e+01,2.982541861e+01,5.277904430e+01,7.491968729e+01,2.951456502e+01,4.746465600e+01,2.963688531e+01,2.360213550e+01,7.998577424e+01,5.968901259e+01,7.793927327e+01,1.443889703e+01,4.849943804e+01,2.762561330e+01,2.787249263e+01,2.833380785e+01,9.450286729e+01,8.293820455e+01,3.523013315e+01,8.460160808e+00,8.179221931e+01,4.860724496e+01,4.928292129e+01,6.443973989e+01,2.771664469e+01,6.577399731e+01,4.238735887e+00,2.006569497e+01,8.635306123e+01
8.903084646e+01,9.823341341e+01,9.449677854e+01,7.363693124e+01,8.319700767e+01,9.445986279e+01,5.780868560e+01,8.790833418e+01,9.043658450e+01,7.233380856e+01,7.512852674e+01,1.330736736e+00,4.873046195e+00,6.748327688e+01,5.338544760e+00,7.871952147e+00,5.508471110e+01,1.599824094e+01,1.901262486e+01,8.470967173e+01,6.683658361e+01,1.256220457e+01,7.901202232e+01,3.705637328e-01,6.142840775e+01,7.793485957e+01,6.209824421e+01,1.980808322e+01,3.428331245e+01,5.474293189e+01,9.213530138e+01,8.579760844e+01,2.476518675e+01,6.082972626e+01,9.064415783e+01,4.491231724e+01,5.798257885e+01,5.130883555e+00,3.258781446e+01,1.341401297e+01,5.607140015e+01,2.233077269e+00,4.493301995e+01,4.111499012e+01,7.094096378e+01,9.889486549e+01,5.568908947e+01,3.571730208e+01,9.004517517e+01,7.069973692e+00,6.438452919e+01,3.077837240e+01,3.916187881e+01,3.482145366e+01,9.788920801e+01,5.922628341e+01,5.086000984e+01,8.285030570e+01,7.806370556e+01,8.120179913e+01,3.265959344e+01,9.820058466e+00,9.944240209e-01,8.503150061e+00,1.669347582e+01,3.968992226e+01,2.824056530e+01,5.195730588e+01,1.348811995e+01,2.573699008e+01,1.863780320e+01,2.327125570e+01,5.363351485e+01,6.738016291e+01,8.403486576e+00,4.131622702e+01,8.993041211e+01,4.493802948e+01,3.697470604e+01,8.502037772e+01,4.446423263e+01,3.851358348e+01,1.045787866e+01,4.085072212e+01,1.890068300e+01,2.134940774e+00,9.137026655e+01,7.788521512e+01,5.869897453e+01,1.052291311e+01,3.177034453e+01,9.419075286e+01,6.717020129e+00,5.090083541e+01,1.243979851e+01,7.013241231e-01
4.665616320e+01,3.373323595e+01,7.965088123e+01,2.493453736e+01,9.280295864e+01,1.740800614e+01,9.078411647e+01,2.284198479e+01,5.825783659e+01,6.489225053e+01,9.310494084e+01,5.691383652e+01,9.865853187e+01,3.745828078e+01,7.409764458e+00,7.339280913e+01,8.227462362e+01,6.575841013e+01,6.779490843e+01,3.873622072e+01,2.022760231e+01,2.854930884e+01,2.145152181e+01,3.043939232e+01,8.750281307e+01,1.063868974e+01,2.375734311e+01,3.028855310e+01,8.580286162e+01,5.211108144e+01,1.449952155e+01,2.700703414e+01,6.179866339e+01,3.952411052e-01,4.652029904e+01,2.248651751e+01,1.061710663e+01,4.131016843e+01,4.510371839e+01,9.725955864e+01,7.884912200e+01,6.561280449e+01,3.285455708e+01,4.071542555e+01,6.223541185e+01,2.543764000e+01,9.650641218e+01,4.514398866e+01,2.978509806e+01,7.298743648e+01,2.392351120e+01,3.403853612e+01,5.787508459e+01,4.182421199e+01,6.442947333e+01,6.549438809e+01,4.494206940e+01,9.726695179e+01,8.314820026e+01,3.686448160e+01,6.989457528e+00,9.245567048e+01,3.918550994e+01,9.966886615e+01,4.839769291e+01,4.954044204e+01,7.149565054e+01,5.614139891e+01,5.147762815e+01,7.489654085e+01,4.799931187e+01,5.044610792e+01,7.362259590e+01,8.210250380e+01,4.781913047e+01,5.068348014e+01,1.609331644e+01,3.425814707e+01,2.986696282e+01,2.414436926e+01,8.592587424e+01,2.710440886e+01,7.753348558e+00,6.455028961e+00,9.334823673e+01,4.860433768e+01,9.323620085e+01,9.204931326e+01,3.653529489e+01,2.448717410e+01,7.522630579e+01,4.207864557e+01,7.981155697e+01,2.239962374e+01,7.742746501e+00,8.012460924e+01
7.787894285e+01,5.696975306e+01,1.064264786e+01,1.718662592e+01,6.513681597e+01,7.921310471e+01,3.992616870e+01,3.930423970e+01,8.295408001e+01,5.897869570e+01,9.684292998e+01,5.343503325e+00,5.954499661e+01,9.465309277e+01,2.562005524e+01,8.865571809e+01,5.352245522e+01,9.664559255e+01,3.752191912e+01,6.223354524e+01,4.852612792e+01,7.687568600e+01,2.866209169e+01,6.026369505e+01,2.018975869e+00,2.779910282e+00,5.881782679e+00,6.721574122e+01,9.484130546e+01,4.056659884e+01,6.999510368e+01,1.127493823e+01,7.049527905e+01,6.276850146e+01,5.547202819e+01,2.309796374e+01,7.996728342e+01,4.972487882e+01,6.890171524e+01,3.652035754e+01,6.776213888e+01,4.329470478e+01,6.965938740e+00,8.853257463e+00,1.579697557e+01,1.218407966e+01,7.020105060e+01,2.400867711e+01,5.133350314e+01,8.899061820e+00,3.030030289e+01,2.676346551e+01,3.255681580e+01,7.154254870e+01,8.115823013e-01,3.694824488e+01,2.004841659e+01,2.843671452e+01,9.509463412e+01,2.127011730e+01,5.712348735e+01,5.815293792e+01,8.672069853e+01,9.753700457e+01,1.168217257e+01,5.539109606e+01,7.831829106e+01,6.402131731e+01,2.446416461e+01,1.792377601e+01,8.162957975e+00,4.264612745e+01,4.666694327e+01,2.580249333e+01,1.570448852e+01,8.560396132e+01,5.530176974e+01,3.492397357e+01,7.097098587e+01,9.032295622e+01,4.037205033e+01,8.957825697e+01,9.816024094e+01,5.064627251e+01,3.261155667e+01,3.125382422e+01,8.498461903e+01,6.398291202e+00,5.542098217e+01,3.173177273e+01,7.228751407e+01,3.564233017e+00,7.608329676e+01,8.997857028e+01,5.804327017e+01,1.660724821e+01
7.140865150e+01,2.138206620e+00,5.919776880e+01,6.602985043e+01,6.174464994e+01,5.273246019e+01,7.953646057e+00,8.017874307e+01,9.132211200e+01,1.356246642e+01,6.729799222e+01,9.218967205e+01,3.929408557e+01,6.901311867e+01,5.960997445e+01,1.363763276e+00,2.737727906e+01,6.515636295e+01,7.922471387e+01,3.375333216e+01,6.270293473e+01,9.459930527e+01,4.363408012e+01,3.278472528e+01,7.995506355e+01,1.280383787e+01,4.695571501e+01,1.320195665e+01,1.366402450e+01,5.275482965e+01,7.856850288e+01,2.773575200e+01,6.227788413e+00,2.752500050e+00,2.379007280e+01,5.211864015e+01,8.157268331e+01,6.717534826e+01,9.603843056e+01,4.008947620e+01,5.655828218e+01,4.635853587e+01,4.144555610e+01,6.852654466e+01,6.403645568e+01,9.296859263e+01,3.550799884e+01,6.029607938e+01,4.320624023e+01,2.863863766e+01,9.850883995e+01,9.493206167e+01,2.757189496e+01,5.658333936e+01,7.927259359e+01,8.824877697e+01,1.272654943e+00,6.310375254e+01,2.083107566e+01,5.539696271e+01,5.812687050e+01,6.325809540e+01,3.780670176e+01,6.728760070e+00,3.633987274e+01,7.140320439e+01,4.160574910e+01,2.758262513e+00,5.481385607e+01,9.826967076e+00,3.667311334e+01,3.026551248e+01,8.608994638e+01,7.857753141e+01,2.442935933e+01,5.217063392e+01,4.904545961e+01,6.257287429e+01,6.262482303e+01,4.856332015e+01,7.736835260e+01,1.186045272e+01,1.954387471e+01,7.970986323e+01,1.535786416e+01,1.740879693e+01,1.434113640e+01,6.086276001e+01,5.348667125e+01,5.255996897e+01,5.783471452e+01,4.211308131e+01,1.308919195e+00,4.406964171e+01,2.317745689e+01,1.862474227e+01
8.466561200e+01,5.508327028e+01,1.894764047e+01,7.318579857e+01,5.923007961e+01,1.395405421e+01,8.035968834e+01,6.995355051e+01,6.096514347e+01,4.406269200e+01,7.156555524e+01,5.628120670e+01,5.020039251e+01,3.287119243e+01,7.544514065e+01,1.804766434e+01,5.966938871e+01,3.977231124e+01,2.197290787e+01,3.068376444e+01,9.048977913e+01,4.563510227e+01,9.471078629e+01,2.359532734e+01,6.329898783e+00,2.980304335e+00,2.547485647e+01,9.909653412e+01,3.509114732e+01,8.121486833e+01,7.737821508e+01,4.003362036e+01,1.306087190e+01,7.550973961e+01,3.670192883e+01,4.331278013e+00,1.770762557e+01,9.597671250e+01,9.145620245e+01,9.967756708e+01,6.740732931e+01,2.674263836e+01,3.513844048e+01,5.211621820e+01,2.390808010e+01,8.613946669e+01,3.460833786e+01,7.166604296e+01,2.356279820e+01,9.011986596e+01,8.660160362e+01,8.325924789e+00,5.114215066e+01,2.107754734e+01,9.557515398e+01,6.470323909e+01,7.972179396e+01,2.574405057e+01,1.156376764e+01,4.790334603e+01,6.035743856e+01,4.554953199e+01,9.065221868e+01,3.490555757e+01,5.285771826e+01,3.799336803e+01,2.432463436e+01,7.138211777e+01,1.370678583e+01,4.702636129e+00,8.023142668e+01,3.052485827e+01,4.979529484e+01,2.607471852e+01,1.484727567e+01,8.547767940e+01,7.273509408e+00,5.823065800e+01,1.229028411e+01,5.402647036e+01,4.013456798e+01,8.763851251e+01,9.834012498e+01,3.035307816e+01,5.146989386e+01,6.981546144e+01,3.089281963e+01,2.292306182e+01,4.133134002e+01,3.464902079e+01,8.248321052e+01,9.258189246e+01,2.493224924e+01,6.898404989e+01,7.580748699e+01,5.678474900e+01
7.614531342e+01,5.101275457e+01,1.530448159e+01,3.578205004e+01,1.040234897e+01,7.961534257e+01,4.198733547e+01,9.135605691e+00,9.752334676e+01,6.820523288e+01,9.620938587e+01,4.722937307e+01,9.551218826e+01,9.714164835e+01,7.101300098e+01,5.046237114e+01,9.050168987e+01,6.625531490e+01,4.190173007e+01,5.835680487e+01,6.970381883e+01,1.002712518e+00,5.117282149e+01,4.051525108e+01,9.512844125e+01,8.964758365e+01,2.759397772e+01,5.267641102e+01,6.965793412e+01,9.833227391e+01,2.708407851e+01,1.679297985e+01,3.299220127e+01,2.367224081e+01,3.267882908e+01,1.829971659e+01,8.238819673e+00,1.868748840e+01,8.447759547e+01,6.569941983e+01,6.814760416e+01,7.973316332e+00,9.618412011e+01,2.201912510e+01,6.524023117e+01,8.363405027e+00,9.333009305e+01,5.455776689e+01,3.436438906e+00,7.551031086e+01,2.636180011e+01,6.400393187e+01,2.240278436e+01,4.786059402e+01,7.279604394e+01,6.073646308e+01,7.704954450e+01,3.000909345e+01,2.978273581e+01,4.575521891e+01,5.651531658e+01,3.585743713e+01,4.802584256e+01,4.033061122e+01,7.705166076e+00,6.077360507e+01,5.084093568e+01,1.982720025e+01,1.674963745e+01,8.997727250e+01,9.721381015e+01,6.127867892e+01,7.527501405e+01,3.975761183e+01,1.424098800e+01,9.074275335e+01,2.944796062e+01,7.748356440e+01,7.766739752e+01,5.340024595e+00,6.108032198e+01,1.397095152e+01,1.772141228e+01,9.476907237e+01,2.417252972e+00,5.250629024e+01,2.608656869e+01,6.058000254e+01,6.665612942e+01,6.694804855e+01,8.789578723e+00,7.785129024e+01,4.761336898e+01,3.619943687e+01,9.420135214e+01,2.978455646e+00
1.644908766e+01,1.245398867e+01,3.426879894e+01,9.049150388e+01,9.252124375e+01,7.141826764e+01,9.086553073e+01,5.950122182e+00,2.023936036e+01,3.295517919e+01,2.083413180e+00,6.413785051e+01,9.619403699e+01,3.935733204e+00,9.792592138e+01,6.014434476e+01,9.767373259e+01,4.891759350e+01,6.480579641e+01,4.384076394e+01,6.202682809e+01,7.011922370e+01,4.694144392e+01,3.926213809e+01,8.100270344e+01,6.388736887e+01,1.550879358e+01,9.396282173e+01,3.080887403e+01,9.159202455e+01,4.512651234e+01,7.495860242e+01,7.393999232e+01,4.174250700e+01,2.801913736e+01,8.379336197e+01,2.387680043e+01,7.370835181e+01,8.181538285e+01,8.819752504e+01,7.525864523e+01,1.753958034e+01,8.272728167e+01,6.141300503e+01,1.213116771e+00,8.309195989e+01,4.367583674e+01,4.965045539e+01,7.920565122e+01,9.220541743e+01,3.369250869e+01,9.403681329e+01,5.664359158e+01,1.832061662e+01,9.006612708e+01,8.426638873e+01,8.786537869e+01,6.093882014e+01,1.735538844e+01,2.371197094e+01,8.036551503e+01,5.584721562e+01,6.471436198e+01,6.125719303e+01,7.271643896e+01,9.253382137e+01,5.796920836e+01,3.875877040e+01,7.164558815e+00,4.387157869e+01,2.376214932e+01,7.310297225e+01,9.173018795e+01,6.353313063e-01,3.531618717e+01,6.822003175e+01,6.928498033e+01,9.057627828e+01,9.359849849e+00,5.512534737e+01,2.999654321e+01,5.765318826e+01,6.900872546e+01,9.562429470e+01,7.193483916e+01,3.477548561e+01,4.256477644e+01,9.579623639e+01,1.077579819e+01,8.974939754e+00,3.148259406e+01,2.582562941e+01,1.254515406e+01,7.222526745e+01,8.678825597e+01,5.058189958e+01
9.195270527e+01,5.291325251e+01,8.605743251e+01,4.030895730e+01,2.549351305e+01,9.639480809e+01,2.446856196e+01,5.979548503e+01,9.872573861e+00,9.578788606e+01,5.493001456e+01,8.861075653e+01,6.269559006e+01,3.656403645e+01,2.530661548e+01,8.636917448e+01,7.284972269e+01,2.416569586e+01,5.157834807e+01,6.384852733e+01,5.307511288e+01,1.907057665e+01,3.787245182e+01,4.770203269e+01,6.408295958e+01,1.637284242e+01,4.639176304e+01,7.060717365e+01,8.855251019e+01,9.744594259e+01,2.654355114e+01,6.977555269e+01,9.263126450e+01,6.770026427e+01,8.560271629e+01,1.489286904e+01,2.495608100e+01,9.355142980e+01,2.301160244e+01,1.436816564e+01,6.042855269e+01,7.542262000e+00,4.600338414e+01,8.793227175e+01,1.076573641e+01,4.178445919e+01,1.159474710e+01,3.329653143e+01,1.802459003e+01,3.073008451e+01,6.625221131e+01,9.203003743e+01,6.396514610e+01,6.117600936e+01,6.225209410e+01,7.335476796e+01,9.710127506e+01,1.458461109e+00,6.830572941e+01,4.953123264e+01,1.129348491e+01,2.914396016e+01,9.981981705e+01,9.856556505e+00,7.545796000e+01,6.697173614e+01,7.598541181e+01,4.977727780e+01,5.390918440e+01,8.626371562e+01,9.178087629e+01,9.206322530e+01,7.873072661e+01,5.012174040e+01,1.070838320e+01,5.905875529e+01,6.059273527e+01,1.921617045e+01,6.592133373e+01,7.338132609e+00,2.616091252e+01,4.633209492e+01,9.268830045e+01,2.066108606e+01,8.251506186e+01,6.251093654e+01,3.647653409e+00,1.725263606e+00,6.892772211e+01,2.678963156e+01,3.201505567e+01,8.515848388e+01,9.409456570e+01,2.684131489e+01,6.590581715e+01,5.989700147e+01
1.377242321e+01,5.884370067e+01,7.048379506e+01,9.985947846e+01,8.684442378e+01,3.606307372e+01,1.896145118e+01,5.031906715e+01,7.154855903e+01,7.060619516e+01,4.129297031e+01,5.483892894e+01,9.040049836e+01,4.697159132e+01,8.273228717e+01,4.177232106e+01,8.448194358e+01,9.208197538e+01,6.734627459e+01,9.554382349e+01,6.599141332e+01,6.970226508e+01,2.635215958e+00,8.145176152e+00,4.879664833e+01,6.443884673e+01,2.231165126e+01,6.950834862e+01,3.964144191e+01,3.344420157e+01,5.535842015e+01,7.610972462e+01,7.230393952e+01,9.065862067e+01,3.543145100e+01,2.675627406e+01,2.551988648e+01,5.860250638e+01,2.971196279e+01,1.894785264e+01,8.727647533e+01,3.075788153e+01,7.141239303e+01,4.673134899e+01,3.619735525e+01,9.196307588e+01,9.776978373e+01,3.543575170e+01,9.201965394e+01,7.533669958e+01,4.912917322e+01,3.803900487e+01,8.838378382e+01,4.242441234e+01,8.583149223e+01,1.851096687e+01,3.347126679e+01,1.661531383e+01,4.798551115e+00,7.418743385e+01,2.932244145e+00,5.736128510e+01,2.395620693e+01,2.703697372e+01,8.304496568e+01,6.196389462e+01,6.362198739e+00,1.878213857e+00,6.666313279e+01,3.100529971e+01,1.850289508e+01,1.566243451e+01,9.399865783e+01,1.857317661e+01,6.622205253e+01,8.355486831e+00,7.309370548e+01,3.289926271e+01,4.932639249e+01,5.580255474e+01,4.406738603e+01,9.810520366e+01,3.799139081e+01,5.779329623e+01,3.748576396e+01,8.857457207e+01,7.658254648e+01,9.289225529e+00,4.575823051e+01,1.263167690e+00,7.671784708e+00,5.795293452e+01,8.999279881e+01,6.851047780e+00,3.611068876e+01,7.282487838e+01
