v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44
6.233633369e+01,8.569617369e+01,3.541592638e+01,7.512133050e+01,7.824775496e+01,2.193716021e+01,9.148122810e+01,9.032601258e+01,7.696204822e+01,4.876759459e+01,2.053874158e+01,4.139414225e+01,2.528917191e+01,3.423697284e+01,1.738029884e+01,5.787928330e+01,2.528771491e+01,5.034746495e+01,1.136260816e+01,9.009240724e+01,8.990268382e+01,6.586215871e+01,5.220041618e+01,5.701387699e+01,3.909727751e+01,5.401551827e+01,1.360394855e+01,9.626544767e+01,8.632541658e+01,9.288696293e+01,9.965336592e+01,5.944837461e+01,9.868174808e+01,1.452680397e+01,8.889091649e+01,2.234644631e+01,6.075154539e+00,9.656520913e+01,1.419154609e+01,3.882286470e+01,3.852182953e+01,4.883321476e+01,6.303955251e+01,4.382565424e+01
4.660583471e+01,9.199936716e+01,5.382922823e+00,6.119762112e+01,8.282693402e+01,9.392874527e+01,6.528638001e+01,5.236279124e+01,5.884362736e+01,7.227082097e+01,3.717844776e+01,2.350977489e+01,8.353707521e+01,5.904132610e+01,4.366317686e+00,9.335557126e+01,8.938484005e+01,7.975844609e+01,1.311365034e+01,3.629000211e-01,7.993544479e+00,5.964706596e+01,2.897684574e+01,7.297230348e+01,4.873740666e+01,4.614205158e+01,8.170042779e+01,3.137579543e+01,3.485215176e+01,9.660795183e+01,1.216479118e+01,4.011794817e+01,2.213147652e+01,9.153967711e+01,2.492737206e+01,1.988686470e+00,1.091480288e+01,6.226656535e+01,1.225644998e+01,9.074897464e+01,6.970372147e+01,9.906927148e+00,5.874459222e+01,5.250654709e+01
3.781018635e+01,2.930740159e+01,8.582687531e+01,7.223553734e+01,3.170509022e+01,4.542759765e+01,4.979222327e+01,5.282204874e+01,4.369451146e+01,6.522328101e+01,4.861604381e+01,7.855536460e+01,4.821121640e+00,8.330721441e+01,1.414609758e+01,9.993490285e+01,9.642062926e+01,6.091864763e+01,3.634469626e+01,8.114360014e+01,9.322726488e+01,4.561503041e+01,4.729449702e+01,3.478155279e-01,5.839549132e+01,4.548435463e+01,2.280709455e+01,2.748078116e+01,4.158123238e+01,3.783152309e+01,9.292618920e+01,4.194220357e+01,4.126351075e+01,9.043645336e+01,6.939709294e+01,7.582861470e-01,4.927661352e+01,3.481814750e+01,2.957909564e+01,2.294388071e+00,3.972274813e+01,4.456845815e+01,8.324508920e+01,8.392776775e+00
5.172582308e+01,8.389536365e+00,9.891396796e+00,5.411233980e+01,1.379715921e+01,6.832597916e+01,6.421301744e+01,2.960127909e+01,4.605476943e+00,2.835450059e+01,8.560668942e+00,5.888929081e+01,9.545374907e+01,9.030108830e+01,3.840637207e+00,8.386177429e+01,7.749797854e+01,4.886320927e+01,9.717409701e+01,2.288985891e+01,1.153159360e+01,4.193715096e+01,7.252518457e+01,4.151931687e+01,6.171900395e+01,8.577975381e+00,3.050269256e+00,8.380488250e+01,3.500857056e-01,3.202952282e+01,9.574770517e+01,1.992897358e+01,7.657177326e+01,4.924260205e+01,9.450506490e+01,5.380718091e+01,2.662449305e+01,5.156576798e+01,2.993448048e+01,9.240709489e+01,2.310639823e+01,8.918686067e+01,1.825790565e+01,2.433167842e+01
1.232427657e+01,8.614865316e+01,8.424732028e+01,6.656909426e+01,2.062643607e+01,2.672729391e+01,5.776804169e+01,3.052157458e+00,8.803732243e+01,1.510362639e+01,1.941917652e+01,2.180019770e+01,8.003354982e+00,1.860892811e+01,9.196460549e+01,9.958356813e+01,2.638939513e+01,7.012113841e+01,3.022991159e+01,1.579224779e+01,8.038022496e+00,8.979711106e+00,6.509573091e+01,2.742002991e+01,9.259312407e+01,8.030060359e+01,2.369843333e+01,8.248395479e+01,7.558996618e+01,8.041075198e+01,4.056785426e+01,5.768671707e+01,4.690902392e+01,7.497563739e+01,1.099709338e+01,2.643364615e+01,8.844065392e+01,3.044135608e+01,6.784353204e+01,5.483756382e+01,4.108462314e+00,4.356230794e+01,5.052259249e+00,9.006864693e+01
2.826417812e+01,4.311542232e+01,2.071013721e+01,7.305964479e+01,4.107032558e+01,4.433211197e+01,8.078670779e+01,2.942413639e+01,2.046194531e+01,3.363181476e+01,5.265562568e+01,3.537779211e+01,5.930128348e+01,7.259174870e+01,8.210708446e+01,6.477401039e+01,4.274570480e+01,1.344587921e+01,2.003176509e+01,5.487339551e+01,4.502857671e+01,7.017495139e+01,4.609843375e+01,5.879813580e+01,1.635472691e+01,6.230434298e+01,2.492709684e+01,6.263384896e+01,3.959576213e+01,8.140550000e+01,8.645777390e+01,2.085765277e+01,2.437446089e+00,3.380401040e+00,8.446571037e+00,8.970268923e+00,6.976408988e+01,5.353652450e+01,5.475940573e+01,6.368865808e+01,8.595365642e+01,1.241086683e+01,6.146290529e+01,1.560278982e-01
1.575508035e+01,8.453332449e-02,4.990665266e+01,8.906009772e+01,7.485445437e+01,5.008582790e+01,2.842513650e+01,2.784586229e+01,9.880344983e+01,9.652464175e+01,6.567398375e+01,4.479043238e+01,8.461073972e+01,4.832252686e+01,1.126809815e+01,3.907171191e+01,7.635166397e+01,5.946543686e+01,3.811012345e+01,1.422332429e+01,5.195555562e+01,9.692660377e+01,4.820997106e+01,4.697503777e+01,4.685193984e+01,1.581367777e+01,5.968941726e+01,1.907351116e+01,5.274588653e+01,9.188039625e+01,2.513498882e+01,1.003886039e+01,7.183981170e+01,7.792919311e+01,4.174631584e+01,5.908810638e+01,8.942412175e+01,3.127191292e+01,2.585305616e+01,4.966911022e+01,8.041869375e+01,5.279275815e+01,7.635543308e+01,3.581983714e+01
5.186181843e+01,4.213425902e+01,4.681929611e+01,1.761341529e+01,1.381293081e+01,5.370381057e+01,6.863053352e+01,7.843628639e+01,5.987288734e+01,8.255279899e+01,4.823138209e+01,2.423632756e+01,5.063924797e+01,9.016548681e+01,8.430793893e+01,5.227166402e+01,5.542105120e+01,9.216463069e+01,4.270510574e+01,2.847684329e+01,5.546201017e+01,5.402858707e+01,7.876984973e+01,6.113425381e+01,3.644185380e+01,5.139143909e+01,4.147771544e+01,6.727434821e+01,9.222919165e+01,1.078716093e+01,7.232156240e+01,2.281704611e+01,9.102895080e+00,7.787553682e+01,4.918096997e+01,1.814799112e+01,4.831613586e+01,3.098072215e+01,9.270504921e+01,8.552706826e+01,8.589097463e+01,7.860867596e+01,7.075276722e+01,3.171018420e+01
2.963277237e+01,3.541688326e+01,9.782091314e+00,5.991349448e+01,7.909436858e+01,8.721265598e+01,8.243773880e+01,6.168893502e+01,5.537182577e+01,4.898146740e+01,7.642195393e+01,1.472652670e+01,7.735302097e+00,6.961658668e+01,6.153012571e+01,2.132094907e+01,3.772476825e+01,5.380834459e+01,8.026915108e+01,6.645925826e+01,1.370840705e+01,3.701123242e+01,5.278866940e+01,6.969629999e+01,1.274974294e+01,8.692455318e+01,3.448765174e+01,6.176806400e+01,6.416617201e+01,3.338583069e+01,5.259123865e+01,5.337951235e+01,4.534855562e+00,2.192418635e+01,6.051755768e+01,9.003643177e+01,4.660167242e+01,7.313052311e+01,8.252937188e+01,9.474738550e+01,7.949340653e+01,2.461377041e+01,2.810386995e+00,4.998676475e+01
9.115703325e+01,8.148017341e+00,1.784962766e+01,9.154687677e+01,3.839333294e+01,4.002945459e+00,8.869920758e-01,7.134965770e+01,3.143639966e+01,3.359924814e+01,1.191159521e+01,6.335057350e+01,5.857079776e+01,9.754054345e+01,4.929792828e+01,9.940377827e+01,3.204900216e+00,6.856747671e+01,5.923115897e+01,3.475028399e+01,8.788399654e+01,3.458233647e+01,3.134748128e+01,1.069358429e+01,3.492112234e+01,7.584002360e+01,6.653417823e+01,3.782215386e+01,3.894743193e+01,3.879448791e-01,5.104128871e+01,1.820884178e+01,1.979451364e+01,4.469838543e+01,8.345986873e+01,5.459031440e+01,7.911489651e+01,4.280307590e+01,4.015442781e+01,1.827737538e+01,4.988309782e+01,7.319368605e+01,6.353079993e+01,4.416037706e+01
2.511214929e+01,6.528293827e+01,8.113512764e+01,3.954763298e+01,3.470485346e+01,7.561335213e+01,8.263913673e+01,1.695495430e+01,4.544150685e+01,6.413223211e+00,6.504627982e+00,9.724864870e+01,5.236448864e+01,6.941010389e+01,8.026400976e+01,7.944299971e+01,4.189771316e-01,9.027449144e+01,8.357759908e+01,5.032162433e+01,9.456447330e+01,3.237394286e+01,7.626821712e+00,1.660055972e+01,9.713362029e+01,4.166390069e+01,2.995581506e+00,8.095335494e+01,1.199619741e+01,4.168635336e+01,9.464455935e+01,7.112389819e+01,6.567217678e+01,8.859545868e+01,2.775622953e+01,4.509488206e+01,4.598078566e+00,7.359247273e+01,3.780423651e+01,2.972391859e+01,9.603748706e+01,5.153400502e+01,9.250191316e+01,6.904367502e+01
8.930781484e+00,7.924133041e+01,6.248692933e+01,9.275097323e+01,1.863004015e+01,5.289222590e+01,3.632530260e+01,2.670404343e+01,5.610151237e+00,1.049074426e+01,3.272618919e+01,4.170181526e+01,4.639976984e+01,7.687735113e+01,7.123093494e+01,8.656324419e+01,6.081929558e+01,7.168916003e+00,3.699390879e+01,9.880778155e+01,2.158602824e+01,1.149218429e+01,3.528749989e+01,8.658079033e+00,7.130409678e+00,7.015688086e+01,9.030709236e+01,7.064410005e+01,6.022207162e+01,8.750087343e+00,1.836821146e+01,4.697581342e+01,5.089651906e+01,7.094220310e+01,5.027699401e+01,7.908475957e+01,3.006242223e+01,3.450864003e+01,7.322910093e-01,5.177004082e+01,3.887402530e+01,6.969452287e-01,7.350769205e+01,9.561815295e+01
7.668161939e+01,2.252747034e+00,7.077335595e+01,8.839135105e+01,6.140698284e+01,6.304551512e+01,4.931586460e+01,7.562705063e+01,5.226465658e+01,3.881488445e+01,6.089003517e+01,8.582482800e+01,9.675333158e+01,2.942731369e+01,1.353001734e+01,3.781285440e+01,9.114783274e+01,7.476509621e+00,6.480399090e+01,8.058611599e+01,4.809082172e+01,1.980371750e+01,7.843885920e+00,3.377487165e+01,4.135657493e+01,1.856991667e+01,2.054051025e+00,8.305493819e+01,8.914565216e+01,1.988334336e+01,3.031016877e+01,4.993814796e+01,5.776356146e+01,1.399971829e+01,4.454641014e+01,3.735106836e+01,7.418284442e+01,7.952174104e+01,2.678843069e+01,8.674918201e+01,4.701194256e+01,3.722133652e+01,1.045901967e+01,5.200832252e+01
3.999325657e+01,2.728565664e+01,3.583457726e+00,2.823761838e+01,2.697135426e+01,4.193790977e+01,4.883054161e+01,7.871049830e+01,9.060432249e+00,1.998274652e+01,5.433627676e+01,5.510750448e+00,6.004705116e+01,6.021964004e+00,1.752858916e+01,9.448514409e+00,6.251110359e-01,3.531762683e+01,7.379412608e+01,3.881113146e+01,4.347863871e+01,3.787672362e+01,8.942766197e+01,2.154958852e+01,2.084774978e+01,9.832497124e+01,6.360985902e+01,7.963892373e+01,7.904699582e+01,6.488037451e+01,6.273511424e+01,2.044216973e+01,6.355999885e+01,8.565449027e+01,2.531663654e+01,1.759652698e+01,2.015608696e+01,5.373673687e+01,9.192892194e+01,6.829426955e+01,1.400511315e+01,1.551304765e+01,1.707196843e+01,4.139810977e+01
6.954999933e+01,8.260888464e+01,5.608885989e+01,9.901358152e+01,5.379089474e+01,5.547346289e+01,8.590842171e+01,7.588620171e+01,6.596013393e+00,8.953015131e+01,2.899994799e+01,9.853419538e+01,2.695304771e+00,9.170095448e+00,3.044895122e+01,1.554698214e+01,6.755888637e+00,2.576953181e+01,1.456311773e+00,2.867304485e+01,8.408597350e+01,8.092095927e+01,2.735445273e+01,4.222937577e+01,8.518383522e+01,9.929803942e+01,8.013518112e+01,4.955979153e+01,2.413167246e+01,6.833868986e+01,6.401865267e+01,8.671673704e+01,5.876004135e+01,5.963233016e+01,3.517813174e+01,1.771530579e+01,7.867769228e+01,1.255193485e+01,1.545302254e+00,7.012219781e+01,7.892536815e+01,4.213354012e+00,8.127162039e+01,6.189478857e+01
1.018397926e+01,6.167102234e+01,2.398047040e+01,4.624482005e+01,2.157806640e+01,2.504071329e+01,4.444544719e+01,9.506902493e+01,6.109968463e+01,8.248559917e+01,3.123957423e+01,9.030317647e+01,9.377232839e+01,5.554292775e+01,5.947165773e+01,3.002563007e+01,9.731436229e+01,2.838605394e+01,9.274357644e+00,1.310084674e+01,5.631808715e+01,3.086231544e+01,8.990769413e+01,2.059282329e+01,4.610988340e+01,6.789987423e+01,7.117744146e+00,8.992973823e+01,6.408927494e+01,9.642834237e+01,9.719654119e+01,1.502338040e+01,6.129967888e+00,8.892060406e+00,6.200436551e+01,7.876723603e+01,9.085199569e+01,3.224250639e+01,1.725110563e+01,2.404773095e+01,4.894467363e+00,5.781499398e+01,2.584305526e+01,7.828100878e+01
9.994502795e+01,9.682764956e+01,5.047852095e+01,2.624444229e+01,7.809736897e+01,3.937417982e+01,1.504139888e+01,4.338614340e+01,5.121666602e+01,2.760948922e+01,8.941037308e+01,7.588895739e+01,1.969966013e+01,3.911522674e+01,6.838181571e+00,3.137726212e+01,8.354146031e+01,8.564148616e+01,1.609140175e+01,5.854007809e+01,9.438352802e-01,5.235799161e+01,2.100055898e+01,1.414308978e+01,6.342635367e+01,6.470280163e+01,5.677198280e+01,2.942571902e-01,9.487011393e+01,9.038954754e+01,9.535441978e+01,9.000044805e+01,5.385998352e-01,7.263368229e+01,1.375804937e+01,3.552159160e+01,4.431541792e+01,3.713559070e+01,1.896144833e+01,6.592473004e+01,1.371844810e+01,1.336630671e+01,4.386593591e+01,3.679311626e+01
1.908107813e+01,7.102055907e+01,1.390098167e+00,2.680799374e+01,3.760278616e+00,6.864053996e+01,8.848728091e+01,1.398703896e+00,9.848183126e+00,4.421395106e+01,9.273076394e+01,2.394053305e+01,1.976697289e+01,3.932885910e+01,9.630002910e+01,9.685517085e+01,9.378934627e+01,4.434607308e+01,9.651280170e+01,7.902303166e+01,7.709372643e+01,5.886266859e+01,4.180044425e+00,9.980090966e+01,3.375246272e+01,5.850815557e+01,4.362826428e+01,2.502831399e+01,4.090534990e+01,5.665172473e+01,3.776404921e+01,9.576713708e+01,4.157152172e+01,6.096127025e+01,5.531846228e+01,8.688799190e+01,6.646193926e+01,7.152796267e+01,1.460610076e+01,1.029945102e+01,3.319168217e+01,9.614267666e+01,4.313263122e+01,1.757202112e+01
7.632832315e+01,8.705214013e+01,8.810365478e+01,1.917092671e+00,1.935090032e+01,5.702944854e+01,1.135722116e+01,7.995823522e+01,2.078744266e+01,9.856773830e+01,1.383822952e+01,6.052734995e+01,2.584215193e+01,3.187991505e+01,9.109205141e+01,1.751472769e+01,3.125097588e+01,9.780661939e+01,8.581996676e+01,5.284006178e+01,5.971775417e+01,6.214518570e+01,4.238791771e+01,3.323982688e+01,1.526331858e+01,1.873887281e+01,7.253399111e+01,9.172934069e+01,3.578261616e+00,5.862401694e-02,9.479610925e+01,5.032064688e+01,2.511474537e+01,2.922019439e+01,9.576664579e+01,3.451820924e+01,6.403063364e+01,2.742545330e+01,2.766439335e+01,7.921408668e+01,7.395760918e+01,2.986966080e+01,5.835756767e+01,8.591285778e+01
6.746588727e+01,1.429269053e+01,8.186515465e+01,1.248172665e+01,7.468693094e+01,1.435863499e+01,8.205070253e+01,6.779745194e+01,7.551644690e+01,8.216606213e+01,5.865877856e+00,4.671182561e+01,7.923588134e+01,7.955591140e+01,8.411202600e+01,7.505273921e+01,8.690511394e+01,2.435207657e+01,9.451143869e+01,2.835492557e+01,4.702473796e+01,7.661903574e+01,7.119123845e+01,7.590425621e+01,2.575606876e+01,2.446189834e+01,8.562701368e+01,3.603286649e+01,3.462107747e+01,2.063578155e+00,2.203467580e+01,9.510166204e+01,3.691352938e+01,9.713258665e+01,1.356315526e+01,3.631199139e+01,6.608664507e+01,5.026031485e+00,6.963037766e+01,1.814040940e+01,6.913837155e+01,7.960722211e+01,8.137229702e+01,5.001904579e+01
7.694913211e+01,9.114918114e+01,7.663156503e+01,9.079484422e+00,3.582347401e+01,4.148323624e+00,9.264841687e+01,9.540938533e+01,3.709619931e+01,2.706105817e+01,2.677690481e+01,1.040502069e+01,8.222588838e-01,5.882696427e+01,3.085217633e+01,7.431515616e+01,8.202400596e+01,7.886060771e+01,3.939128896e+01,7.674730014e+00,2.790640387e+01,5.297586919e+01,9.329244907e+00,8.670552564e+01,6.470742998e+01,7.970195334e+01,9.316858549e+01,7.080235925e+01,1.006295998e+01,1.456769857e+00,6.442599439e+01,7.245572916e+01,2.393365519e+01,8.300868339e+01,3.806116553e+01,7.468367727e+01,2.502364734e+01,7.240476867e+01,2.527649919e+01,5.641318567e+01,3.111490702e+00,7.998171042e+01,7.943129784e+01,4.857049551e+00
4.801707114e+01,3.064596282e+01,6.204059443e+01,9.783203534e+01,8.994544369e+01,3.943028267e+01,9.185127654e+00,1.764970011e+01,9.411278909e+01,5.501431830e+01,5.094773907e+01,1.067498151e+01,4.742735714e+01,2.080631844e+00,1.117663869e+00,6.236783625e+01,1.039574023e+01,9.207983927e+01,8.868093651e+01,7.642883520e+01,2.805024653e+01,6.983842919e+01,7.916763372e+01,9.230402190e+01,9.573175476e+01,4.663738776e+00,3.452926711e+01,4.333739828e+01,6.587940953e+01,8.231265537e+01,1.434256455e+01,8.157446198e+00,9.030050368e+01,2.510060961e+00,1.413506525e+01,4.089620908e+01,1.564896419e+01,7.120986964e+01,5.337880419e+01,1.767462407e+01,7.294703177e+01,6.683193317e+01,4.603214429e+01,3.567773981e+00
4.637269576e+01,9.611028284e+01,4.355531526e+01,5.631835967e+00,2.825876080e+01,2.669848700e+01,7.475393308e+01,4.833637138e+01,6.206421939e+01,5.517288772e+01,2.886292600e+01,3.968910489e+01,4.245975483e+01,1.745643626e+01,1.904799894e+01,1.157477712e+01,1.650528783e+01,5.468603410e+01,8.254606062e+01,7.538840470e+01,8.000752348e+01,3.276662233e+01,8.269644754e+01,7.675245331e+01,8.008016322e+01,8.700454514e+01,8.959366637e+01,9.010054063e+01,9.285731570e+01,2.834521690e+01,5.018080291e+01,5.573104417e+01,8.636552923e+01,9.139008612e+01,1.875961292e+01,8.122598478e+01,1.137568812e+00,1.846350433e+01,8.562060416e+01,8.189116700e+01,7.428363125e+01,6.374176370e+01,2.527969164e+01,1.007887780e+01
7.282338388e+01,6.889356650e+00,1.618499175e+01,2.421215349e+01,9.697035059e+01,1.594279481e+00,4.485089545e+01,8.824648637e+01,6.138671642e+01,7.507397224e+01,1.465979869e+01,3.781008761e+01,2.890178141e+01,8.239751166e+01,9.895104871e+01,1.933373955e+01,9.609103465e+00,2.695763447e+01,9.789518676e+01,7.095738703e+01,4.548779471e+01,8.638897672e+01,1.199839687e+01,2.916537776e+01,2.660001072e+01,4.516111418e+01,3.641032140e+01,2.080017265e+01,7.997424229e+01,1.832296944e+01,2.594439638e+01,2.183410341e+01,3.356970212e+01,3.127876077e+01,1.864067502e+01,2.412807552e+01,6.833731162e+01,9.660941119e+01,3.147884607e+00,8.194156347e+01,5.761372523e+01,7.345120011e+01,8.251220190e+01,4.172090848e+01
3.075394925e+01,8.767637187e+01,8.190792484e+01,2.743792227e+01,2.216758544e+01,1.939904207e+01,4.354189809e+01,6.619565450e+01,2.170599808e+01,3.273472987e+01,2.345970082e+01,5.550079102e+01,4.858145332e+01,6.898578436e+01,7.323451569e+01,6.620905352e+01,9.923744627e+01,2.857240359e+01,3.332558991e+01,8.221331482e+01,3.691610023e+01,1.502895594e+01,3.315099423e+01,8.226351733e+01,6.765800445e+01,4.837000035e+01,7.263563708e+01,3.081728234e+01,2.859725811e+01,6.238979480e+01,5.211534061e+01,3.454245876e+01,3.949785216e+01,1.667274897e+01,4.309232739e+01,4.252557419e+01,8.531955643e+01,3.001396699e+01,1.448284775e+01,6.159330946e+01,3.618790038e+01,5.586456927e+00,7.793406983e+01,4.602888974e+01
4.593623732e+01,3.022454517e+01,8.675157658e+01,6.212096401e+01,2.448195052e+01,4.356490195e+01,3.598690721e+01,6.514095626e+01,9.133283099e+01,3.384260960e+01,6.171613190e+01,6.888211891e+01,9.220503490e+01,2.643342739e+01,2.677676706e+00,6.497817699e+01,1.019202998e+01,4.673992446e+01,5.433687354e+01,5.766156364e+01,7.756250912e+00,2.640071555e+01,9.129811692e-01,1.382038955e+01,9.416255201e+01,8.150777045e+01,8.160709382e+01,8.106429093e+01,8.070231482e+01,4.830232522e+01,5.662559760e+01,2.447281198e+01,2.051805168e+01,4.945098468e+01,9.602755867e+01,3.902133354e+01,9.859335242e+01,1.599221440e+01,7.469638962e+01,6.324999811e+01,6.687586141e+01,8.717593178e-01,2.725066148e+01,3.578659507e+01
3.120168396e+01,3.468360087e+01,9.979980298e+01,6.230117918e+01,7.263438809e+01,3.275510839e+01,7.179032056e-01,4.432219637e+00,9.752441849e+01,5.682116305e+01,8.028326057e+01,2.859344971e+01,9.096037172e+01,7.589957099e+01,7.755604771e+01,6.832207493e+01,4.241448699e+01,7.373556649e+01,7.661894564e+01,6.496338396e+01,5.254293659e+01,1.006832776e+01,4.135943865e+01,7.421256544e+01,1.433500277e+00,4.880662120e+01,7.958923905e+01,6.181292128e+01,5.254795990e+01,6.052617954e+01,2.773436999e+01,5.861923676e+01,9.461394674e+01,5.272357572e+01,5.552800940e+01,9.071160093e+01,9.502445844e+01,4.139681969e+01,9.007113338e+01,3.101394975e+01,7.920183277e+01,4.375354093e+01,2.546827735e+01,7.895383161e+01
2.754666797e+01,8.132654603e+01,8.940294935e+01,9.029968001e+01,9.290090896e+01,2.652514261e+01,1.579158639e+01,8.726947351e+01,5.467633858e+01,4.954020214e+01,8.186826574e+00,9.813300810e+01,3.487893430e+01,4.739583984e+01,9.151872290e+01,9.243750734e+01,1.267594669e+01,5.882760121e+01,4.387778904e+01,6.165340720e+01,4.256124475e+01,5.788331036e+01,4.883133909e+01,4.278908216e+01,5.972232962e+01,8.713844064e+01,8.099100310e+00,2.094613773e+01,4.661204140e+01,7.751265322e+01,9.427861546e+01,3.698042928e+01,4.217851734e+00,1.974918176e+01,8.970590534e+01,6.349136720e+01,2.292066011e+01,2.422592325e+01,8.021989873e+01,6.716323188e+01,5.663535280e+01,5.431095123e+01,8.930727754e+01,6.704658328e+01
6.168521061e+01,6.269924620e+00,8.255272535e+01,2.707209703e+01,7.929709819e+01,2.365065561e+01,4.865969307e+01,4.670716316e+01,7.904026098e+01,2.103602399e+01,8.855247006e+01,1.158400422e+01,9.355795571e+01,2.237681948e+00,5.353536064e+00,8.703988374e+01,1.084962076e+00,2.506537648e+01,4.997251887e+01,9.331088761e+01,2.242740137e+00,5.229122203e+01,3.492780223e+01,7.740944842e+01,2.195650316e+01,5.050290895e+01,9.765597402e+01,5.286034221e+01,9.157723588e+01,8.650123535e+01,1.696282126e+01,2.957351334e+01,5.546840043e+01,4.612951998e+00,4.081692514e+01,5.772285489e+01,3.799094775e+01,2.083065077e+01,7.140197969e+01,1.777403847e+01,1.544639734e+01,4.800085025e+01,9.901335770e+01,9.538858007e+01
9.532132895e+01,7.792326959e+01,7.041201193e+00,6.083654753e+01,9.392830362e+01,2.901723483e+01,2.024096954e+01,1.154444514e+00,7.825874965e+01,2.271280898e+01,1.432290830e+01,7.916687029e+01,3.053338844e+01,5.530687478e+01,6.641453670e+01,1.598429595e+01,4.813268125e+01,8.343643847e+01,1.881127540e+01,5.230569873e+01,7.074861606e+01,4.619853941e+00,6.560221838e+01,8.751156683e+01,3.257387827e+01,8.435028883e+01,3.578477409e+00,1.602070688e+01,2.257761706e+01,4.101655150e+01,2.128766905e+01,3.982609197e+01,7.474841352e+01,5.315499018e+00,1.446160627e+01,7.473606901e+01,7.765015185e+01,3.442540494e+01,1.326260876e+01,7.153214950e+01,9.126501298e+01,4.522157687e+01,8.960446888e+01,5.625232989e+01
1.199727096e+01,4.929169259e+01,1.606454980e+01,2.211442981e+01,6.253745144e+01,2.743915659e+01,7.425274376e+01,9.981654479e+01,7.684072676e+01,3.330711796e+01,2.250081895e+01,3.209495379e+01,5.482151068e+01,2.120014022e+01,8.994582670e+01,9.154382367e+01,8.252370667e+01,5.802782497e+01,9.160268747e-01,4.531629120e+01,1.735387066e+01,7.393768644e+01,7.046939288e+01,4.613473855e+00,2.424106363e+01,2.066983256e+00,5.943747287e+01,4.584209734e+01,6.870955972e+01,6.678202169e+01,2.373406247e+01,1.043752626e+00,7.065629937e+01,4.093095074e+01,6.768007800e+00,6.767674297e+01,6.767567394e+01,5.911305183e+01,7.398826347e+00,4.620449123e+01,7.794159220e+01,1.937539931e+01,6.088918521e+01,4.539793058e+01
5.598888577e+01,1.594759886e+01,5.983283651e+01,8.318951617e+01,9.022884898e+01,3.367666418e+01,5.574342271e+01,4.353639770e+01,5.269908594e+01,3.265198707e+01,3.581319022e+01,3.129308392e+01,4.190906020e+01,4.778498804e+01,3.052365910e+01,1.278778285e+01,1.856120916e+01,8.727492492e+01,4.135421909e+01,7.336733348e+01,2.236684825e+01,3.305719794e+00,1.849541141e+01,2.459607669e+01,6.988582293e+01,1.038764978e+01,6.053515231e+01,6.365400877e+01,4.689716099e+01,6.090556745e+01,7.481602645e+01,9.340903445e+01,3.559469114e+01,9.760497376e+01,8.207320109e+01,9.777452703e+01,8.972276650e+01,7.710042748e+01,5.178818402e+01,2.433707022e+01,3.932912730e+01,1.436240390e+01,5.594243995e+01,2.590396351e+01
5.923110169e+00,5.556370538e+01,3.155775174e+01,3.339202987e+01,9.915316636e+01,5.328284230e+01,5.260015794e+01,9.341212223e+01,4.711229689e+01,6.086080166e+01,7.557401462e+01,9.796488636e+00,6.886893869e+01,1.817078150e+01,5.768293848e+01,4.845428884e+01,6.161018532e+01,4.789044500e+01,8.233459623e+01,4.998282181e-01,9.292997995e+01,4.455670831e+01,6.822316726e+01,8.789483525e+01,8.562112145e+00,1.417806434e+01,2.267602545e+01,5.876311458e+01,2.568214766e+01,8.021378955e+01,7.560685683e+01,6.325355069e+01,5.391905950e+01,5.568361747e+01,3.200610803e+01,1.763827719e+01,6.799185170e+01,7.560535707e+01,2.948323071e+01,4.659098772e+01,1.741383228e+01,2.730845075e+01,6.015682357e+01,4.509064983e+01
4.391111706e+01,1.218642952e+01,2.199084450e+01,4.924027561e+01,7.047681980e+01,6.854206691e+00,6.606863714e+00,7.395068091e+00,8.245218992e+01,7.787309334e+01,4.803421113e+01,7.177914909e+01,1.863494852e+01,5.616731345e+01,2.303986125e+01,3.585454565e+01,3.940129702e+01,6.286759256e+01,5.518425698e+00,3.773734245e+01,6.666466771e+01,9.110657908e+01,8.438325209e+00,5.891186750e+01,9.704706792e+01,3.356514546e+01,3.926777625e+01,9.611536560e+01,9.635305539e+01,4.491033496e+01,1.651742056e+01,7.291053862e+01,8.345131415e-01,8.345297156e+01,2.159834884e+01,6.958179394e+01,8.479945144e+01,9.570507521e+01,1.072023840e+01,7.691918928e+01,2.234776695e+01,6.744598758e+01,8.802913933e+01,7.383115552e+01
6.244797045e+01,1.794374853e+01,2.441004394e+01,8.675217945e+01,8.862850708e+00,2.137321971e+01,5.023313871e+01,1.647196203e+01,2.083151848e+01,6.946015547e+01,9.059048167e+01,6.186623817e+01,2.327838661e+01,3.022979141e+01,5.504888467e+00,8.751711787e+01,9.564538115e+01,8.570601069e+01,8.836671693e+01,8.650054524e+01,9.061301925e+01,4.332541082e+01,3.811405843e+01,6.509354343e+01,9.020401402e+01,8.783817678e+01,6.476565498e+01,7.914783124e+00,6.438334988e+01,2.275481872e+01,4.344587148e+01,7.492748626e+01,3.137146409e+01,2.742308683e+01,6.879132280e+01,6.853651231e+01,1.781102341e+01,2.799007421e+01,2.288137218e+01,6.697889174e+01,2.038849975e+01,9.265046771e+01,6.329474928e+00,4.058507435e+01
