v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70
2.131317446e+01,4.909470441e+01,3.755202222e+01,4.516543397e+00,7.412479184e+00,6.712238558e+01,7.949603199e+01,8.084501787e+01,9.122652238e+01,2.933570489e+01,8.749722318e+01,2.717907711e+01,1.126537205e+01,8.934736326e+01,9.379503997e+01,3.663720525e+01,8.992391509e+01,9.803491015e+01,5.004714346e+01,3.976674426e+01,4.818238580e+01,9.140111039e+00,4.524265670e+01,5.572677339e+01,7.675487355e+01,7.945286382e+01,7.690985219e+01,2.383650973e+00,6.158993347e+01,5.519156777e+01,3.865628654e+01,7.868961864e+01,8.421665116e+01,7.558177888e+01,2.673882423e+01,6.302224696e+00,3.564747437e+01,8.017389633e+01,9.188237617e+01,6.083887246e+01,7.726697635e+01,7.761854471e+01,4.024683900e+01,8.077868468e+01,7.290737313e+01,5.147929474e+00,5.439408489e+01,5.822358437e+01,2.468969614e+01,7.803131165e+01,8.535475815e+01,1.948458519e+01,4.868694157e+01,3.805539224e+01,6.578569780e+01,1.325005824e+01,6.503923572e+01,2.717950808e+01,9.502660854e+01,7.753805683e+01,1.919696157e+01,3.027034003e+01,1.034751806e+00,2.200095835e+01,2.337364036e+01,8.189979218e+01,8.796046927e+01,4.831964691e+01,3.224602923e+01,9.410068047e+00
6.460551523e+01,3.615820274e+01,9.626475491e+01,1.919550893e+01,8.745741682e+01,3.312596916e+01,6.946869799e+01,8.973699828e+00,9.024767710e+01,2.489113061e+01,1.443142424e+01,6.847913159e+01,5.320670608e+01,3.502441311e+01,5.945475989e+01,2.330612555e+01,5.713992313e+01,8.212716586e+01,5.247741089e+01,1.856527516e+01,8.810373061e+01,6.241636067e+01,3.750380647e+01,1.619690500e+00,9.516407424e+01,9.405476082e+01,9.560239550e+01,2.089378369e+01,8.341309784e+01,8.321168030e+01,9.122118127e+01,3.425772385e+01,5.252475626e+01,8.605934032e+01,1.808633655e+01,2.036480547e+01,5.281507544e+01,4.116457345e+01,5.344063022e+01,9.010228108e+01,6.628886714e+01,2.990135251e+01,7.555474901e+01,7.008707617e+01,8.844139965e+00,9.247476549e+01,4.407782154e+01,2.087664401e+01,9.352456811e+01,4.968979887e+01,4.205512670e+01,2.632349289e+01,6.134595715e+01,1.365288285e+01,5.484844130e+01,9.678571020e+01,5.266270720e+01,3.186348493e+01,1.189428463e+01,2.197579315e+01,8.951241833e+01,8.553298140e+01,9.297049313e+01,9.800836255e+01,8.929040421e+01,1.418882177e+01,6.252648935e+01,4.032393384e+01,2.107412153e+01,3.242332659e+01
8.519103739e+01,9.158655969e+01,1.516982885e+01,5.203973706e+01,6.968185734e+01,5.326701816e+01,4.349891866e+01,1.723640845e+01,5.641068371e+01,2.057416194e+01,4.957274853e+01,6.928832504e+01,3.081360683e+01,4.750861103e+01,7.978747388e+01,9.781780830e+01,5.916999392e+01,1.455991739e+01,5.468594455e+01,6.236589020e+01,7.944163494e+00,2.050485125e+01,7.430879013e+01,9.840308616e+00,8.441362765e+01,7.907520636e+01,2.368623909e+01,5.921273012e+01,3.592286882e+01,4.669704034e+01,8.126346605e+01,3.702274164e+01,5.028191810e+01,9.139691063e+01,3.012656968e+01,4.238444425e+01,3.012204556e+01,1.636835466e+00,9.634917977e+01,3.095584713e+01,6.189408451e+01,4.355021179e+01,3.364117462e+01,1.243779439e+01,4.512728942e+01,5.006448492e+01,1.294160226e+01,8.316115619e+01,9.892858631e+01,8.841926131e+01,2.031343548e+01,1.247000991e+01,6.607441237e+01,2.979480259e+01,9.895913047e+01,1.614639643e+01,9.027570475e+01,9.983599822e+01,9.602525278e+01,8.229595074e+01,3.827842758e+01,5.153143496e+01,8.909335906e+01,2.357501750e+01,7.305383875e+01,8.973378212e+01,2.434720215e+01,7.973872212e+01,4.216382851e+01,6.235342266e+00
9.156634008e+01,7.992072735e+01,7.653268483e+01,1.831514693e+01,3.425851415e+01,9.554680745e+01,3.801012843e+00,4.908571436e+01,5.919156830e+01,1.755019944e+01,9.047408324e+01,5.418917989e+01,3.950853494e+01,8.264630398e+01,8.949741241e+01,8.298507567e+01,2.828407408e+01,1.999156628e+01,9.546715205e+01,7.455839976e+01,4.693852051e+01,4.463290307e+01,8.520463421e+01,8.232888624e+01,8.312140885e+01,6.101027933e+01,9.626294398e+01,1.952201981e+01,4.471266809e+01,6.371910697e+01,2.615139809e+01,2.287305781e+01,4.311899368e+01,8.939659695e+01,8.592910709e+01,1.549101517e+01,1.827619952e+01,7.998079168e+01,5.016642547e+00,9.302987945e+01,9.947975525e+01,1.378036034e+01,8.793677846e+01,8.689513972e+01,8.047645994e+01,2.060977741e+01,4.503376473e+01,5.759460894e+01,6.940358412e+01,2.634466883e-01,8.103314094e+01,1.001482850e+00,4.237579599e+01,9.077665811e+01,9.649173731e+00,8.374598236e+00,5.523370587e+01,4.871902879e+01,8.357137927e+00,5.951768273e+01,9.589112035e+01,1.657449002e+01,9.584025403e+01,6.915457998e+00,6.099427895e+01,6.695896401e+01,6.160219901e+01,5.033543915e+01,6.630049770e+01,6.072784028e+00
9.368356832e+01,5.591874823e+01,5.446810573e+01,8.068863113e+01,8.300625224e+01,9.172086921e+01,3.200297279e+01,5.241810494e+01,8.791293843e+01,1.388653165e+01,1.360215014e+01,3.268079651e+01,9.013513645e+01,2.413966739e+01,2.103016152e+01,7.963251560e+01,6.645495239e+01,8.204934172e+01,6.951172616e+01,4.384420261e+01,2.364015043e+01,8.178548979e+01,2.491655603e+01,8.088235677e+01,1.890236427e+01,3.647914745e+01,4.239526705e+01,3.048027184e+01,7.532685007e+01,4.895506386e+01,4.080733089e+01,2.881674298e+01,1.349702223e+01,7.381604358e+01,1.279774791e+01,6.983487414e+01,8.020317970e+01,3.764515354e+01,4.342262779e+01,7.277195764e+01,8.591253054e+01,1.953919884e+01,9.906934268e+01,5.063008669e+01,6.056076077e+01,9.108426996e+01,4.995637045e+01,5.871764469e+01,4.990513917e+01,4.958241243e+01,6.201262454e+01,7.714781401e+01,7.740368860e+01,9.933836479e+01,7.541690994e+01,4.119666387e+01,6.146424452e+01,6.704636537e+01,8.717792291e+01,4.616493084e+01,7.149707046e+01,1.084366377e+01,1.692725248e+01,6.875307434e+01,8.043374303e+01,3.440049557e+01,5.785890663e+01,3.888312193e+01,7.696462751e+01,1.415177854e+01
4.175804840e+01,5.800264695e+01,6.920602162e+01,1.161141005e+01,7.301201188e+01,1.418385160e+01,6.999962014e+01,5.078053302e+01,5.999070650e+01,8.267268794e+01,9.834548200e+01,4.133587448e+01,2.863480791e+01,9.128167088e+01,5.723947261e+01,1.147709841e+00,9.485466174e+01,6.266389055e+01,3.617862165e+01,5.653969428e+00,5.381113440e+01,6.589242633e+01,5.698338398e+01,1.084229203e+01,2.115391967e+01,8.144792597e+01,2.701445981e+01,4.683290195e+01,7.101068370e+01,8.749276481e+01,6.705493191e+01,7.403650600e+01,7.981141572e+01,6.237611066e+01,8.982408654e+01,5.793280834e+01,3.250178642e+01,8.536271708e+01,6.180034178e+01,7.042355481e+01,3.516000831e+01,5.098856552e+01,4.993667640e+01,5.983592254e-01,5.441202762e+01,1.307131723e+01,5.860931002e+01,7.238383121e+01,9.910197673e+01,3.232266088e+01,4.913504727e+01,5.863094196e+01,4.794789224e+01,8.500424676e+01,8.163458030e+01,5.623437759e+00,4.811583295e+00,4.444688726e+01,8.378229715e+01,8.973572648e+01,4.155635238e+01,7.082841576e+01,9.790006733e+01,7.497716369e+01,8.395253072e+01,9.150920886e+01,5.330922508e+01,2.145087683e+01,3.602102346e+01,9.319398532e+01
8.565165751e+01,7.607621757e+01,5.710828926e+01,4.065530778e+01,6.754858845e+00,8.302578551e+01,2.836572265e+01,6.059247172e+01,1.303107484e+01,2.875786205e+01,1.289669151e+01,6.546605413e+00,6.202848296e+01,1.203590056e+01,4.156753077e+01,1.958643748e+01,4.725759935e+01,3.928321074e+01,6.387657394e+01,8.655334318e+01,7.014935165e+01,6.359793581e+01,4.087166353e+01,7.436004652e+01,5.446989530e+01,1.443360255e+01,7.925676971e+00,7.285081193e+01,9.696221311e+01,9.526643028e+01,8.868604270e+01,4.531079659e+01,7.164374759e+01,9.584055189e+01,2.512734517e+01,1.846962112e+01,7.079540519e+00,9.744219288e+01,9.161183223e+01,5.077899193e+01,4.249476897e+01,6.678964796e+01,8.560516393e+00,6.326930033e+01,8.275042182e+01,6.087955028e+01,2.750979332e+01,8.111808019e+01,2.495875773e+01,3.109589896e+01,4.330011362e+01,1.031171654e+01,7.870875704e+00,5.950045849e+01,9.537450452e+01,8.616783234e+01,4.650413899e+01,1.693872963e+01,8.009878521e+01,9.066271930e+01,9.223790909e+01,2.756702816e+01,9.633989383e+01,7.714716401e+01,2.410542253e+01,6.357563413e+00,4.956442506e+00,1.498949844e+01,1.639065225e+01,9.458217330e+01
1.183924423e+00,4.026894129e+01,2.161815650e+01,5.831377632e+01,9.818616866e+01,6.163089252e+01,8.798184940e+01,4.449667596e+01,4.768062898e+00,3.488802622e+01,4.321835958e+00,1.109660920e+01,1.749282140e+01,4.294149391e+01,3.346251041e+01,7.196115830e+00,6.307948522e+01,6.549000704e+01,1.056576857e+01,2.252401082e+00,2.480631558e+01,2.990894666e+01,6.046372464e+01,8.733446476e+01,7.426894440e+01,9.565127948e+01,7.261467485e+01,2.203331224e+01,7.572295346e+01,2.837762849e+01,4.925479893e+01,4.170308274e+01,8.004390485e+01,2.837061359e+01,3.469176154e+01,8.128280884e+01,4.480147868e+01,7.480761858e+01,3.686037672e+01,9.599879365e+01,6.411313004e+01,5.286740370e+01,5.953825144e+01,7.485523434e+01,5.515583142e+01,4.778860705e+01,4.154300806e+01,8.305869942e+01,9.104725543e+01,6.213727807e+01,5.266621984e+00,4.508935423e+01,7.018459755e+01,9.534254902e+01,8.268079556e+01,5.496751639e+01,7.815644160e+01,8.607595757e+00,2.017491063e+01,1.005095546e+01,1.687952590e+01,2.214211547e+01,6.121006561e+01,8.036288318e+01,1.353291498e+01,5.681944821e+01,6.377509090e+01,1.546170786e+01,7.291221121e+01,5.833499839e+00
2.416291039e+01,2.510822582e+01,3.491943217e+01,2.050699244e+01,5.600900777e+01,5.085196481e+01,1.707013300e+01,1.713909506e+01,1.028174620e+01,2.293509868e+01,7.715709737e+01,8.419939270e-01,2.651942580e+01,8.909684865e+01,8.953482597e+01,5.554909294e+01,7.071998645e+01,3.121153299e+01,4.051808146e+01,6.823603722e+01,6.749596280e+01,5.176829221e+01,1.231138887e+01,7.569719504e+01,1.504854222e+01,5.447663727e+00,2.894926275e+01,3.178783001e+01,9.496452737e+01,8.764148180e+00,2.245046292e+01,6.267831456e+01,5.378517192e+01,1.672665287e+01,4.508537334e+00,5.993388834e+01,9.335209111e+00,2.776877009e+00,3.016749379e+01,3.245335157e+01,3.394597378e+01,9.259486142e+01,8.417900715e+01,8.378252689e+01,6.918691260e+01,4.635620985e+01,5.599190959e+01,7.801965927e+01,1.560173200e+00,9.591737257e+01,4.845596269e+01,4.378109927e+01,9.698538777e+01,4.123228248e+01,7.441117427e+01,2.705091116e+01,2.059301673e+01,4.216644130e+01,9.559900975e+01,7.720628296e+01,4.445430154e+01,6.578259654e+01,5.666341385e+01,6.521237286e+01,7.858582704e+01,1.759210217e+01,1.353154394e+01,1.585929748e+00,6.189269552e+01,7.395496371e+01
1.538844543e+01,6.479124035e+01,5.267391991e+01,3.756038251e+01,9.854166675e+01,7.111902264e+01,8.478607883e+01,2.542218899e+01,3.261355527e+01,5.996143140e+01,1.279727229e+01,9.407734727e+01,7.397536314e+01,9.811191157e+01,7.582358805e+01,2.699850092e+00,6.792320306e+01,8.000705895e+01,2.368549481e+01,9.431096860e+01,8.038712836e+01,8.581121094e+00,2.557486703e+01,4.218049068e+01,7.214898793e+01,5.403530581e+01,1.193945453e+01,3.879925665e+01,4.324094922e+01,5.247600380e+01,4.689102450e+01,9.461439563e+01,5.739485688e+01,3.834290629e+01,5.937728919e+00,8.472663494e+01,6.294425910e+01,3.660856850e+01,6.524482208e+01,5.320400958e+01,5.909170741e+01,2.115657984e+01,4.423386881e+00,5.045906792e+01,8.014329412e+01,1.383114203e+01,4.563800987e+01,2.608985599e+01,4.511702134e+01,6.537670291e+01,8.036250786e+01,8.782749395e+01,7.129013070e+00,5.659492680e+01,3.670430016e+01,9.978850617e-01,9.111733815e+01,7.129975756e+01,3.845721672e+01,6.363472055e+01,6.303905370e+01,8.663691696e+01,5.083088883e+01,1.224185278e+01,1.419424287e+01,2.515784403e+01,4.516386053e+01,5.687911565e+01,8.629405898e+01,6.071022514e+01
4.325970947e+01,3.049019759e+01,1.622452508e+01,1.845280345e+01,3.930294568e+01,8.712695466e+01,2.282532787e+01,4.818924469e+01,9.697231159e+01,8.016281649e+01,5.322027320e+00,9.502606651e+01,1.723845440e+01,9.965600206e+01,4.275988847e+01,1.274763283e+01,2.071512780e+01,6.940687543e+01,4.847373912e+01,4.823438261e+01,3.017783608e+01,1.583786462e+01,4.006490244e+00,8.414312242e+01,7.399982615e+01,5.283405041e+01,3.751956659e+01,2.867668598e+01,7.184968733e+01,6.348221277e+01,6.176243561e+00,7.588784947e+01,2.394381438e+01,9.312840006e+01,5.655088951e+01,7.499074210e+01,2.081568040e+01,3.076520999e+01,3.483447212e+01,5.382957641e+01,5.281473883e+01,5.780280633e+01,5.762264359e+01,9.662818157e+01,2.514803507e+01,6.218840593e+01,2.428453448e+01,9.543903608e+01,4.630684604e+00,9.858804451e+01,8.233560649e+01,8.597349472e+01,1.985784917e+01,1.276469547e+01,8.808004467e+01,8.662775553e+01,7.449424586e+01,2.832885565e+01,3.152257008e+01,8.900059747e+01,8.902438312e+01,6.368331039e+01,5.199239855e+01,2.059873150e+01,8.647359943e+01,8.450760791e+01,7.826433420e+01,8.231291670e+01,9.004218571e+01,4.530576758e+01
5.010801641e+01,1.964708137e+01,8.632466877e+01,4.655477768e+01,1.562831585e+01,6.913414358e+00,1.018180649e+01,6.506328256e+01,1.274356875e+01,8.728060423e+01,9.319380477e+01,7.047017470e+01,9.764771924e+01,7.352600533e+01,6.889196747e+01,5.694928793e+00,1.268384584e+01,4.324506154e+01,9.231411347e+00,8.649563149e+01,2.231218820e+01,1.403312849e+00,8.697209225e+01,2.765766309e+01,4.863491078e+01,3.192357836e+01,4.594893720e+01,1.080670420e+01,4.233186384e+01,5.444498293e+01,8.912411861e+01,2.035136606e+01,4.886350511e+01,3.239461322e+01,7.809726346e+01,4.483955983e+01,9.185008638e+01,2.022651287e+01,3.510921409e+01,5.183045637e+01,2.181980983e+00,7.914025503e+01,7.535433731e+01,1.949059655e+01,5.124075214e+01,7.269820036e+01,8.872201834e+01,9.100745199e+00,2.415140151e+01,9.607836168e+01,1.173765121e+01,8.614719025e+01,8.431462740e+00,9.518502520e+01,4.391836449e+01,6.401258300e+01,3.435903717e+01,4.326063059e+01,3.781078728e+01,9.749335033e+01,5.374999991e+01,9.404139823e+01,2.843654094e+01,6.807307280e+01,8.329889908e+00,5.764156307e+01,7.603084813e+01,9.098795329e+01,3.191514041e+00,9.023675075e+01
8.081511334e+01,3.144842274e+01,2.094958268e+01,6.971392449e+01,8.923181306e+01,7.590441650e+01,3.403478409e+01,2.913915008e+01,4.605044563e+01,4.696878663e+01,2.040789841e+01,3.567734399e+01,8.006662385e+01,1.064419038e+01,8.275683250e+01,9.863077380e+01,1.463557052e+01,6.737571618e+01,4.669841717e+01,6.665669692e+01,4.546902270e+00,1.460304848e+01,5.419751210e+01,9.579611956e+01,3.333773344e+01,3.949412638e+01,5.879191081e+01,9.192039475e+01,3.220225022e+01,4.230176394e+01,3.655229539e+01,3.206533547e+01,2.119149510e+00,6.972674538e+01,5.666647369e+01,3.943180587e+01,9.923724991e+01,5.677225043e-02,8.817516645e+01,3.910582776e+01,7.387480800e+01,7.869674822e+01,6.041945748e+01,6.341869099e+01,9.778600977e+01,1.237240706e+01,3.232791922e+00,9.632845074e+01,8.000354328e+01,8.261124446e+01,3.395654683e+01,5.325086847e+01,4.123794011e+01,6.091015415e+00,7.111891973e+01,3.711407983e+00,9.041977920e+01,6.488124837e+01,4.710074264e+01,9.075277039e+01,3.512897837e+01,9.140373140e+01,5.783794629e+00,9.990172945e+00,1.077781353e+01,5.616324285e-01,8.343392750e+01,5.378390360e+01,1.610135557e+01,8.546232954e+01
5.621573027e+01,9.709513383e+01,7.142882210e+01,5.237021940e+00,8.800143874e+00,3.275097784e+01,6.187074252e+01,5.422223750e+01,9.758176316e+01,2.560073143e+00,7.034431006e+01,7.472187124e+01,9.241806413e+01,9.026770982e+00,7.344414203e+01,3.473359140e+01,8.906467552e+01,4.864575904e+01,4.586843589e+01,1.696113659e+01,7.785713254e-01,6.568316967e+01,1.622525214e+01,1.484063070e+01,7.161012449e+01,2.476490829e+01,7.211612853e+01,2.805750437e+01,5.698504507e+01,2.956206781e+01,7.440474061e+01,3.457702438e+01,5.363827890e+01,7.337498791e+01,6.677271022e+01,7.288015068e+01,1.674030562e+01,9.001666383e+00,3.665198398e+01,7.227928533e+01,8.389637875e+01,5.863576350e+01,5.275584443e+01,7.650947339e+00,2.032169059e+00,3.229944008e+01,3.927541993e+01,1.601782161e+01,4.125917557e+01,2.499790485e+00,5.898515197e+01,7.976531390e+01,1.465787064e+01,5.672735871e+01,7.561692395e+00,8.716274482e+01,9.713479808e+01,8.542478121e+01,9.120907297e+01,3.083392640e+01,2.126466907e+01,7.645064477e+01,2.469806839e+01,7.739908971e+01,5.194608159e+01,4.661446177e+01,3.571738109e+01,8.145102103e+01,3.280900047e+01,9.368173126e+01
5.707644331e+01,3.881790511e+01,6.661871801e+01,8.291867330e+01,7.333866825e+01,8.689713855e+01,7.450910826e+01,5.988509190e+01,3.039058667e+01,9.874134022e+01,8.757117272e+01,8.832647588e+01,1.810589850e+01,5.360064680e+01,5.580785968e+01,9.688158788e+01,2.060889866e+01,2.876327719e+01,2.893865272e+01,2.910902012e+01,7.941532268e+01,3.636733188e+01,7.848998491e+01,1.854132061e+01,7.668235957e+01,2.849816009e+01,6.289593156e+01,8.284517691e+00,2.796983500e+01,5.796845171e+00,7.999915779e+01,6.104773830e+01,2.932585255e+01,2.992156060e+01,7.719861240e+01,7.304946642e+01,6.126494484e+01,5.456337414e+01,9.545772475e+01,6.604435935e+01,8.488170542e+01,5.876606171e+01,1.764835888e+01,7.977616784e+01,6.481665809e+01,6.868774455e+01,5.291622266e+01,9.928988177e+01,4.240890653e+01,8.899243990e+01,8.084985615e+01,3.562889952e+01,9.455407106e+01,1.387221830e+01,3.900678808e+01,3.168563963e+01,7.663249534e+01,2.348111659e+01,5.272195951e+01,1.797900226e+01,4.291572903e+01,2.796111402e+01,9.561750899e+01,7.459956241e+01,1.881506863e+01,4.990248614e+01,3.950964282e+01,3.915627141e+01,5.959016113e+01,1.766120721e+01
9.859457586e+01,1.714813319e+01,9.768652206e+01,5.328416957e+01,8.338625272e+00,9.620553585e+01,9.685243059e+01,3.051501434e+01,1.913706805e+01,3.092164620e+01,4.782036255e+00,8.044809550e+01,7.214973692e+01,4.845370026e+01,2.220866231e+01,2.073360622e+00,3.189690280e+01,2.319868896e+01,8.831640319e+01,2.106007863e+01,7.004117117e+01,1.935895145e+01,4.239665827e+01,3.578880156e+01,2.869429239e+01,4.955284602e+01,5.473769889e+01,5.197821273e+01,2.438265429e+01,8.269985765e+01,9.526229561e+01,3.829211076e+01,2.952350678e+01,6.143009711e+01,9.029196858e+01,1.939289202e+01,1.761184557e+01,6.313694807e+01,3.964819123e+00,9.859687833e+01,2.126391779e+01,8.273136774e+01,1.506447585e+01,8.863975921e+00,6.072609786e+01,8.666539282e+01,2.236657945e+01,2.188228172e+01,6.448966192e+01,3.959004983e+01,6.664669219e+01,8.758051745e+01,8.511260972e+01,2.104757977e+01,2.930188762e+00,4.222649906e+01,8.325020406e+01,7.649677602e+01,5.756876563e+01,3.699504613e+01,9.612946560e+01,3.396961690e+01,3.111199189e+01,1.904700920e+01,8.358435818e+01,7.042846829e+01,8.833606966e+01,1.560154882e+01,7.149866389e+01,7.126092810e+01
8.527641529e+01,4.040936069e+01,6.958121020e+01,7.757050287e+01,3.346904556e+01,3.378213973e+00,7.189444793e+01,6.599111221e+01,3.445043135e+01,8.104751904e+01,2.423879718e+01,7.184683782e+01,3.614919259e+01,6.001939652e+01,8.609166607e+01,9.346706887e+01,2.152828286e+01,3.334252477e+00,2.745749723e+01,1.728773971e+01,4.081836472e+01,1.826577887e+01,6.356956445e+00,5.716384151e+01,2.560276700e+00,5.343836014e+01,9.429168057e+01,5.288657437e+01,8.712781715e+01,9.541720532e+01,9.566411335e+01,9.013613334e+00,2.388317709e+01,9.244117466e+01,6.874668086e+01,8.140093094e+01,2.512791053e+01,6.546378678e+01,7.284277689e+01,2.658686786e+01,9.046809768e+01,1.186224055e+01,8.100725460e+01,5.105348540e+01,1.604951249e+01,7.114250695e+01,8.206122246e+01,6.750183605e+01,7.224875353e+01,9.919300516e+01,7.395413699e+01,4.530407063e+01,3.801583641e+01,6.521080295e+01,8.493437300e+01,2.517139688e+01,9.418655828e+01,2.805781167e+01,6.777998236e+01,9.110218598e+01,3.345751014e+01,4.658664111e+01,9.537610455e+01,3.005502587e+01,7.542594959e+01,4.913523933e+01,4.387747729e+01,5.119303510e+01,6.235949865e+01,9.108482557e+01
6.723013119e+00,1.652669464e+01,1.233251089e+01,5.445374947e+01,5.270583866e+01,8.229519048e+01,4.936907329e+01,7.801041499e+01,7.231494435e+01,8.559339975e+01,3.792764133e+01,5.584502150e+01,9.375838837e+01,4.360841401e+01,9.219830165e+00,9.914667524e+01,9.334993844e+01,6.850571191e+01,5.411208056e+00,6.329974288e+01,3.033571054e+01,7.328251961e+01,3.899638766e+01,2.072068880e+01,3.913926802e+01,8.412407607e+01,5.962815564e+01,3.292893160e+01,4.735853074e+01,3.127230136e+01,6.239232114e+01,8.176943870e+01,4.223799904e+01,3.992247582e+00,3.575806764e+01,1.273714114e+00,4.174995188e+01,6.263768408e+00,9.410572490e+00,8.856280089e+01,3.657088253e+01,4.814520361e+01,3.860765529e+01,2.933294417e+01,4.315909212e+01,6.400917787e+01,5.959514131e+01,5.847819992e+01,3.113065404e+01,9.422925500e+01,4.109641143e-01,4.028197718e+01,4.672604144e+01,8.077885705e+01,5.993996851e+01,8.655145385e+00,9.378405948e+01,9.375831351e+01,2.655967439e+00,6.922963296e+01,3.092035870e+01,3.936287892e+01,8.711648162e+01,2.549378409e+01,7.634865404e+01,5.750826472e+01,9.731887235e+01,5.666977588e+01,6.707691298e+01,4.317356414e+01
8.941310759e+01,3.275785577e-01,6.110171074e+00,5.177554681e+01,9.336589850e+01,5.879324481e+01,8.552773986e+01,1.672892782e+01,7.873148932e+01,5.429574037e+01,3.080147524e+01,6.486473113e+01,4.395605472e+01,7.613601455e+01,7.445832987e+01,5.040417527e+01,3.077674404e+01,4.169272793e+01,4.614048042e+01,1.276128706e+01,3.525949136e+01,8.274073150e-01,7.647088201e+01,2.118683752e+01,3.354788160e+01,3.408729040e+01,3.456882296e+01,7.213347886e+01,1.129537257e+01,7.250844606e+01,2.361991741e+01,4.467170226e+01,3.281716877e+01,6.409369192e+01,9.007670684e+01,3.413178210e+01,9.388375342e+01,6.151122395e+01,1.860457559e+01,4.545165167e+01,5.273486703e+01,5.158435575e+01,2.680051969e+00,6.595310452e+01,3.753008193e+01,9.476802167e+01,7.143196437e+01,3.920649833e+01,9.115934313e+01,8.483410321e+01,1.689463903e+01,8.785003399e+00,4.934368145e+01,8.866561409e+01,5.719770969e+01,1.255620694e+01,6.805710089e+01,7.361068600e+01,1.943696896e+01,5.760634949e+01,4.426896994e+01,8.378643600e+01,7.879306666e+01,5.722996118e+01,4.419346444e+01,1.383463659e+01,8.462986514e+01,4.142321422e+01,2.817255697e+01,3.359555704e+00
6.684013201e+01,6.060262754e+00,5.075207690e+01,5.543378332e+01,7.681605490e+01,8.783889784e+01,9.996992592e+01,4.660727655e+01,7.386536701e+01,4.774151421e+01,3.296861388e+01,4.473262349e+01,9.311770225e+01,1.739698352e+00,9.411857472e+01,6.472654660e+01,3.620252242e+00,9.639918881e+01,4.849481834e+00,3.998286109e+01,3.188939326e+00,1.690126526e+01,7.095311712e+01,7.552186233e+00,4.296128343e+01,7.165857442e+01,3.189099995e+01,6.737551575e+01,7.867194175e+00,1.473425829e+01,7.882215154e+01,7.091694892e+01,2.413245191e+01,2.328803329e+01,6.630912632e+01,8.301445373e+00,7.543209461e+01,1.141164730e+00,9.784335876e+01,7.705229033e+01,9.140591312e+01,3.898060951e+01,9.229497604e+01,7.704834232e+00,1.639534650e+01,8.955104907e+00,5.664192483e+01,5.980977766e+01,2.503210523e+00,9.610029673e+01,2.923339309e+01,9.929075987e+01,5.231800109e+00,1.441338932e+01,7.645108429e+01,6.061257773e+01,2.858057835e+01,1.386005402e+01,4.100987783e+01,2.040657119e+01,5.073086332e+01,4.006619850e+01,1.487748740e+01,2.403235155e+01,6.727003819e+01,6.826973069e+01,9.517542186e+01,6.232416300e+01,7.852168847e+01,6.477282283e+01
3.375977616e+00,2.383382987e+01,2.928038360e+01,5.076563759e+00,8.677661239e+01,5.490066947e+01,4.879592954e+01,4.321126886e+01,5.293109836e+01,1.440382268e+01,4.625762671e+01,6.408624313e+01,2.978278885e+01,3.920353396e+01,3.446574302e+01,1.860110502e+01,3.737184580e+01,8.761509895e+01,7.218755984e+01,7.972532884e+01,5.840599025e+01,7.002432618e+01,7.215710098e+01,2.278408355e+00,2.817665885e+01,5.538993012e+01,4.044966716e+01,8.412467186e+01,6.834723788e+01,5.821097759e+01,6.757513053e+01,1.949170712e+01,9.823494697e+01,5.581324520e+01,7.991420806e+00,1.583260200e+01,2.609066882e+01,7.296907636e+01,8.851747133e+01,5.948826918e+01,3.503164564e+01,5.082691414e+01,5.164025998e+01,3.020183778e+01,6.903983642e+01,3.399970886e+01,9.887209242e+00,4.983195686e+01,3.554787258e+01,4.267791779e+01,8.328223981e+01,7.769457296e+00,6.979980574e+01,3.845478988e+01,9.916989894e+01,8.451851214e+00,4.646794900e+01,1.139591634e-02,8.682781142e+01,4.180497210e+00,9.847707508e+01,1.919503007e+01,8.835228902e+01,5.926414307e+01,3.194323670e+01,3.541374927e+01,7.791806290e+01,5.953888139e+01,4.366730758e+01,2.399522877e+00
