v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
1.215366072e+01,7.075469150e+01,4.480702024e+01,8.181274032e+01,6.964712510e+01,3.688096137e+01,8.217062621e+01,5.618648689e+01,2.685533114e+01,4.451652941e+01,9.402441976e+01
5.378004261e+01,8.300928629e+01,7.184773257e+01,9.036140963e+01,2.474731696e+01,6.318244874e+01,2.255426464e+01,7.060270000e+01,4.642403037e+01,1.338157508e+01,7.591813004e+01
5.284407855e+01,2.076940485e+01,5.615027539e+01,5.494192326e+01,6.785829539e+01,2.438190116e+01,3.473213089e+01,3.107552480e+01,8.552854554e+01,4.926252062e+00,3.641764393e+01
5.328998288e+01,9.866484949e+01,3.828538319e+01,8.476409013e+01,1.802230939e+01,2.641470833e+01,2.453663842e+01,4.282011808e+01,4.553331900e+01,2.193273946e+01,5.510318438e+01
7.348376435e+01,5.471183889e+01,6.685959555e+01,4.695471242e+01,5.962183258e+01,5.024701514e+01,6.518711208e+01,4.829853212e+01,9.852011084e+01,1.416424489e+01,6.147154886e+01
9.482809049e+01,2.024216868e+01,6.636127861e+01,4.447516411e+01,3.535823778e+01,7.821557602e+01,9.751096617e+01,3.658682690e-01,6.484212581e+01,6.701616465e+01,6.597200553e+00
2.910047510e+01,5.043670246e+01,6.828024639e+01,4.606140192e+01,7.914183622e+01,6.886864528e+00,5.294918055e+01,5.257070532e+01,7.050682085e+01,4.859843043e+01,3.682614634e+01
3.669401901e+00,6.724641063e+01,4.249637820e+00,5.214034846e+00,8.932747544e+01,1.663819506e+01,7.687599368e+01,6.995185827e+01,9.395503921e+01,1.423179147e+01,2.862006755e+00
2.035464352e+00,9.252266034e+01,7.038377432e+01,6.550912441e+01,7.593205057e+01,8.692942158e+01,6.834718080e+01,1.385170734e+01,1.155936641e+01,7.725483708e+01,5.470788019e+01
5.921912536e+01,4.003750509e+01,3.876237927e+01,1.869640495e+01,4.823684190e+01,5.452250672e-01,7.738098368e+01,7.128112702e+01,9.875772073e+01,2.713190615e+01,1.188748925e+01
1.708699780e+01,5.023439394e+01,6.047795436e+01,8.806307516e+00,4.208418486e+01,9.919953176e+01,3.197121400e+01,5.843527730e+01,6.257782423e+01,1.194413066e+01,4.062829062e+01
7.967476967e+01,8.628531336e+01,3.993394356e+01,8.910303048e+01,8.080486339e+01,5.471934211e+01,4.147991389e+01,7.326545543e+01,5.921443955e+01,7.495384575e-01,8.691870164e+01
1.669621182e+01,3.640777348e+01,7.170414696e+01,5.591851439e+01,3.921997359e+01,1.272616014e+01,6.257430414e+01,7.052058646e+00,2.235012981e+01,1.580341754e+01,8.129598397e+01
6.559725124e+01,6.407389669e+01,1.835548470e+01,3.665700131e+01,5.215656565e+01,5.890509170e+01,5.735484838e+01,8.899727563e+00,7.165398525e+00,5.328929014e+01,2.578923383e+01
9.685750725e+01,3.223139282e+01,7.925878543e+01,6.965641032e+01,7.139237616e+01,6.668346418e+01,1.924061937e+01,7.149251884e+01,7.126097796e+01,8.817922954e+01,3.780940557e+00
5.365689611e+00,9.037583100e+01,3.481287684e+01,9.306419616e+01,8.616218910e+01,3.023473649e+01,7.223588044e+01,6.824509901e+01,6.309920158e+01,2.348579517e+01,7.664206060e+01
7.941122043e+01,8.181671571e+01,5.498935131e+01,3.917878374e+01,4.744749806e+01,1.884100734e+01,9.239903770e+01,9.906020980e+00,8.235505097e+01,3.937125019e+01,5.178516236e+00
6.120327742e+01,5.279338927e+01,4.431492352e+01,2.109893303e+01,7.858526605e+01,5.667279423e+01,7.743964942e+01,1.312597352e+01,7.748098326e+01,6.154637930e+01,4.385568431e+01
8.531533476e+01,1.053622306e+01,9.313136064e+01,2.944148845e+01,1.982473615e+01,9.271353240e+01,7.969286486e+01,9.040542842e+01,5.890816852e+01,6.165121663e+01,1.728656278e+01
8.352259744e+00,4.430153966e+01,9.485818921e+01,7.090440536e+01,2.671728611e+01,3.101652382e+00,5.624585651e+00,8.532459932e+01,2.397287959e+00,2.187132841e+01,8.655687673e+01
9.313128444e+01,7.633770269e+01,1.962904836e+01,4.959289216e+01,3.982102335e+01,4.477195117e+01,8.846664297e+01,6.209721548e+01,9.691979067e+01,7.581583299e+01,7.006775717e+01
8.344276445e+01,6.571651523e+01,2.419899715e+01,6.171078477e+01,1.772230823e+01,9.892519116e+01,5.556575242e+01,4.995708594e+01,9.284015207e+01,7.556215236e+01,3.650373093e+01
1.732145967e+00,1.655356029e+01,1.259264734e+01,5.830665774e+01,6.134626829e+01,8.161745046e+01,6.528898667e+01,5.583417091e+01,6.176644778e+01,6.141116183e+01,7.493444373e+01
9.289893807e+01,1.617516569e+01,4.475059587e+01,8.487043677e+01,5.590447237e+01,1.488016178e+01,3.596098839e+01,5.061313771e+00,8.868855247e+01,6.397410005e+01,7.210243078e+00
6.247533191e+00,2.948356593e+01,8.862163588e+01,3.700807950e+01,8.912783394e+01,2.671038041e+01,5.342943109e+01,8.367321551e+01,4.998743436e+01,9.676545939e+01,6.795753157e+01
9.365085070e+01,8.043766870e+01,5.649462639e+01,9.185592865e+01,6.055475898e+01,6.089455005e+01,3.509043502e+01,5.069805053e+01,9.992968022e+01,8.000671692e+01,5.255464845e+01
9.849512675e+01,4.896433761e+01,7.273812999e+01,4.224978931e+01,3.447351670e+01,2.324309099e+01,9.515479003e+01,9.407972327e+01,2.427226107e+01,8.252599098e+01,8.153647782e+01
7.062467225e+01,9.623006492e+01,4.165643795e+01,5.687639173e+01,5.296902566e+01,5.980928147e+01,5.043759156e+01,8.441755720e+01,5.990857430e+01,2.858022107e+01,2.648281651e+01
5.025506731e+01,7.199679716e+01,6.780631507e+01,3.429340045e+01,2.251041760e+01,3.901629368e+01,1.349500577e+01,4.579456404e+01,3.607869889e+01,9.200242624e+01,9.557568318e+01
6.132193542e+01,7.620971154e+01,9.298129432e+01,1.579729569e+01,7.181334767e+01,4.401815596e+01,3.921946718e+01,9.694176312e+01,4.674715297e+01,5.258815897e+01,3.382135721e+01
5.647134672e+01,8.633031402e+01,5.527244530e+01,4.593133050e+01,5.684100655e+01,6.162119761e+01,8.691680494e+01,2.725651989e+01,4.387874028e+01,2.463508654e+01,3.497571671e+01
7.886652748e+01,2.224555088e+01,2.276104839e+01,9.823141825e+01,9.713551555e+01,8.599196203e+01,7.534142637e+01,1.810097210e+01,1.854578904e+01,3.862502244e+01,5.534377832e+01
6.405992599e+01,1.742565753e+00,1.327514872e+01,5.155292551e+01,9.412049645e+01,8.018363930e+01,4.046904391e+01,4.453857543e+01,1.053438631e+01,6.282843845e+01,2.860335870e+01
2.907515992e+01,7.485442118e+01,3.759897636e+01,7.224557838e+01,8.551096437e+01,3.958933027e+01,6.290393395e+01,5.764348793e+01,2.369844863e+01,5.437720310e+01,1.986259940e+01
2.626918078e+01,5.549256151e+00,5.890404992e+01,6.194899046e+01,6.957310096e+01,8.098487611e+01,1.399651296e+01,4.838014700e+01,9.015679266e+01,5.735084559e+01,6.637406074e+01
8.359101494e+01,6.905435523e+01,6.881617165e+01,1.257966201e+01,8.252827954e+01,6.324850946e+00,4.755967082e+00,1.196857826e+01,4.745015434e-01,4.869291836e+01,2.348336450e+01
7.085161114e+01,5.400368085e+01,1.279025973e+01,1.098720967e+01,7.706068996e+01,6.464402992e+01,1.668948922e+01,2.455808116e+01,6.880663195e+01,8.993661060e+01,9.782412548e+01
6.828681680e+01,2.773693174e+01,2.640157896e+01,7.784218563e+01,6.706366663e+01,2.196901054e+01,2.854891968e+01,7.565683162e+01,3.377205859e+01,1.973241342e+01,9.747020567e+01
6.781851079e+01,9.923252761e-01,5.297292467e+01,7.044107779e+01,9.875476891e+01,9.801000614e+01,9.598448546e+01,8.090191478e+01,2.611832297e+01,6.876837352e+01,8.117729618e+01
2.082527152e+01,6.463966684e+01,5.285102126e+01,1.344878814e+01,7.333684806e+01,7.182886430e+01,2.585937148e+01,4.151633965e+01,1.295839201e+00,4.684959927e+01,2.029974227e+01
2.753540774e+01,8.973937061e+01,5.336476598e+01,5.841516872e+01,8.982010657e+01,8.004790593e+01,8.411714620e+01,4.374762229e+01,9.446046335e+01,9.949288686e+01,9.074547025e+01
7.171628937e+00,2.909802614e+01,6.344074979e+01,4.713587404e+00,2.052791894e+01,4.796281779e+01,2.661916312e+01,4.693774685e+00,8.854821017e+01,3.778561850e+01,5.761881737e+01
4.840450600e+01,1.806200915e+01,7.702006143e+01,4.151692628e+01,8.018505000e+01,4.997019675e+01,3.580417930e+01,6.554057898e+01,7.705466613e+01,5.937641788e+01,9.130465619e+01
8.721039062e+01,3.252445174e+01,4.129110535e+01,3.386392252e+01,9.549783599e+01,6.752260177e+01,9.857495740e+00,5.173673176e+01,4.817634075e+01,4.396904279e+01,3.314247149e+01
4.387884683e+01,9.107251694e+01,8.685200284e+01,6.471764140e+01,1.845922044e+01,9.479656914e+01,7.046907551e+01,9.720316079e+01,7.714242106e+01,4.015668891e+01,4.877373564e+01
8.427212395e+01,5.380233785e+01,8.064002488e+01,3.850446881e+01,3.245363039e+00,5.045851371e+01,6.101568044e+01,9.942600177e+01,4.838560183e+01,4.005512207e+01,7.900094061e+01
8.371544129e+01,7.525213684e+01,4.788939645e+01,3.949188143e+01,5.484742256e+01,9.397118216e+01,5.805877742e+01,8.579163898e+00,9.885700443e+01,3.279651177e+01,3.618904200e+01
8.062562034e+01,2.290814673e+01,3.409964963e+01,8.888415234e+01,5.806414467e+01,3.303061066e+01,3.288342029e+01,6.037449428e+00,5.636867383e+01,6.016531871e+01,1.815144322e+01
5.438607417e+00,7.958475628e+00,3.427455168e+01,9.676506482e+00,1.354736452e+01,4.499478075e+01,3.067382636e+01,7.579050871e+01,6.842019541e+01,1.783894548e+01,3.663012529e+01
9.586958928e+01,7.184039362e+01,7.624123273e+01,5.062157960e+01,7.713812117e-01,1.095393239e+01,5.453723813e+01,7.660415574e+01,1.735222302e+00,2.770913460e+01,1.543243438e+01
5.098262713e+01,5.931114821e+01,3.776097970e+01,7.387842234e+01,3.855346516e+01,4.530387204e+01,4.065200782e+01,4.672685315e+01,4.542504745e+01,2.800235557e+01,4.761686321e+01
2.106029656e+00,4.773641093e+01,1.570867048e+01,7.417160478e+01,4.637497074e+00,2.657921132e+01,6.773062810e+01,5.910651564e+01,7.582292802e+01,9.017925498e+01,5.305131008e+00
8.552776982e+01,1.815282807e+01,3.697019379e+01,5.329026047e+00,8.204047268e+01,1.608320516e+01,3.620954522e+01,6.266384288e+01,2.110433613e+01,2.611955635e+01,8.783818715e+01
2.696435276e+01,4.200350245e+01,5.341321098e+01,4.847980187e+01,5.845094313e+01,1.372286001e+00,1.767453989e+01,8.856211695e+01,9.486545656e+01,4.358411963e+01,1.919467557e+01
7.337515766e+01,8.476588605e+01,7.314341566e+01,7.410175254e+00,6.289314402e+01,9.975030300e+01,1.376239647e+01,9.327751413e+01,9.528880987e+01,9.046777505e+01,7.187385075e+01
6.899327863e+01,5.043493561e+00,3.901680320e+01,8.640142185e+01,3.100133918e+00,2.689616613e+01,7.620092742e+01,8.757461011e+01,3.618463422e+01,1.535410257e+01,2.297595242e+01
8.964294092e+01,1.898633845e+01,7.373558954e+01,7.067569925e+01,1.399837680e+01,1.495687927e+01,4.705677910e+01,7.355730305e+01,7.358721120e+01,1.060083461e+00,9.735770903e+01
7.220743036e+01,6.836808098e+01,8.839478391e+00,9.456851533e+00,4.536084367e+01,7.299339233e+01,8.861285367e+01,6.398473327e+01,1.955110499e+01,3.757718219e+01,4.995122997e+01
1.584906811e+01,7.451273236e+01,5.880191915e+01,8.284287940e+01,2.566278573e+01,6.928154003e+01,1.488028165e+01,3.225716034e+01,2.444852325e+00,5.063937651e+01,1.277363169e+01
1.529370487e+00,1.131074320e-01,1.593849610e+01,5.557970902e+01,1.018242503e+01,5.171626684e+01,5.993154381e+00,9.618832754e+01,5.008601199e+01,2.393781569e+01,6.524520800e+01
9.876540980e+01,9.790485263e+01,9.526830888e+01,4.238614729e+01,6.348035661e+01,6.257964282e+01,3.139770754e+01,8.231220530e+01,8.143293106e+01,4.298503049e+01,6.872179299e+01
7.293004780e+01,6.189346324e+01,9.758632587e+01,8.514836615e+01,5.241768043e+01,6.582980665e+01,1.431130248e+01,3.664748979e+00,3.070683232e+01,9.608011194e+01,4.285621543e+01
6.962399386e+01,6.743967214e+00,4.674251972e+01,7.772080976e+01,9.929159366e+01,7.579422306e+00,6.056768303e+01,9.882216088e+01,8.351914236e+01,8.772231995e+01,3.608660012e+00
8.929034809e+01,8.923212493e+01,1.008484658e+01,3.115356879e+01,8.218003574e+00,4.192691069e+01,2.000514708e+01,1.686023749e+01,2.245411504e+01,8.968925929e+01,4.802940328e+01
2.531231912e+01,1.470618189e+01,7.431861491e+01,6.449783824e+01,8.102502417e+01,5.919800981e+01,2.804115813e+01,2.132863725e+01,6.101161135e+01,7.478110809e+01,9.317641378e+01
7.834263205e+01,7.172650076e+00,6.095317294e+01,1.075411288e+01,1.565952559e+01,7.703433710e+01,8.037825283e+01,9.837317516e+01,3.192301354e+01,9.063635925e+01,6.161137171e+01
9.375753372e+01,1.779378805e+01,9.377027663e+01,7.950992899e+01,4.500065633e+01,8.021840721e+01,6.760970965e+01,6.149766167e+01,3.312325878e+01,3.361847867e+01,3.091229447e+01
5.632188430e+01,8.129729439e+01,7.005625643e+01,6.826349102e+01,2.162252252e+01,7.944859760e+01,5.777033867e+01,6.966508550e+01,4.577167385e+01,7.025396202e+01,5.434189862e+00
5.940654555e+01,7.048436697e+01,4.365063315e+00,1.027565463e+01,5.196259592e+01,9.077728395e+01,9.394978341e+01,2.826843727e+01,5.065203457e+01,8.291584429e+01,7.265059115e+01
9.803417788e+01,1.481023023e+00,5.920217078e+01,7.923003858e+01,3.605806824e+01,8.065101526e+01,9.981415448e+01,7.675943999e+01,3.964711970e+01,9.313526021e+01,7.078370849e+01
9.618814760e+01,1.458928442e+01,3.213185872e+01,4.164611101e+01,3.127460954e+01,2.923381364e-01,1.017917800e+01,4.883100998e+01,5.877090787e+01,8.363669369e+01,2.932855514e+01
1.344597289e+01,1.527090803e+01,1.794843767e+01,3.507136795e+01,6.713001853e+01,2.466306613e+01,8.887993560e+01,8.095068143e+00,2.224591486e+01,2.532212000e+01,8.675731763e-01
2.771106187e+01,6.887625912e+01,8.305861787e+01,9.478077749e+01,3.357382816e+01,4.838583168e+01,7.356423736e+01,7.619522037e+01,6.642739729e+00,5.544925625e+01,5.140349157e+01
6.757877670e+01,4.101804268e+01,3.707009562e+01,9.339407489e+01,1.380560072e+01,7.459299358e+01,2.618609213e+01,3.804551818e+01,5.412802480e+01,1.057664730e+01,6.289588255e+01
3.734611497e+01,6.480366740e+01,2.631543282e+00,6.481027260e+01,1.172002944e+01,5.419033892e+01,5.070706799e+01,2.344070645e+01,1.579909349e+01,7.709178281e+00,3.349774095e+01
8.506740195e+01,2.094530620e+01,5.080178072e+01,5.959527866e+01,6.320814945e+01,9.259526932e+01,8.943392601e+01,6.030791797e+01,9.492746023e+01,6.539848536e+01,7.744484697e+01
2.585554450e+01,1.035082190e+01,6.106178180e+01,2.752065320e+00,6.377819564e+00,8.542360883e+00,3.909934604e+01,8.276569178e+01,5.333098161e+01,6.866801092e+00,2.840104867e+01
7.509815665e+01,7.306391190e+01,9.010532366e+01,7.431943467e+01,2.952073159e+01,5.491183326e+01,6.134100144e+01,5.493701471e+01,7.185647572e+01,2.100565336e+01,1.252438412e+01
7.127667151e+01,5.548029360e+01,9.348700926e+01,3.162472653e+01,6.491181629e+01,9.010345782e+00,6.382233894e+01,7.633793721e+01,2.731567045e+01,7.822495936e+01,1.621770721e+01
9.739755718e+00,9.760999042e+01,6.619439658e+01,7.356076366e+01,7.251590499e+01,9.569447316e+01,7.415901796e+01,6.274022033e+01,5.861001312e+01,8.096250977e+01,3.351693602e+01
5.161879434e+01,6.071481107e+01,9.670487367e+01,3.549001799e+01,8.697424271e+01,8.724088825e+01,9.827338022e+01,3.158819605e+01,4.450863306e+01,4.771293273e+01,1.795309805e+01
4.919330950e+01,7.667739425e+01,3.469700694e+00,7.039642931e+01,3.389141873e+00,8.683473774e+00,3.931973407e+01,3.641889111e+01,8.802357333e+01,8.182191031e+01,6.907617893e+01
2.680651403e+01,4.279808622e+01,5.871917002e+01,7.319968578e+01,4.404133943e+01,7.923613059e+01,2.778065134e+01,2.762208430e+01,1.260415015e+01,1.996739298e+01,8.987298285e+01
7.562186727e+01,5.992386019e+01,1.351782330e+01,5.874799630e+01,4.057075018e+01,7.552554376e+01,5.543612085e+01,6.416637409e+01,3.447242988e+01,9.694118361e+01,4.391752646e+01
1.889785842e+01,2.219099427e+01,2.527183215e+01,7.973322349e+01,6.742063387e+01,6.399350318e+01,5.677820780e+01,2.697191755e+01,3.700631529e+01,5.609576594e+01,8.204707505e+01
5.951000900e+01,4.462753008e+01,7.789395615e+01,1.451579149e+01,7.800650408e+01,7.433613142e+01,8.283332356e+01,4.987421749e+01,8.072367530e+01,1.466725820e+01,6.505036063e+01
3.211598998e+01,8.748266883e+01,2.186720865e+01,9.159748412e+01,9.795298669e+01,3.063666436e+01,7.634937600e+01,2.371672751e+01,1.502262909e+01,8.849660156e+01,1.961149871e+01
7.392675856e+01,8.901477176e+01,7.409447832e+01,7.859299063e+01,2.737057874e+01,2.250751670e+01,7.436834445e+01,2.656803141e+00,3.597756851e+01,7.591976544e+01,3.142581817e+00
9.899189618e+01,2.832549392e+01,2.994738721e+01,8.602215752e+01,9.821323571e+01,6.300256057e+01,4.173927737e+01,1.520802639e+01,3.404046981e-01,8.979326952e+01,5.525344630e+01
9.831435168e+01,8.967510804e+01,5.608912105e+01,4.587669647e+01,9.578900282e+01,5.674484447e+01,8.082527993e+01,2.292114337e+01,7.224307983e+01,7.854181003e+01,3.904376934e+01
6.346050812e+01,5.267152171e+01,3.390054857e+01,8.555355309e+01,2.233187749e+01,2.842324511e+00,1.268534971e+01,5.657628600e+01,5.791730851e+01,9.222542260e+01,9.846061301e+01
8.126221778e+00,8.274313686e+01,7.618671413e+01,7.484391472e+01,1.086932797e+01,6.688761098e+01,9.781137817e+01,3.142029565e+01,6.260870261e+01,1.729748889e+01,8.741500233e+01
8.933211106e+01,9.453351922e+01,8.071466119e+01,7.546974153e+01,9.058002948e+01,4.508781143e+01,4.965789455e+01,6.634624612e+01,5.111288489e+01,6.361300281e+01,5.571014387e+01
3.317371721e+01,7.658737814e+01,9.836506039e+01,9.960133030e+01,6.478047417e+01,8.806896085e+01,4.222129149e+00,3.166148173e+01,6.390695986e+01,4.576477407e+00,8.082413741e+01
4.767683418e+01,5.442300060e+01,7.302289475e+01,2.246959853e+01,3.778373521e+01,3.620739592e+01,7.551462169e+01,5.123890893e+01,5.370732729e+01,6.271498012e+01,6.981786478e+00
4.719596557e+01,7.082234445e+01,6.802652913e+01,9.729928333e+01,6.623220148e+01,9.701837660e+01,4.347212037e+01,3.952205344e+01,5.871888162e+00,6.750105636e+00,5.815777983e+01
2.521902842e+01,3.395323488e+01,8.952917459e+01,6.084422670e+01,7.634076468e+01,1.928242278e+01,9.321195304e+01,7.835561294e+01,8.227664964e+01,4.124759445e+01,1.396886960e+01
8.902997415e+00,4.926941634e+01,6.037299912e+01,9.713548799e+01,5.380524517e+01,4.800516247e+00,5.905552975e+01,2.227879164e+01,1.822976008e+01,9.531524309e+01,3.760549053e+01
2.031889034e+01,9.414072010e+00,8.934608059e+01,6.795249374e+01,7.424495780e+00,8.964621526e+01,2.697089602e+01,3.237747437e+01,3.482062264e+01,8.108942934e+01,8.166041153e+01
6.650881648e+01,9.174774697e+01,8.498041679e+01,2.378804398e+01,6.834259184e+01,5.343632553e+01,9.808452433e+01,6.230378483e+01,5.292794325e+01,3.507150980e+01,4.724826006e+01
1.099944432e+01,6.347564417e+01,4.077986862e+00,7.343584017e+01,6.220062254e+01,4.730833373e+01,1.560029364e+01,1.180060964e+01,5.497569371e+01,1.653122506e+01,1.854473894e+01
2.179918018e+01,7.912609778e+01,6.754201686e+01,6.824666204e+00,1.482712528e+01,6.109829618e+01,1.152854792e+01,1.160243375e+01,6.294340092e+01,2.360318980e+01,7.177171114e+01
8.697067935e+01,7.473292396e+01,6.415645854e+00,9.695733997e+01,8.608658567e+01,8.474622960e+01,5.170460290e+00,4.733433977e+00,4.179932734e+01,8.497134171e+01,8.710921981e+01
4.193841748e+01,7.877411924e+00,4.863546138e+01,3.880940725e+01,2.003828646e+01,7.501533304e+01,5.190246109e+01,1.242181766e+01,2.449034737e+01,3.625427444e+01,5.824151840e+01
3.357379099e+01,7.091114511e+01,8.914642337e+01,4.032555749e+01,7.944300627e+01,4.154494748e+01,1.949580488e+01,7.878346854e+01,9.658316927e+01,1.792149354e+01,3.197646607e+01
9.747843640e+01,4.286813573e+01,3.199221693e+01,3.198713875e+01,1.582720500e+01,9.820290459e+01,2.273972882e+01,1.322157501e+01,7.384934945e+01,1.186169762e+01,4.778389073e+01
5.183780302e+01,9.739169653e+01,1.414696304e+01,5.507332750e+01,9.160444310e+01,6.372253778e+01,4.841402231e+01,1.585179841e+01,4.249488138e+00,4.965302144e+01,2.110954416e+01
6.191428956e+01,9.531824600e+01,7.055955745e+01,6.970897039e+01,1.736725844e+01,2.764846754e+01,2.650760118e+01,1.420947271e+01,5.026376156e+01,3.701932628e-01,7.842817404e+01
7.288625975e+01,7.427276091e-01,6.662795510e+01,4.345532073e+01,5.139852986e+01,2.785817909e+01,9.565100109e+01,3.444954835e+01,2.394764868e+01,1.803149312e+01,9.465041022e+01
3.844594515e+01,9.945093164e+01,1.637396604e+01,2.431528164e+01,2.108525720e+01,9.790494067e+00,7.779719144e+01,8.610659002e+01,5.672418416e+01,6.185910742e+01,8.006570557e+01
8.912012826e+01,8.846562575e+01,7.388922554e+00,5.985898096e+01,3.738092265e+00,7.697130791e+01,9.968582447e+01,4.952902724e+01,3.699406761e+00,9.986592181e+01,7.996988729e+01
9.110496794e+01,6.801866394e+01,9.873278831e+01,4.101476903e+01,8.850360123e+01,6.746171538e+01,2.879797770e+01,4.713820690e+01,9.656518597e+00,3.124766022e+00,7.579232182e+01
7.328823687e+01,9.118378889e+00,6.248539685e+01,5.694414649e+01,9.373523899e+01,3.097619221e+01,6.698082487e+01,9.911799605e+01,6.718622208e+01,5.429780488e+00,9.208739647e+01
4.206966567e+01,3.247723783e+01,3.436667755e+01,7.528108605e+01,4.342608948e+01,5.933173094e+01,8.754720293e+01,2.283164378e+01,2.159760167e+01,5.366251581e+01,5.419635784e+01
6.508403292e+01,4.867162503e+01,9.733058263e+01,9.505188395e+01,2.449709224e+01,8.759783965e+01,9.448337427e+01,3.096295456e+01,7.495814159e+01,5.007064410e+01,5.674448688e+01
7.245423828e+01,3.906038538e+00,5.351610399e+01,3.741870658e+01,9.118838182e+01,6.032945895e+01,3.174752391e+01,6.646795528e+00,2.273551442e-01,3.527778720e+01,5.039545230e+01
3.220077374e+01,8.521811105e+01,4.141710265e+01,6.864919839e+01,2.453282617e+01,3.501071343e+00,6.479193937e+01,7.266889433e+01,7.107215873e+01,8.176968074e+01,9.519091007e+01
5.174012026e+01,6.424614924e+01,2.847250521e+01,2.487393323e+01,7.490787125e+01,9.213056424e+01,1.830077634e-01,7.378818601e+01,1.704444277e+01,7.262597581e+01,4.325127462e-01
7.572726564e+01,3.627815739e+01,9.988740957e+01,5.701599008e+01,1.748667886e+01,9.006262789e+01,3.571693627e+01,4.701598196e+01,8.500474440e+01,3.635745864e+01,3.509254935e+01
9.067976694e+01,3.104841770e-02,1.099093540e+01,6.835576718e+01,8.186547447e+01,5.568690679e+01,6.347128451e+01,1.989328739e+01,8.327972973e+01,3.583815789e+01,6.367945466e+01
7.144646518e+01,3.189066190e+01,8.982143377e+01,3.141858837e+00,1.161408459e+01,3.262623581e+00,5.176618385e+01,5.569888711e+00,3.118247110e+01,6.296543666e+01,4.823907755e+01
2.150685329e+01,3.387207185e+01,6.762020495e+00,1.702606412e+00,3.841876275e+01,7.098138468e+01,3.678864530e+01,9.331550995e+01,6.737175915e+01,7.245776285e+01,5.558851548e+01
8.992357124e+01,1.231329704e+01,8.572448989e+01,6.070418975e+01,4.868508405e+01,5.835804598e+01,6.588284354e+01,2.925354609e+01,4.796080633e+01,2.323678676e+01,9.307114136e+00
3.108232336e+01,7.311740593e+01,5.708187834e+01,2.116952509e+01,2.918469472e+01,5.132830748e+01,1.008887869e+01,8.897394896e+01,4.658903332e+01,9.305231431e+01,8.939498727e+01
1.243103214e+01,7.144650657e+01,1.890305755e+01,3.024187164e+01,9.061251807e+01,9.183038816e+01,4.768677595e+01,6.884680550e+01,2.219680931e+01,6.517535551e+00,4.974500215e+01
7.387197893e+01,9.520097380e+01,1.845748905e+01,5.213346702e+01,1.697331933e+01,3.596734440e+01,6.013126131e+01,3.884861487e+01,2.084139661e+01,1.439007211e+01,9.523195795e+01
1.273144257e+01,6.452219499e+01,1.687327012e+01,9.815083039e+01,5.254325097e+01,2.182343977e+01,7.709667208e+01,2.571243961e+01,7.269587623e+01,8.610384115e+00,1.132008195e+01
5.062333816e+01,3.749083581e+01,7.446101308e+01,1.206947499e+01,8.022377605e+01,6.490722084e+01,9.227417167e+01,3.796679119e+00,2.888731620e+00,1.499903765e+00,5.785596929e+00
8.209641717e+01,8.460982608e+01,9.606870296e+01,9.925017942e+01,9.447192449e+01,2.346059471e+01,5.656572202e+01,2.806823884e+00,5.235102458e+01,8.425671109e+01,6.966955017e+01
6.740565150e+01,1.881069607e+01,9.779336030e+01,5.883844925e+01,2.199659686e+01,1.456074637e+01,9.490220664e+01,6.308076048e+01,8.814019901e+00,4.610425112e+01,6.476835981e+01
2.339128433e-01,9.912688606e+01,8.795932441e+01,7.401772931e+01,9.816534292e+01,4.623606496e+01,5.565679031e+01,4.975625014e+01,6.249639741e+01,4.989239849e+01,4.909408383e+01
3.358362883e+00,7.564538613e+01,6.497861311e+01,2.470239762e+01,3.650717337e+01,7.461136027e+01,1.785956826e+01,6.194693652e+00,7.243167678e+01,4.186290940e+01,1.976363127e+01
2.929817505e+01,2.811585537e+01,3.074653199e+01,2.143714371e+01,7.019685404e+01,5.575957941e+00,2.350535811e+01,2.040372839e+01,7.448278339e+00,4.805775773e+01,8.498562063e+01
9.191578097e+01,9.826252861e+01,9.260553651e+01,1.664517312e+01,7.027588187e+01,3.924327498e+01,9.385880829e+01,2.236319921e+01,4.520926322e+01,9.436277568e+01,9.952704169e+01
2.609134251e+01,4.635789181e+01,2.533879557e+00,2.779119101e+01,6.426771560e+00,3.054085438e+01,8.963252374e+01,9.577812913e+01,6.029617720e+01,4.885789540e+00,5.564333852e+01
8.589632167e+01,5.699295290e+01,1.923953510e+01,6.812251605e+01,4.709771653e+00,7.907333284e+01,3.963749979e+01,7.716931059e+01,4.702214595e+00,6.475205107e+01,5.187138714e+01
1.808055021e+00,9.153700160e+01,8.111373728e+01,1.306761098e+01,3.397275323e+01,9.670195070e+01,1.881211061e+00,8.674076829e+01,8.110866167e+01,1.776258552e+01,2.442347316e+01
2.671248199e+00,4.360318366e+01,2.356051262e+01,2.959600056e+01,1.095390714e+01,8.762567065e+01,4.004910877e+01,1.737488021e+01,7.619175260e+01,2.978440108e+01,2.418822941e+01
4.631319359e+01,3.704671862e+01,6.067431467e+01,3.756228831e+01,9.888279448e+01,5.824762335e+01,6.028997171e+01,3.502424261e+01,9.731237289e+01,7.748568358e+01,5.807065735e+00
5.972469092e+01,9.130546825e+01,4.711269132e+01,7.421406377e+01,3.298750744e+01,3.287224673e+01,3.393343645e+00,5.070441981e+01,2.142587619e+01,2.993273420e+01,7.998856391e-01
6.030684143e+01,8.337636108e+01,5.197265781e+01,7.242965888e+01,2.522439993e+01,9.154080213e+01,1.596437631e+01,2.327784367e+01,1.776965746e+01,3.436868991e+01,5.939756259e+01
