v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83
4.126984489e+01,3.267945894e+01,1.876541696e+01,8.238064279e+01,8.397422188e+01,8.180137117e+01,4.157590898e+00,1.154213338e+01,2.602288166e+01,9.170421048e+01,1.412500138e+01,3.961887712e+01,9.042560780e+01,7.429943487e+01,2.207805130e+01,7.053888099e+00,6.501158505e+01,7.944958613e+01,8.224378146e+00,2.769900605e+01,1.405609750e+01,6.474143097e+01,3.848626711e+01,4.836690365e+01,2.873896505e+01,3.597443446e+01,5.313363320e+00,6.045195609e+01,8.705845607e+01,4.520516328e+01,8.166431441e+01,5.235604477e+01,2.954234701e+01,9.802257978e+01,6.400685622e+01,5.307881376e+01,4.942665259e+01,6.359790017e+01,5.341467026e+01,5.039389698e+01,4.457979093e+00,5.240739225e+01,9.142892545e+01,4.756933571e+01,9.869853476e+01,4.154136139e+01,7.519950347e+01,6.241665270e+01,2.913721237e+01,2.506143554e+01,9.605133331e+01,6.022989194e+01,1.438812018e+00,7.373133794e+01,5.971662956e+01,4.046110634e+01,8.370677900e+01,3.883271726e+01,7.100441708e+01,2.093806977e+01,8.318350150e+01,8.756357209e+01,7.734742973e+01,6.302294596e+01,6.345671301e+01,4.813849937e+01,3.769729171e+01,4.714866521e+01,7.954988921e+01,5.662076821e+01,3.443141172e+01,5.485357951e+01,5.101012075e+01,7.365938202e+01,2.205661633e+01,6.857046896e+01,6.778219054e+01,2.561077644e+01,9.307495947e+01,6.246905531e+01,9.210631220e+01,8.822476949e+01,3.250589075e+01
3.581356772e+01,9.457640968e+01,9.171634527e+01,8.461078895e+01,1.806746215e+01,9.342024824e+00,5.866860209e+01,1.472816963e+01,3.414350487e+01,2.059136431e+01,1.528436054e+00,7.123331825e+00,4.214788818e+00,7.332092453e+00,1.328964732e+01,2.797516867e+01,5.724335968e+01,8.032738249e+01,8.552058436e+01,4.764148927e+01,2.030221853e+01,1.897773123e+01,3.975284377e+01,7.155989395e+00,5.128525969e+01,1.668869355e+01,9.538841117e+01,2.932498007e+01,1.130669442e+01,8.304462248e+01,5.843121238e+01,9.776131914e+01,4.861562217e+01,7.365694301e+00,2.695811132e+01,7.430658902e+01,3.933233673e+01,7.407467396e+01,4.836116291e+01,2.610344646e+01,7.106073314e-01,7.548700996e+01,6.598463452e+01,4.150759218e+01,2.512842063e+01,2.340702051e+01,1.049214045e+01,1.805877877e+01,7.163833753e+01,4.689116699e+01,5.517949915e+01,7.670105099e+01,3.833674356e+01,7.761069066e+01,6.099864478e+01,4.797559228e+01,5.659642727e+01,2.782583762e+01,4.332097327e+01,2.717193136e+01,8.435001825e+01,3.914317070e+01,4.524375839e+01,8.828208939e+01,8.225434594e+00,4.597656772e+01,2.559873764e-01,7.841458433e+01,8.152070261e+00,9.242702815e+01,9.945065878e+01,2.263560670e+01,5.178152984e+01,4.019461986e+01,9.679914748e+01,1.205370993e+01,3.565884718e+01,6.976269966e+01,5.136426417e+00,9.418498125e+01,2.081670142e+01,3.446329935e+01,9.330170302e+01
7.009833667e+01,1.686012051e+01,7.203669992e+01,4.643035191e+01,1.847833084e+01,4.594594366e+01,6.979916293e+01,1.823120279e+01,3.988102242e+01,2.638553662e+01,9.452050837e+01,2.013909737e+01,3.591375354e+01,3.429617292e-01,7.790743174e+01,4.615860699e+01,6.546419698e+01,7.766957960e+01,1.143334288e+01,6.156668923e+01,3.785336036e+01,4.496148958e+01,4.695252076e+01,1.722420032e+01,3.470263072e+01,7.673245997e+01,8.847043779e+00,5.470566602e+01,5.840828727e+01,1.155907843e+01,1.198531715e+01,4.040929655e+01,8.639643534e+00,1.258013989e+01,5.034389157e+01,6.822226040e+01,5.737480724e+01,8.347319782e+01,7.751998731e+01,2.586398010e+01,7.827349663e+01,5.343805706e+01,5.114857845e+01,7.239985729e+01,1.546371951e+01,8.141825238e+01,8.174010657e+00,8.064945844e+01,4.499820549e+01,2.485149966e+01,1.898056850e+01,1.015797368e+01,9.670713601e+01,8.555725836e+01,7.811001774e+01,1.641392063e+01,1.807340843e+01,6.540057857e+01,7.054078030e+01,1.192837529e+01,4.279661852e+01,3.972371499e+01,8.085716481e+01,1.704008668e+01,4.827090763e-01,6.943632601e+01,5.908258287e+01,5.089445502e+00,3.399284272e+01,6.304607353e+01,5.408645134e+01,1.529012098e+01,1.786220255e+01,8.564764911e+01,4.796873995e+01,2.282171996e+01,3.214962621e+01,2.446559472e+01,5.590716477e+01,2.085000652e+01,8.683926236e+01,4.663194161e+01,6.566336372e+01
7.928570376e+01,9.776686378e+01,8.444721787e+01,7.873307221e+00,6.299416783e+01,9.823185028e+01,9.129187304e+01,8.354642559e+01,8.382045003e+01,8.231198546e+01,5.672201979e+01,9.386551478e+01,1.520087058e+01,9.377464173e+01,9.917545332e+01,9.323075149e-01,7.322229354e+01,3.219181002e+01,2.214343852e+01,5.994295223e+01,4.519496404e+01,9.215920850e+01,5.464749107e+01,1.875006181e+01,4.183552618e+01,8.053430099e+01,3.130322324e+01,4.550604898e+00,1.670902127e+01,8.741258680e+01,2.049228123e+01,3.481102699e+01,5.267217624e+01,6.586892908e+01,9.679336578e+01,4.869660822e+01,9.493050716e+00,8.986108375e+01,7.906680173e+01,1.507371800e+01,4.824965955e+01,9.032900269e+01,6.536882863e+01,1.749573262e+01,8.414782495e+01,5.320266866e+01,9.906148858e+00,6.895473847e+01,4.561519225e+01,8.544004723e+01,5.241590401e+01,3.358820119e+00,9.963981739e+01,6.897962941e+01,4.726838436e+00,1.359618372e+01,6.152095101e+01,2.109393900e+01,7.662811522e+01,7.354133557e+00,3.415462414e+01,2.360804935e+01,2.263113902e+00,4.900079336e+01,2.330691873e+01,8.372640585e+01,4.905137027e+01,1.361486689e+01,6.811500589e+01,8.740375599e+01,6.912905903e+01,9.760071522e+01,8.264383547e+01,1.820343670e+01,5.235769223e+01,5.176303372e+01,5.923466956e+01,7.920627068e+01,9.979766251e+01,4.181374384e+00,4.126684754e+01,1.451174047e+01,9.168256690e+01
2.100825463e+00,9.393091612e+01,3.890325444e+01,2.797359235e+01,7.204442545e+01,6.017940561e+01,8.435847525e+01,7.203221083e+00,9.579297979e+01,1.157696226e+01,5.312909962e+01,2.254266002e+01,7.366189974e+01,3.360079072e+01,1.479581416e+01,8.212497526e+01,6.208365530e+01,3.231495051e+01,9.251234864e+01,7.264015326e+01,1.012991075e+01,1.699638782e+01,8.917409819e+00,4.379182896e+01,4.571430418e+01,5.569878382e+01,3.314261176e-01,2.339330837e+01,2.252546742e+01,1.470704221e+01,7.564521996e+01,1.689857293e+01,2.840783415e+01,1.223490668e+01,9.508287483e+01,7.550628008e+00,8.389706514e+01,8.240896861e+01,5.814122025e+01,3.057281616e+01,7.971934664e+01,1.655840558e+01,5.865156091e+01,7.454444802e+01,7.400020394e+01,5.551476388e+01,8.615848752e+01,9.218345807e+01,5.664302598e+01,5.877935044e+01,1.407102990e+01,8.535137174e+01,5.820337489e+01,3.286371046e+01,3.802956637e+01,6.456366927e+01,2.266001146e+01,7.546872390e+01,4.434890871e+01,5.540202163e+01,5.845217689e+01,9.400501907e+01,4.616130831e+01,7.810093182e+01,2.131050202e+01,8.695019814e+01,7.175133341e+00,1.653944089e+01,7.748383019e+01,2.869896205e+01,3.460235665e+01,8.472243628e+01,2.268328117e+01,5.835313296e+01,5.173406208e+01,1.663486758e+01,5.062921059e+01,2.788624157e+01,7.876514752e+01,6.084532452e+00,3.713753842e+01,5.862170509e+01,4.111833650e+00
3.696720935e+01,5.991998148e+01,1.686070569e+01,7.378546915e+01,7.694597746e+01,6.224697941e+01,7.151378068e+01,3.423324622e+01,3.539934557e+01,5.104431163e+01,9.919449316e+01,3.102239051e+00,9.900266620e+01,5.965735213e+01,6.431521104e+01,3.340417926e+01,7.053419361e+01,4.474798329e+01,5.157528888e+01,2.065654481e+01,8.970114501e+01,5.581451610e+01,6.165929381e+01,3.598396632e+01,9.899021867e+00,1.075608477e+01,7.247483256e+01,5.260043450e+01,7.868026249e+01,5.814739139e+01,3.385420420e+00,6.771531861e+01,9.014873218e+01,3.412863537e+01,9.421450337e+01,4.457598104e+01,3.899228763e+01,3.619963021e+01,6.755765717e+01,1.356240854e+01,2.678760496e+01,4.132035824e+01,4.373714925e+01,5.212949082e+01,9.803071789e+01,6.351567937e+00,8.568705147e+01,8.498218338e+01,9.029460586e+01,1.976491044e+01,6.134711051e+01,1.924060410e+01,2.188160565e+01,6.169511105e+01,3.860469088e+01,2.992500152e+01,3.011140933e+00,5.557291326e+00,7.893041277e+01,4.473535373e+00,4.523775640e+00,9.364106088e+01,4.815425591e+01,6.784447576e+01,6.112216439e+01,3.365656716e+01,9.877485258e+01,1.916466563e+01,5.972013151e+01,3.085064946e+01,4.955677462e+01,5.036382981e+01,1.382444118e+01,6.645007064e+01,3.180972844e+01,8.271633881e+01,6.978842579e+00,6.736601115e+01,1.615210140e+01,9.123327007e+00,8.776067869e+01,1.986330127e+01,3.156988892e+01
9.669365693e-01,9.038097527e+01,4.012413372e+01,8.423562706e+01,7.541436000e+01,4.224094882e+01,5.109366098e+01,1.392182681e+00,9.546273796e+01,7.535970105e+00,4.909912528e+01,6.780048465e+01,7.515323392e+01,9.569400890e+01,5.998730603e+01,6.168040624e+01,8.417901567e+01,7.521769479e+01,7.645163440e+00,4.330221264e+01,7.024172671e+01,6.496075364e-01,8.063194277e+01,6.601685202e+01,4.037496315e+01,2.641353704e+01,9.316160679e+01,3.956449307e+00,2.772573753e+01,5.201755366e+01,3.560146564e+01,1.861965854e+00,5.843498461e+01,3.137861127e+01,2.063012091e+01,5.663779496e+01,5.769161482e+01,6.698295245e+00,6.547494344e+01,8.500458108e+01,6.606167755e+00,6.254585636e+01,6.145470389e+01,9.957201863e+01,2.431005760e+01,3.611017551e+01,6.356378888e+01,4.841466765e+01,5.794802920e+01,4.228077294e+01,3.069621978e+00,4.422268686e+01,9.216458256e+01,2.668008488e+00,2.300040577e+01,6.347218355e+01,1.621064773e+01,9.910552476e+01,8.969444645e+01,3.743606825e+01,7.882877971e+00,3.075558000e+01,7.923698411e+01,5.599520266e+01,6.444373330e+01,1.793998355e+01,1.355086094e+01,5.286463451e+01,5.928992605e+01,4.928945932e+01,1.580355428e+00,1.990845377e+01,5.354920707e+01,7.498850598e+01,6.924587502e+01,4.178541260e+01,3.931691451e+01,3.233726143e+01,1.723129083e+01,6.994871053e+00,8.755358951e+01,9.206496773e+01,8.970113891e+01
9.739817488e+01,3.371142937e+01,8.252584080e+01,1.465342064e+01,7.000152125e+01,2.510292860e+01,4.224602315e+01,8.644007267e+01,5.769027791e+01,6.803961466e+01,3.412634051e+01,6.542717026e+01,1.550812832e+01,8.180389698e+01,9.195195824e+01,3.878682379e+01,2.557987070e+01,9.143140154e+00,4.166397070e+01,4.839421823e+01,4.483893197e+00,2.610608460e+01,6.996304916e+01,4.971719616e+01,3.720461026e+01,8.524999717e+01,9.620293787e+01,2.630770015e+01,4.713724863e+01,1.760710866e+01,4.764675612e+00,2.938295179e+00,7.850169189e+01,1.859390166e+01,2.201652798e+01,5.813866825e+01,3.334509842e+01,8.903106513e+01,6.057923984e+01,8.881177676e+01,1.301648378e+01,4.898292825e+01,5.189815478e+00,6.332030749e+01,1.053308484e+01,6.634501861e+01,1.758815161e+01,2.567115804e+01,9.466839701e+01,9.674196441e+01,7.748216281e+01,5.391438253e+00,9.573015628e+00,8.524361938e+01,9.330180179e+01,8.862234070e+01,4.618713582e+01,8.104820323e+01,8.903232590e+01,8.523794317e+01,3.101958657e+01,3.577863744e+01,9.131633102e+01,3.585943529e+01,6.220365861e+00,4.746440354e+00,6.127380289e+01,4.092100764e+01,6.588316230e+01,3.361833921e+01,9.096991357e+01,1.326819852e+01,1.306109883e+01,2.760981513e+00,2.611113401e+01,5.594690435e+01,7.354465021e+01,8.485037406e+01,2.930045627e+01,8.466785575e+01,8.548455314e+01,5.797897050e+01,9.669421268e+01
5.718074653e+01,2.005871776e+01,9.244291978e+01,6.458348443e+01,8.509482292e+00,1.780313279e+01,4.564993639e+01,5.905559410e+01,7.109366619e+01,3.467146497e+01,9.032599132e+01,1.425945877e+01,7.163146530e+01,3.940315241e+01,4.105575553e+01,8.491671396e+01,1.443639461e+01,6.060330847e+01,8.438609344e+01,3.094698024e+01,6.836965759e+01,4.544311062e+01,3.021635558e+00,5.399285303e+01,9.761213414e+01,7.105965780e+01,6.764836828e+01,2.345372926e+01,5.953557895e+01,5.892800956e+01,5.415880129e+01,6.752635407e+01,1.440064032e+01,7.987835051e+01,5.956140173e+01,8.838732586e+01,5.443179382e+01,3.781881371e+01,1.218765597e+01,4.223852834e+01,4.740937420e+01,3.017223261e+01,3.812717160e+01,9.748913042e+01,7.797151824e+01,3.571900873e+01,1.728382688e+01,2.852501717e+01,5.142683899e+01,9.122804328e+01,4.988435066e+01,9.864935884e+01,8.025688727e+01,1.152581330e+01,8.388995430e+01,3.989548512e+01,6.608999368e+01,3.872192578e+00,6.015385163e+01,3.135354839e+01,3.525074303e+01,7.823601378e+01,2.534223452e+01,7.407978225e+01,9.971917173e+01,3.733954473e+01,3.944529598e+01,8.003630126e+01,6.735726231e+00,7.247233840e+01,4.212215517e+01,3.658817574e+01,1.368348898e+01,5.214231609e+01,5.961921235e+01,2.888126924e+01,8.359377640e+01,4.900027289e+01,3.141226852e+01,9.373396446e+00,5.204389454e+01,3.048779004e+01,5.343574135e+01
3.443560408e+01,7.625756680e+01,9.917664171e+01,4.699007740e+01,7.627271656e+01,4.706665482e+01,3.258967439e+01,5.960997236e+01,4.784821385e+01,7.498322158e+01,1.218164752e+01,6.082084158e+01,6.336137513e+00,5.645031995e+01,5.796083824e+01,1.106195165e+01,5.673431952e+01,8.465549677e+01,8.421278360e+01,8.658934151e-01,1.643505350e+01,4.554027095e+01,8.150333267e+00,8.824301116e+01,5.361905588e+01,1.861644936e+01,1.894294503e+01,4.903791477e+00,9.693111743e+01,6.632715628e+01,9.600341195e+01,7.788597222e+01,5.960578238e+01,9.120057844e+01,7.024716946e+01,4.117054862e+01,6.301177129e+01,3.096463395e+01,6.020565558e+01,4.960656565e+01,8.196937633e+01,4.362802627e+01,7.930975668e+01,5.918266590e+01,8.067550143e+01,6.229855429e+01,6.614164645e+01,2.936484164e+01,6.382108581e+01,8.294626228e+01,8.611088637e+01,5.722064502e+01,4.310327216e+01,3.142997827e+01,1.339722787e+01,3.726362202e+01,4.935416637e+00,4.478967010e+00,8.382743772e+01,7.144966345e+01,4.626755819e+01,7.101144749e+01,4.963931212e+01,2.307760119e+01,8.515262674e+01,3.904663878e+01,7.855864358e+01,1.594050859e+01,4.820849656e+01,2.294029256e+01,4.307652909e+01,1.455257832e+01,6.102871693e+01,7.717153182e+01,4.933242327e+01,6.330881160e+01,9.384794575e+01,9.725781115e+01,5.361250651e+01,3.990431301e+01,7.161245587e+01,1.965872963e+01,9.513830155e+01
6.421153358e+01,1.321364271e+01,2.898507315e+01,4.834162417e+01,1.200933984e+01,4.770594974e+01,1.896642074e+01,1.869504861e+01,3.761295786e+01,9.936699290e+01,7.773535930e+01,4.300412981e+00,4.894554106e+01,6.515256465e+01,2.788498269e+01,7.283545720e+01,4.569597366e+01,1.252892790e+00,4.881995961e+01,3.190752523e+01,7.656702425e+01,3.441135280e+01,4.653046401e+01,4.752875415e+01,6.320021005e+01,5.255683539e+00,2.507604754e+01,6.496053806e+01,7.428673381e+01,5.941304299e+01,3.573441870e+01,3.764253091e+01,4.884106300e+01,6.692465420e+01,5.207756234e+01,9.009310506e+01,8.415194851e+01,4.065504828e+01,6.049331175e+01,5.064013420e+01,6.530856912e+01,6.083952134e+01,9.600979272e+01,9.412264457e+01,9.945076418e+01,6.918814092e+01,5.959230525e+01,9.778431131e+01,9.259405645e+01,1.285555455e+01,8.277742182e+01,4.162295671e+01,7.274858972e+01,9.827473832e+01,1.118960926e+00,2.990617668e+00,2.436663814e+01,6.870466618e-01,5.105597323e+01,6.850755092e+01,2.277574260e+01,7.778146429e+01,9.994483453e+01,1.251821086e+01,8.693584297e+01,5.278817584e+01,5.159791272e+00,2.644560690e+01,6.537256940e+01,1.933098098e+01,1.318996739e+01,4.322634416e+01,1.014916061e+01,2.498712346e+01,3.508259255e+01,6.418349613e+01,4.139132275e+01,4.558970357e+01,3.474437345e+01,9.768614303e+01,4.473971507e+01,8.428708247e+01,9.138822283e+01
2.380288099e+01,4.564825104e+01,9.845918277e+01,4.479320697e+01,8.985405374e+01,4.992546711e+01,3.541580516e+01,2.006076121e+01,4.825040954e+01,4.557459350e+00,7.718355218e+01,7.761934397e+00,7.232633167e+01,5.055046659e+00,4.163956102e+01,5.331620011e+01,8.592305026e+01,2.594219647e+01,9.388112552e+01,2.054482537e+01,4.573727163e+01,8.004215481e+01,7.939589197e+01,5.588994025e+01,1.538325106e+01,4.343032383e+01,7.511162137e+01,8.555509320e+01,6.643297391e+01,6.948471842e+01,6.571439891e+01,5.692462835e+01,7.697583539e+01,7.278722550e+01,3.143228358e+01,4.927668974e+01,1.024197460e+01,2.745983163e+01,8.937728070e+01,8.852571990e+01,9.226517403e+01,2.413856559e+01,7.089902887e+01,6.478800302e+01,6.535673251e+01,2.736916459e+01,7.142678846e+01,1.251713941e+01,7.345914534e+01,6.103122453e+01,9.810058349e+01,6.791865849e+01,4.611623770e+01,5.541060792e+01,4.240479387e+01,7.783721499e+01,2.992235475e+01,2.744160547e+01,4.978687568e-01,3.060368591e+01,2.169709534e+01,2.353197280e+01,5.588971078e+01,2.999304095e+01,8.395154187e+01,2.818116999e+01,1.206722772e+01,7.506053864e+01,1.228481223e+01,5.815845316e+01,7.829606955e+00,2.879512886e+01,7.714672370e+01,8.392586011e+01,9.713641593e+01,9.529055590e+01,3.284041434e+01,4.435582697e+01,6.281029644e+01,6.311331954e+01,4.025428580e+01,1.722758602e+01,2.063559459e+01
7.024434166e+01,9.927039668e+01,8.205395432e+01,3.758151520e+01,2.243293175e+01,9.095579774e+01,3.647239694e+01,3.477484015e+01,1.829634187e+00,1.689510278e+01,8.662126606e+01,4.726235508e+01,9.987842713e+01,8.290614377e+01,2.160175345e+01,5.660857806e+01,4.845369260e+01,6.529042203e+01,7.527817612e+01,6.740990509e+01,9.519160127e+01,1.618070703e+01,5.478754381e+01,9.319001548e+00,3.646874062e+01,8.143891585e+01,6.072236361e+01,2.009765434e+01,8.275720425e+00,9.519175471e+01,6.220120296e+01,2.454030241e+01,6.908413894e+01,3.154874100e+01,5.984925491e+01,7.724028402e+01,9.318508695e+01,9.211862020e+01,8.957091072e+01,2.354806633e+01,6.219217369e+01,4.330982377e+01,7.648959217e+01,9.588154771e+01,4.457078812e+01,7.599574135e+01,5.341547659e+01,6.252448580e+00,4.781603929e+01,2.060211622e+01,8.467165802e+00,2.008287524e+01,3.344487712e+01,4.148357945e+01,7.718093384e+01,8.985085003e+01,4.538815931e+01,1.437024641e+01,7.197056202e+01,4.236052559e+01,9.399261406e+00,4.688241863e+01,8.396902322e+01,8.529132036e+01,4.032653088e+00,6.078520265e+01,8.128217934e+01,4.439263040e+01,5.216700412e+01,8.772249861e+01,4.033424487e+01,1.902323779e+01,1.484250914e+01,8.599391977e+00,5.868264931e+01,4.712272492e+01,4.318181001e+01,1.014808483e+01,9.901171613e+01,7.735230511e+01,6.633905839e+01,9.299052316e+00,4.258465974e+01
7.221427898e+01,8.344202801e+01,8.014836774e+01,6.580128147e+01,6.159055686e+01,4.970931178e+01,8.391057069e+01,6.816526866e+01,5.102680539e+01,6.871029343e+01,9.080618569e+01,8.717132427e+01,8.972281597e+00,9.040943984e+01,4.367883891e+01,8.943390519e+01,1.676630425e+00,2.301802830e+01,2.079187696e+01,5.886783551e+01,8.095695862e+01,9.913284580e+01,3.141499857e+01,1.225986796e+01,5.940753950e+01,3.494309193e+00,5.780888844e+01,8.190496809e+01,7.811608816e+01,9.903275021e+01,2.192335187e+01,9.155208197e+01,8.484680418e+01,9.569647688e-01,2.013436727e+01,7.209361167e+01,2.686930094e+01,6.910074001e+01,3.997174423e-01,4.980781149e+01,1.993640265e+01,4.636728034e+01,8.503306083e+01,8.622709292e+01,8.910731211e+01,4.607605702e+01,8.785136161e+00,8.516238991e+01,6.291017206e+01,2.304592845e+01,6.407628268e+01,7.374681868e+01,8.245476512e+01,5.183853114e+01,6.793272424e+01,4.360502900e+01,5.588700034e+01,6.784628781e+01,3.854459227e+01,1.202197540e+01,2.049396423e+01,9.695596738e+01,2.118961239e+01,6.242233339e+01,1.183917031e+01,1.620178772e+01,1.685184391e+01,5.262494107e+01,5.406611596e+01,8.202971886e+01,5.635847674e+01,1.358513257e+01,3.389392486e+01,2.596156033e+01,6.098381384e+01,6.202584786e+01,1.586145484e+01,5.974063608e+01,1.271288520e+01,5.842994261e+01,9.894344440e+01,3.540699148e+01,7.517093516e+01
7.123834150e+01,5.664347272e+01,7.778813999e+01,8.913171241e+01,9.533094909e+01,4.365602269e+01,2.618641726e+01,3.295925271e+01,6.250539339e-01,2.874065089e+01,6.687106208e+00,8.552787813e+01,2.628072917e+01,1.316111971e+01,2.773460242e+01,1.765919558e+01,1.212429940e+01,7.776783580e+01,4.486179377e+00,1.800703607e+01,5.901363423e+01,9.525117351e+00,5.801773402e+01,9.460102876e+01,1.550502043e+01,7.873400647e+01,9.437574737e+01,6.259976182e+01,9.445481955e+01,3.819543205e+01,6.368278447e+01,8.754239457e+01,5.754410708e+01,1.531192731e+01,7.327886288e+01,2.209868971e+01,7.292103327e+01,9.199880539e+00,9.761065862e+01,5.244669178e+00,1.836938112e+01,5.350008882e+01,6.917922750e+01,6.982620875e+01,6.743616945e+00,7.013424755e+01,7.156093250e+01,9.142013488e+01,3.413999156e+01,7.646145123e+00,2.466301266e+01,3.881387711e+00,6.506468756e+01,8.928170366e+01,5.361871488e+01,6.318711122e+01,3.672039668e+01,6.399955263e+01,1.117090566e+01,9.202623215e+01,8.091585342e+01,5.384782291e+01,1.817177194e+01,9.025643026e+01,9.589001306e+01,8.229246695e+01,7.291153505e+01,5.458538518e+01,3.357208192e+01,4.733748660e+01,6.608624424e+01,7.297713326e+01,7.722474147e+01,3.599797743e+01,7.310214237e+01,4.951564650e+01,9.584099958e+01,5.932418065e+01,7.479169938e+01,7.625568267e+01,3.315538914e+01,4.613387788e+01,2.707492705e+01
5.470772761e+01,4.428435579e+01,8.556628502e+01,3.101421100e-01,9.930022000e+01,5.534817888e+01,2.376196286e+01,5.599110499e+01,2.036433295e+01,1.300079590e+01,1.067477928e+01,3.854259744e+01,8.244800025e+01,6.685681671e+01,3.142090715e+01,6.886054072e+01,6.790418985e+01,7.590275567e+01,5.862317230e+01,7.339053118e+01,5.808095293e+01,1.197875950e+01,2.368094593e+01,3.772649654e+01,8.200609845e+01,2.203056787e+01,5.648352676e+01,2.498575110e+01,9.116523848e+01,5.447927474e+01,4.030844776e+01,8.672882060e+01,9.469022002e+01,8.435646158e+01,9.057952661e+01,1.386475863e+01,1.890330774e-01,9.646657920e+01,7.588855633e+01,6.014663910e+00,4.883889991e+01,2.538396197e+01,4.161878325e+01,8.561013649e+01,5.055842490e+01,9.301135824e+01,6.494902083e+01,1.845748920e+01,6.047480670e+01,7.586642950e+00,2.344259850e+01,8.722526048e+00,7.934177876e+01,3.570630746e+01,7.232006454e+01,8.823136894e+01,8.807547501e+01,1.327658126e+00,9.551605232e+01,1.807529968e+01,1.993815817e+01,3.869933755e+01,3.394462129e+01,8.489663055e+01,7.372371139e+01,4.142593219e+01,6.224460041e+01,3.313013706e+01,5.111420908e+00,6.851078932e+01,4.542914851e-01,4.653918150e+00,7.522828234e+01,7.128962881e+01,5.416298859e+01,8.208292625e+01,3.516035614e+01,3.789945307e+01,4.689493170e+00,3.398455566e+01,6.990506336e+01,7.365943145e+01,1.523659326e+01
9.098017601e+01,3.620142900e+01,7.692037857e+01,7.678572137e+01,2.417665123e+01,1.557942280e+01,1.059665214e+01,8.611005312e+01,6.109631004e+01,4.096890627e+01,4.637770430e+00,3.147771090e+01,5.868834453e+01,3.177702784e+00,6.793882376e+01,5.798832872e+01,7.069848692e+01,9.091676579e+01,5.201559481e+01,6.134177128e+01,3.910266922e+01,5.812190117e+01,1.234612976e+01,8.965184947e+00,9.899942679e+01,5.762849424e+01,4.344665632e+01,1.077524322e+01,8.448544246e+01,5.423585386e+01,1.300325213e+01,7.138125606e+01,9.987937983e+01,3.409488693e+01,9.961910860e+01,4.899859587e+01,6.605061852e+01,8.995881578e+01,3.036864235e+00,7.142495000e+01,3.531470142e+01,5.791518367e+01,8.660348759e+01,9.392991124e+01,1.694971455e+01,5.303428768e+01,6.869070788e+01,2.977501270e+01,5.944222357e+00,7.912673910e+01,6.147925517e+01,9.838223685e+01,4.370279278e+01,5.461298123e+01,1.108194890e+01,4.234749510e+01,6.805744259e+01,5.819208788e+01,2.499485059e+01,5.301178867e+01,6.248934420e+01,3.828341977e+01,1.141131982e+01,5.002684622e+00,3.009922946e+01,6.232924595e+01,3.807888045e+01,7.875240595e+01,2.158383169e+01,6.195156798e+01,4.878125645e+01,6.968525030e+00,5.438907335e+01,6.851890128e+01,6.291726042e+01,7.446687853e+01,8.571878776e+01,4.992150228e+01,9.708340633e+01,2.345277892e+01,4.661408950e+01,6.527979226e+01,5.655988468e+01
7.466450687e+01,7.870084426e+01,7.596034691e+01,1.285151655e+01,9.627613376e+01,8.271355059e+01,3.614780826e+01,4.207375334e+01,4.253943808e+01,8.260155776e+01,2.173496659e+01,4.810535825e+01,2.080067854e+01,7.419887181e+01,9.662783343e+01,6.186784514e+01,2.360587252e+01,2.045374593e+01,9.692566297e+01,5.345369315e+01,7.628953459e+01,2.471407903e+01,3.190793826e+01,9.219001714e+01,4.682561109e+01,8.492655782e+01,4.411132321e+00,2.178458260e+01,2.440019078e+01,9.588846868e+01,8.715479214e+01,2.410556937e+01,7.524558546e+01,7.999711430e+01,6.145962768e+01,3.024992998e+01,3.301630465e+00,9.133598912e+01,6.351254481e+01,3.474298083e+00,8.831631938e+01,1.721386311e+01,8.523418892e+01,4.721977070e+01,4.683912197e+01,1.999818006e+01,6.236458702e+01,7.834095217e+01,7.879976198e+00,2.520584810e+01,7.107698985e+01,8.918534885e+01,4.927392512e+01,1.375928930e+01,8.044291748e+01,8.398650981e+00,7.924244647e+00,4.154347330e+01,5.267614718e+00,1.617594897e+01,8.418845684e+01,7.563291222e+01,3.859881316e+01,3.050715350e+00,8.085363772e+01,6.806316455e+00,8.068398911e+01,7.480240801e+01,2.653683694e-01,7.825836221e+01,3.217814091e+01,2.287566256e+01,1.787080565e+00,4.555894526e+01,4.293319059e+01,8.338263507e+01,5.727354547e+01,2.286978828e+01,5.522461676e+01,2.514574540e+01,4.652447086e+01,4.377126359e+00,2.388999414e+01
