v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95
1.891554779e+01,2.958381134e+01,2.543319020e+01,2.608211522e+01,7.327425137e+01,4.423905618e+01,8.782218443e+01,9.199066660e+00,9.125432819e+01,8.186733904e+01,4.217431430e+01,4.193036417e+01,9.348113559e+01,6.983879169e+01,5.295060261e+01,8.852201475e+01,2.720298913e+01,1.338431732e+01,4.476728174e+01,9.282744560e+01,4.977499071e+01,3.961801516e+01,2.768472404e+01,6.582780046e+01,5.692654762e+01,5.075947683e+01,8.346628017e+01,5.015384154e+01,2.464178129e+01,2.190101890e+01,1.499938302e+01,5.147453419e+01,2.213608988e+01,2.891405683e+00,2.615060896e+01,3.619145007e+01,7.273219704e+01,7.810921364e+01,3.526908266e+01,7.047167393e+01,1.873021493e+00,3.613155252e+00,2.881634259e+01,5.919619402e+01,2.411053108e+01,5.123231450e+01,7.324741774e+00,9.919935811e+01,3.230032978e+01,9.219167312e+01,8.706497473e+01,4.616175595e+01,7.569370137e+01,3.799339344e+01,7.653340044e+00,7.854534488e+01,4.400420038e+00,2.192854412e+01,3.219128783e+01,7.826694620e+01,5.850423762e+00,4.993520649e+01,3.385694788e+01,4.911935430e+01,8.943339379e+01,7.543307913e+01,2.661148593e+01,5.542268118e+01,4.226697749e+01,9.406495283e+01,7.797560400e+01,4.579895134e+01,8.836925012e+01,4.018322376e+01,3.617363802e+01,9.272135584e+01,3.740138754e+00,6.463371267e+01,5.392117592e+01,3.172448467e+00,9.787715667e+01,2.883774119e+01,4.990466773e+01,1.690744068e+01,7.444618634e+01,5.719675627e+01,6.240763166e+01,6.327501183e+01,4.971959477e+01,9.873637530e+01,8.742901181e+01,2.467345934e+01,3.583108298e+01,4.874155423e+01,7.395670609e+01
3.615283686e+01,7.105537424e+00,3.321138454e+01,1.818051172e-01,3.429967542e+01,9.555670587e+01,2.658249431e+01,5.584285857e+01,7.816167214e+01,2.511367755e+01,3.415443386e+01,6.520597349e+01,7.198174227e+01,4.036473003e+01,2.334753978e+01,9.573067841e+01,6.898892552e+00,1.494118878e+01,7.289060482e+01,6.812491650e+01,1.466963011e+00,4.325258315e+01,6.252211513e+01,4.679442682e+01,6.789777997e+01,5.820559018e+01,9.377069177e+01,4.691277269e+01,2.367466719e+01,3.504368427e+01,1.424731378e+01,3.213506567e+01,3.734166618e+01,2.959347872e+01,3.540718597e+01,1.320885723e+01,7.077131786e+01,9.159297655e+01,5.540317555e+01,1.085185695e+01,4.523767483e+01,2.129071870e+01,5.935661951e+01,9.585616109e+01,8.311335500e+01,4.604723947e+00,6.488663436e+01,3.654253458e+01,6.178488770e+01,6.842225262e+01,4.168117734e+01,9.232216606e+01,8.320622361e+01,7.594962911e+01,2.964627256e+01,3.251670139e+01,3.583293403e+01,9.982867761e+01,7.222090874e+01,4.645184463e+01,5.853803738e+01,3.285535349e+01,1.933979257e+01,2.441565270e+01,5.891104303e+01,9.215067987e+01,5.691293971e+01,4.629404810e+01,5.868530965e+01,3.845308848e+01,7.079325549e+01,2.009179024e+01,6.304351820e+01,9.171586403e+01,4.147872333e+01,6.618557642e+01,7.837413475e+01,1.365479576e+01,2.696392179e+01,3.266201045e+01,9.224052155e+01,5.470496743e+01,2.812756961e+01,8.137577514e+01,6.980712175e+00,9.801858768e+01,6.885298942e+01,5.532082698e+01,4.504412506e+01,4.496719956e+01,1.481169428e+01,2.931191861e+01,8.279914497e+01,9.449359843e+01,6.656228593e+01
1.612458642e+01,3.595090968e+01,5.846151452e+01,9.502322677e+00,2.053796683e+01,7.147142411e+01,9.441487251e+00,5.448868471e+01,6.576924884e+01,2.029529632e+01,1.163890727e+01,8.182636606e+01,1.071622581e+01,5.132659264e+01,3.204410556e+01,7.744204187e+01,3.605136189e+01,3.779605172e+01,6.072569941e+01,5.215772203e+01,5.781800322e+01,9.375857762e+01,2.478213236e+01,9.762076673e+01,3.093683144e+01,2.498237268e+01,9.081895912e+00,5.151189941e+01,2.989345163e+01,4.288812426e+01,8.716401578e+00,7.114457388e+01,3.915012546e+01,2.180952379e+01,4.705891655e+01,4.979077898e+00,6.633925137e+00,1.376571475e+00,9.761232882e+01,6.986522260e+01,7.862828056e+01,9.649273845e+01,1.445634422e+01,9.501144806e+00,4.415074417e+01,1.460747697e+01,1.415526737e+01,2.403033630e+01,7.106381198e+01,2.614160925e+00,8.061199555e+01,2.929094714e+01,7.268788257e+01,7.714231981e+01,6.961579021e+01,9.576230985e+01,5.302947618e+01,8.835927823e+01,2.832115700e+01,4.622571430e+01,6.895305537e+01,7.567942079e+01,8.030048377e+01,8.186851052e+01,2.187019074e+01,3.176864666e+01,7.832624831e+01,2.150300051e+01,6.749463643e+01,5.911493850e+01,8.048405432e+01,6.398479254e+01,2.327940766e+01,1.886662337e+01,9.870845137e+01,2.298521109e+01,2.076779134e+01,6.820732253e+01,3.618764314e+01,6.820749834e+01,5.195837150e+01,7.357192751e+01,1.810306189e+01,3.935483529e+01,7.277729151e+01,2.846887984e+01,5.467727271e+01,6.369857525e+01,2.511708960e+01,8.806135738e+01,7.491559100e+01,7.517283585e+01,2.414126983e+01,8.981599173e+00,2.791021084e+01
7.293204496e+01,2.230939964e+01,7.501445614e+01,1.167856503e+01,9.356181990e+01,2.150660646e+01,4.401691843e+01,5.560676263e+01,5.989478507e+01,5.081770645e+01,8.672973965e+01,7.136934856e+01,4.692697876e+00,8.023516332e+01,5.229137711e+01,9.302089597e+01,8.494982454e+01,2.817186361e+01,4.775203620e+01,4.337000999e+01,7.293900450e+01,1.430131280e+01,4.748984891e+01,9.140798291e+01,6.577287384e+01,2.308131669e+01,8.632511408e+01,7.628073700e+01,5.580904670e+01,1.464259068e+01,6.369150384e+01,4.818706782e+01,4.187310189e+01,9.830452986e+01,9.008827193e+01,6.964386409e+01,4.232222168e+01,7.103548203e+01,7.306100106e+01,3.816842253e+01,6.017723645e+01,9.078354525e+01,8.870251407e+00,7.579747531e+01,4.297354430e+01,7.748984075e+01,9.855096793e+01,8.847773454e+01,3.341016023e+00,6.975489573e+01,5.092047856e+01,8.823533366e+01,9.318329011e+00,8.286493384e+01,5.950140943e+01,3.716187150e+01,7.527690059e+01,5.020516138e+01,3.701515508e+01,7.085967284e+01,4.717352992e+01,2.449685920e+01,4.160394646e+01,8.491537915e+01,5.539370176e-01,6.400861171e+01,1.374175813e+01,5.769765258e+01,1.542186692e+01,9.707159993e+01,5.318992838e+01,8.064801063e+01,2.728972339e+01,5.478577985e+01,8.347338739e+01,7.138311137e+01,3.784797866e+01,4.598886986e+01,2.518089929e+01,8.027835129e+01,4.592734817e+01,1.215745088e+01,3.844921020e+01,8.782247760e+01,3.700168174e+01,3.058015708e+01,9.045343148e+01,5.793707027e+01,1.608931622e+01,6.325429434e+01,5.154596157e+01,9.639031764e+01,1.632559385e+01,3.120270705e+01,1.697540431e+01
6.573543362e+01,7.548610925e+01,6.133499134e+01,9.597599802e+01,7.510640535e+01,9.976830877e+01,4.982176647e+01,2.469175438e+01,3.312653481e+01,8.446230899e+01,7.080962600e+01,4.566588436e+01,5.166559420e+01,2.674566547e+01,5.045358371e+01,4.664607158e+01,9.094336179e+01,7.150098791e+01,3.491015085e+01,1.744903883e+01,3.734885328e+00,5.538207049e+01,5.393916623e+01,3.607398968e+00,9.016478759e+01,8.225961753e+01,6.057034213e+01,5.907873565e+01,1.845616738e+00,3.395267233e+01,1.982751478e+01,6.792371582e+01,7.141556627e+01,1.079178525e+00,2.467764984e+01,2.347558028e+01,9.255740580e+01,2.265201114e+01,2.489321628e+01,9.803946912e+01,6.476708298e+01,8.500457642e+01,3.190272557e+01,6.828797416e+01,1.815292002e+01,6.633830402e+01,7.869671033e+00,2.477650127e+01,2.103277387e+01,5.134826430e+01,7.354845850e+01,1.785712759e+01,7.680346555e+01,5.048044478e+01,7.906540216e+01,7.954404648e+00,8.007537710e+01,9.221131307e+01,9.764329143e+01,4.258039013e+01,8.708029636e+01,4.865533269e+00,7.438886228e+01,1.651147569e+01,1.710812424e+01,1.963243545e+01,1.664139091e+01,3.070945852e+01,2.253356341e+01,9.222042805e+01,5.094916823e+01,4.885161853e+01,7.321481068e+01,3.930603277e+01,3.823990043e+01,4.761479890e+01,6.650904639e+01,8.292982631e+01,2.086270911e+01,5.818419016e+01,2.155362362e+01,7.192087162e-02,2.374574040e+00,1.146668139e+01,4.122075435e+01,2.149271193e+01,4.550482193e+01,1.746111323e+01,4.701470133e+00,5.004107979e+00,6.921713454e+01,1.797586557e+01,5.634994292e+00,4.573374863e+01,7.837650831e+01
3.274994658e+01,6.951524375e+01,2.753213690e+01,3.857581746e+01,9.259081296e+01,9.877693048e+01,1.513249077e+01,2.772796569e-01,1.829067554e+01,9.693899606e+00,1.833057243e+01,9.976862665e+01,7.046903594e+01,8.321911996e+01,2.000026075e+01,8.873833974e+01,5.916683785e+01,5.913446595e+01,7.103167462e+01,8.524157374e+01,3.000921900e+01,5.359286420e+01,5.168517753e+01,6.567282943e+01,2.087405738e+01,8.502817454e+00,8.492570445e+01,5.660728365e+01,3.266321239e+01,9.943453015e+01,9.807395399e+01,9.377828407e+01,5.112714102e+01,4.533439842e+01,8.843754255e+01,5.417311750e+01,2.288046510e+01,1.322782093e+01,1.293019552e+01,2.024536813e+01,5.288612119e+01,8.107295195e+01,4.424065479e+01,5.562023137e+01,8.139662232e+01,5.545992630e+01,1.299223768e+01,1.698463406e+01,7.458630648e+01,4.976762918e+01,6.136627584e+01,6.410235505e+01,2.248944900e+01,3.315391765e+01,3.115842078e+01,5.076354143e+01,5.601353182e+01,3.521813818e+01,8.353009416e+01,2.715213021e+01,3.561527809e+01,1.329055807e+01,8.762639275e+01,3.876934973e+01,9.589189854e+01,3.733577946e+01,6.295635160e+01,1.860027307e+01,1.967012392e+01,6.653345731e+01,4.071460920e+01,7.296581590e+01,9.189623314e+01,2.605611974e+01,5.436370738e+01,3.549501814e+01,5.090837987e+00,6.815665410e+01,6.522095637e+01,7.962998925e+01,9.613839544e+01,1.125468264e+01,4.210110569e+01,7.645841237e+01,4.222353921e+01,4.445736841e+01,2.657219397e+01,1.772525879e+00,5.975383995e+01,8.199935920e+01,8.461983222e+01,5.897348375e+01,9.662729971e+01,3.648231171e+01,2.969688649e+00
3.254313475e+01,5.818675183e+01,6.147773792e+01,8.872246214e+01,9.893282318e+01,4.355676106e+01,8.714698611e+01,1.648741089e+00,9.960859704e+01,4.889578625e+01,3.825757768e+01,6.983454733e+01,9.885060789e-01,1.981718585e+01,4.835411948e+01,6.417907345e+01,6.931462431e+01,4.615973589e+01,6.603936789e+01,9.027405884e+01,7.440871318e+01,9.790026499e+01,6.991237976e+01,2.154745810e+01,1.829837454e+01,3.330900806e+01,2.176319267e+00,7.195988961e+01,5.624180362e+01,3.230883864e+01,1.488129259e+01,6.191097705e+01,2.116809534e+01,9.588041125e+01,7.182118675e+01,4.643868790e+01,7.171040363e+01,2.204024406e+01,5.653286738e+01,7.283361984e+01,2.324223907e+01,4.073419861e+01,1.679810838e+01,5.960003416e+01,7.620176694e+01,2.784048578e+01,7.070598684e+01,4.348355442e+00,8.738469448e+01,2.397740776e+01,4.749145046e+01,9.995116285e+01,9.421529278e+01,3.258175332e+01,9.806590863e+01,1.220702820e+01,7.607176265e+01,5.118895061e+01,9.677726281e+01,1.296906918e+00,3.007917631e+01,8.483866241e+01,7.096764219e+01,7.002730426e+00,2.674668333e+01,2.857181598e+01,6.017114057e+01,4.869405179e+01,7.894792786e+01,8.907726571e+00,7.388686599e+01,7.982932477e+01,7.169025922e+00,2.025532717e+01,5.521036111e+01,9.704332920e+00,9.146277399e+01,2.916196541e+01,1.558718814e+01,3.713024246e+00,4.316774027e+01,7.466671482e+01,7.168987707e+01,2.101468614e+01,8.098545791e+01,3.730517134e+01,2.445760361e+01,9.128466344e+01,8.205716188e+01,4.706392659e+01,1.035048518e+01,9.331241522e+01,1.291241852e+01,1.365136434e+01,8.722659346e+01
9.374496256e+01,5.758534743e+01,8.340406270e+01,5.225646202e+01,5.862139013e+01,4.144246673e+00,5.182093422e+01,7.316132673e+01,2.765507856e+01,4.857140064e+01,4.517054405e+00,3.679319135e+01,9.305173090e+01,7.881593546e+01,8.720123640e+01,6.826738496e+01,9.509454391e+01,9.329268060e+01,9.221971205e+01,7.018518053e+01,4.848974435e+01,4.540716108e+00,3.371687515e+01,5.892349498e+01,5.685405375e+01,1.063158456e-01,2.313474716e+01,8.055955076e+01,4.705756841e+01,2.711772552e+01,6.796664112e+01,7.765427905e+01,9.193148749e+01,4.823957639e+01,6.981249253e+01,2.254905328e+01,5.404641305e+01,5.504554521e+01,6.118153087e+01,4.811808374e+01,7.579118714e+01,4.714937707e+01,7.141867215e+01,4.134799918e+01,2.484653206e+01,3.720520746e+01,4.089542233e+01,2.767446071e+01,4.598550169e+01,6.439127906e+01,7.586168133e+01,8.593380855e+01,8.716138206e+01,1.808478317e+01,1.268809727e+01,1.478093368e+01,3.351769794e+01,8.014301285e-01,5.935740725e+00,9.843403769e+01,5.012572584e+01,3.713329530e+00,2.355540001e+01,5.858040499e+01,5.373048023e+00,9.943634644e+01,6.921609053e+01,7.317002024e+01,9.094090859e+01,5.226535241e+01,3.989646079e+01,7.897809687e+01,3.700917199e+00,4.881248315e+01,6.444862683e+01,2.401507823e+01,1.751026024e-01,1.858998664e+01,2.610226194e+01,5.939698728e+01,2.457530548e+01,7.816948566e+01,9.929214118e+00,5.417572502e+01,9.035443915e+01,6.595516670e+01,1.125142650e+01,9.547949880e+01,3.407085318e+01,8.271920555e+01,5.666792951e+01,5.569232215e+01,9.233991632e+01,7.577241477e+01,2.982817207e+01
4.048842654e+01,6.756816851e+01,5.691847151e+01,8.525186600e+01,4.121865655e+01,3.182089048e+00,4.964421116e+01,6.061616255e+01,9.224412102e+01,3.814975433e+01,5.538885453e-01,7.117101222e+01,8.492719170e+01,5.220132208e+01,1.425434489e+01,8.936193664e+01,1.501658375e+01,1.042806092e+01,6.767809861e+01,6.220184360e+01,5.637038195e+01,6.925273798e+01,7.311731975e+01,4.292181818e+01,3.713226850e+01,2.783397962e+01,9.301883654e+01,2.812564591e+01,5.050125133e+01,9.999535026e+01,5.447143680e+01,7.285522266e+01,7.888376573e+01,6.649832143e+01,8.678338884e+01,3.989706569e+01,6.565821360e+01,1.289599742e+01,9.879087566e+01,6.849188055e+01,9.770087348e+01,8.990129783e+01,4.170350113e+01,8.003807848e+01,6.923186557e+01,7.626637568e+01,1.377786626e+01,9.873027039e+01,3.462657288e+01,9.750868304e+01,1.598687008e+01,7.716110978e+00,4.916872208e+01,9.295267464e+01,3.228070645e+01,6.567886915e+01,3.110057075e+01,8.110507041e+01,8.596186932e+01,1.426921211e+01,6.653274970e+01,7.705895610e+01,1.225221785e+01,3.603897783e+01,8.956972933e+01,7.881960426e+00,2.808351858e+01,3.791483907e+01,3.326253953e+01,4.683050532e+01,5.278242725e+01,1.694036568e+01,3.110982796e+01,8.911777894e+01,4.109633710e+01,6.103716570e+01,1.337657271e+01,7.533450074e+01,7.613317824e+01,6.175553981e+01,9.628332437e+01,3.556569505e+01,1.316087095e+01,9.486156157e+00,9.805803520e+01,9.536191004e+01,8.041480844e+01,5.509962594e+01,1.884896383e+01,6.150556693e+01,3.807186865e+01,7.029980512e+01,1.089431126e+01,8.001894191e+01,4.761474401e+01
1.464212599e+01,1.328673690e+00,7.256854066e+01,7.118530955e+01,8.717478098e+01,8.550555859e+01,7.833769655e+01,2.292886823e+01,1.912646524e+01,3.615229803e+01,4.311754678e+01,1.264195758e+01,7.786684404e+01,6.525381703e+01,6.352398572e+00,4.673905156e+01,1.671890469e+01,8.569139240e+01,5.930648176e+01,7.268710163e+00,8.000674329e+00,2.721773567e+01,3.165537152e+01,6.337337509e+01,9.654563734e+01,4.065263528e+01,1.112465772e+01,3.439232019e+00,1.576963235e+01,5.484832940e+01,3.333188196e+01,2.654851100e+01,4.347694197e+01,3.029667967e+01,4.328643384e+01,5.767488671e+00,6.772416258e+01,3.516992729e+01,5.212815714e+01,7.933895547e+01,3.255596392e+00,1.239967367e+01,2.318329125e+00,7.269341700e+01,8.297476269e+01,3.481920012e+01,5.457766464e+01,9.040991243e+01,8.580076416e+01,4.172636693e+01,1.176785810e+01,3.568175137e+01,7.449738506e-01,9.601633557e+01,5.871508403e+01,3.536850763e+01,6.889510600e+01,4.565786175e+01,4.346539915e+01,1.520256113e+01,2.911378740e+01,7.793338790e+01,5.160490203e+01,3.458535882e+01,1.792523832e+01,3.078990247e+01,2.135538116e+01,5.197488065e+01,7.332968988e+01,8.432702143e+01,8.590010510e+01,4.088857534e+01,9.600683997e+01,4.135442543e+00,9.888194061e+01,3.623175498e+01,6.521664620e+01,9.367676892e+01,9.742999498e+01,2.080441337e+01,3.144693959e+01,6.233683773e+01,2.020199703e+01,8.246285449e+01,7.211259421e+01,7.210662723e+01,7.791831104e+01,5.476868519e+01,6.847601749e+01,3.240489498e+00,7.241960028e+01,5.952781373e+01,5.695547268e+01,5.874496221e+00,9.857620273e+01
9.161693174e+01,1.506122571e+01,4.854810571e+01,1.795815681e+01,8.015721606e+01,8.542998818e+01,8.108503554e+01,8.566360463e+01,1.155049189e+01,4.010518911e+01,2.827776693e+01,7.218246853e+01,2.749741514e+01,1.159678881e+01,2.319166864e+01,2.241028407e+01,2.577020260e+01,9.638364342e+01,5.009226726e+01,3.732693208e+01,7.487782892e+01,5.570309888e+01,8.771359244e+01,7.940948335e+01,3.275990087e+00,4.687628989e+01,7.945042322e+01,4.085383599e+01,7.756736367e+01,1.098907208e+01,3.672537317e+00,8.735952036e+01,9.802143003e+01,8.295684515e+01,5.414601388e+01,1.502272183e+01,8.562509213e+01,9.951935609e+01,8.744232104e+01,2.274108260e+01,6.873327725e+01,2.621115906e+01,7.939937679e+01,4.196569630e+01,2.655076717e+01,7.833215071e+01,4.680369998e+01,1.388931443e+01,8.931227965e+01,3.385232619e+01,7.486583505e+01,7.878085250e+01,1.197036619e+01,3.474486444e+01,4.730412035e+01,9.050980056e+01,2.578820251e+00,8.361824733e+01,3.596743901e+01,1.714755587e+01,3.543398080e+00,3.168608834e+01,4.034686438e+01,3.393940979e+01,6.864116834e+01,1.643031043e+01,2.216642649e+01,8.376018103e+01,3.397711544e+00,3.970171064e+01,7.373840798e+01,2.486629815e+01,5.590405564e+01,9.970345496e+00,9.307041613e+01,7.777125624e+01,5.657007224e+01,1.436769335e+01,2.822660853e+01,5.508395291e+01,1.519550594e+01,8.003299905e+01,8.766802829e+01,4.054925904e+01,2.508319599e+01,3.165860214e+01,8.750916043e+01,4.937835948e+01,2.313103261e+01,8.298341652e+01,2.430789672e+01,1.208296852e+01,4.888843739e+01,4.729549919e+00,1.727306124e+01
6.194708995e+01,8.601279333e+01,5.049900793e+01,1.747638120e+01,1.336945841e+01,8.461994698e+01,4.168056458e+01,9.239870486e+01,2.912517550e+00,5.782810244e+01,5.060976600e+01,8.986116521e+01,3.452144002e+01,3.986347933e+01,9.169503736e+01,3.789233621e+01,6.428357194e+01,5.263149003e+01,8.205559569e+01,8.201580487e+01,2.157112287e+01,7.812192444e+01,9.041296754e+00,3.779684886e+01,4.561791778e+01,9.853088813e+01,2.356276721e+01,7.441154175e+01,3.802518627e+01,3.560176508e+01,2.638383495e+01,3.062808429e+01,3.435530743e+01,4.353838023e+01,5.222960711e+01,3.712015933e+01,5.236553787e+01,8.826865254e+01,3.380141238e+01,4.027995851e+01,1.885942777e+01,1.913946263e+01,5.645886243e+01,3.476529553e+01,3.423115633e+01,4.057269870e+01,9.953409876e+01,9.734402258e+01,4.630400393e+01,3.348767718e+01,2.285913467e+01,1.166675658e+01,7.402698367e+01,5.683724366e+01,2.252363416e+01,9.543068504e+01,5.415187134e+01,9.664318634e+01,8.158170095e+01,1.961085103e+01,1.424484000e+01,4.273559119e+01,6.966863632e+01,3.226182583e+01,1.460177469e+01,9.756830142e+01,1.996009514e+01,9.191131776e+01,2.889878177e+01,7.106705711e+01,3.413757120e+01,1.134583015e+01,6.841165939e+01,7.916247980e+01,3.640644405e+01,6.569151886e+01,3.663275104e+01,6.786365404e+00,3.927593305e+01,9.217377627e+01,4.534722072e+01,8.192488042e+01,1.169014470e+01,1.558039696e+01,5.870904219e+01,2.464725878e-01,6.935415687e+01,2.065850850e+01,6.987184601e+01,8.451579030e+01,4.939773655e+01,4.925114258e+01,8.969146111e+01,2.113655065e+01,1.333808318e+01
7.634681624e+01,4.636358719e+01,2.430811339e+01,3.008795560e+01,5.420978327e+01,3.819145110e+01,6.398999102e+01,1.959308545e+01,5.342132053e+01,4.246083345e+01,7.218070761e+01,7.018105306e+01,1.442085112e+01,8.154202880e+01,4.356036484e+01,8.506554202e+01,1.764334796e+01,6.413196771e+01,2.554403588e+01,9.233452113e+00,7.256845374e+01,4.385398058e+01,4.244066566e+01,5.926187079e+00,5.752884479e+01,4.793041405e+00,5.457203027e+01,4.145874351e+01,6.269075228e+01,8.684719328e+01,8.849975588e+01,5.591280331e+00,8.242067638e+01,6.058672727e+01,5.567953017e+00,9.339889383e+01,9.277618536e+01,6.995944462e+01,4.798678445e+01,2.877233778e+00,3.537694690e+01,9.772482149e+01,1.364915720e+01,1.904172852e+00,5.562652637e+01,3.015133960e+00,5.933185573e+01,3.564947095e+01,7.847281408e+01,8.772894252e+01,4.729068643e+01,5.445399943e+01,9.060283564e+01,8.352150825e+01,2.292196450e+01,6.183505119e+01,7.321320341e+00,6.224968654e+01,8.147298331e+01,9.284285784e+01,1.245173870e+01,3.088484231e+01,7.982348332e+01,9.294615165e+01,4.225415941e+01,9.763647945e+01,5.758096803e+01,4.096414876e+01,6.659560511e+01,8.565782195e+01,6.453750923e+01,4.479867159e+01,1.323499798e+01,8.441272016e+01,3.891373840e+01,2.688493276e+01,3.446389737e+01,7.441777473e+01,8.964476930e+01,9.461571419e+01,3.709156376e+01,5.255829840e+01,5.364968422e+01,6.971446792e+01,1.581143215e+01,6.390676740e+01,5.199216150e+01,4.522173404e-01,4.450844001e+01,5.318707034e+01,1.669405357e+01,2.692411415e+00,1.899068780e+01,2.914613538e+01,9.793130120e+01
1.939905510e+01,2.930542261e+01,1.967598419e+01,2.978190307e+00,8.973079846e+01,5.199670958e+01,5.819712688e+01,1.054518426e+00,4.533784099e+01,9.687291309e+01,9.748104713e+01,6.170460609e+01,1.089393127e+01,3.319022181e+00,1.794311041e+01,8.794921316e+01,8.816365850e+01,5.189812185e+01,6.357308990e+01,3.143480549e+01,2.701234567e+01,4.648690291e+01,7.005403758e+01,6.982470793e+01,8.851119373e+01,4.823466520e+01,6.790688014e+01,6.100657955e+01,7.858956543e+01,1.030342642e+01,8.589252483e+01,5.756084284e+01,1.043449617e+01,2.290649281e+01,3.721050700e+01,6.359389145e+00,2.899379421e+01,9.752190319e+01,5.535851713e+01,4.193399186e+01,4.378025555e+01,3.702893780e+01,1.326155225e+00,4.228633875e+01,8.387701016e+01,1.508762236e+01,4.044375680e+01,2.241110235e+01,5.271979048e-01,6.202246550e+01,5.476864663e+01,4.530380511e+01,3.888737626e+01,8.910090430e+01,6.356210916e+01,6.104207415e+00,6.369808653e+01,1.137730746e+01,7.862762597e+01,8.481215310e+01,3.723876717e+01,3.004622516e+00,5.445060051e+01,8.753876236e+01,3.486008610e+00,3.222064381e+01,2.547386586e+01,2.295567266e+01,6.069308682e+01,7.828842766e+01,4.176780105e+01,2.937109950e+01,3.160756573e+01,9.761415200e+01,9.068201211e+00,2.794553007e+01,1.311443531e+01,3.852436439e+01,6.601715708e+01,3.029711759e+01,8.513691213e+00,7.478075829e+01,7.154905277e+01,1.894666340e+01,2.018203153e+01,5.169382541e+01,5.740165660e+01,6.753657866e+00,2.199613670e+01,8.905311955e+01,5.261404989e+01,9.791767274e+01,5.893354622e+01,3.750259826e+01,9.868910452e+01
8.351812998e+01,6.524486754e+01,6.110541785e+01,7.429167133e+00,2.535326919e+01,7.958137194e+01,5.614378247e+01,1.734910898e+01,5.928783890e+01,6.179812145e+01,2.647009481e+01,3.533048823e+01,3.242641338e+01,7.351071696e+01,2.872021638e+00,8.319132386e+00,5.725074776e+01,7.666126107e+01,2.474769339e+01,6.911936632e+01,3.376082107e+01,5.078613314e+01,4.877289406e+00,3.159545243e+01,7.373995018e+01,3.913718569e+01,1.280207261e+01,4.299601647e+00,8.542742967e+01,2.418626156e+01,8.087150629e+01,2.349610346e+01,9.574558873e+01,6.719262402e+00,3.493300295e+01,1.626588714e+01,7.325201168e+01,5.197372452e+01,2.349749791e+01,7.558821679e+01,7.050042155e+01,7.720065151e+01,7.651354870e+01,8.121451760e+01,8.406039243e+01,8.458860074e+01,3.258443115e+01,3.989738391e+01,5.660718291e+01,4.630048844e+00,2.974809391e+01,8.987291984e+01,9.612422032e+01,7.691882565e+01,5.227627410e+01,7.451423327e+01,9.669299990e+01,2.149769825e+01,2.465150483e+01,6.608083245e+01,4.648471235e+01,6.050409271e+01,5.276824194e+01,8.264115497e+01,5.905736988e+01,4.599335546e+01,4.332723098e+01,4.589070976e+01,3.112938760e+01,6.019668962e+01,8.254657508e+01,5.524293312e+01,2.523395378e+01,2.762461510e+01,7.961367413e+00,2.459623715e+01,8.611152904e+01,7.213360080e+01,9.484177848e+01,5.135138656e+01,2.352755314e+01,7.538230649e+01,7.702375695e+01,2.280842645e+01,5.748484429e+01,2.291890061e+01,5.561595574e+01,9.374254865e+01,8.391376744e+01,9.787412933e+01,8.585685032e+00,1.734832399e+01,2.302105897e+01,7.095883103e+01,8.870689006e+01
7.818393925e+01,4.684198667e+01,4.489827473e+01,8.335993940e+01,1.785437819e+01,8.624459372e+01,4.258567845e+01,9.679372300e+01,1.486878061e+00,6.003416308e+01,8.658401696e+01,4.303212655e+00,6.772112178e+01,2.501733249e+01,5.613978798e+01,2.985678704e+01,8.415628384e+01,7.871900553e+01,4.254518352e+01,1.387738115e+01,7.983985328e+01,5.590533320e+00,2.095883085e+01,7.001240636e+01,6.762628830e+01,3.991980143e+01,8.792145592e+01,6.512022201e+01,1.306788600e+01,3.010338025e+01,4.988758508e+01,4.945745353e+01,6.762928936e+01,9.101816220e+01,6.272963695e+01,2.553459138e+00,2.033818070e+01,7.730108913e+01,4.928949424e+01,2.130561198e+01,2.774731626e+01,6.496183421e+01,5.580378752e+01,5.262272563e+01,5.767830971e+01,4.997112362e+01,3.947419439e+00,7.605105711e+01,3.973005383e+01,1.025486041e+01,1.948320590e+01,5.061655074e+01,5.860386327e+01,5.812544010e+01,2.047786955e+01,7.435556784e+01,2.595090645e+01,3.169061478e+01,9.533173951e+01,9.149587972e+01,4.541712879e+01,4.851584317e+01,4.040481385e+01,6.546247160e+01,7.609057264e+01,5.305407832e+01,1.560313460e+01,2.576252124e+01,4.164382244e+01,6.333078855e+00,7.278172738e+01,1.659224227e+01,7.728261986e+01,3.846890764e+01,3.682006270e+01,4.400917645e+01,3.760345830e+01,4.361092108e+01,4.780057307e+01,2.095993923e+01,6.571543414e+01,5.064287519e-01,9.823061401e+01,8.977031207e+01,7.798303633e+01,6.998793127e+01,2.721866085e+01,7.940770550e+01,1.331923579e+01,3.385236260e+01,5.106998876e+01,7.978454632e+01,1.696577827e+01,1.390877915e+01,4.830353309e+01
