v1,v2,v3,v4,v5,v6,v7
9.520896456e+01,9.703098152e+01,1.569073078e+01,4.615184196e+01,6.529054058e+00,1.476642766e+01,1.971929176e+01
9.660300190e+01,4.562600926e+01,5.604673020e+01,6.196567231e+01,1.158462762e+01,7.923210952e+01,1.910860658e+01
3.957150459e+01,9.003645719e+01,9.799694115e+01,3.921236642e+01,8.038391594e+01,3.782895468e+01,5.677826628e+01
1.911045919e+01,3.572029206e+01,2.252940764e+01,5.400511279e+01,2.370064631e+01,3.130322395e+01,3.284362270e+01
4.064158374e+01,6.936228228e+01,2.153155743e+01,8.241441380e+01,3.295286225e+01,3.869079110e+01,4.997731469e+01
5.985027678e+01,2.519726297e+01,2.169183423e+01,5.332755625e+01,7.781245053e+01,2.096901679e+01,6.244368595e+01
6.625975318e+01,8.642348988e+01,7.338949684e+01,6.286343472e+01,2.291305890e+01,3.585535404e+01,3.803918363e+01
2.829097028e+00,2.366500580e+01,4.809000674e+01,1.498790358e+01,2.631054011e+01,6.191763794e+01,8.970653510e+01
4.046723737e+01,2.679935096e+01,2.764770814e+01,7.909719864e+01,6.285445941e+01,6.829590551e+01,2.137719187e+01
2.832328112e+01,2.883066324e+01,1.037547910e+01,1.916260298e+00,4.190503072e+01,3.516723312e+01,4.444229604e+00
8.232459694e+01,6.902960108e+01,9.974852020e+01,2.059720848e+01,1.141730423e+01,3.198353068e+01,2.250020180e+01
5.695991539e+00,9.336938660e+01,1.579784835e+01,4.476079901e+00,5.800286398e+01,2.413108646e+01,4.160014564e+01
9.827263738e+01,1.311922526e+01,4.339260979e+01,7.600398226e+01,7.536056560e+01,7.897580259e+01,8.009843484e+01
3.558334882e+00,4.922114258e+01,4.839966250e+01,5.881497344e+01,9.266590448e+01,6.539268043e+01,7.169254780e+00
5.965105659e+00,1.087633201e+01,1.791858884e+01,9.963782900e+01,2.280218144e+01,1.844685167e+01,6.131463998e+01
6.774894545e+01,5.565193504e+01,6.285179319e+01,5.925750168e+01,1.107749955e+01,6.706654280e+01,1.077159552e+01
9.731375256e+01,4.901089558e+01,6.564594087e+01,5.205567563e+01,8.772789748e+00,6.752562282e+01,6.904313454e+01
7.729352175e+00,9.628818056e+00,7.950038904e+01,3.754046052e+00,8.873643044e+01,3.001647669e+01,8.944574530e+01
3.961075886e+01,1.556032341e+01,2.501879701e+01,8.899931515e+01,6.789520322e+00,5.428443344e+00,1.308444368e+01
9.818153602e+01,2.100589958e+01,4.142148461e+01,8.671924990e+01,4.849803270e+01,4.256408539e+01,2.874286792e+01
9.671677413e+01,3.224257619e+01,2.772283474e+01,7.680152956e+01,3.205303708e+01,8.559787992e+01,3.706697426e+01
8.754576417e+01,7.408375017e+01,2.717995839e+01,8.099704065e+01,5.825364532e+01,5.719052909e+01,6.872643366e+01
1.711532739e+01,4.212375982e+01,1.227126061e+01,6.586389622e+01,6.264201330e+01,8.380718627e+01,3.937923452e+01
8.071851195e+01,2.773554117e+01,3.461772503e+01,5.803727299e+01,5.984321519e+01,1.351763476e+01,6.173112786e+01
9.902506967e+01,8.788223277e+00,3.762911610e+01,7.081973785e+01,3.659137580e+01,4.513916657e+00,5.165432131e+01
6.019781368e+01,7.383914568e+01,8.145059368e+01,8.286391008e+01,4.799881907e+01,3.576636116e+01,7.799562476e+01
1.090933110e+01,2.030058019e+01,6.356382505e+01,1.966900963e+01,1.136935306e+01,9.283828763e+01,2.094864064e+01
2.882750992e+01,8.243814540e+01,5.309625621e+01,6.934374929e+01,1.082228062e+01,6.442394850e+01,8.835126531e+01
3.589324203e+01,5.127479669e+01,1.089346108e+00,6.079446563e+01,9.739781036e+00,8.624040666e+01,7.012706484e+01
9.753539275e+01,6.390887496e+01,3.104906659e+01,9.657732932e+01,5.290390070e+01,7.851165301e+01,1.939781022e+01
9.960558702e+01,2.234672095e+01,2.080382182e+01,5.800025289e+00,3.809271791e+01,6.322738343e+01,7.763234044e+01
1.446878097e+01,9.013811872e+01,9.073336286e+01,4.458844927e+01,9.208809961e+01,4.765146997e+01,6.494892855e+01
6.995241205e+01,3.112642505e+00,8.694140562e+01,9.871993035e+00,8.180141893e+01,2.844272339e+01,4.000290149e+01
8.141552517e+01,9.696159014e+01,8.558853978e+01,2.159293791e+01,5.694301353e+01,4.102612278e+01,1.172504748e+01
2.379773551e+01,4.633932411e+01,4.039775281e+01,5.556712603e+01,5.865340047e+01,1.673884214e+01,9.810591781e+01
6.725939261e+01,1.620791643e+01,3.576919325e+01,9.870855017e+01,9.869060845e+01,5.721620823e+01,5.046478132e+01
3.496248733e+01,4.280961805e+01,7.475865871e+01,9.157422721e+01,5.339586315e+01,6.746970110e+00,2.568516800e+01
6.943192726e+01,1.655684865e+01,4.578737415e+01,3.357837517e+01,7.761269856e+01,7.193980032e+01,6.858147597e+01
9.277972989e+01,1.856304642e+01,3.117587953e+00,6.131983117e+01,7.453728820e+01,2.320445667e+01,3.058623141e+01
1.421422340e+01,3.845840776e+01,9.107148368e+01,5.392156048e+01,9.776915484e+01,5.209696952e+00,4.832381252e+01
3.304756847e+01,8.285103201e+01,5.174895901e+01,5.040179442e+01,7.182719228e+01,8.943319317e+01,3.098834759e+00
3.623754313e+01,1.200670841e+01,9.126171592e+01,8.058642018e+00,9.007854606e+01,4.825735006e+01,1.199999359e+01
3.590904442e+01,6.501717236e+01,8.975705847e+01,5.479993751e+01,3.301809218e+01,3.618972258e+01,8.806915684e+01
3.981759753e+00,1.056582335e+01,6.133250749e+01,2.316474818e+01,7.865158413e+01,2.357128560e+01,2.049498164e+01
4.190264967e+01,2.356874171e+01,2.579546905e+01,4.586229653e+01,9.682160827e+01,6.300973220e+01,8.047075588e+01
4.403315592e+01,1.878287661e+01,9.490280118e+01,6.963500089e+01,9.590507751e+01,8.959337200e+01,3.834389354e+01
5.188739988e+01,6.468486819e+01,2.008426177e+01,5.969996365e+01,2.259355034e+01,8.059287195e+01,1.467183842e+00
1.604909924e+00,1.947544924e+01,3.889516204e+01,2.445859125e+01,2.754543755e+01,9.131531480e+01,3.913363526e+01
8.454642109e+01,7.679159984e+01,6.515295086e+01,9.071226274e+01,3.032975036e+01,3.939020988e+01,7.784169687e+01
6.330250002e+01,8.620949723e+01,3.608766473e+01,3.431224045e+01,1.918505046e+01,5.831912646e+01,8.324885676e+01
7.303255786e+01,3.428710278e+01,2.948056907e+01,3.204750541e+00,3.248429162e+01,3.758182476e+01,1.962890888e+01
6.635320831e+01,3.880505469e+01,2.431048976e+01,8.777407990e+01,3.568105875e+01,2.885802433e+01,3.535519987e+01
5.217777302e+01,1.822214722e+01,7.379442330e-01,9.023961671e-01,7.173883131e+01,3.339705211e+01,1.132564679e+01
9.265192012e+01,1.304982261e+01,6.599799513e+01,2.082514105e+01,8.201565486e+01,2.231296233e+01,1.895847920e+01
5.786294097e+00,3.768775357e+01,6.187572164e+01,1.162022017e+01,1.178847344e+01,6.143762299e+01,5.849151228e+01
5.757230079e+01,6.776476588e+01,4.619811789e+01,9.165046630e+01,1.712128648e+01,4.270077288e+01,8.508190450e+01
8.097537353e+01,7.725781443e+01,2.020714923e+01,4.502466857e+00,6.050855580e+01,4.906041477e+01,8.605544373e+01
4.476321654e+01,9.977897113e+01,5.532220380e+01,7.416481663e+01,8.803435134e+01,9.544261272e+01,2.955054262e+00
8.294806680e+01,3.293490976e+01,4.545409297e+01,1.875609386e+01,6.882915430e+00,9.409467530e+01,1.536465629e+00
7.513819883e+01,9.807596470e+01,7.321054100e+01,6.798207328e+01,8.891546647e+00,4.476296123e+01,2.375755693e+01
6.876055840e+01,5.063085983e+01,5.481722698e+00,2.426633206e+01,4.496610015e+00,4.418872833e+01,9.398710240e+01
3.841215063e+01,8.195562055e+01,6.160567773e+01,8.223082249e+01,1.860304722e+01,6.898494521e+00,2.923390262e+01
9.417434217e+01,6.122428649e+01,7.913803739e+01,5.738080619e+01,2.500722581e+01,1.891164961e+01,9.341178251e+01
5.559313150e+01,5.977613578e+01,1.254110991e+01,5.857544563e+01,8.453051125e+01,9.314956273e+01,9.874452792e+00
7.654766804e+01,8.837592467e+01,7.971637309e+01,9.869790034e+01,1.327272956e+01,6.359427377e+00,2.315430146e+01
3.046564524e+01,4.988777586e+01,1.207451442e+01,6.162974759e+01,8.100675319e+01,2.435545300e+01,2.160064397e+01
8.772194223e+01,8.719091457e+01,3.038176867e+00,3.410320961e+00,6.954141421e+01,8.291932858e+01,7.461934162e+01
8.081259812e+01,2.164298267e+01,6.728586816e+01,4.365329926e+01,8.357934336e+01,6.883964824e+01,9.039948477e+01
4.334729504e+01,3.090679934e+01,5.399071420e+01,5.935622233e+01,3.975545358e+01,5.000846176e+01,7.492154751e+01
9.513467606e+00,5.057054008e+01,9.828970560e+01,1.180322026e+01,2.973554940e+01,4.286803524e+01,7.162296032e+01
8.264179684e+01,5.845363010e+01,4.633938843e+01,8.786809183e+01,6.333407198e+00,5.923542226e+01,4.152606828e+01
1.276567923e+01,3.548423266e+00,1.357174159e+01,3.495887006e+01,1.498625796e+00,7.148574952e+00,5.722093222e+01
3.278666198e+01,1.690010668e+01,5.122779737e+01,7.957622013e+01,3.026922262e+01,4.893372231e+01,2.913649758e+01
2.042000771e+01,3.625249477e+01,1.742804526e+00,1.551724097e+01,4.994974043e+01,7.628152890e+01,8.711174673e+01
9.422787753e+01,7.783182713e+01,6.542610553e+01,6.321793080e+00,9.622359735e+01,7.688025009e+01,6.308417567e+01
2.604933236e+01,2.509920015e+01,4.277585910e+01,3.886927284e+00,1.922659180e+01,8.505087051e+00,2.184804286e+01
7.447377280e+01,2.432556051e+01,4.972978716e+01,4.225294847e+01,6.377832779e+01,3.900020645e+01,1.598802900e+01
4.186797874e+01,7.946600484e+00,4.716158198e+01,5.019282861e+01,2.607473401e+01,6.027857973e+00,7.378724139e+01
4.027706560e+00,3.538192097e+01,3.939336053e+01,6.498903070e+01,2.315257518e+01,2.179226489e+01,2.141530577e+01
3.506521809e+01,5.350842079e+01,9.099979814e+01,1.157419986e+01,7.267153941e+01,2.713896526e+01,4.613704418e+01
3.459688272e+01,8.553444577e+01,8.031365116e+01,4.118792258e+00,8.902452652e+01,1.638755382e+01,3.233924226e+01
5.229074258e+01,7.811160586e+01,1.496236270e+01,1.777158338e+01,2.100602801e+01,7.326983308e+00,2.828388923e+01
3.138236100e+01,8.061469253e+01,7.232051740e+01,8.956450236e+01,3.828154283e+01,9.871286737e+01,3.922310555e+01
2.948576350e+01,7.697975272e+01,1.847126230e+00,5.081396702e+01,4.128015704e+01,6.987297225e+01,1.903589949e+01
7.954198143e+01,6.270358868e+01,8.771335110e+01,6.601018059e+01,8.689265640e+01,1.943110708e+01,6.970854220e+01
2.868550265e+01,2.397660128e+01,7.001805693e+01,1.179685284e+01,2.885783935e+01,5.634894863e+01,6.193120279e+01
8.342652006e+01,1.358019047e+01,3.386004668e+01,8.725886690e+01,1.795904178e+01,2.655099279e+01,8.437159801e+01
5.947785379e+01,2.742162267e+01,7.206435495e+01,1.669764076e+01,1.357538033e+01,3.825873709e+01,6.001659188e+01
2.531050706e+00,5.941750686e+01,2.443133175e+01,9.757230144e+01,1.730597304e+01,5.023066855e+01,9.993347278e+01
2.784339429e+01,2.090832015e+01,6.675295662e+01,8.588079142e+01,9.165059473e+01,6.484752636e+01,9.051457254e+01
4.727250243e+01,9.612154519e-01,5.488537037e+01,4.501806808e+01,2.183540291e+01,6.869274422e+01,1.109749017e+00
7.153577589e+01,4.304705965e+00,7.175122949e+01,5.307842064e+00,3.281625360e+01,2.425464365e+01,2.587466755e+01
7.595531617e+01,4.440120006e+01,6.484182434e+01,2.741999082e+01,6.470959115e+01,2.378163429e+01,8.410481808e+01
5.824727652e+01,1.916699426e+01,6.629870766e+01,8.652110687e+01,9.677301000e+01,6.614411106e+01,1.028365451e+01
5.954112187e+01,2.931929002e+01,4.628994727e+01,7.031491001e+01,2.102944511e+00,6.058770744e+01,4.484025827e+01
2.252360396e+01,4.717664903e+00,7.784857463e+01,3.208649457e+01,7.777679676e+01,2.314504057e+01,5.599791768e+01
4.278863869e+01,6.616701466e+01,6.881483407e+01,6.818152672e+01,2.803005448e+01,9.892155436e+01,9.401779718e+01
1.329453300e+01,5.137069539e+00,5.683314225e+01,7.730619429e+01,7.405425497e+01,3.049551993e+01,2.272161052e+00
1.244343800e+01,5.201075727e+01,3.276340296e+01,7.154954648e+01,6.400162864e+00,7.322413962e+01,4.300558909e+00
5.880990652e+01,7.134528477e+01,1.455386746e+01,2.765294745e+01,3.428124265e+01,9.107201604e+01,8.468073067e+01
9.054705807e+01,2.890542609e+01,6.923919510e+01,6.834427039e+01,7.151862431e+01,6.555509526e+01,3.410263301e+01
8.933621700e+01,3.580811508e+01,9.789173749e+01,8.431982631e+01,1.817484142e+01,7.633335545e+01,4.800250274e+01
4.280843925e+01,7.369846186e+01,7.938232053e+01,5.576946249e+01,2.357686429e+01,9.768460563e+01,8.515615565e+01
5.804173338e+01,6.297888980e+00,6.176551910e+01,4.175015017e+01,9.652408843e+01,8.012094086e+01,8.868588552e+01
6.126138640e+01,2.227764778e+01,6.795540216e+01,3.425709240e+01,5.269801446e+01,1.971513264e+01,9.948411405e+01
6.186917467e+01,4.020408798e+01,6.192064070e+01,3.249260461e+01,4.222703289e+01,6.661886062e+01,1.543635572e+01
8.782129340e+00,2.151602363e+01,7.442664532e+01,5.596362363e+01,1.020819461e+01,5.533600025e+01,6.161215676e+01
6.684687458e+01,1.234977963e+01,9.966151199e+00,4.101316892e+01,4.659682579e+01,4.599312630e+01,7.399155306e+01
3.897834838e+01,1.818517734e+01,9.552535784e+01,5.190921882e+01,4.429341307e+01,8.797259195e+01,3.048759400e+01
1.633553984e+01,6.959112114e+01,4.742430985e+01,3.086331382e+01,9.791327627e+01,7.469686784e+01,7.699149008e+01
1.475691873e+01,3.160174069e+01,7.537742096e+01,4.341399058e+01,5.213405559e+01,4.848283773e+01,9.119081541e+01
3.067407988e+01,5.981966183e+01,7.867709500e+01,6.040335055e+01,8.644146871e+01,5.383950398e+01,8.031724738e+01
6.407294073e+01,7.258222170e+01,1.331375459e+01,4.378256638e+01,4.479718424e+01,9.155068300e+01,9.026336114e+01
7.351065754e+01,8.013160287e+01,6.109600065e+01,1.847651201e+00,7.653530885e+01,9.071907031e+01,9.297442498e+01
1.940762111e+00,4.890101517e+01,9.133962490e+01,5.687366983e+01,5.410304613e+01,9.370807534e+01,8.967170626e+01
3.400614855e+01,3.995617172e+01,7.694030709e+01,6.658199320e+01,1.899593216e+01,3.691684049e+01,5.601310329e+01
5.731203634e+01,7.079655762e+01,9.820111653e+00,2.737725420e+01,5.203071106e-02,7.590545835e+01,3.406680789e+01
9.623609795e+01,4.138280476e+01,7.967273733e+01,1.694391540e+01,9.258420156e+01,4.372950792e+01,6.498938041e+00
7.078566712e+01,2.411968214e+01,5.891274917e+01,7.963649503e+01,2.323167004e+01,7.671254577e+01,6.787909942e+01
3.764579660e+01,8.055404770e+01,9.577366818e+01,3.572678507e+01,9.497387588e-01,9.044003445e-01,2.532974936e+01
5.632558286e+01,1.106442632e+01,1.622899100e+01,5.515823412e+01,9.449136481e+01,7.571309450e+01,5.943392161e+01
9.580193982e+01,3.445855499e+00,7.092330979e+01,4.002633839e+01,1.872969601e+01,4.977657450e+01,1.810641706e+01
8.827255643e+01,7.059584468e+01,3.793953275e+00,8.026392306e+01,5.233547152e+01,5.850667151e+01,2.698580681e+01
4.823785424e+01,7.658738086e+01,8.153664721e+01,2.909709032e+01,6.899157099e+01,5.427894979e+01,8.374623881e+01
9.461462388e+01,8.874430524e+01,4.851860998e+01,3.720933261e+01,8.154510524e+01,5.505521368e+01,5.613187437e+01
1.363543517e+01,7.919787368e+01,2.248546637e+00,5.008299057e+00,5.973075169e+00,6.624256292e+01,4.920006412e+01
1.372703877e+01,8.278809312e+00,7.307924675e+01,7.149704919e+00,9.922977635e+00,1.878069290e+01,7.312979770e+01
7.349197016e+01,9.412299845e+01,7.661470336e+01,8.746655191e+01,5.480534532e+00,7.782249406e+01,2.784241524e+01
6.548901604e+01,8.530008818e+01,9.053192164e+01,8.814254495e+01,5.719451169e+01,7.314153813e+01,3.272874585e+01
9.361212944e+01,2.999403237e+01,9.838990587e+01,5.503800230e+01,8.198994027e+01,7.752858944e+01,1.320936934e+01
6.379000934e+01,8.433651313e+01,2.911343899e+01,9.196690111e+01,1.848876928e+01,1.904985334e+01,7.309416163e+01
1.780356743e+01,3.599749698e+01,1.698029199e+01,9.289252381e+01,9.883155347e+01,4.395944698e+01,9.170750691e+01
7.089695683e+01,1.490824308e+01,7.630981608e+01,4.124575362e+01,6.203193607e+01,1.202339347e+01,7.950557452e+00
7.147441598e+00,1.646368140e+01,9.716215672e+01,9.852092981e+01,3.848535095e+01,9.030619164e+01,2.216777293e+01
4.580331777e+01,6.379346879e+01,1.833786010e+01,4.901087390e+01,4.237560853e+00,4.011411709e+01,5.108022429e+01
6.811788958e+01,8.484020419e+01,7.705619972e+01,1.522705691e+01,5.947432960e+01,5.326485716e+01,1.045397030e+01
1.889762948e+00,1.782237956e+01,7.358769769e+01,6.646899922e+00,1.243652636e+01,1.952320676e+01,7.876708096e+01
2.674283323e+01,2.735635314e+01,1.774228081e+01,2.393382004e+01,3.680676767e+01,5.217522673e+01,9.412067415e+01
1.623282945e+01,9.445375069e+01,5.702629619e+00,6.829095628e+01,2.708294513e+01,2.523068268e+01,1.782104563e+01
9.835825701e+01,3.265325337e+01,3.530340892e+01,3.698582874e+01,2.080445017e+01,5.460376308e+01,6.476854187e+01
4.952609189e+00,5.855679507e+01,1.686972135e+01,3.785017653e+01,6.484870160e+01,8.866596238e+01,7.092834070e+01
7.637316938e+01,4.259195196e+01,2.496530921e+01,9.947186946e+01,3.520744302e+01,8.549806773e+01,8.364340751e+00
7.966279918e+01,6.572450962e+01,1.164742430e+01,3.835437782e+01,4.614840346e+01,7.364906232e+01,6.798475059e+00
8.486994760e+00,4.886998719e+01,2.144562463e+01,1.911572383e+01,1.632865183e+01,8.835771744e+01,5.696062673e+01
9.854166502e+01,5.912456883e+01,4.598581401e+01,9.848455089e+01,7.843888540e+01,2.443784149e+01,8.644155014e+01
7.107099246e+01,2.178010230e+01,3.781122595e+01,5.227812561e+01,6.963656007e+01,3.909490006e+00,1.455812759e+01
2.533305055e+01,7.938895441e+01,5.510006222e+01,6.173768039e+01,9.721958645e+01,1.555770487e+01,6.334089390e+01
5.672649031e+01,2.111147653e+00,3.065740876e+01,8.610174885e+01,4.430426420e+01,7.487576031e+01,1.127535149e+01
7.821321478e+01,4.492727546e+01,7.296695948e+01,7.756676872e+01,9.610168725e+01,2.814372452e+01,4.129674588e+01
5.352932480e+00,7.121404076e+01,1.273150354e+01,3.594356779e+01,9.565394923e+01,1.500965304e+01,4.056470479e+01
8.605009684e+01,2.293386107e+01,8.110753498e+01,2.771421011e+01,3.699336221e+01,2.749711898e+01,4.645004188e+01
7.501875490e+01,1.061955656e+01,3.047021403e+01,8.822416612e+01,1.196303068e+01,7.542905402e+01,1.019441287e+01
2.500410145e+01,1.343170469e+01,5.346766113e+01,4.630261133e+01,4.774125068e+01,3.383747515e+01,9.705031814e+01
6.353974204e+01,2.953474767e+01,7.046186309e+00,1.089395402e+00,6.192766027e+01,6.597028603e+00,4.304302502e+01
2.142241962e+01,3.898740461e+01,6.222120951e+00,2.233883352e+01,8.510681246e+01,5.152179585e+01,3.375027298e+01
8.022981405e+01,6.678517385e+01,2.730356146e+00,5.284355005e+01,6.026185093e+01,1.833351346e+01,5.889510771e+00
3.518546457e+01,6.198100541e+01,2.215143011e+01,2.855240690e+01,3.340466140e+01,9.824632032e+01,9.975597074e+01
9.253545279e+01,3.389637178e+01,5.048014516e+01,9.995981244e+01,2.690637078e+01,7.476387517e+01,4.746351028e+01
5.450982080e+01,3.961993336e+01,7.745731688e+01,2.331059960e+01,6.047366487e+01,9.478599264e+01,6.076026215e+01
4.907870193e+01,9.708399827e+00,9.450059562e+01,3.383254408e+01,2.991684669e+01,3.794341393e+01,9.309151409e+01
8.765185485e+01,4.943678632e+01,3.128548694e+01,3.522312567e+01,7.703969157e+01,5.403124572e+01,1.843765457e+01
7.801655612e+00,8.257418955e+01,7.050364228e+01,1.107116385e+01,7.288431309e+01,8.669696318e+01,2.653169656e+01
6.097863989e+01,3.669428858e+01,8.450887909e+01,4.519518719e+01,5.279615180e+01,4.536512225e+01,6.932881220e+01
7.211182849e+01,9.813801020e+01,9.175637418e+01,1.711159009e+01,3.170571035e+01,7.214740217e+01,9.986293798e+00
3.828494973e+01,5.292054564e+01,8.202499222e+01,1.950353448e+01,6.516594578e+01,2.596399061e+01,8.486444614e+01
4.918301998e+01,4.489274485e+01,4.600412771e+01,1.343259024e+01,4.980468231e+01,6.018429627e+01,6.578610749e+01
7.459364805e+01,6.928422781e+01,4.773827856e+01,7.713116876e+01,9.460399758e+01,8.039359514e+00,9.877786884e+01
4.341764507e+01,2.584775703e+01,1.825831955e+01,3.659457427e+01,2.985287628e+01,2.663054584e+01,5.363946555e+01
6.962262949e+01,9.854978563e+01,4.955807823e+01,1.090324085e+01,9.902522310e+01,9.097289651e+01,6.552736052e+01
1.553128658e+01,1.899219952e+01,8.162586201e+01,4.151441229e+01,1.268438019e+01,4.408970528e+01,8.950377146e+01
5.272566441e+01,5.559689655e+00,9.462076656e+01,1.795398535e+01,5.090386685e+01,7.931125559e+01,6.434846247e+01
4.772660038e+01,4.056192747e+01,9.880543455e+01,1.082242138e+01,6.104762728e+01,8.761763256e+01,2.120252036e+01
6.288425385e+01,9.232865029e+01,9.933450858e+01,1.052210287e+01,3.445665652e+01,4.695649658e+01,1.234450117e+01
3.554152667e+01,3.675067680e+01,5.498284996e+01,5.127489527e+01,6.529671179e+01,3.717627744e+01,6.641218042e+01
1.404240732e+01,4.786886003e+01,6.844513080e+01,7.180771042e+01,2.484304834e+00,8.318454912e+01,9.430606264e+01
3.181140636e+00,1.802024507e+01,9.337676802e+01,9.027726070e+01,5.052717662e+01,5.070664350e+01,8.532593862e+01
6.365623452e+01,1.970917177e+00,7.154311239e+01,8.069598366e+01,5.816683786e+01,5.858578873e+00,3.482568379e+01
8.634269556e+01,9.507418298e+01,4.872100618e+01,6.577084383e+01,7.138051115e+01,7.840749056e+01,3.332629183e+01
7.758667368e+01,4.527577383e+01,9.211432925e+01,8.629464885e+01,7.629410992e+00,8.840757129e+01,8.103536281e+01
4.853826373e+00,3.608839334e+00,8.281526319e+00,9.294643106e+01,2.488910018e+01,2.182141207e+01,1.876863593e+01
8.997282678e+01,6.499908338e+01,9.620586538e+01,8.529573479e+01,2.051301723e+01,7.220613922e+01,6.322607083e+01
9.072067672e+01,5.668094368e+01,9.256409100e+00,5.120622096e+00,5.787452040e+01,2.552569637e+01,7.742928864e+01
1.512074604e+01,9.220336020e+01,7.251729464e+01,7.549709082e+01,6.177753147e+01,5.868820380e+01,7.679780888e+01
1.353573640e+00,6.170549320e+01,4.365179683e+01,5.674828910e+01,2.452802795e+01,8.904824911e+01,6.343269989e+00
8.813424941e+01,2.648148446e+01,4.535871989e+00,1.804966053e+01,4.041241172e+01,2.758719732e+01,7.172994646e+01
1.645959456e+01,5.992669621e+01,9.767373139e+01,2.187515000e+01,5.281013666e+01,8.063704570e+01,1.411051943e+01
6.650101133e+01,1.601494189e+01,3.421529350e+01,3.160568862e+01,8.143601153e+01,1.818255491e+01,9.572576731e+01
3.383526008e+01,3.740882293e+01,7.064955152e+01,3.005815902e+01,5.429238348e+01,7.495194303e+01,1.330598721e+01
5.714596643e+01,2.313266246e+01,2.527576726e+01,8.858702949e+00,3.474150135e+01,4.174861565e+01,8.657963114e+01
9.327045021e+01,1.619416786e+00,8.377778040e+01,5.236527570e+01,6.194284436e+00,9.926225486e+00,7.599925650e+00
1.400930557e-01,1.455004909e+01,7.486827904e+01,5.659448771e-01,7.770863087e+00,4.587802182e+01,2.735994692e+01
2.149892330e+00,2.752424509e+01,2.888180961e+01,2.076619317e+01,1.938078959e+01,9.900284817e+01,9.218668754e+01
4.957839588e+01,6.664161337e+01,9.709962849e+01,6.464743789e+01,9.459079106e+01,2.670968979e+01,2.633652661e+01
8.334969856e+01,5.527155422e+01,8.175747725e+01,2.114731272e+01,9.437469674e+01,1.419384671e+01,1.853850065e+01
6.380679056e+01,6.234628973e+01,8.086765936e+00,3.066837899e+01,7.899489697e+01,5.544471834e+01,3.872541260e+01
5.871038243e+01,6.135127071e+01,8.488780047e+01,3.118752215e+01,8.279006403e+01,8.721302016e+01,5.181618611e+01
5.772729457e+01,1.213996698e+01,9.266389514e+01,6.714912597e+01,7.054990158e+01,7.574149022e+00,5.426354947e+01
5.300520719e+01,9.028119627e+01,5.941353639e+01,4.812079155e+01,3.100918883e+01,8.509288985e+01,5.715778785e+01
3.919395555e+01,2.833370187e+01,4.886500717e+01,6.636685843e+01,6.357462802e+01,1.732941498e+01,9.642525458e+01
7.132551974e+01,7.069580862e+01,9.384705830e+01,4.261751950e+01,6.878538727e+01,5.442802830e+01,2.773688576e+01
3.723379465e+01,6.340112465e+01,7.497097500e+01,6.353980073e+01,3.458197273e+01,3.264715541e+01,3.753601971e+00
9.110759461e+01,4.420219897e+01,4.065461454e+01,7.473991128e+01,6.610676467e+01,1.118018111e+01,4.701338211e+01
6.889968034e+01,2.480040031e+01,1.317594677e+01,9.413424558e+01,3.618310781e+01,3.236407241e+01,4.474825209e+01
5.477307228e+01,3.922990694e+01,8.528773481e+01,2.958512743e+01,7.691157639e+01,6.271422836e+01,3.664403299e+00
4.523042677e+01,3.505200189e+01,8.794205407e+01,5.059452693e+01,1.366292760e+01,8.443731001e+01,1.460158423e+01
6.856188736e+01,7.411005985e+01,5.406181824e-01,6.682842023e+01,5.042441222e+01,9.864964500e+01,1.272145902e+01
4.119058650e+01,7.976675633e+01,7.829592711e+01,4.388499969e+01,2.067056154e+00,9.714263130e+01,4.254614278e+00
9.150521846e+01,6.691412016e+01,1.365591607e+01,5.427462881e+01,3.952281265e+01,9.553592548e+00,2.100834673e+01
9.016138918e+01,9.567618240e+00,3.835727797e+01,9.899460773e+01,6.989919812e+01,3.183218611e+01,7.387634781e+01
5.063761648e+01,9.980287129e+01,6.117983839e+01,5.382512698e+01,4.670285385e+01,3.982599145e+01,2.174294821e+01
3.650418875e+01,9.134715730e+01,6.988142317e+01,1.993223185e+01,4.951841831e+01,3.664239270e+01,3.063608653e+01
6.839622118e+01,6.360480213e+01,1.392282121e+01,6.482544444e+01,9.783844543e+01,6.647368219e+01,8.277539991e+01
8.371092977e+01,3.542774351e+01,6.746748408e+01,2.013648094e+01,7.911864982e+01,8.158739376e+01,2.447844740e+00
4.267544280e+01,7.209221765e+01,4.566918842e+01,6.881469269e+01,3.669105817e+01,1.548364960e+00,3.910385259e+00
1.290094864e+01,5.584952749e+01,5.824842623e+01,8.739357699e+01,8.696901988e+01,8.453392600e+01,8.150881913e+01
5.726956008e+01,5.611764091e+01,3.234817449e+00,4.564180922e+01,6.385647787e+01,6.478194802e+01,5.317610619e+01
2.193418145e+01,8.205802070e+01,3.222439797e+01,9.825013255e+01,7.720277055e+01,5.484169579e+01,7.649970325e+00
1.135022436e+01,3.125645947e+01,9.697527576e+01,4.766396573e+01,8.379251539e+01,2.533625883e+01,2.500013792e+01
8.808096341e+00,7.436818929e+01,2.966288687e+01,6.765434574e+00,9.963993254e+01,2.301186432e+01,1.742324108e+00
1.601791673e+01,5.503248896e+01,4.005601609e+00,7.697683367e+01,6.883117044e+01,8.408370808e+01,3.144981042e+01
9.985195528e+01,8.662467877e+01,5.319263183e+01,2.929017539e+01,7.391724122e+01,7.585163073e+01,1.141279449e+01
