v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77
2.336773221e+01,8.989201249e+01,5.076745391e+01,8.083676094e+01,5.563542491e+01,5.170224144e+01,3.156967993e+01,9.607481541e+01,7.528269917e+00,6.139682583e+01,3.076905701e+01,7.974746676e+00,1.440976937e-01,8.797290982e+01,3.125816959e+01,9.983852815e+00,7.631568964e+01,3.450582448e+01,2.260291349e+01,8.403247871e+01,9.880749611e+01,6.421774080e+01,9.615539374e+01,8.724178362e+01,2.579430461e+01,8.731223265e+01,3.720453943e+01,7.752257280e+01,1.370628718e+01,3.600813407e+00,5.476988646e+01,6.687212131e+01,9.057754109e+01,4.779255032e+01,8.578029360e+01,9.705842565e+01,9.486674914e+01,5.332649595e+01,6.687213171e+01,2.800061113e+01,1.490408928e+01,5.189977490e+00,7.368141520e+01,8.722547294e+01,1.171885937e+01,6.532461825e+01,6.734337219e+01,9.470169283e+01,2.169553696e+01,4.320928529e+01,1.541203661e+01,4.829801681e+01,5.975344315e+00,2.726895037e+01,3.421251980e+01,2.599448147e+01,8.726795499e+01,7.912788242e+01,3.646810811e+01,7.145355469e+01,8.938326546e+01,1.604905645e+01,8.960841513e+01,2.974068334e+01,1.057103939e+01,3.348691662e+01,5.168081731e+01,3.255841752e+01,6.059505459e+01,1.699469006e+01,5.916573750e+01,4.581394175e+01,5.386411511e+01,9.399893827e+01,2.140647436e+01,6.700089905e+01,7.042492626e+01
5.359036000e+01,2.916107870e+00,5.041561218e+01,6.808499621e+01,4.337915111e+01,6.400453237e+01,4.584698377e+01,2.397308819e+01,4.944003332e+00,1.207857235e+01,1.847222172e+01,8.893361731e+01,8.775011182e+01,5.125093048e+01,8.780875922e+00,4.550919951e+00,8.814032296e+01,3.377139608e+01,6.620786043e+01,9.475332549e+01,4.378505981e+01,3.301923484e+01,5.655758397e+00,5.338806468e+01,4.792512011e+01,8.694605416e+00,8.466577482e+01,2.518321040e+01,9.800674241e+01,4.763657444e+01,4.141592919e+01,1.102802711e+01,1.841012961e+01,7.245533926e+00,6.793864934e+01,2.220360672e+01,6.992798337e+01,8.282538530e+01,8.787858688e+01,4.428558014e+01,1.600438350e+01,9.555429171e+01,6.358038995e+01,6.826096093e+01,4.472939111e+01,9.129916519e+01,7.745295969e+01,5.188883120e+01,7.249841208e-01,8.575147398e+01,1.098299064e+01,5.993760933e+01,1.189224378e+01,7.342219120e+01,2.907239020e+01,2.451546338e-01,5.643123318e+01,7.951999380e+01,4.774878044e+01,4.468187545e+01,4.672267559e+01,4.647536753e+01,2.634318403e+01,7.339039272e+01,7.665538360e+01,9.047399416e+01,3.221479138e+01,1.810948856e+01,6.576683736e+01,2.285064254e+01,3.422468309e+01,7.182137932e+01,8.594674484e+01,4.828743887e+01,9.683365928e+01,6.203934579e+01,2.057828694e+01
7.255643290e+01,9.396442429e+01,9.622701040e+01,5.597436946e+01,3.782953639e+01,9.203143995e+01,4.021662425e+01,8.000557869e+01,1.444672648e+01,6.653897208e+01,1.986153748e+01,6.670278348e+01,1.282150869e+01,3.969988434e+01,2.606214729e+01,3.450773620e+01,8.546896485e+01,2.093267326e+01,8.621301454e+01,4.840896455e+01,3.343575137e+01,1.655976977e+01,1.803405516e+01,7.329308811e+01,4.928389798e+01,5.251236816e+01,7.223628952e+01,3.941002477e+01,1.571503224e+01,9.993465595e+01,3.016703363e+01,5.217171295e+01,4.954984092e+01,5.482465977e+01,9.279821803e+01,8.206393485e+01,1.949024016e+00,8.368380224e+01,1.346472106e+01,1.565167901e+01,6.302578308e+01,3.417031393e+01,5.743388786e+01,2.360290376e+01,5.963438612e+01,4.603135557e+01,4.311096754e+01,3.015233378e+01,2.894930347e+00,4.080185901e+01,3.737404303e+01,4.804500822e+01,1.110658689e+01,8.318239050e+01,2.486264542e+01,4.264229595e+01,3.652831737e+01,5.909660884e+01,3.325726244e+01,4.452726212e+01,7.397548482e+01,6.259295615e+01,1.867326138e+01,3.442531074e+01,3.133500872e+00,5.719526730e+01,2.236696167e+01,4.114858634e+01,7.640185835e+01,9.431211823e+01,7.784783211e+01,9.346990708e+01,3.095713116e+01,5.818895243e+01,3.211840829e+01,9.225066841e+01,9.317934972e+00
7.077978660e+01,4.722939132e+01,5.855937828e+01,9.834635325e+01,8.014875248e+01,8.868241875e+01,8.709568435e+01,8.178705535e+01,7.917922708e+01,4.869534668e+01,3.575749455e+01,5.435889034e+00,1.607185421e+01,1.862334316e+01,1.324169611e+01,4.654472381e+00,8.045214707e+01,3.144352293e+01,2.576052016e+01,6.176731810e+01,1.983238708e+01,7.339583757e+01,9.866915066e+01,5.627379970e+01,4.008934651e+01,2.366827941e+01,5.316683749e+01,3.967505695e+00,5.363037479e+01,8.390620004e+01,2.851845489e+01,1.976895445e+01,9.310782885e+01,4.563282106e+01,5.022578982e+01,4.480163403e+01,7.387036173e+01,9.467695434e+01,2.432287730e+01,5.999133058e+01,7.014007865e+01,2.978812733e+01,1.003467363e+01,7.272429849e+01,1.800661371e+01,1.078698435e+01,2.504143484e+01,7.818946397e+01,6.289445764e+01,5.015599259e+01,5.265993281e+01,4.602113774e+01,2.266292884e+01,9.525484702e+01,2.345577345e+00,4.890768013e+01,4.491873223e+00,4.749972339e+01,1.448789245e+01,4.561906349e+01,4.468810383e+01,2.640299821e+00,5.036361859e+00,2.807145052e+01,2.313562615e+01,3.952411198e+01,5.905965160e+01,5.106219898e+01,3.149008659e+01,2.896939491e+01,9.013940413e+01,5.725642261e+01,5.193465977e+01,4.897005949e+01,9.705137402e+01,6.258387931e+01,5.114347520e+01
2.900024752e+01,3.163525555e+01,3.220957062e+01,4.817367014e+01,3.663434766e+01,3.203440886e+01,9.536873318e+01,4.825956211e+01,1.176276063e+01,4.239642380e+01,4.166354173e+01,4.376227321e+01,5.796537710e+00,8.225996078e+01,7.661984140e+01,6.857679003e+01,3.960314339e+00,7.952788376e+01,8.864475042e+00,4.322819304e+01,7.514919800e+00,3.152252885e+00,4.105592491e+01,1.450830703e+01,3.006612833e+01,6.029525513e+01,7.924050217e+01,8.830433118e+01,4.746730600e+01,6.355142948e+00,3.320209207e+01,8.757474755e+01,3.239837803e+01,5.108892026e+01,9.800028694e+01,8.681788427e+01,3.684236662e+01,6.783635701e+01,4.067912774e+00,1.817666869e+00,4.924897328e+01,2.449923729e+01,1.459616822e+01,2.087449040e+01,8.182419886e+01,2.909725336e+01,3.396028006e+00,2.501241694e+01,9.907103570e+01,2.879822586e+01,6.079320511e+01,4.367804837e+01,1.775769595e+01,1.264940613e+01,8.453403973e+01,6.212594289e+01,2.285162946e+01,4.946363238e+01,1.229438517e+01,4.421897353e+01,7.272639109e+01,9.279921507e+01,7.748708618e+01,5.972474279e+01,4.977000391e+00,1.846368518e+01,4.359858947e+01,8.546567242e+00,5.857510608e+01,1.706083210e+01,8.758079519e+01,9.106580019e+01,8.499992644e+01,2.966317326e+00,8.128701531e+01,8.003208024e+01,4.366610959e+01
8.241899683e+01,4.172894277e+01,2.895899626e+01,2.740118092e+01,6.127172431e+01,8.395719658e+01,5.264120602e+01,3.586023951e+00,3.132430902e+01,7.338046924e-01,4.819319507e+01,5.237959948e+01,2.896424763e+01,8.204605329e+00,8.790570218e+01,6.611749387e+01,2.512546364e+00,5.419440033e+01,6.883472084e+01,4.206789985e+01,1.553303729e+01,9.628626297e+01,6.580116474e+01,4.294504391e+01,7.404293935e+01,2.380105792e+01,8.360205173e+01,4.100266061e+01,8.750128859e+01,1.332442222e+01,2.676082869e+01,5.702773678e+01,6.756726570e+01,2.669615831e+01,1.200550474e+01,7.120109907e+01,7.599790342e+01,2.006602968e+01,1.608655963e+01,4.148566450e+01,8.631506614e+00,1.415459626e+01,2.343868603e+01,7.437612868e+01,4.814135323e+01,4.166763309e+01,7.488539790e+01,9.838275835e+01,9.644808522e+01,6.653206544e+01,9.725254299e+01,5.290631868e+00,4.378154824e+00,2.780150856e+01,6.939828154e+01,6.026327930e+01,8.918279407e+01,7.547704914e+01,3.362378571e+01,1.033832776e+01,9.719701999e+01,8.773313757e+01,3.961672424e+01,4.892599354e+01,6.318321817e+01,7.373691600e+01,6.563126138e+01,6.614405722e+01,3.035699477e+01,2.926053903e+01,1.146809394e+01,8.670394155e+00,6.187824274e+01,8.238536030e+01,4.177671351e+00,5.363588468e+01,1.919726552e+01
5.376414138e+01,5.575929728e+01,7.975249730e+01,4.042751370e+01,3.523256984e+01,4.249990589e+01,8.216264817e+01,8.166974953e+00,1.042596415e+01,4.017349882e+01,9.923930094e+01,1.429295995e+01,1.365502032e+01,5.281445931e+01,9.285423255e+01,2.769973251e+01,5.808750094e+01,2.356098157e+01,4.679791319e+01,8.213421939e+01,8.807449753e+01,6.543475015e+01,6.930953437e+01,3.779219816e+01,9.197254755e+01,1.342812951e+00,4.776654791e+01,9.703949457e+01,9.421800940e+01,8.848722331e+01,9.225801425e+01,3.356699455e+01,2.783641424e-01,1.125020456e+01,8.996175024e+01,6.844803545e+01,7.022027307e+00,3.414895958e+00,5.478748710e+01,1.648621633e+01,1.789128776e+01,6.515075961e+01,1.813324842e+01,9.691702437e+00,8.599716529e+01,1.062567737e+01,9.804629340e+01,8.612345343e+01,6.798816130e+01,5.648910657e+00,1.351679815e+01,1.062124618e+01,8.056700508e+01,9.712223912e+01,6.277538700e+01,9.056006574e+01,8.426402025e+01,2.553573129e+01,8.710923178e+01,9.010843577e+01,3.917929062e+01,6.290311959e+01,1.145971894e+00,9.952000743e+00,8.579176659e+01,2.675922700e+00,8.493360474e+01,2.803941493e+01,6.031435997e+01,5.351692702e+01,6.863973348e+00,3.793811264e+00,1.922879455e+01,2.436013383e+01,1.070748263e+01,2.715646709e+01,5.094470867e+01
4.042352073e+01,7.385367058e+01,7.333847074e+01,1.883105525e+01,6.873148439e+01,6.598287621e+01,7.536700807e+01,6.955054787e+01,8.062570643e+00,5.093849208e+01,5.950631972e+01,4.315188624e+01,7.724419475e+01,3.879215140e+01,9.001597208e+01,3.248930926e+01,1.918241224e+01,6.775366384e+01,4.760098365e+01,7.964210342e+01,7.654258757e+01,7.461317054e+01,1.701823794e+01,6.140109976e+01,7.365679605e+00,9.736292350e+01,2.115854900e+01,9.674160859e+01,2.124495832e+01,3.803043885e+01,4.196507215e+01,8.100594458e+00,4.454195854e+01,4.191715375e+01,6.281093248e+01,8.524818728e+01,4.623111437e+01,5.472769763e+01,9.586097271e+01,1.052125139e+01,1.093608412e+01,9.116399877e+01,1.860865847e+01,9.690068266e+01,5.946275914e+01,5.143041739e+01,7.717496227e+01,3.389204465e+01,8.638683433e+01,6.871153709e+01,4.920274912e+01,8.327174959e+01,7.962979860e+00,1.899956174e+01,5.688237032e+01,9.232201490e+01,2.741259217e+01,6.419633465e+01,4.045931637e+01,8.449426503e+01,4.412019273e+01,6.782231860e+00,8.174803697e+01,1.552542858e+01,5.035868166e+01,2.413006871e+01,5.814697403e+01,4.969510365e+01,4.640666991e+01,4.446396452e+01,7.723004785e+00,3.167483692e+01,6.102987037e+00,2.877775622e+01,5.206634367e+01,3.794127193e+01,2.813351625e+01
3.234404804e+01,4.755225975e+01,4.969196343e+01,9.872004152e+01,8.268026797e+01,3.780518457e+01,2.168594580e+01,9.599497843e+01,7.422137051e+01,2.879214594e+01,7.198785992e+01,6.007906703e+01,6.775354993e+00,1.468930677e+01,1.035682649e+00,2.001071676e+01,6.821768797e+01,1.087989655e+01,5.946826949e+01,4.659645877e+01,3.475063431e+01,7.679316257e+01,9.274792820e+00,2.321948195e+01,6.888638356e+01,5.604465531e+01,1.764567905e+01,9.030005622e+01,7.802948485e+01,5.887605924e+01,4.003631451e+01,4.524058709e+01,9.943443722e+01,4.988463061e+01,6.336080651e+01,2.674568970e+01,5.997845554e+01,7.098688613e+01,3.117858893e+01,4.840919299e+01,4.083361486e+01,1.664430764e+01,1.505072400e+01,6.800022616e+01,8.950810410e+01,9.251227572e+01,2.694918175e+01,8.223749414e+01,1.117328701e-01,6.360424127e+01,2.768234863e+01,4.342394053e+01,7.257539473e+01,3.965861721e+01,3.629162973e+01,7.793113958e+01,2.906412597e+01,3.968734000e+01,1.385696532e+01,2.217320488e+01,6.454482196e+01,5.512243264e+01,3.896337186e+01,2.850556710e+01,6.768563464e+01,5.295341081e+01,3.582961366e+01,4.472061966e+01,5.259965039e+01,7.084477643e+01,5.961314448e+01,5.468477074e+00,9.898711872e+01,5.098843387e+01,7.132774008e+00,2.450773111e+01,3.408588039e+01
8.859258099e+01,7.839547049e+01,1.848186396e+01,8.277920783e+01,9.277670567e+01,5.647445268e+01,5.390154276e+01,2.451332169e+01,5.625168502e+01,7.486217321e+01,7.330748260e+01,6.335287091e+01,9.330500675e+01,8.657631862e+01,5.997952294e+01,2.718785350e+01,3.542522412e+01,7.596011323e+01,9.088989006e+01,5.625878733e+01,7.694950400e+01,2.681661348e+01,7.034101208e+01,6.716037507e+01,9.366054701e+01,6.168050914e+01,2.201577582e+01,1.394195569e+01,6.996242602e+01,1.760158037e+01,9.583533565e+01,8.017969186e+01,2.931174861e+01,2.376819272e+01,9.768426571e+01,6.705406932e+01,7.946206103e+01,8.742813178e+01,7.044085252e+01,3.071588060e+01,7.592235511e+01,7.745483888e+01,5.599054061e+01,7.946172892e+01,2.179980298e+01,3.738508073e+00,7.724295333e+01,9.057180809e+01,4.177656106e+01,3.076038782e+01,2.956808805e+01,2.515035083e+01,3.059184061e+01,7.164116154e+01,2.035883484e+01,1.620195233e+01,5.202652059e+01,4.230460211e+01,8.749946658e+01,8.941850587e+01,1.818204507e+01,4.769112493e+01,5.246144009e+01,9.675540026e+01,9.247592595e+01,7.216315527e+01,8.361155830e+01,7.048477671e+00,3.073261091e+01,1.486507349e+01,8.603961815e+01,3.758885755e+01,5.983666271e+00,8.050464858e+01,2.553333684e+01,5.243183328e+01,7.697614123e+01
7.168860401e+01,7.096714999e+01,9.326121641e+00,8.425821740e+01,3.073944609e+01,1.803343928e+01,9.372359851e+01,1.519869695e+01,4.141789988e+01,1.257288801e+01,1.148854235e+01,6.803819000e+01,1.128147271e+01,5.393815243e+01,3.436523686e+01,3.835088515e+00,3.056230858e+01,3.979395388e+00,8.439823169e+01,8.724182787e+01,2.710766070e+01,3.816730263e+01,7.400426956e+01,5.017857673e+01,1.593966703e+01,2.451870565e+01,4.267911219e+01,3.896655361e+00,8.027394217e+01,1.470510346e+00,9.761674510e+01,4.980223464e+01,3.527508697e+01,1.227304598e+01,8.739580483e+01,6.999176412e+01,4.525409592e-01,8.901921218e+01,7.103934768e+01,2.729768072e+01,9.405292190e+01,4.083736374e+01,9.955026356e+01,8.810592454e+01,2.191825228e+01,6.293257530e+01,3.859804965e+01,2.875106275e+01,8.742855493e+01,5.823908120e+01,3.773636087e+01,8.183986126e+01,6.986156581e+01,5.071176454e+01,5.149615237e+01,2.142362569e+01,9.244003397e+01,4.377810258e+01,7.871849295e+01,3.457846087e+01,6.476773637e+01,5.818321439e-01,3.378032125e+00,6.640302248e+01,5.356430906e+01,3.914394197e+00,1.567246086e+01,7.386460599e+01,9.114225811e+01,1.831122879e+01,6.229160917e+01,9.261484544e+00,3.770786331e+01,4.291665420e+01,1.214540138e+01,5.259071990e+01,1.503890907e+00
5.437124680e+01,8.871439961e+01,8.302957072e+01,7.290436536e+01,1.100796531e+01,4.303757189e+01,9.402903784e+01,5.285291000e+01,4.804093730e+00,5.372819103e+01,2.910361695e+01,5.100316285e+01,9.172697118e+00,4.704676993e+01,7.845312826e+01,5.352690215e+01,6.755241096e+01,4.180427583e+01,3.269477026e+01,7.181900496e+00,4.005675173e+01,9.070298985e+01,3.011282759e+01,4.857340440e+01,1.373112628e+01,7.144467484e+00,3.674916573e+01,6.948711866e+01,4.532790134e+01,4.046009324e+01,5.524134747e+00,7.331705124e+01,5.712788867e+01,4.244203525e+01,9.285288675e+01,1.064471212e+01,4.996219959e+01,5.673230056e+01,1.513752528e+01,9.397579850e+01,4.364784154e+01,8.230349336e+01,9.224304193e+01,3.169277497e+01,1.416935736e+01,9.397824542e+01,8.177363770e+01,7.281743387e+01,2.615174839e+01,8.471554336e+01,5.431198351e+01,5.228532422e+01,2.234334871e+01,9.670281391e+01,8.380586348e+01,6.770312370e+01,2.111866488e+01,4.714982298e+01,6.793078232e+01,2.255816874e+01,6.665346786e+01,9.242370499e+01,1.611139897e+01,9.120884354e+01,2.334944020e+01,1.937662930e+01,7.520922950e+01,3.367568851e+01,5.486401626e+01,2.019168725e+01,6.391426225e+01,2.686146891e+01,1.147248026e+01,3.728981412e+01,4.426568195e+01,9.440445456e+01,7.448925372e+01
8.555837249e+01,7.871680912e+01,4.065211239e+01,5.689493251e+01,4.048040136e+01,8.787960927e+01,7.507852618e+01,4.550159165e+01,3.523039287e+01,8.805092529e+01,2.733422208e+01,7.283955936e+01,6.822666086e+01,6.827437469e+01,3.802689981e+01,4.579023073e+01,9.522911731e+01,9.196616936e+01,5.495953515e+01,8.339082904e+01,7.601112031e+01,5.686287322e+01,5.295340075e+01,3.170792771e+01,4.910769125e+01,7.184272211e+01,3.745456765e+01,4.652383859e+01,5.610387001e+01,3.161386717e+01,2.640371821e+01,9.546417811e+01,9.372991062e+01,8.469787054e+01,9.935163733e+01,9.862942392e+01,5.788210455e+01,2.609948109e+01,7.572009168e+01,6.814961363e+01,5.609162872e+01,7.938735124e+01,9.906447235e+01,1.503985527e+01,4.785110785e+01,5.403817918e+01,7.506891216e+01,4.871436518e+01,3.561190221e+00,8.781828797e+01,7.274504332e+01,8.155271405e+01,4.442745188e+01,3.683902734e+01,6.198084469e+01,6.400248833e+01,6.160673707e+01,6.636375847e+01,7.717553944e+01,3.078389944e+01,5.188087693e+01,8.677182810e+01,6.132106044e+01,3.751203954e+01,7.223602678e+01,7.073902777e+01,4.517368272e+01,1.808534137e+01,1.011913815e+01,8.717399282e+01,3.780312349e+01,7.964103952e+01,4.163407637e+01,9.319653485e+01,1.064486708e+01,5.394590639e+01,7.753877663e+01
8.191591956e+01,9.447910157e+01,4.885561647e+00,2.218850910e+01,8.918027121e+01,6.361900213e+01,1.212737345e+01,8.167782959e+01,7.636322829e+01,2.508101964e+00,3.266114709e+01,1.903082377e+01,3.373923725e+01,1.549007545e+01,2.881342399e+01,4.484678839e+01,9.553789697e+01,5.607139880e+01,1.559685720e+01,4.229571824e+01,3.445875006e+01,7.730689749e+01,4.576757483e+01,6.208525116e+01,1.368571031e+01,6.725846045e+01,4.243695008e+01,8.632424621e+01,7.096946567e+01,9.290333513e+01,9.015281610e+01,5.638118649e+01,8.267881099e+01,6.472687534e+01,8.200134570e+01,1.205057048e+01,9.524797633e+01,9.567116819e+00,4.493727608e+01,7.835127272e+01,2.767007608e+00,2.295607162e+01,6.485322607e+01,5.236645391e+01,1.705622940e+01,3.536824577e+01,6.905705694e+01,8.747555554e+01,6.131373821e+01,2.959412439e+01,9.607799545e+01,7.476952014e+01,4.597394534e+01,8.129023217e+01,8.111077553e+01,2.369648766e+01,4.447972360e+01,4.418707436e+01,1.609648840e+01,6.149548321e+01,6.991913419e+01,6.991720164e+01,1.598900466e+01,5.650955516e+01,5.670416160e+01,2.615475266e+01,8.755034035e+01,6.838617656e+01,4.990416281e+01,4.365108983e+01,2.722199506e+01,9.968772726e+01,7.942751198e+01,5.338107894e+01,9.261406194e+01,4.435052464e+01,3.884915413e+01
2.743613641e+01,3.793010357e+01,6.667960400e+01,3.562732256e-01,1.230441773e+01,5.375451876e+01,5.985019252e+01,2.041052656e+01,3.888598955e+01,4.913219720e+01,1.053143003e+01,5.550556888e+01,2.488279427e+01,7.453393347e+01,9.025451368e+01,9.580440772e+01,9.194801380e+01,5.795482714e+01,6.969620297e+01,1.370211135e+01,7.995852584e+00,8.305539462e+01,4.325357297e+01,4.154699619e+01,6.086462903e+00,2.131331329e+01,7.018960901e+01,4.311375973e+01,7.327630970e+01,6.225790359e+01,9.304134453e+01,2.554020289e+01,3.073869738e+01,1.301295710e+01,2.331893292e+01,5.712181819e+01,7.976055999e+00,2.684348940e+01,3.813545327e+01,8.174267593e+01,5.470404353e+01,9.129389460e+01,2.930043209e+01,1.686695982e+00,5.185374017e+01,3.985149489e+01,7.058845736e+01,9.361456193e+01,1.689664039e+01,4.950590778e+01,4.206853242e+01,6.856041542e+01,8.614206749e+01,6.646587514e+01,4.537383401e+01,9.598501287e+01,6.451611582e+01,7.257259280e+01,4.758464565e+00,3.234464614e+01,5.118162188e+01,1.018147239e+01,8.545448482e+01,3.215671975e+01,6.242664027e+01,9.055550397e+01,2.023940643e+01,9.178288767e+01,8.578651291e+01,5.812364995e+01,1.583809893e+01,3.991971203e+00,8.915657124e+01,2.290777546e+01,4.088489874e+01,5.464826863e+01,1.397630061e+01
9.903860384e+01,9.953668767e+01,4.784243004e+01,3.816110661e+01,3.320073164e+01,1.348094135e+01,3.537109125e+00,6.986613068e+01,3.651678825e+01,2.939076435e+01,2.154680379e+01,3.574394776e+01,3.160692622e+01,5.514341246e+01,5.948358182e+00,4.720838943e+01,8.105797599e+01,5.244541209e+01,8.991334531e+01,6.461501769e+01,2.724570377e+01,8.409287222e+01,1.231546603e+01,4.953415462e+01,3.564511280e+01,7.122285581e+01,6.759254952e+01,2.416260933e+01,9.612059224e+01,1.857082377e+01,6.386441236e+01,9.581855162e+01,8.762745705e+01,5.552446068e+01,2.617234880e+00,1.667412170e+00,1.330892286e+01,9.120345346e+01,4.431791219e+01,8.809919429e+01,8.286573188e+01,5.306396962e+01,1.416972033e+01,4.689581875e+00,7.377932993e+01,2.862570210e+01,7.108048901e+01,2.441218732e+01,2.824145484e+01,2.496915060e+01,1.905471363e+01,3.834833758e+00,6.894418515e+01,5.903603809e+00,1.465331464e+01,7.890082300e+01,3.184458778e+01,2.752451017e+00,6.288178228e+01,5.353867666e+00,1.674826942e+01,7.515331673e+01,1.377721977e+01,4.769830924e-01,1.781407732e+01,6.028959005e+01,1.380393510e+01,1.154388025e+00,6.838380031e+01,9.577011039e+01,9.805562496e+01,6.252936384e+01,1.244548093e+01,5.741912739e+00,7.275049380e+01,9.610295709e+01,3.705519099e+01
2.597852498e+00,6.803864451e+01,5.924623163e+01,7.923064759e+01,1.128355064e+00,4.342480490e+01,8.880869222e+01,4.583274292e+01,2.386666424e+01,1.835512434e+01,5.904525197e+01,1.780082693e+01,9.937732038e+01,5.622916308e+01,2.099243181e+01,1.573231806e+01,9.031995817e+01,8.355286473e+01,3.932507635e+00,2.530433145e+01,5.000769816e+01,7.197161408e+01,6.815894547e+01,6.464209576e+01,9.768418655e+00,3.117833615e+01,6.242599634e+01,2.859748021e+01,9.122149701e+01,4.693260779e+01,4.079684347e+01,2.897942123e+01,6.226845476e+01,2.870965724e+01,7.932425265e+01,5.531463047e+01,8.783553587e+01,2.251873960e+01,1.552723643e+01,1.369151529e+01,5.068891865e+01,4.577327984e+00,2.193110219e+01,5.535015103e+00,2.662766453e+01,4.080682573e-01,3.931114809e+01,8.866903662e+01,6.491454117e+01,5.622754165e+01,8.330277965e+01,8.667518647e+01,9.475825714e+01,3.673673466e+00,5.013335423e+01,7.372501316e+01,8.816099993e+01,6.497022574e+01,8.517642477e+01,3.299766993e+01,1.847797499e+00,1.560994762e+01,7.005462085e+01,9.707885443e+01,5.473954937e+01,5.185665394e+01,4.742648277e+01,8.364058256e+01,3.590329814e+01,9.130742525e+01,6.913343301e+01,5.571631422e+01,9.836262772e+01,7.633595593e+01,7.811756157e+01,9.167860177e+01,9.138351064e+01
9.297087694e+00,7.079202337e+00,4.175215981e+01,9.190558298e+01,7.738984683e+01,5.284829712e+01,9.222341795e+01,5.883265574e+01,6.607644621e+01,6.077342703e+01,8.619304901e+01,8.780398274e+01,8.527626726e+01,4.154134427e+01,5.340137242e+01,6.220848881e+01,3.800269008e+01,7.640963534e+01,5.991802059e+01,3.577473650e+01,8.594890844e+01,4.662778366e+01,9.139877092e+01,1.362072226e+00,3.764498333e+01,9.794271396e+01,1.908628789e+01,1.929339141e+01,8.225596540e+01,6.252354343e+01,7.810336312e+00,6.729043509e+01,9.285458304e+01,2.390252092e+01,8.319415092e+01,3.041821924e+00,6.984669819e+01,4.551762902e+01,7.312060336e+01,4.519429031e+01,5.396882987e+01,6.759794773e+01,8.166374592e+01,7.313378345e+01,6.354290189e+01,3.133507124e+01,2.533248388e+01,5.658688373e+01,8.783194533e+01,7.589728445e+00,7.413016865e+00,3.022607201e+01,4.328051041e+01,9.513736854e+01,6.713076953e+01,7.983560428e+01,9.526438231e+01,8.538174694e+01,2.769233578e+01,9.992750760e+01,2.100318102e+01,8.372619230e+01,5.575724331e+01,1.310030144e+01,2.551581623e+01,3.438276802e+01,1.830775490e+00,5.496420773e+00,2.272031104e+01,5.292149538e+01,9.813979392e+01,5.921915731e+01,1.693000119e+01,5.888384550e+01,7.184976911e+01,7.573689450e+01,4.252324856e+01
3.085995546e+01,7.866576905e+01,5.886916934e+00,5.947195377e+01,8.963987667e+01,6.226839552e+01,5.560621127e+01,5.605146483e+01,2.483509869e+01,5.063441685e+01,4.099720166e+01,5.989678639e+01,8.199259825e+01,2.875440222e+01,7.691989457e+01,1.078434561e+01,8.057710490e+01,6.849014223e+01,9.354025339e+00,1.562833102e+01,5.707905760e+01,4.070785785e+01,2.972275676e+01,7.770591531e+01,3.272838899e+01,2.048697516e-01,1.554308423e+01,9.281791530e+00,7.892157848e+01,3.958110555e+01,6.262321920e+01,4.035480661e+01,5.297836608e+00,8.544175369e+01,1.097993668e+00,9.558614901e+01,3.231744449e+01,9.451460919e+01,5.850210673e+01,3.861801936e+01,9.459928354e+01,2.806841590e+01,9.422322144e+00,4.530405961e+01,4.945558744e+01,2.037127353e+01,2.268608271e+01,7.392429387e+01,3.388109590e+01,2.727871428e+00,8.088623656e+01,9.561778478e+01,9.599954120e+01,3.577972160e+01,9.885252756e+01,4.749531944e+00,1.807515866e+01,9.677772549e+01,1.801957977e+01,4.514076203e+01,7.615698832e+01,6.760061780e+01,6.360055146e+01,8.465702708e+01,5.204661199e+01,4.771218803e+01,8.787960922e+01,4.925298791e+01,2.685828901e+01,3.642232165e+01,9.428558753e+01,8.814111817e+01,7.113066149e+01,8.856524937e+01,3.955376068e+01,7.643019031e+01,1.985111109e+01
