v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27
3.436651061e+01,7.377663344e+00,8.998477223e+01,3.362077783e+01,3.442660374e+01,9.982588032e+01,1.065853829e+01,3.552424929e+01,2.180558291e+01,6.943491319e+01,5.798915001e+01,3.251891013e+01,9.456003691e+01,5.345849417e+01,8.393307789e+01,4.186893671e+01,6.365617953e+01,9.244917292e+01,1.366825679e+01,1.251469902e+00,1.599769214e+01,1.514742897e+01,2.733004534e+01,8.172433089e+01,7.069848451e+01,8.828360601e+01,5.542950405e+01
7.905916856e+01,7.153163193e+00,8.379561982e+01,8.117407758e+01,9.705661678e+01,6.101615450e+01,4.452593274e+01,7.989822102e+01,2.397211345e+01,6.425472409e+00,7.889003857e+00,3.274758066e+01,2.461277601e+01,6.832385770e+01,8.247708458e+01,2.726068808e+01,8.033170322e+01,3.010132758e+01,5.781345137e+01,4.577072494e+01,2.595412616e+01,4.769912445e+01,1.467554122e-01,5.932988745e+01,8.332426873e+00,8.011476012e+00,1.553153295e+01
1.052231809e+01,4.018773234e+01,3.773509475e+00,3.431184978e+01,8.030049806e+01,3.945004301e+01,3.794181042e+00,2.315366016e+01,9.203542004e+01,2.538287416e+00,9.255487805e+01,9.606068004e+01,1.406967243e+01,4.102988179e+00,8.694626933e+01,2.150046644e+01,2.378342142e+01,7.083500217e+01,1.658089569e+00,3.364458645e+01,8.662385729e+01,6.027261150e+01,4.450076174e+01,6.291028083e+01,7.890637881e+01,8.772227127e+01,3.610988570e+00
9.240726199e+01,3.837245557e+01,7.289185583e+01,5.411071725e+01,7.824157158e+01,2.925147736e+01,2.963481049e+01,2.546936015e+01,6.852779747e+01,3.849169200e+01,2.746765655e+01,7.522874827e+01,8.848561988e+00,1.317042842e+01,3.737105942e+01,9.628437789e+01,7.125481875e+01,9.704908542e+01,3.531576114e+01,9.063017590e+00,5.593833695e+01,2.497936690e+01,9.425050970e+01,7.384075368e+01,2.122303450e+01,9.113997146e+01,3.204935562e+01
2.811237203e+01,2.769697634e+01,9.237664738e+01,8.928940683e+00,2.643534360e+01,1.666114160e+01,9.236059511e+00,8.763249950e+01,8.828048304e+01,9.178392955e+01,3.493031752e+01,2.043427146e+01,2.190769709e+01,4.645594870e+01,8.999969770e+00,4.934347559e+01,8.254732437e+01,9.231336549e+01,5.279045098e+01,9.545028445e+01,2.773950237e+01,4.512924461e+01,5.326676156e+00,7.366562720e+01,4.297468009e+01,2.842186107e+01,1.697918486e+01
6.722567123e+01,9.317549187e+00,5.642101261e+01,5.710547503e+01,6.424784405e+01,3.823995019e+01,6.193787314e+01,7.759307690e+01,5.030574288e+01,1.791862394e+01,5.816596791e+01,5.424845011e+01,1.542722567e+01,5.137105602e+01,3.272561881e+01,9.313088344e+01,2.407374683e+01,8.343459314e+01,5.709250201e+01,2.097542395e+01,6.055338617e+01,4.321675414e+01,2.343861733e+01,6.119590652e+01,4.245484703e+01,4.724654721e+01,9.626842345e+01
2.849856642e+01,9.466760259e+01,9.247556724e+01,9.271952851e+01,7.237810637e+01,1.749036016e+01,6.881062482e+01,4.665834555e+01,1.161671368e+01,1.771403081e+01,2.162563886e+01,1.081345455e+01,1.994456264e+01,5.658596115e+01,6.596674727e+00,9.561380927e+01,1.065746817e+01,4.310476573e+01,7.275869283e+01,5.108025798e+01,7.109875063e+00,1.037782930e+01,2.002487405e+01,5.678040600e+01,7.280040803e+01,9.485047232e+01,7.448765200e+01
6.348380424e+01,9.786342921e+01,5.819176497e+00,6.228816816e+01,8.135588006e+01,9.405633258e+01,7.106051756e+01,8.088564210e+00,2.459708123e+01,7.291237242e+01,3.802867080e+01,6.907033484e+01,4.686499413e+01,3.841917339e+01,5.950330167e+01,8.619412794e+01,3.987348835e+01,8.608770381e+01,4.042991350e+01,6.450116703e+01,1.355014789e+01,9.891211929e+01,6.173037274e+01,6.379030978e+01,2.222652946e+01,4.326491452e+01,2.781829931e+01
3.504294916e+01,8.729498204e+01,5.045506718e+01,8.258302478e+01,6.007705779e+01,2.329077521e+00,3.751020555e+01,9.070771270e+00,7.289755589e+01,7.730391576e+01,2.693818082e+01,7.050991217e+01,7.294201097e+01,8.078733772e+01,5.850225612e+01,8.191326874e+01,4.633306030e+01,6.827008707e+01,6.627328096e+01,2.862807992e+01,9.098109322e+00,1.902756226e+01,3.258808310e+01,4.145740031e+01,9.400191001e+01,2.077894929e+01,6.663403672e+01
2.788770057e+01,7.621152828e+01,7.835348466e+01,6.821841922e+01,7.662863338e+01,4.951455949e+01,6.545385185e+01,5.507650108e-01,7.772826364e+01,8.903246361e+01,6.456176196e+01,4.722791443e+00,7.077528602e+00,3.226990569e+01,4.389111574e+01,1.195732945e+01,4.812303741e+01,3.623980754e+01,8.746641387e+01,8.489026368e+01,2.651490774e+01,9.808402638e+01,5.844826522e+01,3.053192871e+00,2.858096394e+01,3.516591270e+01,1.581676085e+01
6.462570411e+01,5.100678764e+01,9.418508137e+01,4.141854140e+01,9.611571095e+01,8.000468151e+01,5.234312979e+01,8.854343123e+01,2.217968806e+01,5.110366822e+01,4.807343665e+00,6.217766693e+01,1.891931514e+01,7.242314128e+00,6.594628158e+01,5.686761835e+01,5.851439092e+01,5.811273170e+01,9.868060366e+01,3.658104459e+01,4.743833802e+01,2.286763255e+01,6.580841497e+01,7.240432571e+00,9.264671778e+01,6.173317911e+01,9.149283558e+01
5.476315174e+00,9.362580523e+01,3.543299049e+01,7.207101411e+01,8.496582585e+01,6.651786006e+00,3.135592595e+01,8.303359022e+01,5.785110453e+01,4.162401491e+01,4.524882797e+01,7.132736408e+01,9.424943010e+01,9.147054188e+01,2.066756572e+01,5.772102456e+01,5.946485104e+01,2.483972320e+01,9.757987845e+01,4.224976644e+01,9.936745079e+00,9.454056343e+01,4.904726326e+01,9.516755721e+01,4.066403735e+00,5.029307196e+01,9.397225589e+01
3.573065777e+01,8.544803714e+00,7.269771609e+01,7.403452704e+01,8.118515811e+01,3.514461121e+01,8.980957211e+01,1.074838629e+01,1.039811321e+01,3.991719855e+01,8.176031466e+01,6.536228609e+01,6.240304696e+01,4.336377617e+01,9.215617365e+01,9.267436635e+01,4.092750425e+00,2.612008714e+01,3.671555350e+01,5.329016327e+01,1.402876418e+01,4.710675306e+01,3.494584074e+00,7.244011581e+01,2.745319801e+01,5.509887221e+01,2.231063915e+01
1.859320839e+01,2.996567997e+01,1.045293172e+01,5.314931363e+01,2.542477157e+01,8.553992215e+01,8.306210041e+01,1.925089715e+01,3.464603233e+01,7.253854117e+01,8.736921350e+01,6.050467895e+01,9.274873936e+01,6.523103836e+01,9.808960502e+01,5.825640782e+01,6.608157780e+00,7.915486325e+01,4.796888041e+01,2.389522930e+01,5.230873469e+01,7.714740684e+01,8.022248407e+01,9.832130914e+00,3.282832042e+01,4.532851806e+01,6.932082196e+00
4.475659668e+01,4.037544708e+01,6.134997928e+01,3.662840694e+01,7.519030517e+01,2.834127964e+01,3.800562501e+01,4.738328450e+01,6.988099001e+01,8.297949110e+01,1.716358757e+01,2.867822963e+01,6.467175313e+01,1.640329803e+01,3.595981623e+01,3.063659163e+01,5.188452298e+01,2.052300943e+01,3.437251506e+01,6.091886553e+01,8.544577202e+01,5.487670207e+01,3.346626280e+01,9.703013574e+01,8.947889720e+01,5.292425376e+01,3.250145848e+01
2.550484515e+01,2.900884084e+01,4.585967306e+01,1.246994470e+01,8.879910982e+01,4.265335286e+01,4.873913088e+01,3.417703877e+01,9.441299102e+01,5.990101709e+01,3.006808881e+01,4.574619238e+01,1.736097166e+01,7.556074015e+01,6.001244495e+01,7.721430313e+01,3.075431399e+01,5.983711241e+01,2.273308113e+01,8.401676782e+01,8.359036980e+01,6.367715469e+01,4.807222922e+00,1.945496093e+01,6.086420231e+01,7.777176254e+01,6.650601731e+00
7.975257050e+01,5.253089994e+01,7.528970107e+01,5.960189150e+01,2.947321741e+01,6.511058199e+01,5.618534610e+01,6.484568057e+01,7.855503537e+01,2.063860784e+01,2.650631219e+01,4.184080464e+01,1.810809241e+01,8.452036013e+01,9.094035674e+01,8.138910966e+01,3.811247314e+01,3.373634546e+01,6.822905003e+01,5.122180935e+00,8.731797643e+01,9.697699787e+01,9.297777131e+01,8.848394762e+01,7.491366313e+01,5.737441181e+01,2.749267064e+00
9.113284096e-01,9.076405034e+01,3.180740105e+01,3.452161100e+01,2.784187507e+01,7.281283895e+01,9.511436691e+01,2.699040049e+01,2.859781383e+01,4.399374891e+01,7.699491434e+01,5.083692552e+01,3.878106358e+01,8.883275654e+01,8.085760073e+01,8.009819121e+01,1.936382321e+01,2.387871071e+01,5.959873990e+00,2.906546639e+01,3.697005085e+01,7.191656884e+01,4.420045340e+01,1.012649985e+01,2.362509467e+01,1.959012578e+01,6.604341446e+01
1.944304394e+00,5.350213212e+01,6.231454691e+01,5.396781629e+01,5.787404800e+01,1.934485844e+01,7.214799521e+01,9.091069977e+01,9.805959785e+01,2.111567445e+01,5.861567854e+01,1.133671768e+01,9.126272960e+01,2.327724048e+01,5.279409230e+01,2.199234203e+01,9.612799991e+01,8.303645741e+01,4.696494562e+01,5.852714778e+01,1.774743680e+01,1.521953200e+01,3.647236683e+00,2.805165314e+01,8.442655631e+01,8.598494323e+01,9.706454440e+01
5.451744387e+01,9.636240934e+01,2.548388631e+01,7.778798019e+01,9.341302012e+01,1.697307867e+01,4.047925082e+01,7.554606138e+01,8.348909140e+00,3.215943898e+01,8.861228640e+01,5.108105022e+01,6.027349309e+00,6.306849076e+01,2.852529559e+01,3.106586031e+01,4.150926283e+01,6.929737550e+01,3.109040294e+01,8.626301201e+01,7.639637009e+01,7.503201355e+01,5.337503066e+01,9.783435203e+01,9.338777597e+01,4.891949545e+01,4.197441200e+00
3.983172813e+01,5.600847689e+01,8.000267504e+01,1.682272674e+01,4.633737107e+01,5.803844875e+01,4.182544300e+00,9.837163269e+01,4.226811961e+01,2.165523946e+01,6.338573930e+01,1.184838957e+01,2.728296625e+01,2.414456682e+01,5.831388352e+01,4.428018377e+01,3.140891595e+01,5.551621034e+01,8.228321115e+00,1.692743982e+01,2.510251030e+00,9.981251167e+01,1.609978094e+01,1.575818385e+01,6.767727843e+01,6.373310432e+01,9.058716151e+01
8.605836023e+01,4.488371647e+01,3.404219650e+01,3.208165020e+01,2.015833731e+01,2.365223477e+01,5.037565003e+01,7.078197656e+01,9.982168868e+01,9.789289865e+01,9.908387634e+01,9.452078720e+01,7.988663537e+01,2.782449498e+01,7.246451762e+01,7.141173857e+01,8.576744268e+01,6.271196898e+01,3.936322718e+01,1.054187113e+00,9.594486995e+01,4.282508351e+01,1.867296224e+01,2.318756747e+01,2.442790343e+01,9.939748182e+00,7.096559235e+01
1.125366336e+01,7.980301418e+01,9.042680492e+01,5.726239836e+01,3.928887769e+01,7.554835508e+01,5.101763229e+01,7.685217004e-01,3.661039040e+01,3.975882797e+00,7.162978879e+01,6.823356591e+01,2.248428787e+01,6.783957015e+01,8.190845367e+01,7.713642880e+01,6.440506414e+01,8.034433468e+01,6.177204391e+01,5.742044327e+00,3.623851406e+01,4.590974676e+01,4.571760445e+01,1.755921584e+01,4.326647826e+01,8.657906330e+01,5.114618506e+01
1.144410444e+01,1.010056109e+00,2.449286207e+00,9.107187095e+01,7.890455895e+01,3.372144182e+01,3.478284513e+01,8.811992531e+01,4.584608739e+01,1.221859423e+00,6.343662841e+01,2.288081917e+01,2.398786104e+01,2.811689463e+01,1.053056198e+01,5.297790761e+01,2.586101666e+01,9.407249680e+01,8.773368417e+01,7.150348203e+01,3.987099783e+01,5.333153894e+00,5.341360872e+01,2.263829118e+01,4.702497617e+01,3.500632068e+01,1.207490714e+01
2.198541092e+01,6.638379621e+01,6.281997934e+01,4.890347050e+01,5.507662433e+01,7.484551293e+01,6.959966140e+01,1.751045167e-01,6.837209097e+01,6.693045906e+01,6.129102758e+01,1.690710124e+01,7.923355474e+01,7.746436697e+01,3.362873608e+01,8.304688631e+01,6.416093469e+01,1.811701233e+00,9.747460210e+01,2.886760683e+01,6.511610234e+01,8.114667392e+01,6.124443524e+01,8.093770187e+01,2.973208594e+01,4.068943107e+01,8.726658365e+01
8.045345292e+01,2.859980822e+01,2.368352110e+01,8.666194601e+01,5.761982266e+01,5.418149211e+01,2.072888503e+01,2.031150833e+01,7.046348866e+01,6.960636097e+01,8.978183586e+01,7.468024925e+01,7.288244776e+01,5.162164673e+01,9.319419798e+01,3.763648035e+01,9.304571356e+01,6.483701984e+01,3.006368457e+00,9.683623092e+01,6.979566757e+01,6.635846750e+01,5.752566107e+01,9.540948600e+01,8.379193626e+01,9.351862483e+01,4.172157967e+01
8.743536810e+01,7.270446349e+01,5.940018701e-01,3.830041901e+01,8.154780293e+00,1.761132291e+01,7.151104593e+01,6.450475612e+01,5.227840680e+01,6.083038400e+01,9.911517979e+01,8.834752483e+01,9.781414410e+01,5.355273301e+01,1.502523832e+01,8.907747404e+01,9.591535956e+00,5.977249886e+01,5.960349049e+01,4.912263887e+01,4.353398114e+01,6.668497534e+01,3.102069781e+01,9.372501328e+01,3.094037619e+00,6.535937509e+01,9.993342554e+01
2.822206613e+00,8.903088888e+01,5.156862086e+01,2.278037835e+01,8.837495170e+01,6.374438181e+01,7.739889618e+01,9.660793601e+01,1.897625200e+01,8.778558126e+01,4.321243371e+01,1.863197942e+00,5.305469944e+01,4.366358135e+01,9.722162075e+01,7.363393675e+01,3.376065668e+01,9.910121652e+01,1.294280503e+01,1.607805368e+01,6.006409680e+01,2.436663162e+00,3.372267638e+01,4.724560506e+01,9.123379042e+00,8.962592049e+01,7.335115809e+01
6.456580102e+01,2.081026925e+01,1.628086434e+01,4.198053078e+01,5.353348789e+01,9.677061506e+01,9.132832252e-01,9.489042991e+00,4.830641889e+01,2.690021378e+01,9.939480792e+01,3.062218030e+01,1.218909421e+01,1.103174148e+01,7.031657745e+01,1.111335454e+01,7.159738177e+01,7.912921619e+00,4.247034843e+01,3.568965055e+01,9.025697456e+01,1.807916211e+01,6.857055095e+01,4.430345517e+01,8.875071029e+01,4.940086593e+01,8.478694745e+01
8.254256462e+01,4.116958061e+01,5.563447009e+01,7.211964135e+01,7.473246167e+01,8.216967661e+01,9.297370577e+01,4.163251159e+00,9.086571238e+01,7.787587368e+01,3.039823896e+00,2.122214177e+01,3.761679224e+01,7.388610808e+01,6.686463258e+01,1.991295217e+01,5.796968427e+01,5.145733455e+01,9.207739814e+01,5.300420020e+01,2.383020719e+01,9.846562325e+01,5.940731667e+01,4.947502899e+01,6.402270017e+01,1.940498963e+01,7.620035835e+01
8.242847955e+00,4.517762019e+01,6.570993746e+01,7.658368735e+01,6.985191093e+01,4.471251833e+01,1.431129758e-01,3.675349197e+01,8.375734029e+01,7.760287680e+01,6.384803805e+01,6.423845703e+01,5.439095316e+01,2.838478174e+01,9.137662901e+01,7.842425452e+01,8.589330971e+00,8.847716164e+01,6.220601762e+01,7.561940582e+01,9.602354784e+01,7.563425554e+01,1.281212933e+01,5.703371254e+01,5.426801296e+01,3.705554538e+01,7.404901676e+01
1.092026788e+01,7.417673319e+01,1.673970172e+00,5.212009240e+01,9.886710446e+01,4.495311767e+01,6.827846872e+01,2.399933537e+01,5.065045083e+01,5.979551929e+01,8.650541278e+01,3.914562092e+01,4.102577524e+00,5.694742613e+01,4.394124199e+01,4.383734512e+01,8.023453289e+01,8.374804034e+01,1.770960802e+01,4.207875203e+01,6.908790633e+00,6.007835192e+01,5.468377733e+01,8.088294861e+01,9.880456364e+01,6.589454274e+01,2.330434718e+01
9.011174443e+01,9.725200252e+01,6.994835776e+01,7.751925883e+01,7.794151342e+01,5.891720494e+01,1.877544620e+01,1.699337253e+01,7.648747937e+01,7.590168701e+01,3.571226085e+01,1.378684179e+01,8.981681246e+01,2.420744937e+01,7.329603889e+01,1.546072342e+01,6.297145702e+01,4.526523199e+01,1.166892785e+01,3.387548663e+00,2.720996424e+01,6.968302504e+01,5.048529181e+01,7.268333840e+01,9.789281092e+01,8.848554332e+01,7.972828383e+01
5.223835234e+01,1.246459698e+01,6.485073759e+01,1.465886421e+00,5.514433429e+01,3.568075410e+01,8.856844676e+01,4.131552763e+01,3.199631527e+01,5.283972649e+01,7.911754673e+01,2.763714705e+01,5.218357453e+01,8.813754258e+01,8.746589787e+01,5.283141684e+01,6.639728265e+01,6.113022767e+01,9.324006531e+01,9.274640690e+01,8.327167671e+00,9.439281186e+01,2.301503830e+01,2.188190006e+00,5.414630851e+01,8.578859741e+01,3.903567645e+01
2.978627366e+01,1.259968251e+01,4.879049108e+01,8.900675012e+01,4.434979774e+01,7.031380036e+01,9.707164500e+01,7.942942499e+01,1.432346134e+01,6.350751370e+01,8.788041875e+01,1.868523051e+01,1.301497860e+01,8.188346415e+01,1.122963040e+01,4.660454229e+01,8.048197463e+01,5.195238784e+01,6.397781358e+01,3.603694865e+01,3.754861188e+01,6.150905045e+01,1.979282999e+01,6.123642913e+00,3.764509686e+01,3.639650013e+01,2.655723283e+01
7.016496068e+01,1.099756524e+01,2.379132209e+01,4.085580659e+01,7.056735977e+01,3.904744634e+01,3.838325346e+01,5.808971266e+01,2.089573578e+01,4.647603146e+01,9.093699339e+00,5.709319705e+01,3.488633420e+01,7.128306886e+01,3.150863515e+00,4.362660111e+01,2.807234037e+00,4.720068246e+01,6.503728741e+01,4.717064670e+01,5.379451996e+01,9.401756732e+01,4.596959759e+01,6.730296864e+01,4.803022802e+00,8.693789545e+01,3.883545979e+01
7.244719289e+01,6.309337194e+01,7.634190316e+01,7.536515082e+01,5.898390970e+00,3.059722465e-01,8.509063124e+01,3.109661430e+01,8.489936035e+01,3.274310020e+01,3.600885582e+01,9.662056704e+01,8.917829272e+01,8.987561515e+01,4.203282030e+01,2.625463966e+01,2.287114920e+01,9.151364562e+01,8.906803752e+01,7.215368178e+01,4.433483657e+01,9.014983480e+01,6.504843294e+01,9.742440539e+01,3.666066488e+01,5.069502140e+01,2.043279198e+00
9.700943390e+01,1.159182591e+00,3.923948734e+01,5.437905010e+00,2.651783417e+01,8.229741333e+01,3.289485327e+01,6.126077874e+01,6.270691891e+01,8.736043487e+01,6.857141474e+01,3.168383235e+01,9.010685015e+01,8.591705518e+01,6.927175454e+01,4.950795629e+01,2.257696050e+01,3.996876410e+01,2.564601569e+01,7.085212110e+01,3.958958972e+01,5.457670457e+01,4.418128585e+01,4.648710520e+01,2.420904055e+01,4.419338187e+01,9.315817517e+00
7.666467332e+01,6.851935766e+01,4.519698611e+01,8.493819936e+01,2.232051098e+00,6.186169054e+01,5.438549489e+01,3.744550261e+01,9.807801719e+00,7.939526052e+01,8.088275576e+01,3.120816437e+01,8.331836187e+01,5.619222952e+01,6.051077956e+01,7.273606571e+01,2.477306098e+01,5.283920701e+01,3.025010056e+01,9.365938977e+00,8.592651346e+01,4.054872884e+01,3.966959210e+01,4.068965950e+01,3.885959817e+00,3.574169326e+01,1.100159080e+01
5.521174958e+01,2.117472474e+01,6.816332434e+01,9.974453407e+01,8.152266225e+01,4.257538136e+01,8.597260312e+01,6.831227064e+01,9.226811841e+01,7.470867210e+01,7.754071496e+01,9.507861277e+01,8.300376762e+01,3.546376855e+01,6.122392552e+00,3.786195150e+01,1.798807210e+01,6.975087159e+01,1.970656279e+01,9.964191563e+01,7.524257546e+01,1.004365549e+01,6.138943249e+01,2.721382008e+01,2.370402309e+01,4.246827718e+01,6.932889003e+01
1.714903399e+01,3.350755421e+01,7.131056258e+01,4.782377994e+01,7.363569520e+01,6.735396609e+01,6.971407480e+01,2.532963596e+00,4.932551986e+01,3.170087022e+01,4.887908952e+01,4.162927562e+01,6.733011001e+01,9.367101372e+01,8.892215677e+01,7.230819535e+01,3.649082578e+01,5.385401539e+01,7.687765503e+01,5.653229668e+01,1.184258355e+01,5.376062488e+01,7.287647671e+01,9.974826939e+01,2.270001182e+00,2.700732668e+01,8.671108503e+01
7.567439680e+01,6.203234797e+01,7.466449234e+01,1.705820657e+01,3.635424696e+01,4.167743984e+00,1.745015341e+01,9.961342968e+01,1.394556463e+00,5.713242206e+01,7.970063220e+01,5.647238132e+01,2.776107730e+01,9.092465393e+01,8.049744932e+01,6.496807230e+01,1.615164405e+01,7.111984751e+01,6.702764191e+01,1.874274138e+01,2.251168698e+01,2.274724728e+01,8.305064651e+00,8.077131194e+01,3.932863387e+01,8.551492398e+01,1.529285825e+01
1.788869118e+01,5.305158603e+01,8.408392087e+01,9.350379270e+01,4.372376387e+01,5.176032004e+01,2.973771363e-01,2.345204900e+01,5.423004510e+01,6.145703555e+00,7.201412158e+01,9.903726203e+01,3.789087688e+01,4.070295683e+01,5.900965110e+01,6.113511010e+01,4.345709556e+01,2.017955392e+01,5.749359047e+01,3.491501746e+01,6.291585426e+01,3.297562347e+01,1.953660813e+01,7.964081393e+01,8.257758608e+01,1.360343425e+01,6.900464840e+01
9.541157263e+01,9.217390696e+01,9.317531829e+01,7.361018338e+01,3.805022642e+01,4.763372173e+01,6.641870788e+01,5.443589648e+01,8.985886774e+01,5.148808398e+01,4.487425879e+01,1.913249774e+01,4.858198281e+01,8.395807958e+01,9.173582551e+01,7.193434683e+01,1.771009834e+01,8.502098735e+01,8.229010715e+01,8.476552928e+00,5.456559900e+01,8.759191705e+00,6.860462728e+01,4.937751848e+01,9.280262179e+01,4.554812727e+01,7.071352147e+00
9.503845458e+01,8.587191791e+01,8.173343906e+01,8.519799061e+01,9.448244650e+01,4.083756216e+01,9.286891935e+01,3.727344304e+01,8.154396506e+01,4.420073806e+01,4.614350452e+01,2.189214095e+01,9.701681437e-01,3.865157266e+01,4.738527874e+01,2.452445562e+01,3.347122098e+01,7.290633133e+00,2.646619043e+01,3.947939003e+01,1.489379491e+01,5.690063025e+01,2.080212763e+01,1.933139042e+01,4.076000694e+01,2.267776757e+00,8.303073185e+01
9.417986291e+01,6.074102313e+01,4.591640545e+01,8.282152253e+01,3.704034103e+01,8.841221107e+01,5.313445082e+01,3.610642181e+00,9.753968094e+00,7.512675234e+01,8.195142461e+01,7.658740489e+01,5.013939408e+00,9.453184474e+01,9.079016966e+00,6.074637303e+01,6.680634054e+01,3.234891061e+01,2.438504420e+01,7.737896151e+01,1.235556302e+01,1.775143991e+01,2.764994433e+01,1.774311994e+01,7.879020142e+01,6.893534739e+01,7.160807972e+01
3.831999856e+01,5.532219565e+01,9.111035249e+00,2.254880597e+01,6.017804907e-02,8.277130291e+01,3.021199418e+01,9.388641719e+01,2.380904930e+01,4.121788406e+00,3.020001775e+01,9.195072106e+01,8.944085645e+01,6.630074140e+01,6.780990390e+01,6.449107523e+01,7.367126699e+01,6.835716437e+01,7.280102680e+01,1.945781779e+01,7.706793999e+01,3.776250725e+01,3.821070272e+01,3.384856513e+01,9.692757804e+01,3.253872830e+01,4.910532734e+01
8.561579173e+01,5.866174201e+01,7.823375093e+01,1.659276238e+01,1.612877878e+01,8.061295368e+01,5.876239661e+01,5.636473626e+01,4.927629194e+01,8.754415492e+01,1.053937315e+00,7.431502642e+01,3.016531045e+01,1.599954004e+01,7.941389454e+01,3.817300699e+01,3.428067193e+01,4.296650702e+01,3.001726638e+01,3.303686156e+01,3.964511289e+01,9.990046957e+01,2.712348843e+01,6.550021654e+01,2.536499752e+00,1.787371789e+01,1.544465421e+01
5.087231139e+01,2.066247689e+01,1.648386854e+01,8.025670538e+01,2.417084811e+01,7.340846878e+01,8.622149057e+01,7.773034299e+01,8.385784362e+01,9.524063715e+01,4.829884352e+01,2.925251332e+01,2.930691525e+01,9.150385220e+01,6.851050954e+01,2.606163490e+01,3.708766106e+01,8.906604776e+01,7.939615686e+01,5.200173415e+00,9.226034565e+01,1.425193223e+01,3.115352790e+01,8.355720125e+00,1.311274186e+00,9.004943565e+00,8.742105202e+01
2.935184449e+01,1.024560320e+01,9.452498029e+01,6.998019103e+01,1.252482402e+01,7.502926709e+01,9.010716249e+01,1.270014414e+01,7.829052046e+01,3.256327745e+00,5.486357507e+01,5.816894346e+01,6.541971751e+01,1.490848618e+01,4.859668442e+01,3.581231699e+01,7.682056698e+01,7.573877640e+01,6.069757320e+01,9.178848771e+01,4.907337813e+01,8.641508898e+01,5.608349886e+01,6.013480207e+01,1.793786979e+01,8.454050735e+01,3.390953654e+01
7.230237470e+01,4.949894388e+01,8.632617975e+01,6.976262146e+01,4.359044406e+01,8.072984059e+01,3.810740717e+01,8.639049122e+01,1.298213091e+01,6.400074025e+01,7.004855174e+00,3.461351864e+01,2.997063172e+01,7.479086382e+01,3.768098220e+01,7.302793998e+00,1.368128947e+01,1.262259222e+01,7.580178105e+01,2.266786114e+01,7.846051948e+01,7.478734572e+01,6.228937681e+01,5.543947852e+01,6.054566017e+01,8.060372375e+01,7.948056007e+01
5.435724716e+01,4.619511108e+01,3.781151858e+01,4.533383921e+01,3.744109622e+01,1.630017258e+00,2.659265895e+01,7.760592178e+01,7.607747125e+01,4.907301128e+00,7.127288072e+01,2.475151270e+00,9.766881538e+01,4.943654331e+01,1.810233398e+01,5.556605422e+01,1.763576405e+01,1.954910188e+01,1.712366406e+01,3.981582688e+00,5.425143761e+01,8.260035287e+01,6.385709695e+01,6.213588099e+01,8.464832645e+01,1.243294950e+01,6.586127889e+01
2.214250005e+01,6.034466060e+01,8.454462097e+01,1.203212210e+01,1.793921603e+01,1.470568934e+01,3.746163076e+01,5.439119316e+01,7.690939153e+01,5.130648454e+01,7.443806451e+01,3.897532293e+01,4.229214110e+01,2.306165374e-01,9.851853986e+01,7.961622778e+00,2.029820618e+01,4.378793657e+01,1.543717915e+01,5.513884675e+01,6.714450853e+01,4.702534307e+01,9.348626290e-01,3.722762485e+01,5.235670546e+01,2.425667197e+01,6.514823625e+01
1.887041682e+00,2.673766329e+01,8.894839333e+01,6.128597568e+01,7.013553759e+01,6.454423998e+01,3.885010448e+01,4.551882057e+01,4.230541173e+01,7.084111162e+00,4.048851122e+01,2.432801347e+01,8.153203694e+01,3.537260342e+01,4.150331064e+01,5.360355583e+00,5.127204020e+01,4.939473781e+01,1.241480777e+01,6.222001707e+01,7.077130861e+01,2.923052557e+01,9.261221867e+01,8.590104926e+01,5.081270427e+01,2.992402825e+00,8.795929435e+01
4.556305808e+01,7.391877433e+01,1.563997790e+01,9.217167737e+01,1.921235221e+01,9.658556318e+01,5.262018390e+01,1.997842480e+01,1.204581112e+01,4.451321380e+01,3.798892011e+01,3.545461195e+01,3.653540824e+01,9.608322920e+01,3.628495087e+00,5.377600191e+01,2.361246506e+01,3.315827024e+01,4.916027377e+01,7.289399745e+01,2.702120406e+01,8.377867802e+01,4.531388284e+01,1.623499520e+01,4.628713642e+01,9.257009855e+01,4.017468073e+01
8.028444338e+01,9.243306315e+01,3.571528385e+01,9.315906735e+01,4.549161585e+01,7.441379810e+01,2.228883478e+01,2.872118214e+01,3.648612804e+01,2.712796117e+01,6.872791773e+01,9.419891586e+01,9.314187776e+01,6.261657614e+00,1.572638464e+01,7.993946505e+01,9.665963070e+01,3.652220051e+01,9.577678430e+01,5.915577468e+01,3.332391884e+01,2.677997320e+01,9.675667299e+00,7.357083029e+01,9.413952994e+01,1.795219320e+01,5.457939378e+01
8.200090830e+01,8.299767651e+01,3.344324682e+01,6.457222095e+01,3.756820982e+00,4.878295590e+01,1.294017967e+01,8.383160568e+01,1.332324736e+01,8.756630544e-01,9.423160189e+01,2.313639303e+01,9.493885921e+00,5.584766689e+01,7.989303276e+01,5.010800960e+01,6.197761744e+01,6.476375543e+01,7.606637879e+01,4.284573270e+01,9.947037287e+01,3.338668873e+01,1.682299139e+01,4.639037057e+01,8.652620869e+01,8.869135907e+01,1.255156241e+01
