v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
7.388193446e+01,6.666516481e+01,5.030039555e+01,7.275987036e+00,3.769963670e+01,7.415490105e+01,5.465930372e+01,8.799588230e+01,5.286558511e+01,3.455049711e+01,3.465795802e+01,9.493177146e+00,9.943631934e+01,4.900899719e+01,9.290944833e+01,5.741172870e+01,9.503744223e+01,3.475622498e+01,9.168429927e+01,9.904931068e+01,8.491331784e+01,4.869918474e+01,5.759204172e+01,8.663422725e+01,9.481508337e+01,1.883096819e+01,5.094284294e+01,5.273817077e+01,6.963401666e+01,3.189530274e+01,8.088263517e+01,3.866477042e+01,1.068912178e+01,5.053509412e+01,1.437234591e+01,9.061735196e+01,8.300456673e+01,7.617796213e+01,5.379166839e+01,4.613318240e+01,8.164443234e+01,6.021560567e+01,6.383211419e+01,3.397210073e+01,9.311907540e+01,7.228886030e+01,2.434417390e+01,8.437955258e+01,1.619516763e+01,8.743875577e+01,2.676545168e+01,3.164649519e+01,3.916453060e-01,6.910917654e+00,8.718232170e+01,8.607351985e+01,7.608829843e+01,9.199403227e+01,1.989993879e+01,2.441109157e+01
1.810475341e+01,9.218376093e+01,1.019565865e+01,8.915195852e+00,3.305022897e+01,8.755310493e+01,9.118648376e+01,2.888713677e+01,6.618934587e+00,1.475639504e+01,8.062860993e+01,8.702624160e+01,3.124865439e+01,4.865587794e+01,9.988238259e+01,3.780852695e+01,7.337695641e+00,7.313324739e+01,5.761029122e+01,9.456508904e+01,7.822415486e+01,3.651516577e+00,9.450966752e+01,2.360645576e+01,7.179815445e+00,4.036521270e+01,6.531003050e+01,5.087375899e+01,3.864154665e+01,7.481231062e+01,5.726462423e+01,3.554116713e+00,1.519767644e+01,6.736645886e+01,4.408596399e+01,1.341284528e+01,8.871717364e+01,2.512430975e+00,5.383693527e+01,3.966020663e+01,1.985968848e+01,2.310580902e+00,2.705861300e+01,8.997401427e+01,5.117113195e+01,4.576390383e+01,7.098547815e+01,4.111039536e+01,7.317317012e+01,1.373894320e+01,2.872998526e+01,1.746544055e+01,4.319411259e+01,4.229502490e+01,7.018715216e+01,2.536688336e+01,3.554475845e+01,6.886148323e+01,8.125435130e+01,5.003876338e+01
7.619696332e+01,2.347207697e+01,8.272450566e+01,7.306869991e+01,4.953556284e+01,6.841291083e-01,4.967826689e+01,6.142349242e+01,5.824509819e+01,8.637741947e+01,1.878610008e+00,8.966254863e+01,1.482507503e+01,9.473013647e+01,2.923517158e+01,6.907021286e+01,7.773210009e+01,3.507213692e+01,8.829370263e+01,1.033259735e+01,9.454941211e+01,7.144080207e+01,4.852675444e+01,9.277277258e+01,6.136672228e+01,5.349975000e+01,7.629837427e+01,8.902284697e+01,5.440870123e+01,1.891610154e+01,2.939173633e+01,6.189172786e+01,1.802530026e+01,5.127604464e+01,6.438937314e+01,9.676368731e+01,3.535867916e+01,9.543377022e+01,7.390667516e+01,6.938724773e+01,7.090467043e+01,5.547134488e+01,4.343447122e+01,4.188279961e+00,6.215330248e+01,6.919948586e+01,9.898719801e+01,1.841963658e+00,6.383356324e+01,3.655754631e+01,7.568170417e+01,4.276749524e+01,6.059885302e+01,6.254340927e+01,2.414677704e+01,6.973525581e+01,8.987608207e+01,3.838724254e+01,2.055183696e+01,2.885175506e+01
5.800115879e+01,4.140776258e+01,8.803947790e+01,6.828809212e+01,4.984561898e+01,5.570006526e+01,9.167775251e+01,4.415596615e+01,5.343970410e+01,4.926449503e+01,9.862334455e+00,5.123908840e+01,9.241175402e+01,6.537443475e+01,5.725440616e+01,5.823051625e+01,5.143482133e+01,4.328705908e+01,7.882745248e+01,5.779650783e+01,1.318007027e+01,9.124572670e+01,5.782572881e+01,2.127623012e+01,1.603863182e+01,4.078621497e+01,2.845082746e+01,4.551715882e+01,3.196329724e+01,9.374342481e+01,1.996580184e+01,4.401802548e+01,4.905539039e+01,1.612041002e+00,5.352709723e+01,6.225099843e+01,7.184432916e+01,1.455767716e+01,7.571033418e+01,8.975008016e+01,6.443259550e+01,9.190383867e+01,4.085765657e+01,7.339730623e+01,4.623527547e+01,1.150232070e+01,6.562498444e+01,7.020569609e+01,9.744398730e+01,8.990135825e+01,7.320570145e+00,6.696586858e+01,2.344509955e+01,6.600856990e+01,3.207023184e+01,4.785607117e+00,9.632253471e+01,9.792667482e+01,4.097202098e+01,2.543351253e+01
7.492786588e+01,5.099445315e+01,9.484963298e+01,2.139869099e+01,5.597039161e+01,4.481194444e+01,6.717702775e+01,6.219168698e+01,7.975158926e+01,2.576211882e+01,9.115327258e+01,7.162685002e+01,5.962894755e+01,6.387769425e+01,6.321148187e+00,8.689236256e+01,7.309289649e+01,6.013961504e+01,7.029280524e+01,8.978264480e+01,8.069422385e+01,5.190595678e+00,5.450572340e+01,9.662700711e+00,5.699360718e+01,4.678697349e+01,1.615993237e+01,7.366584567e+01,9.769166550e+01,5.836129136e+01,9.892016053e+01,8.583351589e+01,1.856038651e+01,2.518722165e+01,7.899009366e+01,2.007914747e+01,2.769740332e+01,9.695659614e+01,4.977850426e+01,8.916971146e+01,1.453618207e+01,6.220403824e+01,5.200698060e+00,1.221437084e+01,7.594186829e+01,9.568648435e+01,7.861210011e+01,5.670326621e+01,7.942894031e+01,8.840403344e+01,7.507045472e+00,9.985819809e+00,5.081657297e+01,7.890489267e+01,9.783424047e+01,5.284473019e+01,9.193590061e+01,2.026413817e+01,6.801942899e+01,1.519527043e+00
3.627718072e+01,8.656022929e+01,3.184079863e+01,7.641865218e+01,9.959316040e+01,4.548200974e+01,4.271919603e+01,3.740192307e+01,1.450316716e+01,9.477911101e-01,7.670382244e+01,8.215705367e+01,6.991670093e+01,7.954416466e+01,3.906800405e+01,6.574509252e+01,2.632980415e+01,6.507014714e+01,7.577627686e+01,5.512003766e+01,7.562253918e+01,2.172657153e+01,9.672421325e+01,4.256169971e+00,4.395351678e+01,5.272883388e+01,5.159360682e+01,7.219180297e+00,2.124934750e+01,5.867998971e+01,5.071708358e+01,6.959937383e+01,3.172138683e+01,5.999380272e+01,2.482146215e+01,5.961960505e+01,4.899618874e+01,6.860744060e+00,9.495064348e+01,1.448719579e+01,1.566779330e+01,2.898809513e+01,9.812079064e+01,6.858496210e+01,2.281797051e+01,1.180249877e+01,4.821744828e+00,5.969296913e+01,2.884851248e+01,3.532225079e+01,4.054539022e+01,1.357182635e+01,6.858061078e+01,8.393167650e+01,4.960060330e+01,2.877907745e+01,8.040751632e+01,4.485965938e+00,3.682545483e+01,9.516333904e+01
8.545513879e+01,3.769441096e+01,6.473279730e+00,1.665274326e+01,6.632604607e+01,8.138532631e+00,5.617596244e+01,1.941761423e+00,9.311025721e+01,2.658254506e+01,7.066585916e+01,5.876756817e+01,5.656921990e+01,7.869636421e+01,9.859719789e+01,5.572537725e+01,5.574655911e+01,1.793893767e+01,2.435534761e+01,3.809701640e+01,5.208979508e+01,9.157483075e+01,4.234125276e+01,1.574820664e+00,1.186382925e+01,1.089317570e+01,2.803361927e+01,3.932540745e+01,2.344049236e+01,5.084612097e+01,7.801523769e+01,8.471816761e+01,2.522994032e+01,9.102665765e+01,6.754404968e+01,7.860912818e+00,2.931002000e+01,9.200327709e+01,1.628775167e+01,8.216456021e+01,2.577396059e+01,1.557684126e+01,7.356152055e+01,9.596240439e+01,5.982328445e+01,7.754078022e+01,3.628145092e+01,8.214676982e+01,4.606761343e+01,7.743268497e+01,8.268213412e+01,4.397686577e+01,4.538596156e+01,7.458810628e+01,3.652762515e+00,5.884079402e+01,2.163630786e+01,5.481044116e+01,5.744584685e+01,6.310009638e+01
8.233030141e+01,2.176458289e+01,8.247965565e+01,9.432807651e+01,1.176692839e+01,4.427843931e+00,2.329867461e+01,4.900193544e+01,6.820279970e+01,8.433938228e+01,4.506796338e+01,4.261539197e+01,5.347192957e+01,4.854357143e+00,9.231635220e+01,2.455684152e+01,3.063706676e+01,7.609359400e+01,4.840641594e+01,4.817899446e+01,8.712228977e+01,4.655461408e+01,9.220486683e+01,5.736082270e+01,3.858058836e+01,4.578859731e+01,2.425753579e+01,4.744513921e+01,7.636389091e+01,7.671600193e+01,3.605286209e+01,1.853690907e+01,8.751414340e+01,3.814138170e+01,1.029506562e+00,3.624480434e+01,9.769766533e+01,5.357050191e+01,4.936792495e+01,8.337193934e+01,4.867547255e+01,3.936949804e+01,6.553513811e+00,1.686705424e+01,5.159944843e+01,2.193207842e+00,5.453298367e+01,6.025376150e+01,3.661106974e+01,7.520258722e+01,5.585328786e+01,7.365959870e+01,2.760946136e+01,4.983226433e+01,7.048430729e+01,5.388972453e+01,2.876689825e+01,6.717512389e+01,6.858197035e+01,9.351003983e+01
6.312167791e+01,1.288030041e+01,1.482425167e+01,3.754339965e+01,5.815442099e+01,9.721510196e+00,5.279022769e+01,3.175679277e+01,9.890489634e+01,6.377448841e+01,3.055723393e+01,4.476400017e+01,2.163601107e+01,1.464033455e+01,6.475629578e+01,3.060398554e+01,4.689352924e+01,2.038128218e+01,9.820839366e+01,1.173613672e+01,4.721646635e+01,6.469043828e+00,5.624399202e+01,7.821102759e+01,1.599505089e+01,2.933953968e+01,6.240299959e+01,2.087858672e+00,9.659400117e+01,3.557418969e+01,6.590938630e+01,5.232246120e+01,3.487542014e+01,3.014056507e+01,6.316474332e+01,2.634496433e+01,7.897886095e+01,9.977616294e+01,8.536763573e+01,7.918181558e+01,1.911439624e+00,5.970397512e+01,7.863181850e+01,9.085805632e+01,3.146997175e+01,9.235242701e+01,5.343845642e+01,6.971443986e+01,3.922754134e+01,6.994107037e+01,8.025644565e+01,4.866650072e+01,2.469854790e+01,4.675390508e+01,3.740999881e+01,4.512091659e+01,9.224341260e+01,8.390577905e+00,3.818725337e+01,2.653970218e+01
1.363407260e+01,1.362332990e+01,4.200138317e+01,7.954287450e+01,9.850479076e+01,9.209411048e+01,1.412125251e+01,3.210485546e+01,8.366847226e+01,8.226218567e+01,7.139082371e+01,5.857860223e+01,7.509114623e+01,3.129523421e+01,8.513362642e+01,6.776631196e+01,6.757412410e+01,8.146861465e+01,6.271725696e+01,7.395235166e+01,6.640258793e+01,7.457812835e+01,3.490352886e+01,8.257687683e+01,6.257968734e+01,8.759404646e+00,6.143517755e+01,9.377067274e+01,8.502738336e+01,6.768799895e+01,3.544252720e+01,3.101433873e+01,5.225919228e+01,4.264807224e+00,8.267511146e+01,2.710538901e+01,8.121917077e+01,6.226609116e+01,3.790850746e+01,1.318303968e+01,4.029423082e+01,7.581995141e+01,7.406937500e+01,4.448353050e+01,9.347773094e+01,8.500489424e+01,6.013283942e+01,7.165961368e+01,6.129686831e+01,9.185127994e+01,9.571046219e+01,8.669154929e+01,9.514859396e+01,2.921686251e+01,2.348570895e+01,1.617435910e+01,9.506375304e+01,6.221737097e+01,7.905867560e+01,4.097866794e+01
1.800841479e+01,8.436617437e+01,2.627627913e+01,1.477250478e+01,9.069716298e+01,3.430729679e-01,7.457217999e+01,3.598732945e+01,6.374975718e+01,2.519086509e+01,7.504129555e+01,8.746191773e+01,7.327436888e+01,9.984289042e+01,4.651785647e+00,2.883646480e+01,8.971305030e+01,8.447437908e+01,3.144769633e+01,5.077097341e+01,4.959748632e+01,6.207807146e+01,6.335238917e+01,1.693626692e+01,4.440997246e+01,6.949748502e+01,1.459827114e+01,2.945113466e+00,6.773283331e+01,5.998775453e+01,4.731720161e+01,2.801147754e+01,1.316059042e+01,4.562601612e+01,4.308987205e+00,2.958979478e+01,8.018317265e+01,7.440724953e+00,5.945472497e+01,7.024715164e+01,4.968126346e+01,6.954370562e+01,8.441803146e+01,4.937682900e+01,3.002560631e+01,5.783680893e+01,4.751079139e+01,9.381545625e+01,1.919020174e+01,2.340697352e+01,3.528766588e+00,8.831925978e+00,9.859780560e+01,2.385321202e+01,4.899418453e+01,6.345773773e+01,5.494390863e+01,7.285438416e+01,5.213461448e+01,5.280939278e+01
5.784837755e+01,4.807716106e+00,4.640940694e+00,6.363300662e+01,6.091403032e+01,3.672647109e+00,4.221431817e+01,5.336468066e+01,5.209949917e+01,8.580508834e+01,9.553534231e+01,1.154943804e+01,8.222160236e+01,2.307180091e+00,3.899930647e+01,4.330197413e+01,9.276643571e+01,1.188949073e+01,1.447882044e+01,7.891718471e+01,4.521971256e+01,7.001725353e+01,1.603091202e+01,1.268756800e+01,2.760254088e+01,2.201864263e+01,6.492087019e+01,9.655860958e+01,9.903103318e+01,8.476022945e-01,9.584745543e+01,5.760301974e+01,2.944655118e+01,6.688962025e+01,1.672815410e+01,5.037555482e+01,9.583914485e+01,3.551072263e+01,8.789775383e+01,1.899455396e+01,6.240154132e+01,2.964549601e+01,6.935869234e+01,5.483169015e+01,8.133551663e+01,6.796739841e+01,4.597376372e+01,6.237581966e+01,3.359632711e+01,7.277817694e+01,4.972150557e+01,9.146911209e+00,7.004012224e+01,5.899241797e+01,2.015151476e+01,4.313828788e+01,8.442512332e+01,6.654182511e+01,2.548124976e+01,4.165418602e+01
1.129063509e+01,6.406097745e+01,3.096899407e+01,2.727907200e-01,9.961369744e+01,3.418378151e+01,6.514993463e+01,9.233346292e+01,6.262033277e+01,7.540580594e+01,3.755363569e+01,6.372424728e+01,5.544640516e+00,3.457073682e+01,9.244901870e+01,7.229457686e+01,4.729113073e+01,5.000290695e+01,9.295156775e+01,2.899018816e+01,4.216020913e+01,2.971750188e+01,7.862562430e+01,8.857608365e+00,5.023767218e+01,7.778018252e+01,6.712425730e+01,8.467678387e+01,5.585552926e+01,7.137256863e+00,7.825909822e+01,6.207793551e+01,6.141837759e+01,6.880920333e+01,9.911832259e+01,3.106775943e+01,8.630649660e+01,7.895731564e+01,2.311701479e+00,5.954921719e+01,6.994476812e+01,3.631607761e+01,4.799452414e+01,7.242762571e+01,2.401617956e+01,9.029780444e+01,4.178570083e+01,2.169067948e+01,3.326806189e+01,4.571664697e+01,5.685553524e+01,6.246358687e+01,6.874754874e+01,7.404409467e+01,9.399292624e+01,6.681789136e+01,5.900128803e+01,9.426959986e+01,1.052970776e+01,1.907681909e+01
1.370663865e+01,8.500476017e+01,6.940608399e+01,2.816598791e+01,2.967597049e+01,7.876095205e+00,2.420020953e+01,8.582532722e+01,1.425409793e+01,6.641774932e+01,7.778207939e+00,4.836847227e+01,6.277294008e+01,7.579493292e+01,9.388059159e+01,7.297245250e+01,8.748466719e+01,6.980839008e+01,7.332950186e+01,1.913038330e+01,2.246279389e+01,6.341074828e+01,6.852048599e+01,2.948860851e+01,6.245352672e+01,3.992265432e+01,8.831440195e+01,7.183629119e+01,7.859258902e+01,7.642188393e+01,4.928298982e+01,1.438306297e+01,5.047548942e+01,4.685509239e+01,6.748511493e+01,3.819109633e+01,4.938441989e+01,5.733465242e+01,6.129865423e+01,1.755950968e+01,3.541071311e+01,3.125032686e+01,6.491671051e+00,3.268407376e+01,7.102799123e+01,4.274079361e+01,2.345704301e+01,1.281637742e+01,2.616022990e+01,4.703174926e+01,7.716436520e+01,8.152017802e+01,3.166625047e+01,4.405716406e+00,9.450099295e+01,3.434315539e+01,3.970111663e+01,7.146460367e+01,9.539227369e+01,3.533132052e+01
9.968003643e+01,5.185080573e+01,6.812622269e+01,2.463851304e+01,2.372329023e+01,1.527685144e+01,9.756865737e+01,9.038183612e+01,9.684147680e+00,5.854894720e+01,1.835661054e+01,4.896389505e+01,6.065961983e+01,9.742991987e+01,8.323161525e+01,9.399617744e+01,5.253648544e+01,1.546153360e+01,1.885594607e+01,6.130493981e+01,2.007734343e+01,6.223698241e+01,1.418050072e+01,8.481536491e+01,3.988487254e+01,5.237295758e+01,5.908615865e+00,1.655831698e+01,1.810561890e+01,4.399705244e+01,9.855897402e+01,3.185645245e+01,4.330908500e+01,2.260205903e+00,8.398623941e+01,8.026485769e+01,2.079133342e+01,3.310556844e+01,9.125815382e+01,9.417946374e+01,5.112574292e+01,1.997391573e+01,4.273288824e+01,7.285896126e+01,5.634497667e+01,4.489148774e+01,1.069455556e+01,3.945053083e+01,2.151004496e+01,1.637353284e+01,4.719104751e+01,7.278453270e+01,6.154224195e+01,4.634003749e+01,5.653419568e+01,2.139051684e+01,3.526495599e+01,7.806177965e+01,6.871350646e+01,6.928066099e+00
3.523374140e+01,4.703490495e+01,4.008022707e+01,9.724493341e+01,6.531813509e+00,4.429959468e+01,9.150588169e+01,5.154502655e+01,2.887244508e+01,3.044253673e+00,8.572147189e+01,4.845487400e+01,3.307240314e+01,8.220465358e+01,7.664666123e+01,7.411872619e+01,5.396755120e+01,6.355383279e+01,4.577122987e+01,1.905853861e+01,3.666029597e+01,1.420491025e+01,7.102589895e+01,6.606129708e+00,3.076919011e+01,1.614239074e-01,4.729491471e+01,3.329931806e+01,1.561041467e+01,9.001906576e+01,8.289751110e+00,8.597072516e+01,1.140064946e+01,3.222928079e+01,2.075413506e+01,1.055093118e+01,5.922622486e+01,6.835519628e+01,4.408559757e+00,2.235542668e+01,6.979862533e+01,7.178553944e+01,5.224897862e+01,1.262593331e+01,4.762308645e+01,2.078417034e+01,3.989942163e+01,9.113280621e+01,1.074030995e+01,8.220488323e+01,3.741021781e+01,5.974677230e+01,6.641421268e+01,1.420238862e+01,8.270244954e+01,2.678969820e+01,7.842603955e+01,9.340132374e+01,1.826076911e+01,3.173889237e+01
1.017848331e+01,6.346116988e+01,9.471011538e+01,6.636577957e+01,4.362410702e+01,5.410687628e-01,8.766453403e+01,4.805357235e+01,1.219023655e+01,7.478227677e+01,3.730428377e+01,5.949755526e+01,2.807745158e-01,8.458585812e+01,3.526245311e+01,8.981185435e+01,2.762411354e+01,8.003861999e+01,5.782723148e+01,7.992470157e+01,7.061365324e+01,2.592042113e+01,9.022908185e+01,7.153084203e+01,1.670743557e+00,1.547365884e+01,8.212571089e+01,3.981054676e+01,7.822890195e+01,9.083320253e+01,7.691151595e+01,9.598935132e-02,9.836411876e+01,2.219452839e+01,2.828395526e+01,4.310782465e+01,8.903958379e+01,1.177417822e+00,7.703364544e+01,5.475522804e+00,4.576590618e+01,6.103385591e+01,5.959689072e+01,8.940290257e+01,2.780243093e+01,9.953331864e+01,8.239757836e+01,8.364161320e+01,2.449703761e+00,8.107075449e+01,9.592548029e+01,6.025602367e+01,9.356907462e+01,7.483394016e+00,5.152856920e+01,8.875743514e+01,7.054393839e+01,2.826258683e+01,6.691456102e+01,9.279862088e+01
4.364824717e+01,2.895263845e+01,5.355933547e+01,7.330213052e+01,1.816482566e+01,5.259641701e+01,3.239683153e+01,3.948347211e+01,2.355433882e+01,3.444324988e+01,5.607478378e+01,2.109813807e+01,4.791985507e+01,4.193618183e+01,2.549749217e+01,4.188208125e+01,9.096004994e+00,9.226881363e+01,4.409426244e+00,5.423861657e+01,7.894698341e+01,5.348884401e+01,1.936819191e+01,2.618997422e+01,8.911490390e+01,9.762016944e+01,6.904449342e+01,5.909573071e+01,5.561485006e+01,5.808842273e+01,5.428214857e+01,9.812139184e+01,2.080922898e+01,8.422800327e+01,4.656365226e+01,1.043106226e+01,9.997922044e+00,6.259343450e+01,7.853314702e+01,3.728872891e+01,4.213924925e+01,7.368094898e+01,7.913452595e+01,8.976822495e+01,3.076398470e+01,7.033184033e+00,7.710261708e+01,6.241122519e+01,8.933877130e+00,5.536027622e+01,4.889120888e+01,2.937250901e+01,4.733289533e+01,7.787666158e+00,7.698539147e+01,1.929389714e+01,4.915572296e+01,1.227010763e+01,3.035124218e+01,1.314652460e+00
9.581040056e+01,3.633688659e+01,2.937444057e+01,3.026092858e+01,2.708217462e+00,1.949651703e+01,4.178204360e+01,7.079321777e+01,3.047413698e+01,6.196954608e+01,5.988620589e+01,3.076730847e+01,2.604325387e+01,9.506227628e+01,2.258171063e+01,3.978683013e+01,5.910298232e+01,3.555785888e+01,6.550690699e+01,7.873803626e+01,7.926201793e+00,6.502476950e+01,6.989686770e+01,7.621794554e+01,8.724890301e+01,3.248534902e+00,9.082714718e+01,7.723013057e+01,6.031101046e+01,9.121616697e+01,3.899581240e+01,7.978208089e+01,1.289254316e+01,8.361657201e+00,1.875829720e+01,3.969447996e+01,6.929602725e+01,1.598288323e+01,2.264296750e+01,6.204077747e+01,7.010638135e+00,7.222521622e+00,5.478026569e+01,2.437875870e+01,4.056837900e+01,1.766793697e+01,2.121426709e+01,4.775081712e+01,5.623102531e+01,1.180127815e+00,2.369392730e+01,9.617106065e+01,7.323048160e+01,9.299655634e+01,5.528313167e+01,5.127316432e+01,8.262144725e+01,4.505361188e+01,2.455993053e+01,5.071530894e+01
2.147340659e+00,5.534959767e+01,4.126395342e+01,3.158955335e+01,3.636317172e+01,3.139011220e+01,5.112323474e+01,8.888914748e+01,1.974780240e+01,4.933436061e+01,8.459863944e+01,7.065845241e+01,5.181880454e+00,9.230368102e+01,4.392815940e+01,6.100157390e+01,1.648234527e+01,1.410185469e+00,2.772286928e+01,1.702032460e+01,7.604655679e+01,7.039191263e+00,4.645147736e+01,5.140418647e+01,6.337193639e+01,1.739547700e+01,4.992964631e+01,5.753300653e+01,7.699535457e+01,2.055969813e+01,5.517164491e+01,5.124025307e+01,6.291713637e+01,3.495977040e+01,2.973464914e+00,8.012725478e+01,1.658638807e+00,5.349256893e+01,7.796372378e+01,9.977878635e+01,3.870792960e+01,4.080880241e+01,1.363859214e+01,6.257793399e+01,1.333644484e+01,3.180753810e+01,9.357967965e+01,1.458589862e+01,1.021192945e+01,2.626648237e+01,5.174360257e+01,9.998845251e+01,7.829496709e+01,8.235430240e+01,2.576280464e+01,9.084570689e+01,4.556266480e+01,6.499788354e+01,6.058705031e+01,3.576658489e+01
1.820728057e+01,5.242297438e+01,1.341172106e+01,3.504238533e+01,3.279578530e+01,5.868419410e+01,8.154019698e+01,2.140926690e+01,4.235558771e+01,6.854109341e+01,1.406843322e+01,5.777719549e+01,8.602480239e+01,5.480007163e+01,2.559062257e+01,8.906873907e+01,4.416633059e+01,7.427384932e+01,2.326050493e+01,2.377494626e+01,7.708957523e+01,7.856842309e+01,5.089126801e+01,6.874617602e+01,7.809506865e+00,8.523772491e+01,7.864964236e+01,1.681530914e+01,4.562226584e+01,5.507267111e+01,1.936625846e+01,2.366847267e+01,7.166860869e+01,7.224017883e+01,1.720019574e+01,4.401458065e+01,1.662881524e+01,9.685144704e+01,7.980892918e+01,7.997559208e+01,3.267028011e+01,1.649212623e+01,4.056773591e+01,1.924855413e+01,7.711571323e+01,2.903297832e+01,3.891170113e+01,2.902021324e+01,2.821736194e+01,2.633792765e+01,7.333497255e+01,4.244339429e+01,3.594886846e+01,1.584608141e+01,3.249810088e+01,5.929989095e+01,4.820133790e+01,9.031126572e+01,4.076919195e+01,4.561809143e+01
2.998989088e+01,8.761984252e+01,3.682367567e+01,8.330945860e+01,2.247788173e+01,4.912645583e+01,7.020057578e+01,4.703408882e+00,2.573989027e+00,4.963592329e+01,8.705515488e+01,4.639016575e+01,4.782123361e+01,4.746496214e+01,7.347439553e+01,6.601368481e+01,9.309575998e+00,2.085421750e+01,5.740241891e+01,6.331634589e+01,3.874605520e+01,5.538398169e+01,6.351366621e+01,4.299090991e+01,8.857039486e+01,7.108242067e+01,6.402550225e+01,1.279223331e+01,4.037214341e+01,2.499139173e+01,1.079579231e+01,1.769982202e+01,8.783988037e+01,1.638097475e+01,9.727939623e+01,6.873362261e+01,9.340843105e+01,1.337460273e+01,5.148871160e+01,6.961591168e+01,5.385678938e+01,8.589504760e+01,6.625075845e+01,8.635242273e+01,1.850167634e-01,5.744092695e+01,1.225193506e+01,8.285676244e+01,9.219103835e+01,3.871097071e+01,2.246901505e+01,1.617020926e+01,8.018816709e+00,4.789468109e+00,2.443266301e+01,1.432669008e+01,9.271041972e+01,9.051816662e+01,7.542646365e+01,2.525668548e+01
1.792328431e+01,2.105851055e+01,3.802779980e+01,9.156549121e+01,6.328240611e+01,2.628019475e+01,3.766082260e+01,8.601198209e+01,4.268393915e+01,7.626674541e+01,1.116505046e+01,3.296639431e+01,7.559440904e+01,7.469752365e+01,6.803057077e+01,4.163140727e+01,5.510128714e+00,4.035557597e+01,6.104390260e+01,7.778325705e+01,5.766229292e+01,6.839962966e+01,3.215990085e+01,7.367834608e+01,8.455554556e+01,5.774036609e+01,7.998820306e+01,7.072476926e+01,5.868067015e+01,7.984835976e+01,6.641532233e+00,7.185384333e+01,7.842948068e+01,9.731568184e+01,1.704075317e+01,2.458832081e+01,3.240386024e+01,3.769174739e+01,1.550084337e+01,2.584782931e+01,4.606213585e+01,3.008758862e+01,3.272972738e+01,9.157587398e+01,7.021147738e+01,6.094058107e+01,7.857296492e+01,8.096251969e+01,2.398323742e+01,5.647578814e+01,1.143989215e+01,5.842555315e+01,3.057032712e+01,4.480935065e+01,6.947582645e+01,9.002883306e+01,4.905309104e+01,8.103734578e+01,1.326250143e+01,2.424796746e+01
4.989517198e+01,9.930766029e+01,9.235540042e+01,7.226248901e+01,1.067481727e+01,7.588756721e+00,6.986364427e+01,6.138080920e+01,5.741087275e+01,6.136044201e+01,5.123980664e+01,6.067888404e+01,9.907923076e+01,7.606799493e+01,7.373928813e+01,2.829547444e+01,4.952437783e+01,3.790085418e+01,7.196510912e+01,8.261422854e+01,6.582492818e+01,1.143661196e+01,2.419811570e+01,5.382542823e+01,4.541884492e+01,3.601165530e+01,1.235317545e+01,4.515033683e+01,3.818405496e+01,4.976948546e+01,6.286521237e+01,2.679966586e+01,4.983438191e+01,2.719885246e+01,5.835475201e+01,6.572282903e+01,4.619015104e+01,1.151152551e+01,8.766505404e+01,1.282105053e+01,5.002677332e+01,1.182875903e+01,4.002241311e+01,6.595060803e+01,8.046131308e+01,7.341884303e+01,4.194812020e+01,2.798278773e+01,4.810330310e+01,2.299965503e+01,8.796026431e+01,8.681937925e+01,1.387852295e+01,3.667626649e+01,2.397656089e+01,9.100554079e+01,2.718245004e+01,6.115589019e+00,6.931826786e+01,9.439948597e+01
7.640834697e+00,9.365807787e+01,1.253190369e+00,5.071623592e+01,6.640769813e+00,6.590336299e+01,1.521439074e+01,6.250801674e+01,7.341051963e+01,9.321474868e+00,9.770289428e+01,5.093167997e+01,8.286076180e+01,4.427991052e+01,6.480597507e+01,8.776609392e+01,6.576363284e+01,6.371422475e+01,1.811981727e+01,3.849250796e+01,2.562154488e+01,5.606781317e+00,4.305881519e+00,8.182500514e+01,3.997545789e+01,8.859849921e+01,3.709231544e+01,3.024913822e+01,4.947854193e+01,7.821592866e+01,2.286454410e+00,4.741830505e+01,6.164104755e+01,7.301993159e+01,5.161539205e+00,6.001675349e+01,6.956883197e+01,5.876122326e+01,9.419740394e+01,1.020861912e+01,7.114075035e+01,3.199707833e+01,9.348136303e+00,5.020838007e+01,6.974062053e+01,6.347105397e+01,6.899452541e+01,2.937498830e+01,7.024417528e+01,7.328133303e+01,4.065911308e+00,4.611035502e+01,9.220599801e+01,9.391342566e+01,2.970655430e+01,2.673888732e+00,3.073966498e+01,8.380397350e+01,8.628579928e+01,3.985493571e+01
