v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23
5.762271374e+01,3.006963527e+00,2.893273998e-03,5.901342463e+01,1.589302943e+01,6.095658337e+01,2.547252707e+00,5.934144488e+01,3.404053413e+01,1.499624324e+01,6.167879999e+01,8.961907657e+01,4.426841409e+01,8.115649742e+01,1.857862752e+00,7.216961177e+01,1.689736649e+01,7.616217876e+01,1.947106702e+01,5.031647101e+01,6.130782966e+01,1.686712837e+01,6.719484423e+01
9.963578854e+01,5.698066553e+01,9.993307979e+01,7.422024513e+01,7.263349826e+01,9.687296375e+01,7.657089170e+01,9.919693321e+01,9.638859959e+01,7.203851339e+01,6.773326222e+01,4.111465971e+01,7.337405873e+01,2.559344842e+01,1.352596344e+01,9.436267013e+01,3.756007289e+01,7.671220247e+01,7.224744128e+01,1.523671560e+01,9.799445592e+01,7.493527716e+01,8.670751226e+01
9.840286936e+01,2.360213391e-01,4.478173063e+00,9.083101243e+01,3.605009262e+01,7.414522017e+01,5.321769874e+01,5.347398091e+01,7.126993973e+01,2.243239450e+01,7.614374391e+01,8.275392417e+01,9.762486616e+01,9.446920933e+01,5.646808727e+01,8.822696403e+01,7.199249628e+01,4.934717635e+01,3.443304287e+01,4.672918458e+01,4.893009587e+01,5.809150905e+01,9.843735758e+01
5.580385265e+01,6.509156843e+01,9.976155684e+01,8.509938059e+01,1.264759887e+01,2.558853218e+01,8.182061616e+01,7.097261227e+01,2.288705657e+01,2.265457975e+01,9.772560096e+01,7.291121756e+01,8.444863442e+01,2.533676217e+01,4.970014194e+01,2.180744295e+01,9.652741854e+01,5.016655410e+01,6.420897513e+01,7.751133231e+01,6.023517739e+01,6.590102393e+01,2.081910656e+01
3.366427859e+01,3.176642618e+00,2.545085567e+01,1.691607585e+01,6.203570891e+01,4.512155893e+01,1.123903917e+01,7.074217743e+01,2.319032540e+01,9.303319992e+01,1.758722979e+01,8.815703446e+01,6.819436738e+00,5.804781749e+01,7.113211624e+01,3.142365850e+01,8.769359816e+01,9.041883336e+01,8.969567148e+01,3.814968673e+00,2.353779460e+01,3.621282795e+01,3.474409293e+01
6.813577804e+01,5.569441045e+01,2.695922208e+00,7.834974728e+01,6.211888650e+01,6.713944246e+01,9.989505837e+01,1.476285698e+01,8.098156032e+01,5.337608998e+01,6.533369883e+01,5.406015698e+01,3.890368284e+01,7.639871102e+01,9.860515338e+01,6.927687068e+01,6.595594275e+01,8.436134896e+01,6.917708858e+01,7.441070287e+01,2.763469353e+01,1.302098728e+01,5.977600423e+01
7.341025101e+01,3.579152103e+01,4.136947688e+01,3.656857351e+01,3.047266418e+01,2.072774694e+01,3.006580676e+01,4.130901322e+01,3.531206641e+01,6.415664130e+00,3.302365812e+01,9.728337507e+01,7.491789518e+01,9.006676387e+01,6.102713753e+01,9.579207008e+01,1.596733403e+01,8.640339487e+01,6.939210404e+01,2.213708969e+01,4.062017343e+01,8.911327925e+01,7.265791020e+01
8.082213320e+01,8.470171730e+00,5.962846539e+01,9.373191910e+01,1.630361835e+01,8.665697708e-01,9.303455259e+01,9.393584221e+01,5.835238762e+01,3.075424801e+01,5.663022282e+01,6.710286774e+01,6.868744122e+01,7.733175769e-01,3.434805716e+01,3.758716524e+01,5.079785136e+01,8.257513113e+01,3.562431835e+01,9.268424592e+01,6.560595171e-03,8.526832449e+01,9.104210781e+01
2.453358299e+01,8.917692371e+01,4.340614300e+01,7.138926728e+01,7.133963964e+01,2.571163283e+01,2.825219195e+01,5.455799944e+01,7.298729914e+01,3.476458175e+01,3.903075065e+01,6.941220324e+01,7.178148699e+01,4.025371674e+01,3.869126847e+01,6.152265096e+01,9.903900654e+01,6.356298199e+01,3.751148362e+01,7.959687161e+01,6.689190714e+01,2.160562946e+01,2.901680662e+00
2.126592413e+01,1.314340059e+01,7.989862757e+01,2.391211140e+01,1.392849326e+01,1.905616114e+01,2.985707477e+01,8.735389347e+01,1.957695553e+01,4.751782682e+01,2.637476589e+01,6.302373195e+01,7.050201786e+01,4.847014827e+01,4.044291061e+01,5.313096456e+01,1.803377162e+01,5.690658510e+01,5.185605975e+01,3.242288864e+01,2.893267960e+01,4.991759240e+01,9.280093184e+01
2.444035642e+01,4.256742129e+01,2.698716273e+01,4.521052125e+01,6.655087325e+01,7.505992780e+01,2.211693173e+01,6.022728790e+01,4.608683453e+01,1.010936721e+00,9.909047928e+01,7.921237094e+01,7.715400651e+01,1.983610620e+01,4.244979792e+01,6.182624289e+01,4.924044827e+01,6.602915329e+01,6.614343296e+01,7.631677252e+01,5.609391251e+01,2.940805333e+01,6.345227405e+01
8.330417294e+01,1.354684250e+01,2.475158170e+01,9.253836890e+01,3.277235218e+01,4.679324858e-01,2.655595403e+01,5.662839875e-01,2.020161519e+01,6.926467895e+01,5.775912940e+01,9.132803871e+01,4.941105746e+01,3.170074530e+00,4.628283677e+01,1.838542095e+01,1.531970684e+01,4.057109577e+01,5.106815811e+01,8.407947661e+01,5.903664852e+01,4.236710787e+00,5.846886634e+01
9.393961249e+01,2.548258894e+01,8.392142906e+01,8.154944096e+01,9.049939805e+01,3.515149201e+00,6.618841180e+01,7.585887325e+01,7.838819314e+01,9.800727068e+00,1.561765325e+01,5.801740915e+01,1.957934341e+01,4.819944594e+01,6.826959576e+01,5.294999219e+01,6.008516162e+01,5.756290092e+01,3.109496273e+01,8.090766343e+01,5.861239299e+01,9.789294504e+01,3.527377639e+01
9.039149270e+01,2.741421245e+01,5.477527587e+00,5.293032203e+01,1.873499470e+01,6.318753017e+01,6.903871503e+01,8.327397356e+01,8.824591031e+01,5.684186631e+01,3.355818575e+01,6.543750421e+01,9.475180983e+01,7.596600282e+01,7.464731293e+01,5.190784790e+01,1.958102867e+01,3.641427633e+01,8.088418602e+01,7.064267436e+01,1.825276489e+01,1.104228985e+01,5.728637064e+01
5.677560383e+01,3.911796331e+00,1.367104789e+01,4.247123156e+01,1.752628940e+01,9.290128751e+01,1.220709836e+01,3.309424282e-01,6.256542165e+01,9.858178249e+01,8.170449110e+01,5.477286464e+01,1.747926476e+01,1.992799902e+01,5.099041922e+01,9.532188742e+01,4.400518065e+01,9.319434617e+01,4.522238174e+01,3.995990499e+01,3.995625413e+01,7.349071566e+01,9.388191666e+01
3.371196539e+01,9.000714267e+00,8.072846641e+01,7.869965449e+01,6.445325134e+01,1.801132699e+00,1.280055776e+01,1.445819452e+01,7.532065269e+01,3.918893591e+01,2.280868097e+01,8.069654477e+01,2.742027488e+01,4.878981638e+01,5.773367832e+01,4.088727825e+01,7.295546931e+01,9.864042690e+01,2.297888310e+01,4.650457648e+01,9.604233318e+01,6.837789150e+01,1.083164492e+01
7.401520585e+00,9.556458291e+01,7.520628343e+01,5.578353851e+01,4.277735027e+01,1.075783367e+01,8.675342887e+01,9.738847633e+01,2.952359270e+01,5.704224467e+01,9.065780355e+01,5.548551621e+01,3.364038169e+01,3.142022331e+01,6.288144104e+01,2.760432563e+01,9.251108176e+01,2.531584820e+01,6.107054401e+01,8.846627866e+00,8.444650856e+01,7.677473845e+01,2.380823451e+01
4.396252033e+01,8.514014013e+01,2.551265264e+01,9.687304350e+01,9.642690305e+01,3.229676823e+01,2.150549693e+01,7.264109903e+01,2.818190369e+01,8.349250129e+01,4.322588059e+01,5.242281215e+01,2.934189822e+01,4.795169988e+01,2.338877846e+01,1.681859046e+01,6.735381368e+01,4.031659171e+01,3.434750463e+01,6.296108079e+01,3.582034875e+01,5.319822687e+00,3.772916106e+01
1.208551751e+00,9.182257734e+01,3.259408307e+01,5.419760274e+01,6.633140478e+01,4.464413298e+01,9.380885520e+01,6.906020481e+01,5.762460821e+01,4.165227726e+01,9.331897841e+01,5.889875532e+01,5.895242213e+01,4.254151046e+01,2.430746472e+01,7.453147541e+01,1.690904910e+01,3.666648403e+01,9.626259931e+01,2.518621872e+01,4.656154307e+01,2.431963139e+01,4.196739629e+01
2.747117214e+01,4.703490515e+01,7.001588375e+01,8.361668873e+01,2.240033780e+01,2.099075799e-01,1.720078106e+01,4.021077921e+01,1.783236457e+01,2.323663791e+01,4.315001755e+01,1.156646388e+01,6.228596301e+01,5.101704588e+01,3.290668910e+01,7.976677121e+00,5.818544997e+01,1.209155062e+01,4.689130733e+01,8.795459749e+01,7.180978239e+01,9.948918388e+01,7.855432462e+00
8.900669222e+01,9.415545677e+00,1.545685878e+01,2.457237444e-01,9.731739559e+01,1.440039090e+01,3.285243653e+01,8.918991148e+01,2.652778941e+01,7.954908966e+01,5.623730982e+01,6.260960655e+01,5.882591670e+01,2.776621223e+01,3.502407218e+00,8.172607299e+01,9.917479541e+01,3.862355728e+01,3.821640424e-01,5.742738153e+01,3.309061131e+01,7.402001877e+01,4.358015161e+01
1.507999069e+01,1.694369279e+01,3.728708326e+01,4.904309039e+01,1.765014009e+01,2.923865432e+01,2.897335321e+01,8.174857993e+01,4.293962961e+01,8.478519904e+01,1.999768303e+01,4.746712993e+01,8.258773703e+01,8.745118863e+01,9.313897155e+01,7.430425011e+01,2.957591405e+01,2.258556457e+01,2.593680263e+01,5.025891915e+01,8.498056121e+01,4.257810422e+01,7.544734335e+01
3.269403978e+01,6.538646241e+01,2.392197122e+01,8.310433314e+01,9.328334026e+01,3.684541252e+01,2.933131873e+01,4.537782438e+01,7.088660893e+01,5.851796744e+01,2.996763924e+01,3.337807837e+01,7.627714821e+01,9.472990662e+01,2.554561621e+01,1.079893671e+01,7.921974134e+01,9.171905794e+01,6.323722204e+01,7.590173232e+01,3.673452148e+01,3.311889919e+01,8.797710355e+01
3.961159939e+00,1.321097154e+01,8.413837342e+01,9.779925178e+01,1.034517765e+01,8.213213996e+01,3.945849365e+01,9.164007797e+01,2.457781995e+00,6.545482515e+01,9.078563141e+01,1.503413512e+01,2.983822319e+00,3.475693483e+01,2.043131188e+01,6.264756692e+01,6.268812346e+01,1.616342158e+01,5.516243952e+01,8.280855439e+01,7.396648094e+01,8.941731859e+01,3.761830547e+01
6.458028244e+01,4.970724184e+01,5.138106016e+01,5.973345172e+01,5.702387124e+01,9.316960736e+01,1.832466039e+01,9.828064859e+00,4.711845447e+01,6.033853960e+01,3.829729527e+01,8.538111892e+01,4.902493452e+01,1.603029540e+01,1.921908135e+01,8.303248594e+01,8.438596389e+01,4.755817491e+01,5.850493113e+01,2.621512319e+01,9.673716489e+01,9.634066094e+01,1.315870675e+01
2.276130718e+01,3.026352972e+01,5.987159601e+01,1.729645348e+00,4.977077881e+01,2.413175339e+01,9.184951081e+01,6.621506075e+01,3.206872149e+01,2.444412051e+01,9.694465078e+01,1.902135373e+01,4.787401540e+01,1.213972172e+01,2.471808059e+01,7.495035105e+01,5.180717726e+01,1.827101658e+01,9.980147760e+01,2.786928334e+01,3.244713359e+01,1.152242261e+01,8.934160682e+01
8.288450954e+01,4.198265422e+01,4.011291275e+01,9.311412020e+01,4.377067290e+01,4.105555857e+01,5.015077411e+01,9.314695983e+01,6.533301017e+01,8.711359384e+01,5.193579048e+01,4.483535367e+01,3.160212422e+01,9.536941738e+01,3.762392097e+01,4.025764105e+01,8.385596260e+01,1.334238199e+01,6.395838172e+01,7.129232660e+01,7.305127476e+01,6.515059227e+01,6.538189818e+01
3.381138911e+01,6.574121850e+01,6.499371594e+00,7.828656929e+01,5.843076703e+01,9.562508739e+01,4.520889562e+01,6.093506853e+01,3.016504246e+01,8.359437359e+01,9.313887837e+01,5.770102010e+01,7.387648682e+01,6.338042472e+01,6.262137157e+01,9.984631207e+01,8.097686746e+01,6.520506118e+00,8.976288099e+01,5.764071740e+01,5.321136087e+01,7.125159774e+00,9.240173649e+01
5.308636631e+01,3.847911278e+01,8.090337675e+01,9.224618792e+01,8.370240677e+01,2.265653128e+01,5.582811576e+01,7.882032852e+01,5.266640990e+00,2.073102570e+00,7.749267245e+01,3.066225782e+01,6.436704565e+01,7.091370087e+01,7.474131196e+01,7.111531542e+01,5.082916849e+01,9.711440703e+01,7.561453300e+01,6.410373496e+01,6.476124086e+01,2.175560581e+01,5.102043406e+01
4.132685986e+00,8.666314668e+00,4.270887807e+01,3.491362101e+01,6.872639808e+00,7.445498175e+01,6.541865323e+01,6.012226976e+01,5.533907097e+01,2.192995019e+01,1.456503252e+01,4.274188790e+01,6.916055605e+01,4.895918417e+01,1.726041795e+01,8.894204926e+01,6.051908311e+01,7.650563877e+01,7.756486433e+01,4.406857062e+01,2.811996166e+01,4.478160025e+00,2.721556220e+01
5.110931843e+01,5.653592921e+01,8.351791746e+01,4.033702202e+01,1.209485929e+01,2.614137567e+01,3.187199210e+00,8.426207833e+01,1.326448670e+01,3.742886701e+01,1.883507163e+01,8.421219526e+01,1.423136542e+01,6.359364567e+01,8.021248861e+01,1.795399956e+01,7.840500804e+01,2.871259716e+01,4.655652812e+01,4.509829899e+01,6.378018801e+01,9.596235764e+01,7.696013206e+01
6.577695719e+00,6.241676611e+01,1.428587641e-01,2.218922869e+01,5.220656767e+01,6.423095835e+01,7.613707440e+00,5.781162340e+01,7.339956349e+01,1.389131403e+01,1.975557657e+01,3.208056058e+01,9.878495631e+01,4.200382645e+01,1.930165344e+01,6.743082404e+01,3.682034780e+01,8.560944998e+01,5.613558434e+01,2.702342043e+01,7.139823322e+01,5.171198044e+01,1.134612544e+01
1.390111405e+01,1.156852519e+01,3.668672309e+01,7.761561154e+01,3.499331676e+01,9.877115829e+01,4.721027397e+01,8.978015136e+01,9.749686898e+01,5.966580970e+01,2.757863811e+01,2.796867040e+00,8.885956207e+01,2.232120359e+01,2.502641354e+01,6.645321970e+01,9.728649219e+01,8.361265684e+00,4.586609992e+01,2.849085520e+01,8.098186998e+00,3.251596329e+01,1.985555048e+01
6.461261497e+01,7.994618553e+01,1.762484178e+01,4.619544783e+01,6.842177887e+01,4.336018228e+01,3.381162077e+01,4.198338386e+01,7.509029058e+01,9.577282775e+01,8.688377589e-01,2.759728587e+01,9.742620982e+01,5.938599355e+01,9.181700423e+01,6.869689351e+01,8.783219343e+01,4.605247016e+01,3.726972812e+01,9.963078182e+01,7.599498156e+01,3.109357808e+01,2.704885716e+01
6.437294213e+01,6.626311921e+01,4.738725134e+01,4.725742061e+01,7.927046435e+00,9.370353559e+01,3.886271324e+01,9.147263239e+01,4.010117014e+01,2.130048334e+01,3.332211390e+01,2.768787644e+01,5.878984561e+01,8.582896800e+01,6.677307127e+01,7.263004459e+01,3.829362571e+01,1.403724729e+01,1.177322031e-01,2.483553142e+01,6.619222693e+01,7.364149652e+01,4.224981570e+01
5.197531346e+01,9.021973204e+01,4.302759930e+01,8.227183126e+01,6.432476537e+01,1.250882365e+01,4.223996050e+01,2.960875350e+01,6.008180682e+01,2.776604185e+01,2.257877749e+01,6.861480939e+01,7.755479120e+01,7.196600004e+00,1.326368947e+01,9.783321863e+01,9.298634100e+01,8.357470860e+01,2.959879001e+01,6.688766257e+01,3.085106556e+01,8.430029890e+01,5.165338996e+01
8.729263630e+00,2.582947875e+01,9.722429490e+01,4.600061293e+01,5.409729823e+00,7.468195488e+01,9.592372440e+01,2.592481777e+01,5.138259553e+01,2.363622657e+01,4.585328943e+01,7.749295040e+01,7.322362700e+01,1.684173959e+01,9.744470916e+01,6.629616575e+01,6.451101420e+01,2.803410632e+01,9.647955359e+00,2.891115591e+01,9.826688296e+01,6.451078868e+01,6.152998546e+01
9.685349792e+01,8.161480403e+01,1.779216742e+01,7.605461959e+01,7.314426618e+00,4.712654921e+01,2.111998747e+01,2.289648489e+01,7.642942332e+01,9.273336723e+01,9.156416931e+01,4.682344033e+01,3.910100747e+01,9.204019052e+01,9.336961931e+01,5.284011440e+01,2.530164302e+01,8.456063538e+01,9.397519874e+01,6.832508293e+01,6.038752130e+01,7.351646935e+01,8.078055976e+01
2.530577955e+01,2.887047324e+01,7.974012894e+01,9.439210403e+01,7.696706996e+01,4.084724311e+01,2.108555203e+01,6.812068651e+01,1.382374187e+01,6.863325592e+01,5.306919092e+01,9.594338804e+00,9.732538864e+01,8.571541560e+01,9.873816985e+01,1.901456394e+00,9.209853344e+01,5.724537918e+01,2.936720672e+01,4.621170120e+01,6.996020939e+01,5.586059090e+01,4.096182234e+01
4.062698538e+01,5.197666870e+01,9.963059184e+01,1.622219696e+01,7.480416890e+01,8.790124866e+01,6.773432872e-01,4.842864904e+00,5.590297061e+01,9.078103871e+01,6.981460766e+01,1.189814403e+01,8.769382576e+01,8.911449444e+01,8.640210067e+01,7.805017824e+01,3.068046234e+01,3.679118575e+01,5.032583014e+01,6.723303692e+01,3.761373891e+00,1.470113461e+01,5.959315081e+00
4.689907808e+01,9.238354333e+01,1.751546015e+01,2.743171401e+01,4.312510748e+01,5.218646085e+01,7.319030597e+00,3.379561265e+01,7.598376418e+01,7.632479373e+01,1.022595899e+01,3.706595540e+01,6.022631023e+01,7.013088446e+01,9.703185324e+01,3.740508347e+01,1.440551523e+01,8.305614945e+01,5.633092799e+01,9.102215947e+01,1.314569440e+01,6.723119079e+00,6.834884859e+01
3.749586175e+01,4.168672840e+01,1.349531750e+01,6.042556445e+01,1.806765923e+01,4.302809424e+01,2.838048218e+01,7.674442771e+01,8.341863225e+01,8.926227112e+01,3.887880306e+01,3.099825618e+01,7.664060038e+00,5.253352739e+00,4.906652682e+01,5.898400344e+01,6.231793054e+01,6.828293877e+01,4.854103615e+01,8.357578506e+00,9.051988553e+01,9.793630816e+01,5.588147692e+01
8.598721505e+01,3.013193307e+01,9.546277472e+01,8.467600960e+01,6.687473741e+01,1.194628157e+00,6.319379352e+01,7.527482047e+01,4.990164191e+01,1.935794587e+01,7.170484421e+01,2.049525941e+01,8.333612078e+01,7.185748028e+01,1.994876475e+01,8.694232958e+01,3.251575966e+01,5.392222968e+01,7.174227969e+00,5.248614787e+01,1.466467561e+00,8.853625610e+01,5.817900540e+01
9.983309901e+01,6.173446107e+01,5.483295013e+01,6.927699223e+01,2.527623174e+01,4.120791891e+01,8.361357176e+01,6.057892260e+01,7.799219165e+01,9.142629353e+01,3.712325891e+01,4.806454280e+01,6.474672604e+01,9.848486945e+01,1.919561309e+01,8.131307776e+01,9.868799198e+01,1.050394567e+01,4.751471055e+01,4.525608250e+00,8.857440530e+01,6.151673702e+01,3.254477150e+01
3.809360018e+01,2.846411576e+01,3.595658651e+01,8.781495656e+01,2.451315286e+01,8.753045724e+01,4.513833178e+01,1.578501087e+01,1.857053965e+01,5.226231899e+01,2.966730891e+01,4.003699491e+01,9.236479985e+01,9.131676063e+01,9.103083675e+01,6.419743113e-01,2.521004615e+01,7.728061823e+01,2.873450646e+01,9.891779859e+01,5.336206160e+01,7.108788251e+01,5.185846739e+00
4.407117041e+01,8.760886328e+01,7.706425521e+01,3.368097552e+01,3.017699825e+01,8.048490931e+01,1.893507677e+01,7.919538286e+01,5.792258346e+01,1.632251636e+01,5.616835131e+01,9.490218450e+00,8.545307851e+01,2.665172409e+01,6.603581131e+00,2.026091148e+01,4.571340271e+00,6.926394753e+01,4.145617168e+01,7.642686345e+01,9.863169799e+01,4.048792338e+01,2.128349394e+01
9.085987929e+01,9.438618591e+01,7.878286461e+01,5.539553059e+01,9.063565532e+01,9.886793298e+01,5.736358995e+01,2.943561845e+01,4.691690159e+01,4.629760127e+01,4.809466903e+01,7.060021658e+01,9.646307408e+01,1.166975068e+01,7.592991254e+01,7.989083735e+01,4.208757564e+01,5.715333324e+01,8.517913361e+01,9.040055620e+01,4.035393551e+01,8.256185531e+01,6.470179381e+01
7.007311121e+01,4.572288370e+01,9.378454504e+00,8.623281745e+01,6.425335004e+01,4.027908418e+01,6.495124742e+01,8.336912235e+01,2.679005148e+01,8.618511981e+00,7.898481270e+01,8.168406811e+01,4.097359652e+01,1.104050521e+01,2.314815002e+01,6.951801518e+01,8.615939090e+01,8.662822160e+01,8.407467929e+01,8.959124850e+01,4.784708807e+01,5.753520557e+01,6.969408585e+01
9.186959719e+01,2.627838317e+01,5.183612131e+01,4.301371342e+01,1.941425200e+01,6.274739409e+01,9.699422903e+01,3.861994542e+01,9.243822286e+01,6.396705414e+01,8.670540908e+01,4.567319166e+01,8.694117416e+01,2.401184325e+01,4.402580019e+01,9.744993159e+01,4.444375170e+01,4.001581850e+01,6.531847726e+01,3.014500590e+01,7.884356681e+00,4.944108002e+00,1.092821490e+01
4.505141038e+01,2.366061037e+00,1.094960742e+01,1.779870351e+01,2.618095787e+01,8.063960126e+01,9.103748983e+01,7.449089909e-01,6.426146021e+01,9.486406286e+01,4.155116901e+00,9.801300453e+01,4.323912488e+01,6.231941776e+01,2.546061684e+00,2.004951856e+01,8.946524880e+01,7.299407369e+01,4.424062025e+01,3.905906176e+01,2.728084043e+01,8.235623699e+01,1.903360028e+01
2.734266114e+00,2.302847105e+01,8.450487522e+01,4.537895846e+01,7.603473707e+01,4.387627056e+01,9.653208861e+01,7.403490368e+01,5.284632900e+01,7.372758260e+01,1.070687859e+01,3.805233766e+01,6.752726481e+01,6.060272249e+01,4.303678635e+01,9.030514660e+00,6.514734612e+01,9.706013797e+01,5.117645180e+01,5.443446763e+01,6.747289485e+01,5.954577304e+01,8.615409099e+01
9.421401901e+01,4.764025625e+01,8.541302426e+01,8.100703379e+01,4.294587983e+01,2.486944591e+01,4.759887259e+01,6.510017969e+01,8.688845641e+01,2.142626246e+01,7.681471455e+01,3.424519367e+01,5.581455326e+01,7.810590296e+01,6.755181888e+01,1.534256838e+01,6.211999887e+01,3.715754124e+01,7.555980755e-01,6.336608418e+01,2.930825871e+01,1.425043767e+01,8.857867469e+01
9.346871183e+01,3.359689887e+01,8.023529618e+01,8.588367496e+01,3.197354778e+01,6.036018875e+01,3.045951318e+01,9.663478465e+01,2.597303693e+00,6.424920670e+01,1.696208089e+01,8.433702005e+01,7.901448976e+01,9.124980377e+00,5.667721706e+01,6.683234826e+01,6.280839057e+01,7.102438251e+01,7.453331663e+01,3.924265883e+01,1.342705881e+01,6.128030586e+01,9.589199925e+01
3.600000552e+01,3.170735753e+01,4.852965990e+01,1.313739380e+01,1.747536631e+01,1.791361238e+01,4.327013970e+01,2.495414873e+01,4.485550329e+01,5.246633349e+01,9.022265367e+01,1.069359839e+01,5.748529892e+01,9.884441949e+01,7.713075913e+01,9.042997167e+01,8.991860546e-01,4.139812959e+00,5.080646394e+01,8.143855678e+01,8.841723703e+01,5.068390873e+01,3.443353284e+01
5.646847565e+00,9.302755005e+01,8.622254446e+01,8.209721011e+01,7.784691117e+01,9.799391714e+01,3.020623973e+01,9.174273484e+01,4.922501691e+01,3.413618924e+01,3.165375907e+01,1.597181682e+00,5.641033778e+01,7.690180018e+01,4.212776284e+01,9.916735416e+00,9.212942291e-01,5.897510500e+01,7.148754843e+01,2.645166312e+01,6.255337338e+01,6.626234195e+01,4.685145489e+01
3.440550420e+01,3.746429948e+01,5.264404596e+01,8.716096817e+01,7.350935143e+01,2.684455482e+01,5.917262548e+01,6.115675362e+01,1.560119003e+01,7.499207746e+00,1.058963889e+01,7.698700508e+01,5.230106686e+01,1.878336227e+01,7.967372366e+00,2.050869670e+01,8.107768958e+01,3.030906685e+01,7.997974707e+01,1.356999727e+01,7.984147445e-01,1.579100621e+01,2.016003816e+01
6.042333632e+00,2.062996877e+00,2.334375924e+01,5.607635731e+01,6.921244394e+01,5.852662623e+01,3.642638768e+01,6.246358127e+01,9.075239216e+01,5.123513922e+01,7.309880593e+01,1.247058359e+01,9.697321073e+01,1.332039216e+01,9.278548448e+01,5.562878702e+01,9.801005945e+01,6.391188139e+01,2.436683639e+01,6.708686062e+01,6.404711773e+01,8.644411283e+01,6.256578557e+01
1.778324765e+01,2.040454898e+01,3.525548150e+01,7.520521103e+01,5.195707803e+01,3.610737805e+01,1.699846699e+00,3.873002004e+01,8.374151321e+01,3.828420013e+01,1.845561000e+01,8.202907891e+01,7.185748970e+01,9.394182055e+01,3.009792943e+01,7.415962416e+01,1.549873728e+01,5.053225909e+01,5.596766914e+01,4.301310534e+01,7.274894864e+01,9.288988093e+01,7.797698913e+01
3.551352060e+01,7.553312952e+01,6.138796566e+01,4.088148189e+01,8.446479700e+01,7.357246113e+01,3.230891643e+01,2.187297698e+01,5.392048344e+01,1.981250194e+01,5.212267431e+01,1.144437593e+01,1.410438060e+00,8.296139835e+01,7.050914587e+01,4.016108668e+01,7.224332183e+01,8.802246604e+01,4.518834547e+01,6.524058891e+01,1.488269216e+01,5.372002002e+01,5.085718371e+01
1.755454271e+01,1.978159359e+01,6.991378162e+01,6.788114605e+01,2.531896689e+01,3.341633145e+00,1.868694858e+01,1.407848766e+01,6.212457442e+01,3.721380896e+01,1.682996781e+01,8.262804496e+01,9.663773931e+01,8.359720940e+01,1.676924474e+01,5.092466852e+01,9.044711551e+01,6.488409282e+01,3.377664048e+01,5.704466085e+00,8.537480914e+01,4.230614704e+01,8.377216391e+00
8.187123604e+01,7.154848000e+01,3.731202873e+01,9.487451060e+00,6.013094170e+01,7.158007817e+00,1.967942144e+01,7.687712729e+01,6.266204087e+01,9.611332578e+01,2.974387572e+01,4.234042594e+01,8.091205679e+00,7.980938700e+01,9.924342668e+01,5.870347208e+01,4.705337103e+01,7.271962558e+01,9.819074028e+01,2.168014886e+00,4.077594027e+01,5.048247507e+01,7.617953239e+01
1.007206705e+01,3.774571696e+01,5.559304867e+01,3.474649684e+01,4.951094117e+01,6.987468193e+01,3.459546968e+01,2.314433470e+01,3.496368108e+01,2.642073634e+00,6.242608198e+01,2.484395707e+01,1.512039771e+01,7.308111280e+01,4.326064959e+01,8.106346728e+01,8.152255885e+01,8.224016802e+01,2.379365256e+01,3.959223592e+01,6.211999131e+01,3.897813501e+01,2.903498185e+01
5.430105725e+01,8.538639028e+01,7.950373754e+01,9.630823065e+01,9.625756911e+01,6.445696319e+01,9.319461865e+00,4.554148059e+01,6.462529044e+01,6.476462824e+01,8.318475613e+01,7.228919407e+01,5.923586080e+01,6.161352877e+01,1.848188135e+01,6.699548816e+01,7.546858895e+01,4.528608803e+01,9.025823786e+01,4.376313855e+01,3.168693302e+01,5.096348469e+01,5.406956535e+00
2.819290838e+01,6.083018167e+01,8.422736642e+00,7.815505124e+00,1.383936136e+01,4.930807299e+01,9.605216832e-01,4.568523269e+01,5.723343246e+01,8.158091564e+01,7.215350299e+01,2.135455845e+01,6.578589695e+01,9.438600063e+00,9.299629952e+01,9.153533280e+01,1.493970057e+01,9.119231369e+01,2.620805909e+01,2.504536128e+01,1.368951848e+01,5.997093307e+01,2.419385881e+01
7.219122672e+01,5.629899814e+01,6.036821198e+01,3.882165132e+01,3.786330691e+01,5.526542166e+01,6.380180545e+01,2.748206267e+01,1.865117795e+01,6.742074212e+01,3.372969931e+01,9.746014406e+01,3.019493446e+01,2.830514098e+01,2.905647311e+01,4.605002320e+01,8.643729804e+00,5.483318530e+01,6.834675612e+01,9.847921384e+01,2.649110490e+00,6.247484969e+01,7.449478151e+00
8.527410653e+01,2.983991461e+01,8.803602847e+01,5.710640086e+01,4.047541000e+00,6.127446590e+01,8.419452038e+00,4.500350423e+01,1.238522608e+01,7.524414773e+00,8.453080557e+01,2.003497548e+00,9.121415137e+01,8.152898626e+01,1.750410279e+01,1.946661939e+01,6.756969585e+01,2.322320658e+01,6.665094580e+01,7.469553286e+01,2.075873673e+01,1.043621933e+01,9.302564284e+01
3.321115530e+01,2.554913145e+00,7.597243071e+01,1.537769548e+01,1.013202130e+01,1.564633618e+01,4.766373844e+01,6.467167230e+01,2.409100940e+01,7.314856861e+01,8.229390970e+01,3.780364633e+01,2.032904135e+01,2.214393149e+01,3.487168985e+01,1.035107080e+01,5.368950572e+01,1.714629854e+01,6.178881194e+01,9.019645752e+01,2.207838778e+01,6.851917245e+01,9.965379920e+01
