v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63
1.235838749e+00,3.882646883e+01,2.495389407e+01,3.375106519e+01,9.649365090e+01,1.485062577e+01,9.354700004e+01,8.736878639e+01,5.464797974e+01,5.879374980e+01,9.395580077e+00,7.631788559e+01,6.316912717e+01,4.249524534e+01,8.720192039e+01,4.791346930e+01,3.892927516e+01,5.813517234e+01,1.869210644e+01,1.279287605e+01,1.180672676e+01,5.616413464e+01,1.523191359e+01,1.645803945e+01,3.670747871e+01,3.002627691e-01,6.626975112e+01,3.731480358e+01,9.749801131e+01,2.863304588e+01,9.300885234e-01,3.901956319e+01,5.541039711e+01,3.587585588e+01,5.572302936e+01,9.815091244e+01,4.997153353e+01,4.252513499e+01,7.911811969e+01,2.839013096e+01,9.852593954e+01,5.449790767e+01,5.450713704e+01,1.968648313e+01,2.238369096e+01,7.954987771e+00,6.216932181e+01,7.386965441e+01,5.326735732e+01,7.683543379e+01,8.655960002e+00,2.797203342e+01,8.607903477e+01,1.581888852e+01,8.350245697e+01,6.588274294e-01,5.084144909e+01,7.537466602e+01,4.812686427e+00,2.234099832e+01,1.559239428e+01,4.881139046e+01,1.476371356e+00
3.452907214e+01,9.711271674e+01,7.026960320e+01,4.172255308e+01,2.311471111e+01,7.338752696e+01,1.471264391e+01,8.740745458e+01,9.104251490e+01,1.721248266e+01,4.559238556e+01,5.966358065e+01,9.902189254e+01,1.394062688e+01,8.665739709e+01,1.791041329e+00,4.315614957e+00,3.832438942e+01,4.531636955e+01,9.185288727e+00,6.637837703e+01,8.913317807e+01,9.467410739e+01,3.775422866e+01,5.754319172e+01,7.156060574e+01,8.333845923e+01,8.857057253e+01,2.546834893e+01,5.942656589e+01,2.492210242e+01,8.184773887e+01,5.099194939e+01,8.695788191e+01,1.358304121e+00,7.366574030e+01,7.469248862e+01,6.234444780e+01,9.905169724e+01,3.394492687e+01,8.472916200e+01,4.651398342e+01,2.737568319e+01,3.560749973e+00,3.712435621e+01,6.351794219e+01,8.727155587e+01,6.599878675e+00,3.567015115e+01,7.550932553e+01,1.034150344e+01,4.173783058e-01,3.053668159e+01,5.232466471e+01,6.721766297e+01,9.844825683e+01,2.627922167e+01,6.535762055e+01,7.151454513e+01,2.254262399e+01,2.633566018e+01,2.802015598e+01,4.549741707e+01
4.275664747e+01,8.943133877e+00,5.313362049e+01,9.564398868e+00,2.115176620e+01,8.663119275e+01,4.235313013e+01,2.723615173e+01,6.656516109e+01,3.558803194e+01,2.255127056e+01,5.657763263e+01,3.315830262e+01,1.823869286e+01,1.092983491e+01,3.878328425e+01,4.442172556e+01,8.896371364e+01,9.151442518e+01,1.631355042e+01,9.295755795e+01,4.765391092e+01,9.176964473e+01,8.301244839e+01,4.754590497e+01,2.293585219e+01,4.068414383e+01,5.511933101e+01,4.284294177e+01,1.690470203e+01,3.711322532e+01,7.543039440e+01,1.249989463e+01,6.663961624e+01,6.637044907e+01,5.039394513e+01,6.126673728e+01,7.129160343e+01,4.652549107e-01,6.728685236e+01,5.726535052e+01,7.592972694e-01,7.861420107e+01,7.491582819e+00,2.056647529e+01,4.998609599e+01,5.698225785e+00,1.244470503e+01,6.009206633e+01,8.188022252e+01,3.257985519e+01,7.020860491e+01,9.808402188e+01,8.270426608e+01,6.394689072e+01,2.010244894e+01,4.152375292e+01,6.385892746e+00,6.221977721e+01,3.419579014e+00,9.000148984e+01,5.276682487e+01,8.329778338e+01
5.051269968e+01,3.166490229e+01,7.876704027e+01,8.283900432e+01,2.642581815e+01,6.125756729e+01,6.015873142e+01,6.979103219e+01,6.771771951e+01,4.152408278e+01,5.320843654e+01,2.025718427e-01,7.787129368e+01,8.354157574e+01,6.325116524e+01,7.087890267e+01,2.998677878e+00,1.154694062e+01,4.242692814e+01,4.461888945e+01,6.452236856e+01,5.054066816e+01,5.496645819e-02,8.213715427e+01,4.978798003e+01,2.308464705e-01,8.291239214e+01,7.132918336e+00,2.836784110e+01,7.296579914e+01,3.672579908e+01,7.369900821e+00,6.072229209e+01,7.307672497e+01,4.469830375e+01,8.921319738e+01,4.520223151e+01,9.671795495e+01,7.503545058e+01,7.968175186e+01,7.242827282e+01,4.496163127e+01,2.341285224e+01,1.167334820e+01,2.135175955e+01,7.806873431e+01,4.583931102e+01,2.233805665e+01,3.119849077e+01,6.245637578e+01,7.615183716e+01,6.520745617e+00,4.830934588e+01,7.649675551e+01,4.664979681e+01,8.700513224e+01,6.913701636e+01,3.282128072e+01,5.957435636e+01,7.629816175e+01,4.236320473e+01,9.464726895e+00,3.716645437e+01
3.378588546e+01,3.949986631e+01,4.051747990e+01,9.236395948e+01,6.048975468e+01,8.773840649e+00,2.084098537e+01,3.762623257e+01,6.106379889e+00,3.582944429e+01,7.575534877e+00,1.054912413e+01,2.082998361e+00,8.139727708e+00,9.246476817e+01,7.894806269e+01,7.654632455e+01,5.563883961e+01,3.311555856e+01,9.572875841e+01,3.150847063e+01,6.409620794e+01,8.288556504e+01,1.864750564e+01,4.109753238e+01,6.966855410e+01,3.656532189e+00,1.616617285e+01,8.889896044e+01,9.695692006e+01,2.749866781e+01,3.113925116e+01,6.520956386e+01,3.555823653e+01,5.698325401e+01,1.704157311e+01,2.188024692e+01,3.675238045e+00,3.817118986e+01,6.404947363e+01,6.617238978e+01,4.457543366e+01,6.426776535e+01,7.036628678e+01,6.470711511e+01,9.476467830e+01,8.991568122e+01,1.875914565e+00,4.036546586e+01,2.811737465e+01,5.831406539e+01,4.685421245e+01,9.302998950e+01,7.744057631e+01,5.923563867e+01,9.871358157e+01,6.761574468e+01,5.237297143e+01,8.995018864e+01,4.527939040e+01,3.097689250e+01,6.110668667e+00,7.776849001e+01
1.988885621e+01,1.784573727e+01,4.203452480e+01,9.111936655e+01,4.446088651e+01,1.100062221e+01,7.356033495e+01,4.247164197e+01,3.451513724e+01,1.905671355e+01,4.027856822e+01,9.945336975e+00,1.290319333e+00,8.376750203e+01,8.221706178e+01,1.266542189e+01,8.718166429e+01,3.661539724e+01,5.194170564e+01,6.909897336e+01,4.639788803e+00,3.346397271e+01,7.443087126e+01,7.838862307e+00,2.386691185e+01,7.387908742e+01,6.458266687e+01,4.681450474e+01,7.494761902e+01,2.321564633e+00,3.904777723e+01,3.606723068e+01,5.931538876e+01,2.135718174e+01,9.428954550e+01,7.479185691e+01,2.331897283e+01,8.045118477e+01,9.399548822e+01,2.009659428e+01,2.970875592e+01,2.807090374e+01,2.427187696e+01,7.135991838e+00,1.801580819e+01,3.395282008e+01,4.110255338e+01,4.485226239e+01,4.795866161e+01,2.103967594e+00,2.523518275e+01,4.514437730e+00,9.489896482e+00,2.877363632e+01,8.737127926e+01,5.508220719e+01,3.060550408e+01,4.915004796e+01,3.533158907e+01,6.551444852e+01,7.975998807e+01,7.077117638e+01,3.361391315e+01
3.927130252e+01,4.470688933e+01,3.046618249e+01,4.242833513e+01,4.335460634e+01,6.967404423e+01,2.787234035e+01,1.003385205e+00,2.356468508e+01,4.431367841e+01,3.196227851e+01,2.627545446e+01,3.281457861e+01,5.719686400e+01,9.883863542e+01,3.734888337e+01,6.569916580e+01,5.868789587e+01,4.043722100e+00,1.509620797e+01,1.361895380e+01,8.129111489e+01,2.763761926e+01,9.669131885e+01,8.868123877e+01,4.114163729e+01,3.192953027e+01,6.091053406e+01,9.245449033e+01,4.450560589e+01,9.630799964e+01,9.491968558e+01,5.300402691e+01,9.709667200e+01,1.211339420e+01,6.325766318e+01,7.903050076e+01,4.976404882e+01,7.775665504e+00,6.775988712e+01,1.958678614e+01,1.138540955e+01,1.587872695e+01,3.549278666e+01,8.889295891e+01,4.074743767e+00,9.037604986e+01,9.791689090e+01,7.331334133e+01,3.602962215e+01,7.925962959e+01,1.456106433e+01,2.220466840e+01,9.700752971e+01,1.856061315e+00,7.262092422e+01,5.958915633e+00,5.437979485e+01,7.705498841e+01,1.355647033e+01,9.994758457e+01,6.522710144e+01,1.420040663e+01
4.480330320e+01,7.617120306e+01,7.339409533e+01,7.650181327e+01,8.221115326e+01,8.740466523e+01,4.098370489e+01,1.122962545e+01,6.495731056e+00,1.002313768e+00,8.445859646e+01,4.260998528e+01,2.156048318e+01,6.006481369e+01,6.127125160e+01,8.196285869e+01,7.152456025e+01,4.678837393e+01,5.148141924e+01,7.152937536e+01,7.434083483e+01,1.887471929e+01,2.798263799e+01,8.021831171e+01,2.299098143e+01,3.057332092e+01,6.771103865e+01,2.108910587e+01,6.548372559e+01,9.743569153e+01,8.317022601e+01,7.442354176e+01,6.870404378e+01,1.800652208e+01,2.701061968e+01,5.951440414e+01,9.979717014e+01,3.405337143e+01,8.064913429e+01,4.413483583e+00,6.526710970e+01,8.777408753e+01,4.083811008e+01,4.807327110e+01,4.541763974e+01,1.002058674e+00,6.863430620e+01,7.275505218e+01,4.188516786e+01,6.116893997e+01,3.640768246e+01,7.505591783e+01,2.579429332e+01,6.900317068e+01,5.049208602e+01,6.125434444e+01,4.142680667e+01,9.508921578e+01,2.615657230e+01,5.137094453e+01,4.830994281e+01,3.593624865e+01,4.527416912e+01
7.694703635e+01,9.669948814e+00,7.528532784e+00,1.424716571e+01,6.746835426e+01,6.691449029e+01,3.414567764e+01,6.600454743e+01,3.995862615e+01,9.159998735e+01,6.554101353e+01,3.758243656e+01,1.287266987e+01,9.231710847e+01,6.207405807e+01,7.905241003e+01,4.536807995e+01,2.908760978e+01,4.010599477e+01,8.569019012e+01,5.388584688e+01,3.560471197e+01,8.193830954e+01,2.734554410e+00,5.166578742e+01,4.449109896e+01,8.582847806e+01,5.228805659e+01,1.591638206e+01,8.403755171e+01,6.038270080e+01,5.518575234e+01,6.287175660e+01,3.646235522e+01,4.718270375e+01,3.503171010e+01,6.051844584e+01,3.338683847e+01,3.294533012e+01,3.351565555e+01,8.536244713e+01,9.205455314e+01,8.377037096e+00,2.713656266e+01,8.384915800e+01,7.210844272e+01,2.015676339e+01,6.055776891e+01,4.452653430e+01,8.092405875e+01,5.827510170e+00,5.448932789e+01,6.518071044e+01,7.302173224e+01,2.633996266e+01,3.795092472e+01,9.072277752e+01,4.988215623e+01,8.891021386e+00,7.921857474e+01,9.740870086e+01,2.401293274e+01,5.649231667e+01
7.352880695e+01,1.642177806e+01,8.042687339e+01,1.634513327e+01,6.229843338e+01,5.502297862e+01,3.709957828e+01,2.438751142e+01,6.689323487e+01,8.052740103e+01,1.611823543e+01,8.668332135e+01,2.414495746e+01,8.886005670e+01,3.270807765e+01,2.572350589e+01,9.587476700e+01,1.466807701e+01,3.077710378e+01,5.116714913e+01,6.696024910e+01,5.524664062e+01,7.330344734e+01,7.541777359e+01,7.652776790e+01,4.872394151e-01,6.359126838e+01,4.469401983e+00,3.022050713e+01,4.913929937e+01,2.039042119e+01,8.468414202e+01,4.833585663e+01,5.881821180e+01,9.129171495e+01,3.742491515e+01,5.195180636e+00,6.570372067e+01,7.172914706e+01,6.213806991e+01,3.239356688e+01,5.685523136e+01,2.029058971e+01,4.914607093e+01,1.176916758e+01,6.474666298e+01,1.070465186e+01,4.800242320e+01,6.757443113e+01,7.330388213e+01,4.642344388e+00,6.571835129e+01,1.921151812e+00,3.821866806e+01,9.693451307e+01,8.121992517e+01,8.420104201e+01,4.616479287e+01,1.945922018e+01,4.661520404e+01,5.409757297e+01,5.990133253e+01,2.564464520e+01
2.819816747e+01,9.067837681e+01,5.153315456e+01,7.688222769e+01,2.249134297e+01,2.366224227e+01,3.266144449e+01,4.834157154e+01,5.633728130e+01,4.073095195e+01,4.496516540e+01,9.182585891e+00,7.452793079e+01,6.855095665e+01,3.743928551e+00,4.977044719e+01,8.069108834e+01,9.640828291e+01,5.560276316e+01,6.557753111e+01,7.616519743e+01,9.957412616e+01,8.601736980e+01,8.619429059e+00,6.331236456e+01,1.026187050e+01,7.373961583e+01,6.479398418e+00,8.783900877e+01,1.045343602e+01,5.545804021e+01,7.805693527e+01,5.919824822e+01,2.972400014e+01,5.659428638e+01,8.504675088e+01,1.614852113e+01,1.194796226e+01,7.036775079e+01,3.940588254e+01,8.119565909e+01,1.804102189e+01,2.041483879e+00,7.913391206e+01,1.970427688e+01,9.015398636e+01,3.732235367e+01,3.097061629e+01,8.268230557e+01,5.577122382e+01,5.635979313e+01,7.491510175e+01,7.061923846e+00,3.345539163e-01,4.602446982e+01,3.089470873e+01,4.296658948e+00,3.306696483e+01,6.907268660e+00,1.043930858e+01,3.342883208e+01,6.088418142e+01,2.962058338e+01
2.311336403e+01,5.155872938e+01,5.117799294e+01,1.348472537e-01,3.294215282e+01,4.774335403e+01,9.878027216e+01,3.370010781e+01,4.727236300e+01,7.500254564e+01,5.249763081e+00,3.161400619e+01,8.085074865e+01,4.151837416e+01,6.966227937e+01,4.647478433e+00,8.701600749e+01,2.621820803e+01,3.193857414e+01,5.461585750e+01,9.682801977e+01,7.516440675e+01,3.632509910e+01,4.447828511e+01,8.352599321e+01,1.976667328e+01,2.823827629e+01,1.468133223e+01,2.269947938e+01,2.859702373e+01,2.224085991e+01,2.552679919e+01,7.769305398e+01,9.185575679e+01,1.739164938e+01,9.465875786e+01,8.944488909e+00,6.857905914e+01,7.356689612e+01,8.806774046e+01,1.325845093e+01,4.935187206e+01,5.352004280e+01,1.616815867e+01,8.943750544e+01,1.447542919e+01,5.428506556e+01,1.992482019e+01,7.233679020e+00,5.954084718e+01,3.733363698e+01,7.808217586e+01,9.687544608e+01,3.614166996e+01,2.211653410e+01,1.834087718e+00,4.208429574e+01,2.061373849e+01,8.747568555e+01,9.661056036e+01,5.014957853e+00,2.891524341e+01,4.578951235e+00
1.339255609e+01,1.086663781e+01,2.734706484e+01,2.576672683e+00,9.345363199e+01,2.799155324e+00,2.952723932e+01,1.796783446e+00,9.956069412e+01,7.407695896e+01,9.948657633e+00,2.618177695e+01,5.148691422e+01,9.387577474e+00,9.182855768e+01,8.559356621e+01,1.822178889e+01,2.641421558e+01,3.351159959e+01,6.916574632e+01,4.403491985e+01,2.014900004e+01,2.695091933e+01,4.366452254e+01,5.332865190e+01,3.275052707e+01,9.043104980e+01,8.616432140e+01,4.543642034e+01,1.142817603e+01,3.638017689e+01,5.893121640e+01,6.680799494e+01,9.754218699e+01,2.591574980e+01,4.302528896e+01,5.992877751e+00,7.018434182e+01,3.879060988e+01,1.737986343e+01,9.242805536e+01,6.343033831e+01,9.761570331e+00,4.595669867e+00,8.729484982e+01,9.210113414e+01,6.818140757e+01,4.658615881e+01,1.453322347e+01,1.504742594e+01,6.360154615e+01,9.926233400e+01,6.593850577e+01,3.551710538e+01,1.927734105e+01,8.875673327e+01,1.971418017e+01,4.157526773e+01,1.029734247e+01,9.177936256e+01,1.259779622e+01,9.081020751e+01,5.702168959e+01
5.814192040e+01,4.601782048e+01,1.480172161e+01,7.004045873e+01,2.576937700e+00,8.684781823e+01,6.037814874e+01,8.838602254e+01,3.012721959e+01,3.129638431e+01,5.026486119e+01,7.616376197e+01,8.391364261e+01,1.162181377e+01,5.431183751e+01,9.428415668e+01,5.618540160e+01,8.030512122e+01,3.495942309e+01,2.731646468e+01,7.411994605e+01,6.418484789e+01,1.035482457e+01,8.544076290e+01,1.029977451e+00,5.199576299e+01,2.132618207e+01,9.507629404e+01,8.024728827e+01,1.227931927e+01,6.892023266e+01,9.697066607e+00,7.862244593e+01,2.364874503e+01,5.163206518e+01,9.095564816e+01,6.651957734e+01,7.057522606e+00,7.771123748e+01,8.938628998e+01,7.900959068e+01,4.060893954e+01,8.979184191e+01,5.596051893e+01,7.922135471e+00,4.053507709e+01,8.613736403e+01,9.811217880e+01,9.861737369e+01,5.710041833e+00,7.692821703e+01,6.430346170e+01,8.855263880e+01,7.497586927e+01,7.527909575e+00,6.153330694e+01,2.054702635e+01,3.942953544e+01,5.072318202e+01,5.214545370e+01,9.389963925e+01,5.494721956e+01,2.370810105e+01
7.364921758e+01,6.521989306e+01,3.577224654e+01,6.474636632e+01,3.078135670e+01,4.674589637e+01,6.382452912e+01,3.154443134e+01,9.461538434e+01,7.531606605e+01,6.619819132e+01,1.518776436e+01,2.055929173e+01,2.917016502e+01,5.575470367e+00,8.577669366e+01,5.896710213e+01,3.468772990e+01,7.382935299e+01,1.960501046e+01,1.339900863e+01,2.349189438e+00,9.144155486e+01,4.775795457e+01,7.266508895e+01,5.173961293e+01,1.792496329e+01,3.350000313e+01,1.523764686e+01,1.968439131e+01,2.627164033e+01,4.849377730e+01,3.890504244e+01,9.724888977e+01,8.048756992e+01,4.379880813e+00,4.783570980e+01,2.299122789e+01,5.945792249e+01,9.271993076e+01,1.442222270e+01,9.412882415e+01,2.393373557e+01,3.041464264e+01,7.605288908e+01,5.187310916e+01,7.602276278e+01,8.000881988e+01,7.239094140e+01,4.089407621e+01,2.135497383e+01,5.278424390e+01,2.096481676e+01,2.454162416e+01,9.294121772e+01,6.362943720e+01,7.703268619e+01,7.593769234e+01,7.584860738e+01,6.607281510e+01,5.740264237e+01,8.940284958e+01,5.091470557e+01
9.923742342e+01,5.611808960e+01,8.470565928e+01,7.990516767e+01,9.851251008e+00,3.361621901e+01,4.840997576e+01,9.092990504e+01,3.509727132e+01,3.622960854e+01,8.120222201e+01,5.364346890e+01,6.394173988e+01,5.869716405e+01,3.711482138e+01,9.782602854e+01,5.034174315e+01,7.799098842e+01,9.180641373e+01,9.332696428e+01,4.690256734e+01,9.980565988e+01,5.174223027e+00,2.597103303e+00,5.064772277e+01,7.999270562e+01,7.560623740e+01,1.965046349e+01,6.507503111e+01,1.169098106e+01,1.791503736e+00,8.672935154e+01,3.754991175e+01,4.984592320e+01,6.410284306e+01,9.967884330e+00,4.612216984e+01,5.965206110e+01,6.060558651e+01,2.267908327e+01,9.818784210e+01,3.098395571e+01,7.442167480e+01,9.968410508e+01,4.156669133e+01,7.633991318e+01,4.245390645e+01,3.447870403e+01,2.423316528e+01,1.186150680e+01,6.891850353e+00,2.223194261e+01,8.062592902e+01,3.886764047e+01,2.935448893e+01,6.335616256e+01,1.036595543e+01,2.753341271e+01,6.554548175e+00,9.059981164e+01,7.081728934e+01,1.630997055e+01,5.388203602e+01
5.225160746e+01,3.390139860e+01,2.051007561e+01,9.571220603e+01,1.716487762e+00,1.673258158e+01,5.212708030e+01,6.010098131e+01,1.379029741e+01,6.676760956e+01,9.168236489e+01,6.758341170e+01,3.432773351e+01,8.700908734e+01,9.608189561e+00,5.847705373e+00,8.844206996e+01,8.545360495e+00,7.630008604e+00,6.747537556e+01,4.667472830e+01,9.087844401e+00,9.713633261e+01,6.792983889e+01,7.188023008e+01,8.913361709e+01,8.200608286e+01,5.733633167e-01,7.585997983e+01,4.021111873e+01,5.105272677e+01,6.872432145e+01,4.452184667e+01,8.485616178e+01,1.264227074e+01,1.593519564e+01,6.235025087e+01,7.686654946e+01,1.415268118e+01,9.583949614e+01,3.251137695e+01,2.911403090e+01,9.162883199e+01,8.095975111e+01,6.088807537e+01,9.161635778e+01,4.562135824e+01,6.582849536e+01,7.290013692e+01,5.092750584e+00,9.155535813e+01,3.522475690e+01,5.679489382e+01,9.188522437e+01,7.361802748e+01,3.585053125e+01,5.971213213e+01,5.643888713e+01,7.993027619e+01,2.735272901e+01,4.185563107e+01,6.916385473e+01,3.896813540e+01
1.521997153e+01,4.276001468e+01,8.646787774e+01,8.400329915e+01,7.590535204e+01,5.005710907e+01,1.715116429e+00,3.824847905e+01,7.700085843e+01,7.863018235e+01,8.928947955e+01,6.121412543e+00,8.993976428e+01,8.532255070e+00,5.461771623e+01,5.696026523e+01,1.297528242e+00,8.389625465e+01,5.313516926e+00,4.875241501e+01,4.193654400e+01,8.792097066e+01,7.692389709e+01,9.871787657e+01,3.266426658e+01,1.780530506e+01,1.480499628e-01,1.503240058e+01,8.061578926e+01,3.620984758e+01,4.494630598e+01,3.819018922e+01,5.957895347e+01,8.000973391e+01,9.020780724e+01,8.271134078e+01,6.294142139e+01,8.810424512e+01,9.854981537e+00,3.919579945e+01,2.201581168e+01,5.568610010e+01,8.262470653e+01,9.542375053e+00,8.441346319e+01,6.036270145e+01,4.795278524e+01,3.177376936e+00,2.948704370e+01,7.488178309e+01,9.736004466e+01,5.665137545e+01,2.743037262e+01,4.246774363e+01,9.205281497e+00,9.284490616e+01,2.482998576e+01,4.379626120e+01,6.418256940e+00,3.022429734e+00,7.249647695e+01,9.900689794e+01,7.898690357e+01
2.171588158e+00,1.730567800e+00,3.509375657e+01,1.948022358e+01,5.736997474e+00,1.354487978e+01,2.819806806e+01,2.505892978e+01,6.618464922e+01,6.655900533e+01,5.722239974e+01,3.429552325e+00,7.157105472e+01,7.999810185e+01,5.291460743e+01,6.700778495e+01,8.980222040e+01,9.896016391e+01,5.441795513e+01,2.196082870e+01,3.944169643e+01,1.263806829e+01,9.203497111e+01,7.960786011e+00,3.035190998e+00,8.488129409e-01,9.954874676e+01,3.135363071e+01,3.716332506e+01,7.620475321e+01,2.649908364e+01,6.625097852e+01,9.700408151e+01,7.291730548e+01,5.255179928e+01,7.425290318e+01,6.672715162e+01,4.247355006e+00,1.139617103e+01,7.309993449e+01,6.968804307e+01,4.026774583e+01,4.828024648e+01,4.877773443e+01,7.168890979e+01,5.073440177e+01,5.783304947e+01,1.617210196e+01,9.481355357e+01,3.805464203e+01,8.409964943e+01,7.236564861e+01,4.713001479e+01,1.913687181e+01,7.854676149e+01,7.183185135e+01,3.498520481e+01,5.588171830e+01,2.800510585e+01,3.506294268e+01,8.905283899e+01,2.300705071e+01,7.170684051e+01
8.737763092e+01,2.801555147e+01,7.840207914e+01,4.190068249e+01,2.664471847e+00,9.715785068e+01,6.575150494e+01,9.248712768e+01,4.171470354e+01,2.609455088e+01,7.562618041e+01,6.558460760e+00,5.816625197e+01,1.634820467e+01,1.698916951e+01,2.846931254e+01,3.226936075e+01,2.010403324e+01,3.533627060e+01,2.986173651e+01,5.565085877e+01,1.084722988e+01,8.573212832e+01,8.953476950e+01,8.828139323e+01,9.638806671e+01,7.518485758e+01,1.043156896e+01,6.930205683e+01,5.859279196e+01,2.485262622e+01,8.403745990e+01,7.619827933e+01,5.710680663e+01,5.963995443e+01,2.774013060e+01,6.110873301e+01,8.586365537e+00,5.847629667e+01,8.973519793e+01,5.058369218e+01,6.238297593e+01,5.863203382e+01,7.138944956e+01,5.875010542e+00,3.620149421e+01,9.333506529e+01,2.117840652e+01,5.330803499e+01,7.129433118e+01,6.862825702e+01,6.555478360e+01,9.729713748e+01,9.029481557e+01,6.975306169e+01,9.157276760e+01,5.320901721e+01,9.139166210e+01,6.977334419e+01,4.912634267e+01,2.372442136e+01,6.037083239e+01,1.016899160e+01
1.906144822e+01,4.674401197e+01,3.869472086e+01,5.870635639e+01,8.952809159e+01,8.025771583e-01,9.550337141e+01,8.447857765e+01,2.223920551e+01,4.684665914e+01,7.978705764e+01,6.746665583e+01,5.270543740e+01,8.824398841e+01,4.577801201e+01,8.459484218e+01,5.733185140e+01,7.097564768e+01,9.885976970e+01,7.658246723e+01,6.423953926e+01,7.925746069e+01,8.174471386e+01,9.743921738e+00,1.407585597e+01,9.566797249e+01,3.184310253e+01,8.580769176e+01,3.855524074e+01,1.232856088e+01,9.070786075e+01,5.597475138e+01,5.440136149e+01,5.808125239e+01,9.279263756e+01,3.265061111e+01,7.118339128e+01,4.236612049e+01,9.198990413e+01,8.256134994e+01,7.571397997e+01,6.519542265e+01,1.030732437e+01,3.888292621e+01,6.100357856e+01,3.568243093e+01,7.952109213e+01,5.945457769e+01,6.179993592e+00,1.132893395e+01,5.283129229e+01,7.110432721e+01,3.875814246e+01,2.194150906e+01,3.000825705e+01,9.075049190e+01,7.945693720e+01,7.708872519e+01,3.878417743e+01,3.302295396e+01,3.271712379e+01,6.360514334e+01,7.480613533e+01
6.620129047e+01,4.983468351e+01,3.705848221e+01,2.335315469e+01,3.403827573e+00,7.530336236e+01,7.564587559e+01,6.829403403e+01,5.053195224e+01,7.214277233e+01,2.927081922e+01,4.420787425e+01,1.758011268e+01,5.910460664e+01,8.269715533e+01,1.302123940e+01,5.013590126e+01,6.945548076e+01,6.336337893e+01,5.189389085e+01,6.358809956e+01,6.585279540e+01,6.572529304e+01,8.876727732e+01,8.071663114e+01,8.097065936e+01,7.421994469e+01,9.103328357e+01,6.310743483e+01,2.573938359e+01,9.458122626e+01,4.827507502e+01,1.415485688e+01,1.179363700e+01,7.223246822e+00,8.575709412e+00,3.463075896e+01,1.025762521e+01,1.583498745e+01,9.171002522e+01,4.710283826e+01,3.259450871e+01,7.034626993e+01,7.661831848e+01,4.818483307e+01,4.925301034e+00,2.665103622e+01,2.593049651e+01,6.912377840e+01,3.773987290e+01,7.410049152e+01,8.406941911e+01,6.129754236e+01,4.164516116e+01,4.265712678e+01,1.944681815e+00,8.604087960e+01,2.916593065e+01,2.476062205e+01,9.535094342e+01,4.382261441e+01,2.740698952e+01,2.321824006e+01
5.370629799e+01,8.651349876e+01,3.786012002e+01,4.374977950e+01,6.056315535e+01,7.312132263e+01,6.345270951e+01,5.097698074e+01,9.718960665e+01,3.302435902e+01,3.933769624e+00,8.536464594e+01,8.317435363e+01,8.409463883e+01,2.656990248e+01,6.454959618e+01,2.611987135e+00,7.433339494e+01,3.794581613e+01,2.706238313e+01,1.991745480e+01,2.215783711e-01,1.497497840e+01,6.611948849e+01,6.099475860e+01,5.783713518e+01,4.854766639e+01,1.578250123e+01,5.286222030e+01,4.112196566e+00,2.113473344e+01,5.722438498e+00,9.965549758e+01,5.920778885e+01,1.019634716e+00,3.419239635e+01,4.018536919e+01,7.751888031e+01,9.893867981e+01,3.235747007e+01,9.433997462e+01,7.432256531e+01,3.907954209e+01,8.580075263e+01,4.126173420e+01,7.547807037e+01,3.519689836e+01,8.861647056e+01,5.186817717e+01,4.161091896e+01,5.446463978e+01,9.591324438e+01,3.212427103e+01,5.559951961e+01,1.393633161e+01,5.426151039e+01,4.097835183e+00,9.348784398e+01,8.336243721e+01,5.941785231e+01,7.491994070e+01,1.029329335e+01,9.553101245e+01
4.825087566e+01,4.624518721e+01,4.849629835e+01,5.670067521e+01,6.171629364e+01,6.786258437e+01,5.047582983e+01,9.842679847e+01,4.127479363e+01,8.628836851e+01,8.021645846e+00,3.384914377e+01,3.647232658e+01,9.820555506e+01,3.693126612e+01,5.960931734e+01,9.395622940e+01,4.647876379e+01,7.446857275e+01,4.498385502e+00,8.040685648e+01,8.937093850e+01,5.648020006e+01,1.773972187e+01,2.407890328e+01,3.283034243e+01,7.412521046e+01,5.561622789e+01,5.954695946e+01,5.370326599e+01,6.508033891e+01,4.052823641e+01,7.340127793e+01,2.929369995e+01,2.273243297e+01,8.372332785e+01,3.551814458e+01,4.537736420e+01,2.006709260e+01,6.336174971e+01,1.386855122e+00,9.472563707e+01,8.628728604e+01,8.524903406e+01,1.292038430e+01,2.715076901e+01,1.854635583e+00,7.845047901e+01,6.131894811e+01,8.619210379e+00,5.842106141e+01,1.749363401e+01,2.123093715e+01,8.780867955e+01,8.216462610e+01,1.910027484e+01,1.645135100e+01,8.309399404e+01,2.929978460e+00,1.848929748e+01,6.502125195e+01,2.998126632e-01,1.969435360e+00
