v1,v2,v3,v4,v5,v6
1.851428742e+01,3.240154577e+01,3.589476492e+01,4.567339404e+01,2.344576811e+01,1.261363328e+01
6.785639655e+01,4.658003784e+01,6.272169141e+01,1.139223034e+01,1.274582913e+01,4.252997016e+00
9.276174313e+01,6.670861662e+01,4.576493835e+01,5.705978773e+01,4.735439027e+01,5.974688928e+00
8.658137014e+01,4.645952127e+01,3.655750543e+01,8.183422021e+01,7.823581856e+01,7.194110289e+01
6.009344777e+01,1.436079764e+01,1.201241021e+01,6.900197325e+01,2.122504001e+01,2.526900222e+01
8.091882876e+01,5.944083055e+01,5.565340764e+01,5.035162820e+00,9.123074913e+01,6.608800615e+01
3.756931380e+00,9.176760231e+01,8.744796897e+01,8.031457834e+01,8.382964534e+01,6.692094297e+00
7.850032426e+01,7.667330239e+01,2.818311904e+00,5.103441722e+00,3.294370034e+01,6.144170221e+00
4.839637216e+01,6.663282122e+01,3.853545917e+01,2.912122009e+01,6.572526369e+01,5.558670735e+01
1.648586211e+01,3.296721968e+01,6.565344414e+01,5.736984333e+01,5.450490763e+01,7.297872005e+01
1.047043830e+01,5.722293457e+01,8.244987229e+01,8.351172636e+01,2.925906624e+01,8.203242160e+01
5.700073734e+01,7.651397889e+00,4.842644297e+01,1.974501875e+01,6.310875490e+01,9.177685772e+01
4.664801006e+01,7.957203678e+01,4.875710394e+01,3.180502480e+01,2.478081191e+01,3.091421335e+01
2.245669885e+01,8.203936629e+01,8.621068711e+01,8.897376639e+01,2.527791847e+01,4.278501566e+01
9.868256453e+01,3.733971745e+01,1.557373480e+01,4.500451237e+01,7.977098451e+00,3.129268437e+00
3.013119369e+01,2.157522143e+01,3.449751648e+01,9.403272445e+01,4.659066107e+00,9.731869085e+01
9.393891265e+01,8.863169423e+00,7.245080159e+01,1.075130354e+01,9.425510864e+00,8.386582438e+01
8.699401162e+01,1.673166855e+01,7.585650065e+01,9.277325733e+01,9.845457618e+01,3.128464403e+01
2.848653600e+01,1.421834306e+01,9.981818959e+01,7.898620493e-01,4.361033749e+01,5.290671079e+01
1.360180524e+01,6.412059616e+01,7.336416856e+01,2.521790873e+01,9.705971075e+01,6.844543351e+01
7.655589448e+01,6.165047137e+01,8.933344758e+01,3.684032864e+01,4.754667927e+01,3.636574730e+01
5.317695021e+01,2.720454091e+01,6.991250970e+01,2.094334154e+00,7.839714329e+01,8.498931616e+01
4.161031861e+01,4.013627610e+01,1.038465013e+01,7.850212217e+01,5.368843554e+01,7.070261549e+01
5.769983698e+01,1.456881340e+01,3.248575114e+01,5.392098156e+00,5.749809201e+01,9.389927211e+01
7.201423075e+01,3.645977942e+01,6.159580834e+01,9.993762797e+01,6.885367015e+00,7.316451871e+01
3.251288302e+01,5.260025623e+01,6.160942614e+01,4.622248886e+01,3.464781907e+01,8.903595284e+01
9.281116460e+01,6.249863325e+01,2.447061882e+01,1.703401438e+01,3.922794867e+00,3.634509122e-01
5.531216755e+01,1.953807040e+01,7.424929982e+00,7.234950898e+01,7.387144084e+01,6.859684358e+01
9.411830327e+01,3.764627977e+00,4.061937994e+01,9.315936587e+01,9.971676749e+01,2.890843217e+01
7.569608714e+01,2.240020317e+01,1.460715723e+01,6.500540314e+01,8.812600258e+01,5.933747899e+01
6.347882973e+01,4.794142416e+01,7.798582898e+01,9.042506767e+01,1.243182078e+01,1.282836966e+01
9.205472213e+01,4.445490820e+01,8.758196397e+01,7.816978179e+01,7.805899982e+01,8.111765516e+01
3.384535320e+01,5.529814800e+01,9.371544432e+01,1.355361672e+01,6.248188765e+00,6.700577158e+01
7.881780740e+00,9.808978352e+01,9.963310340e+01,7.275919720e+01,9.445009320e+01,9.071912340e+01
9.795434687e+01,4.506912750e+01,5.333068893e+01,7.558243962e+01,3.445181481e+01,8.534121373e+01
1.142875474e+01,1.857028739e+01,6.817870236e+00,1.467873735e+01,2.753441850e+01,4.837658074e+01
4.976790706e+01,8.939487731e+01,9.128257377e+01,8.566427725e+01,4.454231369e+01,8.142820633e+01
5.226781469e+01,7.754411328e+01,6.752114991e+01,2.281256886e+01,3.577010107e+01,3.488560696e+01
4.150827409e+01,6.792990186e+01,7.801813228e+01,7.368037050e+01,1.313388543e+01,5.159461298e+01
7.825768953e+01,3.232347474e+01,8.182887723e+01,1.528644693e+01,1.749943254e+01,1.446819953e+01
6.619357517e+01,4.434377708e+01,4.730341484e+01,3.065755929e+01,3.160409534e+01,9.012761298e+01
2.571514925e+01,8.048264229e+01,8.208990237e+00,3.048369442e+00,6.057506416e+01,1.570646869e+01
3.192073110e+01,1.133959042e+01,3.413247669e+01,4.049013420e+01,6.756039576e+01,3.023458088e+01
4.784996979e+01,3.130696779e+01,4.276843106e+00,4.687619263e+01,3.539159439e+01,7.151972433e+01
9.519930913e+01,8.727768721e+01,2.941613237e+01,5.126186677e+01,4.632365201e+01,6.626158854e+01
6.971383827e+01,5.333083268e+01,4.448234285e+01,4.926385915e+01,1.638486947e+00,2.099420490e+01
4.080129197e+01,9.422616084e+01,2.565850688e+00,7.928736462e+01,3.354284348e+01,8.858648988e+01
8.744953074e+01,6.459021056e+01,2.375517726e+01,6.622722896e+01,6.418294909e+01,1.181276284e+01
5.241725394e+01,5.745228818e+01,9.464666319e+01,8.962194809e+01,7.939937247e+01,8.559535783e+01
2.477030346e+01,4.421588092e+00,4.140147408e+01,7.338782590e+01,3.932524614e+01,7.138604222e-01
1.481302589e+00,6.066935170e+01,7.591112260e+01,5.984063180e+00,9.152075526e+00,8.945913623e+01
2.393926809e+00,8.253405701e+00,3.765206810e+01,2.858090076e+01,4.743128775e+01,2.339077266e+01
2.353127889e+01,5.197942072e+01,1.669061069e+00,1.089965225e+01,4.045831096e+01,1.040108484e+01
2.727276624e+01,7.908846249e+01,3.562925742e+01,3.660734672e+01,5.426103460e+01,7.184504724e+00
3.636897093e+01,1.153525800e+01,8.612461008e+00,7.829055594e+01,6.494017533e+01,3.559184177e+01
7.286175114e+01,7.528576798e+01,5.936161207e+00,3.492027672e+01,3.319937037e+01,9.987577389e+00
5.053982669e+01,2.949974497e+01,9.009993563e+00,2.359291507e+00,5.608791603e+01,5.567760336e+01
4.110385988e+01,4.802230996e+01,6.026595575e+01,9.344029305e+01,3.732499939e+01,7.625723464e+01
4.533738683e+01,3.362815347e+01,4.677106183e+01,7.568584864e+01,7.894355599e+01,8.174544156e+01
6.122584130e+01,2.411347454e+01,4.693414319e+01,7.695975925e+01,2.941625988e+01,2.517306392e+01
2.483874143e+01,8.678592938e+01,6.443233020e+01,1.537001041e+01,7.978260341e+01,2.765690589e+01
3.948631336e+01,8.354794175e+01,1.074880640e+01,7.020164090e+01,4.607233041e-01,7.965475290e+01
7.592697317e+01,7.190937180e+01,5.823525555e+01,3.480171529e+01,5.567536497e+01,4.863888362e+01
6.465523043e+01,1.964209357e+01,9.627737824e+01,2.031602681e+01,6.730974149e+00,6.396780412e+01
4.722875590e+01,4.545347599e+01,9.872222167e+01,4.753376718e+01,4.568500428e+01,8.431281836e+01
8.315226077e+01,8.750287846e+01,4.438598134e+01,5.809968916e+01,1.577669375e+01,6.101739015e+01
3.136029482e+01,2.909885615e-01,1.101527806e+01,9.496579115e+01,7.849005248e+01,1.512306586e+01
1.162904862e+01,6.584985653e+01,7.023486369e+01,5.068688795e+01,1.569784589e+01,4.443222590e+01
4.098038314e+01,6.148267082e+01,4.253141100e+01,1.990443963e+01,9.464702524e+01,4.895746754e+01
3.793027403e+01,5.384178666e+00,4.730875350e+00,7.392259756e+01,7.343034567e-01,3.396265626e+01
4.072734456e+01,5.974686011e+01,4.614216653e+00,6.209307344e+01,1.102792598e+01,1.898355917e+01
5.790674052e+01,1.720543657e+01,6.460394442e+01,7.131452147e+01,4.888300624e+01,6.021140130e+00
2.026393072e+01,5.840360462e-01,2.856200438e+01,8.342961171e+01,4.152435632e+01,1.691466875e+01
4.595775095e+01,6.742466795e+01,4.820213341e+01,6.018257546e+01,1.989633935e+00,6.212727719e+01
5.507173427e+01,5.870965551e+01,1.817702478e+01,5.726945185e+01,1.087385035e+01,4.785704132e+01
2.274455680e+00,7.532803804e+01,2.656861771e+01,9.445016781e+00,4.378035339e+01,6.124107233e+01
6.951693544e+01,7.327177457e+01,3.539488493e+01,8.159213353e+01,5.551128868e+01,5.866505276e+01
1.085782597e+00,7.163904774e+01,8.473302038e+01,9.162413589e+00,4.283801666e+01,4.136618482e+01
9.626156621e+01,5.880169414e+00,3.779040555e+01,1.893835225e+00,1.586424731e+01,2.177719160e+01
4.507754682e+01,8.188277044e+01,8.364491901e+01,5.536236627e+01,5.710016211e+00,5.070380816e+00
2.715042165e+01,1.556658276e+01,8.597621497e+01,1.436359329e+01,4.401772520e+01,7.807356124e+01
8.456935610e+00,6.727406333e+01,5.134003180e+01,3.048470811e+01,9.589124658e+01,4.992166278e+01
3.110806930e+01,5.920065324e+00,7.138010872e+01,1.505175911e+01,4.981584138e+01,4.029541101e+01
1.423440448e+01,8.341473528e+01,7.733552324e+01,2.445300439e+01,8.379208652e+01,8.463253079e+01
2.361957493e+01,6.823770845e+01,4.127224477e+01,1.698025428e+01,3.903878748e+01,5.066565344e+01
7.947830409e+01,4.604400553e+00,9.591959390e+01,5.274837019e+01,3.151936587e+00,9.619777817e+01
5.658129722e+01,3.094391028e+00,8.639643702e+01,9.806734164e+01,3.089292928e+01,5.452757997e+01
4.867173095e+00,4.851722931e+01,1.648589724e+01,7.078090290e+01,2.509707838e+01,9.654680644e+01
8.222690255e+01,4.313608792e+01,6.181164064e+01,8.796995039e+01,4.216720888e+01,5.197377153e+01
5.721800165e+01,1.650847004e+01,2.618135503e+01,6.111408190e+01,2.359451299e+01,9.763440106e+00
9.476017485e+01,2.680414232e+01,7.128057931e+01,6.978993127e+01,5.384513397e+01,1.427678888e+01
7.704834671e+01,6.477445391e+01,6.803807582e+01,1.442642966e+01,6.354663072e+01,1.899305777e+00
6.327503500e+01,6.209473365e+01,1.008310015e+01,6.463136861e+01,7.581269686e+01,7.595526889e+01
3.263975232e+01,2.291455812e+00,1.861431669e+01,9.132543090e+01,5.806427672e+01,1.452543663e+01
5.977857258e+01,3.685766013e+01,5.911130075e+01,1.158314904e+01,5.278829848e+01,6.345520975e+01
2.034092214e+01,8.073393832e+01,8.788740306e+01,2.000291514e+01,5.871955885e+01,3.290681663e+01
5.913401939e+00,7.849314976e+01,4.559331682e+01,9.517168341e+01,9.936363908e+01,4.221297772e+01
6.992800211e+01,3.809176704e+01,5.074380677e+01,1.723104755e+01,8.581640636e+01,9.125530718e+01
5.272717250e+01,7.405961115e+01,5.273642427e+00,9.506985570e+01,2.168943203e+01,6.500607943e+01
9.888302110e+01,6.040340077e+00,4.647731953e+01,3.103308403e+01,3.990372920e+01,4.564664148e+01
7.762473587e+01,1.756938774e+00,3.073174569e+01,5.407748467e+01,9.472841924e+01,8.314457337e+01
3.023718942e+01,6.126729478e+01,7.382923542e+01,2.721617771e+01,4.065688331e+00,5.486444387e+01
8.038011744e+01,3.407681559e+01,2.841736198e+01,2.184068660e+01,7.606166102e+00,7.643993547e+01
2.129446821e+01,9.253634535e+01,9.780641784e+01,8.109035960e-02,3.784379107e+01,4.571877066e+01
5.716818313e+01,4.553335325e+01,9.396296994e+01,8.530339932e+01,5.415127507e+01,6.568649795e+01
2.061164840e+01,2.055545809e+01,8.905621869e+01,7.674227696e+01,1.832752795e+01,2.906009760e+01
6.509959193e+01,5.826362842e+01,2.560087396e+01,6.583399971e+01,9.147756392e+01,2.282803599e+01
6.547531364e+00,2.638852714e+01,5.191319667e+00,2.518825851e+01,5.700740847e+01,8.561393896e+01
5.525296900e+01,8.532989368e+01,8.813392543e+01,4.330291874e+01,4.776733399e+00,1.270569316e+01
2.456258362e+01,3.381622057e+01,9.567529136e+01,2.118422278e+01,9.187762594e+01,2.887108188e+01
6.529820321e+01,7.716224565e+00,6.654760894e+01,8.092122277e+01,3.850592843e+01,7.605191116e+01
1.600079074e+01,8.762348577e+01,9.329208522e-01,1.609006027e+01,5.994140360e+01,3.761449520e+01
3.593952074e+00,7.211889414e+01,6.785084312e+01,1.200011610e-01,8.977080768e+01,2.211689265e+01
6.882883855e+01,2.676369285e+01,2.045730809e+00,1.836531144e+01,9.569770034e+01,5.833561663e+01
5.893522064e+01,6.631673933e+01,2.765319784e+00,3.320996413e+01,6.856704957e+01,1.312329707e+01
7.956757947e+01,1.635205814e+01,2.894058644e+01,6.420841493e+00,2.894085774e+01,8.445087757e+01
1.258165877e+01,4.844609583e+00,2.248014318e+01,6.163705003e+01,1.258961071e+00,1.674426822e+01
4.853807550e+01,9.930027495e+01,2.257927764e+01,9.528223246e+01,9.799106305e+01,9.131684436e+01
6.741646799e+01,4.229385289e+01,1.826884167e+01,7.626565008e+01,8.550451156e+01,1.192140076e+01
5.515804563e+01,6.174608697e+01,2.491003098e+01,4.345222207e+00,5.076403388e+01,6.802593017e+01
1.212152562e+01,4.772036749e+01,2.605835134e+01,3.530317246e+01,8.671892958e+01,5.682917953e+01
6.437681524e+01,8.885592197e+01,6.623327641e+01,2.624479425e+01,6.268191404e+01,2.599655970e+01
6.305592942e+01,4.165162640e+01,1.421130535e+01,9.119705281e+01,5.392173671e+01,1.077045350e+00
1.794911670e+01,2.325658390e+01,5.545359169e+01,7.468956993e+01,3.567519970e+01,4.039105518e+01
5.264363010e+01,2.268308812e+01,6.851679962e+01,9.449869290e+01,2.609811632e+01,7.015200061e+01
6.378700764e+01,4.473606902e+01,9.291799701e+01,3.921884594e+01,8.463904577e+01,5.389298513e+01
1.902531790e+01,4.087552192e+01,8.377205363e+01,5.598522034e+01,4.763467556e+01,9.718020372e+01
5.356475616e+01,4.337929848e+01,8.774813649e+01,3.009186120e+01,5.699106356e+00,8.273939598e-01
7.552449543e+01,7.175180974e+01,6.277020167e+00,3.895965349e+01,7.421975583e+01,9.642308910e+01
8.602836117e+01,4.840002007e+01,1.335408256e+01,9.183065151e+01,1.024410966e+01,8.060513214e+01
3.526822310e+01,9.093728137e+01,8.788651768e+00,1.856749581e+01,5.265448462e+01,7.451689703e+00
7.454668227e+01,3.673801215e+01,8.011361317e+01,7.168604082e+01,1.623798762e+01,5.335279793e+01
1.476023608e+01,3.282860677e+01,9.055407035e+01,9.280810929e+01,3.062557750e+01,6.727662256e+01
4.362308895e+01,3.199099358e+01,3.053362928e+01,3.747795134e+00,1.650177530e+01,5.737426826e+01
5.846429058e+01,2.203432211e+01,6.093495409e+01,4.934176983e+01,8.659662890e+01,1.582548614e+01
9.344704506e+01,8.833012017e+01,5.985368984e+01,5.848163651e+00,1.604176907e+01,4.639890620e+01
2.500749353e+00,3.391238722e+01,6.534352549e+01,8.130547906e+01,2.430149185e+01,1.882114931e+01
6.421806519e+01,1.043487568e+01,4.181478708e+01,2.254590276e+01,7.445758165e+01,7.760995235e+00
3.206819801e+01,3.115974652e+01,2.714053888e+01,2.959200816e+01,7.710174230e+01,7.147158115e+01
1.039794221e+01,3.571407700e+01,3.807032182e+01,9.162162477e+01,7.078236109e+01,2.621340665e+01
8.546659452e+01,7.798906211e+01,5.650586959e+00,3.338814279e+01,6.743635888e+01,4.169806606e+01
1.384509708e+01,8.851417264e+01,7.043490226e+01,4.800850152e+01,8.923736852e+01,1.786622000e+01
2.287305215e+01,5.608152734e+01,3.454368687e+01,2.485569213e+01,7.246350198e+01,9.360463507e+01
1.416793109e+01,5.137462687e+01,1.563332543e+01,9.015864619e+01,6.425256157e+01,4.610043460e+01
4.424002866e+01,3.864473141e+01,4.853661438e-01,6.257815358e+01,6.938929799e+01,2.475531100e+01
9.707450349e+01,2.021194417e+01,8.099757250e+01,6.662184574e+01,5.967434770e+01,4.082061914e+01
2.750313193e+01,5.504826763e+01,2.025841000e+01,1.592173175e+01,7.869976599e+01,2.254044596e+01
2.010150457e+01,1.818594435e+01,2.733513589e+01,7.943830647e+01,9.211571108e+01,3.448821308e+01
5.910646330e+01,5.629191599e+01,8.208338064e+01,8.085097130e+01,7.350368460e+01,8.939792123e+01
4.603019029e+01,7.348219139e+01,7.658810213e+01,8.613166107e+01,5.354998775e+01,6.414988477e+00
9.258053930e+00,2.667021010e+01,2.692684307e+01,4.356761063e+01,6.183118903e+01,5.809882171e+01
4.030708425e+01,3.305803425e+01,7.811984895e+01,8.115047457e+01,1.031175564e+01,9.785696334e+01
5.819313386e+01,9.169056425e+01,4.884882525e+01,1.772845489e+01,1.406273627e+00,7.321754131e+01
4.815080813e+01,4.301248677e+01,8.265458514e+01,1.225806907e+01,3.269068861e+01,6.132494432e+01
6.331765988e+01,3.634377386e+01,2.066732321e+01,7.065957422e+01,2.825062709e+01,4.738330722e+00
8.809335557e+01,5.289469871e+01,8.988180528e+01,2.374638904e+01,9.550506804e+01,7.893906306e+01
4.881711485e+01,8.823969606e+01,7.375775242e+00,7.411738780e+01,5.282392094e+00,2.325324109e+01
9.769663155e+01,3.618255075e+01,7.984177570e+01,7.190177432e+01,2.306034454e+01,1.369257363e+01
3.419279866e+01,3.328451163e+01,1.012586495e+01,4.519849748e+01,2.084414864e+01,1.926067480e+01
3.299894289e+01,8.695758053e+01,8.583064861e+01,7.034632852e+01,6.683369845e+01,3.910081148e+01
4.901937509e+01,4.753296677e+01,9.259388226e+00,6.675804694e+01,9.995404189e+00,2.193556940e+01
4.694795570e+01,9.030266054e+01,7.373209126e+01,5.680963785e+01,6.248830809e+01,1.734596798e+01
2.418195692e+01,9.347362863e+01,4.319307364e+01,7.418987073e+00,1.385603659e+01,3.243468963e+01
7.861815293e+01,8.297738393e+01,4.380825671e+01,1.918257394e+01,5.581516168e+01,6.780401875e+01
2.787014272e+01,4.120164037e+01,7.284940357e+01,5.869117441e+01,3.230320730e+01,7.084601006e+01
9.506417717e+01,5.183098036e+01,5.205539516e+01,3.245582352e+01,3.003347292e+01,5.796777699e+01
8.648624366e+01,6.774404904e+01,4.784443576e+01,9.598935862e+01,6.019135071e+01,2.858174219e+01
9.456171435e+01,8.004937134e+01,7.746304006e+01,7.435736727e+01,3.495797354e+00,3.838025099e+01
1.683565413e+01,3.658325676e+01,7.690206988e+01,7.801492223e+01,5.935974910e+01,9.588884715e+01
1.708289772e+01,4.579402634e+00,6.768174698e+01,5.785638048e+01,2.001288480e+01,1.303352312e-01
9.845418570e+01,7.258776936e+01,2.957105178e+01,1.584035391e+01,8.801420233e+01,9.636912571e+01
7.004037209e+01,2.995946907e+01,1.523289291e+00,7.287976590e+01,6.690356310e+01,3.559312896e+00
1.276717668e+01,7.917020917e+01,6.880619759e+01,4.534323801e+01,9.381511679e+00,5.057915779e+01
1.075575649e+01,4.350245577e+01,8.548294624e+01,7.489841117e+01,3.961954299e+01,5.446581407e+01
4.761393914e+01,6.537667552e+01,1.405871747e+01,2.610162924e+01,6.329305327e+01,8.346694942e+01
2.259419855e+01,7.312773239e+01,7.084695938e+01,2.888262344e+01,1.120527242e+01,5.136458421e+01
4.523512028e+01,9.573929138e+01,6.315635431e+01,7.777267512e+01,5.441131877e+01,6.672927612e+01
8.698431025e-01,2.810309900e+01,3.707371391e+01,6.391431320e+01,7.066821042e+01,5.622514653e+01
9.968237323e+01,2.457318183e+01,9.615717527e+01,8.400181747e+01,8.517203629e+01,2.229498708e+01
2.736120055e+01,7.637162581e+01,5.711920582e+01,4.871511987e+00,8.176479420e+01,2.006004687e+01
8.977342340e+01,7.862991451e+01,5.592097700e+01,3.601294692e+01,5.230692262e+01,7.061678682e+01
6.632908520e+01,6.643530110e+01,3.219890215e+01,9.320511966e+01,2.514903494e+01,7.378522603e+01
3.977248947e+01,7.828435056e+01,4.328104301e+01,2.679625235e+01,4.844901655e+01,6.658628160e+01
8.594025260e+01,6.594620867e+01,6.516942075e+01,8.972312585e+01,7.797945733e+01,4.239544010e+01
8.894574580e+01,9.635950548e+01,7.682944703e+01,4.891188726e-01,8.301807297e+01,1.755954370e+01
2.074889351e+01,3.014394905e+01,1.045517783e+01,7.504180870e+01,8.990133446e+01,5.317762686e+01
6.825691378e+01,2.710472564e+01,3.697064935e+01,4.633187891e+01,1.263113244e+01,3.746038730e+01
2.407839316e+01,8.025081475e+01,7.094537419e+01,6.185906901e+01,2.443552100e-01,1.638791040e+01
7.419328595e+01,6.488544044e+00,3.932049527e+01,4.687456277e+00,1.963664995e+01,6.539897302e+01
1.746383555e+01,7.487437345e+01,8.350651305e+01,5.394521669e+01,6.284827819e-01,1.984183413e+01
5.283475827e+01,6.035118761e+01,7.666730310e+00,8.210188870e+01,9.530072936e+01,2.725702075e+01
9.523312434e+01,1.801859598e+01,6.473258809e+01,3.674146130e+01,8.796568536e+01,3.648836258e+01
1.670603086e+01,4.719021204e+01,5.841387888e+01,4.253046351e+01,6.098490778e+01,8.235045257e+01
1.026874029e+01,2.923758348e+01,5.582910775e+01,5.575791939e+01,2.189927036e+01,8.826791512e+01
7.680626293e+01,9.248035138e+01,1.024949137e+01,1.615394543e+00,4.717057007e+01,8.792304796e+01
7.300040953e+01,4.684036314e+01,9.750081158e+01,6.050040754e+01,8.047468781e+01,5.579747083e+01
3.548920148e+01,1.949022136e+01,6.114293708e+01,9.418259610e+01,1.325091868e+01,2.780443523e+01
2.936115742e+01,6.362833230e+01,9.596352759e+00,2.179144381e+01,9.986946549e+01,7.427805468e+01
4.413441090e+01,2.365434584e+01,7.992682919e+01,1.020775718e+01,3.923430796e+01,2.467365121e+01
6.380315017e+01,1.769575431e+01,4.162599649e+01,2.823071956e+01,4.866873926e+01,7.185509519e+01
9.554852138e+01,8.780533690e+01,7.075860409e+01,2.023436337e+01,1.772511541e+01,1.904726469e+01
9.102220940e+01,8.515836506e+01,5.755618460e+01,4.817202842e+01,6.253562139e+01,6.119180230e+01
5.201297070e+01,3.757729326e+01,1.450040991e+01,2.557048555e+01,6.305516267e+01,2.262074464e+01
6.385743604e+00,1.999375096e+01,4.299394555e+01,6.681857036e+01,3.581726452e+01,4.181223589e+01
1.899707667e+01,4.971503653e+01,2.376663471e+00,7.255576931e+01,1.903021820e+01,4.153573909e+01
2.811806664e+01,2.966113354e+00,6.374722410e+00,2.051371656e+01,3.776442122e+01,6.324931601e+01
4.018277745e+01,7.156653240e+01,6.230764899e+01,2.401403243e+01,8.985480659e+00,1.537317621e+01
3.572344623e+01,5.682500154e+01,1.632625928e+01,5.344639119e+01,6.217974761e+01,1.521541558e+01
2.501324787e+01,3.350868909e+01,9.115119572e+01,4.721648050e+01,6.783994191e+01,8.629998004e+01
8.921315711e+01,9.593408432e+01,7.290486873e+01,4.090954787e+01,4.165729413e+01,2.771485958e+01
4.996280949e+01,8.875443363e+01,4.912549573e+01,3.114367787e+01,5.696033678e+01,2.144781833e+01
6.775226060e+01,5.310587747e+01,3.100859294e+01,5.350889062e+01,9.670175645e+01,7.955917399e+01
3.986453622e+01,4.195044246e+01,5.852297404e+01,2.155469782e+01,4.791015079e+01,1.004760280e+01
1.998056374e+01,9.371322457e+01,1.290642389e+01,8.860396191e+01,1.780709596e+01,4.772302700e+01
2.664232874e+01,5.255694817e+01,3.111561741e+00,4.709020071e+01,1.442650159e-01,9.370858488e+01
2.179844259e-01,6.540619136e+01,1.701546603e+01,6.652315871e+00,2.626761850e+01,3.625778813e+01
4.587351298e+01,5.919869114e+01,2.377261265e-01,5.667025629e+01,3.091589964e+01,1.713098476e+01
7.130823881e+01,3.375842849e+01,3.952660419e+01,4.572422308e+01,8.529548741e+01,1.092335507e+01
4.571745414e+01,4.830351259e+01,7.498389218e+01,4.023217009e+01,2.230184887e+01,3.952527877e+00
7.491871258e+01,3.180895592e+01,7.514086964e+01,4.835852788e+01,8.884837028e+01,6.660758750e+01
8.124550515e+01,5.768557731e+00,7.962166058e+01,4.733894158e+01,9.868157646e+01,8.422324234e+00
4.876038968e+01,4.497731620e+01,7.156744435e+01,4.997234028e+01,6.926673710e+01,6.719984141e+01
1.813709164e+01,5.616798986e+01,1.380037052e+01,4.983575756e+01,1.012446539e+01,8.805758601e+01
3.802579571e+01,7.502436500e+01,6.063231292e+01,5.453922287e+01,8.767389224e+01,4.121398240e+00
6.570053906e+01,5.637026085e+01,1.929589225e+01,2.149500435e+01,9.457554055e+01,3.848167893e+00
4.863901310e+01,2.436344002e+01,8.311808792e+01,8.985584747e+01,4.837715960e+01,1.486849893e+01
8.164083879e+01,8.528268504e+01,6.407829555e+01,1.382174119e+01,8.264385363e+00,9.703461835e+01
1.450405562e+01,7.387016973e+01,4.159275329e+01,2.230041534e+01,4.353531197e+01,4.914803652e+01
5.602501334e+01,4.428602490e+01,6.055661878e+01,3.304966164e+00,7.745814638e+01,6.597381797e+01
8.791047612e+01,8.807265545e+01,3.225627891e+00,6.619912162e+01,2.726186837e+01,3.048002067e+01
9.502007522e+00,9.500888351e+01,7.346262032e+01,4.425171276e+01,3.832614410e+01,8.548072026e+01
4.113202611e+00,3.432500604e+00,2.169569266e+01,5.618744514e+01,5.198692239e+01,6.810745492e+01
7.360131698e+00,3.599156042e+01,2.883762479e+01,5.321390027e+01,8.716429230e+00,9.845881161e+01
7.584031141e+01,3.424651909e+01,1.509946345e+01,5.633618852e+01,9.292858898e+00,7.990350676e+01
8.157248419e+01,6.607221181e+01,5.197563914e+01,9.451859318e+01,1.218315176e+01,5.775831223e+01
1.369050169e+00,1.732647947e+01,4.621669164e+01,3.861300441e+00,6.874670832e+01,8.047045123e+01
6.255868315e+01,8.916912810e+01,1.283576355e+01,8.554177125e+01,4.481580094e+01,5.260749552e+01
7.756784758e+01,1.513895270e+01,2.973695651e+01,4.102595617e+01,2.326644989e+01,3.549825004e+01
9.646560413e+01,5.068945953e+00,2.101062348e+01,1.485051225e+01,6.065344463e+01,6.619949618e+01
4.827189137e+01,4.903413473e+00,2.778269428e+01,6.369843276e+01,1.947305422e+01,7.238353172e+01
9.115133664e+01,2.873847668e+01,1.625284906e+01,4.226423704e+01,8.090916911e+00,1.811072354e+01
9.541164088e+01,1.179509614e+01,9.383623783e+01,2.488339769e+00,6.144329032e+01,9.764428840e+01
1.507293688e+01,4.157745675e+01,4.024194476e+01,9.733918230e+01,1.149681753e+01,2.920018597e+01
7.604209417e+01,5.888256184e+01,4.269393284e+01,6.489805305e+01,6.544901081e+01,6.757070500e+00
1.560648173e+01,4.745187955e+00,2.686393704e+01,5.426221559e+00,6.808538180e+01,1.740294438e+01
3.188671729e+01,9.134352269e+01,9.678689247e+01,6.651152770e+01,2.829051671e+00,5.040354752e+01
2.224002766e+01,2.918400952e+01,4.075375104e+01,9.974870094e+01,8.051916250e+01,2.055380695e+01
5.069596501e+01,4.388878676e+01,3.718511238e+01,6.925562651e+01,6.037491617e+01,5.215312458e+00
8.830551666e+01,5.922351107e+01,4.747424206e+01,3.862641285e+01,2.043000971e+01,6.806904260e+00
6.497303390e+01,8.702930429e+01,9.046528771e+01,7.170663923e+01,7.757125326e+01,2.015078340e+01
9.168848917e+00,9.072360216e+01,1.116241419e+01,6.455543592e+01,6.451489012e+01,8.514866561e+01
5.809218377e+01,9.843096838e+01,7.478519650e+01,3.027459120e+01,8.547360902e+01,6.586591560e+01
3.689184273e+01,2.015875444e+00,5.825306303e+00,2.767948845e+01,9.246808404e+01,9.997017816e+01
3.462700159e+01,6.003864466e+01,1.657953300e+01,9.821748989e+01,5.439008120e+01,4.510448345e+01
3.077240101e+01,5.345188640e+01,5.411500059e+01,2.946876618e+00,4.571121619e+01,5.463274783e+01
6.443050891e+01,1.923497420e+00,9.943899852e+01,6.194077927e+00,2.098579806e+01,6.632477087e+01
2.765794508e+01,4.001604011e+01,7.461406266e+01,3.874130539e+01,7.129440951e+01,4.019718123e+01
6.289008186e+01,7.050243498e+01,4.193631342e+01,8.267335565e+01,1.514477058e+01,7.615756855e+01
