v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75
5.420979741e+01,3.966662888e+01,8.657909677e+01,3.118811166e+01,9.719542618e+01,5.342329241e+01,7.856872944e+01,2.386128349e+01,1.062268781e+01,6.680731777e+01,4.357010384e+01,7.441282209e+01,2.768272532e+01,2.125135974e+01,8.722302504e+00,9.787252859e+01,7.747955026e+01,3.704718338e+01,8.341485205e+01,6.713224431e+01,9.020422274e+01,5.253933504e+00,8.918761304e+01,8.383548252e+01,3.892117474e+01,3.149170563e+01,7.899998441e+01,3.071430319e+01,9.996391249e+01,4.686139765e+01,2.411833761e+01,2.502022335e+01,8.988941895e+01,2.887468523e+01,1.647515460e+01,2.105317114e+01,5.463862043e+01,7.075620894e+01,5.748467794e+01,7.695723796e+01,5.825360791e+01,9.278860266e+01,5.791607821e+00,2.210087654e+01,3.945008215e+01,8.788892390e+01,4.396078374e+01,2.503288683e+01,5.218641538e+01,5.159625870e+01,9.823855037e+00,5.373847677e+00,4.328453737e+01,9.905539578e+01,6.486326353e+00,6.532653475e+01,8.738855484e+01,7.620064727e+01,6.890420120e+01,2.491749429e+00,2.322537698e+01,1.452639118e+01,7.617716909e+00,6.521609988e+01,1.597883203e+01,2.085372216e+01,3.775512426e+01,6.519169280e+01,2.389745783e+01,4.865945294e+01,9.322238618e+01,3.769189962e+01,6.522802595e+01,1.038398763e+01,1.010094283e+01
2.583506309e+01,9.554260735e+01,8.319551425e+01,4.006440531e+01,7.927436378e+01,4.586869521e+01,6.291480514e+01,1.233031255e+01,3.132712332e+01,8.989535093e+01,8.292960490e+00,9.676383606e+01,3.764473555e+01,8.272512011e+01,2.646540958e+01,3.946067296e+01,5.827451103e+01,8.842534753e+01,6.380084989e+01,9.189114404e+00,3.909403288e+01,2.716713511e+01,4.344347827e+01,2.470543377e+01,3.160959104e+00,5.926514029e+01,4.356435353e+01,4.216372352e-02,1.589717069e+01,8.860736908e+01,3.450196878e+01,9.387940342e+01,6.037007908e+01,2.796598230e+01,3.429993673e+01,7.002250855e+01,4.829228778e+01,4.177033443e+01,2.930244314e+01,3.777854932e+01,2.261118004e+01,4.139952290e+01,8.800611693e+01,4.203553914e+01,4.270873334e+01,9.501342846e+01,3.933611301e+01,8.724469039e+01,4.582069223e+01,2.092650746e+01,3.744007655e+01,1.876051862e+01,9.361817217e+01,7.164240205e+01,1.890943548e+00,2.746022381e-01,4.908023555e+01,6.495131559e+01,5.266527081e+01,7.169735592e+01,9.587972722e+01,9.381212630e+01,8.195658390e+00,8.699000882e+01,3.067779949e+01,7.044362348e+01,7.755347132e+01,5.054545978e+01,6.874353547e+01,6.630699286e+01,4.393765512e+01,7.117290390e+01,5.633381803e+01,8.936551962e+01,4.830947741e+01
6.877010648e+01,9.798744623e+01,4.024014760e+00,6.440546331e+01,5.677781081e+01,3.027039543e+01,6.070230927e+01,6.291193529e+01,5.485955934e+01,9.023956171e+01,6.197302263e+01,4.938752878e+00,1.372149224e+01,4.115716157e+01,9.092648571e+01,6.377172130e+01,5.303459528e+01,9.783149529e+01,9.928508454e+01,9.810206714e+00,8.755100549e+01,1.335027040e+01,7.385377937e+01,4.178564901e+01,7.342585608e+01,4.446158192e+01,5.698831731e+01,3.029327208e-01,7.050670721e+01,6.079003503e+01,1.526112384e+01,6.792529786e+01,5.699454849e+01,5.669160947e+01,4.019180071e+01,8.513791822e+01,7.359874291e+01,2.514353022e+01,2.253648990e+01,1.739843579e+01,7.787338203e+01,3.884280478e+01,2.283966301e+01,4.197916455e+01,7.213410625e+00,9.547652920e+01,4.018039397e+01,2.113552416e+01,5.688413870e+01,3.254983548e+01,2.521715334e+01,5.219224425e+01,1.087158554e+01,2.730136412e+01,5.067560627e+01,4.909209409e+01,9.525578862e+01,7.809635149e+00,3.812783074e+01,2.546741010e+01,2.448145426e+01,2.345095380e+01,5.114387266e+01,4.821310377e+01,2.109969747e+01,9.335483406e+01,4.643743883e+00,6.429400788e+01,7.380334611e+01,2.071751687e+01,4.340196898e+01,2.972677984e+00,1.641506641e+01,9.059246089e+01,3.105240612e+01
6.411726563e+01,9.900409645e+01,7.266880293e+01,6.563433132e+01,7.144867552e+01,9.254890701e+01,9.271997734e+01,4.888687529e+01,1.319227888e+00,4.903291074e+01,5.603725218e+01,6.972007208e+01,7.502773867e+01,2.575551082e+01,2.041980686e+01,9.307349195e+01,9.685791353e+01,1.885167968e+01,1.041930978e+01,7.214142717e+01,2.847696405e+01,1.688793092e+01,6.530878039e+01,6.660841015e+01,9.752615354e+01,8.852585833e+00,4.779057186e+01,6.612516312e+01,6.215430665e+01,4.390091801e+01,9.918393517e-01,4.570453247e+01,9.298179317e+01,5.980737450e+01,9.117794083e+01,8.806670890e+00,4.989072580e+01,1.058964018e+01,8.997274359e+01,6.288646998e+01,2.388379358e+01,9.799846632e+01,8.018864052e+01,3.798650658e+01,3.499538425e+01,1.575133679e+01,4.855058721e+01,9.922126089e+01,3.872384487e+01,1.780315179e+01,2.202766062e+01,7.303778218e+01,2.447473466e+01,8.794601886e+01,6.213640508e+01,4.163932814e+01,3.015454673e+01,5.675314494e+01,6.093287736e+01,1.207733367e+01,9.126141757e+01,1.829406420e+01,3.095930027e+01,3.147339335e+01,3.369126078e+01,4.489603318e+01,1.333045357e+01,2.730507809e+01,8.198218028e+01,8.622737552e+01,8.651837555e+01,1.557963719e+01,5.452699549e+01,5.130212202e+01,6.610913052e+01
5.005124294e+01,6.361126502e+01,3.336878996e+01,2.203155826e+01,9.952966980e+01,3.572339974e+01,1.922778543e+01,6.584895931e+01,8.338798122e+01,3.285830166e+01,5.790510818e+01,1.484719002e+01,9.149942096e+01,1.148064497e+01,3.387722394e+01,2.257653034e+01,6.194139194e+01,3.159022847e+00,5.155408872e+01,1.795215429e+01,2.775199250e+01,6.893315544e+00,7.917855289e+01,9.142697015e+01,3.199891319e+01,8.443513652e+01,7.460327516e+01,7.054918436e+01,8.939942903e+01,9.785875004e+01,9.275417692e+00,2.036268995e+01,5.109267898e+01,3.982439714e+01,2.540348130e+01,5.136718989e+01,4.493354140e+01,4.607527507e+00,6.593032744e+01,7.933955239e+01,2.166453250e+01,3.317549747e+01,6.645392936e+01,5.319265798e+01,6.584784541e+01,7.260961758e+01,2.952508552e+01,4.655337020e+01,1.832334032e+01,3.041969464e+01,8.958575490e+00,3.717387289e+01,8.622501328e+01,8.266006263e+01,2.084270381e+00,9.452291978e+01,2.523865942e+01,7.974671682e+01,4.391174859e+01,4.155971071e+01,8.082985940e+00,8.423655764e+01,9.750846077e+01,3.484237910e+01,2.660431166e+01,8.769926381e+01,4.050158374e+01,7.872359577e+01,4.336726331e+01,7.195953117e+01,9.138017937e+01,3.657355533e+01,7.394990684e+01,3.023044163e+01,8.293519568e+01
2.930102627e+01,7.790954308e+00,2.924057087e+01,1.436927225e+01,8.335041312e+01,4.135823168e+01,7.955212269e+01,9.782398302e+01,9.359328650e+01,2.334429485e+01,7.712793408e+01,9.452698884e+01,1.259004653e+01,6.427767393e+01,4.432771930e+01,6.506534114e+01,1.430399071e+01,8.730344862e+01,5.185335432e+00,1.652565667e+01,1.211622918e+01,4.449635009e+01,9.068111748e+01,1.328235506e+01,6.822590885e+01,6.049253965e+01,1.751299524e+01,5.415808139e+01,6.803468219e+01,4.641290682e+01,8.871197433e+01,9.908981786e+01,6.548967064e+01,1.906666988e+00,9.464508650e+01,3.533748027e+01,9.717512034e+01,8.381609403e+01,1.270219207e+01,3.955700410e+01,6.217070579e+01,8.282590687e+01,6.013951472e+01,9.631083769e+01,1.373131884e+01,9.121289405e+01,2.291214320e+01,7.211696324e+00,6.593910079e+01,4.906403247e+01,3.510110197e+01,3.518632683e+00,8.903107345e+01,2.082524366e+00,4.785986682e+01,8.758626427e+01,3.377009586e+01,7.587554856e+01,3.499678115e+01,8.628639710e+01,9.679199382e+01,1.484082956e+01,4.090011534e+01,4.479528440e+01,4.354241152e+01,7.320784481e+01,2.516122985e+01,6.180313121e+01,6.264718820e+01,6.803176664e+01,3.152982402e+01,3.443633042e+01,2.445999384e+01,1.138730631e+01,3.535599343e+01
9.921286791e+01,3.750365557e+01,1.943668636e+01,8.048622643e+01,3.835243546e+01,7.539910030e+01,8.489546238e+01,8.528813305e+01,7.392146548e+01,6.139992732e+01,1.498463774e+01,2.703873207e+01,9.822713384e+01,4.210071728e+01,4.483012691e+01,1.604444935e+01,9.505884717e+01,3.381593446e+01,1.593755062e+01,5.285685175e+01,4.206146044e+01,3.411431248e+01,1.807397742e+01,1.807742099e+01,2.338348982e+01,9.111577401e+00,7.762329941e+01,9.124668901e+01,1.565809801e+01,6.693508388e+01,3.476199218e+01,9.962288679e+01,3.086499703e+01,6.331690949e+01,6.483939314e+01,3.587307752e+01,5.033852015e+01,2.274476386e+01,6.533995055e+01,3.162625447e+01,8.216866494e+01,4.355639382e+01,5.123808416e+00,7.591249471e+01,6.877189824e+01,9.478243761e+01,4.402796953e+01,8.923165288e+01,8.610027894e+00,4.374768405e+01,8.581429501e+01,9.570958385e+00,1.943020938e+00,2.025328095e+01,7.168428624e+00,8.119753014e+01,7.837104166e+01,3.467519501e+00,1.403148286e+01,9.158261301e+01,7.562542238e+01,2.901732652e+01,9.280593730e+01,4.780016827e+01,4.554921491e+01,3.069020017e+01,9.898221581e+01,3.096930377e+01,9.564100254e+01,4.844961044e+01,5.296578912e+01,9.225169064e+01,4.770777347e+01,3.098147878e+00,4.647872129e+01
5.996251240e+01,7.715323291e+01,2.457008572e+01,8.816866539e+01,3.665241766e+01,5.153085841e+01,5.451237953e+01,1.175753868e+01,7.986601310e+01,3.363901541e+01,6.602533741e+01,9.129550186e+01,4.294620921e+01,1.424290172e+01,9.805853929e+01,1.938195139e+01,9.165531027e+01,9.718728415e+01,2.358198527e+01,2.463223411e+01,1.612043790e+01,4.964102720e+01,1.770980667e+01,7.020083872e+01,1.067462735e+01,2.034114313e+01,5.373582825e+00,6.926565010e+01,1.118374109e+01,8.221634977e+01,5.487569696e+01,9.564161803e+01,5.916372329e+01,4.662530603e+01,7.041865302e+01,1.614805509e+01,3.967316888e+01,8.410304734e+01,8.018132519e+01,5.534103228e+01,2.774351360e+01,2.749814379e+01,8.223421342e+01,1.790050564e+01,6.825287597e+00,8.978632252e+01,7.675238163e+01,6.694133513e+01,9.362720925e+01,2.958422751e+01,7.786226802e+01,7.956252324e+01,5.518454506e+01,5.540205221e+01,5.704262439e+01,8.202515627e+01,6.345052320e+01,6.971265771e+01,7.947751101e+01,3.246778308e+01,2.197941845e+01,9.587623422e+01,7.753299644e+01,2.839816859e+01,3.679698480e+01,7.434543007e+01,3.991257217e+01,9.800650459e+01,8.103999341e+01,3.211988897e+00,7.968652620e+01,8.000803027e+01,5.436046535e+01,6.119901205e+01,8.366579980e+01
3.068419803e+01,3.165403938e+01,7.805390097e+01,7.340929959e+00,7.765722760e+01,3.216366150e+01,9.559271727e+01,4.925040503e+01,3.275335437e+01,3.124721331e+01,8.420635206e+01,3.609500207e+01,4.983490885e+00,1.582183656e+01,6.316698288e+01,8.821557002e+00,1.857858760e+01,1.315801001e+01,6.177011393e+01,7.762381798e+01,6.619865156e+01,9.367070790e+01,9.357078359e+01,5.834388433e+00,6.483883810e+01,3.398928004e+01,4.206332673e+01,6.248909047e+01,8.011895055e+01,1.209395427e+01,1.561375932e+01,6.546209687e+01,7.064670458e+01,1.485644465e+01,8.195657482e+01,8.344925289e+01,3.904692405e+01,1.700267860e+01,1.578607795e+01,5.417956376e+01,1.285248875e+01,6.842986045e+01,3.310432422e+01,9.626801680e+01,9.000149353e+00,4.364757660e+01,6.414801672e+01,5.331957295e+00,7.624017110e+01,3.008086698e+01,2.799893101e+01,7.837810857e+01,1.625205509e+01,8.580391761e+01,2.807963133e+01,1.919701110e+01,6.926305468e+01,1.278063762e+01,4.625728107e+01,5.318256172e+01,8.468662755e+00,7.406246122e+01,4.028728356e+01,7.066263335e+01,3.007557487e+01,7.173688532e+01,5.664606089e+01,5.360933458e+01,6.433194423e+01,3.936238587e+01,1.347459873e+01,4.676655441e+01,2.906602512e+01,5.803718241e+01,8.885998870e+01
6.678452065e+00,3.768411310e+01,5.500982915e+01,4.804288215e+00,4.936074566e+01,8.713305872e+01,8.102699188e+01,7.884257751e+01,6.949571722e+01,2.407460605e+01,9.246932707e-01,3.903555407e+01,6.265295270e+01,4.919527078e+01,7.117290669e+01,6.943851915e+01,7.188483895e+01,4.422207771e+01,3.363561134e+01,3.771984543e+01,8.427679641e+01,4.148958599e+01,9.836985565e+01,4.065686789e+01,3.563860451e+01,7.568653108e+01,2.665561543e+01,7.992755319e+01,9.792784448e+01,2.271591162e+01,8.959193756e+01,6.874610571e+01,6.309774346e+00,8.969878809e+01,8.566427915e+00,5.519586654e+01,7.848042743e+01,2.353210645e+01,1.703093879e+01,2.207003072e+01,5.408044841e+01,2.358068025e+00,9.124691410e+01,1.248817453e-01,6.788331915e+01,3.946395798e+01,3.175187850e+01,3.376787003e+01,2.033268370e+01,5.861681811e+01,1.665018280e+01,4.240948497e+00,1.469238061e+01,2.539880678e+01,3.982793568e+01,9.761215928e+01,9.630963112e+01,2.977156274e+01,7.257011217e+01,9.702360316e+00,2.833095543e+01,2.495096270e+01,5.553865035e+01,2.035898337e+01,3.928324892e+00,5.863987298e+01,5.425968910e+01,8.859426930e+01,4.754403433e+01,7.078393504e+01,4.381544364e+00,5.029800805e+01,1.856691775e+01,3.571890908e+01,8.867035806e+01
6.809678325e+01,9.481672794e+01,1.066861524e+00,7.137143371e+01,6.464032762e+01,1.736787644e+01,3.644436899e+01,9.597782772e+01,4.483596989e+01,1.223364017e+01,2.251925257e+01,4.329977914e+01,6.204642972e+01,8.518512600e+01,7.508457081e+01,2.271387327e+01,7.177498102e+01,5.602428312e+01,8.558097033e+01,8.040224222e+01,7.931154893e+01,7.276211277e+01,8.356307101e+01,1.540733711e+01,1.840416873e+01,8.214934000e+01,2.922083899e+01,8.775636833e+01,3.252520355e+01,7.602709656e+01,4.378501304e+01,6.399714607e+00,8.130826848e+01,6.906906174e+01,2.618339439e+00,3.007770287e+01,9.789939428e+01,1.851195341e+01,4.127015200e+01,9.330019634e+00,6.841980549e+00,9.574576585e+01,6.849375940e+01,4.481250203e+01,1.659954733e+01,1.488300740e+01,5.929126737e+01,1.254339481e+00,6.091152809e+01,8.804966672e+01,6.660542077e+01,6.427851514e+01,8.890357894e+01,4.724159820e+01,6.767998615e+01,1.676604464e+01,9.725844660e+01,6.106850472e+01,6.104799712e-01,5.137116110e+01,7.220294049e+01,6.943455820e+01,8.428133323e+01,5.014420577e+01,8.721562247e+01,8.881777106e+01,7.519108944e+01,2.707852867e+00,5.280793641e+01,3.945898032e+01,9.399028071e+01,2.831520586e+01,8.899464493e+01,9.243022788e+01,3.634979744e+01
7.401557455e+01,9.570792122e+01,1.132374442e+01,7.100071361e+01,9.783123360e+01,9.506942565e+01,3.305053529e+01,2.907721655e+01,5.046554188e+01,8.939466490e+01,8.779801370e+01,7.179915897e+01,7.767198913e+01,8.061825604e+01,2.850612250e+01,2.325108802e+01,5.467526716e+01,5.330984196e+01,8.641500065e+01,6.203271450e+01,5.651838755e+01,5.291089940e+01,5.752332058e+01,1.581622990e+01,8.687251987e+01,1.057841406e+01,5.892259758e+01,1.052814877e+01,5.266596395e+01,6.442953569e+01,3.139080881e+01,2.058667098e+01,4.444470632e+01,8.563598322e+01,6.350314114e+01,6.789548034e+01,3.928488210e+01,6.386346603e+01,8.796369240e+01,3.278454632e+01,5.042450255e+01,5.611032924e+01,2.225679056e+01,8.192146205e+01,1.163556909e+01,5.647149259e+01,6.163141101e+01,6.665742135e+01,6.444509394e+01,1.470841038e+01,4.188971471e+01,2.184658686e+01,2.011070845e+01,3.388698266e+01,5.357930691e+01,9.267367382e+01,3.722686190e+01,5.657447357e+01,8.478730256e+01,1.969830976e+01,3.615049768e+01,1.157774176e+01,3.830669640e+01,7.650462291e+01,6.716039387e+01,2.348945325e+01,8.234521488e+00,2.498197877e+01,8.594938009e+01,6.056071229e+01,3.903058262e+00,9.499777192e+01,8.355446013e+00,5.833495225e+01,4.300942570e+01
4.011241561e+01,9.139838258e+01,7.613797259e+01,1.963946199e+00,6.179770208e+01,4.465238727e+01,2.144951686e+01,8.621950697e+01,8.948018349e+01,1.892760700e+01,2.019085758e+01,3.923714302e+01,9.451971986e+01,7.508232877e+01,5.645395156e+01,1.450695340e+01,3.761888104e+01,9.305249788e+01,3.965082812e+01,4.360171830e+01,2.384195390e+01,8.206101523e+01,8.120444095e+01,1.085720650e-01,9.784436692e+01,6.385229947e+01,8.933026657e+01,4.832882074e+01,5.227312126e+01,4.983303449e+01,2.220674407e+01,1.471702593e+01,7.922804120e+01,2.155428029e+01,8.542744819e+01,9.753575043e+01,3.812292779e+01,6.128833568e+01,4.139278847e+01,4.021087594e+01,4.609847580e+01,9.031599448e+01,5.704088085e+01,4.707088948e+01,4.469038762e+00,6.985426361e+01,8.513264999e+01,7.753292321e+01,1.648770340e+01,5.316504279e+01,2.686096290e+01,7.978354405e+01,5.596834879e+01,2.307626487e+01,7.701903761e+01,2.992073271e+01,4.424186047e+01,4.796139560e+00,7.298707496e+00,3.595232844e+01,4.087965830e+01,6.429396691e+01,1.851238206e+01,5.473110419e+01,5.551407401e+01,4.182494837e+00,6.413600671e+01,2.415596263e+01,6.394139219e+01,1.242839399e+01,6.643383588e+00,5.815854011e+01,6.759133236e+01,1.476962611e+01,6.694309289e+01
2.442906195e+01,1.163180986e+01,7.826446697e+01,8.321996211e+00,3.937000628e+01,7.944183872e+01,3.953049690e+01,7.461997628e+01,3.178251654e+01,3.880853132e+01,8.505049703e+01,4.682568703e+01,3.464461400e+01,2.523599574e+01,4.707304625e+01,2.429218824e+00,8.799071525e+01,1.985166074e+01,7.808781574e+00,5.928862986e+01,5.828878181e+01,3.067137976e+01,2.769638182e+01,5.150033108e+01,2.856789570e+01,2.105921547e+00,8.549347657e+01,3.192278108e+01,6.264849160e+01,1.565502419e+01,1.038116768e+01,3.005143715e+00,4.003351162e+01,6.463346347e+01,2.710909810e+01,8.511291778e+00,1.380286903e+01,5.228761387e+01,2.309874803e+01,8.793295844e+01,2.143336895e+01,3.911002216e+01,4.423248043e+01,8.175519851e+00,4.813367546e+01,9.063783426e+01,6.906973965e+01,3.808952290e+01,4.433602169e+01,7.310812653e+01,4.703549724e+01,5.975420534e+01,2.853019118e+01,1.386018155e+01,1.983318963e+01,8.973555470e+01,9.629076637e+01,4.517662675e+01,1.302249384e+01,9.342092629e+01,7.792242033e+01,1.588099909e+01,9.036402164e+01,3.165809162e+00,5.325014528e+01,6.547490277e+01,5.583800680e+01,3.988887665e+01,3.128312468e+01,6.028381368e+01,5.948660311e+01,3.079092380e+01,6.761861187e+01,7.494145121e+01,4.883133842e+01
9.401101646e+01,9.676535077e+01,9.629510147e+01,6.980471376e+01,9.459268934e+01,4.277848360e+01,7.166944068e+00,2.090686069e+01,2.061069432e+01,6.378690139e+01,2.023313955e+01,2.107333999e+00,5.258645909e+01,9.819880395e+01,6.095661406e+01,2.838575004e+01,2.368053171e+01,8.729444066e+01,2.175479779e+01,8.068228886e+01,4.960815777e+01,7.096029600e+01,4.603671166e+01,4.526380266e+01,3.396254395e+01,9.506412710e+01,6.747445138e+01,9.949993884e+01,5.184401029e+00,3.831304734e+01,8.220835024e+01,6.913142758e+01,2.995852111e+01,2.674199491e+01,9.574548529e+01,6.678529826e+01,5.818278731e+01,8.318583776e+01,9.157214131e+00,1.431540616e+01,5.069370564e+01,6.940218823e+01,7.152255773e+00,1.491875120e+01,2.612563169e+01,2.358062127e+01,7.769705412e+01,3.648599048e+01,9.313702876e+01,2.594659496e+01,7.945845160e+01,5.125446154e+01,8.275402069e+00,9.729330018e+01,8.793057274e+01,4.328114674e+01,6.692888329e+01,7.912243705e+01,9.545030181e+01,7.846282330e+01,2.812889302e+01,3.302220469e+00,1.061956958e+01,7.261640295e+00,9.897407651e+01,4.378664925e+01,9.475422043e+01,9.920992074e+01,9.721342790e+01,9.285860943e+01,7.161063374e+01,8.698342171e+01,1.690011300e+01,3.549489778e+01,6.404613903e+01
8.423270385e+01,5.368047713e+00,3.328086707e+01,3.938215144e+01,8.312021446e+01,6.903497005e+01,7.557607351e+01,4.490548866e+01,5.909317623e+01,8.868267514e+01,8.314656717e+01,6.763929504e+01,9.796467042e+01,9.507672786e+01,2.306305126e+00,8.794140675e+00,6.335240566e+01,4.784333638e+01,1.938333906e+01,9.527653283e+01,5.141579002e+01,3.670449872e+01,6.723723079e+01,9.294809016e+01,1.401103332e+01,1.139683076e+01,6.004785540e+01,1.005019976e+01,7.625026432e+01,9.662617476e+01,3.121014885e+01,7.181902313e+01,7.319332367e+01,7.108668431e+01,1.180153489e+01,2.493681830e+01,6.266516100e+01,7.341700092e+01,8.151280038e+01,8.216439896e+01,7.979428226e+01,5.249753609e+01,8.490083948e+01,1.581018565e+01,9.826793274e+01,7.354123836e+01,9.712036198e+00,2.067055580e+01,6.530399554e+01,8.510458165e+01,6.803162001e+00,8.533878303e+01,8.669504656e+00,1.998558713e+00,9.642621409e+01,4.589966075e+01,7.413035396e+01,2.842624705e+01,3.774641016e+01,7.386067420e+01,1.361218611e+01,1.503665556e+00,3.763110616e+01,1.408059418e+01,1.810820393e+01,8.526708994e+00,1.543450843e+01,7.308303035e+00,5.886852163e+01,7.859132533e+01,2.815778451e+01,4.376417376e+01,1.183771371e+01,2.813961199e+01,2.917404148e-01
5.974731578e+01,9.509529743e+01,4.525040105e+01,3.473734618e+01,7.663832728e+01,5.837661979e+01,7.924449843e+01,6.139819319e+01,8.587702632e-01,4.762635500e+00,6.423015728e+01,6.844207577e-01,1.082257457e+01,4.011846882e+01,9.313025956e+01,4.746872602e+01,8.842460613e+01,5.651308720e+01,2.438271066e+01,1.274352652e+01,4.794849154e+01,1.280774279e+01,8.846098410e+01,3.425391450e+01,9.304402208e+01,5.508730492e+01,4.927287419e+01,5.895252293e+01,8.746779620e+00,9.852428599e+00,7.852146923e+01,1.961625869e+01,5.436309393e+01,3.416227059e+00,2.284776606e+01,9.518649925e+01,1.567339119e+01,6.294481767e+01,7.971861681e+01,8.412693950e+00,7.915383834e+01,5.962945713e+01,7.921813007e+00,3.830093033e+01,2.022506699e+01,9.150416989e+01,1.493504026e+00,1.756218971e+01,3.688515580e+01,7.285926037e+01,2.312121736e+01,8.770776868e+01,9.981616750e+01,7.360986411e+01,3.472712586e+01,9.975020464e+01,2.668520835e+01,5.596713926e+01,6.362975152e+01,1.574135705e+01,6.305459923e+01,9.353920162e+01,1.145295491e+01,5.318747288e+01,2.566969205e+01,4.638840732e+00,3.857906724e+01,8.782882556e+01,2.160022386e+01,5.695791246e+01,8.984822832e+01,7.752189376e+01,4.351928172e+00,4.926374487e+01,3.921671309e+01
7.697704756e+01,3.608544294e+01,8.927212422e+01,1.978612561e+01,5.114518725e+01,2.815942093e+01,6.681903773e+01,8.768406611e+01,4.705381761e+00,9.151651890e+01,7.378205502e+01,9.282180552e+01,7.221649260e+01,2.255436035e+00,9.373663988e+01,2.026118935e+01,8.955777635e+01,3.941022692e+01,7.323185186e+01,8.989922705e+01,4.198299453e+01,1.078781983e+01,7.736397160e+01,7.573019330e+01,7.963721569e+01,9.831990026e+01,1.670566248e+01,2.970287259e+01,4.854717246e+01,7.932702235e+01,5.313645248e+01,8.859138880e+01,4.189305648e+01,2.947492423e+01,9.620830428e+01,6.043987021e+00,6.712897094e+01,7.669213630e+01,1.855589598e+01,4.527821211e+01,5.122776939e+01,7.509529392e+01,7.787212485e+01,8.577970181e+01,3.622182760e+01,7.746219867e+01,3.307819616e+01,7.487189870e+01,5.947279314e+01,6.551505726e+01,7.964615533e+01,8.458547866e+01,2.096971283e+01,9.653618647e+01,7.874594242e+01,5.310248925e+01,2.697499598e+01,4.479568561e+00,2.527946086e+01,9.313215747e+01,8.680446646e+01,8.040321804e+01,1.925473420e+01,1.956754460e+01,8.264179131e+01,3.912231519e+01,3.001142524e+01,1.192238588e+01,1.708446905e+00,2.164572117e+01,8.609739263e+01,1.841217910e+01,8.940808135e+01,9.909517813e+01,3.703492494e+01
8.524534974e+01,1.200556501e+01,3.621286063e+01,8.139557543e+01,1.337281906e+01,5.145397923e+00,9.581541214e+01,4.205654078e+01,3.466954343e+01,7.784106786e+01,9.811708337e+01,9.636632508e+01,7.603765153e+01,1.073742848e+01,7.579383801e+01,6.588336497e+01,8.188060172e+01,2.392839060e+01,1.111886032e+01,4.642575245e+01,3.669444649e+01,2.901485064e+01,5.768363882e+01,5.637133804e+00,2.492121390e+01,2.526155451e+00,5.740526553e+01,5.014640003e+01,3.306415808e+01,4.777144262e+01,7.118453604e+01,3.059051511e+01,1.010180571e+01,3.815722141e+01,2.216178515e+01,1.970769458e+01,5.620010575e+01,4.849476907e-01,4.306809918e+01,2.999093803e+00,1.220381635e+01,1.990478306e+01,6.615858185e+01,2.471860939e+01,8.271019669e-01,9.837531113e+01,1.248160353e+01,7.997924662e+00,1.490597375e+01,6.380687910e+00,4.710918670e+01,2.871162461e+01,8.537573216e+00,6.159152823e+01,1.611375109e-01,1.978791791e+01,8.792323797e+01,9.989397978e+01,8.923689082e+01,8.945186180e+01,1.243541361e+01,7.782742803e+01,5.097935463e+01,6.809015713e+01,4.725995782e+01,4.271509005e+00,4.010321206e+01,8.708263564e+01,3.751763595e+01,1.293005452e+01,5.211335104e+00,1.897172822e+01,4.079049825e+01,8.181578200e+01,8.261228526e+01
2.476026473e+01,9.638825424e+01,9.603632461e+01,9.700387963e+01,6.374459260e+01,7.189755144e+01,1.560890039e+01,2.254225970e+01,9.599898756e+01,3.514650872e+01,3.640259252e+01,8.222656180e+01,3.972720464e+01,4.602261900e+00,3.735158890e+01,3.938666776e+01,6.482463141e+01,8.613488516e+01,6.970672280e+01,2.519561330e+00,6.141942627e+00,4.104874152e+00,3.284178700e+01,7.240766479e+01,7.743300466e+01,1.557985410e+01,4.534954338e+01,6.812396448e+01,7.693090956e+00,7.109947297e+01,8.178432916e+01,3.669962963e+00,5.657463167e+01,2.313106898e+01,9.441069071e+01,3.379916694e+01,5.490431444e+00,6.970877120e+01,9.090875152e+01,9.281306191e+01,4.324524218e+01,3.154044650e+01,9.401209246e+01,8.654231440e+01,7.389476407e+01,6.893796186e+01,9.088781668e+01,6.588699365e+01,2.776463990e+01,1.007924259e+01,9.352748348e+01,4.395940570e+01,4.102163185e+01,6.686565039e+01,3.082234578e+01,8.465827580e+01,7.985333268e+01,4.221283278e+00,4.933481691e+01,4.756341605e+01,5.598994267e+01,5.290415637e+01,1.158206558e+01,6.246779840e+01,7.263402592e+01,7.965802652e+01,5.677217835e+01,9.378138646e+01,3.880238413e+01,5.913202846e+00,5.927897567e+01,3.401023855e+01,1.873914235e+00,4.262113629e+01,3.918071795e+01
