v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48
1.451553546e+01,9.982421255e+01,5.246877579e+01,4.154110586e+01,5.048387884e+01,4.554642140e+01,9.703609476e+01,6.526853518e+01,7.151282646e+01,3.896735116e+01,2.128254520e+01,5.563792924e+01,6.203418328e+01,9.675133501e+01,2.327843090e+01,2.768356954e+00,2.961009510e+01,9.350051781e+01,6.553943341e+00,3.149980652e+00,1.692301975e+01,8.947651037e+01,3.988676092e+01,6.600006098e+01,9.901139736e+00,2.792096116e+01,1.215273475e+01,4.205228875e+01,2.197903215e+00,8.081365079e+01,2.573973675e+01,8.222039379e+01,4.709730957e+01,3.284232137e+01,8.041636760e+01,1.271608676e+01,4.049287765e+01,3.445866763e+01,6.793114992e+01,4.446039664e+01,9.164885330e+01,6.765660082e+01,8.588910017e+01,2.931192966e+01,9.111761143e+01,1.785969178e+01,6.634461163e+01,8.100069125e+01
5.022920136e+01,5.181287032e+01,6.897842831e+01,4.660601277e+01,5.650935384e+01,7.177748834e+01,9.936729872e+01,1.638675959e+01,4.593430201e+01,9.859336570e+01,6.407229255e+01,3.499441681e+01,8.772438893e+01,4.524683987e+01,3.026433982e+00,6.318262394e+00,9.011798731e+01,3.477186840e+01,3.851488680e+01,8.802164955e+01,9.348522678e+01,9.884864414e+01,6.586111923e+01,9.810688403e+01,8.956772158e+01,1.792429237e+01,3.773184020e+01,7.066887264e+01,4.446963119e+01,4.857773950e+01,8.569837481e+01,2.870302698e+01,3.365649613e+01,1.394281268e+01,5.563675681e+01,2.442332346e+01,3.637601368e+01,2.522456410e+00,7.756019889e+01,7.113009362e+00,6.740173094e+01,3.689937561e+01,1.818620849e+01,9.284391388e+01,1.850978841e+00,1.073932548e+01,1.001290494e+01,6.791973140e+01
8.947480576e+01,5.812692174e+01,7.469312430e+01,6.024294680e+01,7.379468902e+01,5.869551247e+01,3.720568592e+01,6.820132054e+01,1.042551591e+01,8.687470820e+01,1.421579818e+01,6.937257193e+01,5.721422560e+01,2.552661972e+01,9.305047911e+01,3.311769862e+01,4.971200188e+01,4.516377989e+01,1.815284042e+01,8.384679800e+01,1.896673807e+01,1.813585165e+01,4.745801977e+00,2.003161142e+01,2.156981203e+01,9.995672592e+01,7.273775035e+01,8.514106048e+01,9.966617947e+01,7.015843439e+01,4.099379840e+00,2.460505835e+01,9.891110355e+01,7.990088290e+00,7.864563534e+01,3.118066574e+01,8.277916154e+01,8.527947715e+01,2.559781893e+01,6.587018385e+01,1.166998936e+01,8.055793545e+01,6.537039666e+01,4.314028404e-01,5.592437909e+01,2.837449064e+01,5.783601758e+01,3.069738379e+01
7.935878710e+01,4.608134438e+01,3.552489305e+01,1.747910600e+01,2.896691817e+01,8.021767167e+01,4.444852276e+01,1.437389299e+01,4.309385807e+01,8.322507850e+01,4.235489559e+01,1.307477935e+01,3.903989278e+00,4.877678583e+01,1.949957355e+00,4.079371523e+01,2.014585957e+01,4.166439323e+01,5.499969771e+01,9.861085716e+01,6.438186108e+01,9.705921390e+01,3.884575302e+01,3.601467106e+01,7.683927010e+01,2.438458688e+01,1.098603377e+01,2.509848616e+01,5.375155257e+01,4.183824647e+01,5.008035327e+01,4.155018256e+01,3.853306078e+01,2.105187183e+01,7.593846169e+01,9.487439184e+01,6.899787568e+01,4.034585498e+01,5.218340683e+01,1.033790847e+01,7.212029070e+01,6.953866084e+01,5.360579605e+01,1.613964492e+01,4.638907538e+01,7.205124125e+01,5.536892468e+01,7.146661925e+01
9.321449161e+01,4.590339308e+00,3.310429357e+00,4.925431452e+01,1.664492771e+01,2.425715268e+01,8.503992098e+01,3.962084665e+01,6.533510518e+01,1.151346258e+00,6.918617918e+01,3.775399665e+01,8.996083209e+01,1.803566953e+01,5.473193111e+01,5.702365946e+00,6.721979053e+00,1.836508676e+01,5.065222731e+01,8.192520412e+01,4.606188032e+01,4.983174548e+01,8.170193221e+01,3.274190913e+01,1.073894009e+00,5.431141154e+01,6.213322737e+01,2.615274578e+01,2.677296652e+01,1.914666706e+01,4.542163239e+01,9.250025636e+01,1.754651276e+01,4.252631003e+01,3.156551389e+01,2.795272820e+01,3.624017049e+01,4.926832725e+01,1.297774095e+00,7.310697932e+01,7.602382407e+01,3.780289152e+01,3.950627886e+01,9.344631914e+01,9.068141716e+01,4.286571257e+01,5.439384950e+01,6.055893290e+01
2.057561539e+01,9.034521763e+00,6.992128299e+01,8.307399805e-01,9.011983343e+01,4.998992012e+01,8.734260376e+01,1.600899747e+01,1.429921820e+01,7.976600320e+01,1.359210062e+01,9.530427975e+01,7.446062243e+01,6.945412602e+01,5.323744917e+01,9.192483712e+01,9.483798455e+01,2.933575490e+01,9.373265737e+01,3.248857611e+01,1.118179110e+01,5.351863228e+01,8.003634362e+01,7.257558398e+01,8.425851786e+01,3.781330623e+01,9.389426221e+01,1.093921332e+01,8.081716963e+01,2.293078783e+01,6.646621523e+01,7.356201826e+01,3.968147118e+01,7.859607538e+01,8.734180996e+01,5.013017264e+01,8.310190280e+01,6.983660596e+01,2.685437483e+01,9.488358659e+01,8.960121438e+01,2.681412738e+01,2.014869317e+00,2.039173992e+01,6.157682981e+01,8.536952178e+01,6.088803651e+01,9.458667502e+01
3.889952649e+01,5.697564019e+01,9.395445418e+01,2.870637653e+01,1.107295560e+01,3.333723909e+00,7.519458810e+01,6.228460092e+01,3.077046446e+01,6.355477820e+01,6.999812137e+01,3.567451671e+01,9.594527065e+01,3.314507814e+01,2.465200778e+01,4.532967380e+00,2.092365592e+01,8.853180072e+01,4.189818319e+01,9.442038251e+01,9.434121546e+00,4.660778540e+01,5.420366108e+01,3.093585803e+01,6.792367775e+01,6.699253772e+00,4.541794608e+00,5.309507339e+01,1.616127066e+01,1.455904867e+01,3.676571830e+01,4.084488028e+01,9.194652151e+01,6.958147147e+01,1.115561117e+01,6.275518199e+01,6.625438395e+01,9.898984711e+01,5.055705298e+01,4.368591040e+01,8.721421839e+01,7.301677644e+01,1.456397603e+01,2.669374648e+01,5.791161987e+01,7.259509222e+01,6.283955752e+00,7.473831963e+01
6.360761419e+01,2.101855407e+01,8.117791312e+01,6.262747130e+01,8.196856540e+01,8.444856920e+01,2.881259077e+01,9.621508326e+00,7.433977552e+01,4.824003784e+00,7.125867490e+01,2.566495376e+01,2.814044122e+01,3.062718481e+01,5.598916603e+01,4.228628950e+01,6.023369347e+01,6.869063722e+01,9.994075710e+01,5.024566495e+01,5.863358550e+00,1.908429286e+01,8.749558619e+01,2.500625918e+01,7.483190441e+01,2.870500296e+01,4.329882072e+01,7.838703379e+01,5.619740513e+01,1.716543163e+01,7.614740648e+01,8.614042966e+01,5.530418012e+01,2.091396350e+01,6.271796552e+01,9.788117670e-01,5.588707078e+01,2.795375964e+01,2.623121178e+01,7.607585087e+01,4.434676901e+01,5.013942179e+01,1.869869251e+01,3.479157173e+01,7.212793957e+01,9.478808619e+01,6.414769093e+00,3.316114320e+01
5.856779192e+00,3.483414305e+01,9.339595400e+01,1.020756011e+01,2.080853019e+01,1.550696870e+01,4.358020955e+01,4.712262525e+01,9.065400123e+01,9.503879301e+01,2.661912719e+01,7.028178202e+01,7.632144735e+01,4.406471697e+01,6.978010404e+01,9.840341446e+01,4.096546199e+01,3.807234660e+01,1.203046276e+01,2.799121629e+01,1.430968557e+01,2.613917427e+01,1.552273983e+01,5.068053905e+01,1.188242355e+00,7.123626695e+01,2.773881696e+01,4.318887592e+01,7.627492156e+01,6.583999861e+01,5.092048223e+01,9.098669123e+01,6.575317172e+01,3.101282158e+01,4.497504654e+01,9.473004018e+01,1.712322123e+01,2.122726520e+01,5.816444062e+00,7.034651569e+01,7.422649567e+01,8.385286060e+00,6.490985259e+01,6.012355864e+01,4.976117429e+01,5.270178055e+01,9.341195209e+01,7.006728736e+01
2.982453118e+01,9.637272986e+01,9.816515594e+00,1.781409869e+01,5.025307937e+01,5.052164225e+01,3.912372582e+01,5.362436440e+01,5.392119786e+01,3.318514839e+01,2.748111751e+01,6.334617002e+01,6.716036450e+01,2.013404618e+01,6.608559267e+01,8.659024724e+01,7.497374998e-01,8.040718866e+01,3.457296054e+01,1.115478964e+01,6.060074235e+01,9.673360009e+01,9.250442050e+01,1.952588194e+01,5.796312152e+01,2.894958595e-01,5.056212007e+01,9.538967816e+01,7.686308119e+01,8.212929984e+01,9.433543516e+01,5.417366190e-01,2.949544017e+01,2.864728934e+01,2.937930061e+01,4.966065624e+01,9.175587500e-01,4.938647890e+01,6.461557737e+01,2.596572148e+01,1.325520491e+00,4.418700181e+01,8.133628747e+01,7.640959999e+01,7.539002519e+00,7.568639557e+00,3.697815219e+01,5.307418694e+01
6.053151605e+01,8.706433249e+01,1.082816615e+01,7.010343327e+01,8.712252266e+01,7.794639047e+01,5.399931913e+01,2.608541316e+01,3.082673533e+01,5.724631407e+00,9.786237098e+01,9.477417654e+01,6.735059102e+01,2.498320680e+01,7.021335982e+01,1.083031817e+00,6.241497528e+01,6.475118684e+01,2.054997925e+01,9.230224723e+01,1.766229635e+01,6.081557588e+01,8.107953657e+00,6.573547291e+00,8.677333037e+01,3.569993227e+01,2.884665178e+01,3.353158783e+01,8.780502254e+00,7.252292165e+01,5.553282490e+01,6.683103983e+00,2.070960178e+01,4.886846243e+01,7.165064639e+01,5.984846031e+01,5.920069653e+01,5.688778222e+01,2.478184297e+00,6.149284270e+01,1.003284046e+01,4.236060465e+01,5.073355120e+01,1.439849464e+00,1.504645299e+01,6.007389197e+01,9.837982541e+01,3.981007335e+01
8.060362607e+01,6.205975985e+01,5.970003470e+01,9.884635176e+00,5.974683772e+01,6.689954662e+01,7.263924712e+01,9.552311470e+01,5.681387817e+01,2.764371454e+00,7.169687683e+01,8.445140755e+01,3.032453695e+01,4.104711265e+01,4.562338586e+01,7.181868896e+01,9.843644568e+01,5.877848860e+01,8.344350383e+01,8.479575718e+01,4.676315077e+01,2.823394117e+01,4.837624074e+01,9.145215945e+01,9.508031277e+01,8.821636577e+01,6.273907191e+01,5.255621828e+01,7.615442782e+01,9.548411117e+01,8.622744577e+01,3.047589556e+01,9.829439180e+01,8.721936835e+01,2.664185001e+01,6.488034612e+01,5.868422018e+01,2.092858428e+01,7.649428443e+01,9.819153002e+01,9.390296835e+01,6.001671022e+01,1.002768487e+01,4.063764788e+01,4.602971861e+01,4.392255820e+01,7.544010325e+01,5.532858280e+01
7.764477671e+01,7.576947693e+01,9.660214926e+01,9.064034295e+01,5.771179045e+01,4.511764250e+01,3.995987530e+01,4.441737818e+01,1.339455303e+01,8.439081073e+01,9.738303023e+01,1.567648868e+01,5.594500947e+01,8.288725931e+01,8.257613733e+01,4.256265978e+01,9.087247796e+01,9.361515444e+01,7.063241269e+01,4.461238374e+01,2.357706080e+01,4.552196465e+01,1.309441142e+01,9.993430503e+01,7.208920661e+01,6.421641579e+01,3.972370180e+01,2.069575582e+01,2.300429237e+01,7.131089833e+01,3.229092964e+00,2.880550266e+01,5.450104807e+01,1.380851969e+01,4.842705841e+01,9.966285744e+01,3.028321506e+01,5.522227893e+01,6.610717561e+01,9.194852938e+01,8.813758455e+01,2.957744980e+01,5.192206695e+01,1.772001375e+01,9.632909818e+01,6.264804577e+01,4.154267193e+01,7.028116570e+01
7.957709980e+01,2.987998627e+00,3.851907934e+01,3.568000656e+01,3.787292614e+01,6.241465632e+00,2.876551183e+01,6.140386026e+01,7.805615461e+00,8.726993723e+01,3.685975311e+01,3.555235381e+01,8.623199093e+01,2.501618581e+01,8.555450691e+01,8.088667960e+01,8.381852970e+01,4.487157405e+01,2.457587395e+01,4.500605021e+01,6.049119981e+01,1.433301136e+01,9.074919122e+01,2.657093058e+01,6.635271560e+01,9.685700474e+01,3.488590650e+01,3.583576762e+00,2.425507590e-01,2.613745383e+01,4.552463846e+01,6.298608437e+01,5.477571344e+01,6.489834636e+01,9.420236784e+01,3.681951459e+01,9.313160325e+01,1.795390215e+00,6.197259165e+01,4.195164894e+01,3.104814948e+01,8.967438614e+01,6.931157249e+00,4.710029842e+01,1.459878100e+01,8.850962488e+01,6.491572303e+01,6.090589487e-02
4.818318077e+01,9.928459281e+01,2.816259995e+01,3.491440515e+01,1.322831615e+01,1.974288198e+01,7.078632287e+01,8.162566828e+01,1.803036744e+01,7.146399824e+01,2.078009988e+01,7.217718352e+01,9.230573358e+01,8.754695120e+01,4.108450909e+01,4.180160514e+01,8.256101838e+00,1.434314762e+01,5.051788005e+01,1.350793487e+01,8.664144528e+00,8.661930795e+01,4.778712396e+01,4.850155422e+01,1.532827484e+01,2.149779631e+00,8.010249383e+01,3.786551890e+01,8.716864095e+01,2.822632905e+01,9.197417466e+01,6.154527943e+01,4.145303946e+01,6.787235463e+01,3.561539206e+01,4.953328577e+01,7.553765605e+01,1.929461995e+01,3.583427671e+01,6.712732002e+01,9.880434126e+01,7.881995128e+01,8.563687179e+01,3.815509287e+01,6.561829438e+01,3.463757412e+01,4.946649245e+01,3.835848887e+01
2.607387586e+01,2.371632518e+01,2.748481523e+01,2.623679308e+01,5.477485184e+01,9.442020206e+01,9.275321877e+01,8.819559847e+01,3.128880843e+01,1.006301003e+01,9.253570846e+01,3.930430363e+01,4.678443542e+01,7.939742971e+01,8.527746672e+01,9.653124999e+01,6.880560989e+01,7.718312655e+01,9.187525191e+01,2.222042262e+01,3.206725392e+01,3.220671014e+00,7.459805351e+01,1.096407609e+01,1.721948326e+01,8.842647641e+01,5.303531881e+01,2.882618267e+01,6.439666184e+01,8.046852321e+01,6.282757783e+00,7.434918481e+01,4.759163589e+01,5.842326682e+01,2.272475515e+01,8.140486657e+01,4.019164872e+01,3.632602462e+01,7.190818607e+01,8.276707309e+01,1.514620970e+01,8.725159330e+01,3.058945685e+01,5.867079234e+01,2.925971654e-01,5.335069610e+01,1.684713089e+01,2.837509107e+01
7.688727146e+01,7.816090287e+01,7.301302815e+01,7.636792985e+01,4.961482757e+01,1.614122300e+01,7.865045859e+01,4.369230466e+00,5.821974735e+01,1.887373037e+01,2.029967145e+00,8.410084646e+01,9.760381910e+01,3.700370433e+01,3.555316778e+01,9.404241301e+01,7.307318922e+01,8.458203976e+01,2.598276322e+01,4.064271487e+01,7.509315829e+01,2.057384434e+01,4.662918526e+01,7.944189138e+01,4.592501476e+01,5.605403440e+00,1.902492684e+01,7.917141260e+01,8.782442957e+01,8.243326635e+01,9.999720500e+01,4.547826328e+01,8.171104613e+01,9.968746892e+01,6.148355927e+00,6.469133398e+01,5.718778237e+01,8.376663483e+01,8.822188302e+01,5.729581719e+01,2.656746125e+01,6.046591121e+01,8.943046672e+01,3.714549027e+01,3.082803012e+01,6.018679598e+01,4.376332346e+01,6.473431258e+01
9.541713700e+01,4.327279342e+01,4.440837683e+01,1.905783679e+01,2.917223081e+01,3.251872032e+01,9.560195234e+01,7.524721255e+01,9.388458977e+01,4.026623725e+00,2.446414937e+01,6.765601829e+01,9.554977627e+01,5.755753614e+01,1.855494793e+01,4.322630076e+01,2.266062562e+01,1.602166200e+01,8.769011264e+01,9.364940870e+01,7.459306345e+01,4.383913320e+01,2.451828560e+01,3.683885785e+01,2.582376457e+01,5.805025711e+01,8.979445787e+01,8.638466993e+00,2.646325846e+01,3.953893606e+01,3.814844031e+01,1.888216185e+01,3.495995350e+01,7.589436934e+01,3.811729343e+01,1.551419351e+01,5.511026857e-02,9.113752746e+01,3.412862342e+01,2.003805121e+01,5.535729753e+01,7.047131362e+01,5.778723954e+01,8.556050076e+01,7.140343210e+01,2.222978983e+01,3.619180623e+01,4.796529681e+01
3.697445940e+01,7.855337575e+01,6.266914877e+01,9.387444531e+01,4.853662850e+00,3.021769065e+01,3.814297511e+01,4.656671698e+01,8.968494725e+01,8.899330666e+01,4.131826975e+01,6.035037115e+01,5.687089271e+01,3.534777100e+01,3.728689064e+01,4.031974743e+01,2.914145846e+00,6.128030150e+01,6.405149405e+01,3.310830130e+01,9.293128458e+01,4.897458712e+01,9.057686729e+01,3.006519833e+01,3.497860840e+01,6.925960192e+01,8.131358527e+01,4.528988338e+01,8.938429099e+01,6.414695718e+01,4.514609361e+01,8.045033203e+01,1.009977360e+01,4.968748721e+01,8.093463525e+01,3.985524060e+01,9.840230459e+01,2.878473942e+01,5.075588078e+01,1.063622549e+01,2.445462994e+01,9.958834355e+01,3.118494886e+01,3.053571050e+01,3.068810341e+01,5.180982180e+01,9.677265259e+01,9.883329956e+01
9.816393793e+01,2.422671563e+01,3.272615579e+01,7.302314279e+01,3.968281395e+01,4.857783349e+00,8.014558373e+01,6.727332646e+01,3.673732177e+01,7.582325218e+01,6.129616843e+01,7.259704848e+01,7.801193871e+01,5.383346500e+01,7.612944522e+01,8.185054505e+01,8.537694488e+00,6.481555934e+01,1.862781419e+01,1.172320116e+01,5.640044226e+01,6.122366453e+01,3.721393966e+01,1.962973877e+01,3.322781923e+00,9.884901601e+01,5.710905041e+01,6.412999604e+01,6.678237630e+00,4.718577078e+01,3.854769662e+01,1.535034380e+01,2.239631498e+01,7.848855249e+00,2.528293175e+01,8.092807978e+01,8.648955856e+00,7.756545742e+01,4.764345861e+01,2.877290356e+01,4.490235007e+00,6.316024448e+01,6.386534684e+01,3.579226275e+01,9.383175328e+01,6.564151960e+01,4.454203065e+01,8.099172505e+01
9.126682894e+01,1.330370192e+01,2.534588256e+01,3.387091963e+01,6.434690948e+01,3.796810674e+01,9.680341944e+01,2.097082720e+01,1.850219016e+01,2.184311901e+01,9.902935335e+01,5.696530701e+01,4.424390794e+01,7.767212662e+01,9.581044476e+00,6.012816447e+01,3.514051980e+01,2.737421199e+01,7.426108933e+01,8.288034194e+01,2.565583406e+01,6.132804264e+01,8.820489551e+01,5.267229088e+01,5.146788158e+00,5.120517708e+01,5.669700918e+01,5.622852909e-01,7.246670917e+01,3.619200880e+01,2.914682504e+01,2.026396364e+01,9.861479942e+01,1.047686694e+01,7.077691162e+01,1.402684824e+01,5.823364141e+01,5.906607028e+01,4.239721378e+01,9.355264857e+00,4.597359057e+01,4.246344972e+01,5.467382423e+01,4.795706681e+01,6.378754298e+01,6.310881747e+00,7.568467122e+01,7.596679231e+01
6.122875120e+00,7.005310606e+01,4.845016413e+01,8.540144406e+01,9.815337194e+01,5.779016908e+01,4.076604214e+01,2.387946647e+01,2.365114323e+01,8.029346366e+01,2.100435850e+01,9.025514269e+01,6.561635943e+01,5.793863723e+01,2.516988553e+01,1.375758025e+01,4.223656146e+01,1.235592299e+01,8.854340932e+01,2.790794578e+00,3.577209810e+01,7.849809742e+01,3.680190090e+01,2.527514633e+01,5.090646094e+01,6.595132391e+01,7.968467276e+01,5.006826143e+01,4.806356169e+01,9.535337094e+01,6.002565439e+01,3.584944799e-01,7.152932718e+01,5.088932674e+01,1.709455914e+01,3.892802401e+01,3.580898049e+01,1.704211379e+01,7.346476387e+01,9.107121967e+01,3.348316531e+01,8.140291882e+01,2.259623859e+01,5.370171589e+01,3.808245197e+01,6.317655879e+01,6.829154850e+00,1.061431918e+01
9.466259919e+01,6.769790311e+01,6.156172950e+01,2.401518513e+01,5.793842605e+01,1.963696921e+01,7.410019415e+01,4.587070538e+01,2.499395149e+01,6.523216798e+01,3.827379490e+01,1.737011121e+01,6.297839194e+01,2.784500162e+01,3.596823553e+01,7.030173920e+01,2.784777776e+01,8.354209554e+01,8.560316743e+01,5.707599454e+01,2.701279045e+01,2.268213029e+01,8.896610668e+01,4.773093992e+01,1.304539931e+01,9.228667218e+01,3.593121285e+01,1.302583927e+01,5.514044526e+00,3.636066930e+00,4.667988449e+01,8.152060450e+01,3.439953368e+00,3.066261645e+01,2.383633098e+01,4.325524534e+01,9.325070821e+01,8.332889184e-01,6.045701132e+01,5.229444144e+01,4.958390462e+00,9.364221580e+01,1.171996559e+01,7.896681804e+01,5.827644372e+01,4.364387829e+01,3.476818802e+00,2.177542408e+01
9.853281593e+01,5.909996509e+01,7.234540389e+01,4.416738744e+01,7.012085653e+00,6.927622810e+01,5.649881938e+01,3.833115650e+00,4.798530548e+00,9.772242410e+01,2.414133789e+01,6.187945770e+01,2.807502815e+00,8.303963996e+01,2.568954327e+01,1.484906664e+01,6.785969042e+01,4.153336915e+01,4.798781071e+01,4.097537001e+01,6.013980824e+01,6.471185498e+01,1.176805199e+01,7.994465578e+01,3.192261937e+01,5.343457515e+01,3.322639542e+01,7.480343138e+01,2.043759083e+01,4.013245358e+01,7.071396528e+01,5.912060297e+01,9.202363298e+01,4.110353926e+01,4.195452970e+01,8.413101653e+01,9.890857101e+01,2.896258573e+01,3.848011535e+01,4.515973390e+01,2.428466200e+01,3.993030003e+01,7.975190402e+01,6.565485677e+01,5.524414533e+01,1.284522441e+01,3.414388266e+01,2.346067421e+01
5.349975211e+01,6.100086284e+01,8.769230535e+01,8.700830866e+01,8.686757644e+01,9.832960999e+01,5.835335621e+01,6.641266627e+01,1.123000373e+01,4.368636210e+01,5.743394636e+01,1.115754410e+01,7.119776664e+01,4.841091910e+01,5.846367820e+01,3.447739190e+01,1.455230434e+01,8.515848745e+01,6.298328659e+01,4.156738084e-01,9.821035418e+01,3.575799833e+01,2.106024040e+01,7.625274895e+01,4.014857652e+01,6.455585886e+01,6.433011140e+01,7.936434042e+01,3.147375481e+00,5.561738353e+01,4.810374725e+01,5.392697157e+01,6.252706349e+01,3.186138706e+01,4.625782811e+00,3.324949124e+01,9.752368243e+01,1.104552675e+01,8.455025461e+01,6.093441361e+01,1.206153295e+01,1.445017531e+01,1.677128940e+01,3.064624341e+01,6.383090603e+01,5.224419613e+01,3.208702241e+01,9.166093538e+01
5.614414360e+01,2.077867877e+01,4.659101371e+01,5.475261005e+00,4.472025245e+00,5.280490674e+01,8.935418087e+01,8.243806364e+01,8.863532256e+01,7.468258053e+01,5.101363913e+01,2.011922053e+01,2.985679756e+00,5.132037512e+01,7.918448839e+01,3.054350798e+01,9.371439320e+01,8.966184427e+01,4.657809019e+01,8.247833101e+01,6.963447893e+01,8.197050545e+01,3.923925708e+01,6.084705963e+01,4.852587079e+01,8.298675441e+01,1.407237225e+01,7.101305199e+01,4.070510975e+01,5.746419753e+01,1.452577746e+01,4.432135857e+01,6.868974040e+01,7.677406997e+01,1.594114198e+01,1.230996239e+01,3.303343587e+01,5.599851338e+01,1.691022715e+01,8.082648346e+01,8.333547278e+01,3.522890404e+01,2.605551672e+01,2.906106778e+01,1.647608211e+01,9.041470064e+01,6.760331675e+01,3.093993604e+01
2.578794311e+01,6.373917323e+00,2.398272203e+01,5.417142515e+01,2.230778325e+01,9.424996843e+01,9.198811183e+01,9.438166761e+01,9.297333948e+00,7.751002543e+01,5.079378803e+01,9.970974511e+01,8.880477698e+01,8.871911042e+01,7.885024868e+01,5.549218062e+01,1.047333233e+01,9.105203756e+01,7.936593455e+01,2.066109020e+01,9.511757701e+01,2.345629070e+01,4.326839114e+00,4.487258913e+01,4.306367257e+01,3.837693808e+01,6.110805744e+01,5.731686728e+01,8.490084493e+01,3.399499421e+00,4.212244454e+01,9.312117285e+01,3.716803544e+01,5.527156799e+01,6.711232742e+01,5.152107406e+00,5.638168593e+00,4.149738530e+01,1.534049434e+01,7.860651980e+01,4.980998938e+01,6.993656860e+01,8.853286778e+01,7.173096204e+01,2.764490622e+01,4.317423478e+01,7.382866868e+00,8.985544409e+01
7.792803928e+00,5.413665427e+01,5.107960182e+01,1.488413395e+01,2.714547389e+01,5.688451875e+01,9.520067197e+01,4.954018194e+01,5.892478445e+01,5.563054366e+01,4.489966811e+01,8.849170308e+00,5.440736340e+01,5.962656715e+01,5.486435721e+01,4.537682509e+01,8.924102996e+01,5.440192098e+01,8.256657080e+01,8.204521514e+01,3.741074287e+01,2.241807174e+01,8.500794646e+01,8.155169885e+01,4.515511327e+01,6.906197217e+01,1.252336651e+01,1.993571469e+01,2.236522519e+01,1.297020946e+01,6.137575106e+01,9.558613719e+01,5.311658667e+01,2.223902166e+01,5.902756723e+01,3.036598124e+01,3.834629420e+01,2.156604224e+01,4.553994301e+01,6.621867616e+01,1.539368655e+01,3.914108257e+01,6.895367968e+01,6.134119416e+00,5.459535273e+01,9.689969915e+00,4.914964046e+01,1.787166224e+01
5.748914072e+01,8.829780017e+01,8.158225193e+00,5.326352850e+01,8.309523287e+00,1.019107048e+01,5.710424648e+01,4.206621693e+01,6.710116085e+01,4.924825383e+01,5.676389114e+01,3.467009331e+01,7.640733967e+01,2.704007776e+01,6.534676836e+01,2.311785866e+00,9.527004924e+01,8.783917300e+01,4.997038917e+00,8.610663087e+01,7.602105651e+01,6.416521767e+01,9.763867344e+01,9.293025142e+01,5.940018640e+01,4.846557258e+01,7.905598309e+00,7.570138169e+01,2.910497746e+01,4.970613017e+01,1.454755048e+00,4.008606791e+01,6.334364067e+01,6.447249037e+01,1.057974478e+01,8.601197601e+01,3.123813178e+01,2.732864689e+01,2.582002974e+01,4.131928911e+01,7.068714945e+01,1.576166914e+01,8.212642513e+00,3.725563933e+01,5.474574068e+01,5.405543662e+01,3.869311881e+01,7.518197041e+01
3.896292316e+01,6.010388061e+01,6.388609342e+01,2.561869016e+01,7.676814488e+00,2.397541177e+01,1.811506243e+01,7.292122792e+01,1.109535119e+01,8.007269056e+01,8.863650882e+01,6.236671814e+01,1.269731920e+01,4.591663326e+01,8.670712285e+01,2.516276737e+01,8.072766642e+01,2.829295099e+01,7.226762555e+00,3.547735213e+01,4.474282686e+01,7.000084395e+01,4.969647382e+01,6.176644918e+01,9.299215280e+01,5.994521417e+01,1.719841903e+01,3.205556413e+01,2.463681939e+01,7.641044749e+01,8.631335509e+01,1.573105194e+01,2.783942231e+00,8.389012423e+01,2.356912872e+01,2.241124136e+01,5.562791920e+01,6.375097024e+01,5.010783469e+01,7.107762972e+01,6.601044088e+01,4.684272345e+01,9.041509029e+01,5.063288815e+01,4.227140185e+01,2.984458329e+01,9.499063187e+01,5.383802374e+01
9.228734711e+01,6.298119744e+00,1.827406427e+01,1.294427155e+01,2.434313788e+01,4.009461145e+01,7.792590211e+01,3.842082510e+01,5.413979714e+01,2.335673519e+01,1.382750287e+01,4.844774665e+01,6.929063313e+01,9.091848309e+01,9.064414260e+01,5.297246228e+01,8.201569149e+01,9.179233833e+01,2.816424161e+01,2.198180075e+01,2.014942810e+01,9.674734299e+00,2.871246040e+01,8.139301831e+01,8.205661716e+01,7.472318114e+01,2.837835017e+01,5.784936994e+00,2.430597437e+01,5.577306418e+01,8.013052883e+01,9.413862524e+00,5.544230090e+01,9.840584776e+01,6.659952075e+01,5.769805744e+01,6.941933993e+01,7.142930017e+01,2.189085698e+01,5.965363273e+01,3.164017104e+01,3.188030735e+01,8.035523219e+01,6.504762307e+01,2.822092287e+01,2.800648547e+01,3.434891952e+01,2.764434888e+01
7.870694598e+01,8.421214579e+01,5.932627098e+01,3.652247410e+01,4.174917740e+01,4.241407021e+01,3.559340100e+01,3.581792019e+01,3.157097034e+01,5.525886279e+01,5.048422591e+01,8.858225093e+01,9.103974399e+01,2.089559775e+01,7.544067789e+01,6.915054750e+01,2.619704251e+00,9.391200161e+01,2.547989601e+01,5.267617733e+01,4.448348692e+01,3.889306668e+01,2.354529724e+01,2.720298850e+01,8.081395823e+01,5.374824762e+01,5.906590773e+01,9.034746906e+01,2.485348259e+01,8.316424354e+01,4.228456376e+01,3.146898971e+01,5.391552997e+01,8.325717787e+01,1.932507585e+01,2.269212301e+01,5.290666305e+01,3.283384463e+01,5.115782142e+01,1.461099696e+01,6.514876403e+01,4.869375250e+00,5.989866290e+01,8.301131344e+01,5.738211824e+01,3.526295684e+01,4.582089243e+01,3.362080760e+01
