v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85
2.047026832e+01,8.878290342e+00,8.839779488e+01,9.567011984e+00,2.017454453e+01,4.485001193e+01,4.175413711e+00,3.622609443e+01,4.859508315e+01,8.280885974e+01,9.480746051e+01,6.007442203e+01,8.513354629e+01,7.409985791e+01,9.578845041e+01,9.930859208e+01,1.633258456e+01,8.895072551e+01,2.409856173e+01,4.841222996e+01,9.811507137e+01,2.074518464e+01,9.356548919e+01,7.835374348e+01,4.070669796e+00,3.133549799e+01,6.240779222e+01,5.202920861e+01,9.098628578e+01,7.733026370e+01,3.774352180e+01,2.813305897e+01,3.462252947e+01,4.355268211e+01,7.644367959e+01,9.220568700e+01,2.431084633e+01,9.465145511e+00,5.515617443e+01,8.652059250e+01,6.767567991e+01,7.991218505e+01,5.162750649e+01,1.328594226e+00,2.389877827e+01,6.170223971e+01,7.855224397e+00,5.673063498e+01,4.545602933e+01,9.747749225e+01,1.986304743e+01,3.096646052e+01,5.175138784e+01,7.018433028e+01,8.195355123e+00,9.842804388e+01,2.031046649e+01,9.989155194e+01,4.203791316e+01,4.716056762e+01,4.722967746e+01,8.709033796e+01,2.738388154e+01,3.355323255e+01,8.726023721e+01,3.568250937e+01,1.549104038e+01,5.084744785e+01,2.388667304e+01,7.091499439e+01,3.994322670e+01,1.919925181e+01,4.560138279e+01,5.476766320e+01,1.864242245e+01,2.660536830e+01,1.303803595e+01,6.124766921e+00,4.793703277e+01,6.401760858e+01,2.845956920e+01,8.370733595e+01,1.544748379e+01,5.976364872e+01,8.107440642e+00
3.269223084e+01,5.630470749e+01,9.655952443e+01,8.011921101e+01,1.082921805e+01,6.719377064e+01,6.528228967e+01,7.853151209e+01,1.965551413e+01,3.052549423e+01,5.229809318e+01,8.625374070e+01,4.655921796e+01,6.663510154e+01,4.844441443e+01,9.437395818e+01,7.116616072e+01,5.898045199e+01,5.138690977e+01,3.069546916e+00,5.099989448e+01,8.590379447e+01,3.083742771e+01,9.746438595e+01,4.145109058e+00,6.076510193e+01,9.581672229e+01,9.443495855e+01,3.726595631e+01,7.376981072e+01,5.451270279e+01,7.531435200e+01,5.239282971e+01,5.667424828e+01,7.729060178e+01,5.979994878e+01,2.967894993e+01,1.419017154e+01,1.090784470e+01,2.148583882e+00,4.191488738e+00,6.900210274e+01,4.762078045e+01,1.986884560e+01,1.107061070e+01,1.769999579e+01,3.822728536e+01,5.954105377e+01,9.061786011e+01,6.990387185e+01,8.778493359e+01,2.830727683e+01,9.879799143e+01,2.341722765e+01,7.575995617e+01,7.622898169e+01,9.985785137e+01,8.183690841e+01,1.921885091e+01,6.324869533e+01,6.741187726e+01,3.826121999e+01,9.538076651e+01,3.657491475e+00,2.542036052e+01,5.508496017e+01,7.102956935e+01,6.837618137e+00,5.623244591e+01,2.646943235e+01,5.967070330e+01,4.220013472e+01,6.869817170e+01,5.593285554e+01,9.219550601e+01,7.900506646e+01,8.352511179e+01,8.694262907e+01,8.491009581e+01,5.099411987e+01,4.040218803e+01,7.589364393e+01,6.060153081e+01,2.985600762e+01,7.393830055e+01
4.017331057e+01,4.199801846e+01,5.625298159e+01,8.807281483e+01,9.676070548e+00,6.639038426e+01,9.713086474e+01,8.625964843e+01,1.021162356e+01,7.086494384e+01,8.331129433e+01,5.432100953e+01,2.380992756e+01,5.855939321e+01,8.536478146e+01,5.142039994e+01,3.723001652e+01,4.709071630e+01,1.242829651e+01,7.386506248e+01,1.922989734e+01,9.954926981e+01,3.662766761e+01,9.830007610e+01,5.890163207e+01,4.913684953e+01,9.998429027e+01,7.119308033e+01,3.646164689e+01,4.484491748e+01,9.898568172e+01,5.638847023e+01,6.760134071e+01,3.725454271e+01,4.393253995e+01,9.000747678e+01,7.272983257e+01,3.469656161e+01,2.104776422e+01,6.349008594e+01,7.289500362e+00,7.463729321e+01,4.358227439e+00,6.380102240e+01,9.399037540e+01,4.483917614e+01,8.972743100e+00,7.460452603e+01,4.120988585e+01,8.974822261e+00,3.773536877e+01,8.964048024e-01,4.865266012e+01,4.221084703e+01,8.755751878e+00,5.239241183e+01,4.002265472e+00,3.914112261e+01,2.466574973e+01,9.745535083e+01,2.828300766e+01,2.907555735e+01,7.554018634e+01,1.086962800e+01,8.684575981e+01,9.850392830e+01,2.834592950e+01,3.579419378e+01,8.396091331e+01,2.590792428e+01,9.790579247e+00,7.361173643e+01,2.650313673e+01,1.907887127e+01,9.958045192e+01,8.539787384e+01,8.775774844e+01,3.706247817e-01,4.944056836e+01,4.205348035e+01,6.583033589e+01,9.384402356e+01,2.533255192e+01,7.260561062e+01,3.239294075e+01
4.129656185e+01,1.281520850e+01,2.668200841e+00,4.869181998e+01,3.264358342e+01,3.515185561e+01,2.344120815e+01,4.224259707e+00,6.604651741e+01,1.727523064e+01,4.374892810e+01,7.104525185e+01,7.186602345e+00,2.245613557e+01,1.344232164e+01,8.159073085e+01,6.902414235e+01,1.936353613e+01,6.642990474e+01,6.130007884e+01,4.482530016e+00,2.592036233e+01,7.624823102e+01,8.693349297e+01,8.216014373e+01,5.113209877e+01,2.938883280e+01,9.373565198e+01,2.403324041e+01,1.415320017e+01,9.506757552e+00,9.851952323e+01,1.227559292e+01,7.970708239e+01,4.398864852e+00,3.510967370e+01,6.705760784e+01,1.145729697e+01,7.786964266e+01,3.009002213e+01,1.628886834e+01,5.302005541e+00,4.692703065e+00,8.623586154e+01,2.204106406e+01,4.646283226e+00,8.940294133e+01,5.253787244e+00,5.815384277e+01,9.481987806e+01,6.320987032e-01,2.270506933e+01,9.574134321e+01,3.207134065e+00,4.339850305e+00,2.668271126e+01,3.151740524e+01,3.175631550e+01,6.204620153e+01,5.958525144e+00,2.741971667e+01,4.230521356e+01,2.408865282e+01,2.205581054e+01,3.739774554e+01,7.201408967e+01,2.689268989e+01,1.093084838e+01,1.291500298e+01,3.440724535e+01,8.849883747e+00,3.093758098e+01,5.385701827e+01,2.263050493e+01,2.779763277e+01,7.348425553e+01,2.713801245e+01,6.069566392e+01,5.754751726e+01,8.448860843e+01,5.933273330e+01,9.504277137e+01,5.997908246e+01,5.950268877e+00,8.798832802e+01
4.894301298e+01,9.754345772e+01,9.730078069e+01,8.633858350e+01,6.523670238e+01,2.279264126e+01,4.182107692e+01,6.242945781e+00,5.423444729e+01,6.100526084e+01,3.042939460e+00,2.452825906e+01,8.156047376e+01,3.479648118e+01,3.232270966e+01,9.442803969e+01,8.314889519e+01,2.791719296e+01,8.289151762e+01,4.460918271e+01,7.416661996e+01,4.554268091e+01,3.229094145e+01,5.182534464e+01,1.373993857e+01,8.187592865e+01,8.142846554e+01,5.007207605e+01,7.508245534e+01,7.654720942e+00,6.373980945e+01,8.252812481e+01,8.833976676e+01,1.515644390e+01,2.268359043e+01,1.558458231e+01,9.258423054e+01,6.390782353e+01,2.554459090e+01,9.282474642e+01,6.966473830e+00,5.252746377e+01,9.087273639e+01,5.470681932e+01,8.258655907e+01,6.897271353e+01,4.579521641e+01,5.481334539e+01,8.628355811e+01,4.591765642e+01,3.932946894e+01,8.404205298e+00,2.948407703e+01,7.075352434e+01,3.916306514e+01,1.402990970e+01,2.870786314e+01,2.393711546e+01,8.252829519e+01,7.561618131e+01,1.921140197e+01,3.319974251e+01,5.772288132e+01,3.597004516e+01,1.373111921e+01,6.473563381e+01,5.366209329e+01,2.287227427e+01,9.337236628e+01,4.841218570e+01,9.658008546e+01,1.171160880e+01,2.367315823e+01,9.447065054e+01,3.124822623e+01,6.536577639e+01,7.865568528e+01,4.137584376e+01,9.515076600e+01,6.273360856e+01,4.385061150e+01,6.171093346e+01,6.240829410e+01,1.228737720e+00,2.120724803e+01
8.816553986e+01,8.561119898e+00,7.134356930e+01,3.033087835e+01,9.538741150e+00,2.090964848e+01,4.294393245e+00,3.254288736e+01,4.139969014e+01,6.746243724e+01,5.872042772e+01,6.985406175e+01,3.695910589e+01,9.239868728e+01,1.417679063e+01,4.087550644e+01,3.688231448e+01,1.137855928e+01,1.947620511e+00,9.692251755e+01,2.858233077e+01,8.291817578e+01,7.534394161e+01,3.556288694e+01,5.969292624e+01,2.703019950e+01,1.094614333e+01,6.524972775e+01,1.370082510e+01,3.222607575e+01,8.034760206e+01,2.514081860e+01,3.869947101e+01,5.390389249e+01,1.420482244e+01,8.647445491e+01,2.855252273e+01,1.369973986e+01,8.688452160e+01,9.385972468e+01,1.418937238e+00,6.857016985e+01,9.492863754e+01,2.709547733e+01,4.830997719e+01,4.802948256e+01,3.638569652e+01,7.807897627e+01,2.528301980e+00,4.483949123e+01,6.132589707e+01,1.388535235e+01,9.620371252e+01,7.504816241e+01,4.755671134e+01,6.260688508e+01,4.090766855e+01,1.460927990e+01,4.286355018e+01,5.051394209e+00,7.374294178e+01,2.006377956e+00,7.212692919e+01,6.662608728e+01,9.556757103e+00,7.217487786e+01,3.166657329e+01,9.870471128e+01,5.998779029e+01,5.350114981e+01,2.847089729e+01,4.355868187e+01,3.088448057e+00,4.732638185e+01,6.607164514e+01,1.562231155e+01,2.342166126e+01,3.146234031e+01,5.154726717e+01,5.711949591e+01,7.476931018e+01,6.923926778e+01,5.741917002e+01,8.910577164e+01,4.271427512e+01
5.334811729e+01,9.293195594e+00,4.041095128e+01,4.408923637e+01,2.706728669e+00,2.322908781e+00,1.255889581e+01,5.845619780e+01,7.538064700e+01,5.215617286e+01,8.842883769e+01,3.851491157e+01,6.622802107e+01,1.026295560e+01,1.490493835e+01,9.558052568e+01,3.765923587e+01,5.883144047e+01,2.866042270e+01,2.431824029e+01,2.633085250e+01,4.089447150e+01,7.003216686e+01,5.652873365e+01,2.638585934e+01,9.381171512e+01,3.678371391e+00,5.378061149e+01,7.405224021e+00,7.760671143e+00,6.953485249e+01,4.060231622e+01,9.440149214e+01,3.898198892e+01,9.958794511e+01,9.854282866e+01,3.488911713e+01,4.716442658e+01,7.751628564e+01,5.628901111e+01,7.272609532e+01,8.370432449e+01,7.973993783e+01,5.196837328e+00,4.775939496e+01,4.844436492e+01,5.259330223e+01,3.647296143e+01,2.327442640e+01,4.127159734e+01,6.774389880e+01,7.375005114e+01,5.671727697e+00,2.314036453e+01,5.390390771e+01,7.212017378e+01,3.778990259e+01,1.990002396e+00,9.999265306e+01,7.415787372e+01,2.360456774e+01,4.123071727e+01,3.488291703e+01,1.943189791e+01,7.283994617e+01,4.956815162e+01,5.296031077e+01,5.710102110e+01,5.156002627e+01,3.298527709e+01,3.553568540e+01,3.255540278e+01,6.283656101e+00,6.831957775e+01,6.019100362e+01,7.098206496e+01,9.606532865e+01,1.268279369e+01,1.016650169e+01,1.232308376e+01,6.625304467e+01,3.433786709e+01,1.526423214e+01,9.081423329e+01,7.919272630e+01
2.365921814e+01,7.724240912e+01,1.317331619e+01,7.518137844e+01,8.605454952e+01,6.094672690e+01,1.781693246e+01,4.429017798e+01,1.002292632e+01,2.291455879e+00,3.664037414e+01,3.406281931e+01,1.635326906e+01,3.213170940e+01,1.781845755e+01,4.036096903e+01,2.795831217e+01,8.661906083e+01,8.856417630e+01,4.229363216e+01,2.470716912e+01,9.885368953e+01,3.467177424e+01,9.798852322e+01,3.357166545e+01,2.939348695e+01,5.867828060e+00,5.639680909e+01,9.169149986e+01,1.588443607e+01,9.336987867e+01,2.923941064e+01,1.977256925e+01,6.693549818e+01,5.300604906e+01,1.458195066e+01,5.808347978e+01,8.921981304e+01,1.759618294e+01,8.046259951e+01,3.953082284e+01,8.826044752e+00,3.836452709e+01,1.572800252e+01,1.758885571e+01,1.156894031e+01,3.301381719e+01,1.111087009e+01,7.608359042e+01,2.286025296e+01,6.039732141e+01,5.601131081e+01,2.499263248e+01,2.901767125e+01,2.050005112e+01,2.989020728e+01,5.055263353e+01,6.361190361e+01,6.773919240e+01,8.633012605e+01,3.294089320e+01,6.855012349e+01,7.517176100e+01,4.983561651e+01,1.418008946e+01,6.180145482e+01,5.071234112e+01,4.694366946e+01,3.135218982e+00,1.145007455e+01,5.951672922e+01,7.599330533e+01,1.137163368e+01,2.581503968e+01,4.574238152e+01,1.047963185e+00,1.048375070e+01,6.986536673e+01,2.180250154e+01,1.784567515e+01,8.340300750e+01,2.920650421e+01,5.775319614e+01,5.293609905e+00,9.031326594e+01
7.029221090e+01,9.941150031e+01,7.226709481e+01,2.563107409e+01,2.903178594e+01,4.395211900e+01,8.063626136e+01,9.861981265e+01,6.790647402e+01,9.525407920e+01,1.062153618e+00,7.179331065e+01,7.292379889e+01,2.725229125e+01,1.328799973e+01,4.285761640e+01,8.919631560e+00,5.487683923e+01,7.117389454e+01,5.203230897e+01,5.076011072e+01,5.243225669e+01,9.665681790e+01,3.895179851e+01,6.051982249e+01,5.308096794e+01,2.289019582e+01,4.701972564e+01,8.576900517e+01,2.105577742e+01,2.616509879e+01,5.103438333e+01,1.671670717e+01,4.268867871e+01,4.958448933e+01,9.498693668e+01,1.976272382e+01,7.844391698e+01,6.933909698e+01,7.790703998e+01,9.237939597e+01,6.510193286e+01,4.932082757e+00,8.674461418e+01,9.284881417e+01,2.946693944e+01,2.247027732e+01,2.915405616e+01,3.165656444e+01,9.681811191e+01,3.680981119e+01,4.925772952e+01,8.785659583e+01,8.450468043e+01,8.220150021e+01,7.108694863e+00,5.927132764e+01,1.481022464e+01,4.167361421e+01,4.039361491e+01,9.275377655e+01,4.801480375e+01,6.826970747e+01,2.423830221e+00,4.592551213e+01,9.719931590e+01,7.036009566e+01,1.459200874e+01,3.845780223e+01,1.193085526e+01,2.432461588e+00,7.612935992e+01,5.767249629e+01,7.867665434e+01,9.440599377e+01,2.439585998e+01,9.980141020e+01,8.351469966e+01,2.336018843e+01,3.448740034e+01,4.581855042e+01,3.453352656e+01,6.569516323e+01,3.611264875e+01,4.342635156e+01
7.232410825e+01,4.693889549e+01,2.116058459e+00,1.995840326e+01,4.611895565e+00,1.451192578e+01,6.737179998e+01,7.623607679e+01,4.027230777e+01,9.679698019e+01,6.607164408e+01,7.592227019e+01,1.456312888e+01,6.296347927e+01,8.877466762e+01,3.796652039e+01,7.372961283e+01,7.874598545e+01,9.309608144e+01,6.186601935e+01,9.537299516e+01,1.039956018e+01,5.398091183e+01,7.809510766e+01,8.859612447e+00,1.194258402e+01,4.986895983e+01,2.972725068e+01,6.142193289e+01,1.216427112e+01,5.478379268e+01,1.894345760e+01,1.996227559e+01,1.867310805e+01,4.730180177e+01,6.518172652e+01,5.607455902e+01,9.000529774e+01,9.035058126e+01,3.226311019e+01,4.863169859e+01,7.577418547e+01,9.097562653e+01,2.522722863e+01,4.036879229e+01,5.020107521e+01,5.098380390e+01,4.363505223e+01,5.670771765e+01,3.423116714e+01,9.928857057e+01,3.019743007e+01,4.522514859e+01,1.073349161e+01,2.342016303e+01,9.087767233e+01,9.515711934e+01,8.957686313e+01,8.663345510e+00,9.672237036e+00,7.820891845e+01,8.148797747e+01,6.193340093e+01,2.320462860e+01,4.439932075e+01,9.104398305e+01,7.663294830e+01,3.405255710e+01,3.238860627e+01,9.127265073e+01,9.043757878e+01,8.930752356e+00,9.202369718e+01,2.128179723e+01,8.145438890e+01,3.152852108e+01,3.569924214e+01,1.823107297e+01,9.469705936e+01,1.619899540e+01,3.145361015e+01,6.509773833e+01,1.834456360e+01,6.247236065e+01,9.013407777e+01
7.216994507e+01,1.153246521e+01,9.583535665e+01,6.842861446e+01,6.283324721e+01,9.867330013e+01,5.681431384e+01,1.302590027e+01,8.663441334e+01,1.819465559e+01,2.878372016e+01,4.565266262e+01,5.056795428e+01,5.044688376e+01,7.615910126e+01,6.861438487e+01,7.141754010e+01,8.014673104e+01,7.702228792e+01,8.100526248e+01,1.095950301e+01,4.686727766e+01,5.503452032e+01,2.530597648e+01,6.271950785e+01,1.323331154e+01,9.292342336e+01,1.180722021e+01,1.847408508e+01,5.093197830e+01,4.687685425e+01,2.547215652e+01,5.068153437e+01,2.163140447e+01,1.845908128e+01,9.975914015e+01,6.722019412e+01,6.955704375e+01,3.094290799e+01,9.769043350e+01,9.171636974e+01,9.090982368e+01,4.805039736e+01,2.877244969e+01,7.947837092e+01,2.478333428e+01,3.967904688e+01,5.556487284e+01,7.378666147e+01,9.882328821e+01,6.689804123e+01,4.168221424e+01,6.955061907e+01,7.589577021e+01,1.334415943e+00,6.383501395e+01,7.132007865e+01,3.293869820e+01,2.200094235e+01,6.010845903e+01,5.082520633e+01,6.639657642e+01,4.283214664e+01,7.916395359e+01,8.394866814e+01,5.096371645e+01,6.337908034e+01,5.616591150e+01,3.291073438e+01,9.243148737e+01,2.027906438e+01,8.004587846e+01,7.335478630e+00,8.069790501e+01,4.100980464e+01,7.553108744e+01,9.850863954e+01,4.847739540e+01,6.152263555e+01,5.562711517e+01,6.562824564e+01,4.144368271e+01,7.766780955e+01,1.678250170e+00,5.657956721e+01
2.260794526e+01,4.569882955e+01,5.838274548e+01,7.688944310e+01,2.306641739e+01,2.701466774e+01,1.965461434e+00,8.581068518e+01,7.171364089e+01,7.035189895e+01,8.240426380e+01,3.007772443e+01,8.410840175e+01,3.539340734e+01,2.529114637e+01,5.460483032e+01,9.188433748e+01,5.538548467e+01,7.103177486e+01,9.840211794e+01,6.108733625e+01,8.746652231e+01,6.334219697e+01,7.259837330e+01,1.792053076e+01,6.924021109e+01,9.326288310e+01,4.253118920e+01,1.530450433e+00,8.904278403e+01,6.331482344e+01,5.872441971e+01,9.746193988e+00,6.920539387e+01,7.954207913e+01,5.835418909e+01,6.789359012e+01,9.719359411e+01,6.447436369e+00,2.414782383e+01,8.895251706e+01,6.280576960e+01,1.982263003e+01,9.733112794e+01,1.418634250e+00,8.562625568e+01,5.277771000e+01,5.383935878e+01,9.150757031e+01,1.005498772e+01,9.232695787e+00,8.955054496e+01,4.852173037e+01,2.628677432e+01,5.483477006e+01,6.230407685e+01,3.678306866e+01,2.430921065e+01,3.222364999e+01,6.272143312e+01,6.988054695e+01,7.607452469e+01,8.813889477e+01,2.193414489e+01,8.190141176e+00,3.013958716e+01,7.383130574e+01,1.303163862e+01,6.865822152e+01,2.939319632e+01,8.279746160e+01,5.922281690e+01,9.431966401e+00,5.621582539e+01,4.819455356e+01,6.633114409e+01,6.942502205e+01,1.104870634e+00,5.240539575e+01,6.436299223e+01,8.452037051e+01,1.737290489e+01,3.049198769e+01,3.856262755e+01,6.623107962e+01
5.402926202e+01,4.575885921e+01,2.107202137e+01,2.764647490e+01,4.951923482e+01,1.230131701e+01,5.131053374e+00,6.600350115e+01,3.206932138e+01,6.433227465e+01,3.981317517e+01,8.415407371e+01,6.533151981e+01,2.284171995e+01,7.025424430e+01,1.080394551e+01,7.411835699e+01,9.333158932e+01,7.962963329e+01,7.904884412e+01,3.048858183e+01,8.380170117e+00,1.992845356e+00,4.739602881e+01,5.666572979e+01,5.131462650e+01,2.738765049e+01,4.170177079e+00,5.145211302e+01,6.164640181e+01,6.367929804e+01,2.018562927e+00,9.035127816e+00,6.563231226e-01,5.042160009e+01,6.277428473e+01,8.885415490e+01,4.816222375e+01,8.160457995e+00,3.852334514e+01,1.856419681e+01,9.115886991e+01,6.795225024e+01,7.978557738e+01,4.575071533e+01,3.410685054e+01,2.735892007e+01,9.241390276e+01,9.814628381e+00,5.606349843e+01,3.245802650e+01,2.047354619e+01,5.496744584e+01,2.143428310e+01,5.970133811e+01,4.388308780e+01,4.398850823e+01,9.260098333e+01,6.532445975e+01,9.311152829e+01,1.565640634e+01,3.874128120e+00,8.241159102e+00,9.520736471e+00,5.709532422e+01,6.086303134e+01,6.155417811e+01,1.252177525e+01,2.301565302e+01,4.311458787e+01,7.167788450e+01,8.721361160e+01,7.967885386e+00,3.997745273e+01,5.363305680e+01,9.731325204e+01,6.652318704e+01,4.462785195e+01,3.570911081e+01,7.128050731e+01,5.869729697e+01,2.382926484e+01,7.558443550e+01,5.757684915e+01,9.683704932e+01
1.564437326e+01,5.831662859e+01,2.091963716e+01,7.922374839e+01,9.527742933e+01,7.160881255e+01,2.981855466e+01,2.679284976e+01,9.275263326e+01,4.279960245e+01,3.254682215e+01,8.275934838e+01,9.803643019e+01,1.818604274e+01,5.733573039e+01,4.698221717e+01,6.503373289e+01,6.600314682e+01,8.697071937e+00,5.777716181e+01,6.624186425e+01,8.909828278e+01,7.169021215e+01,9.872707260e+01,3.611847613e+01,5.383293603e+01,1.367548812e+01,8.740783189e+01,7.861914548e+01,9.371034335e+01,3.078943617e+01,1.434133435e+00,3.172487960e+01,9.891501041e+01,6.087423436e+01,8.366456810e+01,2.141475359e+01,1.181868566e+01,2.621700293e+01,3.636395738e+01,4.765589066e+01,9.656173752e+01,8.629231829e+01,5.097874415e+01,4.699018527e+01,3.348479070e+01,2.506122719e+01,4.860222846e-01,6.181677067e+01,7.437685593e-01,6.814428695e+01,1.004431531e+01,2.228836580e+01,5.520856900e+01,1.335211427e+01,7.760184540e+01,4.301539357e+01,7.915761465e+01,8.319608414e+00,4.076678294e+01,4.632271843e+01,7.828109978e+01,7.208547455e+01,1.126476011e+01,9.501077335e+01,2.524818495e+01,4.451268420e+01,5.727958538e+01,9.197251568e+01,2.038903797e+01,9.719379211e+01,6.211100907e+01,5.463232818e+01,4.205290838e+00,4.985378030e+00,8.362045552e+01,4.230652621e+01,6.200399664e+01,7.095241493e+01,1.878912944e+01,4.241682875e+01,7.281592017e+01,7.061009552e+01,2.490629051e+01,4.896396201e+01
7.856868128e+01,3.530732862e+01,7.724285025e+01,7.384604933e+01,6.865603220e+01,9.153456696e+01,8.047625094e+01,1.773098726e+01,3.810785011e+01,6.382561788e+01,7.072140585e+01,9.186467663e-01,7.854196902e+01,2.048632037e+01,7.247115468e+01,5.531519251e+01,5.342801056e+01,8.719104964e+01,5.811746706e+01,6.799479333e+01,4.794605450e+01,2.031325737e+01,8.852426755e+01,2.181510539e+01,6.985625733e+00,8.393329052e+01,7.563239425e+01,2.917276791e+01,9.692458852e+01,6.233176339e+01,9.641563691e+01,2.835278384e+01,9.740379738e+01,3.538319593e+01,3.004183785e+01,7.557436651e+01,1.030142796e+01,7.070403977e+01,4.804234806e+01,4.619686970e+00,8.550041226e+01,5.025336857e+01,6.513375041e+01,5.793438920e-01,8.973404562e+00,2.233778768e+01,8.390540913e+01,8.191587883e+01,2.144629633e+01,7.897932324e+01,2.459013649e+01,3.968199531e+01,6.474052612e+01,4.874545801e+01,9.343547217e+01,5.665796988e+01,7.462009954e+01,5.591153501e+01,8.314527722e+01,3.170792748e+01,6.286249974e+01,7.000529692e+01,3.280786192e+01,5.537276974e+01,9.256066394e+01,8.428235172e+01,8.647375898e+01,1.799836558e+01,8.258432381e+01,9.304112105e+01,6.270508909e+01,1.859711037e+01,1.401984989e+01,9.330390201e+01,7.588342461e+01,7.318946861e+01,9.431451261e+01,1.992123504e+01,8.698588743e+01,5.012826458e+00,3.633256751e+01,1.008551948e+00,2.656454529e+01,5.476303287e+01,4.369622214e+01
4.613956022e+01,6.922437182e+01,7.554100565e+01,1.617419975e+01,9.331159902e+01,9.830652354e+01,8.755162725e+01,2.853497775e+00,6.192473072e+00,4.236462125e+01,9.028971549e+00,6.865969420e+01,9.088554786e+01,8.799279332e+01,7.965614222e+01,6.937824017e+01,9.218773763e+01,7.903864602e+01,7.083880470e+00,8.321904585e+01,2.327406966e+01,6.369029057e+01,9.947568218e+01,6.252461393e+01,1.711987854e+00,3.434021822e+01,8.587137075e+01,6.575620327e+01,4.274910107e+00,9.789811578e+01,5.349834796e+01,6.134837257e+00,6.397898668e+00,1.907529183e+01,7.442379720e+01,6.285105945e+01,5.033983217e+01,9.146429279e+01,4.234403752e+01,7.022137792e+01,3.443377971e+01,4.484955073e+01,1.565359522e+01,4.418896214e+01,6.060418671e+01,7.386310972e+01,3.238171760e+01,1.745656126e+01,2.226452060e+01,5.259892483e+01,5.959757403e+01,3.599745560e+01,6.894030390e+01,4.834635609e+01,8.449509345e+01,7.962105532e+00,6.464690839e+01,5.796512208e+01,8.246392364e+01,4.134424656e+01,4.256704970e+01,3.186159232e+01,9.298655967e+01,4.307419713e+01,3.160944398e+01,4.252114054e+01,4.057347966e+01,3.197722893e+01,7.637630593e+01,4.655946642e+01,3.078387689e+01,9.050944018e+00,3.976594271e+01,8.327605834e+01,3.782337388e+01,6.325469622e+01,4.408933761e+01,6.740106417e+01,3.483482191e+01,6.262000178e+00,1.738384035e+01,5.048198414e+01,9.545198791e+01,7.835636885e+01,1.523159446e+01
4.817595006e+01,4.750375092e+01,8.513883779e+00,4.577299848e+01,7.666944092e+00,4.519726352e+01,2.564297303e+01,1.857307132e+01,5.282169943e+01,1.765678641e+00,7.628083239e+01,1.438300921e+01,9.578213476e+01,6.160300377e+01,2.414417190e+01,6.952115588e+01,5.468422283e+00,2.423492833e+01,4.391102818e+01,2.395803344e+01,5.016808416e-01,8.680770378e+01,5.420905237e+01,4.960581842e+01,5.078462310e+00,2.121703003e+01,2.712334050e+01,5.927921569e+01,6.851816725e+01,1.559671564e+01,1.550583712e+01,6.378615385e+01,9.171504117e+01,5.774405084e+01,6.285167761e+01,7.954448426e+01,4.799966405e+01,5.046219924e+01,1.683388023e+01,8.026423544e+00,9.941807669e+01,1.528647259e+01,6.015388412e+01,2.850910897e+01,5.647331738e+01,4.471814281e+01,6.867462628e+01,3.700537306e+01,3.077767968e+00,6.865132535e+01,1.237333607e+01,4.500445974e+01,2.597018481e+01,3.187699534e+01,6.618555264e+01,4.210496634e+00,3.187678716e+01,1.651510961e+01,2.781713502e+01,8.822269503e+01,9.663850044e+01,7.886888145e+01,9.491961852e+01,9.281466954e+01,1.124345862e+01,7.695293890e+01,4.025910440e+01,1.482787197e+01,2.843646832e+01,4.826417276e+00,1.417289382e+01,5.722484664e+01,4.584912576e+01,4.485602744e+00,2.535003760e+01,3.627135564e+01,1.369095977e+01,3.491085311e+01,3.813489182e+01,4.162988612e+01,9.369204206e+01,3.914373555e+01,5.427060919e+00,3.779392106e+01,5.052091420e+01
