v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
5.118858219e+01,3.253906992e+01,1.303603492e+01,7.349888672e+01,7.193900978e+01,4.190613383e+00,6.490535393e+01,9.086463414e+01,9.319767148e+00,8.777740797e+01,4.875157037e+01,5.266803412e+01,3.748241720e+01,9.699149827e+01
5.622527003e+01,8.606496800e+01,6.534430239e+01,8.832426608e+00,7.063135532e+01,4.862224246e+01,7.975870623e+01,1.331659739e+01,4.446372158e+01,2.597691078e+01,6.097774537e+01,2.786585193e+00,8.339003507e+00,1.256279009e+01
8.385315939e+01,2.004695318e-02,6.658845120e+01,6.548033822e+01,6.894935428e+01,9.633502053e+01,9.634867403e+01,3.360860602e+01,6.146837351e+00,7.367888620e+00,1.030181203e+01,5.042531248e+01,5.758266091e+01,9.409235149e+01
4.931285655e+00,2.167069404e+01,6.225900166e+01,1.266330467e+01,6.980051268e-01,7.570745815e+01,5.580104773e+01,8.824347788e+01,6.577346665e+01,9.594922950e+01,6.212137131e+00,7.561811015e+01,1.162393995e+01,7.647723111e+01
3.859426993e+00,9.552903124e+01,5.243799098e+01,4.241733470e+01,9.405425051e+01,9.081726536e+01,3.483635961e+01,4.534239234e+01,3.538383724e+01,4.849659989e+01,9.686112573e+01,9.001069826e+01,9.912888604e+01,6.633674755e+01
5.999082849e+01,2.179730885e+01,4.886599806e+00,4.093989408e+01,5.926468387e+01,2.778770629e+01,8.543469047e+01,6.074586749e+01,4.751649204e+01,5.505011917e+01,3.821284347e+01,1.292102619e+01,8.970222493e+01,8.361135278e+01
1.992863778e+01,4.835421670e+01,3.507891165e+01,2.376562960e+00,6.636499032e+01,3.823246960e+01,1.412943802e+01,5.149505542e+01,4.476014210e+01,4.720342137e+01,8.224799557e+01,1.720156300e+01,2.303251710e+01,3.181068224e-01
6.432088443e+01,9.581967124e+01,2.262512573e+01,3.463580715e+01,5.385945591e+01,9.590327062e+01,5.903352256e+01,7.244112417e+01,1.541079698e+01,5.744240970e+01,1.921385486e+01,8.798875913e+00,3.919705613e+01,5.607347904e+00
5.530682045e+01,2.489973593e+01,4.452177922e+01,3.941865375e+01,5.030304847e+01,1.455374398e+01,4.259008570e+01,4.514590039e+01,4.518565542e+01,9.587341858e+01,4.840648566e+01,1.791927786e+01,8.223156414e+01,6.410288183e+01
2.687237256e+01,5.701046404e+01,9.565149657e+01,6.675571037e+01,9.989940226e+01,6.897246173e+01,9.689207533e+01,9.323444900e+00,3.517901901e+01,7.241949525e+01,6.553024783e+01,4.384046285e+01,2.919570161e+01,5.362861109e+01
4.384979386e+01,8.754900684e+01,6.384680472e+01,3.238934833e+01,9.630276746e+01,2.142161116e+01,2.889182071e+01,9.291344293e+01,7.529990323e+01,6.082070716e+01,4.542517168e+00,7.286703156e+01,7.365625322e+01,7.546145659e+01
2.873691883e+00,6.603597789e+01,8.720087491e+01,2.626369735e+01,4.199118732e+01,1.071697421e+01,1.056097764e+01,3.396520022e+01,9.045622645e+01,1.128522877e+01,8.615685935e+01,6.144666670e+01,1.093051045e+01,2.098185527e+01
7.341299006e+01,4.673949454e+01,6.087347560e+01,5.186797181e+01,2.200436241e+01,9.604733644e+01,7.952650942e+01,1.880286940e+01,4.222435489e+01,5.036250441e+01,5.634485103e+01,9.872580897e+01,9.682760699e+01,7.501274444e+01
8.300358285e+00,6.905453203e+01,8.926480162e+01,7.007158404e+01,2.309835212e+01,3.940767308e+01,4.873539649e+01,9.949220164e+01,9.920071616e+01,1.171705010e+01,8.060674477e+01,9.480659883e+01,4.389879097e+01,3.860971556e+01
9.493764639e+01,1.830300395e+01,9.037412690e+01,4.032217528e+01,5.557164080e+01,1.752372860e+01,3.739271826e+01,5.668863724e+01,8.928177058e+01,9.981774642e+01,5.561849474e+01,7.445383477e+01,7.075586418e+01,7.769359477e+01
5.360803512e+01,4.985532532e+01,5.758943363e+01,3.472173366e+01,6.403980381e+01,7.913832605e+01,7.196542835e+01,7.191312214e+00,5.081901893e+01,8.901107044e+00,9.527127713e+01,5.383337312e+01,2.552409717e+01,4.018409419e+01
1.901837031e+01,7.126196505e+01,9.640721781e+01,8.712943814e+01,1.310425130e+01,1.317623241e+01,4.579276303e+01,2.004044019e+01,7.074200928e+01,6.924974331e+01,4.750026242e+01,7.032335960e+01,3.460627489e+01,6.714207924e+00
6.776214008e+01,1.544449823e+01,1.381371623e+01,3.801651971e+01,7.281373100e+01,7.425790722e+01,4.362128861e+01,1.729806205e+01,6.978754737e+01,7.911805357e+01,2.740182911e+01,4.916943138e+01,8.437936057e+01,4.262318045e+01
6.424136805e+01,5.076708969e+01,6.661904199e+01,3.081262335e+01,7.363212925e+01,3.967200310e+01,7.100410076e+01,8.398480660e+01,5.292960003e+01,9.902823399e+01,2.635193880e+01,7.112314835e+01,2.771914220e+01,1.620860477e+01
4.138816663e+01,4.456848398e+01,6.780543104e+01,1.412670755e+01,9.533806784e+01,1.726831266e+00,2.997604995e+01,3.313907281e+01,5.492720221e+00,5.890241114e+00,5.520303968e+01,2.188507739e+00,2.834053344e+01,8.946773878e+01
6.150658817e+01,9.961983826e+01,5.852966160e+01,9.459660754e+01,5.290404317e+01,4.652389065e+01,8.667592876e+01,2.226079043e+01,3.244442096e+01,3.399466993e+01,4.865194218e+01,3.110232453e+01,1.518237787e+01,9.934960288e+01
7.141835350e+01,4.572680607e+01,4.322407912e+01,9.420898026e+01,7.273731915e+01,1.265748160e+01,3.711856367e+01,6.758719083e+01,2.664044413e+01,6.632459449e+01,8.373484969e+00,5.678365477e+01,5.898593715e+01,3.065820426e+01
7.549545647e+01,3.829258668e+01,8.417730965e+01,6.674886963e+00,9.091136102e+01,8.189629488e+01,4.292571432e+01,2.324592451e+01,4.490498608e+01,6.454608701e+01,4.581282055e+01,1.318210728e+01,5.683515863e+00,3.353480777e+00
7.076046694e+01,3.747209453e+01,3.127302249e+01,7.651326187e+01,6.979526182e+01,9.867991981e+01,7.500260549e+01,3.975100664e+01,9.882040137e+01,6.075567460e+01,2.016107439e+01,9.179173263e+01,8.258604594e+00,8.741771232e+01
2.678144581e+01,8.307354547e+00,4.192172724e+00,4.650856145e+01,9.251892917e+01,1.210091851e+01,6.964231785e+01,7.625163510e+00,1.092792499e+00,6.877919226e+01,1.576813556e+01,7.087953563e+01,3.575237196e+01,6.346774411e+01
9.000443521e+01,2.787054365e+01,6.728212632e+00,7.804474144e+01,6.236606876e+00,1.671447460e+01,5.860087308e+01,8.455708501e+01,4.531973766e+01,6.318396294e+00,7.765763296e+01,1.888321329e+01,8.113544147e+01,8.552558768e+01
1.249472179e+01,7.664957365e+01,8.815130491e+01,8.755324238e+01,6.944934409e+01,8.851112766e+01,7.704363181e+01,8.468345417e+01,1.363822614e+01,5.832034871e+01,6.080251777e+01,8.873700441e+01,1.323117620e+01,8.227142210e+01
4.049713307e+01,8.305494270e+01,4.225370578e+01,9.777716595e+01,4.363773160e+01,9.549013940e+01,6.271942227e+01,7.208735691e+01,4.168569097e+01,4.997976421e+01,2.073314609e+00,5.743491534e+00,8.525047010e+01,3.515016923e+01
4.923693161e+01,9.751901587e+01,2.936275579e+01,8.816200177e+01,3.462343589e+01,7.216836933e+01,7.275649202e+01,4.765939502e+01,5.148325267e+01,1.146482188e+01,8.207870076e+01,7.822420852e+01,3.210917286e+01,5.712473828e+01
2.950220763e+01,8.529709842e+01,2.314804656e+01,8.343333411e+01,8.837078683e+01,8.818100737e+01,5.949038381e+01,5.129185405e+00,5.556448908e+01,9.391453016e+00,1.411463783e+00,3.546811476e+00,6.519134938e-01,4.258946050e+01
6.760642238e+01,3.528164750e+01,8.389480185e+01,3.352241438e+01,7.785318357e+01,6.025374488e+01,6.643837353e+01,6.683166353e+01,8.624620751e+01,7.071433494e+01,5.585152303e+01,5.211524160e+01,5.963918331e+01,1.897729606e+00
6.345562267e+01,5.656240530e+01,9.821363030e+01,2.835584159e+01,1.523560392e+00,2.368352905e+01,7.582030540e+01,2.014989064e+01,8.330517367e+01,9.429668511e-01,2.073693154e+01,3.977484082e+01,4.605744855e+01,8.582932805e+01
8.289436384e+01,6.188659911e+01,7.827411962e+01,7.810496475e+01,4.097966946e+01,9.721980501e+01,7.711538594e+01,2.171145164e+01,3.891514228e+00,7.820402223e+01,7.656661249e+01,6.017871025e+01,2.890207436e+01,5.884167618e+00
1.380639921e+01,2.280077476e+01,5.099423141e+01,7.024179875e+01,8.990975290e+00,3.748835414e+01,8.008771662e+01,2.562491972e+00,4.463140110e+01,9.857085173e+01,2.766514570e+01,8.352080298e+00,1.707422266e+01,4.858687148e+01
7.882556950e+01,2.319332268e+01,9.707191348e+01,3.197921132e+01,6.367387955e+01,9.670663080e+01,5.248767975e+01,1.844663971e+01,2.601806908e+01,7.087214269e+01,2.468896984e+01,2.757791106e+01,2.443863809e+01,3.960091615e+01
2.668393973e+01,8.988355477e+01,2.693624077e+01,9.169755197e+01,4.336790100e+01,5.985776735e+01,2.203917983e+01,7.778442265e+01,5.863902463e+01,6.361517085e+01,4.479979859e+01,8.724929381e+01,3.501564375e+01,2.633828711e+01
3.417175826e+01,9.564295373e+01,2.440213977e+01,3.049481677e+01,4.009177740e+01,3.302919932e+01,9.255730543e+01,3.137913309e+01,4.280739853e+01,2.796975477e+01,4.328879885e+01,7.083642324e+00,2.289131193e+01,7.484702840e+01
6.720547770e+01,3.843934826e+01,3.146755193e+01,3.559588406e+01,8.185447920e+01,3.490534315e+01,9.875367399e+01,3.672485878e+00,3.124820532e+01,5.974592790e+01,1.870370800e+01,5.757747082e+01,5.654708179e+01,8.432682943e+01
2.444654981e+01,2.632576462e+01,8.282579304e+00,5.642949364e+01,4.891972432e+01,5.630836401e+01,3.703281142e+00,9.960830778e+01,9.330812204e+01,5.899058087e+01,7.451080375e+01,3.148599960e+01,4.479129123e+01,1.218547205e+01
9.124746905e+01,5.117590488e+01,4.515154332e+00,7.787476111e+01,6.129204972e+01,2.905442447e+01,5.062201490e+01,3.689626236e+01,1.198757346e+01,6.558519269e+00,5.125778679e+01,1.704814729e+01,5.184599518e+01,3.624761463e+01
6.381519473e+01,5.884804979e+01,4.094797099e+01,3.341096870e+00,8.220769041e+01,7.971051018e+01,9.622045075e+01,3.051275564e+01,9.964007757e+01,1.934729874e+01,5.440576070e+01,3.080553498e+00,5.002016482e+01,1.103340046e+01
9.578192118e+01,5.484960113e+00,5.148081067e+01,3.049645414e+00,7.140029011e+00,1.303412231e+01,2.829922669e+01,6.999016119e+01,9.593564620e+01,4.565124882e+01,4.614391863e+01,9.329437231e+01,1.884491944e+01,5.990082907e+01
6.259278720e+01,6.513077217e+01,4.308288133e+01,6.134122705e+01,8.238015339e+01,4.079123473e+00,4.639410252e+01,2.331337221e+01,1.121506418e+01,4.961534781e+01,4.492907608e+01,2.019773251e+01,6.618571477e+00,8.644393538e+01
8.307021756e+01,9.658568053e+01,1.792647920e+01,7.433681320e+01,2.210513904e+01,2.075653636e+01,7.450366952e+01,1.286064494e+01,5.325172315e+01,5.964195710e+01,5.750257868e+01,1.466617454e+01,2.946822390e+01,2.182039759e+01
4.648048373e+00,8.177723201e+01,5.847130940e+01,1.747393232e+01,5.208874831e+01,1.101800355e+01,1.441714546e+01,4.529099502e+01,5.058995427e+01,4.498081642e+00,3.596484745e+01,7.819289211e+01,4.941915156e+01,7.696006715e+01
2.853379118e+01,1.735012499e+01,9.712394787e+01,9.917652117e+01,6.078468167e+01,8.750999693e+01,8.614614938e+01,2.776554722e+01,4.968874564e+01,8.002093032e+01,5.157372036e+01,6.524449459e+01,7.554584639e+01,9.523897764e+01
8.827897603e+01,2.402696223e+01,5.770744641e+01,4.076614835e+01,7.441986568e+01,8.554485787e+01,9.381411478e+01,3.521745011e+01,8.742916709e+01,6.581123703e+01,9.001968595e+01,9.754918235e+01,9.163008742e+01,6.044625429e+00
5.154718316e+01,1.160709643e+01,3.634639283e+01,1.606972274e+01,8.204408281e+00,7.199666568e+01,2.698203606e+01,7.197951611e+01,9.990023249e+01,8.200006773e+01,2.285295562e+01,6.088327374e+01,9.421309100e+01,7.094611068e+00
6.785237579e+00,6.302369280e+01,7.239739232e+01,1.737029948e+01,2.946548337e+01,3.458917204e+01,9.936712024e+01,2.516800040e+01,3.445657456e+01,4.592076129e+01,3.941891828e+01,2.548355677e+01,2.089846781e+01,6.285501804e+01
9.267445814e+01,5.663306740e+01,4.879386038e+01,4.589218085e+01,7.419988604e+01,8.969962798e+01,2.278330194e+01,3.169486899e+01,4.677364452e+01,4.091849647e+01,3.384143960e+01,8.755286128e+01,2.039655679e+01,5.786449031e+01
6.709719533e+01,5.828300061e+01,1.599978545e+01,8.873344419e+01,9.710455588e+01,8.769890228e+01,9.505506934e+01,9.268534977e+00,8.731095284e+01,3.930746946e+01,2.086850114e+01,8.223980308e+01,9.483299260e+01,6.948619423e+01
1.621373713e+00,3.556614173e+01,6.211377057e+01,4.110116770e+00,9.830773756e+01,6.755659947e+01,8.597818197e+01,9.181847615e+01,4.760627115e+01,4.119304011e+01,1.352802291e+01,2.056783132e+01,6.079164420e+01,2.852570574e+01
9.184528926e+00,7.701589999e+01,6.379896780e-01,5.734740621e+01,9.876330604e+01,1.831993910e+01,4.899993135e+01,8.528355553e+01,5.034208818e+01,4.308053592e+01,2.232843092e+00,3.841039833e+00,6.083105225e+01,5.532533216e+01
4.720682758e+01,9.053227050e+01,2.954538959e+01,6.575174393e+01,3.380033175e+01,2.450419185e+00,4.536833609e+00,4.751275720e+01,2.434252204e+01,7.714317254e+01,1.541243720e+01,1.019245362e+01,2.271142847e+01,2.475543842e+01
6.191617581e+01,7.774515672e+01,5.530249022e+01,6.383116598e+01,4.103610731e+01,6.560664319e+01,4.710569161e+01,2.147364425e+01,8.319324191e+01,3.109822576e+01,4.369886629e+01,6.831720319e+01,5.289664828e+01,9.385470818e+01
7.517410171e+01,3.952318788e+01,3.051107369e+01,7.052383071e+01,6.295654350e+01,2.917990295e+01,1.310011582e+01,4.450183974e+01,4.807932905e+01,7.643808074e+01,9.517321542e+01,3.857217822e+01,3.319982355e+01,5.479749680e+01
9.469009396e+01,9.419825188e+00,7.241898920e+01,2.548165552e+01,3.348481531e+01,3.643636228e+01,7.546964759e+01,1.718785058e+01,8.060444171e+01,1.681829610e+01,4.417993980e+01,9.500029115e+01,4.816261371e+01,3.658814184e+01
4.854857992e+00,4.309072447e+01,3.327823706e-01,4.544707852e+01,2.055363759e+01,7.474449013e+01,4.763555531e+01,2.607730142e+00,1.111839914e+01,7.834794956e+01,9.797612861e+01,9.378336168e+01,4.511995286e+01,9.721709664e+00
2.702393373e+01,5.892426670e+01,5.182506647e+01,4.472339930e+01,9.239941393e+01,4.547789371e+01,5.329094745e+01,6.297402923e+01,8.871528095e+01,1.725795907e+01,7.794006116e+01,4.599856606e+01,2.421772208e+00,7.562023612e+01
9.476939873e+01,4.235876704e+01,2.159079763e+01,6.346435562e+01,2.129251106e+01,8.673529962e+01,8.441435557e+01,2.793390906e+00,3.430472252e+00,5.118260256e+01,5.762473115e+01,4.926682005e+00,9.991929556e+01,6.289328964e+00
7.582881024e+00,4.420954034e+01,4.445077580e+00,5.992430665e+01,4.736379452e+01,6.502955944e+01,2.393053788e+01,8.614734707e+01,1.926845092e+01,1.225567947e+01,3.850457246e+01,1.403495873e+00,8.615580458e+01,8.312573421e+01
6.333998548e+01,9.478719401e+01,5.362995306e+01,2.399033554e+01,2.743886869e+01,3.935448240e+01,6.755091972e+01,2.104428801e+01,8.900524086e+01,6.415216181e+01,4.726565307e+01,8.437773124e+01,2.665105246e+00,5.041606226e+01
7.801998365e+01,1.722179834e+01,5.714187699e+01,8.229641113e+01,8.549145182e+01,9.847281073e+01,2.745066389e+01,7.077142812e+00,8.302725449e+00,5.983500307e+01,3.539339095e+01,3.439066730e+00,8.865842439e+01,6.976587896e+01
5.738182448e+00,9.780737995e+01,5.487686132e+01,7.317994158e+00,1.469226855e+01,1.171910304e+01,6.031574440e+01,9.803781973e+01,9.648375600e+01,8.413617993e+01,8.021370471e+01,8.262620733e+01,7.166940082e+01,4.604262463e+01
3.674310779e+01,3.591359591e+01,6.722413469e+01,4.214205117e+01,8.895884746e+00,8.499200771e+01,7.674363726e+01,3.926653468e+01,1.689841650e+00,4.743658644e+01,8.147328429e+01,2.267922962e+01,1.204901707e+01,5.074400875e+01
7.377704576e+01,3.930038205e+01,6.041849403e+01,4.297673239e+01,6.870548511e+00,2.964633876e+01,8.287014517e+01,3.587561057e+01,1.843977994e+01,9.086221181e+01,4.557065486e+01,4.923374178e+01,1.841205317e+01,4.891035611e+01
1.547213554e+01,1.063216780e+01,9.830978114e+01,6.074688025e+01,3.891543955e+01,3.599802991e+01,9.899959569e+01,6.967818366e+01,3.596692406e+01,9.131738393e+01,9.936233200e+01,4.441510983e+01,4.244962560e+01,5.764646240e+01
1.506530000e+01,2.331604573e+01,1.322899919e+01,3.484142723e+00,8.126124893e+01,3.570391541e+01,6.402822416e+01,7.402357806e+01,7.517802271e+01,8.870221747e+01,1.779721834e+01,5.025649284e+01,3.753629959e+01,9.872847855e+01
4.700937369e+01,5.168830330e+00,2.866512941e+01,4.406765134e+01,9.289166302e+01,1.382703766e+01,9.009574089e+01,4.392663423e+01,9.555109453e+01,1.809768455e+01,6.207106143e+01,5.112822801e+01,9.874628628e+01,5.668539142e+01
1.047140724e+01,5.607250685e+00,7.876597145e+01,5.491853362e+01,3.501589000e+01,7.866602550e+01,4.945552239e+01,7.337086761e+01,8.226154838e+01,2.463230078e+01,4.827559722e+01,4.996609800e+01,8.835854120e+01,4.326968485e+01
8.778519244e+00,4.235667530e-01,7.220427547e+01,7.842662051e+01,1.289449063e+01,4.509190218e+00,1.347151010e+01,4.296009745e+01,7.602825159e+01,7.203144255e+01,1.349815834e+01,7.724183470e+01,5.370294380e+01,5.683630943e+01
9.389078706e+01,1.218810250e+01,2.596137462e+01,8.734847302e+01,6.319865047e+00,2.021305233e+01,8.307484048e+01,1.910749062e+01,3.089171657e+01,4.736531682e+01,5.653716194e+01,9.363153002e+01,8.707935118e+01,4.029509464e+01
2.511363611e+01,3.920930902e+01,5.961448591e+01,7.944465132e+01,6.967951643e+01,3.325140011e+01,5.294290410e+01,9.441758329e+01,1.686701555e+01,6.359144067e+01,7.700959186e+01,8.573190204e+01,9.849480095e+01,2.777207076e+01
9.029813782e+01,5.994122254e+01,3.625991314e+01,7.791840028e+01,3.983913287e+01,9.511166289e+01,3.431373880e+01,5.011550879e+01,1.056851197e+01,2.879457583e+01,4.707630153e+00,7.588086202e+01,1.070246722e+01,7.996962737e+00
2.623778971e+01,8.586190234e+01,3.440092175e+01,8.666351043e+01,5.479273938e+01,8.370903935e+01,7.242329094e+00,2.478379101e+01,7.166881619e+01,5.171397409e+01,8.993403541e+01,9.832773001e+01,2.172731340e+01,6.396551373e+01
7.504848025e+01,4.028333642e+01,8.547796189e+01,5.760296393e+01,6.560303758e+01,6.574945498e+01,9.324163366e+01,1.978938173e+01,9.003350845e+01,7.045949373e+01,5.719293200e+01,5.309171466e+01,7.959450601e+01,7.818354470e+01
5.190669766e+01,8.282308322e+01,3.810649491e+01,6.600350057e+01,2.158584809e+01,2.806010118e+01,3.938174035e+00,1.814055023e+01,5.459153387e+01,8.383307144e+01,7.980377201e+01,1.535226824e+01,1.950884084e+01,2.292924602e+01
9.709794882e+01,2.840539527e+00,3.736416994e+01,2.561270260e+00,9.273637413e+01,2.008278392e+01,8.209819124e+01,1.305405989e+01,8.716569017e+01,3.469116070e+00,9.354213425e+01,4.063834932e+01,7.182172282e+01,7.434148588e+01
2.549660467e+01,2.689409305e+01,3.761305691e+01,9.702352297e+01,1.300261926e+00,8.806196638e+01,5.270199754e+01,1.679856187e+01,6.317379414e+01,2.716199057e+01,8.935846580e+01,3.276837131e+01,7.713049798e+01,6.874834222e+01
4.111011452e+01,5.630207858e+01,1.474339268e+01,6.109596169e+01,3.954353303e+01,4.384676762e+01,3.469232121e+01,9.127342999e+01,4.365440190e+01,7.348679221e+01,4.200562007e+01,1.118919713e+01,6.280734128e+00,2.578231683e+01
6.942502930e+01,1.634064448e+01,8.919004573e+01,3.704343606e+01,7.384004523e+01,9.186027304e+01,3.681674457e+01,5.903813050e+01,1.172858195e+01,7.158757887e+01,3.991041947e+00,6.309432190e+01,6.420099960e+01,1.416598774e+01
3.447194001e+01,1.409540718e+01,3.456154745e+01,4.379668312e+01,5.608246655e+01,5.299416100e+01,3.091652760e+01,5.851558005e+01,3.263631837e+01,3.899419885e+01,1.505928940e+01,1.021332213e+00,3.433240716e+01,2.695200904e+01
5.497818840e+01,9.342276730e+01,9.624369222e+01,4.790716659e+01,8.389631138e+01,4.614235313e+01,2.611008636e+01,3.665441297e+01,8.370256215e+01,5.122452564e+01,6.356137444e+01,3.720730768e+01,4.337852520e+01,5.779516747e+01
6.492912941e+01,1.441944655e+01,9.221165447e+01,7.465572355e+01,8.596193549e+01,1.140928326e+01,7.691334451e+01,8.938471243e+01,6.269342453e+01,8.397849915e+01,2.755564552e+01,5.064929072e+01,8.969461547e+01,1.133882204e+01
1.422808176e+01,3.979941695e+01,6.996278847e+01,5.904979586e+01,2.392404056e+01,8.308120824e+01,8.223919750e+01,8.351533228e+01,7.068037019e+01,8.995701480e+01,5.091693483e+01,7.707389129e+01,8.559202978e+01,9.429561091e+01
8.838626521e+01,9.227652549e+01,6.053510540e+01,8.441188553e+00,5.701432770e+00,2.505262123e+01,9.891919967e-01,6.705444940e+01,5.581234613e+01,8.369526763e+01,6.513075900e+01,5.561660196e+01,2.764846483e+01,2.659103297e+01
3.210756236e+01,1.376509903e+01,6.821448463e+01,6.913718953e+01,5.993723620e+01,7.585132497e+01,6.376316682e+01,9.680365819e+01,1.584777603e+01,6.573806763e+01,1.794478532e+01,6.826893178e+01,7.560256825e+01,6.843547309e+01
5.880900433e+01,6.289815512e+01,6.318815369e+01,6.837327579e+01,3.233086577e+01,3.552081464e+01,2.774130717e+01,4.324115758e+01,8.993834999e+01,7.140123357e+01,1.742798961e+01,2.895969508e+01,5.938677784e+01,1.375286298e+01
7.268974687e+01,1.621483784e+01,8.955983315e+01,5.068475047e+00,6.163912014e+01,1.180810482e+01,1.278045138e+01,1.369535061e+01,6.948978704e+01,6.966393564e+01,3.318318397e+01,1.619786621e+01,6.149074308e+01,2.362594179e+01
1.012075232e+00,1.148269960e+00,1.313951517e+00,9.992028680e+01,3.617125533e+01,3.832734910e+01,2.440139420e+01,3.489928175e+01,4.394055787e+01,3.552267876e+01,3.738278698e+01,6.436846862e+01,7.764614745e+00,3.429688857e+00
1.942236970e+01,6.064664477e+01,1.175734910e+01,1.237667872e+00,7.542670845e+01,8.476812427e+01,6.914435621e+01,5.913228150e+01,5.267133644e+01,4.607827600e+01,5.358586298e+01,4.525761036e+01,5.735810578e+01,3.153551526e+01
1.765072677e+00,8.112460561e+01,2.048046763e+01,1.701831990e+01,1.278176534e+01,8.274964798e+01,7.568754493e+01,8.719091025e+01,2.228766366e+01,2.919439830e+00,2.389131417e+01,3.462967709e+01,5.244042731e+01,3.535445767e+01
7.386902439e+00,6.216853706e+01,5.414476272e+01,7.918201945e+01,4.163744429e+01,2.451584242e+01,5.685301505e+01,6.806588628e+01,3.027845462e+01,3.039862911e+01,5.619916655e+01,1.127509385e+01,2.134969659e+01,3.187044310e+01
7.684577740e+01,3.601903734e+01,5.563146896e+01,6.203644679e+01,9.386059060e+01,6.537906799e+01,4.336439922e+01,2.706091956e+01,8.949652407e+01,2.177087530e+01,2.734668760e+01,4.435121251e+01,7.130513695e+01,3.283196891e+01
9.961991390e+01,5.597858308e+01,3.615704046e+01,5.389439324e+01,8.374409600e+01,9.155992320e+01,2.324792240e+01,3.856047625e+01,5.113775157e+01,3.539313471e+01,1.319544037e+01,5.170667702e+01,5.805403641e+01,5.233433070e+01
2.803936206e+01,2.479715066e+01,1.552241686e+01,9.329539371e+01,8.505983898e+01,2.951726125e+01,2.368649166e+01,8.220804286e+01,1.808524180e+01,9.344043620e+01,5.408956011e+01,8.080659456e+01,3.110090956e+01,9.724693113e+01
1.563565516e+01,4.097607638e+01,7.414970114e+01,4.369624132e+01,8.878255035e+01,5.322127875e+01,3.074002277e+01,2.467980577e+01,1.913986741e+01,2.664893024e+01,6.936602868e+01,2.047892404e+01,5.902594981e+00,2.608560508e+01
6.204965480e+01,5.942447705e+01,3.249738906e+01,6.744940434e+01,5.658456933e+01,3.432350531e+01,7.168700941e+01,8.965775887e+01,2.414107931e+01,9.097643685e+01,7.771399394e+01,2.529604373e+01,5.256550649e+01,8.690101957e+01
7.767286924e+01,3.576317720e+01,2.589519178e+01,9.378706172e+01,6.223840853e+01,3.684556635e+01,3.873195408e+01,1.963477071e+01,3.565457982e+01,1.576830847e+01,8.575982136e+01,7.978622214e+01,9.896619425e+01,3.929702187e+01
5.454304821e+01,6.834153297e+01,3.045661882e+01,7.107615588e+01,8.367395861e+01,2.542661977e+01,8.812498284e+01,8.737428033e+01,4.659272411e+01,9.651728958e+01,7.869177608e+01,6.681502439e+01,5.998511557e+01,7.186919813e+01
8.747892977e+01,6.241238553e+01,8.291750808e+01,4.840216400e+01,6.611553402e+01,9.009387385e+01,9.613850056e+01,3.913793585e+01,7.516503759e+00,2.708152732e+01,3.704380689e+01,7.992355050e+01,9.709759838e+01,1.007989940e+01
2.948581981e+01,7.631930042e+01,8.448371334e+01,5.360157919e+01,3.796345835e+01,8.737606409e+01,8.073046342e+00,8.276860295e+01,3.166983538e+01,8.297538001e+00,5.386683452e+01,2.970789407e+01,6.026666766e+01,4.331497773e+01
5.024641859e+01,4.389007087e+01,9.361773385e+01,6.594608593e+01,1.599765378e+01,7.168824603e+01,3.723644856e+01,2.853248598e+01,7.890135323e+01,7.027814043e+01,6.707279192e+01,3.520859717e+01,6.723237947e+01,1.015834427e+01
2.597398872e+01,7.789039236e+00,4.740337625e+01,3.792575213e+01,1.043673483e+01,2.833422018e+01,4.241976849e+01,4.771082826e+01,4.064406087e+00,6.206387204e+01,2.302981331e+01,6.217784582e+01,6.039674246e+01,5.608687118e+01
5.648735141e+01,3.491008246e+01,6.885421602e+01,3.836962680e+01,4.951652103e+00,5.536905782e-01,9.539237053e+01,1.108122810e+01,6.854551259e+01,4.496267385e+01,1.151874228e+01,4.752192661e+01,6.684116922e+01,4.673090504e+01
1.278677847e+01,8.645469697e+01,7.621980242e+01,6.857952978e+01,7.354017500e+01,9.758281873e+01,6.134273238e+01,8.913042650e+01,8.613531918e+01,6.794403133e+01,1.040697379e+01,6.867817378e+01,1.921754163e+01,8.111778274e+01
1.023347729e+01,4.043387576e+01,7.177734099e+00,2.183653903e+01,1.096726283e+00,3.561861151e+01,5.090651016e+01,6.872845980e+01,6.930256408e+01,1.764689412e+01,3.766011225e+01,4.768401225e+01,7.948526508e+01,2.581652286e+01
3.936030059e+01,2.530379207e+01,6.549233795e+00,4.951363176e+01,2.850200977e+00,1.927268426e+01,1.962319303e+01,5.970088186e+01,1.229040396e+01,9.865710749e+01,9.909439068e+01,1.987397316e+01,6.788381670e+01,6.163450350e+01
2.014210271e+00,8.869923928e+01,3.799066380e+01,7.416840658e+00,2.269679966e+01,3.815717585e+01,4.673077793e+01,4.383324628e+01,7.807725587e+01,8.647992674e+00,4.340186294e+01,7.609389109e+01,7.020816851e+01,9.837457615e+01
4.039789879e+01,4.628664648e+01,8.147923118e+01,2.046875790e+01,2.044141973e+01,6.474406646e+01,9.378798234e+01,2.287632777e+01,9.672990789e+01,2.850885547e+01,7.145250278e+01,1.388657967e+01,8.165621689e+01,6.571100851e+01
