v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16
9.810494425e+00,1.101455685e+01,7.754422498e+01,3.042496641e+01,3.561073515e+00,7.131097841e+00,5.838983050e+01,8.530932593e+01,1.381727977e+01,1.632587943e+01,5.764557868e+01,6.779050877e+01,2.572082215e+01,2.152192617e+01,7.084888350e+01,6.267136257e+01
5.086321693e+01,3.130370721e+01,7.720163628e+01,9.043754205e+01,8.812700164e+01,1.112393987e+01,3.366633266e+01,2.756567381e+01,5.317705846e+01,6.367648885e+01,1.076373091e+01,4.630576203e+01,9.270188548e+01,9.571847816e+01,7.903020106e+01,3.291416826e+01
8.781238350e+01,2.854942861e+01,2.603501228e+01,3.138522572e+01,2.811724567e+01,9.886669895e+01,9.422943611e+01,4.379820933e+01,1.348068623e+01,4.625614424e+01,8.551556522e+01,7.636966540e+00,8.235287262e+00,7.017257529e+01,2.057449950e+01,3.422728670e+01
5.650324127e+01,9.168891126e+01,6.958948690e+01,7.947895611e+01,5.433209760e+01,7.618030946e+01,3.584553151e+01,6.557562937e+01,7.837753296e+01,6.043417904e+01,7.224590308e+01,1.951086677e+00,9.350336052e+01,9.420275958e+01,8.865462378e+01,6.025627912e+01
8.825712020e+01,5.069761063e+01,2.278594585e+01,8.829163076e+01,6.169043961e+01,9.112394295e+00,3.851202155e+01,2.034165720e+01,6.954129663e+01,2.073426134e+01,6.888661494e+01,6.587106747e+01,5.122637281e+01,9.085728902e+00,7.845981498e+01,8.681045830e+00
9.414068645e+00,5.337220449e+01,6.734534244e+01,7.811904727e+01,1.380010341e+01,8.999799491e+01,2.325953273e+01,5.066541525e+01,2.276062648e+01,6.875026687e+01,3.630862152e+01,9.720457537e+01,9.503383249e+01,1.850419164e+01,2.247561316e+01,2.141952950e+01
7.913909289e+01,1.893860313e+01,4.439468904e+01,4.063207884e+01,8.772544995e+01,8.123990327e+01,8.772716751e+01,8.569951863e+01,5.704702039e+01,4.501522560e+01,6.990683856e+01,3.025180299e+01,1.988808529e+01,9.000602433e+01,1.062576820e+01,1.756976908e+01
3.200045128e+01,1.052249991e+01,8.042074362e+01,5.843756439e+01,1.924729206e+01,7.283545573e+01,5.839579473e+00,1.609461218e+00,6.604486237e+01,1.340265947e+01,9.717131112e+01,6.672238638e+01,3.750289569e+01,8.692869313e+01,5.802953161e+01,1.566264053e+01
1.304160861e+01,9.180935495e+01,2.855026889e+01,2.872504214e+01,4.723741432e+01,6.129576209e+01,1.135019025e+01,1.189668186e+00,9.819592584e+01,7.000953991e+00,9.978200871e+01,8.465043927e+01,2.925791553e+01,7.734081896e+01,5.052082085e+01,3.578412835e+01
2.297623020e+00,2.260481337e+01,3.443777244e+01,1.438739215e+01,3.721115038e+01,8.904175279e+01,7.780205398e+01,7.727938958e+01,6.461010305e+01,6.652175152e+01,7.461344906e+01,4.572550983e+01,9.825838226e+01,5.472040213e+01,4.156171385e+01,2.081410222e+01
4.053351750e+01,7.983434458e+01,7.532666292e+01,9.409551047e+01,1.933012334e+01,1.339621088e+01,8.999378921e+01,5.542949721e+01,3.783503279e+01,6.935188915e+01,6.766984516e+01,2.963788723e+01,7.919282494e+01,3.477809573e+00,3.852112528e+01,6.357810270e+01
6.792855328e+01,1.229136769e+01,9.689840110e+01,1.052085943e+01,2.157784060e+01,1.488487413e+01,9.234709268e+01,6.811240333e+00,9.204491037e+01,2.105570800e+01,9.961332288e+01,4.436194868e+01,5.369224732e+01,6.097595750e+01,4.971840808e+01,6.249284388e+00
5.375389319e+01,2.515212519e+01,5.735507162e+01,3.085056504e+01,9.262611465e+01,7.250919683e+01,3.417832630e+01,9.946960866e+01,5.669373529e+01,7.822512640e+01,2.921391827e+00,9.463775829e+01,6.008306908e+01,1.718463526e+01,2.114510524e+01,3.272625017e+01
2.746368725e+01,3.425096700e+01,1.340969681e+01,8.258598406e-01,1.491374549e+00,5.010704581e+01,3.561230966e+01,7.992206271e+01,2.351161422e+01,6.273420109e+01,5.979023119e+01,8.240247829e+01,4.690168958e+01,5.204116718e+01,8.679100623e+00,7.923620061e+01
7.119906897e+01,5.254384404e+01,2.400929726e+00,9.518273441e+01,5.247968306e+01,1.555858627e+00,1.916050585e+01,5.609378903e+01,4.602085281e+01,3.320034071e+00,3.565814137e+01,6.928500549e+01,1.620311312e+01,3.378101051e+01,3.586665648e+01,1.372614248e+01
3.866513852e+01,6.493057403e+01,4.766044568e+01,6.795905903e+01,5.755356414e+01,4.331494808e+01,4.972183968e+01,7.263516123e+01,6.436455783e+01,2.893063153e+01,2.153629874e+01,2.715976120e+00,1.224484962e+01,9.479227358e+01,4.170101556e+01,8.510522444e+01
5.718510610e+01,4.815867112e+01,2.888245068e+01,9.859837205e+01,3.285308926e+01,7.151656847e+01,6.778505744e+01,9.120086221e+01,4.693421875e+01,6.333195234e+01,3.460069068e+01,6.617652490e+01,2.519387027e+01,2.050989016e-01,8.341438079e+01,4.401497282e+01
4.980767197e+00,8.118933785e+01,2.759468376e+01,4.757698551e+01,5.194694253e+01,9.984216359e+01,1.960070683e+01,2.141918235e+01,5.011750693e+01,1.144962351e+00,7.301542924e+01,6.748889391e+01,5.672211066e+01,1.622880922e+00,8.479487812e+01,7.398689093e+01
5.636121595e+01,8.101260905e+01,4.266449423e+01,1.513438708e+01,8.499106488e+01,9.651165180e+01,2.065369804e+01,8.908409258e+01,1.202491023e+01,7.632253969e+01,9.135248761e+01,9.480234507e+01,1.099022639e+01,4.004785574e+01,7.544823228e+01,7.091003690e+01
4.800946316e+01,9.286771297e+01,1.784677246e+01,2.260302662e-01,1.123947787e+01,4.319439683e+01,2.852942961e+01,7.203768953e+01,5.442264039e+01,8.031582597e+01,2.092199444e+01,8.487217549e+00,8.108768025e+00,6.193870384e+01,9.531188676e+01,1.358747172e+01
5.880313602e+01,1.853849283e+01,9.065210815e+01,4.142505645e+01,2.797178172e+01,9.656189538e+00,1.190950168e+01,7.594632306e+01,3.627055566e+01,6.398611805e+01,8.119021109e+01,1.802970921e+00,8.388251881e+01,9.754295002e+01,7.169625672e+01,2.273123699e+01
3.546016243e+01,5.656448388e+01,2.196894000e+01,1.808460990e+01,3.113797897e+01,4.732283483e+01,8.419958300e+01,7.904765987e+01,3.850437494e+01,3.334348678e+01,8.790091725e+01,1.663999631e+00,1.945208879e+01,3.074311087e+01,9.854446030e+01,4.161608006e+01
6.679640951e+01,4.454278957e+01,8.059256234e+01,5.242872629e+01,5.737896984e+01,8.466673243e+01,4.017841877e+01,7.098019907e+01,8.158148476e+01,5.155945563e+01,3.585652874e+01,4.482977725e+01,3.772344164e+01,6.640415313e+01,2.117193992e+00,3.053612765e+00
8.258674366e+01,9.010729539e+01,5.071735809e+01,9.687974497e+01,6.922843903e+01,1.364263794e+01,2.688221775e+01,8.133915702e+01,7.645597416e+01,7.803676030e+01,8.871723510e+01,5.956735877e+01,7.766142257e+01,8.269071087e+01,1.411894159e+01,6.102087340e+01
4.122998044e+01,2.503035200e-01,4.203935982e+01,8.420340167e+01,1.460769154e+01,2.147178278e+01,7.413803360e+01,8.333415570e+01,2.088239923e+01,4.548271793e+01,1.258001027e+01,2.906493557e+01,9.871951025e+01,5.699240085e+01,6.245463928e+01,8.762249074e+01
4.741493086e+01,9.023707287e+01,3.120514015e+01,8.715950147e+01,7.426598285e+01,5.894601601e+01,7.653847541e+01,7.612332935e+01,8.309972353e+01,9.282821427e+01,1.718369256e+01,7.599208391e+00,2.726968846e+01,1.352775941e+01,1.673040662e+00,6.885225654e+01
1.745094174e+01,1.284254408e+01,1.220129813e+01,5.266495038e+01,5.614468242e+01,3.558973808e+01,2.979155958e+01,7.510972149e+01,8.418807149e+01,9.276957070e+01,3.108626176e+01,7.156901132e+01,1.601877066e+01,8.522972299e+01,5.653801408e+01,7.874296650e+01
1.775360640e+01,1.414552747e+01,6.586945519e+01,8.285635378e+01,3.667925585e+01,7.039098346e+01,7.676085083e+01,2.490972179e+01,1.082103299e+01,4.791529890e+00,6.985287387e+01,6.012564031e+01,9.211596635e+01,2.750475650e+01,6.480550258e+01,8.028362722e+01
6.661317705e+01,2.838762926e+01,2.790563086e+01,3.505373587e+01,5.965979941e+00,2.777097621e+01,9.999570461e+01,3.055317521e+00,5.196739491e+01,5.404404628e+01,4.722488480e+00,6.944358860e+01,8.033007709e+01,8.795837480e+01,1.995702896e+01,1.719453399e+01
9.860518529e+01,3.009612497e+01,7.872463288e+01,1.342341604e+00,2.740725544e+01,2.347844715e+01,9.254486136e+00,1.759353875e+01,6.209133508e+00,2.439928039e+01,7.429445972e+01,6.907224885e+01,3.079888245e+01,9.113379049e+01,5.750103329e+01,3.736062523e+01
6.881368762e+01,7.438508900e+01,1.392030967e+01,7.527424771e+01,1.538203767e+01,4.228000770e+00,6.586656861e+01,3.590473612e+01,3.099705754e+01,4.338701614e+01,3.098295846e+01,5.611259696e+01,4.025210163e+01,8.289138244e+01,4.412225500e+01,2.234347293e+01
5.728208236e+01,4.070324654e+01,8.114808192e+01,7.458859999e+01,6.499334012e+01,5.908357430e+01,2.476382324e-01,1.897762875e+00,6.805815293e+00,6.477113490e+01,2.014117454e+01,3.247847195e+01,2.222089219e+01,8.838232685e+01,9.405193175e+01,2.439327162e+01
6.290564611e+01,7.340688920e+01,9.130618167e+01,2.078522508e+01,7.467931226e+01,1.031409011e+00,8.901316108e+01,9.806638935e+01,3.549895221e+01,5.991402461e+00,3.000058906e+01,9.960049983e+01,4.948833078e+01,3.331438627e+01,2.416534121e+01,9.417129019e+01
8.051791201e+01,7.032472975e+00,1.319609622e+01,4.706064191e+01,8.482630123e+01,6.931585929e+01,6.989028118e+01,5.451279091e+01,7.412159202e+01,9.893377870e+01,3.805016561e+01,1.092506628e+01,2.076447351e+01,1.624091715e+01,6.433615549e+01,4.885204936e+01
8.601031860e+01,9.027970482e+00,9.301222914e+01,3.800427897e+01,2.711628633e+00,4.806188222e+01,5.961954520e+01,9.925837116e+01,7.809545199e+01,6.447971817e+01,2.053490862e+01,3.032206896e+01,2.029504748e+01,7.091274137e+01,2.571234636e+01,5.427832138e+01
9.566675381e+01,9.496283856e+01,3.400088778e+00,5.361089339e+01,5.531556894e+01,6.718535114e+01,9.120283157e+01,9.981830448e+00,6.055514327e+01,8.336265570e+01,4.683630332e+01,8.668735901e+01,8.404431319e+01,8.177226947e+01,8.158049762e+01,7.787359362e+01
2.622548023e+01,5.973948874e+01,9.030204329e+00,4.462836956e+01,9.186059262e-01,2.599428795e+01,1.517587264e+01,2.202395607e+01,8.972433273e+01,2.323561342e+01,7.104616838e+01,5.885396927e+01,4.544239776e+01,8.141227538e+01,3.194753823e+01,9.545959728e+01
6.311885937e+01,3.994911171e+01,4.063105932e+01,1.168522894e+01,1.716846052e+00,4.117238821e+01,5.167008500e+01,1.317143071e+01,5.650800190e+00,5.734500608e+01,1.697541685e+01,3.719725286e+01,6.521329108e+01,6.355594865e+01,4.768099501e+01,6.822614918e+01
3.790859072e+01,9.667430780e+01,7.910600801e+01,3.566093146e+00,2.075624344e+01,2.713368043e+01,6.393944328e+01,3.688003518e+01,4.125938120e+01,3.683421396e+01,6.106901078e+01,1.719312868e+01,5.487287889e+01,2.023885100e+01,9.726035631e+01,4.794377532e+01
3.432690936e+01,7.162657066e+01,1.863611338e+01,1.908446292e+01,3.002328899e+01,5.552513851e+01,2.210234448e+01,4.640528608e+01,4.251043353e+01,9.590973530e+01,9.071353649e+00,6.951481493e+01,6.728753928e+01,2.756382658e+00,2.477053359e+01,3.189211407e+01
9.307820314e+01,8.245133553e+00,4.281370392e+01,2.512785848e+01,8.886733535e+01,6.286880952e+01,2.581458536e+01,6.745414263e+01,5.182870823e+01,9.453271198e+01,9.344611977e+01,3.446037959e+01,9.009768094e+01,1.213337737e+01,5.433168979e+01,9.298251945e+01
6.999421594e+01,1.090712302e+01,7.768813028e+00,7.464202761e+01,6.787608920e+01,1.553372052e+01,7.035008887e-01,5.605164243e+00,5.725190239e+01,7.894548899e+01,5.461681413e+01,4.197973103e+01,1.526267083e+01,9.448994765e+01,5.217969508e+00,2.652802273e+01
2.641777931e+01,5.741252601e+01,6.277366817e+01,1.349470319e+01,4.336128449e+01,1.299476633e+01,6.804618587e+00,5.841197577e+01,4.580719406e+00,9.517704557e+01,1.483098932e+01,6.172901784e+01,9.599035768e+00,6.968604673e+01,8.183877731e+01,8.503225584e+01
1.156997368e+01,1.305664593e+01,7.296187276e+01,4.378401846e+01,7.660741680e+00,6.567925161e+01,1.151537780e+01,3.846188488e+01,9.519824444e+01,7.995151493e+01,4.202284227e+01,7.447416226e+01,3.337496551e+01,1.265352550e+01,2.799303430e+01,2.311578270e+01
8.098880029e+01,6.139791555e+01,5.799052051e+01,6.814305447e+01,2.586215709e+01,9.427360636e+01,9.039202304e+01,3.895819563e+01,5.775418462e+01,6.643374550e+01,8.968048396e+01,3.057755614e+01,2.736409231e+01,4.721156526e+01,5.890435944e+01,1.971078108e+01
6.380089813e+00,7.961938780e+01,1.082184096e+01,2.526640955e+01,5.141735971e+01,9.172186563e+01,1.446965592e+01,8.644920519e+01,8.248578425e+01,5.355648969e+01,2.389369702e+00,6.715756002e+01,3.644776485e+01,8.950316938e+01,9.972000678e+01,5.163744485e+01
8.177041995e+01,9.531326595e+01,2.496398684e+01,7.123969833e+01,1.719915518e+01,5.960085726e+01,1.856075017e+01,8.782390809e+01,7.787676503e+01,4.952246001e+01,7.985893937e+01,9.843444811e+01,5.923649476e+01,8.016690953e+01,4.847663203e+01,4.571206536e+01
4.968020088e+01,7.803653950e+01,7.353222710e+01,9.312507269e+01,3.134759625e+01,3.634418764e+01,6.162883845e+01,6.756066120e+01,9.353455074e+00,4.480035668e+01,3.736466110e+01,6.847664466e+01,5.385335262e+01,8.960192991e+01,8.076497288e+01,2.746056745e+01
6.965902043e+01,6.504688972e+01,7.383675635e+01,7.321351941e+01,1.330556587e+01,8.197296567e+01,4.678202971e+01,1.564333114e+01,4.538934255e+01,4.873944601e+01,9.222115168e+01,6.501008702e+01,6.671488690e+00,9.523220979e+01,3.884680385e+01,9.733946327e+01
7.291590974e+01,2.527079472e+01,6.490092304e+01,3.855083220e+01,2.634612024e+01,2.628940352e+01,3.994682282e+01,3.672997519e+01,5.536520825e+01,2.407246268e+01,4.589399002e+01,1.693053371e+01,6.514349758e+01,9.085490141e+01,7.995869473e+01,7.468523315e+01
7.419794602e+00,8.857589106e-01,2.128568614e+01,2.834094454e+01,1.176328166e+01,6.682063203e+01,4.954771187e+01,1.766814691e+01,7.151702175e+01,4.671846811e+01,8.976112345e+01,2.112647125e+00,5.794999149e+01,4.143302403e+01,4.001470705e+01,5.336576068e+01
5.242671291e+01,3.561041248e+00,8.240746026e+01,1.027643788e+01,8.164808338e+01,4.244286891e+01,5.875570970e+01,9.202991162e+01,6.154456000e+01,8.300642384e+00,7.809920065e+01,4.847791734e+01,5.024871764e+01,1.783140992e+01,1.212226554e+01,4.913910155e+01
3.163471281e+01,8.891656066e+01,8.457215503e+01,8.115127640e+01,9.815852665e+01,4.216670441e+01,4.904391727e+01,1.020525550e+01,5.141906428e+01,3.821754378e+01,8.382921281e+01,3.928045603e+01,2.404423050e+01,1.750038927e+00,8.080148284e+01,3.095372763e+01
4.550591186e+01,8.565583192e+01,5.402286903e+01,3.153931283e+01,1.209769438e+01,1.420229279e+01,3.247379839e+01,9.599452819e+01,1.644145573e+01,7.954291668e+01,5.024083980e+01,3.994762615e+01,8.894247768e+01,3.083622580e+01,5.626041665e+01,6.220223287e+01
5.321910414e+01,1.211425107e+01,4.786784933e+01,4.601351517e+01,8.204318954e+01,9.236657329e+01,1.580880984e+01,8.638604701e+00,1.829612764e+01,9.237426738e+01,2.640619328e+01,9.513726333e+01,3.490990370e+01,4.750228964e+01,1.594926333e+01,6.776070672e+01
5.001572967e+01,4.535784928e+01,9.857624316e+01,5.131097700e+01,5.421588297e+00,8.732597624e+01,5.052821969e+01,6.942542379e+01,5.059072657e+01,1.950927438e+01,1.785149023e+01,2.789918417e+01,2.397937543e+01,3.799250801e+01,7.506986982e+01,5.555973168e+01
7.344214443e+01,5.693966197e+01,1.147336203e+01,5.129395766e+01,7.733756312e+01,8.508669214e+01,4.330295783e+01,1.042011036e+01,2.889111412e+01,5.562299618e+01,6.018966230e+01,4.610487031e+00,5.523308020e+00,7.562767593e+01,6.301003033e+01,3.778955135e+01
8.672627996e+01,7.506762905e+01,4.998842109e+01,1.018144235e+01,1.104656647e+01,2.410688707e+01,7.972874372e+01,3.314074797e+01,7.954204358e+01,7.744223343e+01,5.708688764e-01,6.681507188e+01,9.264852117e+01,2.878364984e+01,2.292307294e+01,4.919972642e+00
8.018784059e+01,7.110143672e+00,6.903149566e+01,7.578541333e+01,3.649266368e-01,4.539743282e+01,4.167106273e+01,6.182979231e+01,9.696749467e+01,6.183369851e+01,5.373647109e+01,7.874182205e+01,5.703483185e+01,7.409213085e+01,1.156228837e+01,6.725916031e+01
9.380407026e+00,2.069617144e+01,9.706704448e+01,4.211092624e+00,5.006226471e+01,7.718330163e+01,7.071479989e+01,3.625218290e+01,4.946286640e+00,8.382728490e+01,5.386370251e+01,9.110121523e+01,1.792562346e+01,7.161679114e+01,9.240545657e+01,2.349909477e+01
4.839833449e+01,3.938222162e+01,3.302022131e+01,1.475037361e+01,1.144454767e+01,9.718890994e+01,4.040719277e+01,4.581627572e+01,3.062391454e+00,5.503511638e+01,8.017167224e+01,4.404839774e+01,9.577332058e+01,4.105130055e+01,2.469570863e+01,6.549749583e+01
9.330475366e+01,7.495045033e+01,5.696372780e+01,1.270568393e+01,6.852543535e+01,5.091419232e+01,3.390171994e+01,9.284811997e+01,6.518009053e+01,7.582920461e+01,4.341949844e+01,9.249661962e+01,4.206282333e+01,8.436837350e+01,3.474690942e+01,7.210083833e+01
2.800867136e+01,3.142110522e+01,9.902329577e+01,5.421350927e+01,9.673097257e+01,3.204155355e+01,5.604107135e+01,3.467595744e+01,9.223236446e+00,3.201404350e+01,6.717313215e+01,6.421608651e+01,5.093471701e+01,8.786818048e+01,1.606977874e+01,9.821698143e+01
2.232175594e+01,1.178213444e+01,8.300396085e+01,5.480142648e+01,6.369461498e+01,2.834299306e+01,2.196783565e+01,1.686027986e+01,1.438008640e+01,1.983750660e+01,5.070774896e+01,6.461127735e+01,3.890310179e+01,2.677171203e+00,1.969685721e+01,3.072716070e+01
8.830341111e+01,2.490231712e+01,3.917642236e+01,2.857020187e+01,6.186680842e+00,1.501658621e+01,4.574661291e+01,3.584652593e+01,4.169059796e+01,7.554003060e+01,7.316877928e+01,6.188294004e+01,1.669610278e+01,9.636878178e+01,5.610640335e+01,8.831855593e+01
8.445225627e+01,2.405597687e+00,3.146000607e+01,5.455499951e+01,2.641259023e+01,2.316614046e+01,6.703648807e+01,3.504301143e+01,6.878925683e+01,2.875763683e+01,4.146965885e+01,5.087840631e+01,8.483498109e+01,4.413931091e+01,1.051785388e+01,4.534651432e+01
1.781017895e+01,5.765448879e+01,5.368487866e+01,4.177345946e+01,1.397311909e+01,5.726688833e+01,5.301464010e+01,3.933840723e+01,6.782339561e+01,8.120709079e+01,3.728725677e+01,5.629920135e+01,7.102457133e+01,6.659956939e+00,3.653283382e+01,3.545725250e+01
2.495302340e+01,3.182651611e+01,8.160463332e+01,8.033576519e+01,1.493994225e+01,9.309258190e+01,8.894896745e+01,5.119366919e+01,2.865666996e+01,2.372564630e+01,6.117078740e+01,4.660168272e+01,5.981167101e+01,4.998874025e+01,3.190678409e+00,4.387158348e+01
6.281431655e+01,3.125603672e+01,4.682353893e+00,8.962762655e+01,2.870801435e+01,2.222648986e+01,6.995656758e+01,1.824041784e+01,3.562633373e+01,8.764102824e+01,8.332539392e+01,2.986476179e+01,7.498108294e+01,3.451006414e+01,8.415702197e+01,1.850554670e+01
6.839147791e+01,8.960101889e+01,5.784580795e+00,4.120805335e+01,5.804978718e+01,3.021812669e+01,4.195589651e+01,4.411950885e+01,9.065849620e+01,9.167005022e+01,1.580629486e+01,1.422648231e+01,6.711850924e+01,5.042581495e+01,5.977502004e+01,7.625727755e+01
5.948501921e+01,1.442461226e+01,2.477801448e+01,1.797922801e+01,6.344440164e+01,9.278481363e+01,2.964055238e+01,7.184272045e+01,9.675382668e+01,2.337869224e+01,7.926315602e+01,2.845064331e+01,2.820308617e+01,7.523728321e+01,3.203589234e+01,4.510200965e+01
8.361856258e+01,3.885745585e+01,1.505978105e+01,7.360408890e+00,4.094311432e+01,1.573484294e+01,6.277313869e+01,7.546339526e+01,7.078503138e+01,1.179374380e+01,2.835720707e+01,5.164553645e+01,6.249317914e+00,2.972651318e+01,5.385745720e+01,9.205856298e+01
9.163940178e+01,6.738172637e+01,9.885963491e+01,9.456017491e+01,2.803868486e+01,2.937839446e+01,7.616274290e+01,5.041320169e+01,8.100472835e+01,7.358647833e+01,4.390748403e+01,6.662339162e+01,8.306392561e+01,7.332153534e+01,7.953009461e+00,5.268034406e+01
6.788861977e+01,5.345592120e+01,6.674934751e+01,2.995055848e+01,6.351164914e+01,1.438077032e+01,1.730417782e+01,1.276799893e+01,8.586463861e+01,5.809265809e+01,4.870367011e+01,2.920554985e+01,6.500038183e+01,9.684060177e+01,8.221905501e+01,1.295586581e+01
4.221202229e+01,7.536608523e+01,7.511753944e+01,4.537618289e+01,3.619162860e+01,2.307825710e+01,5.070881290e+01,2.531881195e+01,8.178194985e+01,1.946057873e+00,1.923381446e+01,8.819319085e+01,1.053485309e+01,7.385898591e+01,5.339199292e+01,7.943309122e+01
5.346073929e+01,5.208187378e+01,7.460097936e+01,9.602365706e+01,2.520903574e+01,6.016602108e+01,2.795721673e+01,7.034265269e+01,8.477707111e+01,8.835028579e+01,1.948825191e+01,3.906492038e+01,9.914608287e+01,4.845086033e+01,9.043283806e+00,7.832624740e+01
4.714518928e+01,9.459934542e+01,8.368137686e+01,6.443013095e+01,5.910753646e+01,9.108612969e+01,2.948506320e+01,3.217621387e+01,9.637926733e+01,1.672005495e+01,7.039187779e+01,3.090662033e+01,7.091055735e+01,6.915903465e+01,2.354666538e+01,8.641205782e+01
7.644154009e+01,2.609558166e+00,3.203127168e+01,8.856806630e+01,2.940132519e+01,1.168720828e+01,8.544061933e+01,1.366694355e+01,5.919738052e+01,1.088007827e+01,8.617102786e+01,6.916976211e+01,9.187951387e+01,3.627068556e+01,2.518794726e+01,4.992337057e+01
7.334434264e+01,2.051881787e+01,8.882430196e-01,8.365698575e+01,7.072312634e+01,1.064844980e+01,7.637217025e+01,9.347346825e+01,9.360295768e+01,2.858316620e+01,7.072373484e+01,9.899058154e+01,2.205773594e+01,9.615939343e+01,7.532224488e+01,7.963917204e+01
7.033153421e+01,3.641040117e+01,5.025234388e+01,8.748481517e+01,6.868728616e+01,9.995071606e+01,8.394074743e+01,3.811647774e+01,2.502229708e-01,7.309810311e+01,6.088098174e+00,1.324595988e+01,8.981558598e+01,5.321860721e+01,6.192722198e+01,4.814802428e+01
8.855451222e+01,6.573800375e+01,6.020737335e+01,2.861912256e+00,9.642726248e+01,5.884304634e+01,3.264148289e+01,1.065734593e+01,3.259252814e+01,3.305292275e+01,1.279578872e+01,5.107168306e+00,1.761619615e+01,5.122669497e+01,7.059630774e+01,5.511860607e+00
3.443415648e+01,4.300955628e+01,8.967076315e+01,4.910266558e+01,9.664239207e+01,2.023929319e+01,1.833609281e+01,4.388713238e+01,7.320905875e+01,2.524104370e+01,8.195256871e+01,3.319751720e+00,1.589879727e+01,3.830578527e+01,3.593819161e+01,7.843739297e+01
2.987310828e+01,4.347375608e+01,2.935548000e+01,1.362312987e+01,1.124132373e+00,6.236739376e+01,8.456335864e+01,7.980376780e+01,8.786845085e+01,1.966718686e+01,1.280405948e+01,4.778239504e+00,4.668689343e+01,5.687847050e+01,8.261629053e+01,8.272241197e+01
4.983350221e+01,7.295165121e+01,2.266397767e+01,9.357413075e+01,8.080291259e+00,2.127481981e+01,5.697840678e+01,5.786163609e+01,9.304707360e+01,4.354315626e+01,4.117862521e+01,8.957278796e+01,7.502131881e+01,6.014048326e+00,3.407507699e+01,4.036453787e+00
4.886720636e+01,4.894765485e+01,3.336174888e+01,2.000116562e+01,6.095168313e+01,9.017961133e+01,9.283209242e+01,9.098763146e+01,8.893903146e+00,4.051126114e+01,1.132881080e+01,3.312005388e+01,4.812811610e+01,5.491387223e+01,1.311977906e+01,9.093626687e+01
6.089878428e+01,5.053120925e+01,3.959506836e+01,2.720034487e+01,1.369132246e+01,7.811378780e+01,6.547315785e+00,5.718766864e+01,8.905879607e+01,8.875829738e+01,5.047369922e+01,5.605432130e+01,5.192920996e+01,5.200527419e+00,9.700940324e+01,5.037573492e+01
8.860235348e+01,1.728197292e+00,2.899790617e+01,2.630682688e+01,9.713350593e+01,5.567475393e+01,4.600590560e+01,8.945320492e+01,5.718147247e+01,7.286875466e+01,9.993801056e+01,5.127812226e+01,3.905138311e+01,1.776651684e+01,5.872968507e+01,3.418480561e+01
8.896223815e+01,9.910710994e+01,6.563046753e+01,8.479357147e+01,6.669312271e+01,2.908726149e+01,1.500049191e+01,6.595709874e+01,3.468820755e+01,5.700015054e+01,6.317710222e+01,8.068476170e+01,9.225481365e+01,1.501097717e+01,6.259925438e+01,8.423800481e+00
3.199585901e+01,8.095543154e+01,8.030323064e+01,5.586736808e+01,9.335703136e+01,1.808005250e+01,7.333624762e+00,7.815571596e+01,4.001576858e+00,7.051498195e+01,2.049352110e+01,5.119539026e+01,4.342368776e+01,3.390621659e+01,3.325199399e+01,2.190027510e+01
9.116719848e+01,9.002184388e+01,9.833333451e+01,4.845048578e+01,2.709674211e+01,9.180041331e+01,9.740040812e+01,6.530865037e+01,8.387526711e+01,1.802007437e+01,5.404836167e+01,6.146702171e+01,7.205531734e+01,2.164072338e+01,9.075810646e+01,9.454247542e+01
7.889770313e+01,4.826607880e+01,8.712505761e+01,1.889263992e+01,4.006488551e+01,9.558362222e+00,2.761177984e+01,4.886361196e+01,5.380216354e+01,8.377212756e+01,1.540597510e+01,8.250161370e+01,3.242708486e+01,8.976813869e+01,8.217858116e+01,6.683491902e+01
1.553771807e+01,2.977376336e+01,2.466194632e+01,3.395675298e+01,5.773279739e+01,7.182342319e+01,3.210953161e+01,8.977191595e+01,6.981129633e+01,8.323297734e+01,5.792606875e+01,3.229531525e+01,9.058852158e+01,8.007163914e+01,6.945581071e+01,6.182079547e+00
6.771637122e+01,4.460300125e+01,7.099512391e+01,1.724114618e+01,6.062496469e+01,3.669634447e+01,1.261734478e+00,1.851215032e+01,8.600902339e+01,5.555124582e+01,3.156381820e+00,9.554884821e+00,3.713428198e+01,7.010902367e+00,4.084737690e+01,6.418631049e+01
2.725857798e+01,6.434935760e+01,4.305771430e+01,4.957099478e+01,5.245838265e+00,5.671635508e+01,9.834210896e+01,1.621410510e+01,9.605122877e+01,6.626985509e+01,8.762664474e+01,6.857913143e+01,1.754589708e+01,8.320925136e+01,8.777885682e+01,8.036216753e+01
2.826191111e+01,9.555086239e+01,5.170084415e+01,3.312435967e+01,5.280843915e+01,2.002294211e+01,8.094795409e+01,6.291292861e+01,4.449476555e+01,6.796262572e+01,9.674904784e+01,5.221537630e+01,6.850818768e+01,3.767055577e+01,8.484598490e+01,8.395489714e+01
9.939134966e+01,9.151302864e+01,5.905120982e+01,6.838233632e+01,9.296850004e+01,8.403112457e+01,6.551264533e+01,2.319226077e+01,9.829308680e+01,8.043560642e+01,9.277878325e+01,3.239511298e+01,4.106994171e+01,3.825391347e+01,4.456333863e+01,7.055230087e+01
