v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42
5.912767423e+01,2.080139956e+01,7.427681059e+01,2.218580062e+01,3.815249457e+01,6.356597341e+01,1.679388220e+01,3.799089312e+01,7.600532056e+00,6.490522498e+01,5.834555934e+01,8.878574478e+01,8.460469248e+01,4.488756199e+01,5.235573584e+00,2.659894846e+01,6.302180274e+01,6.090964908e+01,5.694890684e+01,9.988812544e+01,7.454442767e+01,7.009541339e+01,3.163883331e+01,3.306902358e+01,4.358100027e+01,2.512851301e+01,3.542544410e+00,6.699608036e+01,6.335948131e+00,1.493156467e+01,3.614814055e+00,3.215442410e+01,9.803698342e+01,7.391713007e+01,3.598033751e+01,1.521561769e+01,9.783858196e+01,4.007279747e+01,1.399159449e+01,4.282511759e+01,2.611989324e+00,2.451245774e+01
1.508333382e+01,9.405559107e+01,5.984268637e+01,5.084666877e+01,1.462629607e+01,8.303646458e+01,8.329405734e+01,3.094178336e+01,6.689581084e+01,8.249651878e+01,1.383499611e+01,4.577021102e+01,1.417396861e+01,2.385290685e+01,2.481096454e+00,4.716155992e+01,9.915157840e+01,7.536158857e+01,6.201390114e+00,1.303539943e+01,7.901820237e+01,6.384245452e+01,2.648761919e+01,3.664482006e+01,5.144704867e+01,6.793697471e+01,3.856966837e+01,7.408720496e+01,1.024397000e+01,9.923881341e+01,4.689859147e+01,6.111106054e+01,7.269290043e+01,1.956414849e+01,9.570392167e+01,5.842945571e+01,9.729694855e+01,9.271554700e+01,4.013158581e+01,8.296563966e+00,3.272031927e+01,2.152175157e+01
6.572502635e+01,8.245404273e+01,4.323365394e+01,7.525373798e+01,9.839001182e+01,1.170163061e+01,5.478768723e+01,2.424371214e+01,9.553828387e+01,9.094783314e+01,1.187451657e+01,2.764696108e+00,1.571830810e+01,9.914653428e+01,3.307747521e+00,5.435716987e+01,5.720708656e+00,6.696636491e+01,8.768978555e+01,6.861866515e+01,1.113927046e+01,9.909549424e+01,7.715538455e+01,5.537817014e+01,5.746113856e+01,4.914310681e+01,6.106598286e+01,8.756642976e+01,8.548942840e+01,1.865242092e+01,2.552873050e+01,4.860112619e+01,5.397394442e+01,8.707005885e+01,2.024216059e-01,8.692358538e+01,2.478733006e+01,2.376766554e+01,3.964817897e+01,4.488859123e+01,9.696998159e+01,1.360366713e+01
8.955223900e+01,2.786060902e+00,5.801076507e+00,5.113626245e+00,8.707551068e+01,3.063952430e+01,7.354108072e+01,8.228682925e+01,5.239096908e+01,9.772107179e+01,5.043418883e+01,7.437957479e+01,5.186220759e+01,9.363051999e+01,8.106478668e+01,8.639585266e+01,2.370774232e+01,3.662167702e+01,5.463286178e+00,3.021785103e+01,1.477033071e+01,8.151409593e+01,5.205099585e+01,6.641112727e+01,4.381407096e+01,5.623916389e+01,9.388400676e+00,4.180334699e+01,5.092373680e+01,2.810043505e+01,3.810258815e+01,8.427622350e+01,2.898130799e+01,9.407606513e+01,6.215702253e+01,7.388070100e+00,3.841740148e+01,9.783561631e+01,7.322032958e+01,6.336563396e+01,2.526619475e+01,4.651400780e+01
6.938069276e+00,1.818228863e+01,7.113976220e+01,1.448768454e+01,1.701398414e+00,8.886415640e+01,6.660093135e+01,9.268627395e+01,9.660020266e+01,5.011153215e+01,7.503508783e+01,4.070633215e+00,4.310940968e+01,6.410202440e+01,1.223235006e+01,5.223581534e+01,5.731815210e+01,2.732429829e+01,9.400026713e+01,3.967456505e+01,8.100698553e+01,8.374756474e+01,3.525552051e+00,4.136575493e+01,4.253608433e+01,9.067273777e+01,6.398305445e+01,8.070762322e+01,9.144469952e+01,6.586771491e+01,3.344348012e+01,3.481019775e+01,4.625688580e+00,6.307497395e+01,5.621746586e+01,6.520036896e+01,9.013336800e+01,4.283788983e+01,8.012011058e+01,4.064187765e+01,3.133395401e+01,2.983952733e-02
1.905031390e+01,9.377412988e+01,1.316319098e+01,1.342150473e+01,9.507567787e+01,6.032540033e+01,1.761428879e+00,5.491534606e+01,5.391892328e+01,5.226919067e+00,9.946617404e+01,7.477742069e+01,1.686309846e+01,5.645665702e+01,9.688446687e+01,7.463393066e+01,7.125873715e+01,7.597891598e+01,3.745387144e+01,8.130369672e+00,5.428633397e+01,2.375749369e+01,7.386543163e+01,3.464915572e+01,3.267124126e+01,2.459121834e+01,9.402965789e+01,5.389662364e+01,3.271597669e+01,3.889094855e+01,4.808114344e+01,9.925447603e+01,6.029044572e+01,2.050272342e+01,1.413373824e+01,1.481187544e+01,7.834838617e+00,3.153960127e+01,9.906353516e+00,5.327057235e+01,1.695855645e+01,4.988890052e+01
3.676783347e+01,9.277730970e+01,2.608259867e+01,4.632868282e+01,5.795298353e+01,2.567892322e+01,4.594728235e+01,5.328322430e+01,2.509247675e+01,7.658873498e+01,6.460743250e+00,1.738210273e+01,4.488841470e+00,1.641950008e+01,1.811333093e+01,8.360481635e+00,7.047956002e+01,6.498794918e+01,9.863385154e+01,5.170206310e+01,7.825370894e+01,1.684038154e+00,4.694301622e+01,5.269989966e+01,5.898655124e+01,2.391333174e+01,6.722256838e+01,2.011096701e+01,3.978231085e+00,8.340384518e+01,7.323431586e+01,6.588841217e+01,4.672732300e+01,7.531483056e+01,9.711249226e+00,6.087761947e+01,5.973296683e+01,3.657438697e+01,6.764068814e+01,1.554622247e+01,4.552725963e+00,6.015826398e+01
6.238184116e+01,9.703942215e+01,3.927985712e+01,4.023097379e+01,9.865313314e+01,1.796218831e+00,7.853833166e+00,3.602487642e+01,3.412953797e+01,7.077036047e+01,2.219020631e+01,7.882518611e+01,4.991066223e+01,3.620827487e+01,1.677678696e+01,7.449530745e+01,1.051593599e+01,9.094653687e+01,5.568963416e+01,9.568248552e+01,7.125880045e+01,4.690025642e+01,6.870632960e+01,1.368746044e+01,4.601255600e+01,3.609935369e+01,9.191070107e+01,8.608395825e+01,9.402408073e+01,3.154204003e+01,6.834743160e+01,5.461522032e+00,8.893725409e+01,9.607035398e+00,1.407858808e+01,3.684606865e+01,1.749662327e+01,1.871554765e+01,9.594684308e+01,7.598431662e+01,2.469869562e+01,6.102658866e+01
8.979540363e+01,5.827878431e+01,4.226569137e+01,4.693506515e+01,4.179552435e+01,7.298361919e+01,6.954751291e+01,2.902472046e+01,3.228809710e-01,6.942818895e+01,2.868451667e+01,6.941073204e+01,3.112705069e+00,3.681512445e+01,3.476931775e+01,9.108689223e+01,6.080759021e+01,3.525683433e+01,5.209485456e+01,5.721806835e+00,7.014913351e+01,4.416122691e+01,8.969395222e+01,2.479974942e+01,3.414068386e+01,7.441618953e+01,2.366041391e+01,7.352817436e+00,5.266696117e+01,5.291426451e+01,6.155170984e+01,3.994838387e+01,6.470500557e-01,9.107245452e+01,7.053280684e+01,4.294799493e+01,7.631730672e+01,4.630303790e+01,8.512960936e+01,9.235827842e+01,4.052728645e+00,8.306173835e+01
9.508663067e+01,9.246277512e+01,1.762309154e+01,3.540968645e+01,3.672563252e+01,4.703539574e+01,1.890190499e+01,2.637832552e+00,6.959685318e+01,4.937685306e+01,4.832200513e+00,5.821944387e+01,3.696745159e+01,5.223488883e+00,1.290154472e+01,9.750482345e+01,4.900579684e+01,9.773048192e+01,3.520825986e+01,1.207930672e+00,7.081792061e+01,1.794981694e+01,7.759350893e+01,5.749263410e+01,4.856648930e+01,4.900963172e+01,2.721565844e+01,9.733329342e+00,7.816633655e+01,1.297523695e+01,1.092153494e+01,2.261231892e+01,5.844194576e+01,4.506208596e+01,4.224142914e+01,6.930831420e+01,1.104398838e+01,8.445858844e+01,4.584772245e+01,4.611252800e+01,1.786208256e+00,5.751580958e+01
7.680420381e+01,4.165261956e+01,1.475349498e+01,9.229387564e+01,7.472644734e+01,7.369432076e+01,7.383936092e+01,2.425903880e+00,7.718844734e+01,1.903614069e+01,2.285912688e+01,8.771141494e+01,2.120961036e+01,9.444559404e+01,5.032243973e+01,5.378895743e+01,6.126625340e+01,2.099005341e-01,1.030395306e+01,4.290054803e+01,3.458003059e+01,5.575636382e+01,3.038096306e+01,9.230220786e+01,1.165560630e+01,6.554738486e+01,4.216318217e+01,9.784625164e+01,1.719457311e+01,4.471239451e+01,3.098972453e+01,2.724928559e+01,8.233579998e+01,2.537054565e+01,7.904819880e+01,6.976829782e+00,3.347979701e+01,7.294597605e+01,3.555660207e+01,3.638239198e+01,9.146459405e+01,9.104788675e+01
3.432992768e+01,6.128892953e+00,3.671304705e+01,9.356731592e+01,9.595089285e+00,8.428835070e+01,3.925829607e+00,7.112130396e+01,5.934701930e+01,5.706087830e+01,4.431376790e+01,5.380898218e+01,7.798717386e+00,3.555496173e+01,1.760949487e+01,7.498768874e+01,7.750165645e+01,6.325278498e+01,8.139945784e+01,5.235650907e+01,6.891698366e+01,2.858409540e+00,6.528001669e+01,2.997177244e+01,5.770706930e+01,3.762411108e+01,5.730016506e+01,9.991540492e+01,9.379807795e+01,9.203557824e+01,5.529804218e+01,2.041499250e+01,7.280047640e+01,3.024818086e+01,9.195618131e+01,3.926934649e+00,2.022238830e+01,7.774031968e+01,2.049938698e+01,8.800428233e+01,9.784362255e+01,8.905673687e+01
1.429662024e+01,1.772872200e+01,4.843752181e+01,2.557808836e+01,1.761816144e+01,7.588217586e+01,5.944865842e+01,9.481377307e+01,5.132135780e+01,2.392419244e+01,7.636595476e+01,6.413532281e+01,5.077358245e+01,5.497653453e+01,5.710431544e+01,2.031996834e+01,1.086514031e+01,9.039591811e+01,2.247359576e+01,8.628904087e+01,1.897748965e+01,6.632754111e+01,5.711362375e+01,3.369273518e+01,6.476205271e+01,1.653650638e+00,2.437991950e+01,1.494951195e+01,8.969624382e+01,7.413508229e+01,3.238925382e+01,6.731928269e+01,5.106434883e+01,9.134611521e+01,4.268212065e+01,7.562025958e+01,1.358832579e+01,1.375667312e+01,9.455121273e+01,4.249367323e+01,3.603066260e+00,4.795822713e+01
4.657315434e+01,8.622672814e+01,7.082585623e+01,3.782396938e+01,1.824590679e+01,1.117927922e+01,7.002378734e+01,7.137361710e+01,6.759742307e+01,8.813057307e+00,4.565591946e+01,6.772785707e+00,9.709388107e+01,3.048412777e+01,8.147388256e+01,5.386065669e+01,3.922917956e+01,9.585248928e+01,7.268013366e+01,5.733291925e+01,7.313088435e+01,5.287693160e+01,8.958571993e+01,7.576474076e+01,6.639198862e+01,6.043152874e+01,2.056488629e+00,2.275049354e+01,6.782336670e+01,3.612453123e+01,4.937915615e+01,6.275828839e+01,6.337857470e+01,1.159404919e+01,2.727705000e+01,2.658103416e+01,3.586155805e+01,7.047938659e+01,1.235142760e+01,8.421145685e+01,3.637825356e+01,6.169926433e+01
9.930653334e+01,6.076253602e+01,7.338126888e+01,1.408880640e+01,3.400187795e+01,5.691759196e+01,4.230679985e+01,3.787162807e+01,2.301892987e+01,4.468455172e+01,8.780036787e+00,7.355024259e+01,7.845075930e+01,4.866324490e+01,7.055506534e+01,7.604543990e+01,3.494848330e+01,4.752665192e+01,9.284518832e+01,1.310843636e+00,2.903204725e+00,5.671682566e+01,3.881731555e+01,2.773321551e+01,1.191865749e+01,9.162481687e+01,9.274235668e+01,1.619173936e+01,8.807578071e+01,3.694242457e+01,4.199147876e+01,8.162642490e+01,2.658883599e+01,6.801816073e+01,3.719669489e+01,6.206862762e+01,9.222626276e+01,6.018852636e+01,7.956631046e+01,2.570924731e+01,7.524529902e+00,6.787032957e+01
4.931002634e+01,5.795715939e+00,5.392268010e+01,2.231337109e+01,9.258754537e+01,8.394239297e+01,2.550982210e+01,6.678077353e+01,1.932674085e+01,7.080273928e+01,5.865749481e+01,3.284856613e+01,7.788933357e+01,1.678259672e+01,3.904205158e+01,8.560224752e+01,5.854043932e+01,5.068330834e+01,7.408473636e+01,9.151787073e+01,1.004473173e+01,7.931191275e+01,5.250810926e+01,4.178307355e+01,5.283246582e+01,1.709340302e+01,3.357366810e+01,7.375270671e+01,7.252143656e+01,5.961130684e+01,1.290856204e+01,8.626545557e+01,8.162929089e+01,3.142929735e+01,8.640094863e+01,5.324302094e+00,5.996543058e+01,7.931080078e+01,1.640072293e+01,1.586677805e+01,7.505782954e+01,6.448967716e+01
3.296155703e+01,9.209574536e+00,6.500830450e+01,2.988687969e+01,6.906985896e+01,3.782409363e+01,1.998036467e+01,4.711961252e+01,2.289860605e+01,2.224603490e+01,1.376704298e+01,3.320806522e+01,5.990446434e+00,6.216523741e+01,4.710154168e+01,5.634453943e+00,8.809815924e+01,3.759779288e+01,2.716766135e+01,8.308386010e+01,1.139203255e+01,3.236416771e+01,9.483399895e+01,8.135794765e+01,4.796700856e+00,3.623650861e+01,6.451215161e+01,6.005936819e+01,3.700902331e-01,8.353223281e+01,4.116575038e+01,6.666081134e+01,9.742571541e+01,4.955850125e+01,5.962104303e+01,9.780498237e+01,7.025721906e+00,9.469361787e+00,6.736284335e+01,2.284622015e+01,9.567447139e+01,7.069891142e+01
1.696558017e+01,3.728456007e+01,4.804879593e+01,1.207663766e+01,5.607254373e+00,7.534006652e+01,8.663099697e+01,8.145441848e+01,4.327536053e+01,5.678428067e+00,9.315071273e+00,2.296498723e+01,1.545802007e+01,6.606300452e+01,1.374043382e+01,6.907738615e+01,8.237208206e+01,5.879164571e+00,3.339464982e+01,7.334564962e+01,9.088634318e-01,2.004367678e+01,2.019978787e+01,9.867287341e+01,1.337082036e+01,5.681153302e+01,5.530536601e+01,6.238494844e+01,3.130063651e+01,4.893105884e+01,9.964692165e+01,2.058114422e+00,8.849208839e+01,6.993811581e+01,4.352542284e+00,7.985038492e+01,6.449805462e+01,2.098116957e+01,7.475463432e+01,1.190971195e+01,5.218234653e+01,2.180411755e+01
1.849828690e+01,9.158753373e+01,9.192128961e+01,7.050179594e+01,2.869240983e+01,1.087754009e+01,2.984667442e+01,8.693712492e+01,8.599838513e+01,6.804186161e+01,3.122292443e+01,1.231973166e+01,9.874871652e+01,7.914842300e+01,7.520685693e+01,1.590089913e+01,1.997303425e+01,5.436039395e+01,7.367453614e+01,8.603222135e+01,6.445271206e+01,4.287946128e+01,9.908114704e+00,1.151227950e+01,1.601569691e+00,9.930473395e+01,5.727397081e+01,4.110367275e+01,3.541373650e+01,1.280764754e+01,7.285870527e+01,9.949521453e+01,6.824505186e+01,4.648705043e+01,2.045273508e+00,7.020673290e+01,5.757512834e+01,2.311385851e+01,9.369505346e+01,7.404643721e+01,2.693112375e+01,3.777708182e+01
4.619239059e+01,9.580045414e+01,5.583806855e+01,3.696566025e+00,4.285276359e+01,2.318313378e+01,2.710611179e+01,8.725517750e+01,5.955705817e+01,3.966871936e+01,2.644535071e+01,3.598906791e+01,4.667823966e+01,9.094409357e+01,3.162772971e+01,5.258437447e+01,9.337246447e+01,2.142070357e+01,3.249358199e+01,5.901101873e+01,9.536695036e+01,8.825243022e+00,2.730421554e+01,8.781600888e+01,2.310510066e+01,1.948985305e+01,3.917526742e+01,9.779788996e+01,7.879918278e+01,4.548498063e+01,2.156162418e+01,9.183169518e+01,5.692239509e+01,3.298188328e+00,2.799022808e+01,8.711861588e+01,4.683263887e+01,1.682778327e+01,7.674872862e+01,6.405053758e+01,5.284468813e+01,2.869329662e+01
6.648832873e+01,9.867687447e+01,4.346460434e+01,9.824467756e+01,7.744696966e+01,8.244340574e+01,6.695089057e+01,1.333721193e+01,9.065322503e+01,5.669751312e+01,8.341014862e+01,3.804046364e+01,9.671781049e+01,6.282958851e+01,9.759340116e+01,2.665346575e+01,2.890020661e+01,3.014604066e-01,6.593830596e+01,5.902642913e+00,2.760905784e+01,7.571684160e+01,8.317593594e+01,6.339303282e+01,8.567612896e+01,7.269696965e+01,7.180289976e+01,2.564092633e+01,4.122814028e+01,8.984528181e+01,8.764243209e+01,2.967337318e+01,3.533179160e+01,9.835944782e+00,3.465029528e+01,2.038660630e+01,9.898130467e+01,2.941886316e+01,3.605881159e+01,1.895195630e+01,2.376966650e+01,1.679082576e+01
4.900899278e+01,8.426953792e+01,1.265876931e+01,1.573310636e+01,5.151695412e+01,4.468668909e+01,5.915412212e+01,9.772627541e+01,6.416425653e+00,8.092146778e+01,9.663229778e+01,4.457070055e+01,8.131452564e+01,6.059402990e+01,7.673801962e+01,5.709580003e+01,8.815436598e+01,9.213217594e+01,5.902757195e+01,5.224358822e+01,4.106907964e+01,3.529414200e+00,5.574934896e+01,4.947703946e+01,5.934628587e+00,5.811572029e+01,4.701324344e+01,9.656577056e+01,4.529192681e+01,6.857554580e+01,2.679118679e+01,1.322700305e+01,3.841014247e+01,1.268470645e-01,3.561886769e+01,9.302912385e+01,5.378335809e+01,4.444330673e+01,3.355521954e+01,2.926096670e+01,6.038902193e+01,8.068752143e+01
1.545794628e+01,5.918184993e+01,8.796187161e+01,9.244666103e+01,4.494869781e+01,6.678190344e+01,8.145297848e+01,5.298812790e+01,5.014254642e+01,7.923116583e+01,3.245046460e+01,8.974791619e-02,4.114988467e+01,1.895839052e+01,6.879666275e+01,5.473335273e+01,3.163435932e+01,9.253191263e+01,8.090561381e+01,3.887468472e+01,3.565688250e+00,3.952096710e+00,7.420310723e+01,2.767676612e+01,2.823580171e+01,5.970371877e+01,5.592239522e+01,7.231406734e+01,9.003768106e+01,9.862953779e+01,4.882135241e+01,9.384511598e+01,3.420903021e+01,8.087234484e+01,4.977024174e+01,6.467636787e+01,6.743804887e+01,9.117816073e+01,1.228304109e+01,6.221238822e+01,8.172304692e+01,7.294085320e+01
6.027724393e+01,2.184322599e+01,2.865691037e+01,4.912291765e+01,2.715497124e+01,7.672675194e+01,1.890413758e+00,4.261219021e+01,2.683493076e+01,6.144678619e+01,9.030065248e+01,9.971123419e+01,6.464370505e+00,9.785380694e+01,2.233401459e+01,8.786084305e+01,6.587188218e+00,2.972315179e+01,4.476782844e+01,9.318461693e+01,7.921291477e-01,5.836417789e+01,1.671790082e+01,8.343666334e+01,9.891741931e+01,9.033783628e+01,8.424744694e+01,3.054626110e+01,6.383851584e+01,8.814239136e+00,4.869053567e+01,1.194608665e+01,5.818250022e+01,1.989687613e+01,8.539374807e+01,3.201482696e+01,6.411074376e+01,4.944829516e+01,2.499044885e+01,6.501669332e+01,2.853655877e+01,7.996405202e+01
3.922094514e+01,9.037927746e+01,2.704001560e+00,4.336321868e+00,2.633833820e+01,1.633753284e+01,8.681158464e+01,3.439527603e+01,3.765125660e+00,8.528848959e+00,9.981733540e+01,4.133481992e+01,9.139454618e+01,6.522767909e+01,2.324090050e+01,9.111565042e+01,9.192479330e+01,8.489464834e+01,2.304932305e+01,3.476087973e+01,9.372078078e+01,5.954828515e+01,2.700793596e+01,7.803972103e+01,1.864854516e+01,4.981643462e+01,7.250245745e+01,3.438599003e+00,6.583764119e+01,9.876546551e+01,8.823514670e+01,8.252590863e+01,7.492159702e+01,5.626278108e+01,9.281501628e+00,6.615420463e+01,9.356464744e+01,1.947104584e+01,2.146084369e+01,6.964824856e+00,3.080918637e+01,2.716369947e+01
4.021849237e+01,4.074358348e+01,2.200278472e+01,9.171001228e+01,3.755597078e+01,8.793894605e+01,2.127398170e+01,1.984020170e+01,3.726667192e+01,3.649225730e+01,4.175273799e+01,5.226687063e+01,6.956139587e+01,1.916485116e+01,7.004867520e+01,5.052728438e+01,4.392321457e+01,9.233798638e+01,1.053479790e+01,1.119104111e+01,3.009474511e+01,8.733878973e+01,8.973255161e+01,3.788941264e+01,5.325830549e+01,4.241639342e+01,4.261608441e+01,6.486873057e+01,1.384225909e+01,7.831802573e+01,7.384994888e+01,1.024090462e+01,9.080914630e+01,5.200055320e+01,2.505910281e+01,1.547673289e+01,3.494559524e+01,2.414602700e+00,7.783629073e+01,7.008016364e+01,7.715891407e+01,4.441741485e+00
3.912055097e+01,4.922454295e+01,1.146705691e+01,2.808882335e+01,3.590606912e+01,5.588962049e-01,4.586017682e+01,8.485697062e+01,2.094745351e+01,6.025756563e+01,9.618821466e+01,1.556537409e+01,5.423248592e+01,8.030061665e+01,4.860656963e+01,4.874198065e+01,7.278309209e+01,6.242347382e+01,8.949617204e+01,4.784079874e+01,5.814191071e+01,3.589880854e+01,1.698174052e+01,7.372932477e+01,8.501537931e+01,2.466047767e+01,1.326849272e+01,2.221411806e+01,7.362930955e+01,2.292539350e+01,2.507285753e+01,2.840208035e+01,1.070974781e+01,2.271394180e+01,4.038012652e+01,6.470213176e+01,1.219760536e+01,1.938722185e+01,8.742026816e+01,7.726412451e+01,7.753786947e+01,5.321408410e+01
6.542375795e+01,4.603867548e+01,4.566368543e+00,7.119015739e+01,4.202618287e+01,2.494344922e+01,7.518586525e+01,8.629933046e+01,7.126832911e+01,1.408774306e+01,9.012366289e+01,8.151734348e+01,3.384599286e+01,2.196404909e+01,4.432321154e+01,9.657107000e+01,6.599373718e+01,7.684000245e+01,8.706654700e+01,6.180243072e+01,1.436424854e+00,3.974275512e+01,4.585073215e+00,7.899322474e+01,6.340452367e+00,1.307032621e+01,6.483825367e+01,2.694247714e+01,3.799805371e+01,4.940542860e+01,2.338743895e-01,7.443856286e+00,3.156990070e+01,6.161005724e+01,7.379865801e+01,3.691656043e+00,2.805458988e+01,1.548364903e+01,5.659673307e+01,3.146637240e+01,1.353252796e+01,1.818950530e+01
1.364253192e+01,3.914277266e+01,6.770861069e+01,9.857340753e+01,4.424656189e+01,6.176355154e+01,8.037620973e+01,4.957347705e+01,2.364106612e+01,8.950725146e+01,4.993656507e+01,2.958353619e+01,4.794546714e+01,1.801280013e+01,7.030923264e+01,6.844179069e+00,1.582464225e+01,1.087653468e+01,8.192962324e+01,1.558184787e+01,4.496976264e+01,7.057047335e+01,6.414903956e+01,5.316206117e+01,9.015918795e+01,9.177798755e+01,8.015903828e+01,8.920724227e+01,1.057622991e+01,8.624242210e+00,2.001092855e+01,8.304928644e+01,6.861085307e+01,9.799893226e+01,2.276046300e+01,2.759007392e+01,5.521478286e+00,2.922074273e+01,4.271624296e+01,2.768266196e+01,5.701598740e+01,1.775187663e+01
7.807717403e+01,5.813195517e+01,4.583953079e+01,5.738346010e+01,6.675268294e+01,6.220154777e+01,8.872066289e+01,8.329205385e+01,6.751061014e+00,9.139153813e+01,8.724689132e+01,7.895298361e+00,5.067482059e+01,3.876971066e+01,6.867775095e+01,3.911537912e+00,2.727281704e+01,3.092820759e+00,1.023000106e+01,8.449805726e+01,7.579920030e+01,2.593031380e+01,6.265634478e+01,2.623930301e+01,6.584658722e+01,3.785644255e+01,5.275213244e+01,2.383201691e+01,4.119674622e+01,1.502666750e+01,6.890718542e+01,4.603122717e+01,4.965553057e+01,5.516572068e+01,1.026469338e+01,6.162080509e+01,3.384943238e+01,2.912344583e+00,9.919767144e+01,7.801721485e+01,4.776364144e-01,7.640119251e+01
7.538455161e+01,6.300245282e+01,5.020543207e+01,6.117101983e+01,5.028679665e+01,5.602600165e+01,6.832795597e+01,8.903152206e+01,7.255958213e+01,8.719623742e+01,6.924317555e+01,5.830728038e+01,8.127639255e+01,8.791843332e+01,4.801227717e+01,1.277611598e+00,6.571272098e+01,3.013490750e+01,5.800034952e+01,1.170073443e+01,1.788348376e+01,1.647589414e+01,2.035048729e+01,8.389861970e+01,9.100127018e+01,2.263283517e+01,9.803376821e+01,2.853099574e+01,5.904580568e+01,9.313935301e+01,7.162581345e+01,1.250107714e+01,4.275783057e+01,9.531125028e+01,2.178795489e+00,3.913942686e+01,3.114813575e+01,4.037017407e+01,4.662586721e+01,3.997075471e+00,8.253026970e-02,2.970403974e+01
5.186494689e+01,9.656801321e+01,6.767407783e+01,7.162291152e+01,4.582748995e+01,8.630604001e+01,4.836510559e+01,4.548133057e+01,3.008608376e+01,7.346184951e+01,2.679627317e+01,2.105243763e+01,6.708278097e+01,4.701775506e+01,3.429288371e+00,9.532224890e+01,5.792300210e+01,3.353763877e+01,3.580574907e+01,9.960693857e+01,3.045334311e+01,9.999431368e+01,9.052395144e+01,3.121834445e+01,2.755092298e+01,9.501832575e+01,1.071940378e+01,1.709414401e+01,8.260859141e+01,3.551061329e+01,3.269089957e+01,2.767268787e+01,9.937669803e+01,7.221754181e+01,7.737167227e+01,6.753694896e+01,1.053864654e+01,6.634977130e+01,2.396963594e+01,9.198814449e+01,1.932125696e+01,9.826783577e+01
2.663115784e+01,5.548921469e+00,3.524824291e+01,8.172464521e+01,5.933921041e+01,9.782105154e+01,8.482202785e+01,7.021749156e+01,6.961427125e+01,7.710162553e+01,2.133057479e+01,2.563063786e+01,9.589952867e+01,1.515591962e+01,1.535414292e+01,2.354577431e+01,7.777976659e+01,6.854833167e+01,8.295998228e+01,5.099408223e+01,3.730290615e+01,5.206829413e+01,1.131460835e+00,8.760268408e+01,3.124865065e+01,6.487062959e+01,4.245495805e+01,4.737234152e+01,4.747176981e+01,5.335929805e+01,2.894548321e+00,9.286873673e+01,1.594754622e+01,7.734508714e+01,9.599228040e+01,1.574443122e+01,2.801160811e+00,3.857866053e+00,8.309467556e+01,7.359592150e+01,4.878626268e+01,6.300251288e+01
1.867590927e+01,1.515432842e+01,7.886917030e+01,8.421002810e+01,2.108458046e+01,4.445648628e+01,2.425646505e+01,8.136690113e+01,3.355199113e+01,5.791084278e+01,5.253370753e+01,7.530690513e+01,9.791544552e+01,9.920877268e+01,1.247374074e+01,4.934833298e+01,6.554323092e+01,4.157072023e+01,6.161700436e+01,7.494576186e+01,9.205946031e+01,7.231604332e+01,9.563137756e+01,1.048451412e+01,6.444844807e+01,2.444634686e+01,8.921482337e+01,3.493443769e+01,4.278585096e+01,7.517395489e+01,6.233243894e+01,8.678366758e+01,8.709789620e+01,2.882227396e+01,6.009218661e+01,8.822443093e+01,2.158058076e+01,3.908797889e+01,2.711678722e+01,9.342131521e+01,1.170711337e+01,9.464262991e+01
6.962690399e+01,1.107792305e+01,3.150416927e+01,2.380242266e+00,4.507858833e+01,6.194048050e+01,1.362424534e+01,4.501288860e+01,4.051344766e+01,1.834970735e+01,8.901596670e+01,3.112997754e+01,1.322668406e+01,3.195431789e+00,8.943690719e+01,8.660117150e+01,4.998322531e+01,3.100100345e+01,7.907596573e+01,4.530670128e+01,8.899764192e+01,9.342116895e+01,9.397976300e+01,1.911157276e+01,6.544056410e+01,6.524590675e+01,7.462978899e+01,8.761589862e+01,6.035804966e+01,3.769419221e+01,6.732678842e+01,3.427046194e+01,5.957671249e+01,9.165335139e+01,4.624201447e+01,9.533216203e+01,6.566376038e+01,5.200279057e+01,2.942643352e+01,8.588209966e+01,4.558530708e+01,6.743614111e+01
6.333901421e+01,7.385871673e+01,3.218213017e+01,5.111658624e+01,3.415196097e+01,6.742617826e+01,6.984922872e+01,3.488926277e+01,6.947114744e+01,5.159179651e+01,9.259857445e+01,4.362485666e+01,8.539869221e+01,2.837417436e+01,7.289274106e+01,9.911426547e+00,7.883112114e+01,9.148694452e+01,9.753611562e+01,3.097432749e+00,8.951915953e+01,4.068670880e+01,6.812460053e+01,9.299158236e+01,8.059789206e+00,6.177714292e+01,9.043215301e+00,4.296895188e+01,6.680623349e+01,2.532799937e+01,9.894208341e+01,5.069781106e+01,3.877085386e+01,9.941025115e+01,4.936804614e+01,3.992360364e+01,6.956541444e+01,7.993498447e+00,7.018411862e+01,3.513221495e+01,1.919662076e+01,4.678720303e+01
