v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54
9.984906924e+00,6.056849796e+01,5.359439086e+01,6.309416033e+01,5.610901889e+01,9.869889020e+01,7.380252965e+01,2.593906331e-01,9.615233901e+01,9.602362545e+00,1.792285905e+01,3.404968467e+01,8.670071032e+00,9.904444748e+00,2.306683447e+01,7.919489165e+01,9.172169872e+00,2.607120115e+01,2.569690861e+01,8.915972379e+01,8.719583148e+01,6.922580280e+01,7.226656421e+01,5.527136418e+01,2.127638569e+01,4.885428694e+01,1.755915641e+01,7.632977292e+01,4.953993418e+00,9.432404679e+01,8.161793505e+01,9.647703625e+01,4.883091486e+01,4.717060298e+01,3.364266700e+01,6.185744774e+01,1.785886010e+01,5.788903987e+00,7.051940488e+01,7.744622054e+01,2.409714117e+00,2.290747281e+01,9.987924642e+01,3.507319354e+01,2.408200654e+01,7.611563762e+01,7.142318143e+01,3.791872946e+01,5.492944360e+01,7.939476740e+01,8.857075005e+01,8.796432518e+01,1.534318037e+01,4.123586116e+01
3.850087374e+00,6.652360813e+01,3.866509324e+01,6.948916870e+01,6.790874562e+01,7.028402787e+01,1.235231430e+01,8.794839728e+01,4.344381863e+01,7.525473774e+01,2.404206154e+00,7.619860067e+01,8.628893849e+01,8.796351542e+01,6.930118503e+01,3.282787284e+01,1.540097023e+01,2.410103600e+01,6.789630596e+01,2.979539300e+01,2.058575232e+01,9.392759088e+01,5.873698708e+01,3.166478187e-01,8.740673393e+01,5.506835447e+01,2.515072314e+01,2.745361894e+01,7.978107073e+01,8.746071121e+00,5.033103548e+01,7.299896091e+01,9.123731070e+01,9.091780043e+01,6.212907836e+01,7.496675832e+01,9.811846353e+01,7.645128527e+01,2.003661145e+01,4.377634123e+01,5.541419381e+01,7.811210647e+01,9.446838639e+01,5.456221408e+01,3.252848404e+01,2.423259564e+00,6.241697751e+01,2.808722787e+01,1.222367233e+01,8.937290398e+01,8.121700317e+00,8.768444895e+01,7.857788879e+00,6.196673249e+01
5.962323437e+01,1.959640605e+01,5.040721084e+01,4.799170956e+01,6.610131704e+01,5.272134376e+01,4.771169810e+01,6.073891446e+01,4.129212122e+01,3.813846062e+01,6.706310936e+01,3.697192064e+01,6.121612693e+01,5.117139628e+01,7.972215382e+01,8.300990381e+01,1.296811995e+01,7.103250318e+01,6.090348104e+01,4.584583665e+01,8.475970270e+01,5.690906697e+01,6.859638566e+01,8.515759450e+01,6.886823540e+01,5.734380100e+01,6.822793058e+01,1.245482041e+01,6.949895597e+01,6.954827169e+01,2.299146828e+00,6.983348999e+01,7.422516900e+01,1.662699600e+01,6.247864779e+01,6.580357314e+01,6.526806002e+01,9.666015663e+01,3.125627007e+01,3.246777908e+01,7.779712338e+01,5.137272704e+01,9.751817574e+01,2.512263667e+01,7.229847128e+01,9.011533074e+01,8.945369011e+01,6.607161894e+01,3.481308161e+01,5.731154473e+01,8.761170838e+01,6.115527493e+01,9.919167777e+00,5.598484512e+01
3.446081960e+01,1.226743794e+01,8.455269465e+01,5.088374645e+01,2.617005501e+01,1.126341579e+01,5.732276909e+01,5.902275998e+01,6.609879855e+01,1.027347423e+00,5.807521979e+01,4.935584071e+01,9.393108402e+01,6.604678789e+01,2.806040444e+01,1.540420409e+01,2.763462744e+01,3.215165559e+00,9.750365508e+01,6.982205969e+01,7.234368643e+01,7.270861005e+01,9.726836804e+01,4.858109082e+01,1.035660186e+01,9.103911666e+01,5.755225700e+01,8.001256178e+01,3.581837830e+01,1.620357540e+01,1.649977939e+01,1.817301978e+01,7.787365995e+01,6.250649719e+01,2.623356512e+01,1.278984476e+01,5.410912259e+01,6.334381000e+01,5.526352329e+01,4.109263756e+01,3.589123137e+01,4.065094685e+01,4.511873722e+01,6.033635178e+01,8.606341682e+01,3.786076036e+01,9.454823519e+01,4.864397717e+01,5.523561156e+01,7.548934887e+01,6.293249973e+01,8.903372063e+01,6.155692386e+01,2.985561068e+01
2.999880879e+01,3.393079579e+01,8.410880208e+01,4.460184459e+01,3.019412180e+01,8.747033774e+01,5.319749280e+01,8.370862022e+01,8.269323802e+01,5.520895932e-01,6.015551646e+01,3.117709148e+01,7.690406511e+01,4.424855921e+01,2.976474027e+01,9.152450215e+01,3.595350135e+01,3.286602917e+01,8.181393717e+01,8.551235716e+01,2.274470324e+01,5.312833294e+00,6.219359983e+01,6.182430595e+01,5.288750479e-01,7.607749100e+01,5.507815449e+01,9.786331277e+01,2.435728320e+01,7.475157264e+01,9.529439471e+01,7.773501302e+01,9.055861610e+00,6.116263563e+01,4.393886230e+01,7.661043292e+00,9.798663956e+00,5.650495229e+01,9.189695990e+01,7.836879672e+01,8.253271215e+01,9.815376335e+01,6.621425327e+01,7.886699795e+01,5.042438331e+00,1.916598144e+01,5.359889488e+01,3.655291590e+01,1.821657482e+01,1.059605943e+01,8.070441928e+01,6.104270756e+01,7.282161442e+00,5.298123809e+00
3.241621777e+01,7.140607557e+01,5.236733469e+01,1.069746678e+01,5.157766449e+01,5.411287432e+01,1.671908474e+01,7.501588729e+00,5.912304141e+01,8.485957506e+01,6.330334368e+01,8.444408915e+01,4.778041721e+01,2.438968040e+01,9.485032368e+01,4.579760959e+01,3.316483666e+00,3.763458806e+01,1.307343904e+00,2.696020097e+01,4.426826306e+01,6.117778007e+01,4.904405219e+00,9.839547727e+01,9.704687925e+01,9.392413650e+01,1.499972634e+01,9.360425153e+01,8.384258185e+00,9.722041019e+01,5.655750417e+01,8.890637234e+01,7.452380949e+01,5.281722665e+01,7.107360186e+01,2.750514995e+01,1.501841089e+01,9.621971009e+01,4.019263724e+01,8.547830155e+01,1.989501029e+01,7.733641892e+01,1.398417457e+00,9.352468529e+01,2.300727085e+01,4.295103532e+01,1.823281894e+01,1.735260158e+01,6.930395344e+01,5.840270759e+01,8.743483002e+01,7.776843041e+00,1.099033081e+01,9.486557435e+01
1.160842268e+01,5.661289364e+01,3.378362740e+01,3.469904818e+00,1.596087595e+01,4.707905246e+01,5.175054895e+01,3.094422210e+01,7.002138573e+01,9.555350455e+01,9.088562553e+01,9.677966894e+01,7.132502367e+01,2.227525372e+01,4.876403172e+01,3.203066856e+01,2.090593028e+01,6.296854538e+01,3.262541437e+01,3.010289104e+01,4.763901130e+01,7.927160750e+01,9.522772049e+01,9.282775660e+01,5.907447372e+01,6.102779178e+01,5.145899542e+01,4.759571967e+01,4.522600100e+01,5.139587706e+01,8.291710462e+01,9.733459198e+01,5.433162667e+01,8.920721643e+01,9.404816288e+01,6.107800176e+00,8.366082716e+01,9.717234340e+01,5.613510030e+01,3.407124363e+01,5.280260008e+01,2.258689266e+01,5.857755679e+01,4.241684314e+01,3.059947429e+00,1.657606613e+01,6.936609369e+01,5.157613895e+01,2.238902155e+01,7.393799162e+01,2.052264123e+01,1.455590663e+01,6.577532730e+01,7.091878712e+01
7.832077858e+00,7.278802422e+01,6.817312323e+01,5.421754169e+01,2.734278701e+01,7.847722393e+01,2.962791317e+01,9.534722689e+01,8.768370304e+01,6.982337403e+01,4.144900738e+01,3.877657273e+01,5.204060709e+01,9.977545967e+01,2.549155588e+01,2.991524385e+01,2.366515709e+01,1.526540657e+01,6.765991575e+01,5.660455202e+01,6.888455861e+00,9.637188094e+01,3.445618437e+01,3.558454181e+01,2.569252586e+01,8.446737920e+01,8.495472399e+01,3.494052335e+01,8.241045702e+01,9.045188447e+01,9.591956554e+01,9.181488346e+01,9.092814370e+01,9.290327342e+01,9.259191265e+01,7.409082536e+01,4.011590154e+01,9.319005581e+01,5.588707919e+01,1.655673262e+00,4.841307111e+01,6.138887130e+00,7.619577305e+00,8.478345147e+01,3.513628855e+01,5.785978106e+01,9.381475087e+01,5.625365720e+01,6.709171044e+01,5.552506606e+01,2.670092737e+01,4.762810323e+01,9.306307471e+00,5.903109766e+01
6.514175733e+01,4.132303165e+01,3.909300177e+01,7.011151440e+01,5.435671164e+01,9.919749333e+01,5.239721807e+01,1.848658635e+01,8.759019648e+01,6.953425960e+01,8.654246151e+01,6.030502887e+01,4.278372491e+01,2.276742326e+01,5.169527062e+01,7.558489536e+01,5.536781808e+01,2.580166809e+01,9.194713009e+00,2.485052056e+01,2.480253277e+01,7.452835209e+01,5.567145073e+01,6.898623014e+01,1.075061803e+01,2.537782067e+01,2.002930171e+01,6.904953781e+01,2.162336151e+01,4.713339784e+00,9.744944378e+01,9.800362204e+01,9.295233344e+01,5.007169305e+01,5.726734701e+01,1.202982558e+01,9.852987101e+01,2.393292872e+01,7.123717605e+01,5.123529110e+01,7.150558552e+01,8.034535899e+01,4.865581593e+01,9.524171125e+01,5.857215885e+01,6.627469195e+01,7.920296727e+01,8.141397795e+01,6.174162986e+01,8.871985756e+01,3.610580885e+01,1.607578529e+01,6.296048634e+01,8.460051243e+01
8.789299580e+01,5.378852535e+01,1.159417226e+01,2.861473344e+01,9.483731555e+01,7.147716694e+01,4.394389253e+01,3.086835667e+01,6.205390390e+01,1.149758878e+00,4.289838499e+01,7.662103769e+01,5.703807750e+01,1.942056053e+01,9.650356193e+01,9.693796671e+01,7.875205649e+01,8.091793839e+01,6.066192510e+01,9.866207930e+01,5.796995619e+01,7.601196519e+01,6.841838992e+00,2.196617200e+01,6.288824331e+01,6.382879394e+01,8.715871742e+01,4.931513383e+01,2.374514267e+01,1.010896557e+01,2.068988629e+01,1.475235994e+01,5.658822532e+01,9.168564943e+01,2.720509747e+01,6.036821908e+01,1.014127302e+01,7.446769838e+01,6.920378230e+01,6.046897568e+01,3.186640561e+01,1.746327500e+00,6.858479351e+01,4.562329149e+01,3.223572864e+01,1.106099334e+01,4.872193323e+01,1.750123902e+01,4.296369322e+00,8.540626724e+01,6.437063679e+01,1.039411770e+01,5.948699498e+01,6.431276057e+01
6.105416496e+01,1.937874255e+01,3.473027370e+01,6.407647749e+01,6.174538929e+01,7.472744154e+00,4.793753454e+01,6.121949890e+01,4.918605309e+01,2.624048250e+01,9.357546708e+01,3.297374566e+01,9.007096634e+00,6.058197369e+01,5.620336330e+01,5.167860297e+01,1.840665378e+01,9.969670604e+01,8.948008250e+01,2.785234602e+01,2.468583631e+01,2.091517660e+01,4.965347838e+01,9.818162925e+00,9.039292785e+00,7.515066264e+01,8.226706108e+01,9.482092547e+01,1.882108458e+01,6.261735331e+01,7.646429727e+00,5.386584472e+01,7.375833163e+00,3.245499062e+01,4.836118191e+01,9.997517866e+01,9.928035222e+01,7.881239630e+01,2.721947710e+01,4.178294659e+01,7.907653551e+01,6.955788045e+01,2.305117514e+01,8.185232059e+01,4.000795462e+01,3.096464545e+01,1.871018865e+01,3.015383294e+00,3.115391870e+01,9.363813632e+01,2.829193330e+01,3.636599145e+01,3.903198680e+01,6.366945885e+01
4.183351326e+00,5.512780006e+01,7.671947337e+01,1.450826312e+01,6.478160878e+01,1.057509605e+01,9.123741264e+01,5.202923936e+01,3.987544341e+01,5.628804903e+01,1.681059774e+01,8.417304115e+01,8.347673584e+01,1.053265553e+01,2.047744343e+01,7.333373788e+01,8.740662324e+01,9.484380454e+00,3.476788783e+01,6.824572871e+01,2.739020542e+01,9.800964636e+01,9.217580800e+01,5.296974699e+01,5.233000489e+01,4.499864620e-01,3.007284868e+01,9.611869816e+01,3.971832761e+01,3.790392910e+01,2.500597485e+01,7.360865890e+01,8.618515626e+01,8.182218468e+01,3.036354949e+01,2.801344471e+01,9.271690276e+01,4.412752985e+01,4.555901852e+01,8.041270576e+01,1.626075844e+01,3.469999852e+01,9.732530699e+01,9.652288715e+01,5.431486856e+01,8.538197597e+01,8.194732804e+01,7.602093520e+01,8.796688331e+01,2.218636924e+01,8.616104284e+01,7.615491327e+01,1.492643477e+01,2.178393298e+00
7.983981428e+00,6.635496043e+01,8.718145634e+01,7.164326336e+01,9.567788632e+01,5.831319826e+01,5.954922275e+01,1.713449672e+00,6.194939115e+01,2.857224003e+01,9.243340569e-01,5.211027519e+01,4.334372301e+01,1.694081226e+00,4.196128122e+01,4.726840824e+01,9.753843991e+01,9.933118906e+01,4.550785340e+01,4.065770958e+01,2.144197646e+01,4.868666483e+01,6.505461599e+01,6.873929174e+01,5.560216723e+01,4.687637377e+01,4.066765781e+01,4.265881730e+01,6.897520710e+01,7.005051215e+01,8.397027290e+01,6.098096414e+01,4.092717862e+01,9.782404210e+01,7.804305538e+01,8.695605432e+01,2.441481691e+01,3.917854903e+01,1.358897803e+01,5.727832530e+01,3.054151181e+00,6.651206627e+00,2.379374344e+01,8.327876914e+01,6.324222373e+01,2.514987571e+01,4.722582774e+00,8.268997911e+01,9.443813279e+01,7.624452045e+00,7.696209457e+01,2.366683653e+01,6.217851107e+01,6.705704066e+01
2.735039789e+01,3.634188988e+01,1.831315007e+01,1.992705622e+01,8.118649674e+01,9.494605871e+01,4.713529935e+01,6.697196896e+01,9.842982730e+01,7.361875582e+01,6.494380070e+01,5.957642799e+01,6.824334250e+01,6.586651627e+01,6.287891907e+01,8.824805460e+01,7.899791157e+01,1.902212159e+01,1.029205578e+01,6.293028308e+00,9.541432377e+01,8.279644683e+01,1.236325143e+01,6.846532543e+01,7.897975154e+00,9.839823816e+00,9.061707684e+01,5.622645981e+01,7.221610479e+01,8.621353663e+01,1.659167713e+01,1.274237630e+01,5.896587533e+00,8.693371250e+01,9.881845207e+00,3.268039376e+01,8.599807597e+01,8.555584615e+01,2.812381207e+01,9.982772793e+01,1.313909703e+01,2.236725307e+01,4.040359585e+01,8.341412112e+01,1.148265282e+01,5.993148131e+00,5.520351041e+01,7.910163020e+01,4.430938483e-01,3.391018432e+01,8.283662831e+01,6.640553779e+01,5.471405044e+01,3.445984243e+01
9.908639370e+01,6.206115407e+00,3.960454913e+01,1.871132462e+01,5.829623857e+01,4.887145892e+00,3.385130824e+01,6.586090216e+01,2.616287802e+01,6.405838050e+01,8.712471756e+01,9.469329847e+01,9.324285316e+01,1.116840763e+01,2.929675173e+01,6.963204362e+01,6.865475396e+01,3.389346630e+01,4.516022247e+01,2.216729424e+00,5.623166134e+01,6.003441280e+01,8.001009898e+01,1.919173412e+01,1.326762092e+01,5.575182550e+01,2.830922723e+01,6.730103923e+01,2.648864546e+01,2.390248887e+01,6.963162623e+01,3.100789102e+00,7.304101546e+01,8.374760828e+01,7.424565865e+01,6.683445279e+00,9.208856686e+01,3.328279178e+01,8.922536993e+01,5.910115985e+01,8.727265952e+01,3.329759416e+01,9.051277592e+01,8.093022912e+01,6.355930609e+01,7.325118640e+01,9.562646130e+01,1.863636719e+01,7.272703807e+01,2.411003047e+01,8.012018788e+01,6.484641658e+01,9.659297906e+01,6.119386087e+01
7.262394884e+01,1.293749325e+01,1.507816657e+01,4.216039150e+01,9.032176334e+01,4.522506855e+01,9.953825762e+01,3.803935215e+01,9.192005468e+01,6.532097121e+01,2.565194364e+01,7.418195912e+01,4.509890939e+01,5.250892259e+01,5.918294507e+01,7.386770181e+01,1.492164403e+01,2.447566083e+01,9.634569517e+00,6.258250985e+01,2.841656552e+01,5.832973313e+01,9.125209679e+01,3.873341672e+01,6.069557870e+01,5.090107152e+01,7.487286719e+01,7.896543814e+01,4.609388965e+00,4.050985234e+01,5.142227562e+01,7.132831678e+01,8.986481548e+01,7.938661271e+01,5.968763409e+01,7.131160641e+01,9.828782312e+01,6.244380626e+01,5.026503499e+01,6.759220656e+01,1.949685785e+01,8.270540391e+01,9.680395897e+01,9.393516312e+01,6.002520136e+01,3.988254595e+01,9.589149618e+01,5.826604778e+01,3.506798647e+01,1.846799307e+01,8.731538647e+01,8.862511750e+01,4.082982750e+01,5.610130106e+01
3.574235989e+01,9.998974088e+01,9.891288793e+01,4.547969447e+00,5.451166069e+01,1.162440035e+01,9.522973492e+01,9.897814575e+01,6.729389639e+01,5.638021884e+01,1.307521303e+00,8.672105016e+01,1.117806369e+00,9.700594249e+01,2.848370081e+01,1.370428492e+01,8.318011633e+01,4.059224832e+01,7.891380363e+01,6.109219236e+01,1.179662398e+01,5.921101994e+01,3.799749108e+01,6.297156372e+01,6.589587728e+01,3.915520494e+01,6.512733696e+01,8.290103049e+01,7.558665045e+01,8.879444316e+01,2.902602075e+01,1.727661523e+01,6.340884826e+01,6.633347916e+01,3.960108998e+01,8.106632366e+01,8.131837319e+01,6.012188539e+01,7.554913882e-01,3.694601204e+01,9.949288165e+01,1.016684366e+01,2.874252622e+01,6.435850336e+01,6.202575257e+01,7.003098519e+01,6.957474057e+01,5.248790994e+01,3.106469374e+01,7.853143942e+01,3.105608277e+01,4.375101930e+01,6.983838530e+01,1.138731126e+01
8.803977055e+01,4.941011031e+00,2.755206199e+01,9.728228977e+01,8.244501778e+01,7.157881274e+01,4.197748243e+01,7.916551847e+01,5.677111692e+01,1.375672430e+01,4.270321814e+01,9.356276215e+01,8.654761439e+01,5.784972748e+01,9.219872229e+01,9.587149151e+01,4.780421827e+01,4.826726751e+00,3.790746343e+01,8.186520025e+00,4.267580793e+01,2.276960374e+01,3.011644819e+01,3.639411005e+01,6.338037080e+01,2.161930097e+01,2.909235169e+01,1.560358101e+01,9.220214376e+00,8.500261242e+01,5.579908289e+01,1.027767165e+01,9.378669130e+01,9.594900136e+01,7.099155329e+01,7.627481751e+01,1.445686341e+01,2.899950128e+00,2.354873408e+01,2.933488771e+01,8.531240724e+01,5.417502947e+01,4.501672310e-01,6.981849743e+01,3.738676228e+01,9.265793328e+01,8.162796096e+01,8.598117842e+01,8.652946796e+01,5.385090710e+01,6.507216822e+01,8.604334983e+01,6.997506186e+01,7.001099459e+01
1.424886839e+01,2.049552973e+01,5.946202748e+01,9.821893616e+01,3.534181911e+01,3.215563833e+01,3.794893864e+01,6.650242553e+01,5.542342300e+01,7.622260160e-01,6.555607949e+01,5.206288951e+00,8.299661103e+01,5.594969622e-01,3.300173324e+01,3.656166722e+01,8.276745879e+01,4.003588413e+01,9.017371135e+01,5.035421546e+01,5.371861146e+01,9.600580850e+00,8.075896129e+01,5.414462986e+01,1.453210376e+01,2.891408929e+00,9.545501801e+01,8.256984858e+01,2.077130684e+01,3.580126416e+01,7.440336891e-02,5.866467947e+01,8.679993464e+01,5.806310015e+01,8.935594053e+00,8.323314515e+01,7.655676421e+01,3.844619792e+01,1.455999725e+01,8.845893901e+01,1.070034674e+01,7.922661547e+01,2.237921479e+01,6.195951547e+00,9.543259646e+01,6.306720549e+01,2.761357820e+01,6.825758346e+00,7.975293255e+00,1.862161048e+01,4.741121634e+01,7.856114764e+01,3.596606553e+01,6.743261268e+01
1.321300109e+01,5.290262832e+00,2.015176106e+01,3.350260742e+01,1.283030186e+01,3.242936618e+01,1.930965054e+00,6.501307461e+01,3.608962724e+01,4.904376151e+01,5.143188410e+01,7.192324264e+01,6.587506876e+01,5.466765915e+01,1.805474591e+01,9.481500065e+01,2.317645961e+01,2.891801120e+01,8.041538666e+01,7.844755569e+01,5.480176770e+01,5.572378362e+01,9.280688817e+01,1.158983777e+01,3.478293017e+01,3.555459725e+01,7.454947175e+01,6.691573123e+01,3.190847756e+01,7.457967258e+01,4.211245884e+01,4.261346794e+00,7.061236146e+01,2.497518837e+01,4.882893693e+01,4.438732554e+01,8.069815721e+01,4.598257756e+01,6.696591759e+01,4.929110179e+01,3.965265676e+01,1.659900877e+01,2.949647831e+01,3.031812239e+01,7.581994702e+01,9.540170515e+01,9.191872374e+01,6.313556384e+01,2.054625968e+01,2.277125755e+00,9.470136686e+01,2.059076517e+00,7.622424933e+01,3.640628039e+01
2.425848586e+01,9.468880525e+01,9.129887249e+01,6.351499109e+01,6.237831821e+01,8.342733143e+01,2.423301526e+01,3.948378076e+00,4.953020848e+01,4.243974927e+01,1.100725016e+01,8.564335266e+01,6.485911704e+01,7.458096039e+01,3.432922030e+00,4.122142953e+01,9.389919337e+01,8.656366169e+01,7.053969522e+01,6.235591563e+01,2.130441781e+01,4.188049035e+01,8.347965892e+01,6.236124253e+01,5.121971786e+01,3.385837606e+01,9.258198449e+01,5.380889061e+01,7.611004663e+01,2.859880733e+01,9.298712432e+01,5.769140772e+01,2.998912561e+01,4.726268576e+01,7.378988498e+01,9.810025500e+01,3.721693007e+01,8.451438678e+00,2.744302067e+01,7.945555348e+01,6.093954915e+01,3.386334170e+01,1.982219223e+00,8.489944012e+01,6.361151156e+01,3.768961977e+00,9.922116977e+01,5.061564016e+01,3.460288784e+01,6.333306402e+01,7.424089462e+00,5.738852549e+01,7.749690018e+01,3.908684534e+01
9.366886424e+01,1.851091228e+01,7.785376011e+01,7.627350772e+01,7.456973767e+01,6.125399828e+01,9.176691000e+01,9.965630539e+01,8.502556259e+01,2.462222563e+01,6.687838972e+01,1.168016945e+01,6.195487315e+01,1.124443733e+00,2.053926477e+01,6.354031424e+01,4.121976224e+01,4.674897211e+01,4.457436074e+01,5.841231860e+01,7.727886139e+01,9.347636199e+01,8.633977996e+00,1.030981362e+01,6.542938839e+01,3.777511195e+01,7.710648632e+01,5.469760519e+01,8.040038348e+01,9.197059046e+01,8.348967890e-01,4.410579847e+01,2.851426944e+01,5.874973146e+01,1.026143303e+01,4.882901085e+01,9.722660996e+01,6.797380150e+01,6.372728754e+01,7.386802907e+01,4.353657927e+01,4.505266555e+00,1.746637388e+01,7.356945559e+01,2.134466468e+00,3.392592777e+00,3.376999072e+01,9.414091653e+01,1.435053121e+01,7.379799965e+01,3.200604428e+01,2.134015355e+01,2.566538093e+01,5.723409678e+01
7.711082953e+01,5.165922840e+01,5.842684404e+01,9.964271317e+01,2.723202512e+01,3.102362639e+01,6.909448559e+00,9.203643616e+01,5.746542828e+01,7.430041448e+01,6.075297941e+00,3.779194942e+01,2.776500988e+01,6.387507071e+01,6.173234558e+00,7.123949874e+01,5.502968853e+01,6.891471569e+01,9.261894198e+01,8.445543873e+01,8.514520126e+01,8.041898876e+01,8.764088100e+00,9.910908305e+01,9.983880363e+01,1.998016441e+01,1.406182323e+01,5.227855446e+01,3.332544080e+01,4.329856864e+01,2.889969722e+01,7.955891655e+01,7.198976371e+01,7.128700710e+01,6.622819696e+01,9.661215554e+01,5.652474596e+01,9.742454928e+01,3.841110399e+01,2.148506504e+01,6.215555297e+00,5.580023328e+01,8.314359206e+01,8.747286898e+01,1.653740178e+01,5.893636154e+01,3.781533555e+01,6.624838940e+01,3.752094660e+01,8.771970045e+01,9.550105284e+01,8.417441838e+01,1.663951239e+01,7.719214129e+01
8.938326352e+01,5.449144866e+00,2.889564501e+01,7.667436455e+00,8.005443317e+01,8.091992412e+01,6.026848151e+01,4.246935820e+01,3.506938402e+01,1.318574966e+01,7.066998422e+01,2.688342388e+01,5.622986154e+01,9.696223990e+00,9.696646921e+01,1.313600311e+01,9.360924626e+01,6.204248006e+01,3.403249333e+01,3.385206914e+01,6.376456230e+01,9.306660085e+01,3.870453307e+01,9.479968828e+01,4.999283749e+01,7.774723475e+01,5.287923983e+01,5.640242719e+01,1.533197782e+01,2.979835742e+01,7.078834497e+01,1.327492087e+01,6.240558506e+01,4.956205703e+01,8.544342435e+01,9.475794711e+01,4.572995223e+00,3.040739222e+01,3.683712467e+01,6.527576556e+01,9.494041551e+01,1.058302648e+01,5.316636604e+01,6.046043560e+01,5.911550955e+01,3.067038125e+01,1.701717128e+01,7.578406964e+01,5.809936892e+01,2.473488760e+00,1.635774642e+01,8.288335455e+01,1.549598194e+01,7.361562331e+01
3.552853874e+01,9.614822067e+01,7.869583842e+01,3.803419151e+01,3.816378337e+00,6.566318584e+01,4.846338938e+01,8.843053952e+01,1.323339542e+01,4.312588379e+01,4.521355870e+01,5.067868939e+01,3.997497101e+01,5.850147640e+01,4.386151710e+00,1.133160485e+01,4.679569087e+01,1.512811007e+01,3.944052465e+01,7.548776592e+01,8.313120391e+01,2.194261940e+01,2.991285411e+00,7.738649606e+01,7.719003778e+01,3.259904403e+01,3.019232902e+01,7.682715259e+01,2.285646376e+01,2.227154329e+01,8.815260986e+01,4.079774873e+01,8.469215968e+01,7.046667895e+01,3.997466695e+01,3.803897692e+01,3.639663916e+01,3.779194534e+00,2.625278352e+01,9.447741590e+01,5.433739553e+01,9.689040135e-01,8.231711288e+01,2.815007722e+01,2.388181151e+01,1.243618970e+00,9.254124161e+01,9.474124747e+01,6.157623294e+01,8.880654703e+01,9.931706379e+01,3.605324385e+01,4.689178056e+01,9.344018164e+01
1.647557059e+01,4.891877591e+01,2.679265613e+01,1.126880770e+00,4.390878648e+01,7.070680230e+01,4.627523368e+01,1.022724030e+01,9.401625191e+01,3.879614650e+00,8.265021808e+01,1.150471622e+01,9.733527111e+01,8.898919525e+01,2.562239205e+01,6.438519785e+01,3.672088618e+00,9.386102012e+01,3.601464031e+01,2.767734226e+01,8.633478777e+00,4.018536560e+01,2.718480269e+01,6.877699622e+00,9.441435547e+00,1.681212484e+01,2.841836048e+01,4.537912773e+01,4.865322733e+01,5.857283246e+01,9.175292551e+00,1.789687340e+00,4.173140389e+01,4.813199223e+01,9.683331611e+01,1.802987720e+01,2.711310752e+01,3.743226359e+01,3.796523747e+01,8.520104114e+00,5.577915010e+01,4.315073602e+01,2.401160194e+00,9.833351517e+01,7.636527874e+01,6.754686593e+01,9.485588124e+01,5.862836030e+00,2.026350346e+01,8.910761355e+01,9.574868636e+01,9.431248388e+01,6.974867356e+01,5.891207450e+01
7.078240432e+01,1.470938336e+01,2.378103087e+01,8.802055738e+01,1.797347151e+01,9.381553905e+01,8.575496379e+01,2.927344340e+01,3.030958246e+01,5.989222883e+01,2.805376024e+01,8.522882814e+01,8.586716033e+01,1.410529365e+01,9.147781941e+01,4.185249301e+01,6.481874662e+01,4.839950531e+01,1.468866623e+01,2.248372984e+01,1.919374223e+01,2.443736818e+01,8.823052638e+01,1.990483857e+01,8.394675519e+01,3.272386368e+01,9.576170323e+01,4.771865283e+01,1.572496855e+00,3.453751012e+01,5.531531403e+01,3.845927795e+01,1.048950503e+01,7.626558131e+01,1.474348689e+01,6.122873581e+01,6.357929918e+01,7.681844198e+01,2.945605687e+01,5.858530743e+00,4.137262574e+01,5.103724440e+01,5.867674721e+01,9.035687801e+01,7.208383316e+01,2.651898448e+00,2.587154415e+01,8.906544576e+01,7.071226630e+01,3.362076572e+01,7.457241414e+01,5.023076887e+01,6.314649965e+01,3.872089143e+01
5.703052476e+01,5.790231851e+01,5.769282361e+01,8.642678662e+00,6.624131049e+01,5.334306805e+01,4.939134728e+01,3.305554677e+01,5.197803285e+01,2.092275450e+01,5.157088368e+01,1.001465797e+01,4.563356051e+01,2.006224029e+01,7.343075986e+01,9.232739698e+00,7.522791127e+01,4.125306552e+00,3.992732326e+01,5.949923817e+01,4.888228291e+01,3.250940179e+01,6.460348511e+01,6.536140609e+01,4.477529387e+01,9.600591283e+01,6.842042175e+01,5.323649596e+01,9.658655947e+01,4.853008956e+01,2.533367745e+01,2.580392440e+01,2.672350823e+01,4.629115515e+01,8.297064258e+01,9.561376626e+01,2.963410547e+01,4.474233314e+01,1.658668446e+01,1.526644786e+01,9.264765445e+01,3.774462205e+01,4.657636649e+01,8.537744885e+01,5.656653677e+01,9.259866604e+01,4.399102757e+01,6.512885894e+01,7.526390756e+01,2.341562838e+01,7.761814900e+01,5.718524273e+01,5.067242711e+01,8.780524252e+01
