v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78
4.769750814e+01,6.542688224e+01,8.182893836e+01,4.356041900e+00,1.750830673e+01,6.491624110e+01,6.274074970e+01,3.097751254e+00,1.575727490e+01,4.826766595e+01,4.047189020e+01,9.104496369e+01,5.308196577e+01,2.224108553e+01,7.652920526e+01,4.851818938e+01,3.556420240e+01,2.604945492e+00,7.076040840e+01,7.933740625e+01,7.743180425e+01,5.753939862e+00,7.988896270e+01,5.647401532e+01,4.018901547e+01,4.542416565e+01,8.174954630e+01,3.157547420e+01,6.485806775e+01,5.278354387e+01,4.987148778e+00,3.196779095e+01,7.334204027e+01,5.098320643e+01,9.032405702e+01,8.192542091e+01,6.308940886e+01,1.026836118e+01,5.774214376e+01,8.231798098e+01,5.838702207e+01,9.098927450e+01,7.165107872e+01,5.019183150e+01,7.636063890e+01,9.662766082e+01,2.464670354e+01,8.709490422e+01,3.691098386e+01,8.953957729e+01,4.421214418e-01,1.052482316e+01,6.184857940e+00,9.002721172e+01,6.362933479e-01,2.872040209e+01,7.958750039e+01,7.953960749e+01,1.837949521e+01,4.214209874e+01,1.790034357e+01,5.954422913e+01,1.390950055e+01,8.981833573e+01,5.769611171e+01,5.963024589e+01,2.194059339e+01,9.611515783e+01,8.102727112e+01,1.619043103e+01,1.411432968e+01,8.484398359e+01,4.667542479e+01,2.541224681e+00,3.305200732e+01,9.107037357e+01,5.353865590e+01,5.211153291e+00
2.629693403e+01,9.995038066e+01,8.520771519e+01,5.254737359e+01,3.344131130e+00,4.598273620e+01,8.083966014e+01,5.284998836e+01,5.446682418e+01,5.525050670e+01,7.201663783e+01,1.846390326e+01,9.017736182e+00,1.021025350e+01,7.707621895e+00,9.728550874e+01,3.897695563e+01,4.552383526e-01,4.985004727e+01,2.154146130e+01,3.661495416e+01,4.027069155e+01,2.302588864e+01,6.424825134e+01,5.502004803e+00,6.649801118e+01,8.105170936e+01,9.517250818e+01,3.862947058e+01,9.580009267e+01,7.206625152e+01,6.797720437e+01,7.310623990e+01,7.681178855e+01,5.313060113e+01,1.513441587e+00,4.047616695e+01,9.506668676e+01,4.928997922e+00,7.354779097e+01,5.569988089e+01,4.900957983e+01,8.937542384e+01,6.304482952e+01,6.416626693e+01,1.938899409e+00,4.794551612e+01,5.477418096e+00,8.154095266e+01,3.416397503e+01,8.208721196e+01,2.033812891e+00,5.870778146e+01,2.915624795e+00,6.945266027e+01,3.724644338e+01,2.953542887e+01,2.278287964e+01,7.024611011e+01,8.588120342e+01,7.489201706e+01,4.795593756e+01,7.012714004e+01,8.385402784e+01,8.571835735e+01,3.983953526e+01,2.106250682e+01,3.918500393e+01,1.378639459e+01,8.390525273e+01,9.471747148e+01,3.169698136e+01,4.319889886e+01,5.010569361e+01,2.012564034e+01,3.631360502e+01,2.690716135e+01,1.304442232e+01
7.727762280e+01,1.275183282e+01,6.803140523e+01,5.502232556e+01,6.610844658e+01,4.186137778e+01,1.568798990e-01,7.261148231e+01,7.204263225e+01,2.517234702e+01,2.567877192e+01,9.297688894e+01,6.620335388e+01,9.704024844e+01,5.524378678e+01,1.541893921e+01,4.404754580e+01,2.711262916e+01,8.518740760e+01,5.715653747e+01,1.571692809e+01,5.667757618e+01,1.354824851e+01,7.976442627e+01,1.015856499e+01,3.230673612e+01,6.483094147e+01,4.976672256e+01,4.018806067e+01,4.159290439e+01,7.427038696e+01,2.438318718e+01,5.737836632e+01,5.257618726e+01,7.505882108e+01,4.989106194e+00,7.167405958e+01,9.660707319e+01,4.382376302e-01,4.462230896e+01,8.621136477e+01,7.151759122e+01,3.823747224e+01,6.722720600e-01,5.638610142e+01,7.458926114e+01,9.830229543e+01,8.268782238e+00,8.828851287e+01,3.339116722e+01,6.900834705e+00,2.615375681e+01,9.911554382e+01,5.926061102e+01,8.046217152e+01,3.157361809e+01,6.060707309e+01,7.653486299e+01,1.626136873e+01,1.204479091e+00,6.895818394e+00,7.401488755e+01,3.309041633e+01,6.861576789e+01,1.168802999e+01,8.923851515e+01,7.785400677e+00,7.169165154e+01,9.688606326e+01,6.831853870e+01,1.312346953e+00,5.521815589e+01,4.957802027e+01,3.739992544e+01,7.861860635e+01,9.279904534e+01,7.736299774e+00,2.536602171e+01
5.912413757e+01,7.997575707e+01,1.872809713e-01,8.243215323e+01,6.651217877e+01,3.164948766e+01,7.202531260e+01,1.604159898e+01,9.662371505e+01,4.346927468e+01,8.659282238e+01,9.709626514e+01,3.660002157e+01,7.005875749e+01,1.781442663e+01,4.289358954e+01,4.292792087e+01,3.348134838e+01,7.316598390e+01,3.037143505e+01,9.033128765e+01,7.379195166e+01,7.555882180e+00,6.891273263e+01,5.301588681e+01,8.762729220e+01,9.002679207e+01,8.199141373e+01,1.182971896e+01,3.097916124e+01,9.519030962e+01,4.197868800e+01,4.309522903e+01,5.147848004e+01,9.147113904e+01,8.860766731e+01,1.232997966e+01,4.959045181e+01,7.352512376e+01,9.125142319e+01,9.854487347e+01,3.171440157e+01,1.291906357e+01,6.301547730e+00,1.515633752e+01,5.109705491e+01,9.434124196e+01,9.849091420e+01,6.783364173e+01,2.156425982e+01,1.073189196e+01,3.691421758e+01,5.938082871e+01,4.350444349e+01,5.677619165e+01,1.003232087e+01,7.437373940e-01,2.523612042e+01,4.483888084e+01,2.728219457e+01,7.216933191e+01,3.997378117e+01,7.761569155e+01,1.749198114e+00,7.041444166e+01,7.988440358e+01,6.950689284e+01,7.141959676e+01,2.968826357e+01,9.485273547e+01,5.802824867e+01,4.907786950e+01,4.556410555e+01,4.733240867e+01,9.703621272e+01,8.278771566e+00,2.726526726e+01,2.562218595e+01
8.983268945e+00,2.613506643e+01,4.418610815e+01,2.302082876e+01,1.541455036e+01,4.205479579e+00,3.713581225e+00,4.584734508e+01,8.059094895e+01,7.596670590e+01,4.488734734e+01,4.558466953e+01,7.022095813e+01,7.846114989e+01,2.303235563e+01,5.798861546e+01,8.165535448e+01,5.776066108e+01,8.725096934e+01,3.448953522e+01,9.140361331e+00,2.900028255e+01,5.235872550e+01,3.419127845e-01,5.828030241e+01,1.421227057e+01,4.296581467e+01,8.240340027e+01,3.585241581e+00,6.118413132e+01,9.154566698e+01,4.060821513e+01,9.278298291e+01,9.557723546e+01,6.782619706e+01,9.234647937e+01,6.794550139e+01,4.797444888e+01,5.923566778e+01,6.099246644e+00,6.363809725e+01,8.450179398e+00,9.488882218e+01,3.754642634e+01,9.725886853e+01,7.038284662e+01,9.139553207e+00,2.585782857e+01,4.606484995e+00,8.284704707e+00,6.534285931e+01,7.686715700e+01,9.443817742e+00,7.139597907e+01,9.759277097e+01,6.469507225e+01,2.216795965e+01,5.482756014e+01,3.434900589e+00,2.421433914e+01,1.014522452e+01,8.565088942e+01,5.892346037e+01,2.669659898e+01,1.127696313e+01,5.816572868e+01,6.491549068e+01,2.330790750e+00,8.733290854e+01,6.983473082e+01,1.980685941e+00,2.527031318e+01,5.928201602e+01,7.853417360e+01,3.920098975e+01,4.900481747e+01,3.295684370e+01,5.386267037e+01
5.896616162e+01,1.588424700e+01,5.560912893e+01,7.597791507e+01,3.422392695e+01,6.627099404e+01,3.927283505e+01,8.571013308e+01,2.754248125e+01,7.348052688e+01,1.905941955e+01,8.840389704e+01,3.699254280e+01,9.370004716e+01,6.753164856e+01,8.269508726e+01,5.042845957e+01,9.770618549e+01,4.817534697e+01,8.973410506e+01,3.341991359e+01,7.335154371e+01,5.552609038e+00,3.282587554e+01,8.994968035e+01,7.449852423e+01,2.258084145e+01,7.497061525e+01,3.575278290e+01,8.848830567e+01,6.961052371e+00,7.609323843e+01,1.781392885e+01,1.213148591e+01,8.988217576e+01,4.835192748e+01,5.215829017e+00,2.523608297e+01,8.183998648e+01,7.333534007e+01,7.339053074e+01,3.803860716e+01,4.029328834e+01,5.855614052e+01,8.121167401e+01,2.816166442e+01,1.122584887e+01,6.684465950e+01,7.056404527e+01,2.238001276e+01,9.058667549e+01,9.192215398e+01,9.345657013e+01,4.574591000e+01,4.071358778e+01,8.177467794e+01,5.365430023e+01,3.906105844e+01,2.317137900e+01,1.011032874e+01,2.435035044e+00,4.138791868e+01,1.181515894e+01,2.539597403e+01,7.539729330e+01,7.563862222e+00,9.746379713e+01,3.263921655e+00,5.010630717e+01,8.251218389e+01,3.937927513e+01,3.441710078e+01,1.786681990e+01,5.120672583e+01,9.656321050e+01,4.487461741e+01,4.494213908e+01,9.475614876e+01
3.988189516e+01,3.728415694e+01,1.336782128e+01,1.384205726e+01,6.178215859e+00,9.650224035e+01,4.360044886e+01,9.177392424e+01,9.735014465e+01,7.854577210e+00,4.822706216e+01,8.262318864e+01,3.649468445e+01,1.512639131e+01,2.420924737e+01,9.570264914e+00,1.344179466e+01,1.650999793e+01,2.385570218e+01,3.305218919e+01,8.845878835e+01,6.920438199e+01,6.872493954e+01,5.693973399e+01,7.921261606e+01,9.009053232e+01,9.342603381e+01,4.385329904e+01,2.997457729e+01,5.095877296e+01,6.166817402e+01,6.785310890e+01,9.319040697e+01,8.705845589e+01,2.900901322e+01,3.782706053e+01,3.504942745e+01,2.010997681e+01,5.148746288e+00,8.081298606e+01,8.536897798e+01,2.526621010e+01,3.087453461e+00,6.277661597e+01,3.576908474e+01,5.404579371e+01,1.965864484e+01,1.959344279e+01,5.725627728e+01,4.780471157e+01,8.295488154e+01,2.250748916e+00,9.698389214e+01,5.332590639e+01,6.018471338e+01,6.714153448e+01,4.956821139e+01,1.034328764e+01,5.102657055e+01,7.947325603e+01,8.394702832e+00,9.276873324e+01,2.531948332e+01,8.453361509e+01,8.128829377e+01,2.290061684e+01,6.120928230e+01,6.148648683e+01,9.978323623e+01,8.945420011e+01,5.794575634e+01,6.859285942e+01,8.679380304e+01,2.602143017e+01,2.075417672e+01,2.294567348e+01,3.364695285e+01,9.159703938e+01
6.420391413e+01,1.845690469e+01,6.830193643e+01,2.557841824e+01,3.107418639e+01,5.614381610e+00,8.680106998e+01,6.403203434e+01,7.679397226e+01,1.608019321e+00,7.309106337e+01,2.568716216e+01,1.491876880e+01,1.597010276e+01,3.600004188e+01,8.371020382e+01,8.658035478e+01,8.532811098e+00,5.309542754e+01,2.387285976e+00,8.437877255e+01,8.217081126e+00,6.121902996e+01,1.411471061e+01,8.763280320e+01,7.997833571e+01,6.875088513e+01,3.366933480e+01,3.626445438e+00,4.032035654e+01,7.108813847e+01,3.242222063e+01,3.476571316e+01,2.081815931e+01,8.048821137e+01,8.658505611e+00,3.061777790e+01,5.694769682e+01,9.950837719e+01,5.223998989e+01,8.357088169e+01,2.625848990e+01,2.874791366e+01,2.328267033e+01,6.196293691e+01,1.881590502e+00,6.797555730e+01,3.652659536e+01,5.302789310e+01,6.348184411e+01,3.155234478e+01,4.808935436e+01,4.295890513e+01,4.454327512e+01,1.465258504e+01,9.607427957e+01,5.470309544e+01,5.219759582e+01,6.308353522e+01,8.026506390e+01,8.511142874e+01,8.366716244e+01,5.540547532e+00,8.892269449e+01,8.173036301e+01,1.801942178e+01,2.176900570e+01,3.596723763e+01,9.243106451e+01,7.230013009e+01,3.657868603e+01,3.692940095e+01,6.778682131e+00,4.829136033e+01,9.538606506e+01,9.680364123e+01,4.155565947e+01,2.426843859e+01
9.886585104e+01,4.223416593e+01,9.062741145e-01,8.074177431e+01,2.332716843e+01,7.876943887e+00,4.431709865e+01,6.050845044e+01,4.563855642e+01,9.237148232e+01,9.110380513e+01,2.575836216e+01,1.108180344e+01,4.050572845e+01,9.879719462e+01,2.910681779e+01,6.981032366e+00,3.973443529e+01,2.733190898e+00,1.321611371e+01,2.265104572e+01,2.137247367e+01,1.419114610e+01,7.802479946e+01,6.179711358e+01,2.936029788e+01,6.522200322e+01,2.864635006e+01,5.574919827e+00,3.426080240e+01,4.474018603e+01,4.811704830e+01,2.012460602e+01,1.681038232e+01,8.721882955e+00,1.729869236e+01,4.309277525e+01,6.266199216e+01,1.395997375e+01,5.090967090e+01,4.099222567e+01,7.871629689e+01,9.756267273e+01,5.721450579e+01,4.616399199e+01,4.792522127e+00,5.531724092e+01,7.323676603e+01,9.356945196e+00,3.594359349e+01,1.423937439e+01,3.383000280e+01,5.780291625e+01,9.676456976e+01,9.226407328e+01,4.065871451e+01,6.436722144e+01,9.392419357e+01,1.342439009e+01,7.893699838e+01,1.130945181e+01,9.737057805e+01,6.021679038e+01,7.206819451e+01,7.290136670e+01,4.143569910e+01,3.196260552e+01,9.303678704e+01,8.892745967e+01,8.089572958e+01,7.282015313e+01,1.695271119e+01,8.242371454e+01,8.677000652e+01,4.808547198e+01,8.429034240e+01,7.019952162e+01,8.011504930e+01
9.198986580e+01,5.414025322e+00,2.311539268e+01,1.284094484e+01,5.646499546e+01,5.747646407e+01,6.192933064e+01,8.505927084e+01,3.482417916e+01,3.189655250e+01,6.743098969e+01,6.123850927e+01,9.979207345e+01,2.981250277e+01,9.647309839e+01,8.285304025e+01,4.928085171e+01,3.825081008e+01,1.385842141e+01,1.531511192e+01,5.483298634e+01,8.955845507e+01,6.440391966e+01,5.522987379e+01,5.769848353e+01,4.404522206e+01,4.337663641e+01,2.459760550e+01,5.049353676e+01,5.388414424e+01,6.358705691e+01,8.531848284e+01,1.514341083e+01,7.771781579e+00,9.526830444e+01,1.761340882e+00,3.142088620e+01,1.547768586e+01,8.286817807e+01,8.556991504e+01,2.283295383e+01,3.508391895e+01,5.086922207e+01,7.372039017e+00,5.689569042e+01,4.251660459e+01,5.922141269e+01,8.645094105e+01,3.231469688e+01,6.498075954e+01,8.607079688e+01,2.912337626e+01,3.316240897e+01,6.674244913e+01,1.559749969e+01,1.691336174e+01,9.365036123e+01,4.127667273e+00,8.264648744e+01,4.230615959e+01,9.501070846e+01,8.689655830e+00,6.793138012e+01,1.525485912e+01,4.497185821e+00,1.911756073e+01,1.131196434e+01,3.712049328e+01,9.881496045e+01,8.865364512e+01,7.610794752e+01,5.085767935e+01,9.379928382e+00,1.997121142e+00,7.196589180e+01,4.133276198e+01,5.503576384e+01,9.495529278e+01
5.665845722e+01,1.449228853e+01,7.124339820e+01,4.163397418e+01,3.580475994e+01,6.972169001e+01,6.824244874e+01,1.142521230e+01,3.244473827e+01,4.260226012e+01,2.090243307e+01,3.843527578e+00,2.336949128e+01,1.009150226e+00,7.812841655e+01,4.417244859e+01,9.068038046e+01,1.410322230e+01,2.099987981e+01,3.751930636e+01,1.327753648e+01,2.193766402e+01,2.266404697e+01,9.862925775e+01,3.830453273e+01,2.326912282e+01,2.427402541e+01,5.323642421e+01,4.441925503e+01,9.369468170e+01,2.696706610e+01,7.897367230e+01,2.139950970e+01,6.697999940e+00,4.148401632e+01,7.481514252e+01,8.986274886e+01,9.160638411e+01,6.501320314e+01,4.132246139e+01,9.828247329e+01,6.134087786e+01,5.507938500e+01,5.492873158e+01,4.035774521e+01,5.900896954e+01,3.249099936e+01,4.578981501e+01,8.128512243e+01,2.925768812e+01,5.162668415e+01,5.196420447e+01,4.319219918e+00,2.515739046e+01,4.268556811e+01,3.559146720e+01,2.967595591e+01,8.545232325e+01,8.635168958e+01,3.067522337e+01,8.797880921e+01,9.961888611e+01,9.026895545e+00,7.109902199e+01,9.022544472e+01,7.398366349e+01,4.092905800e+01,9.049540355e+01,5.397707259e+01,5.482438022e+01,3.111872355e+01,6.201260794e+01,5.757010962e+01,4.177120163e+00,1.168535123e+01,5.460724171e+01,3.859288509e+01,6.860385524e+01
2.143573916e+01,8.111376889e+01,3.913722744e+01,7.755972625e+00,1.710169622e+01,4.408554855e+01,2.084972480e+00,7.876036645e+01,9.037414864e+01,7.259282572e+01,5.689391013e+01,2.493961363e+01,4.485009136e+01,9.681949295e+01,9.285588603e+01,8.000988411e+01,3.905959931e+01,5.824803057e+00,8.924042592e+01,1.650570583e+01,3.285686893e+01,1.466268472e+01,7.801464768e+01,2.258459449e+01,7.244216522e+01,3.321286176e+01,3.103752139e+01,4.544198848e+01,1.954273987e+01,4.794437472e+01,8.637874314e+01,6.595035023e+01,3.466749321e+01,5.636963421e+01,6.167262775e+01,4.450888520e+01,6.810798362e+01,8.798658553e+01,7.278166037e+01,6.759759944e+00,1.533117643e+01,1.030735638e+01,2.439092605e+01,1.054354666e+01,3.458996370e+01,3.150831598e+01,7.997011783e+01,9.608592286e+01,6.173686251e+01,6.065293517e+01,6.257388299e+00,1.660869428e+01,5.546972795e+00,2.337875703e+01,7.644402178e+01,5.143452297e+01,7.733432007e+01,9.334830513e+01,1.896475773e+01,4.875585612e+01,7.629244853e+01,5.071715613e+01,2.483798847e+01,1.666777922e+01,4.364718184e+00,8.665978303e+01,3.755448538e+01,5.417177492e+01,4.273414181e+01,7.959298865e+01,1.432335682e+01,4.821843506e+01,5.085769210e+00,7.186246725e+01,4.661479912e+01,6.343231236e+01,9.548852328e+01,5.682203063e+01
4.946681877e+01,3.874719405e+01,7.087125740e+01,8.477916414e+01,1.467092413e+01,4.507098715e+01,5.124632373e+01,6.606723310e+01,5.895354329e+01,3.752412728e+01,9.603727688e+00,8.402898099e+01,4.620901291e+01,1.059888727e+01,2.558495606e+01,6.546580642e+01,9.146806726e+01,4.521025496e+01,9.004516692e+01,6.192098319e+01,9.297200017e+01,1.063925738e+01,6.097009367e+01,3.427015485e+01,3.985054978e+01,7.906828017e+01,5.438577670e+01,2.825505611e+00,4.485522664e+01,9.856939460e+01,2.192952272e+01,3.988199037e+00,2.354701837e+01,6.429472088e+01,1.778350309e+01,9.427028196e+01,2.991890052e+01,6.720331144e+01,4.060944200e+01,8.094268919e+01,3.173011913e+01,6.553011525e+01,8.179317584e+01,6.082938542e+01,1.915418954e+01,7.399192661e+01,3.401966590e+01,9.390380429e+01,2.896930071e+01,3.842526701e+01,8.621960298e+00,1.510132462e+01,1.112415911e+01,8.509948063e+01,3.413312897e+01,7.692035936e+00,4.257646501e+01,3.487299405e+01,4.901850711e+01,6.860651740e+01,3.280901921e+01,3.390677508e+00,6.916536905e+01,7.763457332e+01,3.417883996e+01,8.024936581e+01,7.132942920e+01,4.774923036e+01,6.401698619e+01,7.213176256e+01,3.878981916e+01,6.062942530e+01,3.316080550e+01,9.064821437e+01,8.262798817e+01,7.904674874e+01,1.133512243e+01,8.568315086e+01
8.803344795e+01,1.747563744e+01,8.316974292e+01,6.085845399e+01,6.348727985e+01,1.543405452e+01,6.141473114e+01,1.879813220e+00,6.007776057e+01,6.520428692e+01,8.079984328e+01,6.646133586e+01,9.992692283e+01,4.482476335e+00,8.379540869e+01,7.723224553e+01,1.814231510e+01,1.377371945e+01,5.466750614e+01,3.841045790e+01,3.727778824e+01,9.210450627e+01,5.885067332e+01,7.866162255e+00,6.968444890e+01,2.385185299e+01,6.684590906e+01,4.936184199e+01,9.297546397e+01,2.183201049e+01,7.973969319e+01,4.053038164e+01,6.824820789e+01,1.377090083e+01,5.857530034e+01,4.314511343e+00,8.321408365e+01,1.936911825e+00,3.018689917e+01,5.584929388e+01,3.448026273e+01,4.731986778e+01,3.311043617e+01,3.365220728e+00,9.785057527e+01,3.246879334e+01,3.814851273e+01,5.650244822e+01,9.727216110e+01,3.433786451e+01,9.283982539e+01,1.397596482e+01,3.940495451e+01,4.698368126e+01,2.972278076e+01,2.200347700e+01,9.263007936e+01,8.507121949e+01,2.558139694e+01,6.133121249e+00,6.273374524e+01,6.011229005e+01,7.494235957e+01,3.299804626e+01,6.019505332e+01,3.007358574e+01,8.069105212e+01,1.074953540e+01,1.709676769e+01,3.776212980e+01,3.798205919e+01,4.121151501e+01,6.987342477e+01,6.767184412e+00,9.523515002e+01,1.898607522e+01,7.308399830e+01,7.620909985e+01
8.836081753e+01,9.858242784e+01,3.458646419e+01,8.049104458e+00,5.200816743e+01,9.225899609e+01,7.306066420e+00,9.906191177e+01,3.148563187e+01,2.795655465e+01,3.683694867e+01,2.527581595e+01,7.879243830e+01,2.415554562e+00,9.990535687e-01,3.461229816e+01,5.368776160e+01,8.074750439e+01,3.398090772e+01,8.829718820e+01,4.858312143e+01,3.613062845e+01,4.787969304e-01,1.751609805e+01,1.719619984e+01,8.686809047e+01,6.818930153e+01,6.640283076e+01,5.363988812e+01,6.355070930e+01,6.460730424e+01,4.757892105e+01,2.613135733e+01,6.860658941e+01,3.698342482e+00,6.993520896e+01,3.514371207e+01,6.665892094e+01,8.797161400e+01,6.947396610e+01,6.537480097e+01,9.029374814e+01,2.266576854e+00,3.671976613e+01,9.828487618e+00,7.809097944e+00,7.307364497e+01,4.376616495e+00,9.170982543e+01,2.376996743e+01,3.739970676e+01,8.048888767e+01,3.840731414e+01,6.751797808e+01,2.705804192e+01,2.903471533e+01,2.757860335e+00,3.351327208e+01,2.918728262e+01,5.768659040e+01,1.813709518e+01,4.880371347e+01,5.563045548e+01,8.713251684e+01,4.501176704e+01,8.031527391e+01,2.281667082e+01,4.550994019e+01,2.027126613e+01,4.731235389e+01,1.875522775e+01,9.038245107e+01,6.867026557e+01,8.072036301e+01,1.237126019e+01,1.112083719e+01,3.114305415e+01,7.819400531e+01
5.156516318e+01,8.638156044e+01,1.312517163e+01,7.870297235e+01,6.336245669e+01,3.020871579e+01,6.182706752e+01,7.784096510e+01,5.624571271e+01,2.674429751e+01,6.410375598e+01,2.085418034e+01,5.663379795e+01,5.122290344e+01,3.961391939e+01,9.240447401e+01,9.886131065e+01,5.457207524e+01,6.399848486e+01,9.175190582e+01,9.782013157e+01,4.779200358e+01,2.071484331e+01,7.791751200e+01,1.349900441e+01,4.725195769e+01,9.856478785e+01,6.768558772e+01,4.713227631e+01,7.860051601e+01,9.951735103e+01,3.094912659e+01,7.658672686e+01,7.659790278e+01,4.798505094e+01,6.835671836e+00,2.823466150e+01,1.152590942e+01,4.426677447e+01,3.172655594e+01,1.475850138e+01,5.454796783e+01,1.039101942e+01,2.201307562e+01,5.233198003e+01,5.270668882e+01,2.745299965e+01,6.605297219e+01,9.152640227e+01,7.181657293e+01,2.097949200e+00,3.417035959e+01,1.351846136e+01,9.900441785e+01,4.890815593e+01,9.019764963e+01,9.574554595e+01,9.937806996e+01,9.585513644e+01,7.413626269e+01,7.569287197e+01,3.951308567e+01,5.845062193e+01,3.655593437e+00,1.637007974e+01,9.088495897e+01,8.989067782e+01,1.648610694e+01,9.027882029e+01,3.282747785e+01,8.391145496e+00,9.903027931e+01,8.740777670e+01,2.772289222e+01,4.449361413e+01,3.459345446e+01,7.030247748e+01,3.088499973e+01
6.764662953e+01,9.748745905e+01,4.910600817e+01,8.440800131e+01,5.375236090e+01,5.328639006e+01,5.317172094e+01,1.517793418e+01,3.771629851e+01,8.931711387e+01,1.231126318e+01,2.891747510e+01,7.592881370e+01,4.165711271e+01,1.649937892e+01,5.642920171e+01,5.904424136e+01,1.562188200e+01,8.681237488e+01,4.088663004e+01,7.481193398e+01,8.831795740e+01,1.131363055e+00,7.454741482e+01,8.945386704e+01,6.929490234e+01,2.441923607e+00,6.597119931e+01,9.432937341e+01,6.332391152e+01,4.220348270e+01,7.343026622e+01,4.315893187e+01,9.101143848e+01,8.423264120e+01,1.070702770e+01,6.805392883e+01,2.220331356e+01,5.413838356e+01,7.874557198e+01,6.429267852e+01,7.857525522e+01,9.563975615e+01,4.639615352e+00,6.373445328e+01,3.764327556e+01,9.688529023e+01,6.037278199e+01,8.768208608e+01,4.907274414e+01,3.570221650e+01,3.742981181e+01,3.638438072e+01,2.178327576e+01,2.086592892e+01,7.275302235e+01,6.591147209e+01,9.504211969e+01,4.680930132e+01,7.514831661e+01,5.287691906e+01,5.639232164e+01,6.824890608e+01,8.337452477e+01,7.987537750e+01,7.439709819e+01,9.092178147e+01,3.447355308e+01,2.278655418e+01,3.954640337e+01,4.049924238e+01,9.502113554e+01,6.270052193e+01,6.164281644e+01,7.822520173e+01,8.993031447e+01,6.177138698e+01,9.577700053e+00
4.976072021e+01,7.618178035e+01,2.130743310e+01,3.335583514e+01,7.818563553e+01,7.846494365e+01,8.208662343e+01,6.815796901e+01,2.734640035e+01,9.962287773e+01,1.264705792e+01,7.438177794e+01,6.426262854e+01,2.512249664e+01,5.774499191e+01,6.024722883e+01,3.618286151e+01,4.644788511e+01,3.422374934e+01,9.942270953e+01,4.499922256e+01,7.702025731e+00,1.977154093e+01,2.291885338e-01,1.697474556e+01,9.062352697e+01,5.792448199e+01,8.551605094e+01,1.087578800e+01,5.242670806e+01,7.936307599e+01,8.059067469e+01,6.415853689e+00,5.807493593e+01,5.869307587e+01,1.629753053e+01,7.380992630e+01,9.731937528e+01,8.190153810e+01,9.460335019e+01,7.446805095e+01,1.369980967e+01,9.411374548e+01,8.953754251e+01,6.090549115e+01,7.332197466e+01,1.355272716e+01,8.248378499e+01,1.374878936e+01,8.964621805e+01,1.152324646e+01,7.610460875e+01,5.120852113e+00,5.073950183e+01,4.864844044e+01,3.423528835e+01,5.553779251e+01,4.063845106e+01,3.702470406e+01,6.492841190e+01,2.867796497e+00,1.854466521e+01,5.780796959e+01,4.670740012e+01,5.958144618e+01,5.487438650e+01,2.707245079e+01,7.983734189e+01,6.105358815e+01,5.213813877e+01,6.752617463e+01,2.363789377e+01,6.881945793e+01,4.642693654e+01,4.956415536e+01,6.726464135e+01,2.552370176e+01,9.612504164e+00
9.214002336e+01,4.934110709e+00,4.789229752e+00,5.774373328e+01,6.949301438e+01,6.526182762e+01,9.070397320e+01,7.160681098e+01,9.681807348e+01,8.858452197e+01,3.369753015e+01,9.362808732e+01,9.215144064e+01,5.987333086e+01,8.269296073e+01,8.979195768e+01,2.987327593e+01,6.294490047e+01,1.326547682e+01,5.678256473e+01,1.961841536e+01,6.411778537e+01,5.693629089e+01,7.918445758e+00,2.861146650e+01,3.072684849e+01,5.991602260e+00,1.187157324e+00,2.984612619e+01,1.722086816e+01,9.136320971e+01,5.357333877e+01,1.376325694e+01,8.010314081e+01,4.610281654e+01,4.449021546e+00,6.290595469e+00,7.841836711e+01,9.058595263e+01,7.414539618e+01,3.948423997e+01,9.915193746e+01,4.375970843e+01,7.150339439e+01,6.587650169e+01,5.659225131e+01,8.475935224e+01,7.394088977e+01,4.328964877e+01,8.587660596e+01,4.803586875e+01,7.153056157e+01,2.183096853e+01,7.057971775e+01,4.802009993e+01,9.947804381e+01,2.794717169e+01,8.511825174e+01,2.123249837e+01,9.037401501e+01,4.364148415e+01,8.269730957e+01,6.559686572e+01,3.533111964e+00,9.974699064e+01,2.766141690e+01,3.112890204e+01,2.469355879e+01,6.685036175e+01,1.205615046e+01,2.681369234e+01,4.218711434e+01,8.139993867e+01,7.824550034e+01,3.151573847e+01,3.236216097e+01,1.252385461e+01,1.299902848e+00
