v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74
9.937983884e+01,2.685408899e+01,4.906460853e+01,4.818372614e+01,8.464373028e+01,4.327542556e+01,3.838325346e+01,3.245982448e+01,5.092879663e+01,5.196693449e+01,8.338584215e+01,1.631663405e+01,6.430679643e+01,9.821983479e+01,3.938274244e+01,6.053675505e+01,3.627432917e+01,8.886762126e+01,5.454654793e+01,1.607805368e+01,2.734370032e+01,2.467144065e+01,3.580199156e+01,1.111598464e+00,7.069848451e+01,3.529481987e+00,1.326782749e+01,9.452332259e+01,3.806669656e+01,6.889765964e+01,7.794143606e+01,3.168157905e+01,4.009353766e-01,9.016506961e+01,9.151834549e+01,9.416314234e+01,5.511224750e+01,7.913629941e+01,6.662541187e+01,3.986958886e+01,2.621326357e+01,3.524380832e+01,9.129459100e+01,9.752326276e+01,1.708272382e+01,3.185734150e+01,6.214952024e+01,5.791987687e+00,7.965276645e+01,4.974880047e+01,7.509921513e+01,5.710140249e+01,9.772051718e+01,9.096867164e+01,9.271265835e+01,4.540081683e+01,4.288172293e+01,9.955147579e+01,2.321659322e+01,9.379284803e+00,1.795475797e+01,2.003989144e+01,4.476482165e+01,4.665318590e+01,5.533965480e+01,2.868779150e+01,9.665242156e+01,3.158076206e+01,4.263120452e+01,5.711364214e+01,9.969846814e+01,1.004907652e+01,1.077664486e+01,1.294254078e+01
9.553143403e+01,2.852085471e+00,1.378439928e+01,1.443536112e+01,5.839973142e+01,5.315504826e+01,6.623704401e+01,6.126077874e+01,3.068320846e+01,5.020614643e+01,6.442819915e+01,4.766342341e+01,2.887934013e+01,2.544332001e+01,9.478211802e+01,3.727775889e+01,9.916482748e+01,2.300728755e+01,1.987637794e+01,4.888621231e+00,8.539549076e+01,3.472575821e+01,8.319996335e+01,6.806203138e+01,2.648254064e+01,7.828186034e+01,1.353276173e+01,5.944098810e+01,2.346495819e+01,8.719283341e+01,2.819813869e+01,1.472345248e+01,7.837036755e+00,4.569229348e+01,5.949986804e+01,8.251186067e+01,9.023308739e+00,8.248275299e+01,8.862803304e+01,5.489906326e+01,8.514080199e+01,6.509620515e+01,6.076035639e+00,7.560663097e+01,8.720665871e+01,6.270186333e-01,6.767008512e+01,7.159693849e+01,2.420629075e+01,1.681488541e+01,8.116748258e+01,2.195537399e+01,1.211884978e+01,3.849992702e+01,1.549317926e+01,7.410396395e+01,4.763883376e+01,3.942045440e+01,1.654798127e+01,4.615131758e+01,4.276059024e+01,4.068954689e+01,6.581745664e+01,2.194362510e+01,6.818257104e+01,4.990220138e+01,7.930874777e+01,4.048502342e+01,5.652220136e+01,6.524930447e+01,5.698388589e+01,5.459267270e+01,5.671006316e+01,7.518579151e+01
3.511625074e+01,2.939490870e+01,6.621917399e+01,1.203212210e+01,4.365060248e+01,2.495091817e+01,1.776475244e+01,2.898245624e+01,8.758892641e+01,8.039536582e+01,2.476341224e+01,4.064929289e+01,7.665848312e+01,8.415193598e+01,6.344174484e+01,7.241841359e+01,1.237424299e+01,6.061323574e+01,6.627328096e+01,6.887323495e+01,7.639637009e+01,5.624741369e+00,3.115352790e+01,8.943575290e+01,8.862992431e+01,4.549137600e+01,5.005696201e+00,2.552142857e+01,3.030692214e+01,8.205490449e+00,5.033165278e+01,9.047845023e+01,4.941146844e+00,3.751154157e+01,4.717292148e+01,3.379500902e+01,1.825572323e+01,6.586539908e+01,6.931840549e+01,3.597853733e+01,3.728632349e+01,1.844256859e+01,2.799076878e+01,9.686007423e+00,7.732180333e+01,1.021791588e+01,1.374499009e+00,4.423902977e+01,7.489652725e+01,8.721914326e+01,3.781752643e+01,1.839450593e+00,6.432233162e+01,4.076148407e+01,2.012998637e+01,9.343456926e+01,4.641612595e+01,8.565474620e+01,1.224169638e+01,7.994685165e+01,9.910975167e+01,4.525144163e+01,9.851503384e+01,7.869212822e+01,3.977434158e+01,3.160934071e+01,5.552271948e+01,6.166934092e+01,3.738434850e+01,8.625014462e+01,3.261887456e+01,7.069886343e+01,7.141823117e+00,1.387951851e+01
6.863712542e+01,2.038838555e+01,4.374659735e+01,5.273632921e+01,5.484536389e+01,7.648849075e+01,8.797450358e+01,9.031738805e+01,3.350317589e+01,8.640938852e+01,7.021815814e+01,8.565682300e+00,5.305469944e+01,6.077603825e+01,7.751743688e+01,6.783523618e+01,1.986630249e+01,5.038009617e+00,8.516052919e+01,7.979153877e+00,4.471230125e+01,4.629528809e+01,4.450076174e+01,3.844811794e+01,1.204736178e+01,8.247483918e+01,1.009058517e+01,7.890815240e+01,5.291103504e+01,5.041179931e+01,7.337057332e+01,5.697491760e+00,6.491141249e+01,5.574754631e+00,4.359531897e+01,8.457140672e+01,9.369925333e+01,7.117559613e+01,8.877880175e+01,8.053705470e+01,2.762027285e+00,3.006333558e+00,5.579597665e+01,2.188772510e+01,2.713969147e+01,6.707778188e+01,4.069557683e+01,8.036577115e+01,5.989281684e+01,1.746706613e+01,5.387949223e+01,6.973418679e+01,9.251531712e+01,1.290873412e+01,1.500653495e+01,9.723294595e+01,6.072108201e+01,6.468693492e+01,4.884992863e+01,1.673420668e+01,8.363776797e+01,3.108678565e+00,3.680168099e+01,3.336999150e+01,2.789406147e+01,6.873713209e+00,2.208442387e+01,2.138520420e+01,8.668721604e+01,7.424626609e+01,2.113604885e+01,2.932361302e+01,4.131156109e+01,8.192822325e+01
1.459147283e+01,4.697334912e+01,1.365979184e+01,4.364174745e+01,4.243905907e+01,8.650372843e+01,7.058456606e+01,7.166504744e+01,7.489978553e+01,9.163809567e+01,1.098072118e+01,9.915127598e+00,8.665483141e+01,5.835955172e+01,9.821117204e+01,9.518385648e+01,1.092595753e+01,2.017955392e+01,5.711552718e+01,7.794745349e+01,7.532978082e+01,9.283069414e+01,2.283783506e+01,1.043260020e+01,7.314738623e+01,5.624868221e+01,3.179729131e+01,1.196910407e+01,1.745271157e+01,2.340923616e+01,4.304658892e+01,6.434491140e+00,5.697757250e+01,1.985410099e+01,6.739299229e+01,7.574245656e+01,2.535004372e+01,7.706328420e+01,1.551948775e+01,1.564879629e+01,7.904989160e+01,6.468362494e+01,1.814900063e+01,6.175577339e+01,4.276051812e+01,7.892343781e+01,2.974970217e+00,4.946675726e+01,5.744381188e+01,1.823299511e+01,2.719802160e+01,2.999562519e+01,9.911893644e+01,7.691860440e+01,9.818375940e+01,5.961705465e+01,2.294311419e+01,9.433032880e+01,5.958621354e+01,5.812403543e+01,9.535459516e+01,8.731540640e+01,4.155492858e+00,7.037726848e+01,4.598200765e+01,1.256688173e+01,7.136013329e+01,3.337936655e+01,5.196794084e+00,7.028802848e+00,1.938074469e+01,8.416702060e+01,9.027588457e+01,2.363896222e+01
2.880591597e+01,3.698188862e+01,5.574084901e+01,3.334331870e+01,3.355411095e+01,9.638385807e+01,3.104654214e+01,9.571283095e+01,5.216799455e+01,5.369547245e+01,1.785991388e+01,9.689508188e+01,5.121651217e+01,5.912416682e+01,5.551983377e+01,9.628437789e+01,9.357008039e+01,2.094305245e+01,3.744534737e+01,2.025099419e+01,9.666628395e+01,5.995516764e+01,9.347743997e+01,2.121524399e+01,6.563633403e+00,4.284063241e+01,5.633375608e+01,1.284903787e+01,8.447107369e+01,1.556942778e+01,9.329092578e+01,9.623418711e+01,2.871074757e+01,3.599881942e+01,1.742286206e+01,6.380820054e+01,5.939074240e+01,4.689805303e+01,8.232313282e+01,5.468141320e+01,5.488286946e+01,6.954785683e+00,8.687715407e+01,2.423684159e+01,6.539149303e+01,8.390341863e+01,1.198728126e+01,5.994394493e+01,5.628117680e-01,6.387606970e+01,7.951830920e+01,4.161494867e+01,8.100076407e+00,2.140678136e+01,8.506882470e+01,5.576730792e+01,9.771304788e+01,5.215504290e+01,5.121859721e+01,7.176520030e+01,6.636047212e+01,2.430888096e+01,8.763368279e+01,9.782470451e+00,9.647364711e+01,8.071202295e+01,4.639206725e+01,2.847694590e+01,5.029925889e+01,1.896133829e+01,4.779525739e+01,6.542643137e+00,2.748286604e+01,2.186547802e+01
8.972747431e+01,3.398859791e+01,6.757014030e+01,6.361901997e+01,5.655954163e+01,5.330423475e+01,6.931498577e+01,3.201645488e+01,9.258901515e+01,6.935205155e+01,3.045167525e+01,2.757818994e+01,7.866588928e+01,8.575817453e+00,6.419043042e+00,6.510040204e+01,8.243039936e+01,5.224422231e+01,8.029942240e+00,4.444758618e+01,1.212712056e+01,6.113225774e+01,4.797241533e+01,7.888563337e+01,5.533853926e+01,9.049989665e+01,8.498402596e+00,6.499682670e+01,3.021706043e+01,1.898807568e+01,5.124056947e+01,8.128262075e+01,2.469680904e+01,9.026661641e+00,1.256835164e+01,2.656895787e+01,9.173494026e+01,6.422078884e+01,8.032783432e+01,8.119911524e+01,4.525905776e+01,1.191970280e+01,4.671703405e+01,7.061307321e+01,6.184186403e+01,8.143587286e+01,8.335693468e+01,2.626480548e+01,4.320781746e+01,1.773117675e+01,7.946900793e+01,9.776488987e+01,1.780613945e+01,5.478550802e+01,1.159503309e+01,1.596382108e+01,6.736888528e+01,9.083183686e+01,1.463027246e+01,7.099610099e+01,7.384515810e+01,8.685279332e+01,2.575541751e+01,6.712187450e+01,1.845388170e+01,1.285922585e+01,9.559919687e+01,7.581383101e+01,1.625558877e+01,1.955122421e+01,7.387053800e+00,2.832368964e+01,5.007654417e+01,8.923046305e+01
1.503432093e+00,6.723631063e+01,5.819176497e+00,9.896481503e+01,5.717910418e+01,8.316405689e+01,9.779932043e+00,8.082564314e+01,2.565349899e+01,9.531055041e+01,9.723114740e+01,6.273476071e+01,6.416286492e+01,3.691896210e+01,8.478215715e+01,4.079733737e+01,9.136451684e+01,3.454004120e+00,1.241480777e+01,2.858637927e+01,5.418147706e+01,2.334102787e+01,9.183709176e+01,1.194936871e+01,1.090090855e+01,7.889094881e+01,3.692227927e+01,7.843692216e+01,9.151414479e+01,5.298237046e+01,3.055217704e+01,2.932776565e+01,8.397939706e+01,1.292611775e+01,4.805301972e+01,6.773180427e+01,1.559918086e+01,1.575063689e+00,4.837609074e+01,3.697853503e+01,6.565146314e+01,1.148623349e+01,4.944943441e+01,4.160149222e+00,6.773131088e+01,4.258809533e+01,6.826456623e+01,7.338947761e+01,5.403106191e+01,3.546554130e+01,6.805462660e+01,4.890204877e+01,4.023312237e+01,9.198760503e+01,1.700762089e+01,8.159963836e+01,3.896934218e+01,4.080482646e+01,8.398406744e+01,1.921828090e+01,2.277395661e+01,5.843766034e+01,9.085649192e+01,7.531915130e+01,2.497965046e+01,6.101411488e+01,8.940386230e+01,2.008675660e+01,2.090671414e+01,4.945046050e+01,6.271358183e+01,5.545413856e+01,4.481246628e+01,1.982390349e+01
1.372156798e+01,1.575090182e+01,3.861015845e+01,7.340675836e+01,2.867871411e+01,5.169487503e+01,9.748138383e+01,2.474912428e+01,7.063393553e+01,7.892962811e+01,3.404243046e+01,2.082705881e+01,4.624663470e+01,1.954282605e+00,6.678036768e+01,8.788387167e+00,9.973216076e+01,3.717108608e+01,6.069757320e+01,1.954066205e+01,6.257421055e+01,6.281268410e+01,3.563770874e+01,3.398428816e+01,6.982395771e+00,6.781337706e+01,9.936341885e+01,4.667866160e+01,7.459841963e+01,4.484832578e+01,9.574506272e+01,1.515050939e+00,8.913495461e+01,9.275618546e+01,5.519016196e+01,2.875843709e+01,9.630764879e+01,7.693474279e+01,5.354372926e+01,5.289784026e+01,3.397145603e+01,8.926473284e+01,5.544683353e+01,4.345330142e+01,4.448603219e+01,9.649130580e+01,1.298812378e+01,6.818540539e+01,6.398984059e+01,3.509159472e+01,8.979772837e+01,1.362612810e+01,5.430171709e+01,1.235985320e+01,5.050292298e+01,2.844475133e+01,7.679968234e+01,2.379522185e+01,3.578142369e+01,4.370507968e+01,6.045857621e+01,5.135342125e+01,4.606025970e+01,9.577477727e+01,3.005445196e+01,1.123699009e+01,1.033832244e-01,5.541177716e+01,6.755642709e+01,1.304909386e+01,7.841187632e+01,9.520702324e+01,9.051042844e+01,9.833458729e-01
5.785240144e+01,1.381827016e+01,5.879534235e+01,9.414710809e+00,6.511784142e+01,5.363626358e+01,3.437283313e+01,8.002353401e+01,5.786316252e+00,9.280579223e+00,4.046645676e+00,7.451863520e+01,9.188657541e+01,3.957017370e+01,5.964204133e-01,5.915251460e+00,8.423828479e+01,8.343459314e+01,4.456287757e+01,8.788961302e+01,3.130702731e+01,2.862939026e+01,6.804668484e+01,7.459657888e+01,5.019692831e+01,3.844428516e+01,4.241587287e+01,2.088602625e+01,3.089888716e+01,2.176625912e+01,4.626731053e+01,9.699439024e+01,1.141897128e+01,6.846903959e+01,5.620515133e+01,7.288819405e+01,5.582458519e+01,3.951139216e+01,5.971072337e+01,2.571618463e+01,2.332644878e+01,2.025173481e+01,1.967445427e+01,8.402858799e+01,6.173883693e+01,3.459533258e+01,6.708566602e+01,3.260051037e+00,5.110237887e+01,5.785080610e+01,5.157282651e+01,7.367888648e+01,1.279605114e+01,9.821184791e+01,4.449745136e+01,5.500503851e+01,4.413317584e+01,9.625802780e+01,2.290701724e+00,5.688563155e+01,1.553315717e+01,4.005967417e+01,6.262057651e+01,2.835108747e+01,4.913111210e+01,9.209900960e+01,9.712413457e+01,6.414256266e+01,5.306336738e+01,2.062943029e+00,3.533299009e+01,8.713809948e+01,9.734994537e+00,1.431619305e+00
6.921307721e+01,7.438710902e+01,5.508888868e+01,6.152112399e+01,1.683346437e+01,5.471861444e+01,5.626702607e+01,2.792752231e+01,5.926413744e+01,9.200581338e+01,3.938032005e+00,7.913764539e+01,5.992486855e+01,2.754170603e+01,5.912598797e+01,1.729625585e+01,3.140891595e+01,7.220445334e+01,2.221443831e+01,3.532225777e+01,4.534733354e+01,1.902756226e+01,5.516044397e+01,2.694753533e+01,7.691550862e+01,5.178799576e+01,5.689345767e+01,3.926380644e+01,9.043086211e+01,6.285105138e+01,3.439105748e+01,8.942045988e+01,3.396046835e+01,1.080962289e+01,2.074253269e+01,7.267810153e+01,6.257610725e+01,7.548625727e+01,6.518739110e+01,5.524159515e+01,2.595536210e+01,1.173399046e+01,5.705511002e+01,9.393853548e+01,7.362837186e+00,6.227719137e+01,1.227028957e-01,9.958480077e+01,1.928770789e+01,3.952644733e+01,4.214873911e+01,9.201907249e+01,7.695047951e+01,9.538301704e+01,5.230584610e+01,4.500205795e+00,2.808267833e+00,4.022681940e+01,4.929313642e+01,4.141970136e+01,9.342145588e+01,1.428869761e+01,9.679162064e+01,2.954463564e+01,3.850156857e+01,5.088018672e+01,1.886211956e+01,4.175688438e+01,8.324957403e+01,2.742848205e+01,5.917496390e+00,7.108868614e+01,6.448510171e+01,8.251833273e+01
3.504294916e+01,5.370107010e+01,6.431422644e+01,6.664023457e+01,1.468303448e+00,9.582725045e+01,7.972417560e+01,6.464023808e+01,9.890797924e+01,2.278605441e+00,1.230680695e+00,6.935365685e-01,5.421687617e+01,6.877360086e+01,7.165630061e+01,2.839371118e+01,7.701269732e+01,8.314308320e+01,8.428144467e+00,4.032856128e+01,5.907474007e+01,6.678598517e+01,8.056925553e+01,7.907833702e+01,9.338777597e+01,2.472538539e+01,7.688874576e+01,1.553563120e+01,7.795929732e+01,7.793620915e+01,7.051863635e+01,2.834821541e+01,4.476493210e+01,7.962991242e+00,8.561759341e+00,8.961452623e+01,4.460732842e+01,6.753201242e+01,1.925768550e+01,3.812767629e+01,2.213117122e+01,1.121737354e+01,6.623945403e+00,3.194051975e+01,5.739818463e+00,7.074003933e+01,7.256198802e+01,9.106240976e+01,6.815459602e+01,7.846502442e+01,5.779373783e+01,2.948311645e+01,8.740871649e+01,6.086711595e+00,1.012733271e+01,1.302413130e+01,1.916751856e+01,1.375503769e+01,1.884579392e+01,7.345940454e+01,3.962550187e+01,4.355722369e+01,9.629227641e+01,9.019401410e+01,3.892985636e+01,3.736667182e+01,4.625636915e-01,7.656198271e+01,9.148072153e+00,2.635148555e+01,4.518584023e+01,1.357861710e-01,8.979937882e+01,1.935259992e+01
7.484375068e+01,7.908517516e+01,2.681911227e+01,6.017645035e+01,1.110480220e+01,5.942933951e+01,4.898422320e+01,9.768282193e+01,3.624035626e+01,4.081893145e+00,6.188057741e+00,8.228611796e+01,4.938417518e+00,9.121156423e+01,5.737309240e+01,6.348066763e+01,5.089652255e+01,4.050400514e+01,1.086334949e+00,9.063017590e+00,6.676267801e+01,9.239407274e+01,5.608349886e+01,2.462307869e+01,1.375932891e+01,8.328039702e+01,3.212790482e+01,3.005134552e+01,5.640818129e+01,3.598100292e+01,1.619099315e+01,3.842881901e+01,2.240665234e+01,3.513120561e+01,5.185078493e+01,9.986139412e+01,1.999623907e+01,8.554405048e+00,3.981746122e-01,6.692100959e+01,6.675783776e+01,4.485271181e+01,1.288666248e+01,1.027210525e+01,6.671934477e+01,1.998508981e+00,6.677216599e+01,4.928079871e+00,7.658995990e+01,8.659451904e+01,7.115843659e+01,9.880719493e+01,9.228470822e+01,2.341210510e+00,8.315515685e+01,7.342501590e+01,2.802608363e+01,7.827447594e+01,9.020808783e+01,6.755361128e-01,5.180244530e+01,1.381297179e+01,6.004139784e+01,1.704109934e+01,1.668644267e+01,6.124614726e+01,4.465224056e+01,9.682107018e+01,4.953200961e+01,1.190252815e+01,2.838064434e+01,5.937374792e+01,3.606432538e+00,2.708433315e+01
1.600477566e+01,1.719480570e+01,5.676661879e+01,6.441085803e+01,5.259811188e+00,8.024882728e+00,3.560605777e+01,7.399717079e+01,8.760259177e+01,4.413072487e+01,5.458693333e-01,6.135540228e+01,7.908214305e+01,7.005168142e+01,7.273560665e+01,4.961562520e+01,4.933855302e+01,1.340679052e+01,4.417300301e+01,4.545953883e+01,5.946856768e+01,9.645410749e+01,5.736395929e+01,1.453228845e+01,4.904345414e+00,6.030933135e+01,8.549050655e+01,9.885634250e+01,2.241659098e+01,8.766415120e+01,2.171331194e+01,9.830504525e+01,9.142448985e+00,3.147869432e+01,6.748529404e+01,2.189196706e+01,7.767407933e+01,4.078268948e+01,4.280120287e+01,3.467851069e+01,9.883967042e+01,4.708431045e+01,9.224989741e+01,2.165658798e+01,2.287070529e+01,5.484062801e+01,5.378275485e+01,6.089884480e+01,9.215956923e+01,6.243551779e+01,6.324646032e+01,2.812365977e+01,7.173413127e+01,3.713584537e+01,6.332733817e+01,8.187472615e+00,9.101563789e+01,6.222533360e+01,8.246177319e+01,4.543619772e+01,4.934442681e+00,2.324881560e+01,3.985795072e+01,7.624085906e+01,9.532470465e+01,7.623176307e+01,6.360198110e+01,7.502055699e+01,9.572950717e+01,6.082190196e+01,8.659249114e+01,1.660404604e+01,3.317848858e+01,7.455103952e+01
7.698811492e+01,6.542496060e+01,1.203017150e+01,6.926693126e+01,7.695333306e+01,2.864098776e+00,2.072888503e+01,3.336606845e+01,7.914056154e+01,6.169446116e+01,7.989261036e+01,1.397653172e+00,4.297718991e+00,8.099525499e+01,2.518211386e+01,7.987859558e+01,7.263813433e+01,7.842160172e+01,3.396169862e+01,5.577550418e+01,8.577688194e+01,7.446877019e+01,1.867296224e+01,8.199636465e+01,5.665153791e+01,4.100983447e+01,4.196139787e+01,2.037410055e+01,6.271621053e+01,4.542616980e+01,5.381782531e+01,5.712850673e+01,3.077643646e+01,2.435324955e+01,3.353392709e+01,8.929953384e+01,7.874067712e+01,1.063646506e+01,7.962191855e+01,3.540463756e+01,9.534830323e+00,2.411089357e+01,3.169167723e+01,1.767322774e+01,7.197909715e+01,1.328787214e+01,2.078204520e+01,6.371316443e+01,4.447070023e+01,9.283824197e+01,3.078123956e+01,9.038549378e+01,2.046034669e+01,5.507191970e+01,5.486572098e+01,3.333086795e+01,9.825085931e+01,3.721359831e+01,8.895959166e+01,8.454380541e+00,8.528705069e+01,7.300886775e+01,5.062048287e+01,6.496787182e+01,9.068065068e+01,3.772717271e+01,5.875551742e+01,3.775630291e+01,4.311360865e+01,6.733108784e+01,6.129626845e+01,7.940655051e+01,7.952045945e+01,1.136069375e+01
3.172980634e+00,5.053987014e+01,4.398594678e+01,4.666720003e+01,1.897149709e+01,2.991114539e+01,7.739889618e+01,5.439119316e+01,2.575020772e+00,9.563738505e+01,5.248815691e+01,8.596298052e+01,5.235459584e+01,7.596200560e+01,4.590433868e+01,3.952469508e+01,6.639728265e+01,8.552795827e+00,9.855997326e+01,6.704390159e+01,4.827726625e+01,7.714740684e+01,1.949014452e+01,3.815249090e+01,2.858096394e+01,4.679898282e+01,1.148276083e+01,1.595845000e+01,4.726855352e+01,6.813267178e+00,1.890187109e+01,3.517243954e+00,3.104660253e+01,5.262737560e+01,6.206795175e+01,1.720253398e+01,7.249958783e+01,3.913694356e+01,9.261940038e+01,5.834995139e+01,3.692374057e+01,9.019725498e+01,3.663028488e+01,4.249521365e+01,1.137347948e+01,6.776872057e+01,8.326879784e+01,9.595309710e+01,8.489040508e+01,2.411076741e+01,8.926782121e+01,6.988162244e+00,6.830999562e+00,2.082330240e+01,1.827791653e+01,8.643100213e+01,3.951514876e+01,3.986269370e+01,5.891703114e+01,1.595796214e+01,3.076174324e+01,2.687762576e+01,6.519867836e+01,6.073228672e+01,4.181968698e+01,5.520093857e+01,9.854950584e+01,2.748837259e+01,4.836114231e+01,5.087267704e+01,6.303443072e+01,9.872166400e+01,7.846480266e+01,1.257507980e+01
7.601507451e+01,9.538601890e+01,5.270401282e+01,1.634387783e+01,1.420298959e+01,2.418959199e+01,3.746163076e+01,3.853510010e+01,4.951159092e+01,2.111567445e+01,6.600809058e+01,8.378519643e+01,8.575860965e+01,3.537260342e+01,4.477496347e+01,9.757305496e+01,9.627114666e+01,7.599891089e+01,1.734542022e+01,5.805388409e+01,7.996209878e+01,5.949033358e+01,9.076961857e+00,9.912419033e+01,1.406961137e+01,7.508004935e+01,8.483899333e+01,5.550615091e+01,2.006955861e+01,9.734632242e+01,2.466738803e+01,2.578646472e+01,6.076145545e+00,6.440955724e+00,2.324109374e+01,6.145951765e+01,2.770194369e+00,7.629634659e+01,3.457199799e+01,6.924559509e+01,5.424642725e+01,7.484379740e+01,5.750147348e+01,2.252175644e+00,6.541679297e+01,3.257019972e+01,8.355792659e+01,3.723213398e+00,8.898059892e+01,1.801803394e+00,1.538319245e+01,5.589438048e+01,9.436090341e+01,1.600829576e+01,7.230143163e+01,3.593029393e+01,9.465167714e+01,7.360456802e+01,3.916149849e+01,2.223532786e+01,9.809558222e+01,2.302493909e+01,3.043128861e+01,5.593493332e+01,1.269868617e+01,4.091338542e+01,6.641816142e+01,7.291863007e+01,8.443719204e+01,5.422197564e+01,7.582797116e+01,3.868539695e+01,5.681919912e+01,3.051794610e+01
3.864913901e+01,3.547667420e+01,8.632617975e+01,2.927711277e+01,1.975455875e+01,4.894719115e+01,2.734710392e+01,4.441105298e+01,3.456387420e+01,4.661293352e+01,2.799483306e+01,7.492240883e+01,8.402192011e+01,5.322254581e+01,7.315952356e+01,8.686819627e+00,3.961438000e+01,5.692403450e+01,1.081408502e+01,3.000230639e+01,5.551199967e+01,3.151708254e+01,9.397606242e+00,9.228192449e+01,2.118602036e+01,7.070018671e+01,9.951907858e+00,1.488284875e+01,2.469755149e+01,2.198003689e+00,5.280611752e+00,7.333189691e+01,8.888225358e+01,5.242589885e+01,8.670975534e+01,2.328052283e+01,6.764683147e+01,4.320999431e+01,3.265895054e+01,9.695464187e+01,6.431161496e+01,1.139341358e+01,3.876981087e+01,9.984893997e+01,8.931288810e+01,5.232785376e+01,1.085735029e+01,5.797919598e+01,3.683621963e+01,5.284340155e+00,5.893037092e+01,5.702442144e+01,6.172338923e+01,2.092689282e+01,2.211302449e+01,6.292979143e+01,7.002217709e+00,4.271446080e+01,7.157255491e+01,1.549717597e+01,9.843171381e+00,9.199344842e+01,6.666151443e+01,3.677511534e+01,8.523886932e+01,4.375481312e+01,3.686760897e+01,1.800650428e+01,6.314557148e+01,8.350133110e+01,7.815898077e+01,7.072825427e+01,1.982542624e+01,9.969545555e+01
7.765390224e+01,5.650686650e+01,8.087698286e+00,8.227875222e+01,5.409499282e+00,4.057173497e+01,8.397603216e+01,1.270014414e+01,6.086718428e+01,4.365699550e+01,9.803424939e+01,2.900480821e+01,5.762288415e+01,2.463832633e+01,4.457430900e+01,9.166005463e+01,5.913017983e+01,5.983711241e+01,9.906751092e+01,6.831770386e+01,6.908790633e+00,8.753551256e+01,3.449561540e+01,2.827231014e+01,9.047116183e+01,1.360343425e+01,4.062682034e+01,2.049600047e+01,7.657915029e+01,6.525406514e+01,7.783925514e+01,2.534805310e+01,3.441174764e+01,5.152403644e+01,4.912033892e+01,3.156501254e+01,1.971989497e+00,9.904075549e+01,5.653935393e+01,3.858941220e+01,8.655310118e+01,8.080851726e+01,5.268597735e+01,1.229487103e+01,2.653354384e+01,8.573413184e+01,4.806997438e+01,9.188930461e+01,1.685613487e+01,8.025333963e+01,1.098582918e+01,4.023016997e+00,2.020373012e+01,2.538007472e+01,1.597662378e+01,1.545212806e+01,8.152412561e+01,8.733713635e+00,4.994066335e+01,7.023857365e+01,7.344628580e+00,3.612831426e+00,7.155421542e+01,9.567039034e+00,8.623831672e+01,5.098518207e+01,2.666042736e+01,5.605808476e+01,1.779539131e+01,7.124538981e+01,3.226878455e+01,7.294509115e+00,4.722045046e+01,7.432956245e+01
1.026774776e+01,5.156130078e+01,1.343518057e+00,3.928691391e+01,7.773816817e+01,6.163365158e+01,6.364622431e+01,2.586645649e+01,4.252652945e+01,6.245616765e+01,6.197746531e+01,3.306988231e+00,9.365151470e+01,8.409760189e+01,3.166461158e+01,2.709120099e+00,3.668764690e+01,9.604867329e+01,8.944349648e+01,2.682364266e+01,8.793543807e+01,6.804895163e+01,8.682010951e+01,4.131153927e+01,3.696964929e+00,7.279868141e+01,9.276296484e+00,9.955931465e+01,3.044918256e+01,3.104219935e+01,8.972041579e+00,6.893799611e+01,4.900104958e+01,2.931968402e+01,2.645495675e+00,5.190226196e+01,7.849147272e+01,2.332733113e+01,9.983256774e+01,3.189861234e+01,2.907549008e+01,8.722521660e+01,4.603366706e+01,6.739950858e+01,9.596970055e+00,3.028715623e+01,1.131572533e+01,1.866443650e+01,5.997044613e+01,4.374813268e+00,1.386943355e+01,4.362368535e+01,5.127370344e+01,2.700580181e+01,6.181064540e+01,4.718224244e+01,7.155737708e+01,4.613137861e+01,8.153587925e+01,4.883111392e+01,2.515728092e+01,1.901338765e+01,8.226647138e+01,3.603156576e+01,6.198105125e+00,5.219195966e+01,8.775586953e+01,2.029148118e+01,5.883759275e+01,8.470092222e+01,4.155021891e+01,5.245444643e+01,7.892267025e+01,5.279712119e+01
