v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62
1.328526173e+00,2.560045145e+01,8.791234151e+01,2.999040756e+01,9.167446725e+01,6.962053364e+01,6.164208497e+01,8.169274270e+01,4.016959921e+01,6.846060397e+00,6.442425056e+01,8.289429387e+01,7.823290858e+01,3.445142759e+01,6.767335753e+01,9.314195363e+01,3.367295715e+01,9.312053162e+01,1.955163757e+00,4.339762658e+01,7.904147756e+01,1.221296915e+01,2.116934356e+01,4.060609334e+01,8.858211154e+01,2.023697595e+01,6.606940678e+01,5.766186890e+01,3.704508207e+01,3.789128469e+01,5.114008441e+01,7.914653325e+01,8.479437021e+01,2.235931649e+01,2.417821704e+01,9.109514233e+01,7.316395731e+01,3.384632745e+01,4.280222322e+01,9.120320617e+01,8.130909227e+01,1.082479197e+01,8.278267297e+01,6.145475672e+01,1.176887770e+01,9.944748743e+01,7.350491285e+01,1.872002211e+01,5.161461135e+01,4.113054073e+01,9.584977435e+01,7.954436577e+01,4.010592837e+01,4.334176018e+01,3.875161913e+01,5.339470446e+01,6.762456558e+01,2.702314994e+01,2.750195411e+01,2.662862169e+01,7.340540072e+01,9.300542457e+01
2.158299104e+00,3.031544333e+01,4.143765526e+01,3.231378191e+01,9.498982570e+01,8.707987851e+01,9.609520877e+01,9.002761325e+00,3.086130742e+01,9.911517043e+01,7.599981505e+01,3.493422052e+01,5.222513498e+01,8.365650272e+01,8.525155090e+01,9.286870661e+01,5.734572929e+01,5.456187176e+01,6.839350422e+01,1.841975184e+01,4.034816395e+01,7.402334082e+01,7.287039237e+01,6.970743598e+01,2.101780817e+01,3.478075981e+01,4.386752184e+01,8.033388584e+01,5.354087865e+01,2.142750689e+01,1.940402694e+01,8.049749179e+01,6.647920679e-01,5.116643912e+01,6.535048099e+01,9.158169086e+00,9.297839032e+00,7.369494606e+01,7.026440161e-01,9.230120403e+01,5.289465979e+01,4.164370121e+01,4.499398320e+01,5.824643870e+01,8.054381778e+01,8.267266044e+01,2.309475310e+01,9.082886802e+01,8.478858373e+01,5.916944551e+01,7.330716788e+01,2.573842584e+01,4.671281514e+01,3.095351630e+01,9.027613899e+01,8.534357733e+01,3.533367620e+01,5.176334833e+01,5.299998815e+01,5.901845868e+01,6.485745131e+01,4.152650215e+01
8.133724531e+01,4.512688579e+01,9.399937115e+01,1.648961225e+01,2.330374089e+01,4.278570742e+01,5.322878708e+01,1.213811873e+01,5.315964629e+01,2.336338698e+01,4.481054530e+01,5.815756688e+01,2.727998414e+01,8.706016775e+01,2.063717435e+01,2.882662939e+01,9.193429897e-01,3.535216758e+01,1.628622938e+01,6.428652497e+01,6.142239394e+01,5.850172793e+01,1.605558472e+01,6.790537838e+01,6.884361174e+01,5.733907672e+01,8.360903782e+01,1.669976515e+01,4.666732041e+01,3.920836839e+01,6.659913467e+01,7.307791419e+01,1.034721383e+01,5.985556557e+01,9.717427117e+00,3.067214299e+01,5.544396605e+01,6.915786379e+01,6.168346912e+01,5.163951390e+01,5.568272859e+01,8.343453763e+01,5.759417968e+01,4.793512561e+01,7.341447320e+00,9.216343329e+01,5.483286703e+01,1.027450392e+01,2.897258614e+01,8.858423739e+01,7.542639678e+01,9.677940758e+01,9.896744105e+01,7.479210794e+01,6.298671975e+01,8.679468587e+01,3.298600978e+01,3.051236175e+01,6.260442552e+01,9.141100131e+00,4.110186514e+00,9.934112146e+01
2.572020905e+00,7.055753375e+01,5.732755575e+01,5.084709910e+01,3.069551012e+01,6.397459090e+01,6.572172611e+01,2.509927215e+01,2.645623522e+01,7.587620959e+01,5.838793958e+01,7.762983743e+01,4.577059145e+01,3.106366476e+01,8.391019082e+01,5.269978456e+01,1.491042158e+01,2.613629897e+01,2.333093204e+01,3.769210389e+01,2.259231135e+01,9.480841360e+01,7.187287803e+01,5.610102441e+01,5.789692946e+01,7.386459208e+01,7.812131793e+01,5.369767283e+01,2.131703866e+01,8.483606737e+01,1.028703408e+01,4.694475521e+01,8.931118006e+01,5.488510359e+01,9.892080447e+01,9.298350029e+01,5.735086159e+01,3.724136183e+00,9.548728737e+01,5.907403678e+01,8.311431416e+00,9.592753788e+01,8.321174733e+01,6.868055716e+01,9.751286017e+01,3.048553094e+01,1.684369048e+01,5.698695462e+00,8.853741383e+01,4.380536390e+01,1.934538097e+01,5.024237241e+01,6.675504704e+01,6.162294277e+01,8.705487184e+01,1.713030831e+01,2.333633811e+01,6.310909008e+00,2.182823223e+01,7.938046614e+01,8.705770170e+00,2.882128934e+01
9.079204375e+01,7.845426522e+01,2.781632071e+01,2.868515748e+00,8.825961756e+01,2.028848457e+00,5.837491060e+00,7.935614209e+01,2.687646333e+01,4.419436593e+01,8.794828587e+01,1.319815587e+01,3.959336107e+01,1.333776174e+01,4.630912852e+01,2.229024113e+01,3.848083406e+01,2.961556829e+01,2.987408350e+01,2.538737066e+01,3.446558262e+01,7.288234359e+01,2.563578855e+00,7.468697205e+01,7.092641540e+01,9.446775690e+01,8.541813728e+00,3.802778108e+01,6.565952371e+01,5.234505370e+01,4.433702118e+01,8.242913328e+01,2.450661442e+00,4.498912518e+00,7.060800971e-01,6.531076142e+01,1.147382042e+01,3.113813366e+01,5.856461832e+01,2.516050628e+01,9.895710499e+00,3.014817355e+00,2.253485074e+01,4.591528319e+01,5.117963689e+01,6.150920295e+00,2.105438886e+01,9.172929076e+00,4.943119276e+01,6.029519683e+01,4.699010781e+01,3.959747189e+01,1.916482147e+00,4.127020595e+01,4.094386951e+01,6.885411239e+01,7.986282163e+01,2.263452741e+01,7.150517557e+01,6.247976474e+01,6.158832634e+01,9.392480746e+01
7.749255342e+01,3.537070938e+01,6.346984587e+01,9.914220798e+00,7.844985620e+01,1.140260922e+01,2.573529998e+01,7.301002464e+01,2.228130926e+01,5.025466168e+01,6.816367503e+01,4.091431025e+01,6.650326487e+01,6.194656767e+01,3.227969778e+01,8.335418659e+01,7.409068793e+01,9.306048525e+01,4.559942253e+00,6.556690326e+01,4.996404727e+01,5.218925213e+01,5.037203428e+01,1.900527823e+01,5.430536572e+01,3.027390827e+01,3.716509730e+01,4.048782420e+01,2.407167649e+01,7.386094562e+01,2.549636942e+01,2.426175580e+01,3.160942228e+01,3.943062861e+01,1.957582418e+01,7.500867245e+01,6.213932529e+01,1.590971791e+00,2.372237220e+01,5.437079520e+01,5.801510222e+01,8.918127374e+01,6.271971556e+01,2.563368628e+01,8.544787498e+01,9.392625733e+01,1.758407333e+01,1.147150216e+01,8.957194081e+01,2.862263424e+01,6.022096610e+01,5.085247918e+01,9.601318728e+01,7.105427882e+01,3.169529802e-01,3.409945768e+01,6.898875903e+00,2.641771393e+01,2.400578643e+01,3.484976229e+01,1.185208505e+01,5.451697150e+01
3.105837483e+01,8.754993205e+01,9.970382829e+01,6.534757690e+01,9.597066821e+01,5.120336373e+01,5.925831983e+00,3.575569220e+01,6.347140098e+01,8.785072687e+01,2.154519258e+01,3.516939260e+01,2.427626503e+01,2.470140164e+01,5.839223981e+01,1.741525968e+01,7.246884919e+01,8.224334354e+01,8.356122198e+01,1.500498835e+01,2.395613840e+01,5.406183909e+01,7.400810671e+01,5.546228838e+01,3.073409773e+01,2.309208168e+01,4.765433977e+01,8.015759168e+01,2.184174700e+01,1.219102204e+01,2.012931648e+01,6.789014186e+01,5.593975592e+01,1.232594666e+01,2.822742127e+01,1.408950992e+01,6.803648131e+01,5.371111354e+01,8.017077127e+01,1.332256475e+01,1.829979558e+01,8.466082011e+01,7.650386628e+01,8.269818949e+01,7.643621582e+01,8.144482714e+01,9.637861484e+01,5.228567207e+01,9.443234542e-01,7.638257281e+01,5.603100194e+01,3.125257419e+01,2.931621846e+01,8.074848547e+01,6.062233534e+01,9.870443462e+00,4.072456472e+00,5.253538985e+01,1.228026945e+01,7.475823663e+01,3.150702010e+01,8.383009525e+01
6.791971283e+00,5.462669943e+01,2.388455710e+01,3.123869991e+01,6.761150034e+01,8.890744090e+00,7.726625449e+00,8.511529918e+01,9.381134657e+01,7.879256860e+01,6.578712991e+01,2.058494154e+01,1.225039831e+01,9.600908517e+01,7.086089741e+01,6.826086328e+01,2.339430955e+01,5.846171354e+01,7.540012137e+01,4.630960827e+01,5.177628159e+01,9.873593124e+01,3.842478814e+00,3.431238584e+01,1.035189588e+01,4.434272558e+01,5.920296046e+01,5.936255043e+01,4.629387306e+01,8.358336234e+01,6.791069998e+01,6.623302321e+01,4.648315022e+00,8.864189299e+00,1.115003450e+01,5.639128994e+01,4.763635753e+01,1.051566459e+01,8.661090866e+01,5.588349139e+01,9.058091453e+01,1.290090802e+01,9.717363676e+01,2.425029027e+00,4.892842289e+01,3.030252644e+01,1.344685389e+01,4.701686936e+00,8.792402680e+01,2.622351986e+01,7.905483002e+01,2.743580253e+01,4.129560729e+01,1.426317703e+01,8.125658608e+01,4.840807867e+01,9.698385424e+01,2.754381651e+01,5.769201464e+01,6.350403186e+01,7.775978445e+01,9.542599764e+01
7.414269754e+00,1.435060875e+01,8.194462212e+01,6.787434521e+01,5.816300809e+01,4.861197450e+01,9.863992431e+01,6.572162885e+01,6.222632503e+01,4.947234249e+01,6.326854465e+01,5.039117553e+01,8.627449398e+00,8.827009558e+01,3.171144661e+01,1.622524356e+01,1.076682090e+01,8.065955348e+01,2.250645790e+01,3.893753344e+01,6.799908111e+01,9.444600915e+01,1.115105838e+01,3.768483008e+01,2.069371005e+00,5.488947310e+01,9.515719467e+01,6.242283540e+01,7.723467579e+01,4.269705120e+01,7.996431118e+01,4.020194328e+01,4.435213291e+01,2.726972273e+01,7.232933574e+01,7.331052576e+00,6.281845856e+01,5.231172478e+01,8.561968062e+01,7.814121666e+01,4.018749135e+01,3.218486414e+01,4.398525922e+01,2.300448983e-01,3.733499589e+01,6.534285199e+01,6.026436696e+01,3.480071500e+01,7.342297947e+01,3.599859567e+01,5.481133814e+00,4.103265134e+01,1.027127699e+01,1.326524258e+01,7.774810588e+01,2.931468135e+01,4.034767144e+01,5.642631467e+01,7.081540030e+01,4.610633188e+01,2.024576590e+00,6.916865849e+01
2.645607043e+01,9.293636669e+01,6.000349361e+01,5.299778143e-01,4.052949245e+01,3.547938069e+01,6.551790886e+01,6.929347584e+01,6.663138493e+01,5.043112217e+01,3.490739003e+01,9.934828693e+01,9.177901624e+01,6.276754170e+01,8.872680685e+01,6.895053317e+01,5.432651499e+01,7.878281991e+01,4.689415887e+01,4.004990456e+01,3.343787848e+00,7.651506639e+01,6.114166591e+00,6.411979532e+01,4.859684278e+01,6.172602447e+01,9.262244943e+01,2.153179459e+01,6.999159640e+00,7.015486520e+01,4.689105220e+00,5.954904765e+01,2.602422005e+01,7.647430016e+01,4.122096540e+01,6.246294080e+00,6.830739064e+01,2.459847036e+01,3.208881913e+00,4.610495806e+01,7.196379366e+01,6.846052123e+01,3.116051344e+01,1.752469570e+01,4.117416304e+00,3.877170255e+01,6.759454309e+01,7.871720700e+01,5.415058964e+01,7.650045898e+01,4.355089172e+01,4.663070050e+00,5.375274041e+01,6.405945764e+01,4.291890947e+00,9.469942335e+01,5.280760330e+00,4.168776025e+01,7.935486166e+01,4.238550123e+01,2.633666388e+01,5.846762415e+01
2.514353305e+01,7.382412603e+01,1.161511606e+01,5.956449127e+01,5.496453851e+01,9.767020983e+01,6.069023779e+01,8.991346805e+01,2.837837986e+01,8.080399444e+01,4.444766175e+01,4.814021124e+01,9.098575625e+00,4.308485802e+01,4.313586857e+01,6.338476009e+01,9.337169190e+00,8.690335198e+01,1.427126274e+01,2.512011666e+01,5.113480168e+01,5.383206731e+01,5.307897455e+01,8.211062819e-01,9.153014070e+01,6.862355836e+01,9.997360751e+01,6.051323967e+00,1.332746197e+01,1.186561136e+00,5.698367075e+01,8.285684876e+01,5.629676940e+01,6.056847284e+01,9.227429241e+01,5.572060998e+00,2.542483954e+01,4.456925982e+01,3.978513940e+01,1.561566097e+01,8.190289694e+01,5.658417800e+01,5.809722782e+01,4.804051547e+01,2.445482819e+01,6.391528270e+01,2.972251052e+01,5.977919701e+01,2.717445410e+01,8.761580591e+01,6.200281010e+01,3.799510345e+01,5.027876654e+01,5.819360277e+01,4.528898196e+01,8.802677188e+01,4.455030801e+01,5.872333319e+01,4.935543396e+01,4.179310832e+01,6.788141013e+01,3.455458471e+01
6.948802427e+00,5.994004821e+01,6.088118711e+01,6.302408679e+01,7.195752478e+00,7.367321328e+01,8.480976457e+01,2.752335132e+01,9.623495835e+01,4.227175687e+01,5.340287803e+01,2.166840949e+01,2.023259916e+01,4.265309511e+00,9.394156723e+01,4.550998376e+00,9.275763830e+01,1.453565179e+01,6.080067735e+01,4.059089266e+01,5.027318180e+00,7.859423220e+01,9.724984019e+01,4.254330643e+01,4.605402683e+01,2.740084343e+01,2.725624624e+01,9.078514806e+01,7.116549645e+01,2.614749076e+01,3.540904411e+01,7.719938939e+00,9.213486425e+01,6.736695696e+01,4.557144381e+01,6.618649564e+00,4.223870779e+01,2.576174589e+01,3.016744140e+01,8.449604504e+01,6.360021128e+01,9.785527012e+00,6.941898887e+01,3.857778162e+01,6.243480795e+01,3.562024488e+01,5.403571882e+01,1.363149042e+01,9.404143679e+01,1.540452760e+01,5.460134106e+01,2.733074648e+01,4.935371766e+01,4.712032425e+01,7.192443073e+01,8.519035118e+01,5.029371822e+01,9.311774493e+01,3.899338965e+01,9.834179541e+01,8.752014250e+01,1.901581439e+01
5.876368791e+01,2.210146043e+01,1.729458660e+01,3.550080205e+01,3.996434147e+01,8.439674295e+01,3.467766183e+01,4.881653467e+01,2.088840755e+01,3.842083369e+01,8.084450371e+01,2.064082077e+01,1.576762185e+01,2.921307712e+01,3.407137963e-01,6.872861640e+01,1.240633447e+01,4.252042801e+01,1.222529206e+01,8.167190153e+01,8.135811019e+01,4.230673021e+00,5.217208151e+01,4.920063675e+01,6.952955264e+01,4.992789046e+01,7.928314866e+00,4.874005471e+01,3.121941389e+01,7.695203495e+01,3.225174749e+01,4.841259113e+01,2.185391759e+01,7.637227104e+01,1.202332137e+01,7.772294353e-01,3.452938067e+01,4.343065867e+01,6.950212549e+01,7.830699780e+01,8.610575468e+01,3.401040285e+01,7.088150159e+01,3.572140196e+01,7.698867672e+01,2.786660376e+01,6.000416008e+01,3.370756238e+01,8.296306659e+01,5.480299435e+01,2.972399720e+00,2.192964988e+01,4.751341319e+01,1.082256555e+01,6.656401535e+01,5.874295094e+01,2.759350170e+01,9.351499920e+01,6.408551173e+01,8.640318210e+01,8.567282863e+01,3.594906759e+01
1.865429333e+01,8.046530759e+01,1.478022480e+01,7.647239554e+01,6.280904878e+01,5.995501335e+01,3.413665629e+01,2.954535422e+01,2.894602257e+01,5.678452031e+00,8.597799972e+00,9.401136247e+01,7.974732218e+01,9.009011149e+00,8.605513071e+01,6.346384442e+01,1.638161044e+01,7.940392523e+01,9.973070810e+01,5.109700657e+01,2.273679275e+00,1.445041245e+00,5.713546224e+01,6.008159771e+01,9.683739367e+01,8.387692054e+01,7.823411067e+01,8.807193691e+01,7.180080452e+01,1.627308622e+01,2.289632370e+01,1.070546426e+01,3.420342909e+01,9.957307653e+01,5.858970906e+01,9.919519551e+01,1.737752964e+01,8.313903876e+01,5.573639811e+01,2.834828623e+01,8.397478426e+01,9.583823621e+01,6.205333466e+01,8.223698440e+00,9.098520579e+01,9.825339716e+01,4.175569229e+01,3.826537708e+01,7.036257476e+01,3.969395132e+01,4.184241249e+01,8.101200843e+01,5.331764675e+01,7.642896858e+01,2.352743387e+01,2.337226215e+01,9.952053447e+01,6.552058445e+01,3.876775265e+01,7.093024049e+01,1.654885372e+01,3.492418280e+01
5.316932259e+01,9.881198471e+01,4.369701971e+01,7.991780851e+01,1.997319454e+01,4.105563520e+01,1.810673658e+01,8.637512814e+01,8.151386521e+01,8.249489718e+01,3.218080551e+01,7.937212684e+00,3.235953159e+01,4.175656665e+01,9.371357608e+01,8.318932882e+01,6.069315243e+01,3.205733680e+01,1.940536586e+01,5.078373697e+01,5.557835598e+01,8.797361702e+01,2.531929399e+01,5.051504126e+01,9.876234330e+01,1.264762364e+01,1.877244382e+01,2.580010918e+01,6.985973022e+01,3.112924755e+01,3.771665969e+01,1.123063673e+01,1.677085088e+01,8.238936389e+00,3.659432245e+00,9.865459718e+01,6.332577349e+01,4.752537696e+01,3.548592330e+01,5.095229008e+01,7.168204364e+01,5.294197095e+01,4.095525071e+01,3.111234510e+01,4.819451404e+01,7.705168167e+01,8.803484752e+01,1.262515913e+01,1.786933407e+01,4.624481830e+01,7.532083589e+01,5.313383299e+01,3.113730247e+01,3.250905363e+00,2.948451668e+01,6.432510691e+01,7.924600583e+00,5.956273122e+01,3.689783012e+01,6.756077086e+01,6.704405525e-02,7.155745718e+01
8.682628569e+01,2.496177039e+01,1.545132401e+01,7.591124197e+01,6.520314600e+01,6.172544823e+01,2.046941375e+01,2.983030803e+01,4.936308321e+01,5.869441693e+01,6.493853262e+00,7.376650872e+01,3.833742650e+01,7.032503193e+01,4.477280742e+01,3.447825158e+01,7.043116522e+01,5.779505563e+01,1.680104816e+01,1.461328188e+01,4.809286731e+01,5.841820480e+01,1.358338511e+01,4.695700449e+01,7.588149138e+01,9.000420911e+01,5.196548422e+01,4.381877476e+00,4.740883510e+01,7.271446261e+01,3.189084286e+01,7.022997230e+01,6.955066714e+01,3.165227249e+01,8.053926071e+01,5.964374415e+01,6.961231584e+01,5.122464417e+01,6.991628204e+01,8.809444084e+01,6.815141402e+00,2.455722339e+01,2.690593493e+01,7.942359203e+01,2.520671883e+01,9.836328792e+01,6.032034007e+00,5.841293983e+01,9.970204035e+01,2.387338373e+01,4.816537085e+01,8.430545563e+01,8.117223801e+01,9.287944127e+01,6.074093325e+01,9.711582264e+01,3.060865621e+01,8.428025329e+01,6.050112134e+01,5.666784860e+01,4.346572339e+01,6.821804423e+01
6.074247227e+01,2.640927148e+01,1.235766943e+01,9.851513667e+01,3.643575641e+01,4.913614395e+01,3.020422536e+01,2.410114778e+01,1.236820077e+01,4.074516016e+01,2.453758133e+01,4.968943547e+01,9.276184716e+01,8.115124409e+01,8.596922964e+00,2.560971604e+00,3.684241188e+00,2.468273757e+01,5.813970713e+00,9.714381462e+01,3.072886511e+00,5.965841398e+01,5.440228291e+01,4.589648774e+00,4.423425881e+01,2.131235152e+01,5.847046258e+01,3.815195642e+01,8.865864639e+00,2.473745492e+01,6.783242045e+01,1.682431168e+01,2.422314161e+01,6.200294732e+01,7.450460374e+01,4.643443695e+00,1.008836174e+01,2.392595266e+01,2.542142262e+01,8.236327742e+01,8.994416422e+01,3.730957890e+01,4.403451187e+01,7.495634835e+01,7.210221726e+01,9.064437731e+01,1.173746607e+00,2.330732774e+01,7.054592702e+01,9.658235313e+00,6.809991028e+01,4.293070759e+01,9.293464714e+01,6.350277021e+01,1.231487407e+01,1.657043009e+00,3.899263510e+01,6.239183284e+01,3.727034574e+01,1.489117797e+01,1.480333999e+01,3.120304680e+00
6.190258524e+01,2.452485876e+01,1.115980447e+01,9.599192978e+01,8.854068666e+01,3.376240778e+01,2.481694729e+01,2.305443759e+01,3.717590576e+01,5.999425250e+01,8.420793133e+00,3.508818006e+00,9.373087394e+00,2.189500891e+01,8.687884084e+01,1.168204646e+01,6.159489340e+01,4.469171771e+01,5.910972732e+00,4.572606569e+01,2.508133539e+01,1.785968298e+01,1.966226385e+01,8.658045714e+01,4.498677769e+01,2.879057772e+01,1.489906821e+01,2.127627786e+01,2.830870447e+01,8.074003732e+01,6.059347779e+01,4.673064965e+01,3.227044589e+01,7.084937824e+00,2.782025063e+01,4.447052147e+01,1.869111445e+01,3.135358204e+01,9.102089407e+01,8.644310702e+01,6.701321802e+01,7.725392681e+01,4.946108187e+01,4.755633806e+01,3.560509323e+00,3.636170122e+01,2.522280266e+01,9.944573282e+01,6.270956201e+01,2.233958560e+00,5.044182632e+01,5.764413329e+01,3.848661481e+01,9.573098549e+01,7.233375370e+00,7.298616469e+01,4.354943869e+01,3.684312364e+01,5.497201932e+01,7.123598007e+01,2.011633332e+01,7.856846481e+01
9.908739520e+01,8.713180452e+01,1.560851602e+01,9.897501202e+01,3.035205568e+01,2.961186895e+01,4.878689634e+01,8.796998161e+01,4.799819125e+01,6.670619316e+00,9.750889814e+01,3.986184332e+01,7.071081905e+00,1.117975415e+01,2.966481773e+01,8.804026462e+00,7.312419186e+01,6.192979661e+01,7.308190740e+01,1.558814703e+01,6.243267626e+01,3.819904854e+01,1.722019078e+01,2.909506023e+01,2.136295358e+00,8.413171704e+01,7.551838296e+00,9.640486137e+01,3.939606669e+01,2.172567699e+01,8.302356678e+01,1.760335619e+01,2.299635003e+01,5.710948609e+01,4.219131547e+01,5.308081629e+01,4.349493725e+01,3.039370026e+01,3.896990271e+01,2.758775365e+01,6.027188955e+01,5.869510479e+01,1.953948120e+01,8.514128988e+01,3.090528888e+01,7.995740909e+01,4.837061184e+01,1.437434719e+01,6.489741984e+01,9.693262155e+01,9.538770398e+01,4.484847797e+01,4.582629544e+01,1.729732919e+01,4.334065671e+01,3.174605009e+01,9.347456799e+00,3.990447944e+01,8.512177085e+01,9.713554107e+01,7.338686894e+01,3.006524824e+01
3.317681098e+00,4.091628782e+01,1.883205456e+00,8.436067706e+00,7.354764569e+01,7.580300410e+01,6.294197500e+01,5.489071169e+01,4.833079923e+01,1.023086342e+00,9.019183576e+01,4.336110476e+01,8.145156986e+01,1.373604579e+01,7.347347652e+01,4.464980460e+01,8.932123094e+01,2.899861828e+01,5.431895491e+01,7.991285167e+01,8.608064716e+01,2.868037098e+01,2.562264502e+01,2.702766207e+01,1.085874578e+01,1.400065830e+01,4.268179818e+01,8.234946185e+01,1.992835026e+01,3.541638733e+01,9.565300038e+01,4.805376687e+00,2.413344384e+01,6.808404280e+01,8.025657737e+01,3.559668983e+00,1.157768604e+01,8.696088852e+01,7.360444579e+01,8.716758379e+01,4.123359603e+01,7.375035870e+01,2.499431663e+01,9.409072547e+01,7.445480138e+00,3.304900161e+01,8.224716090e+01,1.111143318e+01,1.144905318e+01,2.191226606e+01,2.055384888e-01,7.134090358e+01,9.043236818e+01,6.698224787e+01,4.234056978e+01,5.311696528e+01,3.453064808e+01,6.641637020e+01,4.699267405e+01,8.390761949e+01,1.450088098e+01,1.227642521e-01
8.487644708e+01,6.339410775e+01,9.103790502e+01,6.550491800e+00,5.312025447e+01,7.897515184e-01,2.355564960e+01,3.375401992e+01,5.795892215e+01,8.258800049e+01,6.380476591e+01,3.990023847e+01,2.406635272e+01,5.507339005e+01,4.832298954e+01,6.110502750e+01,1.122228702e+01,2.372378377e+01,3.894310352e+01,2.101342080e+01,1.606142170e+01,6.971324526e+01,4.579140143e+01,5.308535806e+00,3.636590098e+01,6.523827291e+01,1.973539532e+01,7.370254795e+01,9.185724885e+01,9.689550441e+01,4.050425817e+01,5.039835214e+01,3.378585797e+00,3.676233811e+01,4.345193578e+01,6.515258413e+01,2.599663339e+01,8.650631706e+01,4.256231056e+01,3.450018052e+01,5.911987170e+01,9.344928281e+01,8.596391133e+01,2.098011948e+01,2.774181321e+01,1.063866894e+00,7.755987608e+01,6.647645641e+01,4.195236062e+01,3.268212731e+01,6.781775261e+01,3.938024618e+01,4.113733503e+01,8.801913908e+01,3.910725812e+01,4.592839040e+01,3.727883835e+01,9.021818244e+01,3.312023705e+01,1.701213826e+01,9.485805939e+01,5.901513994e+01
9.067476536e+01,5.653606464e+01,5.367919045e+01,8.125442520e+01,5.088722613e+01,2.791200357e+01,3.243022118e+00,5.317990286e+01,2.817111885e+01,6.242219305e+01,5.298066121e+01,1.185635264e+01,9.789725975e+01,4.622509960e+01,4.937186606e+01,5.878488380e+01,7.831894182e+00,3.963422434e+01,7.323927845e+01,9.546961336e+01,2.906288879e+01,1.162968468e+01,5.184712832e+01,7.393994871e+01,3.450861010e+01,1.015463595e+01,6.220743797e+01,6.024750593e+01,3.415178458e+01,3.102161276e+01,8.639285768e+01,6.728724018e+01,1.785728231e+01,5.912454831e+01,2.967732337e+01,5.466132749e+01,4.469208648e+01,5.413190980e+00,7.541514685e+01,4.768216251e+01,1.437126593e+01,5.376844311e+01,4.121185167e+01,8.006838917e+01,2.496816751e+01,3.240123424e+01,9.149968740e+00,2.393727513e+01,9.286952617e+01,6.294393656e+01,9.146845914e+01,8.973464625e+01,4.950866413e+01,4.156468937e+01,5.899688825e+01,3.454827999e+00,7.384576861e+01,4.657778790e+01,8.282203945e+01,8.935772356e+01,3.577623978e+01,6.556949979e+01
8.512437390e+01,6.376208652e+01,8.734731025e+01,4.510914668e+00,2.025717804e+01,3.138215600e+01,3.770719944e+01,1.885561873e+01,6.093881271e+01,8.378192137e+01,5.704189887e+01,9.983623755e+00,4.411608797e+01,7.113817143e+01,6.580768185e+01,4.343009408e+01,4.397838546e+01,2.183708375e+01,4.596865031e+01,6.859920014e+01,5.405064931e+01,2.420741570e+01,5.648366838e+01,3.286429378e+01,3.111211706e+01,6.699340423e+01,7.213570823e+01,2.954487146e+01,6.299285513e+00,1.348921608e+01,3.412214289e+01,2.054405748e+01,7.776005344e+01,9.019381940e+01,1.674070163e+01,9.655204068e+01,3.909057621e+01,6.224450338e+01,2.775168064e+01,2.651331382e+01,1.261845998e+01,2.286501859e+01,8.068972692e+01,4.644728914e+01,4.117210939e+01,1.792635568e+01,8.996034230e+01,9.853536353e+00,6.198908958e+01,6.248713723e+01,8.099786923e-01,5.622443699e+01,9.965291174e+01,5.024859913e+01,3.534680819e+01,2.348899189e+01,4.048119881e+01,9.365734108e+01,5.836153485e+01,9.074072107e+01,3.543677505e+01,7.597296282e+00
4.709307324e+01,3.985763184e+01,8.665780613e+00,8.963344597e+01,8.107795304e+01,5.811027490e+01,6.244070934e+01,5.409426614e+01,5.663759063e-01,5.740696584e+01,4.000132351e+01,7.214228083e+01,6.580506658e+01,7.899566303e+01,7.385366317e+01,6.074730101e+01,2.045998157e+01,9.561514199e+01,1.304115634e+01,3.628184643e+01,7.128065020e+01,8.028919822e+01,9.842370879e+01,6.744582327e+01,1.546450950e+01,2.947028470e+01,6.821392742e+01,9.105519233e+01,3.723855188e+01,7.819261628e+01,5.098684305e+01,4.784952681e+01,8.560949939e+00,8.779399931e+01,2.219411133e+01,2.380350585e+01,7.423328720e+01,3.102441215e+01,8.973384635e+01,7.385731371e+01,6.865155389e+01,8.830916604e+01,5.423459010e+01,1.435103264e+01,1.237693972e+01,4.160633999e+01,4.372048588e+01,2.881811045e+01,9.771981601e+01,2.565210976e+00,8.406399567e+01,8.828131352e+01,7.804014674e+01,3.607997206e+01,2.007234079e+01,9.943489554e+01,3.776189294e+01,6.141096304e+00,4.277014196e+01,9.676073586e+01,7.977045049e+01,9.704684048e+01
