v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37
1.628444408e+01,6.521242464e+01,3.465609235e+01,1.257599885e+01,4.842916941e+01,8.743842842e+01,4.260820119e+01,4.509835789e+01,7.354250401e+01,5.067748915e+01,3.556217718e+01,4.055344038e+00,3.413258095e+01,3.631800600e+01,3.675218696e+01,5.959419975e+01,4.676479644e+01,2.157232096e+01,5.114676456e+01,6.285818962e+01,5.511063182e+01,7.420671779e+01,5.557800810e+01,8.344430018e+01,6.163236207e+01,8.038966013e+00,4.096529537e+01,4.859346416e+01,8.611214618e+01,3.734414004e+01,4.422589537e+01,2.605261567e+01,4.297909401e+01,8.966847367e+00,4.420979181e+01,4.310753074e+01,9.914607483e+00
8.889012939e+01,6.183831169e+01,7.693051690e+00,8.997990064e+01,6.615109549e+01,9.854698112e+01,4.224995242e+01,8.590095937e+01,9.115240286e+01,9.626018087e+01,7.126078765e+01,2.966314800e+01,5.015351302e+01,8.681240172e+01,4.130739324e+01,6.413004776e+01,9.840076473e+01,5.190983018e+00,3.704660085e+00,6.762764443e+01,3.002634298e+01,9.985038191e+01,7.363458617e+01,9.057114617e+01,5.837975900e+01,8.378985455e+01,2.314895951e+00,2.681539761e+01,3.754334304e+00,8.193659919e+00,8.900650546e+01,7.701682337e+01,5.337259532e+01,3.617603101e+00,2.007101908e+01,8.711045240e+01,4.632574177e+01
3.279921881e+01,9.562764000e+01,1.796490362e+01,5.957782609e+01,7.906946792e+01,9.188990455e+01,5.238747958e+01,7.767493458e+01,3.266992564e+00,1.025483203e+01,5.711742673e+01,1.607841052e+01,5.446789679e+01,8.631541327e+01,3.654787907e+01,6.560524441e+01,3.455771593e+01,1.261499593e+01,6.637905795e+01,3.852806040e+00,8.488112010e+00,2.999175785e+00,6.880244810e+00,1.965187234e+01,1.109272619e+01,5.481890268e+01,6.943467113e+01,1.275263508e+01,1.955690459e+00,3.301800364e+01,1.717817737e+01,7.964370027e+01,8.950311764e+01,5.949591613e+01,8.253317227e+01,4.756367932e+01,5.882469153e+01
6.215830328e+00,1.882208401e+01,4.199990770e+01,9.587740076e+01,4.721952477e+01,7.662584978e+01,5.517036002e+01,7.196303984e+00,1.734159449e+01,8.734202945e+00,2.399014691e+01,1.088284853e+00,6.944986156e+01,7.260130921e+00,1.020649674e+01,4.951915889e+01,6.633157576e+01,9.129947094e+01,7.046012808e+01,1.724580424e+01,2.587457836e+01,8.616677788e+01,2.977219573e+01,1.406191794e+01,1.761183907e+01,3.997366030e+01,2.081638668e+00,9.556317952e+01,6.360679451e+01,4.797490421e+01,6.154434322e+01,7.180578305e+01,9.082684434e+01,9.984545735e+01,4.165345672e+01,6.528190161e+01,9.530013274e+01
1.341690129e+00,6.093388531e+01,2.333568790e+01,6.656463457e+01,1.401065546e+00,3.601933348e+00,8.455644511e+01,2.736522130e+01,9.766676657e+01,5.754486726e+01,4.198981928e+01,9.092027834e+01,9.007169409e+01,9.675840666e+01,2.562537533e+00,5.655482463e+01,8.819507738e+01,4.134382772e+01,7.646048539e+01,6.796125292e+01,1.313756356e+01,4.661958474e+00,2.101291841e+01,4.807980074e+01,3.895474529e+01,4.233692776e+01,1.119614665e+01,9.316468802e+00,1.249063186e+01,8.987779575e+01,1.021871107e+01,1.909093613e+01,1.262783438e+01,2.615449603e+01,3.917164074e+01,5.836298567e+01,3.782918895e+01
2.637443097e+00,8.986486229e+01,3.373747548e+01,8.342891737e+01,9.265129314e+01,8.726638538e+01,6.139375767e+01,8.839167019e+00,7.763897099e+01,8.227046676e+01,6.327765796e+00,2.300266904e+01,6.266797367e+01,1.330446858e+01,3.052990231e+01,5.572297330e+01,7.335987918e+01,8.356299437e+01,1.495385615e+01,7.445368672e+01,6.918735420e+01,7.430451035e+01,5.034961560e+01,3.767167112e+01,8.337321326e+01,2.281562610e+01,4.244189579e+01,2.851368425e+01,3.641306470e+01,9.928571282e+01,2.935992203e+01,8.357460169e+01,8.633730185e+01,3.342027768e+01,9.056664393e+00,7.263066187e+01,9.770422786e+01
1.179193694e+01,7.651467621e+01,1.954292253e+01,4.840574521e+01,1.019003184e+01,1.865692151e+01,9.808927586e+01,4.975407873e+01,2.221948018e+01,1.677118709e+01,1.696778794e+01,2.251876768e+01,9.452256021e+01,8.199893024e+01,5.210948568e+01,3.169451153e+01,7.700223393e+01,2.419578875e+01,8.456227344e+01,5.644352656e+01,6.285713712e+01,6.918352577e+01,9.609337546e+01,5.992456883e+01,9.897328822e+01,9.765231112e+01,7.031900111e+01,4.696283833e+01,7.343354050e+01,7.969716656e+01,6.294868234e+01,2.172397094e+01,6.214768364e+00,8.168326751e+01,9.250643498e+01,3.605422412e+01,8.057754411e+01
6.647402012e+01,8.978460858e+01,3.966936358e+01,6.250612371e+01,5.202836110e+01,2.518241428e+01,7.383249593e+01,4.945751756e+01,8.607958607e+01,7.366641402e+01,5.427672732e+01,2.022130963e+01,8.947405528e+01,9.616909877e+01,2.309818375e+01,9.093969951e+01,8.194283634e+01,1.026231495e+00,8.528276654e+01,5.744977731e+01,2.957010871e+00,3.319439052e+00,3.479024284e+01,1.722607543e+01,4.296771046e+01,1.134038312e+01,1.032386644e+01,4.114278666e+01,7.830426564e+01,2.303481305e+01,8.250861555e+01,7.575632457e+01,6.480262688e+01,4.672749679e+01,4.656302208e+01,5.923933166e+01,9.303819269e+01
7.313569478e+01,7.217122784e+01,2.557244728e+01,4.931061955e+01,2.042853813e+01,8.690007964e+01,3.619358818e+01,9.448467836e+01,9.589020261e+01,9.973514648e+01,2.095574204e+01,9.427257460e+00,6.783336451e+01,2.600327288e+01,4.660972356e+01,9.869821969e+01,4.614491152e+01,1.848626208e+00,1.291388598e+01,7.495504691e+01,8.969691324e+01,1.448989772e+01,1.784748137e+01,8.973763805e+01,7.450586362e+01,9.226387951e+00,1.928595000e+01,8.756333376e+00,4.322211241e+01,8.904810094e-01,4.054493324e+01,2.006691225e+01,8.688700150e-01,9.270257884e+01,6.201025373e+01,1.363080436e+01,7.540582239e+01
7.240958807e+01,4.098802727e+01,7.853515855e+01,9.781541266e+01,1.685136216e+01,6.350540952e+01,3.066840879e+01,7.334081144e+01,9.330719746e+01,1.724556571e+01,2.494214394e+01,7.007608199e+01,7.942947769e+01,3.582667878e+00,8.029930013e+01,1.772145025e+01,6.262526003e+01,2.025187706e+01,2.914260716e+01,4.595973438e+01,5.376834865e+01,7.370211849e+00,9.331020826e+01,8.140616959e+01,1.486883620e+01,9.870194086e+01,6.772759066e+01,9.990908215e+01,2.232757435e+01,4.773060478e+01,8.137238129e+01,6.808907799e+00,6.335969184e+01,2.159578212e+01,6.856633133e+01,5.001412306e+01,2.629080191e+01
1.810609368e+01,3.566322320e+01,1.250836365e+00,4.008242395e+01,9.619795185e+01,5.559035808e+00,4.593380697e+01,6.416272828e+01,6.313444734e+01,6.909714109e+01,7.447281025e+01,3.720649195e+01,5.843729997e+01,7.567210238e+01,9.503328599e+01,9.356899893e+01,7.430828920e+01,8.588787305e+01,5.686788920e+01,5.985929351e+01,7.032707398e+01,9.698280791e+01,9.203263112e+01,1.379541525e+01,5.138132405e+00,5.652705898e+01,3.435993386e+01,2.890969799e+01,8.513707913e+01,1.038727681e+01,4.866253530e+01,2.695190353e+01,2.475000451e+00,1.423063708e+01,8.642081546e+01,4.536170719e+01,8.770314930e+01
7.378571883e+01,5.315981756e+01,7.620408218e+01,7.703825167e+01,9.974886655e+01,3.103344567e+01,7.556087160e+01,4.096266147e+01,4.006833832e+01,6.406249313e+01,2.788878864e+01,8.293020719e+01,8.205293206e+01,2.625572464e+01,8.839811875e-01,1.746549004e+01,6.975881214e+01,5.826406628e+00,7.919334509e+01,7.950889449e+01,7.122218671e+01,4.820475036e+01,9.831763080e+01,2.736253588e+01,8.870869464e+01,3.450043440e+01,8.733284846e+01,9.326299813e+01,8.657269196e+01,4.105806101e+01,5.722344472e+01,6.641249240e+01,9.825175705e+01,4.107123435e+01,6.368490659e+01,8.038303527e+01,4.905868030e+01
7.590306665e+01,9.690923291e+01,2.322418416e+01,8.386130683e+01,6.298643247e+01,3.933837418e+01,5.699549742e+01,4.425644139e+01,2.034232998e+01,1.142586380e+00,3.229074374e+00,3.231399046e+01,8.970808472e+01,8.368253827e+01,8.605810367e+01,7.071075356e+01,2.265151457e+00,2.885950927e+01,2.755788919e+01,1.497086606e+01,8.292600517e+01,4.917582327e+01,3.960869858e+01,9.070229736e+00,2.052584543e+01,8.195604498e+01,6.248342568e+01,5.224050679e+01,9.128460470e+01,4.991081024e+01,8.707550275e+01,2.700234117e+01,1.620928662e+00,9.352697568e+01,2.697528425e+01,5.102184363e+01,4.400121937e+01
4.593007243e+00,2.556660641e+01,3.440606122e+01,8.305573104e+01,5.610365085e+01,9.497434866e+01,6.388656345e+01,4.037147124e+01,5.518882730e+01,7.574860359e+01,7.860117369e+01,3.260082696e+01,6.673443082e+01,2.159787988e+01,2.242713607e+01,5.390934439e+01,7.595831368e+01,8.768518001e+01,5.457344072e+01,6.826380869e+01,6.218071220e+01,1.936890186e+01,9.541974400e+01,3.283969849e+01,8.138547187e+01,7.908256682e+01,7.502047255e+01,9.943404504e+01,7.603460700e+01,6.278666846e+01,7.949671036e+01,7.915528611e+01,3.605910216e+01,8.749406420e+01,3.338064800e+01,1.160456271e+01,2.594062417e+01
8.831768472e+00,7.786917596e+01,9.141182490e+01,2.957958770e+01,4.456579331e+01,3.534648977e+01,6.631483310e+01,2.932560268e+01,3.300226511e+01,8.656184963e+01,8.737700833e+01,6.175775230e+01,5.508998690e+01,2.278122780e-01,6.817504725e+00,7.757769499e+01,6.661823605e+01,5.285439539e+01,8.819829050e+01,1.963650876e+01,4.141055087e+01,2.480568518e+01,5.788763041e+01,1.118488535e+01,4.190378591e+01,6.084445098e+00,7.072525069e+01,1.788566160e+01,4.864963598e+01,5.251984381e+01,1.509957917e+01,4.220177562e+01,3.264493477e+01,2.679371752e+01,7.575038098e+01,6.723461394e+01,5.446131815e+01
9.654607547e+01,5.347728877e+01,3.107562165e+01,3.043816821e+01,2.037198806e+01,7.024985495e+01,2.796682058e+01,3.932316781e+01,3.410120377e+01,4.556774634e+01,1.854152041e+01,8.088622335e+00,4.093237674e+01,6.560242706e+01,9.880903802e+01,4.357797953e+01,2.498243560e+01,5.944921182e+01,4.426264306e+01,7.437874671e+01,8.355911233e+00,9.972591390e+01,6.357135067e+01,9.637758950e+01,1.969478564e+01,3.599474562e+01,7.730883815e+01,5.703480583e+01,7.938532727e+01,4.150503540e+01,8.200910961e-01,2.904243683e+01,5.936044562e+01,6.351602174e+01,7.303135194e+01,6.590212505e+01,2.258385153e+01
4.156131993e+01,7.468088265e+01,1.568334474e+01,5.007922696e+01,3.378933156e+01,8.963261985e+01,4.747350481e+01,3.904484888e+01,3.138693198e+01,2.080505895e+01,6.658596231e+01,8.787142744e+01,4.699541680e+01,4.761342877e+01,5.915615236e+01,8.392181272e+01,7.224912176e+01,6.324167743e+01,2.079414499e+01,6.640680888e+00,6.825898731e+01,7.574355652e+01,2.636541015e+00,3.776072654e+01,4.496140910e+01,2.836980904e+01,1.732970036e+01,7.799405691e+01,1.804477543e+01,2.470328859e+01,6.386399576e+01,5.348442860e+01,8.150211448e+00,6.667405110e+01,8.785315961e+01,2.799013429e+01,8.823167610e+00
4.693036398e+01,8.516575776e+01,8.488062802e+01,4.966069573e+01,4.106546370e+01,7.936336487e+01,3.373411358e+01,3.277184586e+01,3.332018723e+00,1.945365529e+01,8.058142547e+01,3.256264509e+00,5.050139100e+01,2.847012436e+01,3.541101468e+01,3.154538103e+00,3.942013693e+01,7.176391809e+00,3.371543468e+01,7.120970074e+01,2.089937461e+01,2.873510002e+01,5.121985995e+01,1.590917787e+01,5.938267254e+01,6.473577254e+01,7.341480545e+00,8.101972825e-01,7.039432605e+01,4.265540469e+00,9.516932512e+01,3.609764628e+01,7.298159799e+01,8.352210065e+01,1.840831551e+01,7.535267936e+01,2.649653501e+01
4.984313025e+01,2.043307284e+01,2.078170895e+01,8.362887531e+01,9.308434665e+00,3.482639589e+01,9.621214203e+01,6.330464409e+01,3.835221924e+01,8.291971672e+01,1.762196463e+01,6.514591500e+01,2.554892880e+01,6.876681817e+01,6.063871129e+01,5.273325205e+01,3.725534309e+01,5.974279469e+00,5.398253009e+00,3.940802303e+01,9.297941417e+01,3.239094939e+00,3.844121738e+01,1.589890406e+01,8.567246643e+01,2.552756102e+01,6.132579386e+01,6.916472449e+01,2.662451075e+01,2.612626662e+01,7.110466241e+01,9.752497608e+01,1.549074375e+01,1.766813097e+01,2.141339058e+00,5.014225218e+01,8.148305131e+01
4.389092146e+01,4.152262984e+01,3.905359124e+01,1.452116755e+01,3.077297531e+01,2.962402052e+01,6.295050201e+01,2.536614109e+01,1.946491081e+01,1.416372968e+01,6.064038795e+00,5.594056847e+01,8.448489511e+01,3.134445110e+01,5.146740762e+00,8.274027308e+01,5.417111088e+01,2.133425955e+01,2.892501274e+01,5.581460568e+00,5.582701920e+01,8.860512934e+01,3.592660140e+01,3.144436865e+01,8.949762852e+01,6.097279736e+01,9.756100161e+00,7.812771237e+01,2.117242912e+01,5.847761563e+01,1.607241319e+00,2.101266762e+00,4.033114119e+01,8.611939028e+01,9.309924156e+01,3.668880565e+01,6.842961931e+01
7.258698760e+01,7.883598692e+01,9.376049632e+01,5.394268373e+01,9.388967730e+01,6.825136945e+01,2.680384724e+01,8.236693489e+01,8.842626122e+01,3.461750545e+01,3.818490346e+01,7.352284200e+01,3.136981722e+01,1.766754195e+01,3.432736158e+01,4.735526878e+01,6.783819006e+01,1.179302214e+01,5.743751274e+01,6.058856631e+01,8.001123281e+01,6.029013725e+01,8.538042015e+01,9.971288215e+01,6.365647821e+01,3.135583321e+01,3.466562723e+01,8.169617982e+01,9.417895012e+01,6.998418530e+01,4.471994496e+01,7.560186888e+01,8.945410188e+01,5.026848061e+01,2.783949248e+01,3.249088233e+01,4.110680335e+01
2.420614295e+01,4.620542320e+00,7.215172913e+01,3.065812394e-01,5.872057886e+00,9.837533442e+01,6.840285671e+01,6.730937232e+01,4.583919178e+01,1.289257250e+00,7.097555507e+01,1.820293857e+01,6.082206198e+01,6.652903181e+01,2.821816093e+01,8.224494699e+01,7.476306335e+01,8.526413717e+01,6.307089350e+01,4.585596763e+01,5.363660924e+01,3.623337608e+01,3.925166095e+01,9.853497122e+00,5.983739022e+00,8.967448683e+01,4.923975122e+01,6.600774560e+01,8.345435825e+01,9.792516798e+01,2.369214328e+01,1.768686456e+01,8.271290367e+01,8.841950487e+00,7.963322146e+01,6.971471437e+00,7.431767153e+01
4.446534662e+01,1.654270388e+01,7.546187438e+01,9.891938416e+01,6.949386204e+00,3.137591514e+01,5.091080329e+01,6.487013784e+01,6.775538656e+01,3.511272006e+01,1.359727606e+00,5.578935141e+01,3.078310656e+01,7.935999945e+01,1.677167434e+01,3.416355221e+01,7.904910979e+01,2.797578616e-01,6.577514454e+01,9.844778387e+00,5.857010243e+01,5.243538068e+01,7.822305833e+01,5.797914872e+01,5.702731322e+01,5.661011169e+01,7.708532421e+01,1.926343579e+01,4.431274953e+01,3.659817835e+01,4.173773820e+00,9.726326019e+01,7.796982732e+01,5.768592497e+01,9.088136813e+01,4.646280943e+01,6.113798859e+01
6.309160480e+00,7.952109272e+01,3.943065465e+01,5.357164942e+00,2.472955747e+01,2.431701107e+00,6.036863025e+01,3.096000905e+01,1.201576911e+01,2.896511122e+01,5.451263145e+01,6.811541927e+01,4.378720459e+00,6.634958122e+01,4.451733288e+01,9.019392061e+01,2.889217570e+01,1.845385942e+01,9.910213237e+01,9.748264570e+01,7.316016542e+01,3.094993582e+01,3.771633687e+01,6.623930127e+01,2.637650475e+01,5.415064133e+01,7.200264934e+00,9.518181351e+01,6.384853148e+01,1.470640122e+01,5.917245101e+01,3.648972416e+01,5.264019908e+01,5.007889177e+01,3.719640041e+01,6.584272900e+01,7.592626856e+01
1.958906298e+01,4.327271130e+01,8.612467734e+01,3.823779866e+01,5.341780816e+01,2.041749677e+00,4.467425961e+00,8.885808954e-01,2.203611561e+01,3.788478229e-01,7.854435176e+01,4.516552423e+01,6.134615754e+01,7.666361796e+01,5.034947933e+01,7.224250761e+01,6.895019823e+01,9.991507136e+01,6.460198802e+01,4.617402907e+01,9.820008878e+01,5.803439415e+01,4.890325016e+01,4.303152973e+01,6.155158429e+01,5.357948143e+01,4.388166721e+01,2.686738034e-01,3.216158140e+01,1.553923894e+01,5.781483344e+01,6.050336846e+01,5.696443280e+01,2.854479617e+01,7.303370050e+00,6.385328435e+01,3.293715455e+01
9.796319291e+01,9.488514408e+01,5.483948875e+00,1.881278709e-01,7.326552381e+01,2.192668548e+00,9.846085042e+01,6.241697578e+01,7.157861273e+01,2.366489263e+01,5.559182198e+01,4.555019353e+00,8.548453835e+01,3.293221190e+01,2.436382787e+01,6.675755373e+01,2.482715219e+01,6.629358106e+01,1.235263191e+01,3.736536029e+01,6.167237480e+01,5.516846966e+01,4.507165073e+01,1.715984043e+01,1.084284788e+01,1.813998397e+01,6.439858501e+01,1.157234056e+01,4.678625410e+01,6.251511825e+01,3.953139001e+00,8.399089897e+01,2.448826690e+01,8.375496974e+01,4.314103175e+01,7.333244568e+01,1.894372524e+01
2.872650761e+01,9.215515442e+01,4.791397234e+01,9.764497857e+01,4.906643526e+01,6.081956089e+01,8.917031929e+01,4.456482493e+01,3.000703105e+01,6.983885986e+01,8.587169057e+01,3.783667493e+01,4.867391885e+01,3.059105779e+01,4.475126086e+01,8.496020947e+01,9.871005663e+00,9.872087295e+01,5.712414221e+01,6.630347579e+01,1.974383646e+00,1.528080548e+01,6.250845411e+01,2.346379620e+01,9.473112828e+01,4.220236787e+01,8.634981269e+01,2.649565518e+01,4.033826373e+01,3.782529070e+01,1.897029840e+01,9.581753782e+01,2.813859445e+00,5.804438547e+01,7.367723706e+01,4.057355308e+01,2.498574376e+01
9.691848669e+01,4.438411449e+01,5.996892432e+01,8.622218082e+01,1.383364792e+01,8.786562813e+01,9.602488552e+01,1.875086466e+01,1.993202887e+01,3.843450247e+01,5.661474027e+00,3.419231871e+01,4.450104563e+01,7.639517172e+01,6.039231238e+01,7.148933001e+01,5.622654157e+01,4.171063662e+00,3.859330396e+01,7.628086921e+01,4.578764426e+01,8.412040647e+01,6.065831476e+01,2.473736512e+01,2.722399892e+01,9.078593809e+01,6.389257267e+01,6.775175699e+01,9.832443147e+00,7.585087298e+01,3.943465567e+01,5.693332307e+01,5.638049682e+00,6.961487017e+01,1.084481223e+00,2.693151969e+01,4.384808539e+01
5.997145597e+01,8.681922797e+00,7.597236261e+01,8.829537063e+01,7.918068949e+01,9.695232357e+01,8.127608451e+01,4.865046340e+01,3.222949234e+01,7.970633592e+01,4.403778097e+00,7.535848587e+01,1.759579129e+01,5.461628197e+01,9.209748856e+01,7.027638716e+01,9.994487061e+01,5.199023644e+01,5.803276894e+01,5.154264935e+00,8.578729597e+01,6.363494598e+01,5.726454539e+01,5.904544089e+01,3.090382812e+01,3.165762931e+01,4.535145805e+01,2.367693564e+01,6.412791253e+01,8.663469755e+01,1.707093841e+01,7.625670618e+01,1.992680347e+01,6.005062354e+01,2.887083032e+01,4.407870266e+01,2.443538183e+01
2.082898517e+01,5.662193768e+01,2.055242667e+01,7.619989821e+01,8.150901779e+01,1.584830994e+01,1.448988232e+01,2.103360748e+01,7.217087389e+01,5.896472679e+01,9.125486670e+01,2.227191433e+00,8.035206312e+01,3.825130626e+01,6.001575726e+01,3.310455898e+01,7.056582732e+01,2.965438604e+01,1.070467850e+01,6.626798647e+01,5.539789197e+01,9.035519026e+01,2.393063149e+01,7.254019702e+01,2.137064594e+01,4.458137840e+01,9.832131608e+01,6.165351407e+01,3.862513963e+01,7.896963884e+01,9.361056053e+01,1.260385883e+01,7.138384177e+01,5.225590161e+01,9.208715472e+00,4.291218230e+01,4.834907758e+01
4.259130646e+01,2.005146710e+01,9.159102348e+01,3.889106709e+01,7.519135281e+01,3.232473573e+01,3.862616732e+01,5.138307748e+01,7.001854643e+01,6.929456817e+01,9.514754923e+01,9.273562161e+00,1.995792898e+01,3.713109779e+01,1.240070852e+01,9.698797047e+01,7.980119100e+01,4.101998930e+01,3.395625960e+00,9.895246790e+01,1.981684873e+01,7.280110406e+01,3.794744479e+01,5.126535941e+01,2.975061038e+01,8.157543239e+01,3.605631839e+01,9.375826804e+01,3.079754727e+01,6.854443221e+01,6.012720210e+01,6.387950915e+01,5.394805347e+01,9.967721981e+01,9.422743898e+01,2.974353542e+01,9.928340803e+01
6.729476577e+01,4.596360055e+01,7.418519327e+01,9.222432139e+01,8.734988131e+00,9.239403554e+01,7.119269379e+01,7.479384345e+01,9.351239888e+01,3.954610425e+01,7.239031069e+01,3.141141845e+01,9.911237806e+01,2.414674837e+01,1.048955397e+01,4.754795938e+01,6.552045073e+01,5.749566937e+01,7.566751365e+01,1.692205089e+01,4.714803255e+01,7.499970470e+01,9.758659880e+00,7.681163638e+01,8.222930925e+01,7.440321437e+01,7.029538156e+01,3.299332994e+01,3.197345763e+01,8.758949567e+01,2.046668832e+01,5.013936475e+01,1.549400276e+00,7.324454953e+01,7.606661680e+01,3.098621835e+01,8.444167984e+01
8.718981129e+01,3.089474366e+01,4.746218407e+01,6.431595672e+01,6.832217258e+01,2.063341426e+01,7.128614750e+01,1.630359205e+01,4.222039102e+01,6.514046532e+01,8.187616118e+01,5.693836502e+00,1.412123300e+01,1.283593939e+01,8.759741226e+01,4.649708976e+01,1.706251835e+01,6.786272969e+01,7.268584659e+01,3.904227400e+01,9.893809311e+01,3.751448791e+01,5.626187552e+01,2.747418709e+01,7.554550716e+01,7.860528523e+01,6.657782632e+01,5.391803186e+01,8.536609347e+00,9.750140643e+01,9.662149498e+00,5.781839965e+01,1.838391417e+01,3.907202456e+01,7.260290302e+00,2.145645946e+01,8.294682950e+01
3.615699749e+01,2.187478155e+01,5.488886273e+01,6.592494788e+01,8.812036591e+01,1.434666092e+01,7.833512845e+01,2.189902795e+01,5.569902796e+01,7.520273895e+01,9.232384898e+01,2.557849233e+00,6.122576702e+01,1.807506081e+01,9.817855590e+00,2.483490301e+01,8.339340980e+01,9.637009420e+01,9.816729873e+01,6.521747301e+01,2.240493489e+01,1.606286465e+01,7.094417993e+01,5.768447627e+01,1.920650112e+01,6.627028220e+01,3.047096349e+00,7.684654338e+00,1.779334651e+01,1.942049865e+01,7.134142579e+01,2.319444845e+01,9.010520967e+01,5.387530640e+01,8.320024104e+01,7.078761067e+01,5.358088081e+01
5.262954784e+01,1.621596703e+01,8.512616145e+01,8.479727625e-02,9.830940870e+01,5.987153468e+01,9.816304341e+01,1.148911845e+01,5.026364996e+01,5.262040489e+01,9.327521071e+01,1.681974202e+01,2.631963960e+01,4.048816053e+01,1.762864536e+01,2.532062621e+01,1.710405727e+01,1.065469165e+01,7.554332328e+01,5.032807344e+01,9.907322359e+01,9.192965902e+01,5.310083164e+01,2.315110327e+00,4.772598931e+01,5.175106645e+01,4.365644283e+01,9.087923172e+01,9.947958492e+01,4.061766089e+01,5.238399300e+01,8.747655112e+01,1.974193356e+01,2.356091224e+01,5.811670170e+01,3.191622022e+01,3.961716824e+01
4.178350134e+01,4.109717754e+01,2.201285316e+01,7.884401734e+00,4.304266992e+01,6.117527657e+01,1.051718019e+01,1.243838998e+01,4.116201741e+01,9.119793644e+01,7.653042274e+01,1.249146593e+01,7.396152856e+01,9.751690337e+01,2.231000644e+01,3.798215987e+01,8.990559710e+01,4.269605892e+01,9.297764423e+00,2.282589148e+01,9.914760252e+01,5.621071797e+01,1.127791538e+01,6.532105476e+01,4.834287740e+01,7.311471024e+00,9.260162109e+01,2.621799573e+01,6.945047085e+01,5.486000538e+01,9.405846900e+01,9.219540937e+01,9.077173656e+01,1.014365180e+01,8.234794934e+00,7.509295336e+01,3.509658087e+01
7.171829123e+01,2.665233994e+01,9.781149553e+01,5.136254529e+01,9.622019187e+01,3.956672430e+01,7.547535493e+01,5.488614215e+01,4.739140103e+01,2.033295225e+01,1.799282013e+01,9.970491311e+00,2.852228995e+01,8.115699364e+01,7.049705479e+01,2.261929720e+01,6.217598841e+01,6.510675127e+01,2.173332049e+01,8.115488347e+01,6.988523936e+01,8.546797793e+01,8.675203791e+01,7.105062936e+01,8.007620280e+01,3.953857613e+01,4.543867940e+00,1.674899298e+01,8.489335162e+00,2.746156060e+01,4.227588537e+01,8.273303027e+01,7.330744948e+01,9.521113399e+01,1.464775930e+01,4.957270064e+01,6.197844991e+01
3.630640499e+01,8.376598932e+01,5.023398957e-01,6.280637926e+01,3.517084447e+01,4.628962518e+01,5.467190742e+01,1.027018674e+01,1.049609811e+01,9.007393899e+01,7.291068762e+01,3.094629387e+01,9.876268126e+01,4.582851005e+01,2.117741812e+01,5.834724016e+01,6.116275452e+01,7.558155745e+01,9.629816568e+01,7.049997045e+01,7.185413039e+01,5.840693761e+00,2.271488300e+01,1.674009303e+01,8.291338240e+01,3.102972328e+01,4.448604172e+01,8.855069362e+01,7.307269817e+01,7.833402366e+01,6.139660936e+00,1.335086723e+01,9.204211810e+00,8.652439683e+01,5.092870947e+01,9.705728567e+01,4.550270247e+01
1.992251478e+01,8.185813291e+01,3.815021131e+01,8.403753374e+01,6.286011019e+00,1.330547494e+01,1.647288575e+01,6.550736718e+01,3.722079006e+01,2.135797590e+01,2.263213508e+01,9.341409940e+01,2.055631741e+01,4.694326899e+00,5.460680592e+01,7.977259065e+01,2.240850863e+01,2.864920144e+01,5.138152638e+01,9.703147839e+01,4.035766299e-01,7.267259972e+01,4.576269072e+01,1.817093431e+01,4.394716476e+01,3.121232269e+01,2.190692223e+01,1.552490782e+01,2.815062000e+01,8.933739986e+00,1.969629708e+01,1.191010954e+01,9.897722919e+01,4.693948792e+01,9.231534736e+01,6.484653991e+01,1.155945129e+01
6.270160437e+01,2.267082311e+01,3.525203985e+01,8.838717447e+01,1.985536692e+00,3.692739304e+01,6.363919364e+01,8.277582722e+01,5.121476993e+01,1.133856717e+01,2.648411958e+01,8.999330200e+01,6.687774345e+00,2.509357651e+01,7.460068958e+01,2.639510487e+01,2.925107179e+01,2.582224861e+01,2.192960607e+01,8.918759938e+00,8.407589493e+01,5.313217504e+00,7.166249851e+01,8.109762464e+00,9.812634507e+01,4.045077272e+01,1.240653732e+01,4.889938113e+01,6.810602735e+01,9.805305521e+01,3.437386511e+01,2.546283003e+01,8.896880019e+01,6.755554381e+01,8.595730970e+01,8.999953299e+01,6.239856302e+01
5.490477925e+01,2.310840584e+01,2.716332095e+01,8.334107383e+01,3.055420841e+01,2.731534304e+01,7.785914642e+01,8.631609600e+01,9.892450670e+01,7.771795394e+01,7.229965223e+01,5.965197466e+01,3.629634759e+01,9.411514081e+01,1.265941616e+01,3.899201144e+00,8.675531688e+00,2.562808114e+01,9.083647216e+01,6.240898827e+01,4.742365813e+01,2.586223833e+00,1.092749201e+01,9.712351555e+01,2.416242585e+01,7.567929682e+01,6.098699559e+01,8.123317119e+01,6.517979676e+01,7.854540236e+01,9.379070959e+01,2.255337627e+01,5.620261737e+01,8.802758279e+01,2.948557202e+01,3.685733844e+01,5.329353737e+01
