v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
6.586842783e+01,8.521971525e+00,7.375118365e+01,1.676492558e+01,5.749909326e+00,3.185939426e+01,7.253657793e+01,1.554567392e+01,2.878072243e+01,1.590163088e+01,6.160956990e+01,2.893197494e+01,1.933195993e+01,9.996463473e+00,9.036950127e+01,3.494025333e+01,5.098922644e+01,8.824165140e+01,1.487244786e+01,3.343734745e+01
4.014630317e+01,4.759975074e+01,9.514638584e+01,1.023161244e+01,7.094318246e+01,1.561408194e+01,6.092320548e+01,2.177062557e+01,8.010389651e+01,7.584564281e+01,7.754991507e+01,3.939663545e+01,7.495896681e+01,1.854151102e+01,7.826188719e+01,7.529684264e+01,5.353108679e+01,3.747110214e+01,4.578209102e+01,3.824549160e+01
8.526715455e+00,7.930253160e+01,2.515516359e+00,6.574807790e+01,9.235772591e+01,9.094204428e+01,7.347273457e+01,3.317138861e+01,7.905362384e+01,9.738589263e+01,9.849829316e+01,6.690921392e+01,8.986965545e+01,4.715638015e+01,6.557755539e+01,2.190870855e+01,4.248014639e+01,8.381615432e+01,1.063410387e+01,2.953630805e+01
5.614084757e+01,3.331097984e+01,5.204918090e+01,8.587943755e+01,9.654570078e+00,6.202915396e+01,2.736554473e+01,6.351584174e+01,5.004662479e+01,9.185693076e+01,8.385938435e+01,5.668819317e+01,4.329285609e+01,7.503509238e+01,9.419701241e+01,1.162647216e+01,9.359712923e+01,5.272331265e+01,3.003737970e+01,9.345257926e+01
9.564374274e+01,3.070119131e+01,9.608513542e+01,2.869726168e+01,3.377650812e+01,5.661637149e+01,2.816277362e+01,9.250611339e+01,4.236295627e+00,2.159346737e+01,8.794686285e+01,1.597463119e+01,6.946244212e+00,4.796015719e+00,5.132650894e+01,5.830858036e+01,5.909017012e+01,1.347707953e+00,7.695610624e+01,7.687021356e+01
1.120723242e+01,8.238480887e+01,5.780891288e+01,8.976181008e+01,6.633444812e+01,3.864086913e+01,4.844038999e+01,1.894148247e+00,4.198349958e+01,5.051152419e+01,9.222386967e+01,6.749504584e+01,9.212777862e+01,2.125155291e+01,9.057224354e+01,2.079792200e+01,4.664002998e+01,2.818513196e+01,3.331211072e+01,6.570567073e+01
4.674515067e+01,8.998685044e+01,1.793460736e+01,8.881007340e+01,1.712014174e+01,4.690611227e+01,2.020122616e+01,3.158856417e+01,1.660897222e+01,5.955420583e+01,6.014115928e+01,8.280883778e+00,2.139271084e+01,7.091704655e+01,5.219027457e+01,5.276200059e+01,4.186044122e+00,5.477102099e+01,4.287102889e+01,7.292725074e+01
1.384645785e+01,5.574294462e+01,2.008055029e+01,9.512581324e+00,6.563819531e+01,9.360923838e+01,1.869356686e+01,8.021136556e+01,3.567681546e+01,1.318611947e+01,1.284083071e+01,8.271412479e+01,4.062554390e+01,7.814100152e+01,5.276079480e+01,2.841221705e+01,6.417190150e+01,6.890607042e+01,5.002623244e+01,7.937938802e+01
9.005764058e+01,5.810892710e+01,7.542003953e+01,2.560304575e+01,5.448407289e+01,7.177438548e+01,1.598137269e+01,8.344574299e+00,8.635165795e+01,3.521891332e+01,3.524372443e+01,2.944066135e+00,3.602823735e+01,6.359350198e+01,8.577779716e+01,7.577368774e+01,2.505298995e+01,8.660492883e+00,5.010813590e+01,2.777991606e+00
2.541766255e+01,5.063975758e+01,8.914589193e+01,2.834152836e+01,9.405275008e+01,2.755588286e+01,4.888245301e+01,9.739200016e+01,9.191355477e+01,1.001950079e+01,8.002355059e+00,4.454478662e+01,1.079156748e+01,4.678952994e+01,8.143176919e-01,2.888029788e+01,6.936577619e+01,3.590327023e+01,5.304715438e+01,4.265724786e+01
4.916877171e+01,5.170531074e+01,7.978417209e+01,3.380277183e+01,9.341879134e+01,4.815965529e+01,9.973590695e+01,4.885344853e+01,6.880024701e+01,9.515971161e+01,7.993191068e+01,5.953376314e+00,4.268347028e+01,5.008292233e+01,3.769674268e+01,3.749496761e+01,9.922032707e+01,6.093524154e+01,8.906876041e+00,4.190180941e+01
7.263262779e+01,9.832502290e+01,5.854084581e+01,6.101533430e+01,8.060366664e+01,5.602480005e+01,3.351682547e+01,2.053091340e+01,1.768583595e+01,7.515189828e+01,5.860569581e+01,8.334143437e+01,1.593819696e+01,7.958572139e+00,2.322663881e+01,5.023120828e+01,9.866486234e+01,1.308453606e+01,6.233584499e+00,6.767378150e+00
1.724173691e+01,3.502449074e+01,1.262945390e+01,1.652895917e+01,1.861152130e+01,4.035786911e+01,1.331868858e+01,6.848461347e+00,7.572482684e+01,5.169260166e+00,5.826611854e+01,4.826900236e+00,6.464402352e+01,9.982649255e+01,8.331531749e+01,8.894698856e+00,6.544891663e+00,3.976012791e+01,5.972092150e+01,4.257985034e+01
4.342743722e+01,3.188723053e+01,2.540978292e+01,4.254877314e+01,8.469107286e+01,2.612959443e+01,5.161047016e+01,7.050362080e+01,5.774742412e+01,2.960118948e+01,6.616119845e+01,8.405186047e+01,7.040661646e+01,6.917795053e+01,9.667594014e+01,4.607778902e+01,8.045313917e+01,4.360171378e+01,4.215768811e+01,2.200117331e+01
8.648796140e+00,7.673977096e+01,1.836378709e+01,8.251662567e+01,4.061812831e+01,1.531528263e+01,9.073030393e+01,9.032302894e+01,9.205288073e+01,7.455099308e+01,2.495036209e+01,7.926946707e+01,3.928552942e+01,7.598222412e+01,6.680682342e+01,3.208742667e+01,5.198739798e+01,6.589554691e+01,4.427589627e+01,3.925152411e+00
9.301140530e+01,9.666951466e+01,7.683296802e+01,3.113231996e+01,1.626886806e+01,5.345362845e+01,2.942065307e+01,5.671111173e+01,9.364461226e+01,5.416479391e+01,9.387704808e+01,4.042739200e+01,4.207554380e+01,6.227126672e+01,7.061072695e+01,6.602764345e+01,6.087015633e+01,1.646342204e+00,9.098350453e+01,1.918061614e+01
8.463409265e+01,4.942037476e+01,2.562683608e+01,4.512976247e+01,9.141456715e+01,1.170941616e+01,2.019202724e+01,9.137211292e+01,5.104253191e+01,7.331554140e+01,7.588941749e+01,5.377964746e+00,4.957479210e+01,4.729187885e+01,9.819225679e+01,9.910055661e+01,6.201200656e+01,4.824402418e+01,1.561144739e+01,7.024167228e+01
9.885164277e+01,6.217382971e+01,1.164864425e+01,5.028559137e+01,3.831626471e+01,7.665755096e+01,3.852269133e+00,7.998661866e+01,2.331730164e+01,3.251973584e+01,1.343555030e+01,5.077751336e+01,2.050169494e+01,2.562362722e+01,9.283380774e+01,5.432571448e+01,1.175467893e+01,1.296988003e+00,6.951849971e+01,2.591399126e+01
7.569786784e+01,6.190231713e+01,3.759228088e+01,4.089153927e+01,3.841802530e+01,4.312236687e+01,4.076452374e+01,2.605252167e+01,4.718005625e+01,7.753858237e+01,6.395201748e+01,8.006279890e+01,5.850242587e+00,8.624807949e+01,1.166461880e+01,2.001091478e+01,1.835077635e+01,6.216524513e+01,3.207036762e+00,6.659555987e+01
8.651421628e+01,8.138905773e+01,5.290078320e+00,7.248037350e+01,4.423976021e+01,4.182725234e+01,1.246303160e+01,5.334551796e+00,2.258975739e+01,5.198266335e+01,3.553984085e+01,5.582098956e+01,2.306392819e+01,3.878447927e+01,7.008102551e+01,3.456446996e+01,8.690627325e+01,7.349643708e+01,6.542918903e+01,2.134555992e+01
6.674420418e+00,7.825870511e+01,4.556666420e+01,9.483217101e+00,4.041386423e+01,4.365176865e+01,4.716092819e-01,2.478345340e+01,7.978100162e+01,3.941076192e+01,5.272784317e+01,7.510333678e+01,1.221345734e+01,8.134729016e+01,9.082692869e+01,4.681674459e+01,8.511758088e+01,6.983965498e+01,7.073453961e+01,2.224929853e+01
5.541476147e+00,9.471675975e+01,5.372006220e+01,7.056077905e+01,1.148423477e+01,5.499675853e+01,7.338733238e+01,2.452699818e-01,6.501554817e+01,8.265745545e+01,9.491102592e+01,7.822467007e+01,3.054479438e+01,1.464956479e+01,1.807479357e+01,4.971535747e+01,3.842362914e+00,7.203131290e+01,2.939107149e+01,8.115367623e+01
8.994635487e+01,3.386618772e+01,1.030049509e+01,1.975562436e+01,3.369218321e+01,4.062937072e+01,7.371963825e+01,3.220564655e+00,1.352714444e+01,6.307992774e+01,5.505408178e+01,1.995775440e+01,2.843334258e+01,3.586142076e+01,3.104795002e+01,5.600108472e+01,1.160969551e+01,9.561505235e+01,2.102620903e+01,1.225505058e+01
9.540002474e+01,8.291334220e+01,9.866725963e+01,2.734141714e+00,9.814166681e+01,4.557979078e+01,6.368347955e+01,9.216554432e+00,6.982100425e+01,4.142179255e+01,2.127888557e+01,6.889027011e+01,5.905114765e+01,8.920638818e+01,4.330971990e+01,4.573317633e+01,6.074723704e+01,6.085967175e+01,1.670092610e+01,9.877241594e+01
2.908132407e+01,2.093089720e+01,1.135215638e+01,8.838889993e+01,7.810705959e+01,2.459401714e+01,2.104022681e+01,1.033943433e+01,1.697821727e+01,8.350691266e+01,3.907253318e+01,9.808235433e+01,6.697046892e+00,1.327387036e+01,7.588680372e+00,3.924079234e+00,5.636700739e+01,4.623920537e+01,8.025567595e+01,5.064847064e+01
5.379576417e+01,7.511233084e+01,7.864440408e+00,3.904321264e+01,7.917076021e+01,2.737072500e+01,4.002696528e+01,5.033633182e+01,7.222899655e+01,5.016368592e+01,3.305913028e+01,6.138657758e+00,6.907914321e+01,9.760848972e+01,9.504690452e+01,9.160369530e+01,6.785288642e+01,5.551716960e+01,1.880741896e+01,9.430990218e+01
9.093407449e+00,2.842605925e+01,8.328612270e+01,6.457765685e+01,4.735109325e+01,8.420649777e+01,5.173341933e+00,1.221012014e+01,1.160394146e+01,8.821708688e+01,8.338419869e+01,5.932285576e+01,7.721508790e+01,8.403475771e+01,6.702528270e+01,4.079565444e+01,9.155621847e+01,8.582126591e+01,5.386690088e+01,4.558359477e+01
8.517517400e+01,8.824214628e+01,3.386286853e+00,8.134092207e+01,2.532517111e+01,2.881763214e+01,5.505375396e+01,1.621313260e+00,4.101158433e+01,2.612539366e+01,6.127113467e+01,1.190669149e+00,1.050415216e+01,9.778256568e+01,2.482993389e+01,6.120031755e+01,2.365371973e+01,2.844344697e+01,9.693574449e+01,4.808894021e+01
5.793503140e+01,3.134984051e+01,9.341890834e+00,9.767644363e+01,8.714379757e+01,2.189481042e+01,1.633604187e+01,8.278030622e+01,9.482377608e+01,9.383863579e+01,2.785254724e+01,9.223643369e+01,3.435810529e+01,9.274833787e+01,9.541256864e+01,4.149535749e+00,4.119841431e+01,3.715987056e+00,6.884906663e+01,5.253582415e+01
3.493533366e+00,2.370118165e+01,3.915699339e+01,2.776565470e+01,4.110313059e+01,2.911887399e+00,9.961405415e+01,8.657186337e+01,8.389529471e+00,7.420680267e+01,5.919785429e+01,4.346211554e+01,8.443144137e+01,3.658469848e+00,3.010063678e+01,7.873580144e+01,7.096098504e+01,4.997134642e+01,9.625315448e+01,8.661055035e+01
2.780935057e+01,4.673296098e+01,9.080452288e+01,6.331893333e+01,8.480612825e+01,7.548491072e+00,1.995725649e+01,6.865551266e+01,5.497075111e+01,6.340806777e+01,4.601969531e+01,7.136242889e+01,3.666942782e+01,7.005743298e-01,4.023138951e+01,2.653436978e+01,8.947540092e+01,2.242574278e+01,6.554509231e+01,3.098016486e+01
8.762126228e-01,6.234740021e+01,9.093688230e+01,6.686475087e+01,7.222894150e+01,7.996285998e+01,1.207048710e+01,8.663153699e+01,3.799924795e+01,9.647375213e+01,8.194640329e-01,8.473206352e+01,5.800661214e+01,2.657598325e+01,6.643082978e+01,5.912428217e+00,3.507027647e+00,3.542748605e+01,9.773830321e+01,9.690772546e+01
9.552250796e+01,7.208196079e+01,8.084537263e+00,2.524478439e+01,8.314682416e+01,7.187762277e+01,3.440320470e+01,1.581505765e+01,5.679916455e+01,4.469240949e+01,1.362101483e+01,1.539851246e+01,2.732691365e+00,8.001830041e+01,7.541451539e+01,3.012532618e+01,3.772703260e+01,6.308090603e+01,4.764931474e+01,2.473314575e+01
4.023861138e+01,8.159099867e+01,5.833139869e+01,3.849913718e+00,2.842897487e+01,3.016657063e+01,1.296726882e+01,2.894491549e+01,2.443471963e+01,4.707545605e+01,6.809812331e+01,1.345645090e+01,2.632412562e+01,6.750463950e+01,6.195731758e+01,5.565961361e+01,2.725527774e+01,1.147330083e+01,9.367329359e+01,6.782583247e+01
7.120134982e+01,4.041243845e+01,3.082957036e+01,4.823685916e+01,1.890431166e-01,7.819127336e+00,6.784309772e+01,8.807540724e+01,8.065325646e+01,5.607377672e+00,1.643278294e+01,3.610678937e+01,2.140102885e+01,2.275300189e+01,3.989198629e+01,1.002080833e+01,4.999503600e+01,6.523157271e+01,1.624742168e+01,3.967796517e+01
3.973679623e+01,5.333927159e+01,8.884835377e+00,8.108219508e+01,3.870436673e+01,2.046935989e+01,6.078964812e+01,6.499831548e+01,8.908996503e+01,8.282357501e+01,8.864499738e+01,3.477459928e+00,9.983292854e+01,6.417587409e-01,3.889494862e+01,1.431662761e+01,4.496537975e+01,4.684806432e+01,1.198585102e+01,4.338087788e+01
1.080939442e+01,6.480982801e+01,6.599577994e+01,2.517870981e+01,2.337534002e+01,6.753599891e+01,8.059338617e+00,1.146380770e+01,1.973905273e+01,5.953064833e+00,9.667802587e+01,1.062459550e+01,3.982341566e+01,9.128676869e+00,2.385466895e+01,5.406901953e+01,7.764603829e+01,2.585121864e+01,6.719626477e+01,7.970634032e+01
4.276882540e+01,2.880638819e+01,4.125961102e+01,6.224524027e+01,7.269070737e+01,6.668576854e+01,6.769934978e+01,7.476643735e+01,2.017989964e+01,3.851781628e+01,9.307702026e+01,6.566352277e+01,4.515390792e+01,5.997237520e+00,8.566366375e+01,3.119035581e+01,8.131268833e+01,2.885347920e+01,5.247672325e+01,1.418505066e+01
7.829259137e+00,8.547356414e+01,1.446585878e+01,2.552921480e+00,6.949816787e+01,4.714070429e+01,8.383513637e+01,3.586382892e+01,4.141158587e+01,2.639297772e+01,9.896766887e+01,9.956825656e+01,2.250977645e+01,1.052038070e+00,6.445770167e+01,6.535834595e+00,7.407031461e+00,8.880664350e+01,8.429286972e+01,1.293387620e+00
1.289840715e-01,5.216050476e+01,6.420393094e+01,7.003886136e+01,2.425456826e+01,7.119430317e+01,1.949908164e+01,5.999048834e+00,8.265314877e+01,8.028116101e+01,7.217722338e+01,5.067856053e+01,7.012283568e+00,3.203081754e+01,2.175356093e+01,7.101192566e+01,4.192232259e+01,7.178212813e+01,9.886448750e+01,1.832925298e+01
7.247442110e+01,4.743028078e+01,4.302001211e+01,9.368634094e+01,9.453502425e+01,1.055012740e+01,9.417688938e+00,9.972046627e+01,2.517858870e+01,9.548138345e+01,7.385693781e+01,2.407126067e+01,3.918190933e+01,2.956889889e+01,6.770415425e+01,6.270490011e+01,3.015734400e+01,5.428250218e+01,3.381877543e+01,3.936118509e+01
7.555045217e+01,6.155510276e+01,8.574979525e+01,3.562591492e+01,8.575665052e+01,1.841224004e+01,5.823515634e+01,3.817072081e+01,1.648850307e+01,4.418941338e+01,1.979818237e+01,7.027364734e+01,4.148321943e+00,3.343066438e+01,1.735112286e+01,7.168383490e+01,8.098228763e+01,5.702805269e+01,5.913022456e+01,3.370964157e+01
8.079819242e+01,5.933469971e+00,4.536595832e+01,8.290712188e+01,4.512043498e+01,2.408452421e+01,8.163874966e+01,9.670986573e+01,2.315011304e+01,7.340815901e+01,9.163922431e+01,7.641394809e+01,2.351707931e-01,3.401334658e+01,1.300977625e+01,6.546213048e+01,2.868190511e+01,6.405695216e+00,6.536721541e+01,7.454922365e+01
2.486779398e+01,9.596870743e+01,6.355495438e+01,5.776212113e+01,3.800947750e+00,2.138973588e+01,8.830664554e+01,2.756625971e+01,6.246862789e-01,9.129499456e+01,6.837758141e+00,1.859009766e+01,8.770119439e+01,6.962543083e+01,5.162968329e+01,2.674545216e+00,8.807706403e+01,5.815362326e+01,5.829911315e+01,7.262272048e+01
1.989698140e+01,4.137126823e+01,6.009893562e+00,5.084415800e+01,6.373327085e+01,3.220799075e+01,1.414560443e+01,9.344553362e+01,5.342053607e+01,7.951861923e+01,3.974932245e+01,7.302938985e+01,1.981655473e+01,4.760129293e+01,6.063251557e+01,8.764524304e-02,3.289703035e+01,8.194539359e+01,9.470540050e+01,3.788693234e+01
3.500013088e+01,8.582599486e+01,5.883215733e+01,3.734739705e+01,3.521202813e+01,2.941238571e+01,3.775034530e+01,6.609094583e+01,6.060298029e+01,3.553343975e+01,7.960507702e+00,6.391055289e+00,4.249726332e+01,1.458563275e+01,1.396449460e+01,8.587799533e+01,4.231064307e+01,6.021537006e+01,9.751524231e+01,2.386263816e+01
4.617313173e+01,1.104059267e+01,1.386483585e+01,5.115738506e+01,6.890637930e+01,9.305448611e+00,2.383115319e+01,1.742444457e+01,2.983177732e+01,9.918887194e+01,6.592170063e+01,3.438160555e+01,7.020628387e+01,2.842399818e+01,8.275192825e+01,1.443345331e+01,6.757023450e+01,3.228419053e+01,2.655643623e+01,9.196096360e+01
9.258723385e+01,8.904465563e+01,2.303110146e+01,5.898167490e+01,2.287152686e+00,4.021173814e+01,4.094072285e+01,7.405816024e+01,2.460743348e+01,8.997291606e+01,9.643247597e+01,9.547458926e+01,7.408219879e+01,6.525175035e+01,9.176095915e+01,4.916673954e+01,4.852975043e+01,5.158841233e+01,2.682593244e+01,8.060860192e+01
5.804877251e+01,5.028902884e+01,5.008302788e+01,2.181616126e+00,7.673091930e+01,6.856052987e+01,8.595484625e+01,5.545514520e+01,7.653981954e+01,6.040009376e+01,6.908041718e+01,2.585285938e+01,6.713193661e+01,8.959561356e+01,4.325771375e+00,4.271416264e+01,7.288004030e+01,4.303660045e+01,2.262568531e+01,1.032824381e+01
7.446450378e+01,2.289156326e+01,6.189180664e+01,5.837425158e+01,6.726226281e+01,9.007804831e+01,5.769693185e+00,2.216399231e+01,2.281483816e+01,8.151265432e+01,7.777238971e+01,4.831191869e+01,4.432555238e+01,7.167465561e+01,3.648050065e+01,8.627273357e+01,9.595936552e+01,4.668289519e+01,7.357760735e+01,3.763566160e+01
4.567919296e+01,2.296696456e+01,5.727770656e-01,3.584205025e+01,2.293344876e+01,6.264437015e+01,2.750260187e+01,5.523107949e+01,8.048679656e+01,5.931720605e+01,5.448488250e+01,6.399973909e+01,6.298872370e+01,8.396265291e+01,1.049693738e+01,1.257267949e+01,7.720485624e+01,1.235745590e+01,5.025194075e+01,3.561500250e+01
1.798405482e+01,4.390549857e+01,2.956363076e+01,3.313953132e+01,5.579587484e+01,8.892556893e+01,5.722461304e+01,2.561236453e+01,8.463982262e+01,7.086082379e+01,7.650809300e+01,8.002593598e+00,8.380390918e+01,3.290757702e+01,3.071778747e+01,2.709817724e+01,8.460379828e+01,1.901663641e+01,7.635430594e+01,8.589373913e+01
2.729833056e+01,9.286303414e+01,1.208267496e+01,3.093184831e+00,6.327845710e+01,3.748516584e+01,2.375998375e+01,7.063190584e+01,2.856282190e+01,3.138826397e+01,9.484996706e+01,1.692368582e+01,5.563952399e+00,2.352327144e+01,6.673241809e+01,8.724179354e+01,8.530628732e+01,7.453916908e+00,4.724109250e+01,5.312732099e+01
7.835492652e+01,7.603530639e+01,9.466416190e+00,4.985376336e+01,8.831777506e+01,7.238917992e+01,6.840534042e+01,7.810025390e+01,9.659174822e+01,1.425494152e+01,5.611483542e+01,1.235567443e+01,2.068151697e+00,1.027007928e+01,2.455418743e+01,8.897453976e+01,6.813053077e+01,5.017452661e+01,1.608862864e+01,7.067956670e+01
2.056576324e+01,5.696835699e+01,7.280678668e+01,7.596437052e+01,1.369662676e+01,3.877801216e+01,8.043814342e+01,2.286870266e+01,2.938711541e+01,9.799728292e+01,7.462970139e+00,7.319818754e+01,1.620015037e+01,9.072815386e+01,3.195020444e+01,8.782945699e+01,4.845209555e+01,8.278688689e+01,2.592891476e+01,5.650806772e+01
3.581331111e+01,4.329328059e+01,6.571269007e+01,6.658770869e+01,5.786714703e+01,7.474016160e+01,3.247625921e+01,8.322511167e+01,7.193421168e+01,1.914414940e+01,5.830216238e+01,7.408804545e+01,6.327934018e+01,7.425473615e+01,4.498453533e+01,9.681364396e+01,3.922615009e+01,6.539314763e+01,5.699511716e+01,5.828572228e+00
7.098945649e+01,2.518755970e+01,8.870861150e+01,8.176655283e+00,2.746512819e+01,1.880002478e+01,2.598897599e+01,4.941596028e+01,8.811973088e+01,2.454017951e+01,9.980677327e+01,2.679005012e+00,6.227971275e+01,4.007839759e+01,3.656329793e+01,1.318970459e+01,4.658722036e+01,7.119387975e+01,7.305569340e+01,6.668020288e+01
6.675806632e+01,6.408907338e+01,1.610587744e+01,7.707484012e+01,4.814320654e+01,1.031158812e+01,8.842617297e+01,7.336271006e+01,7.990889022e+01,3.428203306e+01,1.100484174e+01,5.804157103e+01,5.679324576e+01,2.254210349e-01,2.893489580e-01,6.217572557e+01,1.860061894e+01,2.290676985e+01,1.840178530e+01,6.694712336e+01
9.197590339e+01,7.286967369e+01,2.164224909e+01,4.071446193e+01,6.701315925e+01,1.465088777e+01,2.040040154e+00,6.479807278e+01,7.208619983e+01,7.400656910e+01,6.864525570e+01,3.460796394e+01,3.125793392e+01,1.760867216e+01,4.174987412e+01,9.638241014e+01,2.261918097e+00,4.732174344e+00,6.735772522e+01,9.777553571e+01
9.832982088e+01,1.656192575e+01,3.779635376e+01,9.729504050e+01,6.249563337e+01,4.132929663e+01,4.702170222e+00,9.720055246e+01,5.423087839e+01,5.555726790e+01,4.425140333e-01,6.593284848e+01,4.930537146e+01,3.983781123e+01,8.122439733e+01,4.886212688e+01,1.362271618e+01,5.452730882e+01,5.159200770e+01,2.587950530e+01
3.113355525e+01,3.165182102e+01,9.259389501e+01,5.138664437e+01,7.832188330e+01,4.325830256e+01,2.535329130e+01,7.754129870e+01,7.799347499e+01,5.684928217e+01,8.273609830e+01,9.329833517e+00,1.069245345e+00,6.411799599e+01,4.254947981e+01,9.212666628e+01,4.899578497e+01,6.655085765e+01,3.379355441e+01,6.924951742e+00
6.631734172e+01,1.872886167e+00,6.946996785e+01,3.601754265e+01,7.522807061e+01,9.764402595e+01,6.037948018e+01,8.004219637e+01,3.420670343e+01,8.399325840e+01,5.730717954e+01,5.031418653e+01,9.739818358e+01,4.237043630e+01,1.601934038e+00,9.312174359e+01,1.288741555e+01,4.984101547e+01,1.427866869e+01,4.685200428e+01
4.612688579e+00,9.735439858e+01,2.980592451e+01,5.038184059e+01,4.728212502e+01,6.645465708e+01,7.898668820e+01,2.484595752e+01,2.299141512e+00,6.439914995e+01,2.717515876e+01,1.741284081e+01,3.965997557e+01,8.290082485e+01,7.880880782e+01,1.182761206e+00,1.971574390e+01,4.052839128e+01,3.165429887e+00,4.205968226e+00
2.126796903e+00,1.864422298e+01,3.094687252e+01,2.429371210e+01,5.228113561e+01,2.101096956e+01,9.686653380e+01,3.430008262e+01,9.022675835e+01,3.870958687e+01,8.151747815e+01,6.196209757e+01,1.523316455e+01,4.087972785e+01,9.978683938e+01,9.426983322e+01,8.582243232e+01,9.781114219e-01,7.765236717e+01,2.941377958e+01
2.046456051e+01,2.919402664e+01,3.263027396e+01,9.792996247e+01,2.367898523e+01,1.600079402e+01,7.120665211e+01,5.141513366e+01,6.808614268e+01,3.496310345e+01,1.178347648e+01,1.304101090e+00,5.667978697e+01,2.887969270e+01,9.563001535e+01,4.547299979e+01,4.679364613e+01,9.113469405e+01,5.632742769e+01,1.692679663e+01
8.685994038e+01,6.953680314e+01,2.444437813e+01,2.808674003e+00,9.126505318e+01,5.266620718e+01,9.368042404e+01,2.033922154e+01,2.948087791e+01,7.505682222e+01,3.395599525e+01,9.897666353e+01,8.726353806e+00,5.589380893e+01,9.433397727e+01,2.757909489e+01,5.214579764e+01,4.715694222e+01,3.890383672e+01,7.167966062e+01
1.270640074e+01,5.184119787e+01,8.617912045e+01,3.547148184e+01,5.340976157e+01,6.022556602e+01,9.300300463e+01,5.174098712e+01,3.871700704e+01,5.521701735e+01,9.338615103e+00,1.104599341e+01,1.418920052e+01,8.896305847e+01,7.488437269e+00,5.237495296e+01,7.662661570e+01,7.706943908e+01,6.209247369e+01,1.093502286e+01
6.549378995e+01,9.682123520e+01,1.010810809e+00,2.650930341e+01,2.523110969e+01,9.089981157e+00,1.528708179e+01,7.942470082e+01,1.611818383e+01,6.613241540e+01,3.110765578e+01,8.685739273e+01,4.569296356e+01,1.428166010e+01,9.457033584e+01,3.121050301e+01,7.717822113e+01,2.415161449e+01,9.734979048e+01,1.654502690e+01
5.671252823e+01,9.020194832e+01,5.874091658e+01,4.496998399e+01,7.460624883e+01,4.864433051e+01,6.375500115e+01,4.811059750e+00,8.430492661e+01,5.516010949e+01,1.983760170e+00,6.628690150e+00,2.828313556e+01,8.710785609e-01,5.498402444e+01,3.599742692e+01,2.709746353e+01,2.898939728e+00,4.012283524e+01,8.516648897e+01
9.275703587e+01,1.942944259e+01,9.131685128e+01,4.711373693e+01,5.230360897e+01,8.435399244e+01,1.580518622e+00,4.361988870e+01,6.946790565e+01,4.064083526e+01,7.163213070e+01,2.346897096e+01,6.791174866e+01,4.406175869e+01,2.526106220e+01,5.983412467e+01,9.327517654e+01,1.356904568e+01,2.787791760e+01,1.616070631e+01
7.438213531e+01,8.977850678e+01,6.755697545e+01,5.740828059e+01,8.167620466e+01,4.152554493e+01,3.560080963e+01,9.322021362e+01,5.020980795e+01,9.823986800e+01,9.058167068e+01,6.421269109e+01,9.850993188e+01,9.492435784e+01,9.375497113e+01,7.522817873e+00,6.242744708e+01,3.174126511e+01,1.752657613e+01,9.760079513e+01
1.839153390e+01,8.759213722e+01,9.927188954e+01,5.605776644e+01,9.353829886e+01,6.947962175e+01,3.453478554e+01,6.169787694e+01,7.989622180e+01,5.163974002e+01,6.348848215e+01,8.960917845e+01,9.783490664e+01,6.090877377e+01,3.111958325e+01,2.125484494e+01,3.566797108e+01,6.626476524e+01,1.655211387e+01,4.872711277e+01
6.055569324e+01,1.096645681e+01,3.651266979e+01,9.373172403e+01,2.820446587e+01,2.034801410e+00,1.309773685e+01,5.033343827e+00,6.574513184e+01,6.118236868e+01,4.213581716e+01,3.367539289e+01,9.686681958e+01,9.376062333e+01,6.292764490e+01,8.274895156e+01,8.346267766e+01,5.173524822e+01,3.155436959e+01,2.092011505e+01
7.801547928e+01,2.278749366e+01,1.218799218e+01,4.636146904e+01,2.798038155e+01,9.147169262e+01,1.767784785e+01,5.313595768e+01,8.345282090e+01,7.287562961e+01,1.417941460e+00,1.683855813e+01,1.804046353e+01,2.289179811e+01,9.191815746e+00,7.590044775e+01,1.883965983e+01,2.533789329e+01,6.125711891e-01,3.026716714e+01
8.081217768e+01,1.958353076e+01,4.130076093e+01,3.914116020e+01,2.830855909e+00,1.158360119e+01,8.199646156e+01,3.093096114e+01,8.294828932e+01,6.273116593e+00,7.409836630e+01,4.638242814e+01,4.789316547e+00,1.536628006e+01,6.951793376e+01,6.139111894e+00,6.679938980e+01,2.870369499e+01,2.835381718e+01,2.778828076e+01
5.748754327e+00,4.989375431e+01,8.387161676e+01,5.936758971e+01,3.234968649e+00,9.202971427e+01,1.189436690e+01,9.481248195e+01,4.411863923e+01,2.069599509e+01,3.785055389e+01,2.140131852e+01,3.748322827e+00,4.928692440e+00,8.781242861e+01,5.756336581e+01,4.408478382e+01,8.461671438e+01,1.812817687e+01,9.895807124e+00
6.568206111e+01,3.475662659e+01,4.700172704e+00,6.370099674e+01,6.594705903e+01,6.160915938e+01,1.054640462e+01,7.454677887e+01,1.884931903e+01,2.282398579e+01,3.333379961e+01,2.574797821e+01,3.340572308e+01,3.366205440e+01,5.371262790e+01,2.785908706e+01,4.765126701e+01,4.454981985e+01,7.436610149e+01,8.144351665e+01
