v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88
3.599517577e+01,4.044729898e+00,9.724871233e+01,6.182189694e+01,4.022672826e+01,9.543139097e+01,6.131147590e+01,4.957596965e+01,7.211378279e+01,2.180433138e+01,7.301529077e+01,3.604453796e+01,3.205934917e+01,8.101544973e+01,2.633535732e+01,4.225299583e+01,9.246177942e+01,4.936647835e+01,7.597825805e+01,9.757785500e+01,5.871630330e+01,7.019298691e+00,3.532438285e+01,6.937444492e+01,6.527773177e+01,2.634470002e+01,6.772726739e+01,3.352492477e+01,2.916961996e+01,6.562255133e+00,4.393603612e+01,7.799255245e+01,7.798056950e+01,9.049783991e+01,7.335051693e+01,1.804255005e+01,9.335839745e+01,2.775398656e+01,8.218000644e+01,3.595281095e+01,4.873222606e+01,5.079249845e+01,4.419426920e+01,7.371895220e+01,2.717703929e+01,9.869763262e+01,3.877317589e+01,4.691072793e+01,4.088804742e+01,3.164264485e+01,9.051251793e+01,6.016438695e+01,7.449517804e+01,2.152187509e+01,3.290697107e+01,6.973882810e+01,5.054246172e+01,3.078130306e+01,5.027967686e+01,3.901994595e+01,2.057770901e+01,6.923734360e+01,2.193868375e+01,4.187016506e+01,6.323338637e+01,8.426933160e+01,6.179855327e+01,9.312640653e+01,6.921699431e+01,8.605806300e+01,9.118286769e+01,4.183068257e+01,4.039798442e+01,1.414821225e+01,1.326159503e+01,6.491600326e+01,5.267064562e+01,6.508477679e+01,7.946126168e+01,5.348567935e+01,8.991680504e+01,7.068561302e+01,6.047606095e+01,8.979301036e+01,8.240362591e+01,2.179803842e+01,2.234539423e+01,9.364991612e+01
7.241284851e+01,1.570163457e+01,2.375865150e+01,3.315792796e+01,4.479229576e+01,2.503992535e+01,6.044223534e+01,4.496913582e+01,4.524740331e+01,1.441920403e+01,8.901079270e+01,6.873720686e+01,2.072318692e+00,6.982793871e+01,7.704710269e+01,6.970142639e+01,5.207918312e+01,2.295365665e+01,7.207571333e+01,8.399485566e+01,2.447895461e+01,5.925417599e+01,4.624495106e+01,6.321879002e+01,6.486764465e+01,3.059405092e+01,7.751087104e+01,9.785833621e+01,9.732646062e+01,2.042077335e+01,6.571828777e+01,6.196061308e+01,3.470143717e+01,4.174675607e+01,7.688738711e+01,2.946838370e+01,4.101454290e+01,7.260481928e+01,3.618420689e+01,5.411174415e+01,4.868737303e+01,5.572576005e+01,1.912589184e+01,7.848942940e+01,1.164392715e+01,8.985241197e+01,1.981242900e+01,1.098522680e+01,5.461503873e+01,5.011037731e+01,2.983368243e+01,3.325839922e+01,7.377172745e+01,1.694555782e+01,1.158642252e+01,9.724632648e+01,4.757982359e+01,8.925467998e+01,6.933370550e+01,2.514429709e+01,1.114686245e+01,6.132056859e+01,3.222503052e+01,4.507221491e+01,5.657078294e+01,4.069526232e+01,8.439399019e+01,9.533502868e+01,6.908673127e+01,4.496554493e+01,2.301104250e+01,1.010033672e+01,2.109889602e+01,4.632035526e+01,3.639926136e+01,3.100184014e+01,1.677909612e+01,1.911547900e+01,4.850076182e+01,7.214137114e+01,7.802486050e+01,7.618927310e+01,4.036981224e+01,6.182213041e+01,3.095134258e+00,5.693683771e+01,8.145579042e+01,9.065523231e+01
8.459255125e+01,1.690297265e+00,6.481118692e+01,1.169586389e+01,7.344961914e+00,3.205127209e+01,1.098554216e+01,9.599866299e+01,8.896471652e+01,1.861880047e+01,4.795552773e+01,1.708578661e+01,1.511838413e+01,6.947552843e+01,9.747622402e+01,1.097577150e+01,7.840836328e+01,6.838555969e+01,4.533185942e+01,6.683432509e+01,7.895121774e+01,7.739698884e+01,4.756253412e+01,4.956674269e+01,5.801931630e+01,2.298892955e+01,8.994513502e+01,9.148917417e+01,4.050072956e+01,2.476560241e+01,8.579619093e+01,9.711005441e+01,7.764927342e+01,2.237283213e+01,1.802563577e+01,8.346459287e+01,9.831367721e+01,9.886154478e+01,4.357080029e+01,2.266457469e+01,6.649895467e+00,5.262081085e+01,2.618155945e+01,4.787434296e+01,4.275045653e+01,5.182397425e+00,6.324754445e+01,3.671055715e+01,8.802272084e+00,2.068996776e+00,8.816093613e-01,9.836974379e+00,5.214041116e+01,7.936149298e+01,1.228903915e+01,9.822043920e+01,1.412197492e+01,8.965585288e+01,6.537582884e+01,4.290448618e+01,1.723757354e+01,8.856925765e+01,4.075011389e+01,6.562531289e+01,6.019310374e+01,3.376202069e+01,9.620712266e+01,5.473433504e+01,1.621687730e+01,1.374906609e+01,7.485402616e+01,2.689597692e+00,5.099793236e+01,6.316220166e+01,4.739972045e+01,6.715761765e+01,1.575477855e+01,8.339018249e+01,2.177232004e+00,7.640342777e+01,6.459041504e+01,9.060451986e+01,2.925539074e+01,5.658334536e+00,7.186098193e+01,7.243059667e+01,8.363814960e+01,3.105679978e+01
2.523817367e+01,9.126091168e+01,5.894993712e+01,4.112454513e+01,8.549125660e+01,6.504401048e+01,4.732970093e+01,1.858417411e+01,8.812829760e+00,8.122627080e+00,6.274283871e+00,4.088461721e+01,2.707785761e+01,8.807590477e+01,6.159625286e+01,3.795855212e+01,4.503768598e+01,9.966503615e+01,5.589832604e+01,8.939198943e+01,1.461723579e+01,6.722648225e+01,1.290439511e+01,1.510907364e+01,7.067233567e+01,6.022572845e+01,6.573027133e+01,5.173035720e+01,4.801196123e+01,9.350240289e+01,4.937062971e+01,8.684983753e+01,7.698137897e+01,7.487644911e+01,6.560779984e+01,6.669893072e+01,2.307277388e+01,8.834483803e+01,5.369892999e+01,1.799445430e+01,6.441257610e+00,1.775456638e+01,2.917548500e+01,8.832702997e+01,6.534454073e+01,9.475947951e+01,1.296296356e+01,7.275371303e+01,4.097106129e+01,1.790886609e+01,5.416209265e+01,2.230582083e+01,6.748370160e+01,4.716674319e+01,4.061332066e+01,8.703710437e+01,3.038141807e+01,8.006659924e+01,4.469828959e+01,2.110359805e+01,7.651990742e+01,8.489881757e+00,8.426117468e+01,6.049367562e+01,4.560931924e+01,6.690349583e+01,9.004496245e+01,9.081971115e+01,5.461641071e+01,3.946765725e+01,2.321239803e+01,7.233648954e+01,2.122029822e+01,4.064470667e+01,6.122039069e+01,3.727969750e+01,6.125413482e+01,3.821348513e+01,8.645833276e+01,2.924825793e+01,1.816516657e+01,7.667435256e+01,1.913312953e+01,5.967044488e+01,9.374296176e+01,9.216343946e+01,1.745290093e+01,6.753183476e+01
8.358217691e+01,5.481655471e+01,7.578424756e+01,5.761711968e+01,6.367986016e+01,7.334605264e+01,5.246992834e+00,3.883009534e+01,5.101653465e+01,4.890857530e+01,3.479367396e+01,5.794899682e+01,7.480628124e+01,5.270210425e+01,4.133421682e+01,4.831025450e+01,2.961765009e+00,5.106268642e+01,5.246644009e+01,2.755112748e+01,5.613695856e+01,4.170251407e+01,1.072416522e+01,9.245930539e+01,7.269552829e+00,3.791902320e+01,4.201306176e+01,1.840257842e+01,8.891873601e+01,5.812048174e+01,9.199636349e+01,8.783590973e+01,2.058655239e+01,2.668777365e+01,4.842779465e+01,2.718860789e+01,9.975247147e+01,1.767762614e+01,5.724650497e+00,3.026719618e+01,8.823030688e+01,7.081690410e+01,4.611200915e+01,4.834797373e+01,1.654400018e+01,5.551289868e+01,8.426368066e+01,6.476432959e+01,3.152737740e+00,3.445277517e+01,6.202735291e+00,7.314006311e+01,4.310648830e+01,9.537223111e+01,1.921052859e+00,6.879431134e+01,1.202899051e+01,6.987618131e+01,6.723737064e+01,6.464078785e+01,4.963428441e+01,8.896794915e+01,4.588173939e+01,8.313965954e+01,2.822223552e+01,3.695883569e+01,1.572955832e+01,3.415399078e+01,5.320933565e+01,8.187424217e+01,7.707803276e+01,3.691096695e+01,8.655768224e+00,8.440879456e+00,2.916373694e+01,2.966658232e+00,7.802948127e+01,3.230033849e+01,3.317522144e+01,1.051248743e+01,3.011456565e+01,5.647469561e+01,3.744529959e+00,2.197244721e+01,1.741332622e+01,2.984305656e+01,9.897577538e+01,4.611454350e+01
3.784994925e+01,5.766549818e+01,9.365357350e+01,7.846362586e+01,3.060902522e+01,3.027603731e+01,3.445878730e+01,1.250529887e+01,8.244048857e+01,5.197188433e+01,1.546495873e+01,6.126302263e+00,3.378296355e+01,1.922990064e+00,5.487527528e+01,1.563140457e+01,4.027470662e+01,1.955657045e+01,1.242550900e+01,7.916932607e+01,6.472288992e+00,6.463136430e+01,5.957727846e+01,9.131504142e+01,2.455430638e+01,1.901881811e+01,6.062103688e+01,5.905447684e+01,4.881774411e+00,1.787329065e+01,9.473680191e+01,2.162201444e+01,2.148499073e+00,6.872299759e+01,3.214494284e+01,4.254448556e+01,6.415924970e+01,9.941295013e+01,4.599581467e+01,5.807132359e+01,4.769075238e+01,5.245959667e+01,9.534928669e+01,7.199986580e+01,1.672922079e+01,2.931951604e+01,3.423461301e+01,9.494609639e+01,3.056649505e+01,8.847713103e+01,8.276077928e+01,3.092267986e+00,9.534278497e+01,4.871075876e+01,3.675263387e+01,9.564110370e+01,5.993189319e+01,7.688180734e+01,5.717674948e+01,6.201385819e+01,5.841589156e+01,4.689783032e+01,2.607670168e+01,4.844939554e+01,8.431304827e+01,1.264557656e+01,2.763528459e+01,9.019121503e+01,6.086161072e+01,7.402804180e+01,5.429952619e+01,2.745893003e+01,7.362672168e+01,5.980544568e+01,6.358823652e+01,3.090571149e+01,2.975334871e+00,8.764435242e+00,8.799426947e+01,5.951835833e+01,5.571255206e+01,8.451664146e+01,7.288856173e+01,2.686035623e+01,7.761075950e+01,1.705120875e+01,2.903113582e+01,7.863427154e+01
8.401796435e+01,6.423856085e+00,6.047783458e+01,6.496597822e+01,9.870716033e+01,8.183041058e+01,6.063489930e+01,7.101630270e+01,7.600437050e+01,3.278172636e+01,6.985880532e+01,7.386362697e+01,7.976918955e+01,3.081069207e+01,7.658086781e+01,4.637576119e+01,8.146424502e+01,1.233568474e+01,6.284067187e+00,5.464610562e+01,1.093655576e+00,2.206052743e+01,8.557219111e+01,1.050082374e+01,2.789229825e+01,8.381876140e+01,9.426528166e+01,4.789184721e+00,1.923322513e+01,4.806054900e+01,7.310123032e+01,3.477273042e+01,4.566321730e+00,4.190416332e+01,5.012247799e+01,7.650098983e+01,5.948349089e+01,7.564217621e+01,9.437951966e+01,6.779123535e+01,7.506950206e+01,1.372358029e+01,9.540926934e+01,6.596548864e+00,5.633526385e+01,6.360755684e+01,4.498569457e+01,2.268005523e+01,5.028375486e+01,3.483463132e+01,6.397587995e+01,6.081695958e+01,3.170173903e+01,5.929119307e+01,4.954587632e+01,8.584640779e+01,2.305010587e+01,2.486804409e+00,6.584882283e+01,9.657949872e+01,2.217907902e+01,1.114545133e+00,5.055890724e+01,1.073955323e+01,1.058781340e+01,6.762992422e+01,7.680889399e+01,8.301349324e+01,4.875436410e+01,2.416268201e+01,9.265305525e+01,5.612932780e+01,2.565985589e+01,6.520081167e+00,3.079601035e+01,1.671816756e+01,7.765468270e+01,9.668088204e+00,4.115408417e+01,8.537579515e+01,1.590325332e+01,9.565626267e+01,5.889765536e+01,9.773331371e+01,3.743348689e+01,1.995248778e+01,4.400632708e+01,4.501559684e+01
7.216901963e+01,3.841181854e+01,9.400800960e+01,6.216614613e+01,7.118311987e+01,6.416142367e+01,6.895663002e+01,7.420062853e+00,5.227703534e+01,3.624737259e+00,3.769266887e+01,1.087101425e+01,7.233606399e+01,7.828237564e+01,4.922187518e+01,6.956696395e+01,9.045702940e+01,3.866961181e+00,4.792573561e+01,1.557759328e+01,8.336806496e+01,6.055736521e+01,4.571273985e+01,6.158721689e+01,6.782687197e+01,8.515355161e+01,8.239971351e+01,6.455376730e+01,7.276354681e+01,2.976229964e+01,3.606462105e+01,2.241772826e+01,3.210718228e+00,7.963720428e+01,7.496584074e+01,5.667351807e+01,7.036947771e+01,3.797058998e+01,6.082834516e+01,6.339229456e+01,5.412173206e+00,4.780855389e+01,8.290847568e+01,2.626016368e+01,9.433716438e+01,2.974288800e+01,2.858743031e+01,2.118560322e+01,9.426500422e+01,2.980317334e+01,4.438838589e+01,2.816364319e+01,4.747383165e+01,9.748015808e+01,1.683194539e+01,7.753630737e+01,1.515810507e+01,2.710133765e+01,9.276691190e+01,9.135386566e+01,6.518230140e+01,5.200344868e+01,5.070862168e+01,7.480118608e+01,6.644231092e+00,6.793345114e+00,1.169623332e+01,1.302841917e+00,9.999733456e+01,1.013544443e+01,2.450845819e+01,8.093669072e+01,1.780837550e+00,3.397551940e+01,6.692840759e+01,6.053801792e+01,5.298619773e+01,8.897308452e+01,3.732540431e+01,5.485528417e+01,3.477058633e+01,6.699592123e+01,9.085209436e+01,4.443720044e+01,9.897691594e+01,7.513948769e+01,1.879595910e+01,3.963770918e+00
3.093047215e+01,1.960443734e+01,5.515542570e+01,7.751035585e+00,7.413798969e+01,3.235626182e+01,3.846392942e+01,2.677022701e+01,8.395925732e+01,3.190146237e+01,7.157211304e+00,6.391551385e+01,4.229994820e+01,6.422582765e+01,4.260751120e+01,1.682433393e+01,3.560410196e+01,1.699913581e+01,3.653368485e+01,2.768634694e+01,7.043561526e+00,1.400079147e+01,1.732550194e+01,1.326357870e+01,7.429560977e+01,6.244527975e+01,5.969483538e+01,4.919989879e+01,2.620602809e+00,3.312362815e+01,3.814970563e+01,9.281830364e+01,2.458883115e+01,8.494937076e+01,9.719835858e+01,6.412019108e+00,8.474687359e+01,6.724787477e+01,9.204907527e+01,7.313836268e+01,5.294247131e+01,5.439381161e+01,3.492890339e+00,1.359095016e+01,2.428867338e+00,8.668490260e+01,9.534620446e+01,4.961650735e+00,5.296664588e+01,1.396539667e+01,4.742289623e+01,3.362353090e+01,3.112142117e+01,5.011248219e+01,5.638863309e+00,6.022692890e+01,6.964630760e+01,4.189539774e+01,4.289573973e+01,1.108105929e+01,8.182616957e+01,3.548897167e+01,9.657240814e+01,8.687563236e+01,8.673902815e+01,5.853156296e+01,2.857939592e+01,5.187479466e+01,5.148191856e+01,1.518676350e+01,1.263694589e+01,2.318631190e+01,9.967090458e+01,7.101320739e+01,7.931935291e+01,8.526275856e+01,6.344450719e+01,7.966870228e+01,4.047676449e+01,9.375219020e+01,5.240172462e+01,3.557580759e+01,6.676966529e+01,8.411817809e+01,8.064721237e+01,6.446988259e+01,8.513498084e+01,1.268341680e+01
7.665187992e+01,1.612718441e+01,8.290712847e+01,7.654758500e+01,8.484507361e+01,6.960957094e+01,3.954578538e+00,7.291889246e+00,9.104823243e+01,5.848520838e+01,5.501094999e+01,8.701237572e+01,6.643070450e+01,6.718105960e+01,6.455291752e+01,1.898268331e+01,1.806667446e+01,7.602357897e+01,7.629944324e+01,5.395895965e+01,6.833482250e+01,3.701927418e+01,5.352788352e+01,5.035094979e+01,8.879973055e+01,4.118792716e+01,8.946202410e+01,8.722980417e+00,9.524438005e+01,9.567500112e+01,6.141477140e+01,6.050659477e+01,2.383627817e+00,4.802906300e+01,4.444986743e+01,6.886329512e+01,5.379770624e+01,4.840767179e+01,8.197170774e+01,1.059032709e+01,3.288445691e+01,9.951197145e+01,4.466972878e+01,9.534453256e+01,5.761468788e+01,6.221767579e+01,9.848009831e+01,8.695561206e+01,1.437664196e+00,4.008196156e+01,7.848833830e+00,9.446482092e+01,1.047189341e+01,1.163527252e+01,9.347333805e+01,4.919996046e+01,5.676647874e+01,1.027123650e+01,9.985697510e+01,7.974003343e+01,5.939568886e+00,9.745999504e+01,1.383373588e+00,7.775527134e+01,1.445543822e+01,8.694328882e+01,7.011174885e+01,4.758745725e+01,6.204475087e+01,5.881068667e+01,7.409308980e+01,3.269629087e+01,1.443521456e+01,2.670344833e+01,1.847031351e+01,3.675923681e+01,3.383394750e+01,7.453675858e+01,9.699649338e+01,3.450650429e+01,3.789926077e+01,5.145927717e+01,5.236177918e+01,1.880848323e+01,2.486375278e+01,8.275650179e+01,1.616666491e+01,3.773984287e+01
5.218058356e+01,8.196144159e+01,7.917812412e+01,7.960501629e+01,3.960935909e+01,8.035932962e+01,9.229612050e+01,2.715155243e+01,2.535084729e+01,5.126693313e+01,8.310683661e+01,6.554381478e+01,1.992685692e+00,7.038246517e+00,9.020451510e+01,1.132891417e+01,3.990336587e+00,4.478078090e-01,5.822469708e+01,3.111346052e+01,1.093953357e+01,7.022710868e+01,8.360611053e+01,7.870856548e-01,5.181789105e+01,2.022828082e+01,5.930982049e+01,9.046910204e+01,1.265373939e+01,8.939741713e+01,1.869588465e+01,3.176871072e+01,7.745282871e+01,3.910205209e+01,8.357266047e+01,4.126854989e+01,5.958196400e+01,8.066423264e-01,4.229616482e+01,4.392825067e+01,2.776993931e+01,3.554528035e+01,9.880593019e+01,9.335904687e+01,6.942420047e+01,1.812177254e+01,4.033568285e+01,6.447504382e+01,8.635532314e+01,7.662738243e+01,2.915023238e+01,9.637526622e+01,9.946295930e+01,2.843067222e+01,9.449602957e+01,9.686317009e+01,6.756152117e+01,1.988279216e+01,2.517565076e+01,1.848343750e+01,1.556477281e+01,2.228903387e+01,6.484935423e+01,1.237807763e+01,7.160011293e+01,1.360242579e+01,1.671958210e+01,8.706253483e+01,3.161040807e+01,2.454119216e+01,8.470011106e+01,1.836358004e+01,1.840377009e+01,2.486368028e+01,3.572548640e+01,5.380470835e+00,7.823043913e+01,8.845329308e+01,5.189266005e+01,8.526314907e+01,3.511469377e+01,8.047154280e+00,2.713713038e+01,6.158125802e+01,8.614917862e+01,2.704539228e+01,6.572671486e+01,1.575387958e+01
2.030359477e+01,6.992792732e+01,9.582944006e+01,6.949136130e+01,7.922659906e+01,3.634127368e+01,8.552217139e+01,2.271957491e+01,4.025964160e+01,5.763508231e+00,5.951519105e+01,9.374191112e+01,5.540519692e+01,3.852773075e+01,9.453596342e+01,2.073286959e+01,6.901956051e+01,8.661887126e+01,3.964741303e+01,3.352216093e+01,5.968602346e+01,2.721229684e+01,5.282820139e+00,3.294285949e+01,8.539003898e+01,2.093990430e+01,6.730579625e+01,3.344202022e+01,6.396733048e+01,3.718252365e+01,9.701172458e+01,9.046819757e+01,9.380968593e+01,5.002962980e+01,6.859680236e+01,3.804864556e+01,3.631562272e+01,9.237501940e+01,3.474613685e+01,4.211059199e+01,9.197321615e+01,3.010329382e+01,4.779343569e+01,6.978839543e+01,6.244922654e+01,6.359015990e+01,5.191378471e+01,2.935713447e+01,2.863416067e+01,6.586222293e+01,2.360427948e+01,2.677747639e+01,5.090235806e+01,8.600564045e+01,2.114004468e+01,9.645987950e+01,6.147496691e+01,8.308398766e+01,5.451597221e+01,2.152737188e+01,9.140658921e+01,2.027138742e+01,5.518985779e+01,5.147518095e+00,9.515581375e+01,7.321358308e+01,4.833115500e+01,5.965763914e+01,1.310947841e+01,8.888491578e+01,1.306410077e+01,6.687133563e+01,8.457062085e+01,4.174727510e+01,1.272004104e+01,3.624547473e+00,4.969264523e+01,9.615631806e+01,8.029117718e+01,3.806592860e+01,1.997994460e+01,8.452939775e+00,4.791519719e+01,5.355600795e+01,4.410233859e+01,9.932447074e+01,7.993360230e+01,2.117483800e+01
7.260136370e+01,3.681733979e+01,1.548180634e+01,2.762743053e+01,5.143455026e+01,5.362244610e+00,2.771436624e+01,5.036481927e+01,2.617217503e+01,9.920366519e+01,8.799396189e+01,3.448900023e+01,9.230566470e+01,6.527298679e+01,5.157351964e+01,1.586142811e+01,6.433439939e+01,8.162770156e+01,4.145963250e+01,4.479362761e+01,6.314114895e+01,9.240305802e+01,3.414603869e+01,5.413480016e+01,9.198309979e+01,1.282439483e+01,2.541382607e+01,6.965584136e+01,4.865563795e+01,5.289957960e+01,5.516982429e+01,5.344725597e+01,5.202685530e+01,9.348730618e+01,7.350879609e+01,8.504307741e+01,3.059285591e+01,9.699425022e+01,5.544837689e+01,1.093803218e+01,4.949905320e+01,6.390900668e+01,2.470628765e+01,4.892957328e+01,8.228033473e+01,4.479214758e+01,1.272593277e+01,2.012487216e+01,3.864124094e+01,8.701434914e+01,9.322047078e+01,4.302167491e+01,9.436703418e+01,3.563067396e+01,7.030884805e+01,7.186234204e+01,3.475194124e+01,8.864173116e+01,4.352591065e+01,7.999741516e+01,6.957383182e+01,3.484598935e+01,5.530637423e+01,7.406928963e+01,3.019094075e+01,7.727189266e+00,2.144607566e+01,5.575217689e+01,1.789855038e+01,2.442733087e+01,2.090366672e+01,7.816285203e-01,3.517597526e+01,7.165677939e+01,1.015788887e+01,1.833551802e+01,9.577478531e+01,7.045016493e+01,9.339053091e+01,2.941047869e+01,9.992671855e+01,2.656943617e+00,8.659622089e+01,1.279275414e+00,6.319269321e+01,8.864028543e+01,5.112811907e+01,8.970930294e+01
6.489553229e+01,1.789829004e+01,3.643239236e+01,8.807428775e+00,8.684330407e+01,1.077501909e+01,3.763528157e+01,9.232877236e+01,3.610059094e+01,3.032887164e+01,7.323169153e+01,1.380610839e+01,8.918156306e+01,2.763340794e+01,5.037950060e+00,1.638932007e+01,1.738530700e+01,2.383709635e+01,4.435633295e+01,8.376496194e+01,7.357411393e+01,6.224638703e+01,3.032229160e+01,6.624970220e+01,6.428843099e+01,4.362634008e+01,7.528313415e+01,7.205033842e+01,3.401831775e+01,3.770646385e+01,8.234345216e+01,2.705580304e+01,7.973323106e+00,8.362766894e+01,7.183451863e+00,5.586324958e+00,2.115774177e+01,7.455927184e+01,3.140813728e+01,7.104310922e+01,8.120582026e+01,4.367922522e+01,4.513913953e+01,4.957631814e+01,4.564563767e+01,8.793273315e+01,3.664921175e+01,5.924376391e+01,7.715496565e+01,4.216507326e+01,5.080596165e+01,8.918319533e+01,5.446117024e+01,3.408362414e+01,6.425498227e+01,5.531283016e+01,4.909962169e+01,9.310962098e+00,4.606301393e+01,4.121463113e+01,6.111041871e+01,3.217784176e+01,6.819634077e+01,6.529400396e-01,2.898998281e+01,1.593529503e+00,7.947103305e+01,7.722070388e-01,2.377662043e+01,8.383145928e+01,8.876446745e+01,8.024311222e+01,4.319720732e+01,3.070284683e+01,3.529977427e+01,8.994316150e+01,3.153140290e+01,3.565623713e+01,6.491565692e+01,3.090452618e+01,8.896261518e+01,5.782295836e+01,1.804773657e+01,2.615797614e+01,4.966488912e+01,5.770545001e+00,6.934555001e+01,3.507644278e+00
8.467913017e+01,5.082742812e+01,4.146652426e+01,2.220609676e+01,1.044506238e+01,6.357346293e+01,6.970918612e+01,4.762465889e+01,2.184458508e+01,3.244667708e+01,4.845682719e+01,4.898209463e+01,8.773978898e+01,6.821702427e+01,1.926668019e+01,1.464202592e+01,4.264276345e+01,3.024080357e+01,4.041712237e+01,6.707360793e+01,6.595967761e+00,7.726757665e+01,5.615039322e+01,4.408508911e+01,4.048799761e+01,1.524281330e+01,3.011877085e+01,2.753254479e+00,5.514647482e+01,8.491106111e+01,2.080091774e+01,2.839871993e+01,9.147687450e+01,6.186365397e+01,6.200613935e+01,2.005282730e+01,1.352826121e+01,5.238318072e+01,9.740502389e+01,9.005031554e+00,2.066902813e+01,6.257588648e+00,6.541953349e+01,8.456502374e+01,4.042672308e+01,6.129256811e+01,5.173757089e+01,9.858696575e+01,4.029933786e+00,6.255415940e+01,8.229920389e+01,9.025900194e+00,1.415642766e+01,1.989063642e+01,6.846597040e+01,1.763980003e+01,7.255641485e+01,5.874141054e+01,8.949092317e+01,2.942635621e+01,3.901926025e+01,8.458087581e+01,2.147370317e+01,2.818491970e+01,5.379195941e+01,6.076601046e+01,1.309591831e+01,8.719241853e+01,8.724456708e+01,4.699846914e+01,8.316056358e+01,6.390240359e+01,3.824369687e+01,8.202702455e+01,6.931182145e+01,5.849632164e+01,7.080229815e+01,8.312395897e+01,5.126034203e+01,3.597708528e+01,7.776769336e+00,4.359388788e+01,5.164918714e+01,3.726549960e+01,2.023289048e+01,6.959399246e+01,4.295373950e+01,7.654934930e+01
2.389927703e+01,9.157790925e+01,7.509047257e+01,7.393207361e+01,7.907483269e+01,6.266696383e+01,5.753619205e+00,2.636821904e+01,5.857357017e+01,4.260728962e+01,5.633841442e+00,7.707376434e+01,7.642615089e+01,3.049640553e+01,7.539915839e+00,2.637925476e+01,4.860577719e+01,3.151457620e+01,6.506469431e+01,6.825714288e+01,1.457192708e+01,9.643196188e+01,4.210550648e+00,6.937735543e+00,4.220927651e+01,4.143304903e+01,2.749007714e+01,1.428152397e+01,3.855108951e+00,7.911361429e+01,2.022851654e+01,4.280500870e+01,5.187861730e+00,8.804430551e+01,6.768663048e+01,5.436730149e+00,1.862788284e+00,6.359404422e+01,4.254165459e+00,4.816716241e+01,5.054223583e+01,7.297940651e+01,1.216867175e+01,7.825850967e+01,4.685388292e+00,5.681242170e+01,5.217813627e+01,9.147275561e+01,3.848688859e+00,8.741013662e+01,3.918070339e+01,8.686119187e+01,8.037926639e+01,8.755820388e+01,4.585419952e+01,5.800628907e-01,7.211929523e+01,8.087227751e+01,6.611743144e+01,3.122017102e+01,8.519643462e+01,2.841178123e-01,3.984663731e+01,3.594578668e+01,8.010754933e+00,3.219308750e+01,5.280112136e+01,9.476814380e+01,1.216800488e+01,8.219535153e+01,7.370598762e+01,7.026512029e+01,6.209616793e+01,2.505499739e+01,1.513562932e+01,2.732040553e+01,4.206300031e+01,2.749412026e+01,9.685883831e+01,9.232269744e+01,4.943322918e+01,3.476704850e+01,5.723376150e+01,7.107181687e+01,9.506367687e+01,6.012383677e+00,1.765860236e+01,3.503265564e+01
3.309814763e-01,4.440594855e+01,4.157797472e+01,2.105014278e+01,3.509538811e+01,3.220910681e+01,5.726340339e+01,7.888090628e+01,3.992205443e+01,4.906933624e+01,5.892900464e-02,5.165369619e+01,1.226894884e+01,4.768573430e+01,6.475086577e+01,2.067341999e+01,7.746790890e+01,6.681372558e+01,9.994478956e+01,2.443889582e+01,1.498175243e+01,3.037168946e+01,7.574101051e+01,4.890170878e+01,9.201398904e+01,4.646344971e+01,3.462293984e+01,7.417818774e+01,9.382557352e+01,5.195593625e+01,2.148239082e+01,2.373003765e+01,7.864337374e+01,1.964608794e+01,5.273879230e+01,7.470725612e+01,1.552065341e+01,1.786736407e+01,5.424661903e+01,5.711019955e+01,5.850510381e+01,4.669321968e+01,9.802469708e+01,1.288184975e+01,4.882610228e+01,5.618959309e+01,2.297568664e+01,3.858680966e+01,7.187668351e+01,7.225614275e+01,9.340669388e+01,8.119207203e+01,6.128851644e+01,4.821743604e+01,9.917789073e+01,1.402580051e+01,6.799998050e+01,3.091270078e+01,4.852678243e+01,7.114052023e+01,6.869246747e+01,7.920362687e+01,9.164562686e+01,1.880454309e+00,8.832539612e+01,9.623405583e+01,8.171607476e+01,8.008034888e+01,9.469920461e+01,2.518605659e+01,2.014025881e+01,2.892809079e+01,1.874803956e+01,7.242475214e+01,8.161777245e+00,8.159284214e+01,6.796332020e+00,8.967506111e+01,9.738091609e+01,7.514611527e+01,1.705065825e+01,1.174654042e+01,4.299300819e+00,4.300351073e+01,5.601508330e+01,3.976554143e+01,1.390906972e+01,6.952064378e+01
