v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31
6.981932146e+01,1.559253547e+01,6.141926449e+01,2.347573905e+01,9.878653824e+01,3.031013650e+01,2.579205285e+01,5.260467646e+00,2.505954129e+01,3.400155075e+01,2.773116592e+01,9.258298699e+01,5.188415549e+01,7.720031311e+01,7.491952740e+01,8.236980555e+01,5.075699626e+01,5.756988632e+01,7.923357778e+01,7.727297045e+00,7.884169526e+01,9.923792112e+01,9.908286766e+01,4.546307183e+01,2.904168562e+01,1.078406892e+01,9.447544537e+01,9.577504960e+01,3.875679709e-02,6.792314513e+00,8.166495315e+01
8.576591621e+01,9.843904738e+01,1.852764388e+01,3.040384941e+01,6.370048990e+01,4.284862192e+01,7.060443906e+01,3.752722440e+01,2.001252003e+01,9.802625067e+00,2.138085285e-01,2.956275460e+01,9.485467923e+01,4.194490403e+01,1.552842005e+00,8.239749276e+00,1.330757575e+01,7.125206329e+01,1.995395348e+01,3.388128650e+01,2.608833454e+01,2.547236744e+01,1.256329626e+01,8.988123279e+01,8.415669421e+01,1.608222318e+01,7.915902916e+01,2.947275189e+01,6.129083534e+01,4.507863875e+01,1.609042209e+01
2.348839904e+01,1.637038651e+01,2.892097401e+01,4.962200868e+01,5.502170871e+01,3.799362473e+00,8.850530109e+01,5.488541800e+00,6.101395927e+01,6.881080529e+01,7.009289947e-01,4.761782219e+01,8.027364210e+01,2.373966810e+01,2.327415045e+01,4.492845682e+01,6.047607830e+00,7.471925473e+01,3.746151207e+01,5.325629318e+01,2.114617538e+00,3.364387087e+01,1.265352033e+01,9.850948468e+01,2.296642342e+01,6.690470052e+01,4.353907980e+01,7.674606970e+01,8.869298259e+01,7.600497000e-01,6.292215548e+01
4.192615211e+01,8.465850512e+00,6.363780241e+01,2.823702143e+01,7.733550487e+01,5.260161041e+01,1.397363810e+01,9.919980298e+01,5.647350326e+01,8.971531056e+01,1.073671602e+01,7.572304167e+01,1.757371259e+01,1.874171970e+01,4.729692046e+01,9.418799902e+00,5.527392608e+00,1.338385238e+01,9.785098530e+01,1.860916605e+01,3.650949001e+01,9.033439877e+01,9.942141860e+01,4.917881599e+01,2.218860301e+01,5.386046594e+01,7.893686496e+01,2.044638769e+01,8.851590385e+01,7.786477050e+01,5.561817376e+01
2.670723741e+01,7.043321166e+01,4.083379257e+01,8.413933774e+01,4.759948868e+01,2.159487578e+01,3.319752480e+01,8.934402478e+01,9.886703875e+01,1.271259845e+01,8.085994210e+01,8.778043298e+01,3.115836840e+01,7.169322135e+00,3.645090100e+01,3.188456321e+01,5.486582605e+01,4.354434981e+01,1.395680839e+01,4.950661442e+01,2.510319894e+00,7.083670441e+01,5.021552423e+01,2.742534283e+01,3.412358386e+01,2.189216645e+01,9.050308976e+01,2.402577802e+01,6.029434460e+01,5.306053067e+01,7.693324468e+01
4.548392244e+01,7.471531826e+00,3.830345859e+01,3.952412487e+01,9.199062617e+01,5.538293367e+01,3.204516288e+01,3.743553095e+01,2.504888605e+00,2.560138508e+00,6.026522322e+01,8.038856063e+01,2.796239591e+01,7.986863975e+01,1.520800448e+01,5.331356944e+01,1.845314173e+00,4.388422207e+00,7.455396799e+01,8.124428586e+00,3.902176214e+01,4.758345581e+01,3.179684962e+01,5.299741854e+01,9.397565973e+01,7.269108865e+01,2.789620466e+01,8.745361906e+01,9.295917024e+01,5.645100669e+01,7.675174824e+01
8.115547984e+01,6.599134175e+01,4.563313919e+01,5.884860935e+00,5.365216953e+01,2.582915074e+01,1.781871234e+01,4.472885969e+01,9.071115732e+00,5.108645109e+01,3.094141877e+01,9.590244764e+01,1.051326780e+01,3.505072021e+01,1.071599323e+01,7.960537607e+01,4.294628373e+01,4.599225216e+01,2.969425258e+01,2.722995433e+01,4.685357541e+01,4.761880552e+00,7.231191972e+01,4.368289852e+01,5.374186242e+01,9.409926000e+01,6.806682884e+01,2.634794049e+01,9.712366043e+01,7.207609825e+01,1.144904734e+01
6.970201170e+01,3.321197793e+01,3.257961614e+01,6.712541249e+01,9.643716654e+00,2.862656326e-01,1.413715271e+01,2.592950054e+00,3.874126624e+01,3.307073626e+01,9.226341375e+01,9.581358911e+01,9.851979534e+01,9.964399471e+01,8.846489880e+00,5.438522777e+01,9.805550015e+00,7.379741241e+01,5.078850438e+01,8.821418317e+01,8.420954187e+01,2.655538064e+01,7.923275644e+01,7.151775571e+01,2.148686968e+01,4.912271680e+01,4.336967254e+01,8.540086395e+01,6.387511331e+00,4.979644368e+01,2.556628387e+01
9.464743127e+01,8.786103103e+01,4.640186024e+01,8.070782501e+01,8.539065317e+01,3.795307515e+01,8.552414075e+01,3.130068366e+01,5.560303785e+01,7.396161490e+01,6.799811254e+01,9.489462858e+01,7.252419693e+01,1.592811332e-01,8.481148277e+01,5.921359191e+01,3.287924873e+01,6.519415752e+01,7.916146987e+01,8.560323238e+01,4.449735537e+01,2.705527609e+01,6.614248127e+01,4.009142477e+01,5.368034921e+01,2.625203951e+01,9.894103409e+01,5.766670689e+01,1.254850019e+01,7.931634020e+01,8.537763261e+01
4.635277436e+01,2.452123919e+01,4.925227439e+00,4.247276378e+01,5.058687956e+01,4.762744529e+01,6.189481952e+01,9.976177913e+01,5.588509951e+01,7.714873712e+01,4.246561754e+01,2.803218522e+01,3.037374603e+01,1.445254664e+01,7.743715028e+01,7.395114148e+00,7.650792206e+01,1.856468851e+01,1.803239915e+01,5.090456144e+01,5.101805183e+01,7.165288050e+01,9.823757604e+00,9.425465294e+01,9.859963770e+01,5.937213804e+01,4.539101897e+01,7.946931761e+01,5.476586610e+01,3.073091017e+01,1.430083496e+01
3.030934537e+00,3.551620418e+01,2.710171059e+01,2.441557149e+01,1.775433901e+01,8.068159485e+01,3.596881598e+01,6.773408587e+01,8.485833113e+01,2.168976528e+01,7.193571349e+01,1.331737294e+01,8.255389040e+01,5.546187921e+01,4.887737482e+01,9.538713857e+01,6.806862942e+01,6.195793898e+01,9.857565644e+01,8.316926851e+01,8.990193547e+01,8.297020644e+01,1.342100074e+01,1.632365827e+00,9.790766399e+01,7.775813381e+01,6.402378270e+01,4.488752198e+01,9.654732201e-01,3.765494218e+01,9.735180109e+01
3.646718510e+01,7.503636023e+01,1.771932468e+01,9.522731361e+01,4.692722518e+01,4.725817954e+01,5.397393141e+01,2.517540215e+01,7.995754461e+01,7.931263006e+01,3.346111780e+01,8.512115544e+01,5.196746415e+01,3.878042593e+01,7.886878851e+01,1.036764801e+01,5.649458980e+01,1.497501669e+01,5.391343872e+01,2.847553628e+01,7.841572788e+01,3.260602094e+01,8.746177950e+01,3.471259088e+01,8.256864040e+01,2.238357005e+01,2.074282739e+01,8.849169953e+00,4.068408622e+00,4.608894868e+01,6.414452222e+01
9.120359030e+01,8.366703352e+01,6.017812817e+01,4.616307676e+01,2.403050068e+01,5.241501983e+01,1.623034734e+01,9.722346372e+01,2.878813492e+01,9.368083563e+01,7.174537847e+01,5.720057639e+01,4.183327332e+01,6.473051763e+00,9.931236572e+01,8.490985731e+01,5.756597609e+01,8.200998348e+01,8.917482039e+01,1.342114008e+01,8.175955057e+01,1.119361760e+01,4.119306520e+01,9.462414104e+01,1.493008311e+01,1.644778642e+01,9.381648362e+00,1.784016318e+00,2.826845742e+01,4.771190026e+01,9.886403673e+01
7.984918194e+01,5.914812938e+00,8.031396487e+01,9.645698632e+00,9.634839319e+01,4.108334612e+01,6.353267597e+01,1.617985712e+01,1.383784421e+01,3.179025072e+01,8.204642970e+01,5.076011955e+01,8.862003926e+01,1.953885290e+01,3.131584094e+01,3.926857165e+01,2.007396671e+01,1.668821208e+01,1.041150971e+01,6.532237348e+01,8.355120242e+01,9.330961901e+01,1.153364502e+01,3.855166223e+01,9.700531185e+00,2.599718441e+01,1.336799348e+01,7.406727422e+01,1.715792479e+01,1.764448719e+01,5.430758349e+01
6.511889062e+01,1.908827509e+01,4.470425540e+01,9.760115175e+01,3.224459071e+00,2.373745761e+01,3.227502931e+01,3.403974107e+01,6.811241970e+01,8.191021839e+01,3.734018062e+01,4.824860646e+01,3.672333253e+01,5.095331307e+01,7.816361442e+01,8.618257356e+01,7.627655138e+01,9.177995979e+01,8.050407429e+01,4.250939440e+01,7.833337794e+01,9.219944284e+01,7.283508301e+01,8.453571022e+01,5.392630833e+01,2.775766288e+01,8.131758994e+01,7.961404844e+01,7.453832193e+01,7.377240887e+01,9.058073945e+01
1.756951181e+01,7.217627828e+01,5.702567065e+01,8.861724227e+00,8.513307834e+00,7.526056044e+01,1.406958244e+01,7.069838681e+01,2.920922268e+01,4.827245845e+01,9.195970695e+01,6.618575797e+01,8.060060391e+01,9.949853951e+01,4.491419342e+01,6.281567142e+01,7.361201071e+01,7.460096436e+01,2.857699833e+00,9.498543442e+00,7.444913046e+01,7.007421771e+01,1.249417281e+01,9.293551752e+01,9.868718189e+01,1.114816756e+01,3.104277737e+01,1.498345221e+01,2.908107266e+01,7.427768077e+01,1.748675568e+01
2.024438081e+00,8.974316559e+01,8.814634682e+01,2.081614948e+01,4.123090204e+01,7.912341418e+01,4.552999397e+01,9.884072718e+01,2.248114005e+01,9.205294050e+00,5.852137368e+01,8.081530648e+01,3.798370046e+01,2.601850421e+01,8.744433412e+01,4.615353698e+01,3.310539434e+01,2.702574448e+01,8.844084669e+01,9.884649434e+01,3.530224302e+01,6.759444520e+00,2.029014459e+01,8.269734529e+00,2.738487877e+01,5.847552317e+01,7.174752115e+01,4.189900365e+01,6.986728030e+01,1.296889307e+01,1.027187140e+01
1.017290992e+01,1.736526474e+01,1.234328905e+01,7.906900687e+01,6.997603686e+01,1.275441231e+01,2.475038899e+01,3.776318817e+01,1.682007770e+01,2.678572616e+01,7.274693585e+01,3.311770596e+01,1.584181768e+01,5.020336812e+00,4.269714060e+00,6.076049092e+01,1.103130437e+01,5.542990575e+01,8.689618216e+01,1.257059239e+01,5.664240679e+01,5.961012664e+01,5.789024714e+00,4.461984304e+01,4.738842695e+01,6.561034754e+01,3.830451030e+01,7.523221824e+01,5.745185585e+01,4.172026320e+01,8.296706464e+01
7.273889186e+01,3.902912584e+01,8.460722340e+01,6.697424032e+01,7.702747382e+01,6.788729613e+01,5.361747699e+01,4.737456666e+01,8.307099246e+01,1.524475791e+01,1.240641334e+01,3.438445811e+01,7.438622228e+00,5.488823384e+01,3.793901261e+01,8.373148912e+01,5.119206916e+01,8.368956467e+01,7.258185422e+01,1.431213735e+01,6.074324435e+01,1.973270554e+01,3.515663297e+01,2.454895333e+01,6.106021209e+01,2.243245722e+01,2.265631892e+01,1.615954156e+01,5.364727380e+01,2.620247142e+01,3.233225760e+01
7.410850342e+01,8.804524803e+01,2.606793429e+01,2.296289064e+00,9.056810906e-01,7.979061424e+01,4.841903493e+01,4.097893380e+01,3.531128408e+01,2.786252798e+01,3.649232728e+01,4.088514184e+01,3.701381335e+01,9.163715512e+01,7.797533951e+01,1.742862430e+01,9.019106128e+01,5.358962934e+01,9.477943483e+01,3.918255317e+01,2.340543651e+01,5.781795151e+01,7.522143675e+01,5.034160274e+01,6.480811902e+01,6.104846445e+01,5.010223528e+01,7.919088475e+01,5.661766619e+01,1.610059077e+01,5.490632224e+01
6.869850226e+01,3.279964083e+01,1.229523109e+01,5.177839953e+01,7.246245545e+01,3.368486868e+01,8.088544992e+01,9.035366056e+01,1.286704866e+01,6.597323953e+01,5.102117600e+01,5.395651991e+01,1.162567653e+01,9.338918063e+01,3.263365576e+01,4.761369057e+01,2.414707771e+01,9.681516246e+01,3.423905098e+01,4.750208317e+01,6.437706391e+01,7.318208674e+01,1.073370438e+01,3.118378956e+01,4.147835797e+01,4.569972766e+01,2.335613704e+01,8.202434653e+01,8.308972253e+01,5.163773892e+01,3.244197049e+00
1.967644841e+01,1.395947554e+01,2.810405356e+01,9.001470047e+01,6.642649493e+01,8.961051483e+01,4.018420228e+01,5.366010805e+01,3.398009259e+01,3.953007148e+01,7.452542541e+01,9.223877087e+01,7.349223058e+01,4.845459572e+01,8.439809776e+00,5.876760052e+01,2.888236810e+01,5.740911879e+01,5.704378094e+01,6.160102596e+01,2.983728431e+01,9.687291477e+01,2.291166795e+01,8.707535273e+01,3.036167297e+01,9.130429457e+01,8.827023326e+01,6.282714372e+01,8.278986507e+01,9.782130663e+01,1.323212365e+01
3.556726592e+01,9.877199191e+01,3.263369862e+01,1.532875960e+01,2.176051403e+01,1.350114266e+01,3.669641151e+01,9.406163456e+01,4.655446860e+01,9.142712044e+01,8.695138323e+01,7.654750799e-01,4.723619839e+01,6.639261792e+01,5.976420055e+01,2.514727073e+01,6.231104170e+01,2.311061900e+01,9.115969959e+00,5.733664024e+01,9.719260136e+00,6.386984070e+01,8.220183734e+01,1.613060656e+01,1.613625489e+01,6.516427884e+01,6.098874688e+01,7.350697664e+00,2.694601534e+01,8.081953222e+01,8.287313536e+01
6.294186870e+01,7.242264195e+01,1.512734886e+01,2.984783812e+01,9.331994128e+01,3.018467650e+01,9.234106352e+01,1.212652534e+01,3.759628762e+01,1.820571696e+01,2.868548516e+01,2.529739373e+01,2.241164843e+01,3.827605742e+01,3.580229635e+01,7.335269281e+01,6.674307708e+01,2.939810631e+01,8.582429216e+01,8.923194550e+01,4.498910159e+01,4.449922069e+01,9.340327643e+01,2.911342595e+01,6.203339636e+01,3.756731288e+00,3.304236069e+01,5.158499847e+00,1.214248848e+01,6.735975425e+01,9.621370320e+01
6.019481392e+01,2.244119235e+01,5.008268925e+01,7.145107984e+01,5.863661272e+01,9.499871195e+01,6.900000784e+01,6.376755514e+00,5.132948555e+01,4.779321971e+00,3.193909017e+01,1.265222239e+01,2.997167358e+00,4.712267912e+01,8.017575231e+01,9.900774805e+01,5.061582307e+00,4.368031822e+01,7.616307911e+00,8.177163099e+01,6.253163528e+01,9.652862314e+01,4.140019699e+01,1.193386153e+01,5.725547402e+01,8.084178454e+01,2.340434584e+01,5.744892247e+01,2.918674465e+01,9.038785342e+01,8.030755699e+01
9.341066067e+01,5.963169328e+01,9.967549699e+01,2.451523039e+01,6.792021082e+01,9.647254162e+01,6.627009517e+01,9.902177655e+01,9.235980675e+01,5.443712156e+01,9.980797339e+01,8.160274547e+00,4.034930707e+01,5.024186561e+01,2.710722425e+00,6.994919926e+01,4.819220510e+01,8.066166152e+01,9.409824217e+01,3.862397376e+01,5.981815549e+01,4.257485687e+00,5.573261891e+01,6.955161683e+01,1.731992618e+01,1.315930553e+01,6.738217772e+01,8.908584216e+01,8.337882461e+01,7.736099376e+01,8.460116997e+01
6.732317137e+01,5.732004876e+01,3.680564909e+01,2.507321150e+01,2.051912307e+00,3.093099090e+01,7.140813054e+01,3.860249214e+01,9.447543171e+01,1.821442447e+00,9.709098342e+01,7.528631466e+01,6.756459049e+01,8.934808353e+01,1.508661841e+01,8.202531941e+01,8.552750809e+01,8.666489850e+01,4.055093708e+01,6.009145047e+00,4.075864314e+00,2.680424301e+01,2.165923848e+00,1.944344445e+01,5.873385339e+01,8.676528059e+01,1.432650657e+01,4.404435893e+01,4.702857305e+00,8.137511702e+01,5.441153583e+01
6.894438195e+00,2.038734070e+01,6.315177395e+01,3.781271026e+01,8.049911226e+01,5.036873605e+01,6.538121883e+01,9.558007263e+01,8.215249506e+01,9.514032535e+01,7.681659502e+01,7.882579175e+01,5.905482204e+01,2.653651276e+01,5.241575381e+01,8.229652747e+01,5.932320603e+01,9.563112141e+01,6.255173558e+01,4.381464670e-01,7.144893651e+01,3.587762991e+01,9.119067399e+01,4.814596371e+01,2.641486543e+01,4.708029118e+01,6.017687122e+01,6.440110534e+01,6.115880527e+01,6.104661969e+01,7.664748488e+01
1.785631486e+01,3.632447599e+01,7.504654255e+01,1.061811319e+01,4.811571435e+01,4.435134558e+01,5.352191362e+01,5.352543307e+01,4.675778510e+01,4.951978718e+01,8.027182954e+00,2.316220414e+01,2.828248333e+01,7.934778211e+01,3.577168562e+01,3.594036030e+00,1.050854894e+01,9.892218184e+01,1.196036723e+01,3.529771230e+01,4.258204074e+01,1.758439593e+01,5.151138390e+01,7.306641617e+01,7.369987047e+01,4.010480860e+01,9.365082268e+01,2.698320127e+01,4.190018886e+01,3.756471765e+01,9.797625715e+01
3.823324983e+01,6.034651529e+01,8.190850917e+01,2.530245820e+01,8.901394159e+01,2.544457642e+01,8.681276892e+01,5.577583124e+00,5.311085949e+01,3.671123981e+01,5.256538980e+01,3.643034381e+01,4.164250008e+01,7.811595071e+01,6.335116833e+01,5.145947000e+01,4.948516448e+01,2.285065382e+01,5.342194162e+01,1.968087936e+01,8.566754522e+01,3.736314134e+01,2.104729835e+01,4.783864745e+01,3.693721504e+01,6.127837940e+01,5.704915774e+01,8.822909542e+01,4.204820747e+01,7.113872381e+01,1.985779170e+01
9.760014403e+01,1.587330423e+01,3.892350014e+01,2.257450444e+01,1.881683364e+00,3.936057177e+01,1.990463611e+01,9.077288988e+01,6.439429970e+01,9.649085415e+00,2.936651018e+01,8.640688123e+01,6.878509595e+01,8.724245300e+01,5.368106030e+01,5.609175251e+01,9.948364624e+01,5.593230446e+01,9.301356989e+00,4.583731899e+01,6.308596851e+01,9.611667410e+01,9.747074503e+01,8.401106158e+01,6.895240254e+01,8.662297114e+01,7.277591539e+01,7.797030418e+01,6.614718422e+01,3.391879177e+01,6.960227113e+01
2.565514445e+01,5.486327673e+01,5.807965172e+01,4.428016639e+01,5.252316639e+01,6.047172265e+01,1.985715445e+01,6.949107270e+01,6.506323839e+01,1.773029970e+01,6.212842663e+01,1.116881509e+01,9.719687260e+01,5.721645354e+01,6.419125814e+01,8.170034055e+01,8.972311403e+01,9.373416786e+01,1.840228965e+01,6.884649064e+01,5.069841257e+01,6.122360801e+00,5.145971899e+01,5.718405985e+01,5.579727271e+01,5.399414347e+01,2.515577885e+01,2.037646967e+01,6.585994726e+01,5.598786782e+01,8.686214374e+01
5.033115770e+01,7.539622534e+01,1.269459537e+01,6.822908154e+01,4.874250589e+01,9.925763046e+01,7.368040203e+01,9.213472479e+01,2.866856793e+01,1.707957506e+01,9.845480351e+01,4.597032147e+01,5.851584307e+01,1.116393297e+01,7.125031390e+01,5.972698269e+01,9.853398367e+01,8.319775049e+01,4.693940030e+01,4.471976988e+01,1.351839692e+01,4.993441689e+01,6.137473392e+01,5.502687977e+00,4.534783992e+01,1.861179248e+01,7.877815135e+01,3.312046571e+01,8.223806025e+01,4.808520293e+01,7.458621939e+01
3.338849902e+01,3.514393990e+01,7.355278861e+01,3.661064272e+01,6.519318439e-01,4.203709269e+01,6.548875597e+01,3.163621276e+01,8.111224335e+01,2.562357910e+01,5.445669137e+01,7.223287459e+01,3.399117079e+01,2.971559101e+01,1.265694248e+00,5.942854414e+01,1.438961166e+01,9.644962923e+01,5.285555592e+00,8.534656296e+01,6.189079005e+01,8.365162138e+01,3.220826405e+00,6.550560001e+01,5.590737390e+01,3.755930501e+01,6.020262458e+01,7.070310923e+01,5.857950281e+01,9.439691181e+01,9.672822723e+01
6.674828312e+01,3.877627006e+01,7.302483973e+01,1.203375069e+00,6.111652113e+01,5.480846529e+01,6.861689827e+01,8.804835367e+01,5.100407429e+01,1.331899303e+01,1.463097709e+01,5.101927339e+00,5.787318227e+01,2.748383728e+00,2.018982861e+01,3.753982364e+01,6.828065669e+01,8.259585359e+01,8.106157257e+01,6.640485003e+01,2.054525236e+01,2.238955353e+01,4.104802854e+01,6.304795551e+01,1.800124178e+01,2.962276717e+00,5.636677984e+01,4.637189846e+00,5.810676186e+01,5.769867990e+00,9.082622705e+01
1.675928043e+01,4.568584081e+01,3.383516491e+01,8.644816168e+01,6.597884837e+01,1.640663920e+00,2.915545620e+01,1.861559211e+01,1.871672597e+01,7.000452387e+01,4.314648667e+01,7.928140552e+01,3.896305561e+01,8.424774265e+01,7.341168842e+01,5.032737903e+01,4.087115620e+01,2.361732913e+01,4.595156185e+01,2.219072675e+01,1.371669437e+01,9.359452165e+01,5.978828901e+01,8.507444910e+01,4.284835736e+01,7.874855318e+01,7.034916314e+01,3.511106395e+01,6.926268265e+01,7.775139620e+01,9.043098442e+01
7.650423349e+01,5.472826235e+01,5.255854151e+00,6.188057773e+01,3.175416121e+01,6.839050085e+01,3.034958100e+01,2.677472282e+01,7.956982958e+00,6.395942285e+01,6.652791691e+01,3.633744484e+00,5.414120947e+01,6.008704847e+01,1.534285320e+01,3.150837995e+01,6.501485345e+01,8.088309964e+01,7.820788302e+01,4.225927752e+01,7.913153842e+01,4.385260225e+01,2.497041194e+01,7.574391805e+01,1.624761524e+01,3.195216538e+01,9.069889058e+01,9.155683279e+01,6.166586875e+01,6.230331971e+01,8.945992321e+01
3.407851104e+01,5.514968721e+01,2.881304325e+01,2.050630601e+01,9.591373983e+01,8.477733909e+01,4.991272663e+01,4.564554312e+00,3.439374228e+01,1.585605650e+01,8.503095003e+01,4.346617553e+01,2.280053718e+01,8.882299735e+01,4.851265852e+01,7.933193514e+01,9.330126937e+01,5.558929883e+01,2.932896789e+01,2.335713529e+01,6.964940018e+01,8.108625531e+01,9.934637360e+01,5.625467385e+01,8.013597977e+00,6.977323358e+01,4.789497782e+00,2.558881749e+01,8.689449762e+01,1.061842622e+01,7.250828091e+01
1.545820091e+01,1.516308530e+01,2.009175469e+01,1.382875014e+01,7.536648566e+01,6.922680862e+01,4.274057826e+01,2.843597445e+01,3.595417107e+01,9.686475563e+01,5.272261422e+01,5.630386932e+00,2.383813893e+01,7.274871125e+01,4.411676457e+01,1.487309859e+01,9.733008238e+01,5.271884931e+01,6.146193714e+01,9.772742022e+00,4.606108825e+01,2.387004071e+00,3.953540886e+01,2.030168116e+01,2.718091911e+01,4.893569773e+00,9.171693431e+01,2.564384066e+01,7.974660442e+01,1.988379509e+01,8.499264350e+01
7.557012998e+01,9.726558229e+01,4.332480799e+01,5.441651914e+00,6.524790640e+01,5.457473163e+01,7.550372562e+01,8.986087069e+01,9.628606107e+00,5.312634606e+01,2.874275923e+00,6.165912428e+01,1.791054540e+01,5.376461031e+01,3.302275874e+01,7.626365801e+01,2.012419182e+00,3.733902074e+00,6.199040888e+01,6.576683290e+01,8.182484552e+01,4.978447384e+01,2.897346210e+01,1.939283085e+01,3.843233096e+01,5.752460949e+01,8.202076302e+01,1.896162090e+00,5.332837444e+01,3.986313545e+00,8.808236251e+01
1.535585489e+00,8.963304967e+01,6.839577735e+01,7.923418375e+01,5.779654189e+01,1.820773905e+01,4.973849318e+01,2.773204778e+01,8.024507620e+01,6.471008781e+01,6.518655690e+01,2.946625508e+01,3.585469464e+01,7.902759933e+01,8.454223622e+01,7.018209259e+01,2.967776579e+01,8.405999870e+01,4.241898311e+01,8.203701598e+01,9.335864496e+01,2.046439968e+01,4.546377714e+01,3.271069039e+01,8.533181340e+01,2.986808732e+01,2.049284190e+01,5.870182767e+01,1.195436227e+01,2.844988592e+01,5.195684522e+01
7.456343488e+01,5.804130328e+01,9.890540411e+01,3.902146153e+01,2.650895260e+01,3.519663117e+01,5.041917888e+01,9.002950359e+01,7.541136433e+01,9.767166957e+01,4.960051183e+01,2.363668251e+01,7.887187215e+01,4.320264526e+01,9.181542934e+01,5.558158756e+01,9.341728885e+01,6.538201685e+01,5.803790271e+01,4.021357056e+01,4.812114286e+01,5.901137434e+01,5.677669860e+01,6.324609229e+01,1.056796953e+01,8.834819937e+01,4.035570383e+01,6.578040702e+01,3.761298289e+01,8.450040796e+01,6.559514985e+01
2.549393364e+01,1.865637276e+01,1.975982120e+01,7.969922236e+01,8.880936353e+01,4.680450551e+01,7.797095307e+01,2.829205416e+01,5.559923946e+01,8.760666653e+01,3.987508616e+01,6.477078531e+00,3.612844729e+01,4.256729269e+01,6.482779748e+01,6.564375199e+01,5.807961807e+01,5.228045914e+01,2.135784893e+01,4.445978618e+01,5.486161490e+01,5.116618655e+00,1.954819690e+01,3.914386955e+01,8.423555177e+01,1.055617314e+01,3.153812164e+01,8.050530992e+01,3.732910538e+01,5.515264258e+01,1.013143224e+01
3.987705974e+01,5.190746096e+01,3.147438253e+01,5.352011672e+01,8.475255683e+01,2.383315129e+01,5.966954209e+01,7.142791759e+01,3.184332567e+01,3.491854849e+01,5.887932040e+01,5.181193605e+01,1.949467239e+01,2.630515045e+01,7.801062968e+01,5.515673634e+01,9.798798879e+01,7.856534430e+01,4.140118988e+01,6.420997869e+01,5.828329774e+00,9.574485349e+01,3.679029918e+01,4.080536676e+01,9.529506058e+01,3.110888649e+01,3.896842577e+01,6.031140398e+01,8.941618356e+01,4.268669939e+01,2.124850389e+01
3.582725871e+01,1.481972652e+01,9.926086932e+01,8.018353079e+01,5.781492490e+01,1.198623765e+01,2.455394318e+00,7.546310206e+01,8.402338298e+01,6.217854699e+01,6.277282950e+01,9.908859766e+01,3.666241464e+01,2.640239577e+01,4.703406632e+01,4.179747960e+01,6.798791204e+01,3.304771559e+01,8.359653379e+01,9.727263260e+01,5.905788556e+01,2.533455659e+01,1.406832288e+01,6.954458402e+00,8.036098410e+01,7.393694405e+01,3.838306107e+00,4.308259681e+01,2.965806834e+01,6.415522343e+01,8.020381039e+01
1.384567996e+00,2.951732057e+01,4.298784002e+01,6.351196245e+01,4.179069332e+01,9.135569255e+01,4.050648950e+01,8.480596765e+01,2.844458523e+01,7.193483371e+01,9.152501110e+01,4.441269437e+01,1.274583794e+00,4.501494558e+01,8.656851136e+01,6.276316625e+01,6.692825117e+01,2.770396723e+01,1.658454536e+01,8.275904398e+01,4.988818813e+01,9.743565956e+01,6.661264923e+01,1.576452029e+01,4.480632653e+01,2.213744896e+01,1.699011883e+01,8.220936535e+01,8.184043149e+00,5.329577712e+01,3.711347798e+01
8.516715092e+01,6.349099541e+01,8.837500540e+01,3.420099530e+01,2.344985085e+01,9.766068298e+01,2.084123725e+01,6.461559662e+01,5.163340856e+01,4.362477695e+01,4.006820132e+01,1.620558617e+01,4.689447505e+00,4.536244022e+01,1.800020017e+00,1.312668540e+00,5.787662258e+01,7.549382678e+01,5.387656267e+01,6.309821878e+01,9.791882273e+01,4.079153494e+01,9.094438783e+01,7.613892151e+01,8.895277645e+01,4.572474605e+01,2.736565606e+01,8.657862415e+01,5.937327325e+01,7.402727267e+01,5.789940464e+01
9.924323543e+01,5.131378062e+01,8.254218912e+01,2.024676654e+01,3.466028776e+01,1.880862742e+01,6.321539233e+01,7.472081746e+00,1.153905565e+01,4.160001675e+01,1.647933159e+01,9.649797073e+01,6.285105172e+00,9.319638553e+01,3.047059432e+01,4.073148094e+01,9.460966057e+00,4.451846959e+00,8.986861733e+01,3.956372631e+01,1.314509310e+01,8.599613063e+01,4.844036125e+01,6.232490751e+01,3.294100640e+01,9.512500620e+01,1.465041329e+01,2.836205645e+01,6.468245656e+01,5.101268828e+01,3.754743996e+01
8.502958685e+01,4.107536209e+01,1.607747847e+01,6.545860227e+01,2.472614057e+01,1.569434019e+01,1.658643513e+01,7.385868352e+01,6.840193032e+00,4.413270213e+01,2.915587061e+01,3.180798932e+01,9.390024207e+01,4.526071723e+01,9.376760181e+01,9.458670492e+01,9.544740055e+01,6.830781089e+01,5.496829830e+01,5.266431060e+01,5.528983148e+01,3.534933215e+01,2.586398777e+01,9.265777290e+01,4.221553012e+01,4.993073335e+00,2.014704920e+01,8.111148297e+01,6.632688223e+01,4.057076480e+01,4.842909671e+01
