v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67
6.594342396e+01,3.800184731e+01,9.339323564e+01,6.725320482e+01,1.516998753e+01,1.073880232e+01,3.283049949e+01,3.350894133e+01,7.803318841e+01,5.802478536e+01,5.699005962e+01,1.330381462e+01,8.507561748e+01,7.735579076e+01,7.918667335e+01,1.529372041e+01,6.697972634e+01,1.623604668e+01,9.907897050e+01,9.643179570e+01,7.307426260e+01,1.233438148e+00,9.414088117e+01,5.892017609e+01,1.183843151e+01,6.331518397e+01,2.683076469e+00,7.896622837e+00,8.473382632e+00,5.777739538e+01,6.302060379e+01,9.057522469e+01,3.234374745e+01,9.516063323e+01,6.296581896e+01,3.423684168e+01,7.396511179e+01,6.910552146e+00,4.648834116e+01,2.668721063e+01,3.620583201e+01,4.716725669e+00,5.371940694e+01,3.678178700e+01,1.114375203e+01,6.054943797e+00,1.008858953e+01,6.402316112e+01,8.302648363e+01,5.381720524e+01,9.837634459e+01,8.604593959e+01,2.030684550e+01,8.369217912e+01,2.863049283e+01,8.260965164e+01,8.494364699e+01,8.248133844e+00,2.108828412e+01,4.545570878e+00,2.978989914e+01,4.895158349e+01,2.223959524e+01,9.705345370e+01,9.960462347e+01,5.627825938e+01,9.613211273e+01
4.926520986e+01,4.041243845e+01,6.829940473e+01,6.672395011e+01,1.001893638e+01,7.275136488e+01,7.253657793e+01,5.458529919e+00,5.240571473e+01,8.541354495e+01,6.395201748e+01,6.391055289e+00,1.261812216e+01,4.060823788e+01,7.453647304e+01,9.208795463e+01,6.352759444e+01,2.942468971e+01,2.908223641e+01,5.678066659e+01,2.491675109e+01,8.047138099e+00,7.940729757e+00,5.442154006e+01,1.278603537e+01,8.302549371e+01,1.272227191e+01,3.541268332e+01,2.611648088e+01,4.036322409e+01,5.115344812e+01,5.101450796e+01,4.645193189e+01,3.913433468e+01,6.996865101e+01,6.417351549e+01,6.275513264e+01,3.296660977e+01,6.035263582e+01,8.386151631e+01,4.639345161e+01,8.815473275e+01,4.598948583e+01,6.043062039e+01,2.971249938e+01,5.904789285e+01,3.991898443e+01,3.100023751e+01,3.490496615e+01,3.788883425e+01,9.734885931e+01,4.578315232e+00,1.972084689e+01,1.877628099e+01,3.808270237e+01,5.055592894e+01,5.558671011e+00,3.286159251e+01,8.621176648e+01,8.161648056e+01,5.707204962e+01,7.814811508e+01,9.111835992e+01,7.158591590e+01,2.112931718e+01,6.452961327e+01,9.953276774e+01
8.438820363e+01,4.063084210e+01,1.405621460e+01,7.951303381e+01,5.319495239e+00,4.433127888e+01,8.772194927e+01,9.741790697e+01,5.648553499e+00,2.186485570e+01,4.629254201e+01,8.952697056e+01,3.826978825e+01,4.305821214e+01,7.346650400e+01,7.499056643e+00,8.899097849e+01,7.244099874e+00,3.995100830e+01,9.700159806e+01,6.052008777e+01,4.914348595e+01,1.821942337e+01,5.338103853e+01,7.068564627e+01,2.814460325e+01,6.191015448e+01,6.377804521e+01,3.382826863e+01,3.380486255e+01,8.744684312e+01,4.557151357e+01,7.330033423e+01,8.011914759e+01,4.173861064e+01,7.122950486e+00,2.409337426e+01,7.399722758e+00,4.856302969e+01,3.738347995e+01,6.482248247e+01,6.353098273e+01,6.154882104e+01,6.919894739e+01,1.329432479e+01,3.767015309e+01,4.504982106e+01,3.474388364e+01,9.556971891e+01,6.919780367e+01,1.201570121e+01,6.895660105e+00,1.705356548e+00,9.514722765e+01,6.045320062e+01,4.521041582e+00,1.744491637e+01,5.793445402e+01,6.072429930e+01,1.513152379e+01,9.223004005e+01,9.562042317e+01,6.592606487e+01,6.567823071e+01,9.981221606e+01,2.004484394e+01,8.961440414e+01
5.446180640e+01,4.569568491e+01,3.048933363e+01,9.331398438e+01,9.410144621e+01,4.602656845e+01,5.706317607e+01,5.630374863e+01,4.880236717e+01,3.615953459e+01,6.293710476e+01,5.816651013e+01,2.695450456e+01,8.376184035e+01,2.322663881e+01,5.030003218e+01,3.636191146e+01,1.548754960e+01,1.143620994e+01,8.035590991e+01,1.775131492e+01,7.357108710e+01,7.712614485e+01,9.698769669e+01,3.556135722e+01,7.244992147e+01,1.715394470e+01,9.854719346e+01,4.266079190e+01,7.466607750e+01,2.448287240e-01,8.579238387e+00,9.269438344e+01,4.318066352e+01,2.197207794e+01,5.501691527e+01,7.527429936e+01,6.598052511e+00,8.412182247e+01,6.771946361e+01,5.631343004e+01,1.805364108e+01,8.225112295e+01,3.858911729e+01,5.208899424e+01,2.101907867e+01,6.691412899e+01,4.907833969e+00,6.278122483e+01,5.856317903e+01,3.656044250e+01,8.100400634e+01,7.710237073e+01,7.149622147e+01,9.871283898e+01,2.990854041e+01,1.935735586e+01,2.906920631e+01,4.251039572e+01,4.708315062e+01,5.875687888e+01,4.142427269e+01,5.141621870e+01,5.172126253e+01,2.208702213e+01,4.497025417e+01,9.609550923e+01
2.541766255e+01,1.409632142e+01,7.765795712e+01,2.095628887e+01,1.201404794e+01,5.179843210e+01,7.454876543e+00,6.269486088e+01,6.096578234e+01,3.969944491e+01,9.001951541e+01,6.913147734e+01,2.408767004e+01,4.246790425e+01,4.694895090e+01,2.315735111e+01,5.393340944e+01,6.983965498e+01,2.977230355e+01,2.532235200e+01,7.072356908e+01,2.820798628e+01,2.441699953e+01,2.838077858e+01,2.078928509e+01,8.977995631e-01,6.931871729e+01,7.468915969e+01,8.421747165e+01,4.494385948e+01,7.357171844e+01,4.724162742e+01,3.519385963e+01,7.156124852e+01,2.064164468e+01,4.198958426e+01,5.587162684e+01,8.510404700e+01,5.755704002e+01,9.138261205e+01,3.676403367e+00,1.844338769e+00,5.399976714e+01,9.251272096e+01,6.867626966e+01,1.952703870e+01,1.529998641e+01,6.700722507e+01,4.110974056e+01,6.499932682e+01,5.491771675e+01,3.498411093e+01,3.247699250e+01,2.383733409e+01,2.635669375e+01,4.502324665e+01,6.300058577e+00,3.377347970e+01,5.582573982e+01,9.593671815e+01,5.064675606e+01,5.613502742e+01,6.098303358e+01,4.793130357e+01,6.310150982e+01,2.346296175e+00,7.555275986e+01
9.133595142e+01,7.136639017e+01,1.698760682e+01,6.272315847e+01,9.251068852e+01,6.926687140e+00,6.248470560e+01,8.082471366e+01,4.945403056e+00,4.730648970e+01,5.900817994e+01,4.480023007e+01,4.917295331e+00,6.903780052e+01,7.995292868e+01,9.920582491e+01,2.261918097e+00,2.000093340e+01,7.932021394e+01,5.626729600e+01,2.605387952e+00,3.359092877e+01,5.361548233e+01,9.972677409e+01,4.052831350e+01,3.789917145e+01,5.152736376e+01,7.392436066e+01,8.890281114e+01,6.480878267e+01,1.144880970e+01,1.711576034e+01,7.803323785e+01,7.718414685e+01,6.512238195e+01,4.243024670e+00,3.126607418e+01,3.626344252e+01,4.791327643e+01,7.559145641e+01,9.334076390e+01,4.161490304e+01,2.864815476e+01,5.305047889e+01,9.344833684e+01,7.988393567e+01,2.076453247e+01,6.384757751e+01,6.067664353e+01,7.889888697e+01,5.614590483e+01,2.143998259e+01,6.170102196e+01,7.997882517e+01,2.398700449e+01,8.335783967e+01,5.625975650e+01,7.434828485e+00,4.756823549e+01,4.009722592e+01,1.865108931e+00,3.364467332e+01,9.480138270e+01,7.428016125e+01,5.118188286e+01,1.774697731e+01,4.430287849e+01
3.721725882e+01,5.606992803e+01,8.999526060e+01,7.683947171e+01,5.171687975e+01,9.619025765e+01,6.972038946e+01,9.535019005e+01,3.978346427e+01,4.469240949e+01,6.348848215e+01,8.705530556e+01,6.020368130e+01,5.996101710e+01,5.783976236e+01,4.547299979e+01,8.346267766e+01,3.784941107e+01,6.774505018e+01,2.735923753e+01,8.069403884e+01,7.196491647e+01,5.400689125e+01,8.537659772e+01,2.363601560e+01,7.158626887e+00,6.069836046e+01,9.163136844e+00,5.075311339e+01,8.303514096e+01,8.377684147e+01,1.542475938e+01,2.678300614e+01,9.331952313e+01,1.259860995e+01,4.131872897e+00,2.068990116e+01,2.219858351e+01,2.645778652e+00,7.359117136e+01,7.706272421e+01,1.492467983e+01,3.720224468e+01,5.371018530e+01,4.385595067e+01,3.397653668e+01,9.877015806e+00,2.329331434e+01,9.885258111e+01,2.415291353e+01,6.076979311e-03,5.117643418e+01,8.255329291e+01,3.018085582e+01,4.685689274e+01,7.797896363e+01,6.549230283e+01,6.509276632e+01,6.706464937e+01,8.131457181e+01,6.775840500e+01,1.423389567e+01,4.358009900e+01,8.169618928e+01,5.610185919e+00,5.070372959e+01,7.922231941e+01
1.073567214e+01,6.286089245e+01,2.419734379e+01,4.360904834e+01,1.861152130e+01,1.060516838e+01,1.881774246e+01,8.539933493e+01,2.725296049e+01,5.290086774e+01,6.014115928e+01,9.673107641e+01,1.726077972e+01,8.844321706e+01,8.390582795e+01,8.979473067e+01,1.175467893e+01,2.506816256e+01,2.462195117e+01,7.282397267e+01,3.885309516e+01,3.777221564e+01,8.692997074e+01,4.229302862e+01,4.200049071e+01,5.661920430e+01,9.974740637e+01,3.926512499e+01,6.530090225e+01,4.049343534e+01,7.507680140e+01,2.918716872e+00,8.002058145e+01,3.769105878e+01,4.117863471e+01,2.743392687e+01,7.847634093e+00,9.853100685e+01,8.258385507e+01,7.606402340e+01,3.038749798e+01,4.255198697e+01,9.446389246e+01,1.673466668e+01,7.167445493e+01,1.928483357e+01,8.442062516e+01,4.281140065e+01,2.593879837e+00,5.079226960e+01,6.614228794e+01,7.439070219e+01,7.152178033e+01,1.561739497e+01,2.442803728e+01,8.107700019e+01,1.795290190e+01,7.765988964e+01,8.847458142e+01,9.588198132e+01,8.081899493e+01,2.188355244e+01,7.947649181e+01,1.796433956e+01,5.093096683e+01,9.182645017e+01,7.508627574e+01
9.913584888e+00,8.223047506e+00,1.231886456e+01,1.769108435e+00,2.096908626e+01,2.201137205e+01,9.457778188e+01,6.751902450e+01,3.406878147e+01,4.322844076e+01,4.845103894e+01,1.412741381e+01,6.240634332e+01,4.928692440e+00,3.492051156e+01,2.001091478e+01,1.339410943e+01,4.531650032e+01,5.386690088e+01,1.692679663e+01,3.744757355e+01,8.134874271e+01,5.253643137e+01,6.857711806e+01,1.103986152e+01,5.566570272e+00,2.379362106e+01,9.533254349e+01,8.223911442e+01,9.901206599e+01,2.783354398e+01,7.956869373e+01,8.780841866e+01,7.726896487e+01,3.416025817e+01,1.150215982e+01,8.596707247e+01,1.131366820e+01,1.098342010e+01,3.673772967e+01,1.112384510e+01,5.097052439e+01,5.232748255e+01,5.638520902e+01,5.525726347e+01,3.112765539e+01,9.842972782e+01,1.282193336e+01,2.811964462e+01,9.564420725e+01,2.469514473e+01,9.434546890e+00,2.128444080e+01,2.177880721e+01,6.757840474e+01,6.492280807e+01,2.931662630e+01,1.909858805e+00,1.322280280e+01,7.958283729e+01,4.536549737e+01,2.815188750e+01,6.889306372e+00,3.823306749e+00,7.858730209e+01,3.675409421e+01,9.876199182e+01
9.583797251e+01,4.032023908e+01,3.188157635e+01,5.957449174e+01,6.661759159e+01,6.910235563e+01,2.244714570e+00,4.614024032e+01,5.709532396e+00,9.600632305e+01,5.981846387e+01,1.947415391e+01,4.424424472e+01,4.456503132e+01,8.497536634e+01,9.638241014e+01,2.981965995e+01,6.619284586e+01,3.534908370e+01,1.975344101e+01,6.799428846e+01,8.368696702e+00,3.613644222e+01,3.526294873e+01,8.155240937e+01,7.008555941e+01,2.918301804e+01,9.273872129e+01,2.232798954e+01,5.031930291e+01,3.686035111e+01,5.156094467e+01,6.468074918e+01,7.248541552e+01,4.238192098e+01,1.807406453e+01,2.538266243e+01,6.489616696e+01,4.388163271e+01,8.621411315e+01,3.917122836e+01,1.865559190e+01,8.043975561e+01,2.978956991e+01,3.044004708e+01,4.478648848e+01,8.015298740e+01,3.945851203e+01,1.322719548e+00,1.580584962e+01,7.082219141e+01,7.812717972e+01,6.642640965e+01,6.174946327e+01,2.321329236e+01,1.653012612e+01,7.423364195e+01,7.354348408e+01,3.965567591e+00,2.604147693e+01,3.686253523e+01,2.190522121e+01,4.304522671e+01,3.246434701e+01,5.834766229e+01,1.184646626e+01,6.711601410e+01
6.549378995e+01,1.011926536e+00,8.485566894e+01,3.815610725e+01,3.232917937e+01,5.893689526e+01,2.709339442e+01,6.830784313e+01,7.950456781e+01,7.164463188e+01,3.951349261e+01,6.470501261e+01,7.539799795e+01,9.735976193e+00,2.895087892e+01,3.062677602e+01,3.147323949e+01,7.760040469e+01,9.806094822e+01,5.064847064e+01,5.031905753e+01,4.253894935e+01,7.474142477e+01,8.894681921e+00,4.729207739e+01,3.126535921e+01,3.296741762e+01,8.857194147e+01,8.886776560e+01,5.228933776e+01,9.451698956e+01,3.771638569e+01,2.478160118e+01,1.425064372e+01,1.133561165e+01,4.796656290e+01,8.947345793e+01,4.067280402e+01,6.062497885e+01,6.539529815e+01,2.165533565e+01,3.547636047e+01,2.488452305e+01,3.131022160e+00,1.237866762e+01,3.267622505e+01,1.617118800e+01,3.954553754e+00,2.996356003e+01,9.395622194e+01,2.238553716e+01,6.439475660e+00,8.983924816e+01,7.413524735e+01,2.538365233e+01,1.884722902e+01,7.465721518e+01,4.876680177e+01,4.266545150e+01,4.834417124e+01,5.651324241e+01,9.867560379e+01,7.532306334e+00,6.248938546e+01,8.402925567e+01,3.731423075e+01,3.870073355e+00
5.686853717e+00,5.743901984e+00,3.000072296e+01,4.505018924e+01,4.535989851e+01,5.922378927e+01,2.327049099e+01,2.784774906e+01,5.332403676e+01,1.931007792e+01,9.808299352e+01,4.098110284e+01,1.686882767e+00,9.187650672e+01,2.229286054e+01,5.928440216e+01,7.491312361e+01,7.258011059e+01,9.247713266e+01,5.115436042e+01,1.011975917e+01,4.081630551e+01,8.081261496e+01,9.355269256e+00,6.046490827e+00,9.697127541e+01,8.598998549e+01,9.818411661e+01,5.000758700e+01,5.736144030e+01,1.442294024e+01,6.268516823e+01,3.307447679e+00,1.026101113e+01,1.580247994e+01,3.613951411e+01,6.721038932e+01,3.969770054e+01,3.117809825e+01,8.399763121e+01,4.232616495e+00,7.337786987e+01,2.084683799e+01,8.730750077e+01,9.288951009e+01,5.198675471e+00,4.152701053e+01,4.869492859e+01,2.500833990e+01,2.504033759e+01,9.745171874e+01,4.342431879e+01,9.549769570e+01,5.322481531e+01,5.384487398e-01,7.878267131e+01,3.596225995e+01,5.542445495e+01,1.314915671e+01,5.816992631e+01,9.611509685e+01,5.601789514e+01,1.013679107e+01,2.724645969e+00,2.644279097e+01,7.465797303e+01,8.686048988e+00
7.866319415e+01,4.185046361e+01,2.836695513e+01,3.252977046e+01,1.508746787e+01,1.586898891e+01,4.581780726e+01,9.866347745e+01,6.205191120e+01,1.482134635e+01,9.524169917e+01,3.375330093e+01,4.618050374e+01,3.161528147e+01,5.110930301e+01,6.089516534e+01,3.435225383e+01,8.434408498e+01,8.505910433e+01,9.918761996e+01,7.768914251e+01,4.958186734e+01,1.810337986e+01,4.389802398e+01,9.296798050e+01,5.233312638e+01,5.266066944e+01,6.073896475e+01,2.772922418e+01,1.310060484e+01,4.579877196e+01,9.442306205e+01,8.725056404e+01,1.106642605e+01,8.105614651e+01,2.964392617e+01,9.854559732e+01,2.109140297e+01,6.488441603e+01,8.246280433e+01,1.344296025e+01,5.484499207e+01,9.368216594e+01,9.016534038e+01,1.710377469e+01,1.030039817e+01,7.528843311e+01,2.591014040e+01,6.737392484e+01,4.053867315e+01,3.042239772e+01,8.501205252e+01,9.064750402e+01,4.633294316e+01,6.452314206e+01,3.950479065e+00,5.457655651e+01,7.655204157e+01,2.568455167e+01,9.953196316e+01,7.069213900e+01,1.937513731e+01,3.273616631e+01,7.647297212e+01,5.013589427e+01,7.773346237e+01,1.487676177e+01
2.265814446e+01,6.804952660e+01,8.920203220e+01,8.951008590e+00,8.843869265e+01,3.473410459e+01,7.380874205e+01,3.250347342e+01,8.128637909e-01,7.607712704e+01,9.536179793e+01,2.460455422e+01,5.971362586e+01,4.610879210e+01,3.613185449e+01,6.513828128e+01,7.395955949e+01,1.347451140e+01,4.245513874e+01,6.831592984e+01,1.071279060e+01,9.755637245e+01,4.648418604e+01,4.651523718e+01,2.305198174e+01,6.224897325e+00,8.339265939e+00,6.000192249e+01,1.347435683e+01,7.730371554e+01,3.634199656e+01,4.761899126e+01,5.638819669e+00,1.667569351e+00,7.424161693e+01,9.158307700e+01,2.079193577e+01,5.692806986e+01,3.922827229e+00,7.100656155e+01,3.213890350e+01,9.379283131e+01,2.844644409e+01,2.292568453e+01,5.934890821e+01,7.968549612e+01,8.403778105e+01,6.626234047e+01,9.361583350e+01,9.668641582e+01,5.200107626e+01,9.881867351e+01,1.952136955e+01,6.968383401e+01,5.007287066e+01,5.991860835e+01,1.065545336e+01,8.335168086e+01,2.956953847e+00,4.388781294e+01,8.894198554e+01,3.028850651e+01,3.456230147e+01,5.948487542e+01,7.144197843e+01,1.088766574e+01,5.334915534e+01
3.265382227e+01,7.152501443e+01,4.319580291e+01,6.370099674e+01,1.626886806e+01,3.985567211e+00,9.167220308e+01,3.110693632e+01,2.656514640e+01,7.272365376e+01,5.010618841e+01,9.145461617e+01,4.842366288e+01,8.288260345e+01,5.070795224e+01,4.239222484e+01,4.100750805e+01,8.227643577e+00,9.517622974e+01,1.928982063e+00,1.583270561e-01,5.898765878e+01,2.130422686e+01,1.291201967e+01,7.770706373e+01,3.833469434e+01,1.204379707e+01,9.115015689e+01,3.276598055e+01,6.965500379e-01,7.129160477e+01,4.781071727e+01,8.406052589e+01,6.988067538e+01,3.241035608e+01,7.808045505e+01,3.830354611e+01,3.009506680e+01,7.074649574e+01,3.427931645e+01,4.434347084e+01,2.146926969e+01,3.444349681e+01,3.900418298e+01,9.805717328e+01,3.333043382e+00,9.303615147e+00,5.370026392e+01,2.576585737e+01,8.514377211e+01,6.998384045e+00,7.379827751e+01,4.971294771e+01,1.179833097e+00,9.463558875e+01,1.420323051e+01,3.496889493e+01,9.709474219e+01,1.836294945e+00,8.787973482e+01,1.020051864e+01,8.668242941e+01,9.170595895e+01,5.753505517e+00,2.188425816e+01,5.064671660e+01,1.641980795e+01
9.433845521e+01,5.808936894e+01,8.655624484e+01,7.731088074e+01,1.925601272e+01,8.035390976e+00,3.775034530e+01,1.386718739e+01,4.582747618e+01,7.135656779e+01,3.886168300e+00,6.593284848e+01,6.017386549e+01,3.107175642e+01,6.834816406e+01,3.403628510e+01,9.571480778e+01,9.393536910e+01,8.190666641e+01,2.386263816e+01,2.337670414e+01,3.501313213e+01,3.419949509e+01,1.998665827e+01,3.054729179e+01,8.332234951e+01,8.972534637e+01,9.122151307e+01,2.886084453e+01,1.946732444e+00,9.270502066e+01,7.997996266e+01,8.119858433e+01,9.616547577e+01,8.364632170e+01,3.544825961e+01,5.330330797e+01,2.654914425e-01,9.718118370e+01,9.185625454e+01,2.787169379e+00,7.782968597e+01,4.804638787e+01,7.013920982e+01,7.836588615e+01,8.900437536e+01,2.886740175e+01,6.009344558e+01,2.440645635e+01,4.749041709e+01,2.053161028e+01,1.198362114e+00,7.117673079e+01,6.428598989e+01,5.147804020e+01,8.284475868e+01,9.948599206e+01,2.128553873e+01,3.968541532e+01,5.805722968e+01,8.682113472e+01,5.306827296e+01,8.095801903e+01,4.338455591e+00,5.053045196e+01,5.979624030e+01,7.732830610e+00
4.916877171e+01,5.703874173e+01,2.437272128e+01,3.066852703e+01,9.247000951e+01,4.680216221e+01,3.746855824e+01,6.005154240e+01,4.160612005e+01,8.334975113e+01,5.232988341e+01,5.277319251e+01,5.311342565e+01,2.380025912e+01,1.152229910e+01,6.640853550e+01,1.981570486e+01,5.295435869e+01,1.972974119e+00,5.516639266e+01,9.899282362e+01,2.689056273e+01,5.418456857e+01,1.152134823e+01,7.589936670e+01,6.928877559e+00,8.521712321e+01,8.401296870e+01,4.106096275e+01,9.130405428e+01,9.078558559e+01,4.888668025e+00,3.087023777e+01,8.231299391e+01,3.920484461e+01,4.570133389e+01,5.370620423e+01,7.991600344e+01,8.621021733e+01,3.336842784e+01,1.126357801e+01,3.098833524e+01,6.444874764e+01,7.562131733e+01,6.158790950e+01,5.751067232e+01,6.383701075e+01,4.660507600e+01,9.953821051e+01,2.120264682e+01,8.613763369e+01,3.305051436e+01,4.365533241e+01,6.003788775e+01,9.229561650e+01,3.593707908e+01,1.969610345e+01,3.642661362e+01,2.647241470e+01,8.082914511e+01,2.056742907e+01,3.092324272e+01,8.796093238e+01,2.302466296e+01,2.382108183e+01,2.924789743e+01,7.988982439e+01
8.033056756e+01,4.102747869e+01,3.263027396e+01,6.615329037e+00,4.823172212e+01,1.666089142e+01,3.015833390e+01,8.195574600e+01,9.301587878e+01,2.668600020e+00,1.204162282e+01,3.275677716e+00,5.921849629e+01,4.774904701e+01,1.891262146e+00,9.534775281e+01,8.530628732e+01,6.216524513e+01,2.110901918e+01,4.830979429e+01,4.781174638e+01,9.372372203e+01,1.125555088e+01,6.455918726e+01,1.618306993e+00,9.095364840e+01,7.592856831e+01,4.984994746e+01,4.811474957e+01,6.656468460e+00,1.313440863e+01,1.048337917e+01,7.446569702e+01,3.137472257e+01,2.638793886e+01,1.620505232e+01,1.482785817e+01,4.772121701e+01,9.360546873e+01,5.346579675e+01,5.650136489e+01,8.539166784e+01,7.479249661e+01,3.100973910e+01,6.191583129e+01,2.289282038e+01,6.079555993e+01,6.663973368e+01,3.755066018e+01,5.689438819e+01,7.507617810e+01,8.199279281e+01,6.312888840e+01,3.927645759e+01,2.314330766e+01,4.490205666e+01,2.507638688e+01,9.207382175e+01,3.862608686e+00,2.546195236e+01,6.030643300e+01,5.044046318e+01,8.598896834e+01,1.989851361e+01,6.720907933e+01,3.001677505e+01,4.553805146e+01
7.697094604e+01,2.556962268e+00,7.329131593e+00,8.865785236e+01,4.304347509e+01,6.011325238e+01,5.854180191e+01,8.128221076e+01,1.822378874e+00,1.046191581e+01,3.667412894e+01,8.631439533e+01,1.677887843e+01,3.343066438e+01,1.837228579e+01,9.221477694e+01,7.023680242e+01,5.938873792e+01,4.115320215e+01,5.618475107e+01,1.862862371e+01,9.746612073e+01,8.391239319e+01,4.392727733e+01,1.560753374e+01,5.404525615e+01,3.588381403e+01,1.903166842e+01,1.390796208e+01,2.004965961e+00,8.482236064e+01,9.577481241e+01,2.213415999e+01,1.438540934e+01,3.612106368e+01,1.648393666e+01,7.974705996e+01,3.843227618e+00,1.525500619e+01,9.902220812e+01,2.266230663e+01,6.744779789e+01,5.224658367e+01,9.286365699e+01,4.234441099e+01,1.631484899e+01,4.459111430e+01,6.251260065e+01,1.372599240e+01,9.452237071e+01,1.573367745e+01,9.898622278e+01,9.082351262e+01,6.077310821e+00,2.111547829e+01,5.047105888e+01,7.661831445e+01,3.926749456e+01,1.902683763e+00,7.461994400e+00,2.647211929e+01,9.525093875e+01,6.184743046e+01,8.587847042e+01,4.228722524e+00,8.760827940e+01,5.754031280e+01
7.251920519e+01,7.077133334e+01,6.979345685e+01,7.858161095e+01,2.996197290e+01,8.630681151e+01,9.885724595e+01,5.296956677e+01,8.345282090e+01,4.384892743e+01,8.488152949e+01,7.854277326e+01,1.349699419e+01,2.067693338e+01,3.787043617e+01,4.567241793e+01,8.076420873e-01,4.472810583e+01,1.265751389e+01,4.038923613e+01,7.408313870e+01,3.953704974e+01,6.306967624e+01,2.482984990e+01,7.574415664e+01,4.275082093e+01,1.550142510e+01,7.576979343e+01,7.191712489e+01,1.878417200e+01,5.638446133e+00,7.786949956e+01,1.214089296e+01,7.945108095e+01,8.691884902e+01,6.606063389e+01,3.131904556e+01,8.704369802e+01,2.458275716e+01,5.011528533e+01,5.988413947e+01,7.451498074e+00,5.283816112e+01,4.808561153e+01,2.514165355e+01,6.643516893e+00,6.627425495e+01,2.249125202e+01,5.024646152e+01,8.118582239e+01,9.480485768e+01,3.948341114e+01,7.918793802e+00,6.137374382e+01,5.105547404e+01,6.857768070e+01,2.679975335e+01,3.124914556e+01,5.170241603e+00,4.633019982e+01,6.634966111e+01,6.359611962e+01,8.530917741e+01,5.093725542e+01,8.075003531e+01,9.710575652e+01,4.496068859e+01
7.535650962e+01,6.505814730e+01,4.827387670e+01,7.463222492e+01,9.353829886e+01,5.578428417e+01,1.374540281e+00,4.776001492e+01,8.605194974e+01,8.910901657e+00,2.515545076e+01,8.487611155e+01,9.616134079e+01,8.832591152e+01,2.473973435e+01,5.057205947e+01,7.720485624e+01,8.561674903e+00,6.014876058e+01,8.926061251e+01,6.633126965e+01,1.097126322e+01,5.985799981e+01,2.204985775e+01,1.304732718e+01,9.129642772e+01,3.481503257e+01,3.062843380e+00,8.358327354e+01,7.455414394e+01,3.469425583e+01,7.707316010e+01,8.204467756e+01,5.781067822e+01,3.091676802e+01,3.965314750e+01,6.357379083e+01,1.402078866e+01,7.484669843e+01,9.744680177e+01,9.032680512e+01,8.247738976e+01,4.789206418e+01,1.556970132e+01,3.740283314e+01,9.303423962e+01,6.220668364e+01,3.967691663e+01,9.047793705e+01,9.312630779e+01,4.959425767e+01,3.430730692e+01,6.229292398e+01,9.320188607e+01,8.852933345e+00,8.560243071e+00,2.377901252e+01,9.628551184e+01,7.345505368e+01,6.728600509e+01,3.026320981e+01,5.436347413e+01,5.929684136e+01,5.865300017e+00,2.611879469e+01,6.740648604e+01,8.282635205e+01
9.982606809e+01,2.486655313e+01,6.867698699e+00,1.593771703e+01,9.784926434e+01,2.432967009e+01,8.913257685e+01,8.714562054e+01,5.570055942e+01,8.399325840e+01,6.288046172e+01,1.683855813e+01,6.075338910e+01,7.958572139e+00,4.842189294e+00,2.118388034e+01,9.970903347e+01,5.143804418e+01,2.514676360e+01,6.308157444e+00,1.791116081e+01,8.761544686e+01,7.305464090e+01,5.256054735e+01,4.243412093e+01,8.017035380e+01,7.518227989e+01,5.375905556e+01,5.924971738e+01,9.548774296e+01,4.853295024e+01,3.689172433e+01,8.630617191e+01,4.083620502e+01,3.883553406e+00,2.762046987e+00,7.064724838e+01,8.856243944e+01,5.739046080e+01,4.354774391e+00,8.519090000e-01,9.072083719e+01,6.345341872e+01,3.561093850e+01,9.863688143e+01,3.805668921e+01,2.226141132e+01,2.935965063e+01,8.639422045e+01,4.673702336e+00,7.056430408e+01,3.853212607e+01,4.742606429e+01,1.032615413e+01,1.422677240e-01,8.147986669e+00,2.418658750e+01,9.269742288e+01,5.408956055e+01,4.295508266e+01,1.932174880e+01,6.333659028e+01,8.938052827e+01,7.129530177e+00,4.402036516e+01,8.096952507e+01,1.660965292e+01
