v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55
2.141332278e+00,4.120815006e+01,4.548373189e+01,6.358876977e+01,8.040114508e+01,3.113182295e+01,2.201659443e+01,9.451995280e+01,8.578956341e+01,9.000634186e+01,6.625103342e+01,7.888370849e-01,6.253831504e+01,4.684319193e+01,3.821319707e+01,5.784500599e+01,1.692080594e+01,4.528890267e+01,6.887786723e+01,7.076282658e+00,1.573107225e+01,7.650263206e-01,9.672654575e+00,8.334942847e+01,1.853952119e+01,1.618831614e+01,9.782732360e+01,2.638828378e+01,5.803567239e+01,2.583748349e+01,5.609926069e+01,5.076679132e+00,2.754000215e+01,8.330927236e+01,3.650157271e+01,3.787906971e+01,8.028942053e+01,8.356220662e+01,2.841354469e+01,8.361239827e+01,5.201612734e+00,3.150234597e+01,6.567059216e+01,2.323317945e+01,8.534473576e+01,3.096481663e+01,2.163126945e+01,7.931654663e+01,7.616199222e+01,5.792737491e+01,8.443515133e+00,7.738916923e+01,2.203975551e+01,6.459737284e+01,9.504277727e+00
4.618468778e+01,9.573657169e+01,2.943756755e+01,7.389556094e+01,7.594919584e+01,4.681811009e+01,1.345993836e+01,2.641960245e+01,3.927704264e+01,6.282073414e+01,6.518171491e+00,8.402103092e+01,1.642870003e+00,6.097820536e+01,5.591129938e+01,4.080993534e+01,3.300935081e+01,5.872054317e+01,8.331761987e+01,9.265434424e+01,3.453666203e+01,8.314287795e+01,5.447098795e+01,8.404858606e+01,1.678674936e+01,2.179097037e+01,8.073508116e+01,3.616519509e+01,8.569310640e+01,3.741489846e+01,6.706385137e+00,4.589619087e+00,4.733956444e+01,8.014361653e+01,4.531077823e+01,3.192208149e+01,2.023998656e+01,4.862961478e+01,5.107150722e+01,7.184786671e+01,3.336840033e+01,7.231629340e+01,7.494120146e+01,9.539422822e+01,2.977796101e+01,1.615636686e-01,3.651322426e+01,5.018387751e+01,9.531781399e+01,2.393586580e+01,7.649996827e+01,8.785558560e+01,5.223343413e+01,2.295843220e+01,8.489939460e+01
6.896365094e+01,6.789129767e+01,2.781715118e+01,1.822769695e+01,4.818191952e+01,6.290261631e+01,1.018499446e+01,6.226307159e+00,9.803545414e+00,6.591157394e+01,9.529629344e+01,9.030127447e+01,4.470165124e+00,1.907577210e+01,7.287936328e+01,1.450328652e+01,7.005546835e+01,1.733785553e+01,3.366066844e+01,9.964110059e+01,8.350663692e+01,1.513570337e+01,1.525496410e+01,8.501034418e+01,5.646169722e+01,6.802787287e+01,4.687735088e+01,5.939331626e+01,2.865610298e+01,6.958358686e+01,9.095949357e+00,2.711335643e+01,9.601584449e+01,3.608521552e+01,4.249302279e+01,6.065387755e+01,5.002697100e+01,8.023069946e+01,5.119364016e+01,7.924383334e+01,7.402872650e+01,7.086152149e+01,3.607515674e+01,3.077024120e+01,5.917658946e+01,2.029618080e+01,2.635401611e+01,1.874212306e+01,4.543064081e+01,6.034520347e+01,6.748553742e+01,7.769521718e+01,6.461130716e+01,7.293869473e+01,3.492235652e+01
6.726244387e+00,4.078390982e+01,8.146057473e+01,3.936204046e+01,9.410434767e+01,2.589945414e+01,5.871750080e+01,6.838680675e+01,5.723730368e+01,3.918215323e+01,3.944561092e+01,4.342937325e+01,8.186683875e+01,9.423882481e+00,4.017774827e+01,6.221342489e+01,3.756816368e+01,7.566885202e+01,1.086396624e+01,3.887662219e+01,2.365394744e+01,8.177011823e+01,3.598103749e+01,8.673021412e+01,9.999328903e+01,9.352586138e+01,5.291675751e+01,1.012155553e+01,6.500748794e+01,4.959251313e+01,1.907436717e+01,4.024512264e+01,1.579411949e+01,5.560586958e+01,1.642829866e+01,4.422508922e+01,5.864740362e+01,5.232114414e+01,5.860288480e+01,4.262011238e+01,8.051840021e+01,9.695137656e+00,8.661553577e+01,7.286290520e+01,3.570067327e+01,6.652746736e+01,2.785503260e+01,9.273788197e+01,8.982045514e+01,6.198681633e+01,3.636172191e+01,9.748482293e+01,9.853001939e+01,1.135257971e+01,8.697161955e+01
7.734122085e+01,8.639087651e+01,3.686646952e+00,8.744846707e+01,7.774851350e+01,2.192884201e+01,9.922849410e+01,4.364000666e+01,2.875407790e+01,8.607364376e+01,3.912650102e+01,2.833662720e+01,7.618738321e+01,6.260042405e+01,4.352996189e+01,4.619862952e+00,8.910197504e+01,4.609180171e+01,6.273562664e+01,1.641470270e+01,6.595216295e+01,7.874820135e+01,4.050371363e+01,2.986755032e+01,1.015061691e+01,4.135974900e+01,5.437583994e+01,6.677571805e+01,6.278792782e+00,9.431845100e+01,9.163741161e+01,1.462335491e+01,7.708253032e+01,4.816407290e+01,5.672337214e+01,5.831798995e+01,7.083526185e+01,3.678795431e+01,8.182657601e+01,4.942436959e+01,5.409383796e+01,5.920265852e+01,5.162356760e+01,2.315561907e+01,9.565683845e+01,7.260086470e+01,8.598377464e+01,9.381290391e+01,8.629932576e+01,4.610265487e+01,2.837373655e+01,1.954364262e+01,8.728259895e+01,8.655185546e+01,6.964082403e+01
2.598102868e+01,6.690585548e+01,7.508722572e+01,2.260638553e+01,3.112788918e+01,6.481099556e+01,5.511579157e+01,6.504203733e+01,5.375561561e+01,5.640473767e+00,1.891667399e+01,4.673852116e+00,9.871353195e+01,4.738599154e+01,4.858956909e+01,4.865464115e+01,5.335259395e+01,7.110523797e+01,9.650374729e+01,8.486725250e+01,5.011962750e+01,4.939281329e+01,6.825629698e+01,9.486380309e+01,6.025947793e+01,4.778440171e+00,1.998029125e+01,8.390544985e+01,2.046862643e+01,7.831237244e+01,8.752815743e+01,3.943476607e+01,7.513193285e+01,4.826491809e+01,1.841712663e+01,5.568358424e+01,7.963465015e+01,8.114793267e+01,4.835369897e+01,8.358839863e-01,9.356360415e+01,9.914096027e+01,1.124776074e+01,7.053422623e+01,7.955551652e+00,9.073605408e+01,5.971253060e+01,6.500967466e+01,3.713842191e+01,3.670946060e+01,8.629853833e+01,4.601650763e+01,3.916369957e+01,8.301722613e+00,8.373385568e+00
3.356270893e+01,3.642330288e+01,9.131854704e+01,8.558190480e+01,5.302832453e+00,6.584995713e+01,9.566549690e+01,6.326621276e+01,3.286724246e+00,1.821056206e+01,4.849328052e+01,1.129824129e+01,2.059303796e+00,2.473543117e+01,7.921916033e+01,7.579843395e+01,5.076226196e+00,9.382180824e+01,6.598112032e+01,5.459993386e+01,5.303519450e+01,6.977337546e+01,8.563465234e+01,8.441392037e+01,5.754370547e+01,8.515994602e+01,6.992774487e+01,6.447212836e+01,1.685509332e+01,7.129756255e+01,4.134637500e+01,6.821046900e+01,6.006277376e+01,9.190807817e+01,6.685907569e+01,1.492275084e+01,7.167102721e+01,1.666585416e+00,3.529439468e+01,6.873721376e+01,2.312280019e+01,6.500811543e+01,3.642063688e+01,5.451457984e+01,8.496652984e+00,8.956577875e+01,5.899151654e+01,6.180798514e+01,8.507220761e+01,9.119831227e+01,5.419342377e+01,8.737686078e+01,9.640255973e+01,4.975807847e+01,6.523009760e+01
1.418159298e+00,9.125231313e+01,9.641505337e+01,6.228781949e+01,1.201534625e+01,2.522431402e+01,9.522706596e+01,8.557606392e-01,6.885876640e+00,9.331012935e+01,7.267902717e+01,5.404586697e+01,4.377179705e+00,9.508698196e+01,9.375841726e+01,1.237250234e+01,6.721741625e+01,3.416447133e+00,1.698125150e+01,7.634609818e+01,3.746144784e+01,5.616802962e+01,8.820663389e+01,3.624853340e+01,4.263991459e+01,7.877236972e+00,9.352710134e+01,1.719858488e+01,2.001083449e+01,4.240737833e+01,8.776705277e+01,1.145111387e+01,8.333313284e+01,2.429670523e+01,6.071445195e+01,8.304217911e+01,4.989646569e+01,9.985314104e+01,2.060474002e+01,5.577555607e+01,6.041417298e-01,5.789891305e+01,5.776500433e+01,9.198585447e+01,4.975018045e+01,8.191980394e+01,1.211717919e+01,4.095924820e+01,6.176641675e+01,1.401242454e+01,6.096699830e+01,1.274154312e+01,6.042110926e+01,9.599132148e+01,2.768300894e+01
9.846398391e+00,8.515977678e+01,5.449016089e+01,2.543946280e+01,5.615529788e+01,2.182510783e+00,6.821239575e+01,4.765381605e+01,5.869059985e+01,4.146856084e+01,5.391707226e+01,8.712458718e+01,3.884941486e+01,7.983483958e+01,3.788293023e+01,5.430051639e+01,6.451570846e+01,9.538867835e+01,2.822765977e+01,4.516010216e+01,2.481484536e+01,4.499833723e+01,7.703816761e+01,2.257075631e+01,4.022130575e+01,8.465914052e+01,1.380002398e+01,6.111720804e+01,3.646522630e+01,7.068728373e+01,4.569470853e+01,9.122592335e+01,1.386766622e+01,8.978785530e+01,8.168840695e+01,8.014572919e+01,5.838133943e+01,8.860553410e+01,9.864002451e+00,6.777352109e+01,1.692374967e+01,9.013064475e+01,3.949580556e+00,9.582728573e+01,3.985782576e+01,4.482612979e+00,9.549672268e+01,5.235921824e+00,4.121300550e+01,7.084024692e+01,3.090061307e+00,7.488277658e+01,2.610663036e+01,3.884089104e+01,9.861086559e+01
7.967569475e+01,3.993269882e+01,1.451555874e+01,4.272948943e+01,8.232536716e+01,2.654659913e+01,2.800511672e+01,1.484838893e+01,7.855600927e+00,2.735476939e+01,4.764535614e+01,3.887375124e+01,8.119617960e+00,3.277913914e+01,5.972027873e+01,5.291033045e+01,8.677554145e+01,1.241023154e+01,7.846169550e+01,5.846860316e+01,4.448098457e+01,8.584115443e+01,5.626977517e+01,3.863117020e+01,7.497592647e+01,6.599874042e+01,4.315712503e+01,7.568370476e+01,5.404445990e+01,6.145650070e+01,8.888439585e+01,5.682786110e+01,5.794665337e+01,7.975563900e+01,2.275953149e+01,5.899734984e+01,5.077877272e+01,2.502859017e+01,3.157649538e+01,9.804854858e+01,6.896688583e+00,4.178387831e+01,9.886190843e+01,5.226384688e+01,7.278965391e+01,9.138227608e+01,8.042095974e+01,5.464657720e+01,8.049366499e+01,1.265799516e+01,6.137654747e+01,8.520005910e+01,7.018219668e+01,6.727111161e+01,9.118582268e+01
9.824604259e+01,4.477609470e+01,3.517131146e+01,7.578906610e+00,7.215759173e+01,1.551118344e+01,5.437943248e+01,6.715265382e+01,8.476309384e+01,2.966934196e+01,7.467171106e+01,3.829168531e+01,6.444139426e+01,2.483142045e+01,5.349115284e+01,1.950463920e+01,2.188468140e+01,9.961842583e+01,6.342780128e+01,8.389525531e+01,2.205015946e+01,9.459918440e+00,7.832624814e+01,8.951064389e+01,5.224928521e+01,4.277436205e+01,3.361273989e+01,2.438086872e+01,8.159703978e+01,5.774742776e+01,5.426132365e+01,7.308179384e+01,2.578083251e+01,9.061282468e+01,3.504288585e+01,9.752519894e+01,3.755812928e+01,8.051866524e+01,6.151755751e+01,8.719353582e+01,4.167354113e+01,2.234907073e+01,7.995458194e+00,5.239421299e+01,4.488219945e+01,2.252009463e+01,8.425610522e+01,1.089444228e+00,4.506910666e+01,1.162006563e+01,2.368989154e+01,4.730006506e+01,6.316806270e+01,2.585161432e+01,3.973772541e+01
8.210311113e+01,8.048935608e+01,6.144921493e+01,3.821476957e+01,9.465461703e+01,1.463237837e+01,4.664847742e+01,9.169248529e+01,9.972199541e+01,8.098834530e+01,8.889879200e+01,6.855801240e+01,1.331447352e+01,8.984684126e+01,6.222845806e+01,1.539398227e+01,2.630623966e+01,5.594092344e+01,1.874867406e+01,7.381441624e+00,3.687533851e+00,5.218265891e+01,4.709560218e+01,4.947278689e+01,1.803847352e+01,2.061852556e+01,1.919202682e+01,7.347021735e+01,6.887489143e+01,7.520560704e+01,9.012821285e+01,1.566760485e+00,1.958500117e+01,2.333295238e+01,9.587112291e+01,1.848163478e+01,7.637824120e+01,1.285027269e+01,4.250602347e+00,1.573180635e+01,9.315391689e+01,3.785761983e+01,3.727976918e+01,1.031219925e+01,4.812476821e+01,5.753884365e+01,6.972839371e+01,6.771837582e+01,5.527018760e+00,3.334370120e+01,9.830269232e+01,1.106837786e+01,6.621259767e+01,3.529700150e+01,6.915555236e+01
1.812984134e+01,9.761935738e+01,8.402515421e+01,4.473189607e+01,8.711302760e+01,2.732805429e+01,7.529214518e+01,8.638164996e+00,2.455211336e+01,5.379472999e+01,6.311431819e+01,9.666050467e+01,1.742644131e+01,8.301289153e+01,4.733047427e+01,1.175553142e+01,3.527394761e+01,7.639183481e+01,2.299148032e+01,6.589314810e+00,8.411203268e+01,6.729495477e+01,9.414493012e+01,2.020461410e+01,5.788884950e+01,3.753024609e+01,8.038157118e+00,2.897219134e-01,9.680402154e+01,3.387836415e+01,3.315594170e+01,3.515666462e+01,6.603090393e+01,1.137388842e+01,3.678250189e+01,7.404233184e+00,9.579367374e+01,1.224814007e+00,8.318366547e+01,8.418943455e+01,6.036458282e+01,1.620376764e+01,3.863766789e+01,4.357333686e+01,5.955057463e+01,2.620789359e+01,5.255971857e+01,2.737417857e+01,8.072923410e+00,5.627713193e+00,7.234974829e+00,1.430243745e+01,2.531928364e+01,4.112117337e+01,5.973951669e+01
8.658231607e+00,4.103321708e+01,3.649552931e+01,9.552193594e+01,9.565709631e+01,2.313478724e+01,8.109946736e+01,6.576193161e+01,4.221133384e+01,3.025454312e+01,9.684222945e+01,6.563614667e+01,9.622864681e+01,8.253784558e+01,9.087427919e+01,1.722032349e+01,5.029827665e+01,5.231675716e+01,2.885374997e+01,4.767099642e+01,6.082304183e+01,3.040065954e+01,5.861682979e+01,8.151102807e+01,2.856266888e+01,1.933590765e+01,5.962117234e+01,7.464928486e+00,2.159551607e+01,2.734067161e+01,2.614394980e+01,2.878945945e+01,9.855440675e+01,3.637581763e+01,7.467127921e+01,7.751346852e+01,7.786828764e+01,4.988595086e+01,8.480585304e+01,7.992216222e+01,6.911954787e+01,7.226247722e+01,9.864683313e+01,8.639951973e+01,9.581558743e+01,7.588758918e+01,4.484205123e+01,4.912422093e+01,7.811632073e+00,7.308502020e+01,4.902282468e+01,7.329357052e+01,9.684653133e+00,2.275590494e+01,6.976756115e+01
9.986380940e+01,4.776838683e+00,3.978507163e+01,3.089126310e+01,7.067350017e+01,6.645388689e+01,5.021632495e+00,6.956121324e+00,6.217905291e+01,9.446473451e+01,4.417765143e+01,5.023308933e+01,6.344668635e+01,2.487005118e+00,7.581422043e+01,8.600810386e+01,6.313567220e+01,1.820881315e+01,7.691055602e+01,3.366429395e+01,3.493970764e+01,7.492389259e+00,8.284576258e+01,4.332430469e+01,8.863752661e+00,2.874599118e+01,6.718972474e+01,9.302282048e+00,7.144817653e+00,6.697843476e+00,7.280709072e+01,3.076813016e+01,4.440561787e+01,3.506009770e+01,6.636995283e+01,8.505060378e+01,8.622359366e+01,1.930940545e+01,4.743000835e+01,5.441789317e+01,9.092223915e+01,2.853737697e+00,1.684385445e+01,1.134900924e+01,1.245291776e+01,9.248592308e+00,4.620011034e+01,4.174092427e+01,8.386032428e+01,5.087135595e+01,7.239821958e+01,2.984158719e+00,1.164180427e+01,2.757514827e+01,6.358923584e+01
1.046435786e+01,5.733137178e+01,5.951233933e+01,9.953179454e+01,5.185138395e+01,1.863479810e+01,3.359335804e+01,8.001249404e+01,8.711599737e+01,5.912655441e+01,7.885066877e+01,5.912188371e+01,2.325282567e+01,6.870223120e+01,6.861510572e+01,8.934754038e+01,2.220876473e+01,6.711681145e+01,6.301748945e+01,4.792259311e+01,8.447428035e+01,5.867230414e+01,4.173753957e+01,3.164095535e+01,9.877875290e+01,7.821454394e+01,1.451352734e+01,7.289741598e+01,6.952282104e+01,1.224464456e+01,7.778906898e+01,9.006720581e+01,3.610173057e+00,2.000906562e+01,5.029884716e+01,1.605059549e+01,1.506606688e+01,2.186306614e+01,3.675194897e+01,1.636327135e+01,4.654388886e+01,2.111496701e+01,5.511464748e+01,5.475629644e+01,8.588669243e+01,7.974543538e+01,3.491803597e+01,1.382469329e+01,7.899406689e+01,2.745028340e+01,8.190732437e+01,2.213109147e+01,5.181975270e+01,3.543906408e+01,1.162563840e+01
3.838240628e+01,6.207039782e+01,5.656097924e+01,1.875754439e+01,7.209950092e+01,7.530934340e+01,2.464922563e+00,5.621421950e+01,1.455121986e+01,9.772655429e+01,8.969564240e+00,4.270753947e+01,8.799341880e+01,2.929721691e+01,4.036337014e+01,7.968613950e+01,9.638105674e+01,6.233598168e+00,1.395400242e+01,6.132500428e+01,3.067624293e+00,1.575110870e+01,1.874165991e+01,7.849365644e+01,5.101487130e+01,3.479183536e+01,2.883580043e+01,4.673960643e+01,7.029024953e+00,8.403685218e+01,5.131563052e+01,3.660115677e+01,2.473735409e+01,2.470906688e+01,6.443287412e+00,7.323702705e+01,9.889569617e+01,9.753698052e+01,6.444203181e+01,4.877598542e+01,4.369919068e+01,6.493314527e+01,6.315044173e+01,3.468335290e+01,1.062715970e+00,5.794685138e+00,8.477968246e+01,3.464576513e+01,4.537292368e+01,8.929722413e+01,7.093712584e+01,4.833527858e+01,7.421425660e+01,5.893278735e+01,9.377969924e+01
7.888482909e+01,9.614049877e+01,8.362694459e+01,2.118596494e+01,5.626725003e+01,9.009433446e+01,5.051383599e+01,7.098331715e+01,1.180443194e-01,6.772478944e+01,4.492241657e+01,2.245744766e+01,4.259750503e+01,1.092368787e+01,4.116699176e+01,1.382756099e+01,4.073921007e+01,3.532351367e+01,4.604055836e+01,4.033220248e+01,7.985000011e+01,3.946479977e+01,3.480553401e+01,3.860309664e-01,4.958194107e+01,3.341763528e+01,2.979042436e+01,9.713394873e+01,3.051824866e+00,5.560043801e+01,4.709879833e+01,4.406445336e+01,3.679238121e+01,6.346649925e+01,6.872093422e+01,4.892428657e+01,2.515126908e+01,9.302138387e+01,2.785358132e+01,7.278274569e+01,4.629545234e+01,4.516282884e+01,3.160105834e+01,4.080707819e+01,6.093902828e+01,3.201154147e+01,1.310286433e+01,1.575342188e+01,7.719855881e+01,9.170432923e+01,5.292038757e+01,6.197657772e+01,8.032876000e+00,2.512467857e+01,5.637031643e+00
2.366810280e+01,4.197186265e+01,3.775239225e+01,9.997604820e+01,3.922777450e+01,8.459299419e+01,8.960658331e+01,4.948128748e+01,4.154674357e+01,9.575442337e+01,3.992746971e+00,7.499947139e+01,2.817372773e+01,3.678255810e+01,9.234067740e+01,4.718586096e+01,1.752477729e+01,7.912610507e+01,5.722117340e+01,4.116617595e+01,9.125585994e+01,8.678753214e+01,1.580999766e+01,2.999228405e+01,6.746911316e+01,2.346949539e+01,6.238714162e+01,9.744530111e+01,9.655074659e+01,4.165953485e+01,2.570790467e+01,6.619647213e+01,6.082630323e+01,3.744369817e-01,7.657446517e+01,6.475536744e+01,7.679096266e+01,5.176461211e+01,5.953180753e+01,2.216635381e+01,7.597099596e+00,8.102916396e+01,7.179520378e+01,7.079960218e+01,3.457412968e+01,6.028957793e+01,5.596444946e+01,7.128676166e+01,2.097264051e+01,4.340760928e+01,3.426333268e+01,3.672466002e+01,7.323229186e+01,9.464761213e+01,2.990426682e+01
3.647089848e+01,8.450988058e+01,9.402602848e+00,7.823055954e+01,8.546601056e+01,1.175885073e+01,4.820498077e+01,9.680029499e+01,8.958390595e+01,8.976848484e+01,3.724166600e+01,1.869501839e+01,5.869432359e+01,1.512462591e+00,9.507218328e+01,2.566261499e+01,8.075286436e+01,6.380828251e+01,9.167116916e+01,3.824907210e+01,9.305310444e+01,3.911022884e+00,2.433292546e+01,1.488185583e+01,4.481324018e+01,2.053119685e+01,1.816119969e+01,1.297956533e+01,3.117680081e+01,5.528691431e+01,4.293282876e+01,5.038844432e+01,2.783231127e+01,8.628853132e+01,9.083870807e+01,5.797357674e+01,4.639180784e+01,7.802713624e+01,1.024433536e+01,9.623912654e+01,4.346307470e+01,4.607031701e+01,5.691861483e+01,6.501291741e+01,3.922862005e+01,9.858195789e+01,6.610668642e+01,6.726038996e+01,5.853921386e+01,2.581933905e+01,1.850769278e+01,9.185540114e+00,9.902682911e+01,5.464827921e+01,4.140323250e+01
5.989292012e+01,6.829149226e+01,3.788732465e+01,4.242698970e+01,6.087327860e+01,5.752588628e+01,2.433600310e+01,4.282218212e+01,3.499290193e+01,7.584584379e+01,4.369157977e+01,1.139664930e+00,7.232631587e+00,6.910324035e+01,6.523205780e+00,9.321146324e+01,4.299054894e+01,6.648948394e+01,5.377971599e+01,8.111027390e+01,8.494238294e+01,2.442355155e+01,3.662981372e+01,3.634015291e+01,2.200711840e+01,1.328417241e+01,9.812636254e+01,8.473470830e+01,6.616301547e+01,3.056019293e+01,2.084291865e+01,3.754686006e-01,9.815990316e+01,5.523829717e+01,3.746933501e+01,9.523314185e+01,7.359589707e+01,2.140961059e+01,7.918228359e+01,2.196379571e+01,1.181050855e+01,4.535747829e+01,9.837620830e+01,6.774264836e+01,4.378803465e+01,3.168782954e+01,2.309928027e+00,4.717820435e+01,9.369191855e+01,3.081880405e+01,9.723815337e+01,3.569462142e+01,6.745391705e+01,4.141464218e+01,2.090056458e+00
3.368158639e+01,4.410056567e+00,8.655220108e+01,4.379106883e+01,7.918574541e+01,8.993546284e+01,6.717964432e+00,3.787865107e+00,2.062449492e+01,1.759323582e+01,2.499865668e+01,2.044845153e+01,9.639940912e+01,3.688317261e+01,1.807336979e+01,6.622052223e+00,4.281905487e+01,1.531356532e+01,1.578558664e+01,4.445836068e+01,2.426164417e+01,8.875181012e+01,6.410576673e+01,8.072638929e+01,3.917318007e+01,9.051493803e+01,1.556553297e+01,5.471716980e+01,8.047274127e+01,9.213140787e+01,5.460030872e+01,2.067267649e+01,1.159784003e+01,9.577723563e+01,6.804481043e+01,8.525335911e+01,4.554178080e+01,4.142679353e+01,4.564304863e+01,7.005596908e+01,4.214358690e+01,7.324601883e+01,7.048338217e+01,5.031379891e+01,4.956641211e+01,1.747018156e+01,1.973015529e+01,7.840710380e+01,4.598944751e+00,6.961324872e+01,1.148686215e+01,2.720704461e+01,7.602243599e+01,3.805700803e+01,6.482597903e+01
8.123054361e+01,3.706912917e+01,4.005917457e+01,9.866158687e+01,3.301021974e+01,5.864663063e+01,4.403405487e+01,4.517987463e+01,2.436367035e+01,3.249546811e+01,4.288952528e+01,7.519035291e+01,6.571854090e+01,6.604960697e+01,6.534609783e+01,9.988429297e+01,1.787953613e+01,8.358878507e+01,4.489990858e+01,8.562784177e-01,1.698976535e+01,1.221939309e+00,7.074981010e+01,4.377020984e+01,3.336501357e+01,2.407974119e+01,2.846185792e+01,4.388871474e+01,3.188968037e+01,7.290165432e+01,6.910711149e+01,1.792998521e+01,7.444030495e+01,7.027445275e+01,4.820033073e+01,3.687148335e+01,6.126824513e+01,6.427634670e+01,5.978159380e+01,4.553717137e+01,6.076641573e+01,5.653497341e+01,9.688203266e+00,9.524648830e+00,2.941750957e+01,3.390938911e+01,6.481587248e+01,2.707812101e+01,5.636712161e+01,7.858348304e+01,7.865989394e+01,9.478688752e+01,9.611556246e+01,6.590150416e+01,1.490781135e+01
6.089534763e+01,2.364866631e+01,4.722723528e+01,2.782029359e+01,3.258676384e-01,5.322721076e+01,3.250342557e+01,3.147387108e+01,5.220642675e+01,3.732056431e+01,1.422322070e+01,1.389460046e+01,2.166922146e+01,3.096640510e+01,1.987350207e+01,7.773681311e+01,9.612616145e+01,7.739263654e+01,8.883753753e+01,9.300942390e+01,6.928681267e+01,3.535604031e+01,7.883614643e+01,1.622687508e+01,6.383056134e+01,1.287273596e+00,9.295833117e+01,1.491655997e+01,4.574959125e+01,1.302520405e+01,3.054879366e+01,3.717351958e+01,2.430443991e+01,3.991510532e+01,8.120581324e+01,7.773731867e+01,2.861917280e+01,2.809048644e+01,9.352082537e+01,3.855757939e+01,9.424543594e+01,5.331013376e+00,1.096948789e+01,5.305355400e+01,8.775811808e+01,2.511584143e+01,9.081436522e+01,7.333914482e+01,2.363619821e+00,9.521361791e+01,7.614343202e+01,7.244527508e+01,4.340985578e+01,7.284859356e+01,1.389094777e+01
2.914376514e+01,3.758117525e+00,7.300302708e+01,6.092582362e+01,2.166960965e+01,3.164640792e+01,5.339042366e+01,7.632903582e+01,4.605305683e+01,4.303162546e+01,6.345353670e+01,4.244896841e+01,6.289624989e+01,9.879721150e+01,7.444485414e+01,7.417256026e+01,3.189959893e+01,1.016992442e-01,8.095561947e+01,3.833214421e+01,8.255062967e+01,5.889028136e+01,3.044932771e+01,7.904302302e+01,4.534580450e+01,5.944660817e+01,1.602840644e+01,7.138858026e+01,5.943237751e+01,6.280421345e+00,6.577890457e+01,8.339073869e+01,8.705890904e+01,6.680131442e+01,6.171873261e+01,5.293397341e+01,7.424595972e+01,5.806128139e+01,2.568127663e+01,9.190422031e+01,4.092892090e+01,2.959311340e+01,5.836107118e+01,2.280752327e+01,9.929890662e+01,2.990065132e+01,9.015661889e+01,5.103420185e+01,6.910304753e+01,9.486803696e+01,7.734587813e+00,7.975307141e+01,9.559090549e+01,5.200992551e+01,9.666531592e+01
3.876484447e+01,2.491669459e+01,7.407138654e+01,8.859283201e+01,9.070110901e+01,3.941969835e+00,5.318694945e+01,8.806897883e+01,7.724762305e+01,6.166096881e+01,1.422972637e+00,4.140107870e+01,8.804926540e+01,8.963071751e+01,1.305321334e+01,3.366601593e+01,9.805326145e+01,8.517064706e+01,6.915381306e+01,8.842126804e+01,7.704056980e+00,9.697956443e+01,6.647885065e+01,7.859059237e+01,1.980781589e+01,3.005443934e+01,9.070942972e+01,8.878254894e+00,2.651298008e+01,7.859780196e+01,9.143582010e+00,1.710164934e+01,4.657959656e+01,5.454371933e+01,4.900427322e+01,8.864880450e+01,4.444194994e+01,1.551287645e+01,2.145029622e+01,1.102149999e+01,1.420879484e+01,4.273772885e+01,3.629970902e+01,1.331809864e+01,6.765425463e+01,8.297695122e+01,3.339373867e+01,2.500437689e+01,4.892000422e+01,8.111250173e+01,6.280417820e+01,8.385966142e+01,3.267945126e+01,2.872448167e+01,2.710156269e+01
9.227523929e+01,5.770471975e+01,6.076859468e+01,2.173522647e+01,5.234455995e+01,3.296448415e+01,5.192435963e+01,7.281992704e+01,2.945632650e+01,5.524021637e+01,3.344097461e+01,8.490092155e+01,7.868728751e+01,3.487059911e+01,7.354462614e+01,1.197224135e+01,9.254326017e+01,6.627138257e+01,9.895450412e+01,8.358568954e+01,7.119432975e+01,8.619324863e+01,5.153373997e+01,3.434763183e+01,6.511175770e+01,8.993516475e+01,5.772108198e+00,7.986940757e+01,1.986621138e+01,1.753970101e+01,9.493641806e+01,4.547499628e+01,4.997361005e+00,6.115594095e+01,7.832153290e+01,2.366199061e+01,9.073771448e+01,2.128146910e+01,3.167397913e+00,4.293894216e+01,7.805714196e+01,7.468220546e+01,9.621417288e+01,7.294597140e+01,4.560520313e+01,7.725069763e+01,8.244762466e+01,1.695484679e+00,8.273549168e+01,5.363542908e+00,5.085359964e+00,2.546360827e+01,8.776851081e+01,3.879316694e+01,8.768517390e+01
