v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25
3.808287807e+01,8.328179965e+01,9.160579731e+01,8.061524852e+01,5.653309674e+01,5.771845973e+01,5.718622179e+01,1.331397562e+01,3.701657651e+01,3.032836897e+01,9.238385717e+01,3.258696450e+01,3.884514928e+01,6.930876163e+01,6.071888108e+01,9.215729192e+00,6.158611048e+01,5.547068596e+01,7.547801333e+01,8.024430439e+00,4.342582127e+01,9.114532449e+01,1.414453074e+01,9.432809324e+01,6.796502757e+01
5.503977886e+01,8.073810016e+01,6.030138175e+01,5.970420628e+00,4.168600146e+01,2.114053333e+01,8.374658866e+01,5.328048768e+01,9.263257813e+01,8.132978488e+01,8.430162754e+01,1.679818549e+01,9.896643149e+01,7.981805920e+01,8.158774167e+01,5.581184643e+01,8.756488811e+01,2.485790544e+01,5.064235415e+01,1.987579072e+01,7.979896963e+01,6.906244126e+01,4.548396401e+01,6.366246725e+00,4.029765098e+01
2.840013872e+01,2.319571657e+01,2.547082158e+01,3.383712592e+01,2.570320355e+01,8.166131867e+00,1.348102126e+01,6.373322387e+01,6.250631080e+01,7.370014592e+01,4.035458627e+01,2.556831215e+01,6.225312870e+01,4.950696431e+01,8.783465484e+01,2.784594034e+01,2.976260927e+01,1.351086532e+01,7.956729143e+01,3.293850438e+00,2.991444528e+01,8.232545085e+01,7.994487293e+01,9.158707645e+01,1.577044783e+01
7.251886373e+00,3.570767611e+01,6.904925580e+00,4.636637877e+01,1.009506191e+01,9.889679120e+01,5.223522886e+01,3.084041739e+01,3.527138197e+01,1.773537233e+01,4.118290215e+01,8.852987432e+01,3.544536719e+01,9.833692729e+01,7.780916647e+01,5.741764049e+01,3.989033074e+01,6.449095853e+01,8.788341553e+01,6.367251137e+01,7.372102217e+00,4.542345647e+01,5.192279068e+01,7.896008547e+01,5.176465356e+01
4.356494356e+01,6.292352386e+01,7.170705985e+01,7.424490068e+01,8.956199577e+01,7.994362316e+01,5.006213095e+00,4.571116409e+01,3.778661005e+00,9.463675925e+01,6.365038527e+01,4.991337796e+01,6.967092474e+00,3.984655447e+01,4.219067012e+01,6.997530609e+00,9.511258045e+01,6.894301502e+01,2.129425340e+01,5.817057893e+01,3.316036800e+01,3.703879843e+01,4.324133867e+01,1.658415259e+01,7.702395248e+01
6.618552004e+01,7.972432119e+01,4.183354934e+01,7.415110021e+01,6.501550985e+01,2.841171065e+01,7.144178356e+01,1.410021237e+01,3.981547168e+01,3.928293167e+00,8.577786975e+01,8.123437916e+01,4.454254712e+00,4.377164984e+01,7.274804812e+01,8.116416446e+01,8.298893544e+01,1.414561232e+01,8.883052319e+01,6.498197249e+01,7.925220141e+01,9.926913075e+01,7.618503253e+01,6.161523391e+01,9.788220957e+01
4.036586504e+01,3.703716703e+01,4.514915691e+00,7.711984243e+01,9.687616943e+01,9.491121910e+01,6.707311963e+01,5.645062219e+01,5.963119832e+01,6.996289705e+00,5.444899591e+01,4.777657741e+01,6.237864498e+01,6.993760394e+01,6.628580510e+01,1.663125663e+00,7.543790432e+01,3.328419481e+01,8.615170308e+01,1.994869220e+00,5.974616355e+01,6.154385850e+01,1.827260813e+01,1.706550862e+01,4.872855835e+01
6.638603842e+01,7.149446176e+01,6.052249981e+01,3.256607251e+01,6.757412977e+01,3.568986825e+01,4.057743322e+01,1.409205315e+01,4.835534837e+00,3.220428787e+01,8.704564167e+01,2.125383126e-01,2.589206856e+01,6.495937966e+01,1.427844744e+01,8.416173068e+01,9.379553911e+00,8.374785825e+01,6.607125201e+01,6.081828908e+01,2.282148280e+01,2.394224019e+01,3.487413453e+01,8.277540275e+01,4.141241632e+01
9.872546817e+00,6.534756688e+00,3.259933173e+01,4.114041346e+01,3.059409234e+01,9.360440420e+01,1.974320204e+01,5.380872045e+01,9.810502460e+01,8.914200604e+01,2.887507894e+01,2.662927245e+01,7.710121124e+01,6.210410703e+01,6.520383574e+01,6.960508978e+01,4.049544174e+01,6.017868934e+01,2.546330074e+01,2.329184147e+00,4.231795510e+01,9.996312060e+01,3.111230959e+01,6.431852973e+01,3.964714620e+01
7.733213219e+01,6.300632167e+01,7.753428025e+01,6.904099741e+01,7.782620191e+01,2.365436916e+01,6.262253045e+01,2.079136433e+01,4.899585205e+01,7.989308537e+01,2.337797436e+01,7.199740097e+01,5.059005744e+01,3.500065881e+01,4.859845109e+01,1.326615604e+01,7.935088160e+01,4.298916766e+01,5.467228932e+01,9.480259245e+01,4.143002055e+00,5.537005534e+01,7.563062734e+00,1.025752003e+01,3.201654239e+01
4.809175773e+01,3.331137180e+01,8.799787039e+00,5.607852305e+01,1.068417244e+01,5.800292480e+00,3.163066899e+01,2.498041771e+01,9.325739236e+01,7.108810262e+01,2.554342073e+00,5.273550824e+01,8.998702045e+01,9.502807177e+01,7.723620465e+01,8.660575951e+01,3.634280306e+01,3.468592823e+01,9.142153836e+01,5.413271533e+01,1.011247649e+01,7.608961973e+01,6.196850700e+01,6.589287578e+01,2.260377783e+01
9.360284517e+01,5.933535928e+01,5.709645317e+01,2.847133492e+00,1.926770263e+00,8.221547181e+01,8.658651706e+01,3.275653003e+00,1.848143053e+01,6.978741129e+01,5.004994303e+00,7.730040713e+01,1.099541304e+01,9.382914572e+01,9.687847526e+01,9.714323006e+01,6.809976702e+01,2.876477447e+01,5.438952938e+01,7.703217857e-01,8.725808358e+01,8.387665792e+01,9.190339983e+01,5.676786867e+01,3.167617519e+01
4.842433948e+01,5.723028754e+01,6.722429102e+01,9.530905682e+01,5.627723119e+01,8.072957106e+01,2.251347985e+01,3.749581543e+01,4.838243230e+01,6.432278373e+00,8.026814273e+01,5.883524219e+00,3.177077965e+01,7.270841324e+01,5.098859226e+01,3.929262118e+01,6.727763445e+01,2.508575392e+01,5.911886329e+01,2.321205069e+01,3.126146548e+01,6.114397982e+01,4.100179678e+01,1.527782960e+00,7.884440764e+01
3.810688336e+01,4.985725419e+01,6.142179604e+01,7.663330785e+01,6.440787628e+01,7.122407650e+01,5.265525442e+01,9.981335059e+00,3.955290551e+00,7.699325987e+01,2.693439105e+01,9.620630211e+01,7.913857444e+01,3.751047122e+01,7.892980586e+01,4.620677091e+01,8.277853099e+01,8.156851123e+01,4.120136039e+01,2.388659294e+01,6.193855968e+01,8.590515738e+01,2.163655521e+01,7.237211032e+01,6.357421478e+01
5.565884928e+01,4.654780423e+01,8.024253310e+01,7.609640159e+01,1.205984041e+01,4.501451884e+00,9.463183405e+01,7.401177740e+01,7.208683850e+01,9.440833876e+01,7.947765844e+01,5.535479224e+00,7.200754984e+01,3.726690548e+01,1.690882835e+01,3.291927914e+01,3.813077046e+01,5.321905743e+00,9.310503536e+01,6.077414110e+01,2.514249182e+01,6.818095172e+01,7.723763735e+00,7.324679199e+01,8.501828877e+01
7.968709572e+01,2.130615771e+01,7.837122497e+01,4.917082625e+01,1.086289856e+01,8.510505999e+01,9.564051067e+01,9.125652788e+01,7.409643617e+01,1.724155840e+01,4.448268160e+01,8.708346235e+01,3.759912342e+01,6.412819015e+01,4.589919346e+00,6.618738792e+01,1.761627453e+01,2.567252724e+00,4.616327934e+00,2.332904484e+01,3.776927238e+01,4.500137197e+01,1.425636429e+00,7.159678633e+01,7.348058789e+01
3.557800080e+01,1.012064920e+01,5.891105469e+00,7.645778360e+01,7.966163851e+01,7.108952539e+01,2.184658753e+00,2.165013929e+01,8.822413130e+01,3.696599593e+01,1.118475439e+00,7.490654271e+00,1.738618485e+00,2.419994475e+01,3.351035603e+01,7.687646252e+01,5.735107133e+01,7.141327260e+01,3.003609706e+01,6.515681859e+01,2.346101417e+01,6.549373220e+01,6.817773059e+01,4.200429174e+01,5.366559937e+00
2.564994594e+01,6.070458853e+01,2.649519342e+01,9.212683523e+01,4.389483477e+01,6.538081880e+01,1.560582448e+01,3.388588209e+01,2.155695876e+00,3.592995053e+00,4.235293829e+01,3.053295771e+01,1.813661873e+01,6.946782138e+01,5.105129036e+01,8.155224229e+01,8.939027307e+01,5.660396481e+01,9.759658501e+00,8.704159968e+01,2.791721086e+01,4.681963203e+01,7.987133969e+01,2.679772880e+01,6.070071234e+01
8.440143446e+01,3.242083571e+01,8.172367725e+01,9.502083791e+01,6.385093207e+01,5.086778798e+00,1.376797866e+01,1.577590770e+01,2.330554803e+01,3.546834221e+01,1.243563348e+01,5.584514885e+01,9.231483174e+01,9.113601698e+01,6.090608410e+00,1.780418209e+00,8.519730761e+01,6.859297214e+01,6.791342930e+01,2.311733535e+01,7.784727274e+01,4.906822365e+01,7.796940682e+01,5.261624535e+01,7.289089611e+01
9.575534494e+01,4.511888037e+01,8.451778514e+01,6.126691676e+01,5.684926000e+01,3.470479254e+01,2.665436534e+01,7.301369941e+00,8.595170786e+01,1.201731906e+00,9.043616823e+01,9.180536893e+00,1.881571189e+01,3.081693679e+01,6.109292522e+01,7.719489346e+01,9.888677142e+01,7.259268225e+01,9.767923452e+01,3.550858907e+01,4.851867545e+01,5.945394380e+01,9.613655688e+01,9.958243574e+01,4.450416288e+01
9.499992726e+01,1.373227577e+01,3.919775198e+01,4.736078340e+01,2.020711247e+01,8.992975071e+01,9.601455527e+01,7.544779239e+01,2.608801031e+01,8.205644845e+01,1.351658916e+01,8.474864916e+01,9.600470764e+01,7.508029853e+01,6.538586849e+01,9.956786018e+01,7.538571300e+01,5.682705428e+01,5.564924985e+01,3.653577539e+01,7.142079918e+01,1.668815098e+00,4.672212969e+00,4.790143544e+01,6.301377118e+01
2.580430381e+01,9.106695423e+01,9.768796426e+01,9.706811797e+01,1.367781234e+00,5.211254466e+01,1.892118681e+01,7.381137230e+01,1.197199436e+01,5.641761743e+01,5.740437765e+01,2.250403869e+01,8.250625462e+01,8.676344816e+00,3.163797206e+01,9.154345918e+01,2.687818208e+01,4.720274421e+01,2.598628326e+01,9.578490791e+01,2.264793614e+01,4.374077547e+01,1.354005907e+00,8.514826409e+01,8.060660062e+01
9.285111831e+01,9.309671872e+01,7.631559578e+01,7.448188207e+01,6.550307397e+01,9.331488009e+01,3.488325937e+01,8.228174063e+01,6.968908471e+01,3.380501064e+01,8.651834672e+00,8.160293170e+01,9.620572898e+01,5.797390236e+01,2.621852770e+01,3.437601197e+01,8.402695560e+01,4.845215674e+01,2.351583778e+01,4.202546375e+01,5.558917366e+01,9.973599043e+01,5.589676527e+01,1.871240765e+01,7.817857141e+01
8.789677892e+01,4.058929374e+01,9.238521099e+01,3.976629678e+00,3.589463758e+01,1.731234273e+00,8.229645784e+01,8.371703189e+01,1.270793754e+00,3.474138683e+01,3.643747622e+00,5.050697893e+01,7.119893000e+01,1.385561797e+01,6.403916639e+01,9.609771505e+00,9.778639286e+01,5.007943791e+01,1.931642719e+01,1.221795349e+01,3.105256538e+01,9.400384272e+01,1.673361182e+01,9.901038393e+01,6.215429826e+00
8.749410359e+01,9.525122910e+01,7.076004547e+01,6.553260559e+01,6.917094357e+01,6.825393099e+01,6.594276277e+01,1.271585880e+00,8.902435775e+01,5.078430459e+01,7.622240894e+01,7.725932108e+01,1.648220593e+01,1.904790139e+01,5.573599847e+01,4.746444408e+01,5.305424483e+01,1.027847024e+01,5.403335803e+01,9.693425230e+00,3.463759112e+00,6.709302313e+00,1.214934089e+01,4.304474214e+01,3.118968173e+01
2.334928210e+00,4.732278831e+01,4.068718499e+01,8.611453164e+01,7.018975432e+00,7.772348579e+01,4.378841552e+00,4.346332537e+01,6.208951559e+01,9.812695859e+01,3.532966303e+01,6.320268717e-01,4.100358254e+01,7.787206063e+00,6.265646345e+01,1.593207390e+01,1.618377034e+01,7.052402241e+01,7.577635252e+01,8.185359101e+01,9.414044927e+01,6.210952549e+01,7.234464577e+01,6.437147104e+00,6.426056599e+01
7.534980978e+01,2.562880923e+01,8.160150293e+01,5.960287907e+01,4.364783653e+01,7.350282355e+01,6.129006414e+00,2.146497586e+01,9.862614533e+01,4.961344396e+01,7.037288386e+01,9.653471299e+01,2.342294494e+01,5.920041477e+01,3.360596193e+01,5.885839166e+01,8.970884505e+01,3.845111544e+01,5.092263350e+01,1.303076168e+01,5.868013287e+01,3.564179944e+01,5.647996148e+01,9.882217331e+01,3.404651823e+00
5.999501821e+01,6.549854104e+01,1.999836766e+00,2.522111054e+01,3.943579244e+01,6.812612273e+01,9.495214043e+00,7.947818225e+01,1.767985665e+01,4.907849974e+01,6.107410126e+01,8.458212188e+01,4.063527564e+01,6.177444169e+01,5.187884550e+01,8.107467145e+01,2.936902964e+01,4.634389499e+01,7.027996903e+01,2.667974546e+01,6.791831006e+01,3.544438011e+01,9.757086916e+01,1.070161980e+01,6.486321241e+01
7.453647565e+01,9.860888222e+01,3.106150047e+01,3.678772299e+01,2.991903692e+00,3.208774989e+01,7.722786607e+01,2.135146811e+01,6.249487977e+01,7.923906841e+01,2.843195461e+01,1.831855926e+01,8.081078975e+01,1.792399322e+01,4.962620906e+01,7.424024681e+01,8.813219141e+01,1.005953573e+01,3.231616286e+01,2.047250757e+01,7.306919096e+01,8.197869808e+01,9.222071119e+01,5.302308883e+01,5.271844036e+01
2.522726568e+01,3.420073277e+01,1.280637303e+01,8.655144985e+01,6.643895205e+01,1.535568735e+01,7.391321334e+01,1.465339412e+01,9.687498046e+01,3.997137661e+01,9.756768139e+01,1.305476889e+01,6.405700833e+01,9.712495284e+01,6.433963416e+01,7.252438292e+01,9.155419972e+01,6.659392359e+01,5.846222221e+01,6.783593253e+01,8.747701457e+01,1.521573746e+01,1.662285150e+01,6.999744869e+01,3.415806984e+01
8.506206828e+01,4.991244930e+01,3.826489861e+01,8.044273525e+01,1.877616537e+01,9.524746780e+01,7.361173394e+01,2.639788007e+01,3.427187875e+01,5.395413552e+01,2.079711436e+01,5.986512648e+01,4.454667516e+01,4.359863523e+01,4.788351691e+01,9.179243072e+01,8.268531384e+01,4.832038861e+01,4.752081786e+01,9.465462708e+01,1.450707774e+01,4.085596152e+00,7.516344003e+01,3.643646729e+01,9.645451897e+01
2.465345992e+01,7.076527995e+01,5.478894306e+00,6.940255698e+01,6.823655460e+01,1.162651784e+01,8.042069554e+01,2.260862355e+01,1.534906776e+01,6.179928103e+01,3.764980107e+01,9.864311161e+01,3.047821457e+01,4.249257892e+01,9.503326346e+01,1.520458979e+01,5.719258106e+01,8.129217290e+01,8.162029578e+00,7.904729882e+01,6.873457390e+01,8.054709298e+01,9.721057913e+01,1.134656668e+01,9.497535979e-01
1.764482792e+01,3.745392377e+00,2.535515975e+01,7.282435959e+00,2.727591578e+00,6.718818557e+01,1.125897148e+01,4.987204314e+01,9.004047331e+01,5.831668156e+00,5.828780806e+01,6.159212641e+01,3.228947904e+01,9.436854618e+01,5.693618800e+00,3.059659903e+01,5.666769069e+01,1.557002821e-01,6.847133354e+01,2.724096257e+01,1.668025677e+01,6.361431663e+01,4.747786854e+01,7.440394651e+01,5.289013261e+01
3.250776882e+01,7.608769518e+01,5.881078877e+01,8.034296579e+00,4.131120904e+01,9.421491101e+01,9.716692398e+01,5.356910925e+01,6.725312943e+01,1.496459521e+01,9.597307973e+00,6.003264093e+01,6.970959633e+01,7.782944527e+01,7.142585360e+01,2.753906967e+01,6.294150588e+01,7.674564761e+01,1.667353820e+01,6.435413234e+00,1.851944700e+01,5.665743662e+01,8.176384382e+01,2.641171734e+01,1.265956077e+01
1.171007469e+01,9.487853030e+01,4.268839943e+01,9.477541711e+01,5.351819561e+01,5.832819081e+01,2.482665473e+01,7.324962756e+01,9.895043241e+01,3.820059423e+01,9.520293324e+01,1.534866275e+01,5.449475594e+01,9.189952756e+01,5.044077737e+01,3.056843717e+00,3.032904701e+01,9.988144123e+01,4.084152530e+01,9.448384072e+01,5.494366614e+01,8.973468537e+01,3.739097608e+01,8.045110471e+01,2.167573815e+01
3.250544979e-01,5.522163593e+01,4.481469977e+01,9.015762497e+01,9.211324623e+01,6.395024071e+01,3.384086861e+01,2.221794099e+01,4.270808303e+01,5.149880818e+01,6.187046080e+01,5.040958088e+01,8.752558645e+01,7.214477944e+01,1.007731889e+01,6.596217254e+01,2.838968923e+01,2.635824652e+01,6.686499235e+01,4.096161203e+01,3.006231868e+01,1.813440352e+01,9.118529661e+01,1.722932407e+01,4.960000516e+01
8.970691963e+01,8.291922841e+01,5.949333325e+00,2.122436718e+01,2.730181041e+01,6.576267327e+01,8.058684004e+00,9.650966487e+01,2.869586751e+01,4.949912367e+01,6.513744090e+01,5.483421147e+01,1.505539887e+01,6.265210983e+01,6.794354177e+01,9.315035793e+00,8.884880779e+01,8.498120689e+00,2.086039404e+01,6.239206121e+01,8.443884733e+01,7.204932479e+01,2.020799579e+01,7.631746837e+01,2.101852840e+01
5.189061022e+01,7.448741096e+01,7.193331062e+01,7.654013862e+01,9.575557838e+01,5.975387110e+01,9.617104316e+01,3.398002228e+01,1.623804597e+01,4.098987383e+01,3.189277341e+01,7.843122228e+01,3.863206079e+01,8.200057342e+01,5.486652384e+01,1.619659790e+01,2.244575010e+00,3.161315333e+01,3.200722395e+01,4.407923794e+01,5.537880358e+01,1.637205218e+01,2.651402140e+01,8.879220680e+01,5.521548669e+01
9.455911825e+01,4.207868966e+01,4.032498434e+01,9.088616451e+01,5.717802559e-01,7.492220366e+01,5.038683524e+01,2.897434991e+01,4.145645468e+01,5.043887817e+01,2.315513664e+00,2.624969350e+01,8.117443037e+01,5.186971449e+01,6.545064687e+01,9.549878674e+01,1.361419731e+01,9.514752861e+01,2.705812491e+01,8.511452612e+01,2.075010396e+01,5.938247447e+00,5.891184184e+01,4.849569372e+01,6.923693310e+01
2.060216530e+01,4.939129488e+01,5.431707944e+01,7.032834913e+01,4.011793274e+00,1.255734187e+01,2.218857993e+01,9.096175679e+01,5.781120156e+01,2.811488503e+01,7.370749575e+01,1.702670901e+01,8.968926999e+01,9.856572514e+01,7.372581393e+01,4.527501096e+00,6.013441566e+01,1.994019776e+01,7.899496240e+01,5.212116419e+01,1.058646754e+01,2.791567964e+00,5.772193345e+01,7.133108235e+01,3.849512684e+01
1.840582065e+01,4.775517050e+01,4.023822616e+01,7.836170710e+01,9.290320626e+01,1.164413522e-01,2.109200715e+01,9.645264681e+01,3.619071487e+01,7.054183554e+01,5.522186809e+01,3.816154594e+01,4.384036363e+01,4.442441257e+01,4.545090740e+01,7.856135678e+00,1.182574406e+01,8.355421042e+01,9.616172514e+01,5.465778646e+01,9.614105131e+01,8.578618128e+01,4.226566141e+01,4.862384924e+01,1.592147886e+01
7.936727611e+00,7.554597598e+01,8.635166648e+01,8.946413079e+01,6.514527394e+01,6.193477565e+01,3.375461362e+01,4.560032364e+00,9.229828578e+01,1.556948356e+01,3.800371555e+01,2.585306962e+01,6.191225152e+01,4.755948107e+00,9.523109108e+01,2.964149108e+01,1.956353732e+01,4.875120023e+00,3.863927551e+00,9.502195010e+01,6.302265781e+01,9.706777842e+01,1.736700157e+01,3.082700472e+01,1.884937034e+01
6.594448204e+00,1.884959468e+01,8.778672867e+01,9.127644309e+01,6.419116020e+01,1.817977632e+01,2.772053123e+01,5.473007197e+01,5.257271901e+01,8.115277433e+01,6.848190649e+01,9.157924254e+01,6.903025340e+01,3.615866948e+01,1.849361529e+01,3.171077277e+01,3.360612782e+01,2.900530023e+01,3.389476362e+01,8.736762203e+01,4.434685862e+01,4.096999948e+01,8.570185291e+01,9.736260623e+01,5.592146885e+00
7.377820243e+01,9.884164099e+01,6.068762007e+01,1.306729713e+01,4.581336562e+01,1.823464375e+01,2.733177149e+01,3.134954000e+01,1.071817783e+01,8.212009306e+00,1.509444648e+01,4.433903813e+01,9.188899816e+01,7.812853113e+00,2.670807473e+01,2.953605906e+01,2.153436630e+01,6.335000270e+01,5.324804324e+01,1.703090668e+01,3.627373843e+01,3.007821827e+01,9.850768035e+01,6.630912136e+01,2.649733875e+01
3.744359519e+01,2.847094190e+01,5.199753721e+01,7.483173340e+01,3.007421168e+01,1.975707922e+01,2.393786188e+01,1.693543927e+00,4.299940038e+01,6.846980488e+01,9.591420139e+01,1.667152221e+01,4.537651332e+01,2.220604033e+00,8.407588517e+01,4.430033385e+01,7.599279668e+01,9.653087129e+01,7.228030411e+00,7.120461315e+01,4.266851898e+01,4.661701977e+01,6.850440785e+01,8.949403877e+00,3.719991267e+01
3.375677680e+01,1.546307971e+01,2.060690490e+01,2.346972833e+01,9.945446962e+01,7.280756317e+00,8.535172525e+01,7.603112230e+01,2.007650706e+01,9.505388692e+01,4.882278844e+01,7.568343039e+01,8.915903845e+01,6.032022871e+01,2.137742747e+01,9.070708667e+01,1.437297086e+01,1.579359152e+00,2.768213930e+01,4.234266184e+01,3.723904220e+01,5.433701605e+01,2.007814556e+01,8.526509107e+01,2.606605614e+01
1.816001347e+01,7.230106969e+00,4.297116790e+01,4.908287980e+01,6.567884665e+01,5.114163554e+01,1.522593960e+01,8.586111421e+01,5.015954301e+00,9.968260159e+01,2.714680016e+01,3.299275952e+01,9.380599856e+01,4.169997351e+01,2.375568952e+01,8.727967478e+01,8.083248882e+01,1.778426861e+01,1.588935462e+01,9.952312218e+01,5.510731892e+01,6.338064978e+01,8.046015275e+01,6.867746843e+01,4.199300102e+00
2.087130463e+01,4.630901320e+01,4.378336069e+01,2.050063736e+01,1.903010813e+01,1.938368280e+01,9.847264998e+01,5.563551032e+01,1.597244461e+01,7.626326500e+01,3.708749967e+01,2.749408619e+01,3.184073532e+01,7.353933714e+01,8.413312421e-01,6.087302601e+01,8.541637708e+01,6.378797812e+01,9.966029679e+01,7.813434338e+01,4.634102295e+01,5.313449571e+01,8.858348487e+01,1.491503380e+01,6.670461824e+01
1.271781369e+01,2.648248334e+01,3.206011608e+01,6.394180530e+01,1.717432795e+01,6.909199922e+01,9.974358644e+01,5.546559435e+01,4.471036037e+01,4.002210242e+01,6.303616688e+01,1.960244928e+01,7.243394600e+01,9.313021374e-01,4.087678978e+01,2.200362991e+00,3.616857666e+01,2.943089145e+00,4.991526657e+01,7.188465768e+01,8.954363715e+01,7.069807884e+01,9.076811660e+01,4.311398558e+01,5.051301764e+01
2.073725774e+01,9.333871205e+00,2.739651935e+01,8.710991546e+01,7.310938598e+01,2.659489726e+01,2.814603030e+01,3.770544325e+01,7.154914075e+01,4.931322924e+01,6.439637376e+01,6.354103322e+01,5.789829474e+01,2.397557792e+01,3.913686474e+01,1.437642007e+01,9.288979557e+01,8.574961572e+01,2.420269185e+01,1.774808851e+01,8.756795391e+01,6.511294577e+01,2.288252862e+01,8.533398975e+01,8.407751691e+01
9.749207528e+01,8.277817948e+00,6.413938619e+01,3.521554336e+01,5.765210525e+01,2.938630754e+01,9.005440782e+01,1.757283930e+01,7.936860058e+01,9.221229518e+01,1.341243909e+01,6.220960368e+01,4.909385009e+01,9.666302110e+01,8.163001124e+01,4.104395828e+01,2.276281565e+01,2.075244948e+01,2.564039729e+01,4.998899841e+01,6.778796376e+01,6.993372168e+01,6.098560679e+01,1.803156845e+01,4.057350881e+00
9.867441134e+01,1.241948855e+00,9.211556234e+01,9.680416582e+01,1.150460337e+01,9.866228824e+01,3.891985422e+01,8.606029029e+01,1.307497558e+01,9.516766514e+01,1.746429483e+01,2.450853696e+01,1.132474422e+01,4.283377798e+01,4.743138452e+01,1.172072207e+01,9.913050191e+01,3.102069436e+01,3.662941903e+01,8.546640593e+00,5.986379935e+01,6.854071099e+01,4.442816718e+01,4.234786949e+01,2.822372756e+01
2.747859001e+01,5.579131342e+01,1.664279692e+01,2.400197999e+01,7.170938220e+01,4.140485721e+01,4.302781888e+01,4.392919698e+00,1.336873853e+01,5.670154100e+01,9.955452028e+01,6.155106805e+00,8.459551962e+01,7.346595087e+01,3.941944994e+01,1.334939056e+01,5.055248126e+01,3.965635876e+00,4.964674780e+01,5.809988951e+01,5.502678204e+01,4.845856936e+01,4.917506301e+01,6.282653630e+01,3.347965976e+01
9.280250510e+00,7.939096660e+01,8.566974071e+00,3.178624825e+01,3.097061693e+01,8.977979599e+01,4.333663544e+01,1.316621836e+01,3.952790620e+01,3.047212739e+01,4.387443150e+01,7.754438699e-01,5.208225479e+01,2.422017076e+01,1.620631104e+01,8.533213584e+01,5.793099968e+01,5.176083786e+01,8.632311520e+01,5.203117311e+01,1.923512007e+01,3.056998720e+01,4.265772690e+01,3.561374006e+01,4.088326921e+01
9.691039892e+01,1.092783130e+01,4.437924641e+00,2.275505890e+01,6.198558260e+01,6.671762766e+01,8.403918135e+01,6.592315762e+01,7.294164311e+01,1.569994921e+01,5.878366786e+01,7.222751240e+01,7.052006588e+01,8.429912304e+01,9.982800609e+01,7.702394624e+01,6.886460083e+01,7.686909805e+01,3.776322331e+01,8.384787143e+01,3.078655572e+01,2.350859679e+01,4.905456799e+01,7.965631575e+01,1.916291066e+01
1.780056537e+01,2.089625457e+01,7.672097176e+01,2.608013226e+01,5.883258757e+01,3.013810041e-01,2.012876132e+01,6.984338131e+01,3.305929185e+01,9.183756307e+01,7.144443032e+01,7.482807627e+01,2.210654264e+00,1.695865459e+01,7.209551757e+01,4.263719736e+01,6.654553415e+01,8.499337735e+01,4.020313486e+01,8.537889569e+01,2.053638305e+01,1.858349510e+01,2.996585124e+01,8.852731358e+01,9.686961469e+01
7.049188745e+01,6.981034501e+01,5.685683449e+01,1.891020067e+00,7.970436996e+01,4.534768247e+01,8.007114782e+01,3.182331278e+01,2.453909920e+00,5.728307261e+01,5.625018119e+01,8.462903800e+00,5.260189420e+01,3.897674943e+01,5.515236556e+01,5.043753248e+01,5.176749136e-02,2.333494933e+01,5.718097593e+01,5.381053236e+01,7.354112112e+01,9.356009281e+01,9.872472674e+01,8.322001667e+01,7.820887908e+01
5.895527025e+01,1.920222604e+01,2.551467350e+01,5.614350469e+01,3.696737607e+01,5.045239963e+01,4.870797691e+01,1.167670830e+01,1.516911304e+01,5.523701249e+01,1.808442569e+01,2.754781126e+00,3.485533732e+01,9.872631997e+01,9.360805869e+01,5.318462168e+01,6.660952453e+00,1.344052191e+01,4.810310275e+01,8.277268273e+01,2.189695631e+00,2.316255877e+01,3.626675407e+01,3.618047310e+01,9.949980139e+01
5.498015555e+01,9.581542049e+01,8.523260040e+01,7.267619740e+01,1.384050912e+01,6.654393892e+01,2.676064897e+01,2.903345555e+00,4.711262548e+01,8.469898441e+00,1.829165538e+01,5.537387036e+01,2.760267454e+01,4.458967049e+01,2.603829305e+01,5.234698337e+01,7.846857892e+01,7.291889751e+01,6.167419861e+01,7.784351068e+01,1.510264899e+01,7.645187291e+01,7.139797252e+01,4.635515205e+01,1.988030323e+01
2.396997997e+01,5.383091962e+01,5.238944690e+01,9.939931736e+01,5.931236154e+01,4.540540857e+01,8.716773021e+01,6.059629941e+01,8.335351750e+01,6.791959107e+01,5.867633005e+01,4.452473891e+01,4.149163179e+01,9.149084333e+01,9.457086772e+01,3.943786880e+01,1.750461450e+01,1.135586123e+01,2.947770942e-01,4.669561798e+01,7.813346196e+01,3.925429995e-01,6.997128947e+01,1.668742338e+01,8.868371776e+01
7.277538538e+01,5.175338375e+01,3.643048371e+01,8.239051193e+01,3.280700694e+01,4.112848875e+01,6.848618417e+01,7.362684032e+01,8.761930125e+01,3.141811361e+01,6.804174376e+01,2.888283785e+00,5.466710069e+00,4.745008297e+01,8.861645815e+01,7.958710440e+01,1.045251282e+00,1.161900253e+01,6.334848633e+01,1.084096659e+01,4.695488219e+01,9.734708900e+01,2.813154488e+01,8.003597497e+01,6.171118243e+01
