v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97
3.518708586e+01,6.219560952e+01,7.200096293e+00,6.247439992e+00,6.051554821e+01,4.635164408e+01,6.065983310e+01,5.617649176e+01,4.041551911e+00,8.852976442e+01,1.501093306e+01,7.644145507e+01,8.524722406e+01,4.017670626e+01,7.656997285e+01,4.522021664e+01,4.903607110e+00,1.840976090e+01,5.859642623e+01,9.732751875e+01,2.134742383e+01,1.311418678e+01,4.030708143e+01,4.589711386e+01,9.321415343e+01,1.365762620e+01,4.370798673e+01,9.998326789e+01,5.984796634e+00,4.241461611e+01,2.368389843e+01,7.679863511e+01,6.628648390e+01,2.517733902e+01,3.389777822e+01,8.359777146e+01,3.499941644e+01,8.994047261e+01,4.115042092e+01,4.753215419e+01,9.119328555e+01,8.016105345e+01,7.294772459e+01,8.105908219e+01,7.147422292e+01,6.684343477e+01,2.430288065e+01,3.938432402e+00,2.197825655e+01,3.096830627e+01,3.304189901e+01,4.437091316e+01,2.760940038e+01,3.649497398e+01,4.163077030e+01,8.867535431e+01,4.070455982e+01,3.674277125e+01,6.515359859e+01,7.388150495e+00,5.761419769e+01,1.950568548e+01,3.340606021e+01,7.731959859e+01,5.730141567e+01,3.041594859e+01,8.034269740e+01,9.534744914e+01,5.506709617e+01,4.055080365e+01,5.490110730e+01,6.405232561e+00,8.291781790e+00,4.822104718e+01,2.897999060e+01,9.156027162e+01,4.849011126e+01,7.132157179e+00,1.408622224e+01,2.570930758e+01,8.555993703e+01,5.787334567e+01,3.293019780e+01,7.592065876e+01,1.726842963e+01,1.641099170e+00,9.692286530e+01,7.249023876e+01,8.625669631e+00,6.387515463e+00,9.892183693e+01,1.732586451e+01,6.722588358e+00,4.205721641e+00,4.933032220e+01,4.645780844e+01,5.315393900e+01
3.722632191e+01,2.068703959e+00,9.184256137e+01,2.093063830e+01,3.014172101e+01,1.449946366e+00,1.586878296e+01,1.203741636e+01,3.584710181e+01,9.730963400e+01,6.330592943e+00,5.097271516e+00,5.073390307e+01,7.926571576e+01,1.583137096e+01,9.671766825e+01,7.049129023e+01,4.678455140e+01,6.961542245e+01,9.276150911e+01,9.080417721e+01,3.608387032e+01,8.039343848e+01,9.616265158e+01,9.448866218e+01,7.998512064e+01,4.005636195e+01,9.763560411e+00,8.870483493e+01,8.396895261e+01,7.445259690e+01,3.936589733e+01,9.151154176e+01,8.135070824e+01,7.043732704e+01,1.503619376e+01,5.221301413e+01,9.662729337e+01,5.872532908e+01,6.487705783e+01,4.932081961e+01,4.087086271e+01,3.327465905e+00,6.278330430e+00,4.609998509e+00,3.389498934e+01,4.936029663e+00,2.616160189e+01,6.261223073e+00,6.409815706e+01,4.113181209e+01,2.231334280e+01,2.218712253e+01,4.192144032e+01,8.147194861e+01,3.807226932e+01,1.239301404e+00,2.596543598e+01,9.860828983e+01,9.477404849e+01,3.342046440e+01,9.167075025e+01,1.759645826e+00,3.877987099e+01,1.134514113e+01,6.219027968e+01,5.344849565e+01,3.485857117e+01,8.836776220e+01,3.804538817e+01,3.574105048e+01,5.056546889e+00,5.531600861e+01,3.958196797e+01,3.984419827e+01,2.744090251e+00,9.712279964e+01,4.436424731e+01,5.785155784e+01,5.372686812e+01,6.736186129e+01,6.897702137e+00,5.508226586e+01,2.427208511e+01,6.193022062e+01,3.400011320e+01,8.395662148e+01,8.120358718e+01,3.000584795e+01,8.374790571e+01,7.232314993e+01,6.832710014e+01,9.249697482e+01,6.413858529e+01,5.084303360e+01,7.599264806e+01,5.089182140e+01
7.697926471e+00,2.132958411e+01,7.279322690e+01,7.305401494e+01,3.907384787e+01,6.699625045e+01,6.126505635e+01,9.280536083e+01,6.083460256e+01,4.273496976e+01,5.720882904e+00,9.118254440e+01,1.146008869e+01,4.412534695e+01,7.351930125e+01,4.638912330e+01,7.393167861e+01,4.796008138e+01,7.876007665e+01,6.010983748e+01,6.531100312e+01,6.017524843e-01,2.877626673e+00,6.653380812e+01,3.758708476e+00,1.946318883e+01,7.716740786e+01,1.535769354e+01,9.127966840e+01,7.661853121e+01,5.024210719e+01,8.557960722e+00,5.053807676e+01,4.902044976e+01,1.928537083e+01,2.435156130e+01,8.497047551e+01,1.429775199e+01,9.258841774e+00,8.085934948e+01,7.002364243e+01,1.025793604e+01,5.747188869e+01,4.850137732e+01,5.867636973e+01,5.720750043e+01,8.113691044e+01,4.310007566e+01,9.721159479e+01,8.046485361e+01,3.857133541e+00,4.252125017e+01,8.150821444e+01,3.184692689e+01,9.168618168e+00,1.040140223e+01,6.859017372e+01,2.342363766e+01,5.427175366e+01,9.777418626e+01,1.327847743e+01,9.713035651e+01,7.544479648e+01,4.627199420e+01,8.774875083e+01,9.873609384e+01,4.680954530e+01,4.069963610e+01,8.961020316e+01,4.280590527e+01,3.307724183e+01,6.609043719e+01,9.202501033e+01,6.376330408e+01,3.709484933e+01,8.665095121e+01,7.212135722e+01,1.292889629e+00,6.279584756e+01,5.901517650e+01,6.236551439e+01,8.189498161e+01,6.296779311e+01,9.463488680e+00,7.965663829e+01,1.148542482e+00,2.935212695e+01,3.135608129e+01,6.804141040e+01,3.897195331e+01,1.951058169e+01,5.177233205e+01,8.834301713e+01,9.728255661e+01,6.870384828e+01,7.010935041e+01,6.977242878e+01
9.996356032e+01,4.229491789e+01,6.959553219e+01,1.666921329e+01,8.643458210e+01,4.364302005e+01,4.671738877e+01,9.021830155e+01,8.976765959e+01,6.793864039e+01,5.010279102e+01,2.523229437e+01,5.366578902e+00,1.586721821e+01,8.647013774e+01,4.549901980e+01,2.220319372e+01,1.111114955e+01,5.252817131e+01,3.618632412e+01,5.803034745e+01,1.272050253e+01,8.141392771e+01,5.981707428e+01,2.711404014e+01,5.049129252e+01,9.528735361e+01,9.100012399e+01,7.382124783e+01,5.470320511e+01,3.005407004e+01,5.459784345e+01,4.940354812e+01,1.313473994e+01,1.342531305e+01,6.734107140e+01,6.888514072e+01,4.184329161e+01,7.264284143e+01,1.201618146e+01,1.804475691e+01,5.706777746e+01,3.811888842e+01,4.519870089e+00,6.083101978e+01,3.985839318e+01,1.270504366e+01,5.895649702e+01,8.730393318e+01,5.448758173e+01,5.550332678e+01,4.043428598e+01,9.969813285e+01,2.839392754e+01,8.741622868e+01,4.644477250e+01,4.794853478e+01,1.503621711e+01,1.708111726e+01,5.205926478e+01,5.989649920e+01,9.951917362e+01,4.203809226e+01,9.301752541e-01,7.235149458e+00,5.044950127e+01,2.335046339e+01,6.386589934e+01,5.490492514e+01,5.366986004e+01,1.800916333e+01,1.210575049e+01,9.559979263e+01,1.466813968e+01,7.822313996e+01,6.261095206e+01,1.701844769e+01,3.927569526e+01,7.288025384e+01,6.707503036e+01,6.662021937e+01,9.409860856e+01,1.693598482e+01,3.134930885e+01,3.563173458e+00,3.732168112e+01,6.163983751e+01,2.645269612e+01,7.353046532e+01,1.570801365e+01,7.192556164e+01,6.737514105e+01,3.785346579e+01,8.251968635e+01,2.249209258e+01,9.972297863e+01,9.049739377e+01
3.571309788e+01,9.155477132e+01,2.391089699e+01,8.024539393e+01,2.156897626e+01,6.299491391e+01,4.094240826e+01,1.333670041e+01,8.232281953e+01,9.340878332e+01,9.603919761e+01,8.957861384e+01,1.515600252e+01,1.944046815e+01,9.762918104e+01,3.051137926e+01,7.060071282e+01,6.150385272e+01,4.921906849e+01,6.300964588e+01,8.063486985e+01,3.878524606e+01,1.435795829e+01,9.688060470e+01,2.096901028e+01,2.661656820e+01,1.584997931e+01,6.513145389e+01,7.745518762e+01,1.516624137e+00,5.047472794e+01,4.177975520e+01,6.468044466e+01,4.418119639e+01,2.533387131e+01,1.517925512e+01,7.244408449e+01,9.375638081e-01,3.544919756e+01,9.773084921e+01,4.354600274e+01,4.201286993e+01,6.844083090e+01,8.304292615e+01,9.238382189e+01,6.988473277e+01,2.896074600e+01,2.249082265e+01,3.048852519e+01,4.832883778e+00,6.184526456e+01,4.554720172e+01,9.625167901e+01,4.726996808e+01,2.507542755e+01,4.170100197e+01,6.673793482e+01,5.580509360e+00,1.257968400e+01,6.436101907e+01,7.524882825e+01,2.358529843e+01,6.007440586e+01,6.017037701e+01,1.217969524e+01,5.695698426e+01,4.256885841e+01,4.350005327e+01,7.570519124e+01,9.457217732e+01,4.582422752e+01,3.528758734e+01,3.869969879e+01,1.507484846e+01,3.013506633e-01,4.649515386e+01,9.102432861e+01,4.766643415e+01,6.776317377e+01,3.124709042e+01,4.872980661e+01,7.520567270e+01,1.702756529e+01,7.174979351e+01,5.994487063e+01,2.838993413e+01,9.718818586e-01,6.764888775e+01,5.190741744e+01,4.731743528e+01,6.967451179e+00,8.994140056e+01,3.791943968e+01,6.718261342e+01,9.973526384e+01,2.973788527e+01,6.783774855e+01
2.341392006e+01,3.414299508e+01,7.852626039e+01,3.662887088e+01,1.541294369e+01,6.365386903e+00,1.075881335e+01,6.693118495e+01,6.934880621e+01,2.035726601e+01,8.582214290e+01,9.787620742e+01,1.791627732e+00,3.805299761e+01,8.490838279e+01,9.491418162e+01,1.454016768e+01,2.979868248e+01,9.544356735e+01,3.535119768e+01,5.421708398e+01,7.187127384e+01,3.288021729e+01,6.723082291e+01,7.370920105e+01,5.877590122e+01,2.054473068e+01,3.199149820e+01,6.290436529e+01,2.515158434e+01,1.594517625e+01,6.526970433e+01,5.876170167e+01,9.997287209e+01,1.213075061e+01,6.230192266e+01,3.432485024e+01,8.201954658e+00,1.457909477e+01,1.734438068e+01,5.552945492e+01,9.788275427e+01,1.158870121e+01,9.449118369e+01,1.132755247e+01,5.762967793e+01,8.552302688e+01,4.628254459e+01,4.842246099e+01,3.461079385e+01,1.569458575e+01,3.553532102e+01,9.446912966e+01,3.454682886e+01,4.249196876e+01,8.010325194e+01,2.707833554e+01,9.941172185e+01,7.108623021e+01,1.389493314e+00,9.288965629e+01,4.257026135e+01,8.431073032e+01,1.627295892e+01,7.944610626e+01,4.031996178e+01,6.916343989e+01,1.180611849e+01,2.333430129e+01,6.490391027e+01,9.237829426e+00,7.566924459e+01,7.661808614e+01,5.073348855e+01,8.646989124e+01,5.489531664e+00,5.479179578e+01,5.865092466e+01,1.367718078e+01,4.464747978e+01,1.177766192e+01,8.292222590e+01,3.886461926e+01,6.739148168e+01,7.382969169e+01,8.105162844e+01,6.088270233e+01,9.503866779e+00,9.433478338e+00,8.683260497e+01,7.133162278e+01,2.149218649e+01,1.838528122e+01,1.948833599e+01,8.526796522e+01,9.390474583e+01,9.023601529e+01
9.740361574e+01,7.765337214e+01,5.192998334e+01,9.787299565e+01,7.308584651e+01,4.130851917e+01,1.207252531e+01,8.226955112e+01,3.693191587e+01,8.910805324e+01,8.091917068e+01,1.580438149e+01,9.034294220e+01,7.798376445e+01,2.971906616e+01,6.328101638e+00,8.318798214e+00,4.938211369e+01,7.642107714e+00,3.329505266e+01,8.935950982e+01,5.570038298e+01,2.061832493e+01,8.397913411e+01,7.240956669e+01,2.849765569e+01,9.146662599e+01,9.588149025e+01,5.352174397e+01,5.414366283e+01,3.842242807e+01,6.971079220e+01,1.727044994e+01,1.992410079e+01,2.127674889e+01,2.045068446e+01,7.895869266e+01,2.731749405e+01,7.737174159e+01,4.336237213e+01,7.304447107e+01,4.856390338e+01,3.131240787e+01,8.681016990e+01,8.663538042e+01,9.800626011e+01,3.797119386e+01,5.009376918e+01,1.873703176e+01,3.626254683e+01,7.703952180e+01,9.900409528e+01,4.231520021e+01,5.469879282e+01,8.637172160e+01,3.048071197e+01,9.222571802e+01,3.808595064e+01,3.706368618e+01,3.608509451e+01,4.377986922e+01,7.109886451e+00,8.951738406e+01,3.541211390e+01,7.997001278e+01,7.363382129e+01,9.284987803e+01,3.252595208e+01,9.614073008e+01,3.434593866e+01,5.597884726e+01,3.807728263e+01,6.184238717e+01,8.114017252e+01,4.092919150e+01,9.477119458e+01,7.733287444e+01,1.868587332e+01,7.469825056e+01,8.615331124e+01,4.154082332e+01,2.894215258e+01,2.610465000e+01,2.871307031e+01,7.620355531e+01,8.602855288e+01,1.590819230e+01,3.871133051e+00,3.249520037e+00,3.695362335e+01,8.425388307e+01,5.917616734e+01,2.227655982e+01,8.705515366e+01,1.162136237e+01,4.930342554e+01,1.745250493e+01
5.632597002e+01,5.297084388e+01,2.658685381e+01,8.778642908e+01,3.949212673e+01,7.882300214e+01,6.266211566e+01,9.851490560e+01,4.321505592e+01,3.846084973e+01,5.079083026e+01,8.630311563e+01,4.302322873e+01,7.106272340e+01,3.960537873e+01,8.637780047e+01,9.775180190e+01,2.114180085e+01,8.225330909e+01,8.303116862e+01,5.697854998e+01,4.413788995e+01,2.495295142e+01,6.168726926e+01,5.013130257e+01,5.152673256e+01,7.435436413e+01,7.150604458e+01,7.989074642e+01,8.107937853e+00,6.818097718e+00,1.298262411e+01,8.956023124e+01,7.824086016e+01,1.899089563e+01,4.545161288e+01,3.524133996e+01,1.829409464e+00,7.153330117e+01,2.911335400e+01,7.492216900e+00,7.305470287e+01,9.908683308e-01,4.268302269e+01,6.271553054e+01,1.615231108e+01,9.715552828e+01,3.245072232e+01,8.518697825e+01,9.436065687e+00,4.300620720e+00,6.549274137e+01,1.484141333e+01,5.839130912e+01,9.209744858e+01,9.122804366e+01,5.072875742e+01,3.859765557e+01,2.718759074e+01,7.692727585e+01,7.469651659e+01,6.402966042e+01,4.759263948e+01,6.807371323e+01,1.284478439e+01,1.400939667e+01,9.825643538e+01,5.295999469e+01,6.137964344e+00,5.314807016e+01,5.694099715e+01,3.208608846e+01,9.105688224e+01,9.620705809e+01,7.757774003e+01,4.768793222e+01,2.008585882e+01,8.358709231e+01,9.812142276e+01,1.939331005e+01,5.602096026e+01,2.649074618e+01,8.067510859e+01,6.892032609e+01,2.834460643e+01,5.627550345e+01,5.917488947e+01,6.001210573e+01,6.988714909e+00,6.681371177e+01,9.299802021e+01,8.067533146e+01,7.563601539e+01,4.358112359e+01,9.909580248e+01,3.010109559e+01,3.014261543e+01
8.816589032e+01,3.764411937e+01,1.106124002e+01,7.014001467e+01,9.310845882e+00,8.748687588e+01,6.687707878e+01,7.335110226e+01,7.182982253e+01,8.415981587e+01,1.424328537e+01,8.591660701e+01,9.703598019e+01,3.359038934e+01,1.731825286e+01,3.389783200e+01,8.491441821e+01,5.077901169e+01,5.764471850e+01,6.584943863e+01,3.051224944e+01,4.549184020e+01,9.805071930e+01,8.213026756e+01,9.854662343e+00,6.817692940e+01,1.217279494e+01,7.296277805e+01,4.702558285e+01,4.018889800e+01,1.170808939e+01,5.056777343e+01,9.768145757e+01,2.804797217e+01,6.519643104e+01,8.038896152e+01,2.930977543e+01,1.642755627e+01,8.847268451e+01,4.486126597e+01,8.412733705e+01,1.050704441e+01,8.805501544e+01,5.107571671e+01,6.365615621e+01,9.051186267e+01,9.132423418e+01,7.726990916e+01,6.355004960e+01,3.148064744e+01,2.617637549e+01,1.955878893e+01,2.357533896e+01,9.567181666e+01,7.771686891e+01,8.793076003e+01,3.866464850e+01,4.130616689e+01,4.591048108e+01,8.262475571e+00,8.965525304e+01,1.659950664e+01,4.343930238e+01,3.880300695e+01,5.516127806e+01,6.954728109e+01,3.456743767e+01,9.862698030e+00,5.452329703e+01,9.980979087e+00,1.187735685e+01,4.242866928e+01,6.623353874e+01,7.484083074e+01,8.461559428e+01,7.485181788e+01,5.438887845e+01,7.922990245e+01,8.957725568e+01,9.100473421e+01,3.750457986e+01,5.489019450e+01,9.575541777e+01,4.865942322e-01,3.933128467e+01,6.826757654e+01,5.960067997e+01,2.852256468e+01,9.407165892e+01,9.894124292e+01,7.162204980e+01,4.348358961e+01,5.474063368e+01,1.697227368e+01,8.620671657e+01,2.691206637e+01,3.215207161e+01
5.714900432e+01,4.083181713e+01,8.609716207e+01,5.090374638e+01,4.464063660e+01,5.864072213e+01,5.351836876e+01,1.279327983e+01,7.474926349e+00,4.677999410e+01,9.470703581e+01,7.345157601e+01,3.169118686e+01,8.142398166e+01,9.523753672e+01,6.247543283e+01,5.948820095e+01,1.940375562e+01,1.194580359e+00,4.673101922e+01,5.748339221e+01,5.177269469e+01,2.613603408e+01,2.850093534e+01,2.648231293e+01,6.808261113e+01,6.721545313e+01,4.908429326e+01,6.869086407e+00,2.307550980e+01,1.705412680e+01,6.764157051e+00,2.582124605e+01,2.395856790e+01,2.010067580e+01,2.465060963e+01,4.389133328e+01,5.427843148e+01,7.949251685e+00,7.254438134e+01,5.883160592e+01,8.624190868e+01,6.374685034e+01,3.076218432e+01,7.964973442e+01,5.353551899e+01,1.448526426e+01,6.403442859e+01,8.504887601e+01,8.598938987e+00,4.458410712e+00,2.057966928e+01,2.981149952e+01,9.886287212e+01,8.284337101e+01,5.192651164e+01,7.989574465e+01,4.293743229e+01,8.263257644e+01,1.739254052e+01,1.048095022e+01,8.574906967e+01,6.186139394e+01,5.310688132e+01,8.455327534e+01,9.266101200e+01,7.343567291e+01,9.607402400e+01,9.892279361e+00,5.999221874e+01,2.407313204e+01,3.913171137e+01,1.988633619e+01,5.617186809e+01,6.509052915e+01,2.741740219e+01,5.407155677e+01,9.410358457e+01,9.979177630e+01,8.657331011e+00,4.817985253e+00,6.050877736e+01,8.766667000e+01,6.125505073e+00,1.490360329e+01,1.098478413e+01,6.870605791e+01,4.940539850e+01,6.963408802e+01,3.273500573e+01,5.411738788e+01,3.745527560e+01,7.722052943e+01,4.882644731e+01,8.473992404e+01,2.610615993e+01,3.083113292e+01
3.609015922e+01,4.514808904e+00,4.132571210e+01,2.411514634e+01,6.961867243e+01,6.866368256e+01,8.656217378e+01,1.442092918e+01,8.611260463e+01,8.488756879e+01,5.971162093e+01,6.105874761e+00,9.977786979e+01,3.976185543e+01,5.671267056e+00,1.839422117e+01,1.633447763e+01,7.656715934e+01,7.501788920e+00,9.076593850e+01,5.338289191e+01,3.860095676e+01,8.387207548e+01,2.450824715e+01,1.149510805e+01,8.558009668e+01,9.772543854e+01,8.804879869e+01,1.712399443e+01,1.697832947e+01,3.810740278e+01,7.941470768e+01,4.601903160e+01,7.067418090e+00,9.116065233e+00,4.748589977e+01,1.397163008e+01,8.010142494e+01,7.914142511e+01,5.871317643e+01,4.905801568e+01,2.509225988e+01,1.265236589e+01,7.144156425e+01,5.802108807e+01,9.732623350e+01,6.144500016e+01,2.924696511e+01,6.231475107e+01,9.575633813e+01,9.968730160e+01,2.046569353e+01,9.120149228e+01,6.278026420e+01,8.268789644e+01,2.272334289e+01,9.817268379e+01,4.236117389e+01,6.792827870e+01,7.825175805e+01,4.700039614e+01,8.404792557e+01,1.869177201e+01,4.101518291e+01,8.326227744e+01,8.123528612e+01,7.084831174e+01,9.255961898e+01,9.061843581e+01,2.561157007e+01,9.227813087e+01,5.811105790e+01,5.966317381e+01,7.498057165e+01,3.574601603e+01,2.531040941e+01,9.055407427e+01,6.211844911e+01,4.132421909e+01,9.635800604e+01,8.604621332e+00,2.395358240e+01,9.506874631e+01,5.341690526e+01,1.053081011e+01,2.007793787e+01,2.734282844e-01,4.776921391e+01,8.391831522e+01,5.491654185e+01,4.858403757e+01,4.650865183e+01,5.240267213e+01,2.748613718e+01,5.190727695e+01,9.269955395e+01,6.419014206e+01
8.160402240e+01,9.042413762e+01,6.321698650e+00,6.290036197e+01,8.414835341e+01,4.074769183e+01,1.905064115e+01,7.754153600e+01,1.302873406e+01,5.064671348e+01,5.297578989e+01,6.661726238e+01,2.368690426e+01,6.318237171e+01,5.932852584e+01,4.383581463e+01,8.926308549e-01,5.564802996e+01,8.204709345e+01,7.258688303e+01,5.444328486e+01,8.191747231e+01,9.232354920e+01,2.320725916e+01,1.446297885e+01,1.717958553e+00,1.705671899e+01,8.745279141e+01,4.832174095e+01,1.717903373e+01,3.906316289e+01,8.242078413e+01,4.923008459e+01,5.335520559e+01,2.177405025e-01,4.230430943e+01,2.654113037e+01,3.748921694e+01,4.422924322e+01,4.974886989e+01,3.036724047e+01,5.788840947e+01,1.353462406e+01,3.098948489e+00,9.600854467e+01,6.652330328e+01,9.534494016e+01,1.860200523e+01,6.405032210e+01,4.088407892e+01,9.027863548e+01,6.288180924e-01,7.187947747e+01,1.371181965e+01,6.765553751e+01,2.173791359e+01,7.213472684e+01,8.118168796e+01,5.437271159e+01,4.596681316e+01,3.127591607e+01,3.868826851e+00,1.424448908e+01,3.646895908e+01,2.376537036e+01,2.136810291e+01,6.060336665e+01,2.827003170e+01,4.231982673e+01,3.261505492e+01,1.262302697e+01,5.719806835e+01,9.301430135e+01,7.048525349e+01,9.058641440e+01,5.942269429e+00,6.023838105e+01,2.476178388e+01,4.345779356e+01,5.355176735e+01,9.594510829e+01,8.303623006e+00,7.508221052e+01,8.280792811e+01,8.884140575e+01,2.527534557e+01,1.332365884e+01,8.491090819e+01,5.739044337e+01,6.451151162e+01,9.263230571e+01,5.699429474e+01,3.482489513e+01,3.866087288e+01,4.105427359e+01,7.819042840e+01,6.250814362e+01
3.497097874e+01,1.533892570e+01,9.282488544e+01,3.745338629e+01,4.183957555e+01,2.448904407e+01,5.663580231e+01,6.272166505e+01,4.934119302e+01,1.375938710e+01,2.610394466e+01,4.763580140e+01,4.164902692e+01,8.323193459e+01,2.291039909e+01,3.495903656e+01,3.312457720e+01,5.631018344e+01,9.105142720e+01,6.467917107e+01,5.061721086e+01,7.777709762e+00,4.157799177e+01,6.402007333e+01,9.954643677e+01,7.878443967e+01,3.672257809e+01,9.542388255e+01,5.182533640e+00,4.664325608e+01,9.618257084e+01,5.314333844e+01,8.390319715e+01,6.803655046e-01,5.720557337e+01,3.438037488e+01,8.028659862e+01,7.070636683e+01,1.615356918e+01,2.511121642e+01,5.396642970e+00,4.252186932e+01,3.396576985e-02,9.565563152e+00,4.294317874e+01,5.549576190e+01,1.610191714e+01,8.651793633e+01,3.880783409e+01,8.664186587e+01,9.669120151e+01,8.291881984e+01,1.684015729e+01,7.883402540e+01,4.354255796e+00,7.514166800e+01,8.830994878e+01,1.584752774e+00,1.086724106e+01,6.857818664e+01,7.832548794e+01,9.065981123e+01,2.580405016e+01,3.357828038e+01,2.581402486e+01,4.922164096e+01,9.658468237e+01,7.592367056e+01,4.852866586e+01,3.626618938e+01,3.160533739e+01,2.244727196e+01,2.037459953e+01,5.692759283e+01,2.353760670e+00,1.218245758e+01,6.231051881e+01,9.480921963e+01,2.935212690e+01,3.443264420e+01,5.611664567e+00,4.732367782e+01,3.398209459e+01,6.126135128e+01,1.887651122e+01,5.294619150e+01,9.091846377e+01,1.705222552e+01,9.255787691e+01,1.985126197e+01,4.359399976e+01,2.344274145e+01,6.148497223e+01,6.413832984e+00,7.927192351e+01,9.434508414e+01,8.258153889e+01
9.797814113e+01,3.989890291e+01,2.180793290e+00,5.177239767e+01,6.105882899e+01,1.024200143e+01,2.162328059e+01,2.759219598e+00,3.312565966e+01,1.421960644e+01,2.031582162e+01,3.121865451e+01,3.866256842e+01,3.651354808e+01,2.040353296e+01,2.224444350e+01,1.876086049e+01,3.619662367e+00,9.643706449e+01,1.483282294e+01,8.474992068e+01,1.591579788e+00,6.546365008e+01,8.502193236e+01,6.164300173e+01,9.006269635e+01,5.947855175e+01,1.419754978e+01,8.067240759e+01,7.960981279e+01,9.440790947e+01,5.202823854e+01,7.052456488e+01,5.273373738e+01,3.303005980e+01,4.044452185e+00,8.119620527e+01,1.743431102e+01,3.949161454e+01,8.731097500e+00,5.360026046e+01,1.284254854e+00,3.335123690e+01,1.034987518e+01,3.862680246e+01,9.549958567e+01,5.804246081e+01,4.227523051e+00,6.380680502e+01,1.034481490e+01,4.172610409e+01,6.736357086e+01,5.521504180e+00,3.088949551e+01,4.228680395e+00,2.273648083e+00,1.724906035e+01,7.685652624e+01,1.376956374e+01,2.786924817e+01,1.789824346e+01,7.753510628e+01,8.117035241e+01,4.569477136e+01,4.691679430e+01,7.669255794e+01,1.971768027e+01,1.798148000e+01,3.075029872e+01,8.085484818e+00,7.645945782e+01,3.289309210e+01,6.063505460e+01,4.016931080e+01,9.825291532e+01,8.366125084e+01,5.383776528e+01,5.844149782e+01,1.541818219e+01,8.039173282e+01,5.001778713e+01,5.639291956e-01,2.472208086e+01,5.081189317e+01,4.342212933e+01,9.358825525e+01,5.322476043e+00,4.209656357e+00,6.294120614e+01,8.920763074e+01,1.290034076e+01,1.565068442e+00,4.435501712e+01,3.106524679e+00,2.573638146e+01,4.102700089e+01,9.098296984e+01
6.511392951e+01,5.027084008e+01,4.261996314e+01,8.907525107e+01,6.798236207e+01,4.620863260e-01,6.088898982e+01,2.138786527e+00,7.168892002e+01,2.569764433e+01,9.455070344e+01,4.464215795e+01,7.806605830e+01,5.718566093e+01,8.458783317e+01,8.328636178e+01,1.374999053e+01,6.880294518e+01,5.697128267e+01,6.752777016e+01,2.401919959e+00,7.711622434e+01,8.804717631e+01,2.526113733e+01,9.272959620e+01,2.456883845e+01,8.906952979e-01,2.641821637e+01,7.109170194e+01,3.853194552e+01,8.190999920e+01,2.462685185e+01,8.074174893e+01,1.103900211e+01,9.870144526e+01,4.854852596e+01,9.783906822e+01,8.737970250e+01,7.883331708e+01,8.039641825e+01,6.904876328e+01,4.390590848e+01,4.572670723e+01,2.474210691e+01,4.956818278e+00,6.987510144e+00,5.298411149e+01,3.228504179e+01,2.178997315e+01,5.895648896e+01,3.599928249e+01,2.673148147e+01,8.054142545e+01,9.916814949e+01,7.327783636e+01,5.532288440e+01,8.567591833e+01,6.734073285e+01,6.801874749e+01,7.996476634e+01,8.740006569e+01,6.621373587e+01,7.318157304e+01,5.323166166e+01,7.543951417e+01,1.434452857e+01,9.239613591e+01,7.364882544e+01,4.199578691e+01,8.281799128e+01,2.857175024e+01,2.318607108e+00,8.713196585e+01,4.626832673e+01,6.001092091e+00,7.619697543e+01,2.976456534e+01,2.911408396e+01,9.691548536e+01,8.814536864e+01,4.584027135e+01,2.260283130e+01,9.497126779e+01,1.623334399e+01,7.715114395e+01,2.979041100e+01,7.808973051e+01,6.262316035e+01,8.017491891e+01,5.116239636e+01,9.073584034e+01,8.445787164e+01,9.112144748e+01,4.682620150e+01,5.052217684e+01,6.810786357e+01,9.268693364e+01
