v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19
3.118240149e+00,8.247197681e+01,1.202050477e+01,3.175039510e+01,7.957940376e+00,5.440700958e+01,6.561939626e+01,7.670283196e+01,1.339865555e+00,8.180422192e+00,6.265957412e+01,1.337993150e+01,7.894019670e+01,8.199108008e+01,5.801462363e+01,9.288612435e+01,4.016815722e+01,7.531183781e+01,6.222101944e+00
6.814236776e+01,4.599120270e+01,8.951924473e+01,5.996124365e+01,4.938929148e+01,4.038635808e+01,6.108040496e+01,9.324966958e+00,2.053811825e+01,6.467847531e+01,1.051899526e+01,7.908784247e+01,6.631510516e+01,9.163221251e+01,9.569783037e-01,2.690750323e+01,5.752220249e+01,2.516525898e+01,7.447894591e+01
3.455073147e+00,7.827022699e+01,5.886743405e+01,8.650828718e+01,6.328762648e+01,4.192001047e+01,9.295625139e+01,7.655381758e+01,1.612117704e+01,2.812426708e+01,8.474036417e+01,5.486879525e+01,8.025332772e+00,8.985889017e+00,7.698179747e+01,6.629577295e+01,5.805226185e+01,7.608897468e+01,1.566111290e+01
3.913107854e+01,1.222010710e+01,9.638785433e+01,6.602659188e+01,9.448758559e+01,2.696661440e+01,8.862726670e+01,1.256036092e+01,1.845275206e+01,8.019864847e+01,3.234241353e+01,8.827261540e+01,7.157932350e+01,6.495040073e+01,8.749269510e+01,1.016937389e+00,6.209890670e+01,8.410703556e+01,1.962684377e+01
3.761109752e+01,1.518200233e+01,4.267238303e+01,8.441715532e+01,7.192445417e+01,3.164327018e+00,2.497386011e+01,3.805156821e+01,6.010562743e+01,5.997896687e+01,7.705759730e+01,8.108522477e+01,7.041281584e+01,5.298835970e+01,8.248190261e+01,8.522472768e+01,9.859695176e+01,5.046974216e+01,4.479454842e+01
8.313953664e+01,4.665417042e+01,8.349935095e+01,8.678465312e+01,2.521604753e+01,7.067119365e+01,2.561389599e+01,3.576847616e+01,3.527194201e+01,4.369868950e+01,3.815064180e+01,9.728541561e+01,2.515881779e+01,6.936670713e+01,9.575326447e+01,1.193341174e+01,5.392065399e+01,1.910751885e+01,6.810383088e+01
9.268372163e+01,8.877650610e+01,2.738453198e+01,2.515307428e+01,9.768317008e+01,9.506060495e+01,1.582871640e+01,2.450513414e+00,8.443488199e+01,8.502165101e+01,5.112366573e+01,2.098685269e+01,5.651274625e+01,7.097699284e+01,6.006405236e+01,9.711519997e+01,5.568422698e+01,8.466068148e+01,3.264929971e+01
2.665883022e+01,8.139241889e+01,5.152154597e+01,3.586499301e+00,7.753291459e+01,1.879006588e+01,6.442826812e+00,1.106583204e+00,6.874118189e-01,2.871935601e+01,1.803180017e+01,1.008686584e+01,3.009192963e+01,7.844602994e+01,1.957034595e+01,7.799854282e+00,1.796126917e+01,4.599096983e+01,6.764153120e+01
7.260138945e+01,9.799724527e+01,8.823899916e+00,4.652528736e+01,6.719827921e+01,2.789255902e+01,8.129654515e+01,8.039578918e+01,9.107595990e+01,9.080303504e+01,6.481645474e+01,7.025222824e+01,4.450977122e+01,7.189934112e+01,8.863027204e+01,2.478424958e+01,9.653981798e+01,5.512562595e+01,5.244565656e+01
7.103515999e+01,7.609246347e+01,2.556667465e+01,8.422362232e+00,3.282640776e+00,3.329381375e+01,5.379941523e+01,8.802197471e+01,3.327216808e+01,8.397999918e+01,9.303111727e+00,4.501388915e+00,9.743942882e+01,6.743463022e+01,8.298629077e+01,7.509964918e+01,3.549862045e+01,5.669936569e+00,5.232687063e+01
2.871571366e+01,7.912174283e+01,8.732282552e+01,8.530346501e+01,7.385481608e+01,4.552253850e+01,3.034545549e+01,1.668320579e+01,5.803106320e+01,9.319899335e+01,3.423068631e+01,9.432022480e+01,8.570101052e+01,1.236003963e+01,3.172501831e+01,5.105722198e+01,8.373767739e+01,8.189591085e+01,7.669066441e+00
9.829009797e+01,2.754420475e+01,9.913987721e+01,9.754451710e+01,1.787503700e+01,3.593887299e+01,4.356195296e+01,1.168261135e+01,3.799679620e+01,4.385704810e+01,4.957757797e+01,9.766901743e+01,4.150588912e+00,7.814572442e+01,7.904212474e+01,8.412893938e+01,9.483000138e+01,9.397645558e+01,7.288887111e+00
3.903097232e-01,5.885633942e+01,1.743789891e+01,8.645828143e+01,6.879649665e+01,2.909115558e+01,4.967509092e+01,3.091670759e+01,8.027435259e+00,4.398134804e+01,7.280906492e+01,4.199507081e+00,3.405680428e+01,4.835610216e+01,1.137657097e+01,2.798790764e+01,9.796729018e+01,2.387555369e+01,6.828026965e+01
7.962327448e+01,1.938852593e+01,9.417814010e+00,7.091952189e+01,2.175347565e+01,4.662905226e+01,6.449857064e+01,6.502164827e+01,1.071242279e+01,2.693563759e+01,4.637082825e+01,9.510347349e+01,3.027216679e+00,8.346167700e+01,5.000161101e+01,3.556621522e+01,2.549411415e+01,7.257885709e+01,3.092725435e+01
8.346385523e+01,2.229108834e-01,9.239842969e+01,2.261473340e+00,1.175106023e+01,3.609928750e+01,3.105787381e+01,1.514309164e+01,6.066941023e+00,6.906763033e+01,8.894975199e+01,6.854963398e+01,6.746624525e+01,4.571094657e+01,2.282480850e+01,1.271468594e+01,6.337569204e+01,2.249533034e+01,6.244779473e+01
1.949657084e+00,9.173508387e+01,8.797948569e+01,8.937739149e+01,9.302589241e+01,9.797107101e+01,9.930302245e+00,6.242519143e+01,1.155829258e+01,8.654276916e+01,7.068196340e+01,6.269557773e+01,9.391913548e+01,6.966755868e+01,6.352110862e+01,3.013021110e+01,6.427193677e+01,7.146855240e+01,6.042808761e+01
1.250148386e+01,3.623211043e+01,9.721286613e+01,6.058582996e+01,8.026703280e+01,2.534172045e+01,5.419489253e+01,6.894916627e+01,5.653274718e+01,3.091112602e+01,3.278828684e+01,3.714663708e+01,6.543957082e+01,1.577102395e+01,3.783090992e+00,9.310809124e+01,4.062419832e+01,9.713088613e+01,8.766963782e+01
2.234562889e+01,9.409139721e+01,6.775445633e+01,3.894007074e+01,5.794072971e+01,6.109779645e+01,7.782084537e+01,8.097720582e+01,9.392130076e+00,1.612525912e+01,7.500065594e+00,2.671466933e+01,3.330537012e+01,3.708045777e+01,9.915975132e+01,3.785188603e+01,9.585774464e+01,6.540972244e+01,6.577339603e+01
1.759644477e+01,3.598799582e+01,4.254909212e+00,5.686954952e+01,4.898365690e+01,5.314861372e+01,7.100909457e+01,5.041957248e+01,4.204872686e+01,5.796481615e+01,9.769059901e+01,9.123289797e+01,5.142139242e+01,4.540305715e+01,5.304681072e+01,9.360683003e+01,1.298545677e+01,1.353598060e+01,8.711200138e+01
5.413406309e+01,3.841478810e+01,2.106601052e+01,6.469620560e+01,2.023320789e+01,9.400551145e+01,2.446648373e+01,7.099756023e+01,4.868390849e+01,2.236387537e+01,7.959947375e+01,5.411624959e+01,6.686272411e+01,1.110423822e+01,1.494998518e+01,9.006068634e+01,5.503291470e+00,1.949994675e+01,2.411308819e+01
8.074616636e+01,8.303221264e+01,3.155639493e+01,3.854162693e+01,2.083487862e+01,2.623552780e+01,9.224130547e+00,3.617340454e+01,2.408040079e+00,9.599841543e+01,6.625613535e+01,2.898054666e+01,7.567644982e+01,1.517338530e+01,7.348135555e+01,5.434431506e+01,8.135700680e+01,6.055742571e+01,4.980351502e+01
2.287592909e+01,7.227190422e+01,7.383290706e+01,8.146324662e+01,2.225819590e+01,9.176676020e+01,7.031044905e+01,1.592749355e+01,6.960198332e+00,1.383562362e+01,3.773240270e+01,9.053984422e+01,6.068383479e+01,7.077823638e+01,4.461979179e+01,2.855717740e+01,1.270513750e+01,7.063318860e+01,7.912837696e+01
1.328332117e+01,8.473657500e+01,5.836051975e+01,1.828285930e+01,4.504110336e+01,3.608902784e+00,8.033332158e+00,9.670864926e+01,8.226330728e+01,9.559444388e+01,3.891752184e+01,6.577808025e+01,9.884606075e+01,9.586988964e+01,9.894313976e+01,7.664566660e+01,9.024068362e+01,8.071579617e+01,8.277834058e+01
5.714521334e+01,8.497646304e+01,5.843792503e+01,2.889426183e+01,9.651225134e+01,6.849243376e+01,3.612777876e+01,9.558819743e+01,3.213471146e+01,1.888060531e+00,5.473568031e+01,5.363549689e+01,2.209404873e+01,2.286830514e+01,6.520925092e+01,2.782062351e+01,1.989364727e-01,7.361964577e+01,7.763778465e+01
7.611244543e+01,5.985299021e+01,7.846389258e+01,7.345950778e+01,6.411797625e+01,8.123112916e+01,2.923201872e+01,9.432102386e+01,5.186225181e+01,6.276890430e+01,8.548941992e+01,6.118904008e+01,4.301506147e+01,7.350853159e+01,4.367766980e+01,5.147578547e+01,4.157535101e+01,9.984608797e+01,1.286077235e+01
1.921874133e-02,7.593579963e+01,7.003127214e+01,1.864542349e+01,9.758618876e+01,8.012777983e+00,7.463215550e+01,5.303110907e+01,6.380766692e+01,4.784709361e+01,9.875662577e+01,3.784399056e+01,1.146119313e+01,5.350857619e+01,1.629615250e+01,7.874197448e+00,6.754753899e+01,3.818601780e+01,6.194153518e+00
9.140371165e+01,2.748364197e+01,3.240278765e+01,1.989812962e+01,1.956586288e+01,4.156725967e+01,9.958639594e+01,5.395337019e+01,3.041811760e-01,3.880756873e+01,5.836544313e+01,3.881694672e+01,1.700740967e+01,6.849833930e+01,9.100738925e+01,4.417504381e+01,1.792961974e+00,8.901738682e+01,7.600872972e+01
1.663961707e+01,1.038047402e+01,5.659524646e+01,3.258038263e+01,3.745058159e+01,7.181119406e+01,5.422521521e+01,8.379869776e+01,2.002726974e+01,5.310509830e+01,7.202667935e+01,8.522015894e+01,7.321191950e+01,4.243700556e+01,6.781550159e+01,8.919843278e+01,3.513301333e+01,7.641838713e+01,3.892978842e+01
3.873781324e+01,5.025838163e+01,6.564072852e+01,5.905808086e+01,5.984066969e+01,5.803245244e+01,8.712042993e+01,4.383872272e+01,3.963077852e+01,6.631992045e+01,2.855610839e+01,2.108408002e+01,5.904241195e+00,9.128809340e+01,1.842130679e+01,8.427134350e+01,1.109997123e+00,4.779624410e+01,7.103665469e+01
6.955942524e+01,5.468092166e+01,1.367191700e+01,8.861294050e+01,1.983582899e+00,1.394795015e+01,3.223874626e+01,1.760547974e+01,8.157625553e+01,9.612100826e+01,5.729784229e+01,3.418564520e+01,9.026797935e+01,3.877928380e+01,3.246998091e+01,4.265063671e+01,3.179937932e+01,2.984893922e+01,8.476497499e+01
5.234015161e+01,2.777973110e+01,6.206888831e+00,9.366930752e+01,2.770524001e+01,6.992760952e+00,8.628921324e+01,1.949310441e+01,2.481015365e+01,6.241830452e+01,3.457288518e+00,8.694331398e+00,5.795800827e+01,7.851668856e+01,1.810309553e+01,9.686928559e+01,1.198776583e+01,9.204045315e+01,2.795725442e+01
8.444359368e+00,4.886514233e+01,9.970764578e+01,2.379995510e+01,6.680486899e+01,7.612927938e+01,8.669492039e+01,7.005649701e+01,3.920968880e+01,5.780308992e+01,7.074527022e+01,1.951988059e+00,9.821688882e+01,3.041748305e+01,1.352958323e+01,9.391194605e+00,1.174879181e+01,6.162417239e+01,1.402175057e+00
5.862808783e+01,9.901631009e+01,4.200876729e+01,9.484436114e+01,6.290293025e+01,5.213050013e+01,2.170472577e+01,8.268602907e+01,2.148809271e+01,3.577165402e+01,3.661109325e+01,8.728723634e+01,3.591908308e+01,1.221131745e+01,8.255580763e+01,5.957082542e+01,6.985962558e+01,1.870623349e+01,1.356775572e+01
4.876172479e+01,6.864579950e+01,9.410608053e+01,9.787761642e+01,8.809446853e+01,6.722958651e+01,6.064509278e+01,3.758458309e+01,3.407688087e+01,7.047563883e+01,6.178117262e+00,7.358049442e+01,1.457659230e+01,6.351933639e+01,6.491666948e+01,2.925381009e+01,9.932099352e+01,8.558681471e+01,7.566180712e+01
3.031202016e+01,1.627283991e+00,5.721845225e+01,9.461768256e+01,5.271050100e+00,2.927300603e+01,6.149801868e+01,1.557629778e+01,1.725683584e+01,3.077763288e+01,9.246733879e+01,4.427408102e+01,2.413349074e+01,9.609501944e+01,4.882696130e+01,7.230041150e+01,2.521213908e+01,1.842199023e-01,6.598664996e+01
5.135657834e+00,9.400786656e+00,6.754871373e+01,8.542729992e+01,4.765468455e+01,4.951149542e+01,1.642131738e+01,8.941468289e+01,8.036932782e+01,2.091059927e+01,1.619132112e+01,5.951976296e+01,4.897748719e+01,6.476510461e+01,4.970912387e+00,1.731935524e+01,4.720928638e+01,8.273567742e+01,2.909541581e+01
2.767588893e+00,9.281041977e+01,8.253661215e+01,3.034732318e+01,2.943552564e+01,8.037081724e-01,2.788380817e+01,2.895383557e+01,4.583675150e+01,3.423453893e+01,1.593990352e+01,4.706108114e+01,1.544301197e+01,6.231927805e+01,8.319024581e+01,1.850871846e+00,6.839725357e+01,2.339577150e+01,2.099192157e+01
5.206499806e+01,1.643050555e+01,3.175221885e+00,7.763497351e+01,5.170067293e+01,5.411486690e+01,2.141829346e+01,1.966091060e+01,2.550810635e+01,5.321914533e+01,5.055355194e+01,7.271440398e+01,9.969806181e+01,5.118755898e+01,9.360956404e+00,5.710239561e+01,8.104301576e+01,2.721867672e+01,7.365446598e+01
7.683432614e+01,3.907688867e+01,2.182305855e+01,6.152923329e+01,1.158404926e+00,6.603986922e+01,4.533377573e-01,2.000608182e+01,4.284046109e+01,9.384518630e+01,2.947207108e+01,3.648188325e+01,6.508668311e+01,9.931624194e+01,6.996139067e+01,3.628892375e+01,9.087201061e+01,3.902044438e+01,7.788515368e+01
2.340031931e+01,9.257015125e+00,9.020747318e+01,5.104607081e+01,3.719877624e+01,8.136335598e+01,1.635983923e+01,5.949867526e+01,1.217272757e+01,5.491698490e+01,6.834158714e+01,2.053298148e+01,7.281236733e+01,2.526458234e+01,8.875354450e+01,1.282151859e+01,2.212249156e+01,6.494937421e+01,4.295495193e+01
2.542617188e+01,1.844438219e+01,4.868621357e+01,5.500606311e+01,3.766179584e+01,4.971609791e+01,8.083026410e+01,3.278157673e+01,3.887937406e+01,1.406974558e+01,7.146583620e+01,7.061352178e+01,9.980159579e+01,7.124509322e+01,5.104055590e+01,4.740344572e+00,3.220325046e+01,2.895393373e+01,1.111603831e+01
1.587516134e+01,5.638852341e+01,5.697400602e+01,2.437025516e+01,5.563277064e+01,8.097425170e+01,5.009032945e+01,9.505465084e+01,4.396377452e+00,3.915051348e+01,8.377750167e+01,9.535030120e+01,2.711897568e+01,2.223042497e+01,9.823688348e+01,8.049998103e+01,3.475674307e+01,3.825761018e+01,1.224769004e+00
8.699819207e+01,8.855355693e+01,2.300329446e+01,3.954606907e+00,8.650313301e+01,8.336431766e+01,5.890292296e+01,2.152233076e+01,9.036443266e+01,3.798840274e+01,8.976812016e+01,4.267702632e+01,2.290434186e+01,5.434766800e+01,3.488442665e+01,1.627553464e+00,3.701842874e+01,4.688401471e+01,6.498674544e+01
7.236719937e+00,3.019623476e+01,8.840139686e+01,1.271406749e+01,4.250448946e+00,5.395669551e+01,9.685179632e+01,4.089799848e+01,2.796553621e+01,8.639185193e+01,9.836538261e+01,7.523860323e+01,6.733456427e+01,7.166343943e+01,6.256777204e+01,1.986020000e+01,6.171850813e+01,8.751125995e+01,9.745540608e+01
9.961692536e+01,6.694686861e+00,5.853426920e+01,3.434182440e+00,8.457445769e+01,2.976673538e+01,9.875961221e+01,3.748392634e+01,2.131156418e+01,5.834124225e+01,8.329132579e+01,2.118396777e+00,5.303674342e-01,2.090249122e+01,1.117799884e+01,7.478481920e+01,3.437177533e+01,3.293525144e+01,6.264885244e+01
9.685111300e+01,3.987705250e+01,8.239934379e+01,3.117470886e+01,2.095233635e+01,1.754067561e+01,9.701377472e+01,1.641679606e+01,9.775197176e+01,3.710530451e+01,6.920308880e+01,6.712151794e+01,7.068049148e+01,4.303309369e+01,2.718668459e+01,1.848569521e+01,2.045519951e+01,9.370975721e+01,4.941093048e+01
5.859176047e+01,2.295623694e+01,6.681279915e+01,6.209557205e+01,3.032983667e+01,8.260160892e+01,1.947048096e+00,6.289541019e+01,1.254130809e+01,9.585261642e+01,1.836940281e+00,1.597537977e+01,9.294322714e+01,5.621166032e+01,4.334322457e+01,5.404510818e+01,7.300399283e+01,9.702543680e+01,7.197456950e+01
4.849644748e+01,6.884823718e+01,8.602884207e+01,5.538423829e+01,5.296949798e+01,4.149452415e+01,2.620638335e+01,6.748450307e+01,9.507510838e+00,1.417926514e+01,9.528121064e+01,7.171936561e+01,3.970118646e+01,8.381308952e+01,9.647253293e+00,7.148916545e+01,4.936325972e+01,3.741794325e+01,4.601032503e+01
3.482951085e+01,6.894065782e+01,9.218409847e+01,7.400602380e+01,5.930459155e+01,5.376175665e+01,4.440115417e+01,3.483628952e+00,6.227050734e+01,5.577689551e+01,4.268239819e+01,8.379927439e+01,1.371368437e+01,8.552146890e+00,2.087601920e+01,9.141053072e+00,8.427485036e+01,8.211130074e+01,3.488029003e+01
2.884987745e+01,6.520515085e+00,1.505373347e-01,6.260356361e+01,1.078015050e+01,6.904726937e+01,8.014216687e+01,6.340317226e+01,3.573829811e+01,2.940829485e+01,6.608089144e+01,8.362281302e+01,5.777941327e+01,7.050736267e+01,4.340599456e+00,8.530852844e+01,2.786866843e+01,6.440800406e-01,4.201515159e+01
2.307109310e+01,5.812843616e+01,7.551417249e+01,9.948412897e+01,8.750632250e+01,2.479877743e+01,5.242440762e+01,6.336045940e+01,2.088967088e+01,3.641139877e+01,5.590325559e+01,9.790775281e+01,9.772853071e+01,4.403322458e+01,5.349552824e+00,9.047877678e+01,9.280865811e+01,1.146760341e+01,1.132029347e+00
7.525705766e+01,9.756094075e+01,8.923607736e+01,6.979570560e+01,7.233967728e+01,7.396777445e+01,6.934864328e+01,7.141966592e+01,6.424648118e+01,7.129064270e+01,7.848367870e+01,9.966976287e+01,1.097927653e+01,5.803464027e+01,6.905639357e+01,9.213446496e+00,7.773986752e+01,9.472540229e+01,9.513744672e+01
6.422774293e+01,9.306233530e+01,3.211082810e+01,2.653776945e+01,3.344795133e-01,7.667585708e+00,1.682800425e+01,2.373653810e+01,7.990963329e+01,6.007370991e+01,5.439028575e+01,3.444383743e+01,9.522844463e+01,4.378542332e+01,4.450214439e+01,4.458006471e+01,9.203185168e+01,6.129756072e+01,7.473989267e+01
8.550288331e+01,6.000759187e+01,1.335646636e+01,2.286893093e+01,6.530040677e+01,7.494648268e+01,6.138309253e+01,9.768139283e+01,2.864205354e+01,1.089086798e+01,2.604538550e+00,1.782405355e+01,1.310686596e+01,3.571025667e+01,7.810785525e+01,2.427866417e+00,5.912456444e+00,8.836021113e+01,2.154531947e+00
5.836382133e+01,4.746195878e-01,1.391698601e+01,2.849363695e+01,3.738198481e+01,3.813492784e+01,5.060514885e+01,7.815716726e+01,5.545556903e+01,5.664621164e+01,4.346682645e+01,9.778602432e+01,9.156397884e+01,4.358323769e+01,7.237131386e+01,1.821270238e+01,8.312878967e+01,2.433622971e+00,2.577795622e-01
5.379676477e+01,5.554983315e+01,1.009804474e+01,8.162449822e+01,4.676829892e+00,8.496740050e+01,2.649020909e+01,4.271325676e+01,6.462748624e+00,4.824175913e+01,7.538543139e+01,9.614154596e+01,9.198520501e+01,5.107147372e+01,2.025548863e+01,7.453451390e+01,4.536795220e+01,6.912936121e+01,5.142095810e+01
4.140897378e+01,9.762002800e+01,5.205225469e+01,1.124374592e+01,4.456645681e+00,3.957492665e+01,8.765521244e+01,2.584965185e+01,4.637620263e+01,5.725108014e+01,5.321031685e+01,8.628708887e+01,3.196928885e+01,2.833313701e+01,1.244127038e+00,1.770730390e+01,1.382719308e+01,8.021594278e+01,5.844356253e+01
5.211351817e+01,8.260586881e+01,2.544912705e+01,4.738431286e+01,7.256101122e+01,7.055892230e+01,7.893107224e+01,8.500970175e+01,7.100080100e+01,1.259583366e+01,2.367845933e+01,4.274352684e+01,9.429229285e+01,6.974434135e+01,8.355633568e+00,7.758434634e+01,9.635934044e+01,8.333189134e+01,5.971366222e+01
6.945706883e+01,4.213499078e+01,2.178210015e+01,9.531537010e+01,5.866810276e+01,8.502252938e+01,3.395707776e+01,7.989428515e+01,4.742607655e+01,9.285857470e+01,4.048633662e+01,9.318525911e+01,8.693609759e+01,1.462821490e+01,2.015549393e+01,9.852714940e+01,5.889725595e+01,3.312364977e+01,4.861916838e+01
3.082073687e+01,5.773818202e+01,7.618505660e+01,6.934913425e+01,8.646346178e+01,5.770359388e+01,4.809174117e+01,5.168117957e+01,2.164161665e+01,2.963900521e+01,6.248971171e+01,5.275185695e+00,9.201382789e+01,6.422194046e+01,9.191036193e+01,4.722224053e+01,1.020899458e+01,3.030289179e+00,7.220098801e+01
7.423129974e+01,4.122786500e+01,3.042850554e+01,7.221934989e+00,1.612635393e+01,8.729073411e+01,4.291754592e+01,2.411942086e+01,6.847272637e+01,9.147629823e+01,9.398587039e+01,1.893810632e+01,8.184213420e+01,5.789398924e+01,4.656108012e+01,7.529491437e+01,1.515357575e+01,1.074013864e+01,4.696550970e+01
5.787113142e+01,5.035999652e+01,5.923413465e+01,1.377495916e+01,3.203101391e+01,9.080367350e+01,7.174329036e+01,4.613201464e-01,3.959165555e+01,7.550399394e+01,6.104868986e+01,5.455296778e+01,2.469281713e+01,1.955113103e+01,2.616206510e+00,1.314251737e+01,9.969726812e+01,7.659684776e+01,5.738305619e+01
3.383525695e+01,6.444296609e+01,2.157168294e+01,6.954691273e+01,3.083980849e+01,1.735467799e+01,7.522757957e+01,9.155202575e+01,5.176614337e+01,1.887993166e+01,2.527995957e+01,6.428254478e+01,7.589690100e+01,8.147477901e+01,3.474403779e+01,7.354381121e+01,6.241768289e+01,9.455017732e+01,1.640571093e+01
8.252057740e+01,3.312594147e+01,3.813623213e+01,4.622406405e+01,9.864968095e-01,9.862724868e+01,7.008214254e+01,9.815303365e+01,6.699352383e+01,9.003249543e+01,6.048070044e-01,8.385338227e+01,9.504983863e+01,5.751695503e+01,5.290599011e+01,2.499005783e+01,8.706689065e+01,5.566352032e+01,2.171705745e+01
1.007253959e+01,5.419361474e+00,9.548117815e+01,5.125257438e+01,1.301998532e+01,8.535602226e+01,5.920613890e+01,9.585896548e+01,3.186365113e+01,4.762555659e+01,5.690309432e+01,8.185605043e+01,8.160733386e+01,9.503054736e+01,9.842784084e+01,5.727134355e+01,5.644324254e+01,8.406355468e+01,5.056670904e+01
1.307996699e+01,9.930358682e+01,7.626453119e+01,4.448072968e+01,1.897518037e+01,1.387477532e+01,7.724551465e+01,6.822024284e+01,1.284008885e+01,1.214900982e+01,2.294006722e+01,6.183183259e+01,6.154747666e+01,9.344144485e+00,8.194722435e+00,2.942267645e+01,2.639170543e+01,7.874688190e+01,4.597438094e+01
1.217825036e+01,7.938359522e+01,4.724270485e+01,3.501481498e+01,4.869615195e+01,3.393081132e+01,5.217979740e+01,8.728371233e+01,5.950310511e+01,2.241280108e+01,2.536750275e+01,7.705499192e+01,8.357164254e+01,2.923645628e+01,8.634725742e+01,5.013583948e+01,9.264076442e+01,4.509569110e+01,1.913236123e+01
3.881602874e+01,7.160869612e+01,2.468739834e+01,4.315732820e+01,4.378272693e+00,6.959378942e+01,9.534673550e+01,3.896604317e+01,8.258624176e+01,7.082182124e+01,8.665061276e+01,2.958886969e+01,7.706525961e+01,2.751186538e+01,3.897515477e+01,6.404944796e+01,3.381394325e+01,6.860947009e+01,6.128481685e+01
6.919328278e+01,1.308716483e+01,5.489299933e+01,1.255027644e+01,9.254590331e+01,5.989740500e+01,7.297669724e+00,2.350347960e+01,8.149068512e+01,9.330864989e+01,2.322141434e+01,9.048716954e+01,9.976664699e+01,8.630199462e+01,2.382170647e+01,8.234895121e+01,2.364196592e+01,2.173882712e+01,8.522345737e+01
6.282727931e+00,6.529886604e+01,8.599888505e+01,5.040943915e+01,8.877354267e+01,5.060069878e+01,6.294939888e+01,5.688639445e+01,7.254514447e+01,4.950998059e+01,6.315063321e+00,1.142206965e+01,1.713874919e+01,3.419897165e+01,5.251643820e+01,9.886441303e+01,3.201573643e+01,1.314994547e+00,5.331303542e+01
2.608683603e+01,5.482978892e+01,5.164283874e+01,2.908912682e+01,1.550182582e+01,1.566935848e+00,1.296314687e+01,1.997017040e+01,8.686963107e+01,8.172682446e+01,9.896542323e+01,4.109380249e+01,9.051975370e+01,2.816404033e+01,1.948482457e+01,4.600110457e+01,7.004652139e+01,9.737807537e+01,1.238202263e+01
4.648163586e+01,3.127495767e+01,8.697351117e+01,8.014440510e+01,1.091269312e+01,1.655657575e+01,4.523501574e+01,1.801949018e+00,5.361809810e+01,5.320199519e+00,7.497739008e+01,5.520480859e+00,2.438687412e+01,4.340123035e+01,7.629955392e+01,5.975909966e+00,2.578432518e+01,5.399810385e+01,3.258184093e+01
9.697118799e+01,8.880738052e+01,6.100972605e+01,9.584251528e+01,1.027853874e+01,4.751488761e+01,3.883555442e+01,4.777549718e+01,5.937256679e+00,2.903477567e+01,6.780037872e+01,9.789644916e+01,1.849178691e+01,7.091879925e+00,2.607049774e+01,4.994020933e-01,4.656245026e+01,3.778105029e+01,7.987225202e+01
9.553555840e+01,2.501790531e+01,8.412777393e+01,1.497710784e+01,5.285752401e+01,5.499928239e+00,4.570309917e+01,3.388290353e+01,8.940332782e+01,7.179967020e+01,8.998911867e+00,9.609555894e+01,5.514683993e+01,3.501526544e+01,3.877452265e+01,1.581169894e+01,4.661807675e+01,9.609839172e+01,8.060788647e+01
8.306865927e+01,2.247385981e+01,1.115983593e+01,1.720061402e+01,3.120829555e+01,3.669181018e+01,3.924436496e-01,6.545463426e+01,1.574277083e+01,7.838839266e+01,5.408867302e+01,1.170673326e+00,4.527865466e+01,6.616348764e+01,8.474324710e+01,9.024130367e+01,2.599918256e+01,8.688051652e+01,3.586231764e+00
8.384033425e+01,6.311685013e+01,3.575968191e+01,8.994876524e+01,8.141517374e+01,9.651473886e+00,9.372963580e+01,7.824843108e+00,7.793378776e+01,5.110237260e+01,2.330197150e+01,5.437410466e+01,1.405645765e+01,4.078415436e+01,5.766012742e+01,7.069845752e+01,8.452815909e+00,5.729032388e+01,1.077924244e+00
4.544627257e+01,5.691921810e+00,4.950120370e+01,2.310663719e+01,5.024277177e+01,8.066310923e+01,9.844036520e+01,8.277817830e+01,2.874449690e+01,8.981597915e+01,5.205788776e+01,9.448381412e-01,2.617613928e+01,4.969019736e+00,5.240982089e+01,5.445493090e+01,9.810961463e+01,5.520185440e+00,7.675493909e+01
6.992576381e+01,5.015849889e+01,6.308613240e+00,6.766313961e+01,7.585523339e+01,5.400659608e+01,4.567614085e+01,8.741809174e+01,7.968253650e+01,1.280037134e+01,4.325910814e+00,8.529021012e+00,8.287934547e+01,3.881668000e+01,8.679364746e+01,1.332498428e+01,5.533500862e+01,2.911266369e+01,7.499063611e+01
4.864616322e+01,7.597259772e+00,8.215094158e+01,1.146971673e+01,4.822735585e+01,2.390648975e+01,5.580881229e+01,6.036459071e+01,7.378786616e+01,9.124457368e+01,5.424585792e+01,7.915385052e+01,3.113789859e+01,6.170889875e+01,1.242938579e+01,1.891988455e+01,7.841905742e+01,8.883628686e+01,5.082955279e+01
3.868483772e+01,7.971659386e+00,5.274289640e+01,6.212770090e+01,2.978559231e+01,6.169999134e+01,5.458720615e+00,4.136023526e+01,6.945069826e+01,2.048744305e+01,6.653152645e+01,3.739652210e+01,9.444623815e+01,4.424208527e+00,4.581895400e+01,7.729856446e+01,8.916724317e+01,7.126095898e+01,7.540753661e+01
9.166905832e+01,4.070161662e+01,8.144383339e+01,5.280115959e+00,1.001506424e+01,4.676280282e+01,8.705769168e+01,6.067059686e+01,1.047685745e+01,8.020844754e+01,9.439822052e+01,4.247932466e+00,1.100287103e+01,2.103516484e+01,4.815027899e+01,5.550554163e+01,6.784575469e+01,1.205046580e+01,2.376811138e+01
