v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39
5.015763377e+01,7.606418683e+01,6.870047566e+01,9.413740381e+01,4.940774733e+00,1.974308245e+01,2.199231789e+01,2.203356800e+01,6.719427379e+01,2.085019499e+01,4.043137001e+01,1.492030017e+01,7.390588228e+01,2.803008829e+01,9.099246426e+01,1.291199646e+01,9.937956397e+01,8.071210984e+01,7.096872331e+01,1.039832124e+01,6.458144980e+00,1.257960300e+01,1.540034060e+00,8.382199722e+01,5.543494823e+01,8.266577732e+01,3.447172535e+01,1.071143729e+01,8.267634566e+01,1.424567329e+01,3.818120297e+01,9.082716266e+01,4.570239544e+01,8.528194467e+01,1.034073790e+01,8.907631794e+01,2.101672851e+01,6.761666908e+00,3.142522790e+01
4.820692926e+01,3.881450029e+00,1.926523719e+01,3.291448144e+01,2.855908663e+01,7.219052259e+01,7.792259545e+01,9.621813897e+01,3.907518006e+00,9.527506483e+01,9.795851084e+01,2.526851182e+01,5.998205473e+01,7.533696785e+01,5.720785685e+01,9.205824458e+01,3.367483795e+01,7.773567688e+01,1.464985607e+01,9.128211677e+01,3.400322134e+01,8.912048873e+01,8.586408795e+01,7.090657090e+01,7.079175512e+01,9.706230903e+01,7.031269471e+01,1.294202571e+01,2.193623846e+01,7.271834754e+01,3.689412191e+01,9.551061190e+01,2.960697520e+01,5.398819891e-01,7.429963260e+00,8.004690449e+01,7.713681705e+01,8.619494095e+01,2.779546120e+01
2.965506243e+01,7.122528915e+01,4.853100328e+01,5.636409490e+01,4.058848067e+01,7.187714701e+01,3.105865939e+00,5.636238306e+01,5.545549907e+01,9.954774941e+01,8.040640173e+01,5.341897399e+01,7.952630789e+01,8.759478844e+01,8.714365521e-02,4.417413408e+01,2.716925125e+01,6.200118437e+01,4.748168775e+00,6.531911901e+01,7.763511018e+01,3.720995290e+01,9.635951438e+01,1.088312337e+01,9.870071268e+01,1.196376332e+01,1.985670887e+01,3.702742590e+01,3.422599051e+01,5.339723138e+01,5.832058814e+01,6.222308746e+01,5.775433219e+01,6.908040543e+01,4.361022788e+01,8.410428817e+01,2.396697870e+01,2.176617049e+01,4.114491839e+01
7.315631368e+01,8.148752505e+01,8.742816650e+01,4.888412869e+01,8.674388750e+01,9.889862455e+00,7.312326404e+00,2.716431547e+01,3.286950978e+01,4.093828401e+01,1.951454407e+01,1.016679911e+00,9.782519630e+01,6.740839809e+01,3.894301107e+01,5.548654893e+01,5.810357949e+01,6.978380484e+01,8.159769564e+01,1.542329793e+01,7.300385675e+01,8.787208847e+01,3.764860616e+00,8.637013071e+01,6.360452469e+01,4.970256452e+01,2.151181715e+01,4.550038579e+01,4.300306762e+01,4.527622868e+01,9.913473041e+01,3.830399470e+01,2.059941181e+01,4.621710025e+01,5.791396980e+01,5.186089623e+01,8.980790687e+01,5.804114847e+01,2.002299402e+01
3.087900375e+01,8.979457532e+01,4.702801473e+00,3.172649902e+01,5.788049081e+01,5.981817591e+01,9.412386439e+01,9.187251721e+01,6.256536903e+01,7.729287276e+00,9.551587942e+01,1.052100531e+01,5.990922106e+00,9.964247601e+01,6.755339035e+01,7.788217535e+01,1.349182666e+01,5.136457595e+01,9.878807097e+01,6.453908916e+01,8.794316352e+01,6.008389353e+01,4.120379513e+00,9.256061257e+01,7.410671188e+01,4.915257389e+00,4.260677382e+01,1.003424596e+01,5.920382534e+01,1.763122793e+01,4.123150513e+01,2.049611041e+01,7.203219404e+01,2.744362445e+01,1.578174057e+00,7.881468596e+01,3.506620522e+01,4.433262575e+00,7.840893624e+01
1.696160469e+01,6.892244628e+01,7.445595732e+01,9.563215902e+01,4.990896479e+01,3.190733709e+01,6.183268403e+01,4.912455535e+01,2.073532210e+01,7.483942038e+01,6.401605827e+00,1.346492800e+01,3.538976709e+01,1.597425005e+01,1.481077689e+00,6.469158237e+01,6.389317118e+01,6.678057370e+01,2.361786044e+01,1.320373042e+01,9.388063698e+00,7.618777975e+01,8.523057542e+00,4.235879189e+01,3.802446623e+01,6.498217473e+01,1.949983443e+01,4.422857171e+01,5.398907536e+01,8.713660036e+01,4.072216489e+01,5.517742089e+01,8.429675309e+01,6.523752226e+00,7.656654191e+01,6.361374879e+01,5.603572663e+01,9.037873734e+01,7.000303723e+00
5.161431384e+00,1.577604427e+00,2.233313599e+01,4.182053248e+01,9.176349805e+01,6.525688971e+01,6.575842610e+01,5.378789075e+01,1.948236568e+01,2.901754008e+01,9.398967475e+01,8.315802647e+01,1.464727781e+01,8.541259321e+01,4.892598478e+00,1.949944910e+00,6.681240126e+01,2.015812111e+01,1.652254490e+01,8.574030984e+01,2.396071416e+01,8.544082587e+01,1.490505232e+01,6.230093766e+01,6.949483669e+01,8.565629076e+01,5.994670544e+01,2.648788020e+01,6.816150413e+01,6.633421989e+01,9.552216515e+01,2.301812831e+01,4.338726389e+00,1.411908400e+01,1.312513262e+00,9.938440674e+00,6.903369697e+01,8.259123526e+01,2.432180087e+01
1.028147041e+01,6.910093458e+01,1.274301175e+01,2.990516718e+01,7.400100272e+01,6.534181231e+00,2.713840046e+01,9.893626398e+01,8.267912746e+00,2.664555141e+01,8.980707190e+01,7.016248185e+01,3.009162038e+01,3.968835501e+01,3.669229753e+01,4.223403781e+01,6.675793336e+01,6.468909023e+01,5.085818608e+01,6.764317787e+01,4.204381380e+01,2.615341982e+01,1.442225072e+00,7.552153991e+01,5.954586660e+01,8.601794766e+01,8.465796442e+01,7.089215261e+01,3.764089341e+00,8.937900534e+01,1.526076695e+00,5.136786672e+01,9.664449554e+01,4.699016330e+01,2.644372884e+01,4.421121679e+01,5.458401214e+01,9.283244972e+01,6.000075267e+01
5.614416654e+01,8.268364202e+01,4.408434955e+01,6.170059521e+01,9.679281022e+01,1.356233011e+01,7.435165478e+00,8.205356740e+01,4.209343067e+01,9.490158449e+01,6.886127708e+01,8.584491473e+01,1.669907022e+01,2.935998932e+01,4.979007862e+01,8.050861222e+01,8.705507555e+01,1.348233699e+00,2.114077323e+01,8.781147432e+01,6.428708116e+01,6.704438677e+01,9.118302730e+01,2.835828579e+00,3.007836885e+01,3.139975667e+01,4.214295247e+01,4.592364064e+01,5.248620402e+01,4.273047604e+01,2.957470951e+01,9.233714633e+01,5.184263567e+01,9.909478921e+00,5.527077508e+01,1.985214141e+01,1.890375654e+01,1.182915671e+01,9.888635363e+01
3.723775714e+01,6.632560476e+01,6.576569250e+01,8.489246128e+01,5.147893015e+01,3.829265583e+01,1.545080326e+01,2.752667303e+00,7.344185815e+01,2.318184199e+01,8.594510265e+01,6.046345303e+01,4.748088602e-01,3.826869844e+01,3.623032965e+01,9.852057939e+01,7.243141505e+01,7.360092948e+01,8.253448526e+01,3.102075928e+00,8.351925514e+01,7.121108796e+01,2.507646281e+01,1.481116444e+01,2.961024442e+01,8.071049306e+01,5.974372086e+01,6.874021129e+01,6.675237126e+01,4.814474056e+01,9.779346274e+01,5.196920795e+01,3.745426808e+00,3.735818420e+01,1.261365913e+01,4.066135255e+01,7.959891206e+01,8.460913502e+01,4.567592083e+01
9.911573391e+00,7.853406525e+00,5.572009827e+01,2.279048017e-01,3.451018837e+01,1.238585714e+01,6.633272181e+01,9.525609638e+01,6.892780423e+01,1.988979452e+00,3.428882673e+01,4.321781190e+01,6.681260770e+01,5.373634125e+01,7.597655238e+01,1.984570424e+01,1.264821994e+01,3.433510966e+01,2.891557191e+01,9.607309032e+01,4.886779998e+01,5.277611197e+01,8.750094513e+01,6.869900532e+01,8.922592923e+01,1.660669742e+01,7.396969204e+01,5.985985946e+01,6.970180449e+00,7.488525699e+01,7.078296792e+01,1.134571618e+01,9.784779746e+01,1.393492999e+01,5.888025867e+01,2.939002889e+01,4.100557761e+01,4.214252044e+01,9.941286389e+01
1.624518850e+01,8.104016082e+01,5.330760432e+01,3.686264416e+01,6.666309477e+01,6.658216988e+01,3.583589544e+01,5.280668639e+01,4.439022196e+01,1.273359006e+01,8.322207606e+01,3.129006928e+01,4.103777955e+01,1.475032958e+01,6.552887068e+01,3.002455351e+01,2.083481597e+00,3.545251496e+01,6.490888326e+01,8.460266614e+01,7.474792075e+01,4.935480758e+01,8.802052998e+01,6.499607720e+01,4.369916042e+01,1.044477460e+01,1.552260669e+01,4.634731554e+00,8.159539719e+01,9.288177409e+01,7.813065339e+01,4.516335588e+01,9.210048026e+01,4.043106876e+01,4.773685255e+01,3.770940350e+01,1.102932829e+01,2.367098999e+01,5.516809777e+01
3.750957315e+01,4.950018996e+01,1.739649929e+00,8.223827900e+01,4.510026888e+01,1.449878485e+00,9.842824593e+00,1.219430353e+01,7.188557003e+00,3.466185434e-01,5.816731767e+01,7.809961433e+01,1.760103107e+01,8.348989412e+01,6.906041581e+01,7.198745489e+01,4.589039484e+01,4.972051361e+01,3.661563509e+01,8.507031331e+01,1.398827148e+01,5.945060222e+00,1.220314302e+01,6.996007172e+01,1.327827330e+01,9.194215087e+01,2.104474057e+01,8.425675958e+01,4.695091271e+01,8.650141427e+01,3.724304412e+01,1.014158460e+01,6.855448957e+01,7.137062505e-01,3.418550197e+01,8.157071146e+01,6.973633511e+01,2.923341237e+01,9.407330649e+01
9.500912238e+01,4.419638805e+01,5.322092519e+01,4.325872122e+01,9.885312019e+01,9.005236418e+01,8.185315123e+01,6.943187340e+01,9.920485222e+01,4.778296770e+01,4.188116601e+01,3.625970038e+00,2.967886669e+01,9.833755327e+01,7.099888596e+00,4.185124302e+01,8.709957667e+00,4.676278853e+01,4.210069072e+01,6.603124170e+01,3.421492343e-01,5.006482439e+01,4.516449213e+01,9.153970574e+01,3.119336644e+01,7.624240948e+01,5.855708490e+00,8.698490086e+01,6.968172397e+01,8.474380254e+01,2.459435312e+01,8.486815806e+01,6.542809688e+01,6.376276844e+00,7.671691930e+01,6.108274542e+01,1.479373903e+01,8.991090998e+01,3.011840892e+01
1.085609378e+01,7.980561394e+01,6.886775529e+01,2.578482282e+01,6.191372643e+01,9.100221874e+01,1.503775891e+01,6.518977583e+01,6.398130154e+01,2.015149439e+01,3.814935422e+01,2.000536744e+01,2.757951823e+01,1.774686524e+01,3.370690769e+00,4.982990094e+01,7.616407623e+01,6.076879577e+01,8.596123781e+00,2.019532864e+01,4.767327785e+01,2.148076987e+00,7.123907270e+01,5.958073340e+01,7.767150985e+01,3.551745673e+01,1.530985356e+01,3.454953907e+01,9.429205803e+01,8.276273907e+01,1.790447027e+01,9.244121443e+01,8.724389475e+01,8.745162266e+01,5.692870889e+01,3.562672284e+01,3.482775413e+01,6.505050164e+01,6.336798741e+01
8.020711839e+01,1.755505101e+01,2.270949977e+01,3.079728230e+01,3.156980722e+01,1.150635294e+01,9.000847318e+01,1.978842341e+01,9.048243811e+01,8.191158841e+01,6.361784820e+01,5.965271219e+01,4.334778026e+01,9.137973306e+01,3.811850473e+01,5.696383069e+01,8.290450740e+01,3.949819145e+01,8.170961853e+01,5.243564632e+01,5.719266335e+00,5.267520809e+00,3.684908231e+01,3.179602803e+01,2.631619313e+01,3.724232875e+01,8.594350157e+01,6.971622843e+01,3.776277583e+01,8.858725551e+01,2.483635871e+01,4.995186340e+01,3.475050781e+01,2.218363912e+01,9.051824330e+00,2.451890647e+01,7.276551913e+01,8.675307712e+00,9.279442480e+01
7.866495592e+01,7.860850321e+01,8.880804561e+01,7.470321607e+01,3.869478971e+00,5.278664930e+01,4.071648012e+01,7.887400441e+01,1.477880076e+01,5.785830950e+01,5.253878826e+01,2.512225216e+01,7.753982023e+00,9.214952725e+00,8.052642155e+01,7.266849806e+01,5.512335421e+01,9.693440684e+01,1.680538420e+01,6.809471247e+01,6.042850483e+01,7.680142686e+01,8.600182622e+01,6.261191062e+01,3.890649845e+01,4.422765055e+00,9.197830405e+01,5.446127606e+01,1.962669166e+01,2.770193212e+00,1.031683916e+01,9.962691864e+01,5.298579302e+01,3.424842739e+00,3.585242153e+01,1.437660114e-01,9.304696337e+01,6.478743910e+00,7.223098633e+01
5.659103681e+01,6.186018665e+01,1.187807418e+01,6.036525867e+01,5.522511309e+01,2.480790619e+01,9.143979523e+01,5.113177319e+01,7.532835425e+01,1.960393872e+01,4.712108634e+01,4.164237021e+01,6.045932648e+00,3.268144244e+01,7.256820271e+01,1.763062279e+01,3.960468999e+01,5.523069063e+01,2.081845865e+01,8.296421235e+01,3.626543072e+01,9.411507042e+01,3.863561239e+01,3.433473498e+01,3.037834705e+01,2.998858658e+01,7.292203984e+01,6.574396040e+01,3.974436569e+01,3.816412532e+01,7.295545547e+01,6.565759168e+01,7.002763483e+01,8.087694775e+01,2.401525358e+01,8.529846361e+01,8.361345979e+00,3.579103355e+01,4.771274471e+01
7.528209686e+01,7.318334235e+01,8.296446200e+01,4.470656490e+01,7.583702260e+01,5.773596355e+01,5.542499385e+01,9.274298053e+01,2.309605898e+01,8.965878201e+01,9.300992918e+01,5.059492854e+01,5.138345780e+01,9.680181732e+01,4.013028777e+01,6.296409290e+01,7.416440858e+01,9.797678864e+01,3.699904123e+01,3.874135505e+01,7.723079390e+01,4.000946467e+00,6.902460391e+01,1.277795568e+01,8.903185971e+01,7.849707623e+01,1.444532114e+01,5.129594292e+01,5.872581426e+01,8.724257680e+01,9.808885104e+01,5.453930094e+00,3.738322453e+01,4.525082174e+01,1.951386113e+01,4.508256975e+01,7.762815227e+01,3.365619169e+01,2.906585137e+01
1.341248071e+01,4.144518046e+01,4.053526693e+01,7.529915749e+01,2.405532250e+01,7.482332032e+01,6.764440624e+01,8.031526596e+01,3.596776958e+01,6.272189114e-02,7.980423706e+01,9.242418087e+01,3.290524421e+01,3.045976954e+01,1.529847298e+01,5.417836821e+01,4.425435305e+01,2.780381168e+01,5.757048285e+01,1.997255166e+01,2.109704165e+01,8.619449889e+00,5.519677371e+01,8.312168329e+01,5.688689468e+01,7.303435148e+01,3.180752636e+01,9.281832932e+01,3.533143891e+01,3.835028623e+01,4.453590801e+01,6.550498582e+01,2.106477583e+01,5.684991370e+01,7.723908154e+01,6.863025251e+01,8.272247910e+01,6.759174982e+01,6.434523325e+01
7.294143343e+01,6.792584571e+01,7.795838411e+01,2.738326303e+01,8.321375975e+01,2.211532844e+01,3.041795364e+01,9.142085753e+01,6.194816421e+01,8.865671431e+01,2.627024184e+01,4.661656130e+01,2.863485186e+01,7.594760746e+01,5.072768672e+00,3.821410154e+01,3.290209209e+01,5.055085660e+00,8.129682113e+01,8.966388397e+00,7.641155381e+01,9.992342051e+01,9.554812158e+01,3.214381871e+00,9.460753168e+01,2.084231387e+01,7.008958304e+01,8.719874730e+01,7.450749312e+01,1.647967758e+00,9.289743983e+01,4.940935808e+01,9.985966623e+00,4.007197371e+01,1.730181420e+01,1.134226010e+01,6.715118255e+01,7.015401294e+01,8.017369318e+01
7.563432665e+01,3.352921520e+01,8.412838526e+01,3.289191147e+01,4.016528716e+01,3.033617358e+01,1.760362285e+01,6.144567345e+01,4.547110870e+01,7.660720618e+01,7.183547568e+01,8.183023669e+01,8.373280910e+00,6.433311063e+01,3.882433397e+01,5.446869949e+01,2.344373879e+01,6.668104576e+01,1.970837534e+01,1.773688211e+01,3.111933137e+01,1.023051031e+01,8.352675808e+01,7.546743828e+01,7.500025278e+01,8.249810216e-01,8.301108162e+01,8.276372457e+01,4.263452758e+01,9.754095126e+01,6.753488640e+01,2.499600101e+01,9.736884719e+01,6.096340042e+01,1.591757470e+01,6.840796437e+01,9.180220511e+01,1.845293155e+01,9.000579163e+01
7.995627337e+01,2.808247891e+01,1.333633106e+01,3.684919115e+00,7.483852689e+01,1.115317791e+01,5.000706382e+01,2.750020756e+01,7.144313598e-01,4.332842786e+01,2.995098155e+01,9.890927144e+01,9.056144717e+00,1.673675292e+01,6.240339052e+01,8.338885773e+00,5.638263229e+01,3.067649509e+01,2.713893366e+00,4.718137632e+01,8.642980970e+01,7.139539697e+00,5.594684920e+01,2.490764767e+01,3.328662651e+01,7.432148398e+01,9.009345308e+01,6.305542694e+01,4.218097486e+01,3.985184387e+01,3.552571997e+01,3.103705155e+01,4.818068238e+01,3.709798024e+01,9.318155343e+01,5.167185292e+01,2.274863355e+01,7.893973757e+01,3.022274904e+01
3.217138591e+01,4.007387697e+00,9.247512222e+01,3.822731737e+01,9.188617091e+01,3.649191854e+01,9.191223143e+01,9.396095532e+01,2.389691958e+01,3.060212137e+01,8.216753776e+01,9.640362720e+01,7.499301978e+01,3.824943153e+00,3.433974560e+01,2.477926256e+01,4.577865998e+01,6.106026697e+00,3.560115694e+01,5.633928399e+01,3.278003073e+01,1.767996441e+01,9.491025289e+01,5.927683809e+01,2.054054628e+01,1.150185537e+01,8.681181658e+01,8.186960489e+01,9.021820822e+00,8.591942414e+01,2.236050279e+01,1.374237399e+01,6.194492641e+01,9.653619624e+01,2.750502557e+01,7.164622572e+00,3.135186099e+01,5.923096946e+01,4.783422554e+01
1.482995447e+01,1.668691733e+01,5.695491098e+01,4.868965017e+00,3.910436104e+01,4.127254727e+00,6.534625071e+01,9.900648254e+01,5.359227885e+00,7.417979022e+01,6.040808098e+01,1.627692782e+01,6.690960219e+01,9.159293947e+01,4.346129229e+01,7.905440559e+01,1.579295772e+01,3.788636697e+01,6.469522954e+01,2.174130427e+01,4.929331125e+01,6.050908226e+01,6.799117028e+00,1.092348211e+01,4.276914940e+01,5.978649966e+01,8.639324826e+01,3.191550145e+01,4.368804348e+01,2.667554710e+01,5.139343012e+01,9.754844763e+01,3.108528442e+01,4.566083691e+01,4.404925047e+01,3.216072979e+01,9.668853759e+01,4.509869095e+01,5.888786729e+01
2.730994926e+01,9.997983326e+01,4.366842739e+01,2.419721468e+01,3.474414645e+00,8.113969739e+01,5.952047763e+01,3.944504220e+01,2.548934093e+00,9.758140907e+01,2.862740577e+01,7.638438210e+01,9.892347251e+01,5.404601718e+01,7.308053218e+01,1.323508198e+01,3.170461728e+01,1.675717849e+01,7.414481099e+01,1.651411326e+01,7.045844307e+01,5.698890159e+00,7.477844439e+01,7.303121240e+01,8.024407353e+01,8.200063093e+01,1.759687077e+01,3.343845708e+01,4.930026974e+01,5.714169386e+01,7.045025717e+01,3.788210249e+01,7.504492978e+01,9.370628868e+01,4.588926162e+01,7.786391866e+01,1.813344347e+01,5.223348428e+01,5.471351841e+01
4.909596607e+01,7.658754499e+01,7.022405684e+01,4.521254463e+01,9.115099604e+01,7.604573612e+01,3.193607525e+01,4.791529105e+01,5.369452153e+01,9.316155750e+01,8.235179636e+01,8.465926529e+00,3.777051568e+01,9.340663206e+01,7.114542420e+01,2.210771337e+01,8.669720088e+01,4.121428174e+00,1.165963328e+01,8.614342007e+01,9.682685144e+01,6.368934438e+01,6.865079853e+01,4.243323869e+01,8.260913565e+01,8.148191636e+01,3.352273601e+01,5.000418615e+00,9.136054650e+01,5.403329066e+01,1.800330390e+01,2.657919476e+01,3.978382438e+01,5.541819822e+01,6.585201130e+01,6.424816766e+01,8.424606573e+01,9.156551222e+01,9.052737425e+01
6.479026249e+01,8.219578068e+01,8.661875192e+01,5.133259598e+01,5.440275748e+01,7.647778802e+00,5.343633811e+01,3.028632571e+01,8.705802263e+01,7.636342542e+01,8.387731432e+01,2.765387641e+00,8.898275886e+01,8.999626462e+01,7.146992989e+01,3.636410212e+01,3.099592367e+00,4.046018740e+01,3.500669776e+01,2.589398198e+01,6.737008517e+01,7.779864886e+01,2.169048403e+01,3.200260752e+01,9.629222621e+01,9.021537759e+01,7.728366229e+01,2.696351440e+01,2.387678342e+01,9.102047200e+01,9.528270762e+01,6.732170850e+01,5.532392358e+01,4.580463053e+01,5.819492877e+01,8.911389731e+01,3.251344901e+01,1.445675313e+01,4.529003496e+01
5.818146177e+01,2.532905419e+01,5.041513093e+01,9.011877636e+01,6.611086511e+01,8.446871652e+01,7.354245582e+01,4.924006397e+01,7.058307967e+01,7.306711052e+01,6.808047385e+01,7.185289830e+01,3.992886115e+01,5.866486043e+01,5.739789489e+01,9.163275959e+01,3.875766924e-01,1.249810814e+01,9.962828975e+01,7.640425308e+00,6.906193905e+01,4.752872705e+01,7.722182458e+01,3.498515990e+01,7.970182358e+01,6.252984686e+01,8.104754360e+01,9.169072311e+01,6.020243654e+01,1.571065462e+00,8.357121648e+01,6.648912112e+01,9.890315074e+01,5.094737653e-03,4.424175936e-01,2.582444612e+01,4.791651485e+01,4.467886753e+01,2.618795021e+01
6.456590496e+01,6.702159969e+01,9.476789982e+01,2.566302956e+01,5.068949435e+01,4.998867563e+00,2.301426499e+01,7.187739953e+01,4.730814657e+01,4.209194763e+01,3.091186425e+01,4.690208733e+01,2.267970676e+01,5.859821895e+01,8.400000730e+01,2.109729877e+01,9.637677735e+01,6.309315064e+01,3.215990788e+01,1.878448858e+01,4.170327855e+01,4.258786895e+01,2.373481153e+01,3.524271134e+01,7.896952621e+01,6.740043808e+01,4.877314578e+01,1.307631760e+01,2.305270297e+00,2.227716693e+01,2.511268360e+01,1.118438528e+00,9.175947141e+01,4.061998968e+00,1.378857708e+01,9.576774883e+01,4.246674457e+01,7.774696020e+01,6.240848536e+01
9.960827266e+01,1.437606848e+01,9.120643951e+01,5.210509900e+01,4.353223193e+01,6.534366877e+01,1.833975193e+01,6.508780913e+01,7.637443594e+01,6.121959769e+01,7.797572473e+01,4.454900323e+01,7.159659532e+01,2.600986240e+01,2.550723782e+01,7.793444580e+01,6.409017690e+01,3.101038545e+01,3.394383391e+01,2.899527369e+01,5.082928606e+01,2.879873593e+01,4.897799400e+01,8.530736748e+01,1.982913243e+01,3.786830857e+01,9.070984536e+01,1.658521655e+01,3.725608040e+01,5.154145498e+01,6.265954990e+01,7.241888333e+01,1.416154925e+01,9.535300014e+00,8.731000478e+01,9.429485216e+01,6.467322323e+01,2.208426899e+01,6.677867375e+00
3.461706206e+01,2.127214429e+01,5.460810922e+01,7.436132228e+01,8.809377655e+01,1.695065724e+01,8.200043553e+01,4.069621584e+01,3.486488209e+01,7.450008405e+00,7.768350968e+01,9.415424792e+01,9.605064466e+00,8.223426779e+01,5.718901459e+00,6.181270840e+01,1.732567879e+01,7.637518859e+01,8.212600141e+01,5.331151935e+01,7.085247336e+01,1.997930523e+01,3.038720809e+01,5.248185921e+01,9.305348178e+01,7.048664701e+01,2.184458116e+01,7.027351803e+01,5.767797382e+01,9.163332290e+01,1.460454196e+01,3.477585139e+01,9.950194141e+01,2.582118653e+01,3.797380942e+01,3.461285543e+01,3.562618249e+01,8.288428771e+01,5.804060466e+01
9.190545158e+01,5.182190602e+01,3.006829653e+01,1.355881197e+01,6.980232467e+00,3.247493911e-01,4.530611461e+01,8.704596488e+01,9.830347979e+01,5.353864875e+01,9.518044116e+01,2.055486548e+01,5.014718818e+01,2.716904334e+01,4.770430918e+01,2.917248537e+01,8.800602104e+01,8.629838474e+01,8.018192426e+01,4.059565617e+01,9.660691145e+00,2.396726484e+01,9.904718214e+01,9.011010293e+01,4.093778047e+01,5.441665279e+01,5.667652279e+01,4.735507776e+01,5.461123938e+01,3.979022331e+01,8.190026432e+01,4.506633297e+01,4.090260236e+01,2.527479264e+01,2.319199154e+01,4.614239385e+01,4.112730804e+01,1.482312914e+01,1.068044230e+01
4.460341821e+01,5.812453507e+01,9.806426003e+01,4.411051991e+01,3.513910706e+01,5.977723503e+01,7.894791441e+00,8.159235205e+01,5.693585468e+01,9.785735462e+01,5.799404758e+01,2.707746147e+01,1.092707024e+01,6.014320747e+01,1.620830885e+00,9.045315976e+01,3.339283624e+01,2.831133302e+01,9.875763357e+00,2.138211317e+01,3.459252671e+01,1.081272061e+01,1.483064359e+01,5.064493730e+01,7.926826024e+01,8.984139001e+00,7.717735798e+01,7.517822337e+01,4.063327757e+01,5.142555529e+01,7.345780148e+00,5.168736152e+01,4.152620995e+01,6.139286616e+00,5.805445315e+01,6.725878511e+01,8.930226552e+01,7.522332484e+01,1.252948824e+01
3.420776255e+01,4.715166529e+01,5.617245662e+01,9.577073120e+01,1.041273804e+01,5.005693298e+01,6.451678431e+00,5.559734699e+01,5.562005855e+01,4.735619825e+01,9.254820095e+01,9.957109533e+01,4.060387424e+01,9.296972822e+01,4.692840857e+01,8.505028466e-01,6.456801118e+01,8.222868055e+00,4.875954540e+01,9.411003136e+01,8.785944285e+01,2.935010683e+01,8.994646201e+01,8.474582788e+01,5.811261046e+01,7.672782508e+00,8.039039578e+01,5.897944236e+01,4.674237089e+01,3.487195360e+01,1.626092551e+01,4.823636953e+01,1.518028169e+01,7.127806720e+01,4.751874487e+01,4.575646402e+01,1.462084234e+01,3.343704904e+01,8.561250488e+01
2.763437285e+01,3.556058245e+01,9.746209997e+01,7.702488562e+00,8.236512905e+01,5.129498848e+01,4.470452363e+01,2.406580209e+01,2.219181137e+01,9.201521109e+01,4.357120126e+01,8.017595114e+01,8.807453059e+01,3.537056328e-01,5.880280461e+00,6.666455244e+01,3.588540545e+01,9.740131321e+01,2.069471553e+01,7.560590550e+01,8.325070319e+01,3.288307163e+01,2.869270921e+01,1.188951206e+00,3.959673878e+01,8.588769538e+00,4.850907537e+01,4.301604449e+01,8.208166615e+01,8.039005487e+01,9.565092805e+01,2.690846184e+01,2.874086572e+01,2.403015241e+01,8.300334103e+01,1.936449282e+01,9.082235339e+01,4.291585846e+01,8.783239647e+01
1.285979168e+01,5.206398315e+01,2.698487900e+01,5.281168604e+01,8.166383230e+01,1.330731086e+01,2.263211325e+00,3.001081380e+00,9.118826691e+01,4.172546744e+01,2.259326590e+01,9.823593996e+01,2.400695221e+01,3.848149683e+01,8.042659824e+01,4.645269413e+01,6.601496151e+01,8.601659238e+01,5.006673410e+01,3.025111526e+01,7.327916605e+01,3.966740039e+01,3.217813126e+00,6.525269231e+01,8.777253664e+01,5.129831634e+01,4.583190445e+00,9.912937922e+01,2.480380011e+01,6.267572764e+01,3.525191059e+01,6.378882647e+01,5.859720219e+01,4.923093934e+01,8.520179534e+00,6.230977990e+00,4.450157349e+01,4.358532800e+01,8.997577738e+01
3.798848407e+00,5.320254916e+01,8.641411003e+01,9.771464329e+01,1.557173309e+01,4.465335859e+01,6.248677004e+01,9.128654942e+01,2.926542559e+01,2.399103608e+01,5.666224015e+01,8.260088269e+00,6.175086640e+01,2.418076516e+01,3.293465149e+01,1.875730909e+01,3.239402600e+01,9.122276104e+01,1.452164061e+01,3.300713950e+01,2.572217226e+01,3.477022486e+00,6.219829354e+01,1.334121393e+01,3.020795831e+01,7.077428270e+01,4.045098177e+01,9.466910145e+01,4.941780836e+01,1.555364969e+01,3.260835313e+01,6.830699893e+01,8.139066759e+01,6.957934044e+01,3.424247599e+01,4.735358841e+01,2.983166918e+01,7.089209198e+01,3.453023775e+01
5.832836182e+01,7.257975170e+00,3.423244085e+01,3.599351640e+01,6.504938373e+01,6.343776395e+01,2.344982566e+00,4.305393652e+01,7.717121350e+01,8.854275712e+01,9.872759526e+00,2.367809007e+01,6.863285976e+01,4.881328796e+01,3.832601430e+01,1.770366173e+00,8.358908329e+00,6.279691431e+01,2.388270578e+01,9.782522054e+01,3.166646297e+01,9.462893254e+01,6.658111420e+01,7.951385161e-01,4.639483028e+01,2.904285680e+00,8.218942123e-01,5.551185676e+00,6.489079811e+01,8.254543530e+01,6.511605747e+01,6.626580072e+01,6.733281323e+01,1.206682562e+01,2.232910373e+01,3.837057194e+01,4.426603810e+01,6.118251972e+01,2.794908775e+01
