v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53
9.978429978e+01,2.148581437e+01,7.252660862e+01,3.566913392e+01,1.600014451e+01,7.743915070e+01,7.760951617e+00,3.702803918e+01,7.236447290e+01,7.109330633e+00,1.879180007e+01,4.113399505e+01,4.434765745e+01,7.654807388e+00,6.406298821e+01,2.038233872e+01,5.405107618e+01,7.876771386e+01,3.907317472e+01,8.301263897e+01,5.833616886e+01,7.950458292e+01,3.663865716e+01,1.032260805e+00,9.508908232e+00,7.640528061e+01,4.312710620e+01,5.779670583e+01,4.699768858e+01,4.206784031e+01,7.560012761e+01,2.406082374e+01,3.361184741e+01,2.100930501e+01,7.668465507e+01,9.776804028e+01,9.409195368e+00,1.982820198e+01,3.581977541e+01,7.843043485e+01,3.572802565e+01,1.581981820e+00,4.203461064e+01,4.879793858e+01,1.755421365e+01,9.604350921e+00,5.883775681e+01,8.037374296e+01,3.412161965e+01,3.984033470e+01,4.610672533e+01,1.931027168e+01,1.173031929e+01
7.289934793e+01,5.625295119e+01,8.725813186e+01,1.918762766e+01,8.760710627e+01,1.698529589e+01,9.229336733e+01,5.381378617e+01,5.563344766e+01,4.285559757e+01,8.944410430e+01,1.357529734e+00,6.977784740e+01,5.805323582e+01,1.430087398e+00,6.694054879e+01,4.253706205e+01,9.881921222e+01,7.703096177e+01,6.263520804e+01,9.557193612e+01,9.890382074e+01,9.754454108e+01,8.992967410e+01,8.084088180e+01,6.389802096e+01,4.672071073e+01,9.064636684e+01,1.488553906e+01,2.614252040e+01,6.004816209e+01,1.704286403e+01,8.681850195e+01,7.744352719e+00,7.809469387e+01,5.144956531e+01,9.158891883e+01,5.471072880e+01,7.195798903e+01,2.056306555e+01,9.237104452e+01,7.991982308e+01,4.837881982e+01,1.053367768e+01,8.538425240e+01,7.632568708e+01,4.203147688e+01,7.145376409e+01,3.239763676e+01,6.197344331e+01,5.355950602e+01,8.255763883e+01,6.170256611e+00
9.823596848e+01,3.513237703e+01,1.803470981e+00,6.529470772e+01,5.068293354e+01,5.643864148e+01,6.165240859e+01,9.333241243e+01,3.041828137e+01,1.874454507e+01,5.487065759e+01,2.040948132e+01,7.061685151e+01,3.330832425e+01,1.189837354e+01,8.338750723e+01,8.654482259e+01,6.655016783e+01,9.817607024e+01,3.529321371e+01,1.315302616e+01,6.328446924e+01,4.452647893e+01,6.819084729e+01,5.395650014e+01,6.338972898e+01,8.592423044e+01,3.523437356e+01,9.601486053e+01,6.867659448e+01,7.815048541e+01,8.061649004e+01,3.886319162e+01,1.731181563e+01,2.427272321e+01,6.797517782e+01,2.538428888e+01,6.548031717e+01,5.782125739e+01,6.163618608e+00,6.697162730e+01,7.198741982e+01,4.615739300e+01,5.216573058e+01,2.754408747e+01,5.091955930e+00,6.846983308e+01,6.756507369e+00,7.041038759e+01,5.276382142e+01,5.719416240e+01,7.847924576e+01,5.179775478e+01
2.031822550e+01,6.861281934e+01,1.071674628e+01,3.849185166e+01,1.811322687e+01,1.824523544e+01,2.396832346e+00,3.228799897e+01,9.167145956e+01,1.632003176e+01,5.182711087e+01,5.410564053e+00,9.154494617e+01,2.885488164e+01,3.076559649e+01,9.963492530e+01,8.426765641e+01,5.683906699e+01,2.714574123e+01,1.368563647e+01,8.991857389e+01,5.040216400e+01,6.205428237e+01,9.906111684e+00,4.670816240e+01,6.093194444e+01,1.828880879e+01,6.757669097e+01,5.562583469e+01,7.457334817e+01,9.990570708e+01,5.386617932e+01,1.253317143e+01,2.057275792e+01,2.169485039e+01,1.127896659e+01,9.855806788e+01,8.540943577e+01,9.337381682e+01,1.233766883e+01,6.943267474e+01,9.501652492e+01,7.049836642e+01,2.813856239e+01,5.670449212e+01,8.469208885e+01,1.191767586e+01,5.210010268e+00,5.811336987e+01,7.455852289e+01,3.824738004e+01,9.194730618e+01,1.500090945e+01
3.366568861e+01,1.466583417e+01,4.586430712e+01,1.624182682e+01,4.628065679e+01,6.081312307e+00,4.031522607e+01,5.648466108e+01,8.214147140e+01,9.440376510e+01,7.920806036e+01,4.675552417e+01,2.150190351e+01,1.256461845e+01,2.257685902e+01,5.579641940e+01,7.679589455e+01,9.212027728e+01,7.437108718e+01,4.759965715e+01,9.823645538e+01,7.842641299e+01,9.854806705e+01,1.763939354e+01,6.695800823e+01,7.196291883e+01,1.036774943e+01,7.495593761e+01,2.805427483e+01,6.330687857e+01,7.118214030e+01,7.992117896e+01,7.673704145e+01,7.669205844e+01,6.406827055e+01,2.376195217e+00,4.289870454e+01,2.111120979e+01,6.127505143e+00,8.284130287e+01,2.946673431e+01,2.321673926e+01,3.919773781e+01,8.268253810e-02,6.124338693e+01,2.361753205e+01,1.105141598e+01,3.871384026e+01,7.185161322e+01,8.012588196e+01,5.226652177e+01,2.828031986e+01,7.461085761e+01
5.067992049e+01,2.742657470e+01,7.443821917e-01,3.478559646e+00,5.087089555e+00,4.773352306e+01,1.053400534e+00,4.491997939e+01,9.489746260e+01,1.023261440e+01,8.804786131e+01,6.708120335e+01,9.918993657e+01,3.170191389e+01,9.633078141e+01,9.457836067e+01,5.243479204e+01,2.540719228e+01,9.468638740e+01,8.509486746e+00,4.348902728e+01,1.094131062e+01,2.691716315e+01,2.120045320e+00,8.569163532e+01,5.834296016e+01,5.447183334e+01,4.820094150e+01,1.111263548e+01,5.959980701e+01,9.366254872e+01,8.590101303e+01,6.824523751e+01,7.722125465e+01,6.965021515e+01,3.900402234e+01,6.365230484e+01,3.014962230e+01,5.283610031e+01,2.546331913e+01,8.538135893e+01,7.387908114e+01,4.646362380e+01,5.207759920e+01,1.676796379e+01,5.542949083e+01,2.645850637e+01,1.482966535e+01,3.331528948e+01,1.007750176e+00,8.740884053e+01,6.897248202e+00,5.972033396e+01
8.842771974e+01,5.436231764e+00,6.978412683e+01,8.285206714e+01,1.832221356e+01,9.214941118e+01,6.641877831e+01,4.909821520e+01,8.776531882e+01,7.806144795e+01,9.612004912e+01,4.432895588e+01,6.733523665e+01,4.546402506e+01,6.209244850e+01,6.152811170e+00,5.849292411e+01,5.462877382e+01,5.253011272e+00,5.522877885e+01,8.122763384e+01,7.875306642e+00,7.452088388e+01,7.612113261e+01,1.596545509e+00,5.584699497e+01,7.822815838e+01,5.781110986e+01,1.945381971e+01,7.542554091e+01,2.763124730e+01,2.316848724e+01,7.937877851e+01,6.387259352e+01,7.047745579e+01,6.693162480e+01,2.023502527e+00,3.826233089e+01,7.876369084e+01,9.892647599e+01,6.397072699e+01,7.426781383e+01,3.565687857e+01,3.138687540e+01,9.765739747e+01,8.364137627e+01,7.408436377e+01,6.514585717e+01,3.877326759e+01,6.504315062e+01,1.381712383e+01,4.331954804e+01,1.536963160e+01
8.421660049e+01,6.588352110e+01,7.951169997e+01,2.106150721e+01,6.872419608e+01,3.110441319e+01,1.652864860e+01,5.660029211e+01,2.927039658e+01,2.923556656e+01,7.478489652e+01,3.499532214e+01,2.912638631e+01,3.705345872e+01,6.148873511e+01,2.797368526e+01,7.484797834e-01,1.006399342e+00,1.835053904e+01,1.411124089e+01,6.052997755e+01,7.261869310e+01,1.798394447e+01,5.975633956e+01,7.879028197e+01,3.122242611e+01,3.913307932e+01,6.743554734e+01,5.416286731e+01,7.951039685e+01,4.809194274e+01,9.486993719e+01,7.790082654e+01,4.850586536e+01,6.796601172e+01,3.523641490e+01,6.350587052e+00,2.217851716e+01,3.680186610e+00,6.299195322e+01,2.956275566e+01,8.713602778e+01,4.345474923e+00,1.883668030e+01,2.826542173e+01,9.285157400e+01,9.206556057e+01,7.776076773e+01,1.337737049e+00,7.355461074e+01,5.333083107e+01,1.584991558e+01,2.306938549e+01
2.212565568e+01,7.967973858e+01,1.000013991e+01,3.826365074e+00,6.916718394e+01,2.211521206e+01,9.435752558e+01,5.024801852e+00,2.237795142e+01,8.753045208e+01,1.571972730e+01,2.330716598e+01,1.682438972e+01,5.413133955e+01,4.079730839e+01,6.928994948e+00,9.390328372e+01,1.746738260e+01,4.784796756e+01,3.540759819e+01,4.993220936e+01,7.885081146e+01,6.029761125e+01,4.891391590e+01,1.561131480e+01,2.036653302e+01,7.482179180e+01,2.246021258e+01,1.202293333e+01,2.299751700e+01,7.609567076e+01,2.206959123e+01,8.284001598e+00,9.600513106e+01,5.065207854e+01,8.660540219e+00,3.757249593e+00,1.592272698e+01,6.663629315e+01,2.622464959e+01,3.283927933e+01,6.841108091e+01,5.908057403e+01,6.886753409e+01,1.406368293e+01,4.027434182e+01,8.420412962e+01,5.234693543e+01,7.293856853e+00,4.323056353e+01,7.034074505e+01,1.421788987e+01,1.488308400e+01
5.905174757e+01,3.541511973e+01,3.886908542e+01,8.568387701e+01,2.028270481e+01,2.575207572e+01,6.281729181e+01,8.149369989e+01,3.983429224e+01,1.801536727e+01,3.007898910e+01,9.383506526e+01,3.549437532e+01,3.513565944e+01,5.694437166e+01,8.058907066e+01,5.899747457e+01,8.442551350e+01,2.496196961e+01,5.687047624e+01,1.797860221e+01,8.575669137e+01,6.252509324e+01,8.272739836e+01,9.505659096e+01,8.455992043e+01,2.428065028e+01,1.058264156e+01,8.191292872e+01,8.702086624e+01,7.936575093e+01,1.888513870e+01,6.657188961e+01,3.967373987e+01,9.161619622e+01,2.714673225e+01,2.658564339e+01,2.737876542e+01,7.809671471e+01,8.547363273e+00,6.421526769e+01,8.888388783e+01,9.410900187e+01,2.128605925e+01,1.476220243e+00,8.932452417e+01,4.227348468e+01,4.505760983e+01,1.958055661e+01,6.804030093e+01,5.841306116e+01,7.570518150e+01,9.669533279e+01
9.984581284e+01,1.389901640e+01,7.850101311e+01,2.602381336e+01,1.406488851e+01,3.260499528e+01,8.122544507e+01,9.392381898e+01,1.450037094e+01,9.815527845e+01,8.579428433e+01,5.859995090e+00,6.553510797e+01,1.780283653e+01,6.660513273e+01,7.896035661e+01,6.082490214e+01,1.593526563e+01,6.576223698e+01,4.576894167e+01,6.420494428e+01,1.849365230e+00,4.212713482e+01,7.240057254e+01,1.419475973e+01,2.343638479e+01,3.589524805e+01,3.601044954e+01,1.536134807e+01,9.086117524e+01,7.316777977e+01,5.731071425e+00,8.651536287e+01,4.543290872e+01,9.895862390e+00,6.220600412e+01,8.448044013e+00,1.146735726e+01,1.166128250e+01,3.224155195e+01,4.030780145e+01,3.870623856e+01,8.217335181e+01,6.007825715e+01,8.864185163e+01,6.849056900e+01,3.241698207e+01,4.690438563e+01,8.182832466e+01,8.443860188e+01,2.353047515e+00,3.818033803e+01,5.935316845e+01
4.970102965e+01,7.164166124e+01,8.451327817e+01,2.928686831e+01,8.453505189e+00,2.646892581e+01,3.093334397e+01,2.073044262e+01,7.674783616e+01,7.431947250e+01,9.412470006e+01,6.054569310e+01,3.968671175e+01,5.494622944e+01,6.961712026e-01,3.328846210e+01,4.069149740e+01,1.453066621e+01,5.024574951e+00,7.535631748e+01,5.134574363e+01,4.945810264e+01,1.269295560e+01,1.130542248e+00,8.605374478e+01,9.506050335e+01,9.544795802e+01,4.056545632e+01,2.378062818e+01,9.828147923e+01,8.692348068e+01,2.051380605e+01,5.792348278e+01,7.833257568e+01,2.947113277e+01,3.665152085e+01,8.241575675e+01,4.447914691e+01,5.514098458e+01,8.884698604e+01,3.423814672e+01,5.351432484e+01,3.033801699e+01,2.404987730e+01,8.023509574e+01,5.915761958e+01,4.686599063e+01,9.106152693e+00,5.206671505e+01,3.972704740e+01,6.720578764e+01,9.020206603e+01,7.910692903e+01
8.406846605e+01,2.165935896e+01,1.622910271e+01,2.086565001e+01,6.687711277e+01,1.830099847e+01,2.879508132e+01,7.796389611e+01,7.736460413e+01,5.845159791e+01,1.994504459e+01,6.323847836e+01,1.944123520e+01,3.191934018e+01,3.506145359e+01,1.194047882e+01,3.446229126e+00,4.890646865e+01,4.162564831e+01,4.268536904e+01,3.787962140e+01,5.287717139e+01,6.393650415e+01,5.238417728e+01,2.814740504e+01,8.620721524e+01,5.787234088e+01,7.597676611e+01,9.427501008e+01,2.306596332e+01,7.714645186e+01,4.259639017e+01,5.859003646e+01,1.569268044e+01,7.540675903e+01,9.441149838e+01,8.947485329e+01,8.179354867e+01,9.583553797e+01,7.984257297e+01,4.284121794e+01,3.940943677e+01,6.473789062e+01,9.675410902e+01,9.491020362e+01,4.158209268e+01,8.067847876e+01,3.145885645e+01,3.564977634e+01,9.148231481e+01,7.292754681e+01,6.001494480e+00,3.189948314e+01
8.171320089e+00,1.919447536e+01,6.032923572e+01,1.489820909e+01,7.229076061e+01,9.206459809e+01,9.748491396e+01,3.355107786e+01,9.407016436e+01,5.468418415e+01,4.887668235e+01,5.090655652e+01,5.117876565e+01,5.608960931e+00,5.356536868e+01,9.975674500e+01,5.149908015e+01,5.896240857e+01,2.416977685e+01,3.565308578e+01,1.241880339e+01,4.954312764e+01,2.896842452e+01,7.227338888e+01,6.277912117e+01,5.624711050e+00,4.895879447e+01,1.069909731e+01,7.853980198e+01,3.151179284e+01,6.499381764e+01,1.296662279e+00,8.062400170e+01,1.471655080e+01,8.411474929e+01,4.294549709e+01,4.695566233e+01,6.745423461e+01,5.539678204e+01,2.089112571e+01,2.026221191e+01,4.233214251e+01,2.379453933e+01,7.873590415e+01,9.289014802e+01,2.242371535e+01,4.047769548e+01,2.134022472e+01,7.756377585e+01,2.706985667e+01,1.833198623e+01,3.851449482e+01,5.463272408e+01
5.524799681e+01,3.698886552e+01,3.746644893e+01,2.401281864e+01,1.635331203e+01,5.619441592e+01,5.538783785e+01,4.454915299e+01,5.435414961e+01,4.199075213e+01,1.394208890e+01,9.086185810e+01,4.294703061e+01,7.517443640e+01,6.708379606e+01,3.742041330e+01,9.533668464e+01,8.406678986e+01,2.465750973e+00,1.798632873e+01,2.993605905e+01,2.496318303e+01,3.581043207e+01,3.310808948e+01,9.441571196e+01,2.408743809e+01,7.472702596e+01,1.182989450e+01,4.617861345e+01,3.207763234e+01,9.135685690e+01,5.039694696e+01,4.916887069e+01,6.785797679e+01,8.894271679e+01,2.084019672e+01,7.812745808e+01,1.046444822e+01,4.024902074e+01,2.720883940e+01,3.342788489e+01,3.396576548e+00,3.525271415e+01,6.148291765e+01,2.533953545e+01,7.212353016e+01,3.694263541e+01,8.731049552e+01,3.639367093e+01,3.961263683e+01,5.882263556e+01,9.670446971e+00,6.113888540e+01
7.662018655e+01,9.612240850e+01,5.987802272e+01,5.188735516e+01,8.860961511e+00,2.419310201e+01,7.900643964e+00,8.189971666e+01,1.182345139e+01,1.429033318e+01,6.474353898e+01,8.301457721e+00,4.103892841e+01,3.943258576e+00,5.114644991e+01,8.148052053e+01,9.013648911e+01,5.499414243e+01,5.432862616e+01,8.856303362e+01,6.464661357e+01,3.257485128e+00,5.317235135e+01,3.553919605e+01,2.736183834e+00,2.549469904e+01,4.378198663e+01,4.596401195e+00,1.306967306e+01,6.784985176e+01,6.658028374e+01,7.223241661e+01,3.654183483e+01,7.474107542e+01,7.079709923e+01,3.873172077e+01,9.080654404e+01,8.008324489e+01,5.525966777e+01,2.619190122e+00,1.004199888e+01,3.041077495e-01,5.140421757e+01,6.309018395e+01,8.948783179e+01,4.165013137e+01,2.085701645e+01,6.834217843e+01,2.210497305e+01,5.898925241e+01,4.977498461e+01,8.765558116e+01,2.241148903e+01
2.901585969e+01,5.432625782e+01,8.795118458e+00,7.384669922e+01,5.379963216e+01,2.077424809e+01,1.340183347e+01,1.151208565e+01,8.787261635e+01,3.440029096e+01,1.647511093e+01,1.065597417e+01,7.513119912e+00,5.855157757e+01,4.593404593e+01,1.880390877e+01,2.049254852e+01,7.117238553e+01,7.933781465e+01,2.210303994e+01,6.701042895e+01,9.098038556e+01,8.385061015e+01,9.440905118e+01,9.808778984e+01,5.618430431e+01,5.962653570e+01,5.081228233e+01,6.008132193e+01,7.949278333e+01,5.177049335e+01,4.061644411e+01,4.576358566e+01,6.065334728e+01,1.415150052e+01,4.950908280e+01,3.720970556e+01,9.295055050e+01,3.880617849e+01,2.109947841e+01,7.615023410e+01,5.317796824e+01,6.248159705e+00,7.400829985e+01,2.411724772e+01,8.988697220e+01,9.429277992e+01,9.755226489e+01,9.343106964e+01,1.411196114e+01,6.959599441e+01,4.623537161e+00,8.315165865e+01
1.029927295e+01,6.817445090e+01,8.836803106e+01,9.479816436e+01,2.238216442e+01,3.863287231e+00,1.481275287e+01,6.992961962e+01,4.779866361e+01,2.560191897e+01,4.838437280e+01,2.363158941e+01,1.625931310e+01,8.856371119e+01,4.811477456e+01,6.031881747e+00,2.869606210e+01,4.477570973e+01,4.391422011e+01,9.539187845e+01,8.319840238e+01,6.131262185e+01,8.012358654e+01,7.340896638e+01,3.320002687e+01,6.455338235e+01,7.615834745e+01,2.250567957e+01,2.953228851e+01,6.875831900e+01,8.712551863e+01,7.715389173e+01,2.044376185e+01,3.766395190e+01,1.990758358e+01,5.436746186e+01,1.502292379e+01,7.165652863e+01,2.347795647e+01,7.082611599e+01,8.661840835e+01,1.041643066e+01,6.927118418e+01,1.313975183e+01,8.013902168e+01,9.300695903e+00,3.582266395e+01,1.083990078e+01,8.990235218e+00,5.983026381e+01,7.455866586e+01,6.878665194e+01,2.926343229e+01
6.742686822e+01,2.813864377e+00,2.651726013e+01,4.693342441e+01,7.803264814e+01,9.691039182e+01,9.234680036e+01,3.362144739e+01,6.481227725e+01,7.650492520e+01,6.290895648e+01,1.940417066e+01,8.235743923e+01,3.796540369e+01,3.984044824e+01,3.866510062e+00,8.012754624e+01,6.940619730e+01,3.689709637e+01,8.297878838e+01,1.534055354e+01,8.390469469e+01,2.105088830e+00,7.278365918e+01,3.065305718e+01,7.435953881e+01,3.276636737e+01,6.578342043e+01,8.246274674e+01,3.407874785e+01,5.694844326e+01,4.149892473e+01,3.549804105e+01,3.364555305e+01,1.166685166e+01,5.290313827e+01,9.370984171e+01,6.319463346e+01,8.962970072e+01,9.576238619e+01,3.410091365e+01,1.550547317e+01,1.716340899e+01,9.516658765e+01,3.664288708e+01,2.439656406e+01,1.620162194e+01,4.577542691e+01,1.603122865e+01,5.158215422e+01,7.676047156e+01,8.165050112e+01,9.773468269e+01
2.875469456e+01,3.269320984e+01,7.651845076e+01,9.929222655e+01,8.356679056e+01,3.797228603e+01,5.078345711e+01,1.223653117e+01,5.335053020e+01,3.024618057e+01,1.129742883e+01,6.979279613e+01,5.704208738e+00,6.159718064e+01,2.518778255e+01,2.544791796e+01,4.609635566e+01,1.103067277e+01,2.702513429e+01,9.698660861e+01,8.541297134e+01,4.007945389e+01,2.580476954e+01,9.550614726e+01,6.141241626e+01,9.465619095e+01,5.476543892e+01,4.334422518e+01,2.714453444e+01,3.578670369e+01,7.877174836e+01,9.806226597e+00,8.781701192e+00,6.169833773e+01,1.854385689e+00,9.483916147e+01,2.252577075e+01,4.517218542e+00,8.187421565e+01,2.527111309e+00,6.801223952e+01,2.418637402e+01,7.142830495e+01,3.499371263e+01,3.525288060e+01,7.945172214e+01,7.140034249e+01,6.654376500e+01,1.789138717e+01,7.992864624e+01,6.440329174e+01,4.459174309e+01,4.647162516e+01
7.772187063e+01,1.205928747e+01,9.027944163e+01,6.282694259e+01,7.946052835e+01,4.028349333e+01,3.214088580e+01,6.613612111e+01,9.180889133e+01,4.955589945e+00,1.329296128e+01,2.543874201e+01,3.128605963e+01,1.280945992e+01,4.722843380e+01,2.622981698e+01,5.348589389e+01,8.501956821e+01,5.455219755e+01,1.974867046e+01,7.947642258e+01,6.625711024e+01,3.632669716e+01,9.520077353e+01,2.506399427e+01,6.936809204e+01,2.859622048e+01,1.917158772e+00,8.321019167e+01,7.979739941e+00,5.446113980e+01,8.298425582e+01,8.983997496e+01,7.452600715e+00,2.358043906e+01,1.437057549e+01,7.175892409e+01,7.119735595e+01,8.974858576e+01,7.700640853e+01,4.156172891e+01,9.416875088e+01,5.096747377e+01,4.008372721e+01,3.184247995e+01,4.701311196e+01,1.774546337e+01,7.935756871e+01,6.657205807e+01,3.688553695e+01,3.199127888e+01,5.953651359e+01,8.302297501e+01
6.639738495e+01,6.927699102e+01,1.188356882e+01,5.385936229e+01,5.564706927e+01,9.709765467e+01,5.757915220e-01,3.817192938e+01,3.061213258e+01,6.182198687e+00,3.017486238e+01,5.267051196e+01,8.451611053e+01,3.502701064e+01,1.702887729e+01,7.228711859e+01,9.293773780e+01,7.717032251e+01,9.752359004e+01,1.132659233e+01,1.886072242e+01,4.613096124e+01,5.273338071e+01,3.542586468e+01,4.941337777e+01,8.465896323e+00,3.405367256e+01,4.975557573e+01,2.288369782e+01,3.555206026e+01,1.120363340e+01,8.273426711e+01,8.651561100e+00,7.606660128e+01,1.265272976e+01,2.142117273e+01,6.760338066e+01,2.752225956e+01,3.464431725e+00,7.373477077e+01,4.347959649e+01,6.780425586e+01,9.735568049e+01,9.028928096e+01,9.306619493e+01,5.270387301e+01,9.277652763e+01,4.617304603e+01,5.720906224e+00,6.862399768e+00,3.449365003e+01,9.364761862e+01,9.991356778e+00
2.081722738e+01,5.894504306e+01,9.164371189e+01,6.751752408e+01,3.808200759e+01,7.211679878e+01,8.219866472e+01,6.762416954e+01,8.299406147e+01,4.337991679e+01,8.986694971e+01,1.358635645e+01,5.675586007e+01,3.017431413e+01,1.835190711e+01,4.126418582e+01,7.039255140e+01,1.072646168e+01,6.270240899e+00,8.015712895e+00,9.290189636e+01,3.729934231e+01,9.894644004e+01,6.270476807e+01,3.451894958e+01,2.600227321e+01,3.436380672e+00,6.648809254e+01,7.475615907e+01,6.225464830e+01,8.566548388e+01,3.045142630e+01,4.472107860e+01,4.298950776e+01,4.216515863e+01,5.462482805e+01,2.305957730e+00,5.538968064e+01,8.723899056e+01,5.302615453e+01,2.313823993e+01,4.760010219e-01,4.715279353e+01,1.086132837e+01,5.205781402e+01,6.820962581e+00,5.691623400e+01,5.760384058e+01,1.202293613e+01,8.946982689e+01,8.812479479e+01,9.746232258e+01,3.363992239e+01
2.522818006e+01,1.315699550e+01,2.096009541e+01,7.406696265e+00,3.307004550e-01,6.055914431e+01,1.256514888e+01,3.961237392e+00,7.242789271e+01,8.744873781e+01,3.960708205e+01,4.818876895e+01,7.440935709e+01,5.799513602e+01,7.755374010e+01,5.066540627e+01,9.061404945e+01,4.415219288e+01,8.910383530e+01,4.188723585e+01,9.129617433e+01,6.379449316e+01,1.034830559e+01,9.575836657e+01,7.662903796e+01,8.774319693e+01,8.821388915e+01,8.038264318e+01,7.246212942e+01,4.784144050e+00,5.560587626e+01,7.233878466e+01,6.237713754e+01,9.642600982e+01,3.458208883e+01,8.000086995e+01,8.703195178e+01,1.684013584e+01,4.933199383e+01,6.727249321e+01,4.382777408e+01,8.831037667e+01,5.635202941e+01,8.879269777e+01,9.237502081e+00,8.690192947e+01,1.380333115e+01,3.131585354e+01,7.016348533e+01,5.030482708e+01,9.679068866e+01,7.713817320e+01,7.530564460e+01
7.592042523e+01,5.765774691e+00,4.275354963e+00,1.677187177e+01,8.464303617e+01,7.713552211e+01,4.262370065e+01,9.474528362e+01,2.813236198e+01,3.473140380e+01,1.693056732e+01,2.691655196e+01,3.825685103e+01,4.056534029e+01,9.001792992e+00,9.866395816e+01,9.612970085e+00,9.614451587e+01,2.016743816e+01,5.818454861e+01,3.913046433e+01,1.317207059e+01,3.115124733e+01,8.166204324e+01,1.443905916e+01,5.557202344e+01,8.871046595e+01,9.852736483e+01,8.551109806e+01,8.494336048e+01,8.823240364e+01,5.504233217e+01,2.240921460e+01,9.761920574e+01,2.430209548e+01,3.020377881e+01,4.660667722e+01,6.116059068e+01,2.273647277e+01,2.538990154e+01,8.025836581e+00,1.467166611e+01,9.749730432e+01,4.051507233e+00,4.404531894e+01,7.623838670e+01,9.242530606e+01,7.267985422e+01,5.565161757e+01,8.495471905e+01,4.845459344e+01,2.947525665e+01,7.934054066e+00
6.384582630e+01,6.298085426e+01,3.489503545e+00,2.371193006e+01,2.948920103e+01,3.015760952e+01,8.779813857e+01,8.035163361e+01,4.934180730e+00,4.200977082e+00,7.660343334e+01,4.205685356e+01,7.719765284e+01,4.830046520e+01,9.887228481e+01,4.824927465e+01,7.252674482e+01,7.606319422e+01,4.880160893e+01,1.193273230e+01,2.295691302e+01,2.522995184e+01,5.951504528e+01,5.737475026e+01,8.499293347e+01,7.731951045e+01,1.407548117e+01,9.109893442e+01,8.462681176e+01,7.762248206e+01,9.204206593e+01,1.756520393e+01,2.805761840e+01,9.782535910e+01,7.977439215e+01,6.306128030e+01,6.109479783e+01,2.700557777e+01,5.712962872e+01,7.950329051e+01,1.865716831e+01,4.105366264e+01,8.018408852e+01,4.856674554e+01,2.762494563e+01,3.168891357e+01,5.596912120e+01,9.274784871e+01,8.350103238e+01,1.720145052e+01,4.877277799e+01,3.716686744e+01,8.344293216e+01
3.627073048e+01,7.772616293e+01,3.891428279e+01,7.826693030e+00,4.416246826e+01,2.594067819e+01,6.891710049e+01,8.136829731e+01,7.393101532e+01,1.600518300e+01,8.478169040e+01,7.391070286e-01,5.476857535e+01,8.511290913e+01,7.404284407e+01,5.801428844e+01,3.678353933e+01,8.628539699e+01,1.173518448e+01,6.760304606e+01,1.344364883e+01,8.467959911e+01,8.805666705e+01,8.288291721e+01,9.525359366e+01,7.142946208e+00,5.466594673e+01,5.298241281e+01,7.161537173e+01,7.859482406e+01,3.672379662e+01,1.997860441e+01,2.224955149e+01,7.098412661e+01,8.796572273e+01,4.777478855e+01,2.189213444e+01,2.560786324e+01,3.607326988e+01,9.957397637e+00,6.844345211e+01,9.802455661e+01,5.724784995e+01,6.226248153e+00,2.738855574e+01,9.284437989e+00,3.308551797e+01,3.602663078e+00,1.772997523e+01,8.641480817e+01,6.670978128e+00,8.634309411e+01,4.880439681e+01
8.699533309e+01,5.106410723e+01,2.772851466e+01,9.295800570e+01,9.882292940e+01,8.011204405e+01,6.845698720e+01,9.654481673e+01,8.034326461e+01,5.096549221e+01,8.614322001e+01,4.584928961e+01,4.049138179e+01,2.045832073e+01,8.078532090e+01,2.281162170e+01,7.580901507e+01,1.947870934e+00,1.095654526e+01,6.174753454e-01,3.267761793e+01,7.755692841e+01,5.870856374e+01,3.347674154e+01,4.098723955e+01,5.813563090e+01,9.460543437e+01,3.617320010e+01,2.811740858e+01,3.516940071e+01,6.697308594e+01,7.819245911e+00,2.152441861e+01,4.044260695e+01,4.131917399e+01,4.048301358e+01,6.730540997e+01,1.509148814e+01,7.176686168e+01,6.127016749e+01,4.498733238e+00,7.405411177e+01,2.462637206e+01,1.020162460e+01,8.053103471e+01,3.255412993e+01,7.205402978e+01,2.669712195e+01,4.396488740e+01,7.936961667e+01,8.634484098e+01,1.710087816e+01,9.052905940e+01
9.451713782e+01,8.652048415e+01,8.376548563e+01,4.009922715e+01,5.280473449e+00,5.848221153e+01,4.908483941e+01,7.505480929e+01,8.510090283e+01,8.804194639e+01,2.456879554e+01,1.809964636e+01,4.479407093e+01,8.240525491e+01,6.648694262e+01,9.326655919e+00,1.817838218e+01,8.329218269e+01,3.512689260e+01,5.366763515e+01,9.767551551e+01,4.104376243e+01,8.087655430e+01,1.697855425e+01,9.301012317e+01,2.164687180e+00,2.556034909e+00,8.406186514e+01,1.716664904e+01,7.355949787e+01,7.004344397e+01,6.641762645e+01,5.798674939e+00,1.239839191e+01,8.504887099e+00,2.294936201e+01,6.898991868e+01,2.165994643e+01,3.305648565e+01,6.988106379e+01,5.144994036e+01,5.600832612e+01,6.180768888e+00,6.450100145e+01,1.771067426e+01,8.792351257e+01,1.589661216e+01,2.926314882e+01,8.310326189e+01,8.989240177e+01,1.685420004e+01,1.775812412e+01,5.739822731e+01
