v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24
3.590903244e+01,3.506294770e+01,5.724937477e+01,4.937154012e+01,2.256575526e+01,6.949063460e+01,2.673203018e+01,9.240271716e+01,1.222351937e+01,3.321832776e+00,1.022954914e+01,3.994884425e+01,6.496562081e+01,9.599405956e+01,9.535284985e+01,7.415054974e+01,8.063772496e+01,8.732669398e+01,7.086395838e+01,4.803908758e+01,2.124600545e+01,5.164657508e+01,1.840942819e+01,6.493060306e+01
3.753526469e+01,9.593708116e+01,9.600836646e+01,2.275587067e+00,1.339851839e+00,9.347595823e+00,7.431000217e+01,8.340947506e+01,3.821620945e+01,7.560316421e+01,4.438004764e+00,8.044260575e+01,3.099698705e+01,5.186540207e+01,2.769508882e+01,8.283202429e+01,1.958555822e+01,3.878356235e+01,5.984038557e+01,8.383281429e+01,5.423710265e+01,3.985026322e+01,7.446229932e+01,1.963392229e+01
6.378312872e+01,2.795222951e+01,1.792289537e+01,1.575515438e+01,6.923119906e+01,9.500281083e+01,9.544069219e+01,8.628352843e+01,7.431897637e+01,8.266162795e+01,3.765737613e+01,8.463781558e+01,9.004677980e+01,1.874228919e+01,8.604289017e+01,9.194088669e+01,2.273425866e+01,7.933491616e+01,1.349638052e+01,5.091793456e+01,9.789842092e+01,8.027263992e+00,1.345723103e+01,5.454793848e+01
8.344665223e+01,9.642604624e+00,4.912566017e+01,9.538057916e+01,4.308504462e+01,2.543778175e+01,7.099404600e+01,2.534046293e+01,9.595688714e+01,3.452812403e+00,4.435454897e+01,4.790772884e+01,4.864591361e+01,2.722087340e+01,1.636090476e+01,7.899090241e+01,5.561725142e+01,9.843349271e+01,4.359413024e+01,8.701664805e+01,9.226718828e+01,9.499073277e+01,3.930162117e+01,5.783537714e+01
6.430816575e+01,8.988342444e+01,9.223030782e+01,3.147516427e+00,5.390003074e+01,9.296077832e+01,6.808996043e+01,1.656845375e+01,9.099176326e+01,1.722208726e+01,9.876155824e+01,5.274312863e+01,5.726508218e+01,6.345587860e+01,1.891882249e+01,2.142596469e+01,3.623056001e+01,8.301276528e+01,6.875937821e+01,5.586909214e+01,8.610858988e+01,6.107698500e+01,5.242867268e+01,7.957329732e+01
8.674956139e+01,7.393596948e+01,8.320252297e+00,7.624394773e+01,5.125383005e+01,4.580928453e+01,2.851861389e+01,5.447249826e+01,2.205884631e+00,6.511033443e+01,4.366057464e+01,4.910769284e+01,7.367771503e+00,2.154676011e+01,2.321149328e+01,6.933071800e+01,4.815509468e+01,3.617219515e+01,2.953760290e+01,8.230425758e+00,6.993781358e+01,2.758095032e+01,5.004745694e+00,5.759362344e+00
4.413771434e+01,3.845616286e+01,8.188321677e+01,1.865777642e+01,5.600657984e+01,1.685509232e+01,5.053118440e+01,8.326825460e+01,1.028811498e+01,1.469538528e+01,8.849289956e+01,5.374927510e+01,5.250459452e+01,9.266452627e+01,4.917807900e+01,5.109400323e+01,6.468573237e+01,1.529234365e+01,1.890427249e+01,8.921876842e+01,7.024554540e+01,4.166779176e+01,2.333518105e+00,7.837402726e+01
4.917118220e+01,1.355009772e+01,7.874914945e+01,9.358020857e+01,1.065206256e+01,5.898277173e+01,7.441651452e+01,3.522258301e+01,6.409494538e+01,9.198540258e+01,8.366420638e+01,9.146232382e+01,7.563045437e+01,4.417667409e+01,2.281277520e+01,9.182261073e+01,9.502856505e+01,2.861551495e+01,9.362257497e+01,6.868364905e+01,8.978846395e+01,7.156725447e+01,1.685693710e+01,4.672638719e+01
3.117892039e+01,4.067583126e+01,1.196926232e+01,1.053277055e+01,1.651942380e+01,3.902310729e+01,3.249854081e+00,5.195496960e+01,5.299091747e+01,3.722935010e+01,7.351011245e+01,9.507681633e+01,8.577070427e+01,6.630876850e+01,4.015571050e+01,1.269664842e+01,4.195504016e+01,6.650400045e+01,3.240992698e+01,4.115451856e+01,6.923943122e+01,4.054204182e+01,8.238252344e+01,4.045193709e+01
9.438956282e+01,3.004667746e+01,8.357481695e+01,3.563981457e+00,6.863180593e+01,3.555650828e+01,4.354060294e+01,6.958808448e-01,6.127288440e+01,1.354690397e+01,7.884212324e+01,1.614591376e+01,2.277347528e+01,5.621580032e+01,8.319817077e+01,3.653045721e+01,2.699021209e+01,9.634355826e+01,9.860921275e+01,5.541704136e+01,1.006974740e+01,3.644362922e+01,6.385686263e+00,2.897052656e+01
8.620373982e+01,4.585164337e+00,5.283999927e+01,1.982517324e+01,3.524754708e+01,4.268008579e+01,7.347421529e+01,9.162528516e+01,4.525828802e+01,9.230291821e+01,4.604167367e+01,3.210518343e+01,3.296580777e+00,9.836986904e+01,2.304395880e+01,7.545119736e+01,5.506386573e+01,1.000213580e+01,3.671006501e+01,8.981697823e+01,8.215804282e+00,1.177604074e+00,7.581355293e+01,9.788278821e+01
7.716441079e+01,1.080605169e+01,9.259166226e+01,3.574959878e+01,3.801893307e+01,8.472429854e+01,3.349069788e+01,6.647607219e+01,4.228415492e+01,5.543029578e+00,1.508066561e+01,8.097015176e+01,4.307761028e+01,7.459633266e-01,9.065185379e+01,3.714300461e+01,1.832626660e+01,8.532484487e+01,1.006768276e+01,4.105982364e+01,1.708679241e+01,3.703436781e+01,3.791403694e+01,4.039019829e+01
3.198511910e+01,2.504964629e+01,7.001121264e+01,5.431340118e+01,3.513232071e+01,1.069560343e+01,1.111062164e+00,9.537062466e+01,6.337382903e+01,6.024169977e+01,8.781689677e+01,5.196333956e+01,2.529646055e+01,5.856469584e+01,6.585099973e+01,2.713119514e+01,9.804578523e+01,9.537939486e+01,9.703104622e+01,8.699919340e+01,2.458091800e+01,1.974934638e+01,6.076435063e+01,2.653621109e+01
2.148524344e+01,8.689790063e+01,8.381964456e+01,7.890720292e+01,7.502945942e+01,5.421276262e+01,4.170280565e+01,7.644214937e+01,1.408300306e+01,5.202347771e+01,6.405266570e+01,8.830289720e+01,8.926772445e+01,7.525056574e+01,3.003158759e+00,9.306595346e+01,3.712609896e+01,4.177896136e+01,3.979166579e+01,7.365297445e+01,7.512423771e+01,7.958568515e+01,3.328481270e+01,6.538306424e+01
1.987237756e+01,9.731405981e+01,4.721607632e+01,1.775285037e+01,3.120105706e+01,1.742574600e+01,3.462142210e+01,5.181330118e+01,1.898873973e-01,8.248909865e+00,5.444664414e+01,6.105192033e+01,8.337511657e+01,6.974364022e+01,4.144693474e+01,8.589911623e+01,4.320852361e+01,7.273083799e+01,4.360045890e+01,2.931623188e+01,4.362446504e+01,2.566263127e+01,6.401180950e+01,2.413515491e+01
7.152134976e+01,2.013363124e+01,9.841804816e+01,5.087435752e+01,9.241714257e+00,4.525974057e+01,6.040518542e+01,9.100537043e+01,9.174223489e+01,2.674764388e+01,2.686526319e+01,7.020773952e+01,7.672884408e+01,2.219611520e+01,8.832018316e+01,6.519809725e+01,9.123902529e+01,5.142940681e+00,8.534271123e+01,9.425180583e+01,7.352955383e+00,7.612256280e+01,4.998635203e+01,3.003732057e+01
1.845553744e+01,6.376312425e+01,4.258578155e+01,3.719873085e+01,6.645954295e+01,5.478275410e-01,5.086370100e+01,2.967119994e+01,1.712898821e+01,7.284700050e+01,7.749801048e+01,4.266874857e+01,5.296802748e+01,8.132003873e+01,9.348973733e+01,8.769453023e+01,2.220357593e+01,6.695145803e+01,3.563066107e+01,6.484362715e+01,5.939694182e+01,3.558736241e+01,1.048534468e+01,3.023932074e+01
4.617427267e+00,8.054885221e+01,2.575436213e+01,8.782875534e+00,5.432946023e+01,3.982807175e+00,9.470655131e+01,6.886717249e+01,3.202872809e+01,7.326193248e+01,5.941609159e+01,6.183832307e+01,5.680376426e+01,4.043786419e+01,8.544707442e+00,9.112822836e+01,1.703493961e+01,9.189219068e+01,2.798385567e+00,6.321662355e+01,3.891679613e+01,1.756940298e+00,8.429914266e+01,9.763092186e+01
9.211866914e+01,9.273744067e+01,1.911008719e+01,7.517596773e+01,6.564334733e+01,7.364581534e+01,6.135290070e+01,5.717682376e+01,1.418462030e+01,9.687428816e+01,5.372736461e+01,2.764389205e+01,8.445602790e+01,9.326218080e+01,3.894753215e+01,1.374936481e+01,4.596904150e+01,3.454393103e+01,7.158938279e+01,3.361291248e+01,8.075044534e+01,9.662497129e+01,9.407778162e+01,7.381961214e+01
1.772713361e+00,6.106368592e+01,4.566765835e+01,1.592194295e+01,8.304102424e+01,7.442434813e+01,7.003861362e+01,7.035532945e+01,4.913453039e+01,6.463197113e+01,3.740078265e+01,6.011253631e+01,8.860979403e+01,4.996923134e+01,1.316652288e+01,2.409788267e+01,5.991689678e+01,4.334335799e+01,7.118028322e+01,7.671071784e+01,3.294904418e+01,8.505956235e+01,3.429095753e+01,9.471907364e+01
2.601742997e+01,3.722880344e+01,7.664860713e+01,7.796296694e+01,5.547563051e+01,5.910272604e+01,9.299765172e+01,1.318308184e+01,6.322050605e+01,8.958328549e+01,2.798026097e+00,7.359724269e+00,9.031106527e-01,6.407026078e+01,2.744992323e+01,8.462692994e+00,9.685627157e+01,7.367312668e+00,1.869061381e+01,8.600471635e+01,9.081314377e+01,4.552704904e+01,9.507028912e+01,5.727142774e-01
5.277945643e+01,5.872213640e+01,9.754796048e+01,7.103001476e+01,6.382889115e+01,8.298889662e+00,5.031684291e+01,4.491218686e+01,5.590696103e+01,6.827413396e+01,4.968029456e+01,5.633493711e+01,7.081322570e+01,9.275411740e+01,6.438936938e+00,7.149572613e+01,9.443143742e+01,3.053340752e+01,2.669749598e+01,1.431879158e+01,9.326529421e+01,4.136524743e+01,6.526910391e+01,3.011128324e+01
4.035833576e+01,7.120530171e+01,5.279275781e+01,7.670855118e+01,2.707299330e+01,2.180233975e+01,1.131795039e+01,4.814311113e+01,1.615990348e+01,1.920880839e+01,1.092937100e+01,7.522222228e+01,7.527006694e+01,9.698908959e+01,9.002316945e+01,7.284365848e+01,2.128625079e+01,4.780851390e+01,1.589572401e+01,4.528216579e+01,6.499986689e+01,9.671555180e+01,1.707940044e+00,3.331531367e+01
5.863477287e+01,6.059904999e+01,7.837155841e+01,9.446192672e+01,4.395371155e+01,9.859338237e+01,3.759937604e+01,1.848575836e+01,4.816562624e+01,6.785922374e+01,4.560910730e+01,5.336182378e+01,8.584493603e+01,1.605464789e+01,4.333573174e+01,3.330733861e+01,2.676951389e+01,2.585622769e+01,2.239706609e+01,5.220625782e+01,2.660557784e+01,5.353969701e+01,5.393768240e+01,3.234329284e+01
4.319943447e+01,9.307150758e+01,7.481939326e+01,4.908993342e+01,2.433914565e+01,8.697665605e+01,1.514833584e+01,4.766068705e+01,6.442899894e+01,2.861346238e+01,5.513557392e+01,3.191697748e+01,4.321610017e+01,2.812649444e+01,2.802941765e+01,4.123346186e+01,9.534582337e+01,2.596128462e+01,9.781907561e+01,9.176978231e+01,1.352239332e+01,7.278146711e+01,1.992843506e+01,7.463844092e+01
8.090887852e+01,7.404937865e+01,3.281317803e+01,5.329674418e+01,6.461892552e+01,3.579974276e-01,2.130478412e+01,9.198856319e+01,6.573484413e+01,4.808071895e+01,4.071955542e+01,1.732572681e+01,9.129847834e+01,7.486135316e+01,7.354514394e+01,3.740796135e+01,6.599423427e+01,3.156370492e+01,4.049000285e+01,6.801367240e+01,1.393611090e+01,2.446450096e+01,6.024868708e+01,5.872927619e+01
7.536846629e+01,9.211448206e+01,7.262989855e+01,1.417651496e+01,6.696905355e+01,1.226498203e+00,8.436081650e-01,4.123124700e+01,3.602278119e+01,4.645964354e+01,4.208496518e+01,3.545165894e+01,3.865992609e+01,6.875979876e+01,9.687980496e+01,8.299803137e+01,8.694041694e+01,8.192739406e+01,8.027209363e+01,7.209552123e+01,2.001444784e+01,3.157016412e+01,4.282370265e+01,8.423550180e+01
6.156721564e+01,4.569534141e+01,2.437711777e+01,8.377970147e+01,9.452933609e+01,6.990751134e+01,4.930328289e+01,1.596125365e+01,2.318919322e+01,6.846874977e+01,8.725914383e+01,3.076905297e+01,7.624752601e+01,1.382658343e+01,2.765583077e+00,6.270814007e+01,7.618851654e+01,6.416832070e+01,6.510574308e+01,7.117106088e+01,4.226346696e+01,2.141428553e+01,3.873123553e+00,2.312884099e+01
4.222258213e+01,8.202565903e+01,3.172716657e+01,7.322978543e+01,7.845416819e+01,9.241753562e+01,4.066016154e+00,8.924615481e+01,3.323854562e+01,2.379198235e+01,6.075656779e+01,2.670607642e+01,9.080839348e+01,7.495777198e+01,6.427317788e+01,1.809810166e+01,5.266347011e+01,1.660917830e+01,4.172176190e+01,7.377979474e+01,8.447641341e+01,7.937691490e+01,7.962324070e+01,2.915794443e+01
2.547668034e+01,1.991246810e+01,4.206667738e+01,8.970111964e+01,4.741024725e+00,1.595907649e+01,7.445760719e-01,6.571693959e+01,9.765247953e+01,7.345350332e+00,4.973834233e+01,6.367189572e+00,3.458955690e+01,8.247685131e+01,2.575118543e+01,3.385459050e+01,5.007179609e+01,6.015687000e+00,6.576167040e+01,4.576619930e+01,9.624379335e+01,4.785004186e+01,4.857277229e+01,6.670219748e+01
3.099336197e+01,6.173415448e+01,7.289900673e+01,8.473808513e+01,2.380602014e+01,8.300863655e+01,4.681424074e+01,3.696761411e+01,9.361862133e+01,6.411318125e+01,4.259625130e+01,6.981860252e+01,8.490911362e+01,6.725874899e+01,5.703552950e+01,1.858473874e+01,8.146263457e+01,2.137271672e+01,2.257139519e+01,5.659383909e+01,3.078177358e+01,9.305703967e+01,2.220824433e+01,8.948590232e+01
4.573387340e+01,2.867399381e+01,7.508316224e+01,6.564185906e+01,2.352170164e+01,4.737911164e+01,1.351445631e+01,7.147775447e+01,8.583340594e+01,6.939983093e+01,3.787924650e+01,4.304649598e+01,3.607094525e+01,2.457775372e+01,3.665498752e+01,2.437390991e+01,3.397133216e+01,5.844059340e+01,5.954852050e+01,6.948749238e+01,1.559686544e+01,2.624805452e+01,2.858466438e+01,1.025043283e+01
7.756758254e+01,6.635087915e+01,6.273687356e+01,3.130259580e+01,5.369976363e+01,8.289210669e+01,3.545693942e+01,7.605446959e+01,4.034075325e+01,4.487447973e+01,2.240276751e+01,8.037041679e+01,6.456376628e+01,1.948059064e+01,9.475762969e+01,7.753876991e+01,8.332682660e+01,6.172579262e+01,9.183825481e+01,8.276216734e+01,2.946270809e+01,8.849365776e+01,4.803747031e+01,3.372036557e-01
1.817248915e+01,1.180690170e+01,6.028808095e+01,2.600230462e+01,1.588579894e+01,3.865712972e+00,1.012546175e+01,4.293193768e+01,4.704782100e+01,1.852984573e+01,9.975837600e+01,2.169172003e+01,7.901028274e+01,2.480527213e+01,9.444508075e+01,7.071620888e+01,1.731271337e+01,8.039476268e+01,2.372492523e+01,9.450986447e+01,3.714981864e+01,3.581383857e+01,4.544342411e+01,2.924103283e+01
7.489777833e+01,1.100160972e+01,8.681354916e+01,8.889332358e+01,6.752035634e+01,9.623361761e+01,4.520607659e+00,9.360144753e+01,7.068406286e+01,8.626292880e+01,1.585542177e+01,5.346978466e+01,4.906933597e+01,5.894114603e+00,4.094119223e+01,9.933996685e+00,4.280012129e+01,6.613624653e+01,9.471850818e+01,9.484424505e+01,3.729254271e+01,9.805943638e+01,7.353864657e+01,5.282904136e+01
9.370576721e+01,3.918057010e+01,7.945757110e+01,1.702645100e+01,5.461820593e+01,4.117762064e+01,8.639907790e+01,1.105945058e+01,8.255183970e+00,3.715352886e+01,4.167595391e+01,9.093996535e+01,5.432076105e+01,7.233888369e+01,8.102783199e+01,8.812080330e+01,1.273552132e+01,9.119405644e+01,4.955794902e+01,7.792711334e+01,7.077677392e+01,5.770759934e+01,6.066343342e+01,1.016061872e+01
8.782851449e+01,2.758090594e+01,7.558454391e+01,2.772347910e+00,6.886026325e+01,8.996319345e+01,9.401534039e+01,4.116892589e+01,1.748275840e+01,6.575747821e+01,9.617532468e+01,8.506118359e+00,1.326275419e+01,1.557427300e+01,9.993716857e+01,6.806923483e+01,2.768048379e+01,6.289448343e+01,1.466143627e+01,4.743172633e+01,3.395162641e+01,5.273148647e+01,7.478977084e+01,7.148995835e+01
6.576179013e+01,4.700569513e+01,7.926730362e+01,8.789068886e+01,1.464989259e+01,7.884341267e+01,5.183476372e+01,1.036334711e+01,2.392594102e+01,3.087616602e+00,2.607866044e+01,7.408540004e+01,7.899640544e+01,9.737578913e+01,7.502914686e+01,6.217628015e+01,1.775344330e+01,8.157291480e+00,9.197427149e+01,8.535694665e+01,7.375734877e+01,1.078974783e+01,5.158646487e+00,3.140065271e+01
6.715284062e-01,2.177911552e+00,3.318619720e+01,2.193031897e+01,3.918104525e+01,7.042474524e+01,6.685637859e+01,2.090429642e+01,2.924318784e+01,4.773699010e+01,8.743969271e+01,8.901690984e+01,1.667051557e+00,8.432273592e+01,9.161345826e+01,6.537052964e+01,9.453560743e+01,6.892602324e+01,8.811024820e+01,5.010375498e+01,5.678585292e+01,9.285184135e+01,6.438787187e+01,5.799245142e+01
5.919733680e+01,4.333913020e+01,5.922756897e+01,1.405870461e+01,6.532025662e-01,3.997047995e+01,2.212852159e+01,4.955090916e+01,9.909340771e+01,9.103413160e+01,8.987525065e+01,4.635703638e+01,6.507182962e+01,6.105540387e+01,9.565277802e+01,4.989450706e+01,9.630396308e+01,5.095282030e+01,2.212751345e+01,6.782595271e+01,6.015971462e+00,4.656189879e+01,8.954135662e+01,4.343793636e+01
9.689786254e+01,1.096381139e+01,2.793141125e+01,2.141761310e+00,6.372669687e+01,8.037496970e+01,6.778591264e+01,6.069505236e+01,4.055611860e+01,5.100322038e+01,7.349141865e+01,3.518726045e+01,4.231998761e+01,7.068471013e+01,4.492214519e+01,6.166278617e+00,1.979608090e+01,6.647001092e+01,2.816125190e+01,5.768950313e+01,2.354684710e+01,1.766597564e+01,5.176490216e+01,8.268554770e+01
3.558988304e+01,9.436410179e+01,6.670529089e+01,1.826082138e+00,7.782130705e+01,2.483707282e+01,4.077847059e+01,1.441484015e+01,7.343664607e+01,6.559164892e+01,9.625925761e+01,9.528183464e+00,6.299070701e+01,9.979789986e+01,6.645139874e+01,9.406197173e+01,5.052449482e+01,6.727850586e+01,2.407353127e+01,1.568185473e+01,6.300224923e+01,9.869413007e+00,6.497037505e+01,4.911089030e+01
6.233172064e+01,2.722759760e+01,8.643045012e+01,2.069383341e+01,1.426357663e+01,4.342891106e+01,5.104369540e+01,5.078695518e+00,8.538026165e+00,8.461899335e+01,2.837773351e+01,1.103390419e+00,1.175657376e+01,4.280359445e+01,1.066216367e+01,3.889984140e+01,5.741784125e+01,6.358480577e+00,3.047080222e+01,4.861766496e+01,7.386722299e+01,5.961210134e+01,5.995843820e+01,7.971992417e+00
4.112635723e+01,5.193761436e+01,3.147814109e+01,9.308217249e+01,4.379089006e+01,6.192919129e+01,5.642984944e+01,1.301204425e+01,4.272961584e+01,8.011375745e+01,7.190653064e+01,7.618015742e+01,7.616359495e+01,4.568858898e+01,1.152313558e+01,8.798804582e+01,9.460801035e+01,7.416092490e+01,9.581218150e+01,3.292719137e+01,2.900678077e+01,4.545966936e+01,4.889460277e+01,5.979193461e+01
5.329135578e+01,4.943993082e+01,7.132071229e+01,3.940914637e+01,3.220804108e+01,9.833458567e+01,2.306655762e+01,8.946011248e+01,7.242454783e+01,5.373957210e+01,2.056646976e+01,1.845105255e+01,2.811146091e+01,9.446306175e+01,2.552197452e+01,4.404845703e+01,4.379772251e+01,6.346509931e+01,2.503991419e+00,4.754546558e+01,4.950895508e+01,5.042552413e+00,9.963529381e+01,9.480161230e+00
9.324772969e+01,1.765694981e+01,7.109198817e+01,4.859336376e+01,3.739937898e+01,7.679956982e+01,7.144931938e+01,3.450384469e+01,8.053901495e+01,3.318488693e+01,1.742298033e+01,8.208617447e+01,1.420614806e+01,8.450810199e+01,2.690391084e+01,4.007188655e+00,5.767875934e+01,5.548073942e+01,8.332328865e+01,1.393698519e+01,2.961106423e+01,9.043369199e+01,9.107002662e+00,6.919948342e+01
7.576703127e+01,2.684028234e+01,5.488909906e+01,5.953974632e+01,7.668527671e+01,6.448593046e+01,6.825278711e+01,6.014619381e-02,5.017645206e+01,6.967362409e+01,4.993797939e+01,1.322041745e+01,2.864813473e+01,9.820132199e+01,3.120260304e+01,5.145502377e+01,8.456196345e+01,1.402221390e+01,4.458833802e+01,2.248613295e+01,9.022420424e+01,4.614078528e+01,6.971116589e+01,7.326695341e+01
2.723171493e+01,9.078515009e+01,1.420566569e+01,8.985570145e+01,2.332104179e+01,6.019620878e+01,5.887633161e+01,9.401847631e+01,4.478559024e+01,7.740825142e+00,4.327158560e+01,9.247684734e+01,1.975919942e-01,9.004440360e+01,5.257764979e+01,4.756370014e+01,7.005239182e+01,9.315137606e+01,8.148442798e+01,7.017180468e+01,3.194336933e+01,8.588288262e+01,3.008617829e+01,7.156593183e+01
8.734804953e+01,8.422619441e+01,7.029192972e+01,7.932038819e+01,9.017545402e+01,9.106818657e+01,5.267036950e+01,2.242757831e+01,2.177449881e+01,3.739179613e+01,1.822553300e+01,8.474354628e+01,3.264523600e+01,9.794791763e+01,1.331798965e+01,3.136449160e+01,6.577338666e+01,6.018595821e+01,3.688709305e+01,5.144801507e+01,5.637704405e+01,5.477888401e+01,7.083961158e+01,7.079992421e+01
9.194633818e+01,3.832507670e+01,5.711591949e+01,9.269530534e+01,6.013208941e+01,1.997856642e+01,3.809233146e+01,1.042703363e+01,6.222615826e+01,5.249104137e+01,5.334447618e+01,4.161924376e+01,8.381675784e+01,8.714832676e+01,9.554796987e+01,4.371921876e+01,8.629745066e+01,9.050709231e+01,9.676758695e+01,9.945120148e+01,1.231620422e+01,5.554237981e+01,8.517473590e+01,2.185453209e+00
8.190780126e+01,1.692990777e+01,2.834902272e+01,1.374890820e+01,1.662541729e+01,2.228185903e+01,6.583285461e+01,5.428364600e+01,8.989988195e+01,9.442319878e+01,9.420860362e+01,6.518586097e+01,9.334502487e+01,2.834503214e+01,6.367560582e+01,7.207340735e+01,2.848863206e+01,2.876546581e+01,7.743371441e+01,5.622303196e+01,2.713814785e+01,1.432888299e+01,7.663817479e+01,6.741904211e+01
2.304538970e+00,6.950153821e+01,8.542224776e+01,4.036537319e+01,8.271469146e+01,5.511270543e+01,9.695844825e+01,1.316693006e+00,6.610658186e+01,1.604853774e+01,5.906956267e+01,2.144558000e+01,3.848000875e+01,2.117324521e+01,9.802465460e+01,6.986677447e+01,3.758769124e+00,8.904711405e+01,4.851195449e+01,3.954395243e+00,2.445109450e+01,3.227834190e+01,1.323572076e+01,5.101752975e+01
6.635000912e+01,8.372686418e+01,1.178826400e+01,8.650247993e+01,7.937241081e+01,9.585954601e+01,6.537854558e+01,8.857889555e+01,9.928705024e+01,4.174719599e+01,7.403277615e+01,4.610316115e+01,4.404114314e+01,4.373220795e+00,7.523952329e+01,2.809413058e+01,9.855176384e+01,9.400994351e+01,9.069733895e+01,2.881576049e+01,7.147931142e+01,2.650165732e+01,2.969419851e+01,7.114927316e+01
9.730886423e+01,1.484460136e+01,7.686242036e+01,6.797631524e+00,2.466265872e+01,4.613367254e+01,6.578786763e+01,2.479698198e+01,4.536583077e+01,4.994076981e+01,5.079039015e+01,9.667071207e+01,2.334118982e+00,1.888893443e+01,3.955593665e+01,1.610045848e+01,3.634904569e+01,1.191666704e+00,5.405283613e+01,1.641806057e+01,7.099778313e+01,1.814072829e+01,6.956291694e+01,7.224076234e+01
4.527770311e+01,8.262236327e+01,4.248208647e+01,7.125482322e+01,1.853978853e+01,8.453084564e+01,5.867211037e+01,1.630579958e+01,1.551875928e+01,5.933442744e+01,1.721329979e+01,6.484759047e+00,9.526192388e+01,5.474740530e+01,5.998614239e+01,2.373428131e+01,7.010512827e+01,1.679343391e+01,7.096801013e+01,4.243699449e+01,6.877628824e+01,9.107158459e+01,9.559844502e+01,7.868611563e+01
9.816089690e+01,2.579605081e+01,7.090436644e+01,6.163163230e+01,5.333049999e+01,7.282549387e+01,2.880441080e+01,3.638540568e+01,4.923545273e+01,3.096326463e+01,6.813702182e+01,8.228327299e+01,5.906165419e+01,3.514686575e+01,3.300957332e+01,3.950753938e+01,9.282339895e+00,4.278665155e+01,7.470784150e+01,5.182094724e+01,6.808868146e+01,5.584907768e+01,4.442642487e+00,5.179528972e+01
6.424420916e+01,3.868977961e+00,3.359478247e+01,7.734090051e+01,1.391516977e+01,2.840339885e+01,9.017690157e+01,8.862410465e+01,4.786768939e+01,1.164267428e+01,1.611618279e+01,1.454189349e+01,7.883786078e+01,9.899752141e+01,1.593573544e+01,1.019259671e+01,3.032077939e+01,5.012423200e+01,8.566461541e+00,8.753219181e+01,2.228040721e+00,6.244144164e+01,3.538250114e+01,9.793329074e+01
9.951359521e+01,5.365664463e+01,6.455141867e+01,2.864042487e+01,1.639969164e+01,2.818269613e+00,4.971192485e+00,9.788453477e+01,6.728168656e+01,7.302312345e+01,4.399555259e+00,7.775515222e+01,6.681448965e+01,5.419440699e+01,7.780924302e+01,3.483950662e+01,7.334099949e+00,7.085756525e+01,8.414706684e+01,7.386079601e+01,5.481753201e+01,6.311847272e+01,1.554477051e+01,2.727508045e+01
5.761871046e+01,2.446601265e+01,7.546073492e+01,7.929390028e+01,3.088989899e+00,9.520384366e+00,7.513247318e+01,3.186739238e+01,3.500412287e+00,7.189614254e+01,4.958131743e+01,5.695958462e+00,7.103868823e+01,6.251338893e+01,1.109063129e+01,1.580694445e+00,1.939735461e+01,6.942061282e+01,7.147885342e+01,1.314265392e+01,7.250242140e+01,9.424954740e+01,8.696124382e+01,2.849432598e+01
4.985804163e+01,2.085183749e+01,9.918138505e+01,4.525183995e+01,9.546118665e+01,9.561118848e+01,4.708269508e+00,1.353198698e+01,4.184168947e+00,3.830196328e+01,5.754874844e+01,6.928825758e+01,7.936904347e+01,5.394207030e+01,8.496427231e+01,5.716242943e+01,8.871028182e+01,6.435947317e+01,5.948654034e+01,7.999315354e+01,7.587509969e+00,2.045172193e+01,2.330928650e+01,7.240344508e+01
5.903379683e+01,7.485363734e+01,1.081324596e+01,3.236845774e+01,9.211000951e+01,9.860089055e+01,8.350668224e+01,1.158791369e+01,8.619080167e+01,3.509468307e+01,2.433025696e+00,9.352666170e+01,2.760028008e+01,3.942580178e+01,5.495322619e+01,4.691733739e+00,3.083842749e+01,5.858344712e+01,9.610115085e+01,5.876196497e+01,9.191311878e+01,6.202611486e+01,3.782645070e+01,5.777614595e+01
1.041825323e+01,9.493595096e+01,5.612937625e+01,9.569346705e+01,9.491904628e+01,5.224756287e+01,2.052389733e+01,6.919327088e+01,2.216956851e+01,3.807177507e+00,5.017789408e+01,7.187992621e+01,6.400333353e+01,2.132027789e+00,5.979929907e+01,9.461494736e+01,4.824368236e+01,7.189468181e+01,1.904441462e+01,5.964597787e+01,7.285445468e+01,7.770378739e+01,9.349426021e+01,1.832446710e+01
9.867189054e+01,4.794173933e+01,3.221492287e+01,2.751661509e+01,1.347508014e+01,3.527376870e+00,3.960122672e+01,1.050374760e+01,8.455446078e+01,1.091833922e+01,8.793126693e+00,5.139270086e+01,9.770523474e+01,8.995456120e+01,4.747641247e+01,6.402074498e+01,7.678253254e+01,9.975771212e+01,8.055558373e+00,3.769202870e+01,7.958065555e+01,4.204804775e+01,9.675916841e+01,8.138803013e+01
1.349458126e+01,5.151888690e+01,1.667398638e+01,3.601422540e+01,3.955134396e+01,3.623712077e+00,7.199875481e+01,7.587212764e+01,2.455660775e+01,5.686373816e+01,2.797101804e+01,1.717003065e+01,3.874256528e+01,3.261247744e+01,6.762474388e+01,7.185597806e+01,5.389266510e+01,3.988634512e+01,6.620846742e+01,1.887589066e+01,9.280486864e+01,3.504317116e+01,9.431625488e+01,8.299870274e+01
