v1,v2,v3,v4
6.874352471e+01,5.640857346e+01,7.157402251e+01,7.982127479e+01
6.569795137e+01,5.516497553e+01,5.745301657e+00,2.213243371e+01
9.161964237e+01,7.250785348e+01,9.294137445e+00,6.360356224e+01
9.950782235e+01,7.204836128e+01,9.711917059e+01,3.553843685e-01
9.873582601e+00,2.884804383e+01,9.228572458e+01,5.790258728e+01
8.937760134e+01,4.111787195e+01,9.977915753e+01,4.618941481e+00
3.498948758e+01,4.106477582e+01,5.182076419e+00,3.702007705e+01
6.470532489e+01,8.444996997e+01,7.591028985e+01,7.998116037e+01
5.682224028e+01,6.125094001e+01,5.085926817e+01,5.419443944e+01
2.340196024e+01,7.836408361e+01,9.255281685e+01,3.887458213e+00
2.761645561e-01,9.647286975e+01,6.237308627e+00,6.766802652e+01
9.602153604e+01,4.877315101e+01,8.896204813e+01,1.459082242e+01
7.122366063e+01,1.201592429e+01,5.011576314e+01,1.157503348e+00
2.029520787e+01,4.392542222e+01,6.370795955e+01,9.075857385e+01
4.419102936e+01,6.920666159e+01,7.496726362e-01,2.571223730e+01
7.754983553e+01,8.644637958e+01,4.098652060e+01,7.587234086e+01
4.164687084e+01,9.431265221e+01,2.912131639e+01,5.647956630e+01
7.615438857e+01,2.047535876e+01,9.166635460e+01,1.260944448e+01
8.651214946e+01,1.086571951e+01,4.905690424e+01,2.320628843e+01
3.902638082e+01,4.547973544e+01,4.442677204e+01,5.048410300e+01
9.072967570e+01,4.590263265e+01,8.935037066e+01,6.306875861e+01
1.353512786e+01,3.456391818e+01,8.991053462e+01,2.852777254e+01
5.613408257e+01,4.837989584e+01,5.351667808e+01,1.465113925e+01
2.041696477e+01,1.283787723e+01,2.453091778e+01,8.669141776e+01
8.126580342e+01,2.104919082e+01,6.099568254e+01,9.414894710e+01
3.392788331e+01,7.822012789e+00,1.929510403e+01,5.857031826e+01
3.841256049e+01,5.562459453e+01,9.084197842e+01,9.943666380e+01
1.757585229e+01,8.248879543e+01,7.202533933e+01,3.509643925e+01
7.741026439e+01,6.075800163e+01,5.752886120e+01,3.199726160e+01
1.633928040e+01,2.944726746e+01,4.978964492e+01,4.518386135e+01
6.245890111e+01,4.030705891e+01,5.439280227e+01,4.609598259e+01
6.928289625e+01,3.628250730e+01,8.684404994e+01,2.123217175e+01
6.507453839e+01,2.922414079e+01,8.220093946e+01,9.177872776e+01
3.871108843e+01,5.679438136e+01,7.474987593e+01,1.545607762e+00
5.332643956e+01,2.935087707e+01,8.126662200e+01,9.709980973e+01
8.903915069e+01,8.591990405e+01,7.355806087e+01,7.871732937e+01
1.259909560e+01,7.496042466e+01,6.719768204e+01,5.533373343e+01
4.514526804e+01,8.944157858e+01,2.643651964e+01,8.343564140e+00
3.666752842e+01,7.543882502e+01,1.957027974e+01,5.614363702e+00
5.070199011e+01,7.713788011e+01,2.889548906e+01,3.238763519e+01
5.508404133e+01,4.539498023e+01,7.306231251e+01,6.668622031e+01
8.498850069e+01,6.874813277e+01,8.612376848e+01,9.243037505e+01
2.373358207e+01,8.693722240e+00,7.949762403e+01,2.823109699e+01
9.048892410e+01,9.624261731e+01,4.999283942e+01,3.934674230e+01
2.005971833e+01,7.561030912e+01,3.879833667e+00,4.301439631e+01
4.751776027e+00,2.531258099e+01,4.786601556e+01,6.709031945e+01
1.435335194e+01,6.356980397e+01,8.171407252e+00,9.189169686e+01
1.064171597e+01,9.494998848e+01,4.501790066e+01,8.908539825e+01
2.834398453e+01,2.097129746e+01,8.306908217e+01,4.274795461e+01
1.831288789e+01,7.313413408e+01,4.285920070e+01,5.266254385e+01
6.858232758e+01,9.042446630e+01,7.257133300e+01,8.654729107e+01
1.380626743e+01,2.473127076e+01,2.181297975e+01,9.820917569e+01
2.891429466e+01,4.307353335e+01,3.481666038e+01,8.266125849e+01
2.700519596e+01,6.995735366e+01,7.019134166e+00,3.141859031e+01
6.583156822e+01,3.121411740e+00,6.702416840e+00,8.030058255e+01
7.456139094e+01,4.014066081e+01,4.082699855e+01,3.845613559e+01
9.107009501e+01,3.383683906e+01,5.731144464e+01,4.101718866e+01
1.535541503e+01,6.061435553e+01,2.815101544e+01,6.753058786e+01
7.889891341e+00,4.241926780e+01,5.184229293e+01,9.362618565e+01
6.602362793e+01,6.563197713e+00,1.906851438e+01,1.340542045e+01
7.545190977e+00,3.241902396e+01,2.085682348e+01,5.173097508e+01
1.706174565e+01,9.614921489e+01,8.635473212e+01,5.377042069e+01
8.992116408e+01,4.891271165e+01,8.366656172e+00,2.752844080e+01
7.630025442e+01,1.123047165e+01,8.768341147e+01,2.046058452e+01
8.685146618e+00,4.563057315e+01,2.318872613e+01,7.138516965e+00
7.464815260e+00,3.047099091e+01,6.282934056e+01,5.183765693e+01
2.576217610e+00,4.495118616e+01,8.925632307e+01,2.775668759e+00
7.256742881e+01,8.988506607e+01,2.069433959e+01,1.702444112e+00
5.135041799e+01,3.966911941e+01,6.112940688e+01,1.258247922e+01
3.538449262e+01,3.219153376e+00,2.646120689e+00,4.135729475e+01
6.771360983e+01,7.308340789e+01,9.497657381e+01,6.038074697e+01
5.657843647e+01,9.345277076e-01,5.838394840e+01,5.126358268e+01
3.072715332e+01,5.046478429e+01,2.524802900e+01,9.730938711e+01
6.765324692e+01,5.860941471e+01,5.275758193e+01,9.349407874e+01
3.065914339e+01,2.354736198e+00,1.177201497e+01,9.198678876e+01
8.973678869e+00,8.787538523e+01,9.434922467e+01,6.051069893e+01
4.536636099e+01,5.507797713e+00,5.800419708e+01,2.628944595e+01
7.833959080e+01,6.550833087e+01,9.576983677e+01,4.317633080e+01
8.856629187e+01,4.701873135e+01,5.060918925e+01,5.612450418e+01
8.153233867e+01,3.424799860e+01,3.148292859e+01,3.253984778e+01
6.849534224e+00,4.315931742e+00,2.707853472e+01,1.105579457e+01
7.084433863e+01,5.057461511e+01,6.946493688e+01,3.043752233e+01
9.022354646e+01,2.400692825e+01,3.701964427e+01,4.257076043e+01
1.526165675e+01,7.133676252e+01,8.988549750e+00,2.235736514e+01
9.474175853e+01,8.120369586e+01,9.814976069e+00,9.420447914e+00
2.972670963e+01,5.896086891e+01,6.325030994e+01,6.533203721e+01
5.622565146e+01,2.168466064e+01,7.386473027e+00,4.869996115e+01
9.697442872e+01,3.595205306e+01,5.028551848e-01,6.196145183e+01
4.540945298e+01,5.275374932e+01,7.187373286e+01,4.445245867e+01
8.633125027e+01,4.677444841e+01,2.282140802e+01,8.432617702e+01
4.373307546e+01,2.307762856e+01,3.127954405e+01,5.992423337e+01
4.466900377e+01,2.389777347e+01,6.155255686e+01,6.114410183e+01
6.947358397e+01,9.739376644e+01,5.261237437e+01,8.238561776e+01
5.520458368e+01,7.829663139e+01,3.418338413e+01,6.208442839e+01
5.592945828e+01,1.518125469e+00,8.034421980e+01,2.795584096e+01
8.356730909e+01,4.479453343e+01,8.678964060e+01,4.592990397e+01
1.889129939e+01,2.156660243e+01,6.470568390e+01,1.656059112e+01
2.333102818e+01,7.432391980e+01,7.743993412e+01,2.529191888e+00
7.722781491e+01,1.153935750e+01,3.510330328e+01,2.040383932e+00
6.846734367e+01,1.547561008e+01,8.529943721e+01,6.576109906e+01
1.464669248e+01,6.199646423e+01,5.844937537e+01,7.728032759e+01
6.898071119e+01,9.141645635e+00,4.841484146e+00,7.506854137e+01
5.393995884e+01,9.186537147e+01,6.629166965e+01,7.573727547e+01
2.975761250e+00,3.830368548e+01,9.865410780e+01,1.003712972e+01
7.261775160e+01,1.042558519e+01,6.675598823e+01,6.549310396e+01
2.224010173e+01,9.335637755e+01,3.839315420e+01,3.712295719e+01
8.672550970e+01,2.040756968e+00,7.681654112e+01,7.462656044e+01
6.889439360e+01,4.437897825e+01,4.466738238e+01,6.828042818e+01
8.718166219e+01,3.676560350e+01,5.452790613e+01,4.009309111e+01
7.383350065e+01,5.248525297e+01,5.373735089e+01,4.584442424e+01
1.640616856e+00,7.355167519e+01,9.503300185e+00,8.090735202e+01
8.624255859e+01,5.404505911e+01,9.204652015e+01,9.475903445e+01
3.320639296e+01,9.085778358e+00,3.232964247e+01,8.584330273e+01
4.970818806e+01,1.529936140e+01,5.921967447e+01,5.164356062e+01
4.931025794e+01,9.529833899e+00,6.435577969e+01,4.998826354e+01
1.943319218e+01,7.076278208e+01,8.583448894e+01,5.076784176e+01
3.020856625e+01,4.447882181e+01,9.939087169e+01,7.739029830e+01
5.837363938e+01,2.797452856e+01,5.560861702e+01,6.689627879e+01
9.363371044e+01,8.926312994e+01,4.265241411e+01,3.881614170e+01
3.156946255e+01,3.661984530e+01,2.682396939e+01,3.517288397e+01
2.653811240e+01,5.322025085e+01,9.771869912e+01,7.429496073e+01
8.316864731e+01,7.429731416e+01,7.881980183e+01,7.228695585e+01
8.875516847e+01,1.516101377e+01,7.130569388e+01,5.142110372e+01
8.161735346e+01,6.524832131e+01,4.015116523e+01,6.906485597e+01
2.955234029e+01,3.901787386e+01,4.736497475e+01,7.243508509e+01
6.186231569e+01,6.576238226e+01,4.684033200e+01,7.531559525e+01
6.867055680e+01,8.092847411e+01,8.145607927e+01,7.434561598e+01
6.993703001e+01,4.986639586e+01,3.112247265e+01,7.416460136e+01
3.546397248e+00,2.493550797e+01,6.966772899e+01,6.147652782e+01
5.268581971e+01,7.080312941e+01,5.028888266e+00,3.974665260e+01
4.030083807e+01,5.540267634e+01,4.622963981e+01,9.822273656e+00
6.753928914e+00,4.046976465e+01,3.574342799e+01,5.843221439e+01
3.111442548e+01,3.339477229e+01,4.543631500e+01,9.502352450e+01
9.495065695e+01,8.456139983e+01,3.493939012e+01,8.100434060e+01
2.074682176e+01,6.712289444e+01,5.212378498e+01,7.372517185e+01
2.471636074e+01,1.309059025e+00,8.901183760e+01,5.635214462e+01
6.368300631e+01,2.671961278e+01,7.240201289e+01,8.825677055e+01
3.292092349e+01,2.453078952e+01,2.472782889e+01,6.436770063e+01
9.741324331e+01,2.241768890e+01,6.971056962e+01,8.695144785e+01
6.117468481e+01,1.568330992e+01,8.643002751e+01,6.771975072e+01
3.601036227e+01,3.780134220e+01,6.829584399e+01,8.643257455e+01
4.099341239e+01,7.890750510e+01,9.513555244e+01,5.661322950e+01
9.461325040e+01,4.624190711e+01,2.729205140e+01,3.209798529e+01
2.920758217e+01,3.156321712e+01,8.850216593e+01,9.976247313e+01
3.141807918e+01,7.465027374e+01,2.966794385e+00,8.766261331e+01
3.813690145e+01,1.920121349e+01,3.722262342e+01,7.829547643e+01
3.762491930e+01,5.190482821e+01,2.424281893e+00,5.336960124e+01
6.255732036e+00,9.690084684e+01,9.616193949e+01,2.284553319e+01
6.207375849e+01,6.743786767e+01,8.400200884e+01,1.091394319e+01
1.313913757e+01,3.613548886e+01,5.484733504e+00,6.041944361e+01
8.130265998e+01,8.345769056e+01,6.895853372e+01,3.004327100e+01
2.817986417e+01,1.931677195e+01,2.172918179e+01,9.624094796e+00
1.505732759e+01,7.393901293e+01,3.684332108e+01,4.521054211e+01
7.134899973e+01,6.693733520e+00,2.372562824e+00,8.739146470e+01
7.948138777e+01,5.092379869e+01,1.180025117e+01,1.631502644e+01
3.030841426e+01,1.585736697e+01,4.212396190e+01,3.316969430e+01
1.457389426e+00,7.142363698e+01,2.096648514e+01,9.591286063e+00
1.723363033e+00,3.769645233e+01,7.060387102e+01,8.198615684e+01
6.991062096e+00,4.824244369e+01,5.134099698e+01,3.385047283e+00
9.439114724e+01,5.355525533e+00,4.652072443e+01,2.250270193e+01
5.797460892e+01,4.964783867e+01,6.532096307e+01,9.057716036e+01
9.450627309e+01,9.348897635e+01,5.537180380e+01,3.872602464e+01
9.245236576e+01,1.617152291e+01,3.870842457e+01,2.016387089e+01
2.256662654e+01,8.494618936e+01,3.368495623e+01,9.253165664e+01
8.476942297e+01,8.500949521e+01,1.275658503e+01,6.414152195e+01
1.029020020e+01,3.812051848e+01,2.849933212e+01,1.525374899e+01
1.890584486e+01,5.236861186e+01,9.410836427e+01,1.375737692e+01
2.212383775e+01,2.360925347e+01,1.084303710e+01,3.073152108e+01
3.268632534e+01,9.375620533e+01,9.811111329e+01,6.924854758e+01
4.740419484e+01,4.064512386e+01,3.506532058e+01,2.966767426e+01
4.565719536e+01,1.076001209e+00,9.555708548e+01,4.096652034e+01
3.582241085e+01,4.367383586e+01,4.694689634e+01,1.893944904e+01
9.862252237e+01,6.412324193e+00,1.534555161e+01,4.185785169e+01
3.173779279e+01,9.457679169e+01,2.052493159e+01,4.292223003e+01
9.217782519e+01,7.187272063e+01,7.547006489e+01,6.639995751e+01
2.694301896e+01,8.410640045e+01,7.372909233e+01,5.119043233e+00
8.417083921e+01,1.785409596e+01,1.548913017e+01,6.918902315e+01
7.717589912e+01,9.867378703e+01,8.367621063e+01,2.804589373e+01
1.607075143e+01,5.188451747e+01,1.924219947e+00,3.162648970e+01
7.000921904e+00,1.039640031e+01,9.941441757e+00,4.753887647e+01
6.043637056e+01,6.723247360e+01,7.233522191e+01,4.371782396e+01
3.211958247e+01,7.700173322e+01,4.406103362e+01,4.849400588e+00
7.034224594e+01,1.696603735e+01,8.157860885e+01,6.792033034e+01
5.893836477e+01,8.164724616e+01,7.025117928e+01,3.546321738e+00
9.150418339e+01,9.949270336e+01,1.415163968e+01,5.867825991e+01
8.897400796e+00,2.840631481e+01,9.060401586e+01,6.699517684e+01
8.882397579e+01,9.207572526e+01,9.693825315e+00,2.615631008e+01
6.080755370e+01,7.192805684e+01,7.435620597e+01,1.445027115e+01
2.166812710e+01,5.218029710e+01,4.140445805e+01,8.420901177e+01
9.750462407e+01,7.360656355e+01,3.768262435e+01,4.387568242e+01
7.992242390e+01,2.062543488e+01,7.825015513e+01,8.867234983e+01
3.130309873e+01,1.794614055e+01,6.668499037e+01,3.366846171e+01
7.298410555e+01,5.873832115e+01,3.937857156e+01,7.681714508e+01
1.336876569e+01,3.743852884e+01,8.056312607e+01,2.292106877e+01
2.493130732e+01,3.705153014e+01,4.373856403e+01,6.024522426e+01
2.196919910e+01,1.809250005e+01,5.040126354e+01,9.958683185e+01
5.676043836e+01,9.163330369e+01,2.860128243e+01,1.816219001e+00
8.726375485e+01,3.752964362e+01,6.815504563e+01,7.620754630e+01
7.728125224e+00,1.257022221e+01,6.490260613e+01,3.544310506e+01
8.432366946e+01,6.781483056e+01,3.168418169e+01,9.069325210e+01
2.713603458e+01,1.664485475e+01,9.428190594e+01,1.272990027e+01
1.664014796e+01,6.058894378e+01,5.476444442e+01,3.529677160e+01
1.557193101e+01,7.487836509e+01,2.271092458e+01,3.656774020e+01
5.316535313e+00,4.009895729e-01,5.775755232e+01,6.456860299e+01
5.575123340e+01,7.604827061e+01,5.699698548e+01,1.236047480e+01
8.326976776e+01,9.097821763e+01,2.781078155e+01,5.822702278e+01
2.530014888e+01,8.539804169e+01,6.796162662e+01,1.065466194e+00
5.022418672e+01,2.625445440e+01,6.461351191e+01,9.451687429e+01
1.939492054e+01,1.355876419e+01,6.910201911e+01,2.413500916e+01
9.187024623e+01,8.289629088e+01,6.546725432e+01,6.721612263e+01
5.092469382e+00,8.045188529e+01,1.338213739e+01,7.592341042e+01
4.000124466e+01,8.380841782e+01,7.162261357e+00,6.681533885e+00
6.303631704e+01,8.266904814e+01,1.320772343e+00,1.877080104e+01
9.393875043e+01,9.750577418e+01,3.797655497e+01,7.189484343e+01
3.351008205e+01,5.615615781e+01,3.544703832e+01,3.475846618e+01
8.256534377e+01,5.302406206e+01,8.733141304e+01,3.960334148e+01
1.290404823e+01,3.385637111e+00,3.912273858e+01,1.432421537e+00
1.051452210e+01,5.122439607e+00,4.103701654e+01,4.806693552e+01
7.051545515e+01,5.026381116e+01,9.468736380e+01,8.445118874e+00
5.774567201e+01,9.174238813e+01,5.494093683e+01,4.928734208e+01
8.170326018e+01,9.506090624e+01,8.774067997e+01,4.720457451e+01
8.268275468e+01,6.199307425e+00,2.222740768e+01,9.481616770e+01
6.073214367e+01,1.898533274e+01,2.530147536e+01,3.418276465e+01
1.399013046e+01,6.581250919e+01,1.523853665e+01,4.779281502e+01
