v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91
5.231599304e+01,1.682550308e+01,8.158709999e+01,4.296403309e+01,5.602523220e+01,8.675141133e+01,8.489917024e+01,9.850630148e+01,8.087313480e+01,3.615378787e+01,5.995350124e+01,1.415408957e+01,2.191296313e+01,8.534537481e+01,3.348585919e+01,1.114615622e+01,9.198055115e+01,1.741787310e+01,4.928912644e+01,3.180354967e+01,4.550272930e+01,4.370485176e+01,1.677002129e+01,3.516362562e+00,2.869614127e+00,5.986834963e+01,9.062964981e+00,8.797523429e+01,3.755512123e+01,9.531795753e+01,7.983849293e+01,5.787738485e+01,2.889806748e+01,7.682167755e+01,4.174394970e+01,5.241557560e+01,5.185821668e+01,4.718945255e+01,9.467574324e+01,5.287013661e+00,4.976036772e+01,6.984964844e+01,7.591774105e+01,5.078314965e+01,7.569309213e+01,6.003922635e+01,1.028853973e+01,2.596029853e+01,5.532478808e+01,3.622374690e+01,4.864008733e+01,6.667689807e+01,4.172025417e+01,6.519486797e+01,9.761584202e+01,8.872220851e+01,9.498104150e+01,6.801553069e+01,7.330354060e+01,4.195509807e+01,9.325805460e+01,9.184401040e+01,2.789498107e+01,3.070917409e+01,8.268771811e+00,2.433044211e+01,5.268081107e+01,2.548013062e+01,4.896605834e+01,2.273090109e+01,4.669589572e+01,6.069836984e+01,8.611784894e+01,9.939234572e+01,1.190430615e+00,1.009887842e+01,7.015688353e+00,3.435775740e+01,7.379594755e+01,4.819274865e+01,9.057017292e+01,1.527736218e+01,7.809379026e+01,8.499941093e+01,5.885544136e+01,4.748880648e+01,9.283905532e+01,4.611319386e+01,4.487750821e+01,7.580545650e+01,2.808492901e+00
2.113335736e+01,3.490468925e+01,5.046114169e+01,2.685030375e+01,1.700427379e+01,7.394600282e+00,9.873522826e+01,3.763644194e+00,1.122474552e+01,8.755299766e+01,1.741029574e+01,7.659724146e+01,2.626508763e+01,5.483329991e+01,2.701871830e+01,3.393145854e+01,5.010646670e+01,2.074569623e+01,2.559098692e+01,3.505360167e+01,7.380089556e+01,3.191248231e+01,8.272156564e+01,6.721861111e+01,9.621872424e+01,6.654654361e+00,5.207441633e+01,4.256055433e+01,5.557078073e+01,3.661693610e+01,2.503314586e+01,9.810937811e+01,9.049560773e+01,4.950753995e+01,8.801843427e+01,4.294262325e+01,5.999007437e+01,5.297400229e+01,2.268800211e+01,7.272242293e+01,1.977171884e+01,1.492054027e+01,6.626530058e+01,9.258704040e+01,4.064496073e+01,2.506252761e+01,7.001846749e+01,1.994601755e+01,8.499966107e+01,2.725612460e+01,7.722646173e+00,2.333769855e+01,3.881286107e+01,4.550074416e+01,4.458552150e+01,3.240373867e+01,2.465371408e+01,1.278374509e+01,4.974315111e+01,6.337738244e+01,7.698394897e+01,1.116702979e+00,7.293410762e+01,9.062785987e+01,2.613600601e+01,9.213140588e+01,6.271023699e+01,6.230255375e+01,7.656269454e+01,1.289022739e+01,6.242421784e+01,4.179998677e+01,7.559008249e+01,9.287319495e+01,1.783150701e+01,6.431046302e+01,3.638092840e+01,7.614086102e+01,5.429975409e+01,9.625972482e+01,1.811269024e+01,4.675482324e+01,2.808417579e+01,2.386600287e+01,3.974070307e+01,2.195752955e+01,5.166198778e+01,6.941940797e+01,6.179080291e+01,1.399487622e+01,4.496083058e+01
5.718871941e+01,2.898528357e+00,1.707856958e+01,7.593320775e+01,6.765052369e+01,9.136144107e+01,1.607711434e+01,5.198519573e+01,2.400250948e+01,6.344746008e+01,4.157626678e+01,2.737155618e+01,8.763188246e+01,1.497681831e+01,9.912418530e+01,4.459864775e+01,2.206307087e+01,5.246397594e+01,2.641451581e+01,6.247038606e+01,6.121387434e+01,5.618495916e+01,8.455198936e+01,1.493701178e+01,8.980574600e+01,4.893280856e+01,4.124160466e+01,9.460115782e+01,4.636508709e+01,8.713185687e+01,9.768082277e+01,8.213576884e+00,7.448731154e+01,1.030740007e+01,1.506968952e+01,5.210403003e+00,3.002488582e+01,7.382627224e+01,9.569799057e+01,4.895409220e+00,9.710266722e+01,2.917702029e+01,6.586657499e+01,5.086509914e+01,3.744761391e+01,8.996314458e+01,9.361290539e+01,8.088815711e+01,2.344357307e+01,1.414294175e+01,2.969108795e+01,2.190660054e+01,5.984185771e+01,8.910544276e+01,6.068180435e+01,2.688020452e+01,3.902677671e+01,4.681144167e+01,5.647386234e+01,7.170334137e+01,5.900878036e+00,9.776373696e+01,6.452231690e+01,6.650532064e+01,9.353422124e+01,9.056593258e+01,8.857385488e+01,8.066371205e+01,5.140877196e+01,9.772134634e+00,4.844595196e+01,8.501852013e+01,2.408611898e+01,2.528239780e+01,5.465921089e+01,1.447808763e+01,5.729567248e+01,9.287797655e+00,8.515514320e+00,6.932986920e+01,8.845902484e+01,9.905072080e+01,5.730028873e+01,3.749393603e+01,6.283745298e+01,6.763961708e+01,2.751396167e+01,2.070330086e+01,4.592543991e+01,4.476891558e+01,6.199414611e+01
5.053854618e+01,7.334234599e+01,7.708868470e+01,4.348952138e+01,9.758134231e+01,8.810714509e+01,7.016787261e+01,6.716590898e+01,1.561757334e+01,1.653876272e+01,6.575572167e+01,3.990205409e+01,4.106347098e+01,5.310587526e+00,8.147136810e+01,8.469516443e+01,1.740020457e+01,5.551079515e+01,9.123514361e+01,6.392802554e+00,4.023141875e+01,5.240395105e+01,7.968004034e+00,8.236332130e+01,5.443701570e+01,7.211979335e+01,7.504550820e+01,9.222158890e+01,4.497737833e+01,1.841067431e+01,2.163574161e+01,6.695620909e+00,8.741408256e+01,9.363677484e+01,2.375921209e+01,4.604715471e+01,7.801436932e+01,2.636225215e+01,3.627986780e+01,8.097241729e+01,1.104741435e+01,1.869630058e+01,7.092559351e+01,4.208446919e+00,6.593104596e+01,6.682149849e+01,1.102863483e+01,9.522159890e+01,4.497203549e+01,9.908560503e+01,2.256763055e+01,4.522350298e+01,3.229111630e+01,3.202887181e+01,3.610521898e+01,9.910940425e+01,6.324532994e+01,3.728297036e+01,8.898744890e+01,9.406581447e+01,3.941873151e+01,7.605913096e+01,6.273655179e+01,3.741326608e+01,1.190862252e+01,2.796393019e+01,6.164571969e+00,8.089173492e+01,5.486036376e+01,9.616858187e+01,1.375380781e+01,2.553191220e+01,3.098513592e+01,1.585960502e+00,6.512190266e+01,1.906739893e+01,9.766298090e+01,8.892614415e+01,9.215508760e+01,9.440278956e+01,9.514372915e+01,9.484922402e+01,1.696898810e+01,6.182989445e+01,4.925732276e+01,1.456363522e+01,4.032958302e+00,1.460201985e+01,3.845285321e+01,7.889355479e+01,1.708113551e+01
4.227513842e+01,1.003710451e+01,1.048777375e+00,1.582206424e+01,5.643678389e+01,4.104820017e+01,2.377958926e+00,6.683261639e+01,1.534466317e+01,8.562369765e+01,6.482618502e+01,9.621276624e+00,5.006746575e+00,9.569438803e+01,3.290229885e+01,8.727879420e+01,1.225946666e+01,6.117350708e+01,7.395157020e+01,4.009513587e+01,7.858955498e+01,4.494683264e+01,5.986026057e+01,9.517146208e+01,1.033067185e+01,1.118891946e+01,5.862590987e+01,2.244189092e+01,4.821661240e+01,3.004347710e+01,1.931014847e+01,7.386055504e+01,9.738806966e+01,2.592750548e+01,8.140390551e+01,5.733856329e+01,8.002174566e+01,9.192744883e+01,4.800563768e+01,8.639074108e+01,6.451760876e+01,1.401848449e+01,8.879799357e+01,6.125623096e+01,5.676278884e+01,8.456081663e+01,1.841321247e+01,1.651710402e+01,4.042741444e+01,4.624025998e+01,3.703674083e+01,5.213567991e+00,1.120121852e+01,6.802845061e+00,3.963237685e+01,9.072581047e+01,3.283325786e+01,7.410410304e+01,4.242690561e+01,8.199841187e+01,2.229164795e+01,3.419755255e+01,2.844228379e+00,5.785700885e+01,3.497886578e+01,2.873417153e+01,1.932138413e+01,2.681761326e+01,8.874298871e+01,4.341059311e+01,2.921309000e+01,4.774500455e+01,3.926620529e+01,5.485988800e+01,5.009705804e+01,1.941142024e+01,3.031448004e+01,3.794913322e-01,6.465181559e+01,9.525818278e+01,7.455340556e+01,5.268295181e+01,2.324263713e+01,2.913150565e+01,2.966764435e+01,2.949041494e+01,3.294287063e+01,8.727694817e+01,2.778144675e+01,7.961074385e+01,3.367692399e+01
7.314972390e+01,8.721938513e+01,1.087613084e+01,3.810595140e+01,8.661201838e+01,8.943858968e+01,6.351712371e+01,4.430482994e+01,2.861606719e+01,5.115897069e+01,3.103983528e+01,3.566962658e+01,6.775566927e+01,7.553988381e+01,6.874943128e+01,8.651828652e+01,2.224268514e-01,2.583225778e+01,9.644281346e+01,1.420301466e+00,5.110985148e+01,5.587400006e+00,7.907418793e+01,9.754987485e+01,3.439105936e+01,1.668924515e+01,7.233742865e+01,1.537453568e+01,9.534130116e+01,3.821831019e+01,5.901891960e+00,5.306480642e+01,5.162317776e+01,7.319512589e+01,9.506372699e+01,9.305433914e+01,8.363023393e+00,4.889981581e+01,6.315408270e+01,7.290621898e+00,6.939824304e+01,9.920139178e+01,9.157929485e+00,3.653562053e+01,2.446334543e+01,1.506210268e+01,8.602057499e+01,6.756384402e+01,2.153386018e+01,8.338408140e+01,7.559008021e+01,5.945385454e+01,4.538096317e-01,1.500785969e+01,4.700197629e+01,3.492390271e+01,1.522494166e+01,2.480505793e+01,3.465897961e+01,5.039581927e+01,9.400899254e+00,3.588800677e+01,6.023968887e+01,1.599191150e+01,2.137990597e+01,7.537807143e+00,9.806137018e+01,6.568488723e+01,1.597375873e+01,1.047649671e+01,6.747616739e+01,9.344267513e+01,6.238821629e+01,9.666261594e+01,1.547572987e+01,2.312305167e+00,9.923171936e+01,5.549838829e+01,7.294316499e+01,7.284507033e+01,6.118457168e+01,8.151805026e+01,9.966029733e+01,2.037169848e+01,6.035263263e+00,4.199513706e+01,7.448936189e+01,3.791858330e+00,8.370186050e+01,7.637268348e+01,3.452137178e+01
2.550364150e+01,9.671117727e+01,7.408415270e+01,8.450539446e+01,1.920688577e+01,3.473614587e+01,1.821239923e+01,9.784967052e+01,6.624880297e+01,9.856926044e+01,5.900297318e+01,4.143391453e+01,2.423156093e+01,4.417798927e+01,5.065486193e+01,1.396122093e+01,8.862400982e+01,9.321702365e+01,3.233123717e+00,9.845280350e+01,7.101473931e+01,4.671574076e+01,1.110616751e-01,9.729120157e+01,2.138366238e+01,4.248790635e+01,1.668956984e+01,5.411920471e+01,7.045696710e+01,8.746086389e+01,6.109181208e+01,2.175780174e+01,5.737569386e+01,4.447720599e+01,4.719908135e+01,7.267047439e+01,1.039850723e+00,4.562826408e+01,6.788874361e+00,7.057969359e+01,1.541414868e+01,1.662328636e+01,7.960898852e+01,5.794309400e+01,2.276979088e+01,7.545084335e+01,5.747842098e+01,8.517230273e+01,6.176660843e+01,7.047833380e+01,9.717100799e+01,5.044523776e+01,9.380012222e+01,9.115678181e+01,1.165617208e+01,4.438858247e+01,2.591784806e+00,4.264626719e+01,5.264486211e+01,5.863834346e+01,5.047856416e-01,6.698257812e+01,6.988606835e+01,9.954551341e+01,8.536932433e+01,2.966433807e+00,9.979545134e+01,4.072113767e+01,7.315399129e+01,8.462044392e+01,4.090595041e+01,9.647294858e+00,3.360633337e+01,7.292912155e+01,8.938791864e+01,8.346479845e+01,7.504599505e+01,7.877600347e+00,1.290333738e+01,8.988197311e+01,2.155965292e+01,3.304217760e+01,7.380223491e+01,4.907451152e+01,6.050123710e+01,1.907325202e+01,7.499947353e+01,1.474189848e+01,3.348269271e+01,1.417622784e+01,1.937227115e+01
9.436992528e+01,5.079544473e+01,8.397674960e+01,8.837719886e+01,3.242368048e+01,8.912204709e+01,4.960018995e+01,7.817476897e+01,7.483444209e+01,4.396924809e+01,2.918033859e+01,8.854999752e+01,8.638326381e+01,5.296913182e+01,9.260829551e+00,8.567588825e+01,7.545843512e+01,5.992142115e+01,3.255509993e+01,4.766704695e+01,3.840471819e+00,1.505086986e+01,4.202411336e+01,8.674649289e+01,6.348028501e+01,6.328691766e+01,7.297811033e+01,9.381843084e+01,1.310047329e+01,3.993205360e+01,2.293295867e+01,7.445990865e+01,3.179445878e+01,7.520529935e+01,9.903574783e+00,8.841925927e+01,2.852694977e-01,6.450636460e+01,8.748660543e+00,3.678327992e+01,5.693850238e+01,8.407655200e+01,5.251087699e+01,7.812421217e+01,4.176003820e+01,8.529719560e+00,1.535028769e+00,7.129612820e+00,4.695538404e+01,4.865605716e+01,2.385904212e+01,7.990160310e+01,5.798417959e+01,9.486437035e+01,2.310951938e+01,9.921349987e+01,9.028717436e+01,3.083938657e+01,7.272486097e+01,1.109605491e+01,5.110756752e+01,6.846643638e+01,4.417230171e+01,9.870070445e+01,6.947137928e+01,8.725209676e+01,4.464663679e+01,5.937425742e+01,8.362634001e+00,3.303840090e+01,5.364302778e+01,3.517075218e+01,4.400367254e+01,9.560622222e+01,2.887991876e+01,4.583721909e+01,2.022278792e+01,1.952342608e+00,3.074657460e+01,3.991660851e+00,9.007141077e+01,9.933809927e+01,5.645494306e+01,9.566262936e+01,2.396702203e+01,2.432392899e+01,3.009238051e+01,3.938796041e+01,4.379096698e+01,5.764863061e+01,8.688775957e+01
1.242104832e+01,4.779280897e+01,4.380181875e+00,7.056208941e+01,6.542615096e+01,2.559111829e+01,6.543838820e+01,5.944501542e+01,1.799849030e+01,3.374109732e+01,3.883753765e+00,4.019337669e-01,6.418571673e+01,3.163620515e+01,8.519053893e+01,4.612744491e+01,5.863939252e+01,6.528956179e+01,1.321848141e+01,7.226140411e+01,5.993379753e+01,9.874230567e+01,4.275766787e+01,2.260575507e+01,7.847290135e+01,7.883852206e+01,9.300059954e+01,5.473123443e+01,6.164944773e+01,7.779868426e+01,2.289366861e+01,2.098005671e+01,1.813325715e+01,1.105410501e+00,2.835026658e+01,3.690359117e+01,8.203916996e+01,5.726108703e+01,6.782313834e+01,3.338248531e+01,4.549439476e+01,3.727526311e+01,9.163186180e+01,8.846572550e+01,6.242441532e+01,7.674698162e+01,4.238335629e+01,1.105775633e+01,8.474257386e+01,6.934623551e+01,3.378002382e+01,9.745956134e+01,1.062653692e+01,9.385480943e+00,1.592247094e+01,7.968754350e+01,8.474880024e+01,9.119225299e+01,8.374557572e+01,5.850102196e+00,8.874891094e+00,9.124497640e+01,5.032643766e+01,3.948413778e+01,1.546686223e+01,3.551991719e+01,4.974922678e+01,9.100114231e+01,6.405614794e+01,7.420935175e+01,8.305745904e+00,2.294651664e+01,3.357376029e+01,6.299353199e+01,1.482127893e+01,9.880899888e+01,8.960971476e+01,7.691329081e+00,3.667098028e+01,6.183741313e+01,1.428989041e+01,4.292493130e+01,6.055893234e+01,2.573235309e+01,4.281436437e+01,1.333278502e+01,9.997600426e+01,3.474170865e+01,2.436167765e+01,7.674053889e+01,1.327448779e+01
4.284186687e+01,9.574282116e-01,5.571858014e+01,8.500160304e+01,8.306416477e+01,9.484726380e+00,9.661097861e+01,2.585869516e+01,6.160297390e+01,4.798969142e+01,2.533230472e-01,8.706694031e+01,4.482719264e+01,2.198704949e+01,6.074144471e+01,8.574070308e+01,1.091180718e+01,3.397285681e+01,1.106693490e+01,4.925616476e+01,4.327280432e+01,5.254906203e+01,3.088260847e+01,2.505516967e+00,7.638984525e+01,8.322694295e+00,6.009188781e+01,7.837944112e+01,4.271639103e+01,9.653788576e+01,5.324280337e+01,4.523927121e+01,7.758195537e+00,9.796669674e+01,2.019121642e+00,1.359691836e+01,8.536959133e+01,4.550315734e+01,5.873068723e+01,1.065553603e+01,6.115087207e+01,1.837955518e+01,8.282523125e+01,2.448682111e+01,5.913121136e+01,8.131675938e+01,3.211657653e+01,3.025153210e+01,7.861679389e+01,7.961676012e+01,5.916304399e+01,4.560426293e+01,4.348491559e+01,2.013323952e+00,2.834431721e+01,7.543478524e+00,6.496908865e+01,1.317277043e+01,3.547076083e+01,9.547697065e+01,2.008175418e+01,4.394499458e+01,2.600017267e+01,9.270416224e+01,2.046193258e+01,1.104306240e+01,6.929157675e+01,6.982399745e+00,8.935920151e+01,9.981128234e+01,3.541394530e+01,2.605693745e+01,4.707047841e+01,5.865322147e+01,4.416641271e+01,5.988277188e+01,4.894656843e+01,7.429533207e+01,4.771147287e+00,3.372983515e+01,5.096748161e+01,8.000306605e+01,1.832532428e+01,9.363620011e+01,6.634075477e+01,2.716956959e+01,5.009446236e+01,7.468747167e+01,6.887317635e+00,4.201714436e+00,8.024425471e+01
7.176015011e+00,3.554013215e+01,3.268200158e+01,4.687276836e+01,8.196657760e+01,6.020053716e+01,3.188210319e+01,3.239812988e+01,5.823242123e+01,4.585867776e+01,9.996883983e+01,9.544515005e+01,3.115218195e+01,1.019402029e+01,6.548267466e+01,7.136166853e+01,9.544754719e+01,5.041386586e+01,7.327415004e+01,5.713894435e+01,4.656952448e+01,7.002392283e+01,3.839206595e-01,5.463065713e+01,3.029786578e+00,3.252715828e+01,6.715128640e+01,6.164925007e+01,3.622149760e+01,8.395450680e+01,5.158460256e+01,8.078724677e+01,6.046797414e+01,1.432778683e+01,2.036423380e+01,4.875277581e+01,3.164150287e+01,7.055875759e+01,5.211404774e+01,2.765556473e+01,6.526710917e+01,6.217185944e+00,5.157283982e+01,9.008932004e+01,3.945668932e+01,9.290872762e+01,2.708217369e+01,6.005689637e+01,3.345573772e+00,9.700620898e+00,1.471902228e+01,9.144768277e+01,1.035520296e+01,4.050590240e+00,5.941739333e+01,8.119355269e+00,1.098107824e+01,4.199529361e+01,5.770144501e+01,1.793260049e+01,8.008622689e+01,7.716703848e+01,9.970075009e+01,9.963005532e+01,1.433348756e+01,9.097259537e+01,3.219630610e+00,1.888784034e+01,5.864742025e+01,1.495121018e+01,9.771814682e+01,8.792132853e+01,3.845593520e+00,3.560173086e+01,7.570093694e+01,4.467306212e+01,2.126376547e+01,9.675518364e+01,2.469078384e+01,4.078139136e+00,7.164596124e+00,9.661151349e+01,9.727444240e+01,6.078945054e+01,5.112490045e+01,8.269679801e+01,3.529258912e+01,2.512978407e+01,9.205837475e+01,8.462265340e+00,6.398751873e+01
8.818139714e+01,2.799074434e+01,9.953151172e+01,7.751654363e+01,7.226220735e+01,7.405335081e+01,1.845384155e+01,7.363895993e+01,6.154860952e+01,1.020641136e+01,4.422541383e+01,1.284400325e+01,9.213780552e+01,7.604918598e+01,3.374805398e+01,2.862309246e+01,2.542639661e+01,2.405362853e+01,4.560577606e+01,2.327017143e+01,7.739405852e+01,7.377236887e+01,4.846525465e+01,1.227035216e+01,7.230431420e+01,9.321821300e+00,1.947831249e+01,9.585617748e+00,6.246377735e+01,7.505048982e+01,9.452761230e+01,3.928283496e+01,9.587070295e+01,5.900295856e+01,8.483655030e+01,3.827838743e+01,5.031093016e+01,8.521630110e+01,5.972623739e+01,3.769342753e+01,4.089709643e+01,8.587212456e+01,9.528794353e+00,5.951462174e+01,6.637353033e+01,9.963185566e+01,3.534246163e+01,7.940843980e+01,6.710102185e+01,6.789695556e+01,8.028406451e+01,4.940446167e+01,3.202274903e+01,3.334711635e+00,1.891633707e+01,3.975448584e+01,3.021886453e+01,4.499866504e+01,9.834669177e+01,2.865778187e+01,2.039611686e+00,1.662720749e+01,8.960945287e+01,7.759911361e+01,9.702518152e+01,2.903142422e+01,1.156256263e+01,4.707045901e+01,2.257621710e+01,4.008377705e+01,5.845744167e+01,8.573568714e+01,8.247645377e+01,9.785854895e+01,4.171285715e+01,3.091584027e+01,7.151190070e+01,1.719749083e+01,7.860475071e+00,3.514565283e+01,5.637751300e+01,6.094592276e-02,1.313031029e+01,2.235515365e+01,4.464524571e+01,6.992588797e+01,8.465043354e+01,9.080990981e+01,3.080277245e+01,4.611535095e+01,7.322116093e+01
5.422475793e+01,9.544989470e+01,8.139863073e+01,1.422960204e+01,2.320298214e+01,1.798877589e+00,7.060606039e+01,3.211172264e+01,7.806485251e+00,2.616118942e+01,9.034697269e+01,4.679674153e+01,5.579054550e+01,8.725410694e+01,7.607348964e+01,3.720244902e+01,8.698908225e+01,7.435784055e+01,4.196636761e+01,4.572421634e+01,1.150666999e+01,2.189952638e+01,9.973622035e+01,5.028819568e+01,2.975873517e+01,4.143874517e+01,8.784736115e+01,2.262471331e+01,7.172882936e+01,1.814523698e+01,1.614509762e+01,5.573461938e+01,2.858555462e+01,4.869810893e+01,9.687045810e+01,6.873105129e-01,2.632008393e+01,6.182753934e+00,8.788259982e+01,2.546183788e+01,3.728520775e+01,5.785634502e+01,2.705795152e+01,9.827644419e+01,6.830784408e+01,7.459656544e+01,1.533839499e+01,2.293840588e+00,2.416764623e+01,2.316214484e+01,1.180156148e+00,7.549336000e+01,2.083044379e+01,8.686619529e+01,7.583466412e+00,5.582428527e+01,6.274212435e+01,8.340213437e+01,4.749664380e+01,3.505424735e+01,7.913137900e+01,9.841638324e+01,5.735900738e+00,4.448462753e+01,7.591958228e+01,4.019774573e+00,3.549888886e+01,2.730462128e+01,2.706568249e+01,9.311942473e+01,9.600672512e+01,1.266444152e+01,4.187832235e+01,9.089149655e+01,4.691084753e+01,3.635606919e+01,1.055346235e+01,4.090523082e+01,2.669048947e+01,2.413526154e+01,7.376883449e+01,8.648951760e+01,9.914467052e+01,5.354768616e+01,6.013137912e+01,6.158709995e+01,1.690665619e+01,9.357684441e+01,6.658977627e+01,1.898096550e+01,8.114005205e+01
4.601899529e+01,1.195000849e+01,6.552052187e+01,3.010210630e+01,6.162088684e+01,3.460728657e+01,2.619095853e+01,2.069285514e+01,8.464107636e+01,8.642840595e+01,7.880563620e+01,5.888928769e+01,4.330816315e+01,5.847270558e+01,7.973034150e+01,3.463069659e+00,1.218643061e+01,4.162969416e+01,5.563439293e+00,3.522703442e+01,9.657566553e+01,2.545619549e+00,5.448147858e+01,8.932377198e+01,3.614987791e+01,8.497010692e+01,8.379319700e+01,8.776453892e+01,3.825860929e+01,4.199256926e+01,4.378912324e+01,4.831104979e+01,7.749354889e+01,7.461154162e+01,2.629475967e+01,6.350323589e+01,7.785729615e+01,4.405312692e+01,7.881103758e+01,1.727366493e+01,2.137353597e+01,4.397667348e+01,8.326320665e+01,7.041485220e+01,1.094668700e+01,3.696557367e+01,1.867467302e+00,4.080114775e+01,3.759875585e+01,8.749122670e+01,6.474828921e+01,7.239677837e+01,2.168542112e+01,5.241185225e+01,6.026404807e-01,4.841475842e+01,1.522493882e-02,9.063431547e+01,1.034799801e+01,6.775719677e+01,5.374592914e+01,4.610742279e+00,2.807652548e+01,2.488443869e+00,8.985562502e+01,8.848377377e+01,5.171191415e+00,9.497653344e+01,4.907712339e+01,5.531366182e+01,9.385503876e+01,9.174007951e+01,9.226024565e+01,6.545890901e+01,5.021227556e+01,5.149136695e+01,7.637836255e+01,4.457286081e+01,7.287788349e+01,1.435116079e+01,8.018420397e+01,2.737533236e+00,2.619517900e+01,5.523027239e+01,5.057746216e+01,2.123712690e+01,2.347192495e+01,3.321706050e+01,9.727314196e+01,8.714507773e+01,2.335960890e+01
2.289560123e+00,3.005557661e+01,7.565066047e+01,9.550296600e+01,8.937244850e+01,7.812038759e+01,9.790181810e+01,9.986054589e+01,2.255467595e+01,8.080195072e+01,7.852584205e+01,8.237296294e+00,3.946539274e+01,6.318144645e+01,6.436208466e+00,2.990114981e+01,7.415789665e+01,7.690296372e+00,2.001814300e+01,5.793744278e+01,3.932853818e+01,8.045292564e+01,6.411311723e+01,3.082612597e+01,2.514869232e+01,8.811908156e+01,6.750709920e+01,7.762727748e+01,4.514008160e+01,9.710477883e+01,8.761068609e+01,1.477890917e+01,5.329612218e+01,4.636611515e+01,1.150464307e+01,1.631915177e+01,6.114643018e+01,4.419140230e+01,8.109692241e+01,8.871498130e+01,2.713601539e+01,2.042272074e+01,3.330454712e+01,6.293352004e+01,6.661065403e+01,1.486936076e+01,4.971968327e+01,7.788554843e+01,7.143717428e+01,9.876575257e+01,9.119159915e+01,8.949334363e+01,7.374127969e+01,2.173199419e+01,9.670235282e+01,1.337985579e+01,2.716558574e+01,7.889845025e+00,2.670142000e+01,1.120164464e+01,6.502271078e+01,9.891787491e+01,2.109631622e+01,1.380111492e+01,1.360485586e+01,7.730874650e+01,1.299917475e+01,5.874206236e+00,5.978847053e+01,6.601532737e+01,4.319659682e+01,1.850240231e+01,2.767820471e+01,5.696750970e+01,7.216329565e+01,4.679356875e+01,6.267488981e+01,3.915661472e+01,3.785433916e+01,6.820888311e+00,7.365594358e+01,7.443735145e+01,8.659340996e+00,3.213896961e+01,6.611293049e+01,6.109590202e+01,2.105862949e+01,2.815558650e+00,1.877064959e+01,2.101519538e+01,7.676914963e+01
3.217866778e+00,5.796383770e+01,3.729321397e+01,6.596659217e+01,9.858457999e+01,1.608098161e+01,1.131453326e+01,5.065789270e+01,4.577374977e+01,1.689834624e+01,8.894638376e+01,4.438642548e+01,5.733438762e+01,3.327687360e+01,1.916466450e+01,9.420670106e+01,4.583682649e+01,7.594873884e+01,9.570644421e+01,5.222092690e+01,5.751296367e+01,8.774941047e+01,2.507505501e+01,4.525615814e+01,4.300143072e+01,8.925337434e+01,7.049156865e+01,9.343983161e+01,1.673125295e+01,1.381174643e+01,6.254890981e+01,3.499364289e+00,1.085786598e+01,9.178963089e+01,1.449020819e+01,3.347926446e+01,7.962565344e+01,3.836514166e+00,9.003173063e+01,5.745378815e+01,3.452153839e+01,6.130422968e+01,4.970451341e+01,6.171412070e+01,7.073670295e+01,9.019889415e+01,1.520275855e+01,4.695794566e+01,4.092376682e+01,2.738272816e+01,4.005548180e+01,1.256753371e+01,8.562736767e+01,7.105260364e+01,9.389051470e+01,9.983769196e+00,6.079416449e+01,8.350149607e+01,4.360397072e+01,1.857466990e+01,1.510962806e+01,6.835695462e+01,8.796879592e+01,1.310997669e+01,3.897698482e+01,6.180541827e+01,4.896137981e+01,1.257801141e+00,2.516059270e+00,6.529659176e+00,9.871750193e+01,7.245166755e+01,6.649602953e+01,9.379312742e+01,3.728840318e+01,7.628049754e+01,4.714524255e+01,6.461523492e+01,8.736893908e+01,5.816795337e+01,7.075561701e+01,1.869824839e+01,1.722136330e+01,1.616947514e+01,1.846074953e+01,9.087576612e+01,9.322453149e+01,5.352673034e+01,2.700379600e+01,4.332400111e+01,3.998644665e+01
