v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90
9.526746232e+01,8.974984636e+01,7.100028362e+01,9.012343372e+01,6.531929646e+01,9.973377390e+01,1.549636121e+01,6.777249614e+01,5.319993479e+01,7.440542512e+01,2.783610719e+00,2.149500205e+01,9.500274259e+01,6.474382708e+01,3.585870668e+00,6.274016095e+01,3.747376100e+01,9.804640903e+01,8.488568789e+01,3.883500814e+01,7.931861373e+01,6.404696030e+01,2.651834108e+01,5.593764271e+01,3.226950889e+01,6.734896808e+00,7.756663259e+01,7.995998558e+01,4.529122674e+01,3.988044732e+01,6.374023719e+01,2.348602892e+01,2.983919113e+01,4.712185108e+01,8.036421457e+01,9.958410608e+01,9.623531398e+01,2.612460761e+01,8.386231355e+01,6.100846290e+01,1.681698761e+01,8.784532889e+01,3.276706565e+01,7.901882505e+01,4.243736458e+01,6.639826155e+01,3.405282567e-01,9.135229229e+01,3.930365423e+01,6.320953183e+01,9.344927280e+00,2.645176014e+01,1.998385633e+01,3.947086740e+01,8.634341703e+01,9.877066614e+01,8.137445518e+01,1.520179148e+01,8.301936626e+01,8.046849562e+01,3.298827930e+01,8.667176997e+00,2.706630294e+00,5.619988233e+01,3.069392271e+01,7.724979637e+01,5.321697040e+00,1.056302578e+01,2.475557619e+01,7.893269860e+01,1.219162977e+01,9.575139521e+01,8.307232676e+01,2.775828783e+01,6.556061384e+01,7.891926031e+01,5.751558838e+01,7.419636933e+01,2.992692282e+01,4.624612434e+01,3.870799883e+00,7.158104666e+01,4.718229359e+01,2.951855626e+01,1.313502298e+01,4.189390299e+01,6.658240984e+01,4.562089785e+01,5.874576683e+01,7.223455193e+00
5.401671857e+01,6.149599201e+01,4.912053115e+01,7.725697939e+01,5.662584094e+00,2.936254435e+01,5.796221610e+01,1.853023914e+01,2.287048338e+01,2.561897551e+01,9.993797835e+01,6.073282106e+01,2.714590205e+00,9.634533552e+01,5.340836963e+01,2.781976802e+01,2.011523381e+01,6.094874183e-02,5.278646651e+01,9.344787403e+01,2.799731380e+01,8.380696915e+01,3.032877159e+01,8.182805486e+01,9.601412173e+01,4.162187990e+01,2.515824783e+01,3.652596062e+01,3.618684441e+01,2.827677502e+01,1.839433983e+01,1.614160505e+01,4.597342291e+01,7.623673924e+01,6.061296282e+01,3.549081521e+01,9.456037532e+01,2.218249316e+01,7.946992065e+01,6.370278018e+01,2.049025957e+01,1.027059164e+01,1.542472046e+01,8.603109669e+01,8.825647576e+01,9.697361799e+01,8.877583072e+01,9.369136885e+01,3.344980290e+01,4.609183805e+01,4.435533225e+01,8.297375626e+01,2.580283003e+01,7.271448588e+01,6.253965730e+01,1.355105235e+01,1.729595245e+01,6.042544955e+01,9.812642114e+01,7.922674860e+01,8.410382923e+01,3.930807559e+01,1.769974926e+01,4.784665551e+00,8.190333847e+01,2.473612252e+01,9.386861543e+01,1.786240374e+01,3.864595812e+01,8.916768645e+01,5.762209058e+01,2.438063911e+01,2.026381059e+01,6.261627944e+01,6.210697968e+00,1.524814251e+01,9.030001666e+01,8.688483307e+01,8.895286622e+01,4.859887257e+01,4.640173785e+01,7.313686635e+01,1.196000154e+01,4.123562998e+01,2.812980772e+01,4.341274184e+01,7.402078941e+01,4.095964607e+01,6.096513675e+01,9.405809774e+01
3.536307757e+01,6.210496770e+01,4.026296696e+01,8.199488184e+01,4.080428747e+01,8.575417918e+01,8.525845888e+01,9.190324052e+01,2.469217646e+01,5.770238204e+00,4.990728166e+01,4.913930968e+01,1.816438612e+00,8.975380862e+01,4.539878988e+01,9.850876841e+01,7.405034992e+01,7.086869940e+01,1.068425919e+01,3.824762798e+01,1.294289719e+01,4.905094643e+01,1.538129830e+01,4.744099846e+01,3.066745687e+00,3.894233321e+01,3.938345708e+01,1.486553841e+01,2.523522799e+00,7.450421127e+01,4.966707781e+01,8.342454495e+01,2.089528730e+00,9.594670052e+01,4.011277892e+01,8.718073585e+00,1.364307714e+01,7.314085443e-01,7.176864441e+01,7.808357387e+01,9.113743072e+01,7.519777343e+01,3.951868779e+01,3.371376920e+01,6.966699571e+01,6.312773520e+01,5.757595185e+01,2.664488625e+01,2.032095839e+01,7.963325955e+01,2.669431519e+01,3.989473038e+01,5.308848414e+01,2.342756472e+01,7.119376505e+01,3.560817939e+01,1.491003801e+01,5.452825992e+01,1.750486819e-01,7.580403609e+01,1.006909500e+01,1.159409381e+01,7.053639816e+01,9.536663529e+00,7.509604562e+01,3.783753921e+01,2.118739965e+01,5.847281163e+00,3.919675675e-01,4.484851225e+01,2.075299604e+01,8.294925057e+01,6.246930776e+01,1.316435953e+01,6.711087192e+01,1.754941237e+01,4.040432900e+01,1.042708943e+01,2.074763008e+01,5.018422378e+01,3.583380568e+01,3.600218674e+01,7.016226923e+01,6.294296957e+01,5.802120103e+01,5.060189679e+01,3.730295035e+01,2.035244527e+01,6.877617212e+01,1.659604226e+01
9.768885588e+01,5.641519642e+01,2.312164268e+01,3.905617479e+01,7.856500615e+01,4.539282573e+01,8.671277493e+01,5.669733212e+01,1.543900584e+01,8.605113230e+01,7.095306513e+01,7.780163543e+01,4.132724269e+01,7.378802200e+01,6.838068309e+00,3.952014022e+01,1.179011089e+01,8.358691677e+01,1.450502840e+01,6.263764805e+01,6.852144256e+01,8.219749243e+01,3.136781258e+01,4.288735173e+01,9.759197874e+01,9.117854369e+01,6.750774508e+01,5.595635424e+01,6.899687487e+01,5.190905546e+01,7.951187473e+01,9.218857696e+01,8.883794760e+01,9.669807696e+01,3.101833072e+01,7.251212132e+01,6.527258401e+01,7.888581067e+01,8.646696535e+01,8.979903793e+01,6.148295582e+00,7.740161479e+00,4.539425823e+01,2.820028594e+00,5.767232502e+01,3.584753281e+01,6.237405141e+01,5.732604371e+01,6.054767987e+00,1.922816307e+01,9.352126712e+01,4.707931771e+01,5.862105222e+01,6.332316241e+01,9.118188932e+01,8.297193269e+01,3.285505852e+00,9.535151000e+01,7.978259786e+01,6.567208440e+01,2.321731880e+01,3.525905170e+01,8.466644157e+01,1.587746024e+01,5.918496082e+01,7.361772358e+01,8.194091581e+00,7.300834257e+01,8.790991704e+01,7.773560407e+00,3.344117256e+01,2.490735421e+01,3.366282980e+01,5.609872508e+00,5.286634354e+01,1.594921057e+01,4.089022997e+01,5.817234263e+01,3.818042100e+01,3.951526800e+01,5.864365037e+01,4.072560937e+00,4.225252449e+01,8.549983761e+01,5.631495421e+01,8.848628342e+01,2.593361136e+01,5.264374949e+00,1.860848588e+01,1.381276293e+01
5.168405198e+01,8.400328533e+01,8.101112375e+01,5.238946484e+01,3.743192504e+01,5.733214641e+01,3.950082973e+00,3.425417200e+01,9.061128658e+01,2.347169455e+01,3.399920566e+01,7.093946853e+01,4.257468497e+01,6.749779906e+01,6.828314270e+01,1.032492609e+01,7.918891483e+00,5.432786360e+01,6.395786955e+01,3.709215152e+01,3.007417975e+01,3.123971491e+01,2.128180128e+01,5.087528597e+01,9.455704154e+01,7.296250192e+00,6.041510406e+01,1.157023800e+01,7.271547190e+01,1.961023427e+01,6.487515888e+00,1.626795176e+01,5.048955960e+01,7.008667313e+01,6.547971518e+00,9.102852080e+01,1.441539707e+01,1.367466879e+01,4.329155678e+01,5.327413962e+01,7.306301426e+01,4.359806864e+01,6.034280140e+01,3.984456183e+01,4.828093483e+00,7.290665022e+01,8.468646301e+01,8.556249523e+01,5.908097319e+01,7.844948550e+01,7.602280746e+01,5.364185861e+01,3.440627245e+01,5.312090849e+01,8.962968743e+00,2.936112347e+01,2.148651363e+01,3.920596096e+01,9.391189352e+00,9.254418836e+00,1.883611152e+01,5.224152367e+01,6.211694141e+01,6.393091776e+01,8.703809560e+01,6.771175544e+01,3.729357802e+01,3.501502664e-01,3.377513361e+01,7.820485483e+01,8.310175864e+01,7.008715738e+01,7.642381630e+01,1.112890957e+01,4.434717145e+00,5.368097248e+01,4.774449855e+01,4.082781672e+01,9.192779609e+01,4.468757973e+01,1.985223170e+01,7.240331097e+01,7.401327513e+01,2.756041993e+01,6.173392858e+01,9.978879549e+01,9.620831666e+01,1.047376166e+01,6.841111129e-01,8.546139757e+01
4.426190312e+01,7.660776598e+01,4.310593191e+01,4.738119797e+01,9.314640887e+01,8.000103937e+01,1.706173933e+01,5.399964409e+01,4.203461293e+01,6.366284954e+01,8.376807387e+01,7.829238133e+01,1.451124201e+01,6.286849735e+01,3.427998711e+01,7.895514216e+01,1.959637199e+01,2.960696952e+01,9.302187029e+01,7.877686840e+01,1.187330589e+01,9.077236304e+01,9.171673497e+00,7.246544785e+01,4.083632364e+01,6.381969721e+01,7.277051828e+01,2.256651164e+01,4.678331175e+01,9.764510431e+00,6.458770440e+01,6.418678233e+01,4.704914125e+01,7.919435107e+01,7.638139873e+01,2.586396910e+01,4.686355487e+01,3.949761102e+01,5.461556148e+01,3.531929961e+01,2.341392802e+01,2.151666780e+01,7.855105205e+01,3.483489562e+01,1.888400417e+01,3.438206766e+01,1.765274982e+01,6.834888255e+00,1.014979884e+01,5.371645017e+01,3.441454362e+00,9.291246150e+01,9.825987964e+01,3.093543316e+01,7.299785949e+01,2.340493690e+01,9.814822358e+01,6.218915524e+01,9.803591188e+01,6.253536148e+01,8.857579143e+01,3.175981573e+01,5.225878407e+01,4.709469779e+01,7.900971504e+01,7.027606406e+01,8.900938371e+00,2.459185400e+01,7.869569936e+01,9.253288780e+01,3.815155540e+01,3.476848817e+01,7.214655295e+01,7.427546429e+01,9.754647404e+01,2.132246883e+01,3.549840335e+01,7.049566658e+01,5.900257753e+01,5.961250516e+01,8.068767097e+01,1.574630544e+01,2.432945258e+01,2.252002956e+01,6.926961396e+01,8.886010891e+01,3.820810052e+01,5.114593395e+01,3.851028407e+01,2.194227715e+01
6.455714675e+00,3.373377925e+01,2.228168729e+01,5.907271938e+01,5.307557526e+01,8.584650011e+01,7.155242025e+01,2.793869527e+01,9.330659120e+01,3.674343748e+01,6.651809704e+01,2.349836713e+01,1.155800231e+01,5.081354801e+01,3.833517579e+01,2.675580277e+01,2.765517814e+01,4.444793430e+01,8.964720102e+01,2.802290645e+01,3.093595872e+01,3.420091464e+01,1.681760303e+01,3.370015737e+00,3.052687185e+01,3.348562742e+00,1.923594845e+01,9.429220169e+01,9.101360470e+01,4.090147318e+00,1.052869910e+01,1.810556367e+01,1.413489024e+01,7.936565016e+01,2.797382035e+01,7.747706753e+01,5.455775133e+01,3.516783373e+01,2.027499346e+01,4.826864826e+01,7.098461471e+01,3.393827655e+01,3.260333617e+01,2.685349556e+01,7.525783639e+01,6.822833876e+01,1.231534883e+01,9.848538447e+01,6.691421755e+01,9.438671775e+01,2.952552060e+01,4.354950778e+01,9.115758347e+01,4.191568091e+01,9.703801020e+01,9.262557772e+01,7.680278152e+01,2.944032822e+01,8.208021038e+01,4.317248299e+01,7.215445698e+01,3.685432481e+01,8.760885877e+00,8.559975622e+01,2.187417611e+01,5.279147698e+01,8.328812825e+01,1.621897672e+01,4.098146603e+01,2.162142318e+01,2.795214963e+01,1.948769239e+01,2.182168505e+01,1.255885337e+01,9.286806658e+01,2.823711566e+01,2.045754460e+01,7.632832252e+01,1.640180541e+01,5.399847961e+01,8.789083635e+01,4.085597263e+01,2.615702428e+01,3.385068865e+01,3.305203237e+01,4.202483136e+01,4.558100032e+01,2.065612580e+01,2.560094823e+01,7.939677944e+01
9.075783720e+01,3.583109189e+01,3.198120603e+01,6.482651763e+01,1.492814184e+01,6.768591679e+01,2.739708792e+01,6.997503303e-01,4.722795317e+01,1.564569648e+01,3.442300479e+01,9.431177306e+01,5.414436187e+01,4.694888410e+00,1.814673452e+01,1.019312745e+01,3.152119368e+01,1.493322466e+01,7.864735414e+01,2.939401721e+01,6.457133728e+01,7.048541427e+01,6.373642012e+01,9.252960646e+01,6.128703704e+01,4.065315413e+01,4.508675414e+01,6.335952304e+01,5.082984821e+01,7.844110984e+01,6.557875999e+01,5.097141026e+01,5.287829600e+01,7.831239819e+01,6.670543325e+01,6.762001937e+01,6.800005573e+01,2.302959194e+01,2.539427179e+01,6.409419420e+01,6.894399669e+01,2.428824787e+01,7.206157761e+01,3.803457258e+01,6.264074215e+00,9.329789754e+01,6.000894480e+01,3.424304364e+01,1.029538502e+01,1.505194027e+01,7.422158953e-01,2.113747423e+01,8.312687259e+01,7.341506396e+01,9.284393743e+01,3.302525326e+01,1.021122220e+01,3.367244668e+01,9.020303664e+01,4.012722143e+01,7.809215482e+01,4.114795214e+01,8.972807548e+01,7.635183878e+01,4.367444034e+01,5.328979120e+01,7.624994630e+01,8.314122280e+01,4.249755606e+01,8.185720395e+01,3.415928587e+01,9.535008175e+01,2.355320294e+00,2.755935230e+01,6.667109167e+01,6.340844528e+01,9.117300597e+01,2.192054139e+00,8.647414028e+01,2.241524459e+01,3.922335905e+01,9.458163624e+01,9.105208399e+01,4.977028056e+01,2.981595615e+01,6.555593191e+01,6.888591848e+00,3.792202461e+01,6.530565331e+01,9.975930710e+01
2.214752636e+00,3.484264684e+01,5.665733267e+01,8.071583735e+01,9.352312671e+01,5.016019734e+01,8.182146192e+01,2.805291409e+01,9.137946619e+01,4.443915097e+01,3.455997806e+00,9.740892418e+00,3.664408823e+01,2.027331336e+01,6.917990244e+01,1.805734846e+01,4.615072468e+00,1.755567715e+01,7.293833005e+01,1.031346031e+01,2.129777528e+01,3.527748231e+01,4.994459286e+01,1.071329080e+01,6.983566614e+01,6.292089998e+01,2.671864366e+01,3.680872710e+01,9.236708092e+01,1.661829451e+01,8.654398266e+01,1.971097711e+01,7.930091340e+01,5.602814438e-01,4.330837484e+01,8.983349538e+01,1.933616839e+01,5.103561474e+01,2.791355612e+01,9.812044062e+01,1.432770531e+00,5.651582188e+01,5.827429909e+01,2.485017938e+01,5.987903008e+01,7.685568054e+01,9.662321362e+01,1.949634468e+01,8.057557541e+01,4.918600960e+01,5.296825110e+01,1.308483755e+01,8.729343312e+01,8.834072029e+01,4.877660539e+01,9.638036962e+01,5.484839795e+00,6.509492127e+01,6.114222005e+01,6.219830593e+01,9.189995810e+01,1.404705343e+01,1.673561304e+01,2.581420934e+01,2.690785730e-01,1.289788097e+01,1.960888134e+01,4.351622858e+00,9.137203908e+01,7.033033626e+01,7.593167109e+01,1.032629471e+01,3.816326666e+01,1.840746733e+01,9.959841161e+01,9.651447826e+01,4.392423439e+01,3.809710669e+01,9.238863500e+01,1.163908831e+01,1.092212133e+01,2.551146994e+01,1.880929237e+00,4.182125442e+01,9.418340520e+00,9.924190135e+01,2.289673358e+01,1.461729737e+01,6.222389374e+00,9.890128595e+00
1.854710176e+01,8.485002901e+01,5.384175561e+01,4.995231080e+01,3.945874807e+00,7.500785393e+01,9.755946330e+01,1.703395614e+01,5.592920156e+01,9.966834510e+01,2.179631275e+01,2.553803165e+01,5.755980582e+01,2.164798190e+01,5.326022978e+01,4.334584720e-01,9.463515503e+01,7.515833937e+01,4.050130860e+01,9.193202692e+01,7.458321149e+01,2.741699076e+01,3.623467596e+01,4.435937634e+01,8.663299526e+01,3.766820922e+01,1.621469209e+01,4.307848448e+01,1.089407629e+01,4.636901459e+01,3.392718923e+01,4.365645507e+01,1.717561203e+01,2.912162100e+01,4.321768506e+01,9.008506678e+01,4.486773260e+01,6.695530263e+01,3.377217200e+00,4.313938165e+01,7.288199575e+01,8.246184917e+01,2.733312705e+01,8.782544133e+00,9.086102872e+01,9.766330664e+01,8.589714454e+01,2.052688179e+01,8.360738168e+01,6.786274730e+01,8.529562129e+01,4.564733231e+01,5.761766609e+01,9.414580477e+01,7.701649320e+01,8.362780130e+01,1.561932455e+01,4.172696043e+01,5.186114457e+01,1.014095217e+01,2.540165613e+01,7.993982389e+01,2.212925874e+01,5.714539938e+01,5.209490301e+01,3.656994679e+01,7.617737341e+01,6.118983354e+01,6.040618831e+01,9.996839299e+01,4.999323192e+01,9.271338626e+01,7.667749614e+01,2.894851990e+01,5.466900152e+01,2.877154684e+01,6.503543749e+01,5.017128097e+01,8.007367437e+01,7.336833247e+01,8.722825458e+01,9.549773414e+01,9.602078127e+01,7.290621696e+01,9.747964623e+01,2.126426217e+01,3.878752911e+01,9.136576125e+00,9.743351271e+01,1.327652787e+01
7.092032704e+01,5.043425703e+01,9.362592711e+00,9.313039988e+01,8.274088422e+01,9.896731230e+01,5.715327895e+01,3.771668885e+01,8.935431314e+01,7.053101976e+01,8.636361914e+01,1.527297430e+01,8.313321950e+01,2.659016358e+01,5.860077187e+01,3.497573196e+01,3.134992427e+01,3.689677572e+01,9.084400283e+01,2.530140380e+01,3.607342275e+01,9.493646124e+01,6.302267994e+00,3.697907208e+01,8.983496055e+01,4.385861282e+01,4.481471327e+01,6.573386004e+01,7.994891313e+01,9.667821487e+01,4.689549835e+00,2.295591728e+01,1.633964274e+01,1.540619425e+01,4.045787480e+01,9.013641530e+01,7.269117500e+01,6.996521736e+01,2.119631129e+01,8.711128979e+01,7.966628166e+01,7.014475047e+01,3.330216485e+01,7.078411866e+01,6.975184360e+00,7.770845770e+01,9.195734936e+01,8.394969121e+01,3.723693479e+01,4.427421589e+01,1.940138371e+01,7.205788919e+01,6.334046756e+01,2.847768877e+00,8.258207222e+01,6.218897915e+01,9.597990061e+01,5.345832442e+01,8.807263957e+01,6.733889760e+01,3.787706389e+01,5.904201002e+01,4.550342128e+01,7.752264322e+01,9.576122445e+01,8.977079432e+01,8.026475875e+01,2.234563531e+01,6.560962458e+01,1.098593391e+01,6.631037086e+01,8.035450207e+01,9.127588527e+01,7.132585309e+01,4.557066688e+01,1.226002271e+00,1.126809479e+01,3.799467551e+01,2.715358529e+01,5.357415314e+01,2.132540804e+01,2.697444529e+01,8.691833470e+01,7.934572272e+01,3.133534893e+01,3.279122621e+01,7.707008467e+01,7.594156532e+01,2.759201227e+01,1.206954297e+01
6.500944478e+01,9.272124270e+01,9.866163951e+01,9.966693988e+01,1.325251223e+01,8.703402072e+01,9.059725939e+01,5.940211630e+01,5.921396121e+00,5.356804838e+01,5.806887959e+01,2.541317685e+01,5.868708119e+01,7.158646977e+01,1.293740962e+01,2.338267056e+01,2.007705775e+01,8.839621876e+01,4.195370004e+01,4.120148776e+01,8.118360117e+01,7.939278236e+00,2.715272695e+01,2.409109393e+00,2.515762790e+00,6.108109853e+01,4.645314866e+01,6.219123161e+01,3.580829886e+01,5.014041647e+01,6.265703414e+01,7.628834136e+01,1.688883439e+00,8.332479562e+01,2.774403645e+01,2.190278951e+00,6.268505862e+01,2.084137106e+01,6.541527026e+01,5.271840118e+01,4.823512395e+01,8.010932880e+01,4.411342342e+01,9.053907211e+01,9.901318475e+01,1.118443998e+01,3.114755285e+01,2.079503255e+01,7.113111561e+01,6.761727637e+01,9.512570779e+01,6.763284544e+00,5.232280215e+01,2.454348168e+01,3.113133846e+01,5.101928048e+01,3.198272709e+01,2.843795602e+01,7.963080065e+01,5.870727829e+01,8.064884270e+01,9.197134460e+01,8.391718644e+01,6.936776479e+01,9.327213429e+01,5.905131177e+01,2.979904445e+01,4.128628968e+01,9.573202924e+01,3.762657053e+01,2.425920051e+01,6.020563089e+01,8.233949982e+01,1.073832963e+01,9.221606113e+01,1.372686974e+01,8.500997974e+01,4.512774527e+01,3.027958240e+01,1.921856378e+01,2.052179308e+01,1.190712525e+01,8.513482835e+01,6.729883003e+00,6.663483617e+01,7.337906359e+01,5.067967103e+01,8.252516638e+01,8.523593980e+00,9.314938517e+01
4.568146805e+01,6.411597344e+01,9.377419206e+01,1.620853782e+01,6.114404240e+01,8.838761812e+01,8.095283872e+01,5.236674667e+01,6.904199113e+01,5.900751258e+01,3.139104653e+01,8.495932699e+01,8.949431360e+01,1.063104565e+01,4.544394235e+01,4.252392184e+00,1.379076054e+01,7.699059532e+01,7.531878406e+01,3.828052221e+00,5.870895558e+01,6.071644094e-01,9.082265714e+01,3.512355473e+01,4.144523273e+01,6.465428085e+01,1.798475105e+01,3.439186359e+01,5.039731142e+01,8.850179659e+01,8.187600749e+01,5.281200801e+01,6.035474029e+01,3.232203476e+01,7.640017527e+01,7.326316068e+01,2.325275297e+01,3.287789716e+01,9.443152892e+01,2.694308195e+01,3.101667316e+00,2.261682060e+01,9.028749964e+00,1.869023375e+01,3.408730695e+01,1.415069044e+01,4.903848877e+01,4.516541366e+01,9.153256549e+01,9.977909417e+01,1.588800742e+00,8.253051528e+01,5.484948554e+01,2.614482127e+01,3.564159551e+00,1.077417530e+01,4.349299623e+01,8.822427269e+01,4.260286453e+01,3.658342083e+00,2.382862648e+01,9.373496469e+01,8.292917492e+01,8.718769803e+01,1.581012457e+00,3.772772562e+01,7.453463126e+01,3.676043142e+01,5.844871930e+01,9.405969899e+01,6.772300687e+01,5.560119213e+01,8.179503482e+01,8.299359834e+01,6.371676858e+01,1.254313517e+01,4.809193801e+01,2.601505957e+01,7.114152231e+01,9.477541955e+01,7.034981838e+01,3.711582877e+01,9.157007448e+01,5.264935819e+01,1.913310181e+01,2.243015233e+01,2.046771363e+01,7.751413218e+01,9.938604306e+01,2.674347444e+01
3.801727758e+01,8.197332407e+01,7.500041672e+01,2.963161094e+01,5.942980325e+01,6.705116426e+01,2.071782960e+01,3.884544480e+01,2.504506110e+01,4.771793062e+01,7.593321744e+01,2.890246722e+01,6.961115897e+01,7.192110390e+01,8.915705261e+01,1.687622777e+01,2.522959450e+01,4.264769146e+01,5.803521730e+00,8.782257441e+01,9.198539682e+01,3.591967964e+01,7.947808385e+01,4.599942723e+01,1.029090201e+01,9.193734751e+01,3.453367629e+01,7.969906167e+01,4.842273748e+01,4.877486306e+01,2.241500771e+01,4.379994893e+01,1.477996748e-01,1.870574155e+00,6.767301848e+01,6.654305793e+01,4.632479209e+01,2.208440010e+01,8.039817012e+01,1.474242003e+01,9.596794655e+01,5.336752995e+01,7.584500747e+01,7.913295309e+01,7.346687912e+01,6.833170384e+01,9.670374392e+01,3.213450499e+00,2.216328859e+01,8.148066455e+01,5.871409296e+01,9.718886886e+01,2.344156646e+00,6.130550699e+01,6.457729097e+01,3.397230622e+01,3.454587597e+01,1.043716672e+01,1.103404874e+01,6.240609820e+01,4.097109658e+01,1.331539171e+01,3.537928458e+00,1.844482175e+01,9.010002961e+01,8.300673153e+01,1.894908769e+01,6.261014066e+01,7.166795344e+01,6.237028790e+01,8.429446953e-01,7.092912825e+01,3.780772655e+01,1.473557011e+01,8.413517505e+00,4.349190930e+01,1.942570624e+00,9.145863673e+01,8.796935921e+01,7.845381823e+00,5.570466596e+01,1.237045135e+01,4.812130718e+01,3.763783266e+01,6.453142426e+01,8.680316041e+01,3.882349575e+01,5.905654196e+01,8.236364545e+01,4.081308196e+01
5.999401986e+01,8.456443527e+01,7.525351550e+01,8.568592725e+01,6.711763038e+01,5.780306183e+01,2.417770585e+01,8.194995612e+01,5.255055623e+01,6.962765534e+01,3.830037234e+01,7.599574704e+00,7.857007901e+01,9.989750375e+01,5.930466510e+01,2.380623434e+01,2.354317708e+01,1.311460502e+01,9.644732873e+01,8.919347726e+01,9.752178365e+01,1.661860174e+01,8.430653964e+01,7.835966604e+01,3.098403954e+01,8.436787135e+01,3.424681766e+01,7.466412521e+00,9.583888416e+01,2.946056909e+01,9.381618036e+01,9.682069831e+01,2.035115176e+01,8.124859657e+01,5.194642448e+01,8.566924349e+01,2.054843860e+01,1.320416530e+01,4.907161385e+01,9.570858637e+01,8.319403735e+01,5.416815953e+01,4.438083280e+01,6.998705505e+01,2.381582159e+01,8.737279894e+01,6.591992671e+01,1.918320007e+01,5.985622463e+01,1.862594687e+01,7.662511120e+01,6.485548302e+01,5.583975915e+01,4.689595257e+01,1.555671645e+01,6.612035787e+01,5.041844035e+01,8.902125073e+00,7.561311754e+01,4.682485713e+01,5.727053685e+01,9.711314599e+01,1.898800225e+01,1.083023013e+01,5.778718409e+01,1.517610330e+01,7.472285159e+01,5.333929145e+01,7.995738376e+01,6.335622890e+01,7.816332248e+01,6.748380784e+01,3.952907556e+01,2.917393655e+01,5.183771505e+01,5.507804250e+01,6.799591382e+01,2.304922796e+01,9.208567595e+01,1.832700468e+01,3.714632358e+01,2.060704514e+01,1.065336565e+01,7.851860821e+01,8.078499364e+01,1.277464305e+01,4.671199643e+01,2.575871873e+01,3.574293398e+01,5.546794413e+01
9.895970595e+01,4.456218505e+01,7.661859616e+01,7.524480783e+01,7.581587529e+01,4.257506870e+01,4.561180633e+01,1.661981417e+01,4.804831770e+01,8.355876909e+01,7.681829210e+01,7.566761403e+01,7.294412483e+01,1.448624801e+01,1.791060238e+01,8.879650681e+01,5.621535278e+01,9.110523367e+01,6.035156541e+00,8.795301805e+01,5.706164821e+01,8.249436117e+01,6.780103752e+01,5.538626848e+01,2.520604888e+01,9.604564140e+00,2.041841769e+01,7.514495777e+01,5.007590524e+01,7.406447287e+00,2.139957628e+01,8.747079810e+01,2.727623005e+01,1.861304514e+01,7.355070850e+01,2.886703017e+01,2.344932807e+01,7.710343961e+01,5.348732440e+01,5.601986911e+01,1.702496936e+01,3.820574361e+01,2.534233742e+01,1.523341960e+01,8.260126344e+01,4.357568286e+01,9.012141624e+00,2.995922268e+01,3.928549990e+01,6.779505416e+01,9.883704705e+01,2.293404856e+01,9.859599580e+00,6.878384732e+01,4.675099113e+01,4.716567548e+00,4.425009755e+01,9.057554023e+01,3.428820369e+00,8.619079193e+01,5.233390502e+01,8.403035789e+01,6.824738714e+00,7.563857952e+01,6.085512793e+01,3.527273353e+01,3.972792050e+01,4.693595123e+01,4.088964949e+01,1.455694444e+01,8.696958602e+01,3.839653240e+01,4.616927984e+01,3.212960264e+01,1.683624281e+00,6.669269829e+01,8.372221325e+01,6.539231076e+01,6.756211378e+01,2.306984751e+01,7.390477549e+01,6.018798205e+01,3.619122163e+01,7.408857610e+01,1.856324986e+01,6.120277066e+01,2.388125656e+01,5.974676736e+01,6.504709050e+00,2.504996795e+01
