v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36
6.337434038e+00,5.060100409e+01,4.902005107e+01,3.194157539e+01,3.966492666e+01,6.822443570e+01,5.309959996e+01,6.747744168e+01,6.126788097e+01,4.074098174e+01,1.331596530e+00,5.015256909e+01,7.955913249e+00,5.908327156e+01,2.817761751e+01,9.744195259e+01,6.950843964e+01,2.257696943e+01,1.181043740e+01,9.317530136e+01,7.885099324e+01,6.814838387e+01,5.516329270e+01,3.440386327e+01,4.915255904e+01,4.869417893e+00,9.470870696e+01,6.759327677e+01,6.129565071e+01,6.319817938e+01,8.177504612e+01,7.911952841e+01,5.156819902e+01,6.202404134e+01,4.641913654e+01,9.706867863e+01
8.842245509e+01,5.778423780e+01,8.621301915e+01,7.664481088e+01,9.512540924e+01,7.371544448e+01,2.656472201e+01,4.154435074e+00,9.521642891e+01,8.473231761e+01,6.882334454e+01,7.757589032e+01,8.634372433e+00,1.594404265e+00,8.915341504e+01,6.869440168e+01,1.227745528e+01,6.825297524e+01,7.114069674e+01,7.586108843e+01,8.966065221e+01,8.203517731e+01,6.962492263e+01,3.140918453e+01,6.403916068e+01,2.571216167e+01,4.159700177e+01,5.298793205e+01,8.495684964e+01,3.357568043e+01,6.287306229e+01,6.922797658e+01,9.991121123e+01,7.575495572e+01,3.843421671e+01,6.746867165e+01
1.414409715e+01,1.584733254e+00,8.703628981e+00,9.255464761e+01,3.159364992e+01,6.201617922e+01,3.601759196e+01,8.320488323e+01,4.442882390e+01,1.251654416e+01,5.427073630e+01,5.407417129e+01,8.509476260e+01,2.485414652e+01,3.728621226e+01,9.936611472e+01,1.716344920e+00,6.423240032e+01,6.018424846e+01,7.366287251e+01,7.992488597e+01,3.633561319e+01,5.497238892e+00,6.764025539e+01,1.504747064e+01,7.561073387e+01,5.683189407e+00,4.199745423e+01,6.508523916e+01,6.597222957e+01,4.063633466e+01,2.069433261e+01,9.908174788e+01,1.824656041e+01,3.099628546e+01,3.651392621e+01
5.813781730e+01,8.203462799e+01,5.118993873e+01,4.754200347e+01,4.719943436e+01,8.108593293e+01,4.009672286e+01,1.067993154e+01,5.536112978e+01,2.525781285e+01,8.575161605e+01,3.537369014e+01,6.284250089e+01,8.658307166e+01,7.103448652e+01,9.764692211e+01,4.719852698e+01,9.409220416e+01,6.920874521e+00,1.608439949e+01,2.984841959e+01,4.852962169e+01,5.610716373e+01,8.754119458e+01,7.313171243e+01,9.506817391e+01,3.445764382e+01,8.647108222e+01,8.776334511e+01,2.256802035e+01,4.939825980e+01,9.114467694e+01,7.269907589e+01,3.642545608e+01,1.807588416e+00,3.812231442e+01
1.793428165e+01,6.810003813e+01,5.606033435e+01,8.073441656e+01,8.965716336e+01,1.823782121e+01,4.606100214e+01,9.748643820e+01,3.386558189e+01,9.375125933e+00,4.627996567e+01,8.070388613e+01,9.826572636e+01,5.044801449e+01,5.333719234e+01,1.044639479e+01,9.921981886e+01,6.303207611e+01,8.510527060e+01,6.390582249e+01,9.726359900e+01,2.290731283e+01,9.335629004e+01,5.713234412e+01,8.847749311e+01,5.692542185e+01,4.313839318e+01,9.094975257e+01,7.205708507e+01,6.203224599e+01,2.152150165e+01,6.192989600e+01,4.232680993e+01,2.761264846e+01,2.467886500e+01,6.641008775e+01
8.210875763e+01,6.327306058e+01,3.103548043e+01,9.742845198e+00,2.943939011e+01,6.566153135e+01,6.010269186e+01,4.240392299e+01,1.993602228e+01,3.156738494e+01,4.840766747e+01,9.807609749e+01,5.099118044e+01,4.211510783e+01,8.254470881e+01,6.180259523e+01,1.065080327e+01,5.764511889e+01,9.368122339e+01,5.385008315e+01,9.376210245e+01,2.715592064e+01,7.328228167e+01,3.844420918e+01,3.986524047e+01,2.679637497e+01,9.286102333e+00,1.189043781e+00,9.053092471e+01,9.534280215e+01,9.464100377e+01,4.644404250e+01,6.099098980e+01,9.092974577e+01,4.889596644e+00,2.618592154e+01
8.361266118e+01,7.834349058e+01,4.010917007e+01,1.659482589e+01,9.736048882e+01,7.751461121e+01,9.658149199e+01,9.457627584e+01,3.621650502e+01,4.090162463e+01,4.331720827e+01,8.196672455e+01,2.263887766e+01,5.446250591e+01,2.428243341e+01,7.222216765e+01,2.565909599e+01,3.090075124e+01,1.610253545e+01,2.557972253e+01,5.197076120e+00,3.481379380e+01,4.912616031e+00,6.946652716e+01,6.080503794e+00,5.673136239e+01,2.579889984e+01,5.105757993e+01,3.031456457e+01,2.284372970e+01,8.579963888e+00,5.241724904e+01,6.862248159e+01,7.416996981e+01,9.924334407e+01,6.292247177e+01
4.689950067e+01,7.579420207e+01,5.565946281e+01,5.026799028e+01,2.111810011e+01,8.671766649e+01,3.400544974e+01,2.474367016e+01,1.893039827e+01,5.590878237e+01,3.190697652e+01,5.978258531e+01,9.299626122e+01,9.241883687e+01,4.498784306e+01,6.426398838e+00,8.388972642e+01,8.071144051e+01,3.540252182e+01,9.825632569e+01,4.062538005e+01,8.921050557e+01,5.560478827e+01,7.376879541e+01,4.872041561e+01,8.426618861e+01,5.670958303e+01,9.622369963e+01,1.094556214e+01,7.619473658e+01,9.527823030e+01,2.548809406e+01,2.138245998e+01,6.180935433e+01,2.159831716e+01,3.932453947e+01
6.076833136e+01,2.158395459e+01,9.335869915e+01,1.302062119e+01,9.064804751e+01,9.457231157e+01,5.846654431e+01,9.304256824e+01,2.190327577e+01,7.369174014e+01,8.280272535e+01,9.164802540e+01,5.135285953e+00,4.905239324e+01,6.452566887e+01,8.783183380e+01,9.255450484e+01,2.311625749e+01,3.376915123e+01,6.965097565e+01,2.483540687e+01,2.807379048e+00,5.951340236e+01,8.542571338e+01,7.122916176e+01,3.304713953e+01,5.194764140e+01,1.792643596e+01,3.532917782e+01,8.959447057e+01,5.757197283e+01,2.944286301e+01,3.663564125e+01,5.610144747e+01,3.859239911e+01,3.014876230e+01
3.236967307e+01,3.514145673e+00,4.331659991e+01,2.818210278e+01,6.442261588e+01,7.871285517e+01,5.880044136e+01,8.101515923e+01,2.755912119e+01,1.992200825e+01,6.780332231e+01,4.771711732e+01,9.704359381e+01,1.705544296e+01,4.130357720e+01,7.891756323e+01,7.172529263e+01,6.665343948e+00,7.038548235e+01,2.716888010e+01,1.213856426e+00,4.442717955e+01,5.045016540e+01,2.105809282e+01,2.842567568e+01,3.282250470e+01,7.592082921e+01,7.719093202e+01,5.711306987e+01,5.297389167e+01,5.213688715e+01,8.566655678e+01,8.520204037e+01,2.023510147e+01,4.561177943e+01,2.189416027e+01
9.798496770e+01,6.947501211e+01,4.773749517e+01,2.705229574e+00,3.533971510e+00,7.336705785e+01,3.987883789e+01,2.484726402e+01,7.116268712e+01,6.856081339e+01,2.255066671e+01,1.115373167e+01,1.051769253e+01,4.317590326e+01,3.920920617e-01,2.696325694e+01,4.956569782e+01,3.660723315e+01,7.471999416e+00,2.292133991e+01,8.700654666e+01,1.054124436e+01,7.878130086e+01,6.849446290e+01,8.883841089e+01,9.047267256e+01,7.390471313e+01,6.137898674e+01,8.241863228e+01,1.218088005e+01,1.257618828e+01,2.209029135e+01,8.303211224e+01,2.741760304e+01,8.735845288e+01,6.902605687e+01
9.830735597e+01,1.173057567e+01,7.982030146e+01,8.635019415e+01,4.256309446e+00,9.815309561e+00,4.908043745e+01,2.993016195e+01,7.087279489e+01,3.210000674e+01,1.100469613e+01,9.567023730e+01,5.512101550e+01,5.350775362e+01,3.274350439e+01,3.224055809e+00,4.299708851e+01,9.580995944e+01,4.186373792e+01,7.892531523e+00,1.940594855e+01,7.269105683e+01,2.450759065e+01,2.572264657e+01,3.284149877e+01,1.815365883e+01,2.613415830e+01,6.860480477e+01,2.760521563e+01,9.134838101e+01,8.379870783e+00,8.974058364e-01,7.677257321e+01,9.230706891e+00,6.088859086e+01,3.719135898e+01
8.205541244e+01,8.654305245e+01,2.662599812e+01,6.483812548e+01,6.767748683e+01,8.680666060e+01,5.855576170e+01,5.019704392e+01,1.317553058e+01,8.112151623e+01,4.302238706e+01,1.685920642e+01,1.937240327e+01,5.333267737e+01,2.826774167e+01,3.364414086e+01,4.909629761e+01,6.478410552e+01,6.368221269e+01,5.708159078e+01,3.889950865e+01,7.443450409e+01,8.206750873e+01,8.621885348e+01,9.449525042e+01,1.886510743e+01,6.897676026e+01,2.125345915e+01,9.629655097e+01,8.193341841e+01,6.125153110e+00,9.015819616e+01,1.103186542e+00,6.350051314e+01,5.601307304e+01,8.961258938e+01
1.035624514e+01,9.608401440e+01,4.137135125e+01,5.233042856e+01,4.298054267e+01,5.463837376e+01,9.728873352e+01,4.045532515e+01,7.840459540e+01,7.097565685e+01,4.154482522e+01,8.093118996e+01,8.608871931e-01,2.128676800e+01,4.682932506e+01,6.872680891e+01,7.891976890e+01,8.092609794e+01,2.060593183e+01,9.275697167e+01,7.450536295e+01,7.490787157e+01,2.145370023e+01,5.527355879e+01,7.046332586e+01,1.198180234e+01,2.849868279e+01,3.556654028e+01,6.524320747e+01,8.412570420e+01,8.296489226e+01,4.210560838e+01,5.510520381e+00,3.473318079e+01,7.638380047e+00,3.729243719e+01
9.658626987e+00,1.950436514e+00,1.296540651e+01,1.918696914e+01,2.860871307e+01,7.665571593e+01,2.080998091e+01,3.423957462e+01,2.375032311e+01,9.126384900e+01,1.346710962e+01,8.256880827e+01,9.240789600e+01,9.308762894e+01,4.264593761e+01,2.118430389e+01,2.675423674e+01,9.615562844e+01,6.855996253e+00,4.700808048e+01,9.687855815e+01,2.957726530e+01,3.830333929e+01,5.215219468e+01,5.981646277e+01,3.423179337e+01,6.783922353e+01,4.140158099e+01,8.792196024e+01,8.576255742e+01,2.999301761e+01,5.783507480e+00,8.179599877e+01,5.091472411e+01,8.109317759e+01,7.685912919e+01
5.281791150e+01,4.885941257e+01,1.737917678e+01,2.321215574e+01,8.915092892e+01,6.548208238e+01,9.348351045e+00,4.507261928e+01,6.190307053e+01,7.316269985e+01,8.286720366e+00,3.481825772e+01,4.768702274e+01,8.848627153e+01,8.993884204e+00,5.794064475e+01,6.636456885e+01,1.669857282e+01,4.036473804e+01,9.643144364e+00,2.598768157e+01,9.213677302e+01,7.720948233e+01,9.846064747e+01,9.502690659e+01,9.698058689e+01,1.646377912e+01,7.394717662e+01,4.177002289e+01,5.025070934e+01,3.152186809e+01,2.056687366e+01,6.874315073e+01,9.830416539e+01,6.211175938e+01,1.226584536e+01
1.330604505e+01,3.759324306e+01,6.373906534e+01,1.971033617e+01,8.563555859e+01,5.625792048e+01,3.908958012e+01,3.661535306e+01,3.314394692e+01,5.742090863e+01,9.749298576e+01,2.292019803e+01,7.798375573e+01,7.648361321e+01,8.767593350e+01,8.557068427e+01,6.281783594e+01,1.447849026e+01,6.249084245e+01,6.167667011e+01,5.640980471e+01,6.302581363e+00,6.300445847e+01,4.841697477e+01,2.554520236e+01,1.957910331e+01,9.654826271e+01,1.980697433e+00,9.282173696e+01,6.368223860e+01,8.561225421e+01,3.344700518e+01,4.872551039e+01,9.998041035e+01,8.585246560e+01,8.909607760e+01
2.861048001e+01,9.230402817e+01,5.018295419e+01,1.083922612e+01,8.058109682e+01,5.090524698e+01,4.374932375e+01,7.845757743e+01,9.927917638e+01,7.174742708e+01,9.540878537e+01,3.932448599e+00,2.011472462e+01,8.624332898e+00,7.681743253e+01,7.644168814e+01,2.268642378e+01,9.229138769e+01,1.323766053e+01,1.492143525e+01,5.352486043e+01,5.317880737e+01,3.314633818e+01,7.092221500e+01,4.355136173e+01,2.890321457e+01,4.489275184e+01,9.903593875e+01,3.524525779e+01,5.967188783e+01,8.094079700e+01,5.861365648e+01,3.417023845e+01,2.817271627e+01,3.254373782e+01,7.584635080e+01
3.846371777e+01,7.525436651e+01,6.917928445e+01,2.302917383e+01,2.553050817e+01,5.656172731e+01,1.846198455e+01,6.600429313e+01,8.622376152e+01,5.816134884e+01,1.469933639e+00,6.587262641e+01,1.926653473e+01,2.887253640e+01,5.360090346e+01,4.644871628e+01,6.739170797e+01,4.942445767e+01,1.696072782e+00,2.990778980e+01,8.167711191e+01,6.946167202e+01,1.337933586e+01,4.500158676e+01,8.955952654e+00,8.633964379e+01,4.122383950e+01,3.903453872e+01,2.117283343e+01,7.709380857e+00,3.015633641e+00,7.860784384e+01,6.933170331e+01,3.616503595e+01,5.549193789e+01,6.157694064e+00
5.419176114e+01,5.602551163e+01,8.585328724e+01,8.019873243e+01,8.210484633e+01,6.036089630e+01,5.709887051e+01,5.837917715e+01,2.308024658e+01,9.398192725e+01,4.662452032e+01,1.559456939e+01,2.519124280e+01,5.189224531e+01,2.222869568e+01,6.208942231e+01,9.366793504e+00,6.362621020e+01,9.841678474e+01,4.254518392e+01,1.082953690e-01,2.551339573e+01,3.825755209e+01,4.039639608e+01,7.462941361e+01,2.754419634e+01,9.431897332e+01,3.368059553e+01,4.553526969e+01,3.155167112e+01,4.382314592e+01,7.223137718e+01,9.723743971e+01,5.828068771e+00,7.972276081e+01,1.565120915e+01
6.158337120e+01,5.499901797e+01,6.628486367e+01,3.201630654e+01,1.956337181e+01,3.895950205e-01,4.957131459e+00,5.332599035e+01,1.884392283e+01,7.867262078e+01,8.174333786e+01,4.415033666e+00,6.063846338e+01,8.977556730e+01,9.908023422e+01,3.698878740e+01,6.040285000e+00,5.744666692e+01,8.557685590e-01,5.463810614e+01,8.632329510e+01,4.192178724e+01,4.486540369e+01,7.021930737e+01,4.935789259e+01,9.586103077e+01,8.278590630e+01,2.280423201e+00,9.076188710e+01,7.987153613e+01,8.406110474e+01,2.248676749e+01,2.624817003e+01,1.679168374e+01,6.135055775e+01,6.579313861e+01
9.478891468e+01,8.719646388e+01,4.423551185e+01,1.728095009e+01,6.476430659e+01,6.965513870e+00,4.730927632e+01,9.655883559e+01,2.070292859e+01,1.391902807e+01,5.923244366e+01,4.905308125e+01,5.772307779e+01,9.924483404e+01,7.217012441e+01,5.990910507e+01,4.962465450e+01,9.570857284e+01,6.833562478e+01,9.106079441e+01,2.179075255e+01,4.248286697e+01,3.376456468e+01,1.036391238e+01,1.381757341e+01,7.901897627e+01,5.828571244e+01,9.109865637e+01,8.721120994e+01,1.447155957e+01,4.821560268e+01,3.371765989e+01,8.129507359e+01,4.352300637e+01,4.635569050e+01,4.248492972e+01
7.331638794e+01,7.580924786e+01,1.455384569e+01,1.027250613e+01,4.411415536e+01,8.217604187e+01,4.111963615e+01,2.353574527e+00,7.644032527e+01,5.248253908e+01,1.710920614e+01,4.132663716e+01,7.761116720e+01,3.430549705e+01,9.180084501e+01,1.419131691e+01,6.509712557e+01,5.700654382e+01,1.500787071e+01,9.125608787e+01,6.372698435e+01,7.675345064e+01,4.270484031e+01,8.979940765e+01,8.672479893e+01,9.170893388e+01,7.990218382e+01,8.319398107e+01,4.483924695e+01,3.253759060e+01,3.843209204e+01,5.844977404e+01,8.275290539e+01,5.340471653e+01,3.923649167e+01,9.223892926e+01
4.093412894e+01,2.549980995e+01,6.684600002e+01,6.112861226e+01,4.841812343e+00,5.013465395e+01,1.541492291e+01,7.577840005e+01,7.610372510e+01,6.656276486e+01,9.200393209e+01,8.152825521e+01,6.059033626e+01,6.472529750e+01,8.571905795e+01,8.494584375e+01,8.265319703e+01,6.802122644e+01,1.811621292e+01,1.338160877e+01,1.132435211e+01,2.184916324e+01,7.423401354e+01,9.486091624e+00,9.856198127e+01,5.779279505e+01,6.911989454e+01,8.060840822e+01,8.293669939e+01,1.174327765e+01,9.519609884e+01,8.283468542e+01,1.635844415e+01,2.611595669e+01,3.866463495e+01,6.606345513e+00
8.265438000e+01,7.516156122e+01,7.456714713e+01,3.779121473e+01,6.234427049e+01,8.723880448e+01,6.393100907e+01,1.192076152e+01,6.790644199e+01,4.558304370e+01,4.488145785e+01,3.140440977e+01,8.623761105e+01,1.033702923e+01,9.518830186e+00,5.078213114e+01,5.607498655e+01,8.795167716e+01,4.862450045e+01,5.087994438e+01,4.738194173e+01,5.657336085e+01,6.855455247e+01,3.967242512e+01,4.447690217e+01,1.546961136e+01,8.688124156e+01,8.657702046e+00,2.890929991e+00,2.951015522e+01,1.627767228e+01,7.923809255e+01,9.021533067e+01,9.151431926e+01,7.724107979e+01,6.023695729e+01
2.292524756e+00,7.336038621e+01,1.855155935e+01,8.682819950e+01,5.919121280e+01,4.816113801e-01,6.620278366e+01,8.394664264e+01,7.690728065e+01,1.089797059e+01,9.139171065e+01,2.473742787e+00,5.999202884e+01,6.406292591e+01,4.165219078e+01,3.877762344e+01,7.959973807e+01,8.738154412e+01,2.264146242e+01,1.015130188e+01,1.113499540e+01,8.393250906e+01,2.544465113e+01,2.743708983e+01,6.171285107e+01,9.720530961e+01,5.605993432e+01,8.195221826e+01,1.142797223e+01,7.500803511e+01,5.393069869e+01,8.374543744e+01,9.397705466e+01,4.688034126e+01,5.629513824e+00,7.718281857e+01
8.601828452e+01,8.580088932e+01,3.115487090e+01,5.383522007e+01,6.210695634e+01,7.885997148e+01,7.190724205e+01,7.658419134e+01,1.001045353e+01,4.244564993e+01,2.780966784e+01,5.140700588e+01,8.406189683e+01,1.350126008e+01,9.952445642e+01,6.944323090e+01,4.401334427e+01,7.788465813e+01,8.806477974e+01,7.876084707e+01,9.567781204e+01,4.818623936e+01,7.093257073e+01,1.400437747e+01,3.649600679e+01,4.251082363e+01,4.020886383e+01,6.807712467e+01,5.110096294e+01,2.508941578e+01,7.174937916e-01,3.564446484e+01,3.966877125e+01,8.157526884e+01,2.172006230e+01,1.261570596e+01
5.404336146e+01,7.276619069e+00,2.389284797e+01,7.750482664e+01,3.095370812e+00,5.885854319e+00,4.726749365e+01,9.769415618e+01,9.408389404e+01,1.908104762e+01,8.214085574e+01,4.333254309e+01,3.650214694e+01,4.813419092e-01,1.672814639e+00,1.389752887e+01,9.173703693e+01,4.320076063e+01,8.082778837e+01,3.402082492e+00,7.798578505e+01,3.362371509e+01,3.244207786e+01,7.719929085e+01,3.345497239e+01,4.551063607e+01,7.739230400e+01,9.555083053e+01,9.742038695e+01,2.151942142e+01,7.654101707e+01,5.234374457e+01,5.121329791e+01,9.598569633e+01,9.243525350e+01,6.990589858e+00
6.268123569e+01,5.173436095e+01,5.374432861e+01,3.554407078e+01,9.440394192e+01,3.680838245e+01,6.511800900e+01,6.492426298e+01,9.761026869e+01,1.000243858e+01,3.320472553e+01,7.176672561e+00,1.071460236e+01,4.708707462e+01,7.956434833e+01,9.944327787e+01,2.121639624e+00,5.184520875e+01,4.987743360e+01,7.220412387e+01,3.854500297e+01,7.947755056e+01,6.936233077e+01,9.215573988e+01,2.618898505e+01,1.819189433e-01,4.224038862e+01,4.842928601e+01,7.523886306e+00,3.245985147e+01,7.899729892e+01,8.888977184e+01,1.894876033e+01,2.713083536e+01,2.034514023e+00,1.132022003e+01
3.863293911e+01,1.442221266e+01,6.068221408e+01,7.957835145e+00,6.127917347e+01,1.222249692e+01,1.711464556e+01,8.745121183e+00,5.850958953e+01,9.348180305e+01,5.549638031e+01,1.665962625e+01,4.772689943e+01,5.679736190e+01,1.949834911e+01,5.806307100e+01,6.537748359e+01,5.318463090e+01,6.289830942e+01,3.676166853e+01,1.322656037e+01,7.350555307e+01,4.061751334e+01,7.889091647e+00,4.414342131e+01,8.024550579e+01,7.333786620e+00,5.316061653e+01,5.167447464e+01,8.347610058e+01,5.242955643e+01,9.688996325e+01,5.592393911e+01,4.308925595e+01,9.789769818e+01,7.502574216e+01
1.966198153e+01,8.760577952e+01,6.692086939e+01,2.594092286e+01,1.061141764e+01,6.984135170e+01,8.022330928e+01,5.172857319e+01,1.807110247e+01,8.349399461e+01,6.476461131e+01,5.617567814e+00,8.914918436e+01,7.980714400e+01,8.061106853e+01,4.536677021e+01,9.614707711e+01,4.502960158e+01,7.684044037e+01,1.737509516e+01,7.149772482e+00,1.901266097e+01,1.679604990e+01,1.075679917e+01,5.640756928e+00,1.803343900e+00,2.814159039e+01,1.710047604e+01,5.768048937e+01,9.067191921e+01,2.182866789e+01,8.616477099e+01,1.332399987e+01,7.117731250e+00,6.595838616e+01,3.520116824e+01
7.817995797e+01,2.578514193e+01,8.899742108e+01,2.166641800e+01,9.424366974e+01,2.262101440e+01,5.563441659e+01,2.133464322e+01,5.320411668e+01,7.833264602e+01,8.613665960e+01,2.872520031e+01,5.654281920e+01,2.741991408e+01,8.567084678e+01,3.136053874e+01,2.811955993e+01,5.247891223e+01,3.017173833e+01,6.531691230e+01,6.466472918e+01,5.084415183e+01,6.827626638e+01,3.054263922e+01,7.281993899e+01,5.444075209e+01,2.005815893e+01,9.466613018e+00,4.584948277e+01,9.023190665e+01,7.872916429e+00,8.179286967e+00,4.765206143e+01,9.628701770e+01,9.795644280e+00,2.250964297e+01
6.059567894e+01,1.775137579e+01,8.375393790e+01,1.534824077e+01,2.568066859e+01,4.862157705e+01,3.087567781e+01,1.698711708e+01,2.743607940e+00,1.684853914e+00,3.386095610e+00,4.398480037e+01,8.911700756e+00,4.300792625e+01,7.387348702e+01,7.381787568e+01,9.746608343e+01,8.289415614e+01,7.331855918e+00,4.875209753e+01,4.899026962e+01,6.747775081e+01,9.653157372e+01,2.039569368e+01,5.733029084e+01,8.700946700e+01,7.791029766e+00,4.573389176e+00,5.666890763e+01,1.744868321e+01,3.794589566e+00,8.960409822e+01,5.436020703e+01,5.568719660e+00,4.859503404e+01,2.887233212e+01
9.727069673e+01,1.871224437e+01,2.413105128e+01,1.790858801e+00,3.134604735e+01,2.032185559e+01,4.700603944e+01,7.691502296e+01,3.042170225e+01,7.439648987e+01,5.911327236e+01,4.101633728e+01,9.043203096e+00,6.947921520e+01,8.310065571e+01,2.169612358e+01,6.678237980e+01,9.160337749e+01,2.877298307e+01,8.640160422e+00,1.546789649e+00,1.862509352e+01,1.705787955e+01,8.651501444e+01,6.374991708e+01,9.975859525e+01,8.019643845e+01,1.232391469e+00,3.013747373e+01,5.710103189e+01,9.797453009e+01,8.757547965e+01,9.913195169e+01,3.163391127e+01,3.801774951e+01,2.453655962e+01
2.809688722e+00,2.197195785e+01,5.256167248e+01,1.599360886e+01,2.071800585e+00,2.467586340e+01,6.502845812e+00,8.791634981e+01,5.700607335e+01,1.922543448e+01,7.876672834e+00,9.962405113e+01,9.429767153e+01,8.668818876e+01,7.272463544e+00,3.270366431e+01,8.508000495e+00,6.484556467e+01,9.617683316e+01,3.174137883e+01,9.939921851e+01,3.433034793e+01,7.484444873e+01,2.474176939e+01,9.358414749e+01,6.864225259e+01,5.168935317e+01,2.488218870e+01,7.819758614e+01,1.882856586e+01,9.886883250e+01,1.850204157e+01,3.690502816e+01,8.925843472e+00,9.939396302e+01,7.832298998e+01
3.669857961e+01,5.904435373e+01,2.099537507e+01,7.683599320e+01,5.343152449e+01,9.280653016e+01,5.953907816e+01,3.553290119e+01,8.810081409e+00,5.042266173e+01,5.948280682e+00,5.433145534e+01,1.428893582e+00,3.885461845e+01,7.150251068e+01,5.694277316e+01,2.416518389e+01,9.832751704e+00,4.190810164e+01,9.069049624e+01,5.021344432e+01,6.856293803e+01,9.614399586e+01,7.617132102e+01,4.700594045e+01,4.632531919e+00,4.848119127e+01,6.047339215e-01,8.783949679e+01,2.447496670e+01,9.878633385e+01,7.613250858e+01,9.891292140e+01,6.529351843e+01,3.775290310e+01,2.995606446e+01
3.209520964e+01,2.885228999e+01,1.043442361e+01,4.968901306e+01,3.216934850e+01,4.759221121e+01,4.189795844e+01,8.981651491e+01,9.820190537e+01,5.260363235e+01,3.859157932e+00,7.188908353e+01,1.129899068e+00,3.619957406e+01,7.338867415e+01,1.953913905e+01,9.420139025e+01,1.407531135e+01,3.283742347e+01,2.387000704e+01,3.386463451e+01,1.534050087e+01,5.455770503e+01,7.683682857e+01,7.992716395e+01,1.826966556e+01,7.491408604e+01,6.608816577e+00,9.397187888e+01,5.117964271e+01,9.400719351e+01,5.464369799e+01,8.251143313e+01,4.890407478e+01,8.036542739e+01,6.525162364e+01
4.999111314e+01,8.033594210e+01,2.793742139e+01,8.306211671e+00,9.714828495e+01,2.517996490e+00,3.730312330e+01,8.820627271e+01,6.134611674e+01,6.741361749e+01,1.462737956e+01,6.014371708e+01,4.876154013e+01,7.744609150e+01,3.924015009e+01,5.671582394e+00,3.267149055e+00,3.543619497e+01,5.590560871e+01,7.141462964e+01,6.122737850e+01,5.017442758e+01,7.629729713e+01,9.439955542e+01,5.379059645e+01,8.689595795e+01,3.231680056e+01,3.962952917e+01,8.002970223e+01,1.478458096e+01,5.361026892e+01,7.648626109e+00,2.415625746e+01,4.532182245e+01,7.336482957e+01,3.099350127e+01
5.076566977e+01,7.931352078e+01,1.184182787e+01,9.935037602e+01,8.460201796e+01,6.554862769e+01,8.711283846e+01,7.235487775e+01,7.500314292e+01,3.174310670e+01,8.620066636e+01,6.948911819e+01,9.994275550e+01,2.929257479e+01,5.712046049e+01,7.203876968e+00,9.092711437e+01,7.577611279e+01,6.319460102e+01,3.549535330e+01,3.815188779e+01,5.873342808e+01,9.227557700e+01,6.215914257e+00,1.474386262e+01,3.543367603e+01,5.921263737e+01,2.900820662e+01,7.105405216e+01,3.683043109e+01,5.627407569e+01,9.644696838e+01,1.910661572e+00,6.724378749e+01,6.063642279e+01,2.073809815e+01
5.198021793e+01,4.651552377e+01,1.698537553e+01,1.624231732e+01,8.266475696e+01,8.427066556e+00,3.935787576e+01,3.400881273e+01,5.957622912e+01,1.064235874e+01,1.865741819e+01,5.136454108e+01,3.418500189e+01,7.888229073e+01,8.592974674e+01,4.253816053e+01,7.412669989e+01,8.266986372e+01,9.296237320e+01,6.297389976e+01,6.538764171e+01,3.764350601e+01,9.798502939e+01,9.269577801e+01,5.011300168e+01,4.509292060e+01,1.484911233e+01,2.524090930e+01,7.194209011e+01,7.598059765e+01,9.043190917e+01,2.937288968e+01,3.904239417e+01,6.923164469e+01,4.924293764e+01,1.846262020e+01
9.046053541e+01,8.568148057e+01,9.224460198e+01,1.184180923e+01,3.112637552e+01,4.318001560e+01,8.961541871e-01,4.898459029e+01,8.376039520e+01,6.350825022e+00,7.579727742e+00,5.338634747e+01,5.746806543e+01,9.096048843e+01,6.031691054e+01,8.465154788e+01,5.220244993e+01,2.460724300e+01,5.511471182e+01,3.550399297e+00,8.198429256e+01,7.873056357e+01,6.144406984e+01,4.751161095e+00,3.890916405e+01,6.019635742e+01,6.033446247e+01,5.549823903e+01,2.823769014e+01,2.715009840e+01,1.518236466e+01,7.751988417e+01,7.157611486e+01,6.757372510e+01,6.550027644e+00,9.999069440e+00
3.425262550e+01,9.110380408e+01,9.939376525e+01,2.957365735e+00,8.312245022e+01,6.225032748e+01,7.443576715e+00,5.572385666e+01,3.398408275e+01,7.899531033e+01,8.078826180e+01,3.753745111e+01,7.775605555e+01,1.940304528e+01,8.922456967e+01,4.391740888e+01,2.634413115e+01,2.303827130e+01,1.930695504e+00,7.612685758e+01,8.501500377e+01,6.958801098e+01,1.184634907e+00,6.273635286e+01,5.608807616e+01,4.526641802e+01,9.280118280e+01,6.379602092e+01,4.776603292e+01,7.267083984e+01,8.162560058e+01,9.157459687e+01,4.648504010e+00,6.863437284e+01,5.782381710e+01,4.838767908e+01
