v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15
4.279262436e+01,4.190284228e+01,6.831832767e+01,7.279871692e+01,8.452323714e+01,8.722812104e+01,2.975447503e+01,6.908667923e+01,3.390340744e+01,9.454248448e+01,7.789774550e+01,9.967600320e+00,4.050743753e+01,5.003204935e+01,7.833925952e+01
4.928787206e+01,9.267163754e+01,2.277252107e+01,3.882052933e+01,6.046132204e+01,7.053408010e+01,6.787639330e+01,6.192005972e+01,4.604648987e+01,8.586929178e+01,4.809147965e+01,4.666906261e+01,1.470684034e+01,6.729058201e+01,6.422107459e+01
1.401811511e+01,9.213784283e+01,3.742577495e+01,4.613576672e+01,6.900832090e-01,8.782627385e+00,8.700614976e+01,8.538055436e+01,8.299496681e+00,1.144043824e+01,3.470181365e+01,7.801519095e+01,3.293092233e+01,2.051246921e+01,3.814657720e+01
3.138414016e+00,5.252327907e+01,6.563339474e+00,5.337591942e+01,9.913863009e+01,6.228653088e+01,7.170502106e+01,4.450505779e+01,8.603795582e+01,6.678696445e+01,5.650666007e+00,7.850498944e+01,1.682730740e+01,5.631074647e+00,9.633754515e+01
8.961299049e+01,3.931757949e+01,3.854578714e+01,6.309121335e+01,8.306813553e+01,8.613503810e+01,4.604453307e+01,7.802793606e+01,6.148590258e+01,3.933729397e+01,2.519869649e+00,3.034801085e+01,4.937783347e+01,1.477554747e+01,9.130249325e+01
2.539719136e+01,1.819037693e+01,8.124324840e+01,8.221646812e+01,1.168053915e+01,3.617732838e+00,4.895627545e+01,5.024112200e+01,8.429812167e+00,9.975750206e+01,8.785797079e+01,7.795296002e+01,7.943195278e+01,4.058784444e+01,9.482564289e+01
1.488266176e+01,2.712030654e+01,5.583652966e+00,1.905204289e+00,6.823895877e+01,7.479333863e+01,6.455039856e+01,3.886122329e+01,5.336038148e+01,2.938553093e+01,5.737391708e+01,4.576883390e+01,5.839172076e+01,9.052084884e+01,6.825962704e+01
9.448701298e+01,2.591306325e+01,5.280883842e+01,6.667987239e+01,3.750665675e+01,3.513649887e+01,2.185985521e+01,3.352034983e+00,8.923178369e+01,3.290161430e+01,2.527683676e+01,4.842017562e+01,3.723682118e-01,8.744583014e+01,2.455204455e+01
9.210078149e+01,1.696157385e+01,4.703717188e+01,7.960638384e+01,9.406518239e+01,6.795090512e+01,9.765828382e+01,3.159005084e+01,3.768633478e+01,5.584067675e+01,3.966241487e+01,5.115316863e+00,8.397479547e+01,8.638183389e+01,6.076754893e+01
6.343427209e+01,8.047496526e+01,2.426879738e+00,5.441430813e+01,3.519099939e+01,1.181146802e+01,6.792702686e+00,6.911611062e+01,9.436711989e+00,1.515488649e+00,1.165708370e+01,3.317516407e+01,7.480188551e+01,9.758080634e+01,4.068154204e+01
7.352396031e+01,7.800075234e+01,8.829666173e+01,9.155380479e+01,4.707266544e+01,6.151421038e+00,7.153347610e+01,9.570214872e+01,5.650452406e+01,7.908685006e+01,1.005714400e+01,4.117772494e+01,4.774491070e+01,7.253910160e+01,7.433101106e+01
6.580339785e+01,4.330691031e+01,8.966807178e+01,5.767272917e+01,7.407700498e+00,4.487360979e+01,5.050884849e+01,5.552313715e+01,4.733138166e+01,7.728831928e+01,9.643517911e+01,1.048090435e+01,5.172433413e+01,2.763532979e+01,7.840003947e+01
6.601805476e+01,4.782321198e+01,9.611620937e+01,3.507550342e+01,1.040724064e+01,8.833268548e+01,9.532335301e+01,7.103794549e+00,9.638115617e+01,9.682402098e+01,4.164224022e+01,4.778682291e+01,5.293718811e+01,3.528736298e+01,2.252740743e+01
1.321474776e+01,6.796652725e+01,3.282647019e+01,6.284577149e+01,6.867955569e+01,5.373369157e+01,6.877537195e+01,4.427466422e+01,6.499259182e+01,7.661155969e+01,8.831696050e+01,2.007430786e-01,5.224414855e+01,9.591529539e+01,9.647578477e+01
7.203090538e+00,8.856207646e+01,4.520365564e-01,3.151371510e+01,9.183067214e+01,3.396474079e+01,6.939322489e+01,5.082032202e+01,5.893128002e+01,7.152533975e+01,3.705100382e+01,5.336957839e+01,1.153637949e+01,5.601733857e+01,1.362967154e+01
5.974740105e+01,8.152662283e+01,2.359859255e+00,5.288586530e+01,3.811948528e+01,1.443344038e+01,1.515547599e+01,4.899837211e+01,9.117197787e+01,6.282041488e+01,8.047556633e+01,5.910743157e+00,4.200577164e+01,4.611184498e+01,8.900681981e+01
4.944869764e+01,6.263452452e+01,4.302954200e+01,4.011778006e+01,6.536082520e+01,2.865800555e+01,8.859740561e+01,7.218511025e+01,2.593123771e+01,8.676843520e+01,8.881341985e+01,5.116728063e+01,1.010230446e+01,1.607665130e+01,2.087059085e+01
9.777780524e+01,5.802142602e+01,4.480771869e+00,1.030615705e+01,3.616274967e+01,7.125324123e+01,8.201651054e+01,8.893247323e+01,7.769859167e+01,8.566432915e+01,3.428808159e+01,4.963200397e+01,9.180756805e+01,3.398677852e-01,6.596022135e+01
3.589346602e+01,2.194110849e+01,1.275482733e+01,2.677080160e+01,6.064092686e+01,6.587478843e+01,4.833791076e+01,9.179453240e+01,4.049896703e+01,3.600721766e+00,9.315850133e+01,2.728782671e+01,4.151643443e+01,1.201371286e+01,2.356336007e+01
2.802806905e+01,1.152481058e+01,4.816584980e+01,1.201883301e+01,1.092681004e+00,3.056062187e+01,5.923581535e+01,4.413592529e+01,2.992161934e+01,3.996620362e+01,5.472700929e+01,2.192954200e+01,9.029638561e+01,5.280401162e+01,3.267246089e+01
3.788087594e+01,5.754652116e+01,4.368237002e+00,6.423154007e+01,2.935242138e+01,7.335078031e+00,4.413991187e+01,9.767027406e+01,6.346403016e+01,5.214864626e+01,7.374359080e+01,2.231214825e+01,2.944286812e+01,8.729567498e+00,4.503277455e+00
9.155010920e+01,7.689482849e+01,4.869627854e+01,4.688486971e+01,5.415095269e+01,4.284714143e+01,4.792257576e+01,1.508841295e+01,9.768413412e+01,6.952475327e+01,1.674288161e+01,9.745487216e+01,9.535281046e+01,2.956407095e+01,3.475661074e+01
9.649987168e+01,1.844995642e+01,8.197141819e+01,5.242588058e+01,7.352651240e+01,9.377711835e+01,7.323621908e+01,1.982515000e+01,7.896754510e+01,9.945463095e+01,3.255670861e+01,6.139368056e+01,1.594611453e+01,9.177479564e+01,9.133630108e+00
5.306135414e+01,8.003452257e+01,6.850433828e+01,6.617254367e+01,9.015608169e+01,2.405334378e+01,3.053340979e+01,6.353317214e+01,8.816527484e-01,6.412117178e+01,1.934110519e+01,1.580968527e+01,9.252943786e+01,8.857803598e+01,1.102390725e+01
6.479794352e+01,1.411212463e+01,2.412869290e+01,9.886234797e+01,6.264406241e+01,6.596105155e+01,6.279925293e+01,4.032636008e+00,1.883535148e+01,1.459792626e+01,8.845245337e+01,9.828370271e+01,3.054218054e+01,6.526787741e+01,4.199348571e+01
3.732750084e+01,2.485856924e+01,6.338729829e+01,6.589828892e+01,8.056469149e+01,5.184809165e+01,8.435781953e+01,3.657221273e+01,1.461823103e+01,8.305484901e+01,5.459165739e+01,8.994323405e+01,9.233142866e+01,6.871970261e+01,6.882383256e+01
8.250866295e+01,5.208640210e+01,4.830297071e+01,9.293712514e+01,6.011777635e+01,7.825399376e+01,3.163087487e+01,3.584828398e+00,1.551024642e+01,5.143444276e+01,4.221036168e+01,4.677102201e+00,3.173013048e+01,4.412668355e+01,5.412756651e+01
5.822620207e+01,8.950373457e+01,2.456403957e+01,5.025405642e+01,6.835035431e+01,6.454670898e+01,3.940776535e+01,2.475625465e-01,2.978011976e-01,3.288899687e+01,6.943853094e+01,9.445208829e+01,6.787452607e+01,6.798436524e+01,9.094424849e+01
2.264510096e+01,9.624333438e-02,9.975418490e+01,1.670049185e+01,1.842877730e+01,3.258288962e+01,9.806492242e+01,9.961070523e+01,7.567291839e+01,2.976695048e+01,5.320123747e+01,7.980566954e+01,8.252899760e+01,5.963193110e+00,4.542434575e+01
4.530053082e+01,5.843957818e+01,2.981475766e+01,9.315733603e+01,9.319842394e+01,2.776645479e+01,6.882673090e+01,6.597461910e+01,5.691134105e+01,6.978522218e+01,8.190063189e+01,5.083483366e+01,8.943753532e+01,6.889724432e+01,9.628673473e+01
8.871762439e+01,6.471075920e+00,9.498950926e+01,1.335583122e+01,7.980010828e+01,8.491654045e+01,1.817474102e+01,9.442809186e+01,8.470647542e+01,5.882931849e+01,7.686699866e+01,1.815492134e+00,5.119711396e+01,2.383272733e+01,8.700657409e+01
1.290086626e+01,5.924943093e+01,6.036612526e+01,2.425832280e+01,8.342879762e+01,9.579774002e+01,6.168415924e+01,8.232635977e+01,8.321542058e+00,7.599374764e+01,3.559663410e+01,3.822081554e+01,6.482316254e+01,8.170077062e+01,8.997406523e+01
4.379087219e+01,5.484740129e+00,2.264044598e+01,7.991937598e+01,2.543408933e+00,4.943934925e+01,3.812320267e+01,4.316384497e+01,7.926419005e+01,2.732742743e+01,8.276269365e+01,5.190732584e+01,9.229576502e+01,2.407308425e+01,4.493000808e+01
4.030598185e+01,7.173503018e+00,8.282790965e+01,8.849931286e+01,7.092522246e+01,1.261767639e+00,5.971481056e+01,8.200856411e+00,5.294012617e+01,3.256662087e+01,7.823439987e+01,2.074727614e+01,9.997914716e+01,2.716073256e+01,3.503869863e+01
2.902142581e+01,4.791132956e+01,9.776372504e+01,1.276653125e+01,1.765309491e+00,7.557306795e+01,4.269615887e+01,9.781094508e+01,7.248293448e+01,6.431067293e+01,7.839916516e+01,1.864896819e+01,1.616066206e+01,7.816876862e+01,8.354252704e+01
1.592056626e+01,2.290122704e+01,3.638102031e+01,6.664758170e+00,1.886356129e+00,2.811636328e+01,1.944915889e+01,6.763870647e+01,7.932058347e+01,4.739641670e+01,5.698579868e+01,8.826462757e+01,7.456646383e+01,7.804327617e+01,9.843726667e+01
1.719538700e+01,8.675760064e+00,5.466093022e+00,5.741429881e+01,1.997617872e+01,1.882496516e+01,7.745501119e+01,3.265956080e+01,2.389493785e+01,4.246261229e+01,7.652064106e+01,2.419113573e+01,2.000651803e+01,3.068832667e+01,9.548461580e+01
1.040848586e+01,6.158805129e+01,6.183975418e+01,9.975572289e+01,8.882516514e+01,6.853436332e+01,5.693980549e+01,9.149038076e+01,5.573253924e+01,7.402421781e+01,7.929921009e+01,8.607056640e+01,5.372097056e+01,5.401268542e+01,2.522260752e+00
9.174776648e+01,3.922970134e+01,4.584278894e+01,3.048967868e+01,2.216113583e+01,5.544360085e+01,1.753239945e+01,6.160720275e+01,5.183297747e+01,7.858898703e+01,8.689331868e+01,9.055393745e+01,1.911859318e-01,4.811229794e+01,7.935541790e+01
1.236735817e+01,8.926396799e+01,9.912230457e+00,5.161757795e+01,8.157387088e+01,9.559778080e+01,5.210262586e+01,5.278096741e+01,7.747482633e+01,6.154822940e+01,7.396867843e+01,8.357464686e+01,9.133920891e+01,7.050710711e+01,3.794515053e+01
2.706642511e+01,5.619135106e+01,5.881907747e+01,5.755050039e+01,7.207617611e+01,4.011495180e+01,2.943760414e+00,8.663371245e+01,7.546344487e+01,5.823833967e+01,9.969669704e+01,1.334302438e+01,7.720219938e+01,5.946332570e+01,5.906174786e+01
7.986727975e+00,5.025982798e+01,4.380705982e+01,4.424865269e+01,6.308228257e+01,8.379645438e+01,7.788689699e+00,8.974017395e+01,8.757258099e+01,7.897174976e+01,5.895914770e+01,4.314452115e+01,6.010149572e+01,3.622441180e+01,5.487396316e+00
2.657832645e+01,4.019110937e+01,4.015963719e+01,7.328123845e+01,6.937222453e+01,5.090732021e+01,2.897295683e+01,6.145153056e+01,7.455339983e+01,3.160929363e+01,9.389981994e+01,9.926251762e+01,5.910346722e+01,6.335547854e+01,3.128426267e+01
4.192990972e+01,3.837869107e+01,5.191516587e+01,1.375656993e+01,5.526820609e+01,3.982692170e+01,4.707086976e+01,8.374935831e+01,3.447948424e+01,6.601891428e+01,8.859309323e+01,6.337931187e+00,7.968841989e+01,3.894442195e+01,6.629529234e+01
6.841797560e+01,3.990717931e+01,6.760492040e+01,8.931841932e+01,5.944805038e+01,1.636687586e+01,6.464622562e+01,4.582814222e+01,2.078253802e+01,6.149698791e+01,1.011143201e+01,6.243315190e+01,1.161645834e+01,2.705331951e+01,8.390932103e+01
5.719046798e+01,2.791455975e+01,3.554249142e+01,4.247947772e+01,1.908259444e+01,5.063919669e+01,9.903823047e+01,8.005363872e+01,2.056188325e+01,2.710569913e+00,1.758631298e+01,7.268479743e+01,1.230819917e+01,4.892417576e+01,3.021918350e+01
8.794452010e+00,4.182422401e+01,1.960259413e+01,5.222973047e+01,1.053634540e+01,5.520279451e+01,8.801384603e+01,7.540721679e+00,1.397333582e+00,6.809520428e+01,7.244325247e+01,5.137399234e+01,1.575848812e+01,5.473295577e+01,2.152546799e+01
2.825746204e+01,4.708285818e+01,2.520399248e+01,4.768967232e+01,9.594053039e+00,6.520401856e+01,2.216206374e+01,7.703570841e+01,6.127662813e+00,4.259382435e-01,3.406715438e+01,4.245487601e+01,8.305737742e+01,6.357877227e+01,7.605559283e+01
7.495399927e+01,9.073923585e+01,4.417504405e+01,1.749989664e+01,3.099481172e+01,9.260998262e+01,6.755028342e+01,7.731782995e+01,9.966883081e+00,2.996003521e+01,6.460662930e+01,9.354388198e+01,5.507008448e+01,2.575167611e+01,8.383068227e+01
8.925119546e+01,9.601022464e+01,5.774686311e+01,3.191910675e+01,6.143788744e+01,4.781088478e+00,3.237619248e+01,9.862281260e+00,7.809091137e+01,9.417721049e+00,3.434013860e+01,3.888191723e+01,7.927358389e+01,4.341529447e+01,4.933579984e+01
1.117612495e+01,5.151777664e+01,1.539194504e+01,3.649636006e+01,1.360184888e+01,8.233555764e+01,9.597146825e+01,9.045783409e+01,6.555325574e+00,8.193001069e+01,6.087377700e+01,4.216481557e+01,3.541002021e+01,1.144358766e+01,5.910162118e+00
9.907747994e+01,3.626288572e+01,9.679800265e+01,5.928467419e+00,9.239090732e+00,5.612601822e+01,2.846529817e+01,1.372939611e+01,4.180203183e+01,9.275538347e+01,7.584736278e+01,5.313284426e+01,1.464497141e+01,1.219364677e+01,2.947636457e+01
4.158350650e+01,3.736168875e+01,1.490057132e+01,2.271537408e+01,8.691208993e+01,5.517567333e+00,3.763228259e+01,2.907183616e+01,9.826176689e+01,2.147587489e+01,4.208044517e+01,3.716513809e+01,1.122959699e+01,3.407298430e+01,3.821434262e+01
7.072037868e+01,8.864720228e+01,5.565269767e+01,3.799958479e+01,2.512182340e+01,3.422310978e+01,1.987181711e+01,1.536925456e+01,5.438682390e+01,9.482202534e+01,4.579003918e+01,2.952160759e+01,8.837773884e+01,8.757479755e+01,1.824585658e+01
6.796257309e+01,4.992395810e+01,9.179607195e+01,2.278417029e+00,6.235499303e+01,5.362633901e+01,9.669318152e+01,7.617658466e+01,3.667874369e+01,2.485920098e+01,2.952201818e+00,5.215633825e+01,4.879153724e+01,5.462799306e+01,2.034931788e+01
9.876719508e-01,4.490276671e+01,5.126625843e+01,8.422075944e+01,2.736315644e+01,3.485406135e+01,7.351584363e+01,2.981956768e+01,9.774252267e+01,5.878561015e+01,6.320815677e+00,8.624855328e+01,8.687974481e+01,8.396358678e+01,1.760855971e+01
5.443407199e+01,6.160499262e+00,8.939877455e+01,8.991180726e+01,3.364861135e+01,9.792853900e+01,6.768998761e+01,9.679221329e+01,5.440240694e+01,1.657426773e+01,8.664111571e+01,2.657972200e+01,8.010549926e+01,4.586129816e+01,6.719146566e+01
5.498572165e+01,5.345947411e+01,5.234204554e+01,3.721127131e+01,9.955611999e+01,6.249376684e+01,5.281109029e+01,8.580617295e+01,2.822145825e+01,6.750104804e+01,5.375717720e+01,1.966411516e+00,2.411466698e+01,6.465543788e+01,9.054526032e+01
8.027384592e+01,9.823552719e+01,1.928880375e+01,5.267984917e+01,9.256850799e+01,4.101483612e+01,5.231653299e+01,7.229275591e+01,4.917710698e+01,3.917638915e+01,4.828656837e+01,2.210389993e+01,9.080407423e+01,1.011769334e+01,2.240639195e+01
9.206726499e+01,4.437792938e+01,4.310238794e+01,2.237623110e+01,2.631929444e+01,7.577108411e+00,7.072343714e+01,5.753532022e+01,7.237671627e+01,7.096081622e+01,3.360478083e+01,4.788875553e+01,7.095521078e+01,7.744215016e+01,5.319807127e+01
4.628770855e+01,4.108498126e+00,1.472913490e+01,6.877356026e+00,8.498514777e+01,1.816273188e+01,5.305483270e+01,1.000776425e+01,4.052622145e+00,6.440918342e+01,8.500705107e+01,7.176399590e+01,3.840849084e+01,3.798578600e+01,9.030333394e+01
8.770436063e+01,1.449950390e+01,7.335297829e+01,3.128800310e+01,8.997596272e+01,9.138233932e+01,8.956391626e+01,9.814716517e+01,2.367810572e+01,9.532866573e+01,2.595628340e+01,6.123598876e+01,8.145496691e+01,7.630748008e+01,3.398950884e+01
5.219933948e+01,5.305661726e+01,7.794586668e+01,7.404982082e-01,5.937326256e+01,1.056175447e+01,8.513733619e+01,2.356469293e+01,4.332978166e+00,2.147683565e+00,8.147172383e+01,9.046390328e+01,6.833518105e+01,1.281184299e+00,1.059251052e+01
8.807575888e+01,9.178716400e+01,1.990999954e+01,6.063717165e+01,7.276838221e+01,9.085823784e+01,2.432214512e+01,8.061241631e+01,2.472591163e+01,1.939022879e+01,8.438171289e+01,3.998781370e+01,1.102560362e+01,8.354593552e+01,6.365937533e+01
4.635688077e+00,7.350799239e+01,5.398237668e+01,2.010526111e+00,3.839858973e+01,7.887590071e+01,9.141456670e+01,1.874780664e+01,5.211598403e+01,6.781165299e+01,3.847282406e+01,9.599460539e+01,9.697922003e+01,1.829495324e+01,7.943640054e+01
5.505254508e+01,1.293115739e+01,3.682308826e+01,6.091223448e+01,2.044953923e+01,3.826893270e+01,5.812691356e+01,7.255536933e+01,7.395197204e+01,1.696113974e+01,9.282227255e+01,2.510097938e+01,2.028258474e+01,7.262742511e+00,7.920819721e+00
9.675907572e+01,7.693362821e+01,3.825093025e+01,5.610214618e+01,8.576633309e+01,6.983466632e+01,8.494144508e+00,3.254551638e+01,6.909157967e+01,8.948695164e+01,4.551229221e+01,7.027643176e+01,1.671502313e+01,1.922257633e+01,2.167563311e+01
6.109735160e+00,3.001980497e+01,7.656568229e+01,6.882936213e+01,4.413450439e+01,7.609685715e+01,3.805887126e+00,7.056434657e+01,8.952873256e+01,7.955092010e+01,4.933999559e+01,3.499185440e+00,2.921544636e+01,3.259730756e+01,5.341650928e+01
5.611671709e+01,4.851165493e+01,1.478172680e+00,7.825311705e+01,7.365317692e+00,7.971192628e+01,2.819727866e+01,8.524814075e+01,2.026482175e+01,2.885007862e+00,7.230527487e+01,9.140123713e+01,3.939929324e+01,1.719405550e+01,5.398201442e+01
5.254886446e+00,6.881382662e+01,3.560971357e+01,3.375514543e+01,2.053591116e+01,2.828451663e+01,5.038490069e+01,3.442519314e+01,3.183060756e+01,2.303510811e+01,7.885380647e+00,8.961456599e+01,6.641460461e+01,1.393951342e+01,2.882082624e+01
6.254830692e+01,5.556405187e+01,9.401447091e+01,2.807245776e+01,4.291885697e+01,6.307847208e+01,3.912146501e+01,9.459987518e+01,9.453175539e+01,3.092022061e+01,9.206076205e+01,1.749227806e+01,8.581122205e+01,7.582380688e+00,9.434632048e+01
3.390608260e+01,6.467910785e+01,8.112761841e+01,5.360319543e+01,6.845138318e+00,6.969377561e+00,1.086846145e+01,9.380910129e+01,1.416489316e+01,7.305636163e+01,6.822635189e+01,2.994430565e+01,7.248112986e+01,7.856360475e+01,8.157100289e+01
1.052201213e+01,7.723059305e+01,4.493107676e+01,3.783630388e+01,5.582156649e+01,3.867233929e+01,8.726643590e+01,7.867169109e+01,4.301628003e+01,5.701185192e+01,2.792330928e+01,5.607075017e+01,5.949708608e+01,3.964722367e+01,2.071409522e+01
9.838375592e+01,7.557588085e+01,7.543624231e+01,2.859989123e+01,2.800906465e+01,3.589426398e+01,5.389582734e+01,1.066075939e+01,8.080125818e+01,3.454705809e+01,9.462937468e+01,6.584978154e+01,7.172511796e+00,2.042574375e+01,3.497851693e+01
1.779871211e+01,7.206524366e+01,2.432016044e-01,6.363650680e+01,2.114772286e+00,4.748201645e+01,9.235006930e+01,4.236179576e+01,1.194888623e+01,5.410396346e+01,3.305188741e+01,4.497338211e+01,5.103985420e+01,5.563047563e+01,7.486087855e+01
7.617547800e+01,9.619717242e+01,7.471607256e+01,4.832181319e+01,1.978141342e+01,7.008500210e+00,7.804862224e+01,2.892721996e+01,3.890615669e+01,6.299148537e+01,8.753581239e+01,5.499783403e+01,3.042323289e+01,2.185143825e+01,4.065330469e+00
1.310103332e+01,7.113166306e+01,5.386211167e+01,9.576489841e+01,4.129045662e+01,5.506379765e+01,8.363988353e+01,4.550985421e+01,1.594658703e+01,8.370496136e+01,5.306586778e+00,6.905585569e+01,9.987664585e+00,4.554136210e+01,5.990854667e+01
6.593200865e+01,2.781870428e+00,6.656467827e+01,1.918536526e+01,3.446027326e+01,4.295930175e+01,1.179513681e+01,6.311241565e+00,2.081269486e+01,4.989835939e+01,1.111634873e+01,2.364650906e+01,5.826347018e+01,9.302713950e+01,4.736570476e+00
3.233722934e+01,9.815578234e+01,3.704155998e+01,5.040242399e+01,1.784861397e+01,7.383184212e+01,1.217925413e+01,3.331011729e+01,8.149285684e+01,1.072646312e+01,4.332342412e+01,9.448329775e+00,8.413630336e+00,1.580538059e+01,5.122327072e+01
7.741918851e+01,7.307801104e+01,2.516609450e+01,9.187200528e+00,6.663602093e+01,8.203057636e+01,8.737097325e+01,9.242498604e+01,5.741195241e+01,9.508123373e+01,3.151053384e+01,9.915018327e+01,7.534201372e+01,2.622117528e+01,7.715823937e+01
1.669377142e+01,6.649462931e+01,2.572432689e+01,3.683167066e+01,1.657838213e+01,5.101848417e+01,1.264252084e+01,4.770130701e+01,1.815621635e+01,8.637054833e+01,4.090714118e+01,1.766443680e+01,4.100745922e+01,4.825410537e+01,5.294894242e+01
6.630099903e+00,8.596548781e+01,6.140240736e+01,2.108707155e+01,8.371061818e+01,5.174065846e+01,1.571502481e+01,8.272878854e+01,9.005300620e+01,7.861108176e+01,1.344854009e+01,6.257886134e+01,5.743615725e+01,6.525766128e+00,3.987414947e+01
9.315048679e+01,4.281772365e+01,8.324288295e+01,7.875982406e+01,2.262038861e+01,8.546952233e+01,6.094555349e+01,9.797189344e+01,2.899762209e+01,4.528339031e+00,8.474012909e+01,1.543340535e+01,7.794886861e+01,2.284056239e+01,9.716480571e+00
7.324988592e+01,8.888572676e+01,5.373163058e+01,5.272231725e+01,6.465691928e+01,2.337957602e+01,6.527893062e+01,9.837574924e+01,6.863557969e+01,6.008584579e+00,4.995613526e+01,3.536956200e+01,5.023277310e+01,8.554586243e+01,4.557443406e+01
8.002982844e+01,1.839830974e+01,4.247182570e+01,1.651695555e+01,9.686719366e+01,2.252850229e+01,7.515387391e+01,6.317597735e+01,3.239633353e+01,6.612842563e+01,4.753367578e+01,5.559495605e+01,6.175509847e+01,9.020855534e+01,1.546560289e+01
2.971866606e+00,5.770851466e+01,5.360716635e+01,3.217073387e+01,2.940762097e+00,3.979880428e+01,3.029674096e+01,9.909085961e+01,7.728668998e+01,9.604736845e+01,5.175905974e+01,4.078049422e+01,3.803210211e+01,9.736175956e+01,3.042333670e+01
8.897373164e+01,6.035528710e+01,7.370692371e+01,9.635268078e+01,4.861414237e+01,5.658233728e+01,1.673802767e+01,9.938560934e+01,4.514352351e+01,5.063231458e+01,4.697745788e+01,6.971096139e+01,7.437869874e+01,1.603041279e+00,5.664879661e+01
1.495643797e+01,4.087769248e+01,1.767587193e+01,6.259592915e+01,9.975231988e+01,6.368953816e+01,9.334875202e+01,8.262342018e+01,5.013022152e+00,3.028580247e+01,6.190525499e+01,5.975916099e+01,2.672555135e+01,1.055035475e+00,5.092356978e+01
3.809877511e+01,5.068382522e+01,1.619950008e+01,4.401682180e+01,6.470007349e+01,2.894538210e+01,6.397085242e+01,6.530332645e+01,7.783485398e+01,6.821121613e+01,3.805345736e+01,2.436773106e+01,6.161913114e+01,8.794349964e+01,6.806889865e+01
3.857034876e+01,6.804252309e+00,4.189526104e+01,4.501346287e+01,8.606076111e+01,2.132269262e+01,9.206029175e+01,8.504898531e+01,1.661878551e+01,2.154534283e+01,3.490273777e+01,1.889933823e+01,9.376403755e+01,5.688759571e+01,7.179567236e+01
2.467370901e+01,5.103762783e+01,3.152939473e+01,9.228746577e+01,9.350437806e+01,9.405384362e+01,4.318902352e+01,5.780087722e+01,1.421049230e+01,3.608540087e+01,9.488090713e+01,7.834724610e+01,3.929197735e+01,1.402638284e+01,5.078485138e+00
4.966991073e+01,3.882657700e+01,6.888069870e+01,4.214914442e+01,4.887590550e+01,6.747660217e+01,7.734421154e+01,5.445499588e+01,6.816002480e+01,4.151860262e+00,7.972104370e+01,8.424463116e+01,1.133956142e+01,9.651390376e+01,5.205317325e+01
9.295848242e+01,6.359700465e+01,7.041918844e+01,5.947972398e+01,6.219132409e+01,6.049884893e+01,4.022917583e+01,8.303374317e+01,9.785323616e+01,6.810641850e+01,7.736989772e+01,6.769041017e+00,5.463158440e+00,9.164415234e+01,1.527520594e+01
3.167194452e+01,7.846150060e+01,8.688646457e+01,3.911752751e+01,4.573850088e+01,7.374930760e+01,6.428522467e+01,3.101866292e+01,3.162887323e+01,2.191652900e+01,3.636855381e+01,2.175079824e+01,1.386449470e+01,6.898589214e+00,2.420485744e+01
8.182331739e+01,4.727737437e+01,8.789266491e+01,8.862227815e+01,5.955920338e+00,8.229545980e+01,3.506845781e+01,2.745843668e+01,3.799714032e+01,7.563241479e+01,5.258445371e+01,9.909795385e+01,6.302702260e+01,8.161125458e+01,6.219111659e+00
5.760241186e+01,9.988030462e+01,1.722383519e+01,2.563838414e+00,8.474524817e+01,5.494556189e+01,8.098043689e+01,6.719312910e+01,1.861518814e+01,8.404630628e+01,8.354305773e+01,1.199580401e+01,4.199407210e+01,6.399006390e+01,4.909538860e+01
7.011196271e+01,7.321469299e+00,6.541037536e+01,1.556844376e+01,7.931492209e+00,7.220642892e+01,8.719590064e+00,5.449727934e+00,3.990664275e+01,4.884303662e+01,9.080219626e+01,5.988175260e+01,6.038645887e+01,6.975023142e+01,7.343763265e+01
8.766604122e+01,6.108489829e+01,1.808830607e+00,9.607467388e+01,1.116050634e+01,5.892851339e+01,6.691087890e+01,6.237961513e+01,9.904078891e+01,8.779104338e+01,2.370582028e+01,5.524670357e+01,8.111709670e+01,9.788416413e+01,7.160826652e+01
9.693073910e+01,6.296852482e+01,4.137362570e+00,6.485341201e+01,6.118435612e+01,8.734254641e+01,9.131526123e+00,5.015212390e+01,2.323243725e+01,9.641440122e+01,5.419126935e+01,4.127355449e+01,7.982423801e+01,9.868527803e+01,4.667588054e+01
6.001357276e+01,7.985714848e+01,9.589407182e+00,6.721429204e+01,8.896277703e+01,7.673863521e+01,3.375764152e+01,9.702698489e+01,8.805494852e+01,8.220618486e+01,2.062425215e+01,6.864968192e+00,5.929297329e+00,2.990660987e+01,8.371616818e+01
7.779329845e+01,3.648195961e+01,5.837932133e+01,4.784595139e+01,8.967573800e+01,1.749780932e+01,7.247279518e+01,1.381538342e+01,8.767419615e+01,6.325173513e+00,5.667441146e+01,8.072239912e+00,7.959106066e+01,6.704045701e+01,5.012627719e+01
7.791380843e+01,7.881225638e+01,9.999613549e+01,9.655715184e+01,2.461643763e+01,5.004569723e+01,3.578598198e+01,4.941940826e+01,7.056353492e+01,1.033560444e+01,4.306136061e+01,4.658867988e+01,3.465856237e+01,4.605109078e+01,1.770496503e+01
1.346177681e+00,9.883935527e+01,8.253189924e+01,2.190033703e+01,8.567116689e+01,7.969141141e+01,6.798825954e+01,9.782337220e+00,9.857290375e+01,3.800703813e+01,2.297255236e+01,9.665918335e+01,2.781846258e+01,3.554425490e+01,6.134674449e+01
