v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94
4.481175592e+01,1.934970854e+01,3.469536901e+01,4.300058484e+01,2.084726609e+01,2.809481849e+01,1.019482685e+01,5.611893908e+01,4.335419675e+01,6.837056263e+01,2.868326394e+00,7.150163244e+01,6.857719374e+01,4.608085759e+01,3.405469700e+01,1.371140398e+01,2.466338092e+01,3.281302492e+01,7.017874229e+01,5.031109536e+01,8.269142932e+01,8.139667774e+01,7.662783958e+01,2.058122233e+01,5.007868466e+01,2.707463210e+01,6.924121663e-01,4.170438250e+01,1.036983304e+01,3.394528852e+01,3.953809468e+01,7.864331593e+01,6.340690084e+01,3.701704738e+01,2.530500464e+01,3.931774047e+01,2.716763935e+00,4.978807453e+01,1.687143742e+01,2.882013898e+01,2.133453326e+01,7.791906190e+01,4.435926812e+01,3.667216005e+01,3.671229724e+01,2.000277368e+01,1.272836821e+01,2.697228852e+01,9.085681583e+01,2.665892595e+01,4.101892445e+01,2.956895069e+01,7.514927587e+01,2.615373076e+01,4.687854425e+01,3.576075235e+00,8.953596538e+01,1.596728523e+00,6.472498123e+00,5.718120419e+01,6.937076628e+01,6.293222492e+01,4.205268415e+00,1.718708938e+01,9.615727224e+01,1.200089494e+00,9.931268082e+01,4.444477732e+01,7.490333583e+01,3.476568652e+01,3.580860901e+01,7.151317993e+01,5.155968086e+01,3.487772313e+01,6.071338206e+01,6.700562970e+01,6.784268089e+01,9.057681809e+01,7.414521021e+01,8.603169664e+01,6.312628752e+00,4.545256280e+01,2.152717013e+01,3.859665223e+01,3.788755239e+01,3.110739203e+01,5.383602625e+01,4.068215287e+01,4.792607440e+01,5.622685953e+01,6.837423697e+01,6.902567728e+01,1.906070732e+01,6.880867145e+01
4.649817307e+01,3.332763918e+01,3.156589864e+01,1.721827489e+01,6.797793204e+00,7.732671078e+01,6.084768651e+01,1.524099453e+01,8.798639610e+01,9.705392643e+01,2.796367270e+01,2.101474343e+00,1.157911852e+01,9.417525159e+01,8.859799366e+01,4.001247823e+01,4.131070126e+01,6.804562501e+01,3.782698985e+01,1.426870207e+01,7.119916914e+01,2.939085672e+01,8.589935017e+01,4.626898249e+01,4.424658354e+01,9.720301310e+01,1.370858554e+01,8.355382387e+01,4.405209857e+01,2.413352449e+01,5.961302645e+01,2.619575312e+01,7.634774092e+01,1.350019613e+01,2.333545977e+01,9.601651307e+01,2.387295513e+01,9.988768983e+01,4.079595682e+01,6.020570126e+01,7.357293179e+01,5.779267072e+01,8.398192419e+01,3.018816823e+01,3.509503222e+01,5.490441155e+01,6.286730269e+01,7.974638082e+01,9.364283143e+01,5.653930778e+00,3.693494379e+00,7.688887544e+01,5.533330394e+01,6.004375784e+01,8.789301144e+01,2.792112609e+01,6.683498303e+00,1.929805868e+01,2.210403478e+01,5.562226168e+01,7.761051010e+01,9.219859952e+01,3.110249613e+01,2.557121897e+01,5.972503297e+01,3.089401445e+01,2.723822673e+01,6.793139233e+01,6.760924387e+01,5.821907307e+01,1.030307535e+00,8.026890030e+01,6.471219535e+01,2.693621019e+01,2.201870784e+01,9.200934028e+01,7.210900525e+01,5.921115671e+01,6.813039720e+01,9.297474964e+01,3.600466343e+01,9.310928974e+01,8.284531972e+01,6.441311914e+01,6.837975167e+01,1.980411718e+01,1.758055440e+01,5.797400520e+01,8.131220935e+01,1.020510943e+01,4.815326742e+01,8.789775825e+01,8.050922013e+01,3.409417630e+01
9.339838904e+01,2.000007878e+01,5.778616160e+01,5.139688080e+01,9.221778546e+01,2.500661886e+01,9.632487211e+01,5.786098421e+01,4.320062099e+01,7.596294325e+01,5.738040931e+01,3.273467558e+01,3.244329215e+01,6.990741947e+01,6.924643088e+01,3.771858382e+01,2.191589924e+01,2.654486757e+01,5.472130539e+01,2.510019403e+01,6.446723193e+01,1.727005749e+01,4.403404691e+00,7.323979648e+01,6.416881527e+01,3.707405349e+01,6.847847391e+01,6.328011212e+01,3.811538343e+01,4.582169511e+01,7.296984102e+01,4.998666636e+01,1.252739861e+01,4.137655164e+01,1.282816951e+01,9.099935343e+01,7.206668859e+01,3.313864958e+01,6.331367160e+01,4.505483245e+01,7.853383460e+01,2.308489813e+01,2.963933953e+01,4.108121197e+01,3.196928822e+01,9.396580918e+01,9.408717264e+01,4.557063266e+01,3.734996576e+01,9.932224047e+00,2.150248481e+01,2.045516540e+01,2.795640434e+01,1.740325414e+01,2.137762895e+01,1.709626539e+01,5.827371359e+01,2.460070743e+01,1.592142871e+01,5.146441021e+01,1.954353271e+01,2.864415614e+01,5.765808062e+01,6.915021574e+01,3.391341203e+01,6.303080819e+01,9.855791197e+01,2.001553634e+01,7.971137257e+01,9.359890322e+01,3.024561231e+01,3.476486332e+01,2.853035605e+01,5.915488384e+00,8.499951164e+01,9.368280953e+01,9.478688425e+01,2.428703829e+01,4.043196219e+01,2.222403563e+01,1.474528075e+01,9.276040786e+00,7.272712044e+01,2.143974458e-02,9.815052815e+01,5.895285603e+01,2.826064750e-01,7.565102701e+01,1.048595346e+01,7.458129401e+01,4.632929773e+00,1.863359216e+01,6.335231297e+01,1.871629770e+01
8.539101729e+01,6.591732746e+01,2.750198332e+01,8.590861465e+01,5.301975787e+00,3.207901147e+01,8.277285478e+01,1.873372282e+01,4.131409439e+01,4.099070213e+01,4.527635327e+01,6.705580099e+01,6.121929901e+01,4.985051533e+01,2.830281176e+01,9.506030074e+01,6.275808551e+01,8.637014316e+01,5.818395761e+01,3.860198234e+01,8.276352478e+01,8.661872035e+01,1.179969206e+01,6.767617419e+01,7.714499690e+01,4.491710148e+01,2.519377610e+01,8.391680717e+01,8.572260909e+01,6.549363449e+01,8.276766687e+01,3.779890642e+01,7.215429420e+01,2.002730238e+01,2.103887580e+01,7.667731811e+01,1.805613569e+00,3.073079265e+01,9.308606669e+00,4.758738812e+01,1.868763771e+01,4.826137832e+01,5.610973629e+01,3.596779081e+00,9.784491444e+01,7.073426597e+01,8.326310580e+01,6.510717217e+01,8.473381954e+01,8.062132249e+01,7.219995449e+01,3.223771707e+01,8.795645650e+01,4.615450365e+01,1.806802550e+00,4.208238916e+01,3.783847289e+01,4.377486840e+01,1.281913969e+01,8.809643830e+01,7.113159551e+00,5.750293327e+01,5.190737531e+01,4.318916710e+01,4.842286427e+01,3.704735625e-02,4.654784334e+01,5.761527250e+01,1.639652209e+01,6.440401444e+01,2.149771490e+01,8.756457022e+01,2.579659553e+01,8.543747196e+01,6.496823469e+01,7.103087490e+01,9.044836432e+01,9.891548956e+00,4.351490698e+01,1.004342352e+01,5.131039872e+01,8.543840683e+01,7.875395093e+01,6.307890207e+01,5.145661307e+01,5.798720668e+01,7.894495742e+01,8.131285488e+01,8.443598761e+01,9.514801996e+01,9.368357179e+01,1.397096201e+01,5.411488044e+01,1.481546859e+01
8.057420279e+01,1.679825747e+01,7.741525516e+00,6.730437050e+01,9.286148316e+01,1.694994396e+01,7.811788220e+00,7.985822745e+00,9.635252820e+01,4.129759532e+01,9.106831198e+01,6.472310872e+01,9.185146332e+01,6.319972482e+01,9.358860310e+01,2.031244863e+01,5.397367780e+01,1.537395926e+01,2.323294899e+00,9.676426965e+01,8.295142547e+01,6.852680934e+01,7.633440382e+01,6.508685734e+01,4.956722151e+01,2.300717383e+01,7.286781089e-01,6.133707280e+01,6.175607157e+01,7.153458062e+01,3.627800800e+01,5.483950594e+01,3.143401944e+01,2.111112254e+01,6.018017480e+00,5.943153320e+00,1.447603302e+01,2.268657876e+01,7.862991642e+01,7.969076392e+01,6.336086532e+01,3.045279233e+00,6.538493162e+01,1.259252553e+01,5.039702138e+01,6.052566770e+01,1.831538410e+00,3.595848655e+01,5.669430634e+01,8.521921680e+01,2.450464753e+01,8.202017371e+01,9.921478814e+01,9.267541143e+01,9.320740924e+01,4.659363011e+01,4.485340874e+01,8.084816997e+01,8.574483062e+01,2.722407064e+01,2.939929007e+01,8.909818340e+01,9.556957181e+00,2.617866638e+01,5.217186285e+01,4.512661834e+01,1.237525665e+01,5.852167741e+01,7.410849373e+01,8.088002604e+00,5.309086247e+01,5.524098419e+01,2.380237736e+01,2.513211763e+01,4.889189345e+01,7.339441979e+01,3.162545628e+01,4.205127764e+01,3.855668836e+01,5.033882495e+00,5.714014099e+01,2.963936689e+01,4.324168732e+01,7.782139150e+01,6.617259777e+01,5.549339432e+01,4.710447203e+01,4.703584161e+01,6.022332334e+01,6.203533073e+01,5.827133972e+01,8.735740013e+01,6.199105565e+01,3.863759106e+01
9.146476796e+01,4.071661279e+01,2.215594063e+01,8.890106554e+01,6.747776094e+01,8.945237443e+01,8.079852110e+01,1.727870388e+01,6.753404333e+00,6.154476675e+01,8.281405904e+01,6.221302420e+01,7.876781776e+01,5.519112813e+01,3.084122741e+01,7.047739326e+01,6.924801645e+01,3.813142300e+01,2.013826905e+01,6.461079065e+01,6.563126009e+01,9.676054177e+00,6.439542668e+01,7.196622179e+01,7.386556640e+00,6.892884314e+01,9.136674976e+01,7.343286635e+01,2.948871831e+01,6.868520250e+01,4.385204275e+01,2.887799311e+01,3.028921836e+01,1.771177565e+01,8.803704411e+00,7.651814006e+01,6.435950783e+01,7.068370615e+01,8.610782807e+01,1.185266290e+01,8.537199341e+01,9.253107482e+01,5.696370769e+01,8.090036146e+01,3.835008142e+01,2.896045526e+01,3.585735254e+01,9.303393165e+01,9.451122105e+01,7.151187295e+01,6.672315922e+01,5.863700948e+01,6.476447134e+01,3.107297192e+01,1.286939976e+01,6.856319727e+01,2.059402186e+01,5.580561080e+01,5.461761882e+01,8.889149402e+01,1.519179758e+01,8.555402271e-01,3.222069602e+01,7.265409783e+01,6.083637538e+01,4.785668889e+00,4.067156658e+01,9.173829417e+01,9.619296960e+01,8.413493550e+01,8.509026185e+01,2.532012579e+01,6.776234617e+01,3.459981605e+01,3.446364347e+01,7.009571284e+01,5.138053902e+01,8.897219722e+01,7.031182700e+01,6.743868325e+01,1.180310020e+01,5.433400593e+01,7.464323386e+01,6.246260394e+01,7.236383039e+01,3.735533797e+01,9.283928589e+00,2.171322470e+01,7.838033462e+01,6.082829983e+00,8.275900233e+01,1.679796400e+01,4.552046087e+01,8.739644485e+01
7.633832554e+01,3.611729658e+01,5.694708715e+01,5.949881901e+01,4.075204243e+01,7.002836727e+01,4.900174920e+01,3.974839683e+01,6.455267665e+01,3.986191221e+01,2.808903748e+01,7.704592383e+01,1.017788238e+01,4.355119620e+01,3.179147031e+01,2.218015426e+01,3.807558685e+01,1.368257651e+01,3.161354422e+01,2.747040193e+01,1.361561322e+01,1.937907142e+01,4.910811358e+01,4.500419689e+00,1.052667867e+01,6.295388362e+01,9.520819954e+01,9.188491335e+00,3.542246890e+01,8.414220384e+01,9.284964404e+01,4.626158818e+01,3.976871363e+01,1.591143601e+01,4.139804651e+01,7.163695520e+01,3.153842685e+01,3.336131902e+01,4.137500204e+01,5.570544812e+01,1.806823881e+01,8.686935087e+01,1.701237963e+01,3.615953588e+01,8.989777585e+01,4.181367554e+00,7.187257874e+01,2.845807600e+01,6.788757664e+01,7.299755124e+01,6.547194889e+01,4.884677926e+01,9.288804841e+01,3.635046637e+01,1.964425116e+01,4.528451433e+01,6.646437815e+01,2.716643034e+01,4.232924198e+01,4.713696224e+01,7.877892107e+01,3.162368711e+01,7.299585463e+01,1.722844622e+01,9.524206608e+01,9.742236428e+01,7.864912291e+01,9.425698802e+01,5.757338985e+01,8.961423632e+01,9.854691691e+01,1.226961086e+01,8.094411602e+00,3.863498612e+01,2.825355714e+01,3.799662132e+01,5.088671648e+01,6.297829461e+01,2.580597848e+01,9.215071005e+01,8.598486207e+01,5.572230236e+01,4.131316412e+01,7.242306902e+01,1.774889051e+01,1.666050016e+01,8.122192507e+01,4.751861296e+01,6.609844443e+01,7.585651226e+01,7.470721338e+01,8.333548261e+00,2.105672650e+01,2.208997613e+00
5.171141463e+01,8.645091726e+01,9.278515298e+01,9.083404127e+01,9.728098624e+01,2.534060086e+01,4.602713720e+01,7.340683388e+01,8.771595836e+01,2.499407603e+01,4.677980440e+00,4.671403643e+01,4.541105240e+01,5.670690173e+01,1.860382426e+01,9.488290528e+01,6.023483110e+01,3.086395025e+01,8.769153544e+01,1.353394364e+01,6.730957009e+00,1.501360507e+01,3.171787891e+01,6.383438149e+01,7.864975784e+01,6.023185210e+01,9.715439348e+01,2.990506351e+01,8.154532431e+01,4.718692205e+01,1.307417483e+01,8.218052914e+01,1.716346443e+01,8.844196868e+01,1.436511009e+01,4.098194564e+00,4.334514442e+01,2.410873861e+01,5.759599857e+01,7.274227286e+01,3.862657306e+00,3.115793083e+01,1.466614120e+01,5.168434425e+01,9.105296481e+01,7.039793436e+01,1.247655209e+01,8.940655242e+00,8.621192773e+01,3.919666988e+01,1.158813673e+01,8.038935111e+01,8.964011486e+01,4.590454585e+01,3.321137313e+01,4.427602180e+01,1.542004423e+01,9.070764339e+01,4.748080717e+01,1.317652866e+01,8.699485441e+01,7.163690001e+01,9.684650213e+01,9.772415288e+01,8.252734159e+01,6.085469532e+01,8.339571536e+01,3.406978396e+01,2.580492455e+01,1.637688003e+01,8.402207157e+01,8.403568663e+01,1.287588988e+01,1.289096841e+01,5.076859834e+01,8.265998367e+01,9.396686391e+01,9.635875150e+01,3.545148682e+00,5.539967987e+01,4.371950305e+01,6.923678224e+01,4.062994051e+01,1.401306805e+01,3.673266363e+01,8.403472083e+01,3.048914286e+01,5.968016370e+01,1.082771880e+01,3.450072423e+00,7.672708066e+01,2.547587251e+01,5.998823727e+01,6.541089281e+01
6.835760914e+01,8.749447359e+01,4.383634436e+01,7.648913043e+01,6.752863541e+01,8.381237897e+01,1.287189752e+01,8.551911751e+01,9.746920101e+01,8.797134972e+01,3.758951859e+01,2.838557504e+01,5.129688151e+01,2.592158651e+01,9.569826344e+01,5.831419218e+01,2.355360439e+01,2.317192207e+01,2.370157807e+01,8.496162170e+01,1.991681918e+00,6.662633396e+01,6.897314393e+01,3.738910718e+01,9.722604301e+01,1.863757085e+00,5.241238062e+00,6.142406211e+01,8.753263284e+01,4.912071331e+01,8.311469490e+01,6.356909136e+00,1.453458322e+01,6.713073863e+01,8.363913486e+01,4.091106832e+01,7.962113288e+01,5.921887226e+01,1.070926449e+01,2.749320753e+01,1.072188605e+01,7.871727271e+00,7.612929687e+01,9.185012396e+01,7.819163302e+01,4.281128000e+01,5.221935610e+01,1.049170593e+01,9.701230116e+01,4.862794923e+01,1.446104731e+01,3.163035931e+01,8.986024633e+01,3.201835490e+01,5.774051530e+01,3.432569935e+01,2.944286905e+01,7.524666844e+01,2.442191767e+01,9.281558547e+01,7.764659030e+00,7.708107707e+01,4.890520102e+01,1.482970362e+01,7.084214732e+01,4.080339745e+01,6.635818764e+01,2.914548559e+01,3.500917878e+01,7.796981680e+01,8.141397066e+00,6.203951546e+01,6.165334864e+01,7.475622570e+01,4.501815175e+01,6.664383137e+01,3.604735187e+01,2.675041178e+01,6.927007572e+01,4.629222938e+01,2.644249046e+01,4.239918546e+01,5.802349699e+01,4.882750704e+01,6.790742241e+00,4.826879570e+01,2.937827775e+01,4.999622577e+01,8.731816979e+01,5.348548892e+01,7.819232894e+01,5.605588801e+01,2.781247390e+01,6.031885195e+01
8.802135569e+00,1.218691520e+01,6.319357657e+00,7.352819188e+01,7.031165899e+01,2.630995136e+01,1.558076843e+01,8.267311257e+01,9.043249686e+01,8.803002353e+01,7.314638078e+01,3.062852606e+00,5.091241897e+01,9.990135568e+01,6.462737682e+01,5.689536954e+01,1.848576403e+01,7.970428197e+01,8.959527806e+01,1.199775509e+01,2.697767364e+01,2.056620397e+01,7.625790577e+01,7.040097085e+01,5.094270715e+01,3.337613634e+01,8.447281361e+01,7.929217274e+01,6.488390325e+01,1.774790502e+01,2.134228553e+01,6.251599468e+01,1.618363015e+01,5.026243029e+01,5.309272334e+01,2.866444680e+01,4.039606201e+01,7.682745041e+01,3.445930767e+01,9.775917700e+01,5.358426894e+01,7.200335611e+01,9.806248212e+01,2.825010698e+00,9.172136804e+01,1.100939272e+01,1.991662941e+01,9.095468710e-02,5.398405480e+01,7.382457931e+01,8.033776668e+01,9.069254694e+01,1.761265177e+01,3.516243818e+01,9.612802065e+01,8.019497432e-01,5.522890916e+01,3.304000460e+01,3.302390856e+01,7.232024435e+01,7.171992197e+01,3.226102004e+01,8.128326424e+01,7.608818873e+01,5.271183977e+01,8.254309098e+01,4.932816063e+01,8.885206978e+01,7.386654883e+01,5.857569218e+01,8.199540221e+01,8.515556688e+01,7.843266120e+01,7.231933851e+01,4.699236942e+01,5.425372754e+01,5.618628708e+01,8.097902117e+01,9.939608057e+01,3.376770207e+00,1.232075200e+01,9.835640282e+01,7.050091591e+01,7.163286910e+01,1.585664708e+01,3.224221051e+01,7.495359865e+01,2.225788159e+01,7.871675800e+01,3.997614507e+01,8.340081137e+01,2.680281561e+00,5.841666573e+01,1.203967978e+01
5.725915229e+01,7.208221102e+01,9.161269221e+01,1.608373419e+01,8.327234810e+01,6.405139211e+01,2.845318260e+01,1.081700640e+00,7.866801287e+01,6.223217678e+00,4.024673324e+00,9.122124822e+01,4.961211705e+01,6.868533678e+01,6.787365938e+01,3.363226124e+01,5.087281516e+01,9.865499342e+01,4.901120134e+01,2.556884400e+01,6.185872994e+00,6.552891480e+01,4.043964145e+01,2.214620322e+01,7.734745874e+01,7.032441163e+00,5.769658797e+01,4.607746513e+01,9.513500338e+01,6.789232348e+01,7.041320035e+01,5.418506143e+01,9.960627401e+01,8.773045820e+01,3.862361469e+01,1.192350313e+01,6.687706194e+01,7.816173145e+01,6.828490240e+01,6.363171920e+01,3.337962767e+01,6.472152634e+00,7.696196044e+01,2.522325706e+01,2.145936871e+01,3.382724188e+01,9.870784780e+01,2.478872677e+01,4.660770219e+01,2.539810416e+01,6.164312740e+01,9.005716008e+01,2.091062810e+01,9.537957010e+01,8.057395317e+01,7.886588953e+01,2.786893996e+01,9.182872520e+01,2.022541105e+01,2.504144817e+01,1.268358906e+00,3.815599597e+01,6.671610290e+00,5.638675462e+01,1.985972303e+01,3.226740906e+01,4.127810322e+01,8.068535674e+01,8.418675387e+01,8.766483732e+01,6.234017657e+01,5.736912270e+01,8.290660706e+00,7.858060163e+01,3.788154277e+01,8.197088388e+01,3.632303538e+00,4.667223924e+01,6.950975405e+01,6.090100964e+01,2.446322535e+01,8.363122709e+01,5.770582877e+01,8.382699200e+01,8.998005772e-01,5.066027518e+01,7.638686324e+01,9.961998141e+00,9.236076342e+01,6.052132521e+01,3.889896039e+01,6.379148808e+00,9.157903694e-01,8.060450270e+01
4.936743862e+01,8.971523110e+01,7.863025559e+01,3.348345790e+01,8.943032563e+01,5.532244073e+01,5.346699478e+01,9.409640975e+01,9.564578660e+01,1.526457531e+01,8.422585294e+01,5.031765298e+01,9.317480843e+01,5.067616966e+01,5.774460311e+01,6.867747095e+01,7.922924215e+01,3.933031675e+01,7.166522628e+01,7.098053410e+01,6.856948509e+00,7.785666534e+01,5.834065233e+01,3.344380803e+01,7.204897268e+01,5.275347846e+01,1.087158343e+01,6.124802073e+01,3.747438354e+01,5.796800125e+01,1.478326512e+01,5.211279958e+01,8.564492405e+01,8.627434093e+01,7.137376046e+01,6.725807885e+01,3.554919121e+01,5.520004855e+01,4.588341975e+01,8.848807965e+01,2.693327510e+01,6.809919266e+01,4.455054003e+01,8.388499131e+01,7.242954347e+01,6.860442275e+01,3.786911458e+01,9.054354809e+01,2.719489569e+01,6.846171089e+01,2.134864814e+01,9.978931549e+01,6.344742336e+01,7.111373622e+01,7.768024543e+01,4.721439062e+00,3.674730084e+01,1.267146970e+01,1.998464040e-01,1.436650984e+01,8.412434594e+00,1.545124242e+01,1.530500577e+01,7.164708004e+00,6.771415366e+01,6.785023237e+00,6.583678885e+01,5.799487468e+01,5.211200686e+01,1.126503336e+01,4.671352262e+01,1.675534069e+01,6.360745381e+01,3.243740455e+01,6.727334571e+01,3.898477081e+00,9.933838813e+01,7.411172234e+01,6.803310395e+01,7.579412132e+01,6.231166322e+01,6.452949708e+01,7.333580150e+00,9.199279250e+01,1.188958682e+01,8.380710108e+01,9.224420025e+01,7.379181495e+01,3.540850114e+01,3.504813200e+01,9.174835351e+01,2.815466691e+01,4.389341560e+01,2.000296350e+01
5.148122393e+01,4.806993640e+01,9.393358321e+01,2.294547712e+01,8.797066126e+01,4.295365924e+00,2.261992205e+01,9.354103541e+01,8.858298415e+00,1.666598544e+01,7.783630080e+01,6.486048071e+01,9.147213574e+01,3.575799103e+01,9.034379169e+01,4.633421467e+01,2.931034161e+01,3.701713102e+01,2.141721227e+01,2.623306078e+00,1.442828577e+01,4.039388666e+01,2.723227989e+01,4.988914081e+01,5.038343439e+01,1.374266489e+01,3.094545581e+01,1.632231330e+01,7.266566744e+00,7.544497734e+00,8.077312223e+01,5.208507840e+01,6.284216927e+01,4.959159548e+01,7.331054744e+01,2.645475913e+01,2.838757622e+01,1.966902440e+01,7.688991888e+01,2.942090983e+01,6.955605282e+01,9.517805625e+01,5.756733405e+01,4.530983917e+01,9.944103577e+01,3.890088814e+01,5.737129072e+01,2.651282364e+01,3.317151007e+01,1.058277017e+01,7.840609166e+01,5.588060277e+01,7.432182450e+01,7.141362813e+01,3.800631470e+01,3.540962185e+01,3.151508767e+01,5.323117001e+00,6.576744142e+01,7.862563553e+01,9.260183026e+01,1.970384214e+01,5.659776581e+01,2.912148006e+01,3.481119973e+01,1.983975117e+01,9.174290369e+01,5.633686871e+01,4.962579613e+01,4.957303516e+01,3.126707331e+01,2.060768833e+01,4.593543047e+01,8.957435667e+01,7.768092962e+01,3.957023688e+01,4.632811832e+01,5.180666171e+00,9.478302967e+01,4.055237100e+01,3.571264959e-01,3.979404167e+01,7.848738375e+01,7.155929598e+01,1.192323778e+00,7.864024312e+01,6.273248218e+01,5.021859816e+00,6.437646202e+01,1.383019382e+01,9.377861562e+01,2.902101884e+01,6.308104932e+01,6.968866937e+00
3.278123667e+01,5.961248415e+01,3.270052186e+01,6.465720721e+01,4.452247519e+00,5.489760961e+00,7.247832635e+01,7.699089485e+01,7.408405624e+01,2.228047070e+01,6.414591996e+01,4.960631405e+01,5.555993078e+01,2.665923615e+01,5.915362932e-01,6.097812601e+01,8.974160368e+01,6.531076339e+00,3.830347158e+01,9.849965913e+01,2.425162317e+01,8.733111068e+01,7.074848688e+01,2.759645226e+01,7.759841345e+01,8.843722878e+01,6.467214361e+01,9.006500550e+01,5.824384709e+01,5.378190541e+01,9.478034753e+01,4.546381378e+01,3.087222927e+01,3.985806374e+00,8.906463331e+00,7.702453003e+01,4.726637093e+01,7.290636731e+01,6.348996522e+01,1.140425117e+01,3.850311460e+01,7.284542659e+01,2.252923717e+01,4.547544720e+01,2.683988723e+01,3.713595751e+01,6.071206018e+01,2.713422168e+01,1.284756821e+01,5.742439799e+01,8.235935355e+01,4.418993695e+01,4.225030120e+01,4.109515398e+01,8.751986970e+01,6.710296969e+01,6.164484353e-01,9.511538651e+01,1.040732553e+01,1.147380647e+01,3.626167657e+01,2.647647198e+01,9.888917131e+01,1.556139209e+01,7.203263813e+01,4.159630827e+01,3.724777250e+01,8.538206764e+00,7.392712959e+01,2.732965312e+01,2.225599494e+01,4.472642362e+00,9.823110601e+01,1.907345148e+01,1.994121979e+01,4.188414563e+00,7.193101382e+01,3.649636165e+01,9.239793964e+01,8.275338970e+01,9.193726481e+01,7.631841372e+01,6.646052922e+01,7.712522522e+01,2.306913635e+00,3.886303131e+01,2.618514310e+01,8.599420216e+01,1.700662380e+01,9.911459876e+01,5.167221329e+01,8.949536976e+01,1.836191105e+01,8.340625641e+01
3.699523830e+01,6.708196470e+01,4.609066717e+01,8.788813074e+01,2.631040473e+01,2.702730372e+01,9.319182769e+01,6.859766980e+01,4.307542753e+01,7.228513323e+01,3.177953718e+01,5.235072332e+01,1.918225111e+00,4.473231882e+01,4.574283773e+01,2.559161383e+01,7.183990252e+01,6.064530945e+01,4.692717719e+01,4.478941530e+01,2.488453646e+01,8.593905908e+01,5.757190675e+01,7.091138912e+01,6.387026671e+01,3.234693998e+01,9.897976616e+01,3.705552489e+00,4.434802322e+01,3.089377631e+01,6.340865818e+01,4.926387254e+00,4.584264366e+01,1.985150289e+01,8.211088486e+01,6.824644427e+01,9.654129978e+01,3.945774986e+00,8.427844698e+01,2.737132037e+01,4.003796651e+01,7.294549893e+01,2.044326102e+01,7.808673948e+01,4.944238447e+01,5.916717756e+00,5.524866326e+01,6.004323394e+01,8.361736870e+01,2.245146512e+00,9.655738568e+00,6.696479131e+01,4.172771850e+01,6.411053546e+01,9.801058518e+01,9.605623516e+01,5.720137331e+01,7.638315440e+01,5.042434223e+01,4.830212085e+01,6.367033149e+01,9.752675448e+01,4.063172643e+01,2.726815247e+01,8.325039237e+01,4.749787934e+01,3.681424981e+01,7.942444828e+01,9.097817171e+01,6.903040697e+01,6.409680674e+01,6.003596611e+01,3.700617494e+01,9.076299517e+01,7.810531102e+01,2.363882072e+01,4.089923701e+01,1.100368573e+01,4.240326574e+01,7.876632193e+01,6.228533398e+01,6.915275865e+01,6.963856740e+01,6.192119703e+01,8.580659722e+01,8.843776264e+01,2.386180037e+01,3.816253201e+00,3.221090321e+01,4.374008008e+01,2.268982852e+01,8.808482036e+01,8.278753456e+01,7.693056356e+01
8.443808528e+01,6.682617740e+01,5.164211189e+01,9.357009879e+01,6.804311196e+01,5.449557630e+01,6.212832656e+01,2.820626826e+01,4.927732162e+01,9.229934542e+01,5.561247555e+01,3.991268221e+01,1.700667879e+01,3.144027176e+01,4.873935630e+01,7.337590275e+01,1.762714424e-01,8.840013729e+01,9.288869939e+01,7.056069850e+01,9.276480196e+01,6.928005562e+01,8.464044743e+01,3.696636494e+01,2.351259240e+00,1.696868097e+01,4.405626264e+01,7.368811562e+00,4.720782677e+00,4.377003458e+01,7.987408282e+01,8.957340574e+01,4.620470643e+01,5.748580096e+01,3.788932444e+01,8.965321350e+01,6.714130484e+01,9.584802365e+01,5.614823999e+01,9.640953954e+01,5.915224940e+01,1.940629178e+01,2.561689660e+01,5.315189671e+01,3.575978059e+01,8.958377260e+01,9.627563165e+01,6.866898317e+01,2.224083165e+01,6.139654892e+01,8.389905891e+01,4.587777874e+01,8.822782620e+01,2.177134855e+01,9.435984984e+01,4.402504682e+01,7.476279344e+01,1.994534231e+00,9.742128341e+01,6.172479626e+01,9.253993509e+00,8.179013556e+01,9.369670138e+01,9.920409430e+01,5.101814616e+01,4.614205412e+01,7.501988622e+01,7.052685405e-01,8.471486582e+01,1.619448016e+01,6.927226928e+01,4.561478525e+01,1.715884147e+01,8.239671653e+01,6.817575264e+01,6.338106452e+01,1.233917686e+01,5.811996452e+01,2.846079861e+01,5.927067611e+01,2.173822270e+01,3.500007305e+01,8.045310842e+01,8.603868113e+01,5.228805064e+01,5.785312747e+01,8.852214910e+01,6.873128279e+01,8.304472392e+00,4.255168878e+01,2.938380588e+01,1.923509018e+01,4.006988663e+01,3.009912031e+01
