v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13
7.721424835e+01,6.122002060e+00,5.272013190e+01,6.620492015e+01,3.121355052e+01,3.942410292e+01,1.597656128e+01,7.754720956e+01,7.368857919e+01,6.639697086e+01,3.965002854e+01,1.537994278e+01,9.902722896e+01
9.307244960e+01,8.114062643e+01,2.091520047e+01,4.651103925e+00,2.925848155e+01,5.994364803e+01,7.193998779e+00,4.100824726e+01,6.505331129e+01,6.743223660e+01,5.728540662e+01,1.768006990e+01,5.609204374e+01
9.344395914e+01,7.854942008e+01,7.141048415e+01,2.066472783e+01,7.522613294e+01,2.436552677e+01,3.889719919e+01,2.138610420e+01,5.523765749e+01,5.035238810e+01,3.116245040e+01,8.888956519e+01,6.811077526e+01
9.399367193e+01,8.319315960e+01,8.510513485e+01,2.170695912e+01,9.460040322e+01,2.938357198e+01,9.231348460e+01,8.328996192e+01,6.764855721e+01,7.733229880e+01,4.543033631e+01,2.349074384e+01,5.255888867e+00
1.772021796e+01,7.058440697e+01,4.037402175e+01,4.454059293e+01,1.732600282e+01,3.109907796e+01,7.761390278e+01,5.685088635e+01,8.001263215e+01,4.106424305e+01,5.317454771e+01,6.621347233e+00,2.424307492e+01
9.332842262e+01,7.865769460e+01,9.113584830e+01,5.867654245e+01,6.345166338e+01,8.544583919e+00,1.912710287e+01,7.273573570e+01,1.678209756e+01,2.048486948e+00,1.956145180e+01,9.316312605e+01,9.546618992e+01
7.739378496e+01,2.262753176e+01,2.399758797e+01,5.691667511e+01,2.846363616e+01,6.369523591e+01,3.152091831e+00,8.656704317e-01,5.719716703e+01,5.228966402e+01,3.217756449e+01,2.193321277e+01,6.547836430e+01
1.032486867e+01,2.662013697e-01,9.081040510e+01,1.499552677e+01,2.267587542e+01,4.524402785e+01,9.706391344e+01,5.816178645e+01,2.785173396e+01,9.127932841e+01,3.189178989e+01,3.272725557e+01,2.024826731e+01
7.043202718e+01,4.397721261e+01,2.781490490e+01,2.443627599e+01,2.964578158e+01,5.828627606e+01,1.353694931e+01,4.998490941e+01,1.931501444e+00,7.920201864e+01,2.641266535e+01,9.707315877e+01,1.128067673e+01
7.370535994e+01,1.021288100e+01,2.424272033e+01,4.493505234e+00,2.117385985e+01,3.972492683e+01,8.693402142e+01,1.143852660e+01,4.560262193e+01,2.377646486e+01,9.139251405e+01,9.813455407e+00,3.758897474e+01
6.548969866e+01,2.259733837e+01,1.172949920e+01,7.944067048e+01,8.075962567e+01,6.943585176e+01,3.041377794e+01,4.977111706e+00,7.923903574e+01,8.137125318e+01,2.258882904e+01,5.448423134e+01,1.067050670e+01
8.395262857e+01,4.971771958e+01,3.683355707e+01,3.580469078e+00,7.646510900e+01,8.811857927e+01,4.082858093e+01,3.820086383e+01,6.580150405e-01,2.502449171e+01,3.976013484e+01,5.947769032e+01,2.121046887e+01
1.277034490e+01,7.348422899e+01,6.852965563e+01,8.564728532e+01,4.105451236e+01,1.613163760e+00,1.760096400e+01,7.802875441e+01,3.682720402e+01,3.633851585e+01,4.123277798e+01,5.355118777e+01,4.422431260e+01
9.985200830e+01,1.650039714e+01,2.726641775e+01,8.341507636e+01,7.385356592e+01,7.172341366e+01,7.441546276e+01,1.087114114e+01,8.021959159e+01,1.053812409e+00,5.986981738e+01,4.858223335e+01,9.330752727e+01
1.916067711e+01,5.053238979e+01,9.209606371e+01,6.271238877e+01,4.666105472e+01,9.567448368e+01,9.916135301e+01,1.159118599e+01,2.607046805e+01,4.335412808e+01,2.068779650e+01,3.465810610e+01,1.143321886e+01
3.978729563e+01,4.808646173e+00,4.889603972e+01,8.965384552e+01,8.093516456e+01,9.110987036e+01,3.010542742e+01,7.241483492e+01,6.551659547e+01,5.792841974e+01,3.036178526e+01,3.775752037e+00,3.933458378e+01
7.987547890e+01,6.535532941e+01,5.972486826e+01,5.157981068e+01,1.906168546e+01,5.095287783e+01,6.442228730e+01,6.405513197e+01,3.619692484e+01,1.550495210e+01,7.194467217e+01,1.259544591e+01,4.217289739e+01
3.120694560e+01,9.770052287e+01,7.929231756e+01,3.740991521e+01,1.933251915e+00,4.111315512e+01,4.276175185e+01,1.017871733e+01,2.258992385e+01,2.107298917e+01,7.260010749e+01,7.274229704e+01,2.153028957e+01
9.913713767e+01,8.017866934e+01,8.969734674e+01,5.060588027e+01,6.441370571e+01,4.377422696e+01,2.785207071e+01,6.930522785e+01,5.325983535e+01,2.139165740e+01,4.607172837e+01,2.337736233e+00,1.678966738e+01
1.941823801e+01,3.750395702e+01,8.116538432e+01,6.112542220e+01,7.531877432e+01,2.982419354e+01,6.893849219e+01,7.550078810e+01,6.282327569e+01,9.650552996e+01,3.984642196e+01,4.861778196e+01,7.256084952e+01
9.603767830e+01,7.317181259e+00,2.121803953e+01,9.950632268e+01,6.895936956e+01,3.955967339e+01,4.302850800e+01,8.018168807e+01,9.138603528e+01,6.353750917e+01,4.252773641e+01,1.844696318e+01,3.636051919e+00
4.430947647e+01,1.562450792e+01,7.832560808e+00,7.570118269e+01,7.577942341e+00,4.051311673e+01,6.396634084e+01,7.172933509e+01,9.015388282e+00,4.129670198e+01,7.235459170e+01,4.997956990e+01,8.525266039e+01
2.149404100e+01,2.639199048e+01,6.922680017e+01,6.934867911e+01,6.950975554e+01,6.572331351e+01,3.919084386e+01,2.241725102e+01,1.660034001e+01,8.129505028e+01,1.844137684e+01,3.016661034e+01,3.887868540e+01
9.552447536e+00,5.166557632e+01,2.441057114e+01,2.743500391e+01,9.294675619e+01,6.316034479e+01,8.975022193e+01,2.316625489e+01,6.142981845e+01,9.635926068e+01,1.517489176e+01,6.433164849e+01,3.040151031e+01
4.478044276e+01,4.415369293e+01,7.978726865e+01,1.898921913e+01,5.215939537e+01,1.605461052e+01,2.870776861e+01,2.920255419e+01,1.870309116e+01,1.417846062e+01,2.856363178e+01,9.470835640e+01,9.911141577e+01
6.498269934e+01,9.665560093e+01,7.120665378e+01,2.509736194e+01,4.456635604e+01,7.284147959e+01,9.959965191e+01,7.798661963e+01,7.844922846e+01,9.415428221e+01,7.668854003e+01,1.914555530e+01,3.913671885e+01
2.421272606e+01,5.957023483e+01,6.127983923e+01,9.983238017e+01,3.228463093e+01,8.741383952e+01,7.434769710e+01,7.296307895e+01,2.368924635e+01,6.800387430e+01,1.080306523e+01,9.655628987e+01,8.185655408e+01
8.636780600e+00,1.461804517e+01,9.660611070e+01,1.612653454e-01,3.000222507e+00,4.768367674e+01,6.501427734e+01,2.637925725e+01,4.107257117e+01,2.668430944e+01,7.828445151e+01,6.230956849e+01,4.095580257e+01
6.333199151e+01,1.851595402e+01,6.543304509e+01,9.741477571e+01,7.340919261e+01,5.056829471e+01,4.374444537e+01,4.015199116e+01,2.645244794e+01,8.084157251e+01,1.913388895e+01,8.684093623e+01,1.572130637e+01
9.949948068e+01,5.572509764e+01,4.914872776e+01,3.563046888e+01,3.410292072e+01,3.430328500e+01,3.072943275e+01,6.136988023e+00,1.706347637e+01,7.767722209e+01,1.587362824e+01,2.715632513e+01,1.856651988e+01
1.670906788e+01,8.385414096e+01,8.783721376e+01,6.649582443e+01,6.507219162e+01,5.490925959e+01,4.319076980e+01,2.935281051e+01,7.888528363e+01,1.539041837e+01,8.520735598e+01,7.612220730e+01,1.877871021e+01
2.657672621e+01,3.795094977e+01,6.656513750e+01,2.276570331e+01,6.519037623e+01,2.323644918e+01,3.536763557e+01,8.843002523e+01,5.898937431e+01,6.933622077e+00,2.354765148e+01,7.710732195e+01,5.499984097e+01
7.466145281e+01,4.189107089e+01,2.353030607e+01,5.384431813e+01,7.285854399e+01,6.803197684e+01,1.921495552e+01,5.708515299e+00,5.418636890e+01,8.998732774e+01,8.677899409e+01,7.590389520e+01,8.719104718e+01
2.819124015e+01,6.487683010e+01,3.063283812e+01,8.824613891e+01,3.571368405e+01,4.341555857e+01,7.699619915e+01,2.954539933e+00,1.434723326e+01,1.231853582e+01,3.778781818e+01,2.084342931e+01,7.811074029e+01
1.794139424e+01,1.144759270e+01,8.651721922e+01,6.418753871e+01,3.795328072e+01,2.300568657e+01,9.318172238e+01,1.800098509e+01,3.918353181e+01,8.278459621e+01,9.704017623e+01,3.773761330e+01,7.103245062e+00
2.380568697e+01,4.834829183e+01,4.806612767e+01,2.360057903e+01,5.994764424e+01,4.361325765e+01,1.423177090e+01,8.570375694e+01,5.878251004e+01,7.544213302e+01,3.999163170e+01,5.069985767e+01,6.869976152e+01
7.230824425e+00,9.891927207e+01,6.118885083e+01,3.761570253e+01,9.122629936e+01,1.488466925e+01,1.628457921e+01,5.020781270e+01,2.736428055e+01,7.404660166e+01,5.340342422e+01,7.139509798e+01,6.841509454e+01
9.250505777e+00,2.151467770e+01,5.952441386e+01,4.135892356e+01,5.160544647e+01,3.268248002e+00,4.554592050e+01,1.534658505e+01,3.950970577e+00,5.959024154e-01,7.706956265e+01,9.796255422e+01,3.454002250e+00
8.843496713e+01,6.068469046e+01,1.148613478e+01,7.044274545e+01,9.232350228e+00,6.271349432e+01,2.749748602e+01,9.921105615e+01,1.892995468e+01,2.053434770e+01,5.640531947e+01,3.502214696e+01,3.323267080e+01
8.408736578e+01,9.457556674e+01,1.805075138e+01,3.424439239e+01,6.800279594e+01,5.925467356e+00,4.629062295e+01,5.511604164e+01,2.851250548e+01,2.603375392e+01,7.747890449e+01,4.303283732e+01,8.751880013e+00
3.640244873e+00,1.271887552e+01,9.078591413e+01,8.659051990e+01,2.545450447e+01,1.228908082e+01,9.849065686e+01,2.418330223e+01,5.572845317e+01,9.854971462e+01,8.194713102e+01,7.721486943e+01,9.030985450e+01
8.254962450e+01,1.175852677e+01,8.211687204e+01,9.122616115e+01,7.248756874e+01,7.393229427e+01,1.612543823e+01,6.569594862e+01,2.108329562e+01,6.152922087e+01,4.098137743e+01,5.296983803e+01,8.152920373e-01
7.947205912e+01,8.536085480e+01,7.567797459e+01,2.114000150e+01,8.564920115e+01,8.824462543e+01,9.860006022e+01,8.867685321e+01,3.010285636e+01,2.988256412e+01,1.432142736e+01,8.268207062e+01,1.806481187e+01
2.045931875e+01,3.639239178e+01,1.738896666e+01,9.801643639e+01,3.811563239e+01,5.591655792e+01,2.352749970e+01,9.786095798e+01,8.475145345e+01,6.789335143e+01,8.415645534e+01,1.113635881e+01,9.181721928e+01
2.829949912e+01,9.378744797e+01,2.693091020e-01,2.399692167e+01,8.545042995e+01,7.764014867e+01,4.296507755e+01,1.056669533e+01,8.318023132e+01,2.321755990e+01,5.043595242e+00,8.186675389e+01,2.741575417e+01
3.311740255e+01,3.885612616e+01,3.900843215e+01,7.434316826e+01,7.941723244e+01,2.158345010e+01,7.629053115e+01,1.098791779e+01,1.489093000e+01,1.513371600e+01,4.707631535e+01,6.039210688e+00,4.384842084e+01
8.385418434e+01,4.747910551e+01,4.751250921e+01,3.659323717e+01,5.349060565e+01,4.736923866e+01,4.513558380e+01,5.297097178e+01,7.667512777e+01,5.935005011e+01,9.228993806e+01,7.299021191e+01,9.005272706e+01
1.844821727e+01,7.955797043e+01,2.249772782e+01,5.390896087e+01,3.554962993e+01,5.434228652e+01,7.716821462e+01,2.757628530e+01,6.202675738e+01,2.673672327e+01,9.828973152e+01,2.989438196e+01,8.404124883e+01
5.484033418e+01,4.388304470e+01,1.888974054e+01,3.853501247e+01,9.238768432e+01,7.272073324e+01,4.707958908e+01,5.613625275e+01,6.295922243e+01,3.181829938e+01,5.830607228e+01,3.292470809e+01,8.026305023e+00
7.665350412e+01,3.455380053e+01,5.248114136e+01,6.634378829e+01,4.717938415e+01,8.442977686e+01,3.059391056e+01,7.832767415e+01,8.097659066e-01,7.421167503e+01,5.061119264e+01,9.099032616e+00,3.612720029e+01
7.602094326e+01,1.348624058e+01,1.590848712e+01,1.774642184e+01,5.964567635e+01,6.311131007e+00,4.751790060e+01,4.467959031e+01,7.870776026e+01,8.010267821e+01,9.867621828e+01,2.724235494e+01,1.726838040e+01
2.904980078e+01,4.550090705e+01,1.565754817e+01,7.606910010e+01,9.672854473e+01,7.514175991e+00,9.582252025e+01,3.008759601e+01,1.511623167e+01,2.232841288e+01,9.378350637e+01,2.542309360e+01,7.610065218e+01
6.226081195e+01,3.166402884e+00,3.058561333e+01,7.552740859e+01,6.431794043e+01,1.651168030e+01,9.283830683e+01,7.958475214e+01,5.482346999e+01,3.643185458e+01,6.379737224e+01,9.206085430e+01,9.439277617e+01
3.338916887e+01,1.802746524e+01,9.798324772e+00,3.191510355e+01,8.021393739e+01,6.877224789e+01,5.941116080e+00,9.836914777e+01,9.365858705e+00,7.339058303e+01,8.656252270e+01,7.524917760e+01,5.555282331e+00
6.990051372e+01,2.593549343e+01,8.250502912e+01,4.186105355e+01,1.086873091e+01,5.022279067e+01,4.133698034e+01,2.065424570e+01,5.503743617e+01,1.834667832e+01,2.910318311e+01,8.280808485e+01,8.986216292e+00
1.327617734e+01,6.794693846e+00,3.644851317e+01,6.893844655e+01,5.822138559e+01,2.780193382e+01,9.242429353e+01,5.570631514e+01,1.399078757e+00,5.209489069e+01,7.182156405e+01,1.703621388e+01,8.649385695e+01
1.092246046e+01,6.864868072e+01,4.583785866e+01,2.762828580e+01,5.650643032e+01,8.954205149e+01,4.147524814e+01,8.181897289e+01,4.373986614e+01,1.314446721e+01,6.796586808e+01,4.620417765e+01,7.655703176e+01
3.031923461e+01,9.866065022e+01,9.653130570e+01,4.293325371e+01,1.584430061e+01,7.067379135e+01,5.141961473e+01,9.234218898e+01,1.527776559e-01,6.838902888e+01,5.853236685e+01,1.963042984e+01,8.745417204e+01
9.807743407e+01,8.183058390e+01,9.276781404e+01,2.793879091e+01,2.905578659e+01,7.845478241e+01,9.623414881e+01,8.797776318e+01,7.284899476e+00,9.012553941e+00,8.809350759e+01,4.568336175e+01,7.511358638e+01
9.276903392e+01,7.990578582e+01,6.814827210e+00,8.384971442e+01,2.208090395e+01,9.847158156e+01,4.561101432e+00,4.505766445e+01,9.064687779e+01,6.226346323e+01,1.703805348e+01,6.417262574e+01,7.169988161e+01
8.421393448e+01,2.561362208e+01,1.772193074e+01,9.278350166e+01,3.564344801e+01,4.409005812e+01,8.708565582e+01,8.197166314e+01,5.127083369e+01,2.028399207e+01,3.430768935e+01,8.862599500e+01,3.634745278e+01
5.332780633e+01,4.455462430e+01,9.105760702e+01,6.581989375e+01,4.642745517e+01,4.795397289e+01,7.771346433e+01,7.456892674e+01,2.703624221e+01,8.654093398e+01,4.414109995e+01,4.971307549e+01,9.458636049e+00
8.643191679e+01,8.331433550e+01,2.686508291e+01,3.718674222e+00,4.862331471e+00,8.727932128e+01,8.898569612e+01,3.076979843e+01,7.527686827e+01,6.262655618e+00,2.955101873e+01,6.454105285e+01,6.312567809e+01
4.699318877e+01,5.629781475e+01,6.192868574e+01,6.003581281e+01,2.972336875e+01,4.219522049e+01,4.260036243e+01,9.845503503e+01,3.276335192e+01,9.050565109e+01,4.934113261e+01,4.903027985e+01,7.695364623e+01
8.868357187e+01,2.005628818e+01,9.985297526e+01,6.759938460e+01,6.370463078e+01,2.765145655e+01,1.063738170e+01,5.981166489e+01,3.667686191e+01,4.724263859e+01,4.292828101e+01,1.629964310e+01,4.075916012e+01
3.782659393e+01,9.649764167e+01,3.694690384e+01,7.498916583e+01,5.228474462e+01,6.967533069e+01,3.169591831e+01,9.570806684e+01,5.830914868e+00,1.875775871e+00,2.925495067e+01,8.057673500e+01,4.445342672e+01
5.490566852e+01,1.315526293e+01,9.525856356e+00,4.349983847e+01,1.077591418e+01,8.042142749e+01,3.448540918e+01,6.484440919e+01,1.799981007e+01,9.740453767e+01,7.282223130e+01,7.734362432e+01,4.917728968e+01
8.618528079e+01,1.391382851e+01,4.979606375e+01,8.558966777e+01,9.260366287e+01,6.776833667e+01,2.471962478e+01,8.081630020e+01,7.922394511e+00,7.917125345e+01,1.179945015e+01,3.137615165e+01,1.380129066e+01
6.789309731e+01,3.606877700e+01,9.996523349e+01,9.597212739e+01,8.677789714e+01,8.238940176e+01,8.927556986e+01,2.200622057e+01,4.245293621e+01,1.735827227e+01,5.450043592e+01,2.759294035e-01,3.966324162e+01
8.531967125e+01,7.840852663e+01,2.899549152e+01,3.715854592e+01,9.537141987e+01,8.794201372e+01,1.812624726e+01,8.362110524e+01,1.612676672e+01,3.568123604e+01,9.592697978e+00,6.086077994e+01,2.709159070e+01
3.505202565e+01,6.422740408e+01,3.869895186e+01,9.077630789e+00,4.378656064e+01,3.104695202e+00,4.923951030e+01,3.336749060e+01,4.986850035e+01,5.829754857e+01,2.198518078e+01,2.586819917e+01,4.630987024e+00
9.075064790e+01,2.451360518e+01,5.298992946e+01,6.129100965e+01,2.602215033e+01,2.810860837e+01,6.556672516e+01,1.988279744e+01,9.276716211e+01,8.208250322e+01,4.458312050e+01,9.778565710e+01,1.173407489e+01
7.134264424e+01,3.827694953e+01,1.356168637e+01,2.611663730e+00,4.382768869e+01,7.274946697e+00,5.343452888e+01,4.236307248e+01,9.883302982e+01,4.039377954e+01,2.271384334e+01,8.576643304e+01,3.031174458e+01
2.847535395e+00,6.466189833e+01,2.285150461e+01,4.047804106e+01,8.132616825e+01,7.432489860e+00,9.671997603e+01,1.192827364e+01,5.258937200e+01,1.784906104e+01,8.562817422e+00,8.735067036e+01,7.456307724e+00
9.902194973e+00,3.278194198e+01,1.107888596e+01,9.554261315e+01,1.378381337e+01,9.580947052e+00,8.056964026e+01,5.601531320e+01,8.325404726e+01,4.170356914e+01,6.696739506e+01,9.677495703e+00,1.869822405e+01
7.814958873e+01,3.022220567e+01,2.964270916e+00,9.188662245e+01,7.880223265e+01,3.833373811e+01,5.484265542e+01,4.330095682e+01,7.625998054e+01,6.022588005e+01,4.890274759e+01,7.376210781e+00,2.754333973e+01
2.053193760e+01,4.426394780e+01,2.885951878e+01,7.994193138e+01,4.815881921e+01,3.889979171e+01,9.427429899e+01,5.760325736e+01,3.403830152e+01,2.650311614e+01,5.796797926e+01,5.926712817e+01,1.239037604e+01
5.173444274e+01,9.470376516e+01,9.545494107e+01,6.141804903e+01,1.403851254e+01,2.060226120e+00,2.376824786e+01,9.105378078e+01,8.856568311e+01,9.420452270e+01,8.102872781e+01,8.615669020e+01,3.901968897e+01
1.263482424e+01,5.007491306e+01,8.093725175e+01,3.632863711e+01,9.018289917e+01,6.844746049e+00,3.143546463e+01,9.385252881e+01,9.223613215e+01,4.580766608e+01,2.513346585e+01,4.664142514e+01,9.556364045e+01
6.124573612e+01,9.223504561e+01,8.683057715e+01,2.880013938e+01,3.431449739e+01,1.076335957e+01,8.102255030e+00,1.881660177e+01,1.716843291e+01,8.282263094e+01,5.494194907e+01,1.509956669e+01,7.710843047e+01
6.399276339e+00,3.242332135e+01,2.011065114e+01,9.415968017e+01,3.974969030e+01,6.592611649e+01,6.160173757e+01,2.168357182e+01,2.849447563e+00,3.320407323e+01,8.253487191e+01,9.641783734e+01,2.380687484e+01
7.190487747e+01,6.828196356e+01,6.895152275e+01,5.026509845e+01,1.992435816e+01,9.126776730e+01,8.663224113e+01,2.978510132e+01,9.214059967e+01,8.885533890e+01,9.239306021e+01,6.016952831e+01,3.439016192e+01
7.472391866e+01,6.393074937e+01,9.744012271e+01,9.492433940e-02,5.983841771e-01,3.648940536e+01,9.038064892e+01,9.392641549e+01,9.772674959e+01,7.807687712e+01,2.049649073e+01,9.110430541e+01,8.340003906e+01
8.431367137e+01,3.925602687e+01,6.988424185e+01,3.484636538e+01,8.438927292e+01,1.739835194e+01,7.068314658e+01,1.246409993e+00,4.918988423e+00,6.617399470e+01,2.137102617e+00,5.548707364e+01,2.457702864e+01
5.445181339e+01,3.297935398e+01,2.346788628e+01,1.294432164e+01,6.567143490e+01,1.315672021e+01,9.539072843e+01,6.752900491e+01,6.157083556e+00,6.715278672e+01,4.477091097e+01,1.331387776e+01,8.020534614e+01
7.382288215e+01,3.204387153e+01,2.268094606e+01,9.505066185e+01,5.000030903e+01,5.329267412e-01,5.333423067e+01,3.497258815e+01,3.625029537e+01,6.671355927e+01,3.299731061e-01,5.815740110e+01,5.686862575e+01
9.302258543e-02,2.976598352e+01,2.507244741e+01,7.006597021e+01,9.800697466e+01,8.568790077e+01,9.145596728e+01,7.344232710e+01,5.590705777e+00,5.186699950e+01,4.551785125e+01,1.936093681e+01,4.801251936e+01
3.534618367e+01,5.490887982e+01,3.745627591e+01,6.545817826e+01,7.212912435e+01,1.625860907e+01,6.641544224e+01,9.222848749e+01,4.662237882e+01,3.662973414e+01,1.071878988e+01,5.475535841e+01,2.344138635e+00
4.680496484e+01,2.103538965e+01,3.219433319e+01,5.126008629e-01,4.277286284e+01,7.857591227e+00,4.361282345e+01,3.962118707e+01,7.207202298e+01,7.303197039e+01,9.118262271e+00,3.113805432e+01,9.543755416e+00
3.969557785e+01,9.986819894e+01,1.330046871e+01,2.945168821e+01,2.164389257e+01,5.007648783e+01,8.571116183e+01,2.220031782e+01,9.385710886e+01,3.489391379e+01,6.249226256e+01,7.404664768e+01,7.642693734e+01
3.881502293e+01,6.001117708e+01,6.179059291e+01,5.677501695e+01,7.817069660e+01,3.927519638e+00,7.604540594e+01,3.599624152e+01,6.428867604e+01,7.951718335e+01,9.789741468e+01,9.607777583e+01,6.423410589e+01
2.713811096e+00,4.543357778e+01,5.191595513e+01,3.937892531e+01,1.533378828e+01,4.644601485e+01,2.548880199e+01,3.125800702e+01,3.740578748e+01,8.611914939e+01,9.542084027e+01,6.420134600e+01,5.962125663e+00
6.568502429e+01,2.649978980e+01,3.124464456e+01,8.722187487e+01,5.272079143e+01,4.542023455e+01,6.054985745e+01,3.926920798e+01,7.021808058e+00,2.924592790e+01,6.978076969e+01,8.087551987e-02,2.952560007e+01
8.833457754e+01,5.607893483e+01,7.134332155e+01,8.133189796e+01,8.984084795e+01,9.399031823e+01,2.116404013e+01,8.151869794e+01,7.510173820e+01,6.750707095e-01,5.625122427e+01,5.551830067e+01,1.454323151e+01
4.872738177e+01,1.192658498e+01,6.881018660e+01,8.427729205e+01,1.745408021e+01,8.025735935e+01,6.087170356e+01,9.828921844e+01,3.503657797e+01,6.044143082e+01,9.489330089e+01,4.125801230e+01,1.134338078e+01
7.787723843e+01,6.788925106e+01,4.964408508e+01,6.518521459e+01,4.369294844e+01,3.690071065e+01,9.758672111e+01,1.213880793e+01,7.695131914e+00,3.416465801e+01,8.797157606e+01,6.666036132e+01,6.559948081e+01
3.655294297e+01,3.716219025e+01,9.060918251e+01,6.169583407e+01,1.815248944e+01,9.054623980e+01,7.049350134e+01,3.205286408e+01,8.792222184e+01,2.299992312e+01,9.636031478e+01,3.227454070e+01,9.326331237e+01
4.569381218e+01,1.968355981e+01,8.633535038e+01,5.594760816e+01,2.461630301e+01,1.853646655e+01,4.534596442e+01,4.728005504e+01,2.236103493e+01,3.622052149e+01,5.389372722e+01,6.514748541e+01,1.490574401e+01
2.611355000e+00,6.667061120e+00,5.782107448e+01,5.818300319e+01,5.478523378e+00,4.182184067e+01,9.465757738e+01,3.313025822e+01,9.514140854e+01,7.235755501e+01,3.787828930e+01,1.032308933e+00,6.785297852e+01
1.458572595e+01,5.907979772e+01,2.675548498e+01,9.255048455e+01,9.750243679e+01,6.182692359e+00,9.979152852e+01,5.726520584e+01,4.959297011e+01,9.289052828e+01,6.328315488e+01,4.073520134e+01,6.930645436e+01
1.481252769e+00,1.048796951e+01,3.139636951e+01,6.556063712e+01,7.166723347e+01,6.082045431e+00,1.602935613e+00,3.691243767e+01,7.244883576e+01,1.479991576e+01,5.167022851e+01,7.036804937e+01,5.049346387e+01
7.511947369e+01,1.120149321e+01,8.911727413e+01,3.431862345e+01,7.041464911e+00,3.328931330e+01,4.488583527e+01,8.807521703e+01,2.156870934e+01,1.088784798e+01,1.606275576e+00,9.011205992e+01,4.641793949e+01
6.525572852e+01,6.254702175e+01,8.693072616e+01,6.983955807e+00,8.382914616e+01,3.453137640e+01,4.687742197e+01,8.335988392e+01,6.740376668e+01,5.508384033e+01,6.643752172e+01,4.820546478e+01,8.723311029e+01
6.656101873e+01,3.502313733e+01,3.816319620e+00,8.128422823e+01,2.124824671e+01,2.531268275e+01,6.770539245e+01,1.317038752e+01,7.959910578e+01,2.689077431e+01,4.017060719e+01,8.197811315e+01,9.210181483e+01
6.189359126e-01,5.642326070e+01,1.620798207e+00,1.819617736e+01,4.424566719e+01,9.188862381e+01,9.998248880e+01,6.166977392e+01,3.438126669e+01,8.964348911e+01,8.571844643e-02,3.089621674e+01,9.392944757e+01
8.824559489e+01,1.350127415e+01,6.436478158e+01,7.707238976e+00,6.105547482e+01,8.732361994e+01,5.397520725e+01,9.141522010e+01,5.118602719e+01,2.526338402e+01,4.917115207e+01,3.923385142e+01,9.763957651e+01
7.232434751e+01,1.382885513e+00,4.537570604e+01,2.620905757e+01,4.696224887e+01,4.864463558e+01,4.601510557e+01,3.166099058e+01,7.003969182e+01,2.331220262e+01,2.591640084e+01,5.589905309e+01,6.395079084e+00
9.570595380e+01,7.204560106e+01,3.381007011e+01,6.372335889e+01,1.726136329e+01,5.571860467e+00,5.023830208e+01,3.808861245e+01,1.258298721e+00,2.306171032e+01,1.605159670e+01,1.660789469e+01,3.772578489e+01
6.295361703e+01,3.686196683e+01,4.577954752e+01,9.713006748e+01,4.841344943e+01,1.899395758e+01,6.929396877e+01,5.765908637e-01,9.151075131e+01,2.432238165e+01,9.837149523e+01,6.786703279e+01,3.242293566e+01
1.169818558e+01,5.786531583e+00,5.650844535e+01,1.982783755e+01,7.636164651e+01,1.325220543e+01,6.489230285e+01,6.242160739e+01,8.046518075e+01,5.630773958e+01,9.360886551e+01,9.901183118e+01,3.008978854e+01
6.613225575e+00,4.264898851e+01,1.503150651e+01,1.088432217e+01,1.363148149e+00,6.013033239e+01,1.376097024e+01,6.975181654e+01,8.623177452e+01,4.895297934e+01,1.011465182e+01,5.514941204e+01,5.428094657e+00
2.056729237e+00,2.534755276e+01,3.564905354e+01,5.586149797e+01,2.156221794e+01,5.897673918e+01,2.977412636e+01,9.326986932e+01,1.799037521e+00,3.391209329e+01,2.387508081e+01,5.566588486e+01,3.311998816e+01
1.526765411e+01,7.491201658e+01,3.280641580e+01,5.879858553e+00,5.304353915e+01,4.435141948e+01,3.172047821e+01,5.735299884e+01,5.213834822e+01,9.701927517e+01,5.940567207e+00,3.761308009e+01,2.202807092e+01
4.551159356e+01,9.493345644e+01,1.905246514e+01,2.233023217e+01,3.735426718e+01,6.093542650e+01,1.450978076e+01,3.279753636e+01,1.471028331e+01,3.654998542e+01,5.732802144e+01,1.218657340e+01,6.039738547e+01
2.114459835e+01,4.473630909e+01,3.032828586e+01,3.507609978e+01,5.392833069e+01,3.849737933e+01,3.106179811e+01,4.896175123e+01,5.690126825e+01,4.924757442e+00,8.846466258e+01,1.280917031e+01,3.570613429e+01
3.995269497e+01,4.985202280e+01,2.920136560e+01,4.734371204e+01,6.045175204e+01,1.916941172e+01,6.765559999e+00,9.603658253e+01,3.484040303e+01,4.471715998e+01,6.413766383e+01,2.047909876e+01,7.264837607e+01
3.116872523e+01,6.845663946e+01,6.865988559e+01,7.724492201e+01,3.969278145e+01,5.319516741e+01,1.469035538e+01,4.544355299e+01,1.007117300e+01,2.219908992e+01,2.723104327e+01,6.251021053e+01,8.822503118e+01
2.187493366e+01,5.785625207e+01,2.582636087e+01,9.337905941e+01,8.091412789e+00,1.169861555e+01,8.820190713e+01,1.821668624e+01,6.043157322e+01,4.386443249e+01,5.463848487e+01,7.914357216e+01,7.918004358e+01
3.450447527e+01,2.131579653e+01,6.100228179e+01,8.574466109e+01,8.759219743e+01,3.464854178e+01,7.130603685e+01,3.538180823e+01,3.723166512e+01,1.949059175e-01,4.824467202e+01,2.616082920e+01,2.477613800e+01
