v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22
1.334994193e+01,9.710381827e+01,8.099660311e+01,8.554435758e+01,2.168818193e+01,7.358731232e+01,2.892136135e+01,9.580363073e+01,8.999683163e+01,8.164850946e+00,8.980145897e+01,9.743361166e+01,5.348641131e+01,9.576240309e+01,1.904689032e+01,2.489243321e+01,1.149955254e+01,6.089797083e+01,2.248117380e+01,3.150280553e+00,3.135542208e+01,8.142454438e+01
4.032251653e+01,2.929206784e+01,4.135256116e+01,6.153131299e+01,5.684888105e+01,6.093959852e+01,2.576050920e+01,8.060996328e+01,5.386675757e+01,3.148410026e+01,1.298332580e+01,8.373802788e+01,2.538028125e+01,4.963669235e+01,7.613476227e+01,1.977292589e+01,9.449587926e+01,4.915221837e+01,3.597915299e+01,5.863870890e+01,8.345834083e+01,2.622014256e+01
2.008433093e+01,6.242458061e+01,3.803164126e+01,7.461117609e+01,3.971689820e+01,3.560967326e+01,4.796570285e+01,5.828787141e+01,7.143249168e+01,6.212060841e+01,2.167935873e+01,5.317151062e+01,4.571865377e+00,9.405464459e+01,3.335711388e+01,1.198828714e+01,9.650466947e-01,5.571365793e+00,9.894577664e+01,7.871880767e+01,9.811548049e+01,7.442882927e+01
7.672669257e+01,7.005524893e+00,8.553036631e+01,1.253452404e+01,1.132041386e+01,6.784780127e+01,7.260194057e+01,4.284732359e+01,3.361845917e+01,1.884165822e+01,7.740125438e+01,5.633671756e+01,2.094295759e+00,2.991944115e+01,9.496317436e+01,6.460286274e+01,2.398940706e+01,8.863103529e+01,2.400630575e+01,7.353063657e+00,8.629322568e+01,8.124333724e+01
2.057342563e+01,9.362389179e+01,5.470509303e+01,4.781185295e+00,8.365386732e+01,2.505397161e+01,7.419152951e+01,8.497670483e+01,2.874518724e+00,3.852309991e+01,9.745548846e+01,4.147759322e+00,7.659875813e+01,2.969642576e+01,7.481891412e+01,7.800850643e+01,3.709111800e+01,1.768052555e+00,6.524387091e+01,1.859319504e+01,4.365494990e+01,9.681471502e+01
5.620473207e+01,9.301919773e+01,8.546321806e+01,2.664820893e+01,5.616695661e+00,6.514698113e+01,9.390594602e+01,4.419172643e+01,3.035184900e+01,8.706609117e+01,5.458290515e+01,9.462356506e+01,2.822389507e+01,3.404395750e+01,8.570594626e+01,9.825354407e+01,7.191807450e+01,5.283879488e+01,6.205030049e+01,4.298770637e+01,8.092184668e+01,3.056338670e+01
5.499889131e+01,1.318749486e+01,5.270005398e+01,7.783981733e+01,6.622687776e+01,6.430516711e+00,3.751897621e+01,2.871180771e+01,5.392893950e+01,7.485454746e-02,6.343004524e+01,8.668255570e+01,2.362610591e+01,1.517989236e+01,5.356226997e+01,2.067914103e+01,6.603540705e+01,2.648149054e+01,8.361856054e+01,9.478482098e+01,5.878169963e+01,9.166154613e+01
4.465664047e+01,4.712626030e+01,5.441421243e+01,6.140440180e+01,4.382970785e+01,6.149320923e+01,8.380947380e+01,3.434742347e+01,6.020390499e+01,8.985545464e+01,9.318142276e+01,7.175740629e+01,5.835397596e+01,6.576109324e+01,5.353544456e+00,6.667100749e+01,9.306860262e+01,4.333941624e+01,4.624849397e+01,6.226196039e+01,2.833801985e+01,3.675468152e+01
9.947094666e+01,8.947476249e+01,4.029892572e+01,6.354873564e-01,8.926623517e+01,3.359685174e+01,1.894651529e+01,5.928280581e+01,9.102957067e+01,1.619220896e+01,7.001524972e+01,7.383964941e+01,2.140346472e+01,7.772758695e+01,8.635722335e+01,8.935008193e+01,2.744739957e+01,1.348755018e+01,2.314487958e+01,3.240350454e+01,9.404765430e+01,5.037874136e+00
2.356544954e+01,5.352442084e+01,1.983265570e+01,7.042137733e+01,9.465078638e+01,1.646402066e+01,9.116030780e+01,7.124362882e+01,9.662650963e+01,3.774991229e+01,5.792406883e+01,1.106317172e+01,3.347759275e+01,9.522238354e+01,9.948329424e+01,2.092126197e+01,4.865443443e+01,3.586710647e+01,5.887557191e+01,1.527952348e+01,5.192165319e+01,7.938774734e+00
4.267587664e+01,6.476617692e+01,5.979440848e+01,3.020586712e+01,5.708169335e+00,7.154388694e+01,2.271608186e+01,6.015989563e+01,9.805819031e+01,4.136660191e+01,7.945200631e+01,8.018519334e+01,4.329918624e+01,9.366314220e+01,5.094022890e+01,6.392957758e+01,1.629058957e+01,1.042938346e+01,7.202179241e+01,4.208634182e+01,2.712025302e+01,1.759391358e+01
3.167470801e+01,2.098515868e+01,1.588746967e+01,4.212835381e+01,6.442430807e+01,4.728252622e+00,5.552100554e+01,4.667310339e+01,7.909505464e+01,4.523151218e+01,4.749037190e+01,4.171762519e+01,8.460961922e+01,4.325842795e+01,7.493414375e+00,1.644319859e+00,8.232619043e+01,1.861171581e+01,2.819548892e+01,2.412016046e+01,9.046482665e+01,5.407325019e+01
1.738163660e+01,5.838353366e+01,1.743070141e+01,4.956054895e+01,5.041116681e+01,6.557057133e+01,9.228944757e+01,4.532211963e+01,8.908373501e+01,8.591380885e+01,3.741621461e+01,2.642775994e+01,7.687108255e+01,9.770896426e+01,8.224759387e+01,5.178231644e+01,3.706472452e+00,5.884440452e+01,6.874525134e+01,6.360413301e+01,4.019481837e+01,9.629873598e+01
2.086141521e+00,9.200345304e+01,6.354479419e+01,9.515708919e+01,9.076617032e+01,1.745764826e+01,9.025389020e+01,6.740765849e+01,6.353582410e+01,6.532025214e+01,9.941682216e+01,3.431083504e+01,6.242682563e+01,4.834661573e+01,4.724095490e+01,7.334782230e+01,2.835533380e+00,8.497733940e+01,4.059131005e+01,9.213282876e+01,4.420746327e+01,2.144409292e+01
3.126682512e+01,1.640169884e+01,5.584114200e+01,3.171459688e+01,2.391435394e+01,9.625244205e+00,3.075520034e+01,1.203948869e+01,7.586538541e+00,8.891313075e+01,9.589733579e+01,9.519701204e+01,3.951594179e+01,5.830882421e+01,9.837571388e+01,1.653389506e+01,8.065133758e+01,2.876731417e+01,6.595248705e+01,2.169566587e+00,8.637452483e+01,8.318749795e+01
6.129519412e+01,6.719086554e+01,6.867195472e+00,2.452434390e+00,6.891743652e+01,2.189047647e+01,6.610464587e+01,9.364295288e+00,9.339699135e+01,1.784760287e+00,4.307277060e+01,7.821131231e+01,2.615633888e+01,3.750314893e+01,4.755912189e+01,1.389944366e+01,5.391959883e+01,2.211601778e+01,8.466990339e+01,9.928505546e+01,9.261209081e+00,3.550391758e+01
6.736162589e+01,5.450867037e+01,5.243247596e+01,3.989595098e+01,5.035578161e+01,6.524495822e+01,5.563119138e+01,3.588780339e+01,2.941891309e+01,5.773527124e+01,2.212115120e+01,9.693511607e+01,1.354200410e+01,5.388118092e+01,4.252166661e+00,8.313014832e+01,2.244338036e+00,3.176017909e+01,5.118700527e+01,7.781408879e+01,4.404332279e+01,1.999639946e+01
6.250581937e+01,1.414562092e+01,2.498226903e+01,9.082351347e+01,5.690652127e+01,3.753560861e+01,4.503866211e+01,2.321776084e+01,3.206821877e+01,3.299361205e+01,5.946681437e+01,4.994683916e+01,1.095235137e+01,2.172713534e+01,6.074728760e+01,8.217415843e+01,8.240617335e+01,1.188445344e+01,6.099863823e+01,6.701191890e+01,8.127759466e+01,3.111320157e+01
5.270554750e+01,4.599629200e+00,8.042082959e+01,8.471184772e+01,5.164780838e+00,3.256395248e+01,1.857096621e+01,4.843214438e+01,4.880545118e+01,6.779240277e+01,2.020436821e+01,1.859813686e+01,4.579858666e+01,2.044835458e+01,2.339755834e+01,9.924392813e+01,5.796244010e+01,7.319168255e+01,4.392320490e+01,9.494776384e+01,5.881739271e+01,4.592315210e+00
3.070801932e+01,3.246096132e+01,5.491504530e+01,2.589166501e+01,7.792489093e+01,2.323675652e+01,4.887298006e+01,5.836402459e+00,6.779317710e+00,6.303117681e+01,5.062784418e+01,7.621805888e+01,7.996094603e+01,7.872823811e+01,3.076383112e+01,4.981998897e+01,8.571902957e+01,7.903179646e+01,4.037151450e+01,9.937680410e+01,1.328483395e+01,8.544957502e+01
6.240904262e+01,6.760313222e+01,8.884328919e+01,8.581587975e+01,4.914154633e+01,5.558127293e+01,4.274141032e+01,7.691997046e+01,1.098375481e+01,3.622003371e+00,9.524360533e+01,6.280430203e+01,7.948650359e+01,1.844639458e+01,5.456562143e+01,9.950836691e+01,3.103722652e+01,7.511056654e+01,1.883295851e+01,7.233539706e+01,3.603960095e+01,8.005218810e+01
4.732278008e+01,9.605549907e+01,2.715440863e+01,8.522337867e+01,8.765411070e+00,8.267625502e+01,1.668348580e+01,8.648758765e+01,7.965525966e+01,1.810795525e+01,9.715881237e+01,2.276609711e+01,2.743999905e+01,2.078193003e+01,9.681043396e+01,2.587905049e+01,2.501001686e+01,1.659546658e+01,7.014681681e+01,9.757639780e+01,3.374981063e+01,9.073293082e+01
4.742718392e+01,1.670580227e+01,4.085217898e+01,5.478194797e+01,8.663838445e+01,1.199080725e+01,4.999453881e+01,3.893120073e+01,2.813985985e+01,3.294763147e+00,2.413539501e+01,8.120406993e+01,5.249034614e+01,5.419403262e+01,6.279303226e+01,2.113768866e+01,3.739936058e+01,6.012413987e+01,6.330852424e+01,1.122733946e+01,1.425627041e+01,4.279443564e+01
5.124221440e+01,1.501891785e+01,5.008987457e+00,9.293552437e+01,3.026297658e+01,2.386337094e+00,7.037805633e+01,9.769881041e+01,7.642477641e+01,3.312346777e+01,7.873290270e+00,7.855304348e+01,9.395464036e+01,1.991828389e+01,2.975792276e+01,7.479491073e+01,3.149280087e+01,6.999117732e+01,1.124130276e+01,7.777072451e+01,8.751136899e+01,7.028271114e+01
9.322490362e+01,7.428932478e+01,6.010116408e+01,7.097303678e+01,9.429497061e+01,1.985296693e+01,1.463578136e+00,2.208583714e+01,1.408438216e+01,9.124890153e+01,9.219809326e+01,8.855664033e+01,3.397320576e+01,6.944757527e+01,1.420921151e+00,3.018149296e+01,8.787133747e+01,7.039255313e+01,3.004355558e+01,9.024764859e+01,3.853158198e+01,2.638709648e+01
8.649492458e+01,9.924771166e+01,9.816795204e+01,3.554536029e+01,8.233966779e+01,8.970341274e+00,9.477159407e+00,3.021964471e+01,1.115770515e+01,5.976508276e+01,7.234584157e+00,9.347177612e+01,2.974625977e+01,6.145923433e+01,4.336501676e+01,2.683624504e+01,7.348866347e+01,7.049559348e+01,6.487943966e+01,3.039022987e+01,7.866032856e+01,2.376574023e+01
5.152448598e+01,2.442390208e+01,2.018875527e+01,3.354010138e+01,8.548841958e+01,9.465280201e+01,3.329800848e+01,7.549063640e+01,9.287316307e+01,6.412364575e+01,9.431756337e+01,1.453654229e+01,6.367007906e+01,6.319147341e+01,4.912828828e+01,6.513655107e+01,1.468873105e+01,3.021488679e+01,6.733743951e+01,4.348771184e+01,7.481122784e+01,4.967595514e+01
4.333870711e+00,8.677223884e+01,4.975629325e+01,4.369461632e+01,9.962223817e+01,7.345968511e+00,5.755126170e+01,5.256810912e+01,1.706643638e+01,3.000153143e+01,4.107504472e+01,3.080691718e+01,1.878311295e+01,3.371080600e+01,2.711045068e+00,3.137500345e+01,8.041036948e+01,4.551129374e+01,6.341297161e+01,5.386648197e+01,3.891599150e+01,8.976678387e+01
7.214903682e+01,6.158098592e+01,4.019638436e+01,1.778869647e+01,2.314667216e+01,1.095137375e+01,7.881616018e+01,7.984406534e+01,9.514521704e+01,5.674883065e+01,9.135185818e+01,7.975422015e+00,1.811821982e+01,7.660202443e+01,4.412767638e+01,3.712552332e+01,4.068923072e+01,6.461878575e+01,4.054633644e-03,4.053505237e+01,8.351406833e+01,6.543755388e+01
7.393463027e+01,5.008652156e+01,1.190896921e+01,4.970068721e+01,4.588854129e+01,7.047312592e+01,7.585455045e+01,7.942791789e+01,9.342360184e+01,3.958799964e+01,7.558024527e+01,2.308784315e+01,1.789063348e+01,6.263085393e+01,7.945994106e+01,1.928877366e+01,8.128178114e+01,8.817153693e+01,7.796245450e+01,6.174686927e+01,5.505846455e+01,4.794585892e+01
3.373147526e-02,3.446335345e+01,7.453232988e+01,2.086544230e+01,6.774043810e+01,3.382207239e+01,2.949061478e+01,3.221275015e+01,9.111225866e+01,3.087808744e+01,8.508275620e+01,5.694875646e+01,7.064235267e+01,8.044725415e+01,5.022280958e+01,2.397693677e+01,1.192161864e+01,1.534006828e+01,9.573726100e+01,3.134179736e+01,8.515909002e+01,7.256918369e+01
7.056219409e+01,5.548763038e+01,9.655929710e+00,2.728936759e+01,4.828915398e+01,2.598945532e+01,5.032032560e+01,1.002050350e+01,7.814943824e+01,7.400262369e+00,9.331664209e+01,4.315057648e+01,8.996602295e+01,6.644036867e+01,5.181570368e+01,3.255488460e+01,4.206760314e+01,9.023371732e+01,2.287157844e+01,7.298858632e+01,5.624458684e+01,1.874806676e+01
5.211743346e+01,7.305463859e+01,4.393677062e+01,6.662253596e+01,3.076265157e+01,3.814375373e+01,4.621570840e+01,2.483001105e+01,3.540482959e+01,6.081797308e+01,8.448468897e+01,5.383941022e+01,1.537146196e+01,6.491113477e+01,6.006048714e+00,7.935857941e+01,2.975843177e+01,4.568981470e+01,6.034747525e+01,6.191838215e+01,9.504175392e+01,2.155615915e+00
1.800997641e+01,3.559562567e+01,9.657728806e+01,4.415315304e+01,1.014387119e+01,5.178190052e+01,6.108901574e+01,6.164782032e+00,5.572400488e+00,6.155822708e+01,7.473494365e+01,2.144682842e+01,9.517409172e+01,3.072339243e+01,2.187585000e+01,6.551765534e+01,9.171043709e+01,2.807937329e+01,1.553053865e+01,8.991551300e+01,3.013477690e-01,1.534521764e+01
6.622589118e+01,8.292718091e+01,5.892368073e+01,1.023699862e+01,1.644270556e+01,8.861041996e+01,5.409211252e+01,7.219543406e+01,3.927918064e+01,1.677726090e+01,3.232284613e+01,7.296080825e+01,8.264146244e+01,7.139353997e+01,5.665168240e+01,2.768126546e+01,5.506147549e+01,3.933950890e+01,5.981243228e+01,3.054422873e+00,4.061533617e+01,5.851153652e+01
9.237848740e+01,2.378369105e+01,1.884861310e+01,3.786367895e+01,4.576949099e+01,5.829941497e+01,5.801663190e+01,4.720195726e+01,6.775688121e+01,2.655218633e-01,5.284477231e+01,6.830466282e+01,8.010179945e+01,5.149067726e+01,3.492726024e+01,6.910507625e+01,1.422176871e+01,7.929513475e+01,1.092932837e+01,7.762707297e+01,2.667304732e+01,5.880452654e+01
1.084049666e+01,7.104968376e+01,5.902057732e+01,6.899756057e+01,7.494352006e+01,7.489683519e+00,7.609927509e+01,2.003633510e+01,4.488697902e+00,9.625762239e+01,4.903357862e+01,2.122561225e+01,2.877392092e+01,3.482424952e+01,2.312248312e+00,8.637699651e+01,3.531636104e+01,9.762026842e+01,1.389025956e+01,1.289511956e+01,3.084227164e+00,4.072730556e+01
6.035230171e+01,6.835614315e+01,7.670488618e+01,7.367710172e+01,9.926816288e+01,9.909929601e+01,9.201090603e+01,3.716000776e+01,8.048365614e+01,2.407443916e+01,4.147946968e+01,8.918442863e+01,2.474879509e+01,8.566044333e+01,9.679432759e+01,8.086367445e+01,6.070460957e+01,1.337352158e+01,2.224135790e+01,9.593520121e+01,3.561365210e+01,4.479350924e+00
9.852366488e+01,1.951858215e+01,4.045807779e+01,5.243958405e+01,6.118582226e+01,3.039345454e+01,9.179906345e+01,9.746071663e+01,5.654513974e+01,8.323571866e+01,9.482922801e+01,5.541274270e+01,8.377081764e+01,5.989056983e+01,2.082587092e+01,1.611759088e+01,7.524682771e+01,9.520709908e+01,9.033754586e+01,5.701048110e+01,4.452485496e+01,9.986274062e+00
7.891633490e+01,1.108172916e+01,8.983748931e+01,2.959387367e+01,2.082582341e+01,2.406533089e+01,9.641747752e+01,2.467926346e+01,2.223730631e+01,8.266461565e+01,2.903932078e+01,1.982584843e+01,7.126189876e+01,2.340981608e+01,5.274910251e+01,7.194240688e+01,8.937478796e+01,4.088871626e+01,6.113702684e+01,2.489741537e+01,3.924193600e+01,5.992679591e+01
4.198733901e+01,5.792014681e+01,6.620687099e+01,8.432152855e+01,3.685755266e+01,4.173568484e+01,9.814874291e+01,3.032277569e+00,7.319400330e+01,6.634271919e+01,7.130481993e-01,1.605358551e+01,6.885843302e+01,9.104831905e+00,7.763059372e+01,7.108849209e+01,2.075966996e+01,5.649358077e+01,2.540899232e+01,4.398525490e+01,6.111407743e+01,4.575986292e+01
1.195989895e+01,3.646773584e+01,5.823966747e+01,5.716598959e+01,5.055580934e+01,4.453419723e+00,2.081104189e+01,9.345201260e+01,3.329265044e+01,2.893785933e+01,1.196348152e+01,8.777160947e+01,1.005173473e+01,3.608779588e+01,9.595526200e+01,9.753262919e+01,1.495483206e+01,5.383932224e+01,4.744760856e+01,8.537646814e+01,4.496255992e+01,9.915054250e+01
4.122519447e+01,5.916206526e+00,8.791926387e+01,3.888294952e+01,4.144948772e+01,8.268262970e+00,8.064338151e+01,9.439271363e+00,8.346319531e+01,8.257356032e+01,4.986756506e+01,8.189624223e+01,5.015885561e+01,4.681577819e+01,2.571363483e+01,2.174337260e+01,4.236342617e+01,9.645284098e+01,6.858575064e+01,5.632860271e+01,4.659579520e+01,5.565422605e+01
6.578181041e+01,7.817758393e+01,9.574849114e+01,8.187051706e+01,6.694891162e+01,2.061143145e+01,6.112546418e+01,2.883980222e+01,2.779104115e+01,4.271018182e+01,8.485889142e+01,9.337538933e+01,6.646758637e+01,1.031058047e+01,7.175702840e+01,3.629826882e+01,8.315983599e+01,5.152076209e+01,1.023673137e+01,8.488939972e+01,5.310542132e+00,6.885068696e+00
2.530718937e+01,8.911016349e+00,3.958424367e+01,3.326133389e+00,4.772527262e+01,4.106770076e+01,8.463610740e+01,2.794173694e+00,8.486179149e+01,8.428499487e+01,8.312570972e+01,4.402526863e+01,9.195983792e+01,4.313810596e+01,2.631528167e+01,8.782699459e+01,6.349662772e+00,3.366702264e+01,3.883628978e+01,4.479950142e+00,8.743380338e+01,2.456223357e+01
2.943491490e+01,9.766297487e+01,6.107815152e+01,3.282828972e+01,6.105232125e+01,5.643306688e+01,2.194951680e+01,8.440335098e+01,1.897138568e+01,3.988337655e+01,3.182353514e+01,7.454058364e+01,1.101892345e+01,1.974079948e+01,6.511160152e+01,6.238967210e+01,2.189311713e+01,3.516833809e+01,4.638620488e+01,5.552308107e+01,5.706576010e+01,6.567487755e+01
6.942587408e+01,2.256565105e+01,4.561680972e+01,7.411764487e+01,4.519112590e+01,5.729177185e+01,6.670564641e+01,8.431980959e+01,2.821700961e+01,3.268846482e+01,7.805900233e+01,4.288434411e+01,1.958780046e+01,6.257836203e+01,7.814102151e+01,4.756850253e+01,4.131454223e+01,9.143312371e+01,2.983773045e+01,4.467025545e+01,7.068638405e+00,9.197136500e+01
4.769501782e+01,5.874229252e+01,8.622137344e+00,3.436787314e+01,2.728134236e+01,7.997113105e+01,9.329724715e+01,7.383259187e+01,9.012603284e+01,3.153310240e+01,1.696281788e+00,8.343887225e+01,5.032253265e+01,7.975108607e+01,9.364627896e+01,3.661310788e+01,8.345981780e+01,9.929296670e+01,3.215815955e+01,4.810797034e+01,1.694870641e+01,5.269767906e+01
6.658272657e+01,8.096364014e+00,3.369956736e+01,5.897375882e+01,3.473400385e+01,8.689299935e+01,7.970063041e+01,1.925720388e+01,8.710064716e+01,4.715560701e+01,5.107625076e+01,3.768706175e+01,8.247169998e+01,3.044947551e+00,6.024938024e+01,7.323154756e+01,4.454950131e+01,5.020155840e+01,6.427002789e+01,9.918193088e+01,3.121004729e+01,9.477060732e+01
5.943694150e+01,8.440068806e+01,9.235010111e+01,2.454251161e+01,8.370286327e+01,9.055900806e+01,7.488317445e+01,8.915985469e+01,9.493318659e+01,1.554439157e+01,6.843772408e+01,1.014808921e+01,8.219629895e+01,1.057826417e+01,2.469714260e+01,2.574574432e+01,6.532862618e+00,7.999119073e+01,9.656581394e+01,9.189428005e+01,3.029597859e+01,7.939977853e+01
4.884486186e+01,6.568353331e+01,4.455940057e+01,2.120155623e+01,5.388922596e+00,2.379807716e+01,6.255982396e+01,2.104389737e+01,2.606823196e+01,4.406075931e+01,5.876584877e+01,4.075131822e+01,7.761192278e+01,2.115517823e+01,5.377129868e+01,2.675602467e+01,2.257056664e+01,9.152714843e+01,1.843051314e+01,7.208323228e+01,8.806164800e+00,4.180156390e+01
9.896978473e+01,7.540156731e+01,5.787462842e+01,8.414670249e+01,9.946221924e+01,5.817463255e+01,7.513206423e+01,2.056466595e+01,1.918919331e+00,3.583233376e+01,5.583942820e+01,3.657099534e+01,5.099798235e+01,3.790192449e+01,7.992444110e+01,2.463352754e+01,6.877009375e+01,5.197700560e+01,7.394331390e+01,7.883595920e+01,2.142175881e+01,1.598512264e+01
1.532421061e+01,8.694748000e+01,1.718276828e+01,7.639765470e+01,1.394294116e+01,2.750168461e+01,6.408916648e+00,1.550494689e+01,7.820107829e+01,2.166806370e+01,4.167492059e+01,7.369492675e+01,8.835033806e+01,1.936053263e+01,7.333785841e+01,3.613119815e+01,8.133294654e+01,9.609691186e+01,6.946186185e+01,1.841542035e+00,2.873849120e+01,5.712572812e+01
8.952400960e+01,2.009457878e+01,7.858136697e+01,4.854875485e+01,9.653757276e+01,9.824171907e+01,7.071458167e+01,7.378454877e+01,1.352173545e+01,2.218777866e+01,7.328236138e+01,5.211503579e+01,3.026144218e+01,7.956411540e+01,4.060844273e+00,7.390776359e+01,3.953730054e+01,9.539710344e+01,6.627383352e+00,9.800189518e+01,7.148984287e+01,8.938933597e+01
9.463094904e+01,4.604698617e+01,2.213787366e+01,8.574351738e+01,1.952217082e+01,7.873441081e+01,6.317444218e+01,5.595899546e+01,4.226750108e+01,3.075863852e+01,5.670710289e+00,5.669290908e+01,3.245458592e+00,4.971751523e+01,1.845666511e+01,4.530692718e+01,4.974495348e+01,8.681391503e+00,7.271221186e+01,2.310820827e+01,5.755550469e+01,4.826353590e+01
2.918243173e+01,1.080102584e+01,3.976116946e+01,4.653523759e+01,8.141499436e+01,4.491383777e+01,4.763553495e+01,1.612049064e+00,3.582489464e+01,2.173996327e+01,1.223223572e+01,4.123796433e+01,7.377968381e+01,9.496444849e+01,3.691304716e+01,6.543086160e+01,8.380608948e+01,1.745868206e+01,2.483242045e+01,5.665351407e+01,7.940708598e+01,4.901703141e+01
5.905492995e+00,5.639473689e+01,8.596127131e+01,9.649658229e+01,4.700675829e+01,7.701308368e+01,8.512337057e+01,5.663025407e+01,8.983001295e+01,1.218576879e+01,4.171123370e+01,3.362258533e+01,1.160533108e+01,7.796520884e+00,3.308516259e+01,5.289650724e+01,3.081321450e+01,1.258531321e+01,4.954110138e+01,5.640791734e+01,8.006971957e+01,2.078138873e+01
2.795064801e+01,5.356229027e+00,4.775571815e+01,5.978117450e+01,2.798355398e+01,5.237719608e+01,5.512420287e+01,8.941364149e+01,9.303312615e+01,8.281999894e+01,7.531832426e+01,7.553259546e+01,1.698497723e+01,6.036581954e-01,6.365123561e+01,4.973191811e-01,5.053997334e+01,7.238594717e+01,6.754659224e+01,8.874035915e+01,1.641770105e+00,9.389217897e+01
7.197667426e+01,9.354831836e+00,2.023507023e+01,2.145415445e+00,4.059163186e+01,3.780716083e+01,7.495236876e+01,5.194740459e+01,9.924488751e+01,9.778245515e+01,5.164423420e+00,7.729572487e+01,8.875820427e+01,7.418860324e+01,7.716878076e+01,7.563709212e+01,1.537660684e+01,9.116229972e+01,6.726864131e+00,3.019162270e+01,3.210700019e+01,4.515298537e+01
6.331340919e+00,1.174846005e+01,5.085299029e+01,2.060428362e+01,2.599017884e+00,2.465582578e+01,7.522233493e+01,7.620418285e+01,4.810697347e+01,5.942652281e+01,3.609151251e+01,7.150843493e+01,5.489073775e+00,9.825507294e+01,3.341458064e+01,1.865364716e+01,3.935059244e+01,2.543966525e+00,6.612379016e+01,4.368204774e+01,6.439833477e+01,2.391622268e+00
4.132049030e+01,8.460976628e+00,9.509670710e+01,9.374409201e+01,4.600984529e+01,2.863434765e+01,9.334161172e+01,9.676024149e+01,1.734963456e+01,1.730473904e+01,6.220704483e+01,3.696393243e+00,3.940745989e+00,4.993292437e+01,1.519487200e+01,3.277173191e+01,6.960254680e+01,1.317651618e+01,5.816072969e+01,2.971184668e+00,1.361499111e+01,5.930563748e+01
6.321361595e+01,9.434609937e+01,9.995474886e+01,9.322087934e+01,7.560465921e+01,8.323377124e+01,4.281533100e+01,3.415201737e+01,7.097711511e+01,9.764525728e+01,5.603031523e+01,6.177478046e+00,1.585927288e+01,2.948326090e+01,2.285553520e+01,1.576401716e+01,7.363753067e+01,2.756343834e+01,3.574412864e+01,1.738445912e+01,5.205817855e+01,7.747307938e+01
7.540050228e+01,8.608629700e+01,8.088685216e+01,4.827905847e+01,6.677015336e+01,7.467493935e+01,9.504095783e+01,5.845413117e+01,8.572584668e+01,1.436168899e+01,6.164889178e+01,9.186724042e+01,6.513445899e+01,4.551645154e+01,4.710956720e+01,2.612671663e+00,2.013028949e+01,8.337493830e+01,4.101534638e+01,4.472769752e+01,9.676758157e+01,5.986911676e+01
5.827111167e+01,8.767474811e+01,4.437744463e+01,6.164393549e+01,3.812390308e+01,7.263535826e+00,4.393359622e+00,5.938456777e+01,3.853792091e+01,4.465184968e+01,4.014914278e+01,3.713447733e+01,8.840461472e+01,4.705671920e+01,1.917913852e+01,2.962730712e+01,5.970810677e+01,9.515015640e+01,8.770900895e+01,4.042013587e+01,8.571697119e+01,7.616917206e+00
5.673293451e-01,3.732861574e+01,1.879242172e+01,7.297126101e+01,8.825506842e+01,9.300353537e+01,8.453115713e+01,8.382007631e+01,8.191296051e+01,4.162546709e+01,8.349708566e+01,4.268831146e+01,8.162603260e+01,6.219612524e+01,4.078623211e+01,3.869743467e+00,5.242131843e+01,8.161342819e+01,4.184626314e+01,6.280634224e+00,7.128748416e+01,7.732538778e+01
6.938370285e+01,3.058075550e+01,9.357956941e+01,1.994637641e+01,5.490413581e+01,7.184021213e+01,9.586958424e+01,2.386735165e+01,8.609098149e+01,4.651412645e+01,8.605360666e+01,3.969869362e+00,1.175950491e+01,9.236500313e+00,4.141947151e+01,2.970259354e+00,1.001648590e+00,4.355261481e+01,9.277263651e+01,3.343973945e+01,1.722971719e+01,4.461301838e+01
6.538527812e+01,8.531098279e+01,1.647667837e+01,1.618583265e+01,5.480130152e+01,3.364690468e+00,1.122374451e+01,3.502209563e+01,5.065229118e+01,7.254957580e+01,3.683770428e+01,4.773229806e+01,7.431356680e+01,1.645081211e+01,8.554602180e+01,3.733488568e+01,6.313957115e+01,6.202402905e+01,9.153311061e+01,5.144023036e+01,1.111236239e+00,7.099530708e+01
3.787947742e+01,7.830939699e+01,9.519817479e+01,6.715438485e+01,1.322875271e+01,8.586097832e+01,8.775681621e+01,7.142551869e+01,4.314606435e+01,1.321693774e+01,7.672308164e+01,1.057423110e+01,4.291705187e+01,6.426371462e+00,1.452900618e+01,8.004649345e+00,2.462439407e+01,6.946671154e+01,1.358400444e+01,7.108129417e+01,4.248788107e+01,4.813005732e+01
4.127641120e+00,1.199822610e+01,2.462583147e+01,7.858621299e+01,5.242963589e+01,5.760572244e+01,7.097192361e+01,4.761072622e+01,9.860859753e-01,9.104492107e+01,1.625895735e+01,1.634195759e+01,9.256477862e+01,2.491503602e+01,1.444108261e+01,6.172740066e+01,3.455709289e+01,9.127465182e+00,2.521725111e+01,8.699039724e+00,1.259930410e+01,2.150159576e+01
1.967743308e+01,6.946420585e+01,4.691280254e+01,8.441911347e+01,9.286838568e+01,2.686631865e+01,7.845459363e+01,5.697976347e+01,5.100018679e+01,8.401988682e+01,2.629917220e+01,4.846195956e+01,7.812922116e+01,3.703256954e+01,9.218237855e+01,5.936755627e+01,9.247620225e+01,4.720834144e+01,2.998729895e+01,3.373041908e+01,6.596492104e+01,2.880307658e+01
