v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58
4.945264076e+01,5.749191604e+01,1.350888119e+01,6.387876003e+01,2.362211423e+01,4.740122509e+01,3.007482244e+01,9.019686732e+01,9.743925632e+01,9.758220486e+01,4.305613203e+01,9.803227827e+01,5.099226224e+01,7.238641532e+01,9.039363832e+01,8.645604262e+01,6.803289374e+01,8.669410840e+01,6.791112095e+01,6.593370864e+01,4.836607069e+01,9.140244553e+01,4.303404131e+01,5.343470280e+01,5.995302046e+01,6.950026794e+01,7.234720684e+01,4.389013704e+00,7.856451751e+01,5.653258849e+01,4.213556960e+01,2.047568792e+01,2.428227771e+01,7.335530029e+01,5.551156202e+01,5.119791682e+01,1.674921488e+01,8.390014339e+01,2.703817985e+01,6.777133582e+01,3.009219723e+01,8.465041694e+01,2.857219873e+01,9.044509331e+01,3.191167984e+01,9.224039150e+01,4.744485011e+00,8.273110673e+01,6.266090490e+01,4.664012647e+01,9.927576843e+01,8.909572200e-01,3.238371437e+01,6.607311597e+01,9.537633269e+01,4.696988721e+01,8.530386398e+01,9.785027274e+01
8.665293713e+01,9.061088078e+01,2.832883684e+00,3.051364792e+01,2.998669531e+01,7.101172934e+01,9.798457776e+00,8.909342068e+01,6.729402447e+00,7.879162695e+01,5.128517923e+01,5.927018331e+01,1.746272214e+01,4.094958086e+01,4.859343477e+01,1.258481744e+01,9.063406009e+01,8.178703340e+01,6.533590050e+01,3.739438029e+01,7.005365768e+01,1.546711483e+01,5.921774289e+01,1.712173506e+01,2.174093631e+01,9.140400919e+01,3.250578311e+01,5.580428490e+01,7.584774343e+01,5.819046448e+01,5.600339059e+01,5.329938590e+01,1.321562683e+01,7.048195653e+01,1.069187498e+01,1.719937326e+01,5.658719516e+01,1.573102097e+01,7.419102805e+01,1.922848719e+01,4.335267785e+01,6.391424495e+01,2.941867238e+01,5.097098445e+01,4.751713616e+01,3.503781930e+01,2.572470847e+01,5.989950595e+01,3.981004696e+01,2.151640551e+01,3.567331921e+01,7.532763954e+01,1.986807667e+01,9.758844051e+01,3.587753141e+01,3.913464686e+01,5.668425751e+01,8.895907612e+00
4.027915493e+01,3.584342674e+01,2.686147789e+01,9.089229833e+01,8.858836491e+01,7.549652746e+01,9.614089098e+01,5.685618949e+01,8.616981866e+01,1.851953624e+01,2.291538966e+01,5.998633623e+01,4.680549821e+01,3.728658906e+01,1.605021564e+01,6.116405464e+01,2.480396096e+01,5.729469804e+01,1.757326561e+01,5.099573860e+01,6.479081607e+00,1.775020302e+01,9.956640931e+01,5.745405911e+01,9.658509170e+01,6.592404575e+01,7.436756607e+01,8.655761439e+00,3.593305754e+01,1.139744769e+01,6.891078493e+01,4.788737018e+01,2.608065095e+01,1.408041810e+01,5.789312671e+01,4.460021675e+01,9.404719296e+01,9.007339297e+01,4.777124183e+01,1.631084958e+01,7.820094471e+01,8.877876329e+00,7.471967622e+00,9.278009678e+01,5.522836048e+01,1.880963956e+01,3.977519700e+01,1.026143547e+01,2.463729624e+01,1.866962360e+01,6.851950070e+01,7.144788667e+01,6.567267200e+01,2.899071489e+01,4.408852538e+01,4.457352840e+01,6.402576615e+01,7.167003978e+01
3.035225012e+01,7.309003642e+01,4.698438824e+00,2.150593146e+01,8.867216911e+01,9.422434348e+01,1.862720401e+00,2.083086176e+01,3.017277062e+01,9.518702616e+00,1.553029847e+01,8.009274689e+01,9.298380359e+01,4.103865767e+01,2.665368257e+01,9.090656052e+01,1.272126473e+01,7.570537191e+01,1.279978147e+01,5.789469784e+01,7.865588524e+01,1.917564847e+01,7.464954629e+01,4.862134900e+01,6.172704642e+01,5.940795447e+01,7.903857735e+01,7.559435645e+01,1.906768486e+01,9.076083908e+01,6.815450400e+01,1.568102119e+01,2.036384668e+01,4.984852971e+01,7.140320375e+00,3.049556858e+01,4.600765962e+01,7.805447447e+01,2.910855057e+01,7.183502309e+01,4.171766759e+01,6.652879381e+01,5.792168930e+01,3.212565774e+01,6.388348721e+01,5.017838593e+01,4.310669855e+01,5.514782823e+01,6.309460389e+01,1.904968471e+01,3.429837721e+01,2.107476360e+01,9.452754925e-01,9.725794448e+01,3.909970690e+00,2.426978250e+01,3.718699992e+01,5.748825612e+01
7.040003202e+01,2.490890809e+01,2.209672627e+00,2.781840272e+01,4.496221404e+01,7.628434730e+01,3.693059916e+01,4.931538336e+01,8.083763404e+01,7.048809005e+01,3.354929509e+01,9.121100072e+01,5.436249964e+01,8.353065216e+01,7.774259651e+00,3.433916538e+01,8.538954749e+01,3.049078550e+01,6.818398212e+01,7.798166784e+00,3.398738042e+01,4.928735490e+01,9.388682203e+01,4.646035145e+01,2.713898474e+01,1.484043487e+01,1.598529110e+01,4.624591715e+01,3.690991527e+01,4.216181887e+01,5.373126416e+01,6.453696507e+01,6.791393589e+01,5.378991786e+01,3.569871099e+01,7.473481415e+01,9.412317216e+01,5.197028928e+01,5.721757593e+01,1.407507202e+01,4.886148892e+01,7.658162325e+01,7.831597603e+01,7.976893824e+01,3.694364979e+01,4.601169015e+01,4.346023148e+01,6.171632922e+01,4.042765613e+01,6.038102090e+01,6.729842723e+01,9.913483938e+01,4.831387838e+01,3.180101406e+01,5.945532336e+01,8.824109680e+01,2.958789731e+01,1.868209371e+01
7.255154216e+01,4.259881039e+00,2.425557273e+01,2.390232456e+01,5.976296024e+01,1.930862491e+00,1.493523532e+01,2.373156723e+01,5.782493701e+01,5.896553469e+01,3.728140730e+01,3.846212606e+01,3.916782803e+00,3.026848939e+01,1.918580627e+01,9.334571914e+01,5.084932839e+01,5.046054301e+01,6.140136235e+00,2.133212376e+01,8.190587763e+01,3.878707707e+01,2.220116381e+01,5.508393795e+01,7.031451965e+01,9.363197654e+01,1.357281275e+01,7.387237697e+00,8.916593577e+01,7.255728258e+00,8.904720958e+00,9.963534689e+01,1.058922331e+01,1.132902960e+01,4.561050333e+01,2.081239163e+01,3.739620345e+01,5.216950820e+01,6.225008229e+01,3.340531744e+01,1.781743327e+01,8.041459537e+01,2.697207588e+01,2.838361962e+00,5.844060340e+01,5.288232047e+01,5.431597598e+01,1.480724146e+01,5.035882735e+01,5.603858326e+01,1.611962095e+01,9.534207708e+01,7.526206713e+01,8.070182175e+01,4.168765589e+01,9.622286641e+01,4.133607053e+01,2.016915449e+01
1.856074011e+01,7.095296730e+01,6.786184195e+01,4.041759718e+01,6.188023301e+01,4.593312266e+01,6.118684541e+01,4.421737475e+01,2.988280088e+01,7.784707926e+01,9.522349069e+01,6.218657245e+01,5.537960862e+01,5.882982392e+01,1.084972503e+01,8.017150094e+01,2.226200945e+01,9.045536429e+01,6.624577531e+01,5.181021787e+01,5.821805161e+01,3.508674867e+01,6.408522036e+01,4.214090346e+01,5.729042770e+00,1.289104763e+01,9.346731894e+01,8.506940693e+01,3.473934910e+01,3.237020653e+01,2.732024111e+01,9.541698981e+01,8.137912830e+01,1.627454504e+01,7.127217439e+01,4.217948455e+01,1.529750102e+01,6.435097939e+01,2.780476976e+01,9.016603171e+01,7.465113868e+01,4.887179673e+01,9.617540051e+01,6.132838616e+00,1.071342822e+01,8.111686838e+01,6.555839664e+00,6.377820807e+01,2.030167471e+01,2.389191473e+01,8.916721779e+01,4.100978795e+01,1.620506083e+01,8.504865010e+01,6.793015061e+01,9.873393128e+01,5.172710782e+01,2.537672646e+01
5.758307549e+01,1.259088697e+01,9.820810205e+01,7.848729154e+01,5.060445043e+01,6.759239761e+01,1.194547572e+01,6.344169648e+01,7.249297586e+01,7.253592613e+01,2.009286111e+00,6.127401682e+01,6.058974127e+01,7.251939473e+01,6.564207622e+01,3.514868450e+01,2.511607170e+01,3.651081189e+01,3.854667970e+00,6.339324872e+01,5.390811364e+01,3.292896653e+01,5.053549527e+01,4.638484308e+01,4.004833090e+01,2.409644614e+01,9.808804741e+01,9.913488151e+01,8.136755663e+01,4.313654546e+01,4.398435444e+01,8.936535271e+01,4.539518202e+01,7.375262016e+01,3.358916379e+01,3.190637822e+00,9.351392984e+01,2.443302699e+01,9.245422723e+01,4.082970297e+01,7.877422311e+01,1.657929311e+00,4.028921909e+00,9.985961287e+01,2.887371612e+01,1.607301656e+01,9.209393693e+01,1.992393702e+01,5.125875151e+01,6.181676587e+01,7.390061242e+01,3.651875246e+01,1.606608277e+01,8.129658739e-01,3.129461656e+01,6.449344138e+01,9.414376249e+01,2.291195993e+01
6.967997632e+01,6.265212438e+01,8.913379329e+00,5.796533926e+01,3.266556340e+01,4.385560891e+01,4.656221737e+01,7.863674361e+01,2.547133795e+00,6.545533544e+01,2.744081940e+01,3.751480775e+01,1.712388551e+01,5.839222119e+01,3.223712885e+01,3.707399441e+01,3.383490265e+01,7.286203131e+01,8.241616515e+01,7.659745593e+01,3.476032852e+01,4.514177303e+01,1.452864577e+01,6.212666477e+01,4.763627558e+01,2.522448259e+01,9.132299798e+01,5.630367109e+01,6.839420572e+01,9.801698425e+01,1.699845264e+01,9.282797581e+01,1.656226343e+01,5.593926823e+01,7.407989085e+01,8.261385489e+01,4.318458812e+01,6.514732295e+01,5.082723375e+01,5.785532718e+01,6.254724347e+01,2.815186771e+01,1.348153379e+01,8.371406961e+01,4.108695209e+00,2.860918775e-01,3.705756287e+01,9.946062240e+01,2.808329243e+01,1.345937354e+01,7.251799762e+01,2.853641078e+01,6.113277602e+01,6.056887840e+01,5.858044615e+01,3.268193879e+01,5.680126751e+01,9.198008481e+00
1.890304092e+01,3.445436436e+00,9.289033865e+01,4.123081536e+01,3.718796657e+01,1.344078930e+00,2.577918374e+01,1.437570273e+01,7.026909590e+01,1.342422599e+01,4.705490118e+01,6.331927912e+01,1.060187368e+01,2.264238749e+01,2.788404371e+01,6.792332363e+01,5.113233414e+01,2.341489862e+01,3.074835648e+01,2.013146672e+01,2.167073226e+01,2.648943772e+01,1.838116024e+01,2.411888347e+01,9.225587482e+01,3.597144846e+01,3.301420440e+01,2.931949679e+01,6.558378740e+01,9.734866179e+01,3.546660723e+01,9.994882925e+01,1.768611831e+01,8.044171660e+01,2.089812006e+01,5.317245409e+01,4.552701593e+01,5.431260966e+00,9.138232307e+01,3.227797699e+01,9.949365791e+00,7.484969271e+01,1.048831780e+01,7.506882813e+01,3.565560776e+01,7.697823337e+00,8.836058790e+00,5.069810891e+01,9.970195575e+01,5.777280582e+01,4.612410841e+01,2.337600239e+01,2.636101203e+01,6.255618239e+01,7.196976681e+01,2.349131058e+01,6.142992795e+01,7.988047494e+01
3.676316239e+00,6.385731982e+01,2.067037327e+01,9.450265431e+01,5.379674569e+01,9.474982178e+01,7.070434877e+01,8.352846198e+01,7.405562321e+01,1.039334623e+01,2.446983628e+01,6.359656441e+01,6.049222123e+01,6.502591469e+01,4.277127750e+01,9.320796866e+01,8.932861449e+01,6.879644678e+01,5.860676183e+00,1.870663544e+01,5.603692673e+01,4.758586070e+00,5.572653463e+01,6.552433764e+01,5.688790962e+01,3.804820137e+01,3.515621669e+01,1.825675819e+01,9.736398223e+01,7.654711286e+01,2.476512658e+01,5.900660183e+01,7.975393827e+01,9.886890020e+00,7.787101138e+01,4.595840460e+01,6.177205283e+01,8.164823727e+01,2.206856739e+01,4.182799822e+01,8.696853619e+01,1.301845953e+00,7.771092953e+01,1.432329776e+01,6.495103654e+01,9.240903367e+01,1.513765969e+01,9.813086849e+01,9.760483726e+01,9.947193513e+01,2.571528913e+01,9.520826031e+01,6.719949266e+00,1.315802605e+01,4.972149612e+01,2.084671159e+01,8.314844656e+00,8.725565050e+01
4.629819418e+01,6.213261919e+01,5.103621384e+00,9.617594161e+01,5.638564050e+01,2.565365228e+01,5.322278231e+01,8.256863621e+01,7.582545999e+01,2.165791193e+01,4.207395987e+01,3.106671786e+01,7.437521768e+01,9.749354894e+01,9.520609828e+01,8.114527675e+01,9.577880061e+01,3.317955425e+01,9.307304780e+01,8.660680968e+01,4.331867929e+00,5.429350002e+01,2.055893369e+01,6.256116547e+01,5.133981369e+01,3.086533146e+01,8.177104001e+01,6.616277146e+01,1.814259351e+01,7.216213349e+01,2.311596667e+01,6.486602309e+01,7.133202374e+00,5.855820141e+01,9.971428619e+01,3.268802315e+01,4.327632293e+01,9.521846631e+01,4.617565463e+01,6.417794111e+00,4.718400471e+01,4.040126739e+01,8.471044236e+01,7.344354444e+01,4.055280059e+01,5.617191669e+01,9.879573333e+01,1.153808478e+01,2.268094351e+00,5.391741166e+01,3.255538189e+01,5.836020237e+01,2.480250062e+00,6.508671911e+01,9.139608185e+01,7.912129964e-01,5.082043412e+01,6.503740554e+01
4.079893231e+01,6.967414354e+01,9.014792232e+01,1.033450244e+01,2.778752035e+01,2.436393101e+01,1.163058151e+01,1.259475833e+01,2.948573516e+01,2.917468089e+01,1.034894748e+01,7.060597313e+01,7.063060024e+00,2.479503267e+01,9.486850450e+01,3.548736195e+01,7.899844756e+01,5.869917508e+01,9.902380144e+01,1.051510770e+01,1.090872000e+01,6.015599197e+01,4.348083148e+01,1.115289106e+01,3.198256069e+00,8.566505783e+01,6.751228497e+01,7.616295374e+01,2.222563299e+01,4.564246788e+01,8.233641728e+01,9.505186868e+01,1.071791471e+01,1.713609391e+01,5.072123768e+01,3.766108342e+01,6.824975462e+01,7.528431126e+01,2.327468813e+01,6.471299994e+01,4.618958152e+01,8.984869443e+01,9.694596488e+01,2.931584440e+01,4.362640126e+01,4.687823390e+01,3.390589468e+01,9.289276039e+01,4.907338312e+01,8.268403951e+01,2.973981023e+01,3.744815835e+01,3.180338150e+01,6.598245519e+01,5.622380271e+01,1.195377736e+01,9.916799191e+01,5.601506036e+01
8.230941528e+01,1.388653310e+01,5.642631745e+01,5.756286112e+01,1.295187287e+01,9.745542625e+00,7.273713130e+01,4.568969723e+01,1.331112001e+00,5.091777198e+00,2.599583355e+01,4.056023451e+00,1.737236574e+01,8.081778224e+01,5.346986244e+01,3.009881496e+01,1.973466966e+01,8.695645796e+01,1.593734248e+01,8.066433732e+01,8.656460158e+01,3.981846371e+01,3.576809106e+01,7.308967659e+01,7.298070540e+01,4.239077093e+01,2.853821216e+01,7.665675676e+01,1.746073841e+01,6.360023125e+01,6.091542894e+01,6.661578118e+01,6.774224359e+01,2.101598989e+01,9.102808312e+01,4.248902695e+01,3.830680437e+01,1.749645656e+00,4.881329991e+01,4.108059243e+01,1.327631144e+01,1.769944796e+01,4.663298723e+01,6.261255490e+01,4.109775818e+01,4.586392655e+01,1.383029695e+01,5.037532347e+01,8.367941637e+01,5.828709580e+01,8.195398311e+01,6.412124529e+01,7.266442448e+00,2.231896926e+01,3.497665778e+01,2.534225104e+01,2.527709104e+01,5.948304767e+01
4.615636308e+01,1.796088148e+01,9.063353950e+01,6.719890465e+01,3.705292766e+01,3.450977542e+01,4.645869183e+01,7.631624000e+01,2.778016177e+00,4.149290968e+01,3.927149326e+01,5.752804683e+01,4.460429694e+01,2.788994344e+01,5.374551186e+01,1.092024337e+01,6.759249597e+01,7.750215571e+01,8.585888043e+01,6.983512955e+00,2.458663959e+01,4.355545764e+01,5.868259582e+00,6.575657388e+01,3.368540310e+01,4.074508822e+01,9.977713741e+00,8.537640546e+01,2.584836072e+01,1.482637439e+01,6.378204426e+01,5.110862932e+01,7.155861832e+01,4.838610372e+01,1.104200045e+01,8.145349167e+01,2.314887167e+01,6.259634412e+00,4.221540980e+01,2.825312459e+01,5.970249858e+01,2.789754235e+01,1.652791016e+01,4.286484735e+01,8.241443120e+01,4.267821452e+01,4.686101783e+01,7.361454667e+01,3.217765999e+01,1.659520849e+00,6.544222075e+01,2.167541887e+01,5.938741513e+01,4.208803846e+01,9.450878511e+01,9.141103359e+01,8.034524232e+01,3.618695153e+01
4.352089783e+01,5.310721009e+01,5.075476141e+01,8.444272768e+01,4.458346449e+01,1.878561189e+01,3.094321047e-01,3.540800604e+01,7.446915340e+01,9.818858720e+01,1.094823507e+01,6.269539621e+01,7.012555076e+01,8.753903049e+01,7.533510651e+01,6.774625564e+01,4.292764220e+01,3.583294535e+01,3.990049627e+01,6.588465921e+01,8.887430504e+01,7.960397604e+01,2.299801235e+00,2.795019256e+01,6.685828232e+01,1.292099345e+01,1.080868459e+01,8.486745212e+01,6.583681163e+01,8.698575202e+01,9.720080450e+01,1.144813501e+01,5.541266921e+01,8.104642922e+01,4.550606958e+01,2.714087785e+01,7.153049061e+01,5.574926800e+01,4.391697517e+00,5.992597645e+01,3.841489462e+01,6.178490925e+01,2.201039452e+01,6.581486714e+01,7.861056799e+01,8.503277406e+01,1.669541286e+01,1.802560618e+00,2.026708749e+01,8.195775083e+01,7.093373648e+00,1.993667483e+01,6.052383758e+01,5.162733164e+01,8.157765988e+01,5.637138194e+01,5.309816250e+01,7.090890909e-01
1.123134609e+01,5.134877888e+01,1.158967438e+01,6.996138031e+01,8.567358769e+01,9.786573110e+01,5.306996469e+01,9.848527208e+01,4.463658202e+01,9.994487892e+00,8.320067508e+01,5.355259243e+01,1.790601322e+01,8.994063331e+01,5.674286011e+00,7.805932652e+01,7.889313156e+00,6.935098202e+01,8.459903795e+01,9.861069241e+01,2.197548684e+01,3.768408255e+01,5.954647444e+01,1.841792938e+01,5.667262245e+01,5.903153545e+01,7.185557496e+01,6.681414938e+01,3.927213726e+01,2.795844043e+01,9.302248445e+01,7.490521769e+01,2.080401014e+01,6.083630804e+01,1.168637190e+01,8.986451238e+01,2.308695325e+01,3.989392928e+01,4.964530806e+01,2.217079363e+01,5.322730587e+01,5.913786611e+00,9.995418685e+01,9.464631823e+01,8.607057993e+01,3.698136454e+00,2.987849339e+00,2.522756899e+01,6.974005478e+01,4.250523249e+01,1.429256723e+01,9.492876037e+01,1.877587292e+01,6.808746634e+01,4.202090301e+01,5.469539767e+01,7.565383337e+01,7.767424623e+00
4.722620711e+01,8.484486475e+01,6.083100484e+01,7.261890088e+01,4.748490307e+01,9.132344952e+01,3.837775157e+01,5.990575193e+01,9.319516338e+01,1.831058481e+01,3.810982039e+01,9.968364920e+00,1.693721316e+01,2.875379018e+01,6.881915584e+01,5.261779967e+01,3.263220248e+01,1.131049270e+00,6.157677133e+01,1.976773038e+01,8.634458718e+00,7.520291593e+01,3.523643993e+01,5.424897115e+00,6.671936689e+01,7.556146169e+01,7.122829687e+01,2.462952710e+01,6.464507667e+00,4.617197849e+01,7.181691522e+01,6.972394723e+01,1.576794877e+01,6.618151913e+01,2.777156135e+01,3.407204364e+01,4.876802865e+01,6.408005804e+01,5.749416715e+01,8.427379177e+01,6.125483279e+01,9.403602278e+01,9.987118791e+01,6.605889642e+01,8.748246126e+00,2.576017037e+01,8.318585220e+01,6.648950107e+01,6.350235368e+01,4.229436705e+01,3.975135548e+01,5.238973991e+01,8.123706564e+01,2.731560019e-01,7.242457040e+01,8.999019059e+01,5.449463752e+01,4.376286978e+00
6.173029004e+01,5.626832720e+01,8.976334499e+01,6.885560986e-01,2.630767820e+01,2.016695127e+01,4.232527655e+01,8.767934653e+01,4.713187402e+01,9.785046932e+00,6.821728765e+01,7.206060014e+01,4.328396824e+01,8.437951650e+01,7.406612423e+00,6.062144374e+01,4.391162174e+01,6.850914825e+01,7.473466891e+01,6.560013329e+01,9.783193257e+00,7.547653256e+01,4.698897562e+01,1.546496610e+01,4.751509363e+01,6.308497258e+01,2.431557795e+00,5.871323705e+00,6.629420130e+01,2.336389093e+01,6.200400294e+01,5.168882619e+01,7.804961274e+01,5.458718487e+01,3.703321789e+01,2.955444289e+01,7.565680149e+01,8.855145321e+01,7.460669166e+01,9.052356581e+01,7.684640288e+01,2.333264807e+01,2.886378902e+01,9.526927816e+01,4.405259901e+01,9.942936447e+01,3.754166776e+01,8.105375984e+01,1.033866707e+01,8.500786692e+01,2.865237865e+00,5.529172586e+01,2.299509907e+01,8.601212605e+01,3.716947201e+01,3.350648779e+01,3.241141865e+01,7.399885639e+01
1.651214726e+01,8.298749189e+01,7.486190686e+01,8.960844268e+01,3.051680373e+01,3.308615371e+01,4.448902494e+01,8.212029331e+01,8.990182518e+01,8.306907459e+01,3.666289119e+01,1.014582589e+01,7.607209333e+01,4.522163799e+01,6.441558893e+00,4.307161925e+01,5.884390993e+01,1.928828531e+01,6.009644952e+01,3.006407906e+01,4.638772807e+01,1.186332507e+00,2.637605620e+01,8.968965193e+01,2.870921030e+01,6.397562926e+01,5.513040967e+01,1.053688364e+01,3.039638129e+01,7.493784095e+01,2.861490793e+01,6.144813041e+01,2.402954865e+01,6.750899115e+00,6.865178887e+01,9.729538085e+01,1.133472470e+01,5.448877053e+01,7.567508649e+01,2.021520797e+01,5.839385499e+01,4.796816550e+01,9.593778634e+01,6.005859982e+01,1.528597529e+01,2.972031764e+01,9.916819273e+01,9.989628144e-01,8.639751034e+01,4.747578920e+01,9.131005203e+01,7.409834026e+01,1.995905133e+01,6.324693178e+01,2.031623436e+01,6.645109901e+01,8.182016442e+01,5.364023149e+01
1.635685092e+01,8.244747963e+01,4.083718526e+00,4.141669680e+01,7.401381252e+01,2.800577634e+01,5.475967644e+01,5.319347195e+01,5.192933501e+01,6.184011033e+01,8.121360442e+01,7.225711745e+01,3.854617150e+01,5.364672427e+01,9.512617969e+01,1.553934458e+01,1.784148459e+01,7.106440660e+01,9.616445085e+01,3.109463057e+00,2.503070389e+01,2.742031914e+01,1.815381341e+00,7.829919894e+01,1.961446283e+01,8.088621982e+01,4.465124484e+01,9.070641589e+00,7.081574228e+01,3.296682380e+01,5.239535499e+01,6.528199335e+01,3.202207095e+00,1.981788032e+01,8.962369839e+01,9.839535536e+01,3.485675884e+01,1.370508420e+01,8.791073865e+01,6.310472844e+01,7.706884958e+01,9.725621708e+01,9.717749890e+00,5.137555051e+01,9.008154359e+01,3.698403259e+01,5.781144823e+01,1.448176803e+01,9.898862397e+01,5.698335965e+01,8.092893108e+01,2.431549979e+01,6.525715496e+01,1.456176032e+01,7.239880921e+01,6.495693933e+01,8.469715170e+01,3.343465021e+01
3.342129412e+01,2.302313519e+01,4.893705573e+01,8.707510468e+01,2.421994243e+01,8.987612901e+01,8.733297322e+01,7.205593489e+01,2.065434655e+01,4.651464345e+01,8.455745408e+00,5.843964225e+01,4.658742287e+01,8.122569281e+01,5.716166052e+00,7.636304612e+01,5.774580250e+01,3.783788668e+01,8.558849361e+01,7.259889073e+01,6.209187545e+01,1.856224320e+01,3.870553835e+01,4.241759301e+01,1.192470184e+01,6.903685495e+00,6.082769800e+01,7.571984042e+01,1.422212530e+01,4.547119284e+01,5.636641968e+01,9.539173281e+01,4.256834783e+01,5.300516610e+01,3.467181307e+01,9.517507110e+01,3.922772778e+01,6.396056444e+01,9.637733841e+01,8.473584728e+01,2.915723143e+01,4.103018603e+00,6.810757196e+01,7.764811694e+01,6.592898227e+01,1.505188064e+01,2.382345835e+01,9.241088731e+01,2.274323267e+01,4.465672250e+01,5.556579272e+01,8.148355282e+01,5.915107459e+00,3.960576154e+01,9.776113570e-01,9.977883086e+01,7.053617179e+01,2.462319254e+00
5.933429173e+01,3.398882574e+01,2.828337626e+01,2.658793713e+01,8.362809506e+01,3.683452436e+01,3.600188210e+01,2.160427959e+01,5.283218465e+01,9.937884227e+01,2.693150406e+01,3.366127356e+00,2.225860799e+01,6.238057840e+01,6.762157054e+01,5.723150231e+00,6.127468817e+01,9.723234516e+01,5.562298164e+01,8.392322544e+01,7.066189055e+01,1.231354831e+01,3.818932587e+01,3.348716761e+01,2.608476908e+01,6.130545106e+01,8.982302593e+01,3.703316560e+01,8.697314875e+01,1.471698783e+01,6.852861681e+00,6.595725829e+01,5.191591845e+01,8.784106814e+01,3.406138490e+01,4.200834808e+01,1.417604904e+00,9.958683884e+01,2.739437392e+00,9.708914172e+01,4.583902388e+01,8.737548804e+01,5.748060572e+01,1.130529383e+01,2.474454847e+01,1.525467079e+01,2.867826645e+01,3.382325863e+00,7.198574069e+00,1.264354611e+01,6.504861873e+01,3.922843264e+01,5.473765562e+01,6.194346958e+01,1.024513004e+00,1.594419244e+01,4.567365189e+01,4.636666640e+00
1.520399879e+01,1.856926756e+01,2.142339989e+01,3.578852179e+01,2.010982618e+01,2.118005409e+01,5.535968437e+01,6.562551049e+01,8.045229734e+01,5.807841824e+01,6.009026278e+01,9.529879317e+01,8.803259506e+01,2.961114015e+00,2.594487489e+01,9.445485880e+01,6.913026184e+01,9.893380078e+01,6.404840576e+01,4.604742993e+01,2.798896519e+01,3.289487342e+01,3.860702088e+01,4.848131460e+01,7.594596751e+00,7.762663448e+01,4.505708307e+01,5.795562771e+01,6.195327938e+01,9.932521815e+01,4.357759401e+01,3.387942437e+01,8.663914074e+01,9.244423985e+01,1.996486126e+00,7.121311633e+01,7.887609383e+01,9.758285190e+01,8.825953951e+01,7.866675163e+01,4.744454023e+01,3.224434527e+01,4.870801293e+01,6.237313436e+00,6.829309317e+01,2.317796304e+01,3.739402624e+01,1.886453505e+01,2.001157197e+01,7.682774433e+01,8.416996319e+01,4.015877829e+01,9.045913551e+01,2.380229326e+01,4.483972285e+01,6.718286288e+01,8.727530783e+01,1.049180389e+01
6.358809347e+01,5.792448450e+01,9.453334971e+00,8.573603945e+01,3.045536478e+01,3.708507040e+01,6.280100756e+01,5.508615966e+01,5.753697374e+01,4.817856934e+00,2.660626549e+01,4.860205845e+01,1.006902577e+01,8.533693713e+01,4.913793618e+01,5.542271590e+01,6.713563601e+01,5.528564934e+01,4.005222227e+01,7.299324562e+01,1.672079562e+01,2.773217832e+01,3.682328199e+01,3.421631841e+01,2.477516126e+01,3.714792112e+01,6.207185791e+01,9.451202639e+01,8.008969372e+01,6.826422907e+01,6.399268411e+01,9.980218857e+01,8.296943681e+01,1.168718939e+01,8.590058731e+01,7.132568089e+00,5.029986872e+01,8.975238858e+01,6.873794556e+01,6.113441816e+01,7.819113399e+01,8.589736589e+01,3.955616241e+01,6.029233666e+01,2.561774698e+01,6.480751656e+01,9.063236443e+01,6.650398991e+01,6.945010045e+01,8.378683602e+01,1.394000694e+01,6.766563007e+00,4.537079047e+00,9.212977000e+01,4.637441912e+01,4.946924260e+01,6.553391266e+00,3.105154767e+00
4.563954251e+00,1.362477366e+01,5.941913996e+01,6.266633086e+01,3.739573854e+01,2.823345780e+01,5.288611600e+01,6.858840459e+01,2.263846511e+01,5.556834773e+01,4.577112729e+00,3.029099088e+01,6.525228444e+01,4.500548930e+00,1.496647973e+01,1.338333245e+01,1.841985245e+01,1.781602685e+01,5.539835993e+01,1.886187376e+01,7.701154986e+00,8.863673018e+01,5.079016711e+01,6.436265544e+01,3.648090994e+01,8.763084176e+01,3.696357960e+01,8.630892134e+01,2.412816512e+01,3.960247060e+01,8.557156976e+01,2.778041772e+01,6.005829874e+01,2.478667669e+01,7.694315359e+01,2.343067991e+01,3.465480653e+01,5.297194133e+01,8.216399356e+01,2.916282136e+01,3.318950411e+00,8.348397860e+01,3.584374563e+01,3.117189832e+01,5.176552774e+01,3.184168893e+00,4.805255341e+01,4.497593936e+01,2.344768317e+01,9.965465108e+01,4.788765481e+01,8.967056740e+01,3.586398451e+01,6.826895529e+01,9.801273774e+00,8.465725766e+01,4.942348152e+01,2.937499933e+01
