v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35
6.071066115e+01,6.012964614e+01,5.620524345e+01,2.218976889e+01,8.000279234e+01,5.946179937e+00,7.662033372e+01,2.020635964e+01,7.955920143e+01,6.482107314e+01,5.295009379e+01,1.745575735e+01,3.606481676e+01,5.862012184e+01,4.136731334e+01,8.294216031e+01,2.368960757e+01,9.287641022e+00,2.537195169e+01,6.916681653e+01,9.705993094e+01,3.736869398e+01,6.347330154e+01,9.117628381e+01,4.422745260e+01,9.768584237e+00,8.751862839e+01,5.089953926e+01,5.040044651e+01,2.993228273e+01,6.016547915e+00,3.314417721e+01,6.627682896e+01,4.623489774e+01,3.770743767e+01
8.116021377e+01,4.098529802e+01,5.932726831e+01,1.065737160e+01,6.757774294e+01,7.878348520e+01,7.264576866e+01,4.797736564e+01,6.588649523e+01,8.633190829e+01,4.631802889e+01,8.282828966e+01,4.302983561e+01,5.495075446e+01,3.217003817e+01,5.601678764e+01,9.724454379e+01,8.947683104e+01,4.676867795e+01,4.182324889e+01,8.867585438e+01,1.501029982e+01,1.644544691e+01,1.261057694e+01,3.213877380e+01,4.316001270e+00,1.731999751e+01,3.974581371e+01,5.260280791e+01,4.599342714e+01,8.288933255e+01,3.294225004e+01,4.007781419e+01,9.146298977e+01,9.112198897e+01
7.285702317e+01,2.250144731e+01,5.703504175e+01,4.140642649e+01,9.678970580e+01,3.866601253e+00,9.087446843e+01,9.334254375e+01,9.273089260e+01,5.475274515e+01,6.418948383e+01,8.167842668e+01,4.644005849e+01,3.529833035e+00,4.230455595e+01,3.141966226e+01,9.939565520e+01,5.429090315e+01,8.102418434e+00,2.721519815e+01,2.594476857e+01,8.919643768e+01,8.265879345e+01,9.328385894e+01,5.662237146e+01,6.414984834e+01,7.862595346e+01,4.193452235e+01,6.731020208e+01,7.896434871e+01,1.619459862e+00,9.766041811e+00,6.848351393e+01,9.351374821e+01,9.492516883e+01
7.149947930e+01,8.505936927e+01,6.543438564e+01,8.918499853e+01,7.142850497e+01,7.388326498e+01,5.540137100e+01,8.013890483e+01,4.593035641e+01,5.158281308e+01,8.191424172e-01,4.604595137e+01,9.006905138e+01,3.406357640e+01,1.109834305e+01,8.689771321e+01,1.373024363e+01,6.753846601e+01,8.301664068e+00,1.437713980e+01,7.937925741e+01,1.451356243e+01,3.510924991e+01,7.411870141e+01,7.495912899e+01,3.869190550e+01,7.295658648e+01,4.182087617e+01,8.284057266e+01,1.281754943e+01,2.259074768e+01,8.012879034e+01,1.186048064e+01,1.567396633e+01,3.863174179e+00
7.660564362e+01,9.356194991e+01,7.034270970e+01,4.327457653e+00,6.848113032e+01,2.792079764e+01,7.881478204e+01,4.902398385e+01,7.570445625e+00,8.624477024e+01,6.302711709e+01,2.597751063e+01,6.520181869e+01,9.042176603e+01,3.098335803e+01,8.429935127e+01,1.959582140e+01,7.880539832e+01,2.551833704e+01,1.012390120e+01,2.153811623e+01,3.599281175e+01,8.177506042e+01,8.353086681e+01,8.087592232e+01,2.074243521e+01,6.972513532e+01,6.839423845e+01,4.800655445e+01,6.551098965e+01,3.587508930e+01,6.854571362e+01,6.695008190e+01,2.349457398e+01,1.489312462e+01
4.967577987e+00,5.685074496e+01,6.760454517e+01,3.173208041e+01,2.808377447e+01,9.775432552e+01,8.714156548e+01,9.052218892e+01,2.562164797e+01,7.425445080e+01,6.201996382e+01,9.903512139e+01,2.529951239e+01,3.805577397e+01,2.249430955e+01,3.151805905e+01,2.346591675e+01,7.610718008e+01,4.860268860e+01,1.860366575e+01,5.612470457e+01,6.073650129e+01,8.450538161e+01,7.992696192e+01,5.843567794e+01,7.825717505e+01,3.131508396e+01,2.447819178e+01,2.135985357e+01,4.963165114e+00,6.259023236e+01,4.827616516e+01,3.391410272e+01,1.294093722e+01,7.364570698e+01
2.850964968e+01,9.634904601e+00,7.984536251e+01,2.476445243e+01,8.207785126e+01,4.775997830e+01,9.880114256e+01,8.228379888e+01,3.234377620e+01,2.648338170e+01,9.022247351e+00,7.274147710e+01,7.098816674e+01,1.484644235e+01,9.765193758e+01,2.934760991e+01,8.200129413e+01,5.270767617e+01,8.101187570e+01,7.001867995e+01,1.383309387e+01,7.127903695e+01,8.080155107e+01,4.245005181e+00,2.155253794e+01,3.247584200e+01,8.232500710e+01,3.157926398e+00,3.779088855e+01,5.047150061e+01,3.172756208e+01,9.786274204e+01,3.269055650e+01,6.130263495e+01,6.078539148e+01
4.860421284e+01,7.403074673e+01,7.796996138e+01,2.038484418e+01,9.714859028e+01,1.764690674e+01,3.990126871e+01,8.096723968e+01,6.119187388e+01,4.645714178e+01,6.195840341e+00,2.867883313e+01,5.592374186e+01,1.123595343e+01,4.760830949e+01,8.364473753e+01,2.314118790e+01,2.116736977e+01,3.194423029e+01,1.233076906e+01,8.097707052e+00,5.605918984e+01,5.490919206e+01,6.063895052e+01,8.706362321e+01,5.726003648e+01,3.760320200e+01,6.099150234e+00,2.521436023e-01,6.286887271e+01,9.344739331e+01,6.621312138e+01,7.835549859e+01,2.146070727e+01,4.620860784e+00
9.662358784e+01,4.450416230e+01,5.885901809e+01,9.833908707e+01,9.910112903e+01,2.113127896e+01,4.194057250e+00,4.540283914e+01,4.037650676e+01,5.058993768e+01,2.756765257e+01,2.518967486e+01,9.872219392e+00,7.611923450e+01,8.130389488e+01,4.968703973e+01,4.827912009e+01,9.303872916e+01,7.769604518e+01,5.521670551e+01,6.763187359e+01,4.823294750e+01,1.252878459e-01,4.431962866e+01,6.526023236e+01,7.788640374e+01,8.604099960e+01,5.393669705e+01,4.284313523e+01,8.098826140e+01,4.478373099e+01,5.671798897e+01,7.292044422e+01,3.793026172e+01,9.181370263e+01
9.048755882e+01,2.392276995e+01,6.906097357e+01,6.159130996e+01,1.485621847e+01,6.366225745e+01,7.190644262e+01,3.926655457e+01,6.417641361e+01,6.189068283e+01,3.154060554e+01,9.383077485e+01,6.814239618e+01,7.395248912e+01,8.469936570e+01,1.024149495e+01,6.936718709e+01,1.411724282e+01,9.056497939e+01,1.856660543e+01,3.752822194e+01,3.451645584e+01,9.343195829e+01,7.165615397e+01,4.976278533e+01,1.864053280e+01,6.431965012e+01,6.060913590e+01,1.907424574e+01,6.535133462e+01,2.184595242e+01,4.423630715e+01,4.892063003e+01,6.341913474e+01,9.716313601e+01
5.430910521e+01,4.435352354e+01,5.219395818e+01,6.537265241e+01,9.468720672e+01,6.210883415e+01,9.013523985e+01,8.351058783e+01,7.859557019e+01,5.358446577e+01,6.475191697e+00,6.469338808e+00,3.713497520e+00,3.356115068e+01,6.033831856e+01,1.753306455e+01,2.911039047e+01,9.081834288e+01,8.506828917e+01,7.347906752e+01,7.308464396e+01,4.606640583e+01,9.731862562e+01,1.539001579e+01,7.708627206e+01,3.539049605e+01,6.119850629e+01,2.803964732e+00,4.245136427e+01,4.104795298e+01,3.105699230e+01,4.326023715e+01,8.011465969e+01,9.201449235e+01,1.854032824e+01
8.948769011e+00,2.858541946e+01,4.959413168e+01,8.308117291e+01,5.623479893e+01,3.243938880e+00,4.560153933e+01,4.195446690e+01,8.300392110e+01,2.822402337e+01,2.867730749e+01,2.364948025e+00,5.244514046e+00,5.557988292e+01,7.496595257e+01,7.650591931e+01,2.794743694e+01,2.170429569e+00,6.208685754e+01,6.207292048e+01,2.135439631e+00,9.736331174e+01,8.877409822e+01,6.749045862e+01,4.822001831e+01,6.751798186e+00,8.442588528e+01,4.116975751e+01,5.466142305e+01,2.375354455e+01,8.770108290e+01,5.060503500e+01,3.693955354e+01,6.395765815e+01,9.373974934e+00
4.983396359e+01,2.871476526e+01,3.346434052e+01,6.525159829e+01,8.611732957e+01,5.136419879e+01,2.186689747e+01,3.525026936e+01,7.752070272e+01,3.028957566e+01,5.055562821e+01,7.978619234e+01,8.996512307e+01,5.787010529e+00,5.921907005e+01,1.805831752e+01,2.034438482e+01,4.045250422e+00,8.081621431e+00,2.214249140e+01,4.329841691e+01,6.639938079e+01,6.581129197e+01,4.660987771e+00,7.203950668e+01,3.412878526e+01,1.244205474e+01,9.810973145e+01,4.509499146e+01,4.196414047e+00,7.323873460e+01,8.541270631e+01,1.543100359e+01,7.043914889e+00,3.996854503e+01
7.060202186e+01,6.313367292e+01,2.182040405e+01,3.820111989e+01,6.340579052e+01,3.139492528e+01,3.362998289e+01,7.187765005e+01,9.505453563e+01,2.112329788e+01,8.815029872e+01,8.666898975e+01,8.306813490e+01,7.451267485e+01,4.205433275e+01,7.204868963e+01,6.730263089e+01,7.875646119e+01,2.186559373e+01,8.967323112e+00,5.399410883e+01,9.114409791e+00,8.997664525e+01,4.192285639e+01,3.400848582e+01,5.401435661e+01,8.586846974e+01,9.258469029e+01,3.471100589e+00,4.946778520e+01,9.972377098e+00,8.450485538e+01,4.566241102e+01,4.216587660e+01,8.212587127e+01
5.566002099e+01,7.683985870e+01,4.383978100e+00,5.988352248e+01,1.204628312e+00,1.764896956e+00,4.162096293e+01,3.216788867e+01,8.961176424e+01,3.425919777e+01,9.869819522e+01,6.782225079e+00,2.445904578e+01,1.915872544e+01,5.415206689e+01,8.638293952e+01,9.416772691e+01,9.127067989e+01,7.859867550e+01,9.451724638e+00,6.747836444e+01,9.358458476e+01,8.215182992e+01,5.498607475e+01,9.680203452e+01,7.130751958e+00,1.989083257e+01,2.976244931e+01,3.317955890e+01,4.248034072e+01,6.143200476e+01,3.142387179e+01,2.518794317e+01,3.588367872e+01,2.876434289e+01
2.809220555e+01,7.380848728e+01,4.346893478e+01,3.300564177e+01,7.350029187e+01,1.869916387e+01,8.148295245e+01,5.911387612e+01,1.382068690e+01,5.095168583e+00,6.392874802e+01,6.689208908e+00,2.989884355e+01,3.995799312e+01,4.512875697e+01,8.198574400e+01,2.109578068e-02,4.546504647e+01,8.091728119e+01,1.884147589e+01,9.730750120e+01,2.141467478e+01,8.406806468e+01,4.924307470e+01,4.261642167e+01,4.118789350e+01,4.124832960e+01,3.081435857e+01,9.830108944e+01,8.262849588e+01,8.677145369e+01,5.956946220e+01,8.251596056e+00,8.450487033e+01,8.691880377e+01
2.920876320e+01,9.695606923e+01,7.382158618e+00,5.928763434e+00,4.613801990e+01,3.289609009e+01,1.137684866e+01,3.483158744e+01,6.179913594e+01,3.963706124e+01,4.427458986e+01,8.979805871e+01,7.894178739e+01,8.194859335e+01,4.504558329e+01,5.256052093e+01,7.695294219e+01,7.337174231e+01,1.038488958e+00,2.320331659e+01,2.339799612e+01,7.637941753e+01,9.208543335e+01,8.255405710e+00,5.444535404e+01,6.148882585e+01,9.763414647e+01,6.199976668e+01,6.333621973e+01,8.977344676e+01,2.656352776e+01,9.829999194e+01,1.297571258e+01,4.280535488e+01,3.261867544e+01
8.418700291e+01,1.618185326e+01,2.605561835e+01,1.700203346e+01,3.737322923e+01,8.645456159e+01,3.476263571e+01,4.677696392e+01,1.244989721e+01,7.531470516e+00,8.135700546e+01,2.348778359e+01,1.407800986e+01,8.444946470e+01,7.805455466e+01,4.515469164e+01,5.491847215e+01,4.346856281e+01,5.863921024e+01,4.500019324e+01,9.899860810e+01,7.473712271e+01,2.465926934e+01,5.802794435e+01,1.755334507e+01,6.013722893e+01,4.335982112e+00,9.276902759e+01,9.638484736e+01,8.498747914e+01,2.829038243e+01,4.601611529e+01,7.601099178e+01,3.192059295e+01,2.822104279e+01
2.598483735e+01,7.780401512e+01,1.115826580e+01,7.430031327e+01,1.798959537e+00,7.283978354e+01,8.257109145e+01,9.116590492e+01,2.851064776e+01,2.307856848e+01,8.957436722e+01,9.082330961e+01,1.442913522e+01,7.926623492e+01,4.418526479e+00,8.055810233e+01,3.505846478e+01,4.185256049e+01,3.979516616e+01,1.928908793e+01,6.506070247e+01,1.516892842e+01,1.965969648e+01,7.201473507e+00,4.060020350e+01,2.032565046e+00,7.853668642e+01,3.818318381e+01,2.932569261e+01,8.403845657e+01,5.179321096e+01,2.211378954e+01,2.676752613e+01,3.413118899e+01,4.709937598e+01
3.426570252e+01,6.968585833e+01,9.693769258e+01,6.946590552e+01,3.365771103e+01,7.101922194e+01,2.787538455e+01,8.179440558e+01,7.476134584e+00,9.523735308e+01,6.525921293e+01,5.144174481e+01,8.667650026e+01,7.694615998e+01,2.057306283e+01,8.882548672e+01,2.193723947e+01,1.508495255e+01,8.207149446e+01,5.451588499e+01,7.322749412e+00,9.080984761e+01,7.898082300e+01,5.796084407e+01,9.844622281e+01,2.976157388e+01,8.731391248e+01,8.289312881e+01,7.992109856e+01,4.314120885e+01,4.469240639e+01,4.193356432e+01,8.784053704e-01,8.271247495e+00,5.634766992e+01
1.270411234e+01,6.529222493e+01,5.435935363e+01,5.300376133e+01,8.844443322e+01,8.719217811e+01,5.079536457e+01,9.529876002e+01,5.245478554e+01,6.664922478e+01,3.618752045e+01,6.247291258e+01,2.225554167e+01,1.719894484e+01,7.616506892e+01,2.118010703e+01,1.357845507e+01,6.628743029e+01,8.301110669e+01,6.481169295e+01,3.986999100e+01,8.512261932e+01,4.918365872e+01,2.460975066e+01,1.159193520e+01,1.238009604e+01,4.266710514e+01,6.052057424e+01,4.545292227e+01,2.098505992e+01,5.587621969e+00,5.898687418e+01,2.041036923e+01,6.638158260e+01,4.841353397e+01
5.462202220e+01,6.178610271e+01,7.974702648e+01,7.259923961e+01,2.241435844e+01,3.698636166e+01,5.994897476e+01,6.686158526e+01,8.212744904e+01,7.793291630e+01,1.561794159e+01,9.456445349e+01,1.945868662e+01,3.561036971e+01,3.891155961e+01,7.384457948e+01,5.609084645e+01,4.246606754e+01,2.834157730e+00,4.678846428e+01,5.047153410e+00,4.533305346e+01,7.615697903e+01,8.322410615e+01,1.924796248e+01,8.595130671e+01,9.517512846e+01,7.522019074e+01,8.700089736e+00,8.425055900e-01,8.558897499e+01,4.183191167e+01,1.521894060e+01,2.563334078e+01,4.605894631e+01
1.757387916e+01,1.919462441e+00,8.877432765e+01,2.754286103e+01,6.092865990e+01,2.124302846e+01,6.370991136e+01,9.369466203e+01,8.651793478e+01,4.783895758e+00,9.357714973e+01,6.337712718e+01,4.125989179e+01,9.245075613e+01,8.707315865e+01,1.835307937e+01,8.883374879e+01,5.465682492e+01,4.887774709e+01,6.140619264e+01,7.805838578e+01,7.117349575e+01,1.514123172e+01,6.902504939e+00,7.076933283e+01,3.511607302e+01,6.327337103e+01,4.859222719e+01,2.473856534e+01,1.974313501e+01,2.608512208e+01,1.940303447e+01,2.774207579e+01,3.760716824e+01,7.923234037e+01
2.334429581e+01,6.748863933e+01,9.276295685e+01,1.597795060e+01,8.298263776e+00,9.264635226e+01,2.747209754e+01,2.332874208e+01,8.414162990e+01,8.736019861e+01,9.156457388e+01,1.646081498e+01,9.543970051e+01,1.009655544e+01,5.241549742e+01,3.218088783e+01,5.217508181e+01,3.372281213e+01,1.927023391e+01,7.925270149e+01,6.151831874e+01,2.488221880e+00,1.859237512e+01,8.103598243e+01,9.741202632e+01,6.521467316e+01,9.505032567e+01,4.143215285e+01,4.791285919e+01,5.867876994e+01,2.430203403e+01,4.354709245e+01,4.976936795e+01,5.670663440e+00,2.249078749e+00
4.163238892e+01,2.120968099e+01,7.174624957e+01,1.517922292e+01,3.784348000e+01,4.627709366e+01,3.752915009e+01,2.588702338e+01,2.004191762e+01,6.539983574e+01,2.345989205e+01,4.449807476e+01,4.669435927e+01,8.306259800e+01,9.492745323e+01,1.550159550e+01,3.495211817e+01,5.620623653e+00,5.380034600e+01,5.558508573e+01,5.563730606e+01,1.626816508e+01,9.991719741e+01,5.895663380e+01,8.200821959e+01,7.485733139e+01,7.534554772e+01,8.514325833e+01,1.883928460e+00,6.570024685e+01,3.929475092e+01,5.432079150e+01,7.398764354e+00,2.971305701e+01,5.922688187e+01
1.023728456e+01,6.991874937e+01,1.214297660e+01,8.871435164e+01,2.545353187e+01,9.153514268e+01,3.124243015e+00,1.273837810e+01,5.885578281e+00,8.425497943e+01,7.773324919e+01,5.758800729e+01,8.467198601e+01,6.448980872e+01,4.263751055e+01,2.282878930e+01,3.763591920e+01,7.675415226e+01,5.056932813e+01,9.786437385e+01,5.168077798e+01,3.809678578e+01,9.033793591e+01,7.048378168e+00,1.514195228e+01,2.438778868e+01,7.328581561e+01,6.883003112e+01,2.009299166e+00,5.541912830e+01,7.263736668e+01,7.178407881e+01,3.380924960e+01,6.610789504e+00,3.989233468e+01
7.304065453e+01,7.738597420e+01,1.842170288e+01,3.716541063e+01,2.822585449e+01,4.815569247e-01,9.717348891e+01,9.703511787e+01,8.562811439e+01,4.090349055e+01,1.128904244e+01,1.013997185e+01,3.243057923e+01,4.346691009e+01,1.457147222e+01,4.297984267e+01,4.486017033e+01,5.128999031e+01,7.917930273e+01,1.425240335e+01,2.324016935e+01,4.803192635e+01,7.123206103e+01,9.656844082e+01,8.474542224e+01,9.527038279e+01,8.548320823e+01,6.788386889e+01,6.127011264e+01,8.431057740e+01,3.664268410e+01,8.196058066e+00,1.484863256e+01,8.240695275e+01,5.373950680e+01
2.612289656e+01,9.897443927e+01,4.305455848e+01,8.277981004e+00,5.338584060e+00,6.431084235e+01,4.181244123e+01,3.945137917e+01,9.018695207e+01,8.674025040e+01,5.225576879e+01,6.587535562e+01,6.835990097e+01,4.758619280e+01,4.535281760e+01,6.529635899e+01,3.396453917e+01,5.748222905e+01,1.232048767e+00,7.159331349e+01,8.648576962e+01,2.174402762e+01,8.819749521e+01,7.226180664e+01,4.254460186e+00,8.985719993e+01,5.312142765e+01,3.535604352e+00,4.328566337e+01,7.791927675e+01,4.161427216e+01,1.954766319e+01,9.755376918e+01,1.480253898e+01,2.779794860e+01
6.861168526e+01,4.309006852e+01,4.895202024e+01,8.578801654e+01,6.125145970e+01,6.328273835e+01,7.865059356e-01,2.286451000e+01,4.907469207e+01,6.671287050e+01,2.676635090e+01,5.957434481e+01,5.773496419e+00,3.249195553e+00,2.965134860e+01,8.101692263e+01,6.027186752e+00,5.973653872e+01,6.489166102e+01,1.677628733e+01,4.783495504e+00,4.560771915e+01,7.242376202e+01,6.712876035e+01,7.064976420e+01,9.621372282e+01,8.269763108e+01,8.856423098e+01,6.962871516e+01,3.692574549e+01,7.714551822e+01,7.264708425e+01,9.696322299e+01,1.337551279e+00,4.157550576e+01
7.575198297e+01,6.051915687e+01,3.970282210e+01,4.120055169e+01,6.176053045e+01,9.415911396e+01,1.168482270e+01,6.017435042e+01,3.852836995e+01,4.888441905e+01,9.444601967e+00,8.229224208e+01,7.108871142e+01,6.600172114e+01,7.124939856e+01,9.652934621e+01,4.051458036e+01,2.814565168e+01,9.509352928e+01,5.960476750e+00,7.410275767e+01,3.923567010e+00,6.142768809e+00,8.665710747e+01,4.275983931e+01,5.283826927e+01,6.631100304e+01,7.220513020e+01,5.197859645e+01,6.681819652e+01,1.559460565e+01,4.979830022e+01,3.459589059e+01,3.270360159e+01,8.168592644e+01
9.353507920e+01,2.149529809e+01,7.884385936e+01,2.854331153e+01,1.063317218e+01,7.349531356e+01,1.292495423e+01,2.988523330e+00,7.205887248e+01,5.316040251e+01,2.593586413e+01,5.222388955e+00,3.898353257e+01,8.794953229e+01,1.233905435e+01,5.690930594e+01,5.541455513e+01,1.558160956e+01,9.759572578e+01,2.139489864e+01,4.907935896e+01,5.306467158e+01,8.513580121e+01,3.988357285e+01,2.096225760e+01,6.866369920e+01,2.227988306e+01,9.124932512e+01,8.375853342e+01,3.556368270e+01,3.365962794e+01,1.047103769e+01,2.790907860e+01,6.800904664e+01,3.812118488e+01
1.091905794e+01,2.531570249e+01,6.134500207e+01,9.733433193e+01,8.036167743e+01,8.080239199e+01,2.281858243e+01,8.240720643e+01,4.574225308e+00,7.986179267e+01,5.806423602e+01,5.571262233e+01,2.516929749e+00,1.768566653e+01,1.929820164e+01,4.338756796e+01,3.284303118e+01,5.301217818e+01,7.079006975e+01,2.819626752e+01,3.665442110e+00,6.420365363e+01,8.522686066e+01,9.974257568e+01,6.409557248e+01,8.823276009e+01,8.452105003e+00,5.187850347e+01,3.919696075e+01,2.512937705e+01,8.538435490e+00,5.454580081e+01,7.613833548e+01,4.959609673e+01,6.708681808e+01
3.668650191e+01,6.615952275e+01,8.243345621e+01,1.505107133e+01,2.130345824e+01,1.473622278e+01,7.548719862e+01,6.205015850e+01,4.145863970e+01,9.109416005e+01,8.510835113e+01,1.465834620e+01,9.680204211e+00,4.847497019e+01,4.467855296e+01,1.614542978e+01,1.250950378e+01,8.395166046e+01,8.485319599e+01,1.042307343e+01,3.248949691e+01,6.340536020e+01,2.667552886e+01,8.025938492e+01,2.796705110e+01,8.492226874e+01,6.182870619e+01,2.133457840e+01,5.450536821e+00,8.628865811e+01,4.644001145e+01,1.259345424e+01,7.775572587e+00,6.458395908e+00,7.990867611e+01
5.803503612e+00,3.791918461e+01,5.358697535e+01,4.938071160e+01,5.138724309e+01,8.513852861e+01,7.961591828e+01,4.864429451e+01,8.947414206e+00,6.893266037e+01,7.477448539e+01,2.267881771e+01,1.261680564e+01,5.857190544e+01,5.015650587e+01,5.013092854e+01,4.122923930e+01,1.193277945e+01,1.603189142e+01,3.815846261e+00,6.586251619e+01,2.717163966e+01,5.229176695e+01,7.113373480e+01,1.942661990e+01,9.007874579e+01,2.547888868e+01,1.634802318e+01,7.895263876e+01,2.873694474e+01,2.724302212e+01,4.498727487e+01,3.763476526e+01,4.251399201e+01,8.376877035e+01
8.249025396e+00,7.756859722e+01,5.224500838e+00,2.156520891e+01,7.825795447e+01,4.122883539e+00,2.809103370e+01,5.265025413e+01,3.799835317e+01,9.309556247e+00,9.336602374e+01,7.826657091e+01,9.698188688e+01,4.764235383e+01,1.053077960e+01,1.797004972e+01,3.955613324e+01,2.488270731e+01,9.429959363e+01,7.826366702e+01,3.682258059e+01,5.413040836e+01,5.479000869e+01,9.481967670e+01,2.428166638e+01,8.687031663e+01,6.253104795e+01,6.286477264e+01,6.577450588e+00,3.949409720e+01,5.122617694e+01,7.145865260e+01,6.648277606e+01,9.760558460e+01,5.972445809e+01
8.484947624e+01,7.986127823e+01,9.757039198e+01,6.817917465e+01,1.406316615e-01,5.710716507e+01,6.524010245e+01,9.258099250e+01,6.089364118e+01,9.952428781e+00,9.314365540e+01,2.372331223e+01,2.663609416e+01,3.272025447e+01,7.233255557e+01,2.158144773e+01,5.214858354e+00,2.034969364e+01,5.139098731e+01,9.949594038e+01,5.352648301e+01,9.439936292e+01,8.845743148e+01,6.208606045e+01,7.504009475e+01,4.755988692e+01,9.811452811e+01,4.303204976e+01,9.398857242e+01,6.985997418e+00,1.629296589e+01,9.933044777e+01,7.683032993e+01,7.259439105e+01,8.560874676e+01
2.236732839e+01,9.424476707e+01,5.473116501e+01,3.183273902e+01,5.763579318e+01,8.173776853e+01,5.309242948e+01,2.185808346e+01,3.561486946e+01,2.097729311e+01,2.712621405e+01,5.066285071e+01,3.534913400e+01,6.316300932e+01,7.171842623e+01,3.696455254e+01,3.320439558e+01,2.441877473e+01,7.419538245e+01,5.970292800e+01,9.684265410e+01,8.722208638e+01,3.255585268e+01,4.556134560e+01,9.354644455e+01,4.884718555e+01,3.906406138e+01,4.501233352e+01,4.967203448e+01,1.380669487e+01,4.193846851e+01,7.826714285e+01,2.899219823e+01,5.351914568e+01,2.586095500e+01
7.527417864e+01,1.869010645e+01,6.224342709e+01,2.314645834e+01,1.864332387e+01,1.841650581e+01,8.266937342e+00,6.288186733e+00,2.922598390e+01,4.359926532e+01,1.478917984e+01,5.287964488e+01,9.782537952e+01,3.222195537e+01,2.796296890e+01,4.789955176e+01,3.188090074e+01,1.733191808e+00,7.321464670e+01,4.139340962e+01,8.726669443e+01,5.560991203e+01,6.850650995e+01,2.659447438e+00,5.054195709e+01,5.893797863e+01,5.178247186e+01,1.543366385e+01,7.170845802e+01,8.651965370e+01,5.737173854e+01,9.798430198e+01,5.957805226e+01,1.128751798e+01,1.786408978e+00
6.851984791e+01,8.117598328e+00,9.308256942e+01,4.574658812e+01,6.383910382e+01,2.206139639e+01,8.327247000e+00,5.375039725e+01,1.324993032e+01,8.911325078e+01,5.187836840e+01,2.003996122e+01,1.067944339e+01,3.688797622e+01,5.570156353e+01,7.165311351e+01,8.901335366e+01,4.170537841e+01,2.388171631e+01,5.826679488e+01,2.304235996e+01,7.740299784e+01,5.871425409e+01,9.338684978e+01,2.334763779e+01,4.621014548e+00,7.902390977e+01,7.034094642e+01,5.752781244e+01,4.622778106e+01,2.977148598e+01,2.743242663e+00,6.875159908e+01,4.574739739e+01,5.916561358e+01
1.320017580e+01,1.141422330e+01,3.296221567e+01,4.536368201e+01,1.642390648e+01,2.802828471e+00,8.291623171e+01,4.145785422e+01,6.257322478e+01,8.709651181e+01,4.102583899e+01,3.607218891e+01,7.996842545e+01,6.198151714e+01,3.648641850e+01,7.076102736e+01,4.391260851e+00,6.777673042e+01,1.792991319e+01,2.229972161e+01,9.537979690e+00,9.121795362e+01,5.724429962e+01,1.669511067e+01,7.132099401e+01,4.711717026e+01,4.499477623e+01,7.975910050e+01,6.499250743e+01,7.670123497e+01,3.354586065e+01,5.442605130e+01,9.607468689e+01,4.096130382e+01,4.028833112e+01
7.224466036e+01,2.644701153e+01,4.102607827e+01,1.904160247e+01,2.934062430e+01,7.911054734e+01,9.873006705e+01,1.355320382e+01,7.720530653e+01,4.088026772e+01,6.773275419e+01,5.711527135e+01,2.418492980e+01,6.783697253e+01,7.971412955e+01,3.270959499e+01,9.363724964e+01,4.514468857e+01,4.237198132e+00,8.925221883e+01,4.882309001e+01,5.389469289e+01,9.793753084e+01,3.183495600e+01,8.060755416e+01,9.841340532e+01,9.664080327e+00,3.220852104e+01,6.709087104e+00,4.309865333e+01,7.756897725e+01,2.040615631e+01,8.519887741e+01,3.990387219e+01,3.569194258e+01
8.025627630e+01,3.815326556e+01,3.721307640e+01,7.595270457e+01,2.368447408e+01,4.920031602e+01,3.198037174e+01,7.891278742e+01,8.098253234e+01,7.607214134e+01,5.132191793e+01,7.572699026e+01,3.230043167e+01,3.482089611e+00,2.112855947e+01,4.496125440e+01,9.152294782e+01,3.443786620e+01,4.188861706e+01,4.910179193e+01,1.629955376e+00,5.825530530e+01,6.650629367e+01,4.512972302e+01,7.278070835e+01,7.496852104e+01,4.111344814e+01,3.198580177e+01,8.105110910e+01,2.949573267e+01,5.101686716e+01,6.888078338e+01,8.267877169e+01,2.151212707e+01,7.966065844e+01
9.619644254e+01,4.525622170e+01,9.185035882e+01,8.598460742e+01,8.511809774e+01,1.075689810e+01,5.656353508e+01,2.049159422e+01,1.822612441e+01,1.645672917e+01,6.133116279e+01,3.580600845e+01,8.186348217e+01,2.461637490e+00,7.216556223e+01,5.307162850e+01,4.978410567e+00,2.668901241e+01,4.848229181e+01,6.134894775e+01,1.826202790e+01,3.716668392e+01,2.658175261e+01,3.361135642e+01,1.414631099e+01,4.979921641e+01,9.951944742e+01,1.870851101e+01,9.907808684e+01,4.869035510e+01,4.023818380e+01,4.828411127e+00,2.734306318e+01,8.179147616e+01,2.862118821e+01
7.388392229e+01,4.735099288e+01,2.592682566e+01,5.596479189e+00,1.115916296e+01,8.169203652e+00,5.446212784e+01,6.782213202e+01,5.899542751e+01,1.503985552e+01,9.547411291e+01,9.644020955e+01,7.806361778e+00,7.055125976e+01,6.335165061e+00,5.965178993e+00,3.932776395e+01,7.642650137e+01,7.239503809e+01,2.365153264e+01,6.031733528e+01,8.520793762e+01,9.509092537e+01,4.773346686e+01,5.893854851e+01,4.953675858e+01,7.089210664e+01,4.606546031e+01,4.991118651e+01,1.994277959e+01,9.223094378e+01,8.520652219e+01,3.292741178e+01,8.690993646e+01,9.150373964e+01
