v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72
9.898539507e+01,2.492393595e+01,6.146180970e+00,1.673552902e+01,8.592136268e+01,6.041863038e+00,5.442752403e+01,5.456406888e+00,9.362199572e+01,4.855708740e+01,7.411090809e+01,7.001532694e+01,8.862589167e+01,7.108075231e+01,3.283786837e+01,5.371013210e+01,5.779385305e+01,7.759793982e+00,6.915378658e+01,1.073520839e+01,5.829177194e+01,4.123868416e+01,4.751112424e+01,7.739673154e+01,7.759302036e+01,3.747487045e+01,3.717346839e+01,6.703076987e+01,4.795331493e+01,8.978808078e+01,3.285998616e+01,2.751688003e+01,7.469974061e+01,8.216380945e-02,7.503436834e+01,5.900040639e+01,9.318041404e+01,9.184393116e+01,1.477363027e+01,3.733470100e+01,2.873182617e+01,5.560924318e+00,2.487245888e+01,7.933500271e+01,5.128158481e+01,9.709239006e+01,7.142667675e+01,1.509792135e+01,8.419254887e+01,1.538852154e+01,2.045788226e+01,9.383613213e+01,6.629631612e+01,7.358166139e+01,6.201677832e+01,3.781557076e+01,9.057653640e+01,6.114836173e+01,2.592386059e+01,8.431072894e+01,9.419267698e+01,5.597182442e+01,9.669857663e+01,5.752105405e+00,8.788104259e+01,8.481936550e+01,4.334404423e+01,4.338267869e+01,7.546534940e+01,8.394557124e+01,8.799755402e+01,7.115173696e+00
2.919245293e+01,4.813910314e+01,5.017973501e+01,6.220116407e+01,1.285995776e+01,4.528946237e+01,2.462101602e+00,6.183035183e+01,4.113950292e+01,1.830009710e+01,3.021738352e+01,5.997955189e+01,9.794751025e+01,1.927885574e+01,6.359597945e+01,7.089312331e+01,7.826539754e+01,1.969926373e+01,7.272509179e+01,5.339434518e+01,3.598640484e+01,2.552369200e-02,7.332785791e+01,8.083096230e+01,8.107369955e+01,8.062880258e+01,7.025284468e+01,8.397959297e+01,5.843976266e+01,8.505660373e+01,5.889923434e+01,4.019452056e+01,6.633423586e+00,8.267468736e+01,3.094560041e+01,1.339194863e-01,7.344499369e+01,8.917823286e+01,4.384475919e+01,5.041523722e+01,1.740997311e+01,3.627154001e+01,6.020467149e+01,5.610733725e+01,5.137079993e+01,7.665653291e+01,4.742237263e+01,4.679554345e+01,6.914858784e+00,2.220968790e+01,2.154090122e+01,5.054822899e+01,9.099207565e+00,3.280884757e+01,9.889675453e+01,6.749422559e+00,2.226516576e+01,9.008784462e+01,3.256844739e+01,4.057454803e+01,3.437783398e+01,9.513269028e+01,4.663348963e+01,1.683304037e+01,2.974355531e+01,1.567622341e+01,6.420871858e+01,9.086499427e+01,9.436376349e+01,6.586697559e+01,1.528631247e+01,2.925608680e+01
2.783145332e+01,1.253546879e+01,5.593386001e+01,5.072208521e+01,8.393587289e+00,1.587933696e+01,4.732766366e+01,4.621057427e+01,5.534085563e+01,1.242862993e+01,9.950144019e+01,6.561065862e+01,1.525666113e+01,1.306963869e+01,9.578768775e+01,2.046338777e+01,9.526829284e+01,9.509165852e+01,5.316926534e+01,7.733601514e+01,3.322110556e+01,7.576902623e+01,4.945611508e+01,5.384325510e+00,1.818875791e+01,7.001571467e+01,7.364873632e+01,2.149759125e+01,7.915600526e+01,4.875430705e+01,2.815296350e+01,6.196624074e+00,3.998716801e+01,2.699533463e+01,9.468963119e+00,3.991490967e+01,5.231571348e+01,2.591060693e+00,9.946992553e+01,5.579357102e+00,7.725799196e+00,1.387698910e+01,6.253640639e+01,3.506299107e+01,5.995532726e+01,9.460576243e+01,3.330384174e+01,3.508738617e+01,6.773234693e+00,6.872215507e+01,7.517740712e+01,1.686302838e-01,3.688417883e+01,8.874469713e+01,8.886515050e+01,6.502541629e+01,9.509791718e+01,2.285286651e+01,4.274139262e+01,6.146602592e+01,2.668960138e+01,7.345623383e+01,9.820938098e+01,9.324282344e+00,4.175248442e+01,1.816663665e+01,4.284997509e+01,7.525776913e+01,6.350187402e+01,3.111128306e+01,8.462787415e+01,3.291115631e+01
2.975595912e+01,1.821883022e+01,6.341466895e+00,7.835170615e+01,7.584900201e+01,4.379541017e+01,2.269505983e+01,1.610677680e+01,4.718843375e+01,1.653729848e+01,7.407436724e+01,7.018708994e+01,3.308508182e+01,2.557755041e+01,9.596059342e+01,7.290702479e+01,4.194727715e+01,1.515035008e+01,5.242293358e+01,8.797989264e+01,3.429248569e+01,9.282399164e+01,5.172837191e+01,4.875323369e+01,8.514527176e+01,5.310579822e+01,7.682917912e+01,2.431847789e+01,9.823512158e+01,4.179398039e+01,1.591663382e+01,2.242701836e+01,9.462847188e+01,5.953515045e+01,5.446569244e+01,3.010045696e+01,8.066085940e+01,2.007287077e+01,6.550496198e+01,3.394142324e+01,5.815237520e+01,4.938630821e+01,9.336058983e+01,3.544264214e+01,3.749879793e+01,5.220701860e+01,2.158634012e+01,7.138657919e+01,7.581678427e+01,9.656264136e+01,6.252641557e+01,1.748477153e+00,4.904766571e+01,2.502086057e+01,9.825025712e+01,3.228085726e+00,8.787432475e+01,3.428134919e+01,2.670267889e+01,3.427088091e+01,1.392255303e+01,3.248108103e+01,7.187069048e+01,4.200213910e+01,4.029574049e+01,2.745268277e+01,1.491750823e+01,2.849847068e+01,5.353626325e+01,5.612147196e+01,8.203724207e+01,5.994976636e+01
6.999706655e+01,5.911123963e+01,2.970077073e+00,9.556904922e+01,1.416930146e+01,8.616242698e+01,4.065840762e+01,4.329160688e+01,5.390396854e+01,4.586078843e+01,2.837859401e+01,1.461894944e+01,3.141124340e+01,9.756319151e+01,5.753201658e+00,5.966335587e+01,1.463089187e+01,1.255386170e+01,7.426619942e+01,8.205440291e+01,9.568653168e+01,3.293098719e+01,8.873958271e+01,8.439513386e+01,9.324520619e+01,3.131997336e+01,4.315638959e+00,6.871820766e+00,9.464443747e+01,3.693716720e+01,5.615111889e+01,9.797810034e+01,9.919785277e+01,3.425805399e+01,8.504764467e+01,9.080984569e+01,8.745599580e+01,6.759075517e+01,7.538023914e+01,7.126455146e+01,7.974917043e+01,7.637030387e+01,7.920918066e+01,8.106605282e+01,7.264460785e+01,7.456695914e+01,3.939791071e+01,6.784445225e+01,1.470262962e+01,8.713525012e+01,1.007889476e+01,4.495156745e+01,7.010136655e+01,5.888233241e+00,8.766379144e+01,6.536231958e+00,9.837712962e+01,6.944437512e+01,4.632210195e+01,9.409432625e+01,2.684872103e+01,5.884275335e+01,9.192390346e+01,1.270652005e+01,7.332443692e+01,4.383276816e+01,1.471429703e+01,8.843283514e+00,4.065158675e+01,7.085965413e+01,6.633302302e+01,4.387887503e+01
2.369027982e+01,7.878661764e+01,8.164873644e+01,9.946031442e+01,5.428962294e+01,5.404288389e+01,6.889573225e+01,9.668980873e+00,6.114622663e+01,2.377134706e+01,9.091739934e+01,2.116222046e+01,1.335471151e+00,5.396361539e+00,1.784335898e+01,3.240501228e+01,1.281235755e+01,2.576523620e+01,8.491346693e+01,9.831337116e+01,7.213251756e+01,7.932521666e+01,9.521197947e+01,5.066667885e+01,4.908541785e+01,1.647100950e+01,3.207674169e+01,5.581600384e+01,7.211765998e+01,7.157003713e+01,5.080252908e+01,3.195527654e+01,1.814765589e+01,1.119331636e+01,4.011771393e+01,9.769994177e+00,5.886994980e+01,3.255862111e+01,9.422361908e+01,7.777162543e+01,5.775717401e+01,1.254279029e+01,1.108895020e+01,6.056835353e+01,8.136650702e+01,2.353633122e+01,4.966589185e+00,7.062891508e+01,2.592933673e+01,7.347175621e+01,9.682250922e+01,4.664270993e+01,5.178953017e+00,1.534481792e+00,6.597063333e+01,1.483824049e+01,8.133168827e+00,1.272640293e+01,5.538615899e+01,8.752039828e+01,7.051320492e+01,8.779002239e+01,6.029108160e+01,9.191544568e+01,7.609964539e+01,2.579989308e+01,7.198455318e+01,4.999973462e+01,8.982658943e+01,8.158785396e+01,2.654692151e-01,5.975600677e+00
9.920853877e+01,9.115274043e+01,3.475872345e+01,1.859624534e+01,7.367483593e+01,9.391641265e+01,7.826031701e+01,6.042661814e+01,3.005524201e+01,4.819801968e+01,8.321870040e+01,6.134895391e+01,7.235159986e+01,7.671151194e+01,2.210048849e+01,1.355627542e+01,7.117374583e+00,1.200005019e+01,7.193998467e+01,8.490659731e+01,5.352140048e+01,6.630076925e+01,2.999237422e+01,1.086839131e+01,1.360024264e+01,1.092699837e+01,8.375845233e+01,7.954140210e+00,6.286034493e+01,5.489133626e+01,4.289441357e+01,7.635367808e+01,9.982496154e+01,6.343285692e+01,6.976997525e+01,8.287289255e+01,8.968463395e+00,6.530618075e+01,1.946560094e+01,1.802859974e+01,8.409874592e+01,7.826728595e+01,4.670873462e+00,4.403761774e+01,8.414720598e+01,8.360237877e+01,4.345073308e+00,7.436054599e+01,5.127503804e+01,7.357936425e+01,1.780440315e+01,3.796733995e+01,5.938991657e+01,8.049664918e+01,4.000491450e+01,9.630509678e+01,1.047979678e+01,9.571593771e+01,3.900598126e+01,1.762233779e+01,6.769151170e+01,3.374163791e+01,1.341839170e+01,8.913213723e+01,7.146314750e+01,7.837095011e+01,2.125927830e+00,9.128296281e+01,5.143084654e+01,3.705915163e-01,9.262986171e+01,6.666358906e+00
8.642561323e+01,3.843535836e+01,4.694047756e+01,4.067611318e+01,4.657207254e+01,6.700104643e+01,3.892839789e+01,8.508474800e+01,8.591483069e+01,3.459602839e+01,6.811574647e+01,7.313630738e+00,8.638765198e+00,4.697198595e+01,4.554043475e+01,3.152118383e+01,9.559465568e+01,8.948891161e+01,8.222586743e+01,7.270836671e+01,5.524302224e+01,5.287216967e+01,4.997950963e+01,5.387323946e+01,5.670609052e+01,7.068420842e+00,5.371264304e+01,8.541444849e+01,3.298320874e+01,4.256451708e+00,9.879253957e+01,1.437250971e+01,3.441681635e+01,5.621155299e+01,3.826411679e+00,2.994686398e+01,2.613930455e+01,6.515335775e+00,4.064383550e+01,4.729138047e+01,6.485848304e+01,1.555928549e+01,6.088768694e+01,8.151611715e+01,4.385902147e+01,2.016379490e+01,6.219058794e+01,9.857174176e+01,8.057755803e+01,1.156761483e+01,7.279122553e+01,2.698956831e+01,9.663181111e+01,9.952007025e+00,2.122857385e+01,5.598973263e+01,2.393389028e+01,9.382518383e+01,6.891425157e+01,3.895043390e+01,1.987750669e+01,6.598987810e+00,5.228078690e+00,1.777434705e+01,1.153655679e+01,6.439886317e+01,3.333888099e+01,6.389009325e+01,6.486595717e+01,5.511381545e+01,2.051772364e+01,1.647419846e+00
2.762204322e+00,9.590884801e+01,5.452418810e+01,3.635722649e+01,2.544073203e+01,6.336856383e+00,4.895222904e+01,8.039955525e+01,8.516102309e+01,8.910177508e+01,3.619753578e+01,6.509801552e+01,8.887842691e+01,4.154004776e+01,3.049222933e+01,3.236085900e+01,2.557998521e+00,5.052525047e+00,5.823897781e-01,7.303288712e+00,3.049098296e+01,3.528615066e+00,2.748867530e+01,7.321692872e+01,4.606298542e+01,7.280055931e+01,3.876358407e+01,5.287617499e+01,3.273871199e+01,3.134362670e+01,6.576115533e+01,6.229892875e+01,8.876732086e+01,2.793239488e+01,7.332414887e+01,4.685052845e+01,3.108781014e+01,1.844642128e+01,1.329378773e+01,3.455232687e+01,3.070098652e+01,9.017199950e+00,2.216420364e+01,6.470070959e+01,3.977530737e+01,8.037681215e+01,8.600427170e+01,4.978204042e+01,3.059540552e+01,5.162763199e+01,6.107132905e+00,1.471334726e+01,9.611582456e+01,9.110381807e+01,9.509822714e+01,4.869945873e+01,3.333391660e+01,4.577126839e+01,4.627003802e+01,6.993652988e+01,3.742764278e+01,5.229146434e+01,7.544052193e-01,5.691485984e+01,5.340642507e+01,8.012127046e+01,9.965630503e+01,3.657634668e+01,8.623945792e+00,6.578177353e+01,4.225985530e+01,6.125421071e+01
3.755739344e+01,5.553998900e+01,6.141735534e+01,6.634007428e+01,7.508483853e+01,4.137943531e+01,6.597034139e+01,4.433148114e+01,9.699688023e+01,7.673872928e+01,1.555474500e+01,8.911679067e+01,3.107710180e+01,4.502693639e+01,9.134876457e+01,8.178021288e+01,5.064728509e+01,3.416745526e+01,2.201760310e+01,4.110654693e+01,3.441646819e+01,7.503048350e+01,9.788819905e+01,4.027744612e+01,6.728685615e+01,1.290185648e+01,9.721371046e+01,1.510844704e+01,8.543503567e+01,6.285281366e+01,3.754685244e+01,8.972872595e+01,2.899445132e+01,4.254413940e+01,2.365167931e+00,1.895633762e+01,7.422056022e+01,5.776905291e+01,2.448848349e+01,3.963930874e+01,2.109479240e+01,6.311146264e+01,7.972161341e+01,4.766210086e+01,2.939193129e+01,9.335821146e+01,5.167729357e+01,8.167280699e+00,7.636525422e+01,7.808021343e+01,9.295548057e+01,2.588241314e+01,8.598350995e+01,6.451756307e+01,1.801533697e+01,3.519445076e+01,3.353827380e+01,3.825253144e+01,8.361315946e+01,8.717693315e+01,1.212581308e+01,3.875312574e+01,8.299414181e+00,8.450746910e+01,9.674855969e+01,7.009920638e+01,3.591221233e+01,3.636281214e+01,8.952287910e+01,1.403871254e+01,8.674554285e+01,3.858258237e+01
1.541381595e+01,7.326331208e+01,4.264163086e+01,3.364853388e+01,3.169778969e+01,8.332119625e+01,7.213091510e+01,9.189025844e+01,1.686714539e+01,6.093705139e+01,9.140458159e+01,1.904292450e+00,9.608538231e+01,1.787523095e+01,6.672598688e+01,3.187815278e+01,4.083106972e+01,1.674317658e+01,6.570651113e+01,5.036901609e+00,1.748637827e+01,8.108378883e+01,3.095706069e+01,6.301695799e+01,3.927071266e+01,7.056383045e+01,1.250048943e+01,6.594927253e+01,9.712595734e+01,2.942155890e+01,9.403240437e+01,1.036193512e+00,1.123362637e+01,3.946431882e+01,8.427463635e+01,9.578112009e+01,6.393513646e+01,7.931175655e-01,8.018299644e+01,7.237517081e+01,8.279904894e+00,5.146497921e+01,2.412149127e+01,5.124224788e+01,1.845700250e+01,1.948439876e+01,7.942102993e+01,4.154705329e+01,6.249663676e+01,5.989040251e+01,9.374409355e+01,4.094135512e+01,1.581465114e+01,6.355945106e+01,9.344890430e+01,4.446602996e+01,9.825999342e+00,2.087861991e+00,2.836971194e+01,1.918529147e+01,5.821209297e+00,6.793255095e+01,2.463776998e+01,9.196465676e+00,6.392764246e+01,3.697952572e+01,5.331763152e+01,5.404723776e+01,5.495843553e+01,6.830023394e+01,2.699639828e+01,1.724190042e+01
7.461628917e+01,6.243093456e+01,1.526424800e+01,9.102443448e+01,9.358525353e+01,9.723382317e+01,5.606064047e+01,8.331682309e+01,6.697654188e+01,4.323337959e+00,8.603013728e+01,9.725322390e+01,5.708420411e+01,6.863890860e+01,5.988601103e+01,4.076869769e+01,1.740053148e+01,8.909861329e+00,3.658576980e-01,5.123954101e+00,6.833899060e+00,2.704680460e+01,8.930610183e+01,7.865192178e+01,5.525911052e+01,9.542888909e+01,5.646265563e+01,2.270444852e+01,7.309406603e+01,4.867872519e+01,2.073377559e+01,8.905243824e+01,3.681790473e+01,7.798521110e+01,2.354773406e+01,1.004276361e+01,1.179796337e+01,6.636655241e+00,5.435863480e+01,8.442642308e+01,2.562420484e+01,2.863573567e+01,6.136369262e+01,4.437839135e+01,2.257213663e+01,3.224397604e+01,8.865736416e+01,3.224392948e+01,8.914726706e+01,9.673542920e+01,7.569114429e+01,2.617000374e+01,1.444186417e+01,4.831806596e+01,2.195871165e+01,8.930929412e+01,2.026194138e+01,9.087037436e+01,7.860335131e+01,1.510487869e+01,2.657867482e+01,5.631198396e+01,8.561421187e+01,1.431292165e+01,3.490552762e+00,4.083002409e+01,6.452815090e+01,1.066907689e+01,4.522591254e+01,1.525674239e+00,8.247398230e+01,2.162631616e+01
3.468685423e+01,1.590335555e-01,2.204420797e+01,2.160208766e+01,8.188024730e+01,1.305680148e+01,4.323428812e+01,6.676238924e+01,9.842100892e+01,4.138983950e+01,2.129477008e+01,1.436519714e+01,6.922401759e+01,5.911761488e+01,3.082344468e+01,5.740971106e+01,1.876870033e+01,3.388542400e+01,4.731697960e+01,1.400261023e+01,4.548400259e+01,2.844484146e+01,3.236260614e+01,4.679712361e+01,3.236622018e+01,9.871363789e+01,4.382797603e+01,2.781134364e+01,3.791591862e+01,6.561136063e+01,5.913875761e+01,9.252396685e+01,5.852326334e+01,5.264686316e+01,1.985753743e+00,9.526754502e+01,9.682394811e+00,7.057829429e+01,9.607641641e+01,9.751309092e+00,8.742643651e+01,8.613870100e+01,9.449804548e+00,6.136508213e+01,5.426950859e+01,2.586169314e+00,6.834375288e+01,3.496562750e+01,1.620184172e+01,4.318136312e+01,8.153354923e+01,4.335857343e+01,1.978301093e+01,3.563996011e+00,6.028152538e+01,9.014854903e+01,7.060483226e+01,6.578600985e+01,2.286182749e+01,6.447125308e+01,4.314757417e+01,1.155353910e+01,5.497136602e+01,7.821916071e+01,2.050842455e+00,3.639230593e+01,3.806677908e+01,5.098208492e+01,7.388357475e+01,1.193629458e+01,9.646332329e+01,4.229518869e+01
1.744739046e+01,4.943429655e+01,8.151487562e+01,2.389794865e+01,6.421191789e+01,3.817664876e+01,9.704193657e+01,5.004863261e+01,6.819044945e+00,1.467138159e+01,1.819139053e+01,2.247972625e+01,8.989465107e+01,5.044799723e+01,5.716071557e+01,4.629800180e+01,7.869393908e+01,5.316987384e+01,1.574277203e+01,8.138730814e+01,9.578584056e+01,2.525727339e+01,1.906361752e+01,4.997817820e+01,7.238277732e+01,9.610548872e+01,8.072463866e+01,5.546418507e+01,4.609769649e+01,4.631858893e+01,9.137410286e+01,6.497838647e+01,6.578393798e+01,4.376118249e+01,9.098526121e+01,2.060450437e+01,3.557039207e+01,5.139445676e+01,6.969159633e+01,1.653801803e+00,2.553394778e+01,9.222018281e+01,3.696724232e+01,5.724323570e+01,3.148153762e+01,2.493266656e-01,1.411725830e+01,5.267946997e+01,8.533334767e+01,3.177659356e+01,8.238989259e+01,1.733850273e+01,7.205752286e+01,4.637249759e+01,4.202745324e+01,2.037157881e+01,9.754660282e+01,1.680032426e+01,6.354253461e+01,9.966698977e+01,8.707593574e+01,2.552734111e+01,3.013068357e+01,2.748826717e+01,9.937125485e+01,2.104671887e+01,8.036607150e+01,2.891084566e+01,1.211181818e+01,3.555687329e+01,5.584911154e+01,5.398753178e+01
3.520597596e+01,8.890586804e+01,2.721748759e+01,2.320687921e+01,3.187673945e+01,2.297063222e+01,5.086178962e+01,3.577309980e+01,4.018796961e+01,3.040644645e+01,4.757895088e+01,8.426270029e+00,9.402472718e+01,8.433876162e+01,1.060455948e+01,6.091472563e+01,8.490833884e+01,6.642853081e+01,9.104118385e+01,3.641238853e+01,1.842153685e+01,9.077816817e+01,1.776591657e+01,8.638668183e+01,5.436652986e+01,5.928780810e+01,6.680642805e+01,5.145247273e+01,6.489110886e+01,4.845540398e+01,7.615920588e-01,7.388831351e+01,8.510751101e+01,8.033075878e+01,4.912111491e-01,6.716000539e+01,5.340679534e+01,4.015242283e+01,3.175695924e+01,9.322365242e+01,1.855557897e+01,6.926393044e+01,4.204885607e+01,2.454712707e+01,5.427927325e+00,5.448877818e+01,3.614913047e+01,8.765283353e+01,1.370952819e+01,5.992085394e+01,6.202568070e+01,1.438228875e+01,8.661465301e+01,7.630619265e+01,5.592509715e+01,9.165407315e+01,3.491573003e+01,5.351287620e+01,1.597890831e+00,2.324666185e+01,3.183439330e-01,1.994755131e+01,5.578046176e+01,9.174667240e+01,1.723792018e+01,9.735856216e+00,1.043865396e+00,9.585972753e+00,2.086562661e+01,4.088156712e+01,7.224828212e+01,6.921218420e+01
1.565698459e+01,4.867446850e+01,3.988064234e+01,5.734034206e+01,4.553697423e+00,3.638659793e+01,1.935548955e+01,1.159691413e+01,3.087912684e+01,1.282729512e+01,4.162303839e+01,4.884738106e+01,5.102233698e+01,6.094391964e+01,4.422742769e+00,2.056695637e+01,2.771163155e+01,6.930991349e+01,3.333152851e+01,6.109433715e+01,2.063500662e+01,3.071008890e+01,5.816035669e+01,7.542174576e+01,9.010557213e+00,1.364273393e+00,2.187967541e+01,5.307275584e+00,3.757036728e+01,4.256914771e+01,1.874909175e+01,7.887099058e+01,9.385094204e+01,3.521939817e+01,2.192808867e+01,3.849537753e+01,3.943046765e+01,4.178903656e+01,2.563057082e+01,1.562769418e+01,7.133660532e+01,2.562158935e+01,2.346321213e+01,1.901713446e+01,2.481717095e+01,1.440779720e+01,2.503428732e+00,9.361208860e+00,6.046035742e+01,8.884301281e+01,1.934703891e+01,2.987661147e+01,4.684608402e+01,3.481834057e+01,4.482833753e+01,2.659067624e+01,7.393870975e+00,8.714087178e+01,7.825810063e+01,2.198675263e+01,7.653058185e+01,5.896357215e+01,5.448270915e+01,6.148899957e+01,2.335277955e+01,1.029975792e+01,5.372945934e+01,9.113172502e+01,5.738745569e+01,7.014695272e+01,6.926106459e+01,3.740860478e+01
5.068130682e+01,4.897016546e+01,2.095554796e+01,7.535775464e+01,6.911918260e+01,6.534143955e+01,7.112091918e+01,2.202399374e+01,6.411498996e+01,5.937400237e+01,6.044668277e+01,5.489751325e+01,4.000544332e+01,2.399746086e-01,2.121972415e+01,1.411423270e+01,7.508073589e+01,4.981301714e+01,9.573535872e+01,7.855399329e+01,7.485217069e+01,2.239826216e+01,7.473227108e+01,3.023605840e+01,9.181611387e+01,3.420564865e+01,3.065631057e+01,4.092799140e+01,2.552942788e+01,3.092674139e+01,7.362190464e+01,4.950485794e+01,1.892861801e+01,5.102370245e+01,6.135939106e+01,7.899292541e+01,7.405832737e+00,9.105549850e+01,4.138152504e+01,6.942671647e+01,7.096490620e+00,3.784237046e+01,1.246049081e+01,8.220036158e+01,4.676935157e+01,3.487158326e+01,1.269854280e+01,5.677159720e+01,9.837274961e+01,9.095102788e+01,5.393368054e+01,4.777755712e+00,1.216531781e+01,6.898119886e+01,5.118624242e+00,8.133126936e+01,8.063291402e+01,1.553307182e+01,6.168478822e+01,3.863926491e+01,2.001438570e+01,4.888320282e+00,9.528380978e+01,7.260528024e+01,9.200536968e+01,6.635242967e+01,5.846667031e+01,1.758148265e+01,7.667259494e+01,6.843974505e+01,8.739358840e+01,4.867487070e+01
4.532333158e+01,7.610723393e+01,8.566970505e+01,5.645158027e+01,5.847313144e+01,7.837674615e+01,7.633179007e+01,8.175468858e+01,3.513498153e+01,4.676377983e+01,7.871107358e+01,6.591589944e+01,3.336367976e+01,7.449692583e+01,7.092681338e+01,8.026804742e+01,3.268478158e+01,6.868881251e+00,3.508703420e+01,7.012592480e+01,4.336632305e+01,5.264148935e+01,6.955552751e+01,7.254994640e+01,7.619732684e+01,1.177183698e+01,6.980415744e+01,7.540011068e+01,6.953844727e+01,9.240813641e+01,4.514056116e+01,5.655262322e+01,7.683680778e+01,2.395525478e+01,9.401407720e+01,7.582198659e+00,5.781205044e+01,5.972571365e+00,7.308392643e+00,9.198916451e+01,3.771798925e+01,9.345816686e+01,1.787162167e+01,8.641309682e+01,5.203854847e+00,3.791353251e+01,9.242042480e+00,8.595954351e+00,3.282326671e+01,3.150912001e+01,5.636006760e+01,4.590985322e+01,6.460595506e+01,8.415232313e+01,2.917120612e+01,1.715100966e+01,6.841351866e+01,2.763608999e+01,1.695660178e+01,8.735408315e+01,6.820892974e+01,5.287334902e+01,7.217079032e+01,2.110807616e+01,7.491853243e+01,4.795737847e+01,6.165647607e+00,6.503592271e+00,5.673794210e+01,7.075427562e+01,3.626114687e+01,5.244590150e+01
8.853504683e+00,1.222602760e+01,1.563057836e+01,9.350080508e+00,9.067976695e+01,4.123236583e+01,4.786617421e+01,5.570683407e+00,7.906752238e+01,2.989288599e+01,1.476726322e+00,7.877219622e+01,1.161349820e+01,8.661524753e+01,2.065145365e+01,5.565296397e+01,9.861579932e+01,2.085566454e+01,5.600541272e+01,5.924524138e+01,6.868826230e+01,5.235136695e+01,9.452249280e+01,7.365257419e+01,3.710904665e+01,1.102919781e+01,8.993132283e+01,5.638629026e+01,1.004511532e+01,7.421060397e+01,5.505101043e+01,8.324330309e+01,9.852775207e+01,1.146920567e+01,1.418353966e+01,3.961207737e+00,5.381194115e+01,5.438428310e+01,4.995199078e+01,5.223004362e+01,6.365018076e+01,8.178957607e+01,9.641820979e+01,6.462027394e+01,7.625195919e+01,8.085482922e+01,7.819160450e+01,8.148801550e+01,4.096855141e+01,6.617651690e+01,1.769213424e+01,3.378562349e+01,9.289708863e+00,7.203051824e+01,1.725572218e+01,8.326879169e+01,6.219031550e+01,5.405322925e+01,2.583474867e+01,6.359150749e+01,4.541549436e+01,7.513341504e+01,4.548364982e+01,8.752622975e+01,6.826710448e+01,9.108743108e+01,7.186095306e+01,1.781313784e+01,6.977211073e+01,1.657340316e+01,3.504794879e+01,7.561421875e+01
8.931043572e+01,7.093969546e+01,6.503812771e+01,9.529034834e+01,8.730591907e+01,4.773409338e+01,8.832634682e+01,3.853848222e+01,4.313803088e+01,6.546718910e+01,6.881834466e+01,1.566066881e+00,5.114263008e+01,7.697369515e+01,3.890399069e+01,6.081058732e+00,5.617758652e+01,4.443690672e+01,5.716121794e+01,5.591275186e+01,2.831930980e+01,4.165214567e+01,8.106313612e+01,6.001189780e+01,6.145772526e+01,9.153629830e+01,1.038610760e+01,2.131993553e+01,2.077842266e+01,6.945854859e+00,9.808614550e+01,3.847222484e+01,6.406503964e+00,6.779500487e+00,9.963440627e+01,6.279325332e+01,7.461237311e+01,2.339045156e+00,4.790327409e+01,1.485966734e+01,3.171664198e+01,5.206486378e+01,9.492389558e+01,8.274171947e+01,7.095576089e+01,8.757487556e+01,9.361964177e+01,4.485136883e+01,3.008703202e+01,9.912210490e+01,1.344636479e+01,6.963776706e+00,8.176482532e+01,1.805904957e+01,5.146408965e+01,9.602306575e+01,3.447455412e+01,4.976147927e+01,6.696192079e+01,7.179433918e+01,9.536813971e+01,3.678969245e+01,7.010304644e+01,5.228066202e+01,6.509653511e+01,2.343113074e+01,1.292875985e+01,5.166118671e+01,6.523255910e+01,2.588565864e+01,5.621547240e+01,6.227498008e+00
2.692442788e+01,4.978683424e+01,7.080794516e+01,7.993090701e+01,6.238864976e+01,8.326941768e+00,2.968015504e+00,2.637492679e+00,6.641868015e+01,6.470567360e+01,8.095924943e+01,8.526639430e+01,8.681315573e+01,1.381900865e+01,4.823957991e+01,4.838155314e+01,5.642601101e+01,1.602171285e+01,6.636214341e+01,3.934867806e+01,5.192740821e+01,3.449290650e+00,9.804810568e+01,1.742100789e+01,2.881112839e+01,6.868975087e+01,5.537754927e+01,8.800555809e+01,6.182566079e+01,7.408667659e+01,7.852857948e+01,9.491395832e+01,4.618263517e+01,9.611853898e+01,1.253091503e+01,4.772893528e+01,1.645216257e+01,3.075454283e+01,7.993829696e+00,5.614842291e+01,6.920391513e+01,1.978355574e+00,5.773418018e+01,1.785045774e+01,5.870710536e+01,3.531144023e+01,9.975717884e+01,2.804755185e+01,4.966523089e+01,2.536202761e+01,9.861088103e+01,8.231936025e+01,4.500840344e+01,2.979096648e+01,2.614912677e+01,5.712731301e+01,8.421973264e+01,1.798854851e+01,2.802407072e+01,3.432198343e+01,7.150567751e+01,1.419153835e+01,6.390084285e+01,9.070255377e+01,4.169260606e+01,9.960206331e+01,3.321863285e+01,1.734418469e+00,7.843803709e+01,1.177830603e+01,6.604425413e+01,3.068376775e+01
