v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52
1.596932702e+01,7.521775546e+01,5.610829759e+01,4.019810957e+01,6.654091281e+01,8.776468740e+01,5.811533438e+01,4.884648166e+01,7.464849757e+01,4.716806686e+01,3.516783736e+01,7.729437099e+01,8.761776385e+01,4.505383482e+01,4.629016716e+01,5.237292497e+01,9.648167354e+01,3.892581556e+01,3.016942609e+01,1.403342068e+01,4.598126117e+01,5.905583205e+01,7.841580624e+01,2.770598662e+00,6.942769648e+01,9.490332805e+01,6.406879870e+01,7.388347449e+01,4.763425132e+01,6.854437318e+01,4.167686355e+01,8.265463231e+01,3.564136360e+01,6.113424949e+01,7.109312008e+00,2.514282196e+01,3.775050382e+01,5.989480364e+01,6.973222928e+01,8.868246872e+01,7.385296776e+01,2.991808348e+01,4.877305705e+01,6.181495106e+01,3.289333233e+01,9.999378408e+01,7.869064767e+00,5.566506620e+01,7.932383697e+01,5.219190329e+01,8.667350275e+01,9.124384333e+01
4.480518971e+01,8.338698662e+01,1.571264869e+01,3.412740068e+01,2.703752402e+01,7.894029094e+01,1.559651349e+01,4.906737819e+01,4.036356164e+01,6.010576115e+01,8.735201775e+01,2.723037976e+00,8.092295171e+01,9.465582076e-01,2.090797109e+01,8.844454144e+01,6.294753058e+01,2.610054159e+01,9.835987812e+01,9.701559442e+01,2.841772017e+01,7.979235250e+00,1.023457639e+01,8.378343537e+01,3.269280723e+00,4.633370001e+01,9.965644365e+01,2.201105854e+01,3.450310616e+01,9.645787642e+01,9.023549912e+01,1.801474812e+01,2.907320621e+00,3.476478381e+01,6.544747433e+01,8.187728142e+01,8.468216016e+01,8.638205763e+01,3.515509284e+01,3.645233688e+00,3.682685233e+01,7.779676599e+01,2.112567244e+01,3.570398083e-01,1.950533012e+01,2.231725304e+01,1.837893822e+01,2.264576662e+01,5.693549501e+01,1.503086302e+01,2.491360457e+01,6.821375499e+01
9.335847129e+01,9.064701126e+01,7.557404976e+01,4.418095620e+01,5.909709372e+01,1.443905521e+00,3.901649829e+01,4.115311700e+01,6.106806261e+01,5.893486682e+01,7.295660451e+01,9.529629890e+01,2.464442672e+00,2.831856299e+01,8.476529486e+01,7.459811621e+01,8.483826244e+01,2.964289309e+01,2.656715628e+01,6.328596349e+01,6.080101864e+01,5.894904130e+01,5.884559874e+01,6.442146030e+00,7.158628295e+01,9.215517719e+01,9.876270233e+01,9.127604542e+00,8.805530750e+01,8.583016467e+01,7.812232499e+01,1.024816003e+01,4.396708545e+01,4.942318279e+01,9.882634127e+01,6.793363177e+01,9.645518884e+00,2.612629899e+01,4.694029881e+01,3.563933348e+01,9.909247620e+01,1.699279688e+01,2.762034327e+01,7.791574109e+01,7.623228414e+01,4.297139039e+01,9.585204002e+01,8.644451049e+01,7.990254804e+01,3.209703957e+00,3.228153892e+01,1.980742222e+01
4.598372957e+01,6.493518208e+01,8.555494855e+01,9.469444654e+01,9.763422415e+01,2.642233375e+01,7.955473249e+01,4.744810165e+01,4.794826203e+01,3.666878742e+01,9.481639696e+01,8.751938501e+01,4.475009334e+01,3.126545691e+01,1.070768305e+01,5.814833936e+01,6.861093285e+01,9.876962843e+01,9.179892415e+01,7.646959308e+01,5.680563881e+01,2.138299850e+01,2.195183018e+01,5.598665782e+01,8.396295373e-01,4.484589022e+00,5.283258222e+01,9.241345222e+01,4.448470686e+01,9.295854806e+01,9.478456231e+00,2.726800814e+01,1.262204050e+01,2.011299978e+01,4.261238014e+01,2.648264599e+01,4.869296902e+01,1.482703504e+00,5.185740664e+01,8.498275702e+01,1.922932957e+01,8.455912842e+01,3.461254835e+01,3.418333951e+00,5.335276350e+01,3.133298645e+01,9.489788342e+01,5.346628956e+01,6.905410816e+01,7.696927233e+01,7.496225634e+01,7.426116733e+01
5.659600161e+01,4.330031499e+01,2.727175855e+01,6.240239282e+01,2.669666735e+00,2.720822163e+01,9.706669380e+01,3.575855888e+00,7.385799890e+01,3.737112052e+01,8.206825237e+01,5.717907510e+01,2.768853659e+01,1.140379616e+01,6.104120091e+01,5.979602945e+01,9.200944650e+01,6.888241461e+01,1.319683318e+01,7.827809135e+01,2.424567156e+01,4.059171459e+00,7.057700781e+01,3.311651245e+01,9.566859618e+01,2.181810168e+01,8.919878808e+01,7.001980474e+01,3.944288091e+01,4.636523854e+01,7.548377355e+01,2.615137252e+01,5.817863071e+00,2.497766791e+01,2.511020148e+01,2.412735050e+01,9.505288904e+00,7.871769473e-01,6.803870718e+01,1.071538630e+01,7.492582716e+01,7.677195730e+01,3.712879834e+01,5.236768522e+01,8.823831418e+01,7.050138666e+01,2.226838946e+01,6.318380686e+01,6.814201819e+01,7.002832321e+01,4.905780703e+01,2.349592904e+01
5.973942852e+01,1.432316387e+01,8.890931173e+01,3.522976115e+01,6.283863007e+01,1.951283427e+01,4.513714016e+01,9.824620907e+01,8.038910692e+01,9.765718585e+01,6.873589497e+01,9.071253021e+01,5.758147792e+01,5.353391136e+01,9.230776402e+01,3.856704467e-01,1.648520714e+01,9.269796022e+01,8.311340378e+00,4.972269768e+01,3.037934384e+01,2.993039819e+01,6.596745494e+01,1.698229458e+01,2.400310723e+00,4.183422726e+01,9.036052138e+01,3.655731511e+01,7.512888242e+01,1.173038091e+01,7.270568733e+01,9.620136434e+01,6.041835993e+01,9.397745597e+01,5.644008010e+00,1.841338942e+01,8.286291777e+01,8.482757980e+01,2.633191415e+01,5.405611940e+01,4.420448107e+01,2.014384920e+01,5.080766019e+01,2.831122569e+01,7.257261920e+01,3.548722251e+01,2.760071261e+01,8.089811540e+01,1.821007333e+01,1.492529785e+01,8.790809972e+01,8.286616755e+01
3.957505724e+01,9.963257866e+01,6.773370745e+01,7.745597844e+01,4.031270461e+01,1.480794151e+01,3.628659101e+01,6.887624796e+01,3.900494488e+01,8.569396000e+01,3.436897033e+01,4.121619605e+01,3.486362298e+01,6.945787890e+01,5.829614399e+00,2.586804878e+01,5.810434154e+01,3.990107818e+01,7.522171056e+01,4.174988780e+01,4.167403775e+01,9.983993618e+01,9.978785859e+01,4.489603821e+01,1.763653353e+01,4.806677506e+01,4.933082711e+01,3.940267725e+01,7.956458025e+01,7.965852963e+01,8.308651207e+01,4.874357343e+01,9.220008088e+01,3.770997588e+01,4.401032538e+01,8.951741870e+01,2.587562332e+01,7.566253351e+01,4.887136789e+01,2.056862145e+01,1.808810601e+01,4.255717761e+01,1.043437121e+01,1.302252809e+01,8.182396461e+01,5.345771706e+01,9.686796257e+01,8.249644862e+01,3.889289906e+01,8.932295107e+01,3.056208648e+01,5.180401029e+01
6.090831252e+01,1.709275437e+01,5.250731335e+01,9.953853701e+01,3.636542244e+01,2.745452707e+01,5.587982011e+01,9.959688827e+01,5.142942960e+01,9.522682506e+00,9.036506087e+01,4.802440047e+00,7.741249750e+01,3.058511205e+01,9.335229523e+01,9.190073378e+01,9.028549302e+01,6.471951710e+01,7.127884939e+01,3.871973237e+01,6.694726905e+01,3.385648076e+01,3.293515728e+00,5.631479384e+01,8.759572167e+01,5.610708922e+01,5.117870958e+01,5.184707726e+01,8.019443085e+01,7.417599929e+01,1.914461627e+01,1.602399826e+01,3.237333927e+00,7.726823826e+01,9.980487149e+01,7.727954305e+01,1.879807656e+01,5.322102291e+01,1.591504546e+01,2.255123282e+01,9.672933613e+01,4.768103419e+01,1.530097507e+01,9.246457763e+01,1.549718310e+01,4.545481968e+00,1.282763578e+01,8.626924025e+01,2.320091069e+01,7.715091285e+01,3.960651897e+01,4.110533107e+01
5.282854818e+01,3.294176352e+01,3.977691388e+01,4.843697973e+01,1.859880533e+01,8.750589149e+01,6.170007238e+01,5.998052338e+01,4.629995449e+01,2.777648045e+01,1.350492403e+01,5.078567020e+01,2.054170009e+01,5.755563407e+01,4.824207143e+01,6.109418743e+00,9.995627038e+01,1.709528270e+01,3.056980229e+01,9.197500685e+01,7.929475108e+01,9.012569589e+01,6.223069169e+01,2.349911757e+00,4.359162964e+01,5.702209057e+01,4.709033063e+01,6.945748475e+01,8.779982157e+01,9.876753630e+01,3.905038411e+01,4.488873782e+01,5.695483551e+01,4.024237073e+01,2.543052177e+01,6.016542426e+01,8.760026064e+01,4.339974369e+01,2.411475551e+01,5.293716642e+01,6.817698611e+01,2.644440377e+01,8.039261455e+00,9.195978129e+01,8.410241251e+01,1.879571030e+00,1.166841532e+01,9.503066471e+00,7.269815975e+01,9.547083685e+00,3.462936878e+01,1.622144129e+01
4.413214624e+01,6.765409500e+01,1.180949991e+01,7.212979149e+01,7.439811707e+00,5.139325235e+01,4.744393246e+01,9.893858320e+01,4.537038655e+01,9.939255598e+00,1.694895542e+01,7.182004319e+01,1.734462063e+01,2.740428955e+01,1.553874056e+00,7.878112044e+00,5.142153301e+01,3.409234870e+01,7.860145522e+01,2.325597945e+01,4.072260330e+01,5.943874798e+01,9.859038078e+01,7.099863578e+01,4.515996826e+01,8.249608214e+01,7.481693242e+01,3.879138980e+01,9.639604528e+01,7.593391623e+01,9.461561544e+01,3.730048442e+01,1.831133536e+01,8.827416823e+01,1.228074471e+01,4.034269134e+01,4.204161922e+01,5.450740709e+00,1.156583697e+01,3.172046558e+01,5.801767980e+01,2.158693615e+01,3.551537234e+01,1.981037919e+01,2.788583751e+01,7.298268866e+01,6.052056246e+01,5.195411671e-01,3.794338505e+01,4.568367220e+01,7.404879182e+01,7.231797075e+01
9.680376551e+01,1.113850954e+01,9.506427831e+01,7.494002114e+01,6.262321523e+01,2.191401063e+01,3.774744291e+00,5.326560249e+01,8.622365284e+00,2.737480882e+01,2.179433523e+01,6.878146943e+01,5.877105644e+01,6.114085470e+01,1.089341204e+00,9.812680995e+01,8.361610664e+00,1.436054826e+01,6.399708524e+01,6.324338466e+00,8.212555290e+01,4.342755150e+01,4.481249052e+01,7.910507150e+01,2.642028777e+01,1.366079111e+01,3.913088187e+01,1.918516705e+01,2.794312625e+01,9.032717235e+01,2.977918073e+01,9.912307759e+01,9.420474044e+01,2.986700786e+01,2.173767651e+01,5.543627923e+01,7.230590622e+01,6.249668946e+01,7.769826098e+01,8.688986311e+01,8.346932666e+01,6.489812911e+00,2.515090762e+01,1.354452140e+01,4.816879319e+01,7.517911059e+01,6.931849231e+01,3.605456820e+01,7.921463309e+01,9.245114377e+01,8.510401832e+01,5.949823390e+01
6.893586144e+00,4.788373298e+01,7.774270480e+01,8.303086138e+01,3.249842442e+01,4.419507147e+01,2.882156660e+01,4.211457770e+01,8.329162859e+01,6.416697890e-01,3.772326014e+01,7.807744735e+01,9.311521324e+01,9.685921859e+01,1.467837243e+01,8.462359352e+01,2.666674665e+01,4.260987387e+01,3.921920992e+01,7.461851093e+00,3.445099814e-01,4.656604223e+01,3.677321116e+01,7.149979398e+01,2.890564997e+01,6.229596020e+01,5.258385613e+01,7.763768406e+01,2.697733989e+01,4.778304280e+01,8.101509836e+01,6.768949049e+01,4.573672218e+01,9.223863422e+01,9.728016200e+01,5.569413179e+01,5.418319817e+01,6.569482757e+01,7.224427643e+01,6.133527260e+01,9.179819734e+01,4.358238246e+01,3.061363340e+01,8.105980983e+01,7.065142006e+01,8.696656779e+01,4.828192388e+01,4.172524174e+01,1.294134772e+01,6.091289055e+00,7.584577838e+01,8.706619614e+00
9.870710451e-01,4.500576525e+01,1.360500626e+01,2.762170671e+01,8.549604430e+01,5.467445681e+01,5.287289340e+01,8.505805178e+01,4.826019616e+01,6.289714324e+01,4.302541579e+01,8.851307268e+01,5.005121616e+01,7.701988708e+01,5.785308846e+00,9.262663546e+01,1.720868753e+01,7.530248385e+01,6.497784583e+01,2.060299743e+00,6.299891796e+01,2.464611466e+01,1.955261888e+01,5.356834112e+00,7.788659231e+00,6.438226879e+01,7.867654515e+01,9.208948259e+01,1.897165232e+01,2.911543954e+01,8.080639919e+01,7.387214968e+01,3.919033111e+01,6.650188670e+00,1.419532969e+01,8.045215990e+01,3.066954155e+01,9.081232213e+01,6.950057132e+01,1.337586686e+01,3.672641303e+01,5.122845122e+01,8.385195800e+00,9.821559623e+01,9.345406283e+01,1.603511906e+01,7.849648457e+01,9.612694740e+01,3.006139934e+01,1.881623271e+00,3.108809272e+01,8.900383827e+01
7.444330936e+01,5.405364390e+01,9.195426522e+01,2.297708162e+01,8.649555024e+01,7.295764672e+01,3.687318379e+00,1.436424026e+01,3.491162151e+01,5.319849022e+01,2.028904664e+01,8.461565672e+00,6.135866310e+01,1.430865059e+01,5.643398400e+01,2.572527625e+01,4.980744171e+01,7.976468251e+01,7.629268449e+01,2.086478116e+01,6.033734837e+01,9.265344964e+01,2.125148267e-01,2.194633784e-02,1.202746598e+01,3.575353078e+01,3.533744109e+01,7.352698170e+01,7.695513376e+01,9.148544475e+01,8.944654677e+00,7.568333370e+01,7.467401285e+01,7.326978859e+01,9.167566195e+01,4.313158046e+01,1.914639759e+01,3.479040077e+01,9.038941340e+01,2.214392195e+00,8.790888449e+01,7.504917720e+01,7.211251574e+01,1.236562850e+01,2.735331890e+01,5.426218701e+00,6.118909972e+01,6.831504498e+01,6.914920650e+01,3.174325074e+01,1.426225504e+01,3.310746966e+01
7.860925407e+01,2.327090084e+01,2.656845652e+01,2.844578148e+01,8.121653984e+01,9.549913723e+01,3.379229001e+01,7.236088917e+01,2.210168248e+00,5.752231437e+01,1.130816125e+01,4.225773277e+01,4.016749201e+01,5.129027469e+01,6.339562670e+01,8.294690558e+01,4.358886636e+01,2.064653947e+00,3.469278513e-01,9.738945592e+01,3.907795535e+01,5.050709228e+01,7.674384637e+01,8.959830975e-01,1.560277546e+01,6.723151199e+01,6.523178923e+01,2.883039514e+01,8.433571001e+01,7.454506976e+01,9.566282283e+01,4.020909324e+01,5.636675672e+01,2.070158874e+01,6.265312209e+01,1.721375841e+01,3.284690953e+01,7.610885422e+01,6.178061067e+01,6.332814356e+01,4.036342073e+01,4.799395733e+01,8.717064147e+01,8.846775849e+01,6.250378726e+01,8.497901851e+01,8.085495123e+01,1.200099627e+01,9.635241505e+01,8.497999340e+00,2.893534192e+01,5.115921390e+01
4.892584458e+01,9.171839300e+01,5.298875722e+01,8.246959495e+01,3.007913310e+01,9.535956531e+01,9.669590227e+01,5.490795153e+01,1.737331760e+01,7.983279028e+01,4.565384242e+01,1.149421713e+01,8.009595270e+01,5.451867676e+01,4.330813054e+00,5.465660982e+01,1.104960433e+01,2.474446803e+01,3.177234774e+01,4.640195766e+01,6.168473371e+01,6.323276095e+01,3.199716960e+01,7.621244024e+01,7.869023244e+01,8.258387210e+01,5.162795735e+01,1.633037476e+01,6.461623748e+01,4.009285171e+01,2.738625893e+01,6.345621498e+01,2.823905439e+00,2.630148914e+01,8.890525123e+01,6.706402517e+00,1.909049720e+00,8.860288608e+01,3.528614672e+01,4.474446747e+01,5.428483417e+00,5.193053968e+01,1.654844742e+01,6.427762653e+01,7.733883253e+00,1.427818177e+01,8.631720574e+01,1.100365640e+01,7.000271810e+01,2.393536981e+01,2.669543147e+01,3.237150013e+01
3.930731174e+01,6.074291583e-01,1.802973940e+01,1.626334013e+01,8.450794629e+01,9.897988147e+01,3.945786995e+01,1.481983538e+01,1.630892278e+01,7.703826438e+01,8.409204923e+00,4.456142213e+00,9.470454939e+01,6.523372140e+01,9.090062684e+01,9.017151319e+00,9.165006387e+01,5.973411772e+01,2.907146404e+01,3.355710217e+01,1.195834389e+00,6.235268139e+01,4.364139179e+01,3.180822787e+01,7.190314583e+01,8.188304154e+01,7.798403195e+01,8.081986565e+01,9.538137329e+01,1.542029692e+01,4.411441705e+01,3.016554201e+01,6.384665861e+01,9.822522133e+01,3.412410127e+01,7.069313278e+01,5.394437157e+01,6.662799081e-01,1.004787792e+01,3.811966956e+01,4.884226514e+01,9.155533053e+01,1.363523438e+01,6.213245667e+01,6.371522266e+01,7.433132463e+01,3.937047222e+01,3.747744365e+00,3.870645886e+01,9.110852368e+01,5.017679866e+01,7.325558280e+01
6.781661136e+01,4.377149797e+01,6.409869601e+00,8.427277191e+01,7.467664819e+01,6.140952568e+01,9.735116531e+00,7.929271566e+01,8.737074562e+01,9.281655636e+01,7.288229866e+01,3.352735221e+01,2.618136367e+01,4.304987644e+01,1.794351686e+01,7.297953151e+01,4.001925122e+01,1.244686755e+01,4.173755599e+01,3.462657787e+01,8.763362367e+01,3.579778002e-01,9.579691139e+01,1.299739425e+01,3.611089918e+01,7.359512980e+01,4.440475326e+01,6.463841593e+01,8.444661329e+01,5.626452922e+01,1.561136827e+01,1.081245467e+01,5.902126743e+01,7.677448760e+01,8.029056066e+01,6.784760416e+01,1.254007926e+01,6.892709621e+01,1.570222039e+01,3.988901434e+01,2.839134390e+01,8.762030620e+01,7.618214597e+01,2.004687873e+01,4.200473520e+01,8.823913807e+01,1.363887673e+01,3.896697283e+01,3.286466656e+01,1.147878214e+00,6.461186439e+01,7.837213527e+01
8.777273440e+01,2.075511086e+01,8.741293887e+01,1.630194828e+01,4.058914804e+00,4.257873834e+01,4.677779345e+01,5.687292674e+01,6.614652677e+01,1.127411746e+01,9.289584050e+01,5.002178370e+00,5.513759172e+00,6.223277388e+01,2.153043071e+01,5.704048383e+01,9.237199859e+01,3.430369394e+01,6.920981736e+01,8.903139129e+01,7.628015143e+01,3.446713484e+01,5.123760322e+01,6.631022833e+01,6.426118502e+01,1.994732979e+01,3.465656995e+01,6.784579894e+01,5.639953110e+01,1.736913134e+01,6.068838892e+01,5.287793994e+01,8.139820288e+01,4.986337743e+01,5.051712532e+01,9.730474040e+01,6.694797712e+01,2.902841076e+01,9.083075158e+01,5.744395436e+01,3.996664833e+01,4.582675955e+01,8.904730219e+01,2.511741515e+01,9.969591550e+01,3.144931962e+01,2.578674343e+01,1.508234846e+00,1.512222947e+01,4.176010516e+01,2.680571999e+01,4.087427055e+01
9.990409349e+01,5.016049206e+01,2.035447626e+01,2.481837999e+01,5.923437117e+01,7.987934973e+01,1.215657816e+01,7.992444932e+01,3.191704943e+01,4.957007099e+01,3.103959271e+01,7.715913681e+01,9.099937600e+01,6.041590980e+01,7.538920688e+01,5.366209123e+01,4.500572563e+01,7.961084678e+01,2.230985454e+01,8.206762809e+01,3.265513219e+01,8.773436254e+01,8.291951184e+01,1.081125118e+00,3.928642953e+01,6.724191472e+00,2.426437195e+01,8.678940741e+01,6.240949970e+01,5.895441612e+01,2.299843240e+01,8.622824100e+01,3.329559284e+01,3.343994776e+01,5.345430130e+01,6.601594037e+01,1.750760180e+01,1.732444954e+01,8.099467073e+01,5.378205675e+01,5.707746287e+01,6.978663988e+01,2.458630783e+01,9.483035347e+01,7.020917895e+01,8.968880464e+00,3.215019528e+00,2.938308813e+01,4.754824845e+01,4.763630469e+01,5.399548420e+01,8.781466800e+01
1.954399362e+01,2.114531291e+01,5.768873521e+01,3.180514356e+01,4.233274848e+01,6.746217138e+01,9.439000389e+01,1.180296337e+01,7.691527967e+01,1.655875362e+00,6.854468665e+01,3.874634580e+01,6.054610945e+01,7.414112092e+01,8.993879282e+01,7.950066405e+01,6.088493818e+01,9.804999767e+01,5.209808762e+01,8.769442169e+01,1.701325261e+01,3.832739409e+01,7.219661504e+01,6.293926996e+01,7.237711273e+01,6.037994145e+01,2.199751973e+01,9.048955835e+01,1.072751800e+01,6.606044181e+01,6.573649443e+01,6.825182985e+01,6.962377835e+01,1.648924607e+01,2.840952253e+01,2.343555929e+00,8.036558055e+01,2.729967634e+01,6.408008247e+01,4.066540869e-02,5.184274529e+01,1.939022942e+01,4.134452411e-01,7.486466684e+01,9.957161053e+00,9.509940424e+01,8.449494269e+01,3.526659516e+01,5.603410921e+01,1.352339910e+01,7.519785703e+01,2.581007093e+01
3.219943357e+01,1.920734814e+00,1.406083914e+01,7.928266304e+01,2.893093205e+01,1.557513559e+01,8.830598399e+00,9.588605718e+01,3.616011703e+01,3.771132644e+01,6.271202724e+01,3.149911538e+01,6.323074944e+01,6.971856558e+00,5.608869857e+01,7.499732237e+01,8.644113728e+01,5.504931139e+00,9.956495674e+01,4.981101860e+01,8.642818212e+01,7.735246914e+01,5.260325947e+01,9.223473830e+01,2.352186673e+01,1.801195743e+01,4.963832134e+01,9.519946762e+00,7.818008413e+01,1.741877599e+01,7.759259506e+01,1.594707844e+01,2.892317686e+01,9.707901435e+01,5.206879168e+01,5.310207252e+01,4.979014892e+01,5.249378472e+01,7.702306971e+01,9.928481753e+01,2.872207032e+00,8.191571415e+01,7.216620350e+00,5.240463420e+01,7.188481515e+01,1.501802963e+01,6.455020598e+01,3.006564848e+01,2.226682057e+01,4.411008649e+01,5.514117182e+01,4.525276666e+01
4.454532301e-01,1.412138610e+01,4.269867455e+01,4.138130971e+01,2.720793654e+01,5.679308993e+00,5.529592368e+01,3.317754307e+01,6.854249678e+01,3.183498957e+01,8.942552116e+01,8.735429841e+01,3.374663397e+01,5.163053053e+01,5.275511391e+01,4.454863396e+01,5.445667048e+01,7.310395049e+01,8.082132030e+01,3.378949917e-01,1.465738958e+01,7.071002231e+01,1.594961612e+01,6.592192510e+01,5.943250174e+01,2.658262878e+01,8.850763742e+01,8.198554167e+01,3.912935475e+01,5.706868378e+01,5.241116228e+00,3.482411018e+01,7.271420369e+01,8.116799326e+01,8.310244813e+01,1.445283450e+01,7.270836437e+01,7.433103008e+00,3.219377845e+01,6.437878161e+00,6.391587039e+01,7.583385792e+01,5.343545797e+01,6.599111841e+01,8.041487047e+01,9.411935021e+00,4.361416258e+01,4.957467915e+01,9.011650074e+01,6.110304304e+00,4.215501720e+01,8.502560851e+01
6.442413991e+01,2.946310161e+00,1.380656704e+01,9.162843894e+01,8.994246574e+01,7.097827195e+01,2.680735888e+00,9.853277902e+01,3.396187847e+01,8.363553710e+01,4.939143907e+01,5.526291765e+01,9.008883562e+01,8.210028663e+01,3.879163247e+01,3.025958543e+01,3.913007907e+01,7.596698343e+01,9.292305117e+01,8.027898091e+01,8.911593476e+01,7.669145248e+01,3.039400662e+01,5.566100871e+01,8.106272844e+01,8.456132369e+00,3.771192575e+01,6.293979599e+01,7.785662962e+01,8.615391926e+01,9.294568815e+01,1.322561293e+01,9.172902181e+01,4.626067656e+01,2.024793233e+01,5.570498774e+01,7.183594095e+01,4.790644478e+01,6.110144117e+01,5.772440900e+01,2.826502471e+01,3.743678920e+01,3.010046625e+01,6.748843818e+01,3.523975832e+01,7.167340674e+01,5.791406268e+01,9.228303465e+01,6.206375117e+00,6.904963368e+01,7.881357917e+01,1.175604205e+01
9.659764499e+01,4.582140093e-01,2.107895887e+01,2.949206812e+01,7.965203732e+01,4.916610998e+01,4.584048751e+01,6.647818431e+01,4.949651397e+01,2.508790383e+01,4.123011928e+01,1.565542435e+01,6.256635743e+01,4.657598601e+01,1.128071138e+01,3.395207798e+01,9.975616964e+01,8.083941957e+01,7.040531601e+01,4.823407010e+00,1.659494648e+01,6.293601737e+01,7.704147353e+01,1.185539374e+01,5.054598719e+01,6.072978545e+01,9.842755783e+01,7.689997430e+01,6.912380664e+01,7.560537226e+01,6.071457457e+01,6.046394884e+00,7.253692118e+01,7.534239064e+01,3.117641780e+01,6.306524825e+01,2.409814487e+01,5.854229996e+01,4.552712905e+01,3.250824318e+01,8.862324903e+01,4.554960711e+01,8.370028413e+01,6.134612582e+01,1.765222029e+00,1.446499967e+01,3.863022599e+01,6.867860525e+01,8.431200361e+01,6.557173233e+01,8.996618017e+01,1.719710032e+01
3.097787002e+01,3.870055389e+01,8.819317529e+01,7.328239684e+00,1.309459109e+01,5.555624374e+01,3.439513464e+01,7.541400389e+01,9.927898681e+01,2.603194287e+00,5.447391667e+01,1.400625069e+01,9.465516076e+01,6.906615535e+01,3.842891461e+01,4.902835234e+01,6.482038263e+01,8.392791192e+01,5.098839931e+01,5.596334367e+01,7.557190397e+01,8.893659561e+01,3.768895138e+01,3.959137349e+01,3.439219735e+01,7.185419114e+01,4.821663841e+01,4.495616076e+01,3.888247408e+01,2.115868848e+01,8.383051332e+01,5.898641519e+01,5.140434009e+01,2.618427607e+01,1.167878081e+01,5.768184970e+01,7.401853948e+01,8.243855351e+01,3.146391776e+01,7.551331337e+01,4.996457146e+01,2.920937815e+00,7.870710094e+01,4.397368708e+01,5.274955061e+01,1.317707871e+01,4.862651780e+00,7.085233573e+01,3.026591087e+01,8.255425063e+01,7.783728682e+01,5.107447900e+01
8.281763861e+01,6.811772376e+01,6.555817099e+01,3.119105747e+01,1.120671373e+01,1.267181825e+01,1.061576812e+01,3.697053677e+01,4.343795100e+01,3.107696230e+01,2.454858859e+01,4.744976521e+01,9.746192265e+01,1.740903460e+01,3.791136673e+01,8.714649605e+01,8.839894583e+01,5.698518718e+01,4.209091710e+01,6.634201440e+01,4.384585293e+01,8.442591346e+01,2.705738191e+01,8.869326512e+01,8.236005691e+01,9.255857987e+00,3.378383429e+01,4.452009948e+01,6.235582780e+01,8.298356507e+01,5.590031630e+01,2.326302839e+01,3.229259209e+01,4.478877677e+01,1.853645409e+01,2.818421513e+01,6.840122298e+00,7.930742860e+01,3.181054503e+01,9.251503280e+01,9.412621206e+01,8.551863574e+01,3.532572262e+01,4.099141898e+00,5.984041788e+01,4.534213725e+01,6.163518693e+01,9.720154234e+01,5.453195381e+01,5.027845457e+01,5.491821480e+01,7.000749200e+00
9.208963485e+01,9.838949247e+01,9.361781430e+00,8.931602152e+01,3.786687028e+01,4.339894566e+01,3.561546774e+01,5.180481213e+01,9.503954304e+01,5.746051653e+01,7.256317231e+01,8.638078433e+01,1.305752750e+01,5.138842056e+01,5.403893604e+01,2.346246756e+01,7.648040194e+01,7.728006613e+01,2.215534160e+00,4.163313124e+01,4.214379543e+01,7.448561822e+01,7.864804975e+00,1.340671915e+00,6.663384456e+01,9.538298456e+01,9.311895271e+01,1.091664774e+01,7.322575083e+01,3.089397101e+01,9.608985039e+01,5.147440149e+01,8.768849516e+01,5.219343865e+01,9.332117758e+01,8.086677097e+01,8.568581620e+01,3.665201903e+01,5.267506178e+01,7.119219633e+01,8.450848118e+01,2.873416353e+00,3.884003837e+01,4.284006265e+01,4.681619349e+01,7.230599954e+01,5.830224880e+01,1.137489118e+00,1.806189904e+01,4.064333572e+01,4.482471041e+01,3.421906772e+01
9.882127395e+01,3.478350721e+01,3.570776488e+01,4.662345529e+01,9.849838212e+01,2.299950615e+01,7.725020487e+01,8.553783510e+01,1.608329049e+01,8.809268678e+00,3.094011090e+01,6.045119628e+01,9.179915487e+01,7.344494317e+01,4.086265045e+01,1.479486037e+01,3.703535460e+01,4.579467128e+01,8.422759744e+01,9.713257062e+01,7.214010659e+01,4.049899079e+01,8.850397439e+01,3.392786986e+01,3.263499573e+01,5.660560047e+00,7.271735773e+01,3.080948319e+01,2.119431108e+01,8.001326201e+01,2.039906283e+01,9.967534744e+01,4.903942346e+00,1.428810600e+01,2.383103892e+01,7.628773897e+01,9.788245888e+01,1.927004286e+01,6.855839604e+01,6.743956017e+01,1.959247200e+01,9.005250991e+01,1.574180788e+01,9.029064993e+01,6.294585387e+01,7.001110265e+01,1.181525822e+00,2.567799502e+01,8.853960074e+01,1.192339208e+01,5.854543770e+01,3.146501341e+01
