v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30
5.748362903e+01,8.823648211e+01,3.904234166e+00,5.325224192e+01,6.775089162e+01,7.355303599e+01,7.183704986e+01,9.144295817e+01,1.563607041e+01,5.014409686e+01,3.142433742e+01,2.955747988e+01,7.938923608e+01,8.765956322e+01,8.915143446e+01,1.402835764e+01,9.808589651e+00,3.606422463e+01,9.248506644e+01,7.107360747e+01,2.014641055e+01,2.415862042e+01,7.757501799e+01,5.875411935e+01,8.333814594e+01,8.970426840e+01,7.681313201e+01,7.948149259e+01,7.245157094e+01,5.810455601e+01
8.679204217e+00,4.876212308e+01,3.797074622e+01,1.773854360e+01,7.695151944e+01,4.056666244e+01,4.506179674e+01,3.131222081e+01,6.416255284e+01,9.017105229e-01,5.177368129e+01,5.471045214e+01,7.593762038e+01,1.566132123e+00,8.691339033e+00,1.229319065e+01,7.685984164e+01,2.475911045e+00,9.450905356e+01,4.509820941e+01,3.111757148e+00,7.904660332e+01,4.609687757e+01,2.977479820e+01,9.362044004e+01,9.737718081e+01,1.885836794e+00,9.488079553e+01,8.584626632e+00,9.294057353e+01
5.411821906e+01,9.713748378e+01,5.863913426e+01,5.861675190e+01,7.943821355e+01,2.203660072e+01,5.922944299e+01,4.447494165e+00,1.927889407e+01,4.005564010e+01,9.661896393e+01,7.720736643e+01,9.993365007e+01,8.885460668e+01,1.763486540e+01,8.271602729e+01,7.458472149e+01,1.682810443e+01,4.365359220e+00,9.753708085e+01,8.760769961e+01,6.410847592e+01,2.667662328e+01,2.644717678e+01,4.830502436e+01,3.501534258e+01,6.790649408e+01,9.337705767e+01,6.939313763e+01,1.575123089e+01
8.274124486e+01,9.905835499e+01,9.549268213e+01,3.088337162e+01,8.903900567e+01,9.949246524e+01,4.259036169e+01,5.101107749e+01,8.369408890e+01,9.314413074e+01,3.333952966e+01,9.910733311e+01,3.987344235e+01,8.040574949e+00,4.182577460e+01,5.735220309e+01,7.488343435e+01,5.464346162e+01,7.842478820e+01,1.720561679e+01,2.730287636e+01,1.560177129e+01,5.080502003e+01,4.310304017e+01,7.248407795e+01,5.073056240e+01,7.096875119e+01,9.754050739e+01,8.124769916e+01,3.869911843e+01
4.807966313e+01,3.107806235e+01,6.694304736e+01,5.890780994e+00,5.492670487e+01,1.180030147e+01,6.307661240e+00,5.234782515e+01,4.466710163e+01,6.680500620e+01,5.554628396e+01,2.016388262e+01,3.048588085e+01,2.801810744e+00,1.271532718e+01,3.266726362e+01,5.389469649e+01,8.353306093e+01,7.603027400e+01,4.668536219e+01,7.558684183e+01,6.045237363e+01,3.733054495e+01,2.499565036e+01,9.597708529e+01,3.963982298e+01,7.698518318e+01,7.058228856e+01,9.497509824e+01,8.538519349e+01
8.468152548e+01,3.387812781e+01,8.122382079e+01,5.997059762e+01,8.851108861e+00,3.870917825e+01,3.742262601e+01,9.281455151e+01,3.691862093e+01,2.826181632e+01,3.661913831e+01,5.547791643e+01,2.718146686e+01,3.366413839e+01,6.292577089e+01,7.314480437e+01,7.885658121e+00,8.568790262e+01,7.484763733e+01,5.081513568e+01,5.681984799e+01,6.053612955e+01,7.335724310e+01,7.577339301e+01,1.123774191e+01,9.615686456e+01,3.261215029e+00,8.237196058e+01,6.760962899e+01,2.353053948e+01
1.605738605e+01,4.947270799e+01,5.864212099e+00,7.588450340e+01,9.538211205e-01,9.889699931e+01,9.810059698e+01,4.442093211e+01,4.323261551e+01,6.194437666e+01,2.014832428e+01,5.776276569e+01,8.925624984e+01,4.243614637e+01,5.884799079e+01,9.811092668e+01,9.513986819e+01,5.200625452e+01,8.646930715e+01,9.561868426e+01,7.740445487e+01,9.247894312e+01,6.911885605e+01,2.020856218e+00,3.311943858e+01,4.647912571e+01,8.163632173e+01,2.488848202e+00,5.244307932e+00,7.559588252e+01
2.675820237e+01,7.312276105e+01,9.404282716e+01,4.034065038e+01,2.696999720e+01,4.652728742e+01,6.129817433e+01,1.676942949e+01,6.092092304e+01,4.547431112e+01,3.640598793e+01,6.338943636e+00,7.745508054e+01,2.592049189e+01,1.152805572e+01,9.052951355e+01,5.522620302e+01,9.846901548e+01,8.735936509e+01,2.970432686e+01,3.873162692e+01,6.279450681e+01,8.339114761e+01,8.135305104e+01,4.053426491e+01,6.284475668e+01,3.447429051e+01,1.239185458e+00,5.525584732e+01,4.194307309e+01
3.373818267e+01,7.283976163e+01,2.064524330e+01,4.897459333e+01,8.518266673e+01,3.433739063e+00,2.927265961e+00,5.903061804e+00,9.515575471e+01,1.452935057e+01,1.441008302e+01,6.577373371e+01,5.379940587e+01,4.430713224e+01,8.116186056e+01,4.179912912e+01,4.796472170e+01,9.472319526e+00,8.329389142e+01,5.524362680e+01,7.699127140e+01,1.798561144e+01,7.466389180e+01,3.545997690e+01,6.608536535e+01,9.057640625e+01,2.054895517e+01,9.688335113e+01,4.916448797e+01,3.671136726e+00
1.082102251e+01,8.855295867e+01,4.421343595e+01,1.981298291e+01,9.013833102e+01,6.289107629e+01,2.062932533e+01,5.478386178e+01,9.181826764e+01,2.397017689e+01,4.024088249e+01,9.016474701e+01,3.388915186e+00,5.524322056e+01,3.955393725e+01,3.291926070e+01,6.820984625e+01,3.281307647e+01,8.497860859e+00,9.899211549e+01,6.203351377e+01,6.240412054e+01,8.841129546e+01,9.033586591e+00,3.818302753e+01,3.045596306e+01,8.067272414e+01,3.412669656e+01,2.213291400e+01,4.467191042e+01
8.624913396e+01,4.747196574e+01,2.471307550e+01,9.729845608e+01,7.337868599e+01,8.375308921e+01,5.695142316e+01,8.787819610e+00,2.175253980e+01,6.993154572e+01,8.085737905e+01,8.198691075e+01,1.147094781e+01,7.289500903e+01,2.133673679e+01,3.358683139e+01,2.699663442e+01,7.429305051e+01,7.332752740e+01,7.364145818e+01,2.295682743e+01,8.601164121e+01,9.981615278e+00,5.904497575e+00,9.971103836e+01,2.343883522e+01,3.011342455e+01,5.168210455e+01,9.247882693e+01,8.793059007e+01
4.591793675e+01,7.264694671e+01,3.543784183e+01,6.545045922e+01,9.610737695e+00,9.996112082e+01,5.974720855e+00,3.414930233e+01,1.646863040e+01,3.279110228e+01,7.844316135e+01,3.413364750e+01,9.237046708e+01,5.715636309e+01,5.307053890e+01,1.750418302e+01,1.268408577e+01,1.045896908e+01,4.281511995e+01,2.957555859e+01,2.957785833e+01,9.831436009e+00,8.211725803e+01,6.611024614e+01,8.525037760e+01,9.269582856e+01,9.556246492e+01,2.376903466e+01,5.143083111e+01,8.844233592e+01
9.929479477e+01,2.901570346e+00,5.124821621e+01,2.562867598e+01,9.969769916e+01,7.393270494e+01,2.334837485e+01,2.834385189e+01,1.438929877e+01,7.853291250e+01,9.001382102e+01,5.308979364e+01,4.058947754e+01,4.399182467e+01,9.965451064e+01,6.990311540e+01,5.813804173e+01,8.860369757e+01,2.286028382e+01,1.189075544e+01,4.759214504e+01,3.379560026e+01,2.771338540e+01,8.785732714e+01,1.649977928e+01,1.037047433e+01,6.722404613e+01,9.896360104e+01,1.828245140e+01,8.747318413e+00
7.108341803e+01,5.139094582e+01,5.558366664e+01,6.479909634e+01,6.047981850e+01,1.868063029e+01,1.309714779e+01,9.261302768e+01,6.746469626e+01,7.616397061e+01,5.456570595e+01,3.635510391e+01,3.214562280e+01,2.105814723e+01,2.258622775e+01,1.508911248e+01,3.796345028e+01,6.971078691e+01,5.658727324e+01,4.244143273e+01,3.676399312e+01,1.337278582e+01,6.022055505e+01,5.795008318e+01,3.728171742e+01,7.239321072e+01,2.164728436e+01,8.293574172e-01,2.345034655e+01,8.193269187e+01
5.367979478e+01,7.984124303e+01,3.903546532e+01,6.252481888e+01,6.871225394e+01,4.425051135e+01,3.735450488e+01,8.992420595e+01,5.228046089e+01,8.450386665e+01,9.676358410e+01,6.703772023e+01,4.038051127e+01,4.697195216e+01,2.357200106e+01,9.255703909e+01,9.977430578e+01,1.639589271e+01,3.810615460e+01,2.907462597e+01,8.377531005e+00,7.566952349e+01,2.619745387e+01,1.519229300e+01,3.610931910e+01,3.477723954e+01,6.648592502e+00,8.681172946e+01,4.346512809e+01,4.530892853e+01
1.665653688e+01,7.718884937e+01,8.512113621e+01,1.721199923e+01,1.303895560e+01,1.921531176e+01,4.693279938e+01,5.543671191e+01,8.180203411e+01,2.840042330e+01,2.781433123e+01,5.319887309e+01,9.000912605e+01,3.577194434e+01,7.553323337e+01,2.801548509e+00,8.674407694e+01,9.081566369e+01,7.613288581e+01,2.093125788e+01,4.686530695e+01,6.236681279e+00,5.584030579e+01,9.597650195e+01,6.460883060e+01,7.682173551e+00,4.555775141e+01,5.077234465e+01,5.997856007e+00,3.422487401e+01
7.535659069e+01,1.229023260e+01,1.609221213e+01,3.093412064e+01,5.252799649e+01,3.730502822e+01,7.467538496e+01,8.657904693e+01,4.029832537e+01,6.144683616e+01,4.220494201e+01,5.986857647e+01,7.832228189e+01,7.069818774e+01,6.362652220e-01,4.625869215e+01,9.881025021e+01,4.416505424e+01,3.328614888e+01,5.297390778e+01,6.757484710e+01,9.089186258e+01,9.300816896e+01,3.821205642e+00,6.627810788e+01,3.450450254e+01,4.684858870e+01,4.318603484e+00,2.169600825e+01,8.358690065e+01
7.127886851e+01,4.173417954e+01,3.651544599e+01,4.619114780e+01,7.578894459e+01,1.734362101e+00,2.553081440e+01,7.931701033e+00,4.521816896e+01,4.795290167e+01,3.363234778e+01,4.549237631e+01,4.841355847e+01,7.774743281e+01,4.529154320e+01,1.838080772e+01,6.894152456e+01,2.249166363e+01,9.230135893e+00,1.980819641e+01,1.373799687e+01,1.602024783e+01,4.102251499e+01,8.635639692e+00,8.116465415e+01,5.360287346e+01,4.341169053e+01,9.621270845e+01,9.705070556e+01,5.051366187e+01
8.937435589e+01,4.570300097e+01,6.130083128e+01,2.672213790e+01,1.914840944e+01,1.852399104e+01,4.447655391e+01,4.253298046e+01,7.330330604e+01,8.618735835e+01,8.502951609e+01,2.538599148e+01,6.007009229e+01,7.041545301e+01,1.873476777e+01,7.162375913e+01,8.832434030e+01,5.974462194e+01,7.249831421e+01,3.913141403e+01,6.464261591e+01,3.292741968e+01,4.340025957e+01,7.772291129e+01,8.686419733e+01,6.626351512e+01,2.468726472e+01,3.666620027e+01,6.157253800e+01,2.715264567e+00
1.779549027e+01,3.088009560e+01,3.118257797e+01,9.000491559e+01,8.023924522e+01,7.294791328e+01,9.420414577e+01,6.073234269e+01,3.816315063e+01,4.058087014e+01,1.961116372e+00,9.921281282e+01,5.212180080e+01,8.718778600e+01,6.897023179e+01,8.606707416e+00,1.343103214e+01,1.841972119e+01,7.121123481e+01,4.184806126e+01,9.508622612e+01,3.653885556e+01,7.172619642e+01,7.756973259e+01,9.147806728e+01,9.028485978e+01,6.743747460e+01,9.405920469e+01,8.795218993e+01,5.591299855e+01
8.195411243e+01,4.811215182e+01,8.869428345e+01,7.288254730e+00,3.387117629e+01,4.849422971e+01,4.053664269e+01,2.373138246e+01,1.282014303e+01,7.978557613e+01,4.730971437e+01,5.056016601e+01,5.658794590e+00,5.191316389e+01,3.052362329e+01,9.822978595e+01,2.391010609e+01,2.706816333e+01,5.956640789e+01,3.447301899e+01,9.070194769e+01,4.881824079e+00,3.222344300e+01,8.570997447e+01,3.323576915e+01,4.176929077e+01,2.654102538e+01,3.620182079e+01,4.297827138e+01,5.339910843e+01
9.677403789e+01,4.670150722e+01,1.562004006e+01,1.880573321e+01,8.084468751e+00,1.730265994e+01,5.192645636e+01,1.857332721e+01,1.283587998e+00,4.274220817e+01,3.812414639e+01,4.264989577e+01,9.979606667e+00,2.090941895e-01,8.906180316e+01,1.410261200e+00,7.144152793e+01,2.208140034e+01,6.172415995e+01,9.988082737e+01,3.907911842e+01,7.011395741e+01,1.215799672e+00,7.911724634e+01,5.602022591e+01,3.679563167e+01,1.011506002e+01,8.176784924e+01,6.591661980e+01,3.930544286e+01
7.919225988e+01,1.829643603e+01,5.331395292e+01,2.515946640e+01,2.735823213e+01,5.370069125e+01,1.824951406e+01,4.554177980e+01,1.594531518e+01,9.137851910e+01,9.843129462e+01,3.524837819e-01,3.788234713e+01,1.411876028e+01,4.725992231e+01,2.216295949e+01,2.868478379e+01,1.335751017e+01,6.239830787e+01,4.115320851e+01,5.004472373e+01,6.505672163e+01,8.989735745e+01,2.476480804e+01,5.874274543e+01,6.492370653e+01,1.977810544e+00,4.062837793e+01,2.419510176e+01,7.106696789e+01
1.976059443e+01,9.126462250e+01,7.088474860e+00,9.777768589e+01,1.671179711e+00,6.266660928e+01,6.622024512e+01,7.726901234e+00,5.423968845e+01,4.963855129e+01,2.004793248e+01,7.222537900e+01,3.600232914e+01,3.947928260e+01,8.834780134e+01,1.482954558e+01,9.800483607e+01,7.546864093e+01,9.404200210e+01,5.006049534e+01,6.760741543e+01,7.799021722e+01,1.776392272e+01,5.493171014e+01,7.519824188e+01,2.153687313e+01,2.367029294e+01,5.502912882e+01,7.764654116e+01,6.943710794e+01
6.700738825e+01,1.711850562e+01,9.792262957e+01,2.386331170e+01,7.995127966e+00,6.191224815e+01,3.692498698e+01,8.574455978e+01,9.627827578e+01,2.507153005e+01,5.216719687e+01,7.354629678e+01,5.432019070e+01,9.804359102e+01,1.725813429e+01,6.706090991e+01,1.781838053e+01,1.832480230e+01,9.646645200e+01,1.122574896e+01,6.282942103e+01,3.796016439e+01,5.645558349e+01,5.929177155e+01,8.075201860e+01,7.477904662e+01,7.972857545e+01,3.007550587e+01,5.990623594e+01,8.158112779e+01
7.029694330e+01,5.568269748e+01,2.802643912e+01,6.848296791e+01,5.984527939e+01,4.879406657e+01,5.549493633e+01,7.416530290e+01,1.639225730e+00,6.389063480e+01,4.103960837e+01,3.481065165e+01,1.111054519e+01,7.489876288e+01,6.478168111e+01,6.146167290e+00,7.781924246e+01,9.713749123e+01,8.793902227e+01,1.635026950e+01,3.343399985e+01,9.509404548e+01,9.435801294e+01,2.629770836e+01,9.085489943e+01,8.372805171e+01,7.864502236e+01,4.185572697e+00,2.756824934e+01,7.660523911e+01
6.224791345e+01,7.799255406e+01,5.464161691e+01,7.790640251e+01,2.064600276e+01,3.416285475e+01,1.037631185e+01,2.459043194e+01,5.808687704e+01,8.241399152e+01,4.711762949e+01,5.929491314e+01,9.370029177e+01,9.158772277e+01,2.748415551e+01,8.781194717e+01,9.256333377e+01,3.252218850e+00,8.530095634e+01,6.299356046e+01,1.626865147e+01,3.301902011e+01,8.416555948e+01,1.455903206e+01,6.773068213e+01,4.033774441e+01,8.659828152e+00,4.634955972e+01,2.242870269e+01,4.064994345e+00
1.879754460e+01,8.984413216e+01,1.117274035e+01,3.090440606e-01,8.751637379e+01,8.629373684e+01,8.762739913e+01,2.005562659e+01,2.885052452e+01,1.849592625e+00,4.553202769e+01,2.261894430e+01,8.066149269e+01,3.981860603e+01,5.115556209e+00,1.951406508e+01,7.514637301e+01,8.071076448e+01,1.959195281e+01,5.832548554e+01,5.424218044e+00,9.670061382e+01,1.033565356e+01,4.229898306e+01,3.077215402e+01,7.221524254e+01,9.922904288e+01,7.555794462e+01,3.701877337e+00,4.188964037e+01
7.866938841e+01,7.160501186e+01,7.048451948e+01,7.672697895e+01,5.179779036e+01,5.284330670e+01,4.454885810e+01,5.126085201e+01,2.699901871e+01,6.322243473e+01,4.189619356e+01,1.235431999e+01,9.418659164e+01,1.748961585e+01,2.021612603e+01,3.702829193e+00,2.260509887e+01,1.148403081e+01,7.989625356e+01,1.554397468e+01,7.562914060e-01,5.715583618e+00,6.055079413e+01,7.865721631e+01,8.089086014e+01,8.659565222e+01,9.748686883e+01,9.694540588e+01,4.802733498e+01,5.125514338e+01
6.989179833e+01,9.019159363e+01,2.851154709e+01,4.415493451e+01,6.084146180e+01,2.529740867e+01,1.650059892e+01,4.377521243e+01,3.190545287e+01,3.471268918e+01,2.094178072e+01,9.540007803e+01,1.164279997e+01,6.873444733e+00,2.295218348e+01,9.264581250e+01,1.411647128e+01,8.046387821e+00,4.283555344e+00,9.312771399e+01,4.479863644e+01,8.108095106e+01,4.926620329e+01,9.705350229e+01,8.869688229e+01,9.320854841e+01,6.372140115e+01,4.707700529e+01,7.265713503e+01,8.018817755e+01
3.948458544e+01,7.857791681e+01,9.114026491e+01,8.744785878e+01,4.388118303e+01,1.627046178e+01,1.338538858e+01,9.652679213e+00,6.100230172e+01,1.687550648e+01,4.456369526e+01,1.838665008e+00,9.726103341e+01,8.708135316e+01,1.214871210e+01,1.546981569e+01,9.867040029e+01,6.891025625e+01,1.455003751e+01,4.368267154e+00,3.432781174e+01,3.964939200e+01,8.735923595e+01,7.924278472e+01,7.669241950e+01,6.359754428e+01,8.671664119e+01,6.960510351e+01,5.969349216e+01,4.135658119e+01
4.744608463e+00,6.650502631e+01,5.055429351e-02,4.971159943e+01,3.748470269e+00,5.040589543e+01,5.368237476e+01,5.905572962e+01,7.487974000e+00,7.216356701e+01,3.599451874e+01,3.563582941e+00,2.334237043e+01,3.032965062e+01,8.800299532e+01,4.778295091e+01,1.181281428e+01,6.404048997e+01,3.057109218e+01,7.938021451e+01,5.388971367e+01,1.305888217e+01,5.963971333e+01,8.048358891e+01,7.312164181e+01,1.943612306e+01,1.083638186e+01,7.649371612e+01,2.088672055e+01,3.071026685e+01
2.433377162e+01,8.136872887e+01,3.133684576e+01,8.014247685e+01,5.168744398e+01,5.508311698e+01,6.249388477e+00,7.061230099e+01,7.909171751e+01,5.618535888e+01,3.420140839e+01,9.436664696e+01,4.516895929e+01,9.605527369e+01,3.121482071e+01,1.065792106e+01,6.962673379e+01,7.924224202e+01,6.764103726e+01,1.870418226e+01,3.275380236e+01,5.487635654e+01,5.465456394e+01,2.885802930e-01,8.807604576e+01,1.959778503e+01,6.510421549e+01,1.630837266e+01,8.523409748e+01,5.545896458e+01
5.722607269e+01,8.043826948e+01,5.434092080e+01,6.218951708e+01,7.617079727e+01,9.406462103e+01,4.709154163e+01,1.279921378e+00,6.170880591e+01,9.381278824e+01,9.257577687e+01,4.052267508e+01,2.825285119e+01,1.963266293e+01,7.597520039e+00,9.413073901e+01,1.139193862e+01,1.809073875e+01,5.248067328e+01,5.125721939e+01,9.291182108e+01,7.452980998e+01,8.149571305e+01,6.660805762e+01,8.691074544e+01,4.440762448e+01,2.260544302e+01,1.963796107e+01,2.023268243e+01,7.800880224e+00
8.259515580e+01,1.720765981e+01,6.252180695e+01,4.189110800e+01,7.261414173e+01,5.801799020e+01,2.406598402e+01,5.133620397e+01,5.889823429e+01,8.462619816e+01,9.446545999e+01,1.328177495e+01,7.485350323e+01,3.432104360e+01,7.213771844e+01,3.397320073e+01,8.138300975e+01,6.558803715e+01,6.724576242e+01,1.824755557e+01,1.489118195e+00,4.523357634e+01,9.195855896e+01,7.387509765e+01,9.426553863e+01,6.242639145e+01,9.868972561e+01,6.566163202e+01,6.147410535e+01,4.003500176e+01
5.593843194e+01,2.029521685e+00,2.749565374e+01,6.429649223e+01,4.990634885e+01,1.277798141e+01,6.795063091e+01,6.181112335e+01,9.368474737e+01,9.490403530e+01,2.068265144e+01,8.087192395e+01,8.152316426e+01,8.407230563e-02,1.440026541e+01,7.385374643e+01,3.394349174e+01,9.829314708e+00,3.259022487e+01,4.934470130e+01,4.030454686e+01,4.067393550e+01,8.102793086e+01,3.693851214e+01,5.407401872e+00,7.008280429e+01,5.349858260e+01,3.618649988e+01,5.083191367e+01,8.616143839e+01
3.162000706e+01,7.788532304e+01,2.182253045e+01,3.624195109e+01,2.573512325e+01,3.316065632e+01,3.581461686e+01,8.773816697e+01,7.562244240e+01,7.821572161e+00,2.522911405e+01,2.664164838e+01,1.958599147e+01,4.304252711e+00,3.354489433e+01,9.662863948e+01,2.672112760e+01,6.301633586e+01,8.606045488e+01,9.909597265e+01,1.074627846e+01,5.460460292e-01,6.712045106e+01,5.127838245e+01,8.615028644e+01,4.666373913e+00,5.332714798e+01,2.964899159e+01,2.595914058e+01,5.720282584e+01
8.018609367e+01,7.014271552e+00,1.894551663e+01,1.162845334e+01,8.019509026e+01,3.474509316e+01,2.714826077e+01,9.437046837e+01,9.988018343e+01,2.633747927e+01,9.235937137e+01,2.853181855e+01,9.288957836e+01,5.470474275e+01,5.739212366e+01,6.104461240e+01,8.381487063e+01,6.492101231e+01,9.003517780e+00,9.696854236e+01,8.798527816e+01,2.975470028e+01,1.074090795e+01,2.130319446e+01,6.293398749e+01,8.456637466e+01,6.152682249e+01,9.771926140e+01,9.451043614e+01,1.203945478e+01
4.627508559e+01,8.670327916e+01,1.231354112e+00,1.544571019e+01,6.206672534e+00,9.532993103e+01,8.831656136e+01,5.611392785e+01,7.775446024e+01,4.190568507e+01,1.220562507e+00,6.950591689e+01,6.152277320e+01,7.074458047e-01,2.711354589e+01,4.820300599e+01,2.028679727e+01,2.275498354e+01,7.421864467e+01,4.750232258e+01,4.603675549e+01,9.164063353e+01,1.568806731e+01,1.893361906e+00,9.667351182e+00,3.817266166e+01,3.994531039e+01,8.752401927e+01,1.719356892e+01,3.995710876e+01
5.317533295e+00,9.823332372e+01,5.328536722e+01,6.955446371e+01,7.684315066e+01,4.623709988e+01,5.159070777e+01,5.326938689e+01,5.104034979e+01,1.071116064e+01,6.298458890e+00,6.595783218e+01,4.697173696e+01,1.199511369e+01,8.159722941e+00,3.255675634e+01,9.197301792e+00,5.024020613e+01,6.616969274e+01,9.427053817e+01,3.714332325e+01,2.096739102e+01,5.488639965e+01,3.300946856e+01,6.044263640e+01,7.878956095e+01,7.531371942e+01,2.889219318e+01,1.616480058e+01,1.491850316e+01
2.047540992e+01,8.834679031e+01,8.202480484e+01,9.198022669e+01,2.552495358e+01,5.025661279e+01,8.387779015e+01,3.031210695e+01,9.945656227e+01,3.456880704e+01,2.807156415e+01,3.620360147e+00,3.460843164e+01,1.966087683e-01,9.251961325e+01,4.253599220e+01,5.041775692e+01,9.555018245e+00,5.681747811e+00,2.770475500e+01,2.027586872e+01,9.604826223e+01,9.791280481e+01,2.840099596e+01,4.081194080e+01,4.551390166e+01,8.507433608e+01,1.726069458e+01,6.019931724e+01,6.982218706e+01
9.374532497e+01,9.591593775e+01,5.943981490e+01,4.804580670e+00,6.957778907e+01,7.049974495e+01,6.957003545e+01,7.634078976e+01,3.241272990e+01,8.190750104e+01,8.494402802e+01,4.579533514e+00,2.283588721e+01,8.376842680e+01,7.091394196e+01,1.807458103e+01,5.850964970e+01,4.772153192e+01,7.927888307e+01,5.416448062e+01,9.743222821e+01,3.343683870e+01,6.893510783e+01,9.357267819e+01,5.680819977e+01,1.544144891e+01,1.326547104e+01,3.138006308e+01,3.980113450e+01,1.885926895e+00
4.477787974e+01,6.318678917e+00,9.934453926e+01,6.813071681e+01,3.314229061e+01,9.807791613e+01,8.526804426e+01,8.730310123e+01,5.552261770e+01,5.795424073e+00,6.730012617e+01,4.908700174e+01,8.437520354e+01,3.992596093e+00,2.517817426e+01,5.909492319e+01,9.962334896e-01,6.859803940e+01,9.560003573e+01,1.172125674e+01,6.044954333e+01,4.031193149e+01,4.705302318e+01,4.828732516e+01,1.631210854e+01,9.191732098e+01,7.426425309e+01,8.080640942e+01,8.162223971e+01,5.080817655e+01
1.960323584e+01,9.069530654e+01,9.206445305e+01,5.251264863e+01,6.293356271e+01,3.264348767e+01,9.160218238e+01,7.023727656e+01,4.909111560e+01,8.371545956e+01,6.893325162e+01,6.813302339e+01,7.128473408e+01,5.359965571e+01,1.906108867e+01,5.047203905e+00,3.173628424e+00,9.349003135e+00,4.038999585e+01,6.923919456e+01,9.398786303e+00,2.051660560e+01,9.471767438e+01,4.493999401e+00,5.954980118e+01,6.688342155e+00,3.949274265e+01,2.601481323e+01,9.340050195e+01,6.827428710e+01
5.699877939e+00,5.610853389e+01,7.805682247e+01,8.023696150e+01,5.349940790e+01,6.370429170e+01,8.501141570e+01,4.531011579e+01,9.905999496e+01,9.789229818e+01,6.378974953e+01,5.385994797e+01,3.486162867e+01,4.199661338e+01,7.901466414e+01,6.022020584e+01,4.876025082e+00,1.428304644e+01,5.320678970e+01,8.685565197e+01,6.070318100e+01,5.934345100e+01,9.460116869e+00,4.811374515e+01,2.884832978e+01,5.796287461e+01,1.009722258e+01,6.682320734e+01,1.656901151e+01,3.009831312e+00
4.937070030e+01,3.093679714e+01,4.027493413e+01,6.895331728e+01,2.346966539e-01,8.909354039e+01,9.961989868e+01,4.851063472e+01,4.155949734e+01,3.322581311e+01,6.124930325e+01,2.946514400e+01,4.852578389e+01,1.371446447e+01,3.943295743e+01,3.892044967e+01,1.482785711e+01,4.502565825e+01,8.380754555e+01,4.080931454e+01,2.532841611e+01,5.627704030e+01,3.509835453e+01,9.583617434e+01,3.588554279e+01,4.346772054e-01,6.514365856e-01,3.273732090e+01,4.675961383e+01,1.237581800e+01
6.179960245e+01,6.511459035e+00,4.361331059e+01,7.112715403e+01,4.252960127e+01,9.471532561e+01,6.055995952e+01,3.406413697e+01,5.760647981e+01,8.181116934e+01,8.203204691e+01,8.350651210e+01,3.584040774e+01,5.583412522e+00,1.459291743e+01,2.882138570e+01,7.603646196e+01,2.935140947e+01,5.058356807e+01,2.802458360e+01,5.716468515e+01,4.187297333e+01,4.665940754e+01,5.860208286e+00,2.206322449e+01,9.943962892e+01,5.946797396e+00,9.269896092e+01,3.589525146e+01,1.714505080e+01
6.605510827e+01,3.729192594e+01,3.685923595e+01,6.174075743e+01,4.987670432e+01,4.514448819e+01,1.135038848e+01,8.633955774e+00,5.723353293e+01,7.396009447e+01,4.264124772e+01,1.724031391e+00,7.327063517e+01,7.142117220e+01,3.793956078e+01,4.406283932e+01,8.866762592e+01,3.808282140e+01,5.428723500e+01,1.154569297e+01,1.145740438e+01,5.986974097e+01,9.522087479e+01,9.329460884e+01,1.037228072e+01,1.644437045e+01,7.721435349e+01,5.240479961e+01,7.796305699e+01,2.902575788e+01
6.483128196e+01,3.283624386e+01,8.976820983e+01,5.381399837e+01,2.445180650e+01,5.796623640e+01,7.434256832e+00,8.680917601e+01,4.425954302e+01,3.843501564e+01,1.116928304e+01,1.921557803e+01,4.223118282e+01,5.396552979e+01,3.977478006e+01,9.247488641e+01,7.175504135e+00,8.248845755e+01,2.548575154e+01,6.241516590e+01,5.317184662e+01,7.693813997e+01,7.140148772e+01,1.960489166e+01,4.482627699e+01,6.718431736e+01,5.894450904e+01,1.592323677e+01,8.065183187e+01,3.355691679e+01
6.883262417e+00,4.016806539e+01,4.016122810e+00,8.996056154e+01,8.924864727e+01,9.417494705e+01,3.812097033e+01,9.774524821e+01,5.830163150e+01,7.155013246e+00,4.624860012e+01,1.752728723e+01,6.987606899e+01,9.908744644e+01,2.504048961e+01,9.656267882e+01,8.494974979e+01,2.194571261e+01,5.523115365e+01,7.231979978e+01,1.313382957e+00,7.118829844e+01,4.385891939e+01,9.866250276e+01,9.513249635e+01,8.842869133e+00,4.321160446e+00,8.918776922e+01,8.936244261e+01,5.415323472e+01
3.606688089e+01,7.400451261e+01,3.605381649e+01,6.914338437e+01,5.559664591e+01,8.532720135e+01,1.626759091e+01,7.450267073e+01,5.065035614e+01,5.060352730e+01,4.515688381e+01,8.740616170e+01,6.312313598e+01,7.579806111e+01,4.468418274e+01,3.531662591e+01,7.338644768e+01,9.867900750e+01,3.608962864e+01,4.670835314e+01,8.569381801e+01,7.898173301e+01,9.561088711e+00,8.883359868e+01,6.990084067e+01,4.286937908e+01,5.443824153e+01,7.286362100e+01,1.937244440e+01,8.876765942e+01
