v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32
1.435755752e+01,9.539452495e+01,7.955772266e+01,9.859505612e+01,3.442089064e+01,3.081664834e+01,9.253182169e+01,8.044456633e+01,8.776628174e+01,7.250293715e+01,1.933204541e+01,3.091432601e+01,8.313921021e+00,7.906703242e+01,2.819157469e+01,8.069595559e+01,3.275975363e+01,2.346253404e+01,9.953999521e+01,1.497962307e+01,5.852451789e+01,9.356265546e+01,8.558484464e+01,4.882875085e+01,6.926876742e+01,9.528235893e+01,6.499431667e+01,3.573603485e+01,6.222683432e+00,3.134631834e+01,9.204888345e+01,2.546973786e+01
7.430469777e+01,8.688297935e+01,9.052669570e+01,5.006114291e+01,8.167500066e+01,5.353042790e+01,9.973053444e+01,9.267303801e+01,6.214401574e+00,4.307343878e+00,4.466208874e+01,4.977138859e+01,7.396067839e+01,8.458466088e+00,7.017805673e+01,9.155965757e+01,5.733062189e+01,7.917293663e+01,2.689338263e+01,4.513153713e+01,5.255317229e+01,8.168695833e+01,2.147848040e+01,5.072555405e+00,1.993023103e+01,5.395156608e+01,7.788533424e+01,7.283563491e+01,7.482590504e+00,8.952927832e+01,4.806550880e+01,4.806738784e+01
1.827134117e+01,6.711024257e+00,4.064196630e+01,4.312318795e+01,4.144154932e+01,1.786764864e+01,8.734591931e+01,8.949618748e+01,9.517140984e+01,6.494901842e+01,1.068713861e+00,2.039040330e+01,7.039607186e+01,5.229353914e+01,5.465501923e+01,7.876724591e+01,4.315353266e+01,5.799775224e+01,6.323221469e+01,2.970478233e+01,2.676672420e+01,5.817913028e+01,5.545967470e+01,8.254984979e+01,6.081288693e+01,8.213394082e+00,7.512872063e+01,2.660244673e+01,6.299952288e+01,2.112398938e+01,3.723783010e+00,9.002159819e+01
9.389680658e+01,5.122848189e+01,2.992166324e+01,2.761762179e+01,5.388647018e+01,2.572209036e+01,2.381315732e+01,3.496493175e+01,1.240122621e+01,6.721438626e+00,7.909643776e+01,6.597217230e+01,7.256983362e+01,6.616002312e+01,4.916612311e+01,2.132138160e+01,6.069816853e+01,4.307359762e+01,2.803163498e+01,5.097426440e+01,7.155987968e+00,7.961854100e+01,7.401337619e+01,5.094273917e+01,3.395576245e+01,8.479509997e+01,1.480507056e+01,8.785244577e+01,5.116197650e+01,3.905088130e+01,7.704677814e+00,3.027263679e+01
8.966177012e+01,8.690251490e+01,9.949156439e+00,4.079847871e+01,7.316844336e+01,8.318190851e+01,2.061276527e+01,3.936450538e+01,2.099023095e+01,5.978348860e+01,6.064539807e+01,1.559241239e+01,3.890265083e+01,8.796846678e+01,8.241347540e+01,1.161532529e+01,2.410592294e+01,5.641546205e+01,1.001987717e+01,4.689836467e+01,5.089496880e+01,1.673911727e+01,1.762985544e+01,5.694170341e+01,7.348367660e+00,4.978088503e+00,1.720019068e+01,9.004786256e+01,5.270361255e+01,4.794660601e+01,5.746546008e+01,4.586723337e+00
4.155937905e+00,8.991622522e+01,5.103022019e+00,7.444820827e+00,5.223344281e+01,4.890531945e+01,1.766835019e+01,4.432420272e+01,8.947757646e+01,3.275657919e+01,2.041188480e+01,9.496286038e+01,1.411516147e+01,3.679942884e+01,9.797015615e+01,7.795443930e+01,4.634737650e+01,4.116770163e+01,6.357312355e+01,9.826577144e+01,9.891863631e+01,1.573107917e+01,4.161824550e+00,2.743078667e+01,6.398664921e+01,9.103894278e+01,2.098743556e+01,5.453555537e+01,2.463784535e+01,1.694005357e+01,6.644622271e+01,8.187326207e+01
6.595079859e+01,3.558441577e+01,4.626621418e+01,8.959730657e+01,7.750908285e+01,2.499323234e+01,6.425392425e+01,1.239936643e+01,5.633295386e+00,6.670830742e+01,7.112560862e+01,9.728281948e+01,7.084652973e+01,1.276549581e+01,8.033473260e+01,7.170661714e+01,4.143522840e+01,1.877132338e+01,4.458128368e+00,8.478174458e+01,6.470190042e+01,8.275248943e+00,1.841472824e+01,5.632237475e+01,4.843088168e+01,1.071871045e+01,4.516241687e+01,1.503614034e+01,6.147760916e+01,9.619118276e+01,1.408388079e+01,2.923435114e+01
3.598597623e+01,3.875004706e+01,2.688033472e+01,2.131178494e+01,8.692822266e+01,6.015580020e+01,5.275755586e+01,8.989400938e+01,6.723916921e+01,3.073140618e+01,9.742824536e+01,2.703986083e+01,8.644574396e+01,9.559221617e+01,1.272361116e+01,3.476436123e+00,4.486008721e+01,1.390889838e-01,9.841503749e+01,5.644953614e+01,2.938919550e+01,8.574453222e+01,5.969812620e+00,1.000061854e+01,8.830921469e+01,4.417153846e+01,3.797276855e+01,7.648153333e-01,5.926669163e+01,5.919398358e+01,8.751432095e+01,3.923196942e+01
5.856558564e+01,6.980011236e-01,8.774272137e+01,9.318839038e+01,6.329129064e+01,4.260135849e+00,9.889456041e+01,3.819640912e+01,1.686969922e+01,1.047248183e+01,9.388783917e+01,2.581744577e+01,5.298483252e+01,6.755281548e+01,5.451674306e+01,8.089132691e+01,1.387970769e+01,6.974079428e+01,9.693010149e+01,5.537039150e+01,7.559669004e+01,7.193480714e+01,2.656809959e+01,1.151440786e+01,7.783369451e+01,6.440894435e+01,6.783712830e+01,9.990269479e+01,7.815296437e+01,8.599203255e+01,2.495205967e+01,1.568506940e+01
9.124106051e+01,8.084877018e+01,1.317351282e+01,9.788043062e+01,9.432864386e+01,2.786058189e+01,6.334336058e+01,2.981847474e+01,1.551003826e+01,1.177618839e+01,6.652493070e+01,8.465172287e+01,7.647023971e+01,5.844876102e+01,3.796384134e+00,3.991981280e+01,2.435283804e+01,8.204425762e+01,8.684256399e+01,2.650163073e+01,4.927901614e+00,2.911286547e+01,3.083839547e+01,7.492958812e+01,9.248341950e+01,3.364727519e+00,2.037651431e+01,3.227617312e+01,8.140507081e+01,2.183158467e+01,6.475107788e+01,4.789850141e+01
7.148217136e+01,9.158841162e+01,4.111309114e+01,2.092322995e+01,5.449910428e+01,1.398218501e+01,8.844614207e+01,3.652747807e+01,1.149410147e+01,1.115260977e+01,2.505172934e+01,3.205830627e+01,3.116733561e+01,2.802030889e+01,9.535125453e+01,9.103976412e+01,7.609674810e+01,5.526388140e+01,6.071348817e+01,8.124797912e+01,5.460705369e+01,7.873641339e+01,5.150314451e+01,7.721338648e+01,7.610584645e+01,4.392261668e+01,4.513165423e+00,5.862341487e+01,9.057506443e+01,9.873262910e+01,1.055349999e+01,8.315817808e+01
6.542170804e+01,6.787267472e+01,7.187145175e+01,1.086345862e+01,2.602756628e+01,5.957534653e+01,4.693391890e+01,8.693873535e+01,1.489623573e+01,1.270219007e+00,3.401728620e+01,9.474969412e+01,9.479103892e+01,8.699872264e+01,3.298954819e+01,9.759221637e+01,8.941314992e+01,2.801327740e+00,3.321853143e+01,9.817129694e+01,4.853315551e+01,6.261647915e+01,9.592840515e+01,6.051091709e+01,2.645563618e+01,6.161130493e+00,7.534798634e+01,3.894449763e+01,5.301048437e+01,4.625351797e+01,2.792800941e+01,5.269663412e+01
3.714951254e+01,4.758334345e+01,4.167640666e+01,3.660339850e+00,7.495758118e+01,9.521878225e+01,1.508506525e+01,3.958972226e+01,5.796711046e+01,2.924301882e+01,9.905509246e+01,1.744095696e+01,6.685037464e+01,5.140293515e+01,8.278077493e+01,2.430947117e+01,7.124037113e+01,7.288692489e+01,6.272403262e+01,6.654456564e+01,6.532873446e+01,9.361877291e+01,6.058497680e+01,6.573122176e+01,6.952752933e+01,7.605909371e+01,8.750794730e+01,6.432614613e+01,3.076083935e+00,9.234861244e+01,5.274332000e+01,5.889193125e+01
3.075729935e+00,3.055611744e+01,6.893878268e+01,8.373905352e-01,2.031502460e+01,5.386074856e+01,7.567470641e+01,1.942419857e+01,5.160926751e+01,8.500874387e+01,7.537741488e+01,1.428002157e+01,2.837617095e+01,7.176427802e+01,2.388406706e+01,8.604545828e+00,3.341231276e+01,7.422746059e+01,5.657723309e+01,5.994306197e+01,6.128084343e+00,4.080874031e+01,4.873229040e+01,6.117201312e+01,4.022016484e+01,4.045409951e+01,1.872163930e+01,4.138448243e+01,2.523778492e+01,2.062985690e+01,2.037348954e+01,7.082808484e+01
5.583993831e+01,6.836389800e+01,4.945244744e+01,6.293486730e+01,9.772862650e+01,4.754511403e+01,7.711286913e+01,7.332849587e+01,1.386312144e+01,7.981606387e+01,4.669826947e+01,7.187975004e+01,6.539322879e+01,1.341228098e+01,3.248731631e+01,5.217475899e+01,1.216445923e+00,9.993837066e+01,4.209473743e+01,3.989288475e+01,2.033708567e+01,9.631020652e+00,5.401960326e+01,2.516241758e+01,5.989317558e+01,2.074717614e+01,5.624917562e+01,4.369206155e+00,8.221703474e+01,7.700528767e+01,3.865506329e+01,1.480996967e+01
8.351219664e+01,4.298075625e+01,2.587658009e+01,4.541289940e+01,3.543772993e+01,7.167432807e+00,3.219274679e+01,4.384087504e+01,4.267864828e+01,3.838065462e+01,4.453716314e+00,8.690688911e+01,1.626101292e+01,6.210094082e+00,9.556291142e+01,5.795072330e+01,2.803354235e+01,5.538531178e+00,9.930577833e+01,2.039929341e+01,5.278930775e+01,3.511510942e+01,9.261444114e+01,8.285264335e+01,3.316583249e+01,8.126423076e+01,7.707116089e+01,7.418985759e+01,9.227371445e+01,3.106261303e+01,2.716588335e+01,1.263120005e+01
4.454149964e+00,3.768879356e+01,7.566474923e+01,5.717080423e+01,5.536440840e+01,4.395743771e+01,1.288567811e+01,1.610657534e+01,4.197001197e+01,1.997254994e+00,8.089385588e+01,4.482352987e+00,7.573575525e+01,9.643289522e+01,3.204156423e+01,7.896875348e+00,2.397194709e+01,4.449595116e+01,7.048752926e+01,9.346891124e+01,8.143896307e+01,1.733529993e+01,6.515662626e+01,9.267798915e+01,1.349263249e+01,3.374396644e+01,8.602136607e+01,3.683774930e+01,1.793586465e+01,6.367647989e+01,2.341005745e+01,1.633456752e+01
5.023405771e+01,7.727838080e-01,4.055756596e+01,2.263911117e+01,1.424249931e+01,8.217194205e+00,8.856760399e+01,2.262433383e+01,3.845976522e+01,4.620721024e+01,3.843985749e+00,9.870640300e+00,5.748348795e+01,7.600762752e+01,7.674876805e+00,7.977430229e+01,5.968432567e+01,3.034624396e+01,8.294362105e+01,4.208137623e+01,2.767489767e+01,9.688287954e+01,8.680706421e+01,8.820650946e+01,6.573024611e+01,4.302751693e+01,2.750659446e+01,2.321607107e+01,7.013552882e+01,1.385581128e+01,3.229318717e+01,2.848657811e+00
4.780067667e+01,5.831703203e+01,8.867602977e+01,5.201410883e+01,5.931635778e+00,4.584246899e+01,2.281045144e+01,2.357957862e+01,7.004073985e+01,9.872012513e+01,7.792019639e+01,1.182645258e+01,5.146163727e+01,5.413252690e+01,2.825982520e+01,3.024878052e+01,3.800763454e+01,7.998667002e+01,2.422619572e+01,6.083664636e+01,6.027469461e+01,6.029995309e+01,1.482461637e-01,3.435833318e+01,9.868399290e+01,4.920303214e+01,4.677888598e+01,5.918324541e+01,7.627889259e+01,7.110941652e+00,8.237811845e+01,7.255020117e+01
2.958522064e+01,9.543908961e+01,2.148347996e+01,8.210371347e+00,3.000645673e+01,1.990602472e+01,9.874810206e+01,7.423179050e-01,1.398362483e+01,5.787317915e+01,2.708874161e+01,8.806476294e+01,4.938784467e+01,2.642693843e+01,1.389414176e+01,9.193797993e+01,5.206449426e+01,1.322214092e+01,1.713770303e+01,1.399059056e+01,4.207614171e+01,1.377138325e+01,5.626859016e+01,3.465786285e+01,3.118587984e+01,7.599771317e+01,1.739049170e+01,8.335722203e+01,7.439896659e+01,2.332467010e+01,4.047018588e+00,3.208717030e+01
3.036696776e+01,8.511527702e+01,2.643721146e+01,9.339413337e+01,9.970037321e+01,8.281879730e+01,7.363283428e+01,3.648824421e+01,7.903236430e+01,5.634698894e+01,8.532981133e+01,3.884697723e+01,3.485259510e+01,3.766699024e+01,4.410338458e+01,7.597046639e+01,9.382626088e+01,6.461548954e+01,9.599254264e+00,3.325942515e+01,9.172501740e+01,5.293278368e+01,8.354642254e+01,1.052853400e+01,1.315267784e+01,7.903042549e+00,3.521595640e+01,5.744576788e+01,1.409761198e+01,7.957630829e+01,7.829842117e+01,9.321833087e+01
8.833755631e+01,1.739234743e+00,5.919992016e+01,4.855562670e+01,2.050545984e+00,4.721049767e+01,4.714027149e+01,4.284847852e+01,7.345528419e+01,5.415488503e+01,4.883319605e+00,3.565405511e+01,9.880408618e+01,7.221521135e+01,8.782709634e+01,4.557734465e+01,7.075858307e+01,5.403408248e+00,7.640695181e+01,1.166289283e+01,8.269445139e+01,8.646100032e+01,9.611004137e+01,5.980594861e+01,1.776321824e+01,5.581759167e+01,8.031099774e+01,9.478226193e+01,6.266547213e+01,4.665596927e+01,6.403526120e+01,3.047912583e+01
5.674359659e+01,9.998657167e+01,7.782803239e+00,1.408145615e+01,6.617211326e+01,6.168453811e+01,8.419933240e+01,8.286024635e+01,6.843985607e+01,6.735252067e+01,2.852217923e+01,6.977882515e+01,7.120839932e+01,3.779254157e+01,9.749763171e+01,1.030115827e+01,1.312732983e+01,7.397730653e+01,4.310291667e+01,4.288322943e+01,7.486973447e+00,5.086893243e+01,5.815888525e+01,1.308689962e+01,5.305916277e+01,4.239205839e+01,5.847581506e+01,2.674088322e+01,1.078507335e+01,2.663392160e+01,9.092331030e+00,9.933897554e+01
6.428974431e+01,9.362053778e+01,2.809446766e+01,7.804418600e+01,7.203975047e+01,5.618672451e+00,2.085903563e+01,5.704943267e+01,8.230796740e+01,7.764230361e+01,1.117571937e+01,2.768253231e+01,5.916693922e+01,9.840494007e+01,8.808558501e+01,9.977806809e+01,4.765701151e+01,7.121602467e+01,8.017919553e+01,5.337017200e+01,4.835761152e+01,1.170375619e+01,3.225857316e+01,9.764238602e+01,8.822037997e+00,5.123876727e+01,4.896925986e+01,9.562303334e+01,9.453253461e+01,7.847553441e+00,4.816125838e+01,5.986065221e+01
5.253928590e+00,7.308377955e+01,1.911547863e+01,9.266488937e+01,1.894571549e+01,7.825509283e+01,8.676458286e+01,5.062045582e+01,4.841251770e+01,2.011594135e+01,9.097869375e+01,6.657501730e+00,7.768796735e+01,1.625501215e+01,2.194648420e+01,9.726737231e+01,4.657863895e+01,3.902098588e+01,2.113160437e+01,7.796288118e+01,7.089988057e+01,8.083469443e+01,7.127420772e+01,8.903677638e+01,4.243859163e+01,6.909508157e+01,8.458052867e+00,2.810716240e+01,2.577619874e+01,8.824195690e+01,7.497163790e+01,9.662317249e+01
8.843313088e+01,9.973966317e+01,1.788165907e+01,6.790826647e+01,5.343969985e+00,2.063268080e+01,2.436309959e+01,9.009236634e+01,1.096066627e+01,4.848267299e+01,9.617555756e+01,3.570064429e+01,3.505743482e+01,6.605065435e+01,5.985532979e+01,2.985388668e+01,9.911066665e+01,1.531321142e+01,1.070374043e+01,7.487972754e+01,4.722922335e+01,3.768014901e+01,6.626476861e+01,6.876184838e+01,5.295178824e+01,1.041079287e+01,7.710574277e+01,5.052736582e+01,6.908006251e+01,6.186498052e+01,3.811331490e+01,5.920569507e+01
7.336897164e+01,8.094076387e+01,1.653525308e+01,1.638559032e+01,8.612752206e+01,3.438817961e+01,9.838519012e+01,5.390221392e+01,7.922727215e+01,1.772656473e+01,9.120949914e+01,7.339261835e+01,4.016395866e+01,9.109932213e+01,3.029844030e+01,8.638718373e+01,5.066420947e+01,7.967304337e+01,2.984893792e+01,4.172784853e+01,9.133593376e+01,6.870352413e+00,4.197107216e+01,9.995689139e+01,7.113906719e+01,3.887470382e+01,6.429248211e+00,9.068994726e+01,8.204625064e+01,7.301067711e+01,6.903440389e+01,1.447991975e+00
8.712964099e+00,3.788878708e+01,7.068744245e+01,4.286248946e+00,6.174768114e+01,1.259902308e+01,6.608631657e+01,5.378035729e+01,8.049994148e+01,5.796546356e+01,2.056824800e+01,7.695427394e+00,8.825867915e+01,6.497465759e+01,2.702482709e+01,5.200899350e+01,2.002221808e+01,7.013109706e+01,9.442235258e+01,3.833935313e+01,6.700125492e+01,2.887512039e+01,8.651530991e+01,5.057865143e+01,4.104965461e+01,9.900950341e+01,2.498231230e+01,9.913720215e+00,9.815838578e+01,7.437997944e+01,3.853679842e+01,1.292328618e+01
9.526781018e+01,3.104610094e+01,9.173180716e+01,1.318871885e+01,3.818379919e+01,1.823221933e+01,8.592201071e+01,5.831347646e+01,7.555481152e+01,1.917176030e+01,9.425398079e+01,8.296936631e+00,6.945372471e+00,7.497403682e+01,5.160101989e+01,2.936125278e+01,3.990040904e+01,5.505626385e+01,8.693622804e+01,1.227559244e+01,7.608867129e+01,1.164441270e+01,7.305396941e+01,6.880684734e+01,3.761188823e+00,9.748188459e+01,3.478222290e+01,9.166564113e+01,1.258277145e+01,8.876074601e+01,4.735436551e+01,4.129990377e+00
2.070158949e+01,3.238148149e+01,2.845206416e+01,9.816220625e+01,3.922465319e+01,3.605057314e+01,4.723252502e+00,7.190788568e+01,2.354632858e+01,4.964986961e+01,9.130614228e+01,4.848787383e+01,1.431917306e+01,8.800957684e+01,4.278162699e+01,1.542112674e+01,7.271988438e+01,9.409756248e+01,5.311368951e+01,3.905140127e+01,9.753568786e+01,4.805223226e+01,5.833509655e+00,2.283775314e+01,4.614703694e+01,8.987253103e+01,8.968584148e+00,7.060898241e+01,3.722859093e+01,5.542643841e+01,9.916430115e-01,5.470987803e+00
3.447512756e+00,8.161276691e+01,2.486369187e+01,8.996945948e+01,2.788315891e+01,6.073307033e+00,5.359896466e+01,9.517940285e+01,5.318021658e+01,8.535757991e+01,3.576266985e+01,4.547399448e+01,7.235573886e+01,5.564048932e+01,7.881311811e+01,1.634987670e+01,7.495340607e+01,3.345518164e+01,4.981517802e+01,6.873832050e+01,8.795005484e+01,1.760448279e+01,8.707156170e+01,6.320661848e+01,3.954433049e+01,5.501560510e+00,4.007280960e+01,6.462102786e+01,6.620186332e+01,2.163642257e+01,2.845917779e+01,4.948555630e+01
7.812976253e+01,1.490499851e+01,9.205249682e+01,6.999593398e+01,4.396569136e+01,5.638323231e+01,1.195652780e+01,7.157959842e+01,3.419331247e+01,2.493776615e+01,1.277809233e+01,5.654338592e+01,3.976800539e+01,1.298935494e+01,3.987940208e+01,6.929615932e+01,3.231312447e+01,9.511702154e+00,1.185266674e+01,7.386584482e+01,8.074622394e+01,1.717870930e+00,2.690987878e+01,2.645663492e+01,6.740340588e+01,9.683609841e+00,8.421608094e+01,3.401976622e+01,4.804158648e+01,6.173105588e+01,9.569605721e+01,6.138980176e+01
1.705907658e+01,2.211098123e+01,1.051032370e+01,9.219029848e+01,5.708594361e+01,6.527771575e+01,3.595831655e+01,2.168366920e+01,9.842389361e+01,8.704723516e+01,7.990056043e+01,7.999445564e+01,9.482082025e+01,5.649550500e+01,7.801675124e+01,9.230160684e+01,6.796502428e+01,5.189023335e+01,5.586743655e+01,3.197712890e+01,8.866683077e+01,7.111597993e+01,5.204432502e+01,7.924751479e+00,8.105330985e+01,3.689123786e+00,1.655352189e+01,2.633066308e+01,1.088517678e+01,9.638976578e+01,1.271842281e+01,5.274053022e+01
2.108658928e+01,6.621442908e+01,6.631235916e+01,5.960403908e+01,5.439364877e+01,5.219444150e+00,5.618156055e+01,3.597445297e+01,4.085348788e+01,9.816438977e+01,6.644861165e+01,1.269980573e+01,6.365369753e+01,6.333727496e+01,2.982310895e+01,6.819858597e+01,8.639498166e+01,7.831977884e+01,2.105809271e+01,2.854808941e+01,6.845165542e+01,8.345241167e+01,5.705900502e+01,2.540793873e+01,1.503534719e+01,5.490481519e+01,5.552099694e+01,1.865105661e+01,9.702028216e+00,3.055988645e+00,7.301162296e+01,3.619201256e+01
7.036308519e+01,5.996126203e+01,3.798012916e+01,9.786044348e+00,2.499297997e+01,7.515428313e+01,5.282407304e+01,2.011834402e+01,7.671136176e+01,1.841721027e+01,3.678104930e+01,9.916733484e+01,8.516740472e+01,7.630170942e+01,3.661136424e+01,9.314539252e+00,6.362972169e+01,3.941502148e+01,7.735415447e+01,1.624163138e+00,1.870302143e+01,1.745830208e-01,3.393646584e+00,5.285959383e+00,2.276447114e+01,3.364219598e+01,9.047277564e+01,4.104715588e+01,6.675623461e+01,5.305024549e+01,1.972658685e+01,3.185954191e+00
5.473301743e+01,9.494020710e+01,2.877513199e+01,2.981664184e+01,8.186910522e-01,9.408526494e+01,3.447151874e+01,2.097674114e+01,4.497260038e+01,1.265483063e+01,6.141423461e+01,9.322819193e+01,3.097710156e+01,7.618625909e+00,3.511766457e+01,9.988477279e+01,4.605601804e+00,1.245549322e+01,7.380427463e+01,3.371911422e+01,8.252312030e+01,5.513348947e+01,2.782940054e+01,2.776325365e+01,9.320342576e+00,1.455810937e+00,2.718449846e+00,3.317830529e+01,5.020028767e+01,1.271389838e+01,3.692289819e+01,2.422409076e+01
6.147866215e+01,2.297813993e+01,4.203484585e+01,7.910688837e+01,9.708946271e+01,1.956716598e+01,3.854441872e+01,6.772288365e+01,6.532800059e+01,4.133912897e+01,5.109916917e+01,6.930742515e+01,1.107631318e+01,3.399564584e+01,9.683892192e+01,6.241168339e+01,2.174880858e+01,6.165031322e+01,9.766318493e+01,7.051262770e+01,3.278828540e+01,7.326516329e+01,4.906045890e+01,1.177034660e+01,3.778881382e+01,5.226695372e+01,7.842000300e+01,8.451580043e+01,3.438998291e+01,3.223523804e+01,9.305266319e+01,1.891986937e+01
8.619406973e+01,7.700194222e+01,6.159451198e+01,3.861804468e+01,3.417384893e+01,1.699803489e+01,8.702041579e+01,8.787960858e+01,5.062949132e+01,2.943431316e+01,9.782445791e+01,4.117754766e+01,5.388502674e+01,1.832657786e+01,1.992509474e+01,1.567422855e+01,5.840509228e+01,8.222823154e+01,8.212197656e+01,7.092555390e+01,5.567069123e+01,6.426073095e+01,8.135452377e-01,4.812860653e+01,1.844997423e+00,9.293337012e+01,6.405345864e+01,9.225070216e+00,9.691196786e+01,1.164116703e+01,5.262412487e+01,6.857987904e+01
5.112061416e+01,7.720662386e+00,6.492676584e+01,4.914812350e+01,8.997333792e+00,5.490310805e+01,3.869520756e+00,9.214296401e+01,5.511572306e+00,3.094248611e+01,4.549023270e+01,2.278102712e+01,1.692705219e+01,2.075709598e-01,2.321183354e+01,8.878766223e+01,2.577289528e+01,8.213483014e+01,9.643504835e+01,5.878368449e+01,4.624675619e+01,9.326426680e+00,9.784770225e+01,6.827312273e+01,2.582706770e+00,1.474831539e+01,1.913924215e+01,4.289550177e+01,2.264147767e+01,8.989670946e+01,5.065361906e+01,5.685516580e+01
4.063798516e+01,5.004938298e+01,4.752497870e+01,9.515313684e+01,3.195349485e+01,7.722185069e+01,6.124429854e+01,7.145097136e+01,8.928326970e+01,8.237824430e+01,2.024821758e+01,2.291751053e+01,7.164145450e+01,2.703720033e+01,4.635914609e+00,9.252469407e+01,3.770183824e+01,6.849798933e+01,8.362630099e+01,2.284317251e+01,9.206376709e+01,8.444537750e+01,7.364283190e+00,8.031760893e+01,2.613972321e+00,3.028905085e+01,4.169865515e+00,4.206544463e+01,9.888903356e+01,4.786273444e+00,2.837463426e+01,8.155901903e+01
7.470673708e+01,2.070978724e+01,6.555220726e+01,3.735920317e+01,6.193433995e+01,1.669958837e+01,1.338143496e+01,1.756116048e+01,3.246879652e+01,5.734517390e+01,6.669823286e+00,3.228377614e+00,6.281883544e+01,6.881381076e+01,1.840157694e-01,1.818793387e+01,3.851004055e+01,3.351257926e+01,4.284217384e+01,9.016093780e+01,4.502111671e+00,1.064235790e+00,3.461773895e+00,8.290802567e+01,6.685763078e+01,1.294639392e+01,7.695051237e+01,2.250466261e+01,1.419627634e+01,2.385381426e+00,5.943703877e+01,3.358952548e+01
7.513514839e+01,7.784601246e+01,6.386883592e+01,6.265234722e+00,3.253125300e+01,8.119700572e+01,7.917323594e+01,9.047011442e+01,6.494859289e+01,9.848233867e+01,7.872592741e+01,8.779757560e+01,2.139887844e+01,4.893760614e+01,1.906391570e+01,8.281079274e+01,7.455879623e+01,6.015432257e+01,3.301649753e+01,7.004677724e+01,8.980375671e+01,6.703733300e+00,8.816836871e+01,5.580327155e+01,5.842442745e+01,7.564783167e+01,6.802685052e+01,3.074067004e+01,3.601814670e+01,9.001522389e+01,5.286401257e+01,3.504058802e+01
7.647148154e+01,8.357251751e+01,8.404299813e+01,2.914633254e+01,6.203583912e+01,9.966251300e+01,3.836649296e+01,8.476890619e+01,7.623862494e+01,9.265745051e+01,1.803452007e+01,2.043412386e+01,6.096223667e-01,8.441316770e+01,9.962555602e+01,8.189200814e+01,1.955800858e+01,4.640563834e+01,5.080389495e+01,8.901733979e+01,1.546721471e+00,3.653832597e+01,7.836219941e+01,1.557817217e+01,6.031500068e+01,3.306377978e+01,6.876810595e+01,6.259441053e+01,2.967937212e+01,7.188533832e+01,8.555809279e+01,7.247603450e+01
2.099256856e+01,1.489309415e+01,9.806650933e+01,6.815662684e+01,1.822438139e+01,8.139185697e+01,9.492200764e+01,1.567162054e+01,7.355123346e+01,8.406885280e+01,1.762157546e+01,5.571547851e+00,7.900433589e+01,4.381473637e+01,8.060746458e+01,6.623714624e+01,9.576503167e+01,6.786566397e+01,1.222495467e+01,1.211335268e+01,1.116444353e+00,1.923187229e+01,1.470132979e+00,1.143657267e+01,5.048756014e+01,2.992347381e+01,8.984838387e+01,1.262732872e+01,4.282524307e+00,1.891318358e+01,5.474981302e+01,3.914846549e+01
6.192344103e+01,5.586495796e+01,8.519428502e+01,9.901610752e+01,6.521681328e+01,5.002090314e+01,5.461185086e+01,9.567301313e+01,1.179689280e+01,3.491220388e+01,3.780681104e+01,9.707368104e+01,6.739677704e+01,8.159223015e+01,7.210743923e+01,7.980031778e+01,1.783023174e+01,6.997967750e+01,7.569390935e+01,7.055642833e+00,2.894444045e+01,1.836006487e+01,9.634282139e+01,7.070857034e+01,3.403069368e+01,8.229829949e+01,3.855318580e+01,1.398071915e+01,4.285978308e+01,4.776235713e+01,3.150742955e+01,3.733635737e+01
3.009765117e+01,6.112909480e+01,9.746259516e+01,1.380789792e+01,5.275729407e+01,5.932433799e+01,7.441872935e+01,7.328635396e+00,2.474872781e+01,2.659045892e+01,6.289247424e+01,7.493981027e+01,8.808570056e+01,7.460529919e+01,5.384786696e+01,6.402223598e+01,4.173040668e+00,2.573496618e+00,9.324197474e+01,8.177432107e+01,5.532216520e+00,6.984992726e+01,7.966347514e+01,3.552726486e+01,8.470989822e+00,3.048732568e+01,8.693496669e+01,5.902348146e+00,9.332103737e+01,4.936818195e+01,7.095369908e+01,5.789173674e+01
7.247640367e+01,9.128165615e+01,2.571302592e+01,3.947372176e+01,8.629832941e+01,9.093627937e+01,9.626045071e+01,9.031833850e+01,8.664172284e+01,1.945591395e+01,6.733882129e+01,8.444537097e+01,4.183435230e+01,3.225355611e+01,1.104686374e+01,1.365702148e+01,5.363400298e+01,4.632678352e+01,4.340899056e+01,2.664444449e+01,5.416751273e+01,1.822427322e+01,2.398213279e+01,5.410186314e+01,6.541672425e+00,1.921269643e+01,2.594500202e+01,2.780300116e+01,8.855540028e+01,1.518374812e+01,1.473533689e+01,9.900750775e+01
8.816775114e+01,7.796283406e+01,2.362368786e+01,7.229025043e+01,9.924181388e+01,4.615583547e+01,3.006330151e+01,6.515656780e+01,2.344243508e+01,8.098083967e+00,3.538736385e+01,2.608808001e+01,1.901337632e+01,1.987343545e+01,3.048787161e+01,7.247563922e+01,6.730189867e+01,1.344707359e+01,3.642908465e+01,2.215925081e+01,8.875258410e+01,4.391631388e+01,7.877939437e+01,1.992721292e+01,1.093904003e+01,8.076220736e+01,5.461529784e+01,5.629594321e+00,9.824157237e+00,5.672861177e+01,7.265317654e+01,9.144815474e+01
